ID;RegioS;SamenstellingVanHetHuishouden;AantalHuishoudens_1;GemiddBesteedbInkomenPerHuishouden_2;GemiddGestandaardiseerdInkPerHuish_3
374;'s-Hertogenbosch (GA);Eenoudergezin;3.2;23.6;16.0
375;Eindhoven (GA);Totaal particulier huishouden;134.4;29.5;21.1
376;Eindhoven (GA);Eenpersoonshuishouden;48.1;18.6;18.6
377;Eindhoven (GA);Paar zonder kinderen;42.5;33.3;24.3
378;Eindhoven (GA);Paar met kinderen;32.7;40.3;21.6
379;Eindhoven (GA);Eenoudergezin;6.2;23.5;15.9
380;Geleen/Sittard (GA);Totaal particulier huishouden;60.1;29.5;20.5
381;Geleen/Sittard (GA);Eenpersoonshuishouden;17.6;17.4;17.4
382;Geleen/Sittard (GA);Paar zonder kinderen;20.1;31.0;22.7
383;Geleen/Sittard (GA);Paar met kinderen;17.1;39.7;21.5
384;Geleen/Sittard (GA);Eenoudergezin;3.1;23.7;16.3
385;Heerlen (GA);Totaal particulier huishouden;96.0;26.7;19.0
386;Heerlen (GA);Eenpersoonshuishouden;32.9;16.8;16.8
387;Heerlen (GA);Paar zonder kinderen;30.5;28.8;21.0
388;Heerlen (GA);Paar met kinderen;23.8;37.0;20.1
389;Heerlen (GA);Eenoudergezin;5.5;22.5;15.5
390;Maastricht (GA);Totaal particulier huishouden;52.4;27.4;19.9
391;Maastricht (GA);Eenpersoonshuishouden;20.1;17.6;17.6
392;Maastricht (GA);Paar zonder kinderen;15.5;30.9;22.6
393;Maastricht (GA);Paar met kinderen;11.8;38.7;21.1
394;Maastricht (GA);Eenoudergezin;3.0;22.8;15.7
395;Groningen (SG);Totaal particulier huishouden;142.9;28.0;20.3
396;Groningen (SG);Eenpersoonshuishouden;55.3;17.8;17.8
397;Groningen (SG);Paar zonder kinderen;44.2;32.5;23.7
398;Groningen (SG);Paar met kinderen;33.0;39.2;20.9
399;Groningen (SG);Eenoudergezin;6.1;21.6;14.8
400;Leeuwarden (SG);Totaal particulier huishouden;67.0;27.2;19.4
401;Leeuwarden (SG);Eenpersoonshuishouden;24.0;17.0;17.0
402;Leeuwarden (SG);Paar zonder kinderen;21.0;30.4;22.2
403;Leeuwarden (SG);Paar met kinderen;17.0;37.3;19.9
404;Leeuwarden (SG);Eenoudergezin;2.9;21.5;14.6
405;Zwolle (SG);Totaal particulier huishouden;67.9;30.2;20.9
406;Zwolle (SG);Eenpersoonshuishouden;21.8;18.0;18.0
407;Zwolle (SG);Paar zonder kinderen;21.1;32.7;23.8
408;Zwolle (SG);Paar met kinderen;20.1;40.4;21.4
409;Zwolle (SG);Eenoudergezin;2.7;24.2;16.2
410;Enschede (SG);Totaal particulier huishouden;126.8;27.9;19.5
411;Enschede (SG);Eenpersoonshuishouden;41.4;17.1;17.1
412;Enschede (SG);Paar zonder kinderen;39.8;30.3;22.1
413;Enschede (SG);Paar met kinderen;35.0;37.5;20.1
414;Enschede (SG);Eenoudergezin;5.6;22.3;15.2
415;Apeldoorn (SG);Totaal particulier huishouden;86.2;31.0;21.2
416;Apeldoorn (SG);Eenpersoonshuishouden;25.7;18.3;18.3
417;Apeldoorn (SG);Paar zonder kinderen;27.4;33.0;24.1
418;Apeldoorn (SG);Paar met kinderen;25.7;40.5;21.5
419;Apeldoorn (SG);Eenoudergezin;3.7;25.9;17.3
420;Arnhem (SG);Totaal particulier huishouden;147.6;29.6;20.8
421;Arnhem (SG);Eenpersoonshuishouden;49.3;18.1;18.1
422;Arnhem (SG);Paar zonder kinderen;45.8;32.8;24.0
423;Arnhem (SG);Paar met kinderen;40.1;39.8;21.3
424;Arnhem (SG);Eenoudergezin;7.0;23.0;15.5
425;Nijmegen (SG);Totaal particulier huishouden;114.4;29.1;20.5
426;Nijmegen (SG);Eenpersoonshuishouden;41.5;17.6;17.6
427;Nijmegen (SG);Paar zonder kinderen;33.0;32.6;23.8
428;Nijmegen (SG);Paar met kinderen;30.2;40.6;21.8
429;Nijmegen (SG);Eenoudergezin;5.8;23.3;15.9
430;Amersfoort (SG);Totaal particulier huishouden;105.8;33.1;22.6
431;Amersfoort (SG);Eenpersoonshuishouden;32.5;19.5;19.5
432;Amersfoort (SG);Paar zonder kinderen;31.3;35.8;26.2
433;Amersfoort (SG);Paar met kinderen;33.6;43.6;23.1
434;Amersfoort (SG);Eenoudergezin;4.8;25.7;17.4
435;Utrecht (SG);Totaal particulier huishouden;237.7;31.6;22.6
436;Utrecht (SG);Eenpersoonshuishouden;92.1;19.6;19.6
437;Utrecht (SG);Paar zonder kinderen;66.0;36.7;26.8
438;Utrecht (SG);Paar met kinderen;58.6;44.0;23.5
439;Utrecht (SG);Eenoudergezin;11.2;24.8;16.8
440;Amsterdam (SG);Totaal particulier huishouden;655.9;29.1;21.4
441;Amsterdam (SG);Eenpersoonshuishouden;282.6;19.2;19.2
442;Amsterdam (SG);Paar zonder kinderen;158.0;35.6;26.0
443;Amsterdam (SG);Paar met kinderen;138.1;41.8;22.5
444;Amsterdam (SG);Eenoudergezin;48.0;23.1;15.7
445;Haarlem (SG);Totaal particulier huishouden;176.0;32.0;22.7
446;Haarlem (SG);Eenpersoonshuishouden;63.3;19.6;19.6
447;Haarlem (SG);Paar zonder kinderen;52.3;35.9;26.2
448;Haarlem (SG);Paar met kinderen;45.7;44.4;23.7
449;Haarlem (SG);Eenoudergezin;8.4;24.9;16.9
450;Leiden (SG);Totaal particulier huishouden;134.3;32.9;22.9
451;Leiden (SG);Eenpersoonshuishouden;46.2;19.8;19.8
452;Leiden (SG);Paar zonder kinderen;38.1;36.0;26.3
453;Leiden (SG);Paar met kinderen;39.7;45.2;24.0
454;Leiden (SG);Eenoudergezin;6.2;26.8;18.1
455;'s-Gravenhage (SG);Totaal particulier huishouden;394.7;30.0;21.9
456;'s-Gravenhage (SG);Eenpersoonshuishouden;162.4;19.7;19.7
457;'s-Gravenhage (SG);Paar zonder kinderen;101.3;35.7;26.1
458;'s-Gravenhage (SG);Paar met kinderen;87.3;42.6;22.9
459;'s-Gravenhage (SG);Eenoudergezin;26.6;23.5;16.0
460;Rotterdam (SG);Totaal particulier huishouden;527.5;28.4;20.3
461;Rotterdam (SG);Eenpersoonshuishouden;198.7;17.8;17.8
462;Rotterdam (SG);Paar zonder kinderen;145.3;32.7;23.9
463;Rotterdam (SG);Paar met kinderen;122.6;40.3;21.6
464;Rotterdam (SG);Eenoudergezin;37.6;22.3;15.1
465;Dordrecht (SG);Totaal particulier huishouden;117.9;30.5;20.9
466;Dordrecht (SG);Eenpersoonshuishouden;35.8;17.8;17.8
467;Dordrecht (SG);Paar zonder kinderen;36.1;32.4;23.6
468;Dordrecht (SG);Paar met kinderen;35.5;41.0;21.9
469;Dordrecht (SG);Eenoudergezin;6.0;24.0;16.3
470;Breda (SG);Totaal particulier huishouden;126.0;30.9;21.4
471;Breda (SG);Eenpersoonshuishouden;38.5;18.4;18.4
472;Breda (SG);Paar zonder kinderen;41.2;32.9;24.0
473;Breda (SG);Paar met kinderen;36.1;41.5;22.3
474;Breda (SG);Eenoudergezin;5.6;24.3;16.5
475;Tilburg (SG);Totaal particulier huishouden;116.1;29.9;20.7
476;Tilburg (SG);Eenpersoonshuishouden;36.3;17.9;17.9
477;Tilburg (SG);Paar zonder kinderen;36.4;31.9;23.3
478;Tilburg (SG);Paar met kinderen;33.4;40.9;21.8
479;Tilburg (SG);Eenoudergezin;5.8;22.6;15.2
480;'s-Hertogenbosch (SG);Totaal particulier huishouden;77.6;31.4;21.9
481;'s-Hertogenbosch (SG);Eenpersoonshuishouden;25.5;19.0;19.0
482;'s-Hertogenbosch (SG);Paar zonder kinderen;23.2;34.7;25.3
483;'s-Hertogenbosch (SG);Paar met kinderen;22.0;41.9;22.4
484;'s-Hertogenbosch (SG);Eenoudergezin;3.6;24.0;16.3
485;Eindhoven (SG);Totaal particulier huishouden;167.5;30.2;21.4
486;Eindhoven (SG);Eenpersoonshuishouden;56.1;18.7;18.7
487;Eindhoven (SG);Paar zonder kinderen;54.1;33.5;24.5
488;Eindhoven (SG);Paar met kinderen;43.9;40.8;21.8
489;Eindhoven (SG);Eenoudergezin;7.5;24.0;16.3
490;Geleen/Sittard (SG);Totaal particulier huishouden;65.5;29.8;20.5
491;Geleen/Sittard (SG);Eenpersoonshuishouden;18.7;17.4;17.4
492;Geleen/Sittard (SG);Paar zonder kinderen;22.0;31.2;22.8
493;Geleen/Sittard (SG);Paar met kinderen;19.0;39.8;21.5
494;Geleen/Sittard (SG);Eenoudergezin;3.3;23.9;16.4
495;Heerlen (SG);Totaal particulier huishouden;115.9;27.5;19.4
496;Heerlen (SG);Eenpersoonshuishouden;37.5;16.9;16.9
497;Heerlen (SG);Paar zonder kinderen;37.6;29.3;21.4
498;Heerlen (SG);Paar met kinderen;30.4;37.7;20.5
499;Heerlen (SG);Eenoudergezin;6.4;23.0;15.9
500;Maastricht (SG);Totaal particulier huishouden;77.7;28.9;20.4
501;Maastricht (SG);Eenpersoonshuishouden;26.3;17.6;17.6
502;Maastricht (SG);Paar zonder kinderen;24.1;31.2;22.8
503;Maastricht (SG);Paar met kinderen;20.4;40.2;21.8
504;Maastricht (SG);Eenoudergezin;4.1;23.6;16.2
505;Appingedam;Totaal particulier huishouden;5.6;26.6;19.0
506;Appingedam;Eenpersoonshuishouden;1.8;16.8;16.8
507;Appingedam;Paar zonder kinderen;2.1;29.2;21.3
508;Appingedam;Paar met kinderen;1.3;35.7;19.3
509;Appingedam;Eenoudergezin;0.2;20.1;13.8
510;Bedum;Totaal particulier huishouden;4.1;30.0;20.0
511;Bedum;Eenpersoonshuishouden;1.0;17.9;17.9
512;Bedum;Paar zonder kinderen;1.3;28.9;21.1
513;Bedum;Paar met kinderen;1.5;39.2;20.7
514;Bedum;Eenoudergezin;0.1;24.9;16.7
515;Bellingwedde;Totaal particulier huishouden;4.1;26.8;18.3
516;Bellingwedde;Eenpersoonshuishouden;1.0;14.9;14.9
517;Bellingwedde;Paar zonder kinderen;1.6;27.2;19.9
518;Bellingwedde;Paar met kinderen;1.1;35.7;19.3
519;Bellingwedde;Eenoudergezin;0.2;22.8;15.6
520;Ten Boer;Totaal particulier huishouden;2.7;30.1;20.0
521;Ten Boer;Eenpersoonshuishouden;0.6;17.6;17.6
522;Ten Boer;Paar zonder kinderen;0.8;31.6;23.0
523;Ten Boer;Paar met kinderen;1.1;37.5;19.9
524;Ten Boer;Eenoudergezin;0.1;20.4;14.4
525;Delfzijl;Totaal particulier huishouden;12.2;27.0;18.9
526;Delfzijl;Eenpersoonshuishouden;3.7;16.7;16.7
527;Delfzijl;Paar zonder kinderen;4.1;28.9;21.1
528;Delfzijl;Paar met kinderen;3.3;35.6;19.1
529;Delfzijl;Eenoudergezin;0.6;21.0;14.2
530;Groningen (gemeente);Totaal particulier huishouden;78.5;25.0;19.3
531;Groningen (gemeente);Eenpersoonshuishouden;38.6;17.4;17.4
532;Groningen (gemeente);Paar zonder kinderen;21.3;31.6;23.0
533;Groningen (gemeente);Paar met kinderen;12.3;37.8;20.4
534;Groningen (gemeente);Eenoudergezin;4.0;19.9;13.8
535;Grootegast;Totaal particulier huishouden;4.5;28.6;18.6
536;Grootegast;Eenpersoonshuishouden;1.0;15.6;15.6
537;Grootegast;Paar zonder kinderen;1.5;28.4;20.7
538;Grootegast;Paar met kinderen;1.7;36.0;18.8
539;Grootegast;Eenoudergezin;0.2;22.2;14.6
540;Haren;Totaal particulier huishouden;8.1;36.3;26.0
541;Haren;Eenpersoonshuishouden;2.6;23.6;23.6
542;Haren;Paar zonder kinderen;2.9;41.5;30.3
543;Haren;Paar met kinderen;2.1;45.3;24.2
544;Haren;Eenoudergezin;0.3;26.3;18.2
545;Hoogezand-Sappemeer;Totaal particulier huishouden;14.2;26.5;18.6
546;Hoogezand-Sappemeer;Eenpersoonshuishouden;4.4;16.2;16.2
547;Hoogezand-Sappemeer;Paar zonder kinderen;5.0;28.5;20.8
548;Hoogezand-Sappemeer;Paar met kinderen;3.7;35.4;19.0
549;Hoogezand-Sappemeer;Eenoudergezin;0.6;21.6;14.7
550;Leek;Totaal particulier huishouden;7.4;30.1;20.0
551;Leek;Eenpersoonshuishouden;1.8;16.8;16.8
552;Leek;Paar zonder kinderen;2.6;30.2;22.0
553;Leek;Paar met kinderen;2.5;39.2;20.7
554;Leek;Eenoudergezin;0.3;24.4;16.2
555;Loppersum;Totaal particulier huishouden;4.4;28.5;19.4
556;Loppersum;Eenpersoonshuishouden;1.2;16.9;16.9
557;Loppersum;Paar zonder kinderen;1.4;29.5;21.6
558;Loppersum;Paar met kinderen;1.5;37.0;19.5
559;Loppersum;Eenoudergezin;0.2;25.0;16.7
560;Marum;Totaal particulier huishouden;3.9;29.9;19.8
561;Marum;Eenpersoonshuishouden;0.9;18.0;18.0
562;Marum;Paar zonder kinderen;1.3;29.2;21.3
563;Marum;Paar met kinderen;1.4;38.0;20.0
564;Marum;Eenoudergezin;0.1;24.4;16.1
565;Almere;Totaal particulier huishouden;64.2;31.4;21.1
566;Almere;Eenpersoonshuishouden;16.9;18.6;18.6
567;Almere;Paar zonder kinderen;17.0;34.3;25.0
568;Almere;Paar met kinderen;22.3;39.7;21.4
569;Almere;Eenoudergezin;4.6;21.4;14.5
570;Stadskanaal;Totaal particulier huishouden;14.3;26.1;18.0
571;Stadskanaal;Eenpersoonshuishouden;4.2;15.7;15.7
572;Stadskanaal;Paar zonder kinderen;5.0;26.4;19.3
573;Stadskanaal;Paar met kinderen;4.1;36.0;19.3
574;Stadskanaal;Eenoudergezin;0.6;20.7;14.0
575;Scheemda;Totaal particulier huishouden;5.9;27.8;18.9
576;Scheemda;Eenpersoonshuishouden;1.5;16.2;16.2
577;Scheemda;Paar zonder kinderen;2.0;27.8;20.3
578;Scheemda;Paar met kinderen;2.0;36.2;19.6
579;Scheemda;Eenoudergezin;0.2;24.1;15.9
580;Slochteren;Totaal particulier huishouden;5.9;30.7;20.4
581;Slochteren;Eenpersoonshuishouden;1.4;17.0;17.0
582;Slochteren;Paar zonder kinderen;2.0;30.1;22.0
583;Slochteren;Paar met kinderen;2.0;39.7;21.2
584;Slochteren;Eenoudergezin;0.2;19.4;13.2
585;Veendam;Totaal particulier huishouden;11.9;27.5;19.0
586;Veendam;Eenpersoonshuishouden;3.3;16.3;16.3
587;Veendam;Paar zonder kinderen;4.1;28.7;21.0
588;Veendam;Paar met kinderen;3.3;36.5;19.7
589;Veendam;Eenoudergezin;0.7;22.1;15.3
590;Vlagtwedde;Totaal particulier huishouden;7.0;25.9;17.8
591;Vlagtwedde;Eenpersoonshuishouden;1.9;15.3;15.3
592;Vlagtwedde;Paar zonder kinderen;2.6;26.5;19.3
593;Vlagtwedde;Paar met kinderen;2.1;34.0;18.3
594;Vlagtwedde;Eenoudergezin;0.2;21.9;15.1
595;Zeewolde;Totaal particulier huishouden;6.9;33.0;21.4
596;Zeewolde;Eenpersoonshuishouden;1.4;19.8;19.8
597;Zeewolde;Paar zonder kinderen;2.1;32.7;23.9
598;Zeewolde;Paar met kinderen;2.9;40.1;21.1
599;Zeewolde;Eenoudergezin;0.2;21.1;14.2
600;SkarsterlÔn;Totaal particulier huishouden;10.7;29.8;20.1
601;SkarsterlÔn;Eenpersoonshuishouden;2.7;17.6;17.6
602;SkarsterlÔn;Paar zonder kinderen;3.7;30.2;22.1
603;SkarsterlÔn;Paar met kinderen;3.5;37.7;19.9
604;SkarsterlÔn;Eenoudergezin;0.4;25.9;17.3
605;Winschoten;Totaal particulier huishouden;8.6;24.9;18.0
606;Winschoten;Eenpersoonshuishouden;3.3;15.3;15.3
607;Winschoten;Paar zonder kinderen;2.8;27.8;20.3
608;Winschoten;Paar met kinderen;1.8;36.6;19.7
609;Winschoten;Eenoudergezin;0.4;20.7;14.2
610;Winsum;Totaal particulier huishouden;5.5;30.0;20.3
611;Winsum;Eenpersoonshuishouden;1.4;17.4;17.4
612;Winsum;Paar zonder kinderen;1.9;32.0;23.3
613;Winsum;Paar met kinderen;1.9;37.9;20.1
614;Winsum;Eenoudergezin;0.2;23.1;15.6
615;Boarnsterhim;Totaal particulier huishouden;7.8;29.1;20.0
616;Boarnsterhim;Eenpersoonshuishouden;2.2;17.1;17.1
617;Boarnsterhim;Paar zonder kinderen;2.8;30.8;22.5
618;Boarnsterhim;Paar met kinderen;2.4;38.3;20.5
619;Boarnsterhim;Eenoudergezin;0.2;19.7;13.3
620;Zuidhorn;Totaal particulier huishouden;6.8;30.6;20.5
621;Zuidhorn;Eenpersoonshuishouden;1.7;17.9;17.9
622;Zuidhorn;Paar zonder kinderen;2.3;32.5;23.7
623;Zuidhorn;Paar met kinderen;2.5;37.9;19.8
624;Zuidhorn;Eenoudergezin;0.2;25.4;17.1
625;Dongeradeel;Totaal particulier huishouden;9.8;27.0;18.3
626;Dongeradeel;Eenpersoonshuishouden;2.8;16.3;16.3
627;Dongeradeel;Paar zonder kinderen;3.1;27.2;19.9
628;Dongeradeel;Paar met kinderen;3.3;34.8;18.3
629;Dongeradeel;Eenoudergezin;0.4;24.2;16.4
630;Achtkarspelen;Totaal particulier huishouden;11.0;27.5;18.2
631;Achtkarspelen;Eenpersoonshuishouden;2.8;15.3;15.3
632;Achtkarspelen;Paar zonder kinderen;3.5;27.0;19.7
633;Achtkarspelen;Paar met kinderen;3.9;36.0;19.0
634;Achtkarspelen;Eenoudergezin;0.5;24.5;16.3
635;Ameland;Totaal particulier huishouden;1.5;28.6;19.6
636;Ameland;Eenpersoonshuishouden;0.5;18.0;18.0
637;Ameland;Paar zonder kinderen;0.4;28.6;20.9
638;Ameland;Paar met kinderen;0.4;38.9;20.3
639;Ameland;Eenoudergezin;;;
640;het Bildt;Totaal particulier huishouden;4.3;26.9;18.4
641;het Bildt;Eenpersoonshuishouden;1.2;15.5;15.5
642;het Bildt;Paar zonder kinderen;1.5;28.2;20.6
643;het Bildt;Paar met kinderen;1.4;35.0;18.4
644;het Bildt;Eenoudergezin;0.1;23.0;15.4
645;Bolsward;Totaal particulier huishouden;4.0;26.9;19.0
646;Bolsward;Eenpersoonshuishouden;1.3;16.7;16.7
647;Bolsward;Paar zonder kinderen;1.3;29.6;21.6
648;Bolsward;Paar met kinderen;1.1;36.3;19.2
649;Bolsward;Eenoudergezin;0.2;24.3;16.2
650;Dantumadeel;Totaal particulier huishouden;7.4;27.7;18.2
651;Dantumadeel;Eenpersoonshuishouden;1.8;15.5;15.5
652;Dantumadeel;Paar zonder kinderen;2.3;26.8;19.6
653;Dantumadeel;Paar met kinderen;2.8;35.7;18.7
654;Dantumadeel;Eenoudergezin;0.3;25.6;17.0
655;Franekeradeel;Totaal particulier huishouden;8.7;27.0;18.7
656;Franekeradeel;Eenpersoonshuishouden;2.9;16.1;16.1
657;Franekeradeel;Paar zonder kinderen;2.7;28.9;21.1
658;Franekeradeel;Paar met kinderen;2.6;36.3;19.2
659;Franekeradeel;Eenoudergezin;0.3;24.5;16.5
660;Harlingen;Totaal particulier huishouden;6.6;27.2;19.2
661;Harlingen;Eenpersoonshuishouden;2.2;16.2;16.2
662;Harlingen;Paar zonder kinderen;2.2;30.2;22.1
663;Harlingen;Paar met kinderen;1.7;36.9;19.7
664;Harlingen;Eenoudergezin;0.3;21.0;14.1
665;Heerenveen;Totaal particulier huishouden;18.2;28.3;19.9
666;Heerenveen;Eenpersoonshuishouden;6.0;17.2;17.2
667;Heerenveen;Paar zonder kinderen;6.1;30.9;22.6
668;Heerenveen;Paar met kinderen;4.9;38.2;20.3
669;Heerenveen;Eenoudergezin;0.7;23.1;15.6
670;Kollumerland en Nieuwkruisland;Totaal particulier huishouden;5.1;28.1;18.8
671;Kollumerland en Nieuwkruisland;Eenpersoonshuishouden;1.3;16.5;16.5
672;Kollumerland en Nieuwkruisland;Paar zonder kinderen;1.7;28.9;21.1
673;Kollumerland en Nieuwkruisland;Paar met kinderen;1.8;34.7;18.2
674;Kollumerland en Nieuwkruisland;Eenoudergezin;0.2;26.6;17.9
675;Leeuwarden;Totaal particulier huishouden;40.7;25.5;18.9
676;Leeuwarden;Eenpersoonshuishouden;17.6;16.9;16.9
677;Leeuwarden;Paar zonder kinderen;11.8;30.5;22.2
678;Leeuwarden;Paar met kinderen;8.0;36.8;19.7
679;Leeuwarden;Eenoudergezin;2.0;20.7;14.1
680;Leeuwarderadeel;Totaal particulier huishouden;4.0;31.2;20.8
681;Leeuwarderadeel;Eenpersoonshuishouden;0.8;20.0;20.0
682;Leeuwarderadeel;Paar zonder kinderen;1.4;30.7;22.4
683;Leeuwarderadeel;Paar met kinderen;1.5;38.1;20.2
684;Leeuwarderadeel;Eenoudergezin;0.2;24.6;16.9
685;Lemsterland;Totaal particulier huishouden;5.4;29.1;19.9
686;Lemsterland;Eenpersoonshuishouden;1.4;16.6;16.6
687;Lemsterland;Paar zonder kinderen;1.9;31.0;22.7
688;Lemsterland;Paar met kinderen;1.6;37.5;19.8
689;Lemsterland;Eenoudergezin;0.2;24.9;16.8
690;Menaldumadeel;Totaal particulier huishouden;5.6;30.0;20.1
691;Menaldumadeel;Eenpersoonshuishouden;1.4;16.9;16.9
692;Menaldumadeel;Paar zonder kinderen;1.9;30.6;22.4
693;Menaldumadeel;Paar met kinderen;2.0;38.3;20.4
694;Menaldumadeel;Eenoudergezin;0.1;23.4;15.7
695;Ooststellingwerf;Totaal particulier huishouden;10.8;27.7;18.9
696;Ooststellingwerf;Eenpersoonshuishouden;2.9;16.1;16.1
697;Ooststellingwerf;Paar zonder kinderen;3.8;28.9;21.1
698;Ooststellingwerf;Paar met kinderen;3.3;36.0;19.2
699;Ooststellingwerf;Eenoudergezin;0.4;20.5;13.8
700;Opsterland;Totaal particulier huishouden;11.5;28.9;19.6
701;Opsterland;Eenpersoonshuishouden;3.1;17.4;17.4
702;Opsterland;Paar zonder kinderen;3.9;30.0;21.9
703;Opsterland;Paar met kinderen;3.8;36.9;19.5
704;Opsterland;Eenoudergezin;0.3;23.8;15.9
705;Schiermonnikoog;Totaal particulier huishouden;0.5;28.6;22.3
706;Schiermonnikoog;Eenpersoonshuishouden;0.2;24.3;24.3
707;Schiermonnikoog;Paar zonder kinderen;0.1;30.6;22.4
708;Schiermonnikoog;Paar met kinderen;0.1;36.2;19.4
709;Schiermonnikoog;Eenoudergezin;;;
710;Smallingerland;Totaal particulier huishouden;22.3;27.8;19.2
711;Smallingerland;Eenpersoonshuishouden;6.9;16.6;16.6
712;Smallingerland;Paar zonder kinderen;7.3;29.7;21.7
713;Smallingerland;Paar met kinderen;6.4;37.3;19.7
714;Smallingerland;Eenoudergezin;1.0;22.6;15.3
715;Sneek;Totaal particulier huishouden;14.2;26.9;19.1
716;Sneek;Eenpersoonshuishouden;4.8;16.8;16.8
717;Sneek;Paar zonder kinderen;4.7;30.3;22.1
718;Sneek;Paar met kinderen;3.7;36.4;19.4
719;Sneek;Eenoudergezin;0.6;20.1;13.6
720;Terschelling;Totaal particulier huishouden;1.9;30.0;21.1
721;Terschelling;Eenpersoonshuishouden;0.7;18.7;18.7
722;Terschelling;Paar zonder kinderen;0.5;32.2;23.5
723;Terschelling;Paar met kinderen;0.5;39.8;21.4
724;Terschelling;Eenoudergezin;0.1;27.5;18.8
725;Vlieland;Totaal particulier huishouden;0.5;28.7;20.6
726;Vlieland;Eenpersoonshuishouden;0.2;18.6;18.6
727;Vlieland;Paar zonder kinderen;0.2;30.8;22.5
728;Vlieland;Paar met kinderen;0.1;41.2;22.0
729;Vlieland;Eenoudergezin;;;
730;Weststellingwerf;Totaal particulier huishouden;10.8;27.6;18.9
731;Weststellingwerf;Eenpersoonshuishouden;3.1;15.9;15.9
732;Weststellingwerf;Paar zonder kinderen;3.8;29.3;21.4
733;Weststellingwerf;Paar met kinderen;3.1;36.6;19.4
734;Weststellingwerf;Eenoudergezin;0.4;22.7;15.1
735;Nijefurd;Totaal particulier huishouden;4.5;27.3;18.9
736;Nijefurd;Eenpersoonshuishouden;1.4;15.9;15.9
737;Nijefurd;Paar zonder kinderen;1.5;29.8;21.7
738;Nijefurd;Paar met kinderen;1.3;35.4;18.6
739;Nijefurd;Eenoudergezin;0.2;27.0;18.5
740;Assen;Totaal particulier huishouden;25.7;28.3;19.9
741;Assen;Eenpersoonshuishouden;8.4;17.4;17.4
742;Assen;Paar zonder kinderen;8.1;31.6;23.1
743;Assen;Paar met kinderen;7.1;38.1;20.4
744;Assen;Eenoudergezin;1.4;21.7;14.9
745;Coevorden;Totaal particulier huishouden;14.6;28.3;19.3
746;Coevorden;Eenpersoonshuishouden;3.7;16.8;16.8
747;Coevorden;Paar zonder kinderen;5.1;29.5;21.5
748;Coevorden;Paar met kinderen;4.5;35.6;19.1
749;Coevorden;Eenoudergezin;0.6;22.8;15.4
750;Emmen;Totaal particulier huishouden;44.5;27.4;18.8
751;Emmen;Eenpersoonshuishouden;12.2;16.3;16.3
752;Emmen;Paar zonder kinderen;15.2;28.2;20.6
753;Emmen;Paar met kinderen;13.4;35.8;19.2
754;Emmen;Eenoudergezin;1.9;22.3;15.2
755;Hoogeveen;Totaal particulier huishouden;21.5;28.3;19.3
756;Hoogeveen;Eenpersoonshuishouden;6.0;17.2;17.2
757;Hoogeveen;Paar zonder kinderen;7.0;28.8;21.0
758;Hoogeveen;Paar met kinderen;6.8;36.9;19.5
759;Hoogeveen;Eenoudergezin;1.0;23.6;16.0
760;Meppel;Totaal particulier huishouden;12.7;29.2;20.3
761;Meppel;Eenpersoonshuishouden;3.9;17.8;17.8
762;Meppel;Paar zonder kinderen;4.2;31.0;22.7
763;Meppel;Paar met kinderen;3.6;39.1;20.9
764;Meppel;Eenoudergezin;0.5;22.8;15.6
765;Littenseradiel;Totaal particulier huishouden;4.1;30.7;20.5
766;Littenseradiel;Eenpersoonshuishouden;1.0;17.8;17.8
767;Littenseradiel;Paar zonder kinderen;1.4;31.2;22.7
768;Littenseradiel;Paar met kinderen;1.5;38.7;20.4
769;Littenseradiel;Eenoudergezin;0.1;21.6;14.5
770;Almelo;Totaal particulier huishouden;29.5;27.5;19.0
771;Almelo;Eenpersoonshuishouden;9.1;17.0;17.0
772;Almelo;Paar zonder kinderen;9.2;29.3;21.4
773;Almelo;Paar met kinderen;8.4;36.3;19.4
774;Almelo;Eenoudergezin;1.5;21.8;14.5
775;Bathmen;Totaal particulier huishouden;2.1;35.1;23.6
776;Bathmen;Eenpersoonshuishouden;0.4;21.5;21.5
777;Bathmen;Paar zonder kinderen;0.8;35.9;26.2
778;Bathmen;Paar met kinderen;0.8;42.2;22.5
779;Bathmen;Eenoudergezin;;;
780;Borne;Totaal particulier huishouden;7.9;32.5;21.6
781;Borne;Eenpersoonshuishouden;1.8;18.3;18.3
782;Borne;Paar zonder kinderen;2.6;33.6;24.5
783;Borne;Paar met kinderen;2.9;40.4;21.6
784;Borne;Eenoudergezin;0.3;24.0;16.5
785;Dalfsen;Totaal particulier huishouden;9.5;32.8;21.2
786;Dalfsen;Eenpersoonshuishouden;2.0;18.4;18.4
787;Dalfsen;Paar zonder kinderen;3.0;30.7;22.4
788;Dalfsen;Paar met kinderen;3.8;40.8;21.4
789;Dalfsen;Eenoudergezin;0.3;32.5;21.6
790;Deventer;Totaal particulier huishouden;36.5;28.1;19.8
791;Deventer;Eenpersoonshuishouden;12.5;17.4;17.4
792;Deventer;Paar zonder kinderen;11.2;31.5;23.0
793;Deventer;Paar met kinderen;9.5;37.2;20.0
794;Deventer;Eenoudergezin;1.6;22.2;15.2
795;Enschede;Totaal particulier huishouden;63.2;26.2;18.7
796;Enschede;Eenpersoonshuishouden;22.7;16.7;16.7
797;Enschede;Paar zonder kinderen;19.1;29.0;21.2
798;Enschede;Paar met kinderen;15.8;35.7;19.2
799;Enschede;Eenoudergezin;3.1;20.8;14.2
