ID;Geslacht;Leeftijd;NietGeregistreerdeBeroepen;AanbiedersZorg;Perioden;BrutoLoonSocialeVerzekeringen_1;BanenVanWerknemers_2;BanenVanWerknemersRelatief_3;ArbeidsjarenVanWerknemers_4;ArbeidsjarenVanWerknemersRelatief_5;Zelfstandigen_6;ZelfstandigenRelatief_7
666;Totaal mannen en vrouwen;Totaal leeftijd;Overige (para) medische beroepen;Verstrekkers van ouderenzorg;2004;38.8;3.0;1.0;2.0;1.0;;
667;Totaal mannen en vrouwen;Totaal leeftijd;Overige (para) medische beroepen;Verstrekkers van ouderenzorg;2005;38.6;3.0;1.0;2.0;1.0;;
668;Totaal mannen en vrouwen;Totaal leeftijd;Overige (para) medische beroepen;Verstrekkers van ouderenzorg;2006;39.3;3.0;1.0;2.0;1.0;;
669;Totaal mannen en vrouwen;Totaal leeftijd;Overige (para) medische beroepen;Verstrekkers van ouderenzorg;2007;40.4;3.0;1.0;2.0;1.0;0.0;4.0
670;Totaal mannen en vrouwen;Totaal leeftijd;Overige (para) medische beroepen;Verstrekkers van ouderenzorg;2008;42.1;3.0;1.0;2.0;1.0;0.0;4.0
671;Totaal mannen en vrouwen;Totaal leeftijd;Overige (para) medische beroepen;Verstrekkers van ouderenzorg;2009;44.0;3.0;1.0;2.0;1.0;0.0;3.0
672;Totaal mannen en vrouwen;Totaal leeftijd;Overige (para) medische beroepen;Verstrekkers van ouderenzorg;2010;46.1;3.0;1.0;2.0;1.0;0.0;3.0
673;Totaal mannen en vrouwen;Totaal leeftijd;Overige (para) medische beroepen;Verstrekkers van ouderenzorg;2011;45.5;3.0;1.0;2.0;1.0;0.0;3.0
674;Totaal mannen en vrouwen;Totaal leeftijd;Overige (para) medische beroepen;Verstrekkers van ouderenzorg;2012;46.7;4.0;1.0;3.0;1.0;0.0;3.0
675;Totaal mannen en vrouwen;Totaal leeftijd;Overige (para) medische beroepen;Verstrekkers van ouderenzorg;2013;44.1;4.0;1.0;3.0;1.0;0.0;3.0
676;Totaal mannen en vrouwen;Totaal leeftijd;Overige (para) medische beroepen;Verstrekkers van gehandicaptenzorg;2001;43.9;2.0;1.0;1.0;1.0;;
677;Totaal mannen en vrouwen;Totaal leeftijd;Overige (para) medische beroepen;Verstrekkers van gehandicaptenzorg;2002;44.8;1.0;1.0;1.0;1.0;;
678;Totaal mannen en vrouwen;Totaal leeftijd;Overige (para) medische beroepen;Verstrekkers van gehandicaptenzorg;2003;47.9;2.0;1.0;1.0;1.0;;
679;Totaal mannen en vrouwen;Totaal leeftijd;Overige (para) medische beroepen;Verstrekkers van gehandicaptenzorg;2004;46.2;2.0;1.0;1.0;1.0;;
680;Totaal mannen en vrouwen;Totaal leeftijd;Overige (para) medische beroepen;Verstrekkers van gehandicaptenzorg;2005;46.0;2.0;1.0;1.0;1.0;;
681;Totaal mannen en vrouwen;Totaal leeftijd;Overige (para) medische beroepen;Verstrekkers van gehandicaptenzorg;2006;46.3;2.0;1.0;1.0;1.0;;
682;Totaal mannen en vrouwen;Totaal leeftijd;Overige (para) medische beroepen;Verstrekkers van gehandicaptenzorg;2007;47.2;2.0;1.0;1.0;1.0;0.0;1.0
683;Totaal mannen en vrouwen;Totaal leeftijd;Overige (para) medische beroepen;Verstrekkers van gehandicaptenzorg;2008;49.1;2.0;1.0;1.0;1.0;0.0;1.0
684;Totaal mannen en vrouwen;Totaal leeftijd;Overige (para) medische beroepen;Verstrekkers van gehandicaptenzorg;2009;50.8;2.0;1.0;1.0;1.0;0.0;1.0
685;Totaal mannen en vrouwen;Totaal leeftijd;Overige (para) medische beroepen;Verstrekkers van gehandicaptenzorg;2010;52.5;2.0;1.0;1.0;1.0;0.0;1.0
686;Totaal mannen en vrouwen;Totaal leeftijd;Overige (para) medische beroepen;Verstrekkers van gehandicaptenzorg;2011;53.4;2.0;1.0;1.0;1.0;;
687;Totaal mannen en vrouwen;Totaal leeftijd;Overige (para) medische beroepen;Verstrekkers van gehandicaptenzorg;2012;55.1;2.0;1.0;1.0;1.0;0.0;1.0
688;Totaal mannen en vrouwen;Totaal leeftijd;Overige (para) medische beroepen;Verstrekkers van gehandicaptenzorg;2013;52.8;2.0;1.0;1.0;1.0;0.0;1.0
689;Totaal mannen en vrouwen;Totaal leeftijd;Overige (para) medische beroepen;Overige verstrekkers van welzijnszorg;2001;26.0;1.0;1.0;1.0;1.0;;
690;Totaal mannen en vrouwen;Totaal leeftijd;Overige (para) medische beroepen;Overige verstrekkers van welzijnszorg;2002;32.1;1.0;1.0;1.0;1.0;;
691;Totaal mannen en vrouwen;Totaal leeftijd;Overige (para) medische beroepen;Overige verstrekkers van welzijnszorg;2003;35.9;1.0;1.0;1.0;1.0;;
692;Totaal mannen en vrouwen;Totaal leeftijd;Overige (para) medische beroepen;Overige verstrekkers van welzijnszorg;2004;35.6;1.0;1.0;1.0;1.0;;
693;Totaal mannen en vrouwen;Totaal leeftijd;Overige (para) medische beroepen;Overige verstrekkers van welzijnszorg;2005;36.6;1.0;1.0;1.0;1.0;;
694;Totaal mannen en vrouwen;Totaal leeftijd;Overige (para) medische beroepen;Overige verstrekkers van welzijnszorg;2006;36.7;1.0;1.0;1.0;1.0;;
695;Totaal mannen en vrouwen;Totaal leeftijd;Overige (para) medische beroepen;Overige verstrekkers van welzijnszorg;2007;37.1;1.0;0.0;1.0;1.0;0.0;1.0
696;Totaal mannen en vrouwen;Totaal leeftijd;Overige (para) medische beroepen;Overige verstrekkers van welzijnszorg;2008;50.6;1.0;1.0;1.0;1.0;0.0;1.0
697;Totaal mannen en vrouwen;Totaal leeftijd;Overige (para) medische beroepen;Overige verstrekkers van welzijnszorg;2009;53.3;1.0;1.0;1.0;1.0;0.0;1.0
698;Totaal mannen en vrouwen;Totaal leeftijd;Overige (para) medische beroepen;Overige verstrekkers van welzijnszorg;2010;54.9;1.0;0.0;1.0;1.0;0.0;1.0
699;Totaal mannen en vrouwen;Totaal leeftijd;Overige (para) medische beroepen;Overige verstrekkers van welzijnszorg;2011;57.1;1.0;0.0;1.0;1.0;;
700;Totaal mannen en vrouwen;Totaal leeftijd;Overige (para) medische beroepen;Overige verstrekkers van welzijnszorg;2012;59.5;1.0;0.0;1.0;1.0;0.0;0.0
701;Totaal mannen en vrouwen;Totaal leeftijd;Overige (para) medische beroepen;Overige verstrekkers van welzijnszorg;2013;56.5;1.0;0.0;1.0;1.0;0.0;0.0
702;Totaal mannen en vrouwen;Totaal leeftijd;Overige (para) medische beroepen;Beleids- en beheerorganisaties;2001;29.1;0.0;0.0;0.0;0.0;;
703;Totaal mannen en vrouwen;Totaal leeftijd;Overige (para) medische beroepen;Beleids- en beheerorganisaties;2002;30.3;0.0;0.0;0.0;0.0;;
704;Totaal mannen en vrouwen;Totaal leeftijd;Overige (para) medische beroepen;Beleids- en beheerorganisaties;2003;32.1;0.0;0.0;0.0;0.0;;
705;Totaal mannen en vrouwen;Totaal leeftijd;Overige (para) medische beroepen;Beleids- en beheerorganisaties;2004;32.1;0.0;0.0;0.0;0.0;;
706;Totaal mannen en vrouwen;Totaal leeftijd;Overige (para) medische beroepen;Beleids- en beheerorganisaties;2005;32.8;0.0;0.0;0.0;0.0;;
707;Totaal mannen en vrouwen;Totaal leeftijd;Overige (para) medische beroepen;Beleids- en beheerorganisaties;2006;32.0;0.0;1.0;0.0;1.0;;
708;Totaal mannen en vrouwen;Totaal leeftijd;Overige (para) medische beroepen;Beleids- en beheerorganisaties;2007;32.9;0.0;1.0;0.0;0.0;0.0;2.0
709;Totaal mannen en vrouwen;Totaal leeftijd;Overige (para) medische beroepen;Beleids- en beheerorganisaties;2008;46.8;1.0;1.0;0.0;1.0;0.0;3.0
710;Totaal mannen en vrouwen;Totaal leeftijd;Overige (para) medische beroepen;Beleids- en beheerorganisaties;2009;50.0;0.0;1.0;0.0;1.0;0.0;4.0
711;Totaal mannen en vrouwen;Totaal leeftijd;Overige (para) medische beroepen;Beleids- en beheerorganisaties;2010;53.0;0.0;1.0;0.0;1.0;0.0;4.0
712;Totaal mannen en vrouwen;Totaal leeftijd;Overige (para) medische beroepen;Beleids- en beheerorganisaties;2011;56.2;0.0;1.0;0.0;1.0;;
713;Totaal mannen en vrouwen;Totaal leeftijd;Overige (para) medische beroepen;Beleids- en beheerorganisaties;2012;61.5;0.0;1.0;0.0;1.0;0.0;4.0
714;Totaal mannen en vrouwen;Totaal leeftijd;Overige (para) medische beroepen;Beleids- en beheerorganisaties;2013;57.4;0.0;1.0;0.0;1.0;0.0;4.0
715;Totaal mannen en vrouwen;Totaal leeftijd;Overige (para) medische beroepen;Medisch geschoolden bij uitzendbureaus;2001;;1.0;14.0;0.0;13.0;;
716;Totaal mannen en vrouwen;Totaal leeftijd;Overige (para) medische beroepen;Medisch geschoolden bij uitzendbureaus;2002;;0.0;12.0;0.0;12.0;;
717;Totaal mannen en vrouwen;Totaal leeftijd;Overige (para) medische beroepen;Medisch geschoolden bij uitzendbureaus;2003;;0.0;12.0;0.0;13.0;;
718;Totaal mannen en vrouwen;Totaal leeftijd;Overige (para) medische beroepen;Medisch geschoolden bij uitzendbureaus;2004;;1.0;15.0;0.0;15.0;;
719;Totaal mannen en vrouwen;Totaal leeftijd;Overige (para) medische beroepen;Medisch geschoolden bij uitzendbureaus;2005;;0.0;15.0;0.0;16.0;;
720;Totaal mannen en vrouwen;Totaal leeftijd;Overige (para) medische beroepen;Medisch geschoolden bij uitzendbureaus;2006;;1.0;15.0;0.0;18.0;;
721;Totaal mannen en vrouwen;Totaal leeftijd;Overige (para) medische beroepen;Medisch geschoolden bij uitzendbureaus;2007;;1.0;14.0;0.0;16.0;0.0;31.0
722;Totaal mannen en vrouwen;Totaal leeftijd;Overige (para) medische beroepen;Medisch geschoolden bij uitzendbureaus;2008;42.4;1.0;11.0;0.0;13.0;0.0;32.0
723;Totaal mannen en vrouwen;Totaal leeftijd;Overige (para) medische beroepen;Medisch geschoolden bij uitzendbureaus;2009;46.4;1.0;11.0;0.0;12.0;0.0;30.0
724;Totaal mannen en vrouwen;Totaal leeftijd;Overige (para) medische beroepen;Medisch geschoolden bij uitzendbureaus;2010;45.4;1.0;11.0;0.0;11.0;0.0;30.0
725;Totaal mannen en vrouwen;Totaal leeftijd;Overige (para) medische beroepen;Medisch geschoolden bij uitzendbureaus;2011;46.1;1.0;12.0;0.0;13.0;;
726;Totaal mannen en vrouwen;Totaal leeftijd;Overige (para) medische beroepen;Medisch geschoolden bij uitzendbureaus;2012;48.6;0.0;11.0;0.0;10.0;0.0;26.0
727;Totaal mannen en vrouwen;Totaal leeftijd;Overige (para) medische beroepen;Medisch geschoolden bij uitzendbureaus;2013;40.3;1.0;14.0;0.0;13.0;0.0;23.0
728;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Totaal aanbieders zorg;2001;24.8;857.0;80.0;551.0;78.0;;
729;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Totaal aanbieders zorg;2002;26.1;914.0;80.0;583.0;79.0;;
730;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Totaal aanbieders zorg;2003;26.9;949.0;81.0;609.0;79.0;;
731;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Totaal aanbieders zorg;2004;27.3;953.0;80.0;619.0;79.0;;
732;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Totaal aanbieders zorg;2005;27.5;963.0;80.0;618.0;78.0;;
733;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Totaal aanbieders zorg;2006;27.4;1002.0;80.0;666.0;79.0;;
734;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Totaal aanbieders zorg;2007;28.0;1045.0;81.0;700.0;79.0;32.0;44.0
735;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Totaal aanbieders zorg;2008;30.8;1064.0;81.0;714.0;79.0;36.0;46.0
736;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Totaal aanbieders zorg;2009;31.8;1096.0;81.0;726.0;79.0;40.0;47.0
737;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Totaal aanbieders zorg;2010;32.4;1153.0;81.0;755.0;80.0;43.0;48.0
738;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Totaal aanbieders zorg;2011;33.0;1180.0;81.0;783.0;79.0;47.0;50.0
739;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Totaal aanbieders zorg;2012;33.7;1179.0;81.0;775.0;79.0;52.0;50.0
740;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Totaal aanbieders zorg;2013;32.3;1144.0;81.0;760.0;79.0;55.0;50.0
741;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Totaal aanbieders gezondheidszorg;2001;27.0;298.0;68.0;205.0;66.0;;
742;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Totaal aanbieders gezondheidszorg;2002;28.5;318.0;69.0;218.0;66.0;;
743;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Totaal aanbieders gezondheidszorg;2003;29.6;328.0;68.0;227.0;67.0;;
744;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Totaal aanbieders gezondheidszorg;2004;30.1;333.0;68.0;231.0;67.0;;
745;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Totaal aanbieders gezondheidszorg;2005;30.2;340.0;68.0;235.0;66.0;;
746;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Totaal aanbieders gezondheidszorg;2006;31.0;362.0;70.0;253.0;67.0;;
747;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Totaal aanbieders gezondheidszorg;2007;31.6;370.0;70.0;262.0;68.0;24.0;38.0
748;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Totaal aanbieders gezondheidszorg;2008;33.6;379.0;69.0;267.0;68.0;26.0;39.0
749;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Totaal aanbieders gezondheidszorg;2009;34.4;381.0;69.0;269.0;67.0;27.0;39.0
750;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Totaal aanbieders gezondheidszorg;2010;35.0;386.0;69.0;272.0;67.0;29.0;40.0
751;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Totaal aanbieders gezondheidszorg;2011;35.9;402.0;69.0;291.0;67.0;31.0;41.0
752;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Totaal aanbieders gezondheidszorg;2012;36.6;401.0;68.0;283.0;66.0;33.0;40.0
753;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Totaal aanbieders gezondheidszorg;2013;35.0;395.0;68.0;280.0;66.0;34.0;40.0
754;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Ziekenhuizen, specialistenpraktijken;2001;27.4;146.0;62.0;102.0;60.0;;
755;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Ziekenhuizen, specialistenpraktijken;2002;29.1;156.0;62.0;106.0;60.0;;
756;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Ziekenhuizen, specialistenpraktijken;2003;30.2;159.0;62.0;109.0;61.0;;
757;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Ziekenhuizen, specialistenpraktijken;2004;30.4;161.0;63.0;113.0;61.0;;
758;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Ziekenhuizen, specialistenpraktijken;2005;30.6;160.0;62.0;113.0;60.0;;
759;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Ziekenhuizen, specialistenpraktijken;2006;31.2;163.0;63.0;116.0;61.0;;
760;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Ziekenhuizen, specialistenpraktijken;2007;32.0;166.0;63.0;118.0;61.0;1.0;10.0
761;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Ziekenhuizen, specialistenpraktijken;2008;34.0;173.0;63.0;122.0;61.0;1.0;11.0
762;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Ziekenhuizen, specialistenpraktijken;2009;35.1;176.0;62.0;125.0;60.0;1.0;9.0
763;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Ziekenhuizen, specialistenpraktijken;2010;35.7;180.0;62.0;128.0;60.0;1.0;10.0
764;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Ziekenhuizen, specialistenpraktijken;2011;36.7;183.0;62.0;134.0;60.0;1.0;9.0
765;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Ziekenhuizen, specialistenpraktijken;2012;37.6;179.0;61.0;129.0;59.0;1.0;7.0
766;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Ziekenhuizen, specialistenpraktijken;2013;36.3;178.0;61.0;129.0;59.0;1.0;8.0
767;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Verstrekkers geestelijke gezondheidszorg;2001;29.1;37.0;61.0;26.0;58.0;;
768;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Verstrekkers geestelijke gezondheidszorg;2002;30.2;41.0;62.0;29.0;59.0;;
769;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Verstrekkers geestelijke gezondheidszorg;2003;31.1;45.0;62.0;32.0;59.0;;
770;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Verstrekkers geestelijke gezondheidszorg;2004;31.6;47.0;62.0;33.0;59.0;;
771;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Verstrekkers geestelijke gezondheidszorg;2005;31.5;49.0;62.0;34.0;58.0;;
772;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Verstrekkers geestelijke gezondheidszorg;2006;31.2;48.0;62.0;39.0;59.0;;
773;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Verstrekkers geestelijke gezondheidszorg;2007;31.5;51.0;63.0;37.0;61.0;1.0;48.0
774;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Verstrekkers geestelijke gezondheidszorg;2008;33.4;53.0;64.0;39.0;62.0;2.0;51.0
775;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Verstrekkers geestelijke gezondheidszorg;2009;34.5;55.0;65.0;41.0;63.0;2.0;53.0
776;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Verstrekkers geestelijke gezondheidszorg;2010;35.0;56.0;65.0;42.0;63.0;2.0;53.0
777;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Verstrekkers geestelijke gezondheidszorg;2011;36.2;57.0;65.0;44.0;63.0;2.0;53.0
778;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Verstrekkers geestelijke gezondheidszorg;2012;37.0;55.0;64.0;42.0;63.0;2.0;48.0
779;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Verstrekkers geestelijke gezondheidszorg;2013;34.9;61.0;65.0;46.0;63.0;2.0;46.0
780;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Huisartsenpraktijken;2001;23.0;11.0;86.0;6.0;85.0;;
781;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Huisartsenpraktijken;2002;24.4;12.0;84.0;6.0;83.0;;
782;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Huisartsenpraktijken;2003;25.0;13.0;83.0;7.0;82.0;;
783;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Huisartsenpraktijken;2004;26.8;13.0;82.0;7.0;81.0;;
784;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Huisartsenpraktijken;2005;25.9;14.0;82.0;8.0;81.0;;
785;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Huisartsenpraktijken;2006;27.3;18.0;81.0;9.0;82.0;;
786;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Huisartsenpraktijken;2007;27.8;17.0;81.0;10.0;81.0;1.0;11.0
787;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Huisartsenpraktijken;2008;28.9;17.0;80.0;10.0;80.0;1.0;10.0
788;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Huisartsenpraktijken;2009;30.5;17.0;80.0;10.0;79.0;1.0;9.0
789;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Huisartsenpraktijken;2010;31.2;17.0;80.0;10.0;79.0;1.0;8.0
790;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Huisartsenpraktijken;2011;32.1;19.0;79.0;11.0;79.0;1.0;8.0
791;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Huisartsenpraktijken;2012;33.1;19.0;80.0;11.0;79.0;1.0;7.0
792;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Huisartsenpraktijken;2013;31.7;19.0;81.0;11.0;81.0;1.0;7.0
793;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Tandartsenpraktijken;2001;22.5;15.0;89.0;9.0;85.0;;
794;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Tandartsenpraktijken;2002;24.1;15.0;89.0;9.0;85.0;;
795;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Tandartsenpraktijken;2003;25.6;17.0;89.0;10.0;85.0;;
796;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Tandartsenpraktijken;2004;27.1;17.0;89.0;10.0;85.0;;
797;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Tandartsenpraktijken;2005;26.8;19.0;89.0;11.0;86.0;;
798;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Tandartsenpraktijken;2006;25.8;22.0;90.0;12.0;86.0;;
799;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Tandartsenpraktijken;2007;26.6;22.0;90.0;14.0;87.0;2.0;19.0
800;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Tandartsenpraktijken;2008;27.6;21.0;91.0;13.0;88.0;2.0;18.0
801;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Tandartsenpraktijken;2009;28.9;21.0;91.0;13.0;88.0;1.0;17.0
802;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Tandartsenpraktijken;2010;29.6;21.0;91.0;13.0;88.0;1.0;17.0
803;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Tandartsenpraktijken;2011;30.7;23.0;91.0;15.0;88.0;1.0;16.0
804;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Tandartsenpraktijken;2012;30.5;24.0;91.0;15.0;89.0;1.0;14.0
805;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Tandartsenpraktijken;2013;28.8;23.0;97.0;15.0;96.0;1.0;15.0
806;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Paramedische praktijken;2001;25.6;7.0;47.0;4.0;42.0;;
807;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Paramedische praktijken;2002;27.0;7.0;48.0;4.0;43.0;;
808;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Paramedische praktijken;2003;25.5;8.0;48.0;4.0;42.0;;
809;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Paramedische praktijken;2004;26.2;8.0;48.0;4.0;44.0;;
810;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Paramedische praktijken;2005;26.4;9.0;49.0;5.0;43.0;;
811;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Paramedische praktijken;2006;26.8;15.0;55.0;8.0;52.0;;
812;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Paramedische praktijken;2007;27.7;15.0;55.0;9.0;51.0;10.0;46.0
813;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Paramedische praktijken;2008;31.7;14.0;52.0;8.0;48.0;11.0;47.0
814;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Paramedische praktijken;2009;32.8;14.0;52.0;8.0;48.0;12.0;48.0
815;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Paramedische praktijken;2010;36.5;16.0;52.0;9.0;48.0;13.0;49.0
816;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Paramedische praktijken;2011;34.9;16.0;53.0;10.0;48.0;13.0;51.0
817;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Paramedische praktijken;2012;35.3;17.0;52.0;9.0;48.0;14.0;51.0
818;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Paramedische praktijken;2013;32.8;14.0;50.0;7.0;44.0;15.0;51.0
819;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Overige verstrekkers van gezondheidszorg;2001;26.5;82.0;84.0;59.0;83.0;;
820;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Overige verstrekkers van gezondheidszorg;2002;27.8;87.0;85.0;64.0;84.0;;
821;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Overige verstrekkers van gezondheidszorg;2003;29.1;87.0;86.0;65.0;85.0;;
822;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Overige verstrekkers van gezondheidszorg;2004;29.9;87.0;86.0;65.0;85.0;;
823;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Overige verstrekkers van gezondheidszorg;2005;30.0;88.0;86.0;65.0;85.0;;
824;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Overige verstrekkers van gezondheidszorg;2006;32.2;97.0;87.0;69.0;86.0;;
825;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Overige verstrekkers van gezondheidszorg;2007;32.7;99.0;87.0;74.0;86.0;9.0;70.0
826;Totaal mannen en vrouwen;Totaal leeftijd;Overige beroepen (niet geregistreerd);Overige verstrekkers van gezondheidszorg;2008;34.8;101.0;87.0;75.0;86.0;10.0;70.0
