ID;Huishoudenkenmerken;Perioden;ConsumentenvertrouwenIndicator_1;EconomischeSituatieLaatste12Maanden_2;EconomischeSituatieKomende12Maanden_3;FinancieleSituatieLaatste12Maanden_4;FinancieleSituatieKomende12Maanden_5;GunstigeTijdVoorGroteAankopen_6;EconomischKlimaatIndicator_7;EconomischeSituatieLaatste12Maanden_8;EconomischeSituatieKomende12Maanden_9;KoopbereidheidIndicator_10;FinancieleSituatieLaatste12Maanden_11;FinancieleSituatieKomende12Maanden_12;GunstigeTijdVoorGroteAankopen_13;TotaalEconomischeSitLaatste12Mnd_14;DuidelijkVerbeteren_15;IetsVerbeteren_16;Ongewijzigd_17;IetsVerslechterd_18;DuidelijkVerslechterd_19;WeetNiet_20;TotaalEconomischeSitKomende12Mnd_21;DuidelijkVerbeteren_22;IetsVerbeteren_23;OngewijzigdBlijven_24;IetsVerslechteren_25;DuidelijkVerslechteren_26;WeetNiet_27;TotaalFinancieleSitLaatste12Mnd_28;DuidelijkVerbeterd_29;IetsVerbeterd_30;Ongewijzigd_31;IetsVerslechterd_32;DuidelijkVerslechterd_33;WeetNiet_34;TotaalFinancieleSitKomende12Mnd_35;DuidelijkVerbeteren_36;IetsVerbeteren_37;OngewijzigdBlijven_38;IetsVerslechteren_39;DuidelijkVerslechteren_40;WeetNiet_41;TotaalGunstigeTijdVoorAankoopArt_42;GunstigeTijd_43;NietGunstigOngunstig_44;OngunstigeTijd_45;WeetNiet_46;TotaalPrijzenLaatste12Mnd_47;SterkGestegen_48;MatigGestegen_49;ZwakGestegen_50;VrijwelGelijkGebleven_51;Gedaald_52;WeetNiet_53;TotaalPrijzenKomende12Mnd_54;SterkerStijgen_55;EvenveelStijgen_56;MinderStijgen_57;GelijkBlijven_58;Dalen_59;WeetNiet_60;TotaalWerkloosheidKomende12Mnd_61;DuidelijkStijgen_62;EnigszinsStijgen_63;GelijkBlijven_64;IetsDalen_65;DuidelijkDalen_66;WeetNiet_67;TotaalFinancieleSituatieEigenHuish_68;SchuldenMaken_69;SpaarmiddelenAanspreken_70;PreciesRondkomen_71;BeetjeGeldOverhouden_72;VeelGeldOverhouden_73;WeetNiet_74;TotaalGeldOpzijLeggenKomende12Mnd_75;Jazeker_76;JaMisschien_77;WaarschijnlijkNiet_78;ZekerNiet_79;WeetNiet_80;TotaalSparenZinvol_81;Jazeker_82;JaMisschien_83;WaarschijnlijkNiet_84;ZekerNiet_85;WeetNiet_86;TotaalAankoopDuurzameArtKomendJaar_87;VeelMeer_88;EenBeetjeMeer_89;Evenveel_90;IetsMinder_91;VeelMinder_92;WeetNiet_93;TotaalAutoKopenKomende2Jaren_94;Jazeker_95;JaMisschien_96;WaarschijnlijkNiet_97;ZekerNiet_98;WeetNiet_99;TotaalWoningKopenOfBouwenKom2Jr_100;Jazeker_101;JaMisschien_102;WaarschijnlijkNiet_103;ZekerNiet_104;WeetNiet_105;TotaalOnderhoudOfVerbeteringWoning_106;Jazeker_107;JaMisschien_108;WaarschijnlijkNiet_109;ZekerNiet_110;WeetNiet_111;TotaalWaaropBezuinBijDalingInkomen_112;VoedingDrankenTabak_113;KledingSchoeisel_114;Auto_115;VakantieUitgaan_116;DuurzameArtikelen_117;OverigeBezuinigingen_118;WeetNiet_119;TotaalWaaropBezuinBijDalingInkomen_120;VoedingDrankenTabak_121;KledingSchoeisel_122;AutoEnVervoer_123;Vakantie_124;RecreatieEnCultuur_125;Overig_126;OpAllesOpNiets_127;WeetNiet_128
220;2 personen;2015 4e kwartaal;2.0;19.0;9.0;-22.0;-12.0;17.0;14.0;19.0;9.0;-6.0;-22.0;-12.0;17.0;100.0;8.0;31.0;35.0;9.0;12.0;5.0;100.0;6.0;26.0;37.0;13.0;10.0;8.0;100.0;4.0;6.0;57.0;16.0;16.0;0.0;100.0;3.0;8.0;61.0;15.0;8.0;4.0;100.0;34.0;40.0;16.0;10.0;100.0;6.0;27.0;10.0;48.0;3.0;6.0;100.0;26.0;26.0;4.0;35.0;2.0;8.0;100.0;21.0;19.0;31.0;21.0;4.0;4.0;100.0;1.0;3.0;41.0;37.0;15.0;3.0;100.0;49.0;16.0;10.0;21.0;4.0;100.0;49.0;7.0;10.0;32.0;3.0;100.0;4.0;7.0;62.0;11.0;13.0;3.0;100.0;10.0;9.0;16.0;63.0;2.0;100.0;3.0;4.0;4.0;88.0;1.0;100.0;21.0;6.0;6.0;66.0;1.0;;;;;;;;;100.0;8.0;6.0;13.0;16.0;15.0;13.0;13.0;15.0
221;2 personen;2015;2.0;9.0;17.0;-20.0;-8.0;10.0;13.0;9.0;17.0;-6.0;-20.0;-8.0;10.0;100.0;6.0;28.0;38.0;11.0;13.0;4.0;100.0;6.0;29.0;39.0;11.0;8.0;7.0;100.0;5.0;7.0;55.0;17.0;15.0;1.0;100.0;4.0;8.0;63.0;13.0;7.0;5.0;100.0;30.0;40.0;20.0;10.0;100.0;7.0;26.0;9.0;48.0;5.0;5.0;100.0;25.0;22.0;4.0;38.0;3.0;7.0;100.0;18.0;19.0;28.0;26.0;5.0;5.0;100.0;1.0;4.0;42.0;37.0;13.0;3.0;100.0;50.0;14.0;10.0;22.0;4.0;100.0;50.0;7.0;10.0;30.0;3.0;100.0;4.0;6.0;63.0;10.0;14.0;3.0;100.0;9.0;9.0;15.0;65.0;2.0;100.0;3.0;4.0;4.0;89.0;1.0;100.0;20.0;6.0;6.0;68.0;1.0;;;;;;;;;100.0;8.0;7.0;13.0;18.0;15.0;13.0;13.0;15.0
222;2 personen;2016 1e kwartaal;-3.0;3.0;0.0;-19.0;-13.0;15.0;1.0;3.0;0.0;-6.0;-19.0;-13.0;15.0;100.0;6.0;25.0;36.0;13.0;15.0;5.0;100.0;3.0;23.0;43.0;14.0;11.0;7.0;100.0;6.0;8.0;52.0;19.0;14.0;0.0;100.0;3.0;7.0;62.0;15.0;8.0;5.0;100.0;30.0;43.0;15.0;11.0;100.0;5.0;25.0;9.0;50.0;5.0;6.0;100.0;22.0;22.0;2.0;43.0;3.0;7.0;100.0;27.0;22.0;23.0;19.0;4.0;5.0;100.0;1.0;3.0;42.0;38.0;14.0;2.0;100.0;49.0;15.0;11.0;21.0;4.0;100.0;44.0;8.0;12.0;33.0;3.0;100.0;3.0;6.0;66.0;9.0;13.0;3.0;100.0;11.0;8.0;14.0;65.0;2.0;100.0;3.0;3.0;4.0;89.0;1.0;100.0;20.0;5.0;6.0;69.0;1.0;;;;;;;;;100.0;9.0;6.0;12.0;16.0;15.0;12.0;15.0;15.0
223;2 personen;2016 2e kwartaal;-1.0;8.0;5.0;-19.0;-15.0;17.0;6.0;8.0;5.0;-6.0;-19.0;-15.0;17.0;100.0;8.0;26.0;37.0;12.0;14.0;3.0;100.0;5.0;22.0;41.0;14.0;9.0;8.0;100.0;6.0;9.0;50.0;17.0;17.0;1.0;100.0;3.0;7.0;60.0;17.0;9.0;4.0;100.0;33.0;41.0;16.0;11.0;100.0;7.0;28.0;10.0;47.0;3.0;5.0;100.0;27.0;25.0;3.0;37.0;2.0;6.0;100.0;21.0;20.0;27.0;24.0;5.0;4.0;100.0;1.0;3.0;40.0;40.0;14.0;2.0;100.0;52.0;15.0;9.0;21.0;3.0;100.0;45.0;6.0;11.0;35.0;4.0;100.0;3.0;7.0;63.0;11.0;13.0;3.0;100.0;9.0;9.0;18.0;62.0;2.0;100.0;3.0;5.0;4.0;87.0;1.0;100.0;26.0;5.0;7.0;62.0;1.0;;;;;;;;;100.0;9.0;7.0;11.0;17.0;15.0;15.0;14.0;13.0
224;2 personen;2016 3e kwartaal;2.0;11.0;6.0;-16.0;-11.0;20.0;8.0;11.0;6.0;-2.0;-16.0;-11.0;20.0;100.0;8.0;27.0;40.0;10.0;12.0;4.0;100.0;3.0;22.0;46.0;11.0;9.0;9.0;100.0;6.0;8.0;55.0;19.0;11.0;0.0;100.0;4.0;7.0;63.0;16.0;6.0;4.0;100.0;34.0;40.0;14.0;12.0;100.0;7.0;23.0;7.0;55.0;4.0;4.0;100.0;28.0;20.0;4.0;40.0;2.0;6.0;100.0;15.0;20.0;26.0;29.0;6.0;5.0;100.0;1.0;2.0;40.0;39.0;17.0;1.0;100.0;55.0;13.0;9.0;20.0;3.0;100.0;45.0;7.0;11.0;34.0;3.0;100.0;3.0;8.0;60.0;13.0;14.0;3.0;100.0;11.0;10.0;14.0;64.0;2.0;100.0;3.0;3.0;4.0;89.0;1.0;100.0;20.0;7.0;6.0;66.0;1.0;;;;;;;;;100.0;7.0;7.0;11.0;20.0;16.0;11.0;14.0;14.0
225;2 personen;2016 4e kwartaal;8.0;17.0;10.0;-9.0;-7.0;16.0;19.0;17.0;10.0;1.0;-9.0;-7.0;16.0;100.0;10.0;34.0;35.0;8.0;10.0;4.0;100.0;5.0;26.0;43.0;11.0;5.0;10.0;100.0;5.0;8.0;61.0;16.0;11.0;1.0;100.0;4.0;7.0;64.0;15.0;5.0;5.0;100.0;36.0;41.0;12.0;11.0;100.0;7.0;27.0;9.0;51.0;2.0;5.0;100.0;31.0;24.0;3.0;34.0;2.0;7.0;100.0;9.0;13.0;31.0;33.0;9.0;5.0;100.0;1.0;4.0;37.0;40.0;15.0;2.0;100.0;51.0;15.0;9.0;22.0;4.0;100.0;45.0;7.0;11.0;34.0;4.0;100.0;4.0;7.0;62.0;10.0;14.0;4.0;100.0;9.0;10.0;14.0;66.0;1.0;100.0;3.0;5.0;4.0;87.0;1.0;100.0;20.0;6.0;5.0;69.0;1.0;;;;;;;;;100.0;7.0;7.0;12.0;17.0;17.0;12.0;13.0;15.0
226;2 personen;2016;2.0;10.0;5.0;-16.0;-11.0;17.0;9.0;10.0;5.0;-3.0;-16.0;-11.0;17.0;100.0;8.0;27.0;37.0;11.0;13.0;4.0;100.0;4.0;23.0;43.0;12.0;9.0;8.0;100.0;6.0;8.0;54.0;18.0;13.0;1.0;100.0;4.0;7.0;62.0;16.0;7.0;5.0;100.0;33.0;41.0;14.0;11.0;100.0;6.0;26.0;9.0;51.0;4.0;5.0;100.0;27.0;23.0;3.0;39.0;2.0;7.0;100.0;19.0;19.0;26.0;26.0;6.0;5.0;100.0;1.0;3.0;40.0;39.0;15.0;2.0;100.0;52.0;14.0;10.0;21.0;3.0;100.0;45.0;7.0;11.0;34.0;3.0;100.0;3.0;7.0;63.0;11.0;13.0;3.0;100.0;10.0;9.0;15.0;64.0;2.0;100.0;3.0;4.0;4.0;88.0;1.0;100.0;22.0;6.0;6.0;66.0;1.0;;;;;;;;;100.0;8.0;7.0;11.0;18.0;16.0;12.0;14.0;14.0
227;2 personen;2017 1e kwartaal;13.0;34.0;26.0;-15.0;-5.0;26.0;30.0;34.0;26.0;2.0;-15.0;-5.0;26.0;100.0;17.0;31.0;35.0;7.0;7.0;4.0;100.0;6.0;29.0;40.0;6.0;4.0;14.0;100.0;5.0;8.0;59.0;17.0;10.0;1.0;100.0;3.0;7.0;69.0;10.0;5.0;5.0;100.0;36.0;43.0;10.0;11.0;100.0;9.0;30.0;11.0;44.0;1.0;5.0;100.0;31.0;28.0;4.0;27.0;1.0;10.0;100.0;6.0;9.0;23.0;41.0;15.0;6.0;100.0;1.0;3.0;40.0;40.0;15.0;2.0;100.0;51.0;16.0;8.0;22.0;3.0;100.0;48.0;8.0;10.0;31.0;3.0;100.0;5.0;7.0;62.0;11.0;12.0;4.0;100.0;9.0;12.0;15.0;63.0;1.0;100.0;3.0;4.0;5.0;88.0;1.0;100.0;20.0;7.0;5.0;66.0;1.0;;;;;;;;;100.0;9.0;6.0;13.0;16.0;16.0;12.0;14.0;15.0
228;3 personen;2002 1e kwartaal;-4.0;-36.0;-8.0;13.0;18.0;-5.0;-22.0;-36.0;-8.0;9.0;13.0;18.0;-5.0;100.0;1.0;4.0;52.0;27.0;13.0;3.0;100.0;6.0;14.0;45.0;23.0;6.0;6.0;100.0;11.0;20.0;50.0;12.0;6.0;1.0;100.0;11.0;18.0;58.0;7.0;3.0;3.0;100.0;18.0;48.0;23.0;11.0;100.0;37.0;44.0;10.0;9.0;0.0;1.0;100.0;16.0;30.0;10.0;38.0;3.0;2.0;100.0;14.0;29.0;38.0;9.0;2.0;7.0;100.0;1.0;3.0;35.0;43.0;17.0;2.0;100.0;63.0;10.0;9.0;15.0;3.0;100.0;79.0;7.0;5.0;9.0;2.0;100.0;8.0;7.0;52.0;15.0;16.0;2.0;100.0;15.0;12.0;20.0;52.0;1.0;100.0;7.0;7.0;8.0;77.0;1.0;100.0;31.0;5.0;7.0;57.0;0.0;100.0;7.0;9.0;15.0;15.0;25.0;18.0;10.0;;;;;;;;;
229;3 personen;2002 2e kwartaal;-18.0;-56.0;-13.0;-9.0;7.0;-19.0;-34.0;-56.0;-13.0;-7.0;-9.0;7.0;-19.0;100.0;1.0;3.0;33.0;34.0;26.0;4.0;100.0;2.0;14.0;45.0;20.0;9.0;10.0;100.0;9.0;13.0;46.0;17.0;15.0;1.0;100.0;7.0;13.0;62.0;9.0;4.0;5.0;100.0;12.0;47.0;32.0;9.0;100.0;65.0;28.0;4.0;3.0;0.0;0.0;100.0;5.0;26.0;15.0;49.0;2.0;3.0;100.0;14.0;30.0;37.0;9.0;2.0;8.0;100.0;2.0;4.0;39.0;39.0;14.0;2.0;100.0;57.0;15.0;10.0;14.0;4.0;100.0;76.0;9.0;5.0;9.0;2.0;100.0;6.0;7.0;54.0;12.0;17.0;4.0;100.0;15.0;12.0;21.0;49.0;3.0;100.0;5.0;7.0;11.0;74.0;3.0;100.0;29.0;7.0;8.0;55.0;1.0;100.0;6.0;8.0;11.0;18.0;24.0;19.0;14.0;;;;;;;;;
230;3 personen;2002 3e kwartaal;-28.0;-68.0;-25.0;-17.0;3.0;-34.0;-46.0;-68.0;-25.0;-16.0;-17.0;3.0;-34.0;100.0;1.0;2.0;25.0;33.0;37.0;3.0;100.0;2.0;11.0;43.0;21.0;17.0;6.0;100.0;8.0;10.0;45.0;21.0;15.0;0.0;100.0;7.0;12.0;62.0;13.0;4.0;2.0;100.0;11.0;37.0;45.0;8.0;100.0;74.0;23.0;1.0;2.0;0.0;0.0;100.0;5.0;17.0;17.0;57.0;2.0;3.0;100.0;26.0;34.0;28.0;5.0;1.0;6.0;100.0;2.0;3.0;42.0;38.0;13.0;1.0;100.0;62.0;12.0;6.0;18.0;2.0;100.0;75.0;7.0;5.0;10.0;3.0;100.0;4.0;6.0;53.0;13.0;22.0;3.0;100.0;19.0;13.0;19.0;49.0;1.0;100.0;4.0;8.0;9.0;76.0;3.0;100.0;28.0;3.0;9.0;57.0;3.0;100.0;8.0;9.0;10.0;18.0;27.0;20.0;8.0;;;;;;;;;
231;3 personen;2002 4e kwartaal;-31.0;-79.0;-30.0;-15.0;6.0;-39.0;-54.0;-79.0;-30.0;-16.0;-15.0;6.0;-39.0;100.0;1.0;1.0;17.0;32.0;49.0;1.0;100.0;1.0;10.0;42.0;25.0;15.0;6.0;100.0;7.0;11.0;48.0;19.0;14.0;0.0;100.0;6.0;15.0;61.0;9.0;6.0;4.0;100.0;7.0;39.0;46.0;7.0;100.0;77.0;19.0;2.0;1.0;0.0;0.0;100.0;5.0;19.0;17.0;54.0;2.0;3.0;100.0;35.0;34.0;22.0;4.0;1.0;4.0;100.0;3.0;6.0;40.0;35.0;14.0;1.0;100.0;59.0;13.0;8.0;17.0;3.0;100.0;79.0;6.0;4.0;10.0;1.0;100.0;5.0;7.0;52.0;10.0;24.0;3.0;100.0;18.0;13.0;19.0;46.0;3.0;100.0;7.0;8.0;8.0;75.0;3.0;100.0;27.0;7.0;6.0;58.0;1.0;100.0;6.0;7.0;13.0;17.0;33.0;18.0;7.0;;;;;;;;;
232;3 personen;2002;-21.0;-60.0;-19.0;-7.0;8.0;-25.0;-40.0;-60.0;-19.0;-8.0;-7.0;8.0;-25.0;100.0;1.0;2.0;31.0;31.0;32.0;3.0;100.0;3.0;12.0;44.0;22.0;12.0;7.0;100.0;9.0;13.0;47.0;17.0;13.0;1.0;100.0;8.0;15.0;61.0;9.0;4.0;3.0;100.0;12.0;43.0;36.0;9.0;100.0;64.0;28.0;4.0;3.0;0.0;0.0;100.0;8.0;23.0;15.0;49.0;2.0;3.0;100.0;22.0;32.0;31.0;7.0;2.0;6.0;100.0;2.0;4.0;39.0;39.0;14.0;2.0;100.0;60.0;13.0;8.0;16.0;3.0;100.0;77.0;7.0;5.0;9.0;2.0;100.0;6.0;7.0;53.0;12.0;20.0;3.0;100.0;17.0;13.0;20.0;49.0;2.0;100.0;6.0;8.0;9.0;75.0;2.0;100.0;29.0;6.0;8.0;57.0;1.0;100.0;7.0;8.0;12.0;17.0;27.0;19.0;10.0;;;;;;;;;
233;3 personen;2003 1e kwartaal;-37.0;-84.0;-40.0;-21.0;-3.0;-39.0;-62.0;-84.0;-40.0;-21.0;-21.0;-3.0;-39.0;100.0;0.0;0.0;14.0;34.0;50.0;2.0;100.0;1.0;8.0;34.0;25.0;24.0;8.0;100.0;7.0;9.0;45.0;19.0;19.0;1.0;100.0;5.0;11.0;62.0;14.0;6.0;2.0;100.0;7.0;40.0;46.0;7.0;100.0;70.0;24.0;2.0;3.0;0.0;1.0;100.0;9.0;20.0;17.0;46.0;4.0;4.0;100.0;48.0;31.0;15.0;2.0;1.0;4.0;100.0;2.0;3.0;40.0;38.0;15.0;1.0;100.0;62.0;12.0;7.0;16.0;3.0;100.0;82.0;5.0;5.0;7.0;1.0;100.0;4.0;5.0;49.0;18.0;22.0;2.0;100.0;13.0;11.0;17.0;58.0;1.0;100.0;4.0;8.0;6.0;80.0;3.0;100.0;30.0;5.0;6.0;57.0;1.0;100.0;7.0;10.0;10.0;24.0;24.0;15.0;10.0;;;;;;;;;
234;3 personen;2003 2e kwartaal;-39.0;-85.0;-40.0;-28.0;-4.0;-38.0;-63.0;-85.0;-40.0;-24.0;-28.0;-4.0;-38.0;100.0;0.0;0.0;13.0;26.0;60.0;0.0;100.0;1.0;6.0;42.0;22.0;25.0;3.0;100.0;4.0;7.0;49.0;19.0;21.0;0.0;100.0;4.0;10.0;65.0;12.0;7.0;2.0;100.0;9.0;38.0;47.0;6.0;100.0;68.0;23.0;3.0;6.0;0.0;0.0;100.0;10.0;25.0;14.0;47.0;2.0;2.0;100.0;56.0;27.0;9.0;3.0;2.0;4.0;100.0;2.0;4.0;44.0;39.0;10.0;2.0;100.0;54.0;13.0;10.0;21.0;2.0;100.0;77.0;8.0;4.0;9.0;2.0;100.0;5.0;5.0;55.0;13.0;20.0;2.0;100.0;14.0;12.0;17.0;56.0;1.0;100.0;4.0;8.0;10.0;77.0;2.0;100.0;27.0;9.0;6.0;58.0;0.0;100.0;7.0;10.0;10.0;20.0;28.0;16.0;9.0;;;;;;;;;
235;3 personen;2003 3e kwartaal;-32.0;-79.0;-23.0;-26.0;2.0;-36.0;-51.0;-79.0;-23.0;-20.0;-26.0;2.0;-36.0;100.0;0.0;1.0;18.0;25.0;55.0;1.0;100.0;3.0;14.0;39.0;20.0;20.0;4.0;100.0;5.0;7.0;50.0;21.0;17.0;0.0;100.0;5.0;15.0;59.0;12.0;6.0;3.0;100.0;11.0;39.0;47.0;4.0;100.0;64.0;26.0;3.0;7.0;0.0;1.0;100.0;8.0;21.0;17.0;49.0;3.0;2.0;100.0;55.0;28.0;11.0;4.0;1.0;2.0;100.0;2.0;4.0;40.0;37.0;14.0;3.0;100.0;53.0;17.0;9.0;18.0;3.0;100.0;78.0;5.0;4.0;12.0;1.0;100.0;6.0;4.0;53.0;17.0;20.0;0.0;100.0;12.0;15.0;20.0;54.0;0.0;100.0;6.0;9.0;8.0;75.0;3.0;100.0;30.0;4.0;7.0;58.0;1.0;100.0;9.0;8.0;9.0;27.0;24.0;15.0;10.0;;;;;;;;;
236;3 personen;2003 4e kwartaal;-35.0;-77.0;-19.0;-33.0;-3.0;-41.0;-48.0;-77.0;-19.0;-26.0;-33.0;-3.0;-41.0;100.0;0.0;3.0;15.0;24.0;56.0;1.0;100.0;3.0;15.0;42.0;16.0;21.0;3.0;100.0;4.0;4.0;50.0;21.0;21.0;0.0;100.0;5.0;10.0;64.0;9.0;8.0;4.0;100.0;11.0;33.0;52.0;4.0;100.0;55.0;26.0;3.0;13.0;1.0;1.0;100.0;10.0;20.0;14.0;46.0;8.0;3.0;100.0;46.0;28.0;14.0;8.0;1.0;2.0;100.0;3.0;6.0;40.0;36.0;13.0;1.0;100.0;55.0;14.0;9.0;20.0;1.0;100.0;78.0;6.0;5.0;9.0;2.0;100.0;5.0;5.0;54.0;16.0;19.0;1.0;100.0;17.0;11.0;19.0;52.0;1.0;100.0;6.0;6.0;9.0;79.0;0.0;100.0;24.0;5.0;6.0;64.0;1.0;100.0;5.0;11.0;11.0;22.0;26.0;14.0;9.0;;;;;;;;;
237;3 personen;2003;-36.0;-81.0;-31.0;-27.0;-2.0;-38.0;-56.0;-81.0;-31.0;-23.0;-27.0;-2.0;-38.0;100.0;0.0;1.0;15.0;27.0;55.0;1.0;100.0;2.0;11.0;39.0;21.0;23.0;5.0;100.0;5.0;7.0;48.0;20.0;19.0;0.0;100.0;5.0;12.0;62.0;12.0;7.0;3.0;100.0;9.0;37.0;48.0;5.0;100.0;64.0;25.0;3.0;7.0;1.0;1.0;100.0;9.0;21.0;15.0;47.0;4.0;3.0;100.0;51.0;28.0;12.0;4.0;1.0;3.0;100.0;2.0;4.0;41.0;38.0;13.0;2.0;100.0;56.0;14.0;9.0;19.0;2.0;100.0;79.0;6.0;5.0;9.0;2.0;100.0;5.0;5.0;53.0;16.0;20.0;1.0;100.0;14.0;12.0;18.0;55.0;1.0;100.0;5.0;7.0;8.0;78.0;2.0;100.0;28.0;6.0;6.0;59.0;1.0;100.0;7.0;10.0;10.0;23.0;26.0;15.0;10.0;;;;;;;;;
238;3 personen;2004 1e kwartaal;-27.0;-67.0;-12.0;-24.0;1.0;-34.0;-39.0;-67.0;-12.0;-19.0;-24.0;1.0;-34.0;100.0;1.0;4.0;22.0;26.0;46.0;1.0;100.0;4.0;16.0;45.0;19.0;13.0;3.0;100.0;4.0;8.0;52.0;18.0;18.0;1.0;100.0;3.0;13.0;66.0;10.0;5.0;3.0;100.0;13.0;33.0;47.0;7.0;100.0;50.0;23.0;4.0;19.0;4.0;1.0;100.0;10.0;18.0;13.0;50.0;7.0;3.0;100.0;40.0;31.0;20.0;6.0;2.0;2.0;100.0;3.0;5.0;47.0;30.0;14.0;2.0;100.0;54.0;13.0;9.0;21.0;3.0;100.0;82.0;5.0;5.0;6.0;2.0;100.0;5.0;6.0;52.0;14.0;22.0;1.0;100.0;16.0;11.0;15.0;57.0;2.0;100.0;6.0;6.0;9.0;77.0;1.0;100.0;29.0;5.0;8.0;58.0;1.0;100.0;9.0;12.0;10.0;20.0;25.0;15.0;9.0;;;;;;;;;
239;3 personen;2004 2e kwartaal;-27.0;-61.0;-11.0;-23.0;-1.0;-38.0;-36.0;-61.0;-11.0;-21.0;-23.0;-1.0;-38.0;100.0;1.0;5.0;25.0;25.0;42.0;1.0;100.0;3.0;16.0;47.0;18.0;12.0;3.0;100.0;6.0;7.0;52.0;18.0;17.0;0.0;100.0;7.0;9.0;64.0;11.0;6.0;3.0;100.0;12.0;33.0;49.0;6.0;100.0;46.0;23.0;8.0;18.0;4.0;1.0;100.0;11.0;24.0;11.0;50.0;3.0;1.0;100.0;40.0;30.0;19.0;6.0;3.0;2.0;100.0;1.0;6.0;45.0;35.0;12.0;2.0;100.0;50.0;17.0;10.0;21.0;3.0;100.0;77.0;7.0;4.0;10.0;2.0;100.0;4.0;6.0;55.0;12.0;23.0;0.0;100.0;15.0;10.0;20.0;54.0;2.0;100.0;6.0;10.0;8.0;75.0;2.0;100.0;28.0;6.0;7.0;58.0;1.0;100.0;10.0;7.0;10.0;25.0;20.0;20.0;8.0;;;;;;;;;
240;3 personen;2004 3e kwartaal;-20.0;-50.0;0.0;-26.0;8.0;-33.0;-25.0;-50.0;0.0;-17.0;-26.0;8.0;-33.0;100.0;1.0;8.0;30.0;26.0;34.0;2.0;100.0;4.0;24.0;41.0;15.0;13.0;3.0;100.0;4.0;6.0;53.0;19.0;17.0;1.0;100.0;6.0;14.0;65.0;8.0;4.0;3.0;100.0;15.0;31.0;48.0;6.0;100.0;39.0;29.0;5.0;23.0;3.0;2.0;100.0;14.0;25.0;12.0;44.0;3.0;2.0;100.0;28.0;29.0;28.0;12.0;2.0;2.0;100.0;3.0;6.0;41.0;34.0;15.0;1.0;100.0;56.0;15.0;7.0;20.0;2.0;100.0;81.0;5.0;3.0;9.0;2.0;100.0;3.0;6.0;53.0;13.0;22.0;2.0;100.0;17.0;11.0;17.0;53.0;1.0;100.0;8.0;7.0;9.0;75.0;2.0;100.0;28.0;5.0;6.0;60.0;1.0;100.0;8.0;10.0;9.0;27.0;22.0;14.0;9.0;;;;;;;;;
241;3 personen;2004 4e kwartaal;-27.0;-51.0;-18.0;-28.0;-2.0;-35.0;-34.0;-51.0;-18.0;-22.0;-28.0;-2.0;-35.0;100.0;1.0;8.0;29.0;22.0;38.0;1.0;100.0;4.0;17.0;38.0;19.0;20.0;2.0;100.0;6.0;6.0;47.0;21.0;19.0;1.0;100.0;6.0;12.0;59.0;11.0;9.0;3.0;100.0;15.0;30.0;49.0;6.0;100.0;35.0;29.0;7.0;25.0;4.0;1.0;100.0;22.0;25.0;10.0;38.0;3.0;2.0;100.0;29.0;29.0;26.0;11.0;3.0;2.0;100.0;5.0;6.0;45.0;31.0;12.0;1.0;100.0;51.0;17.0;7.0;22.0;3.0;100.0;84.0;5.0;3.0;6.0;2.0;100.0;5.0;6.0;54.0;14.0;20.0;1.0;100.0;16.0;10.0;17.0;56.0;2.0;100.0;5.0;7.0;8.0;79.0;1.0;100.0;24.0;6.0;7.0;62.0;0.0;100.0;9.0;10.0;11.0;20.0;25.0;16.0;9.0;;;;;;;;;
242;3 personen;2004;-25.0;-57.0;-11.0;-25.0;1.0;-35.0;-34.0;-57.0;-11.0;-20.0;-25.0;1.0;-35.0;100.0;1.0;7.0;26.0;25.0;40.0;1.0;100.0;4.0;18.0;43.0;18.0;15.0;3.0;100.0;5.0;7.0;51.0;19.0;18.0;1.0;100.0;5.0;12.0;64.0;10.0;6.0;3.0;100.0;13.0;32.0;48.0;6.0;100.0;42.0;26.0;6.0;21.0;4.0;1.0;100.0;14.0;23.0;11.0;45.0;4.0;2.0;100.0;34.0;30.0;23.0;9.0;2.0;2.0;100.0;3.0;6.0;44.0;32.0;13.0;1.0;100.0;53.0;15.0;8.0;21.0;3.0;100.0;81.0;5.0;4.0;8.0;2.0;100.0;4.0;6.0;53.0;13.0;22.0;1.0;100.0;16.0;10.0;17.0;55.0;2.0;100.0;6.0;7.0;8.0;76.0;2.0;100.0;27.0;6.0;7.0;60.0;1.0;100.0;9.0;10.0;10.0;23.0;23.0;17.0;9.0;;;;;;;;;
