ID;Geslacht;Leeftijd;Migratieachtergrond;Perioden;TotaalGedetineerden_1;GedetineerdenInVanTotaal_2
933;Totaal mannen en vrouwen;65 jaar of ouder;Suriname;2020;50;0.2
934;Totaal mannen en vrouwen;65 jaar of ouder;Suriname;2021;60;0.2
935;Totaal mannen en vrouwen;65 jaar of ouder;Suriname;2022;70;0.2
936;Totaal mannen en vrouwen;65 jaar of ouder;(voormalige) Nederlandse Antillen, Aruba;2005;10;0.0
937;Totaal mannen en vrouwen;65 jaar of ouder;(voormalige) Nederlandse Antillen, Aruba;2006;10;0.0
938;Totaal mannen en vrouwen;65 jaar of ouder;(voormalige) Nederlandse Antillen, Aruba;2007;10;0.0
939;Totaal mannen en vrouwen;65 jaar of ouder;(voormalige) Nederlandse Antillen, Aruba;2008;0;0.0
940;Totaal mannen en vrouwen;65 jaar of ouder;(voormalige) Nederlandse Antillen, Aruba;2009;10;0.0
941;Totaal mannen en vrouwen;65 jaar of ouder;(voormalige) Nederlandse Antillen, Aruba;2010;10;0.0
942;Totaal mannen en vrouwen;65 jaar of ouder;(voormalige) Nederlandse Antillen, Aruba;2011;20;0.0
943;Totaal mannen en vrouwen;65 jaar of ouder;(voormalige) Nederlandse Antillen, Aruba;2012;20;0.0
944;Totaal mannen en vrouwen;65 jaar of ouder;(voormalige) Nederlandse Antillen, Aruba;2013;20;0.0
945;Totaal mannen en vrouwen;65 jaar of ouder;(voormalige) Nederlandse Antillen, Aruba;2014;20;0.0
946;Totaal mannen en vrouwen;65 jaar of ouder;(voormalige) Nederlandse Antillen, Aruba;2015;20;0.1
947;Totaal mannen en vrouwen;65 jaar of ouder;(voormalige) Nederlandse Antillen, Aruba;2016;20;0.1
948;Totaal mannen en vrouwen;65 jaar of ouder;(voormalige) Nederlandse Antillen, Aruba;2017;10;0.0
949;Totaal mannen en vrouwen;65 jaar of ouder;(voormalige) Nederlandse Antillen, Aruba;2018;20;0.1
950;Totaal mannen en vrouwen;65 jaar of ouder;(voormalige) Nederlandse Antillen, Aruba;2019;30;0.1
951;Totaal mannen en vrouwen;65 jaar of ouder;(voormalige) Nederlandse Antillen, Aruba;2020;30;0.1
952;Totaal mannen en vrouwen;65 jaar of ouder;(voormalige) Nederlandse Antillen, Aruba;2021;40;0.1
953;Totaal mannen en vrouwen;65 jaar of ouder;(voormalige) Nederlandse Antillen, Aruba;2022;40;0.1
954;Totaal mannen en vrouwen;65 jaar of ouder;Overige niet-westerse migratieachterg...;2005;10;0.0
955;Totaal mannen en vrouwen;65 jaar of ouder;Overige niet-westerse migratieachterg...;2006;10;0.0
956;Totaal mannen en vrouwen;65 jaar of ouder;Overige niet-westerse migratieachterg...;2007;10;0.0
957;Totaal mannen en vrouwen;65 jaar of ouder;Overige niet-westerse migratieachterg...;2008;20;0.0
958;Totaal mannen en vrouwen;65 jaar of ouder;Overige niet-westerse migratieachterg...;2009;10;0.0
959;Totaal mannen en vrouwen;65 jaar of ouder;Overige niet-westerse migratieachterg...;2010;10;0.0
960;Totaal mannen en vrouwen;65 jaar of ouder;Overige niet-westerse migratieachterg...;2011;10;0.0
961;Totaal mannen en vrouwen;65 jaar of ouder;Overige niet-westerse migratieachterg...;2012;10;0.0
962;Totaal mannen en vrouwen;65 jaar of ouder;Overige niet-westerse migratieachterg...;2013;20;0.0
963;Totaal mannen en vrouwen;65 jaar of ouder;Overige niet-westerse migratieachterg...;2014;20;0.1
964;Totaal mannen en vrouwen;65 jaar of ouder;Overige niet-westerse migratieachterg...;2015;30;0.1
965;Totaal mannen en vrouwen;65 jaar of ouder;Overige niet-westerse migratieachterg...;2016;30;0.1
966;Totaal mannen en vrouwen;65 jaar of ouder;Overige niet-westerse migratieachterg...;2017;20;0.1
967;Totaal mannen en vrouwen;65 jaar of ouder;Overige niet-westerse migratieachterg...;2018;30;0.1
968;Totaal mannen en vrouwen;65 jaar of ouder;Overige niet-westerse migratieachterg...;2019;40;0.1
969;Totaal mannen en vrouwen;65 jaar of ouder;Overige niet-westerse migratieachterg...;2020;30;0.1
970;Totaal mannen en vrouwen;65 jaar of ouder;Overige niet-westerse migratieachterg...;2021;30;0.1
971;Totaal mannen en vrouwen;65 jaar of ouder;Overige niet-westerse migratieachterg...;2022;30;0.1
972;Totaal mannen en vrouwen;65 jaar of ouder;Onbekende migratieachtergrond;2005;0;0.0
973;Totaal mannen en vrouwen;65 jaar of ouder;Onbekende migratieachtergrond;2006;0;0.0
974;Totaal mannen en vrouwen;65 jaar of ouder;Onbekende migratieachtergrond;2007;10;0.0
975;Totaal mannen en vrouwen;65 jaar of ouder;Onbekende migratieachtergrond;2008;0;0.0
976;Totaal mannen en vrouwen;65 jaar of ouder;Onbekende migratieachtergrond;2009;0;0.0
977;Totaal mannen en vrouwen;65 jaar of ouder;Onbekende migratieachtergrond;2010;0;0.0
978;Totaal mannen en vrouwen;65 jaar of ouder;Onbekende migratieachtergrond;2011;0;0.0
979;Totaal mannen en vrouwen;65 jaar of ouder;Onbekende migratieachtergrond;2012;0;0.0
980;Totaal mannen en vrouwen;65 jaar of ouder;Onbekende migratieachtergrond;2013;0;0.0
981;Totaal mannen en vrouwen;65 jaar of ouder;Onbekende migratieachtergrond;2014;10;0.0
982;Totaal mannen en vrouwen;65 jaar of ouder;Onbekende migratieachtergrond;2015;0;0.0
983;Totaal mannen en vrouwen;65 jaar of ouder;Onbekende migratieachtergrond;2016;0;0.0
984;Totaal mannen en vrouwen;65 jaar of ouder;Onbekende migratieachtergrond;2017;0;0.0
985;Totaal mannen en vrouwen;65 jaar of ouder;Onbekende migratieachtergrond;2018;0;0.0
986;Totaal mannen en vrouwen;65 jaar of ouder;Onbekende migratieachtergrond;2019;0;0.0
987;Totaal mannen en vrouwen;65 jaar of ouder;Onbekende migratieachtergrond;2020;0;0.0
988;Totaal mannen en vrouwen;65 jaar of ouder;Onbekende migratieachtergrond;2021;0;0.0
989;Totaal mannen en vrouwen;65 jaar of ouder;Onbekende migratieachtergrond;2022;0;0.0
990;Totaal mannen en vrouwen;Overige leeftijden;Totaal;2005;320;0.6
991;Totaal mannen en vrouwen;Overige leeftijden;Totaal;2006;300;0.6
992;Totaal mannen en vrouwen;Overige leeftijden;Totaal;2007;240;0.5
993;Totaal mannen en vrouwen;Overige leeftijden;Totaal;2008;140;0.3
994;Totaal mannen en vrouwen;Overige leeftijden;Totaal;2009;160;0.4
995;Totaal mannen en vrouwen;Overige leeftijden;Totaal;2010;270;0.6
996;Totaal mannen en vrouwen;Overige leeftijden;Totaal;2011;310;0.7
997;Totaal mannen en vrouwen;Overige leeftijden;Totaal;2012;470;1.1
998;Totaal mannen en vrouwen;Overige leeftijden;Totaal;2013;460;1.1
999;Totaal mannen en vrouwen;Overige leeftijden;Totaal;2014;180;0.4
1000;Totaal mannen en vrouwen;Overige leeftijden;Totaal;2015;200;0.5
1001;Totaal mannen en vrouwen;Overige leeftijden;Totaal;2016;200;0.6
1002;Totaal mannen en vrouwen;Overige leeftijden;Totaal;2017;80;0.2
1003;Totaal mannen en vrouwen;Overige leeftijden;Totaal;2018;60;0.2
1004;Totaal mannen en vrouwen;Overige leeftijden;Totaal;2019;80;0.2
1005;Totaal mannen en vrouwen;Overige leeftijden;Totaal;2020;40;0.1
1006;Totaal mannen en vrouwen;Overige leeftijden;Totaal;2021;40;0.1
1007;Totaal mannen en vrouwen;Overige leeftijden;Totaal;2022;60;0.2
1008;Totaal mannen en vrouwen;Overige leeftijden;Nederlandse achtergrond;2005;50;0.1
1009;Totaal mannen en vrouwen;Overige leeftijden;Nederlandse achtergrond;2006;60;0.1
1010;Totaal mannen en vrouwen;Overige leeftijden;Nederlandse achtergrond;2007;60;0.1
1011;Totaal mannen en vrouwen;Overige leeftijden;Nederlandse achtergrond;2008;30;0.1
1012;Totaal mannen en vrouwen;Overige leeftijden;Nederlandse achtergrond;2009;30;0.1
1013;Totaal mannen en vrouwen;Overige leeftijden;Nederlandse achtergrond;2010;60;0.1
1014;Totaal mannen en vrouwen;Overige leeftijden;Nederlandse achtergrond;2011;70;0.2
1015;Totaal mannen en vrouwen;Overige leeftijden;Nederlandse achtergrond;2012;130;0.3
1016;Totaal mannen en vrouwen;Overige leeftijden;Nederlandse achtergrond;2013;80;0.2
1017;Totaal mannen en vrouwen;Overige leeftijden;Nederlandse achtergrond;2014;70;0.2
1018;Totaal mannen en vrouwen;Overige leeftijden;Nederlandse achtergrond;2015;30;0.1
1019;Totaal mannen en vrouwen;Overige leeftijden;Nederlandse achtergrond;2016;20;0.1
1020;Totaal mannen en vrouwen;Overige leeftijden;Nederlandse achtergrond;2017;20;0.0
1021;Totaal mannen en vrouwen;Overige leeftijden;Nederlandse achtergrond;2018;10;0.0
1022;Totaal mannen en vrouwen;Overige leeftijden;Nederlandse achtergrond;2019;20;0.1
1023;Totaal mannen en vrouwen;Overige leeftijden;Nederlandse achtergrond;2020;10;0.0
1024;Totaal mannen en vrouwen;Overige leeftijden;Nederlandse achtergrond;2021;10;0.0
1025;Totaal mannen en vrouwen;Overige leeftijden;Nederlandse achtergrond;2022;0;0.0
1026;Totaal mannen en vrouwen;Overige leeftijden;Met migratieachtergrond;2005;230;0.4
1027;Totaal mannen en vrouwen;Overige leeftijden;Met migratieachtergrond;2006;200;0.4
1028;Totaal mannen en vrouwen;Overige leeftijden;Met migratieachtergrond;2007;110;0.2
1029;Totaal mannen en vrouwen;Overige leeftijden;Met migratieachtergrond;2008;60;0.1
1030;Totaal mannen en vrouwen;Overige leeftijden;Met migratieachtergrond;2009;70;0.2
1031;Totaal mannen en vrouwen;Overige leeftijden;Met migratieachtergrond;2010;160;0.4
1032;Totaal mannen en vrouwen;Overige leeftijden;Met migratieachtergrond;2011;220;0.5
1033;Totaal mannen en vrouwen;Overige leeftijden;Met migratieachtergrond;2012;320;0.7
1034;Totaal mannen en vrouwen;Overige leeftijden;Met migratieachtergrond;2013;320;0.7
1035;Totaal mannen en vrouwen;Overige leeftijden;Met migratieachtergrond;2014;100;0.2
1036;Totaal mannen en vrouwen;Overige leeftijden;Met migratieachtergrond;2015;150;0.4
1037;Totaal mannen en vrouwen;Overige leeftijden;Met migratieachtergrond;2016;150;0.4
1038;Totaal mannen en vrouwen;Overige leeftijden;Met migratieachtergrond;2017;50;0.2
1039;Totaal mannen en vrouwen;Overige leeftijden;Met migratieachtergrond;2018;30;0.1
1040;Totaal mannen en vrouwen;Overige leeftijden;Met migratieachtergrond;2019;40;0.1
1041;Totaal mannen en vrouwen;Overige leeftijden;Met migratieachtergrond;2020;30;0.1
1042;Totaal mannen en vrouwen;Overige leeftijden;Met migratieachtergrond;2021;30;0.1
1043;Totaal mannen en vrouwen;Overige leeftijden;Met migratieachtergrond;2022;30;0.1
1044;Totaal mannen en vrouwen;Overige leeftijden;Westerse migratieachtergrond;2005;50;0.1
1045;Totaal mannen en vrouwen;Overige leeftijden;Westerse migratieachtergrond;2006;40;0.1
1046;Totaal mannen en vrouwen;Overige leeftijden;Westerse migratieachtergrond;2007;20;0.0
1047;Totaal mannen en vrouwen;Overige leeftijden;Westerse migratieachtergrond;2008;10;0.0
1048;Totaal mannen en vrouwen;Overige leeftijden;Westerse migratieachtergrond;2009;10;0.0
1049;Totaal mannen en vrouwen;Overige leeftijden;Westerse migratieachtergrond;2010;70;0.2
1050;Totaal mannen en vrouwen;Overige leeftijden;Westerse migratieachtergrond;2011;90;0.2
1051;Totaal mannen en vrouwen;Overige leeftijden;Westerse migratieachtergrond;2012;170;0.4
1052;Totaal mannen en vrouwen;Overige leeftijden;Westerse migratieachtergrond;2013;80;0.2
1053;Totaal mannen en vrouwen;Overige leeftijden;Westerse migratieachtergrond;2014;30;0.1
1054;Totaal mannen en vrouwen;Overige leeftijden;Westerse migratieachtergrond;2015;70;0.2
1055;Totaal mannen en vrouwen;Overige leeftijden;Westerse migratieachtergrond;2016;70;0.2
1056;Totaal mannen en vrouwen;Overige leeftijden;Westerse migratieachtergrond;2017;10;0.0
1057;Totaal mannen en vrouwen;Overige leeftijden;Westerse migratieachtergrond;2018;10;0.0
1058;Totaal mannen en vrouwen;Overige leeftijden;Westerse migratieachtergrond;2019;10;0.0
1059;Totaal mannen en vrouwen;Overige leeftijden;Westerse migratieachtergrond;2020;10;0.0
1060;Totaal mannen en vrouwen;Overige leeftijden;Westerse migratieachtergrond;2021;10;0.0
1061;Totaal mannen en vrouwen;Overige leeftijden;Westerse migratieachtergrond;2022;0;0.0
1062;Totaal mannen en vrouwen;Overige leeftijden;Niet-westerse migratieachtergrond;2005;170;0.3
1063;Totaal mannen en vrouwen;Overige leeftijden;Niet-westerse migratieachtergrond;2006;160;0.3
1064;Totaal mannen en vrouwen;Overige leeftijden;Niet-westerse migratieachtergrond;2007;100;0.2
1065;Totaal mannen en vrouwen;Overige leeftijden;Niet-westerse migratieachtergrond;2008;50;0.1
1066;Totaal mannen en vrouwen;Overige leeftijden;Niet-westerse migratieachtergrond;2009;60;0.1
1067;Totaal mannen en vrouwen;Overige leeftijden;Niet-westerse migratieachtergrond;2010;90;0.2
1068;Totaal mannen en vrouwen;Overige leeftijden;Niet-westerse migratieachtergrond;2011;130;0.3
1069;Totaal mannen en vrouwen;Overige leeftijden;Niet-westerse migratieachtergrond;2012;150;0.3
1070;Totaal mannen en vrouwen;Overige leeftijden;Niet-westerse migratieachtergrond;2013;240;0.6
1071;Totaal mannen en vrouwen;Overige leeftijden;Niet-westerse migratieachtergrond;2014;70;0.2
1072;Totaal mannen en vrouwen;Overige leeftijden;Niet-westerse migratieachtergrond;2015;80;0.2
1073;Totaal mannen en vrouwen;Overige leeftijden;Niet-westerse migratieachtergrond;2016;90;0.2
1074;Totaal mannen en vrouwen;Overige leeftijden;Niet-westerse migratieachtergrond;2017;40;0.1
1075;Totaal mannen en vrouwen;Overige leeftijden;Niet-westerse migratieachtergrond;2018;30;0.1
1076;Totaal mannen en vrouwen;Overige leeftijden;Niet-westerse migratieachtergrond;2019;30;0.1
1077;Totaal mannen en vrouwen;Overige leeftijden;Niet-westerse migratieachtergrond;2020;20;0.1
1078;Totaal mannen en vrouwen;Overige leeftijden;Niet-westerse migratieachtergrond;2021;20;0.1
1079;Totaal mannen en vrouwen;Overige leeftijden;Niet-westerse migratieachtergrond;2022;30;0.1
1080;Totaal mannen en vrouwen;Overige leeftijden;Marokko;2005;40;0.1
1081;Totaal mannen en vrouwen;Overige leeftijden;Marokko;2006;40;0.1
1082;Totaal mannen en vrouwen;Overige leeftijden;Marokko;2007;40;0.1
1083;Totaal mannen en vrouwen;Overige leeftijden;Marokko;2008;0;0.0
1084;Totaal mannen en vrouwen;Overige leeftijden;Marokko;2009;10;0.0
1085;Totaal mannen en vrouwen;Overige leeftijden;Marokko;2010;0;0.0
1086;Totaal mannen en vrouwen;Overige leeftijden;Marokko;2011;0;0.0
1087;Totaal mannen en vrouwen;Overige leeftijden;Marokko;2012;20;0.0
1088;Totaal mannen en vrouwen;Overige leeftijden;Marokko;2013;90;0.2
1089;Totaal mannen en vrouwen;Overige leeftijden;Marokko;2014;20;0.0
1090;Totaal mannen en vrouwen;Overige leeftijden;Marokko;2015;10;0.0
1091;Totaal mannen en vrouwen;Overige leeftijden;Marokko;2016;0;0.0
1092;Totaal mannen en vrouwen;Overige leeftijden;Marokko;2017;10;0.0
1093;Totaal mannen en vrouwen;Overige leeftijden;Marokko;2018;10;0.0
1094;Totaal mannen en vrouwen;Overige leeftijden;Marokko;2019;10;0.0
1095;Totaal mannen en vrouwen;Overige leeftijden;Marokko;2020;10;0.0
1096;Totaal mannen en vrouwen;Overige leeftijden;Marokko;2021;10;0.0
1097;Totaal mannen en vrouwen;Overige leeftijden;Marokko;2022;20;0.1
1098;Totaal mannen en vrouwen;Overige leeftijden;Turkije;2005;10;0.0
1099;Totaal mannen en vrouwen;Overige leeftijden;Turkije;2006;10;0.0
1100;Totaal mannen en vrouwen;Overige leeftijden;Turkije;2007;10;0.0
1101;Totaal mannen en vrouwen;Overige leeftijden;Turkije;2008;0;0.0
1102;Totaal mannen en vrouwen;Overige leeftijden;Turkije;2009;0;0.0
1103;Totaal mannen en vrouwen;Overige leeftijden;Turkije;2010;0;0.0
1104;Totaal mannen en vrouwen;Overige leeftijden;Turkije;2011;10;0.0
1105;Totaal mannen en vrouwen;Overige leeftijden;Turkije;2012;10;0.0
1106;Totaal mannen en vrouwen;Overige leeftijden;Turkije;2013;10;0.0
1107;Totaal mannen en vrouwen;Overige leeftijden;Turkije;2014;0;0.0
1108;Totaal mannen en vrouwen;Overige leeftijden;Turkije;2015;0;0.0
1109;Totaal mannen en vrouwen;Overige leeftijden;Turkije;2016;0;0.0
1110;Totaal mannen en vrouwen;Overige leeftijden;Turkije;2017;0;0.0
1111;Totaal mannen en vrouwen;Overige leeftijden;Turkije;2018;0;0.0
1112;Totaal mannen en vrouwen;Overige leeftijden;Turkije;2019;0;0.0
1113;Totaal mannen en vrouwen;Overige leeftijden;Turkije;2020;0;0.0
1114;Totaal mannen en vrouwen;Overige leeftijden;Turkije;2021;0;0.0
1115;Totaal mannen en vrouwen;Overige leeftijden;Turkije;2022;0;0.0
1116;Totaal mannen en vrouwen;Overige leeftijden;Suriname;2005;20;0.0
1117;Totaal mannen en vrouwen;Overige leeftijden;Suriname;2006;20;0.0
1118;Totaal mannen en vrouwen;Overige leeftijden;Suriname;2007;20;0.0
1119;Totaal mannen en vrouwen;Overige leeftijden;Suriname;2008;0;0.0
1120;Totaal mannen en vrouwen;Overige leeftijden;Suriname;2009;0;0.0
1121;Totaal mannen en vrouwen;Overige leeftijden;Suriname;2010;0;0.0
1122;Totaal mannen en vrouwen;Overige leeftijden;Suriname;2011;0;0.0
1123;Totaal mannen en vrouwen;Overige leeftijden;Suriname;2012;10;0.0
1124;Totaal mannen en vrouwen;Overige leeftijden;Suriname;2013;10;0.0
1125;Totaal mannen en vrouwen;Overige leeftijden;Suriname;2014;10;0.0
1126;Totaal mannen en vrouwen;Overige leeftijden;Suriname;2015;0;0.0
1127;Totaal mannen en vrouwen;Overige leeftijden;Suriname;2016;0;0.0
1128;Totaal mannen en vrouwen;Overige leeftijden;Suriname;2017;0;0.0
1129;Totaal mannen en vrouwen;Overige leeftijden;Suriname;2018;0;0.0
1130;Totaal mannen en vrouwen;Overige leeftijden;Suriname;2019;0;0.0
1131;Totaal mannen en vrouwen;Overige leeftijden;Suriname;2020;0;0.0
1132;Totaal mannen en vrouwen;Overige leeftijden;Suriname;2021;0;0.0
1133;Totaal mannen en vrouwen;Overige leeftijden;Suriname;2022;0;0.0
1134;Totaal mannen en vrouwen;Overige leeftijden;(voormalige) Nederlandse Antillen, Aruba;2005;20;0.0
1135;Totaal mannen en vrouwen;Overige leeftijden;(voormalige) Nederlandse Antillen, Aruba;2006;10;0.0
1136;Totaal mannen en vrouwen;Overige leeftijden;(voormalige) Nederlandse Antillen, Aruba;2007;20;0.0
1137;Totaal mannen en vrouwen;Overige leeftijden;(voormalige) Nederlandse Antillen, Aruba;2008;0;0.0
1138;Totaal mannen en vrouwen;Overige leeftijden;(voormalige) Nederlandse Antillen, Aruba;2009;10;0.0
1139;Totaal mannen en vrouwen;Overige leeftijden;(voormalige) Nederlandse Antillen, Aruba;2010;0;0.0
1140;Totaal mannen en vrouwen;Overige leeftijden;(voormalige) Nederlandse Antillen, Aruba;2011;0;0.0
1141;Totaal mannen en vrouwen;Overige leeftijden;(voormalige) Nederlandse Antillen, Aruba;2012;10;0.0
1142;Totaal mannen en vrouwen;Overige leeftijden;(voormalige) Nederlandse Antillen, Aruba;2013;10;0.0
1143;Totaal mannen en vrouwen;Overige leeftijden;(voormalige) Nederlandse Antillen, Aruba;2014;10;0.0
1144;Totaal mannen en vrouwen;Overige leeftijden;(voormalige) Nederlandse Antillen, Aruba;2015;0;0.0
1145;Totaal mannen en vrouwen;Overige leeftijden;(voormalige) Nederlandse Antillen, Aruba;2016;0;0.0
1146;Totaal mannen en vrouwen;Overige leeftijden;(voormalige) Nederlandse Antillen, Aruba;2017;0;0.0
1147;Totaal mannen en vrouwen;Overige leeftijden;(voormalige) Nederlandse Antillen, Aruba;2018;0;0.0
1148;Totaal mannen en vrouwen;Overige leeftijden;(voormalige) Nederlandse Antillen, Aruba;2019;0;0.0
1149;Totaal mannen en vrouwen;Overige leeftijden;(voormalige) Nederlandse Antillen, Aruba;2020;0;0.0
1150;Totaal mannen en vrouwen;Overige leeftijden;(voormalige) Nederlandse Antillen, Aruba;2021;0;0.0
1151;Totaal mannen en vrouwen;Overige leeftijden;(voormalige) Nederlandse Antillen, Aruba;2022;0;0.0
1152;Totaal mannen en vrouwen;Overige leeftijden;Overige niet-westerse migratieachterg...;2005;90;0.2
1153;Totaal mannen en vrouwen;Overige leeftijden;Overige niet-westerse migratieachterg...;2006;80;0.2
1154;Totaal mannen en vrouwen;Overige leeftijden;Overige niet-westerse migratieachterg...;2007;20;0.0
1155;Totaal mannen en vrouwen;Overige leeftijden;Overige niet-westerse migratieachterg...;2008;40;0.1
1156;Totaal mannen en vrouwen;Overige leeftijden;Overige niet-westerse migratieachterg...;2009;40;0.1
1157;Totaal mannen en vrouwen;Overige leeftijden;Overige niet-westerse migratieachterg...;2010;80;0.2
1158;Totaal mannen en vrouwen;Overige leeftijden;Overige niet-westerse migratieachterg...;2011;120;0.3
1159;Totaal mannen en vrouwen;Overige leeftijden;Overige niet-westerse migratieachterg...;2012;110;0.3
1160;Totaal mannen en vrouwen;Overige leeftijden;Overige niet-westerse migratieachterg...;2013;130;0.3
1161;Totaal mannen en vrouwen;Overige leeftijden;Overige niet-westerse migratieachterg...;2014;40;0.1
1162;Totaal mannen en vrouwen;Overige leeftijden;Overige niet-westerse migratieachterg...;2015;60;0.2
1163;Totaal mannen en vrouwen;Overige leeftijden;Overige niet-westerse migratieachterg...;2016;80;0.2
1164;Totaal mannen en vrouwen;Overige leeftijden;Overige niet-westerse migratieachterg...;2017;20;0.1
1165;Totaal mannen en vrouwen;Overige leeftijden;Overige niet-westerse migratieachterg...;2018;20;0.1
1166;Totaal mannen en vrouwen;Overige leeftijden;Overige niet-westerse migratieachterg...;2019;20;0.1
1167;Totaal mannen en vrouwen;Overige leeftijden;Overige niet-westerse migratieachterg...;2020;10;0.0
1168;Totaal mannen en vrouwen;Overige leeftijden;Overige niet-westerse migratieachterg...;2021;10;0.0
1169;Totaal mannen en vrouwen;Overige leeftijden;Overige niet-westerse migratieachterg...;2022;10;0.0
1170;Totaal mannen en vrouwen;Overige leeftijden;Onbekende migratieachtergrond;2005;40;0.1
1171;Totaal mannen en vrouwen;Overige leeftijden;Onbekende migratieachtergrond;2006;50;0.1
1172;Totaal mannen en vrouwen;Overige leeftijden;Onbekende migratieachtergrond;2007;70;0.1
1173;Totaal mannen en vrouwen;Overige leeftijden;Onbekende migratieachtergrond;2008;50;0.1
1174;Totaal mannen en vrouwen;Overige leeftijden;Onbekende migratieachtergrond;2009;60;0.1
1175;Totaal mannen en vrouwen;Overige leeftijden;Onbekende migratieachtergrond;2010;50;0.1
1176;Totaal mannen en vrouwen;Overige leeftijden;Onbekende migratieachtergrond;2011;30;0.1
1177;Totaal mannen en vrouwen;Overige leeftijden;Onbekende migratieachtergrond;2012;30;0.1
1178;Totaal mannen en vrouwen;Overige leeftijden;Onbekende migratieachtergrond;2013;60;0.1
1179;Totaal mannen en vrouwen;Overige leeftijden;Onbekende migratieachtergrond;2014;20;0.0
1180;Totaal mannen en vrouwen;Overige leeftijden;Onbekende migratieachtergrond;2015;20;0.1
1181;Totaal mannen en vrouwen;Overige leeftijden;Onbekende migratieachtergrond;2016;20;0.1
1182;Totaal mannen en vrouwen;Overige leeftijden;Onbekende migratieachtergrond;2017;20;0.0
1183;Totaal mannen en vrouwen;Overige leeftijden;Onbekende migratieachtergrond;2018;10;0.0
1184;Totaal mannen en vrouwen;Overige leeftijden;Onbekende migratieachtergrond;2019;30;0.1
1185;Totaal mannen en vrouwen;Overige leeftijden;Onbekende migratieachtergrond;2020;10;0.0
1186;Totaal mannen en vrouwen;Overige leeftijden;Onbekende migratieachtergrond;2021;10;0.0
1187;Totaal mannen en vrouwen;Overige leeftijden;Onbekende migratieachtergrond;2022;20;0.1
1188;Mannen;Totaal;Totaal;2005;46500;91.8
1189;Mannen;Totaal;Totaal;2006;45680;91.3
1190;Mannen;Totaal;Totaal;2007;43640;91.6
1191;Mannen;Totaal;Totaal;2008;41250;91.3
1192;Mannen;Totaal;Totaal;2009;40330;91.6
1193;Mannen;Totaal;Totaal;2010;40090;91.6
1194;Mannen;Totaal;Totaal;2011;40240;91.6
1195;Mannen;Totaal;Totaal;2012;38780;91.2
1196;Mannen;Totaal;Totaal;2013;38900;91.1
1197;Mannen;Totaal;Totaal;2014;39570;91.5
1198;Mannen;Totaal;Totaal;2015;36520;91.8
1199;Mannen;Totaal;Totaal;2016;32440;92.0
1200;Mannen;Totaal;Totaal;2017;30980;92.4
1201;Mannen;Totaal;Totaal;2018;30720;92.5
1202;Mannen;Totaal;Totaal;2019;31460;92.7
1203;Mannen;Totaal;Totaal;2020;25620;93.9
1204;Mannen;Totaal;Totaal;2021;27510;93.6
1205;Mannen;Totaal;Totaal;2022;28400;93.5
1206;Mannen;Totaal;Nederlandse achtergrond;2005;18440;36.4
1207;Mannen;Totaal;Nederlandse achtergrond;2006;18360;36.7
1208;Mannen;Totaal;Nederlandse achtergrond;2007;17420;36.6
1209;Mannen;Totaal;Nederlandse achtergrond;2008;16350;36.2
1210;Mannen;Totaal;Nederlandse achtergrond;2009;15330;34.8
1211;Mannen;Totaal;Nederlandse achtergrond;2010;14930;34.1
1212;Mannen;Totaal;Nederlandse achtergrond;2011;14890;33.9
1213;Mannen;Totaal;Nederlandse achtergrond;2012;14090;33.2
1214;Mannen;Totaal;Nederlandse achtergrond;2013;14250;33.4
1215;Mannen;Totaal;Nederlandse achtergrond;2014;14500;33.5
1216;Mannen;Totaal;Nederlandse achtergrond;2015;13260;33.3
1217;Mannen;Totaal;Nederlandse achtergrond;2016;11720;33.2
1218;Mannen;Totaal;Nederlandse achtergrond;2017;11080;33.0
1219;Mannen;Totaal;Nederlandse achtergrond;2018;10680;32.2
1220;Mannen;Totaal;Nederlandse achtergrond;2019;10470;30.8
1221;Mannen;Totaal;Nederlandse achtergrond;2020;8230;30.2
1222;Mannen;Totaal;Nederlandse achtergrond;2021;9180;31.3
1223;Mannen;Totaal;Nederlandse achtergrond;2022;8970;29.5
1224;Mannen;Totaal;Met migratieachtergrond;2005;27910;55.1
1225;Mannen;Totaal;Met migratieachtergrond;2006;27120;54.2
1226;Mannen;Totaal;Met migratieachtergrond;2007;25940;54.5
1227;Mannen;Totaal;Met migratieachtergrond;2008;24630;54.5
1228;Mannen;Totaal;Met migratieachtergrond;2009;24760;56.2
1229;Mannen;Totaal;Met migratieachtergrond;2010;24930;57.0
1230;Mannen;Totaal;Met migratieachtergrond;2011;25170;57.3
1231;Mannen;Totaal;Met migratieachtergrond;2012;24590;57.9
1232;Mannen;Totaal;Met migratieachtergrond;2013;24500;57.4
1233;Mannen;Totaal;Met migratieachtergrond;2014;24650;57.0
1234;Mannen;Totaal;Met migratieachtergrond;2015;22750;57.2
1235;Mannen;Totaal;Met migratieachtergrond;2016;20320;57.6
1236;Mannen;Totaal;Met migratieachtergrond;2017;19590;58.4
1237;Mannen;Totaal;Met migratieachtergrond;2018;19760;59.5
1238;Mannen;Totaal;Met migratieachtergrond;2019;20730;61.1
1239;Mannen;Totaal;Met migratieachtergrond;2020;17330;63.5
1240;Mannen;Totaal;Met migratieachtergrond;2021;18270;62.2
1241;Mannen;Totaal;Met migratieachtergrond;2022;19360;63.7
1242;Mannen;Totaal;Westerse migratieachtergrond;2005;5990;11.8
