ID;Geslacht;GeboortelandOuders;Herkomstland;VoortijdigSchoolverlater;Perioden;Jongeren18Tot25Jaar_1
562;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Nederland;Geen voortijdig schoolverlaters;2023;1030.0
563;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Nederland;Geen voortijdig schoolverlaters;2024;1025.0
564;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Nederland;Onbekend;2013;32.0
565;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Nederland;Onbekend;2014;7.0
566;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Nederland;Onbekend;2015;2.0
567;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Nederland;Onbekend;2016;2.0
568;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Nederland;Onbekend;2017;3.0
569;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Nederland;Onbekend;2018;3.0
570;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Nederland;Onbekend;2019;4.0
571;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Nederland;Onbekend;2020;3.0
572;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Nederland;Onbekend;2021;0.0
573;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Nederland;Onbekend;2022;0.0
574;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Nederland;Onbekend;2023;0.0
575;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Nederland;Onbekend;2024;0.0
576;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Europa (exclusief Nederland);Totaal;2013;
577;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Europa (exclusief Nederland);Totaal;2014;
578;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Europa (exclusief Nederland);Totaal;2015;
579;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Europa (exclusief Nederland);Totaal;2016;
580;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Europa (exclusief Nederland);Totaal;2017;
581;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Europa (exclusief Nederland);Totaal;2018;
582;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Europa (exclusief Nederland);Totaal;2019;
583;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Europa (exclusief Nederland);Totaal;2020;
584;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Europa (exclusief Nederland);Totaal;2021;
585;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Europa (exclusief Nederland);Totaal;2022;
586;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Europa (exclusief Nederland);Totaal;2023;
587;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Europa (exclusief Nederland);Totaal;2024;
588;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Europa (exclusief Nederland);Voortijdig schoolverlaters;2013;
589;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Europa (exclusief Nederland);Voortijdig schoolverlaters;2014;
590;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Europa (exclusief Nederland);Voortijdig schoolverlaters;2015;
591;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Europa (exclusief Nederland);Voortijdig schoolverlaters;2016;
592;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Europa (exclusief Nederland);Voortijdig schoolverlaters;2017;
593;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Europa (exclusief Nederland);Voortijdig schoolverlaters;2018;
594;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Europa (exclusief Nederland);Voortijdig schoolverlaters;2019;
595;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Europa (exclusief Nederland);Voortijdig schoolverlaters;2020;
596;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Europa (exclusief Nederland);Voortijdig schoolverlaters;2021;
597;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Europa (exclusief Nederland);Voortijdig schoolverlaters;2022;
598;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Europa (exclusief Nederland);Voortijdig schoolverlaters;2023;
599;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Europa (exclusief Nederland);Voortijdig schoolverlaters;2024;
600;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Europa (exclusief Nederland);Geen voortijdig schoolverlaters;2013;
601;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Europa (exclusief Nederland);Geen voortijdig schoolverlaters;2014;
602;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Europa (exclusief Nederland);Geen voortijdig schoolverlaters;2015;
603;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Europa (exclusief Nederland);Geen voortijdig schoolverlaters;2016;
604;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Europa (exclusief Nederland);Geen voortijdig schoolverlaters;2017;
605;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Europa (exclusief Nederland);Geen voortijdig schoolverlaters;2018;
606;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Europa (exclusief Nederland);Geen voortijdig schoolverlaters;2019;
607;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Europa (exclusief Nederland);Geen voortijdig schoolverlaters;2020;
608;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Europa (exclusief Nederland);Geen voortijdig schoolverlaters;2021;
609;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Europa (exclusief Nederland);Geen voortijdig schoolverlaters;2022;
610;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Europa (exclusief Nederland);Geen voortijdig schoolverlaters;2023;
611;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Europa (exclusief Nederland);Geen voortijdig schoolverlaters;2024;
612;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Europa (exclusief Nederland);Onbekend;2013;
613;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Europa (exclusief Nederland);Onbekend;2014;
614;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Europa (exclusief Nederland);Onbekend;2015;
615;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Europa (exclusief Nederland);Onbekend;2016;
616;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Europa (exclusief Nederland);Onbekend;2017;
617;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Europa (exclusief Nederland);Onbekend;2018;
618;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Europa (exclusief Nederland);Onbekend;2019;
619;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Europa (exclusief Nederland);Onbekend;2020;
620;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Europa (exclusief Nederland);Onbekend;2021;
621;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Europa (exclusief Nederland);Onbekend;2022;
622;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Europa (exclusief Nederland);Onbekend;2023;
623;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Europa (exclusief Nederland);Onbekend;2024;
624;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Buiten Europa;Totaal;2013;
625;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Buiten Europa;Totaal;2014;
626;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Buiten Europa;Totaal;2015;
627;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Buiten Europa;Totaal;2016;
628;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Buiten Europa;Totaal;2017;
629;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Buiten Europa;Totaal;2018;
630;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Buiten Europa;Totaal;2019;
631;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Buiten Europa;Totaal;2020;
632;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Buiten Europa;Totaal;2021;
633;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Buiten Europa;Totaal;2022;
634;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Buiten Europa;Totaal;2023;
635;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Buiten Europa;Totaal;2024;
636;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Buiten Europa;Voortijdig schoolverlaters;2013;
637;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Buiten Europa;Voortijdig schoolverlaters;2014;
638;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Buiten Europa;Voortijdig schoolverlaters;2015;
639;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Buiten Europa;Voortijdig schoolverlaters;2016;
640;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Buiten Europa;Voortijdig schoolverlaters;2017;
641;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Buiten Europa;Voortijdig schoolverlaters;2018;
642;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Buiten Europa;Voortijdig schoolverlaters;2019;
643;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Buiten Europa;Voortijdig schoolverlaters;2020;
644;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Buiten Europa;Voortijdig schoolverlaters;2021;
645;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Buiten Europa;Voortijdig schoolverlaters;2022;
646;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Buiten Europa;Voortijdig schoolverlaters;2023;
647;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Buiten Europa;Voortijdig schoolverlaters;2024;
648;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Buiten Europa;Geen voortijdig schoolverlaters;2013;
649;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Buiten Europa;Geen voortijdig schoolverlaters;2014;
650;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Buiten Europa;Geen voortijdig schoolverlaters;2015;
651;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Buiten Europa;Geen voortijdig schoolverlaters;2016;
652;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Buiten Europa;Geen voortijdig schoolverlaters;2017;
653;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Buiten Europa;Geen voortijdig schoolverlaters;2018;
654;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Buiten Europa;Geen voortijdig schoolverlaters;2019;
655;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Buiten Europa;Geen voortijdig schoolverlaters;2020;
656;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Buiten Europa;Geen voortijdig schoolverlaters;2021;
657;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Buiten Europa;Geen voortijdig schoolverlaters;2022;
658;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Buiten Europa;Geen voortijdig schoolverlaters;2023;
659;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Buiten Europa;Geen voortijdig schoolverlaters;2024;
660;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Buiten Europa;Onbekend;2013;
661;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Buiten Europa;Onbekend;2014;
662;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Buiten Europa;Onbekend;2015;
663;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Buiten Europa;Onbekend;2016;
664;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Buiten Europa;Onbekend;2017;
665;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Buiten Europa;Onbekend;2018;
666;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Buiten Europa;Onbekend;2019;
667;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Buiten Europa;Onbekend;2020;
668;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Buiten Europa;Onbekend;2021;
669;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Buiten Europa;Onbekend;2022;
670;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Buiten Europa;Onbekend;2023;
671;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Buiten Europa;Onbekend;2024;
672;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Onbekend herkomstland;Totaal;2013;
673;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Onbekend herkomstland;Totaal;2014;
674;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Onbekend herkomstland;Totaal;2015;
675;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Onbekend herkomstland;Totaal;2016;
676;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Onbekend herkomstland;Totaal;2017;
677;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Onbekend herkomstland;Totaal;2018;
678;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Onbekend herkomstland;Totaal;2019;
679;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Onbekend herkomstland;Totaal;2020;
680;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Onbekend herkomstland;Totaal;2021;
681;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Onbekend herkomstland;Totaal;2022;
682;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Onbekend herkomstland;Totaal;2023;
683;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Onbekend herkomstland;Totaal;2024;
684;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Onbekend herkomstland;Voortijdig schoolverlaters;2013;
685;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Onbekend herkomstland;Voortijdig schoolverlaters;2014;
686;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Onbekend herkomstland;Voortijdig schoolverlaters;2015;
687;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Onbekend herkomstland;Voortijdig schoolverlaters;2016;
688;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Onbekend herkomstland;Voortijdig schoolverlaters;2017;
689;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Onbekend herkomstland;Voortijdig schoolverlaters;2018;
690;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Onbekend herkomstland;Voortijdig schoolverlaters;2019;
691;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Onbekend herkomstland;Voortijdig schoolverlaters;2020;
692;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Onbekend herkomstland;Voortijdig schoolverlaters;2021;
693;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Onbekend herkomstland;Voortijdig schoolverlaters;2022;
694;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Onbekend herkomstland;Voortijdig schoolverlaters;2023;
695;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Onbekend herkomstland;Voortijdig schoolverlaters;2024;
696;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Onbekend herkomstland;Geen voortijdig schoolverlaters;2013;
697;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Onbekend herkomstland;Geen voortijdig schoolverlaters;2014;
698;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Onbekend herkomstland;Geen voortijdig schoolverlaters;2015;
699;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Onbekend herkomstland;Geen voortijdig schoolverlaters;2016;
700;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Onbekend herkomstland;Geen voortijdig schoolverlaters;2017;
701;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Onbekend herkomstland;Geen voortijdig schoolverlaters;2018;
702;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Onbekend herkomstland;Geen voortijdig schoolverlaters;2019;
703;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Onbekend herkomstland;Geen voortijdig schoolverlaters;2020;
704;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Onbekend herkomstland;Geen voortijdig schoolverlaters;2021;
705;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Onbekend herkomstland;Geen voortijdig schoolverlaters;2022;
706;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Onbekend herkomstland;Geen voortijdig schoolverlaters;2023;
707;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Onbekend herkomstland;Geen voortijdig schoolverlaters;2024;
708;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Onbekend herkomstland;Onbekend;2013;
709;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Onbekend herkomstland;Onbekend;2014;
710;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Onbekend herkomstland;Onbekend;2015;
711;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Onbekend herkomstland;Onbekend;2016;
712;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Onbekend herkomstland;Onbekend;2017;
713;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Onbekend herkomstland;Onbekend;2018;
714;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Onbekend herkomstland;Onbekend;2019;
715;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Onbekend herkomstland;Onbekend;2020;
716;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Onbekend herkomstland;Onbekend;2021;
717;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Onbekend herkomstland;Onbekend;2022;
718;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Onbekend herkomstland;Onbekend;2023;
719;Totaal mannen en vrouwen;Geboren in NL, ouders in NL;Onbekend herkomstland;Onbekend;2024;
720;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Totaal;2013;232.0
721;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Totaal;2014;240.0
722;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Totaal;2015;242.0
723;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Totaal;2016;252.0
724;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Totaal;2017;247.0
725;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Totaal;2018;254.0
726;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Totaal;2019;270.0
727;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Totaal;2020;280.0
728;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Totaal;2021;263.0
729;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Totaal;2022;307.0
730;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Totaal;2023;329.0
731;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Totaal;2024;314.0
732;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Voortijdig schoolverlaters;2013;25.0
733;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Voortijdig schoolverlaters;2014;26.0
734;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Voortijdig schoolverlaters;2015;24.0
735;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Voortijdig schoolverlaters;2016;23.0
736;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Voortijdig schoolverlaters;2017;21.0
737;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Voortijdig schoolverlaters;2018;23.0
738;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Voortijdig schoolverlaters;2019;23.0
739;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Voortijdig schoolverlaters;2020;24.0
740;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Voortijdig schoolverlaters;2021;17.0
741;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Voortijdig schoolverlaters;2022;21.0
742;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Voortijdig schoolverlaters;2023;25.0
743;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Voortijdig schoolverlaters;2024;24.0
744;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Geen voortijdig schoolverlaters;2013;201.0
745;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Geen voortijdig schoolverlaters;2014;213.0
746;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Geen voortijdig schoolverlaters;2015;218.0
747;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Geen voortijdig schoolverlaters;2016;228.0
748;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Geen voortijdig schoolverlaters;2017;224.0
749;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Geen voortijdig schoolverlaters;2018;230.0
750;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Geen voortijdig schoolverlaters;2019;245.0
751;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Geen voortijdig schoolverlaters;2020;256.0
752;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Geen voortijdig schoolverlaters;2021;246.0
753;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Geen voortijdig schoolverlaters;2022;286.0
754;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Geen voortijdig schoolverlaters;2023;304.0
755;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Geen voortijdig schoolverlaters;2024;290.0
756;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Onbekend;2013;6.0
757;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Onbekend;2014;2.0
758;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Onbekend;2015;0.0
759;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Onbekend;2016;1.0
760;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Onbekend;2017;2.0
761;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Onbekend;2018;1.0
762;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Onbekend;2019;2.0
763;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Onbekend;2020;1.0
764;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Onbekend;2021;0.0
765;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Onbekend;2022;0.0
766;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Onbekend;2023;0.0
767;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Onbekend;2024;0.0
768;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Totaal;2013;
769;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Totaal;2014;
770;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Totaal;2015;
771;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Totaal;2016;
772;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Totaal;2017;
773;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Totaal;2018;
774;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Totaal;2019;
775;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Totaal;2020;
776;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Totaal;2021;
777;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Totaal;2022;
778;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Totaal;2023;
779;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Totaal;2024;
780;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Voortijdig schoolverlaters;2013;
781;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Voortijdig schoolverlaters;2014;
782;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Voortijdig schoolverlaters;2015;
783;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Voortijdig schoolverlaters;2016;
784;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Voortijdig schoolverlaters;2017;
785;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Voortijdig schoolverlaters;2018;
786;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Voortijdig schoolverlaters;2019;
787;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Voortijdig schoolverlaters;2020;
788;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Voortijdig schoolverlaters;2021;
789;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Voortijdig schoolverlaters;2022;
790;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Voortijdig schoolverlaters;2023;
791;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Voortijdig schoolverlaters;2024;
792;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Geen voortijdig schoolverlaters;2013;
793;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Geen voortijdig schoolverlaters;2014;
794;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Geen voortijdig schoolverlaters;2015;
795;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Geen voortijdig schoolverlaters;2016;
796;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Geen voortijdig schoolverlaters;2017;
797;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Geen voortijdig schoolverlaters;2018;
798;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Geen voortijdig schoolverlaters;2019;
799;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Geen voortijdig schoolverlaters;2020;
800;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Geen voortijdig schoolverlaters;2021;
801;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Geen voortijdig schoolverlaters;2022;
802;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Geen voortijdig schoolverlaters;2023;
803;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Geen voortijdig schoolverlaters;2024;
804;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Onbekend;2013;
805;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Onbekend;2014;
806;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Onbekend;2015;
807;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Onbekend;2016;
808;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Onbekend;2017;
809;Totaal mannen en vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Onbekend;2018;
