ID;GeboortelandGroep;Geslacht;JaarVanVestigingInNederland;Perioden;TotaalNietNederlandseImmigranten_1;WerknemersZelfstandigen_2;WerkloosheidsBijstandsuitkering_3;OverigeNietNederlandseImmigranten_4
263;Turkije;Totaal mannen en vrouwen;Vestigingsjaar 2000;2000;100.0;37.0;4.0;59.0
264;Turkije;Mannen;Vestigingsjaar 1990;1995;100.0;67.0;22.0;12.0
265;Turkije;Mannen;Vestigingsjaar 1990;1996;100.0;72.0;20.0;8.0
266;Turkije;Mannen;Vestigingsjaar 1990;1997;100.0;76.0;16.0;8.0
267;Turkije;Mannen;Vestigingsjaar 1990;1998;100.0;79.0;12.0;9.0
268;Turkije;Mannen;Vestigingsjaar 1990;1999;100.0;76.0;13.0;12.0
269;Turkije;Mannen;Vestigingsjaar 1990;2000;100.0;77.0;11.0;12.0
270;Turkije;Mannen;Vestigingsjaar 1991;1995;100.0;65.0;23.0;13.0
271;Turkije;Mannen;Vestigingsjaar 1991;1996;100.0;68.0;19.0;13.0
272;Turkije;Mannen;Vestigingsjaar 1991;1997;100.0;71.0;19.0;11.0
273;Turkije;Mannen;Vestigingsjaar 1991;1998;100.0;71.0;17.0;13.0
274;Turkije;Mannen;Vestigingsjaar 1991;1999;100.0;74.0;13.0;13.0
275;Turkije;Mannen;Vestigingsjaar 1991;2000;100.0;73.0;12.0;15.0
276;Turkije;Mannen;Vestigingsjaar 1992;1995;100.0;63.0;26.0;11.0
277;Turkije;Mannen;Vestigingsjaar 1992;1996;100.0;71.0;21.0;8.0
278;Turkije;Mannen;Vestigingsjaar 1992;1997;100.0;74.0;20.0;7.0
279;Turkije;Mannen;Vestigingsjaar 1992;1998;100.0;72.0;19.0;9.0
280;Turkije;Mannen;Vestigingsjaar 1992;1999;100.0;76.0;14.0;10.0
281;Turkije;Mannen;Vestigingsjaar 1992;2000;100.0;78.0;13.0;9.0
282;Turkije;Mannen;Vestigingsjaar 1993;1995;100.0;56.0;24.0;20.0
283;Turkije;Mannen;Vestigingsjaar 1993;1996;100.0;60.0;23.0;17.0
284;Turkije;Mannen;Vestigingsjaar 1993;1997;100.0;65.0;21.0;14.0
285;Turkije;Mannen;Vestigingsjaar 1993;1998;100.0;70.0;19.0;11.0
286;Turkije;Mannen;Vestigingsjaar 1993;1999;100.0;74.0;15.0;11.0
287;Turkije;Mannen;Vestigingsjaar 1993;2000;100.0;76.0;13.0;12.0
288;Turkije;Mannen;Vestigingsjaar 1994;1995;100.0;56.0;18.0;25.0
289;Turkije;Mannen;Vestigingsjaar 1994;1996;100.0;60.0;20.0;20.0
290;Turkije;Mannen;Vestigingsjaar 1994;1997;100.0;67.0;18.0;15.0
291;Turkije;Mannen;Vestigingsjaar 1994;1998;100.0;69.0;16.0;15.0
292;Turkije;Mannen;Vestigingsjaar 1994;1999;100.0;74.0;14.0;12.0
293;Turkije;Mannen;Vestigingsjaar 1994;2000;100.0;76.0;12.0;12.0
294;Turkije;Mannen;Vestigingsjaar 1995;1995;100.0;38.0;14.0;49.0
295;Turkije;Mannen;Vestigingsjaar 1995;1996;100.0;60.0;17.0;23.0
296;Turkije;Mannen;Vestigingsjaar 1995;1997;100.0;65.0;18.0;17.0
297;Turkije;Mannen;Vestigingsjaar 1995;1998;100.0;73.0;14.0;13.0
298;Turkije;Mannen;Vestigingsjaar 1995;1999;100.0;75.0;12.0;13.0
299;Turkije;Mannen;Vestigingsjaar 1995;2000;100.0;77.0;11.0;12.0
300;Turkije;Mannen;Vestigingsjaar 1996;1995;;;;
301;Turkije;Mannen;Vestigingsjaar 1996;1996;100.0;36.0;17.0;47.0
302;Turkije;Mannen;Vestigingsjaar 1996;1997;100.0;62.0;20.0;18.0
303;Turkije;Mannen;Vestigingsjaar 1996;1998;100.0;67.0;18.0;15.0
304;Turkije;Mannen;Vestigingsjaar 1996;1999;100.0;72.0;15.0;13.0
305;Turkije;Mannen;Vestigingsjaar 1996;2000;100.0;76.0;12.0;12.0
306;Turkije;Mannen;Vestigingsjaar 1997;1995;;;;
307;Turkije;Mannen;Vestigingsjaar 1997;1996;;;;
308;Turkije;Mannen;Vestigingsjaar 1997;1997;100.0;45.0;13.0;43.0
309;Turkije;Mannen;Vestigingsjaar 1997;1998;100.0;64.0;15.0;21.0
310;Turkije;Mannen;Vestigingsjaar 1997;1999;100.0;69.0;13.0;17.0
311;Turkije;Mannen;Vestigingsjaar 1997;2000;100.0;75.0;11.0;15.0
312;Turkije;Mannen;Vestigingsjaar 1998;1995;;;;
313;Turkije;Mannen;Vestigingsjaar 1998;1996;;;;
314;Turkije;Mannen;Vestigingsjaar 1998;1997;;;;
315;Turkije;Mannen;Vestigingsjaar 1998;1998;100.0;51.0;9.0;41.0
316;Turkije;Mannen;Vestigingsjaar 1998;1999;100.0;69.0;11.0;20.0
317;Turkije;Mannen;Vestigingsjaar 1998;2000;100.0;73.0;11.0;16.0
318;Turkije;Mannen;Vestigingsjaar 1999;1995;;;;
319;Turkije;Mannen;Vestigingsjaar 1999;1996;;;;
320;Turkije;Mannen;Vestigingsjaar 1999;1997;;;;
321;Turkije;Mannen;Vestigingsjaar 1999;1998;;;;
322;Turkije;Mannen;Vestigingsjaar 1999;1999;100.0;49.0;9.0;42.0
323;Turkije;Mannen;Vestigingsjaar 1999;2000;100.0;69.0;11.0;21.0
324;Turkije;Mannen;Vestigingsjaar 2000;1995;;;;
325;Turkije;Mannen;Vestigingsjaar 2000;1996;;;;
326;Turkije;Mannen;Vestigingsjaar 2000;1997;;;;
327;Turkije;Mannen;Vestigingsjaar 2000;1998;;;;
328;Turkije;Mannen;Vestigingsjaar 2000;1999;;;;
329;Turkije;Mannen;Vestigingsjaar 2000;2000;100.0;54.0;4.0;42.0
330;Turkije;Vrouwen;Vestigingsjaar 1990;1995;100.0;24.0;30.0;45.0
331;Turkije;Vrouwen;Vestigingsjaar 1990;1996;100.0;27.0;32.0;42.0
332;Turkije;Vrouwen;Vestigingsjaar 1990;1997;100.0;28.0;31.0;40.0
333;Turkije;Vrouwen;Vestigingsjaar 1990;1998;100.0;33.0;28.0;39.0
334;Turkije;Vrouwen;Vestigingsjaar 1990;1999;100.0;35.0;25.0;40.0
335;Turkije;Vrouwen;Vestigingsjaar 1990;2000;100.0;37.0;24.0;39.0
336;Turkije;Vrouwen;Vestigingsjaar 1991;1995;100.0;26.0;29.0;45.0
337;Turkije;Vrouwen;Vestigingsjaar 1991;1996;100.0;26.0;31.0;43.0
338;Turkije;Vrouwen;Vestigingsjaar 1991;1997;100.0;28.0;28.0;45.0
339;Turkije;Vrouwen;Vestigingsjaar 1991;1998;100.0;32.0;25.0;43.0
340;Turkije;Vrouwen;Vestigingsjaar 1991;1999;100.0;37.0;24.0;39.0
341;Turkije;Vrouwen;Vestigingsjaar 1991;2000;100.0;41.0;22.0;37.0
342;Turkije;Vrouwen;Vestigingsjaar 1992;1995;100.0;23.0;29.0;47.0
343;Turkije;Vrouwen;Vestigingsjaar 1992;1996;100.0;28.0;26.0;46.0
344;Turkije;Vrouwen;Vestigingsjaar 1992;1997;100.0;31.0;27.0;42.0
345;Turkije;Vrouwen;Vestigingsjaar 1992;1998;100.0;34.0;26.0;40.0
346;Turkije;Vrouwen;Vestigingsjaar 1992;1999;100.0;39.0;23.0;37.0
347;Turkije;Vrouwen;Vestigingsjaar 1992;2000;100.0;42.0;24.0;35.0
348;Turkije;Vrouwen;Vestigingsjaar 1993;1995;100.0;23.0;25.0;52.0
349;Turkije;Vrouwen;Vestigingsjaar 1993;1996;100.0;28.0;25.0;47.0
350;Turkije;Vrouwen;Vestigingsjaar 1993;1997;100.0;32.0;23.0;46.0
351;Turkije;Vrouwen;Vestigingsjaar 1993;1998;100.0;39.0;20.0;40.0
352;Turkije;Vrouwen;Vestigingsjaar 1993;1999;100.0;44.0;19.0;37.0
353;Turkije;Vrouwen;Vestigingsjaar 1993;2000;100.0;45.0;20.0;35.0
354;Turkije;Vrouwen;Vestigingsjaar 1994;1995;100.0;19.0;21.0;60.0
355;Turkije;Vrouwen;Vestigingsjaar 1994;1996;100.0;26.0;20.0;54.0
356;Turkije;Vrouwen;Vestigingsjaar 1994;1997;100.0;34.0;20.0;46.0
357;Turkije;Vrouwen;Vestigingsjaar 1994;1998;100.0;42.0;18.0;40.0
358;Turkije;Vrouwen;Vestigingsjaar 1994;1999;100.0;48.0;17.0;35.0
359;Turkije;Vrouwen;Vestigingsjaar 1994;2000;100.0;48.0;14.0;38.0
360;Turkije;Vrouwen;Vestigingsjaar 1995;1995;100.0;13.0;10.0;77.0
361;Turkije;Vrouwen;Vestigingsjaar 1995;1996;100.0;23.0;18.0;59.0
362;Turkije;Vrouwen;Vestigingsjaar 1995;1997;100.0;33.0;20.0;47.0
363;Turkije;Vrouwen;Vestigingsjaar 1995;1998;100.0;41.0;17.0;41.0
364;Turkije;Vrouwen;Vestigingsjaar 1995;1999;100.0;45.0;18.0;37.0
365;Turkije;Vrouwen;Vestigingsjaar 1995;2000;100.0;48.0;14.0;38.0
366;Turkije;Vrouwen;Vestigingsjaar 1996;1995;;;;
367;Turkije;Vrouwen;Vestigingsjaar 1996;1996;100.0;13.0;7.0;80.0
368;Turkije;Vrouwen;Vestigingsjaar 1996;1997;100.0;26.0;15.0;59.0
369;Turkije;Vrouwen;Vestigingsjaar 1996;1998;100.0;35.0;18.0;47.0
370;Turkije;Vrouwen;Vestigingsjaar 1996;1999;100.0;41.0;16.0;42.0
371;Turkije;Vrouwen;Vestigingsjaar 1996;2000;100.0;45.0;15.0;40.0
372;Turkije;Vrouwen;Vestigingsjaar 1997;1995;;;;
373;Turkije;Vrouwen;Vestigingsjaar 1997;1996;;;;
374;Turkije;Vrouwen;Vestigingsjaar 1997;1997;100.0;15.0;7.0;78.0
375;Turkije;Vrouwen;Vestigingsjaar 1997;1998;100.0;32.0;13.0;55.0
376;Turkije;Vrouwen;Vestigingsjaar 1997;1999;100.0;43.0;12.0;44.0
377;Turkije;Vrouwen;Vestigingsjaar 1997;2000;100.0;49.0;12.0;40.0
378;Turkije;Vrouwen;Vestigingsjaar 1998;1995;;;;
379;Turkije;Vrouwen;Vestigingsjaar 1998;1996;;;;
380;Turkije;Vrouwen;Vestigingsjaar 1998;1997;;;;
381;Turkije;Vrouwen;Vestigingsjaar 1998;1998;100.0;12.0;6.0;82.0
382;Turkije;Vrouwen;Vestigingsjaar 1998;1999;100.0;33.0;11.0;56.0
383;Turkije;Vrouwen;Vestigingsjaar 1998;2000;100.0;45.0;12.0;43.0
384;Turkije;Vrouwen;Vestigingsjaar 1999;1995;;;;
385;Turkije;Vrouwen;Vestigingsjaar 1999;1996;;;;
386;Turkije;Vrouwen;Vestigingsjaar 1999;1997;;;;
387;Turkije;Vrouwen;Vestigingsjaar 1999;1998;;;;
388;Turkije;Vrouwen;Vestigingsjaar 1999;1999;100.0;14.0;5.0;81.0
389;Turkije;Vrouwen;Vestigingsjaar 1999;2000;100.0;35.0;9.0;56.0
390;Turkije;Vrouwen;Vestigingsjaar 2000;1995;;;;
391;Turkije;Vrouwen;Vestigingsjaar 2000;1996;;;;
392;Turkije;Vrouwen;Vestigingsjaar 2000;1997;;;;
393;Turkije;Vrouwen;Vestigingsjaar 2000;1998;;;;
394;Turkije;Vrouwen;Vestigingsjaar 2000;1999;;;;
395;Turkije;Vrouwen;Vestigingsjaar 2000;2000;100.0;21.0;3.0;76.0
396;Marokko;Totaal mannen en vrouwen;Vestigingsjaar 1990;1995;100.0;44.0;24.0;32.0
397;Marokko;Totaal mannen en vrouwen;Vestigingsjaar 1990;1996;100.0;50.0;20.0;30.0
398;Marokko;Totaal mannen en vrouwen;Vestigingsjaar 1990;1997;100.0;53.0;22.0;26.0
399;Marokko;Totaal mannen en vrouwen;Vestigingsjaar 1990;1998;100.0;55.0;19.0;25.0
400;Marokko;Totaal mannen en vrouwen;Vestigingsjaar 1990;1999;100.0;59.0;17.0;24.0
401;Marokko;Totaal mannen en vrouwen;Vestigingsjaar 1990;2000;100.0;61.0;16.0;23.0
402;Marokko;Totaal mannen en vrouwen;Vestigingsjaar 1991;1995;100.0;41.0;27.0;32.0
403;Marokko;Totaal mannen en vrouwen;Vestigingsjaar 1991;1996;100.0;49.0;22.0;29.0
404;Marokko;Totaal mannen en vrouwen;Vestigingsjaar 1991;1997;100.0;54.0;23.0;23.0
405;Marokko;Totaal mannen en vrouwen;Vestigingsjaar 1991;1998;100.0;58.0;21.0;21.0
406;Marokko;Totaal mannen en vrouwen;Vestigingsjaar 1991;1999;100.0;62.0;17.0;21.0
407;Marokko;Totaal mannen en vrouwen;Vestigingsjaar 1991;2000;100.0;63.0;17.0;20.0
408;Marokko;Totaal mannen en vrouwen;Vestigingsjaar 1992;1995;100.0;40.0;24.0;36.0
409;Marokko;Totaal mannen en vrouwen;Vestigingsjaar 1992;1996;100.0;47.0;21.0;32.0
410;Marokko;Totaal mannen en vrouwen;Vestigingsjaar 1992;1997;100.0;49.0;24.0;26.0
411;Marokko;Totaal mannen en vrouwen;Vestigingsjaar 1992;1998;100.0;53.0;21.0;26.0
412;Marokko;Totaal mannen en vrouwen;Vestigingsjaar 1992;1999;100.0;59.0;18.0;23.0
413;Marokko;Totaal mannen en vrouwen;Vestigingsjaar 1992;2000;100.0;61.0;17.0;22.0
414;Marokko;Totaal mannen en vrouwen;Vestigingsjaar 1993;1995;100.0;36.0;20.0;44.0
415;Marokko;Totaal mannen en vrouwen;Vestigingsjaar 1993;1996;100.0;43.0;19.0;38.0
416;Marokko;Totaal mannen en vrouwen;Vestigingsjaar 1993;1997;100.0;47.0;20.0;33.0
417;Marokko;Totaal mannen en vrouwen;Vestigingsjaar 1993;1998;100.0;53.0;16.0;30.0
418;Marokko;Totaal mannen en vrouwen;Vestigingsjaar 1993;1999;100.0;59.0;16.0;25.0
419;Marokko;Totaal mannen en vrouwen;Vestigingsjaar 1993;2000;100.0;59.0;16.0;25.0
420;Marokko;Totaal mannen en vrouwen;Vestigingsjaar 1994;1995;100.0;30.0;16.0;54.0
421;Marokko;Totaal mannen en vrouwen;Vestigingsjaar 1994;1996;100.0;36.0;18.0;45.0
422;Marokko;Totaal mannen en vrouwen;Vestigingsjaar 1994;1997;100.0;42.0;21.0;38.0
423;Marokko;Totaal mannen en vrouwen;Vestigingsjaar 1994;1998;100.0;44.0;20.0;35.0
424;Marokko;Totaal mannen en vrouwen;Vestigingsjaar 1994;1999;100.0;49.0;17.0;34.0
425;Marokko;Totaal mannen en vrouwen;Vestigingsjaar 1994;2000;100.0;55.0;15.0;30.0
426;Marokko;Totaal mannen en vrouwen;Vestigingsjaar 1995;1995;100.0;21.0;15.0;65.0
427;Marokko;Totaal mannen en vrouwen;Vestigingsjaar 1995;1996;100.0;37.0;16.0;47.0
428;Marokko;Totaal mannen en vrouwen;Vestigingsjaar 1995;1997;100.0;44.0;19.0;37.0
429;Marokko;Totaal mannen en vrouwen;Vestigingsjaar 1995;1998;100.0;50.0;17.0;33.0
430;Marokko;Totaal mannen en vrouwen;Vestigingsjaar 1995;1999;100.0;55.0;15.0;31.0
431;Marokko;Totaal mannen en vrouwen;Vestigingsjaar 1995;2000;100.0;57.0;14.0;29.0
432;Marokko;Totaal mannen en vrouwen;Vestigingsjaar 1996;1995;;;;
433;Marokko;Totaal mannen en vrouwen;Vestigingsjaar 1996;1996;100.0;25.0;12.0;63.0
434;Marokko;Totaal mannen en vrouwen;Vestigingsjaar 1996;1997;100.0;40.0;18.0;42.0
435;Marokko;Totaal mannen en vrouwen;Vestigingsjaar 1996;1998;100.0;48.0;19.0;33.0
436;Marokko;Totaal mannen en vrouwen;Vestigingsjaar 1996;1999;100.0;53.0;15.0;32.0
437;Marokko;Totaal mannen en vrouwen;Vestigingsjaar 1996;2000;100.0;54.0;15.0;31.0
438;Marokko;Totaal mannen en vrouwen;Vestigingsjaar 1997;1995;;;;
439;Marokko;Totaal mannen en vrouwen;Vestigingsjaar 1997;1996;;;;
440;Marokko;Totaal mannen en vrouwen;Vestigingsjaar 1997;1997;100.0;25.0;13.0;62.0
441;Marokko;Totaal mannen en vrouwen;Vestigingsjaar 1997;1998;100.0;43.0;14.0;42.0
442;Marokko;Totaal mannen en vrouwen;Vestigingsjaar 1997;1999;100.0;48.0;14.0;38.0
443;Marokko;Totaal mannen en vrouwen;Vestigingsjaar 1997;2000;100.0;54.0;12.0;34.0
444;Marokko;Totaal mannen en vrouwen;Vestigingsjaar 1998;1995;;;;
445;Marokko;Totaal mannen en vrouwen;Vestigingsjaar 1998;1996;;;;
446;Marokko;Totaal mannen en vrouwen;Vestigingsjaar 1998;1997;;;;
447;Marokko;Totaal mannen en vrouwen;Vestigingsjaar 1998;1998;100.0;30.0;9.0;61.0
448;Marokko;Totaal mannen en vrouwen;Vestigingsjaar 1998;1999;100.0;47.0;12.0;41.0
449;Marokko;Totaal mannen en vrouwen;Vestigingsjaar 1998;2000;100.0;55.0;11.0;34.0
450;Marokko;Totaal mannen en vrouwen;Vestigingsjaar 1999;1995;;;;
451;Marokko;Totaal mannen en vrouwen;Vestigingsjaar 1999;1996;;;;
452;Marokko;Totaal mannen en vrouwen;Vestigingsjaar 1999;1997;;;;
453;Marokko;Totaal mannen en vrouwen;Vestigingsjaar 1999;1998;;;;
454;Marokko;Totaal mannen en vrouwen;Vestigingsjaar 1999;1999;100.0;31.0;6.0;63.0
455;Marokko;Totaal mannen en vrouwen;Vestigingsjaar 1999;2000;100.0;48.0;11.0;41.0
456;Marokko;Totaal mannen en vrouwen;Vestigingsjaar 2000;1995;;;;
457;Marokko;Totaal mannen en vrouwen;Vestigingsjaar 2000;1996;;;;
458;Marokko;Totaal mannen en vrouwen;Vestigingsjaar 2000;1997;;;;
459;Marokko;Totaal mannen en vrouwen;Vestigingsjaar 2000;1998;;;;
460;Marokko;Totaal mannen en vrouwen;Vestigingsjaar 2000;1999;;;;
461;Marokko;Totaal mannen en vrouwen;Vestigingsjaar 2000;2000;100.0;35.0;7.0;58.0
462;Marokko;Mannen;Vestigingsjaar 1990;1995;100.0;59.0;23.0;18.0
463;Marokko;Mannen;Vestigingsjaar 1990;1996;100.0;69.0;19.0;13.0
464;Marokko;Mannen;Vestigingsjaar 1990;1997;100.0;70.0;18.0;12.0
465;Marokko;Mannen;Vestigingsjaar 1990;1998;100.0;73.0;14.0;13.0
466;Marokko;Mannen;Vestigingsjaar 1990;1999;100.0;73.0;12.0;15.0
467;Marokko;Mannen;Vestigingsjaar 1990;2000;100.0;76.0;10.0;14.0
468;Marokko;Mannen;Vestigingsjaar 1991;1995;100.0;55.0;27.0;18.0
469;Marokko;Mannen;Vestigingsjaar 1991;1996;100.0;65.0;21.0;14.0
470;Marokko;Mannen;Vestigingsjaar 1991;1997;100.0;70.0;19.0;11.0
471;Marokko;Mannen;Vestigingsjaar 1991;1998;100.0;74.0;17.0;9.0
472;Marokko;Mannen;Vestigingsjaar 1991;1999;100.0;76.0;11.0;13.0
473;Marokko;Mannen;Vestigingsjaar 1991;2000;100.0;76.0;12.0;12.0
474;Marokko;Mannen;Vestigingsjaar 1992;1995;100.0;57.0;22.0;21.0
475;Marokko;Mannen;Vestigingsjaar 1992;1996;100.0;66.0;20.0;15.0
476;Marokko;Mannen;Vestigingsjaar 1992;1997;100.0;67.0;20.0;12.0
477;Marokko;Mannen;Vestigingsjaar 1992;1998;100.0;72.0;17.0;12.0
478;Marokko;Mannen;Vestigingsjaar 1992;1999;100.0;73.0;15.0;12.0
479;Marokko;Mannen;Vestigingsjaar 1992;2000;100.0;77.0;13.0;10.0
480;Marokko;Mannen;Vestigingsjaar 1993;1995;100.0;57.0;18.0;25.0
481;Marokko;Mannen;Vestigingsjaar 1993;1996;100.0;66.0;17.0;17.0
482;Marokko;Mannen;Vestigingsjaar 1993;1997;100.0;70.0;17.0;13.0
483;Marokko;Mannen;Vestigingsjaar 1993;1998;100.0;77.0;12.0;12.0
484;Marokko;Mannen;Vestigingsjaar 1993;1999;100.0;77.0;13.0;10.0
485;Marokko;Mannen;Vestigingsjaar 1993;2000;100.0;76.0;13.0;11.0
486;Marokko;Mannen;Vestigingsjaar 1994;1995;100.0;47.0;17.0;36.0
487;Marokko;Mannen;Vestigingsjaar 1994;1996;100.0;55.0;19.0;26.0
488;Marokko;Mannen;Vestigingsjaar 1994;1997;100.0;61.0;20.0;19.0
489;Marokko;Mannen;Vestigingsjaar 1994;1998;100.0;63.0;19.0;18.0
490;Marokko;Mannen;Vestigingsjaar 1994;1999;100.0;68.0;15.0;17.0
491;Marokko;Mannen;Vestigingsjaar 1994;2000;100.0;73.0;13.0;14.0
492;Marokko;Mannen;Vestigingsjaar 1995;1995;100.0;32.0;19.0;50.0
493;Marokko;Mannen;Vestigingsjaar 1995;1996;100.0;55.0;19.0;26.0
494;Marokko;Mannen;Vestigingsjaar 1995;1997;100.0;64.0;16.0;20.0
495;Marokko;Mannen;Vestigingsjaar 1995;1998;100.0;72.0;13.0;15.0
496;Marokko;Mannen;Vestigingsjaar 1995;1999;100.0;73.0;13.0;14.0
497;Marokko;Mannen;Vestigingsjaar 1995;2000;100.0;76.0;9.0;14.0
498;Marokko;Mannen;Vestigingsjaar 1996;1995;;;;
499;Marokko;Mannen;Vestigingsjaar 1996;1996;100.0;39.0;15.0;46.0
500;Marokko;Mannen;Vestigingsjaar 1996;1997;100.0;61.0;18.0;21.0
501;Marokko;Mannen;Vestigingsjaar 1996;1998;100.0;69.0;19.0;12.0
502;Marokko;Mannen;Vestigingsjaar 1996;1999;100.0;74.0;13.0;12.0
503;Marokko;Mannen;Vestigingsjaar 1996;2000;100.0;74.0;13.0;12.0
504;Marokko;Mannen;Vestigingsjaar 1997;1995;;;;
505;Marokko;Mannen;Vestigingsjaar 1997;1996;;;;
506;Marokko;Mannen;Vestigingsjaar 1997;1997;100.0;40.0;14.0;46.0
507;Marokko;Mannen;Vestigingsjaar 1997;1998;100.0;61.0;15.0;23.0
508;Marokko;Mannen;Vestigingsjaar 1997;1999;100.0;69.0;14.0;17.0
509;Marokko;Mannen;Vestigingsjaar 1997;2000;100.0;75.0;11.0;14.0
510;Marokko;Mannen;Vestigingsjaar 1998;1995;;;;
511;Marokko;Mannen;Vestigingsjaar 1998;1996;;;;
512;Marokko;Mannen;Vestigingsjaar 1998;1997;;;;
513;Marokko;Mannen;Vestigingsjaar 1998;1998;100.0;43.0;11.0;46.0
514;Marokko;Mannen;Vestigingsjaar 1998;1999;100.0;66.0;12.0;22.0
515;Marokko;Mannen;Vestigingsjaar 1998;2000;100.0;73.0;10.0;17.0
516;Marokko;Mannen;Vestigingsjaar 1999;1995;;;;
517;Marokko;Mannen;Vestigingsjaar 1999;1996;;;;
518;Marokko;Mannen;Vestigingsjaar 1999;1997;;;;
519;Marokko;Mannen;Vestigingsjaar 1999;1998;;;;
520;Marokko;Mannen;Vestigingsjaar 1999;1999;100.0;52.0;7.0;41.0
521;Marokko;Mannen;Vestigingsjaar 1999;2000;100.0;74.0;10.0;15.0
522;Marokko;Mannen;Vestigingsjaar 2000;1995;;;;
523;Marokko;Mannen;Vestigingsjaar 2000;1996;;;;
524;Marokko;Mannen;Vestigingsjaar 2000;1997;;;;
525;Marokko;Mannen;Vestigingsjaar 2000;1998;;;;
526;Marokko;Mannen;Vestigingsjaar 2000;1999;;;;
527;Marokko;Mannen;Vestigingsjaar 2000;2000;100.0;54.0;7.0;39.0
528;Marokko;Vrouwen;Vestigingsjaar 1990;1995;100.0;13.0;25.0;62.0
529;Marokko;Vrouwen;Vestigingsjaar 1990;1996;100.0;14.0;21.0;65.0
530;Marokko;Vrouwen;Vestigingsjaar 1990;1997;100.0;20.0;29.0;50.0
531;Marokko;Vrouwen;Vestigingsjaar 1990;1998;100.0;22.0;30.0;49.0
532;Marokko;Vrouwen;Vestigingsjaar 1990;1999;100.0;31.0;28.0;42.0
533;Marokko;Vrouwen;Vestigingsjaar 1990;2000;100.0;33.0;26.0;41.0
534;Marokko;Vrouwen;Vestigingsjaar 1991;1995;100.0;11.0;28.0;61.0
535;Marokko;Vrouwen;Vestigingsjaar 1991;1996;100.0;15.0;25.0;60.0
536;Marokko;Vrouwen;Vestigingsjaar 1991;1997;100.0;20.0;31.0;49.0
537;Marokko;Vrouwen;Vestigingsjaar 1991;1998;100.0;23.0;29.0;47.0
538;Marokko;Vrouwen;Vestigingsjaar 1991;1999;100.0;33.0;29.0;38.0
539;Marokko;Vrouwen;Vestigingsjaar 1991;2000;100.0;37.0;27.0;36.0
540;Marokko;Vrouwen;Vestigingsjaar 1992;1995;100.0;14.0;26.0;60.0
541;Marokko;Vrouwen;Vestigingsjaar 1992;1996;100.0;17.0;23.0;60.0
542;Marokko;Vrouwen;Vestigingsjaar 1992;1997;100.0;20.0;32.0;48.0
543;Marokko;Vrouwen;Vestigingsjaar 1992;1998;100.0;23.0;29.0;48.0
544;Marokko;Vrouwen;Vestigingsjaar 1992;1999;100.0;36.0;23.0;40.0
545;Marokko;Vrouwen;Vestigingsjaar 1992;2000;100.0;35.0;24.0;41.0
546;Marokko;Vrouwen;Vestigingsjaar 1993;1995;100.0;9.0;23.0;68.0
547;Marokko;Vrouwen;Vestigingsjaar 1993;1996;100.0;12.0;20.0;68.0
548;Marokko;Vrouwen;Vestigingsjaar 1993;1997;100.0;17.0;24.0;59.0
549;Marokko;Vrouwen;Vestigingsjaar 1993;1998;100.0;23.0;22.0;54.0
550;Marokko;Vrouwen;Vestigingsjaar 1993;1999;100.0;35.0;19.0;46.0
551;Marokko;Vrouwen;Vestigingsjaar 1993;2000;100.0;37.0;20.0;43.0
552;Marokko;Vrouwen;Vestigingsjaar 1994;1995;100.0;11.0;13.0;76.0
553;Marokko;Vrouwen;Vestigingsjaar 1994;1996;100.0;14.0;17.0;69.0
554;Marokko;Vrouwen;Vestigingsjaar 1994;1997;100.0;18.0;21.0;61.0
555;Marokko;Vrouwen;Vestigingsjaar 1994;1998;100.0;22.0;22.0;56.0
556;Marokko;Vrouwen;Vestigingsjaar 1994;1999;100.0;29.0;19.0;52.0
557;Marokko;Vrouwen;Vestigingsjaar 1994;2000;100.0;34.0;18.0;48.0
558;Marokko;Vrouwen;Vestigingsjaar 1995;1995;100.0;6.0;9.0;85.0
559;Marokko;Vrouwen;Vestigingsjaar 1995;1996;100.0;13.0;13.0;74.0
560;Marokko;Vrouwen;Vestigingsjaar 1995;1997;100.0;18.0;22.0;60.0
561;Marokko;Vrouwen;Vestigingsjaar 1995;1998;100.0;23.0;22.0;55.0
562;Marokko;Vrouwen;Vestigingsjaar 1995;1999;100.0;33.0;17.0;50.0
563;Marokko;Vrouwen;Vestigingsjaar 1995;2000;100.0;35.0;19.0;46.0
564;Marokko;Vrouwen;Vestigingsjaar 1996;1995;;;;
565;Marokko;Vrouwen;Vestigingsjaar 1996;1996;100.0;8.0;8.0;84.0
566;Marokko;Vrouwen;Vestigingsjaar 1996;1997;100.0;15.0;19.0;66.0
567;Marokko;Vrouwen;Vestigingsjaar 1996;1998;100.0;22.0;20.0;58.0
568;Marokko;Vrouwen;Vestigingsjaar 1996;1999;100.0;28.0;17.0;55.0
569;Marokko;Vrouwen;Vestigingsjaar 1996;2000;100.0;31.0;17.0;52.0
570;Marokko;Vrouwen;Vestigingsjaar 1997;1995;;;;
571;Marokko;Vrouwen;Vestigingsjaar 1997;1996;;;;
572;Marokko;Vrouwen;Vestigingsjaar 1997;1997;100.0;7.0;12.0;80.0
573;Marokko;Vrouwen;Vestigingsjaar 1997;1998;100.0;23.0;14.0;63.0
574;Marokko;Vrouwen;Vestigingsjaar 1997;1999;100.0;26.0;14.0;60.0
575;Marokko;Vrouwen;Vestigingsjaar 1997;2000;100.0;32.0;14.0;54.0
576;Marokko;Vrouwen;Vestigingsjaar 1998;1995;;;;
