ID;BedrijfstakkenBranchesSBI2008;Bedrijfsgrootte;Perioden;BanenVanWerknemersInDecember_1
2075;18 Grafische industrie;100  tot 500 werkzame personen;2013 december;6.2
2076;18 Grafische industrie;100  tot 500 werkzame personen;2014 december;4.6
2077;18 Grafische industrie;100  tot 500 werkzame personen;2015 december;3.9
2078;18 Grafische industrie;100  tot 500 werkzame personen;2016 december;4.3
2079;18 Grafische industrie;100  tot 500 werkzame personen;2017 december;3.7
2080;18 Grafische industrie;100  tot 500 werkzame personen;2018 december;3.66
2081;18 Grafische industrie;100  tot 500 werkzame personen;2019 december;3.4
2082;18 Grafische industrie;100  tot 500 werkzame personen;2020 december;3.6
2083;18 Grafische industrie;100  tot 500 werkzame personen;2021 december;3.8
2084;18 Grafische industrie;100  tot 500 werkzame personen;2022 december;4.2
2085;18 Grafische industrie;100  tot 500 werkzame personen;2023 december;4.4
2086;18 Grafische industrie;500 werkzame personen of meer;2010 december;
2087;18 Grafische industrie;500 werkzame personen of meer;2011 december ;
2088;18 Grafische industrie;500 werkzame personen of meer;2012 december;
2089;18 Grafische industrie;500 werkzame personen of meer;2013 december;
2090;18 Grafische industrie;500 werkzame personen of meer;2014 december;
2091;18 Grafische industrie;500 werkzame personen of meer;2015 december;
2092;18 Grafische industrie;500 werkzame personen of meer;2016 december;
2093;18 Grafische industrie;500 werkzame personen of meer;2017 december;
2094;18 Grafische industrie;500 werkzame personen of meer;2018 december;
2095;18 Grafische industrie;500 werkzame personen of meer;2019 december;
2096;18 Grafische industrie;500 werkzame personen of meer;2020 december;0.0
2097;18 Grafische industrie;500 werkzame personen of meer;2021 december;0.0
2098;18 Grafische industrie;500 werkzame personen of meer;2022 december;0.0
2099;18 Grafische industrie;500 werkzame personen of meer;2023 december;0.0
2100;19 Aardolie-industrie;Totaal;2010 december;6.1
2101;19 Aardolie-industrie;Totaal;2011 december ;5.7
2102;19 Aardolie-industrie;Totaal;2012 december;5.5
2103;19 Aardolie-industrie;Totaal;2013 december;5.3
2104;19 Aardolie-industrie;Totaal;2014 december;5.5
2105;19 Aardolie-industrie;Totaal;2015 december;5.4
2106;19 Aardolie-industrie;Totaal;2016 december;5.4
2107;19 Aardolie-industrie;Totaal;2017 december;5.6
2108;19 Aardolie-industrie;Totaal;2018 december;5.74
2109;19 Aardolie-industrie;Totaal;2019 december;5.7
2110;19 Aardolie-industrie;Totaal;2020 december;5.5
2111;19 Aardolie-industrie;Totaal;2021 december;5.3
2112;19 Aardolie-industrie;Totaal;2022 december;5.4
2113;19 Aardolie-industrie;Totaal;2023 december;5.6
2114;19 Aardolie-industrie;0  tot 10 werkzame personen;2010 december;0.1
2115;19 Aardolie-industrie;0  tot 10 werkzame personen;2011 december ;0.1
2116;19 Aardolie-industrie;0  tot 10 werkzame personen;2012 december;
2117;19 Aardolie-industrie;0  tot 10 werkzame personen;2013 december;0.1
2118;19 Aardolie-industrie;0  tot 10 werkzame personen;2014 december;0.0
2119;19 Aardolie-industrie;0  tot 10 werkzame personen;2015 december;0.0
2120;19 Aardolie-industrie;0  tot 10 werkzame personen;2016 december;
2121;19 Aardolie-industrie;0  tot 10 werkzame personen;2017 december;
2122;19 Aardolie-industrie;0  tot 10 werkzame personen;2018 december;0.04
2123;19 Aardolie-industrie;0  tot 10 werkzame personen;2019 december;
2124;19 Aardolie-industrie;0  tot 10 werkzame personen;2020 december;
2125;19 Aardolie-industrie;0  tot 10 werkzame personen;2021 december;0.0
2126;19 Aardolie-industrie;0  tot 10 werkzame personen;2022 december;0.0
2127;19 Aardolie-industrie;0  tot 10 werkzame personen;2023 december;0.1
2128;19 Aardolie-industrie;10  tot 50 werkzame personen;2010 december;
2129;19 Aardolie-industrie;10  tot 50 werkzame personen;2011 december ;0.2
2130;19 Aardolie-industrie;10  tot 50 werkzame personen;2012 december;0.2
2131;19 Aardolie-industrie;10  tot 50 werkzame personen;2013 december;
2132;19 Aardolie-industrie;10  tot 50 werkzame personen;2014 december;0.2
2133;19 Aardolie-industrie;10  tot 50 werkzame personen;2015 december;0.2
2134;19 Aardolie-industrie;10  tot 50 werkzame personen;2016 december;0.1
2135;19 Aardolie-industrie;10  tot 50 werkzame personen;2017 december;0.1
2136;19 Aardolie-industrie;10  tot 50 werkzame personen;2018 december;0.24
2137;19 Aardolie-industrie;10  tot 50 werkzame personen;2019 december;0.1
2138;19 Aardolie-industrie;10  tot 50 werkzame personen;2020 december;0.2
2139;19 Aardolie-industrie;10  tot 50 werkzame personen;2021 december;0.2
2140;19 Aardolie-industrie;10  tot 50 werkzame personen;2022 december;0.1
2141;19 Aardolie-industrie;10  tot 50 werkzame personen;2023 december;0.1
2142;19 Aardolie-industrie;50  tot 100 werkzame personens;2010 december;
2143;19 Aardolie-industrie;50  tot 100 werkzame personens;2011 december ;0.0
2144;19 Aardolie-industrie;50  tot 100 werkzame personens;2012 december;
2145;19 Aardolie-industrie;50  tot 100 werkzame personens;2013 december;
2146;19 Aardolie-industrie;50  tot 100 werkzame personens;2014 december;
2147;19 Aardolie-industrie;50  tot 100 werkzame personens;2015 december;
2148;19 Aardolie-industrie;50  tot 100 werkzame personens;2016 december;
2149;19 Aardolie-industrie;50  tot 100 werkzame personens;2017 december;
2150;19 Aardolie-industrie;50  tot 100 werkzame personens;2018 december;
2151;19 Aardolie-industrie;50  tot 100 werkzame personens;2019 december;0.3
2152;19 Aardolie-industrie;50  tot 100 werkzame personens;2020 december;0.3
2153;19 Aardolie-industrie;50  tot 100 werkzame personens;2021 december;
2154;19 Aardolie-industrie;50  tot 100 werkzame personens;2022 december;
2155;19 Aardolie-industrie;50  tot 100 werkzame personens;2023 december;
2156;19 Aardolie-industrie;100  tot 500 werkzame personen;2010 december;1.9
2157;19 Aardolie-industrie;100  tot 500 werkzame personen;2011 december ;1.6
2158;19 Aardolie-industrie;100  tot 500 werkzame personen;2012 december;1.5
2159;19 Aardolie-industrie;100  tot 500 werkzame personen;2013 december;1.2
2160;19 Aardolie-industrie;100  tot 500 werkzame personen;2014 december;1.2
2161;19 Aardolie-industrie;100  tot 500 werkzame personen;2015 december;1.2
2162;19 Aardolie-industrie;100  tot 500 werkzame personen;2016 december;1.1
2163;19 Aardolie-industrie;100  tot 500 werkzame personen;2017 december;1.4
2164;19 Aardolie-industrie;100  tot 500 werkzame personen;2018 december;1.4
2165;19 Aardolie-industrie;100  tot 500 werkzame personen;2019 december;1.4
2166;19 Aardolie-industrie;100  tot 500 werkzame personen;2020 december;1.4
2167;19 Aardolie-industrie;100  tot 500 werkzame personen;2021 december;1.5
2168;19 Aardolie-industrie;100  tot 500 werkzame personen;2022 december;1.6
2169;19 Aardolie-industrie;100  tot 500 werkzame personen;2023 december;1.6
2170;19 Aardolie-industrie;500 werkzame personen of meer;2010 december;
2171;19 Aardolie-industrie;500 werkzame personen of meer;2011 december ;3.8
2172;19 Aardolie-industrie;500 werkzame personen of meer;2012 december;3.7
2173;19 Aardolie-industrie;500 werkzame personen of meer;2013 december;3.7
2174;19 Aardolie-industrie;500 werkzame personen of meer;2014 december;
2175;19 Aardolie-industrie;500 werkzame personen of meer;2015 december;
2176;19 Aardolie-industrie;500 werkzame personen of meer;2016 december;4.0
2177;19 Aardolie-industrie;500 werkzame personen of meer;2017 december;3.9
2178;19 Aardolie-industrie;500 werkzame personen of meer;2018 december;
2179;19 Aardolie-industrie;500 werkzame personen of meer;2019 december;
2180;19 Aardolie-industrie;500 werkzame personen of meer;2020 december;
2181;19 Aardolie-industrie;500 werkzame personen of meer;2021 december;
2182;19 Aardolie-industrie;500 werkzame personen of meer;2022 december;
2183;19 Aardolie-industrie;500 werkzame personen of meer;2023 december;
2184;20 Chemische industrie;Totaal;2010 december;43.8
2185;20 Chemische industrie;Totaal;2011 december ;44.6
2186;20 Chemische industrie;Totaal;2012 december;44.8
2187;20 Chemische industrie;Totaal;2013 december;44.4
2188;20 Chemische industrie;Totaal;2014 december;43.6
2189;20 Chemische industrie;Totaal;2015 december;43.8
2190;20 Chemische industrie;Totaal;2016 december;44.0
2191;20 Chemische industrie;Totaal;2017 december;44.4
2192;20 Chemische industrie;Totaal;2018 december;45.81
2193;20 Chemische industrie;Totaal;2019 december;46.1
2194;20 Chemische industrie;Totaal;2020 december;44.7
2195;20 Chemische industrie;Totaal;2021 december;45.5
2196;20 Chemische industrie;Totaal;2022 december;47.9
2197;20 Chemische industrie;Totaal;2023 december;48.7
2198;20 Chemische industrie;0  tot 10 werkzame personen;2010 december;1.4
2199;20 Chemische industrie;0  tot 10 werkzame personen;2011 december ;1.2
2200;20 Chemische industrie;0  tot 10 werkzame personen;2012 december;1.3
2201;20 Chemische industrie;0  tot 10 werkzame personen;2013 december;1.4
2202;20 Chemische industrie;0  tot 10 werkzame personen;2014 december;1.3
2203;20 Chemische industrie;0  tot 10 werkzame personen;2015 december;1.2
2204;20 Chemische industrie;0  tot 10 werkzame personen;2016 december;1.2
2205;20 Chemische industrie;0  tot 10 werkzame personen;2017 december;1.4
2206;20 Chemische industrie;0  tot 10 werkzame personen;2018 december;1.2
2207;20 Chemische industrie;0  tot 10 werkzame personen;2019 december;1.1
2208;20 Chemische industrie;0  tot 10 werkzame personen;2020 december;1.2
2209;20 Chemische industrie;0  tot 10 werkzame personen;2021 december;1.2
2210;20 Chemische industrie;0  tot 10 werkzame personen;2022 december;1.3
2211;20 Chemische industrie;0  tot 10 werkzame personen;2023 december;1.3
2212;20 Chemische industrie;10  tot 50 werkzame personen;2010 december;4.6
2213;20 Chemische industrie;10  tot 50 werkzame personen;2011 december ;4.5
2214;20 Chemische industrie;10  tot 50 werkzame personen;2012 december;4.4
2215;20 Chemische industrie;10  tot 50 werkzame personen;2013 december;4.8
2216;20 Chemische industrie;10  tot 50 werkzame personen;2014 december;5.1
2217;20 Chemische industrie;10  tot 50 werkzame personen;2015 december;5.1
2218;20 Chemische industrie;10  tot 50 werkzame personen;2016 december;4.5
2219;20 Chemische industrie;10  tot 50 werkzame personen;2017 december;4.9
2220;20 Chemische industrie;10  tot 50 werkzame personen;2018 december;4.87
2221;20 Chemische industrie;10  tot 50 werkzame personen;2019 december;5.0
2222;20 Chemische industrie;10  tot 50 werkzame personen;2020 december;4.6
2223;20 Chemische industrie;10  tot 50 werkzame personen;2021 december;4.5
2224;20 Chemische industrie;10  tot 50 werkzame personen;2022 december;4.3
2225;20 Chemische industrie;10  tot 50 werkzame personen;2023 december;4.5
2226;20 Chemische industrie;50  tot 100 werkzame personens;2010 december;3.9
2227;20 Chemische industrie;50  tot 100 werkzame personens;2011 december ;4.8
2228;20 Chemische industrie;50  tot 100 werkzame personens;2012 december;5.0
2229;20 Chemische industrie;50  tot 100 werkzame personens;2013 december;4.6
2230;20 Chemische industrie;50  tot 100 werkzame personens;2014 december;4.4
2231;20 Chemische industrie;50  tot 100 werkzame personens;2015 december;5.0
2232;20 Chemische industrie;50  tot 100 werkzame personens;2016 december;5.5
2233;20 Chemische industrie;50  tot 100 werkzame personens;2017 december;5.1
2234;20 Chemische industrie;50  tot 100 werkzame personens;2018 december;5.61
2235;20 Chemische industrie;50  tot 100 werkzame personens;2019 december;5.6
2236;20 Chemische industrie;50  tot 100 werkzame personens;2020 december;5.0
2237;20 Chemische industrie;50  tot 100 werkzame personens;2021 december;5.7
2238;20 Chemische industrie;50  tot 100 werkzame personens;2022 december;5.6
2239;20 Chemische industrie;50  tot 100 werkzame personens;2023 december;5.0
2240;20 Chemische industrie;100  tot 500 werkzame personen;2010 december;14.2
2241;20 Chemische industrie;100  tot 500 werkzame personen;2011 december ;15.6
2242;20 Chemische industrie;100  tot 500 werkzame personen;2012 december;16.5
2243;20 Chemische industrie;100  tot 500 werkzame personen;2013 december;16.0
2244;20 Chemische industrie;100  tot 500 werkzame personen;2014 december;14.9
2245;20 Chemische industrie;100  tot 500 werkzame personen;2015 december;13.8
2246;20 Chemische industrie;100  tot 500 werkzame personen;2016 december;15.7
2247;20 Chemische industrie;100  tot 500 werkzame personen;2017 december;16.3
2248;20 Chemische industrie;100  tot 500 werkzame personen;2018 december;18.25
2249;20 Chemische industrie;100  tot 500 werkzame personen;2019 december;17.6
2250;20 Chemische industrie;100  tot 500 werkzame personen;2020 december;17.4
2251;20 Chemische industrie;100  tot 500 werkzame personen;2021 december;17.1
2252;20 Chemische industrie;100  tot 500 werkzame personen;2022 december;20.1
2253;20 Chemische industrie;100  tot 500 werkzame personen;2023 december;19.1
2254;20 Chemische industrie;500 werkzame personen of meer;2010 december;19.7
2255;20 Chemische industrie;500 werkzame personen of meer;2011 december ;18.5
2256;20 Chemische industrie;500 werkzame personen of meer;2012 december;17.6
2257;20 Chemische industrie;500 werkzame personen of meer;2013 december;17.6
2258;20 Chemische industrie;500 werkzame personen of meer;2014 december;18.0
2259;20 Chemische industrie;500 werkzame personen of meer;2015 december;18.6
2260;20 Chemische industrie;500 werkzame personen of meer;2016 december;17.2
2261;20 Chemische industrie;500 werkzame personen of meer;2017 december;16.7
2262;20 Chemische industrie;500 werkzame personen of meer;2018 december;15.87
2263;20 Chemische industrie;500 werkzame personen of meer;2019 december;16.7
2264;20 Chemische industrie;500 werkzame personen of meer;2020 december;16.5
2265;20 Chemische industrie;500 werkzame personen of meer;2021 december;16.9
2266;20 Chemische industrie;500 werkzame personen of meer;2022 december;16.7
2267;20 Chemische industrie;500 werkzame personen of meer;2023 december;18.8
2268;21 Farmaceutische industrie;Totaal;2010 december;16.6
2269;21 Farmaceutische industrie;Totaal;2011 december ;13.0
2270;21 Farmaceutische industrie;Totaal;2012 december;12.8
2271;21 Farmaceutische industrie;Totaal;2013 december;12.2
2272;21 Farmaceutische industrie;Totaal;2014 december;12.4
2273;21 Farmaceutische industrie;Totaal;2015 december;12.7
2274;21 Farmaceutische industrie;Totaal;2016 december;12.9
2275;21 Farmaceutische industrie;Totaal;2017 december;13.0
2276;21 Farmaceutische industrie;Totaal;2018 december;13.26
2277;21 Farmaceutische industrie;Totaal;2019 december;13.9
2278;21 Farmaceutische industrie;Totaal;2020 december;15.0
2279;21 Farmaceutische industrie;Totaal;2021 december;15.6
2280;21 Farmaceutische industrie;Totaal;2022 december;18.1
2281;21 Farmaceutische industrie;Totaal;2023 december;19.1
2282;21 Farmaceutische industrie;0  tot 10 werkzame personen;2010 december;0.3
2283;21 Farmaceutische industrie;0  tot 10 werkzame personen;2011 december ;0.3
2284;21 Farmaceutische industrie;0  tot 10 werkzame personen;2012 december;
2285;21 Farmaceutische industrie;0  tot 10 werkzame personen;2013 december;0.3
2286;21 Farmaceutische industrie;0  tot 10 werkzame personen;2014 december;0.4
2287;21 Farmaceutische industrie;0  tot 10 werkzame personen;2015 december;0.3
2288;21 Farmaceutische industrie;0  tot 10 werkzame personen;2016 december;0.4
2289;21 Farmaceutische industrie;0  tot 10 werkzame personen;2017 december;0.4
2290;21 Farmaceutische industrie;0  tot 10 werkzame personen;2018 december;0.36
2291;21 Farmaceutische industrie;0  tot 10 werkzame personen;2019 december;0.4
2292;21 Farmaceutische industrie;0  tot 10 werkzame personen;2020 december;0.4
2293;21 Farmaceutische industrie;0  tot 10 werkzame personen;2021 december;0.4
2294;21 Farmaceutische industrie;0  tot 10 werkzame personen;2022 december;0.5
2295;21 Farmaceutische industrie;0  tot 10 werkzame personen;2023 december;0.3
2296;21 Farmaceutische industrie;10  tot 50 werkzame personen;2010 december;1.1
2297;21 Farmaceutische industrie;10  tot 50 werkzame personen;2011 december ;0.9
2298;21 Farmaceutische industrie;10  tot 50 werkzame personen;2012 december;0.8
2299;21 Farmaceutische industrie;10  tot 50 werkzame personen;2013 december;0.8
2300;21 Farmaceutische industrie;10  tot 50 werkzame personen;2014 december;0.8
2301;21 Farmaceutische industrie;10  tot 50 werkzame personen;2015 december;0.8
2302;21 Farmaceutische industrie;10  tot 50 werkzame personen;2016 december;0.8
2303;21 Farmaceutische industrie;10  tot 50 werkzame personen;2017 december;0.6
2304;21 Farmaceutische industrie;10  tot 50 werkzame personen;2018 december;0.82
2305;21 Farmaceutische industrie;10  tot 50 werkzame personen;2019 december;1.0
2306;21 Farmaceutische industrie;10  tot 50 werkzame personen;2020 december;0.9
2307;21 Farmaceutische industrie;10  tot 50 werkzame personen;2021 december;0.8
2308;21 Farmaceutische industrie;10  tot 50 werkzame personen;2022 december;0.7
2309;21 Farmaceutische industrie;10  tot 50 werkzame personen;2023 december;0.7
2310;21 Farmaceutische industrie;50  tot 100 werkzame personens;2010 december;0.7
2311;21 Farmaceutische industrie;50  tot 100 werkzame personens;2011 december ;0.9
2312;21 Farmaceutische industrie;50  tot 100 werkzame personens;2012 december;
2313;21 Farmaceutische industrie;50  tot 100 werkzame personens;2013 december;0.7
2314;21 Farmaceutische industrie;50  tot 100 werkzame personens;2014 december;0.6
2315;21 Farmaceutische industrie;50  tot 100 werkzame personens;2015 december;0.8
2316;21 Farmaceutische industrie;50  tot 100 werkzame personens;2016 december;0.7
2317;21 Farmaceutische industrie;50  tot 100 werkzame personens;2017 december;0.7
2318;21 Farmaceutische industrie;50  tot 100 werkzame personens;2018 december;0.92
2319;21 Farmaceutische industrie;50  tot 100 werkzame personens;2019 december;1.1
2320;21 Farmaceutische industrie;50  tot 100 werkzame personens;2020 december;1.2
2321;21 Farmaceutische industrie;50  tot 100 werkzame personens;2021 december;1.0
2322;21 Farmaceutische industrie;50  tot 100 werkzame personens;2022 december;1.0
2323;21 Farmaceutische industrie;50  tot 100 werkzame personens;2023 december;1.4
2324;21 Farmaceutische industrie;100  tot 500 werkzame personen;2010 december;3.8
2325;21 Farmaceutische industrie;100  tot 500 werkzame personen;2011 december ;3.5
2326;21 Farmaceutische industrie;100  tot 500 werkzame personen;2012 december;3.1
2327;21 Farmaceutische industrie;100  tot 500 werkzame personen;2013 december;3.0
2328;21 Farmaceutische industrie;100  tot 500 werkzame personen;2014 december;3.4
2329;21 Farmaceutische industrie;100  tot 500 werkzame personen;2015 december;3.8
2330;21 Farmaceutische industrie;100  tot 500 werkzame personen;2016 december;4.0
2331;21 Farmaceutische industrie;100  tot 500 werkzame personen;2017 december;4.3
2332;21 Farmaceutische industrie;100  tot 500 werkzame personen;2018 december;4.36
2333;21 Farmaceutische industrie;100  tot 500 werkzame personen;2019 december;3.8
2334;21 Farmaceutische industrie;100  tot 500 werkzame personen;2020 december;4.9
2335;21 Farmaceutische industrie;100  tot 500 werkzame personen;2021 december;4.9
2336;21 Farmaceutische industrie;100  tot 500 werkzame personen;2022 december;6.3
2337;21 Farmaceutische industrie;100  tot 500 werkzame personen;2023 december;6.0
2338;21 Farmaceutische industrie;500 werkzame personen of meer;2010 december;10.7
2339;21 Farmaceutische industrie;500 werkzame personen of meer;2011 december ;7.4
2340;21 Farmaceutische industrie;500 werkzame personen of meer;2012 december;8.0
2341;21 Farmaceutische industrie;500 werkzame personen of meer;2013 december;7.3
2342;21 Farmaceutische industrie;500 werkzame personen of meer;2014 december;7.2
2343;21 Farmaceutische industrie;500 werkzame personen of meer;2015 december;7.1
2344;21 Farmaceutische industrie;500 werkzame personen of meer;2016 december;7.1
2345;21 Farmaceutische industrie;500 werkzame personen of meer;2017 december;7.0
2346;21 Farmaceutische industrie;500 werkzame personen of meer;2018 december;6.8
2347;21 Farmaceutische industrie;500 werkzame personen of meer;2019 december;7.6
2348;21 Farmaceutische industrie;500 werkzame personen of meer;2020 december;7.7
2349;21 Farmaceutische industrie;500 werkzame personen of meer;2021 december;8.6
2350;21 Farmaceutische industrie;500 werkzame personen of meer;2022 december;9.6
2351;21 Farmaceutische industrie;500 werkzame personen of meer;2023 december;10.6
2352;22-23 Kunststof- en bouwmateriaalindustr;Totaal;2010 december;55.4
2353;22-23 Kunststof- en bouwmateriaalindustr;Totaal;2011 december ;54.8
2354;22-23 Kunststof- en bouwmateriaalindustr;Totaal;2012 december;53.6
2355;22-23 Kunststof- en bouwmateriaalindustr;Totaal;2013 december;51.0
2356;22-23 Kunststof- en bouwmateriaalindustr;Totaal;2014 december;50.0
2357;22-23 Kunststof- en bouwmateriaalindustr;Totaal;2015 december;50.5
2358;22-23 Kunststof- en bouwmateriaalindustr;Totaal;2016 december;51.6
2359;22-23 Kunststof- en bouwmateriaalindustr;Totaal;2017 december;54.0
2360;22-23 Kunststof- en bouwmateriaalindustr;Totaal;2018 december;54.31
2361;22-23 Kunststof- en bouwmateriaalindustr;Totaal;2019 december;54.7
2362;22-23 Kunststof- en bouwmateriaalindustr;Totaal;2020 december;54.9
2363;22-23 Kunststof- en bouwmateriaalindustr;Totaal;2021 december;55.7
2364;22-23 Kunststof- en bouwmateriaalindustr;Totaal;2022 december;56.3
2365;22-23 Kunststof- en bouwmateriaalindustr;Totaal;2023 december;55.2
2366;22-23 Kunststof- en bouwmateriaalindustr;0  tot 10 werkzame personen;2010 december;5.0
2367;22-23 Kunststof- en bouwmateriaalindustr;0  tot 10 werkzame personen;2011 december ;4.3
2368;22-23 Kunststof- en bouwmateriaalindustr;0  tot 10 werkzame personen;2012 december;4.3
2369;22-23 Kunststof- en bouwmateriaalindustr;0  tot 10 werkzame personen;2013 december;4.3
2370;22-23 Kunststof- en bouwmateriaalindustr;0  tot 10 werkzame personen;2014 december;4.4
2371;22-23 Kunststof- en bouwmateriaalindustr;0  tot 10 werkzame personen;2015 december;4.2
2372;22-23 Kunststof- en bouwmateriaalindustr;0  tot 10 werkzame personen;2016 december;4.3
2373;22-23 Kunststof- en bouwmateriaalindustr;0  tot 10 werkzame personen;2017 december;4.3
2374;22-23 Kunststof- en bouwmateriaalindustr;0  tot 10 werkzame personen;2018 december;4.33
2375;22-23 Kunststof- en bouwmateriaalindustr;0  tot 10 werkzame personen;2019 december;4.3
2376;22-23 Kunststof- en bouwmateriaalindustr;0  tot 10 werkzame personen;2020 december;4.2
2377;22-23 Kunststof- en bouwmateriaalindustr;0  tot 10 werkzame personen;2021 december;4.3
2378;22-23 Kunststof- en bouwmateriaalindustr;0  tot 10 werkzame personen;2022 december;4.2
2379;22-23 Kunststof- en bouwmateriaalindustr;0  tot 10 werkzame personen;2023 december;4.2
2380;22-23 Kunststof- en bouwmateriaalindustr;10  tot 50 werkzame personen;2010 december;12.1
2381;22-23 Kunststof- en bouwmateriaalindustr;10  tot 50 werkzame personen;2011 december ;12.6
2382;22-23 Kunststof- en bouwmateriaalindustr;10  tot 50 werkzame personen;2012 december;11.6
2383;22-23 Kunststof- en bouwmateriaalindustr;10  tot 50 werkzame personen;2013 december;11.4
2384;22-23 Kunststof- en bouwmateriaalindustr;10  tot 50 werkzame personen;2014 december;11.2
2385;22-23 Kunststof- en bouwmateriaalindustr;10  tot 50 werkzame personen;2015 december;11.5
2386;22-23 Kunststof- en bouwmateriaalindustr;10  tot 50 werkzame personen;2016 december;11.1
2387;22-23 Kunststof- en bouwmateriaalindustr;10  tot 50 werkzame personen;2017 december;11.7
2388;22-23 Kunststof- en bouwmateriaalindustr;10  tot 50 werkzame personen;2018 december;11.57
2389;22-23 Kunststof- en bouwmateriaalindustr;10  tot 50 werkzame personen;2019 december;11.4
2390;22-23 Kunststof- en bouwmateriaalindustr;10  tot 50 werkzame personen;2020 december;11.2
2391;22-23 Kunststof- en bouwmateriaalindustr;10  tot 50 werkzame personen;2021 december;11.4
2392;22-23 Kunststof- en bouwmateriaalindustr;10  tot 50 werkzame personen;2022 december;11.4
2393;22-23 Kunststof- en bouwmateriaalindustr;10  tot 50 werkzame personen;2023 december;11.1
2394;22-23 Kunststof- en bouwmateriaalindustr;50  tot 100 werkzame personens;2010 december;7.6
2395;22-23 Kunststof- en bouwmateriaalindustr;50  tot 100 werkzame personens;2011 december ;7.8
2396;22-23 Kunststof- en bouwmateriaalindustr;50  tot 100 werkzame personens;2012 december;8.8
2397;22-23 Kunststof- en bouwmateriaalindustr;50  tot 100 werkzame personens;2013 december;7.7
2398;22-23 Kunststof- en bouwmateriaalindustr;50  tot 100 werkzame personens;2014 december;8.2
2399;22-23 Kunststof- en bouwmateriaalindustr;50  tot 100 werkzame personens;2015 december;8.0
2400;22-23 Kunststof- en bouwmateriaalindustr;50  tot 100 werkzame personens;2016 december;8.6
2401;22-23 Kunststof- en bouwmateriaalindustr;50  tot 100 werkzame personens;2017 december;9.3
2402;22-23 Kunststof- en bouwmateriaalindustr;50  tot 100 werkzame personens;2018 december;9.19
2403;22-23 Kunststof- en bouwmateriaalindustr;50  tot 100 werkzame personens;2019 december;9.0
2404;22-23 Kunststof- en bouwmateriaalindustr;50  tot 100 werkzame personens;2020 december;9.3
2405;22-23 Kunststof- en bouwmateriaalindustr;50  tot 100 werkzame personens;2021 december;9.8
2406;22-23 Kunststof- en bouwmateriaalindustr;50  tot 100 werkzame personens;2022 december;9.9
2407;22-23 Kunststof- en bouwmateriaalindustr;50  tot 100 werkzame personens;2023 december;9.8
2408;22-23 Kunststof- en bouwmateriaalindustr;100  tot 500 werkzame personen;2010 december;21.0
2409;22-23 Kunststof- en bouwmateriaalindustr;100  tot 500 werkzame personen;2011 december ;21.0
2410;22-23 Kunststof- en bouwmateriaalindustr;100  tot 500 werkzame personen;2012 december;20.3
2411;22-23 Kunststof- en bouwmateriaalindustr;100  tot 500 werkzame personen;2013 december;19.7
2412;22-23 Kunststof- en bouwmateriaalindustr;100  tot 500 werkzame personen;2014 december;18.3
2413;22-23 Kunststof- en bouwmateriaalindustr;100  tot 500 werkzame personen;2015 december;20.3
2414;22-23 Kunststof- en bouwmateriaalindustr;100  tot 500 werkzame personen;2016 december;21.1
2415;22-23 Kunststof- en bouwmateriaalindustr;100  tot 500 werkzame personen;2017 december;22.3
2416;22-23 Kunststof- en bouwmateriaalindustr;100  tot 500 werkzame personen;2018 december;22.1
2417;22-23 Kunststof- en bouwmateriaalindustr;100  tot 500 werkzame personen;2019 december;23.0
2418;22-23 Kunststof- en bouwmateriaalindustr;100  tot 500 werkzame personen;2020 december;24.0
2419;22-23 Kunststof- en bouwmateriaalindustr;100  tot 500 werkzame personen;2021 december;24.6
2420;22-23 Kunststof- en bouwmateriaalindustr;100  tot 500 werkzame personen;2022 december;25.3
2421;22-23 Kunststof- en bouwmateriaalindustr;100  tot 500 werkzame personen;2023 december;23.8
2422;22-23 Kunststof- en bouwmateriaalindustr;500 werkzame personen of meer;2010 december;9.8
2423;22-23 Kunststof- en bouwmateriaalindustr;500 werkzame personen of meer;2011 december ;9.1
2424;22-23 Kunststof- en bouwmateriaalindustr;500 werkzame personen of meer;2012 december;8.6
2425;22-23 Kunststof- en bouwmateriaalindustr;500 werkzame personen of meer;2013 december;8.0
2426;22-23 Kunststof- en bouwmateriaalindustr;500 werkzame personen of meer;2014 december;8.0
2427;22-23 Kunststof- en bouwmateriaalindustr;500 werkzame personen of meer;2015 december;6.5
2428;22-23 Kunststof- en bouwmateriaalindustr;500 werkzame personen of meer;2016 december;6.6
2429;22-23 Kunststof- en bouwmateriaalindustr;500 werkzame personen of meer;2017 december;6.4
2430;22-23 Kunststof- en bouwmateriaalindustr;500 werkzame personen of meer;2018 december;7.12
2431;22-23 Kunststof- en bouwmateriaalindustr;500 werkzame personen of meer;2019 december;7.0
2432;22-23 Kunststof- en bouwmateriaalindustr;500 werkzame personen of meer;2020 december;6.2
2433;22-23 Kunststof- en bouwmateriaalindustr;500 werkzame personen of meer;2021 december;5.6
2434;22-23 Kunststof- en bouwmateriaalindustr;500 werkzame personen of meer;2022 december;5.5
2435;22-23 Kunststof- en bouwmateriaalindustr;500 werkzame personen of meer;2023 december;6.4
2436;22 Rubber- en kunststofproductindustrie;Totaal;2010 december;30.3
2437;22 Rubber- en kunststofproductindustrie;Totaal;2011 december ;29.8
2438;22 Rubber- en kunststofproductindustrie;Totaal;2012 december;30.0
2439;22 Rubber- en kunststofproductindustrie;Totaal;2013 december;29.4
