ID;Marges;Persoonskenmerken;Perioden;VoeltZichWelEensOnveilig_1;VoeltZichVaakOnveilig_2;VanZakkenrollerij_3;VanBerovingOpStraat_4;VanInbraakInWoning_5;VanMishandeling_6;VoeltZichWelEensOnveiligInBuurt_7;VoeltZichVaakOnveiligInBuurt_8;SAvondsOpStraatInBuurtOnveilig_9;SAvondsAlleenThuisOnveilig_10;DoetSAvondsNietOpen_11;RijdtOfLooptOm_12;BangSlachtofferCriminaliteitTeWorden_13;DenktDatErVeelCriminaliteitInBuurt_14;VindtCriminaliteitInBuurtToegenomen_15;VindtCriminaliteitInBuurtAfgenomen_16;VindtCriminaliteitInBuurtGelijk_17;RapportcijferVeiligheidInBuurt_18;RondomUitgaansgelegenheden_19;OpPlekkenWaarJongerenRondhangen_20;InCentrumVanWoonplaats_21;InWinkelgebiedWinkelcentrum_22;InOpenbaarVervoer_23;BijTreinstationInWoonplaats_24;InEigenHuis_25;DoorOnbekendenOpStraat_26;DoorOnbekendenInOpenbaarVervoer_27;DoorPersoneelVanWinkelsEnBedrijven_28;DoorPersoneelVanOverheidsinstanties_29;DoorBekendenPartnerFamilieVriend_30
87;Waarde;Leeftijd: 55 tot 65 jaar;2015;32.8;1.8;3.4;2.5;10.3;1.9;16.5;1.5;2.9;2.1;8.5;2.1;2.9;8.1;11.7;3.8;54.3;7.2;20.4;37.8;17.2;13.6;16.9;16.2;9.1;16.8;11.6;13.6;12.4;5.7
88;Waarde;Leeftijd: 55 tot 65 jaar;2016;32.5;1.6;2.9;2.2;9.1;2.1;15.0;1.4;2.6;1.9;8.8;1.9;2.7;7.5;11.7;3.6;53.0;7.3;19.8;37.2;16.6;13.1;17.1;16.0;8.3;17.7;11.8;13.7;11.8;6.0
89;Waarde;Leeftijd: 55 tot 65 jaar;2017;31.7;1.7;2.7;1.9;9.0;1.9;15.3;1.6;2.9;2.0;8.7;1.8;2.5;7.8;11.5;3.5;52.8;7.3;19.4;36.7;15.7;12.4;15.0;14.8;8.0;17.1;11.1;12.7;11.0;5.6
90;Waarde;Leeftijd: 55 tot 65 jaar;2019;28.9;1.3;2.1;1.7;7.5;1.5;13.5;1.3;2.3;1.4;7.3;1.6;2.0;7.3;10.6;3.4;54.0;7.4;17.2;33.8;14.9;11.5;13.4;13.3;6.2;16.1;10.0;11.5;9.3;5.6
91;Waarde;Leeftijd: 65 tot 75 jaar;2012;27.9;1.3;3.0;2.3;7.4;1.7;15.6;1.0;3.3;2.1;12.0;2.0;2.8;5.5;8.5;3.0;45.5;7.2;15.3;32.9;16.4;14.1;13.4;13.9;7.9;12.3;8.0;11.3;8.4;4.3
92;Waarde;Leeftijd: 65 tot 75 jaar;2013;28.5;1.5;4.5;2.7;9.1;1.8;15.9;1.4;3.3;2.4;12.7;1.9;3.5;6.3;10.3;3.2;45.5;7.2;15.4;32.0;16.2;13.3;13.1;13.7;8.6;12.3;8.0;11.0;8.8;4.2
93;Waarde;Leeftijd: 65 tot 75 jaar;2014;28.1;1.5;3.4;2.5;8.7;1.9;15.3;1.4;3.0;2.4;14.2;2.0;3.0;6.3;8.9;3.3;48.4;7.2;14.3;31.4;14.9;12.9;13.2;13.4;9.1;12.2;7.9;10.0;8.6;4.1
94;Waarde;Leeftijd: 65 tot 75 jaar;2015;27.2;1.1;2.9;2.0;8.1;1.9;15.4;1.1;3.2;2.4;12.8;1.7;2.7;5.6;8.0;3.5;47.6;7.3;14.8;31.1;14.8;12.3;12.5;12.3;8.2;12.2;7.7;9.9;8.4;4.5
95;Waarde;Leeftijd: 65 tot 75 jaar;2016;26.9;1.3;2.4;1.8;7.0;1.5;14.7;1.1;2.8;1.8;12.9;1.7;2.5;5.3;8.2;3.4;48.9;7.3;14.6;30.8;14.8;11.9;13.1;12.7;7.8;12.2;7.6;8.6;8.0;3.9
96;Waarde;Leeftijd: 65 tot 75 jaar;2017;26.5;1.1;2.3;1.7;6.8;1.4;13.8;1.0;2.8;1.6;12.8;1.8;2.3;5.3;8.4;3.0;47.8;7.3;14.2;29.7;14.7;11.6;12.0;12.1;7.2;11.6;7.3;8.8;7.3;3.8
97;Waarde;Leeftijd: 65 tot 75 jaar;2019;24.5;1.1;2.0;1.5;6.3;1.3;12.6;1.1;2.4;1.6;11.1;1.6;2.1;5.4;7.6;2.8;48.3;7.5;13.3;27.6;13.4;10.8;10.4;10.7;6.3;11.1;6.4;7.7;6.5;3.7
98;Waarde;Leeftijd: 75 jaar of ouder;2012;26.4;1.2;4.3;2.7;6.4;1.5;16.2;1.1;4.2;2.5;18.3;2.1;3.7;3.9;6.0;2.5;36.9;7.3;11.6;24.9;14.1;13.4;10.1;10.5;9.0;7.5;5.0;7.0;5.2;2.9
99;Waarde;Leeftijd: 75 jaar of ouder;2013;26.4;1.6;5.0;2.5;7.0;1.4;16.6;1.0;4.3;2.8;18.5;2.1;3.8;3.8;6.9;2.7;37.5;7.3;10.4;23.9;12.6;12.3;10.5;10.4;8.6;7.8;5.2;7.5;5.6;3.1
100;Waarde;Leeftijd: 75 jaar of ouder;2014;26.3;1.6;4.4;2.8;6.7;2.0;16.1;1.5;4.7;3.0;18.8;2.3;3.2;4.6;6.6;3.0;37.6;7.3;9.8;22.3;11.9;12.0;9.0;9.5;9.0;7.4;4.3;6.6;5.3;3.0
101;Waarde;Leeftijd: 75 jaar of ouder;2015;24.4;1.5;3.8;2.3;6.5;1.4;15.5;1.1;4.0;2.6;17.8;1.9;3.2;3.8;5.6;2.7;38.3;7.3;10.0;22.0;11.4;11.2;9.9;9.2;8.1;7.0;4.3;5.8;4.7;2.9
102;Waarde;Leeftijd: 75 jaar of ouder;2016;22.7;1.2;2.7;1.9;5.4;1.3;13.5;0.9;3.4;2.3;17.6;1.6;2.6;3.2;5.0;2.4;38.2;7.4;9.5;21.6;11.3;10.9;8.7;8.3;7.4;6.8;4.0;5.5;4.5;3.0
103;Waarde;Leeftijd: 75 jaar of ouder;2017;22.6;1.3;2.7;1.9;5.5;1.3;14.2;1.1;3.9;2.2;17.5;1.8;3.0;3.8;5.1;2.3;37.5;7.4;9.3;20.7;10.3;10.1;8.0;8.1;7.4;6.7;3.9;5.5;4.6;3.0
104;Waarde;Leeftijd: 75 jaar of ouder;2019;21.4;0.9;1.9;1.3;5.0;0.7;11.6;0.8;3.1;1.7;15.7;1.3;2.0;3.6;5.5;2.3;38.9;7.5;8.5;19.0;10.7;9.8;7.0;7.2;6.1;6.6;3.6;4.9;4.0;2.9
105;Waarde;Burgerlijke staat: ongehuwd;2012;42.2;2.0;4.3;3.0;10.2;2.9;20.9;2.1;4.5;3.1;6.9;3.6;3.7;13.3;15.4;5.4;51.5;7.1;32.8;51.9;20.4;14.9;23.7;23.8;9.2;29.1;21.1;19.9;15.5;8.2
106;Waarde;Burgerlijke staat: ongehuwd;2013;42.3;2.3;5.7;3.2;12.2;3.2;22.1;2.2;4.4;3.1;7.4;3.6;4.1;14.3;16.9;4.6;50.3;7.0;31.3;50.4;19.3;14.3;22.2;23.2;9.2;28.6;20.5;19.5;15.7;7.9
107;Waarde;Burgerlijke staat: ongehuwd;2014;41.7;2.3;4.7;2.9;11.2;2.9;21.7;2.3;4.4;2.9;7.9;3.4;3.8;13.5;15.7;5.8;50.5;7.1;30.0;48.3;18.8;13.2;21.1;22.0;9.4;27.8;19.8;18.2;14.9;8.0
108;Waarde;Burgerlijke staat: ongehuwd;2015;40.8;1.9;4.5;2.7;11.0;3.0;20.3;2.0;4.2;2.6;7.8;3.2;3.5;13.0;14.5;5.7;51.9;7.1;29.4;47.7;18.5;13.5;21.3;21.9;9.2;27.9;19.0;16.5;13.4;7.7
109;Waarde;Burgerlijke staat: ongehuwd;2016;39.6;1.7;3.7;2.1;8.9;2.7;18.2;1.7;3.5;2.1;6.8;2.9;2.8;11.6;12.7;5.6;51.0;7.2;27.3;45.8;16.9;12.7;21.4;20.9;7.7;27.0;17.7;15.4;12.2;8.1
110;Waarde;Burgerlijke staat: ongehuwd;2017;38.9;1.8;3.8;2.3;8.7;2.9;18.6;1.8;3.8;2.3;7.0;3.0;3.0;11.7;12.8;5.3;50.9;7.3;26.7;44.5;16.4;12.0;20.4;20.0;7.9;26.3;17.1;14.2;10.9;7.6
111;Waarde;Burgerlijke staat: ongehuwd;2019;37.2;1.8;3.2;1.9;7.7;2.5;16.9;1.7;3.7;2.0;6.8;3.0;2.6;11.2;11.8;6.2;52.8;7.4;25.5;42.0;16.6;12.2;18.9;18.5;6.8;24.4;16.2;13.5;9.4;8.2
112;Waarde;Burgerlijke staat: gehuwd;2012;33.4;1.5;3.4;2.4;10.4;1.9;15.6;1.4;2.8;2.1;7.2;1.8;2.8;7.6;13.5;3.0;52.5;7.2;21.9;41.2;17.9;14.4;17.2;17.1;8.1;19.1;12.4;16.1;12.4;5.3
113;Waarde;Burgerlijke staat: gehuwd;2013;33.4;1.5;4.5;2.5;12.6;2.1;15.9;1.4;2.6;2.0;7.7;1.7;3.2;8.6;15.5;3.0;51.7;7.2;21.5;39.7;17.1;13.9;16.3;16.5;8.6;18.8;11.9;15.9;12.5;5.6
114;Waarde;Burgerlijke staat: gehuwd;2014;32.0;1.3;3.0;2.0;11.1;1.6;15.0;1.2;2.4;1.9;8.0;1.5;2.7;8.1;13.4;3.5;52.7;7.3;19.8;37.8;15.6;12.6;15.1;15.0;8.1;17.4;11.2;14.5;11.3;5.4
115;Waarde;Burgerlijke staat: gehuwd;2015;32.2;1.3;3.1;2.1;11.1;2.0;15.7;1.2;2.5;2.0;8.0;1.7;2.7;8.1;12.4;3.4;53.7;7.3;20.0;37.6;15.2;12.5;15.8;15.2;8.0;17.3;11.4;13.7;10.8;5.3
116;Waarde;Burgerlijke staat: gehuwd;2016;31.6;1.3;2.7;1.8;9.5;1.6;14.2;1.1;2.2;1.8;7.7;1.5;2.5;7.1;11.5;3.6;54.0;7.4;19.2;36.7;14.9;12.2;15.8;14.8;7.2;17.2;10.7;12.8;10.0;5.2
117;Waarde;Burgerlijke staat: gehuwd;2017;30.7;1.2;2.5;1.6;9.4;1.5;14.0;1.1;2.3;1.6;8.1;1.5;2.2;7.3;11.6;3.4;52.6;7.4;18.9;36.1;14.6;11.8;14.2;14.1;6.7;16.8;10.4;12.1;9.3;5.0
118;Waarde;Burgerlijke staat: gehuwd;2019;28.0;1.0;2.0;1.4;8.2;1.4;11.8;1.0;1.9;1.3;6.9;1.4;1.9;6.6;10.3;3.4;54.0;7.5;16.6;32.6;13.5;10.9;12.8;12.4;5.6;15.4;9.2;10.7;7.7;5.1
119;Waarde;Burgerlijke staat: verweduwd;2012;30.5;1.3;4.5;2.9;7.7;1.9;18.2;1.4;4.8;2.8;19.5;2.8;4.0;5.1;8.0;2.6;38.6;7.2;13.2;29.7;14.7;14.0;11.7;13.4;10.1;9.1;6.2;8.9;6.8;3.4
120;Waarde;Burgerlijke staat: verweduwd;2013;30.5;2.0;5.3;2.9;8.4;1.6;19.9;1.5;5.1;3.2;19.7;2.2;4.2;5.7;8.5;2.7;38.5;7.1;12.2;27.5;13.2;12.8;12.7;13.2;11.4;9.5;6.5;9.5;7.3;4.3
121;Waarde;Burgerlijke staat: verweduwd;2014;30.6;1.9;4.9;2.7;7.2;2.2;18.6;2.0;5.4;3.5;20.4;2.7;3.8;5.8;7.1;3.4;40.0;7.2;11.1;25.6;13.0;13.0;11.2;12.0;11.6;8.9;5.5;8.5;7.1;3.4
122;Waarde;Burgerlijke staat: verweduwd;2015;29.2;1.8;4.1;2.4;8.1;1.7;18.1;1.4;4.4;3.2;20.2;2.5;3.8;5.3;6.7;2.8;39.9;7.2;12.0;26.4;14.0;12.3;11.3;11.5;10.3;9.0;5.7;7.4;6.5;3.6
123;Waarde;Burgerlijke staat: verweduwd;2016;28.4;1.7;2.7;2.3;6.1;1.8;17.1;1.1;4.3;2.8;19.8;2.3;3.3;4.6;7.4;2.6;39.6;7.3;12.3;25.9;13.5;12.5;11.6;11.4;9.5;8.3;4.8;6.7;6.1;3.6
124;Waarde;Burgerlijke staat: verweduwd;2017;26.8;1.5;3.2;2.0;6.4;1.3;16.0;1.4;4.5;2.6;19.1;2.1;3.4;4.4;6.1;2.4;39.4;7.3;11.3;23.6;11.7;10.4;10.6;10.5;9.4;7.5;4.9;6.7;5.3;3.7
125;Waarde;Burgerlijke staat: verweduwd;2019;24.8;1.2;2.2;1.5;5.5;1.0;14.1;1.2;4.3;2.3;17.5;2.3;2.7;4.7;6.1;2.5;40.0;7.4;10.4;22.3;10.9;9.9;8.2;8.8;7.9;7.8;4.4;5.5;4.5;2.7
126;Waarde;Burgerlijke staat: gescheiden;2012;37.3;3.1;4.7;3.5;11.2;4.0;20.7;2.7;5.7;3.0;12.1;3.3;5.0;11.9;13.9;4.2;47.3;7.0;24.6;43.1;21.7;17.1;20.4;21.3;11.4;22.9;16.1;19.4;17.5;10.7
127;Waarde;Burgerlijke staat: gescheiden;2013;36.9;2.7;5.5;3.8;11.4;3.1;21.0;2.7;5.0;3.2;12.8;3.5;4.8;11.5;13.9;4.1;47.2;6.9;23.7;41.6;20.9;16.3;19.9;20.6;12.1;21.5;15.3;17.6;15.2;9.7
128;Waarde;Burgerlijke staat: gescheiden;2014;36.8;2.8;4.9;3.8;11.9;3.6;22.2;2.9;5.2;3.2;13.3;3.4;4.3;11.5;13.7;4.3;48.9;7.0;22.5;39.7;19.5;15.8;19.0;20.3;11.8;20.7;13.6;16.7;15.3;9.5
129;Waarde;Burgerlijke staat: gescheiden;2015;36.5;3.0;4.3;3.7;11.3;3.0;22.0;2.9;5.3;2.9;12.9;3.6;4.0;10.8;12.6;4.8;49.1;7.0;23.5;39.7;19.6;16.1;19.6;19.7;11.9;20.8;14.4;16.2;14.7;10.1
130;Waarde;Burgerlijke staat: gescheiden;2016;35.0;2.6;4.0;3.2;10.5;3.3;20.4;2.7;5.3;2.9;13.8;3.6;4.1;11.0;12.9;4.3;47.4;7.1;21.9;39.3;19.1;14.6;18.8;18.6;11.4;20.4;13.9;14.7;14.1;10.1
131;Waarde;Burgerlijke staat: gescheiden;2017;35.7;2.8;3.4;2.8;9.7;2.8;20.5;2.7;4.9;2.7;12.8;2.9;3.9;10.6;12.5;4.3;48.3;7.1;21.3;37.7;18.6;14.2;17.2;18.3;10.4;19.2;12.3;14.2;12.2;9.7
132;Waarde;Burgerlijke staat: gescheiden;2019;32.2;1.9;2.9;2.3;7.6;2.3;17.1;2.1;4.3;2.1;11.8;3.0;2.8;9.5;11.1;3.8;49.6;7.3;18.1;34.3;17.1;13.5;15.5;16.4;8.9;17.9;11.0;12.9;10.2;8.8
133;Waarde;Migratieachtergrond: Nederland;2012;36.0;1.3;3.3;2.2;9.2;2.0;16.5;1.3;3.0;2.0;7.2;2.1;2.5;8.8;13.6;3.3;53.4;7.2;25.3;44.1;18.2;14.0;18.5;18.3;8.0;21.9;14.7;16.8;13.0;6.2
134;Waarde;Migratieachtergrond: Nederland;2013;36.2;1.5;4.5;2.2;11.0;2.0;17.2;1.4;2.9;2.1;7.8;2.0;2.9;9.7;15.3;3.1;52.7;7.2;24.4;42.9;17.2;13.4;17.7;17.8;8.4;21.5;14.2;16.4;13.2;6.2
135;Waarde;Migratieachtergrond: Nederland;2014;35.5;1.4;3.3;2.0;10.1;1.9;16.8;1.3;2.9;1.9;8.2;1.9;2.7;9.4;13.8;3.8;53.6;7.2;22.8;40.6;16.0;12.2;16.6;16.4;8.3;20.4;13.5;15.0;12.0;6.1
136;Waarde;Migratieachtergrond: Nederland;2015;35.1;1.3;3.2;1.9;9.9;2.0;16.6;1.3;2.9;1.9;8.1;1.9;2.6;9.1;12.9;3.7;54.5;7.3;22.9;40.4;15.8;12.4;17.2;16.7;8.0;20.6;13.3;13.8;11.4;6.0
137;Waarde;Migratieachtergrond: Nederland;2016;34.3;1.2;2.7;1.6;8.3;1.8;14.9;1.1;2.5;1.6;7.9;1.7;2.1;8.2;11.7;3.8;54.6;7.4;21.7;39.4;14.9;11.7;17.0;16.1;7.1;20.2;12.6;12.9;10.4;6.1
138;Waarde;Migratieachtergrond: Nederland;2017;34.0;1.3;2.7;1.6;8.2;1.8;15.2;1.2;2.7;1.6;8.0;1.8;2.1;8.4;11.9;3.6;53.8;7.4;21.5;38.7;14.7;11.4;15.8;15.4;7.0;19.6;12.2;12.1;9.5;5.9
139;Waarde;Migratieachtergrond: Nederland;2019;31.3;1.1;2.1;1.2;6.8;1.5;13.1;1.0;2.4;1.3;7.2;1.6;1.7;7.7;10.6;3.8;55.6;7.5;19.6;35.8;14.1;10.6;14.2;13.7;5.7;17.8;10.8;10.8;7.9;5.9
140;Waarde;Migratieachtergrond: westers;2012;39.0;2.1;4.4;2.8;10.7;2.6;20.2;2.1;4.7;3.2;9.8;2.8;4.2;10.2;13.1;4.1;48.6;7.1;25.5;45.0;19.8;15.1;19.9;21.5;9.8;23.1;16.2;17.6;14.0;6.7
141;Waarde;Migratieachtergrond: westers;2013;38.1;2.4;5.6;3.5;11.7;2.7;20.9;1.8;4.2;2.6;10.1;3.1;4.4;11.2;14.2;3.8;47.3;7.1;25.2;44.1;18.9;14.3;20.0;21.9;9.4;22.6;16.5;17.2;13.7;7.0
142;Waarde;Migratieachtergrond: westers;2014;37.3;2.1;4.3;2.7;10.7;2.6;19.9;2.1;4.1;2.8;10.2;2.4;3.5;10.3;12.4;4.7;47.5;7.2;23.8;41.2;18.5;14.4;18.8;20.5;9.2;21.2;15.2;16.5;12.8;7.0
143;Waarde;Migratieachtergrond: westers;2015;37.0;2.1;4.9;3.3;11.6;3.0;21.3;2.0;4.3;2.6;10.1;3.2;3.6;10.8;11.1;4.6;51.2;7.2;24.3;42.0;18.1;13.9;19.5;19.8;9.9;21.3;15.6;15.1;11.4;6.7
144;Waarde;Migratieachtergrond: westers;2016;35.8;2.2;3.8;2.5;9.9;2.6;19.4;1.7;3.8;2.6;10.1;2.9;3.6;10.1;11.1;4.6;48.4;7.2;22.5;40.3;18.1;13.2;19.5;19.7;8.7;21.5;14.7;14.3;11.3;7.2
145;Waarde;Migratieachtergrond: westers;2017;34.7;1.9;3.4;2.1;9.5;2.4;18.8;1.9;4.0;2.3;9.4;3.1;3.1;9.3;10.6;4.5;47.3;7.3;21.9;40.2;16.8;12.0;17.8;18.7;8.1;20.4;13.6;12.6;9.5;6.7
146;Waarde;Migratieachtergrond: westers;2019;33.6;1.7;3.4;2.1;9.0;2.5;16.6;1.8;3.4;2.2;8.6;2.8;3.1;9.8;10.4;4.7;48.9;7.4;19.9;36.4;15.9;12.4;17.1;17.3;7.5;20.2;13.8;12.3;8.9;7.3
147;Waarde;Migratieachtergrond: niet-westers;2012;39.7;5.2;7.5;6.8;17.5;5.5;27.6;4.7;8.2;6.5;14.0;6.4;8.9;17.3;16.5;8.4;34.8;6.6;26.2;46.8;22.8;19.9;25.7;27.3;14.5;25.5;20.1;21.1;17.5;10.0
148;Waarde;Migratieachtergrond: niet-westers;2013;39.4;4.6;9.0;7.5;21.1;6.2;29.0;4.9;7.9;6.1;13.9;6.0;9.1;18.3;18.1;7.5;33.2;6.6;26.6;43.9;23.2;19.7;23.2;26.5;15.5;25.8;19.2;20.6;16.9;10.1
149;Waarde;Migratieachtergrond: niet-westers;2014;37.6;4.4;7.4;6.3;17.6;5.3;27.2;4.6;7.7;6.1;14.4;5.8;7.5;16.4;15.9;8.2;34.3;6.7;26.4;44.5;22.9;18.3;21.9;25.4;14.2;25.5;19.0;19.8;17.4;9.7
150;Waarde;Migratieachtergrond: niet-westers;2015;37.8;3.9;6.7;5.7;17.7;5.1;25.8;4.2;7.0;5.7;13.8;5.9;6.9;15.2;14.3;8.4;34.4;6.8;25.2;43.3;21.7;17.9;21.9;23.8;14.1;24.4;18.8;19.4;15.9;9.6
151;Waarde;Migratieachtergrond: niet-westers;2016;36.7;3.3;5.9;4.8;14.4;4.4;24.1;3.6;6.4;4.6;11.8;5.0;6.7;13.5;13.0;8.3;33.4;6.9;24.3;41.5;21.1;17.8;22.4;23.0;12.4;23.0;16.5;17.7;14.2;9.3
152;Waarde;Migratieachtergrond: niet-westers;2017;34.1;3.4;5.5;4.4;13.8;4.7;22.6;3.6;5.7;4.4;12.2;4.5;6.3;13.4;12.5;8.0;34.6;7.0;23.2;38.4;19.2;16.0;21.2;22.3;11.6;23.5;17.0;17.5;13.5;9.0
153;Waarde;Migratieachtergrond: niet-westers;2019;33.5;3.1;5.0;4.0;12.8;4.0;20.6;3.4;6.0;3.6;11.6;5.0;5.3;12.8;12.0;9.0;35.4;7.1;21.6;36.2;19.2;16.5;19.5;20.2;10.5;22.9;16.8;16.9;11.3;9.5
154;Waarde;Migratieachtergrond: overig niet-westers;2012;36.4;4.7;5.0;4.6;13.0;4.5;25.6;4.2;6.9;5.4;11.4;4.7;7.3;13.2;12.3;9.3;34.0;6.9;27.0;49.4;20.3;17.1;25.3;24.9;12.9;26.6;20.3;20.4;15.4;10.2
155;Waarde;Migratieachtergrond: overig niet-westers;2013;35.2;3.0;7.0;4.9;16.6;5.0;26.9;3.1;6.0;4.4;11.1;5.1;7.1;13.5;14.6;6.3;34.0;6.8;26.4;45.1;20.2;16.9;21.6;24.2;12.5;26.3;18.8;20.2;14.9;8.8
156;Waarde;Migratieachtergrond: overig niet-westers;2014;34.1;3.4;5.9;4.5;11.5;3.7;23.8;3.1;6.5;4.7;12.5;4.4;6.2;10.9;11.2;5.9;36.7;7.0;26.4;45.1;20.8;15.7;20.9;23.6;11.6;27.2;19.2;18.6;14.6;9.0
157;Waarde;Migratieachtergrond: overig niet-westers;2015;33.0;2.3;5.0;3.7;12.8;3.5;21.8;2.5;5.5;3.7;10.5;4.5;4.3;9.6;10.0;6.4;35.9;7.1;25.4;44.9;18.5;15.7;21.4;23.3;10.8;26.5;20.1;18.4;13.4;9.0
158;Waarde;Migratieachtergrond: overig niet-westers;2016;34.5;2.2;4.6;3.1;10.4;3.2;22.3;2.6;5.2;3.4;9.6;3.8;4.8;9.3;10.2;7.7;32.2;7.2;23.4;42.7;19.2;16.3;21.6;21.6;10.8;24.9;15.9;16.4;11.9;8.6
159;Waarde;Migratieachtergrond: overig niet-westers;2017;31.0;3.0;4.4;3.4;10.6;3.9;21.0;2.5;4.8;3.6;10.3;3.9;5.9;9.1;9.0;6.5;34.8;7.2;24.1;40.4;18.0;15.3;20.7;21.4;9.8;24.8;17.3;15.6;11.4;8.5
160;Waarde;Migratieachtergrond: overig niet-westers;2019;30.8;2.4;4.1;3.1;10.3;3.8;19.2;2.7;5.2;3.5;9.4;5.0;4.9;9.1;9.7;7.4;35.6;7.3;19.8;36.7;17.0;14.4;19.2;19.1;9.4;24.8;17.4;16.0;10.5;8.9
161;Waarde;Migratieachtergrond: Suriname;2012;42.4;4.9;8.3;6.6;13.5;6.2;26.8;4.3;8.7;7.3;18.5;5.9;11.8;17.0;14.9;8.9;37.6;6.6;26.4;46.1;27.1;24.1;30.6;28.0;15.1;26.4;19.0;21.2;20.5;11.6
162;Waarde;Migratieachtergrond: Suriname;2013;44.1;6.7;8.9;10.1;18.3;6.7;29.0;6.5;10.4;7.2;19.9;6.7;11.2;20.7;19.2;7.5;32.3;6.5;25.5;43.2;25.2;22.1;29.1;29.4;16.7;23.5;18.4;22.5;19.8;11.7
163;Waarde;Migratieachtergrond: Suriname;2014;41.4;4.9;7.8;8.9;15.6;5.6;27.8;5.7;8.3;6.5;17.0;7.1;7.3;18.7;17.9;9.5;34.5;6.6;27.5;43.8;23.9;19.8;26.2;25.7;13.5;22.0;17.7;20.9;20.1;11.7
164;Waarde;Migratieachtergrond: Suriname;2015;41.4;5.6;6.7;6.5;16.8;5.1;26.7;4.5;6.7;6.6;18.1;6.0;8.4;19.2;16.8;9.7;33.5;6.7;24.9;40.5;22.5;20.4;24.6;24.3;15.4;21.1;15.4;20.0;17.4;10.1
165;Waarde;Migratieachtergrond: Suriname;2016;41.7;5.1;6.1;7.1;14.0;4.4;27.4;4.8;7.6;4.6;16.0;6.2;7.0;16.2;16.7;8.5;33.1;6.8;27.9;42.8;24.0;21.2;25.9;24.1;13.6;19.2;15.5;18.1;16.4;10.7
166;Waarde;Migratieachtergrond: Suriname;2017;40.0;3.5;5.7;6.0;14.3;5.8;24.6;4.6;6.5;4.6;17.9;4.5;6.7;16.9;15.7;8.5;34.5;6.8;22.7;37.7;20.0;17.8;25.3;24.4;14.5;21.7;18.3;20.5;16.9;10.9
167;Waarde;Migratieachtergrond: Suriname;2019;39.1;3.6;5.5;4.5;11.2;3.7;23.0;3.5;6.8;3.2;16.5;5.2;5.8;15.5;14.0;7.6;35.4;6.9;24.0;36.4;20.8;18.7;22.5;23.4;11.1;21.2;16.9;18.1;13.8;11.0
168;Waarde;Migratieachtergrond: (vm) Ned Ant, Aruba;2012;42.3;2.8;3.2;3.6;8.8;3.5;20.7;1.9;5.0;3.9;8.5;3.7;4.4;12.8;11.4;7.9;42.8;7.0;26.1;38.1;18.0;16.0;20.9;25.7;9.3;18.9;17.8;17.6;14.1;10.9
169;Waarde;Migratieachtergrond: (vm) Ned Ant, Aruba;2013;38.8;2.3;3.7;2.6;8.8;1.8;22.0;3.3;4.1;3.3;8.6;4.4;4.5;12.9;14.2;9.2;39.1;6.8;22.0;37.4;16.7;13.5;18.8;21.9;10.6;24.6;18.8;19.6;17.3;11.5
170;Waarde;Migratieachtergrond: (vm) Ned Ant, Aruba;2014;37.9;3.0;3.4;3.3;10.7;4.4;24.4;3.4;5.5;4.4;14.6;6.1;5.4;11.7;12.7;9.6;36.6;6.9;24.7;40.0;21.0;13.9;22.0;26.6;14.9;22.5;17.2;21.6;16.1;11.3
171;Waarde;Migratieachtergrond: (vm) Ned Ant, Aruba;2015;41.4;2.8;4.1;4.1;10.3;2.5;22.8;2.7;5.5;3.2;14.0;6.3;7.1;11.6;10.6;8.9;39.7;7.0;23.0;41.1;20.8;13.0;18.8;20.1;11.6;20.4;15.0;16.6;13.4;10.3
172;Waarde;Migratieachtergrond: (vm) Ned Ant, Aruba;2016;38.5;1.7;2.3;3.2;6.6;3.5;23.6;1.5;4.4;2.7;12.4;3.4;5.3;16.1;8.3;4.5;42.2;7.0;22.1;38.4;18.7;14.7;18.8;22.1;9.2;21.9;16.7;16.5;13.5;7.6
173;Waarde;Migratieachtergrond: (vm) Ned Ant, Aruba;2017;34.9;3.1;2.4;2.2;8.1;3.5;20.2;3.8;3.1;2.8;10.9;3.2;5.7;11.6;9.4;7.4;39.6;7.0;23.6;33.7;18.8;14.1;21.0;20.9;10.3;22.6;14.6;16.6;13.7;10.1
174;Waarde;Migratieachtergrond: (vm) Ned Ant, Aruba;2019;37.7;3.0;2.8;1.8;7.7;3.2;19.9;3.5;5.4;3.1;12.4;4.5;4.5;11.6;9.8;9.3;39.1;7.1;22.4;33.4;16.2;11.8;18.4;16.8;9.2;21.4;15.5;16.5;9.9;10.5
175;Waarde;Migratieachtergrond: Turkije;2012;43.5;6.2;10.9;10.0;30.2;6.7;33.9;5.8;10.4;8.1;13.6;9.0;10.3;22.1;23.4;5.6;36.3;6.2;24.6;51.5;26.1;22.5;24.0;30.7;18.3;25.3;22.5;21.4;18.2;9.9
176;Waarde;Migratieachtergrond: Turkije;2013;41.8;6.4;14.5;11.6;33.3;9.2;35.8;6.7;10.4;8.6;13.9;7.8;13.0;24.7;22.1;6.0;33.1;6.1;29.4;47.3;29.3;24.8;23.9;29.7;21.7;26.3;21.7;19.4;16.9;10.4
177;Waarde;Migratieachtergrond: Turkije;2014;41.3;7.5;12.6;10.3;33.2;9.8;32.8;8.0;10.6;10.4;14.7;7.6;11.1;24.5;24.4;7.2;33.5;6.2;28.0;49.7;26.2;22.6;20.5;27.7;19.2;25.1;19.7;18.2;18.1;9.1
