ID;Beroepen;TypeInkomen;Perioden;AantalWerkzameArtsen_1;GemiddeldeWinst_2;GemiddeldJaarloonExclBijzBeloning_3;GemiddeldJaarloonInclBijzBeloning_4;GemiddeldJaarloonInclPerVTE_5;GemiddeldeDividendenAanmBelang_6;GemiddeldInkomenUitOverigeArbeid_7;GemiddeldGestandaardiseerdInkomen_8
246;"Arts; dermatologie en venerologie";Totaal;2017;0.5;34.2;84.9;95.8;110.3;9.4;0.4;75.6
247;"Arts; dermatologie en venerologie";Totaal;2018;0.5;30.2;87.6;97.9;;11.4;0.9;74.4
248;"Arts; dermatologie en venerologie";Totaal;2019;0.6;29.5;91.2;101.7;;25.2;0.6;87.1
249;"Arts; dermatologie en venerologie";Totaal;2020;0.6;27.8;92.5;103.6;;11.0;0.4;79.0
250;"Arts; dermatologie en venerologie";Totaal;2021;0.6;29.6;94.7;105.9;;14.1;0.5;85.5
251;"Arts; dermatologie en venerologie";Totaal;2022;0.6;;94.0;104.3;;;;
252;"Arts; dermatologie en venerologie";Arts alleen werknemer (excl. DGA);2011;0.1;;;;;;;
253;"Arts; dermatologie en venerologie";Arts alleen werknemer (excl. DGA);2012;0.1;;115.9;135.1;146.6;;;65.0
254;"Arts; dermatologie en venerologie";Arts alleen werknemer (excl. DGA);2013;0.1;;118.8;144.7;157.2;;;67.2
255;"Arts; dermatologie en venerologie";Arts alleen werknemer (excl. DGA);2014;0.1;;118.5;141.2;154.4;;;79.1
256;"Arts; dermatologie en venerologie";Arts alleen werknemer (excl. DGA);2015;0.2;;115.9;135.6;151.8;;;69.2
257;"Arts; dermatologie en venerologie";Arts alleen werknemer (excl. DGA);2016;0.2;;112.7;134.6;154.1;;;67.7
258;"Arts; dermatologie en venerologie";Arts alleen werknemer (excl. DGA);2017;0.2;;109.9;131.9;152.4;;;68.7
259;"Arts; dermatologie en venerologie";Arts alleen werknemer (excl. DGA);2018;0.2;;108.1;128.9;;;;66.2
260;"Arts; dermatologie en venerologie";Arts alleen werknemer (excl. DGA);2019;0.2;;109.0;130.5;;;;68.7
261;"Arts; dermatologie en venerologie";Arts alleen werknemer (excl. DGA);2020;0.2;;112.1;134.3;;;;72.5
262;"Arts; dermatologie en venerologie";Arts alleen werknemer (excl. DGA);2021;0.2;;116.1;139.4;;;;77.3
263;"Arts; dermatologie en venerologie";Arts alleen werknemer (excl. DGA);2022;0.2;;117.9;138.0;;;;
264;"Arts; dermatologie en venerologie";Arts alleen zelfstandige (excl. DGA);2011;0.2;129.7;;;;;;73.2
265;"Arts; dermatologie en venerologie";Arts alleen zelfstandige (excl. DGA);2012;0.2;164.5;;;;;;82.6
266;"Arts; dermatologie en venerologie";Arts alleen zelfstandige (excl. DGA);2013;0.2;165.9;;;;;;84.4
267;"Arts; dermatologie en venerologie";Arts alleen zelfstandige (excl. DGA);2014;0.2;166.4;;;;;;83.8
268;"Arts; dermatologie en venerologie";Arts alleen zelfstandige (excl. DGA);2015;0.1;;;;;;;82.0
269;"Arts; dermatologie en venerologie";Arts alleen zelfstandige (excl. DGA);2016;0.1;144.5;;;;;;75.1
270;"Arts; dermatologie en venerologie";Arts alleen zelfstandige (excl. DGA);2017;0.1;146.2;;;;;;80.4
271;"Arts; dermatologie en venerologie";Arts alleen zelfstandige (excl. DGA);2018;0.1;;;;;;;83.6
272;"Arts; dermatologie en venerologie";Arts alleen zelfstandige (excl. DGA);2019;0.1;;;;;;;
273;"Arts; dermatologie en venerologie";Arts alleen zelfstandige (excl. DGA);2020;0.1;;;;;;;
274;"Arts; dermatologie en venerologie";Arts alleen zelfstandige (excl. DGA);2021;0.1;;;;;;;90.4
275;"Arts; dermatologie en venerologie";Arts alleen zelfstandige (excl. DGA);2022;0.1;;;;;;;
276;"Arts; dermatologie en venerologie";Arts DGA;2011;0.1;;;;;;;
277;"Arts; dermatologie en venerologie";Arts DGA;2012;0.1;;;;;;;
278;"Arts; dermatologie en venerologie";Arts DGA;2013;0.1;;;;;;;
279;"Arts; dermatologie en venerologie";Arts DGA;2014;0.1;;;;;;;
280;"Arts; dermatologie en venerologie";Arts DGA;2015;0.2;2.7;107.8;112.4;122.2;4.1;;64.1
281;"Arts; dermatologie en venerologie";Arts DGA;2016;0.2;0.5;109.4;114.2;124.6;11.8;;67.5
282;"Arts; dermatologie en venerologie";Arts DGA;2017;0.2;2.6;108.7;112.5;125.9;26.1;;82.1
283;"Arts; dermatologie en venerologie";Arts DGA;2018;0.2;3.1;110.1;113.6;;29.2;;79.6
284;"Arts; dermatologie en venerologie";Arts DGA;2019;0.2;2.1;110.7;113.3;;64.9;;100.5
285;"Arts; dermatologie en venerologie";Arts DGA;2020;0.2;1.0;109.5;111.8;;26.1;;81.8
286;"Arts; dermatologie en venerologie";Arts DGA;2021;0.2;1.5;112.7;114.7;;32.2;;88.1
287;"Arts; dermatologie en venerologie";Arts DGA;2022;0.2;;109.0;112.3;;;;
288;"Arts; dermatologie en venerologie";Arts met overig of gecombineerd inkomen;2011;0.0;;;;;;;
289;"Arts; dermatologie en venerologie";Arts met overig of gecombineerd inkomen;2012;0.0;;;;;;;
290;"Arts; dermatologie en venerologie";Arts met overig of gecombineerd inkomen;2013;0.0;;;;;;;
291;"Arts; dermatologie en venerologie";Arts met overig of gecombineerd inkomen;2014;0.0;;;;;;;
292;"Arts; dermatologie en venerologie";Arts met overig of gecombineerd inkomen;2015;0.0;;;;;;;
293;"Arts; dermatologie en venerologie";Arts met overig of gecombineerd inkomen;2016;0.0;;;;;;;
294;"Arts; dermatologie en venerologie";Arts met overig of gecombineerd inkomen;2017;0.0;;;;;;;
295;"Arts; dermatologie en venerologie";Arts met overig of gecombineerd inkomen;2018;0.0;;;;;;;
296;"Arts; dermatologie en venerologie";Arts met overig of gecombineerd inkomen;2019;0.0;;;;;;;
297;"Arts; dermatologie en venerologie";Arts met overig of gecombineerd inkomen;2020;0.0;;;;;;;
298;"Arts; dermatologie en venerologie";Arts met overig of gecombineerd inkomen;2021;0.0;;;;;;;
299;"Arts; dermatologie en venerologie";Arts met overig of gecombineerd inkomen;2022;0.0;;;;;;;
300;"Arts; heelkunde";Totaal;2011;1.0;89.0;63.3;73.7;80.7;3.6;0.6;69.8
301;"Arts; heelkunde";Totaal;2012;1.1;105.2;62.8;72.7;79.0;2.5;0.3;75.3
302;"Arts; heelkunde";Totaal;2013;1.1;104.7;65.2;78.0;84.2;0.9;0.3;75.7
303;"Arts; heelkunde";Totaal;2014;1.1;105.7;66.2;77.9;83.4;8.3;0.7;80.4
304;"Arts; heelkunde";Totaal;2015;1.2;39.8;110.2;124.4;131.0;1.4;0.6;71.9
305;"Arts; heelkunde";Totaal;2016;1.2;34.0;115.1;130.5;135.7;4.7;0.6;72.4
306;"Arts; heelkunde";Totaal;2017;1.2;33.6;116.2;131.0;137.2;6.0;0.4;75.7
307;"Arts; heelkunde";Totaal;2018;1.2;26.1;122.9;138.8;;9.2;0.5;77.8
308;"Arts; heelkunde";Totaal;2019;1.2;26.2;126.4;140.6;;33.5;1.0;92.9
309;"Arts; heelkunde";Totaal;2020;1.3;25.4;126.9;142.1;;19.0;0.7;88.0
310;"Arts; heelkunde";Totaal;2021;1.3;26.8;128.4;142.6;;14.2;0.6;87.4
311;"Arts; heelkunde";Totaal;2022;1.4;;130.1;146.1;;;;
312;"Arts; heelkunde";Arts alleen werknemer (excl. DGA);2011;0.4;;125.0;147.5;158.4;;;60.8
313;"Arts; heelkunde";Arts alleen werknemer (excl. DGA);2012;0.4;;127.2;149.1;159.1;;;61.2
314;"Arts; heelkunde";Arts alleen werknemer (excl. DGA);2013;0.4;;130.3;155.4;163.8;;;62.7
315;"Arts; heelkunde";Arts alleen werknemer (excl. DGA);2014;0.4;;132.4;157.2;163.7;;;64.0
316;"Arts; heelkunde";Arts alleen werknemer (excl. DGA);2015;0.5;;137.6;164.2;171.9;;;67.5
317;"Arts; heelkunde";Arts alleen werknemer (excl. DGA);2016;0.5;;144.1;172.7;177.7;;;68.7
318;"Arts; heelkunde";Arts alleen werknemer (excl. DGA);2017;0.5;;147.5;175.8;181.6;;;71.9
319;"Arts; heelkunde";Arts alleen werknemer (excl. DGA);2018;0.5;;151.7;182.5;;;;72.8
320;"Arts; heelkunde";Arts alleen werknemer (excl. DGA);2019;0.5;;154.5;182.3;;;;77.9
321;"Arts; heelkunde";Arts alleen werknemer (excl. DGA);2020;0.5;;158.9;190.4;;;;81.6
322;"Arts; heelkunde";Arts alleen werknemer (excl. DGA);2021;0.6;;159.0;186.1;;;;81.4
323;"Arts; heelkunde";Arts alleen werknemer (excl. DGA);2022;0.6;;162.3;193.2;;;;
324;"Arts; heelkunde";Arts alleen zelfstandige (excl. DGA);2011;0.5;181.8;;;;;;75.0
325;"Arts; heelkunde";Arts alleen zelfstandige (excl. DGA);2012;0.5;208.2;;;;;;85.9
326;"Arts; heelkunde";Arts alleen zelfstandige (excl. DGA);2013;0.5;210.7;;;;;;87.2
327;"Arts; heelkunde";Arts alleen zelfstandige (excl. DGA);2014;0.5;216.0;;;;;;89.6
328;"Arts; heelkunde";Arts alleen zelfstandige (excl. DGA);2015;0.2;220.2;;;;;;93.3
329;"Arts; heelkunde";Arts alleen zelfstandige (excl. DGA);2016;0.2;226.0;;;;;;96.6
330;"Arts; heelkunde";Arts alleen zelfstandige (excl. DGA);2017;0.2;223.6;;;;;;95.0
331;"Arts; heelkunde";Arts alleen zelfstandige (excl. DGA);2018;0.1;200.5;;;;;;94.3
332;"Arts; heelkunde";Arts alleen zelfstandige (excl. DGA);2019;0.1;202.4;;;;;;101.2
333;"Arts; heelkunde";Arts alleen zelfstandige (excl. DGA);2020;0.2;199.1;;;;;;100.0
334;"Arts; heelkunde";Arts alleen zelfstandige (excl. DGA);2021;0.2;212.9;;;;;;105.3
335;"Arts; heelkunde";Arts alleen zelfstandige (excl. DGA);2022;0.2;;;;;;;
336;"Arts; heelkunde";Arts DGA;2011;0.1;;;;;;;
337;"Arts; heelkunde";Arts DGA;2012;0.1;;;;;;;
338;"Arts; heelkunde";Arts DGA;2013;0.1;;;;;;;
339;"Arts; heelkunde";Arts DGA;2014;0.1;;;;;;;
340;"Arts; heelkunde";Arts DGA;2015;0.4;4.2;121.5;125.6;129.3;4.1;;64.4
341;"Arts; heelkunde";Arts DGA;2016;0.4;0.7;121.6;125.9;129.4;12.6;;65.9
342;"Arts; heelkunde";Arts DGA;2017;0.4;0.5;121.3;125.4;131.8;15.4;;72.0
343;"Arts; heelkunde";Arts DGA;2018;0.5;0.9;126.7;129.5;;22.1;;76.5
344;"Arts; heelkunde";Arts DGA;2019;0.5;0.9;131.4;134.6;;81.0;;105.3
345;"Arts; heelkunde";Arts DGA;2020;0.5;0.8;128.5;130.2;;46.2;;90.4
346;"Arts; heelkunde";Arts DGA;2021;0.5;0.7;130.0;132.5;;33.8;;86.8
347;"Arts; heelkunde";Arts DGA;2022;0.5;;131.1;132.9;;;;
348;"Arts; heelkunde";Arts met overig of gecombineerd inkomen;2011;0.1;;;;;;;
349;"Arts; heelkunde";Arts met overig of gecombineerd inkomen;2012;0.1;;;;;;;
350;"Arts; heelkunde";Arts met overig of gecombineerd inkomen;2013;0.1;;;;;;;
351;"Arts; heelkunde";Arts met overig of gecombineerd inkomen;2014;0.1;;;;;;;
352;"Arts; heelkunde";Arts met overig of gecombineerd inkomen;2015;0.1;;;;;;;
353;"Arts; heelkunde";Arts met overig of gecombineerd inkomen;2016;0.1;;;;;;;
354;"Arts; heelkunde";Arts met overig of gecombineerd inkomen;2017;0.1;;;;;;;
355;"Arts; heelkunde";Arts met overig of gecombineerd inkomen;2018;0.1;;;;;;;
356;"Arts; heelkunde";Arts met overig of gecombineerd inkomen;2019;0.1;;;;;;;
357;"Arts; heelkunde";Arts met overig of gecombineerd inkomen;2020;0.1;;;;;;;
358;"Arts; heelkunde";Arts met overig of gecombineerd inkomen;2021;0.1;;;;;;;
359;"Arts; heelkunde";Arts met overig of gecombineerd inkomen;2022;0.1;;;;;;;
360;"Arts; inwendige geneeskunde";Totaal;2011;1.7;84.6;76.8;89.7;95.8;3.0;1.1;77.2
361;"Arts; inwendige geneeskunde";Totaal;2012;1.8;78.3;77.0;90.4;97.2;2.7;1.0;75.4
362;"Arts; inwendige geneeskunde";Totaal;2013;1.9;76.6;76.9;93.4;100.4;2.7;0.7;76.0
363;"Arts; inwendige geneeskunde";Totaal;2014;1.9;78.3;77.8;92.0;98.6;6.7;0.6;81.3
364;"Arts; inwendige geneeskunde";Totaal;2015;2.0;31.6;109.4;127.4;135.4;1.1;1.3;72.4
365;"Arts; inwendige geneeskunde";Totaal;2016;2.0;29.9;111.1;132.4;140.6;2.5;0.7;73.7
366;"Arts; inwendige geneeskunde";Totaal;2017;2.0;27.0;112.8;130.0;138.4;3.8;0.6;73.5
367;"Arts; inwendige geneeskunde";Totaal;2018;2.1;22.8;115.8;133.9;;6.2;0.8;73.7
368;"Arts; inwendige geneeskunde";Totaal;2019;2.1;22.4;118.5;136.7;;17.3;1.1;83.6
369;"Arts; inwendige geneeskunde";Totaal;2020;2.2;21.7;120.6;139.4;;6.7;0.7;80.0
370;"Arts; inwendige geneeskunde";Totaal;2021;2.3;23.7;119.7;138.9;;5.0;0.7;81.5
371;"Arts; inwendige geneeskunde";Totaal;2022;2.4;;120.2;137.8;;;;
372;"Arts; inwendige geneeskunde";Arts alleen werknemer (excl. DGA);2011;0.8;;123.1;145.2;152.1;;;63.0
373;"Arts; inwendige geneeskunde";Arts alleen werknemer (excl. DGA);2012;0.8;;125.5;148.5;155.7;;;63.1
374;"Arts; inwendige geneeskunde";Arts alleen werknemer (excl. DGA);2013;0.9;;126.4;152.9;161.2;;;65.2
375;"Arts; inwendige geneeskunde";Arts alleen werknemer (excl. DGA);2014;0.9;;127.8;151.8;159.8;;;67.6
376;"Arts; inwendige geneeskunde";Arts alleen werknemer (excl. DGA);2015;1.0;;132.5;158.9;167.2;;;68.4
377;"Arts; inwendige geneeskunde";Arts alleen werknemer (excl. DGA);2016;1.1;;134.4;165.5;173.5;;;70.9
378;"Arts; inwendige geneeskunde";Arts alleen werknemer (excl. DGA);2017;1.1;;134.5;160.0;168.7;;;69.3
379;"Arts; inwendige geneeskunde";Arts alleen werknemer (excl. DGA);2018;1.2;;134.6;161.9;;;;68.9
380;"Arts; inwendige geneeskunde";Arts alleen werknemer (excl. DGA);2019;1.2;;136.2;163.0;;;;74.7
381;"Arts; inwendige geneeskunde";Arts alleen werknemer (excl. DGA);2020;1.3;;140.0;168.9;;;;76.4
382;"Arts; inwendige geneeskunde";Arts alleen werknemer (excl. DGA);2021;1.3;;139.2;167.8;;;;77.5
383;"Arts; inwendige geneeskunde";Arts alleen werknemer (excl. DGA);2022;1.4;;139.5;165.9;;;;
384;"Arts; inwendige geneeskunde";Arts alleen zelfstandige (excl. DGA);2011;0.6;214.6;;;;;;93.1
385;"Arts; inwendige geneeskunde";Arts alleen zelfstandige (excl. DGA);2012;0.7;194.3;;;;;;86.9
386;"Arts; inwendige geneeskunde";Arts alleen zelfstandige (excl. DGA);2013;0.7;191.6;;;;;;86.8
387;"Arts; inwendige geneeskunde";Arts alleen zelfstandige (excl. DGA);2014;0.7;196.0;;;;;;90.0
388;"Arts; inwendige geneeskunde";Arts alleen zelfstandige (excl. DGA);2015;0.3;180.9;;;;;;87.5
389;"Arts; inwendige geneeskunde";Arts alleen zelfstandige (excl. DGA);2016;0.3;180.6;;;;;;89.3
390;"Arts; inwendige geneeskunde";Arts alleen zelfstandige (excl. DGA);2017;0.3;177.6;;;;;;87.7
391;"Arts; inwendige geneeskunde";Arts alleen zelfstandige (excl. DGA);2018;0.3;173.4;;;;;;87.1
392;"Arts; inwendige geneeskunde";Arts alleen zelfstandige (excl. DGA);2019;0.2;182.9;;;;;;90.7
393;"Arts; inwendige geneeskunde";Arts alleen zelfstandige (excl. DGA);2020;0.3;179.6;;;;;;93.5
394;"Arts; inwendige geneeskunde";Arts alleen zelfstandige (excl. DGA);2021;0.3;187.6;;;;;;95.6
395;"Arts; inwendige geneeskunde";Arts alleen zelfstandige (excl. DGA);2022;0.3;;;;;;;
396;"Arts; inwendige geneeskunde";Arts DGA;2011;0.1;4.7;112.6;118.4;;45.5;;84.7
397;"Arts; inwendige geneeskunde";Arts DGA;2012;0.1;;;;;;;
398;"Arts; inwendige geneeskunde";Arts DGA;2013;0.1;;;;;;;
399;"Arts; inwendige geneeskunde";Arts DGA;2014;0.1;;;;;;;
400;"Arts; inwendige geneeskunde";Arts DGA;2015;0.5;0.8;116.3;120.5;127.9;4.7;;63.6
401;"Arts; inwendige geneeskunde";Arts DGA;2016;0.5;0.6;118.8;122.4;130.0;9.5;;63.5
402;"Arts; inwendige geneeskunde";Arts DGA;2017;0.5;0.2;119.6;122.7;130.5;14.9;;68.9
403;"Arts; inwendige geneeskunde";Arts DGA;2018;0.5;0.3;121.8;125.2;;22.0;;72.8
404;"Arts; inwendige geneeskunde";Arts DGA;2019;0.6;0.1;122.9;126.1;;61.9;;95.5
405;"Arts; inwendige geneeskunde";Arts DGA;2020;0.6;1.2;124.0;126.0;;25.3;;79.6
406;"Arts; inwendige geneeskunde";Arts DGA;2021;0.6;0.8;122.9;126.4;;19.3;;79.4
407;"Arts; inwendige geneeskunde";Arts DGA;2022;0.6;;123.4;126.0;;;;
408;"Arts; inwendige geneeskunde";Arts met overig of gecombineerd inkomen;2011;0.2;53.1;116.9;137.1;158.6;1.3;11.3;81.6
409;"Arts; inwendige geneeskunde";Arts met overig of gecombineerd inkomen;2012;0.2;51.7;114.4;136.1;164.7;0.7;9.6;83.4
410;"Arts; inwendige geneeskunde";Arts met overig of gecombineerd inkomen;2013;0.2;37.9;120.1;150.5;177.9;0.0;8.1;81.1
411;"Arts; inwendige geneeskunde";Arts met overig of gecombineerd inkomen;2014;0.1;51.5;112.0;134.5;164.6;0.0;6.9;86.7
412;"Arts; inwendige geneeskunde";Arts met overig of gecombineerd inkomen;2015;0.2;34.7;140.9;174.4;191.8;0.0;13.0;90.0
413;"Arts; inwendige geneeskunde";Arts met overig of gecombineerd inkomen;2016;0.2;28.2;139.5;185.3;206.7;1.6;8.6;91.7
414;"Arts; inwendige geneeskunde";Arts met overig of gecombineerd inkomen;2017;0.1;23.7;144.1;180.5;199.8;1.5;8.8;92.4
415;"Arts; inwendige geneeskunde";Arts met overig of gecombineerd inkomen;2018;0.1;19.3;146.1;174.6;;5.4;11.4;92.4
416;"Arts; inwendige geneeskunde";Arts met overig of gecombineerd inkomen;2019;0.2;22.6;150.4;185.3;;12.2;14.4;96.1
417;"Arts; inwendige geneeskunde";Arts met overig of gecombineerd inkomen;2020;0.1;13.7;149.0;178.0;;3.3;12.2;89.6
418;"Arts; inwendige geneeskunde";Arts met overig of gecombineerd inkomen;2021;0.2;17.5;151.5;180.5;;0.0;10.7;97.6
419;"Arts; inwendige geneeskunde";Arts met overig of gecombineerd inkomen;2022;0.2;;149.1;176.5;;;;
420;"Arts; keel- neus- oorheelkunde";Totaal;2011;0.4;86.1;63.0;71.6;76.7;9.5;1.3;73.9
421;"Arts; keel- neus- oorheelkunde";Totaal;2012;0.4;89.2;62.9;71.7;76.7;6.5;1.7;74.3
422;"Arts; keel- neus- oorheelkunde";Totaal;2013;0.4;90.3;61.2;74.2;80.6;2.0;0.2;73.6
423;"Arts; keel- neus- oorheelkunde";Totaal;2014;0.4;97.8;59.6;68.1;76.1;18.9;0.2;84.7
424;"Arts; keel- neus- oorheelkunde";Totaal;2015;0.5;32.0;100.2;110.7;119.3;5.7;0.7;69.0
425;"Arts; keel- neus- oorheelkunde";Totaal;2016;0.5;30.1;101.7;114.1;122.7;8.3;0.4;71.7
426;"Arts; keel- neus- oorheelkunde";Totaal;2017;0.5;32.1;101.4;112.8;123.8;10.0;0.6;78.2
427;"Arts; keel- neus- oorheelkunde";Totaal;2018;0.5;30.4;102.5;112.6;;11.8;0.7;75.4
428;"Arts; keel- neus- oorheelkunde";Totaal;2019;0.5;29.8;105.0;115.5;;32.6;0.8;88.9
429;"Arts; keel- neus- oorheelkunde";Totaal;2020;0.5;29.1;106.5;117.7;;22.5;0.6;85.7
430;"Arts; keel- neus- oorheelkunde";Totaal;2021;0.5;32.5;108.2;120.2;;15.5;0.9;86.0
431;"Arts; keel- neus- oorheelkunde";Totaal;2022;0.5;;108.1;119.4;;;;
432;"Arts; keel- neus- oorheelkunde";Arts alleen werknemer (excl. DGA);2011;0.1;;127.7;151.4;160.9;;;62.9
433;"Arts; keel- neus- oorheelkunde";Arts alleen werknemer (excl. DGA);2012;0.1;;131.6;155.2;164.1;;;64.3
434;"Arts; keel- neus- oorheelkunde";Arts alleen werknemer (excl. DGA);2013;0.1;;130.0;159.0;170.5;;;62.9
435;"Arts; keel- neus- oorheelkunde";Arts alleen werknemer (excl. DGA);2014;0.1;;128.3;151.3;163.1;;;68.0
436;"Arts; keel- neus- oorheelkunde";Arts alleen werknemer (excl. DGA);2015;0.2;;131.5;154.2;165.3;;;67.3
437;"Arts; keel- neus- oorheelkunde";Arts alleen werknemer (excl. DGA);2016;0.2;;132.2;158.8;171.2;;;68.2
438;"Arts; keel- neus- oorheelkunde";Arts alleen werknemer (excl. DGA);2017;0.2;;131.2;154.9;169.6;;;72.1
439;"Arts; keel- neus- oorheelkunde";Arts alleen werknemer (excl. DGA);2018;0.1;;136.3;162.1;;;;69.2
440;"Arts; keel- neus- oorheelkunde";Arts alleen werknemer (excl. DGA);2019;0.2;;136.2;160.8;;;;76.8
441;"Arts; keel- neus- oorheelkunde";Arts alleen werknemer (excl. DGA);2020;0.2;;141.2;168.0;;;;76.2
442;"Arts; keel- neus- oorheelkunde";Arts alleen werknemer (excl. DGA);2021;0.2;;145.8;172.4;;;;77.1
443;"Arts; keel- neus- oorheelkunde";Arts alleen werknemer (excl. DGA);2022;0.2;;143.8;169.4;;;;
444;"Arts; keel- neus- oorheelkunde";Arts alleen zelfstandige (excl. DGA);2011;0.2;170.9;;;;;;76.7
445;"Arts; keel- neus- oorheelkunde";Arts alleen zelfstandige (excl. DGA);2012;0.2;173.9;;;;;;78.0
446;"Arts; keel- neus- oorheelkunde";Arts alleen zelfstandige (excl. DGA);2013;0.2;174.0;;;;;;80.0
447;"Arts; keel- neus- oorheelkunde";Arts alleen zelfstandige (excl. DGA);2014;0.2;187.5;;;;;;84.5
448;"Arts; keel- neus- oorheelkunde";Arts alleen zelfstandige (excl. DGA);2015;0.1;;;;;;;
449;"Arts; keel- neus- oorheelkunde";Arts alleen zelfstandige (excl. DGA);2016;0.1;;;;;;;
450;"Arts; keel- neus- oorheelkunde";Arts alleen zelfstandige (excl. DGA);2017;0.1;;;;;;;
451;"Arts; keel- neus- oorheelkunde";Arts alleen zelfstandige (excl. DGA);2018;0.1;;;;;;;
452;"Arts; keel- neus- oorheelkunde";Arts alleen zelfstandige (excl. DGA);2019;0.1;;;;;;;
453;"Arts; keel- neus- oorheelkunde";Arts alleen zelfstandige (excl. DGA);2020;0.1;;;;;;;
454;"Arts; keel- neus- oorheelkunde";Arts alleen zelfstandige (excl. DGA);2021;0.1;;;;;;;
455;"Arts; keel- neus- oorheelkunde";Arts alleen zelfstandige (excl. DGA);2022;0.1;;;;;;;
456;"Arts; keel- neus- oorheelkunde";Arts DGA;2011;0.1;;;;;;;
457;"Arts; keel- neus- oorheelkunde";Arts DGA;2012;0.1;;;;;;;
458;"Arts; keel- neus- oorheelkunde";Arts DGA;2013;0.1;;;;;;;
459;"Arts; keel- neus- oorheelkunde";Arts DGA;2014;0.1;;;;;;;
460;"Arts; keel- neus- oorheelkunde";Arts DGA;2015;0.2;2.1;114.4;117.4;122.9;12.6;;65.7
461;"Arts; keel- neus- oorheelkunde";Arts DGA;2016;0.2;0.2;116.7;121.1;127.6;19.5;;68.7
462;"Arts; keel- neus- oorheelkunde";Arts DGA;2017;0.2;0.0;117.7;122.4;130.0;24.5;;80.9
463;"Arts; keel- neus- oorheelkunde";Arts DGA;2018;0.2;3.2;116.5;118.2;;26.7;;77.4
464;"Arts; keel- neus- oorheelkunde";Arts DGA;2019;0.2;2.4;118.9;120.8;;75.2;;100.6
465;"Arts; keel- neus- oorheelkunde";Arts DGA;2020;0.2;1.3;120.6;122.4;;54.3;;95.7
466;"Arts; keel- neus- oorheelkunde";Arts DGA;2021;0.2;3.5;120.8;123.7;;37.5;;92.0
467;"Arts; keel- neus- oorheelkunde";Arts DGA;2022;0.2;;121.3;123.4;;;;
468;"Arts; keel- neus- oorheelkunde";Arts met overig of gecombineerd inkomen;2011;0.0;;;;;;;
469;"Arts; keel- neus- oorheelkunde";Arts met overig of gecombineerd inkomen;2012;0.0;;;;;;;
470;"Arts; keel- neus- oorheelkunde";Arts met overig of gecombineerd inkomen;2013;0.0;;;;;;;
471;"Arts; keel- neus- oorheelkunde";Arts met overig of gecombineerd inkomen;2014;0.0;;;;;;;
472;"Arts; keel- neus- oorheelkunde";Arts met overig of gecombineerd inkomen;2015;0.0;;;;;;;
473;"Arts; keel- neus- oorheelkunde";Arts met overig of gecombineerd inkomen;2016;0.0;;;;;;;
474;"Arts; keel- neus- oorheelkunde";Arts met overig of gecombineerd inkomen;2017;0.0;;;;;;;
475;"Arts; keel- neus- oorheelkunde";Arts met overig of gecombineerd inkomen;2018;0.0;;;;;;;
476;"Arts; keel- neus- oorheelkunde";Arts met overig of gecombineerd inkomen;2019;0.0;;;;;;;
477;"Arts; keel- neus- oorheelkunde";Arts met overig of gecombineerd inkomen;2020;0.0;;;;;;;
478;"Arts; keel- neus- oorheelkunde";Arts met overig of gecombineerd inkomen;2021;0.0;;;;;;;
479;"Arts; keel- neus- oorheelkunde";Arts met overig of gecombineerd inkomen;2022;0.0;;;;;;;
480;"Arts; kindergeneeskunde";Totaal;2011;1.3;5.0;116.7;133.4;145.8;0.1;0.4;61.9
481;"Arts; kindergeneeskunde";Totaal;2012;1.3;6.4;118.1;134.6;147.0;0.3;0.4;61.9
482;"Arts; kindergeneeskunde";Totaal;2013;1.3;6.6;119.1;139.4;152.7;0.2;0.4;64.0
483;"Arts; kindergeneeskunde";Totaal;2014;1.3;7.0;121.6;139.6;152.4;0.4;0.4;70.5
484;"Arts; kindergeneeskunde";Totaal;2015;1.3;0.7;128.8;151.7;165.2;0.0;0.4;68.0
485;"Arts; kindergeneeskunde";Totaal;2016;1.4;0.6;129.6;155.9;169.0;0.4;0.4;70.0
486;"Arts; kindergeneeskunde";Totaal;2017;1.4;0.6;132.8;153.7;165.3;0.5;0.3;71.0
487;"Arts; kindergeneeskunde";Totaal;2018;1.4;0.8;134.2;155.0;;0.8;0.3;73.2
488;"Arts; kindergeneeskunde";Totaal;2019;1.5;1.2;136.4;158.0;;1.2;0.3;78.4
489;"Arts; kindergeneeskunde";Totaal;2020;1.5;1.0;140.6;163.3;;1.1;0.4;79.4
490;"Arts; kindergeneeskunde";Totaal;2021;1.5;1.1;143.2;165.2;;1.3;0.4;79.1
491;"Arts; kindergeneeskunde";Totaal;2022;1.6;;145.0;167.5;;;;
492;"Arts; kindergeneeskunde";Arts alleen werknemer (excl. DGA);2011;1.1;;120.6;137.9;150.4;;;61.5
493;"Arts; kindergeneeskunde";Arts alleen werknemer (excl. DGA);2012;1.2;;122.9;140.2;152.9;;;60.8
494;"Arts; kindergeneeskunde";Arts alleen werknemer (excl. DGA);2013;1.2;;124.1;145.0;158.7;;;62.7
495;"Arts; kindergeneeskunde";Arts alleen werknemer (excl. DGA);2014;1.2;;126.6;145.3;158.1;;;69.4
496;"Arts; kindergeneeskunde";Arts alleen werknemer (excl. DGA);2015;1.2;;129.9;153.5;167.0;;;67.9
497;"Arts; kindergeneeskunde";Arts alleen werknemer (excl. DGA);2016;1.3;;131.0;158.2;171.3;;;70.1
