ID;Geslacht;Kenmerken;Perioden;SlachtoffersMoordEnDoodslag_1;SlachtoffersMoordEnDoodslagRelatief_2
343;Totaal mannen en vrouwen;Pleeglocatie: Woning slachtoffer/anderen;2003;113;
344;Totaal mannen en vrouwen;Pleeglocatie: Woning slachtoffer/anderen;2004;105;
345;Totaal mannen en vrouwen;Pleeglocatie: Woning slachtoffer/anderen;2005;114;
346;Totaal mannen en vrouwen;Pleeglocatie: Woning slachtoffer/anderen;2006;83;
347;Totaal mannen en vrouwen;Pleeglocatie: Woning slachtoffer/anderen;2007;92;
348;Totaal mannen en vrouwen;Pleeglocatie: Woning slachtoffer/anderen;2008;94;
349;Totaal mannen en vrouwen;Pleeglocatie: Woning slachtoffer/anderen;2009;102;
350;Totaal mannen en vrouwen;Pleeglocatie: Woning slachtoffer/anderen;2010;98;
351;Totaal mannen en vrouwen;Pleeglocatie: Woning slachtoffer/anderen;2011;93;
352;Totaal mannen en vrouwen;Pleeglocatie: Woning slachtoffer/anderen;2012;87;
353;Totaal mannen en vrouwen;Pleeglocatie: Woning slachtoffer/anderen;2013;91;
354;Totaal mannen en vrouwen;Pleeglocatie: Woning slachtoffer/anderen;2014;71;
355;Totaal mannen en vrouwen;Pleeglocatie: Woning slachtoffer/anderen;2015;65;
356;Totaal mannen en vrouwen;Pleeglocatie: Woning slachtoffer/anderen;2016;58;
357;Totaal mannen en vrouwen;Pleeglocatie: Woning slachtoffer/anderen;2017;77;
358;Totaal mannen en vrouwen;Pleeglocatie: Woning slachtoffer/anderen;2018;80;
359;Totaal mannen en vrouwen;Pleeglocatie: Woning slachtoffer/anderen;2019;61;
360;Totaal mannen en vrouwen;Pleeglocatie: Woning slachtoffer/anderen;2020;74;
361;Totaal mannen en vrouwen;Pleeglocatie: Woning slachtoffer/anderen;2021;81;
362;Totaal mannen en vrouwen;Pleeglocatie: Woning slachtoffer/anderen;2022;74;
363;Totaal mannen en vrouwen;Pleeglocatie: Woning slachtoffer/anderen;2023;69;
364;Totaal mannen en vrouwen;Pleeglocatie: Voor handel en dienstverl.;1996;15;
365;Totaal mannen en vrouwen;Pleeglocatie: Voor handel en dienstverl.;1997;15;
366;Totaal mannen en vrouwen;Pleeglocatie: Voor handel en dienstverl.;1998;9;
367;Totaal mannen en vrouwen;Pleeglocatie: Voor handel en dienstverl.;1999;10;
368;Totaal mannen en vrouwen;Pleeglocatie: Voor handel en dienstverl.;2000;21;
369;Totaal mannen en vrouwen;Pleeglocatie: Voor handel en dienstverl.;2001;13;
370;Totaal mannen en vrouwen;Pleeglocatie: Voor handel en dienstverl.;2002;13;
371;Totaal mannen en vrouwen;Pleeglocatie: Voor handel en dienstverl.;2003;19;
372;Totaal mannen en vrouwen;Pleeglocatie: Voor handel en dienstverl.;2004;15;
373;Totaal mannen en vrouwen;Pleeglocatie: Voor handel en dienstverl.;2005;18;
374;Totaal mannen en vrouwen;Pleeglocatie: Voor handel en dienstverl.;2006;12;
375;Totaal mannen en vrouwen;Pleeglocatie: Voor handel en dienstverl.;2007;18;
376;Totaal mannen en vrouwen;Pleeglocatie: Voor handel en dienstverl.;2008;8;
377;Totaal mannen en vrouwen;Pleeglocatie: Voor handel en dienstverl.;2009;10;
378;Totaal mannen en vrouwen;Pleeglocatie: Voor handel en dienstverl.;2010;10;
379;Totaal mannen en vrouwen;Pleeglocatie: Voor handel en dienstverl.;2011;21;
380;Totaal mannen en vrouwen;Pleeglocatie: Voor handel en dienstverl.;2012;11;
381;Totaal mannen en vrouwen;Pleeglocatie: Voor handel en dienstverl.;2013;8;
382;Totaal mannen en vrouwen;Pleeglocatie: Voor handel en dienstverl.;2014;11;
383;Totaal mannen en vrouwen;Pleeglocatie: Voor handel en dienstverl.;2015;4;
384;Totaal mannen en vrouwen;Pleeglocatie: Voor handel en dienstverl.;2016;10;
385;Totaal mannen en vrouwen;Pleeglocatie: Voor handel en dienstverl.;2017;11;
386;Totaal mannen en vrouwen;Pleeglocatie: Voor handel en dienstverl.;2018;11;
387;Totaal mannen en vrouwen;Pleeglocatie: Voor handel en dienstverl.;2019;6;
388;Totaal mannen en vrouwen;Pleeglocatie: Voor handel en dienstverl.;2020;2;
389;Totaal mannen en vrouwen;Pleeglocatie: Voor handel en dienstverl.;2021;4;
390;Totaal mannen en vrouwen;Pleeglocatie: Voor handel en dienstverl.;2022;14;
391;Totaal mannen en vrouwen;Pleeglocatie: Voor handel en dienstverl.;2023;8;
392;Totaal mannen en vrouwen;Pleeglocatie: Openbare weg;1996;40;
393;Totaal mannen en vrouwen;Pleeglocatie: Openbare weg;1997;51;
394;Totaal mannen en vrouwen;Pleeglocatie: Openbare weg;1998;47;
395;Totaal mannen en vrouwen;Pleeglocatie: Openbare weg;1999;58;
396;Totaal mannen en vrouwen;Pleeglocatie: Openbare weg;2000;40;
397;Totaal mannen en vrouwen;Pleeglocatie: Openbare weg;2001;67;
398;Totaal mannen en vrouwen;Pleeglocatie: Openbare weg;2002;63;
399;Totaal mannen en vrouwen;Pleeglocatie: Openbare weg;2003;65;
400;Totaal mannen en vrouwen;Pleeglocatie: Openbare weg;2004;70;
401;Totaal mannen en vrouwen;Pleeglocatie: Openbare weg;2005;47;
402;Totaal mannen en vrouwen;Pleeglocatie: Openbare weg;2006;30;
403;Totaal mannen en vrouwen;Pleeglocatie: Openbare weg;2007;34;
404;Totaal mannen en vrouwen;Pleeglocatie: Openbare weg;2008;50;
405;Totaal mannen en vrouwen;Pleeglocatie: Openbare weg;2009;42;
406;Totaal mannen en vrouwen;Pleeglocatie: Openbare weg;2010;36;
407;Totaal mannen en vrouwen;Pleeglocatie: Openbare weg;2011;31;
408;Totaal mannen en vrouwen;Pleeglocatie: Openbare weg;2012;34;
409;Totaal mannen en vrouwen;Pleeglocatie: Openbare weg;2013;25;
410;Totaal mannen en vrouwen;Pleeglocatie: Openbare weg;2014;44;
411;Totaal mannen en vrouwen;Pleeglocatie: Openbare weg;2015;35;
412;Totaal mannen en vrouwen;Pleeglocatie: Openbare weg;2016;31;
413;Totaal mannen en vrouwen;Pleeglocatie: Openbare weg;2017;45;
414;Totaal mannen en vrouwen;Pleeglocatie: Openbare weg;2018;22;
415;Totaal mannen en vrouwen;Pleeglocatie: Openbare weg;2019;42;
416;Totaal mannen en vrouwen;Pleeglocatie: Openbare weg;2020;33;
417;Totaal mannen en vrouwen;Pleeglocatie: Openbare weg;2021;28;
418;Totaal mannen en vrouwen;Pleeglocatie: Openbare weg;2022;28;
419;Totaal mannen en vrouwen;Pleeglocatie: Openbare weg;2023;31;
420;Totaal mannen en vrouwen;Pleeglocatie: Overige of onbekend;1996;88;
421;Totaal mannen en vrouwen;Pleeglocatie: Overige of onbekend;1997;101;
422;Totaal mannen en vrouwen;Pleeglocatie: Overige of onbekend;1998;86;
423;Totaal mannen en vrouwen;Pleeglocatie: Overige of onbekend;1999;67;
424;Totaal mannen en vrouwen;Pleeglocatie: Overige of onbekend;2000;61;
425;Totaal mannen en vrouwen;Pleeglocatie: Overige of onbekend;2001;51;
426;Totaal mannen en vrouwen;Pleeglocatie: Overige of onbekend;2002;33;
427;Totaal mannen en vrouwen;Pleeglocatie: Overige of onbekend;2003;50;
428;Totaal mannen en vrouwen;Pleeglocatie: Overige of onbekend;2004;33;
429;Totaal mannen en vrouwen;Pleeglocatie: Overige of onbekend;2005;18;
430;Totaal mannen en vrouwen;Pleeglocatie: Overige of onbekend;2006;34;
431;Totaal mannen en vrouwen;Pleeglocatie: Overige of onbekend;2007;20;
432;Totaal mannen en vrouwen;Pleeglocatie: Overige of onbekend;2008;24;
433;Totaal mannen en vrouwen;Pleeglocatie: Overige of onbekend;2009;21;
434;Totaal mannen en vrouwen;Pleeglocatie: Overige of onbekend;2010;14;
435;Totaal mannen en vrouwen;Pleeglocatie: Overige of onbekend;2011;20;
436;Totaal mannen en vrouwen;Pleeglocatie: Overige of onbekend;2012;25;
437;Totaal mannen en vrouwen;Pleeglocatie: Overige of onbekend;2013;23;
438;Totaal mannen en vrouwen;Pleeglocatie: Overige of onbekend;2014;18;
439;Totaal mannen en vrouwen;Pleeglocatie: Overige of onbekend;2015;16;
440;Totaal mannen en vrouwen;Pleeglocatie: Overige of onbekend;2016;9;
441;Totaal mannen en vrouwen;Pleeglocatie: Overige of onbekend;2017;25;
442;Totaal mannen en vrouwen;Pleeglocatie: Overige of onbekend;2018;6;
443;Totaal mannen en vrouwen;Pleeglocatie: Overige of onbekend;2019;16;
444;Totaal mannen en vrouwen;Pleeglocatie: Overige of onbekend;2020;12;
445;Totaal mannen en vrouwen;Pleeglocatie: Overige of onbekend;2021;13;
446;Totaal mannen en vrouwen;Pleeglocatie: Overige of onbekend;2022;27;
447;Totaal mannen en vrouwen;Pleeglocatie: Overige of onbekend;2023;17;
448;Mannen;Totaal;1996;171;22.3
449;Mannen;Totaal;1997;170;22.0
450;Mannen;Totaal;1998;158;20.3
451;Mannen;Totaal;1999;168;21.5
452;Mannen;Totaal;2000;153;19.4
453;Mannen;Totaal;2001;178;22.4
454;Mannen;Totaal;2002;159;19.9
455;Mannen;Totaal;2003;159;19.8
456;Mannen;Totaal;2004;164;20.4
457;Mannen;Totaal;2005;130;16.1
458;Mannen;Totaal;2006;103;12.7
459;Mannen;Totaal;2007;113;14.0
460;Mannen;Totaal;2008;126;15.5
461;Mannen;Totaal;2009;126;15.4
462;Mannen;Totaal;2010;101;12.3
463;Mannen;Totaal;2011;111;13.4
464;Mannen;Totaal;2012;104;12.5
465;Mannen;Totaal;2013;89;10.7
466;Mannen;Totaal;2014;113;13.5
467;Mannen;Totaal;2015;77;9.2
468;Mannen;Totaal;2016;74;8.8
469;Mannen;Totaal;2017;112;13.2
470;Mannen;Totaal;2018;76;8.9
471;Mannen;Totaal;2019;81;9.4
472;Mannen;Totaal;2020;77;8.9
473;Mannen;Totaal;2021;88;10.1
474;Mannen;Totaal;2022;95;10.8
475;Mannen;Totaal;2023;84;9.5
476;Mannen;Leeftijd: jonger dan 20 jaar;1996;16;8.3
477;Mannen;Leeftijd: jonger dan 20 jaar;1997;23;11.8
478;Mannen;Leeftijd: jonger dan 20 jaar;1998;18;9.2
479;Mannen;Leeftijd: jonger dan 20 jaar;1999;15;7.6
480;Mannen;Leeftijd: jonger dan 20 jaar;2000;15;7.5
481;Mannen;Leeftijd: jonger dan 20 jaar;2001;12;6.0
482;Mannen;Leeftijd: jonger dan 20 jaar;2002;16;7.9
483;Mannen;Leeftijd: jonger dan 20 jaar;2003;22;10.8
484;Mannen;Leeftijd: jonger dan 20 jaar;2004;20;9.8
485;Mannen;Leeftijd: jonger dan 20 jaar;2005;14;6.9
486;Mannen;Leeftijd: jonger dan 20 jaar;2006;11;5.4
487;Mannen;Leeftijd: jonger dan 20 jaar;2007;17;8.4
488;Mannen;Leeftijd: jonger dan 20 jaar;2008;7;3.5
489;Mannen;Leeftijd: jonger dan 20 jaar;2009;14;7.0
490;Mannen;Leeftijd: jonger dan 20 jaar;2010;15;7.5
491;Mannen;Leeftijd: jonger dan 20 jaar;2011;10;5.0
492;Mannen;Leeftijd: jonger dan 20 jaar;2012;11;5.5
493;Mannen;Leeftijd: jonger dan 20 jaar;2013;11;5.6
494;Mannen;Leeftijd: jonger dan 20 jaar;2014;10;5.1
495;Mannen;Leeftijd: jonger dan 20 jaar;2015;3;1.5
496;Mannen;Leeftijd: jonger dan 20 jaar;2016;5;2.6
497;Mannen;Leeftijd: jonger dan 20 jaar;2017;9;4.6
498;Mannen;Leeftijd: jonger dan 20 jaar;2018;10;5.1
499;Mannen;Leeftijd: jonger dan 20 jaar;2019;5;2.6
500;Mannen;Leeftijd: jonger dan 20 jaar;2020;11;5.7
501;Mannen;Leeftijd: jonger dan 20 jaar;2021;11;5.7
502;Mannen;Leeftijd: jonger dan 20 jaar;2022;11;5.7
503;Mannen;Leeftijd: jonger dan 20 jaar;2023;8;4.2
504;Mannen;Leeftijd: 20 tot 30 jaar;1996;49;41.0
505;Mannen;Leeftijd: 20 tot 30 jaar;1997;50;43.1
506;Mannen;Leeftijd: 20 tot 30 jaar;1998;45;39.8
507;Mannen;Leeftijd: 20 tot 30 jaar;1999;40;36.5
508;Mannen;Leeftijd: 20 tot 30 jaar;2000;39;36.6
509;Mannen;Leeftijd: 20 tot 30 jaar;2001;39;37.5
510;Mannen;Leeftijd: 20 tot 30 jaar;2002;36;35.3
511;Mannen;Leeftijd: 20 tot 30 jaar;2003;25;24.9
512;Mannen;Leeftijd: 20 tot 30 jaar;2004;24;24.2
513;Mannen;Leeftijd: 20 tot 30 jaar;2005;25;25.3
514;Mannen;Leeftijd: 20 tot 30 jaar;2006;19;19.3
515;Mannen;Leeftijd: 20 tot 30 jaar;2007;23;23.3
516;Mannen;Leeftijd: 20 tot 30 jaar;2008;27;27.1
517;Mannen;Leeftijd: 20 tot 30 jaar;2009;29;28.7
518;Mannen;Leeftijd: 20 tot 30 jaar;2010;22;21.6
519;Mannen;Leeftijd: 20 tot 30 jaar;2011;23;22.3
520;Mannen;Leeftijd: 20 tot 30 jaar;2012;21;20.1
521;Mannen;Leeftijd: 20 tot 30 jaar;2013;21;19.9
522;Mannen;Leeftijd: 20 tot 30 jaar;2014;22;20.6
523;Mannen;Leeftijd: 20 tot 30 jaar;2015;23;21.4
524;Mannen;Leeftijd: 20 tot 30 jaar;2016;19;17.5
525;Mannen;Leeftijd: 20 tot 30 jaar;2017;27;24.6
526;Mannen;Leeftijd: 20 tot 30 jaar;2018;16;14.4
527;Mannen;Leeftijd: 20 tot 30 jaar;2019;20;17.8
528;Mannen;Leeftijd: 20 tot 30 jaar;2020;16;14.1
529;Mannen;Leeftijd: 20 tot 30 jaar;2021;17;14.8
530;Mannen;Leeftijd: 20 tot 30 jaar;2022;21;18.0
531;Mannen;Leeftijd: 20 tot 30 jaar;2023;18;15.2
532;Mannen;Leeftijd: 30 tot 40 jaar;1996;38;29.0
533;Mannen;Leeftijd: 30 tot 40 jaar;1997;41;31.1
534;Mannen;Leeftijd: 30 tot 40 jaar;1998;36;27.1
535;Mannen;Leeftijd: 30 tot 40 jaar;1999;50;37.4
536;Mannen;Leeftijd: 30 tot 40 jaar;2000;43;32.0
537;Mannen;Leeftijd: 30 tot 40 jaar;2001;47;34.9
538;Mannen;Leeftijd: 30 tot 40 jaar;2002;53;39.6
539;Mannen;Leeftijd: 30 tot 40 jaar;2003;44;33.4
540;Mannen;Leeftijd: 30 tot 40 jaar;2004;45;35.0
541;Mannen;Leeftijd: 30 tot 40 jaar;2005;29;23.3
542;Mannen;Leeftijd: 30 tot 40 jaar;2006;28;23.2
543;Mannen;Leeftijd: 30 tot 40 jaar;2007;23;19.6
544;Mannen;Leeftijd: 30 tot 40 jaar;2008;38;33.4
545;Mannen;Leeftijd: 30 tot 40 jaar;2009;29;26.2
546;Mannen;Leeftijd: 30 tot 40 jaar;2010;20;18.6
547;Mannen;Leeftijd: 30 tot 40 jaar;2011;23;21.9
548;Mannen;Leeftijd: 30 tot 40 jaar;2012;19;18.4
549;Mannen;Leeftijd: 30 tot 40 jaar;2013;22;21.7
550;Mannen;Leeftijd: 30 tot 40 jaar;2014;26;25.8
551;Mannen;Leeftijd: 30 tot 40 jaar;2015;17;16.8
552;Mannen;Leeftijd: 30 tot 40 jaar;2016;18;17.6
553;Mannen;Leeftijd: 30 tot 40 jaar;2017;22;21.2
554;Mannen;Leeftijd: 30 tot 40 jaar;2018;13;12.4
555;Mannen;Leeftijd: 30 tot 40 jaar;2019;20;18.7
556;Mannen;Leeftijd: 30 tot 40 jaar;2020;14;12.8
557;Mannen;Leeftijd: 30 tot 40 jaar;2021;13;11.7
558;Mannen;Leeftijd: 30 tot 40 jaar;2022;19;16.7
559;Mannen;Leeftijd: 30 tot 40 jaar;2023;18;15.4
560;Mannen;Leeftijd: 40 tot 50 jaar;1996;28;23.5
561;Mannen;Leeftijd: 40 tot 50 jaar;1997;28;23.7
562;Mannen;Leeftijd: 40 tot 50 jaar;1998;31;26.3
563;Mannen;Leeftijd: 40 tot 50 jaar;1999;35;29.5
564;Mannen;Leeftijd: 40 tot 50 jaar;2000;34;28.4
565;Mannen;Leeftijd: 40 tot 50 jaar;2001;39;32.1
566;Mannen;Leeftijd: 40 tot 50 jaar;2002;21;17.1
567;Mannen;Leeftijd: 40 tot 50 jaar;2003;24;19.3
568;Mannen;Leeftijd: 40 tot 50 jaar;2004;28;22.2
569;Mannen;Leeftijd: 40 tot 50 jaar;2005;30;23.5
570;Mannen;Leeftijd: 40 tot 50 jaar;2006;22;17.1
571;Mannen;Leeftijd: 40 tot 50 jaar;2007;21;16.3
572;Mannen;Leeftijd: 40 tot 50 jaar;2008;28;21.6
573;Mannen;Leeftijd: 40 tot 50 jaar;2009;19;14.6
574;Mannen;Leeftijd: 40 tot 50 jaar;2010;18;13.8
575;Mannen;Leeftijd: 40 tot 50 jaar;2011;25;19.1
576;Mannen;Leeftijd: 40 tot 50 jaar;2012;28;21.6
577;Mannen;Leeftijd: 40 tot 50 jaar;2013;16;12.5
578;Mannen;Leeftijd: 40 tot 50 jaar;2014;28;22.4
579;Mannen;Leeftijd: 40 tot 50 jaar;2015;17;13.9
580;Mannen;Leeftijd: 40 tot 50 jaar;2016;13;10.9
581;Mannen;Leeftijd: 40 tot 50 jaar;2017;23;19.8
582;Mannen;Leeftijd: 40 tot 50 jaar;2018;12;10.5
583;Mannen;Leeftijd: 40 tot 50 jaar;2019;15;13.5
584;Mannen;Leeftijd: 40 tot 50 jaar;2020;11;10.1
585;Mannen;Leeftijd: 40 tot 50 jaar;2021;15;14.0
586;Mannen;Leeftijd: 40 tot 50 jaar;2022;18;17.0
587;Mannen;Leeftijd: 40 tot 50 jaar;2023;20;18.9
588;Mannen;Leeftijd: 50 tot 60 jaar;1996;21;24.0
589;Mannen;Leeftijd: 50 tot 60 jaar;1997;16;17.3
590;Mannen;Leeftijd: 50 tot 60 jaar;1998;12;12.4
591;Mannen;Leeftijd: 50 tot 60 jaar;1999;16;16.0
592;Mannen;Leeftijd: 50 tot 60 jaar;2000;15;14.5
593;Mannen;Leeftijd: 50 tot 60 jaar;2001;24;22.7
594;Mannen;Leeftijd: 50 tot 60 jaar;2002;22;20.3
595;Mannen;Leeftijd: 50 tot 60 jaar;2003;23;20.8
596;Mannen;Leeftijd: 50 tot 60 jaar;2004;25;22.3
597;Mannen;Leeftijd: 50 tot 60 jaar;2005;15;13.2
598;Mannen;Leeftijd: 50 tot 60 jaar;2006;11;9.7
599;Mannen;Leeftijd: 50 tot 60 jaar;2007;20;17.7
600;Mannen;Leeftijd: 50 tot 60 jaar;2008;14;12.4
601;Mannen;Leeftijd: 50 tot 60 jaar;2009;24;21.2
602;Mannen;Leeftijd: 50 tot 60 jaar;2010;13;11.4
603;Mannen;Leeftijd: 50 tot 60 jaar;2011;19;16.4
604;Mannen;Leeftijd: 50 tot 60 jaar;2012;12;10.2
605;Mannen;Leeftijd: 50 tot 60 jaar;2013;9;7.6
606;Mannen;Leeftijd: 50 tot 60 jaar;2014;14;11.6
607;Mannen;Leeftijd: 50 tot 60 jaar;2015;12;9.8
608;Mannen;Leeftijd: 50 tot 60 jaar;2016;8;6.5
609;Mannen;Leeftijd: 50 tot 60 jaar;2017;18;14.5
610;Mannen;Leeftijd: 50 tot 60 jaar;2018;13;10.4
611;Mannen;Leeftijd: 50 tot 60 jaar;2019;10;7.9
612;Mannen;Leeftijd: 50 tot 60 jaar;2020;14;11.0
613;Mannen;Leeftijd: 50 tot 60 jaar;2021;16;12.5
614;Mannen;Leeftijd: 50 tot 60 jaar;2022;12;9.4
615;Mannen;Leeftijd: 50 tot 60 jaar;2023;9;7.1
616;Mannen;Leeftijd: 60 jaar of ouder;1996;19;16.2
617;Mannen;Leeftijd: 60 jaar of ouder;1997;12;10.1
618;Mannen;Leeftijd: 60 jaar of ouder;1998;16;13.3
619;Mannen;Leeftijd: 60 jaar of ouder;1999;12;9.8
620;Mannen;Leeftijd: 60 jaar of ouder;2000;7;5.6
621;Mannen;Leeftijd: 60 jaar of ouder;2001;17;13.4
622;Mannen;Leeftijd: 60 jaar of ouder;2002;11;8.5
623;Mannen;Leeftijd: 60 jaar of ouder;2003;21;15.8
624;Mannen;Leeftijd: 60 jaar of ouder;2004;22;16.2
625;Mannen;Leeftijd: 60 jaar of ouder;2005;17;12.2
626;Mannen;Leeftijd: 60 jaar of ouder;2006;12;8.3
627;Mannen;Leeftijd: 60 jaar of ouder;2007;9;6.0
628;Mannen;Leeftijd: 60 jaar of ouder;2008;12;7.7
629;Mannen;Leeftijd: 60 jaar of ouder;2009;11;6.8
630;Mannen;Leeftijd: 60 jaar of ouder;2010;13;7.8
631;Mannen;Leeftijd: 60 jaar of ouder;2011;11;6.4
632;Mannen;Leeftijd: 60 jaar of ouder;2012;13;7.4
633;Mannen;Leeftijd: 60 jaar of ouder;2013;10;5.5
634;Mannen;Leeftijd: 60 jaar of ouder;2014;13;7.0
635;Mannen;Leeftijd: 60 jaar of ouder;2015;5;2.6
636;Mannen;Leeftijd: 60 jaar of ouder;2016;11;5.6
637;Mannen;Leeftijd: 60 jaar of ouder;2017;13;6.5
638;Mannen;Leeftijd: 60 jaar of ouder;2018;12;5.8
639;Mannen;Leeftijd: 60 jaar of ouder;2019;11;5.2
640;Mannen;Leeftijd: 60 jaar of ouder;2020;11;5.1
641;Mannen;Leeftijd: 60 jaar of ouder;2021;16;7.3
642;Mannen;Leeftijd: 60 jaar of ouder;2022;14;6.2
643;Mannen;Leeftijd: 60 jaar of ouder;2023;11;4.8
644;Mannen;Wijze: Ophangen, verwurgen of verstikken;1996;6;
645;Mannen;Wijze: Ophangen, verwurgen of verstikken;1997;13;
646;Mannen;Wijze: Ophangen, verwurgen of verstikken;1998;9;
647;Mannen;Wijze: Ophangen, verwurgen of verstikken;1999;5;
648;Mannen;Wijze: Ophangen, verwurgen of verstikken;2000;4;
649;Mannen;Wijze: Ophangen, verwurgen of verstikken;2001;3;
650;Mannen;Wijze: Ophangen, verwurgen of verstikken;2002;1;
651;Mannen;Wijze: Ophangen, verwurgen of verstikken;2003;5;
652;Mannen;Wijze: Ophangen, verwurgen of verstikken;2004;8;
653;Mannen;Wijze: Ophangen, verwurgen of verstikken;2005;8;
654;Mannen;Wijze: Ophangen, verwurgen of verstikken;2006;6;
655;Mannen;Wijze: Ophangen, verwurgen of verstikken;2007;5;
656;Mannen;Wijze: Ophangen, verwurgen of verstikken;2008;5;
657;Mannen;Wijze: Ophangen, verwurgen of verstikken;2009;5;
658;Mannen;Wijze: Ophangen, verwurgen of verstikken;2010;4;
659;Mannen;Wijze: Ophangen, verwurgen of verstikken;2011;4;
660;Mannen;Wijze: Ophangen, verwurgen of verstikken;2012;4;
661;Mannen;Wijze: Ophangen, verwurgen of verstikken;2013;7;
662;Mannen;Wijze: Ophangen, verwurgen of verstikken;2014;11;
663;Mannen;Wijze: Ophangen, verwurgen of verstikken;2015;2;
664;Mannen;Wijze: Ophangen, verwurgen of verstikken;2016;2;
665;Mannen;Wijze: Ophangen, verwurgen of verstikken;2017;7;
666;Mannen;Wijze: Ophangen, verwurgen of verstikken;2018;5;
667;Mannen;Wijze: Ophangen, verwurgen of verstikken;2019;1;
668;Mannen;Wijze: Ophangen, verwurgen of verstikken;2020;3;
669;Mannen;Wijze: Ophangen, verwurgen of verstikken;2021;3;
670;Mannen;Wijze: Ophangen, verwurgen of verstikken;2022;4;
671;Mannen;Wijze: Ophangen, verwurgen of verstikken;2023;3;
672;Mannen;Wijze: Slaan of schoppen;1996;12;
673;Mannen;Wijze: Slaan of schoppen;1997;8;
674;Mannen;Wijze: Slaan of schoppen;1998;8;
675;Mannen;Wijze: Slaan of schoppen;1999;14;
676;Mannen;Wijze: Slaan of schoppen;2000;5;
677;Mannen;Wijze: Slaan of schoppen;2001;7;
678;Mannen;Wijze: Slaan of schoppen;2002;14;
679;Mannen;Wijze: Slaan of schoppen;2003;12;
680;Mannen;Wijze: Slaan of schoppen;2004;15;
681;Mannen;Wijze: Slaan of schoppen;2005;7;
682;Mannen;Wijze: Slaan of schoppen;2006;4;
683;Mannen;Wijze: Slaan of schoppen;2007;10;
684;Mannen;Wijze: Slaan of schoppen;2008;9;
685;Mannen;Wijze: Slaan of schoppen;2009;13;
686;Mannen;Wijze: Slaan of schoppen;2010;8;
687;Mannen;Wijze: Slaan of schoppen;2011;13;
688;Mannen;Wijze: Slaan of schoppen;2012;15;
689;Mannen;Wijze: Slaan of schoppen;2013;9;
690;Mannen;Wijze: Slaan of schoppen;2014;10;
691;Mannen;Wijze: Slaan of schoppen;2015;9;
692;Mannen;Wijze: Slaan of schoppen;2016;7;
693;Mannen;Wijze: Slaan of schoppen;2017;11;
694;Mannen;Wijze: Slaan of schoppen;2018;7;
695;Mannen;Wijze: Slaan of schoppen;2019;10;
696;Mannen;Wijze: Slaan of schoppen;2020;16;
697;Mannen;Wijze: Slaan of schoppen;2021;8;
698;Mannen;Wijze: Slaan of schoppen;2022;15;
699;Mannen;Wijze: Slaan of schoppen;2023;12;
700;Mannen;Wijze: Vuurwapen;1996;73;
701;Mannen;Wijze: Vuurwapen;1997;67;
702;Mannen;Wijze: Vuurwapen;1998;63;
703;Mannen;Wijze: Vuurwapen;1999;79;
704;Mannen;Wijze: Vuurwapen;2000;74;
705;Mannen;Wijze: Vuurwapen;2001;78;
706;Mannen;Wijze: Vuurwapen;2002;69;
707;Mannen;Wijze: Vuurwapen;2003;57;
708;Mannen;Wijze: Vuurwapen;2004;55;
709;Mannen;Wijze: Vuurwapen;2005;53;
710;Mannen;Wijze: Vuurwapen;2006;36;
711;Mannen;Wijze: Vuurwapen;2007;39;
712;Mannen;Wijze: Vuurwapen;2008;44;
713;Mannen;Wijze: Vuurwapen;2009;49;
714;Mannen;Wijze: Vuurwapen;2010;34;
715;Mannen;Wijze: Vuurwapen;2011;45;
716;Mannen;Wijze: Vuurwapen;2012;48;
717;Mannen;Wijze: Vuurwapen;2013;30;
718;Mannen;Wijze: Vuurwapen;2014;46;
719;Mannen;Wijze: Vuurwapen;2015;36;
720;Mannen;Wijze: Vuurwapen;2016;28;
721;Mannen;Wijze: Vuurwapen;2017;42;
722;Mannen;Wijze: Vuurwapen;2018;33;
723;Mannen;Wijze: Vuurwapen;2019;28;
724;Mannen;Wijze: Vuurwapen;2020;24;
725;Mannen;Wijze: Vuurwapen;2021;31;
726;Mannen;Wijze: Vuurwapen;2022;32;
727;Mannen;Wijze: Vuurwapen;2023;24;
728;Mannen;Wijze: Steek- of slagwapen;1996;62;
729;Mannen;Wijze: Steek- of slagwapen;1997;55;
730;Mannen;Wijze: Steek- of slagwapen;1998;56;
731;Mannen;Wijze: Steek- of slagwapen;1999;58;
732;Mannen;Wijze: Steek- of slagwapen;2000;50;
733;Mannen;Wijze: Steek- of slagwapen;2001;65;
734;Mannen;Wijze: Steek- of slagwapen;2002;56;
735;Mannen;Wijze: Steek- of slagwapen;2003;60;
736;Mannen;Wijze: Steek- of slagwapen;2004;70;
737;Mannen;Wijze: Steek- of slagwapen;2005;44;
738;Mannen;Wijze: Steek- of slagwapen;2006;43;
739;Mannen;Wijze: Steek- of slagwapen;2007;46;
740;Mannen;Wijze: Steek- of slagwapen;2008;54;
741;Mannen;Wijze: Steek- of slagwapen;2009;48;
742;Mannen;Wijze: Steek- of slagwapen;2010;47;
743;Mannen;Wijze: Steek- of slagwapen;2011;41;
744;Mannen;Wijze: Steek- of slagwapen;2012;26;
745;Mannen;Wijze: Steek- of slagwapen;2013;31;
746;Mannen;Wijze: Steek- of slagwapen;2014;39;
747;Mannen;Wijze: Steek- of slagwapen;2015;27;
748;Mannen;Wijze: Steek- of slagwapen;2016;35;
749;Mannen;Wijze: Steek- of slagwapen;2017;47;
