ID;Logiesvormen;WoonlandVanGasten;RegioS;Perioden;Gasten_1;Overnachtingen_2
816;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2020 3e kwartaal;5210;18045
817;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2020 oktober;784;2292
818;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2020 november;552;1181
819;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2020 december;530;1220
820;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2020 4e kwartaal;1865;4693
821;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2020;12644;35834
822;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2021 januari;368;893
823;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2021 februari;540;1294
824;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2021 maart;544;1298
825;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2021 1e kwartaal;1451;3486
826;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2021 april;767;1991
827;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2021 mei;1307;3743
828;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2021 juni;1345;3996
829;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2021 2e kwartaal;3419;9730
830;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2021 juli;1823;6286
831;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2021 augustus;2077;7398
832;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2021 september;1726;5011
833;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2021 3e kwartaal;5626;18695
834;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2021 oktober;1878;5020
835;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2021 november;1309;3052
836;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2021 december;670;1634
837;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2021 4e kwartaal;3858;9706
838;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2021;14354;41617
839;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2022 januari;603;1478
840;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2022 februari;1039;2263
841;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2022 maart;1574;3604
842;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2022 1e kwartaal;3215;7345
843;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2022 april;2306;6155
844;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2022 mei;2479;6400
845;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2022 juni;2409;6546
846;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2022 2e kwartaal;7195;19101
847;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2022 juli;2709;8616
848;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2022 augustus;2761;9261
849;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2022 september;2298;6443
850;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2022 3e kwartaal;7768;24319
851;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2022 oktober;2407;6357
852;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2022 november;1865;4135
853;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2022 december;1658;3669
854;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2022 4e kwartaal;5931;14161
855;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2022;24108;64927
856;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2023 januari;1552;3495
857;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2023 februari;1552;3503
858;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2023 maart;1899;4357
859;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2023 1e kwartaal;5003;11355
860;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2023 april;2524;6678
861;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2023 mei;2665;7250
862;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2023 juni;2637;7572
863;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2023 2e kwartaal;7826;21499
864;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2023 juli;2946;9188
865;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2023 augustus;2712;8980
866;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2023 september;2387;6625
867;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2023 3e kwartaal;8045;24792
868;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2023 oktober;2458;6404
869;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2023 november;1841;4052
870;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2023 december;1744;3769
871;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2023 4e kwartaal;6043;14225
872;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2023;26917;71871
873;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2024 januari;1691;3891
874;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2024 februari;1688;3867
875;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2024 maart;2100;4966
876;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2024 1e kwartaal;5479;12725
877;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2024 april;2452;6331
878;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2024 mei;2829;7729
879;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2024 juni;2618;7167
880;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2024 2e kwartaal;7898;21227
881;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2024 juli;2858;8782
882;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2024 augustus;2998;9850
883;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2024 september;2564;7038
884;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2024 3e kwartaal;8440;25686
885;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2024 oktober;2476;6509
886;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2024 november;2001;4429
887;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2024 december;1877;4057
888;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2024 4e kwartaal;6354;14994
889;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2024;28153;74536
890;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2025 januari;1708;3813
891;Totaal logiesaccommodaties;Totaal landen;West-Nederland (LD);2025 februari;1640;3749
892;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2012 januari;384;987
893;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2012 februari;377;971
894;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2012 maart;465;1145
895;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2012 1e kwartaal;1226;3104
896;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2012 april;674;1882
897;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2012 mei;751;2293
898;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2012 juni;677;2056
899;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2012 2e kwartaal;2102;6231
900;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2012 juli;699;2629
901;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2012 augustus;792;3002
902;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2012 september;636;1846
903;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2012 3e kwartaal;2126;7478
904;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2012 oktober;629;1759
905;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2012 november;472;1174
906;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2012 december;455;1160
907;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2012 4e kwartaal;1555;4093
908;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2012;7010;20905
909;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2013 januari;341;880
910;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2013 februari;373;956
911;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2013 maart;456;1141
912;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2013 1e kwartaal;1170;2977
913;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2013 april;612;1675
914;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2013 mei;801;2543
915;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2013 juni;687;2071
916;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2013 2e kwartaal;2100;6289
917;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2013 juli;748;2813
918;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2013 augustus;829;3353
919;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2013 september;622;1887
920;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2013 3e kwartaal;2200;8053
921;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2013 oktober;593;1685
922;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2013 november;475;1168
923;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2013 december;448;1146
924;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2013 4e kwartaal;1516;4000
925;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2013;6986;21319
926;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2014 januari;357;884
927;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2014 februari;372;907
928;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2014 maart;466;1133
929;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2014 1e kwartaal;1195;2924
930;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2014 april;608;1726
931;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2014 mei;695;2017
932;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2014 juni;728;2300
933;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2014 2e kwartaal;2030;6042
934;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2014 juli;682;2456
935;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2014 augustus;810;3301
936;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2014 september;625;1808
937;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2014 3e kwartaal;2116;7566
938;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2014 oktober;656;1836
939;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2014 november;453;1079
940;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2014 december;457;1146
941;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2014 4e kwartaal;1566;4061
942;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2014;6908;20592
943;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2015 januari;372;914
944;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2015 februari;421;1058
945;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2015 maart;465;1120
946;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2015 1e kwartaal;1258;3092
947;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2015 april;630;1796
948;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2015 mei;789;2418
949;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2015 juni;677;1977
950;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2015 2e kwartaal;2096;6191
951;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2015 juli;754;2803
952;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2015 augustus;822;3206
953;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2015 september;605;1771
954;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2015 3e kwartaal;2180;7779
955;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2015 oktober;674;1916
956;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2015 november;517;1258
957;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2015 december;501;1263
958;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2015 4e kwartaal;1692;4437
959;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2015;7226;21500
960;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2016 januari;373;957
961;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2016 februari;444;1127
962;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2016 maart;505;1302
963;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2016 1e kwartaal;1322;3386
964;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2016 april;645;1792
965;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2016 mei;787;2344
966;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2016 juni;651;1880
967;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2016 2e kwartaal;2082;6016
968;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2016 juli;757;2762
969;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2016 augustus;849;3494
970;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2016 september;676;1972
971;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2016 3e kwartaal;2282;8229
972;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2016 oktober;709;1985
973;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2016 november;509;1220
974;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2016 december;483;1200
975;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2016 4e kwartaal;1701;4405
976;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2016;7387;22036
977;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2017 januari;448;1061
978;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2017 februari;433;1002
979;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2017 maart;532;1228
980;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2017 1e kwartaal;1413;3291
981;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2017 april;760;2037
982;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2017 mei;800;2222
983;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2017 juni;779;2130
984;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2017 2e kwartaal;2338;6389
985;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2017 juli;797;2615
986;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2017 augustus;841;3140
987;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2017 september;706;1960
988;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2017 3e kwartaal;2344;7715
989;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2017 oktober;722;1850
990;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2017 november;548;1276
991;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2017 december;551;1252
992;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2017 4e kwartaal;1820;4379
993;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2017;7916;21773
994;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2018 januari;468;1117
995;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2018 februari;472;1095
996;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2018 maart;608;1443
997;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2018 1e kwartaal;1548;3655
998;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2018 april;745;1873
999;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2018 mei;818;2290
1000;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2018 juni;745;2007
1001;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2018 2e kwartaal;2308;6169
1002;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2018 juli;798;2608
1003;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2018 augustus;910;3319
1004;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2018 september;729;2000
1005;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2018 3e kwartaal;2437;7926
1006;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2018 oktober;750;1972
1007;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2018 november;579;1364
1008;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2018 december;573;1310
1009;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2018 4e kwartaal;1902;4646
1010;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2018;8196;22396
1011;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2019 januari;454;1094
1012;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2019 februari;458;1068
1013;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2019 maart;614;1442
1014;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2019 1e kwartaal;1526;3604
1015;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2019 april;797;2155
1016;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2019 mei;763;1976
1017;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2019 juni;888;2537
1018;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2019 2e kwartaal;2448;6668
1019;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2019 juli;878;2901
1020;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2019 augustus;967;3579
1021;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2019 september;769;2091
1022;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2019 3e kwartaal;2614;8570
1023;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2019 oktober;780;2040
1024;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2019 november;620;1437
1025;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2019 december;612;1419
1026;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2019 4e kwartaal;2012;4896
1027;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2019;8601;23738
1028;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2020 januari;521;1199
1029;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2020 februari;543;1306
1030;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2020 maart;258;656
1031;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2020 1e kwartaal;1321;3160
1032;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2020 april;58;202
1033;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2020 mei;157;459
1034;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2020 juni;445;1338
1035;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2020 2e kwartaal;660;1999
1036;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2020 juli;890;3168
1037;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2020 augustus;973;3787
1038;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2020 september;722;2248
1039;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2020 3e kwartaal;2584;9202
1040;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2020 oktober;526;1589
1041;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2020 november;278;690
1042;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2020 december;263;697
1043;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2020 4e kwartaal;1066;2976
1044;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2020;5632;17338
1045;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2021 januari;155;475
1046;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2021 februari;246;710
1047;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2021 maart;223;609
1048;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2021 1e kwartaal;624;1793
1049;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2021 april;364;1060
1050;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2021 mei;681;2301
1051;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2021 juni;700;2215
1052;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2021 2e kwartaal;1745;5575
1053;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2021 juli;863;3248
1054;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2021 augustus;1002;4044
1055;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2021 september;791;2412
1056;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2021 3e kwartaal;2656;9704
1057;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2021 oktober;790;2164
1058;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2021 november;582;1486
1059;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2021 december;324;902
1060;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2021 4e kwartaal;1697;4551
1061;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2021;6722;21623
1062;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2022 januari;244;688
1063;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2022 februari;427;1010
1064;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2022 maart;578;1401
1065;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2022 1e kwartaal;1249;3098
1066;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2022 april;839;2211
1067;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2022 mei;946;2619
1068;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2022 juni;917;2616
1069;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2022 2e kwartaal;2701;7447
1070;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2022 juli;1019;3384
1071;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2022 augustus;1034;3924
1072;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2022 september;870;2487
1073;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2022 3e kwartaal;2923;9795
1074;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2022 oktober;911;2427
1075;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2022 november;676;1580
1076;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2022 december;639;1466
1077;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2022 4e kwartaal;2226;5473
1078;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2022;9100;25812
1079;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2023 januari;515;1317
1080;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2023 februari;543;1288
1081;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2023 maart;626;1574
1082;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2023 1e kwartaal;1685;4179
1083;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2023 april;855;2295
1084;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2023 mei;967;2877
1085;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2023 juni;859;2527
1086;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2023 2e kwartaal;2681;7699
1087;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2023 juli;958;3476
1088;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2023 augustus;986;3929
1089;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2023 september;811;2418
1090;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2023 3e kwartaal;2755;9822
1091;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2023 oktober;850;2479
1092;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2023 november;620;1522
1093;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2023 december;644;1520
1094;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2023 4e kwartaal;2114;5521
1095;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2023;9235;27221
1096;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2024 januari;569;1402
1097;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2024 februari;563;1411
1098;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2024 maart;671;1674
1099;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2024 1e kwartaal;1803;4488
1100;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2024 april;818;2105
1101;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2024 mei;1021;3001
1102;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2024 juni;916;2606
1103;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2024 2e kwartaal;2755;7713
1104;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2024 juli;993;3651
1105;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2024 augustus;1088;4115
1106;Totaal logiesaccommodaties;Totaal landen;Zuid-Nederland (LD);2024 september;908;2612
