ID;Geslacht;Leeftijd;Herkomstgroepering;MateVanArbeidsongeschiktheid;DiagnoseArbeidsongeschiktheid;Perioden;TotaalArbeidsongeschiktheidsuitkeringen_1;WAOUitkeringen_2;WAZUitkeringen_3;WajongUitkeringen_4;IVAUitkeringen_5;WGAUitkeringen_6
799;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;0;2010 augustus;188300;153520;11640;3840;0;19310
800;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;0;2010 september;187700;152520;11550;3820;0;19820
801;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;0;2010 oktober;189430;151450;11440;6070;0;20470
802;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;0;2010 november;189360;150380;11340;6620;0;21020
803;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;0;2010 december;189650;149620;11220;7290;0;21520
804;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;0;2011 januari;189370;148210;11080;7840;0;22240
805;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;0;2011 februari;189110;146930;10920;8400;0;22850
806;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;0;2011 maart;188520;145530;10730;8920;0;23350
807;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;0;2011 april;188010;144120;10550;9440;0;23910
808;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;0;2011 mei;187560;142710;10380;9960;0;24510
809;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;0;2011 juni;186770;141250;10210;10400;0;24900
810;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;0;2011 juli;186160;139910;10090;10690;0;25460
811;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;0;2011 augustus;185930;138730;9960;11200;0;26040
812;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;0;2011 september;185720;137570;9810;11620;0;26710
813;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;0;2011 oktober;185450;136360;9670;11940;0;27470
814;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;0;2011 november;184940;135230;9540;12220;0;27950
815;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;0;2011 december;184710;133990;9430;12670;0;28630
816;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;0;2012 januari;183330;131790;9230;13030;0;29280
817;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;0;2012 februari;182910;130560;9090;13430;0;29840
818;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;0;2012 maart;182490;129400;8970;13770;0;30350
819;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;0;2012 april;181940;128050;8820;14190;0;30880
820;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;0;2012 mei;181440;126900;8710;14570;0;31260
821;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;0;2012 juni;174800;126780;8700;14450;0;24870
822;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;0;2012 juli;173670;125530;8570;14490;0;25070
823;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;0;2012 augustus;172890;124420;8460;14530;0;25470
824;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;0;2012 september;172510;123360;8350;14870;0;25920
825;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;0;2012 oktober;172130;122260;8230;15220;0;26430
826;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;0;2012 november;171680;121190;8110;15460;0;26910
827;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;0;2012 december;171250;120230;8020;15730;0;27270
828;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;0;2013 januari;171520;119860;7990;15900;0;27770
829;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;0;2013 februari;170870;118680;7900;16110;0;28170
830;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;0;2013 maart;170450;117680;7770;16440;0;28550
831;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;0;2013 april;169870;116560;7660;16750;0;28890
832;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;0;2013 mei;169350;115520;7550;17070;0;29210
833;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;0;2013 juni;168800;114450;7450;17420;0;29480
834;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;0;2013 juli;168000;113470;7360;17390;0;29770
835;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;0;2013 augustus;167110;112430;7250;17310;0;30110
836;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;0;2013 september;174860;111400;7160;17860;0;38430
837;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;0;2013 oktober;174480;110310;7040;18300;0;38820
838;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;0;2013 november;174020;109260;6970;18550;0;39240
839;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;0;2013 december;173650;108310;6880;18880;0;39580
840;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;0;2014 januari;173600;107890;6850;18890;0;39960
841;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;0;2014 februari;172950;106850;6750;19090;0;40250
842;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;0;2014 maart;172420;105790;6670;19350;0;40600
843;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;0;2014 april;172020;104810;6570;19650;0;40990
844;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;0;2014 mei;171660;103800;6500;20010;0;41330
845;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;0;2014 juni;171350;102850;6430;20350;0;41720
846;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;0;2014 juli;170490;101810;6370;20370;0;41930
847;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;0;2014 augustus;169730;100910;6280;20200;0;42340
848;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;0;2014 september;169710;99940;6200;20810;0;42740
849;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;0;2014 oktober;169390;98980;6130;21140;0;43130
850;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;0;2014 november;169070;98030;6050;21440;0;43550
851;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;0;2014 december;169050;97210;6000;21950;0;43890
852;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;0;2015 januari;168850;96920;5980;21670;0;44280
853;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;0;2015 februari;167920;96010;5910;21470;0;44530
854;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;0;2015 maart;166840;95070;5830;21150;0;44780
855;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;0;2015 april;165920;94150;5760;20960;0;45050
856;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;0;2015 mei;165160;93370;5690;20800;0;45290
857;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;0;2015 juni;164240;92470;5610;20700;0;45440
858;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;0;2015 juli;162920;91590;5560;20230;0;45520
859;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;0;2015 augustus;161780;90720;5500;19740;0;45820
860;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;0;2015 september;161330;89870;5430;19830;0;46190
861;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;0;2015 oktober;160610;88950;5370;19650;0;46630
862;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;0;2015 november;159930;88100;5310;19480;0;47030
863;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;0;2015 december;159400;87300;5260;19460;0;47370
864;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;1;2010 januari;18340;15970;1060;400;0;910
865;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;1;2010 februari;18200;15830;1040;400;0;930
866;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;1;2010 maart;18050;15680;1020;400;0;950
867;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;1;2010 april;17880;15500;1000;400;0;980
868;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;1;2010 mei;17750;15370;990;390;0;1000
869;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;1;2010 juni;17660;15280;970;390;0;1030
870;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;1;2010 juli;17050;14640;930;440;0;1050
871;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;1;2010 augustus;16950;14530;920;440;0;1070
872;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;1;2010 september;16840;14410;910;440;0;1090
873;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;1;2010 oktober;16830;14310;900;500;0;1120
874;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;1;2010 november;16740;14190;890;520;0;1150
875;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;1;2010 december;16670;14080;880;540;0;1180
876;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;1;2011 januari;16550;13930;870;540;0;1210
877;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;1;2011 februari;16450;13800;850;560;0;1240
878;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;1;2011 maart;16310;13650;820;570;0;1260
879;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;1;2011 april;16140;13460;810;580;0;1290
880;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;1;2011 mei;16030;13320;800;590;0;1320
881;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;1;2011 juni;15860;13150;780;590;0;1350
882;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;1;2011 juli;15730;13020;770;600;0;1350
883;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;1;2011 augustus;15620;12890;750;620;0;1360
884;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;1;2011 september;15520;12760;740;630;0;1390
885;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;1;2011 oktober;15400;12630;720;640;0;1410
886;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;1;2011 november;15290;12500;710;650;0;1430
887;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;1;2011 december;15150;12370;700;660;0;1420
888;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;1;2012 januari;14850;12060;680;670;0;1430
889;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;1;2012 februari;14720;11910;670;680;0;1450
890;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;1;2012 maart;14600;11780;660;690;0;1470
891;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;1;2012 april;14480;11630;650;700;0;1510
892;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;1;2012 mei;14370;11500;640;700;0;1530
893;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;1;2012 juni;13990;11490;640;690;0;1170
894;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;1;2012 juli;13850;11370;630;690;0;1170
895;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;1;2012 augustus;13730;11250;620;680;0;1180
896;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;1;2012 september;13650;11130;610;690;0;1210
897;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;1;2012 oktober;13590;11040;600;700;0;1250
898;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;1;2012 november;13480;10920;590;710;0;1260
899;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;1;2012 december;13400;10830;580;720;0;1280
900;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;1;2013 januari;13390;10790;580;710;0;1310
901;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;1;2013 februari;13300;10670;570;720;0;1340
902;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;1;2013 maart;13200;10550;560;730;0;1350
903;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;1;2013 april;13090;10410;550;750;0;1370
904;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;1;2013 mei;12980;10300;540;750;0;1390
905;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;1;2013 juni;12830;10150;530;760;0;1390
906;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;1;2013 juli;12710;10040;530;750;0;1390
907;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;1;2013 augustus;12560;9920;520;740;0;1390
908;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;1;2013 september;12890;9800;510;750;0;1830
909;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;1;2013 oktober;12820;9690;500;770;0;1860
910;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;1;2013 november;12710;9580;500;770;0;1870
911;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;1;2013 december;12610;9460;490;780;0;1870
912;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;1;2014 januari;12590;9430;490;770;0;1900
913;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;1;2014 februari;12480;9310;480;780;0;1920
914;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;1;2014 maart;12360;9180;470;790;0;1920
915;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;1;2014 april;12270;9070;460;810;0;1940
916;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;1;2014 mei;12160;8950;450;820;0;1930
917;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;1;2014 juni;12050;8830;440;830;0;1950
918;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;1;2014 juli;11940;8730;430;830;0;1950
919;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;1;2014 augustus;11850;8610;430;820;0;1980
920;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;1;2014 september;11760;8500;420;840;0;2000
921;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;1;2014 oktober;11660;8380;420;860;0;2000
922;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;1;2014 november;11560;8270;410;870;0;2020
923;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;1;2014 december;11460;8150;400;880;0;2020
924;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;1;2015 januari;11420;8130;400;870;0;2020
925;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;1;2015 februari;11320;8040;400;870;0;2020
926;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;1;2015 maart;11210;7930;390;860;0;2030
927;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;1;2015 april;11080;7810;380;850;0;2040
928;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;1;2015 mei;10990;7730;380;840;0;2040
929;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;1;2015 juni;10870;7610;370;850;0;2040
930;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;1;2015 juli;10730;7510;370;840;0;2020
931;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;1;2015 augustus;10600;7410;360;810;0;2020
932;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;1;2015 september;10500;7320;360;800;0;2030
933;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;1;2015 oktober;10380;7200;350;800;0;2040
934;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;1;2015 november;10270;7100;340;780;0;2050
935;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;1;2015 december;10180;7000;340;790;0;2060
936;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;2;2010 januari;53240;44740;1980;1320;0;5200
937;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;2;2010 februari;53000;44410;1960;1320;0;5320
938;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;2;2010 maart;52790;44110;1930;1310;0;5440
939;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;2;2010 april;52550;43750;1910;1300;0;5590
940;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;2;2010 mei;52390;43480;1890;1300;0;5720
941;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;2;2010 juni;52240;43200;1870;1290;0;5870
942;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;2;2010 juli;53130;43620;1880;1610;0;6010
943;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;2;2010 augustus;52970;43330;1860;1610;0;6170
944;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;2;2010 september;52880;43080;1850;1600;0;6340
945;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;2;2010 oktober;54690;42830;1840;3460;0;6550
946;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;2;2010 november;55060;42570;1830;3900;0;6760
947;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;2;2010 december;55600;42400;1820;4460;0;6930
948;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;2;2011 januari;55930;42030;1790;4920;0;7180
949;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;2;2011 februari;56230;41700;1770;5390;0;7380
950;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;2;2011 maart;56440;41310;1740;5810;0;7590
951;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;2;2011 april;56720;40960;1710;6260;0;7800
952;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;2;2011 mei;57010;40610;1680;6690;0;8030
953;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;2;2011 juni;57080;40190;1650;7090;0;8150
954;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;2;2011 juli;57160;39800;1640;7330;0;8390
955;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;2;2011 augustus;57490;39470;1630;7740;0;8660
956;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;2;2011 september;57750;39160;1610;8080;0;8900
957;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;2;2011 oktober;57980;38830;1580;8350;0;9220
958;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;2;2011 november;58080;38540;1570;8580;0;9410
959;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;2;2011 december;58540;38210;1550;8960;0;9820
960;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;2;2012 januari;58370;37520;1530;9260;0;10060
961;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;2;2012 februari;58580;37190;1510;9610;0;10270
962;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;2;2012 maart;58720;36860;1500;9900;0;10470
963;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;2;2012 april;58920;36540;1470;10230;0;10680
964;Totaal mannen en vrouwen;Totaal leeftijd;Totaal herkomstgroepering;Gedeeltelijk arbeidsongeschikt;2;2012 mei;59040;36240;1450;10550;0;10800
