ID;Afstudeerrichting;Geslacht;Leeftijd;Herkomstgroepering;Peilmoment;SBI93;Perioden;AfgestudeerdenTotaal_1;WerkTotaal_2;Werknemers_3;Zelfstandigen_4;UitkeringTotaal_5;Arbeidsongeschiktheidsuitkering_6;Werkloosheidsuitkering_7;Bijstandsuitkering_8;AndereUitkering_9;DoorstuderendeAfgestudeerden_10;OverigeAfgestudeerden_11;EmigratieSterfte_12;AfgestudeerdenTotaal_13;WerkTotaal_14;Werknemers_15;Zelfstandigen_16;UitkeringTotaal_17;Arbeidsongeschiktheidsuitkering_18;Werkloosheidsuitkering_19;Bijstandsuitkering_20;AndereUitkering_21;DoorstuderendeAfgestudeerden_22;OverigeAfgestudeerden_23;EmigratieSterfte_24;AfgestudeerdenTotaal_25;WerkTotaal_26;Werknemers_27;Zelfstandigen_28;UitkeringTotaal_29;Arbeidsongeschiktheidsuitkering_30;Werkloosheidsuitkering_31;Bijstandsuitkering_32;AndereUitkering_33;DoorstuderendeAfgestudeerden_34;OverigeAfgestudeerden_35;EmigratieSterfte_36;LoonVanWerknemersHogerOnderwijs_37;LoonVanWerknemersHogerBeroepsond_38;LoonVanWerknemersWetenschOnderw_39
2922;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vier jaar na afstuderen;SBI 85, Gez.heids- en welz.zorg;Cohort 1999/'00;120.0;120.0;120.0;10.0;;;;;;;;;70.0;70.0;70.0;0.0;;;;;;;;;50.0;50.0;40.0;0.0;;;;;;;;;2.6;2.3;3.2
2923;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vier jaar na afstuderen;SBI 85, Gez.heids- en welz.zorg;Cohort 2000/'01;140.0;140.0;130.0;10.0;;;;;;;;;80.0;80.0;80.0;0.0;;;;;;;;;60.0;60.0;50.0;10.0;;;;;;;;;2.6;2.2;3.1
2924;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vier jaar na afstuderen;SBI 85, Gez.heids- en welz.zorg;Cohort 2001/'02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2925;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vier jaar na afstuderen;SBI 85, Gez.heids- en welz.zorg;Cohort 2002/'03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2926;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vier jaar na afstuderen;SBI 85, Gez.heids- en welz.zorg;Cohort 2003/'04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2927;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vier jaar na afstuderen;SBI 85, Gez.heids- en welz.zorg;Cohort 2004/'05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2928;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vier jaar na afstuderen;SBI 90-99, Milieu, cult., recr., ov.;Cohort 1999/'00;30.0;30.0;30.0;0.0;;;;;;;;;20.0;20.0;20.0;0.0;;;;;;;;;10.0;10.0;10.0;0.0;;;;;;;;;2.3;2.2;2.4
2929;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vier jaar na afstuderen;SBI 90-99, Milieu, cult., recr., ov.;Cohort 2000/'01;30.0;30.0;20.0;10.0;;;;;;;;;20.0;20.0;10.0;0.0;;;;;;;;;10.0;10.0;10.0;0.0;;;;;;;;;2.2;2.2;2.3
2930;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vier jaar na afstuderen;SBI 90-99, Milieu, cult., recr., ov.;Cohort 2001/'02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2931;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vier jaar na afstuderen;SBI 90-99, Milieu, cult., recr., ov.;Cohort 2002/'03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2932;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vier jaar na afstuderen;SBI 90-99, Milieu, cult., recr., ov.;Cohort 2003/'04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2933;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vier jaar na afstuderen;SBI 90-99, Milieu, cult., recr., ov.;Cohort 2004/'05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2934;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vier jaar na afstuderen;Onbekend;Cohort 1999/'00;140.0;10.0;10.0;0.0;40.0;0.0;20.0;0.0;10.0;20.0;40.0;30.0;90.0;10.0;10.0;0.0;20.0;0.0;10.0;0.0;10.0;20.0;30.0;20.0;50.0;10.0;10.0;0.0;20.0;0.0;10.0;0.0;10.0;0.0;10.0;10.0;1.7;1.7;1.7
2935;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vier jaar na afstuderen;Onbekend;Cohort 2000/'01;120.0;0.0;0.0;0.0;30.0;10.0;20.0;10.0;0.0;30.0;40.0;20.0;90.0;0.0;0.0;0.0;20.0;0.0;10.0;0.0;0.0;20.0;30.0;10.0;30.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;;0.0;10.0;10.0;2.1;2.1;
2936;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vier jaar na afstuderen;Onbekend;Cohort 2001/'02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2937;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vier jaar na afstuderen;Onbekend;Cohort 2002/'03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2938;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vier jaar na afstuderen;Onbekend;Cohort 2003/'04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2939;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vier jaar na afstuderen;Onbekend;Cohort 2004/'05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2940;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;Economische activiteiten, totaal;Cohort 1999/'00;810.0;710.0;680.0;30.0;40.0;10.0;10.0;10.0;10.0;10.0;30.0;30.0;550.0;490.0;470.0;20.0;20.0;0.0;10.0;10.0;0.0;10.0;20.0;20.0;260.0;220.0;200.0;10.0;20.0;0.0;10.0;0.0;10.0;0.0;10.0;10.0;2.8;2.6;3.4
2941;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;Economische activiteiten, totaal;Cohort 2000/'01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2942;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;Economische activiteiten, totaal;Cohort 2001/'02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2943;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;Economische activiteiten, totaal;Cohort 2002/'03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2944;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;Economische activiteiten, totaal;Cohort 2003/'04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2945;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;Economische activiteiten, totaal;Cohort 2004/'05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2946;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;SBI 01-05, Land-, bosbouw en visserij;Cohort 1999/'00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2947;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;SBI 01-05, Land-, bosbouw en visserij;Cohort 2000/'01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2948;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;SBI 01-05, Land-, bosbouw en visserij;Cohort 2001/'02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2949;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;SBI 01-05, Land-, bosbouw en visserij;Cohort 2002/'03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2950;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;SBI 01-05, Land-, bosbouw en visserij;Cohort 2003/'04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2951;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;SBI 01-05, Land-, bosbouw en visserij;Cohort 2004/'05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2952;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;SBI 10-45, Nijverheid en energievoorz.;Cohort 1999/'00;40.0;40.0;40.0;0.0;;;;;;;;;30.0;30.0;30.0;0.0;;;;;;;;;10.0;10.0;10.0;0.0;;;;;;;;;3.3;2.7;4.6
2953;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;SBI 10-45, Nijverheid en energievoorz.;Cohort 2000/'01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2954;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;SBI 10-45, Nijverheid en energievoorz.;Cohort 2001/'02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2955;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;SBI 10-45, Nijverheid en energievoorz.;Cohort 2002/'03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2956;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;SBI 10-45, Nijverheid en energievoorz.;Cohort 2003/'04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2957;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;SBI 10-45, Nijverheid en energievoorz.;Cohort 2004/'05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2958;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;SBI 50-52, Handel en reparatie;Cohort 1999/'00;30.0;30.0;30.0;0.0;;;;;;;;;30.0;30.0;20.0;0.0;;;;;;;;;10.0;10.0;10.0;0.0;;;;;;;;;2.7;2.4;3.6
2959;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;SBI 50-52, Handel en reparatie;Cohort 2000/'01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2960;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;SBI 50-52, Handel en reparatie;Cohort 2001/'02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2961;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;SBI 50-52, Handel en reparatie;Cohort 2002/'03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2962;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;SBI 50-52, Handel en reparatie;Cohort 2003/'04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2963;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;SBI 50-52, Handel en reparatie;Cohort 2004/'05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2964;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;SBI 55, Horeca;Cohort 1999/'00;0.0;0.0;0.0;0.0;;;;;;;;;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;0.9;0.9;
2965;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;SBI 55, Horeca;Cohort 2000/'01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2966;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;SBI 55, Horeca;Cohort 2001/'02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2967;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;SBI 55, Horeca;Cohort 2002/'03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2968;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;SBI 55, Horeca;Cohort 2003/'04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2969;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;SBI 55, Horeca;Cohort 2004/'05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2970;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;SBI 60-64, Vervoer, opslag en comm.;Cohort 1999/'00;40.0;40.0;30.0;0.0;;;;;;;;;30.0;30.0;30.0;0.0;;;;;;;;;10.0;10.0;10.0;0.0;;;;;;;;;3.0;2.9;3.5
2971;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;SBI 60-64, Vervoer, opslag en comm.;Cohort 2000/'01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2972;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;SBI 60-64, Vervoer, opslag en comm.;Cohort 2001/'02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2973;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;SBI 60-64, Vervoer, opslag en comm.;Cohort 2002/'03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2974;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;SBI 60-64, Vervoer, opslag en comm.;Cohort 2003/'04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2975;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;SBI 60-64, Vervoer, opslag en comm.;Cohort 2004/'05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2976;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;SBI 65-67, Financiële instellingen;Cohort 1999/'00;60.0;60.0;60.0;0.0;;;;;;;;;40.0;40.0;40.0;0.0;;;;;;;;;20.0;20.0;20.0;0.0;;;;;;;;;3.5;3.1;4.2
2977;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;SBI 65-67, Financiële instellingen;Cohort 2000/'01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2978;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;SBI 65-67, Financiële instellingen;Cohort 2001/'02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2979;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;SBI 65-67, Financiële instellingen;Cohort 2002/'03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2980;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;SBI 65-67, Financiële instellingen;Cohort 2003/'04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2981;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;SBI 65-67, Financiële instellingen;Cohort 2004/'05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2982;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;SBI 70-74, Onr.goed., zak. dienstv.;Cohort 1999/'00;180.0;180.0;170.0;10.0;;;;;;;;;130.0;130.0;120.0;10.0;;;;;;;;;50.0;50.0;50.0;10.0;;;;;;;;;2.9;2.8;3.1
2983;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;SBI 70-74, Onr.goed., zak. dienstv.;Cohort 2000/'01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2984;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;SBI 70-74, Onr.goed., zak. dienstv.;Cohort 2001/'02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2985;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;SBI 70-74, Onr.goed., zak. dienstv.;Cohort 2002/'03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2986;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;SBI 70-74, Onr.goed., zak. dienstv.;Cohort 2003/'04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2987;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;SBI 70-74, Onr.goed., zak. dienstv.;Cohort 2004/'05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2988;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;SBI 74501, Uitzendbureaus;Cohort 1999/'00;50.0;50.0;50.0;0.0;;;;;;;;;40.0;40.0;40.0;0.0;;;;;;;;;10.0;10.0;10.0;0.0;;;;;;;;;2.1;2.0;2.7
2989;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;SBI 74501, Uitzendbureaus;Cohort 2000/'01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2990;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;SBI 74501, Uitzendbureaus;Cohort 2001/'02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2991;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;SBI 74501, Uitzendbureaus;Cohort 2002/'03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2992;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;SBI 74501, Uitzendbureaus;Cohort 2003/'04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2993;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;SBI 74501, Uitzendbureaus;Cohort 2004/'05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2994;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;SBI 75, Openb. best., soc. verz.;Cohort 1999/'00;80.0;80.0;80.0;0.0;;;;;;;;;50.0;50.0;50.0;0.0;;;;;;;;;30.0;30.0;30.0;0.0;;;;;;;;;3.1;2.8;3.5
2995;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;SBI 75, Openb. best., soc. verz.;Cohort 2000/'01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2996;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;SBI 75, Openb. best., soc. verz.;Cohort 2001/'02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2997;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;SBI 75, Openb. best., soc. verz.;Cohort 2002/'03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2998;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;SBI 75, Openb. best., soc. verz.;Cohort 2003/'04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2999;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;SBI 75, Openb. best., soc. verz.;Cohort 2004/'05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3000;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;SBI 80, Onderwijs;Cohort 1999/'00;70.0;70.0;70.0;0.0;;;;;;;;;60.0;60.0;60.0;0.0;;;;;;;;;10.0;10.0;10.0;0.0;;;;;;;;;2.3;2.4;2.2
3001;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;SBI 80, Onderwijs;Cohort 2000/'01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3002;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;SBI 80, Onderwijs;Cohort 2001/'02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3003;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;SBI 80, Onderwijs;Cohort 2002/'03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3004;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;SBI 80, Onderwijs;Cohort 2003/'04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3005;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;SBI 80, Onderwijs;Cohort 2004/'05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3006;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;SBI 85, Gez.heids- en welz.zorg;Cohort 1999/'00;120.0;120.0;110.0;10.0;;;;;;;;;80.0;80.0;80.0;0.0;;;;;;;;;40.0;40.0;30.0;0.0;;;;;;;;;2.7;2.3;3.6
3007;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;SBI 85, Gez.heids- en welz.zorg;Cohort 2000/'01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3008;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;SBI 85, Gez.heids- en welz.zorg;Cohort 2001/'02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3009;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;SBI 85, Gez.heids- en welz.zorg;Cohort 2002/'03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3010;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;SBI 85, Gez.heids- en welz.zorg;Cohort 2003/'04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3011;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;SBI 85, Gez.heids- en welz.zorg;Cohort 2004/'05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3012;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;SBI 90-99, Milieu, cult., recr., ov.;Cohort 1999/'00;20.0;20.0;20.0;0.0;;;;;;;;;10.0;10.0;10.0;0.0;;;;;;;;;10.0;10.0;10.0;0.0;;;;;;;;;2.9;2.9;2.8
3013;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;SBI 90-99, Milieu, cult., recr., ov.;Cohort 2000/'01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3014;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;SBI 90-99, Milieu, cult., recr., ov.;Cohort 2001/'02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3015;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;SBI 90-99, Milieu, cult., recr., ov.;Cohort 2002/'03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3016;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;SBI 90-99, Milieu, cult., recr., ov.;Cohort 2003/'04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3017;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;SBI 90-99, Milieu, cult., recr., ov.;Cohort 2004/'05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3018;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;Onbekend;Cohort 1999/'00;120.0;10.0;10.0;0.0;40.0;10.0;10.0;10.0;10.0;10.0;30.0;30.0;70.0;0.0;0.0;0.0;20.0;0.0;10.0;10.0;0.0;10.0;20.0;20.0;60.0;10.0;10.0;0.0;20.0;0.0;10.0;0.0;10.0;0.0;10.0;10.0;2.1;3.0;1.6
3019;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;Onbekend;Cohort 2000/'01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3020;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;Onbekend;Cohort 2001/'02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3021;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;Onbekend;Cohort 2002/'03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3022;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;Onbekend;Cohort 2003/'04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3023;Alle afstudeerrichtingen;Mannen en vrouwen;0;4;Vijf jaar na afstuderen;Onbekend;Cohort 2004/'05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3024;Alle afstudeerrichtingen;Mannen en vrouwen;0;5;Direct na afstuderen;Economische activiteiten, totaal;Cohort 1999/'00;430.0;310.0;300.0;10.0;10.0;;;10.0;0.0;50.0;70.0;;300.0;220.0;220.0;10.0;10.0;;;10.0;;40.0;40.0;;130.0;90.0;90.0;0.0;0.0;;;0.0;0.0;10.0;30.0;;1.5;1.4;1.7
3025;Alle afstudeerrichtingen;Mannen en vrouwen;0;5;Direct na afstuderen;Economische activiteiten, totaal;Cohort 2000/'01;490.0;320.0;320.0;0.0;10.0;;0.0;0.0;0.0;90.0;70.0;;350.0;220.0;220.0;0.0;10.0;;;0.0;0.0;80.0;40.0;;140.0;100.0;100.0;0.0;0.0;;0.0;0.0;;10.0;30.0;;1.6;1.5;1.7
3026;Alle afstudeerrichtingen;Mannen en vrouwen;0;5;Direct na afstuderen;Economische activiteiten, totaal;Cohort 2001/'02;540.0;360.0;350.0;10.0;20.0;0.0;0.0;10.0;0.0;70.0;100.0;;400.0;260.0;260.0;0.0;10.0;;0.0;10.0;0.0;60.0;60.0;;140.0;90.0;90.0;0.0;0.0;0.0;;0.0;;10.0;30.0;;1.6;1.5;1.8
