ID;ConsumptieveBestedingen;Perioden;Indexcijfer_1;Volumemutaties_2;VolumemutatiesKoopdaggecorrigeerd_3;Indexcijfers_4;Waardemutaties_5;Prijsmutaties_6
1072;Voedingsmiddelen, dranken en tabak;2014 januari;92.6;1.2;-0.7;93.9;2.3;1.1
1073;Voedingsmiddelen, dranken en tabak;2014 februari;85.6;0.5;0.5;87.2;0.9;0.5
1074;Voedingsmiddelen, dranken en tabak;2014 maart;94.9;-4.7;0.2;96.8;-5.1;-0.4
1075;Voedingsmiddelen, dranken en tabak;2014 1e kwartaal;91.0;-1.2;0.0;92.6;-0.8;0.4
1076;Voedingsmiddelen, dranken en tabak;2014 april;97.8;4.7;1.1;97.2;5.2;0.4
1077;Voedingsmiddelen, dranken en tabak;2014 mei;102.4;1.1;0.2;101.6;0.7;-0.3
1078;Voedingsmiddelen, dranken en tabak;2014 juni;96.5;0.1;1.6;95.7;-0.2;-0.3
1079;Voedingsmiddelen, dranken en tabak;2014 2e kwartaal;98.9;1.9;1.0;98.2;1.9;-0.1
1080;Voedingsmiddelen, dranken en tabak;2014 juli;99.8;1.3;0.0;98.2;2.4;1.2
1081;Voedingsmiddelen, dranken en tabak;2014 augustus;97.8;-2.9;-0.3;95.9;-1.9;1.0
1082;Voedingsmiddelen, dranken en tabak;2014 september;95.6;2.3;0.6;93.4;3.6;1.3
1083;Voedingsmiddelen, dranken en tabak;2014 3e kwartaal;97.7;0.2;0.1;95.8;1.3;1.1
1084;Voedingsmiddelen, dranken en tabak;2014 oktober;100.1;2.6;0.7;98.1;2.2;-0.4
1085;Voedingsmiddelen, dranken en tabak;2014 november;96.8;-1.8;1.8;94.9;-1.9;-0.1
1086;Voedingsmiddelen, dranken en tabak;2014 december;113.3;3.6;1.5;111.3;2.9;-0.7
1087;Voedingsmiddelen, dranken en tabak;2014 4e kwartaal;103.4;1.5;1.3;101.4;1.1;-0.4
1088;Voedingsmiddelen, dranken en tabak;2015 januari;95.2;2.9;2.0;96.5;2.8;-0.1
1089;Voedingsmiddelen, dranken en tabak;2015 februari;86.9;1.5;1.5;88.9;2.0;0.5
1090;Voedingsmiddelen, dranken en tabak;2015 maart;94.9;0.0;-0.3;97.1;0.3;0.3
1091;Voedingsmiddelen, dranken en tabak;2015 1e kwartaal;92.3;1.4;1.0;94.2;1.6;0.2
1092;Voedingsmiddelen, dranken en tabak;2015 april;100.0;2.2;2.8;100.5;3.4;1.1
1093;Voedingsmiddelen, dranken en tabak;2015 mei;102.1;-0.4;2.3;102.3;0.7;1.1
1094;Voedingsmiddelen, dranken en tabak;2015 juni;100.3;3.9;2.1;100.4;4.9;1.0
1095;Voedingsmiddelen, dranken en tabak;2015 2e kwartaal;100.8;1.9;2.4;101.1;3.0;1.1
1096;Voedingsmiddelen, dranken en tabak;2015 juli;103.6;3.8;1.9;102.8;4.6;0.7
1097;Voedingsmiddelen, dranken en tabak;2015 augustus;98.4;0.6;2.8;97.9;2.1;1.4
1098;Voedingsmiddelen, dranken en tabak;2015 september;99.1;3.7;3.1;98.4;5.4;1.6
1099;Voedingsmiddelen, dranken en tabak;2015 3e kwartaal;100.4;2.7;2.6;99.7;4.0;1.3
1100;Voedingsmiddelen, dranken en tabak;2015 oktober;104.1;4.0;3.1;102.7;4.8;0.7
1101;Voedingsmiddelen, dranken en tabak;2015 november;97.3;0.5;2.0;95.9;1.0;0.5
1102;Voedingsmiddelen, dranken en tabak;2015 december;118.2;4.3;3.0;116.6;4.8;0.5
1103;Voedingsmiddelen, dranken en tabak;2015 4e kwartaal;106.5;3.0;2.7;105.1;3.6;0.6
1104;Voedingsmiddelen, dranken en tabak;2016 januari;95.3;0.0;2.7;95.7;-0.8;-0.8
1105;Voedingsmiddelen, dranken en tabak;2016 februari;91.9;5.8;2.8;93.2;4.9;-0.9
1106;Voedingsmiddelen, dranken en tabak;2016 maart;103.3;8.9;3.9;105.2;8.4;-0.5
1107;Voedingsmiddelen, dranken en tabak;2016 1e kwartaal;96.8;4.9;3.1;98.0;4.1;-0.8
1108;Voedingsmiddelen, dranken en tabak;2016 april;99.9;-0.1;-0.3;100.4;-0.1;0.0
1109;Voedingsmiddelen, dranken en tabak;2016 mei;100.5;-1.5;1.8;101.1;-1.2;0.3
1110;Voedingsmiddelen, dranken en tabak;2016 juni;101.5;1.2;-0.3;102.2;1.8;0.6
1111;Voedingsmiddelen, dranken en tabak;2016 2e kwartaal;100.7;-0.1;0.7;101.3;0.2;0.3
1112;Voedingsmiddelen, dranken en tabak;2016 juli;102.4;-1.2;0.6;103.3;0.6;1.8
1113;Voedingsmiddelen, dranken en tabak;2016 augustus;98.7;0.2;-0.6;99.6;1.7;1.5
1114;Voedingsmiddelen, dranken en tabak;2016 september;102.2;3.1;0.6;102.6;4.3;1.2
1115;Voedingsmiddelen, dranken en tabak;2016 3e kwartaal;101.1;0.7;0.2;101.8;2.2;1.5
1116;Voedingsmiddelen, dranken en tabak;2016 oktober;99.2;-4.7;-0.1;99.9;-2.8;2.0
1117;Voedingsmiddelen, dranken en tabak;2016 november;99.0;1.8;-0.5;99.9;4.2;2.4
1118;Voedingsmiddelen, dranken en tabak;2016 december;118.5;0.3;-2.4;120.1;3.0;2.7
1119;Voedingsmiddelen, dranken en tabak;2016 4e kwartaal;105.6;-0.9;-1.1;106.6;1.5;2.4
1120;Voedingsmiddelen, dranken en tabak;2017 januari;95.5;0.2;2.5;97.5;1.8;1.6
1121;Voedingsmiddelen, dranken en tabak;2017 februari;90.9;-1.1;1.8;94.2;1.0;2.1
1122;Voedingsmiddelen, dranken en tabak;2017 maart;103.8;0.5;1.6;107.4;2.0;1.6
1123;Voedingsmiddelen, dranken en tabak;2017 1e kwartaal;96.7;-0.1;2.0;99.7;1.6;1.8
1124;Voedingsmiddelen, dranken en tabak;2017 april;102.1;2.2;2.8;104.5;4.1;1.9
1125;Voedingsmiddelen, dranken en tabak;2017 mei;104.5;3.9;1.8;107.7;6.5;2.5
1126;Voedingsmiddelen, dranken en tabak;2017 juni;105.7;4.1;2.5;109.2;6.8;2.6
1127;Voedingsmiddelen, dranken en tabak;2017 2e kwartaal;104.1;3.4;2.4;107.1;5.8;2.3
1128;Voedingsmiddelen, dranken en tabak;2017 juli;102.6;0.3;2.4;105.8;2.4;2.1
1129;Voedingsmiddelen, dranken en tabak;2017 augustus;101.0;2.4;1.1;104.4;4.8;2.4
1130;Voedingsmiddelen, dranken en tabak;2017 september;104.2;2.0;1.7;107.2;4.5;2.5
1131;Voedingsmiddelen, dranken en tabak;2017 3e kwartaal;102.6;1.5;1.8;105.8;3.9;2.3
1132;Voedingsmiddelen, dranken en tabak;2017 oktober;99.1;-0.1;1.1;102.2;2.3;2.4
1133;Voedingsmiddelen, dranken en tabak;2017 november;102.2;3.2;2.2;105.3;5.3;2.0
1134;Voedingsmiddelen, dranken en tabak;2017 december;119.2;0.6;3.3;122.8;2.3;1.7
1135;Voedingsmiddelen, dranken en tabak;2017 4e kwartaal;106.8;1.2;2.3;110.1;3.2;2.0
1136;Voedingsmiddelen, dranken en tabak;2018 januari;96.5;1.1;-0.8;100.9;3.5;2.4
1137;Voedingsmiddelen, dranken en tabak;2018 februari;91.6;0.8;0.8;96.6;2.6;1.9
1138;Voedingsmiddelen, dranken en tabak;2018 maart;107.7;3.7;0.1;112.9;5.1;1.3
1139;Voedingsmiddelen, dranken en tabak;2018 1e kwartaal;98.6;1.9;0.0;103.5;3.8;1.9
1140;Voedingsmiddelen, dranken en tabak;2018 april;99.8;-2.2;2.0;104.3;-0.2;2.1
1141;Voedingsmiddelen, dranken en tabak;2018 mei;107.5;2.9;1.7;112.6;4.6;1.6
1142;Voedingsmiddelen, dranken en tabak;2018 juni;107.9;2.1;1.8;112.8;3.3;1.1
1143;Voedingsmiddelen, dranken en tabak;2018 2e kwartaal;105.1;1.0;1.8;109.9;2.6;1.6
1144;Voedingsmiddelen, dranken en tabak;2018 juli;104.3;1.7;2.8;108.7;2.7;1.0
1145;Voedingsmiddelen, dranken en tabak;2018 augustus;103.7;2.6;0.7;108.3;3.8;1.1
1146;Voedingsmiddelen, dranken en tabak;2018 september;102.2;-1.9;1.5;106.5;-0.7;1.2
1147;Voedingsmiddelen, dranken en tabak;2018 3e kwartaal;103.4;0.8;1.7;107.8;1.9;1.1
1148;Voedingsmiddelen, dranken en tabak;2018 oktober;101.8;2.8;0.8;106.6;4.3;1.5
1149;Voedingsmiddelen, dranken en tabak;2018 november;103.6;1.3;-0.2;108.8;3.3;2.0
1150;Voedingsmiddelen, dranken en tabak;2018 december;117.6;-1.3;0.9;123.5;0.5;1.9
1151;Voedingsmiddelen, dranken en tabak;2018 4e kwartaal;107.7;0.8;0.5;112.9;2.6;1.8
1152;Voedingsmiddelen, dranken en tabak;2019 januari;97.7;1.2;0.0;105.5;4.6;3.3
1153;Voedingsmiddelen, dranken en tabak;2019 februari;91.5;-0.1;-0.1;99.7;3.2;3.3
1154;Voedingsmiddelen, dranken en tabak;2019 maart;104.4;-3.0;2.1;113.5;0.6;3.7
1155;Voedingsmiddelen, dranken en tabak;2019 1e kwartaal;97.9;-0.8;0.7;106.2;2.7;3.5
1156;Voedingsmiddelen, dranken en tabak;2019 april;102.4;2.6;-1.8;110.8;6.2;3.5
1157;Voedingsmiddelen, dranken en tabak;2019 mei;107.4;-0.1;-2.0;116.3;3.3;3.4
1158;Voedingsmiddelen, dranken en tabak;2019 juni;103.3;-4.3;-0.9;112.3;-0.5;4.0
1159;Voedingsmiddelen, dranken en tabak;2019 2e kwartaal;104.4;-0.7;-1.5;113.1;2.9;3.6
1160;Voedingsmiddelen, dranken en tabak;2019 juli;105.8;1.4;-0.6;114.6;5.5;4.1
1161;Voedingsmiddelen, dranken en tabak;2019 augustus;104.7;1.0;0.1;114.0;5.2;4.2
1162;Voedingsmiddelen, dranken en tabak;2019 september;100.1;-2.1;-0.6;108.5;1.9;4.1
1163;Voedingsmiddelen, dranken en tabak;2019 3e kwartaal;103.5;0.1;-0.3;112.4;4.2;4.1
1164;Voedingsmiddelen, dranken en tabak;2019 oktober;103.7;1.8;0.6;113.2;6.2;4.3
1165;Voedingsmiddelen, dranken en tabak;2019 november;105.2;1.6;1.3;114.7;5.5;3.8
1166;Voedingsmiddelen, dranken en tabak;2019 december;117.8;0.1;1.3;127.8;3.5;3.4
1167;Voedingsmiddelen, dranken en tabak;2019 4e kwartaal;108.9;1.1;1.1;118.6;5.0;3.8
1168;Voedingsmiddelen, dranken en tabak;2020 januari;104.3;6.8;4.7;114.4;8.4;1.6
1169;Voedingsmiddelen, dranken en tabak;2020 februari;100.6;9.9;5.2;111.4;11.7;1.7
1170;Voedingsmiddelen, dranken en tabak;2020 maart;111.0;6.3;10.1;124.0;9.2;2.7
1171;Voedingsmiddelen, dranken en tabak;2020 1e kwartaal;105.3;7.6;6.8;116.6;9.7;2.0
1172;Voedingsmiddelen, dranken en tabak;2020 april;109.6;7.0;5.1;122.3;10.4;3.2
1173;Voedingsmiddelen, dranken en tabak;2020 mei;115.7;7.7;9.5;130.0;11.7;3.7
1174;Voedingsmiddelen, dranken en tabak;2020 juni;109.7;6.3;6.4;124.2;10.6;4.1
1175;Voedingsmiddelen, dranken en tabak;2020 2e kwartaal;111.7;7.0;7.0;125.5;10.9;3.7
1176;Voedingsmiddelen, dranken en tabak;2020 juli;115.8;9.5;6.2;129.4;12.8;3.1
1177;Voedingsmiddelen, dranken en tabak;2020 augustus;109.2;4.3;9.0;121.8;6.9;2.5
1178;Voedingsmiddelen, dranken en tabak;2020 september;109.2;9.1;6.7;121.5;12.0;2.6
1179;Voedingsmiddelen, dranken en tabak;2020 3e kwartaal;111.4;7.6;7.3;124.2;10.6;2.7
1180;Voedingsmiddelen, dranken en tabak;2020 oktober;113.6;9.6;6.8;127.4;12.6;2.7
1181;Voedingsmiddelen, dranken en tabak;2020 november;109.4;4.0;9.1;122.0;6.4;2.3
1182;Voedingsmiddelen, dranken en tabak;2020 december;134.7;14.4;10.8;149.0;16.6;1.9
1183;Voedingsmiddelen, dranken en tabak;2020 4e kwartaal;119.3;9.5;9.0;132.8;12.0;2.3
1184;Voedingsmiddelen, dranken en tabak;2020;111.9;8.0;7.6;124.8;10.8;2.7
1185;Voedingsmiddelen, dranken en tabak;2021 januari;108.4;4.0;5.7;123.0;7.5;3.4
1186;Voedingsmiddelen, dranken en tabak;2021 februari;103.5;3.0;7.6;118.6;6.4;3.4
1187;Voedingsmiddelen, dranken en tabak;2021 maart;114.8;3.4;-0.5;130.5;5.2;1.8
1188;Voedingsmiddelen, dranken en tabak;2021 1e kwartaal;108.9;3.5;4.1;124.0;6.4;2.8
1189;Voedingsmiddelen, dranken en tabak;2021 april;115.0;5.0;5.6;129.6;5.9;0.8
1190;Voedingsmiddelen, dranken en tabak;2021 mei;114.4;-1.2;0.9;129.1;-0.7;0.4
1191;Voedingsmiddelen, dranken en tabak;2021 juni;112.5;2.5;1.6;127.2;2.4;-0.1
1192;Voedingsmiddelen, dranken en tabak;2021 2e kwartaal;114.0;2.1;2.7;128.6;2.5;0.4
1193;Voedingsmiddelen, dranken en tabak;2021 juli;116.7;0.7;0.1;131.3;1.5;0.7
1194;Voedingsmiddelen, dranken en tabak;2021 augustus;104.8;-4.0;-2.7;118.7;-2.6;1.5
1195;Voedingsmiddelen, dranken en tabak;2021 september;111.6;2.2;1.2;125.9;3.6;1.4
1196;Voedingsmiddelen, dranken en tabak;2021 3e kwartaal;111.0;-0.3;-0.4;125.3;0.9;1.2
1197;Voedingsmiddelen, dranken en tabak;2021 oktober;111.4;-1.9;0.4;126.7;-0.6;1.4
1198;Voedingsmiddelen, dranken en tabak;2021 november;112.1;2.4;1.0;127.7;4.6;2.2
1199;Voedingsmiddelen, dranken en tabak;2021 december;135.0;0.2;-1.8;154.1;3.4;3.2
1200;Voedingsmiddelen, dranken en tabak;2021 4e kwartaal;119.5;0.2;-0.2;136.2;2.5;2.3
1201;Voedingsmiddelen, dranken en tabak;2021;113.4;1.3;1.5;128.5;3.0;1.7
1202;Voedingsmiddelen, dranken en tabak;2022 januari;106.0;-2.3;-0.2;124.8;1.5;3.8
1203;Voedingsmiddelen, dranken en tabak;2022 februari;99.6;-3.8;-3.8;118.7;0.1;4.1
1204;Voedingsmiddelen, dranken en tabak;2022 maart;110.8;-3.5;-2.9;132.2;1.3;5.0
1205;Voedingsmiddelen, dranken en tabak;2022 1e kwartaal;105.5;-3.2;-2.3;125.2;1.0;4.3
1206;Voedingsmiddelen, dranken en tabak;2022 april;109.7;-4.6;-6.7;130.9;1.0;6.0
1207;Voedingsmiddelen, dranken en tabak;2022 mei;106.7;-6.7;-5.4;128.7;-0.3;6.9
1208;Voedingsmiddelen, dranken en tabak;2022 juni;107.8;-4.2;-5.1;132.0;3.8;8.3
1209;Voedingsmiddelen, dranken en tabak;2022 2e kwartaal;108.1;-5.2;-5.7;130.5;1.5;7.0
1210;Voedingsmiddelen, dranken en tabak;2022 juli;111.1;-4.8;-2.5;136.2;3.7;8.9
1211;Voedingsmiddelen, dranken en tabak;2022 augustus;103.4;-1.3;-3.4;128.2;8.0;9.5
1212;Voedingsmiddelen, dranken en tabak;2022 september;108.5;-2.8;-3.9;134.4;6.7;9.7
1213;Voedingsmiddelen, dranken en tabak;2022 3e kwartaal;107.7;-3.0;-3.3;132.9;6.1;9.4
1214;Voedingsmiddelen, dranken en tabak;2022 oktober;106.3;-4.6;-2.6;133.0;5.0;10.0
1215;Voedingsmiddelen, dranken en tabak;2022 november;108.2;-3.5;-4.3;137.3;7.5;11.4
1216;Voedingsmiddelen, dranken en tabak;2022 december;125.5;-7.0;-7.6;161.3;4.7;12.6
1217;Voedingsmiddelen, dranken en tabak;2022 4e kwartaal;113.3;-5.2;-5.0;143.9;5.7;11.4
1218;Voedingsmiddelen, dranken en tabak;2022;108.6;-4.2;-4.1;133.1;3.6;8.1
1219;Voedingsmiddelen, dranken en tabak;2023 januari;100.4;-5.2;-3.9;134.9;8.0;14.0
1220;Voedingsmiddelen, dranken en tabak;2023 februari;96.2;-3.4;-3.4;131.5;10.7;14.7
1221;Voedingsmiddelen, dranken en tabak;2023 maart;106.7;-3.7;-5.6;146.2;10.6;14.9
1222;Voedingsmiddelen, dranken en tabak;2023 1e kwartaal;101.1;-4.1;-4.3;137.5;9.8;14.5
1223;Voedingsmiddelen, dranken en tabak;2023 april;102.3;-6.7;-3.6;138.9;6.1;13.7
1224;Voedingsmiddelen, dranken en tabak;2023 mei;104.8;-1.7;-3.8;143.2;11.3;13.2
1225;Voedingsmiddelen, dranken en tabak;2023 juni;106.9;-0.8;-2.0;148.1;12.2;13.1
1226;Voedingsmiddelen, dranken en tabak;2023 2e kwartaal;104.7;-3.1;-3.1;143.4;9.9;13.4
1227;Voedingsmiddelen, dranken en tabak;2023 juli;105.6;-5.0;-3.0;144.3;5.9;11.5
1228;Voedingsmiddelen, dranken en tabak;2023 augustus;101.9;-1.4;-2.5;139.5;8.8;10.3
1229;Voedingsmiddelen, dranken en tabak;2023 september;107.3;-1.1;-1.6;145.7;8.4;9.7
1230;Voedingsmiddelen, dranken en tabak;2023 3e kwartaal;105.0;-2.5;-2.3;143.1;7.7;10.5
1231;Voedingsmiddelen, dranken en tabak;2023 oktober;103.8;-2.4;-1.0;141.5;6.4;8.9
1232;Voedingsmiddelen, dranken en tabak;2023 november;107.9;-0.3;-1.2;146.9;7.0;7.3
1233;Voedingsmiddelen, dranken en tabak;2023 december;124.0;-1.2;1.1;167.7;4.0;5.2
1234;Voedingsmiddelen, dranken en tabak;2023 4e kwartaal;111.9;-1.3;-0.3;152.0;5.7;7.0
1235;Voedingsmiddelen, dranken en tabak;2023;105.7;-2.7;-2.5;144.0;8.2;11.2
1236;Voedingsmiddelen, dranken en tabak;2024 januari;100.6;0.2;-1.9;141.2;4.7;4.5
1237;Voedingsmiddelen, dranken en tabak;2024 februari;99.8;3.8;-0.3;140.5;6.8;3.0
1238;Voedingsmiddelen, dranken en tabak;2024 maart;107.9;1.1;0.0;152.2;4.1;2.9
1239;Voedingsmiddelen, dranken en tabak;2024 1e kwartaal;102.8;1.7;-0.7;144.6;5.2;3.4
1240;Voedingsmiddelen, dranken en tabak;2024 april;100.5;-1.8;1.2;140.5;1.2;3.0
1241;Voedingsmiddelen, dranken en tabak;2024 mei;106.1;1.2;-1.9;148.9;4.0;2.8
1242;Duurzame consumptiegoederen;2000;88.5;4.8;4.8;87.8;5.7;0.8
1243;Duurzame consumptiegoederen;2001;89.2;0.8;1.1;91.9;4.7;3.8
1244;Duurzame consumptiegoederen;2002;90.8;1.7;1.7;95.2;3.5;1.8
1245;Duurzame consumptiegoederen;2003;89.7;-1.2;-1.3;93.2;-2.1;-0.9
1246;Duurzame consumptiegoederen;2004;90.1;0.5;0.1;92.4;-0.9;-1.4
1247;Duurzame consumptiegoederen;2005;91.2;1.2;1.6;92.8;0.5;-0.7
1248;Duurzame consumptiegoederen;2006;97.1;6.4;6.6;98.6;6.2;-0.2
1249;Duurzame consumptiegoederen;2007;102.6;5.7;5.6;104.0;5.5;-0.2
1250;Duurzame consumptiegoederen;2008;104.8;2.1;1.7;105.6;1.5;-0.6
1251;Duurzame consumptiegoederen;2009;99.1;-5.5;-5.2;98.7;-6.5;-1.1
1252;Duurzame consumptiegoederen;2010;100.8;1.8;1.7;101.0;2.3;0.5
1253;Duurzame consumptiegoederen;2011;101.2;0.4;0.4;101.4;0.4;0.0
1254;Duurzame consumptiegoederen;2012;96.6;-4.5;-4.5;97.2;-4.1;0.4
1255;Duurzame consumptiegoederen;2013;92.6;-4.2;-4.1;94.0;-3.3;0.9
1256;Duurzame consumptiegoederen;2014;95.7;3.4;3.4;96.2;2.4;-1.0
1257;Duurzame consumptiegoederen;2015;100.0;4.4;4.4;100.0;3.9;-0.5
1258;Duurzame consumptiegoederen;2016;100.4;0.4;0.0;100.8;0.8;0.4
1259;Duurzame consumptiegoederen;2017;104.6;4.1;4.7;105.0;4.1;0.0
1260;Duurzame consumptiegoederen;2018;109.9;5.0;5.1;110.4;5.1;0.1
1261;Duurzame consumptiegoederen;2019;112.2;2.2;2.1;113.7;3.0;0.8
1262;Duurzame consumptiegoederen;2000 januari;97.4;4.1;6.3;91.6;4.8;0.7
1263;Duurzame consumptiegoederen;2000 februari;83.4;12.2;8.1;80.3;12.6;0.4
1264;Duurzame consumptiegoederen;2000 maart;96.1;6.3;4.1;94.0;6.9;0.5
1265;Duurzame consumptiegoederen;2000 1e kwartaal;92.3;7.2;6.1;88.6;7.8;0.6
1266;Duurzame consumptiegoederen;2000 april;87.3;2.2;3.6;85.6;2.8;0.6
1267;Duurzame consumptiegoederen;2000 mei;91.8;6.9;4.7;90.4;8.0;1.0
1268;Duurzame consumptiegoederen;2000 juni;86.4;-3.5;-2.7;85.2;-2.0;1.5
1269;Duurzame consumptiegoederen;2000 2e kwartaal;88.5;1.8;1.8;87.1;2.9;1.1
1270;Duurzame consumptiegoederen;2000 juli;89.8;-2.1;2.4;86.0;-1.4;0.8
1271;Duurzame consumptiegoederen;2000 augustus;85.3;10.2;5.3;82.1;8.5;-1.5
1272;Duurzame consumptiegoederen;2000 september;87.7;6.3;5.3;88.6;7.3;0.9
1273;Duurzame consumptiegoederen;2000 3e kwartaal;87.6;4.4;4.2;85.6;4.6;0.2
1274;Duurzame consumptiegoederen;2000 oktober;83.7;0.9;3.6;88.2;2.2;1.3
1275;Duurzame consumptiegoederen;2000 november;84.0;8.3;6.9;89.5;10.3;1.9
1276;Duurzame consumptiegoederen;2000 december;89.3;8.8;10.5;92.3;9.9;1.0
1277;Duurzame consumptiegoederen;2000 4e kwartaal;85.7;5.9;7.1;90.0;7.4;1.4
1278;Duurzame consumptiegoederen;2001 januari;93.7;-3.8;-4.7;91.2;-0.4;3.5
1279;Duurzame consumptiegoederen;2001 februari;78.1;-6.4;-2.9;78.0;-2.9;3.6
1280;Duurzame consumptiegoederen;2001 maart;95.5;-0.6;-1.6;97.1;3.3;3.9
1281;Duurzame consumptiegoederen;2001 1e kwartaal;89.1;-3.5;-3.1;88.7;0.1;3.7
1282;Duurzame consumptiegoederen;2001 april;85.1;-2.5;0.7;87.3;2.0;4.6
1283;Duurzame consumptiegoederen;2001 mei;94.2;2.6;1.2;95.8;5.9;3.3
1284;Duurzame consumptiegoederen;2001 juni;91.2;5.5;3.6;92.9;9.0;3.3
1285;Duurzame consumptiegoederen;2001 2e kwartaal;90.1;1.8;1.8;92.0;5.7;3.7
1286;Duurzame consumptiegoederen;2001 juli;92.2;2.6;2.9;91.2;6.1;3.4
1287;Duurzame consumptiegoederen;2001 augustus;88.0;3.1;3.1;88.4;7.7;4.4
1288;Duurzame consumptiegoederen;2001 september;90.6;3.3;6.0;95.1;7.4;4.0
1289;Duurzame consumptiegoederen;2001 3e kwartaal;90.2;3.0;4.0;91.6;7.1;3.9
1290;Duurzame consumptiegoederen;2001 oktober;89.2;6.6;3.5;96.4;9.3;2.6
1291;Duurzame consumptiegoederen;2001 november;89.3;6.2;5.4;97.4;8.8;2.4
1292;Duurzame consumptiegoederen;2001 december;84.1;-5.8;-3.2;92.3;0.0;6.2
1293;Duurzame consumptiegoederen;2001 4e kwartaal;87.5;2.2;1.8;95.4;5.9;3.7
1294;Duurzame consumptiegoederen;2002 januari;96.9;3.5;2.2;97.7;7.1;3.5
1295;Duurzame consumptiegoederen;2002 februari;79.6;2.0;2.0;82.0;5.2;3.2
1296;Duurzame consumptiegoederen;2002 maart;95.3;-0.3;1.9;99.3;2.3;2.6
1297;Duurzame consumptiegoederen;2002 1e kwartaal;90.6;1.7;2.0;93.0;4.8;3.0
1298;Duurzame consumptiegoederen;2002 april;90.0;5.8;3.1;93.3;6.8;0.9
1299;Duurzame consumptiegoederen;2002 mei;93.3;-0.9;-0.5;96.4;0.6;1.5
1300;Duurzame consumptiegoederen;2002 juni;93.4;2.4;4.7;96.3;3.6;1.2
1301;Duurzame consumptiegoederen;2002 2e kwartaal;92.2;2.3;2.4;95.3;3.6;1.2
1302;Duurzame consumptiegoederen;2002 juli;93.8;1.8;-0.4;95.8;5.0;3.2
1303;Duurzame consumptiegoederen;2002 augustus;88.8;0.9;0.4;91.7;3.7;2.8
1304;Duurzame consumptiegoederen;2002 september;89.8;-0.8;1.2;96.5;1.4;2.2
1305;Duurzame consumptiegoederen;2002 3e kwartaal;90.8;0.6;0.4;94.6;3.3;2.7
1306;Duurzame consumptiegoederen;2002 oktober;91.3;2.4;1.6;100.6;4.4;1.9
1307;Duurzame consumptiegoederen;2002 november;87.3;-2.2;-2.8;96.2;-1.2;1.0
1308;Duurzame consumptiegoederen;2002 december;89.7;6.7;6.9;96.5;4.6;-1.9
1309;Duurzame consumptiegoederen;2002 4e kwartaal;89.4;2.2;1.8;97.8;2.6;0.4
1310;Duurzame consumptiegoederen;2003 januari;99.7;2.8;2.3;100.4;2.9;0.0
1311;Duurzame consumptiegoederen;2003 februari;82.4;3.5;3.8;84.7;3.2;-0.3
1312;Duurzame consumptiegoederen;2003 maart;93.8;-1.6;-0.1;97.8;-1.5;0.1
1313;Duurzame consumptiegoederen;2003 1e kwartaal;92.0;1.5;1.9;94.3;1.4;-0.1
1314;Duurzame consumptiegoederen;2003 april;91.3;1.4;-0.1;94.3;1.0;-0.3
1315;Duurzame consumptiegoederen;2003 mei;95.0;1.8;0.7;98.1;1.8;0.1
1316;Duurzame consumptiegoederen;2003 juni;90.7;-2.9;-0.5;92.3;-4.1;-1.3
1317;Duurzame consumptiegoederen;2003 2e kwartaal;92.3;0.1;0.1;94.9;-0.4;-0.5
1318;Duurzame consumptiegoederen;2003 juli;91.3;-2.6;-3.6;92.2;-3.7;-1.1
1319;Duurzame consumptiegoederen;2003 augustus;85.8;-3.3;-1.5;87.4;-4.6;-1.3
1320;Duurzame consumptiegoederen;2003 september;88.8;-1.2;-3.3;93.6;-2.9;-1.8
1321;Duurzame consumptiegoederen;2003 3e kwartaal;88.7;-2.4;-2.8;91.1;-3.7;-1.4
1322;Duurzame consumptiegoederen;2003 oktober;90.7;-0.7;-1.5;98.1;-2.5;-1.8
1323;Duurzame consumptiegoederen;2003 november;83.6;-4.2;-2.0;90.8;-5.7;-1.5
1324;Duurzame consumptiegoederen;2003 december;83.2;-7.3;-8.7;88.8;-8.0;-0.8
1325;Duurzame consumptiegoederen;2003 4e kwartaal;85.8;-4.0;-4.1;92.6;-5.3;-1.4
1326;Duurzame consumptiegoederen;2004 januari;101.9;2.2;1.4;100.8;0.4;-1.8
1327;Duurzame consumptiegoederen;2004 februari;80.6;-2.2;-3.6;82.1;-3.0;-0.9
1328;Duurzame consumptiegoederen;2004 maart;94.5;0.8;-0.6;97.0;-0.8;-1.5
1329;Duurzame consumptiegoederen;2004 1e kwartaal;92.3;0.4;-0.8;93.3;-1.1;-1.5
1330;Duurzame consumptiegoederen;2004 april;92.9;1.8;1.4;94.2;-0.1;-1.8
1331;Duurzame consumptiegoederen;2004 mei;91.3;-3.9;0.1;92.6;-5.7;-1.9
1332;Duurzame consumptiegoederen;2004 juni;95.8;5.6;1.8;96.0;4.1;-1.5
1333;Duurzame consumptiegoederen;2004 2e kwartaal;93.3;1.1;1.1;94.3;-0.7;-1.7
1334;Duurzame consumptiegoederen;2004 juli;95.2;4.2;3.0;94.4;2.4;-1.7
1335;Duurzame consumptiegoederen;2004 augustus;84.0;-2.1;0.8;84.7;-3.2;-1.0
1336;Duurzame consumptiegoederen;2004 september;89.7;1.1;-0.7;93.5;-0.1;-1.2
1337;Duurzame consumptiegoederen;2004 3e kwartaal;89.6;1.1;1.1;90.9;-0.3;-1.4
1338;Duurzame consumptiegoederen;2004 oktober;87.2;-3.8;-2.5;94.3;-3.9;-0.1
