ID;BedrijfstakkenBranchesSBI2008;Marges;Perioden;RegelmatigVeelKrachtZetten_1;RegelmatigHardPraten_2;RegelmatigTeMakenMetTrillingen_3;GevaarlijkWerkTot2018_4;GevaarlijkWerkVanaf2018_5;Vallen_6;Struikelen_7;Bekneld_8;Snijden_9;Botsen_10;GevaarlijkeStoffen_11;Geweld_12;Verbranden_13;Verstikking_14;Anders_15;WaterigeOplossingen_16;StoffenOpHuid_17;AdemtStoffenIn_18;BesmettePersonen_19;WerktMetOfDichtbijOngezondeStoffen_20;Besmettingskans_21;BesmettingskansViaPatienten_22;BesmettingskansViaAndereMensen_23;BesmettingskansViaDieren_24;BesmettingskansViaWater_25;BesmettingskansViaOnderzoeksmateriaal_26;BesmettingskansViaAnderMateriaal_27;InOngemakkelijkeWerkhoudingWerken_28;TijdensWerkRepeterendeBewegingMaken_29;UurPerDagAanBeeldschermVoorWerk_30
888;H Vervoer en opslag;Bovengrens 95%-interval;2022;30.5;11.8;20.5;;33.7;6.4;13.2;6.0;3.8;25.4;5.4;5.5;1.7;1.7;5.0;;;;;10.1;49.6;2.7;46.8;1.8;1.7;0.3;3.2;10.7;43.4;3.8
889;H Vervoer en opslag;Bovengrens 95%-interval;2023;27.9;11.4;19.0;;30.1;5.2;12.3;5.7;3.9;22.3;4.3;5.1;2.1;1.1;4.1;;;;;9.1;40.7;2.7;37.4;1.9;2.0;0.6;3.1;12.0;39.8;4.0
890;H Vervoer en opslag;Bovengrens 95%-interval;2024;29.3;13.2;21.0;;32.2;5.4;12.7;5.5;3.8;24.3;5.0;6.0;2.1;1.2;4.4;;;;;10.7;42.8;2.8;39.0;1.9;2.7;0.7;3.9;11.7;40.8;4.0
891;I Horeca;Waarde;2014;26.9;6.7;5.9;3.8;;;;;;;;;;;;47.0;20.7;5.5;4.1;;;;;;;;;8.5;44.3;1.5
892;I Horeca;Waarde;2015;27.1;8.0;5.2;4.4;;;;;;;;;;;;45.0;20.1;5.6;4.0;;;;;;;;;9.2;46.5;1.6
893;I Horeca;Waarde;2016;28.6;9.3;6.3;3.5;;;;;;;;;;;;46.7;22.0;7.0;4.5;;;;;;;;;9.5;47.0;1.6
894;I Horeca;Waarde;2017;26.4;9.3;6.8;4.1;;;;;;;;;;;;43.5;19.7;6.7;4.6;;;;;;;;;10.0;48.7;1.6
895;I Horeca;Waarde;2018;24.7;8.5;6.2;;27.3;0.5;10.8;0.5;15.3;2.0;1.2;1.7;16.6;0.1;1.3;42.9;19.6;6.8;4.7;;;;;;;;;9.2;46.7;1.7
896;I Horeca;Waarde;2019;24.9;9.4;5.0;;27.2;0.4;10.5;0.5;15.4;3.2;1.5;1.4;16.3;0.2;1.0;39.9;17.6;6.5;3.9;;;;;;;;;7.8;46.0;1.7
897;I Horeca;Waarde;2020;17.7;8.0;5.7;;23.8;0.4;8.0;0.3;12.8;4.5;0.7;0.8;13.9;0.1;0.8;34.7;15.3;5.5;11.1;;;;;;;;;7.3;40.9;1.9
898;I Horeca;Waarde;2021;21.1;8.5;5.8;;25.5;0.2;8.5;0.4;12.6;3.9;1.0;1.7;14.6;0.0;1.2;34.0;15.0;5.2;10.7;;;;;;;;;6.9;41.2;1.9
899;I Horeca;Waarde;2022;24.4;8.8;4.0;;24.2;0.5;8.4;0.3;12.7;3.1;0.8;0.9;14.1;0.1;0.9;;;;;5.0;50.1;1.8;45.8;1.0;1.7;0.0;4.3;6.6;42.6;1.7
900;I Horeca;Waarde;2023;23.0;8.6;4.2;;23.1;0.3;7.9;0.3;12.5;2.5;0.7;0.9;13.8;0.1;0.7;;;;;5.4;40.6;1.7;35.6;0.9;1.9;0.3;4.7;6.8;42.9;1.6
901;I Horeca;Waarde;2024;23.0;11.0;4.0;;23.9;0.5;8.4;0.2;13.5;3.3;0.8;0.9;14.0;0.2;0.6;;;;;5.1;38.6;1.6;35.0;1.1;1.6;0.0;3.5;6.8;43.0;1.6
902;I Horeca;Ondergrens 95%-interval;2014;24.5;5.5;4.6;2.9;;;;;;;;;;;;44.2;18.6;4.3;3.1;;;;;;;;;7.0;41.5;1.3
903;I Horeca;Ondergrens 95%-interval;2015;25.1;6.8;4.3;3.5;;;;;;;;;;;;42.7;18.3;4.6;3.2;;;;;;;;;7.9;44.1;1.5
904;I Horeca;Ondergrens 95%-interval;2016;26.5;8.0;5.2;2.7;;;;;;;;;;;;44.3;20.0;5.9;3.6;;;;;;;;;8.2;44.6;1.4
905;I Horeca;Ondergrens 95%-interval;2017;24.3;8.0;5.6;3.2;;;;;;;;;;;;41.1;17.9;5.6;3.7;;;;;;;;;8.6;46.3;1.4
906;I Horeca;Ondergrens 95%-interval;2018;23.1;7.5;5.3;;25.6;0.3;9.7;0.3;13.9;1.5;0.8;1.3;15.2;0.1;0.9;40.9;18.1;5.8;3.9;;;;;;;;;8.1;44.8;1.6
907;I Horeca;Ondergrens 95%-interval;2019;23.2;8.3;4.2;;25.4;0.2;9.4;0.3;14.0;2.5;1.1;1.0;14.9;0.1;0.7;37.9;16.1;5.6;3.2;;;;;;;;;6.8;44.0;1.6
908;I Horeca;Ondergrens 95%-interval;2020;15.8;6.7;4.6;;21.7;0.2;6.7;0.1;11.2;3.5;0.4;0.4;12.2;0.0;0.5;32.3;13.6;4.4;9.6;;;;;;;;;6.1;38.4;1.8
909;I Horeca;Ondergrens 95%-interval;2021;19.1;7.1;4.6;;23.2;0.0;7.1;0.2;10.9;2.9;0.6;1.1;12.8;0.0;0.7;31.6;13.2;4.2;9.2;;;;;;;;;5.6;38.7;1.8
910;I Horeca;Ondergrens 95%-interval;2022;22.8;7.7;3.3;;22.5;0.3;7.4;0.1;11.5;2.5;0.5;0.6;12.8;0.0;0.6;;;;;4.2;48.1;1.3;43.9;0.6;1.3;0.0;3.6;5.7;40.7;1.6
911;I Horeca;Ondergrens 95%-interval;2023;21.4;7.6;3.5;;21.5;0.2;6.9;0.2;11.3;2.0;0.4;0.6;12.5;0.0;0.4;;;;;4.5;38.7;1.2;33.8;0.6;1.4;0.1;3.9;5.9;41.0;1.5
912;I Horeca;Ondergrens 95%-interval;2024;21.4;9.8;3.3;;22.3;0.3;7.5;0.1;12.3;2.7;0.5;0.6;12.8;0.1;0.4;;;;;4.3;36.8;1.2;33.2;0.8;1.2;0.0;2.9;5.9;41.2;1.5
913;I Horeca;Bovengrens 95%-interval;2014;29.6;8.2;7.5;5.0;;;;;;;;;;;;49.8;23.0;6.9;5.3;;;;;;;;;10.2;47.1;1.6
914;I Horeca;Bovengrens 95%-interval;2015;29.3;9.4;6.4;5.5;;;;;;;;;;;;47.3;22.0;6.8;5.0;;;;;;;;;10.6;48.8;1.8
915;I Horeca;Bovengrens 95%-interval;2016;30.8;10.7;7.6;4.5;;;;;;;;;;;;49.2;24.0;8.4;5.6;;;;;;;;;11.0;49.4;1.7
916;I Horeca;Bovengrens 95%-interval;2017;28.5;10.8;8.1;5.2;;;;;;;;;;;;45.9;21.7;8.1;5.8;;;;;;;;;11.6;51.1;1.7
917;I Horeca;Bovengrens 95%-interval;2018;26.4;9.6;7.3;;29.1;0.8;12.1;0.9;16.7;2.6;1.6;2.3;18.2;0.4;1.9;44.8;21.2;7.8;5.6;;;;;;;;;10.4;48.7;1.8
918;I Horeca;Bovengrens 95%-interval;2019;26.7;10.7;6.0;;29.1;0.8;11.8;0.8;16.9;4.0;2.1;2.0;17.9;0.5;1.6;41.8;19.1;7.6;4.8;;;;;;;;;9.0;48.0;1.8
919;I Horeca;Bovengrens 95%-interval;2020;19.6;9.6;7.0;;26.1;0.7;9.5;0.7;14.7;5.7;1.3;1.4;15.7;0.6;1.4;37.2;17.3;6.8;12.7;;;;;;;;;8.8;43.4;2.1
920;I Horeca;Bovengrens 95%-interval;2021;23.3;10.0;7.3;;27.8;0.5;10.1;1.0;14.4;5.1;1.6;2.5;16.6;;1.9;36.5;17.0;6.5;12.4;;;;;;;;;8.3;43.8;2.1
921;I Horeca;Bovengrens 95%-interval;2022;26.1;9.9;4.8;;26.0;0.8;9.6;0.5;14.1;4.0;1.2;1.3;15.6;0.4;1.3;;;;;6.0;52.1;2.4;47.9;1.4;2.3;0.2;5.2;7.7;44.5;1.8
922;I Horeca;Bovengrens 95%-interval;2023;24.6;9.7;5.0;;24.7;0.6;9.0;0.6;13.8;3.2;1.1;1.3;15.1;0.3;1.1;;;;;6.4;42.5;2.3;37.5;1.3;2.5;0.6;5.6;7.8;44.8;1.7
923;I Horeca;Bovengrens 95%-interval;2024;24.5;12.2;4.8;;25.5;0.9;9.5;0.4;14.9;4.1;1.3;1.3;15.4;0.5;1.0;;;;;6.1;40.4;2.1;36.8;1.6;2.2;0.2;4.3;7.8;44.8;1.7
924;J Informatie en communicatie;Waarde;2014;2.2;1.4;0.5;0.1;;;;;;;;;;;;2.0;1.7;1.5;1.3;;;;;;;;;3.2;25.9;6.9
925;J Informatie en communicatie;Waarde;2015;1.6;1.1;0.7;0.4;;;;;;;;;;;;1.6;1.4;1.7;1.4;;;;;;;;;2.1;27.6;6.8
926;J Informatie en communicatie;Waarde;2016;3.9;2.1;1.4;0.0;;;;;;;;;;;;2.5;2.5;2.0;1.7;;;;;;;;;2.2;27.2;6.8
927;J Informatie en communicatie;Waarde;2017;2.3;1.5;0.7;0.2;;;;;;;;;;;;2.4;2.2;2.1;2.0;;;;;;;;;1.9;23.7;6.9
928;J Informatie en communicatie;Waarde;2018;2.4;1.8;0.8;;2.6;0.3;0.7;0.1;0.6;1.0;0.1;0.2;0.1;0.0;0.9;3.3;2.6;2.8;2.4;;;;;;;;;2.9;20.4;6.9
929;J Informatie en communicatie;Waarde;2019;1.9;1.8;0.6;;2.0;0.2;0.4;0.2;0.5;0.7;0.1;0.3;0.2;0.1;0.5;3.1;2.9;3.0;2.5;;;;;;;;;2.1;19.7;7.0
930;J Informatie en communicatie;Waarde;2020;1.8;1.2;0.7;;0.8;0.1;0.3;0.1;0.2;0.2;0.0;0.1;0.0;0.0;0.1;4.5;4.0;3.9;4.3;;;;;;;;;1.9;19.6;7.4
931;J Informatie en communicatie;Waarde;2021;1.5;0.7;0.4;;1.4;0.1;0.3;0.0;0.2;0.3;0.0;0.2;0.1;0.0;0.4;5.4;5.2;5.1;5.2;;;;;;;;;2.3;18.7;7.3
932;J Informatie en communicatie;Waarde;2022;1.9;1.4;0.5;;1.6;0.2;0.4;0.1;0.3;0.7;0.0;0.3;0.2;0.1;0.4;;;;;0.4;30.6;0.7;29.9;0.2;0.4;0.0;0.6;2.4;18.0;7.2
933;J Informatie en communicatie;Waarde;2023;2.2;1.1;0.9;;1.4;0.2;0.3;0.1;0.4;0.6;0.0;0.2;0.1;0.0;0.3;;;;;0.2;26.8;0.4;26.3;0.4;0.4;0.0;0.3;2.2;17.4;7.3
934;J Informatie en communicatie;Waarde;2024;2.7;1.4;0.8;;2.3;0.4;0.6;0.3;0.8;1.1;0.2;0.1;0.3;0.0;0.6;;;;;0.5;25.1;0.7;24.2;0.4;0.3;0.0;0.5;2.1;16.0;7.3
935;J Informatie en communicatie;Ondergrens 95%-interval;2014;1.4;0.9;0.2;0.0;;;;;;;;;;;;1.3;1.0;0.9;0.7;;;;;;;;;2.3;23.6;6.8
936;J Informatie en communicatie;Ondergrens 95%-interval;2015;1.0;0.6;0.4;0.2;;;;;;;;;;;;1.0;0.8;1.1;0.9;;;;;;;;;1.4;25.0;6.7
937;J Informatie en communicatie;Ondergrens 95%-interval;2016;2.9;1.4;0.8;0.0;;;;;;;;;;;;1.8;1.7;1.4;1.2;;;;;;;;;1.5;24.7;6.7
938;J Informatie en communicatie;Ondergrens 95%-interval;2017;1.5;1.0;0.4;0.1;;;;;;;;;;;;1.7;1.5;1.4;1.4;;;;;;;;;1.2;21.5;6.8
939;J Informatie en communicatie;Ondergrens 95%-interval;2018;1.7;1.2;0.4;;1.9;0.1;0.3;0.0;0.3;0.6;0.0;0.1;0.0;0.0;0.5;2.5;1.9;2.0;1.7;;;;;;;;;2.1;18.5;6.8
940;J Informatie en communicatie;Ondergrens 95%-interval;2019;1.3;1.3;0.3;;1.4;0.0;0.2;0.0;0.3;0.4;0.0;0.1;0.1;0.0;0.2;2.4;2.1;2.2;1.8;;;;;;;;;1.5;17.8;6.9
941;J Informatie en communicatie;Ondergrens 95%-interval;2020;1.3;0.8;0.4;;0.5;0.0;0.2;0.0;0.1;0.1;0.0;0.0;0.0;0.0;0.0;3.6;3.1;3.1;3.4;;;;;;;;;1.4;17.9;7.3
942;J Informatie en communicatie;Ondergrens 95%-interval;2021;1.0;0.4;0.2;;0.8;0.0;0.1;0.0;0.1;0.1;0.0;0.1;0.0;0.0;0.2;4.2;4.1;4.0;4.1;;;;;;;;;1.7;16.8;7.2
943;J Informatie en communicatie;Ondergrens 95%-interval;2022;1.3;1.0;0.2;;1.1;0.1;0.2;0.0;0.1;0.4;0.0;0.1;0.1;0.0;0.2;;;;;0.2;28.6;0.4;27.8;0.1;0.2;0.0;0.3;1.8;16.3;7.1
944;J Informatie en communicatie;Ondergrens 95%-interval;2023;1.6;0.7;0.5;;0.9;0.1;0.1;0.0;0.2;0.3;0.0;0.1;0.0;0.0;0.1;;;;;0.1;24.9;0.2;24.4;0.2;0.2;0.0;0.1;1.6;15.7;7.2
945;J Informatie en communicatie;Ondergrens 95%-interval;2024;2.1;1.0;0.5;;1.7;0.2;0.4;0.1;0.5;0.8;0.1;0.0;0.1;0.0;0.4;;;;;0.3;23.3;0.4;22.4;0.2;0.1;0.0;0.3;1.6;14.5;7.2
946;J Informatie en communicatie;Bovengrens 95%-interval;2014;3.5;2.3;1.1;0.6;;;;;;;;;;;;3.1;2.7;2.5;2.2;;;;;;;;;4.4;28.4;7.0
947;J Informatie en communicatie;Bovengrens 95%-interval;2015;2.6;1.9;1.4;1.0;;;;;;;;;;;;2.6;2.4;2.8;2.4;;;;;;;;;3.1;30.2;6.9
948;J Informatie en communicatie;Bovengrens 95%-interval;2016;5.2;3.2;2.3;;;;;;;;;;;;;3.5;3.5;2.9;2.6;;;;;;;;;3.2;29.7;6.9
949;J Informatie en communicatie;Bovengrens 95%-interval;2017;3.4;2.3;1.4;0.6;;;;;;;;;;;;3.4;3.1;3.1;3.0;;;;;;;;;2.8;26.0;7.0
950;J Informatie en communicatie;Bovengrens 95%-interval;2018;3.4;2.5;1.4;;3.6;0.7;1.3;0.4;1.2;1.7;0.9;0.6;0.4;0.3;1.6;4.3;3.5;3.8;3.3;;;;;;;;;3.9;22.5;7.0
951;J Informatie en communicatie;Bovengrens 95%-interval;2019;2.7;2.6;1.2;;2.9;0.8;0.9;0.5;1.0;1.2;0.4;0.8;0.5;0.4;1.0;4.2;3.9;4.0;3.5;;;;;;;;;3.0;21.8;7.1
952;J Informatie en communicatie;Bovengrens 95%-interval;2020;2.6;1.9;1.2;;1.3;0.5;0.7;0.4;0.5;0.5;;0.5;;;0.5;5.7;5.0;5.0;5.4;;;;;;;;;2.6;21.5;7.5
953;J Informatie en communicatie;Bovengrens 95%-interval;2021;2.2;1.3;1.0;;2.2;0.5;0.7;;0.6;1.2;;0.6;0.4;;1.0;6.7;6.5;6.4;6.5;;;;;;;;;3.3;20.8;7.4
954;J Informatie en communicatie;Bovengrens 95%-interval;2022;2.6;2.1;0.9;;2.3;0.6;0.8;0.4;0.7;1.2;;0.7;0.7;0.4;0.9;;;;;0.9;32.7;1.2;32.0;0.5;0.8;;1.2;3.3;19.9;7.3
955;J Informatie en communicatie;Bovengrens 95%-interval;2023;3.0;1.7;1.5;;2.0;0.6;0.6;0.5;1.0;1.0;;0.5;0.3;;0.8;;;;;0.6;28.7;0.9;28.3;0.8;0.8;;0.5;3.0;19.1;7.3
956;J Informatie en communicatie;Bovengrens 95%-interval;2024;3.6;2.1;1.4;;3.1;0.9;1.1;0.7;1.3;1.7;0.5;0.3;0.7;0.3;1.1;;;;;1.0;27.0;1.2;26.0;0.8;0.6;;0.9;2.8;17.6;7.3
957;58-60 Uitgeverijen, film,radio en t.v.;Waarde;2014;6.3;4.6;1.1;0.3;;;;;;;;;;;;3.8;1.7;1.9;0.0;;;;;;;;;6.3;25.8;6.1
958;58-60 Uitgeverijen, film,radio en t.v.;Waarde;2015;4.1;1.7;1.2;0.4;;;;;;;;;;;;2.0;1.0;0.9;0.7;;;;;;;;;2.1;27.3;6.2
959;58-60 Uitgeverijen, film,radio en t.v.;Waarde;2016;13.0;4.7;3.3;0.0;;;;;;;;;;;;6.8;6.9;4.7;2.6;;;;;;;;;5.0;30.4;6.0
960;58-60 Uitgeverijen, film,radio en t.v.;Waarde;2017;5.1;2.6;0.0;0.0;;;;;;;;;;;;4.6;3.4;3.2;1.9;;;;;;;;;1.7;25.0;6.3
961;58-60 Uitgeverijen, film,radio en t.v.;Waarde;2018;6.8;3.1;1.7;;3.4;0.2;1.3;0.0;0.8;0.8;0.8;0.0;0.0;0.0;1.0;4.3;2.6;2.4;1.8;;;;;;;;;5.9;21.6;6.3
962;58-60 Uitgeverijen, film,radio en t.v.;Waarde;2019;4.6;5.1;1.0;;3.6;0.0;0.7;0.4;2.0;1.6;0.4;0.3;0.3;0.0;0.6;3.5;3.6;3.8;2.7;;;;;;;;;2.7;22.1;6.5
963;58-60 Uitgeverijen, film,radio en t.v.;Waarde;2020;6.1;5.2;1.7;;1.1;0.5;0.8;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0;5.4;5.5;4.9;3.3;;;;;;;;;2.2;18.4;6.5
964;58-60 Uitgeverijen, film,radio en t.v.;Waarde;2021;5.1;0.8;1.1;;1.6;0.0;0.9;0.0;0.3;0.0;0.0;1.0;0.0;0.0;0.0;3.3;2.0;2.0;2.3;;;;;;;;;4.2;20.0;6.4
965;58-60 Uitgeverijen, film,radio en t.v.;Waarde;2022;5.3;2.4;0.6;;3.1;0.4;1.9;0.4;0.5;0.6;0.0;1.0;1.0;0.0;0.3;;;;;0.7;36.8;0.6;35.6;0.5;1.2;0.0;1.2;3.2;18.0;6.5
966;58-60 Uitgeverijen, film,radio en t.v.;Waarde;2023;6.7;1.9;1.2;;2.5;0.0;0.2;0.2;0.0;0.8;0.0;1.1;0.6;0.0;0.8;;;;;0.2;34.5;0.0;33.8;1.3;1.0;0.0;0.9;4.5;19.7;6.4
967;58-60 Uitgeverijen, film,radio en t.v.;Waarde;2024;6.2;2.4;1.2;;2.7;0.5;0.3;0.2;1.3;1.0;0.0;0.0;0.4;0.4;0.0;;;;;0.7;27.2;0.6;27.0;0.0;0.0;0.0;0.4;2.6;19.6;6.7
968;58-60 Uitgeverijen, film,radio en t.v.;Ondergrens 95%-interval;2014;3.6;2.5;0.3;0.0;;;;;;;;;;;;1.9;0.6;0.7;0.0;;;;;;;;;3.7;20.6;5.8
969;58-60 Uitgeverijen, film,radio en t.v.;Ondergrens 95%-interval;2015;2.1;0.6;0.4;0.1;;;;;;;;;;;;0.9;0.3;0.2;0.2;;;;;;;;;0.9;21.8;5.9
970;58-60 Uitgeverijen, film,radio en t.v.;Ondergrens 95%-interval;2016;9.2;2.7;1.6;0.0;;;;;;;;;;;;4.2;4.2;2.6;1.2;;;;;;;;;2.8;25.1;5.6
971;58-60 Uitgeverijen, film,radio en t.v.;Ondergrens 95%-interval;2017;2.9;1.2;0.0;0.0;;;;;;;;;;;;2.5;1.6;1.4;0.7;;;;;;;;;0.6;19.9;6.0
972;58-60 Uitgeverijen, film,radio en t.v.;Ondergrens 95%-interval;2018;4.2;1.6;0.6;;1.7;0.0;0.4;0.0;0.2;0.2;0.1;0.0;0.0;0.0;0.3;2.4;1.1;1.0;0.8;;;;;;;;;3.6;17.2;6.0
973;58-60 Uitgeverijen, film,radio en t.v.;Ondergrens 95%-interval;2019;2.6;3.0;0.3;;2.0;0.0;0.2;0.0;0.9;0.7;0.0;0.0;0.0;0.0;0.2;1.8;1.9;2.1;1.3;;;;;;;;;1.3;17.5;6.3
974;58-60 Uitgeverijen, film,radio en t.v.;Ondergrens 95%-interval;2020;3.7;3.0;0.6;;0.4;0.1;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.2;3.3;2.8;1.7;;;;;;;;;1.1;14.2;6.2
975;58-60 Uitgeverijen, film,radio en t.v.;Ondergrens 95%-interval;2021;2.9;0.2;0.3;;0.6;0.0;0.2;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;1.7;0.9;0.8;1.0;;;;;;;;;2.3;15.4;6.1
976;58-60 Uitgeverijen, film,radio en t.v.;Ondergrens 95%-interval;2022;3.1;1.1;0.2;;1.5;0.1;0.8;0.1;0.1;0.1;0.0;0.2;0.2;0.0;0.0;;;;;0.2;31.1;0.2;29.9;0.1;0.4;0.0;0.4;1.7;13.7;6.2
977;58-60 Uitgeverijen, film,radio en t.v.;Ondergrens 95%-interval;2023;4.3;0.8;0.3;;1.3;0.0;0.0;0.0;0.0;0.2;0.0;0.4;0.1;0.0;0.2;;;;;0.0;29.4;0.0;28.8;0.6;0.3;0.0;0.3;2.5;15.6;6.2
978;58-60 Uitgeverijen, film,radio en t.v.;Ondergrens 95%-interval;2024;3.6;1.1;0.4;;1.3;0.1;0.0;0.0;0.5;0.3;0.0;0.0;0.1;0.1;0.0;;;;;0.2;22.5;0.1;22.2;0.0;0.0;0.0;0.1;1.3;15.3;6.4
979;58-60 Uitgeverijen, film,radio en t.v.;Bovengrens 95%-interval;2014;11.0;8.1;3.4;1.9;;;;;;;;;;;;7.5;4.7;5.0;;;;;;;;;;10.7;31.9;6.5
980;58-60 Uitgeverijen, film,radio en t.v.;Bovengrens 95%-interval;2015;8.1;4.6;3.6;2.7;;;;;;;;;;;;4.5;3.1;3.4;2.8;;;;;;;;;5.1;33.5;6.5
981;58-60 Uitgeverijen, film,radio en t.v.;Bovengrens 95%-interval;2016;18.0;8.1;6.7;;;;;;;;;;;;;10.8;11.1;8.6;5.8;;;;;;;;;8.8;36.4;6.3
982;58-60 Uitgeverijen, film,radio en t.v.;Bovengrens 95%-interval;2017;8.7;5.3;;;;;;;;;;;;;;8.4;7.0;7.2;5.5;;;;;;;;;4.5;30.8;6.6
983;58-60 Uitgeverijen, film,radio en t.v.;Bovengrens 95%-interval;2018;10.8;6.0;4.8;;7.0;1.7;4.1;;3.9;2.5;5.2;;;;3.3;7.6;5.8;5.4;4.1;;;;;;;;;9.5;26.8;6.6
984;58-60 Uitgeverijen, film,radio en t.v.;Bovengrens 95%-interval;2019;8.0;8.6;3.2;;6.5;;2.7;2.5;4.5;3.7;2.5;2.3;2.1;;2.6;6.5;6.6;6.9;5.4;;;;;;;;;5.4;27.6;6.8
985;58-60 Uitgeverijen, film,radio en t.v.;Bovengrens 95%-interval;2020;9.8;8.8;4.4;;3.5;3.2;3.3;;2.1;;;;;;;8.8;9.0;8.3;6.3;;;;;;;;;4.5;23.6;6.8
986;58-60 Uitgeverijen, film,radio en t.v.;Bovengrens 95%-interval;2021;9.0;3.2;4.3;;4.3;;3.7;;2.3;;;4.0;;;;6.5;4.5;5.0;5.1;;;;;;;;;7.7;25.5;6.7
987;58-60 Uitgeverijen, film,radio en t.v.;Bovengrens 95%-interval;2022;8.9;5.1;2.5;;6.2;2.8;4.6;2.8;3.3;2.4;;3.8;3.8;;2.2;;;;;2.7;42.9;2.5;41.7;2.0;3.6;;3.6;6.1;23.2;6.8
988;58-60 Uitgeverijen, film,radio en t.v.;Bovengrens 95%-interval;2023;10.2;4.3;4.3;;4.7;;1.2;1.2;;2.4;;2.9;2.2;;2.6;;;;;1.3;40.0;;39.3;3.0;2.7;;2.6;7.8;24.5;6.7
989;58-60 Uitgeverijen, film,radio en t.v.;Bovengrens 95%-interval;2024;10.4;5.0;3.4;;5.5;3.6;2.1;1.5;3.6;3.4;;;3.0;2.5;;;;;;2.8;32.6;2.3;32.3;;;;3.1;5.4;24.7;6.9
990;61 Telecommunicatie;Waarde;2014;0.7;0.0;0.8;0.0;;;;;;;;;;;;2.6;2.2;2.2;2.9;;;;;;;;;3.7;26.7;6.7
991;61 Telecommunicatie;Waarde;2015;0.2;0.3;0.9;0.4;;;;;;;;;;;;1.1;1.1;1.6;2.1;;;;;;;;;2.9;24.2;6.6
992;61 Telecommunicatie;Waarde;2016;0.6;1.9;0.0;0.0;;;;;;;;;;;;1.7;1.7;2.2;2.6;;;;;;;;;2.2;19.8;6.5
993;61 Telecommunicatie;Waarde;2017;2.0;2.2;2.7;0.4;;;;;;;;;;;;1.5;0.8;0.8;2.2;;;;;;;;;2.7;24.1;6.7
994;61 Telecommunicatie;Waarde;2018;0.5;4.2;0.4;;2.1;0.6;0.6;0.0;0.4;1.8;0.0;0.3;0.0;0.0;0.0;2.5;1.2;1.7;1.2;;;;;;;;;4.2;19.0;6.6
995;61 Telecommunicatie;Waarde;2019;3.1;4.6;0.7;;3.5;1.0;2.0;0.0;0.5;1.3;0.0;0.6;0.0;0.0;0.6;6.5;6.0;5.5;5.9;;;;;;;;;7.2;23.6;6.7
996;61 Telecommunicatie;Waarde;2020;2.1;1.5;1.0;;1.9;0.0;1.0;0.0;0.0;1.3;0.0;0.0;0.0;0.0;0.6;3.8;3.2;3.2;5.0;;;;;;;;;4.2;16.9;7.2
997;61 Telecommunicatie;Waarde;2021;1.0;1.8;1.2;;2.2;0.0;0.3;0.0;0.4;1.4;0.0;0.4;0.0;0.0;0.4;5.4;4.7;5.1;6.0;;;;;;;;;4.8;14.8;7.1
998;61 Telecommunicatie;Waarde;2022;1.8;1.7;1.0;;1.2;0.0;0.1;0.0;0.0;0.4;0.0;0.3;0.0;0.5;0.0;;;;;0.0;42.4;0.8;41.1;1.0;1.3;0.0;0.0;5.5;21.2;7.1
999;61 Telecommunicatie;Waarde;2023;3.0;3.2;2.2;;2.8;0.9;0.3;0.0;1.0;1.4;0.0;0.4;0.0;0.0;0.4;;;;;0.0;37.6;0.5;37.6;1.5;0.0;0.0;0.5;5.9;20.7;7.1
1000;61 Telecommunicatie;Waarde;2024;3.4;3.3;1.1;;4.0;1.0;1.7;0.5;1.7;2.3;0.0;0.3;0.5;0.0;0.7;;;;;0.5;30.4;0.6;30.4;2.3;0.5;0.0;0.8;3.5;16.2;7.0
1001;61 Telecommunicatie;Ondergrens 95%-interval;2014;0.2;0.0;0.2;0.0;;;;;;;;;;;;1.1;0.9;0.9;1.3;;;;;;;;;1.7;20.9;6.5
1002;61 Telecommunicatie;Ondergrens 95%-interval;2015;0.0;0.0;0.2;0.1;;;;;;;;;;;;0.2;0.2;0.5;0.8;;;;;;;;;1.2;18.8;6.3
1003;61 Telecommunicatie;Ondergrens 95%-interval;2016;0.1;0.8;0.0;0.0;;;;;;;;;;;;0.7;0.7;1.0;1.2;;;;;;;;;1.0;15.3;6.3
1004;61 Telecommunicatie;Ondergrens 95%-interval;2017;0.6;0.8;1.0;0.1;;;;;;;;;;;;0.5;0.2;0.2;0.8;;;;;;;;;1.1;18.6;6.4
1005;61 Telecommunicatie;Ondergrens 95%-interval;2018;0.1;2.2;0.1;;0.9;0.1;0.1;0.0;0.1;0.7;0.0;0.0;0.0;0.0;0.0;1.1;0.4;0.6;0.4;;;;;;;;;2.3;14.3;6.4
1006;61 Telecommunicatie;Ondergrens 95%-interval;2019;1.3;2.5;0.1;;1.5;0.1;0.6;0.0;0.1;0.4;0.0;0.1;0.0;0.0;0.1;3.6;3.3;2.9;3.2;;;;;;;;;4.3;18.1;6.4
1007;61 Telecommunicatie;Ondergrens 95%-interval;2020;0.8;0.5;0.3;;0.8;0.0;0.3;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.1;1.9;1.5;1.5;2.7;;;;;;;;;2.2;12.7;7.0
