ID;Geslacht;Leeftijd;Onderwijsrichting;Geboortegeneratie;OnderwijsniveauPersonen_1;OnderwijsniveauPersonenBasisonderwijs_2;OnderwijsniveauPersonenVmboMbo1_3;OnderwijsniveauPersonenHavoVwoMbo_4;OnderwijsniveauPersonenHboWo_5;OnderwijsniveauPersonenWoMaster_6;OnderwijsniveauPersonenOnbekend_7
219;Totaal mannen en vrouwen;40 tot 45 jaar;08 Landbouw, diergeneeskunde en -verz...;1940 tot 1945;;;;;;;
220;Totaal mannen en vrouwen;40 tot 45 jaar;08 Landbouw, diergeneeskunde en -verz...;1945 tot 1950;2.4;;1.0;1.1;0.1;0.1;
221;Totaal mannen en vrouwen;40 tot 45 jaar;08 Landbouw, diergeneeskunde en -verz...;1950 tot 1955;1.9;;0.5;1.0;0.2;0.2;
222;Totaal mannen en vrouwen;40 tot 45 jaar;08 Landbouw, diergeneeskunde en -verz...;1955 tot 1960;2.1;;0.5;1.2;0.3;0.2;
223;Totaal mannen en vrouwen;40 tot 45 jaar;08 Landbouw, diergeneeskunde en -verz...;1960 tot 1965;2.7;;0.6;1.6;0.3;0.2;
224;Totaal mannen en vrouwen;40 tot 45 jaar;08 Landbouw, diergeneeskunde en -verz...;1965 tot 1970;3.1;;0.6;1.9;0.4;0.2;
225;Totaal mannen en vrouwen;40 tot 45 jaar;08 Landbouw, diergeneeskunde en -verz...;1970 tot 1975;;;;;;;
226;Totaal mannen en vrouwen;40 tot 45 jaar;08 Landbouw, diergeneeskunde en -verz...;1975 tot 1980;;;;;;;
227;Totaal mannen en vrouwen;40 tot 45 jaar;08 Landbouw, diergeneeskunde en -verz...;1980 tot 1985;;;;;;;
228;Totaal mannen en vrouwen;40 tot 45 jaar;01+02+10 Overige onderwijsrichtingen;1925 tot 1930;;;;;;;
229;Totaal mannen en vrouwen;40 tot 45 jaar;01+02+10 Overige onderwijsrichtingen;1930 tot 1935;;;;;;;
230;Totaal mannen en vrouwen;40 tot 45 jaar;01+02+10 Overige onderwijsrichtingen;1935 tot 1940;;;;;;;
231;Totaal mannen en vrouwen;40 tot 45 jaar;01+02+10 Overige onderwijsrichtingen;1940 tot 1945;;;;;;;
232;Totaal mannen en vrouwen;40 tot 45 jaar;01+02+10 Overige onderwijsrichtingen;1945 tot 1950;11.4;;0.8;2.8;6.7;1.2;
233;Totaal mannen en vrouwen;40 tot 45 jaar;01+02+10 Overige onderwijsrichtingen;1950 tot 1955;12.1;;0.6;3.0;7.0;1.6;
234;Totaal mannen en vrouwen;40 tot 45 jaar;01+02+10 Overige onderwijsrichtingen;1955 tot 1960;11.5;;0.5;3.1;6.0;1.9;
235;Totaal mannen en vrouwen;40 tot 45 jaar;01+02+10 Overige onderwijsrichtingen;1960 tot 1965;10.0;;1.0;2.8;4.4;1.9;
236;Totaal mannen en vrouwen;40 tot 45 jaar;01+02+10 Overige onderwijsrichtingen;1965 tot 1970;9.3;;1.2;2.5;3.6;1.9;
237;Totaal mannen en vrouwen;40 tot 45 jaar;01+02+10 Overige onderwijsrichtingen;1970 tot 1975;;;;;;;
238;Totaal mannen en vrouwen;40 tot 45 jaar;01+02+10 Overige onderwijsrichtingen;1975 tot 1980;;;;;;;
239;Totaal mannen en vrouwen;40 tot 45 jaar;01+02+10 Overige onderwijsrichtingen;1980 tot 1985;;;;;;;
240;Totaal mannen en vrouwen;40 tot 45 jaar;03+09 Zorg en maatschappij;1925 tot 1930;;;;;;;
241;Totaal mannen en vrouwen;40 tot 45 jaar;03+09 Zorg en maatschappij;1930 tot 1935;;;;;;;
242;Totaal mannen en vrouwen;40 tot 45 jaar;03+09 Zorg en maatschappij;1935 tot 1940;;;;;;;
243;Totaal mannen en vrouwen;40 tot 45 jaar;03+09 Zorg en maatschappij;1940 tot 1945;;;;;;;
244;Totaal mannen en vrouwen;40 tot 45 jaar;03+09 Zorg en maatschappij;1945 tot 1950;23.4;;8.8;8.9;3.2;2.5;
245;Totaal mannen en vrouwen;40 tot 45 jaar;03+09 Zorg en maatschappij;1950 tot 1955;24.3;;6.6;10.3;4.4;2.9;
246;Totaal mannen en vrouwen;40 tot 45 jaar;03+09 Zorg en maatschappij;1955 tot 1960;23.8;;5.2;10.9;5.2;2.6;
247;Totaal mannen en vrouwen;40 tot 45 jaar;03+09 Zorg en maatschappij;1960 tot 1965;22.0;;4.3;10.1;5.2;2.4;
248;Totaal mannen en vrouwen;40 tot 45 jaar;03+09 Zorg en maatschappij;1965 tot 1970;20.7;;3.2;9.8;5.0;2.7;
249;Totaal mannen en vrouwen;40 tot 45 jaar;03+09 Zorg en maatschappij;1970 tot 1975;;;;;;;
250;Totaal mannen en vrouwen;40 tot 45 jaar;03+09 Zorg en maatschappij;1975 tot 1980;;;;;;;
251;Totaal mannen en vrouwen;40 tot 45 jaar;03+09 Zorg en maatschappij;1980 tot 1985;;;;;;;
252;Totaal mannen en vrouwen;40 tot 45 jaar;04+06 Economisch en juridisch;1925 tot 1930;;;;;;;
253;Totaal mannen en vrouwen;40 tot 45 jaar;04+06 Economisch en juridisch;1930 tot 1935;;;;;;;
254;Totaal mannen en vrouwen;40 tot 45 jaar;04+06 Economisch en juridisch;1935 tot 1940;;;;;;;
255;Totaal mannen en vrouwen;40 tot 45 jaar;04+06 Economisch en juridisch;1940 tot 1945;;;;;;;
256;Totaal mannen en vrouwen;40 tot 45 jaar;04+06 Economisch en juridisch;1945 tot 1950;16.3;;1.9;10.6;2.5;1.3;
257;Totaal mannen en vrouwen;40 tot 45 jaar;04+06 Economisch en juridisch;1950 tot 1955;16.0;;2.1;9.7;2.7;1.5;
258;Totaal mannen en vrouwen;40 tot 45 jaar;04+06 Economisch en juridisch;1955 tot 1960;16.0;;1.8;8.7;3.2;2.2;
259;Totaal mannen en vrouwen;40 tot 45 jaar;04+06 Economisch en juridisch;1960 tot 1965;19.0;;2.1;9.0;4.7;3.1;
260;Totaal mannen en vrouwen;40 tot 45 jaar;04+06 Economisch en juridisch;1965 tot 1970;24.3;;1.7;11.2;6.6;4.8;
261;Totaal mannen en vrouwen;40 tot 45 jaar;04+06 Economisch en juridisch;1970 tot 1975;;;;;;;
262;Totaal mannen en vrouwen;40 tot 45 jaar;04+06 Economisch en juridisch;1975 tot 1980;;;;;;;
263;Totaal mannen en vrouwen;40 tot 45 jaar;04+06 Economisch en juridisch;1980 tot 1985;;;;;;;
264;Totaal mannen en vrouwen;40 tot 45 jaar;05+07 Technisch;1925 tot 1930;;;;;;;
265;Totaal mannen en vrouwen;40 tot 45 jaar;05+07 Technisch;1930 tot 1935;;;;;;;
266;Totaal mannen en vrouwen;40 tot 45 jaar;05+07 Technisch;1935 tot 1940;;;;;;;
267;Totaal mannen en vrouwen;40 tot 45 jaar;05+07 Technisch;1940 tot 1945;;;;;;;
268;Totaal mannen en vrouwen;40 tot 45 jaar;05+07 Technisch;1945 tot 1950;18.8;;6.5;9.2;1.7;1.4;
269;Totaal mannen en vrouwen;40 tot 45 jaar;05+07 Technisch;1950 tot 1955;19.8;;6.5;9.8;2.0;1.5;
270;Totaal mannen en vrouwen;40 tot 45 jaar;05+07 Technisch;1955 tot 1960;18.9;;6.0;9.0;2.1;1.8;
271;Totaal mannen en vrouwen;40 tot 45 jaar;05+07 Technisch;1960 tot 1965;18.9;;5.5;9.2;2.6;1.5;
272;Totaal mannen en vrouwen;40 tot 45 jaar;05+07 Technisch;1965 tot 1970;20.3;;5.2;10.1;2.9;2.1;
273;Totaal mannen en vrouwen;40 tot 45 jaar;05+07 Technisch;1970 tot 1975;;;;;;;
274;Totaal mannen en vrouwen;40 tot 45 jaar;05+07 Technisch;1975 tot 1980;;;;;;;
275;Totaal mannen en vrouwen;40 tot 45 jaar;05+07 Technisch;1980 tot 1985;;;;;;;
276;Totaal mannen en vrouwen;40 tot 45 jaar;Onderwijsrichting onbekend;1925 tot 1930;;;;;;;
277;Totaal mannen en vrouwen;40 tot 45 jaar;Onderwijsrichting onbekend;1930 tot 1935;;;;;;;
278;Totaal mannen en vrouwen;40 tot 45 jaar;Onderwijsrichting onbekend;1935 tot 1940;;;;;;;
279;Totaal mannen en vrouwen;40 tot 45 jaar;Onderwijsrichting onbekend;1940 tot 1945;;;;;;;
280;Totaal mannen en vrouwen;40 tot 45 jaar;Onderwijsrichting onbekend;1945 tot 1950;0.6;;0.2;0.1;;;0.2
281;Totaal mannen en vrouwen;40 tot 45 jaar;Onderwijsrichting onbekend;1950 tot 1955;0.5;;0.2;0.1;0.0;;0.2
282;Totaal mannen en vrouwen;40 tot 45 jaar;Onderwijsrichting onbekend;1955 tot 1960;1.1;;0.2;0.2;0.1;0.1;0.5
283;Totaal mannen en vrouwen;40 tot 45 jaar;Onderwijsrichting onbekend;1960 tot 1965;3.7;;0.2;1.4;0.1;1.3;0.7
284;Totaal mannen en vrouwen;40 tot 45 jaar;Onderwijsrichting onbekend;1965 tot 1970;3.4;0.1;0.4;1.3;0.2;0.5;0.9
285;Totaal mannen en vrouwen;40 tot 45 jaar;Onderwijsrichting onbekend;1970 tot 1975;;;;;;;
286;Totaal mannen en vrouwen;40 tot 45 jaar;Onderwijsrichting onbekend;1975 tot 1980;;;;;;;
287;Totaal mannen en vrouwen;40 tot 45 jaar;Onderwijsrichting onbekend;1980 tot 1985;;;;;;;
288;Totaal mannen en vrouwen;45 tot 50 jaar;Totaal;1925 tot 1930;;;;;;;
289;Totaal mannen en vrouwen;45 tot 50 jaar;Totaal;1930 tot 1935;;;;;;;
290;Totaal mannen en vrouwen;45 tot 50 jaar;Totaal;1935 tot 1940;;;;;;;
291;Totaal mannen en vrouwen;45 tot 50 jaar;Totaal;1940 tot 1945;100.0;18.6;28.8;33.9;12.6;5.7;0.3
292;Totaal mannen en vrouwen;45 tot 50 jaar;Totaal;1945 tot 1950;100.0;15.7;26.8;35.9;14.6;6.7;0.3
293;Totaal mannen en vrouwen;45 tot 50 jaar;Totaal;1950 tot 1955;100.0;12.6;24.9;37.8;16.0;8.2;0.5
294;Totaal mannen en vrouwen;45 tot 50 jaar;Totaal;1955 tot 1960;100.0;8.5;21.5;40.7;18.2;10.2;0.8
295;Totaal mannen en vrouwen;45 tot 50 jaar;Totaal;1960 tot 1965;100.0;7.3;20.4;42.4;18.3;10.6;0.9
296;Totaal mannen en vrouwen;45 tot 50 jaar;Totaal;1965 tot 1970;;;;;;;
297;Totaal mannen en vrouwen;45 tot 50 jaar;Totaal;1970 tot 1975;;;;;;;
298;Totaal mannen en vrouwen;45 tot 50 jaar;Totaal;1975 tot 1980;;;;;;;
299;Totaal mannen en vrouwen;45 tot 50 jaar;Totaal;1980 tot 1985;;;;;;;
300;Totaal mannen en vrouwen;45 tot 50 jaar;00 Algemeen;1925 tot 1930;;;;;;;
301;Totaal mannen en vrouwen;45 tot 50 jaar;00 Algemeen;1930 tot 1935;;;;;;;
302;Totaal mannen en vrouwen;45 tot 50 jaar;00 Algemeen;1935 tot 1940;;;;;;;
303;Totaal mannen en vrouwen;45 tot 50 jaar;00 Algemeen;1940 tot 1945;29.0;18.6;8.3;2.1;;;
304;Totaal mannen en vrouwen;45 tot 50 jaar;00 Algemeen;1945 tot 1950;27.5;15.7;8.4;3.4;;;
305;Totaal mannen en vrouwen;45 tot 50 jaar;00 Algemeen;1950 tot 1955;27.2;12.6;8.6;6.1;;;
306;Totaal mannen en vrouwen;45 tot 50 jaar;00 Algemeen;1955 tot 1960;23.8;8.5;7.1;8.2;;;
307;Totaal mannen en vrouwen;45 tot 50 jaar;00 Algemeen;1960 tot 1965;22.1;7.2;6.4;8.5;;;
308;Totaal mannen en vrouwen;45 tot 50 jaar;00 Algemeen;1965 tot 1970;;;;;;;
309;Totaal mannen en vrouwen;45 tot 50 jaar;00 Algemeen;1970 tot 1975;;;;;;;
310;Totaal mannen en vrouwen;45 tot 50 jaar;00 Algemeen;1975 tot 1980;;;;;;;
311;Totaal mannen en vrouwen;45 tot 50 jaar;00 Algemeen;1980 tot 1985;;;;;;;
312;Totaal mannen en vrouwen;45 tot 50 jaar;08 Landbouw, diergeneeskunde en -verz...;1925 tot 1930;;;;;;;
313;Totaal mannen en vrouwen;45 tot 50 jaar;08 Landbouw, diergeneeskunde en -verz...;1930 tot 1935;;;;;;;
314;Totaal mannen en vrouwen;45 tot 50 jaar;08 Landbouw, diergeneeskunde en -verz...;1935 tot 1940;;;;;;;
315;Totaal mannen en vrouwen;45 tot 50 jaar;08 Landbouw, diergeneeskunde en -verz...;1940 tot 1945;2.7;;1.4;1.1;0.1;0.1;
316;Totaal mannen en vrouwen;45 tot 50 jaar;08 Landbouw, diergeneeskunde en -verz...;1945 tot 1950;2.2;;1.0;1.0;0.2;0.1;
317;Totaal mannen en vrouwen;45 tot 50 jaar;08 Landbouw, diergeneeskunde en -verz...;1950 tot 1955;1.8;;0.5;1.0;0.2;0.1;
318;Totaal mannen en vrouwen;45 tot 50 jaar;08 Landbouw, diergeneeskunde en -verz...;1955 tot 1960;2.2;;0.4;1.2;0.3;0.3;
319;Totaal mannen en vrouwen;45 tot 50 jaar;08 Landbouw, diergeneeskunde en -verz...;1960 tot 1965;2.6;;0.6;1.5;0.3;0.2;
320;Totaal mannen en vrouwen;45 tot 50 jaar;08 Landbouw, diergeneeskunde en -verz...;1965 tot 1970;;;;;;;
321;Totaal mannen en vrouwen;45 tot 50 jaar;08 Landbouw, diergeneeskunde en -verz...;1970 tot 1975;;;;;;;
322;Totaal mannen en vrouwen;45 tot 50 jaar;08 Landbouw, diergeneeskunde en -verz...;1975 tot 1980;;;;;;;
323;Totaal mannen en vrouwen;45 tot 50 jaar;08 Landbouw, diergeneeskunde en -verz...;1980 tot 1985;;;;;;;
324;Totaal mannen en vrouwen;45 tot 50 jaar;01+02+10 Overige onderwijsrichtingen;1925 tot 1930;;;;;;;
325;Totaal mannen en vrouwen;45 tot 50 jaar;01+02+10 Overige onderwijsrichtingen;1930 tot 1935;;;;;;;
326;Totaal mannen en vrouwen;45 tot 50 jaar;01+02+10 Overige onderwijsrichtingen;1935 tot 1940;;;;;;;
327;Totaal mannen en vrouwen;45 tot 50 jaar;01+02+10 Overige onderwijsrichtingen;1940 tot 1945;10.6;;0.8;2.9;6.0;1.0;
328;Totaal mannen en vrouwen;45 tot 50 jaar;01+02+10 Overige onderwijsrichtingen;1945 tot 1950;11.5;;0.6;3.0;6.5;1.3;
329;Totaal mannen en vrouwen;45 tot 50 jaar;01+02+10 Overige onderwijsrichtingen;1950 tot 1955;11.5;;0.5;3.0;6.3;1.6;
330;Totaal mannen en vrouwen;45 tot 50 jaar;01+02+10 Overige onderwijsrichtingen;1955 tot 1960;11.8;;0.8;2.7;6.1;2.1;
331;Totaal mannen en vrouwen;45 tot 50 jaar;01+02+10 Overige onderwijsrichtingen;1960 tot 1965;10.6;;1.0;2.8;4.6;2.1;
332;Totaal mannen en vrouwen;45 tot 50 jaar;01+02+10 Overige onderwijsrichtingen;1965 tot 1970;;;;;;;
333;Totaal mannen en vrouwen;45 tot 50 jaar;01+02+10 Overige onderwijsrichtingen;1970 tot 1975;;;;;;;
334;Totaal mannen en vrouwen;45 tot 50 jaar;01+02+10 Overige onderwijsrichtingen;1975 tot 1980;;;;;;;
335;Totaal mannen en vrouwen;45 tot 50 jaar;01+02+10 Overige onderwijsrichtingen;1980 tot 1985;;;;;;;
336;Totaal mannen en vrouwen;45 tot 50 jaar;03+09 Zorg en maatschappij;1925 tot 1930;;;;;;;
337;Totaal mannen en vrouwen;45 tot 50 jaar;03+09 Zorg en maatschappij;1930 tot 1935;;;;;;;
338;Totaal mannen en vrouwen;45 tot 50 jaar;03+09 Zorg en maatschappij;1935 tot 1940;;;;;;;
339;Totaal mannen en vrouwen;45 tot 50 jaar;03+09 Zorg en maatschappij;1940 tot 1945;21.5;;9.9;7.2;2.5;1.8;
340;Totaal mannen en vrouwen;45 tot 50 jaar;03+09 Zorg en maatschappij;1945 tot 1950;23.0;;8.9;8.4;3.3;2.4;
341;Totaal mannen en vrouwen;45 tot 50 jaar;03+09 Zorg en maatschappij;1950 tot 1955;23.3;;6.8;9.0;4.6;3.0;
342;Totaal mannen en vrouwen;45 tot 50 jaar;03+09 Zorg en maatschappij;1955 tot 1960;24.0;;5.2;10.4;5.4;3.0;
343;Totaal mannen en vrouwen;45 tot 50 jaar;03+09 Zorg en maatschappij;1960 tot 1965;22.5;;4.2;10.4;5.2;2.7;
344;Totaal mannen en vrouwen;45 tot 50 jaar;03+09 Zorg en maatschappij;1965 tot 1970;;;;;;;
345;Totaal mannen en vrouwen;45 tot 50 jaar;03+09 Zorg en maatschappij;1970 tot 1975;;;;;;;
346;Totaal mannen en vrouwen;45 tot 50 jaar;03+09 Zorg en maatschappij;1975 tot 1980;;;;;;;
347;Totaal mannen en vrouwen;45 tot 50 jaar;03+09 Zorg en maatschappij;1980 tot 1985;;;;;;;
348;Totaal mannen en vrouwen;45 tot 50 jaar;04+06 Economisch en juridisch;1925 tot 1930;;;;;;;
349;Totaal mannen en vrouwen;45 tot 50 jaar;04+06 Economisch en juridisch;1930 tot 1935;;;;;;;
350;Totaal mannen en vrouwen;45 tot 50 jaar;04+06 Economisch en juridisch;1935 tot 1940;;;;;;;
351;Totaal mannen en vrouwen;45 tot 50 jaar;04+06 Economisch en juridisch;1940 tot 1945;16.0;;1.4;11.2;2.0;1.3;
352;Totaal mannen en vrouwen;45 tot 50 jaar;04+06 Economisch en juridisch;1945 tot 1950;15.8;;1.5;10.4;2.4;1.5;
353;Totaal mannen en vrouwen;45 tot 50 jaar;04+06 Economisch en juridisch;1950 tot 1955;15.0;;1.7;9.1;2.4;1.8;
354;Totaal mannen en vrouwen;45 tot 50 jaar;04+06 Economisch en juridisch;1955 tot 1960;16.5;;1.9;8.1;4.0;2.4;
355;Totaal mannen en vrouwen;45 tot 50 jaar;04+06 Economisch en juridisch;1960 tot 1965;19.7;;2.1;9.0;5.3;3.3;
356;Totaal mannen en vrouwen;45 tot 50 jaar;04+06 Economisch en juridisch;1965 tot 1970;;;;;;;
357;Totaal mannen en vrouwen;45 tot 50 jaar;04+06 Economisch en juridisch;1970 tot 1975;;;;;;;
358;Totaal mannen en vrouwen;45 tot 50 jaar;04+06 Economisch en juridisch;1975 tot 1980;;;;;;;
359;Totaal mannen en vrouwen;45 tot 50 jaar;04+06 Economisch en juridisch;1980 tot 1985;;;;;;;
360;Totaal mannen en vrouwen;45 tot 50 jaar;05+07 Technisch;1925 tot 1930;;;;;;;
361;Totaal mannen en vrouwen;45 tot 50 jaar;05+07 Technisch;1930 tot 1935;;;;;;;
362;Totaal mannen en vrouwen;45 tot 50 jaar;05+07 Technisch;1935 tot 1940;;;;;;;
363;Totaal mannen en vrouwen;45 tot 50 jaar;05+07 Technisch;1940 tot 1945;19.8;;6.9;9.3;2.1;1.5;
364;Totaal mannen en vrouwen;45 tot 50 jaar;05+07 Technisch;1945 tot 1950;19.5;;6.3;9.7;2.1;1.4;
365;Totaal mannen en vrouwen;45 tot 50 jaar;05+07 Technisch;1950 tot 1955;19.9;;6.5;9.5;2.3;1.5;
366;Totaal mannen en vrouwen;45 tot 50 jaar;05+07 Technisch;1955 tot 1960;18.4;;5.8;8.8;2.3;1.5;
367;Totaal mannen en vrouwen;45 tot 50 jaar;05+07 Technisch;1960 tot 1965;19.1;;5.8;8.8;2.7;1.8;
368;Totaal mannen en vrouwen;45 tot 50 jaar;05+07 Technisch;1965 tot 1970;;;;;;;
369;Totaal mannen en vrouwen;45 tot 50 jaar;05+07 Technisch;1970 tot 1975;;;;;;;
370;Totaal mannen en vrouwen;45 tot 50 jaar;05+07 Technisch;1975 tot 1980;;;;;;;
371;Totaal mannen en vrouwen;45 tot 50 jaar;05+07 Technisch;1980 tot 1985;;;;;;;
372;Totaal mannen en vrouwen;45 tot 50 jaar;Onderwijsrichting onbekend;1925 tot 1930;;;;;;;
373;Totaal mannen en vrouwen;45 tot 50 jaar;Onderwijsrichting onbekend;1930 tot 1935;;;;;;;
374;Totaal mannen en vrouwen;45 tot 50 jaar;Onderwijsrichting onbekend;1935 tot 1940;;;;;;;
375;Totaal mannen en vrouwen;45 tot 50 jaar;Onderwijsrichting onbekend;1940 tot 1945;0.5;;0.1;;;;0.3
376;Totaal mannen en vrouwen;45 tot 50 jaar;Onderwijsrichting onbekend;1945 tot 1950;0.6;;0.1;0.1;0.1;;0.3
377;Totaal mannen en vrouwen;45 tot 50 jaar;Onderwijsrichting onbekend;1950 tot 1955;1.2;;0.3;0.2;0.1;0.1;0.5
378;Totaal mannen en vrouwen;45 tot 50 jaar;Onderwijsrichting onbekend;1955 tot 1960;3.4;;0.2;1.3;0.1;0.9;0.8
379;Totaal mannen en vrouwen;45 tot 50 jaar;Onderwijsrichting onbekend;1960 tot 1965;3.4;0.1;0.3;1.3;0.2;0.5;0.9
380;Totaal mannen en vrouwen;45 tot 50 jaar;Onderwijsrichting onbekend;1965 tot 1970;;;;;;;
381;Totaal mannen en vrouwen;45 tot 50 jaar;Onderwijsrichting onbekend;1970 tot 1975;;;;;;;
382;Totaal mannen en vrouwen;45 tot 50 jaar;Onderwijsrichting onbekend;1975 tot 1980;;;;;;;
383;Totaal mannen en vrouwen;45 tot 50 jaar;Onderwijsrichting onbekend;1980 tot 1985;;;;;;;
384;Totaal mannen en vrouwen;50 tot 55 jaar;Totaal;1925 tot 1930;;;;;;;
385;Totaal mannen en vrouwen;50 tot 55 jaar;Totaal;1930 tot 1935;;;;;;;
386;Totaal mannen en vrouwen;50 tot 55 jaar;Totaal;1935 tot 1940;100.0;24.1;29.5;30.7;11.4;4.1;0.3
387;Totaal mannen en vrouwen;50 tot 55 jaar;Totaal;1940 tot 1945;100.0;17.2;29.4;33.9;13.2;6.1;0.3
388;Totaal mannen en vrouwen;50 tot 55 jaar;Totaal;1945 tot 1950;100.0;15.3;27.3;35.4;13.9;7.6;0.5
389;Totaal mannen en vrouwen;50 tot 55 jaar;Totaal;1950 tot 1955;100.0;11.4;24.0;37.3;17.3;9.2;0.7
390;Totaal mannen en vrouwen;50 tot 55 jaar;Totaal;1955 tot 1960;100.0;8.9;21.3;39.8;19.0;10.3;0.7
391;Totaal mannen en vrouwen;50 tot 55 jaar;Totaal;1960 tot 1965;;;;;;;
392;Totaal mannen en vrouwen;50 tot 55 jaar;Totaal;1965 tot 1970;;;;;;;
393;Totaal mannen en vrouwen;50 tot 55 jaar;Totaal;1970 tot 1975;;;;;;;
394;Totaal mannen en vrouwen;50 tot 55 jaar;Totaal;1975 tot 1980;;;;;;;
395;Totaal mannen en vrouwen;50 tot 55 jaar;Totaal;1980 tot 1985;;;;;;;
396;Totaal mannen en vrouwen;50 tot 55 jaar;00 Algemeen;1925 tot 1930;;;;;;;
397;Totaal mannen en vrouwen;50 tot 55 jaar;00 Algemeen;1930 tot 1935;;;;;;;
398;Totaal mannen en vrouwen;50 tot 55 jaar;00 Algemeen;1935 tot 1940;33.6;24.1;8.0;1.5;;;
399;Totaal mannen en vrouwen;50 tot 55 jaar;00 Algemeen;1940 tot 1945;30.2;17.2;9.7;3.3;;;
400;Totaal mannen en vrouwen;50 tot 55 jaar;00 Algemeen;1945 tot 1950;29.9;15.3;9.7;4.9;;;
401;Totaal mannen en vrouwen;50 tot 55 jaar;00 Algemeen;1950 tot 1955;25.5;11.4;8.0;6.1;;;
402;Totaal mannen en vrouwen;50 tot 55 jaar;00 Algemeen;1955 tot 1960;23.4;8.8;7.1;7.5;;;
403;Totaal mannen en vrouwen;50 tot 55 jaar;00 Algemeen;1960 tot 1965;;;;;;;
404;Totaal mannen en vrouwen;50 tot 55 jaar;00 Algemeen;1965 tot 1970;;;;;;;
405;Totaal mannen en vrouwen;50 tot 55 jaar;00 Algemeen;1970 tot 1975;;;;;;;
406;Totaal mannen en vrouwen;50 tot 55 jaar;00 Algemeen;1975 tot 1980;;;;;;;
407;Totaal mannen en vrouwen;50 tot 55 jaar;00 Algemeen;1980 tot 1985;;;;;;;
408;Totaal mannen en vrouwen;50 tot 55 jaar;08 Landbouw, diergeneeskunde en -verz...;1925 tot 1930;;;;;;;
409;Totaal mannen en vrouwen;50 tot 55 jaar;08 Landbouw, diergeneeskunde en -verz...;1930 tot 1935;;;;;;;
410;Totaal mannen en vrouwen;50 tot 55 jaar;08 Landbouw, diergeneeskunde en -verz...;1935 tot 1940;3.5;;2.0;1.3;0.1;;
411;Totaal mannen en vrouwen;50 tot 55 jaar;08 Landbouw, diergeneeskunde en -verz...;1940 tot 1945;2.8;;1.5;1.1;0.2;0.1;
412;Totaal mannen en vrouwen;50 tot 55 jaar;08 Landbouw, diergeneeskunde en -verz...;1945 tot 1950;2.2;;0.9;1.0;0.2;0.1;
413;Totaal mannen en vrouwen;50 tot 55 jaar;08 Landbouw, diergeneeskunde en -verz...;1950 tot 1955;2.0;;0.6;1.0;0.3;0.2;
414;Totaal mannen en vrouwen;50 tot 55 jaar;08 Landbouw, diergeneeskunde en -verz...;1955 tot 1960;2.4;;0.5;1.3;0.3;0.3;
415;Totaal mannen en vrouwen;50 tot 55 jaar;08 Landbouw, diergeneeskunde en -verz...;1960 tot 1965;;;;;;;
416;Totaal mannen en vrouwen;50 tot 55 jaar;08 Landbouw, diergeneeskunde en -verz...;1965 tot 1970;;;;;;;
417;Totaal mannen en vrouwen;50 tot 55 jaar;08 Landbouw, diergeneeskunde en -verz...;1970 tot 1975;;;;;;;
418;Totaal mannen en vrouwen;50 tot 55 jaar;08 Landbouw, diergeneeskunde en -verz...;1975 tot 1980;;;;;;;
419;Totaal mannen en vrouwen;50 tot 55 jaar;08 Landbouw, diergeneeskunde en -verz...;1980 tot 1985;;;;;;;
420;Totaal mannen en vrouwen;50 tot 55 jaar;01+02+10 Overige onderwijsrichtingen;1925 tot 1930;;;;;;;
421;Totaal mannen en vrouwen;50 tot 55 jaar;01+02+10 Overige onderwijsrichtingen;1930 tot 1935;;;;;;;
422;Totaal mannen en vrouwen;50 tot 55 jaar;01+02+10 Overige onderwijsrichtingen;1935 tot 1940;10.1;;0.7;2.9;5.6;0.9;
423;Totaal mannen en vrouwen;50 tot 55 jaar;01+02+10 Overige onderwijsrichtingen;1940 tot 1945;11.1;;0.6;2.8;6.3;1.4;
424;Totaal mannen en vrouwen;50 tot 55 jaar;01+02+10 Overige onderwijsrichtingen;1945 tot 1950;10.8;;0.5;2.7;6.0;1.6;
425;Totaal mannen en vrouwen;50 tot 55 jaar;01+02+10 Overige onderwijsrichtingen;1950 tot 1955;11.7;;0.6;2.7;6.6;1.8;
426;Totaal mannen en vrouwen;50 tot 55 jaar;01+02+10 Overige onderwijsrichtingen;1955 tot 1960;11.4;;0.7;2.6;6.1;2.0;
427;Totaal mannen en vrouwen;50 tot 55 jaar;01+02+10 Overige onderwijsrichtingen;1960 tot 1965;;;;;;;
428;Totaal mannen en vrouwen;50 tot 55 jaar;01+02+10 Overige onderwijsrichtingen;1965 tot 1970;;;;;;;
429;Totaal mannen en vrouwen;50 tot 55 jaar;01+02+10 Overige onderwijsrichtingen;1970 tot 1975;;;;;;;
430;Totaal mannen en vrouwen;50 tot 55 jaar;01+02+10 Overige onderwijsrichtingen;1975 tot 1980;;;;;;;
431;Totaal mannen en vrouwen;50 tot 55 jaar;01+02+10 Overige onderwijsrichtingen;1980 tot 1985;;;;;;;
432;Totaal mannen en vrouwen;50 tot 55 jaar;03+09 Zorg en maatschappij;1925 tot 1930;;;;;;;
433;Totaal mannen en vrouwen;50 tot 55 jaar;03+09 Zorg en maatschappij;1930 tot 1935;;;;;;;
434;Totaal mannen en vrouwen;50 tot 55 jaar;03+09 Zorg en maatschappij;1935 tot 1940;18.5;;9.8;5.6;1.9;1.2;
