ID;Inkomensgroepen;KenmerkenVanHuishoudens;Perioden;AantalHuishoudens_1;HuishoudensInVanTotaal_2;Vermogenssom_3;Vermogensaandeel_4;GemiddeldBedrag_5;MediaanVermogen_6
604;Laagste 25%-groep van inkomens;Leeftijd 45 - 54 jaar;1997;142;8.6;13.0;23.9;93.0;1.0
605;Laagste 25%-groep van inkomens;Leeftijd 45 - 54 jaar;1998;152;9.1;6.0;13.3;39.0;1.0
606;Laagste 25%-groep van inkomens;Leeftijd 45 - 54 jaar;1999;155;9.1;12.0;20.6;75.0;2.0
607;Laagste 25%-groep van inkomens;Leeftijd 45 - 54 jaar;2000;160;9.4;9.0;14.7;54.0;1.0
608;Laagste 25%-groep van inkomens;Leeftijd 55 - 64 jaar;1993;160;10.2;4.0;15.9;27.0;3.0
609;Laagste 25%-groep van inkomens;Leeftijd 55 - 64 jaar;1994;163;10.2;6.0;17.8;39.0;4.0
610;Laagste 25%-groep van inkomens;Leeftijd 55 - 64 jaar;1995;165;10.2;7.0;21.7;42.0;4.0
611;Laagste 25%-groep van inkomens;Leeftijd 55 - 64 jaar;1996;166;10.1;9.0;21.3;52.0;4.0
612;Laagste 25%-groep van inkomens;Leeftijd 55 - 64 jaar;1997;172;10.4;11.0;19.2;62.0;3.0
613;Laagste 25%-groep van inkomens;Leeftijd 55 - 64 jaar;1998;178;10.6;10.0;22.6;56.0;3.0
614;Laagste 25%-groep van inkomens;Leeftijd 55 - 64 jaar;1999;187;11.0;12.0;20.7;62.0;3.0
615;Laagste 25%-groep van inkomens;Leeftijd 55 - 64 jaar;2000;191;11.2;15.0;25.6;79.0;4.0
616;Laagste 25%-groep van inkomens;Leeftijd 65 jaar of ouder;1993;513;32.5;10.0;37.8;20.0;5.0
617;Laagste 25%-groep van inkomens;Leeftijd 65 jaar of ouder;1994;502;31.3;12.0;32.8;23.0;5.0
618;Laagste 25%-groep van inkomens;Leeftijd 65 jaar of ouder;1995;509;31.5;12.0;38.5;24.0;5.0
619;Laagste 25%-groep van inkomens;Leeftijd 65 jaar of ouder;1996;523;31.9;13.0;32.4;25.0;5.0
620;Laagste 25%-groep van inkomens;Leeftijd 65 jaar of ouder;1997;523;31.6;19.0;34.7;37.0;6.0
621;Laagste 25%-groep van inkomens;Leeftijd 65 jaar of ouder;1998;522;31.1;17.0;38.2;33.0;6.0
622;Laagste 25%-groep van inkomens;Leeftijd 65 jaar of ouder;1999;517;30.5;20.0;35.3;38.0;6.0
623;Laagste 25%-groep van inkomens;Leeftijd 65 jaar of ouder;2000;525;30.6;20.0;33.4;38.0;6.0
624;Laagste 25%-groep van inkomens;Leeftijd 65 - 74 jaar;1993;232;14.7;6.0;22.0;26.0;5.0
625;Laagste 25%-groep van inkomens;Leeftijd 65 - 74 jaar;1994;227;14.2;6.0;16.3;25.0;6.0
626;Laagste 25%-groep van inkomens;Leeftijd 65 - 74 jaar;1995;230;14.2;6.0;18.8;26.0;5.0
627;Laagste 25%-groep van inkomens;Leeftijd 65 - 74 jaar;1996;233;14.2;7.0;18.3;32.0;5.0
628;Laagste 25%-groep van inkomens;Leeftijd 65 - 74 jaar;1997;232;14.0;10.0;18.4;44.0;7.0
629;Laagste 25%-groep van inkomens;Leeftijd 65 - 74 jaar;1998;227;13.5;10.0;22.2;44.0;5.0
630;Laagste 25%-groep van inkomens;Leeftijd 65 - 74 jaar;1999;220;13.0;9.0;15.8;40.0;6.0
631;Laagste 25%-groep van inkomens;Leeftijd 65 - 74 jaar;2000;227;13.2;9.0;15.6;40.0;5.0
632;Laagste 25%-groep van inkomens;Leeftijd 75 jaar of ouder;1993;281;17.8;4.0;15.8;15.0;5.0
633;Laagste 25%-groep van inkomens;Leeftijd 75 jaar of ouder;1994;275;17.2;6.0;16.5;21.0;5.0
634;Laagste 25%-groep van inkomens;Leeftijd 75 jaar of ouder;1995;279;17.3;6.0;19.7;22.0;5.0
635;Laagste 25%-groep van inkomens;Leeftijd 75 jaar of ouder;1996;290;17.7;6.0;14.2;20.0;5.0
636;Laagste 25%-groep van inkomens;Leeftijd 75 jaar of ouder;1997;291;17.6;9.0;16.3;31.0;6.0
637;Laagste 25%-groep van inkomens;Leeftijd 75 jaar of ouder;1998;295;17.6;7.0;16.0;24.0;6.0
638;Laagste 25%-groep van inkomens;Leeftijd 75 jaar of ouder;1999;297;17.5;11.0;19.5;37.0;6.0
639;Laagste 25%-groep van inkomens;Leeftijd 75 jaar of ouder;2000;298;17.4;11.0;17.9;35.0;7.0
640;Laagste 25%-groep van inkomens;Vermogen negatief;1993;231;14.6;-2.0;-5.9;-7.0;-1.0
641;Laagste 25%-groep van inkomens;Vermogen negatief;1994;299;18.7;-2.0;-5.3;-6.0;-2.0
642;Laagste 25%-groep van inkomens;Vermogen negatief;1995;284;17.6;-1.0;-4.1;-5.0;-1.0
643;Laagste 25%-groep van inkomens;Vermogen negatief;1996;295;18.0;-2.0;-3.7;-5.0;-2.0
644;Laagste 25%-groep van inkomens;Vermogen negatief;1997;289;17.5;-2.0;-3.1;-6.0;-2.0
645;Laagste 25%-groep van inkomens;Vermogen negatief;1998;288;17.2;-2.0;-4.4;-7.0;-2.0
646;Laagste 25%-groep van inkomens;Vermogen negatief;1999;342;20.1;-3.0;-4.6;-7.0;-2.0
647;Laagste 25%-groep van inkomens;Vermogen negatief;2000;313;18.3;-3.0;-4.3;-8.0;-2.0
648;Laagste 25%-groep van inkomens;Vermogen 0 tot 5 duizend euro;1993;851;53.8;1.0;4.5;1.0;1.0
649;Laagste 25%-groep van inkomens;Vermogen 0 tot 5 duizend euro;1994;783;48.9;1.0;3.4;2.0;1.0
650;Laagste 25%-groep van inkomens;Vermogen 0 tot 5 duizend euro;1995;820;50.8;1.0;4.0;2.0;1.0
651;Laagste 25%-groep van inkomens;Vermogen 0 tot 5 duizend euro;1996;793;48.4;1.0;2.9;1.0;1.0
652;Laagste 25%-groep van inkomens;Vermogen 0 tot 5 duizend euro;1997;774;46.8;1.0;2.1;1.0;1.0
653;Laagste 25%-groep van inkomens;Vermogen 0 tot 5 duizend euro;1998;813;48.5;1.0;2.7;1.0;1.0
654;Laagste 25%-groep van inkomens;Vermogen 0 tot 5 duizend euro;1999;757;44.6;1.0;2.3;2.0;1.0
655;Laagste 25%-groep van inkomens;Vermogen 0 tot 5 duizend euro;2000;764;44.6;1.0;2.1;2.0;1.0
656;Laagste 25%-groep van inkomens;Vermogen 5 tot 10 duizend euro;1993;175;11.0;1.0;4.6;7.0;7.0
657;Laagste 25%-groep van inkomens;Vermogen 5 tot 10 duizend euro;1994;166;10.4;1.0;3.4;7.0;7.0
658;Laagste 25%-groep van inkomens;Vermogen 5 tot 10 duizend euro;1995;165;10.2;1.0;3.8;7.0;7.0
659;Laagste 25%-groep van inkomens;Vermogen 5 tot 10 duizend euro;1996;175;10.7;1.0;3.1;7.0;7.0
660;Laagste 25%-groep van inkomens;Vermogen 5 tot 10 duizend euro;1997;174;10.5;1.0;2.3;7.0;7.0
661;Laagste 25%-groep van inkomens;Vermogen 5 tot 10 duizend euro;1998;187;11.2;1.0;3.1;7.0;7.0
662;Laagste 25%-groep van inkomens;Vermogen 5 tot 10 duizend euro;1999;184;10.9;1.0;2.4;7.0;7.0
663;Laagste 25%-groep van inkomens;Vermogen 5 tot 10 duizend euro;2000;197;11.5;1.0;2.4;7.0;7.0
664;Laagste 25%-groep van inkomens;Vermogen 10 tot 20 duizend euro;1993;116;7.4;2.0;6.1;14.0;14.0
665;Laagste 25%-groep van inkomens;Vermogen 10 tot 20 duizend euro;1994;133;8.3;2.0;5.4;14.0;14.0
666;Laagste 25%-groep van inkomens;Vermogen 10 tot 20 duizend euro;1995;120;7.5;2.0;5.4;14.0;14.0
667;Laagste 25%-groep van inkomens;Vermogen 10 tot 20 duizend euro;1996;130;7.9;2.0;4.5;14.0;14.0
668;Laagste 25%-groep van inkomens;Vermogen 10 tot 20 duizend euro;1997;136;8.2;2.0;3.5;14.0;14.0
669;Laagste 25%-groep van inkomens;Vermogen 10 tot 20 duizend euro;1998;132;7.9;2.0;4.1;14.0;13.0
670;Laagste 25%-groep van inkomens;Vermogen 10 tot 20 duizend euro;1999;139;8.2;2.0;3.5;14.0;14.0
671;Laagste 25%-groep van inkomens;Vermogen 10 tot 20 duizend euro;2000;149;8.7;2.0;3.5;14.0;14.0
672;Laagste 25%-groep van inkomens;Vermogen 20 tot 50 duizend euro;1993;98;6.2;3.0;11.8;32.0;32.0
673;Laagste 25%-groep van inkomens;Vermogen 20 tot 50 duizend euro;1994;97;6.1;3.0;9.1;33.0;32.0
674;Laagste 25%-groep van inkomens;Vermogen 20 tot 50 duizend euro;1995;93;5.8;3.0;9.5;32.0;31.0
675;Laagste 25%-groep van inkomens;Vermogen 20 tot 50 duizend euro;1996;104;6.4;3.0;8.3;32.0;30.0
676;Laagste 25%-groep van inkomens;Vermogen 20 tot 50 duizend euro;1997;125;7.6;4.0;7.0;31.0;30.0
677;Laagste 25%-groep van inkomens;Vermogen 20 tot 50 duizend euro;1998;105;6.3;3.0;7.5;32.0;30.0
678;Laagste 25%-groep van inkomens;Vermogen 20 tot 50 duizend euro;1999;114;6.7;4.0;6.5;32.0;30.0
679;Laagste 25%-groep van inkomens;Vermogen 20 tot 50 duizend euro;2000;111;6.5;3.0;5.9;31.0;29.0
680;Laagste 25%-groep van inkomens;Vermogen 50 tot 100 duizend euro;1993;67;4.3;5.0;17.9;72.0;71.0
681;Laagste 25%-groep van inkomens;Vermogen 50 tot 100 duizend euro;1994;65;4.1;5.0;13.4;73.0;73.0
682;Laagste 25%-groep van inkomens;Vermogen 50 tot 100 duizend euro;1995;66;4.1;5.0;15.4;75.0;74.0
683;Laagste 25%-groep van inkomens;Vermogen 50 tot 100 duizend euro;1996;75;4.6;5.0;13.4;72.0;71.0
684;Laagste 25%-groep van inkomens;Vermogen 50 tot 100 duizend euro;1997;71;4.3;5.0;9.4;73.0;73.0
685;Laagste 25%-groep van inkomens;Vermogen 50 tot 100 duizend euro;1998;63;3.7;5.0;10.4;74.0;74.0
686;Laagste 25%-groep van inkomens;Vermogen 50 tot 100 duizend euro;1999;65;3.8;5.0;8.2;71.0;69.0
687;Laagste 25%-groep van inkomens;Vermogen 50 tot 100 duizend euro;2000;67;3.9;5.0;8.2;73.0;71.0
688;Laagste 25%-groep van inkomens;Vermogen 100 tot 200 duizend euro;1993;26;1.7;4.0;13.0;133.0;126.0
689;Laagste 25%-groep van inkomens;Vermogen 100 tot 200 duizend euro;1994;35;2.2;5.0;13.1;134.0;125.0
690;Laagste 25%-groep van inkomens;Vermogen 100 tot 200 duizend euro;1995;40;2.5;5.0;16.4;131.0;123.0
691;Laagste 25%-groep van inkomens;Vermogen 100 tot 200 duizend euro;1996;39;2.4;5.0;12.8;134.0;128.0
692;Laagste 25%-groep van inkomens;Vermogen 100 tot 200 duizend euro;1997;51;3.1;7.0;12.7;138.0;132.0
693;Laagste 25%-groep van inkomens;Vermogen 100 tot 200 duizend euro;1998;57;3.4;8.0;17.9;138.0;132.0
694;Laagste 25%-groep van inkomens;Vermogen 100 tot 200 duizend euro;1999;54;3.2;7.0;13.2;138.0;136.0
695;Laagste 25%-groep van inkomens;Vermogen 100 tot 200 duizend euro;2000;62;3.6;9.0;15.0;143.0;140.0
696;Laagste 25%-groep van inkomens;Vermogen 200 tot 500 duizend euro;1993;11;0.7;3.0;12.0;286.0;265.0
697;Laagste 25%-groep van inkomens;Vermogen 200 tot 500 duizend euro;1994;17;1.0;5.0;13.9;296.0;275.0
698;Laagste 25%-groep van inkomens;Vermogen 200 tot 500 duizend euro;1995;19;1.2;5.0;16.6;280.0;253.0
699;Laagste 25%-groep van inkomens;Vermogen 200 tot 500 duizend euro;1996;17;1.0;5.0;12.2;288.0;258.0
700;Laagste 25%-groep van inkomens;Vermogen 200 tot 500 duizend euro;1997;22;1.3;7.0;11.7;299.0;268.0
701;Laagste 25%-groep van inkomens;Vermogen 200 tot 500 duizend euro;1998;21;1.2;6.0;14.1;301.0;277.0
702;Laagste 25%-groep van inkomens;Vermogen 200 tot 500 duizend euro;1999;29;1.7;9.0;15.3;296.0;276.0
703;Laagste 25%-groep van inkomens;Vermogen 200 tot 500 duizend euro;2000;34;2.0;10.0;17.3;298.0;277.0
704;Laagste 25%-groep van inkomens;Vermogen 500 duizend tot 1 miljoen euro;1993;2;;;;;
705;Laagste 25%-groep van inkomens;Vermogen 500 duizend tot 1 miljoen euro;1994;3;;;;;
706;Laagste 25%-groep van inkomens;Vermogen 500 duizend tot 1 miljoen euro;1995;4;;;;;
707;Laagste 25%-groep van inkomens;Vermogen 500 duizend tot 1 miljoen euro;1996;4;;;;;
708;Laagste 25%-groep van inkomens;Vermogen 500 duizend tot 1 miljoen euro;1997;5;;;;;
709;Laagste 25%-groep van inkomens;Vermogen 500 duizend tot 1 miljoen euro;1998;4;;;;;
710;Laagste 25%-groep van inkomens;Vermogen 500 duizend tot 1 miljoen euro;1999;7;;;;;
711;Laagste 25%-groep van inkomens;Vermogen 500 duizend tot 1 miljoen euro;2000;9;0.5;6.0;10.5;685.0;660.0
712;Laagste 25%-groep van inkomens;Vermogen 1 miljoen euro en meer;1993;3;;;;;
713;Laagste 25%-groep van inkomens;Vermogen 1 miljoen euro en meer;1994;4;;;;;
714;Laagste 25%-groep van inkomens;Vermogen 1 miljoen euro en meer;1995;3;;;;;
715;Laagste 25%-groep van inkomens;Vermogen 1 miljoen euro en meer;1996;5;;;;;
716;Laagste 25%-groep van inkomens;Vermogen 1 miljoen euro en meer;1997;7;;;;;
717;Laagste 25%-groep van inkomens;Vermogen 1 miljoen euro en meer;1998;5;;;;;
718;Laagste 25%-groep van inkomens;Vermogen 1 miljoen euro en meer;1999;6;;;;;
719;Laagste 25%-groep van inkomens;Vermogen 1 miljoen euro en meer;2000;8;;;;;
720;Laagste 25%-groep van inkomens;Laagste 10%-groep van vermogens;1993;168;10.7;-2.0;-5.8;-9.0;-2.0
721;Laagste 25%-groep van inkomens;Laagste 10%-groep van vermogens;1994;202;12.6;-2.0;-5.2;-9.0;-3.0
722;Laagste 25%-groep van inkomens;Laagste 10%-groep van vermogens;1995;214;13.3;-1.0;-4.0;-6.0;-2.0
723;Laagste 25%-groep van inkomens;Laagste 10%-groep van vermogens;1996;205;12.5;-1.0;-3.6;-7.0;-3.0
724;Laagste 25%-groep van inkomens;Laagste 10%-groep van vermogens;1997;215;13.0;-2.0;-3.1;-8.0;-3.0
725;Laagste 25%-groep van inkomens;Laagste 10%-groep van vermogens;1998;169;10.1;-2.0;-4.2;-11.0;-4.0
726;Laagste 25%-groep van inkomens;Laagste 10%-groep van vermogens;1999;186;11.0;-2.0;-4.4;-13.0;-5.0
727;Laagste 25%-groep van inkomens;Laagste 10%-groep van vermogens;2000;167;9.8;-2.0;-4.1;-15.0;-6.0
728;Laagste 25%-groep van inkomens;2e 10%-groep van vermogens;1993;359;22.7;0.0;0.1;0.0;0.0
729;Laagste 25%-groep van inkomens;2e 10%-groep van vermogens;1994;367;22.9;0.0;0.1;0.0;0.0
730;Laagste 25%-groep van inkomens;2e 10%-groep van vermogens;1995;370;23.0;0.0;0.2;0.0;0.0
731;Laagste 25%-groep van inkomens;2e 10%-groep van vermogens;1996;382;23.3;0.0;0.1;0.0;0.0
732;Laagste 25%-groep van inkomens;2e 10%-groep van vermogens;1997;397;24.0;0.0;0.1;0.0;0.0
733;Laagste 25%-groep van inkomens;2e 10%-groep van vermogens;1998;404;24.1;0.0;0.0;0.0;0.0
734;Laagste 25%-groep van inkomens;2e 10%-groep van vermogens;1999;418;24.6;0.0;0.0;0.0;0.0
735;Laagste 25%-groep van inkomens;2e 10%-groep van vermogens;2000;419;24.4;0.0;0.0;0.0;0.0
736;Laagste 25%-groep van inkomens;3e 10%-groep van vermogens;1993;325;20.6;0.0;1.4;1.0;1.0
737;Laagste 25%-groep van inkomens;3e 10%-groep van vermogens;1994;320;20.0;0.0;1.3;1.0;1.0
738;Laagste 25%-groep van inkomens;3e 10%-groep van vermogens;1995;331;20.5;0.0;1.5;1.0;1.0
739;Laagste 25%-groep van inkomens;3e 10%-groep van vermogens;1996;352;21.5;1.0;1.4;2.0;1.0
740;Laagste 25%-groep van inkomens;3e 10%-groep van vermogens;1997;344;20.8;1.0;1.1;2.0;2.0
741;Laagste 25%-groep van inkomens;3e 10%-groep van vermogens;1998;365;21.8;1.0;1.2;1.0;1.0
742;Laagste 25%-groep van inkomens;3e 10%-groep van vermogens;1999;369;21.8;1.0;1.2;2.0;2.0
743;Laagste 25%-groep van inkomens;3e 10%-groep van vermogens;2000;368;21.5;1.0;1.1;2.0;2.0
744;Laagste 25%-groep van inkomens;4e 10%-groep van vermogens;1993;271;17.1;1.0;3.7;4.0;4.0
745;Laagste 25%-groep van inkomens;4e 10%-groep van vermogens;1994;264;16.5;1.0;3.2;4.0;4.0
746;Laagste 25%-groep van inkomens;4e 10%-groep van vermogens;1995;275;17.0;1.0;3.9;4.0;4.0
747;Laagste 25%-groep van inkomens;4e 10%-groep van vermogens;1996;281;17.1;1.0;3.5;5.0;5.0
748;Laagste 25%-groep van inkomens;4e 10%-groep van vermogens;1997;263;15.9;2.0;2.7;6.0;5.0
749;Laagste 25%-groep van inkomens;4e 10%-groep van vermogens;1998;286;17.1;1.0;3.2;5.0;5.0
750;Laagste 25%-groep van inkomens;4e 10%-groep van vermogens;1999;284;16.8;2.0;2.9;6.0;5.0
751;Laagste 25%-groep van inkomens;4e 10%-groep van vermogens;2000;301;17.6;2.0;3.0;6.0;6.0
752;Laagste 25%-groep van inkomens;5e 10%-groep van vermogens;1993;194;12.3;2.0;6.5;9.0;9.0
753;Laagste 25%-groep van inkomens;5e 10%-groep van vermogens;1994;186;11.6;2.0;5.6;10.0;10.0
754;Laagste 25%-groep van inkomens;5e 10%-groep van vermogens;1995;179;11.1;2.0;6.4;11.0;10.0
755;Laagste 25%-groep van inkomens;5e 10%-groep van vermogens;1996;177;10.8;2.0;5.7;13.0;12.0
756;Laagste 25%-groep van inkomens;5e 10%-groep van vermogens;1997;185;11.2;3.0;4.9;15.0;14.0
757;Laagste 25%-groep van inkomens;5e 10%-groep van vermogens;1998;194;11.6;2.0;5.3;12.0;11.0
758;Laagste 25%-groep van inkomens;5e 10%-groep van vermogens;1999;181;10.7;3.0;4.6;14.0;13.0
759;Laagste 25%-groep van inkomens;5e 10%-groep van vermogens;2000;200;11.7;3.0;5.1;15.0;14.0
760;Laagste 25%-groep van inkomens;6e 10%-groep van vermogens;1993;93;5.9;2.0;6.7;19.0;19.0
761;Laagste 25%-groep van inkomens;6e 10%-groep van vermogens;1994;89;5.5;2.0;5.5;22.0;21.0
762;Laagste 25%-groep van inkomens;6e 10%-groep van vermogens;1995;85;5.3;2.0;6.8;25.0;25.0
763;Laagste 25%-groep van inkomens;6e 10%-groep van vermogens;1996;77;4.7;2.0;5.5;28.0;28.0
764;Laagste 25%-groep van inkomens;6e 10%-groep van vermogens;1997;83;5.0;3.0;4.7;32.0;31.0
765;Laagste 25%-groep van inkomens;6e 10%-groep van vermogens;1998;93;5.6;3.0;6.1;29.0;28.0
766;Laagste 25%-groep van inkomens;6e 10%-groep van vermogens;1999;98;5.8;3.0;6.0;34.0;33.0
767;Laagste 25%-groep van inkomens;6e 10%-groep van vermogens;2000;95;5.6;4.0;6.2;39.0;38.0
768;Laagste 25%-groep van inkomens;7e 10%-groep van vermogens;1993;56;3.6;2.0;7.7;37.0;37.0
769;Laagste 25%-groep van inkomens;7e 10%-groep van vermogens;1994;56;3.5;2.0;6.5;41.0;41.0
770;Laagste 25%-groep van inkomens;7e 10%-groep van vermogens;1995;42;2.6;2.0;6.2;47.0;47.0
771;Laagste 25%-groep van inkomens;7e 10%-groep van vermogens;1996;52;3.2;3.0;6.7;52.0;51.0
772;Laagste 25%-groep van inkomens;7e 10%-groep van vermogens;1997;47;2.9;3.0;4.8;57.0;56.0
773;Laagste 25%-groep van inkomens;7e 10%-groep van vermogens;1998;49;2.9;3.0;6.4;58.0;57.0
774;Laagste 25%-groep van inkomens;7e 10%-groep van vermogens;1999;53;3.1;4.0;6.4;68.0;66.0
775;Laagste 25%-groep van inkomens;7e 10%-groep van vermogens;2000;53;3.1;4.0;7.2;80.0;79.0
776;Laagste 25%-groep van inkomens;8e 10%-groep van vermogens;1993;48;3.0;3.0;10.8;62.0;62.0
777;Laagste 25%-groep van inkomens;8e 10%-groep van vermogens;1994;41;2.6;3.0;7.9;68.0;68.0
778;Laagste 25%-groep van inkomens;8e 10%-groep van vermogens;1995;42;2.6;3.0;10.0;75.0;75.0
779;Laagste 25%-groep van inkomens;8e 10%-groep van vermogens;1996;44;2.7;4.0;8.9;81.0;81.0
780;Laagste 25%-groep van inkomens;8e 10%-groep van vermogens;1997;43;2.6;4.0;6.8;89.0;88.0
781;Laagste 25%-groep van inkomens;8e 10%-groep van vermogens;1998;47;2.8;4.0;10.1;96.0;96.0
782;Laagste 25%-groep van inkomens;8e 10%-groep van vermogens;1999;37;2.2;4.0;7.2;110.0;110.0
783;Laagste 25%-groep van inkomens;8e 10%-groep van vermogens;2000;40;2.4;5.0;8.9;130.0;129.0
784;Laagste 25%-groep van inkomens;9e 10%-groep van vermogens;1993;39;2.5;4.0;14.3;98.0;95.0
785;Laagste 25%-groep van inkomens;9e 10%-groep van vermogens;1994;42;2.6;4.0;12.6;106.0;103.0
786;Laagste 25%-groep van inkomens;9e 10%-groep van vermogens;1995;42;2.6;5.0;15.1;114.0;111.0
787;Laagste 25%-groep van inkomens;9e 10%-groep van vermogens;1996;34;2.1;4.0;10.5;124.0;122.0
788;Laagste 25%-groep van inkomens;9e 10%-groep van vermogens;1997;38;2.3;5.0;9.2;135.0;131.0
789;Laagste 25%-groep van inkomens;9e 10%-groep van vermogens;1998;37;2.2;6.0;12.8;152.0;146.0
790;Laagste 25%-groep van inkomens;9e 10%-groep van vermogens;1999;32;1.9;5.0;9.5;167.0;162.0
791;Laagste 25%-groep van inkomens;9e 10%-groep van vermogens;2000;32;1.9;6.0;10.9;199.0;193.0
792;Laagste 25%-groep van inkomens;Hoogste 10%-groep van vermogens;1993;27;1.7;15.0;54.5;549.0;221.0
793;Laagste 25%-groep van inkomens;Hoogste 10%-groep van vermogens;1994;34;2.1;22.0;62.7;642.0;263.0
794;Laagste 25%-groep van inkomens;Hoogste 10%-groep van vermogens;1995;33;2.1;17.0;54.1;512.0;250.0
795;Laagste 25%-groep van inkomens;Hoogste 10%-groep van vermogens;1996;32;2.0;25.0;61.5;768.0;279.0
796;Laagste 25%-groep van inkomens;Hoogste 10%-groep van vermogens;1997;40;2.4;38.0;68.7;953.0;307.0
797;Laagste 25%-groep van inkomens;Hoogste 10%-groep van vermogens;1998;32;1.9;26.0;59.1;830.0;345.0
798;Laagste 25%-groep van inkomens;Hoogste 10%-groep van vermogens;1999;38;2.2;37.0;66.7;984.0;386.0
799;Laagste 25%-groep van inkomens;Hoogste 10%-groep van vermogens;2000;37;2.2;36.0;61.7;974.0;467.0
800;Laagste 25%-groep van inkomens;Op één na hoogste 5%-groep van vermogens;1993;13;0.8;2.0;8.3;168.0;161.0
801;Laagste 25%-groep van inkomens;Op één na hoogste 5%-groep van vermogens;1994;15;0.9;3.0;7.8;184.0;180.0
802;Laagste 25%-groep van inkomens;Op één na hoogste 5%-groep van vermogens;1995;16;1.0;3.0;10.0;198.0;199.0
803;Laagste 25%-groep van inkomens;Op één na hoogste 5%-groep van vermogens;1996;15;0.9;3.0;7.7;207.0;206.0
804;Laagste 25%-groep van inkomens;Op één na hoogste 5%-groep van vermogens;1997;19;1.1;4.0;7.3;217.0;211.0
805;Laagste 25%-groep van inkomens;Op één na hoogste 5%-groep van vermogens;1998;14;0.9;3.0;7.9;243.0;244.0
806;Laagste 25%-groep van inkomens;Op één na hoogste 5%-groep van vermogens;1999;16;1.0;4.0;7.8;268.0;259.0
807;Laagste 25%-groep van inkomens;Op één na hoogste 5%-groep van vermogens;2000;15;0.9;5.0;7.9;314.0;309.0
808;Laagste 25%-groep van inkomens;Hoogste 5%-groep van vermogens;1993;13;0.8;12.0;46.1;930.0;322.0
809;Laagste 25%-groep van inkomens;Hoogste 5%-groep van vermogens;1994;19;1.2;19.0;54.9;994.0;391.0
810;Laagste 25%-groep van inkomens;Hoogste 5%-groep van vermogens;1995;17;1.1;14.0;44.1;799.0;396.0
811;Laagste 25%-groep van inkomens;Hoogste 5%-groep van vermogens;1996;17;1.1;22.0;53.7;1256.0;527.0
812;Laagste 25%-groep van inkomens;Hoogste 5%-groep van vermogens;1997;21;1.3;34.0;61.4;1594.0;515.0
813;Laagste 25%-groep van inkomens;Hoogste 5%-groep van vermogens;1998;17;1.0;23.0;51.2;1323.0;596.0
814;Laagste 25%-groep van inkomens;Hoogste 5%-groep van vermogens;1999;22;1.3;33.0;58.9;1525.0;639.0
815;Laagste 25%-groep van inkomens;Hoogste 5%-groep van vermogens;2000;23;1.3;32.0;53.9;1405.0;717.0
816;Laagste 25%-groep van inkomens;Groningen;1993;88;5.6;1.0;4.0;12.0;1.0
817;Laagste 25%-groep van inkomens;Groningen;1994;83;5.2;1.0;3.0;13.0;2.0
818;Laagste 25%-groep van inkomens;Groningen;1995;85;5.2;1.0;4.0;15.0;1.0
819;Laagste 25%-groep van inkomens;Groningen;1996;88;5.4;1.0;3.5;16.0;2.0
820;Laagste 25%-groep van inkomens;Groningen;1997;89;5.4;2.0;3.7;23.0;2.0
821;Laagste 25%-groep van inkomens;Groningen;1998;91;5.5;2.0;4.3;21.0;2.0
822;Laagste 25%-groep van inkomens;Groningen;1999;89;5.3;1.0;2.3;14.0;2.0
823;Laagste 25%-groep van inkomens;Groningen;2000;91;5.3;2.0;3.7;24.0;2.0
824;Laagste 25%-groep van inkomens;Friesland;1993;64;4.0;3.0;11.2;47.0;2.0
825;Laagste 25%-groep van inkomens;Friesland;1994;65;4.0;2.0;5.5;30.0;2.0
826;Laagste 25%-groep van inkomens;Friesland;1995;63;3.9;2.0;5.0;25.0;3.0
827;Laagste 25%-groep van inkomens;Friesland;1996;67;4.1;1.0;3.4;21.0;2.0
828;Laagste 25%-groep van inkomens;Friesland;1997;67;4.0;4.0;6.6;55.0;3.0
829;Laagste 25%-groep van inkomens;Friesland;1998;68;4.1;2.0;5.4;35.0;3.0
830;Laagste 25%-groep van inkomens;Friesland;1999;70;4.1;3.0;4.5;36.0;3.0
831;Laagste 25%-groep van inkomens;Friesland;2000;71;4.1;2.0;2.9;24.0;3.0
832;Laagste 25%-groep van inkomens;Drenthe;1993;40;2.5;1.0;3.0;21.0;4.0
833;Laagste 25%-groep van inkomens;Drenthe;1994;39;2.4;1.0;2.8;26.0;4.0
834;Laagste 25%-groep van inkomens;Drenthe;1995;38;2.4;1.0;2.7;23.0;4.0
835;Laagste 25%-groep van inkomens;Drenthe;1996;41;2.5;1.0;2.8;27.0;4.0
836;Laagste 25%-groep van inkomens;Drenthe;1997;41;2.5;2.0;2.9;40.0;4.0
837;Laagste 25%-groep van inkomens;Drenthe;1998;43;2.5;2.0;3.5;37.0;4.0
838;Laagste 25%-groep van inkomens;Drenthe;1999;41;2.4;1.0;2.0;27.0;4.0
839;Laagste 25%-groep van inkomens;Drenthe;2000;42;2.4;1.0;1.9;27.0;3.0
840;Laagste 25%-groep van inkomens;Overijssel;1993;99;6.3;1.0;4.9;13.0;2.0
841;Laagste 25%-groep van inkomens;Overijssel;1994;106;6.6;2.0;6.9;23.0;2.0
842;Laagste 25%-groep van inkomens;Overijssel;1995;104;6.4;2.0;7.5;23.0;2.0
843;Laagste 25%-groep van inkomens;Overijssel;1996;108;6.6;2.0;4.6;17.0;2.0
