ID;KenmerkenHuishoudens;CaribischNederland;Perioden;Huishoudens_1;PersonenMetInkomenPerHuishouden_2;BesteedbaarInkomenGemiddeld_3;BesteedbaarInkomenMediaan_4;GestandaardiseerdInkomenGemiddeld_5;GestandaardiseerdInkomenMediaan_6
268;Type: Eenouder, minst. één kind >= 18 jr;Sint Eustatius;2015;50.0;;;;;
269;Type: Eenouder, minst. één kind >= 18 jr;Sint Eustatius;2016;100.0;;;;;
270;Type: Eenouder, minst. één kind >= 18 jr;Sint Eustatius;2017;100.0;;;;;
271;Type: Eenouder, minst. één kind >= 18 jr;Sint Eustatius;2018;100.0;;;;;
272;Type: Eenouder, minst. één kind >= 18 jr;Sint Eustatius;2019;100.0;1.8;40.5;32.6;26.5;21.4
273;Type: Eenouder, minst. één kind >= 18 jr;Sint Eustatius;2020;150.0;1.7;39.2;31.1;25.7;19.8
274;Type: Eenouder, minst. één kind >= 18 jr;Sint Eustatius;2021;150.0;1.9;38.8;33.4;24.6;19.4
275;Type: Eenouder, minst. één kind >= 18 jr;Sint Eustatius;2022;150.0;1.8;38.7;33.8;24.4;21.8
276;Type: Eenouder, minst. één kind >= 18 jr;Saba;2011;50.0;;;;;
277;Type: Eenouder, minst. één kind >= 18 jr;Saba;2012;50.0;;;;;
278;Type: Eenouder, minst. één kind >= 18 jr;Saba;2013;50.0;;;;;
279;Type: Eenouder, minst. één kind >= 18 jr;Saba;2014;50.0;;;;;
280;Type: Eenouder, minst. één kind >= 18 jr;Saba;2015;50.0;;;;;
281;Type: Eenouder, minst. één kind >= 18 jr;Saba;2016;50.0;;;;;
282;Type: Eenouder, minst. één kind >= 18 jr;Saba;2017;50.0;;;;;
283;Type: Eenouder, minst. één kind >= 18 jr;Saba;2018;50.0;;;;;
284;Type: Eenouder, minst. één kind >= 18 jr;Saba;2019;50.0;;;;;
285;Type: Eenouder, minst. één kind >= 18 jr;Saba;2020;50.0;;;;;
286;Type: Eenouder, minst. één kind >= 18 jr;Saba;2021;50.0;;;;;
287;Type: Eenouder, minst. één kind >= 18 jr;Saba;2022;50.0;;;;;
288;Type: Paar, totaal;Caribisch Nederland;2011;2700.0;1.9;36.6;30.6;21.9;17.9
289;Type: Paar, totaal;Caribisch Nederland;2012;2850.0;1.9;38.0;31.7;22.9;19.0
290;Type: Paar, totaal;Caribisch Nederland;2013;3050.0;1.9;38.5;32.6;23.3;19.5
291;Type: Paar, totaal;Caribisch Nederland;2014;3300.0;1.9;40.0;32.8;24.1;19.5
292;Type: Paar, totaal;Caribisch Nederland;2015;3400.0;1.9;41.5;33.9;25.0;20.3
293;Type: Paar, totaal;Caribisch Nederland;2016;3650.0;2.0;42.1;34.1;25.3;20.6
294;Type: Paar, totaal;Caribisch Nederland;2017;3850.0;2.0;43.7;35.6;26.3;21.4
295;Type: Paar, totaal;Caribisch Nederland;2018;4050.0;2.0;44.5;36.4;26.9;21.8
296;Type: Paar, totaal;Caribisch Nederland;2019;4100.0;2.0;46.8;38.2;28.3;22.7
297;Type: Paar, totaal;Caribisch Nederland;2020;4050.0;2.0;47.0;38.3;28.3;22.9
298;Type: Paar, totaal;Caribisch Nederland;2021;4200.0;2.0;47.8;38.9;28.8;23.4
299;Type: Paar, totaal;Caribisch Nederland;2022;4300.0;2.0;48.9;40.0;29.5;24.0
300;Type: Paar, totaal;Bonaire;2011;2150.0;2.0;36.2;30.6;21.8;17.9
301;Type: Paar, totaal;Bonaire;2012;2300.0;1.9;37.5;31.4;22.6;18.8
302;Type: Paar, totaal;Bonaire;2013;2450.0;1.9;38.0;32.2;23.0;19.4
303;Type: Paar, totaal;Bonaire;2014;2650.0;2.0;39.8;32.5;24.0;19.2
304;Type: Paar, totaal;Bonaire;2015;2750.0;2.0;40.7;33.4;24.5;20.0
305;Type: Paar, totaal;Bonaire;2016;2950.0;2.0;42.0;34.1;25.3;20.5
306;Type: Paar, totaal;Bonaire;2017;3200.0;2.0;43.1;35.1;26.0;21.1
307;Type: Paar, totaal;Bonaire;2018;3400.0;2.0;43.5;35.8;26.3;21.4
308;Type: Paar, totaal;Bonaire;2019;3450.0;2.0;45.5;37.1;27.6;22.2
309;Type: Paar, totaal;Bonaire;2020;3450.0;2.0;45.7;37.1;27.6;22.3
310;Type: Paar, totaal;Bonaire;2021;3550.0;2.0;47.0;37.7;28.4;23.0
311;Type: Paar, totaal;Bonaire;2022;3650.0;2.0;48.1;39.1;29.0;23.4
312;Type: Paar, totaal;Sint Eustatius;2011;300.0;1.6;39.2;31.7;22.7;18.4
313;Type: Paar, totaal;Sint Eustatius;2012;300.0;1.7;40.6;32.9;23.6;19.4
314;Type: Paar, totaal;Sint Eustatius;2013;350.0;1.7;42.0;35.5;24.8;21.1
315;Type: Paar, totaal;Sint Eustatius;2014;400.0;1.6;41.5;34.3;24.7;20.0
316;Type: Paar, totaal;Sint Eustatius;2015;350.0;1.8;48.3;41.6;29.0;24.0
317;Type: Paar, totaal;Sint Eustatius;2016;400.0;1.8;46.3;38.3;27.4;22.6
318;Type: Paar, totaal;Sint Eustatius;2017;400.0;1.9;51.6;43.5;30.1;25.4
319;Type: Paar, totaal;Sint Eustatius;2018;400.0;1.9;53.9;45.0;32.0;26.2
320;Type: Paar, totaal;Sint Eustatius;2019;400.0;2.0;57.4;47.5;34.1;29.3
321;Type: Paar, totaal;Sint Eustatius;2020;400.0;2.0;57.9;52.8;34.7;29.7
322;Type: Paar, totaal;Sint Eustatius;2021;350.0;1.9;55.1;46.5;32.8;28.7
323;Type: Paar, totaal;Sint Eustatius;2022;350.0;2.0;54.7;48.0;32.6;28.4
324;Type: Paar, totaal;Saba;2011;250.0;1.8;37.1;30.4;22.8;17.9
325;Type: Paar, totaal;Saba;2012;250.0;1.8;39.6;32.3;24.3;19.7
326;Type: Paar, totaal;Saba;2013;250.0;1.8;39.1;33.7;24.0;19.4
327;Type: Paar, totaal;Saba;2014;250.0;1.8;39.7;33.6;24.1;20.3
328;Type: Paar, totaal;Saba;2015;300.0;1.9;40.0;32.5;24.5;20.7
329;Type: Paar, totaal;Saba;2016;300.0;1.8;38.2;32.2;23.4;19.1
330;Type: Paar, totaal;Saba;2017;300.0;1.8;40.7;33.9;24.9;20.8
331;Type: Paar, totaal;Saba;2018;300.0;1.9;44.4;37.5;27.0;22.2
332;Type: Paar, totaal;Saba;2019;300.0;2.0;48.8;41.6;29.5;24.3
333;Type: Paar, totaal;Saba;2020;250.0;1.9;48.7;41.0;29.0;24.2
334;Type: Paar, totaal;Saba;2021;300.0;2.0;48.7;42.7;29.0;24.7
335;Type: Paar, totaal;Saba;2022;300.0;2.0;52.8;45.3;31.8;27.2
336;Type: Paar, zonder kind;Caribisch Nederland;2011;1200.0;1.7;34.3;27.1;24.2;19.2
337;Type: Paar, zonder kind;Caribisch Nederland;2012;1300.0;1.7;35.5;27.5;25.1;19.5
338;Type: Paar, zonder kind;Caribisch Nederland;2013;1450.0;1.7;35.8;28.1;25.3;19.9
339;Type: Paar, zonder kind;Caribisch Nederland;2014;1550.0;1.7;36.7;27.6;25.9;19.5
340;Type: Paar, zonder kind;Caribisch Nederland;2015;1650.0;1.7;37.3;28.7;26.4;20.3
341;Type: Paar, zonder kind;Caribisch Nederland;2016;1750.0;1.7;38.3;29.9;27.1;21.1
342;Type: Paar, zonder kind;Caribisch Nederland;2017;1800.0;1.7;39.6;30.7;28.0;21.7
343;Type: Paar, zonder kind;Caribisch Nederland;2018;1950.0;1.7;40.5;31.2;28.6;22.1
344;Type: Paar, zonder kind;Caribisch Nederland;2019;2000.0;1.8;42.5;32.3;30.1;22.8
345;Type: Paar, zonder kind;Caribisch Nederland;2020;1900.0;1.8;42.8;33.5;30.3;23.7
346;Type: Paar, zonder kind;Caribisch Nederland;2021;2000.0;1.8;43.3;33.7;30.6;23.8
347;Type: Paar, zonder kind;Caribisch Nederland;2022;2050.0;1.7;44.0;34.6;31.1;24.5
348;Type: Paar, zonder kind;Bonaire;2011;950.0;1.7;34.1;27.2;24.1;19.3
349;Type: Paar, zonder kind;Bonaire;2012;1050.0;1.7;35.6;27.5;25.2;19.5
350;Type: Paar, zonder kind;Bonaire;2013;1150.0;1.7;35.8;28.5;25.3;20.1
351;Type: Paar, zonder kind;Bonaire;2014;1200.0;1.7;36.8;27.3;26.0;19.3
352;Type: Paar, zonder kind;Bonaire;2015;1300.0;1.7;36.6;28.1;25.9;19.9
353;Type: Paar, zonder kind;Bonaire;2016;1400.0;1.7;38.8;30.2;27.4;21.3
354;Type: Paar, zonder kind;Bonaire;2017;1500.0;1.8;39.6;30.7;28.0;21.7
355;Type: Paar, zonder kind;Bonaire;2018;1650.0;1.8;39.7;30.8;28.1;21.8
356;Type: Paar, zonder kind;Bonaire;2019;1700.0;1.8;41.6;31.8;29.4;22.5
357;Type: Paar, zonder kind;Bonaire;2020;1650.0;1.8;41.4;32.6;29.3;23.0
358;Type: Paar, zonder kind;Bonaire;2021;1700.0;1.8;42.9;33.1;30.3;23.4
359;Type: Paar, zonder kind;Bonaire;2022;1750.0;1.7;43.3;34.1;30.6;24.1
360;Type: Paar, zonder kind;Sint Eustatius;2011;100.0;1.5;34.2;25.8;24.2;18.2
361;Type: Paar, zonder kind;Sint Eustatius;2012;150.0;1.5;33.2;25.5;23.5;18.1
362;Type: Paar, zonder kind;Sint Eustatius;2013;150.0;1.5;35.4;25.9;25.0;18.3
363;Type: Paar, zonder kind;Sint Eustatius;2014;150.0;1.5;37.0;27.0;26.2;19.1
364;Type: Paar, zonder kind;Sint Eustatius;2015;150.0;1.6;42.4;32.6;30.0;23.1
365;Type: Paar, zonder kind;Sint Eustatius;2016;150.0;1.6;39.1;28.5;27.6;20.2
366;Type: Paar, zonder kind;Sint Eustatius;2017;150.0;1.6;43.8;33.5;31.0;23.7
367;Type: Paar, zonder kind;Sint Eustatius;2018;150.0;1.7;49.6;35.9;35.1;25.4
368;Type: Paar, zonder kind;Sint Eustatius;2019;150.0;1.8;51.5;40.5;36.4;28.6
369;Type: Paar, zonder kind;Sint Eustatius;2020;150.0;1.8;55.5;45.6;39.2;32.2
370;Type: Paar, zonder kind;Sint Eustatius;2021;150.0;1.7;49.8;42.0;35.2;29.7
371;Type: Paar, zonder kind;Sint Eustatius;2022;150.0;1.8;49.4;41.4;34.9;29.3
372;Type: Paar, zonder kind;Saba;2011;100.0;1.7;35.6;27.5;25.2;19.4
373;Type: Paar, zonder kind;Saba;2012;100.0;1.7;36.9;29.1;26.1;20.6
374;Type: Paar, zonder kind;Saba;2013;150.0;1.7;36.4;29.3;25.8;20.7
375;Type: Paar, zonder kind;Saba;2014;150.0;1.7;34.9;29.7;24.7;21.0
376;Type: Paar, zonder kind;Saba;2015;150.0;1.7;37.4;31.1;26.4;22.0
377;Type: Paar, zonder kind;Saba;2016;150.0;1.6;33.6;27.3;23.8;19.3
378;Type: Paar, zonder kind;Saba;2017;150.0;1.6;35.9;28.5;25.4;20.2
379;Type: Paar, zonder kind;Saba;2018;150.0;1.7;39.5;32.2;27.9;22.7
380;Type: Paar, zonder kind;Saba;2019;150.0;1.7;43.3;35.3;30.6;24.9
381;Type: Paar, zonder kind;Saba;2020;100.0;1.8;43.5;35.7;30.7;25.2
382;Type: Paar, zonder kind;Saba;2021;150.0;1.8;41.1;34.6;29.1;24.5
383;Type: Paar, zonder kind;Saba;2022;150.0;1.8;45.5;36.8;32.1;26.0
384;Type: Paar, met kind(eren);Caribisch Nederland;2011;1500.0;2.1;38.5;33.0;20.1;17.1
385;Type: Paar, met kind(eren);Caribisch Nederland;2012;1550.0;2.1;40.2;35.6;21.0;18.8
386;Type: Paar, met kind(eren);Caribisch Nederland;2013;1600.0;2.1;41.0;36.3;21.4;19.1
387;Type: Paar, met kind(eren);Caribisch Nederland;2014;1800.0;2.1;42.9;37.4;22.5;19.4
388;Type: Paar, met kind(eren);Caribisch Nederland;2015;1800.0;2.2;45.3;38.9;23.7;20.3
389;Type: Paar, met kind(eren);Caribisch Nederland;2016;1950.0;2.2;45.5;39.1;23.8;20.2
390;Type: Paar, met kind(eren);Caribisch Nederland;2017;2050.0;2.2;47.3;40.5;24.8;21.0
391;Type: Paar, met kind(eren);Caribisch Nederland;2018;2100.0;2.2;48.3;41.4;25.3;21.4
392;Type: Paar, met kind(eren);Caribisch Nederland;2019;2150.0;2.3;50.8;42.6;26.7;22.5
393;Type: Paar, met kind(eren);Caribisch Nederland;2020;2150.0;2.2;50.9;43.0;26.6;22.2
394;Type: Paar, met kind(eren);Caribisch Nederland;2021;2150.0;2.3;52.0;44.1;27.1;23.2
395;Type: Paar, met kind(eren);Caribisch Nederland;2022;2250.0;2.2;53.5;45.8;28.0;23.6
396;Type: Paar, met kind(eren);Bonaire;2011;1200.0;2.2;37.9;33.1;19.9;17.0
397;Type: Paar, met kind(eren);Bonaire;2012;1250.0;2.2;39.2;35.1;20.5;18.6
398;Type: Paar, met kind(eren);Bonaire;2013;1300.0;2.1;40.0;35.6;20.9;18.8
399;Type: Paar, met kind(eren);Bonaire;2014;1450.0;2.2;42.4;37.2;22.2;19.2
400;Type: Paar, met kind(eren);Bonaire;2015;1450.0;2.2;44.4;38.5;23.2;20.1
401;Type: Paar, met kind(eren);Bonaire;2016;1600.0;2.3;44.8;38.6;23.4;20.0
402;Type: Paar, met kind(eren);Bonaire;2017;1700.0;2.3;46.2;39.8;24.2;20.6
403;Type: Paar, met kind(eren);Bonaire;2018;1750.0;2.3;47.0;40.8;24.7;20.7
404;Type: Paar, met kind(eren);Bonaire;2019;1750.0;2.3;49.2;41.5;25.8;21.9
405;Type: Paar, met kind(eren);Bonaire;2020;1800.0;2.3;49.6;41.5;26.0;21.6
406;Type: Paar, met kind(eren);Bonaire;2021;1850.0;2.3;50.9;42.8;26.6;22.5
407;Type: Paar, met kind(eren);Bonaire;2022;1900.0;2.3;52.5;44.2;27.5;22.9
408;Type: Paar, met kind(eren);Sint Eustatius;2011;150.0;1.7;42.7;33.3;21.6;18.4
409;Type: Paar, met kind(eren);Sint Eustatius;2012;200.0;1.8;46.3;40.3;23.7;20.6
410;Type: Paar, met kind(eren);Sint Eustatius;2013;200.0;1.8;47.7;42.2;24.6;23.0
411;Type: Paar, met kind(eren);Sint Eustatius;2014;200.0;1.8;45.1;37.8;23.4;20.2
412;Type: Paar, met kind(eren);Sint Eustatius;2015;200.0;1.9;53.5;48.0;28.1;24.6
413;Type: Paar, met kind(eren);Sint Eustatius;2016;200.0;1.9;51.9;48.0;27.2;26.2
414;Type: Paar, met kind(eren);Sint Eustatius;2017;250.0;2.0;56.7;51.9;29.6;26.9
415;Type: Paar, met kind(eren);Sint Eustatius;2018;200.0;2.1;57.2;52.5;29.6;27.0
416;Type: Paar, met kind(eren);Sint Eustatius;2019;200.0;2.1;62.1;54.1;32.4;29.7
417;Type: Paar, met kind(eren);Sint Eustatius;2020;200.0;2.2;59.8;54.8;31.2;28.2
418;Type: Paar, met kind(eren);Sint Eustatius;2021;200.0;2.1;59.5;52.1;30.7;26.7
419;Type: Paar, met kind(eren);Sint Eustatius;2022;200.0;2.1;59.1;53.5;30.6;28.0
420;Type: Paar, met kind(eren);Saba;2011;100.0;1.9;38.4;32.6;20.6;16.4
421;Type: Paar, met kind(eren);Saba;2012;100.0;1.9;42.3;34.5;22.5;18.7
422;Type: Paar, met kind(eren);Saba;2013;150.0;2.0;41.7;35.3;22.2;18.1
423;Type: Paar, met kind(eren);Saba;2014;150.0;2.0;44.5;37.9;23.5;20.0
424;Type: Paar, met kind(eren);Saba;2015;150.0;2.0;42.7;36.3;22.5;18.7
425;Type: Paar, met kind(eren);Saba;2016;150.0;2.1;43.8;35.5;23.0;18.9
426;Type: Paar, met kind(eren);Saba;2017;150.0;2.0;45.8;39.7;24.4;21.2
427;Type: Paar, met kind(eren);Saba;2018;150.0;2.1;49.3;39.3;26.1;22.0
428;Type: Paar, met kind(eren);Saba;2019;150.0;2.2;53.7;45.9;28.5;24.2
429;Type: Paar, met kind(eren);Saba;2020;150.0;2.1;52.4;45.0;27.8;23.8
430;Type: Paar, met kind(eren);Saba;2021;150.0;2.1;55.5;48.5;29.0;24.9
431;Type: Paar, met kind(eren);Saba;2022;150.0;2.3;59.8;54.7;31.4;28.5
432;Type: Paar, alle kinderen < 18 jr;Caribisch Nederland;2011;900.0;1.8;37.5;31.4;19.6;16.4
433;Type: Paar, alle kinderen < 18 jr;Caribisch Nederland;2012;950.0;1.8;37.8;33.5;19.8;17.7
434;Type: Paar, alle kinderen < 18 jr;Caribisch Nederland;2013;950.0;1.8;39.4;34.9;20.6;18.1
435;Type: Paar, alle kinderen < 18 jr;Caribisch Nederland;2014;1050.0;1.8;40.7;35.2;21.4;18.4
436;Type: Paar, alle kinderen < 18 jr;Caribisch Nederland;2015;1050.0;1.8;42.6;36.8;22.3;19.1
437;Type: Paar, alle kinderen < 18 jr;Caribisch Nederland;2016;1150.0;1.9;43.5;37.1;22.8;19.2
438;Type: Paar, alle kinderen < 18 jr;Caribisch Nederland;2017;1200.0;1.8;43.7;37.8;22.9;19.8
439;Type: Paar, alle kinderen < 18 jr;Caribisch Nederland;2018;1250.0;1.9;45.3;38.8;23.7;20.2
440;Type: Paar, alle kinderen < 18 jr;Caribisch Nederland;2019;1250.0;1.9;47.9;40.6;25.1;21.2
441;Type: Paar, alle kinderen < 18 jr;Caribisch Nederland;2020;1300.0;1.9;48.5;40.9;25.3;21.3
442;Type: Paar, alle kinderen < 18 jr;Caribisch Nederland;2021;1300.0;1.9;49.1;41.8;25.4;22.1
443;Type: Paar, alle kinderen < 18 jr;Caribisch Nederland;2022;1350.0;1.9;50.4;42.9;26.2;22.0
444;Type: Paar, alle kinderen < 18 jr;Bonaire;2011;750.0;1.8;36.7;31.0;19.2;16.0
445;Type: Paar, alle kinderen < 18 jr;Bonaire;2012;750.0;1.8;36.5;32.5;19.1;17.1
446;Type: Paar, alle kinderen < 18 jr;Bonaire;2013;750.0;1.8;37.9;33.8;19.8;17.5
447;Type: Paar, alle kinderen < 18 jr;Bonaire;2014;800.0;1.8;39.8;34.4;20.9;17.9
448;Type: Paar, alle kinderen < 18 jr;Bonaire;2015;800.0;1.8;41.0;35.8;21.4;18.5
449;Type: Paar, alle kinderen < 18 jr;Bonaire;2016;950.0;1.9;42.0;35.8;22.0;18.8
450;Type: Paar, alle kinderen < 18 jr;Bonaire;2017;1000.0;1.9;42.0;36.3;22.1;19.1
451;Type: Paar, alle kinderen < 18 jr;Bonaire;2018;1000.0;1.9;43.8;38.0;22.9;19.5
452;Type: Paar, alle kinderen < 18 jr;Bonaire;2019;1050.0;1.9;46.1;39.1;24.1;20.6
453;Type: Paar, alle kinderen < 18 jr;Bonaire;2020;1050.0;1.9;47.1;39.4;24.5;20.7
454;Type: Paar, alle kinderen < 18 jr;Bonaire;2021;1050.0;1.9;47.6;39.9;24.7;20.9
455;Type: Paar, alle kinderen < 18 jr;Bonaire;2022;1100.0;1.9;49.1;40.6;25.6;21.2
456;Type: Paar, alle kinderen < 18 jr;Sint Eustatius;2011;100.0;1.6;41.8;36.4;21.2;19.4
457;Type: Paar, alle kinderen < 18 jr;Sint Eustatius;2012;100.0;1.6;42.1;42.1;21.6;21.0
458;Type: Paar, alle kinderen < 18 jr;Sint Eustatius;2013;100.0;1.6;45.4;41.7;23.7;22.4
459;Type: Paar, alle kinderen < 18 jr;Sint Eustatius;2014;150.0;1.6;42.3;37.1;22.1;19.2
460;Type: Paar, alle kinderen < 18 jr;Sint Eustatius;2015;150.0;1.7;52.7;45.3;27.4;22.8
461;Type: Paar, alle kinderen < 18 jr;Sint Eustatius;2016;150.0;1.8;53.1;50.8;27.7;27.6
462;Type: Paar, alle kinderen < 18 jr;Sint Eustatius;2017;150.0;1.8;54.0;46.9;28.2;25.0
463;Type: Paar, alle kinderen < 18 jr;Sint Eustatius;2018;150.0;1.8;54.2;49.4;28.3;25.4
464;Type: Paar, alle kinderen < 18 jr;Sint Eustatius;2019;150.0;1.8;57.9;51.4;30.3;28.7
465;Type: Paar, alle kinderen < 18 jr;Sint Eustatius;2020;150.0;1.8;56.4;53.3;29.6;28.0
466;Type: Paar, alle kinderen < 18 jr;Sint Eustatius;2021;100.0;1.8;56.5;48.2;28.9;24.3
467;Type: Paar, alle kinderen < 18 jr;Sint Eustatius;2022;150.0;1.8;55.9;52.7;28.8;26.4
468;Type: Paar, alle kinderen < 18 jr;Saba;2011;100.0;;;;;
469;Type: Paar, alle kinderen < 18 jr;Saba;2012;100.0;;;;;
470;Type: Paar, alle kinderen < 18 jr;Saba;2013;100.0;;;;;
471;Type: Paar, alle kinderen < 18 jr;Saba;2014;100.0;;;;;
472;Type: Paar, alle kinderen < 18 jr;Saba;2015;100.0;;;;;
473;Type: Paar, alle kinderen < 18 jr;Saba;2016;100.0;;;;;
474;Type: Paar, alle kinderen < 18 jr;Saba;2017;100.0;;;;;
475;Type: Paar, alle kinderen < 18 jr;Saba;2018;100.0;;;;;
476;Type: Paar, alle kinderen < 18 jr;Saba;2019;100.0;;;;;
477;Type: Paar, alle kinderen < 18 jr;Saba;2020;100.0;;;;;
478;Type: Paar, alle kinderen < 18 jr;Saba;2021;100.0;1.9;55.8;48.4;29.2;25.6
479;Type: Paar, alle kinderen < 18 jr;Saba;2022;100.0;;;;;
480;Type: Paar, minstens één kind >= 18 jr;Caribisch Nederland;2011;600.0;2.6;40.2;35.5;21.0;18.6
481;Type: Paar, minstens één kind >= 18 jr;Caribisch Nederland;2012;600.0;2.6;44.1;38.7;23.0;20.1
482;Type: Paar, minstens één kind >= 18 jr;Caribisch Nederland;2013;650.0;2.5;43.4;40.0;22.7;20.5
483;Type: Paar, minstens één kind >= 18 jr;Caribisch Nederland;2014;750.0;2.6;46.0;40.7;24.0;21.2
484;Type: Paar, minstens één kind >= 18 jr;Caribisch Nederland;2015;750.0;2.7;49.0;43.3;25.6;22.0
485;Type: Paar, minstens één kind >= 18 jr;Caribisch Nederland;2016;800.0;2.7;48.4;43.2;25.2;22.2
486;Type: Paar, minstens één kind >= 18 jr;Caribisch Nederland;2017;850.0;2.8;52.5;46.0;27.4;23.6
487;Type: Paar, minstens één kind >= 18 jr;Caribisch Nederland;2018;850.0;2.8;52.6;46.2;27.6;23.5
488;Type: Paar, minstens één kind >= 18 jr;Caribisch Nederland;2019;850.0;2.8;55.0;46.7;28.9;24.4
489;Type: Paar, minstens één kind >= 18 jr;Caribisch Nederland;2020;850.0;2.8;54.3;46.7;28.6;24.3
490;Type: Paar, minstens één kind >= 18 jr;Caribisch Nederland;2021;900.0;2.8;56.3;48.1;29.6;24.7
491;Type: Paar, minstens één kind >= 18 jr;Caribisch Nederland;2022;900.0;2.8;58.2;50.7;30.7;26.1
492;Type: Paar, minstens één kind >= 18 jr;Bonaire;2011;500.0;2.7;39.8;36.7;20.8;19.2
493;Type: Paar, minstens één kind >= 18 jr;Bonaire;2012;500.0;2.7;43.2;39.6;22.6;20.7
494;Type: Paar, minstens één kind >= 18 jr;Bonaire;2013;550.0;2.6;43.0;40.0;22.5;20.5
495;Type: Paar, minstens één kind >= 18 jr;Bonaire;2014;600.0;2.7;46.1;41.4;24.0;21.4
496;Type: Paar, minstens één kind >= 18 jr;Bonaire;2015;600.0;2.8;49.0;43.3;25.5;22.0
497;Type: Paar, minstens één kind >= 18 jr;Bonaire;2016;650.0;2.8;48.8;43.3;25.3;22.2
498;Type: Paar, minstens één kind >= 18 jr;Bonaire;2017;700.0;2.8;51.9;45.9;27.1;23.3
499;Type: Paar, minstens één kind >= 18 jr;Bonaire;2018;700.0;2.8;51.7;45.9;27.2;23.1
500;Type: Paar, minstens één kind >= 18 jr;Bonaire;2019;750.0;2.9;53.6;45.8;28.2;23.8
501;Type: Paar, minstens één kind >= 18 jr;Bonaire;2020;750.0;2.8;53.4;45.8;28.1;23.7
502;Type: Paar, minstens één kind >= 18 jr;Bonaire;2021;750.0;2.8;55.6;47.5;29.2;24.5
503;Type: Paar, minstens één kind >= 18 jr;Bonaire;2022;750.0;2.8;57.3;48.8;30.2;25.4
504;Type: Paar, minstens één kind >= 18 jr;Sint Eustatius;2011;50.0;;;;;
505;Type: Paar, minstens één kind >= 18 jr;Sint Eustatius;2012;50.0;;;;;
506;Type: Paar, minstens één kind >= 18 jr;Sint Eustatius;2013;50.0;;;;;
507;Type: Paar, minstens één kind >= 18 jr;Sint Eustatius;2014;100.0;;;;;
508;Type: Paar, minstens één kind >= 18 jr;Sint Eustatius;2015;50.0;;;;;
509;Type: Paar, minstens één kind >= 18 jr;Sint Eustatius;2016;100.0;;;;;
510;Type: Paar, minstens één kind >= 18 jr;Sint Eustatius;2017;100.0;;;;;
511;Type: Paar, minstens één kind >= 18 jr;Sint Eustatius;2018;100.0;;;;;
512;Type: Paar, minstens één kind >= 18 jr;Sint Eustatius;2019;100.0;;;;;
513;Type: Paar, minstens één kind >= 18 jr;Sint Eustatius;2020;100.0;;;;;
514;Type: Paar, minstens één kind >= 18 jr;Sint Eustatius;2021;100.0;;;;;
515;Type: Paar, minstens één kind >= 18 jr;Sint Eustatius;2022;100.0;;;;;
516;Type: Paar, minstens één kind >= 18 jr;Saba;2011;50.0;;;;;
517;Type: Paar, minstens één kind >= 18 jr;Saba;2012;50.0;;;;;
518;Type: Paar, minstens één kind >= 18 jr;Saba;2013;50.0;;;;;
519;Type: Paar, minstens één kind >= 18 jr;Saba;2014;50.0;;;;;
520;Type: Paar, minstens één kind >= 18 jr;Saba;2015;50.0;;;;;
521;Type: Paar, minstens één kind >= 18 jr;Saba;2016;50.0;;;;;
522;Type: Paar, minstens één kind >= 18 jr;Saba;2017;50.0;;;;;
523;Type: Paar, minstens één kind >= 18 jr;Saba;2018;50.0;;;;;
524;Type: Paar, minstens één kind >= 18 jr;Saba;2019;50.0;;;;;
525;Type: Paar, minstens één kind >= 18 jr;Saba;2020;50.0;;;;;
526;Type: Paar, minstens één kind >= 18 jr;Saba;2021;50.0;;;;;
527;Type: Paar, minstens één kind >= 18 jr;Saba;2022;50.0;;;;;
528;Type: Meerpersoonshuishouden, overig;Caribisch Nederland;2011;1500.0;2.5;40.1;34.3;19.6;17.1
529;Type: Meerpersoonshuishouden, overig;Caribisch Nederland;2012;1500.0;2.5;42.7;35.8;20.4;17.6
530;Type: Meerpersoonshuishouden, overig;Caribisch Nederland;2013;1550.0;2.5;42.6;35.9;20.6;17.6
531;Type: Meerpersoonshuishouden, overig;Caribisch Nederland;2014;1450.0;2.5;43.5;36.7;21.1;18.6
532;Type: Meerpersoonshuishouden, overig;Caribisch Nederland;2015;1500.0;2.5;44.5;37.0;21.5;18.6
533;Type: Meerpersoonshuishouden, overig;Caribisch Nederland;2016;1300.0;2.7;46.4;39.6;22.3;19.6
534;Type: Meerpersoonshuishouden, overig;Caribisch Nederland;2017;1250.0;2.7;47.3;39.7;23.3;20.1
535;Type: Meerpersoonshuishouden, overig;Caribisch Nederland;2018;1200.0;2.7;49.4;42.2;24.2;20.7
536;Type: Meerpersoonshuishouden, overig;Caribisch Nederland;2019;1200.0;2.7;51.5;44.2;25.2;22.2
537;Type: Meerpersoonshuishouden, overig;Caribisch Nederland;2020;1300.0;2.7;51.3;44.4;25.2;22.2
538;Type: Meerpersoonshuishouden, overig;Caribisch Nederland;2021;1350.0;2.7;52.9;44.7;26.2;22.3
539;Type: Meerpersoonshuishouden, overig;Caribisch Nederland;2022;1400.0;2.6;54.4;46.4;27.0;23.9
540;Type: Meerpersoonshuishouden, overig;Bonaire;2011;1150.0;2.6;40.5;35.4;19.8;17.3
541;Type: Meerpersoonshuishouden, overig;Bonaire;2012;1150.0;2.6;42.6;35.8;20.4;17.6
542;Type: Meerpersoonshuishouden, overig;Bonaire;2013;1250.0;2.6;42.6;36.1;20.5;17.5
