ID;Sex;Age;MaritalStatus;CaribbeanNetherlands;Periods;Death_1
2246;Total male and female;30 to 34 years;Widowed;Caribbean Netherlands;2021;0.0
2247;Total male and female;30 to 34 years;Widowed;Caribbean Netherlands;2022;0.0
2248;Total male and female;30 to 34 years;Widowed;Caribbean Netherlands;2023;0.0
2249;Total male and female;30 to 34 years;Widowed;Bonaire;2011;0.0
2250;Total male and female;30 to 34 years;Widowed;Bonaire;2012;0.0
2251;Total male and female;30 to 34 years;Widowed;Bonaire;2013;0.0
2252;Total male and female;30 to 34 years;Widowed;Bonaire;2014;0.0
2253;Total male and female;30 to 34 years;Widowed;Bonaire;2015;0.0
2254;Total male and female;30 to 34 years;Widowed;Bonaire;2016;0.0
2255;Total male and female;30 to 34 years;Widowed;Bonaire;2017;0.0
2256;Total male and female;30 to 34 years;Widowed;Bonaire;2018;0.0
2257;Total male and female;30 to 34 years;Widowed;Bonaire;2019;0.0
2258;Total male and female;30 to 34 years;Widowed;Bonaire;2020;0.0
2259;Total male and female;30 to 34 years;Widowed;Bonaire;2021;0.0
2260;Total male and female;30 to 34 years;Widowed;Bonaire;2022;0.0
2261;Total male and female;30 to 34 years;Widowed;Bonaire;2023;0.0
2262;Total male and female;30 to 34 years;Widowed;St Eustatius;2011;0.0
2263;Total male and female;30 to 34 years;Widowed;St Eustatius;2012;0.0
2264;Total male and female;30 to 34 years;Widowed;St Eustatius;2013;0.0
2265;Total male and female;30 to 34 years;Widowed;St Eustatius;2014;0.0
2266;Total male and female;30 to 34 years;Widowed;St Eustatius;2015;0.0
2267;Total male and female;30 to 34 years;Widowed;St Eustatius;2016;0.0
2268;Total male and female;30 to 34 years;Widowed;St Eustatius;2017;0.0
2269;Total male and female;30 to 34 years;Widowed;St Eustatius;2018;0.0
2270;Total male and female;30 to 34 years;Widowed;St Eustatius;2019;0.0
2271;Total male and female;30 to 34 years;Widowed;St Eustatius;2020;0.0
2272;Total male and female;30 to 34 years;Widowed;St Eustatius;2021;0.0
2273;Total male and female;30 to 34 years;Widowed;St Eustatius;2022;0.0
2274;Total male and female;30 to 34 years;Widowed;St Eustatius;2023;0.0
2275;Total male and female;30 to 34 years;Widowed;Saba;2011;0.0
2276;Total male and female;30 to 34 years;Widowed;Saba;2012;0.0
2277;Total male and female;30 to 34 years;Widowed;Saba;2013;0.0
2278;Total male and female;30 to 34 years;Widowed;Saba;2014;0.0
2279;Total male and female;30 to 34 years;Widowed;Saba;2015;0.0
2280;Total male and female;30 to 34 years;Widowed;Saba;2016;0.0
2281;Total male and female;30 to 34 years;Widowed;Saba;2017;0.0
2282;Total male and female;30 to 34 years;Widowed;Saba;2018;0.0
2283;Total male and female;30 to 34 years;Widowed;Saba;2019;0.0
2284;Total male and female;30 to 34 years;Widowed;Saba;2020;0.0
2285;Total male and female;30 to 34 years;Widowed;Saba;2021;0.0
2286;Total male and female;30 to 34 years;Widowed;Saba;2022;0.0
2287;Total male and female;30 to 34 years;Widowed;Saba;2023;0.0
2288;Total male and female;30 to 34 years;Divorced;Caribbean Netherlands;2011;0.0
2289;Total male and female;30 to 34 years;Divorced;Caribbean Netherlands;2012;0.0
2290;Total male and female;30 to 34 years;Divorced;Caribbean Netherlands;2013;0.0
2291;Total male and female;30 to 34 years;Divorced;Caribbean Netherlands;2014;0.0
2292;Total male and female;30 to 34 years;Divorced;Caribbean Netherlands;2015;0.0
2293;Total male and female;30 to 34 years;Divorced;Caribbean Netherlands;2016;0.0
2294;Total male and female;30 to 34 years;Divorced;Caribbean Netherlands;2017;0.0
2295;Total male and female;30 to 34 years;Divorced;Caribbean Netherlands;2018;0.0
2296;Total male and female;30 to 34 years;Divorced;Caribbean Netherlands;2019;0.0
2297;Total male and female;30 to 34 years;Divorced;Caribbean Netherlands;2020;0.0
2298;Total male and female;30 to 34 years;Divorced;Caribbean Netherlands;2021;0.0
2299;Total male and female;30 to 34 years;Divorced;Caribbean Netherlands;2022;0.0
2300;Total male and female;30 to 34 years;Divorced;Caribbean Netherlands;2023;0.0
2301;Total male and female;30 to 34 years;Divorced;Bonaire;2011;0.0
2302;Total male and female;30 to 34 years;Divorced;Bonaire;2012;0.0
2303;Total male and female;30 to 34 years;Divorced;Bonaire;2013;0.0
2304;Total male and female;30 to 34 years;Divorced;Bonaire;2014;0.0
2305;Total male and female;30 to 34 years;Divorced;Bonaire;2015;0.0
2306;Total male and female;30 to 34 years;Divorced;Bonaire;2016;0.0
2307;Total male and female;30 to 34 years;Divorced;Bonaire;2017;0.0
2308;Total male and female;30 to 34 years;Divorced;Bonaire;2018;0.0
2309;Total male and female;30 to 34 years;Divorced;Bonaire;2019;0.0
2310;Total male and female;30 to 34 years;Divorced;Bonaire;2020;0.0
2311;Total male and female;30 to 34 years;Divorced;Bonaire;2021;0.0
2312;Total male and female;30 to 34 years;Divorced;Bonaire;2022;0.0
2313;Total male and female;30 to 34 years;Divorced;Bonaire;2023;0.0
2314;Total male and female;30 to 34 years;Divorced;St Eustatius;2011;0.0
2315;Total male and female;30 to 34 years;Divorced;St Eustatius;2012;0.0
2316;Total male and female;30 to 34 years;Divorced;St Eustatius;2013;0.0
2317;Total male and female;30 to 34 years;Divorced;St Eustatius;2014;0.0
2318;Total male and female;30 to 34 years;Divorced;St Eustatius;2015;0.0
2319;Total male and female;30 to 34 years;Divorced;St Eustatius;2016;0.0
2320;Total male and female;30 to 34 years;Divorced;St Eustatius;2017;0.0
2321;Total male and female;30 to 34 years;Divorced;St Eustatius;2018;0.0
2322;Total male and female;30 to 34 years;Divorced;St Eustatius;2019;0.0
2323;Total male and female;30 to 34 years;Divorced;St Eustatius;2020;0.0
2324;Total male and female;30 to 34 years;Divorced;St Eustatius;2021;0.0
2325;Total male and female;30 to 34 years;Divorced;St Eustatius;2022;0.0
2326;Total male and female;30 to 34 years;Divorced;St Eustatius;2023;0.0
2327;Total male and female;30 to 34 years;Divorced;Saba;2011;0.0
2328;Total male and female;30 to 34 years;Divorced;Saba;2012;0.0
2329;Total male and female;30 to 34 years;Divorced;Saba;2013;0.0
2330;Total male and female;30 to 34 years;Divorced;Saba;2014;0.0
2331;Total male and female;30 to 34 years;Divorced;Saba;2015;0.0
2332;Total male and female;30 to 34 years;Divorced;Saba;2016;0.0
2333;Total male and female;30 to 34 years;Divorced;Saba;2017;0.0
2334;Total male and female;30 to 34 years;Divorced;Saba;2018;0.0
2335;Total male and female;30 to 34 years;Divorced;Saba;2019;0.0
2336;Total male and female;30 to 34 years;Divorced;Saba;2020;0.0
2337;Total male and female;30 to 34 years;Divorced;Saba;2021;0.0
2338;Total male and female;30 to 34 years;Divorced;Saba;2022;0.0
2339;Total male and female;30 to 34 years;Divorced;Saba;2023;0.0
2340;Total male and female;35 to 39 years;Total marital status;Caribbean Netherlands;2011;2.0
2341;Total male and female;35 to 39 years;Total marital status;Caribbean Netherlands;2012;1.0
2342;Total male and female;35 to 39 years;Total marital status;Caribbean Netherlands;2013;2.0
2343;Total male and female;35 to 39 years;Total marital status;Caribbean Netherlands;2014;0.0
2344;Total male and female;35 to 39 years;Total marital status;Caribbean Netherlands;2015;1.0
2345;Total male and female;35 to 39 years;Total marital status;Caribbean Netherlands;2016;1.0
2346;Total male and female;35 to 39 years;Total marital status;Caribbean Netherlands;2017;0.0
2347;Total male and female;35 to 39 years;Total marital status;Caribbean Netherlands;2018;3.0
2348;Total male and female;35 to 39 years;Total marital status;Caribbean Netherlands;2019;1.0
2349;Total male and female;35 to 39 years;Total marital status;Caribbean Netherlands;2020;3.0
2350;Total male and female;35 to 39 years;Total marital status;Caribbean Netherlands;2021;2.0
2351;Total male and female;35 to 39 years;Total marital status;Caribbean Netherlands;2022;3.0
2352;Total male and female;35 to 39 years;Total marital status;Caribbean Netherlands;2023;1.0
2353;Total male and female;35 to 39 years;Total marital status;Bonaire;2011;2.0
2354;Total male and female;35 to 39 years;Total marital status;Bonaire;2012;1.0
2355;Total male and female;35 to 39 years;Total marital status;Bonaire;2013;1.0
2356;Total male and female;35 to 39 years;Total marital status;Bonaire;2014;0.0
2357;Total male and female;35 to 39 years;Total marital status;Bonaire;2015;1.0
2358;Total male and female;35 to 39 years;Total marital status;Bonaire;2016;1.0
2359;Total male and female;35 to 39 years;Total marital status;Bonaire;2017;0.0
2360;Total male and female;35 to 39 years;Total marital status;Bonaire;2018;2.0
2361;Total male and female;35 to 39 years;Total marital status;Bonaire;2019;1.0
2362;Total male and female;35 to 39 years;Total marital status;Bonaire;2020;2.0
2363;Total male and female;35 to 39 years;Total marital status;Bonaire;2021;1.0
2364;Total male and female;35 to 39 years;Total marital status;Bonaire;2022;2.0
2365;Total male and female;35 to 39 years;Total marital status;Bonaire;2023;0.0
2366;Total male and female;35 to 39 years;Total marital status;St Eustatius;2011;0.0
2367;Total male and female;35 to 39 years;Total marital status;St Eustatius;2012;0.0
2368;Total male and female;35 to 39 years;Total marital status;St Eustatius;2013;1.0
2369;Total male and female;35 to 39 years;Total marital status;St Eustatius;2014;0.0
2370;Total male and female;35 to 39 years;Total marital status;St Eustatius;2015;0.0
2371;Total male and female;35 to 39 years;Total marital status;St Eustatius;2016;0.0
2372;Total male and female;35 to 39 years;Total marital status;St Eustatius;2017;0.0
2373;Total male and female;35 to 39 years;Total marital status;St Eustatius;2018;1.0
2374;Total male and female;35 to 39 years;Total marital status;St Eustatius;2019;0.0
2375;Total male and female;35 to 39 years;Total marital status;St Eustatius;2020;1.0
2376;Total male and female;35 to 39 years;Total marital status;St Eustatius;2021;1.0
2377;Total male and female;35 to 39 years;Total marital status;St Eustatius;2022;1.0
2378;Total male and female;35 to 39 years;Total marital status;St Eustatius;2023;0.0
2379;Total male and female;35 to 39 years;Total marital status;Saba;2011;0.0
2380;Total male and female;35 to 39 years;Total marital status;Saba;2012;0.0
2381;Total male and female;35 to 39 years;Total marital status;Saba;2013;0.0
2382;Total male and female;35 to 39 years;Total marital status;Saba;2014;0.0
2383;Total male and female;35 to 39 years;Total marital status;Saba;2015;0.0
2384;Total male and female;35 to 39 years;Total marital status;Saba;2016;0.0
2385;Total male and female;35 to 39 years;Total marital status;Saba;2017;0.0
2386;Total male and female;35 to 39 years;Total marital status;Saba;2018;0.0
2387;Total male and female;35 to 39 years;Total marital status;Saba;2019;0.0
2388;Total male and female;35 to 39 years;Total marital status;Saba;2020;0.0
2389;Total male and female;35 to 39 years;Total marital status;Saba;2021;0.0
2390;Total male and female;35 to 39 years;Total marital status;Saba;2022;0.0
2391;Total male and female;35 to 39 years;Total marital status;Saba;2023;1.0
2392;Total male and female;35 to 39 years;Never married;Caribbean Netherlands;2011;2.0
2393;Total male and female;35 to 39 years;Never married;Caribbean Netherlands;2012;1.0
2394;Total male and female;35 to 39 years;Never married;Caribbean Netherlands;2013;1.0
2395;Total male and female;35 to 39 years;Never married;Caribbean Netherlands;2014;0.0
2396;Total male and female;35 to 39 years;Never married;Caribbean Netherlands;2015;0.0
2397;Total male and female;35 to 39 years;Never married;Caribbean Netherlands;2016;1.0
2398;Total male and female;35 to 39 years;Never married;Caribbean Netherlands;2017;0.0
2399;Total male and female;35 to 39 years;Never married;Caribbean Netherlands;2018;2.0
2400;Total male and female;35 to 39 years;Never married;Caribbean Netherlands;2019;1.0
2401;Total male and female;35 to 39 years;Never married;Caribbean Netherlands;2020;2.0
2402;Total male and female;35 to 39 years;Never married;Caribbean Netherlands;2021;2.0
2403;Total male and female;35 to 39 years;Never married;Caribbean Netherlands;2022;3.0
2404;Total male and female;35 to 39 years;Never married;Caribbean Netherlands;2023;0.0
2405;Total male and female;35 to 39 years;Never married;Bonaire;2011;2.0
2406;Total male and female;35 to 39 years;Never married;Bonaire;2012;1.0
2407;Total male and female;35 to 39 years;Never married;Bonaire;2013;1.0
2408;Total male and female;35 to 39 years;Never married;Bonaire;2014;0.0
2409;Total male and female;35 to 39 years;Never married;Bonaire;2015;0.0
2410;Total male and female;35 to 39 years;Never married;Bonaire;2016;1.0
2411;Total male and female;35 to 39 years;Never married;Bonaire;2017;0.0
2412;Total male and female;35 to 39 years;Never married;Bonaire;2018;2.0
2413;Total male and female;35 to 39 years;Never married;Bonaire;2019;1.0
2414;Total male and female;35 to 39 years;Never married;Bonaire;2020;2.0
2415;Total male and female;35 to 39 years;Never married;Bonaire;2021;1.0
2416;Total male and female;35 to 39 years;Never married;Bonaire;2022;2.0
2417;Total male and female;35 to 39 years;Never married;Bonaire;2023;0.0
2418;Total male and female;35 to 39 years;Never married;St Eustatius;2011;0.0
2419;Total male and female;35 to 39 years;Never married;St Eustatius;2012;0.0
2420;Total male and female;35 to 39 years;Never married;St Eustatius;2013;0.0
2421;Total male and female;35 to 39 years;Never married;St Eustatius;2014;0.0
2422;Total male and female;35 to 39 years;Never married;St Eustatius;2015;0.0
2423;Total male and female;35 to 39 years;Never married;St Eustatius;2016;0.0
2424;Total male and female;35 to 39 years;Never married;St Eustatius;2017;0.0
2425;Total male and female;35 to 39 years;Never married;St Eustatius;2018;0.0
2426;Total male and female;35 to 39 years;Never married;St Eustatius;2019;0.0
2427;Total male and female;35 to 39 years;Never married;St Eustatius;2020;0.0
2428;Total male and female;35 to 39 years;Never married;St Eustatius;2021;1.0
2429;Total male and female;35 to 39 years;Never married;St Eustatius;2022;1.0
2430;Total male and female;35 to 39 years;Never married;St Eustatius;2023;0.0
2431;Total male and female;35 to 39 years;Never married;Saba;2011;0.0
2432;Total male and female;35 to 39 years;Never married;Saba;2012;0.0
2433;Total male and female;35 to 39 years;Never married;Saba;2013;0.0
2434;Total male and female;35 to 39 years;Never married;Saba;2014;0.0
2435;Total male and female;35 to 39 years;Never married;Saba;2015;0.0
2436;Total male and female;35 to 39 years;Never married;Saba;2016;0.0
2437;Total male and female;35 to 39 years;Never married;Saba;2017;0.0
2438;Total male and female;35 to 39 years;Never married;Saba;2018;0.0
2439;Total male and female;35 to 39 years;Never married;Saba;2019;0.0
2440;Total male and female;35 to 39 years;Never married;Saba;2020;0.0
2441;Total male and female;35 to 39 years;Never married;Saba;2021;0.0
2442;Total male and female;35 to 39 years;Never married;Saba;2022;0.0
2443;Total male and female;35 to 39 years;Never married;Saba;2023;0.0
2444;Total male and female;35 to 39 years;Married;Caribbean Netherlands;2011;0.0
2445;Total male and female;35 to 39 years;Married;Caribbean Netherlands;2012;0.0
2446;Total male and female;35 to 39 years;Married;Caribbean Netherlands;2013;1.0
2447;Total male and female;35 to 39 years;Married;Caribbean Netherlands;2014;0.0
2448;Total male and female;35 to 39 years;Married;Caribbean Netherlands;2015;1.0
2449;Total male and female;35 to 39 years;Married;Caribbean Netherlands;2016;0.0
2450;Total male and female;35 to 39 years;Married;Caribbean Netherlands;2017;0.0
2451;Total male and female;35 to 39 years;Married;Caribbean Netherlands;2018;1.0
2452;Total male and female;35 to 39 years;Married;Caribbean Netherlands;2019;0.0
2453;Total male and female;35 to 39 years;Married;Caribbean Netherlands;2020;1.0
2454;Total male and female;35 to 39 years;Married;Caribbean Netherlands;2021;0.0
2455;Total male and female;35 to 39 years;Married;Caribbean Netherlands;2022;0.0
2456;Total male and female;35 to 39 years;Married;Caribbean Netherlands;2023;1.0
2457;Total male and female;35 to 39 years;Married;Bonaire;2011;0.0
2458;Total male and female;35 to 39 years;Married;Bonaire;2012;0.0
2459;Total male and female;35 to 39 years;Married;Bonaire;2013;0.0
2460;Total male and female;35 to 39 years;Married;Bonaire;2014;0.0
2461;Total male and female;35 to 39 years;Married;Bonaire;2015;1.0
2462;Total male and female;35 to 39 years;Married;Bonaire;2016;0.0
2463;Total male and female;35 to 39 years;Married;Bonaire;2017;0.0
2464;Total male and female;35 to 39 years;Married;Bonaire;2018;0.0
2465;Total male and female;35 to 39 years;Married;Bonaire;2019;0.0
2466;Total male and female;35 to 39 years;Married;Bonaire;2020;0.0
2467;Total male and female;35 to 39 years;Married;Bonaire;2021;0.0
2468;Total male and female;35 to 39 years;Married;Bonaire;2022;0.0
2469;Total male and female;35 to 39 years;Married;Bonaire;2023;0.0
2470;Total male and female;35 to 39 years;Married;St Eustatius;2011;0.0
2471;Total male and female;35 to 39 years;Married;St Eustatius;2012;0.0
2472;Total male and female;35 to 39 years;Married;St Eustatius;2013;1.0
2473;Total male and female;35 to 39 years;Married;St Eustatius;2014;0.0
2474;Total male and female;35 to 39 years;Married;St Eustatius;2015;0.0
2475;Total male and female;35 to 39 years;Married;St Eustatius;2016;0.0
2476;Total male and female;35 to 39 years;Married;St Eustatius;2017;0.0
2477;Total male and female;35 to 39 years;Married;St Eustatius;2018;1.0
2478;Total male and female;35 to 39 years;Married;St Eustatius;2019;0.0
2479;Total male and female;35 to 39 years;Married;St Eustatius;2020;1.0
2480;Total male and female;35 to 39 years;Married;St Eustatius;2021;0.0
2481;Total male and female;35 to 39 years;Married;St Eustatius;2022;0.0
2482;Total male and female;35 to 39 years;Married;St Eustatius;2023;0.0
2483;Total male and female;35 to 39 years;Married;Saba;2011;0.0
2484;Total male and female;35 to 39 years;Married;Saba;2012;0.0
2485;Total male and female;35 to 39 years;Married;Saba;2013;0.0
2486;Total male and female;35 to 39 years;Married;Saba;2014;0.0
2487;Total male and female;35 to 39 years;Married;Saba;2015;0.0
2488;Total male and female;35 to 39 years;Married;Saba;2016;0.0
2489;Total male and female;35 to 39 years;Married;Saba;2017;0.0
2490;Total male and female;35 to 39 years;Married;Saba;2018;0.0
2491;Total male and female;35 to 39 years;Married;Saba;2019;0.0
2492;Total male and female;35 to 39 years;Married;Saba;2020;0.0
2493;Total male and female;35 to 39 years;Married;Saba;2021;0.0
2494;Total male and female;35 to 39 years;Married;Saba;2022;0.0
2495;Total male and female;35 to 39 years;Married;Saba;2023;1.0
2496;Total male and female;35 to 39 years;Widowed;Caribbean Netherlands;2011;0.0
2497;Total male and female;35 to 39 years;Widowed;Caribbean Netherlands;2012;0.0
2498;Total male and female;35 to 39 years;Widowed;Caribbean Netherlands;2013;0.0
2499;Total male and female;35 to 39 years;Widowed;Caribbean Netherlands;2014;0.0
2500;Total male and female;35 to 39 years;Widowed;Caribbean Netherlands;2015;0.0
2501;Total male and female;35 to 39 years;Widowed;Caribbean Netherlands;2016;0.0
2502;Total male and female;35 to 39 years;Widowed;Caribbean Netherlands;2017;0.0
2503;Total male and female;35 to 39 years;Widowed;Caribbean Netherlands;2018;0.0
2504;Total male and female;35 to 39 years;Widowed;Caribbean Netherlands;2019;0.0
2505;Total male and female;35 to 39 years;Widowed;Caribbean Netherlands;2020;0.0
2506;Total male and female;35 to 39 years;Widowed;Caribbean Netherlands;2021;0.0
2507;Total male and female;35 to 39 years;Widowed;Caribbean Netherlands;2022;0.0
2508;Total male and female;35 to 39 years;Widowed;Caribbean Netherlands;2023;0.0
2509;Total male and female;35 to 39 years;Widowed;Bonaire;2011;0.0
2510;Total male and female;35 to 39 years;Widowed;Bonaire;2012;0.0
2511;Total male and female;35 to 39 years;Widowed;Bonaire;2013;0.0
2512;Total male and female;35 to 39 years;Widowed;Bonaire;2014;0.0
2513;Total male and female;35 to 39 years;Widowed;Bonaire;2015;0.0
2514;Total male and female;35 to 39 years;Widowed;Bonaire;2016;0.0
2515;Total male and female;35 to 39 years;Widowed;Bonaire;2017;0.0
2516;Total male and female;35 to 39 years;Widowed;Bonaire;2018;0.0
2517;Total male and female;35 to 39 years;Widowed;Bonaire;2019;0.0
2518;Total male and female;35 to 39 years;Widowed;Bonaire;2020;0.0
2519;Total male and female;35 to 39 years;Widowed;Bonaire;2021;0.0
2520;Total male and female;35 to 39 years;Widowed;Bonaire;2022;0.0
2521;Total male and female;35 to 39 years;Widowed;Bonaire;2023;0.0
2522;Total male and female;35 to 39 years;Widowed;St Eustatius;2011;0.0
2523;Total male and female;35 to 39 years;Widowed;St Eustatius;2012;0.0
2524;Total male and female;35 to 39 years;Widowed;St Eustatius;2013;0.0
2525;Total male and female;35 to 39 years;Widowed;St Eustatius;2014;0.0
2526;Total male and female;35 to 39 years;Widowed;St Eustatius;2015;0.0
2527;Total male and female;35 to 39 years;Widowed;St Eustatius;2016;0.0
2528;Total male and female;35 to 39 years;Widowed;St Eustatius;2017;0.0
2529;Total male and female;35 to 39 years;Widowed;St Eustatius;2018;0.0
2530;Total male and female;35 to 39 years;Widowed;St Eustatius;2019;0.0
2531;Total male and female;35 to 39 years;Widowed;St Eustatius;2020;0.0
2532;Total male and female;35 to 39 years;Widowed;St Eustatius;2021;0.0
2533;Total male and female;35 to 39 years;Widowed;St Eustatius;2022;0.0
2534;Total male and female;35 to 39 years;Widowed;St Eustatius;2023;0.0
2535;Total male and female;35 to 39 years;Widowed;Saba;2011;0.0
2536;Total male and female;35 to 39 years;Widowed;Saba;2012;0.0
2537;Total male and female;35 to 39 years;Widowed;Saba;2013;0.0
2538;Total male and female;35 to 39 years;Widowed;Saba;2014;0.0
2539;Total male and female;35 to 39 years;Widowed;Saba;2015;0.0
2540;Total male and female;35 to 39 years;Widowed;Saba;2016;0.0
2541;Total male and female;35 to 39 years;Widowed;Saba;2017;0.0
2542;Total male and female;35 to 39 years;Widowed;Saba;2018;0.0
2543;Total male and female;35 to 39 years;Widowed;Saba;2019;0.0
2544;Total male and female;35 to 39 years;Widowed;Saba;2020;0.0
2545;Total male and female;35 to 39 years;Widowed;Saba;2021;0.0
2546;Total male and female;35 to 39 years;Widowed;Saba;2022;0.0
2547;Total male and female;35 to 39 years;Widowed;Saba;2023;0.0
2548;Total male and female;35 to 39 years;Divorced;Caribbean Netherlands;2011;0.0
2549;Total male and female;35 to 39 years;Divorced;Caribbean Netherlands;2012;0.0
2550;Total male and female;35 to 39 years;Divorced;Caribbean Netherlands;2013;0.0
2551;Total male and female;35 to 39 years;Divorced;Caribbean Netherlands;2014;0.0
2552;Total male and female;35 to 39 years;Divorced;Caribbean Netherlands;2015;0.0
2553;Total male and female;35 to 39 years;Divorced;Caribbean Netherlands;2016;0.0
2554;Total male and female;35 to 39 years;Divorced;Caribbean Netherlands;2017;0.0
2555;Total male and female;35 to 39 years;Divorced;Caribbean Netherlands;2018;0.0
2556;Total male and female;35 to 39 years;Divorced;Caribbean Netherlands;2019;0.0
2557;Total male and female;35 to 39 years;Divorced;Caribbean Netherlands;2020;0.0
2558;Total male and female;35 to 39 years;Divorced;Caribbean Netherlands;2021;0.0
2559;Total male and female;35 to 39 years;Divorced;Caribbean Netherlands;2022;0.0
2560;Total male and female;35 to 39 years;Divorced;Caribbean Netherlands;2023;0.0
2561;Total male and female;35 to 39 years;Divorced;Bonaire;2011;0.0
2562;Total male and female;35 to 39 years;Divorced;Bonaire;2012;0.0
2563;Total male and female;35 to 39 years;Divorced;Bonaire;2013;0.0
2564;Total male and female;35 to 39 years;Divorced;Bonaire;2014;0.0
2565;Total male and female;35 to 39 years;Divorced;Bonaire;2015;0.0
2566;Total male and female;35 to 39 years;Divorced;Bonaire;2016;0.0
2567;Total male and female;35 to 39 years;Divorced;Bonaire;2017;0.0
2568;Total male and female;35 to 39 years;Divorced;Bonaire;2018;0.0
2569;Total male and female;35 to 39 years;Divorced;Bonaire;2019;0.0
2570;Total male and female;35 to 39 years;Divorced;Bonaire;2020;0.0
2571;Total male and female;35 to 39 years;Divorced;Bonaire;2021;0.0
2572;Total male and female;35 to 39 years;Divorced;Bonaire;2022;0.0
2573;Total male and female;35 to 39 years;Divorced;Bonaire;2023;0.0
2574;Total male and female;35 to 39 years;Divorced;St Eustatius;2011;0.0
2575;Total male and female;35 to 39 years;Divorced;St Eustatius;2012;0.0
2576;Total male and female;35 to 39 years;Divorced;St Eustatius;2013;0.0
2577;Total male and female;35 to 39 years;Divorced;St Eustatius;2014;0.0
2578;Total male and female;35 to 39 years;Divorced;St Eustatius;2015;0.0
2579;Total male and female;35 to 39 years;Divorced;St Eustatius;2016;0.0
2580;Total male and female;35 to 39 years;Divorced;St Eustatius;2017;0.0
2581;Total male and female;35 to 39 years;Divorced;St Eustatius;2018;0.0
2582;Total male and female;35 to 39 years;Divorced;St Eustatius;2019;0.0
2583;Total male and female;35 to 39 years;Divorced;St Eustatius;2020;0.0
2584;Total male and female;35 to 39 years;Divorced;St Eustatius;2021;0.0
2585;Total male and female;35 to 39 years;Divorced;St Eustatius;2022;0.0
2586;Total male and female;35 to 39 years;Divorced;St Eustatius;2023;0.0
2587;Total male and female;35 to 39 years;Divorced;Saba;2011;0.0
2588;Total male and female;35 to 39 years;Divorced;Saba;2012;0.0
2589;Total male and female;35 to 39 years;Divorced;Saba;2013;0.0
2590;Total male and female;35 to 39 years;Divorced;Saba;2014;0.0
2591;Total male and female;35 to 39 years;Divorced;Saba;2015;0.0
2592;Total male and female;35 to 39 years;Divorced;Saba;2016;0.0
2593;Total male and female;35 to 39 years;Divorced;Saba;2017;0.0
2594;Total male and female;35 to 39 years;Divorced;Saba;2018;0.0
2595;Total male and female;35 to 39 years;Divorced;Saba;2019;0.0
2596;Total male and female;35 to 39 years;Divorced;Saba;2020;0.0
2597;Total male and female;35 to 39 years;Divorced;Saba;2021;0.0
2598;Total male and female;35 to 39 years;Divorced;Saba;2022;0.0
2599;Total male and female;35 to 39 years;Divorced;Saba;2023;0.0
2600;Total male and female;40 to 44 years;Total marital status;Caribbean Netherlands;2011;3.0
2601;Total male and female;40 to 44 years;Total marital status;Caribbean Netherlands;2012;3.0
2602;Total male and female;40 to 44 years;Total marital status;Caribbean Netherlands;2013;1.0
2603;Total male and female;40 to 44 years;Total marital status;Caribbean Netherlands;2014;2.0
2604;Total male and female;40 to 44 years;Total marital status;Caribbean Netherlands;2015;1.0
2605;Total male and female;40 to 44 years;Total marital status;Caribbean Netherlands;2016;2.0
2606;Total male and female;40 to 44 years;Total marital status;Caribbean Netherlands;2017;4.0
2607;Total male and female;40 to 44 years;Total marital status;Caribbean Netherlands;2018;2.0
2608;Total male and female;40 to 44 years;Total marital status;Caribbean Netherlands;2019;2.0
2609;Total male and female;40 to 44 years;Total marital status;Caribbean Netherlands;2020;4.0
2610;Total male and female;40 to 44 years;Total marital status;Caribbean Netherlands;2021;2.0
2611;Total male and female;40 to 44 years;Total marital status;Caribbean Netherlands;2022;4.0
2612;Total male and female;40 to 44 years;Total marital status;Caribbean Netherlands;2023;0.0
2613;Total male and female;40 to 44 years;Total marital status;Bonaire;2011;2.0
2614;Total male and female;40 to 44 years;Total marital status;Bonaire;2012;1.0
2615;Total male and female;40 to 44 years;Total marital status;Bonaire;2013;0.0
2616;Total male and female;40 to 44 years;Total marital status;Bonaire;2014;1.0
2617;Total male and female;40 to 44 years;Total marital status;Bonaire;2015;0.0
2618;Total male and female;40 to 44 years;Total marital status;Bonaire;2016;2.0
2619;Total male and female;40 to 44 years;Total marital status;Bonaire;2017;1.0
2620;Total male and female;40 to 44 years;Total marital status;Bonaire;2018;2.0
2621;Total male and female;40 to 44 years;Total marital status;Bonaire;2019;0.0
2622;Total male and female;40 to 44 years;Total marital status;Bonaire;2020;3.0
2623;Total male and female;40 to 44 years;Total marital status;Bonaire;2021;2.0
2624;Total male and female;40 to 44 years;Total marital status;Bonaire;2022;4.0
2625;Total male and female;40 to 44 years;Total marital status;Bonaire;2023;0.0
2626;Total male and female;40 to 44 years;Total marital status;St Eustatius;2011;1.0
2627;Total male and female;40 to 44 years;Total marital status;St Eustatius;2012;1.0
2628;Total male and female;40 to 44 years;Total marital status;St Eustatius;2013;0.0
2629;Total male and female;40 to 44 years;Total marital status;St Eustatius;2014;0.0
2630;Total male and female;40 to 44 years;Total marital status;St Eustatius;2015;1.0
2631;Total male and female;40 to 44 years;Total marital status;St Eustatius;2016;0.0
2632;Total male and female;40 to 44 years;Total marital status;St Eustatius;2017;2.0
2633;Total male and female;40 to 44 years;Total marital status;St Eustatius;2018;0.0
2634;Total male and female;40 to 44 years;Total marital status;St Eustatius;2019;0.0
