ID;Geslacht;Persoonskenmerken;Onderwijsniveau;BedrijfstakkenSBI2008;Perioden;BanenVanWerknemers_1;BrutoUurloon_2
538;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: middelbaar;K Financiële dienstverlening;2010;27.6;25.2
539;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: middelbaar;L Verhuur en handel van onroerend goed;2010;7.1;24.8
540;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: middelbaar;M-N Zakelijke dienstverlening;2010;84.5;19.6
541;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: middelbaar;M Specialistische zakelijke diensten;2010;32.0;23.3
542;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: middelbaar;N Verhuur en overige zakelijke diensten;2010;52.4;17.1
543;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: middelbaar;O-U Niet-commerciële dienstverlening;2010;311.5;20.2
544;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: middelbaar;O-Q Overheid en zorg;2010;286.3;20.4
545;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: middelbaar;O Openbaar bestuur en overheidsdiensten;2010;71.7;22.4
546;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: middelbaar;P Onderwijs;2010;26.4;20.4
547;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: middelbaar;Q Gezondheids- en welzijnszorg;2010;188.2;19.2
548;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: middelbaar;R-U Cultuur, recreatie, overige diensten;2010;25.2;18.9
549;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: middelbaar;R Cultuur, sport en recreatie;2010;12.5;18.7
550;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: middelbaar;S Overige dienstverlening;2010;12.7;19.0
551;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: hoog;A-U Alle economische activiteiten;2010;523.9;32.5
552;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: hoog;A-F Landbouw en nijverheid;2010;54.6;36.7
553;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: hoog;A Landbouw, bosbouw en visserij;2010;0.0;0.0
554;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: hoog;B-F Nijverheid en energie;2010;53.4;36.8
555;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: hoog;B-E Nijverheid (geen bouw) en energie;2010;44.6;37.3
556;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: hoog;B Delfstoffenwinning;2010;0.0;0.0
557;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: hoog;C Industrie;2010;39.6;36.9
558;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: hoog;D Energievoorziening;2010;0.0;0.0
559;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: hoog;E Waterbedrijven en afvalbeheer;2010;0.0;0.0
560;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: hoog;F Bouwnijverheid;2010;8.8;34.2
561;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: hoog;G-N Commerciële dienstverlening;2010;158.5;36.1
562;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: hoog;G-I Handel, vervoer en horeca;2010;45.7;34.0
563;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: hoog;G Handel;2010;30.2;32.9
564;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: hoog;H Vervoer en opslag;2010;12.2;39.3
565;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: hoog;I Horeca;2010;3.2;22.3
566;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: hoog;J Informatie en communicatie;2010;23.5;34.9
567;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: hoog;K Financiële dienstverlening;2010;26.0;40.9
568;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: hoog;L Verhuur en handel van onroerend goed;2010;5.7;39.6
569;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: hoog;M-N Zakelijke dienstverlening;2010;57.7;35.5
570;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: hoog;M Specialistische zakelijke diensten;2010;39.7;38.9
571;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: hoog;N Verhuur en overige zakelijke diensten;2010;18.0;26.7
572;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: hoog;O-U Niet-commerciële dienstverlening;2010;310.9;29.5
573;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: hoog;O-Q Overheid en zorg;2010;289.2;29.4
574;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: hoog;O Openbaar bestuur en overheidsdiensten;2010;67.1;31.4
575;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: hoog;P Onderwijs;2010;110.0;29.3
576;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: hoog;Q Gezondheids- en welzijnszorg;2010;112.1;28.2
577;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: hoog;R-U Cultuur, recreatie, overige diensten;2010;21.7;30.0
578;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: hoog;R Cultuur, sport en recreatie;2010;8.4;27.3
579;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: hoog;S Overige dienstverlening;2010;13.3;31.5
580;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Totaal;A-U Alle economische activiteiten;2010;974.6;24.1
581;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Totaal;A-F Landbouw en nijverheid;2010;189.2;22.7
582;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Totaal;A Landbouw, bosbouw en visserij;2010;9.4;17.4
583;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Totaal;B-F Nijverheid en energie;2010;179.8;22.9
584;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Totaal;B-E Nijverheid (geen bouw) en energie;2010;132.1;22.3
585;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Totaal;B Delfstoffenwinning;2010;0.0;0.0
586;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Totaal;C Industrie;2010;119.9;21.8
587;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Totaal;D Energievoorziening;2010;4.5;28.2
588;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Totaal;E Waterbedrijven en afvalbeheer;2010;6.0;22.4
589;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Totaal;F Bouwnijverheid;2010;47.7;24.3
590;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Totaal;G-N Commerciële dienstverlening;2010;346.1;22.8
591;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Totaal;G-I Handel, vervoer en horeca;2010;191.6;20.0
592;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Totaal;G Handel;2010;108.0;20.5
593;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Totaal;H Vervoer en opslag;2010;63.1;20.3
594;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Totaal;I Horeca;2010;20.5;15.4
595;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Totaal;J Informatie en communicatie;2010;16.9;28.5
596;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Totaal;K Financiële dienstverlening;2010;25.5;31.8
597;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Totaal;L Verhuur en handel van onroerend goed;2010;7.9;28.9
598;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Totaal;M-N Zakelijke dienstverlening;2010;104.1;23.7
599;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Totaal;M Specialistische zakelijke diensten;2010;42.1;30.9
600;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Totaal;N Verhuur en overige zakelijke diensten;2010;62.0;17.5
601;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Totaal;O-U Niet-commerciële dienstverlening;2010;439.3;26.1
602;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Totaal;O-Q Overheid en zorg;2010;402.0;26.3
603;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Totaal;O Openbaar bestuur en overheidsdiensten;2010;96.2;27.0
604;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Totaal;P Onderwijs;2010;116.4;29.2
605;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Totaal;Q Gezondheids- en welzijnszorg;2010;189.4;23.7
606;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Totaal;R-U Cultuur, recreatie, overige diensten;2010;37.3;24.1
607;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Totaal;R Cultuur, sport en recreatie;2010;15.8;22.8
608;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Totaal;S Overige dienstverlening;2010;21.5;25.0
609;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: lager onderwijs;A-U Alle economische activiteiten;2010;306.6;17.4
610;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: lager onderwijs;A-F Landbouw en nijverheid;2010;84.1;18.4
611;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: lager onderwijs;A Landbouw, bosbouw en visserij;2010;5.8;15.1
612;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: lager onderwijs;B-F Nijverheid en energie;2010;78.3;18.6
613;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: lager onderwijs;B-E Nijverheid (geen bouw) en energie;2010;57.8;17.3
614;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: lager onderwijs;B Delfstoffenwinning;2010;0.0;0.0
615;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: lager onderwijs;C Industrie;2010;53.5;17.0
616;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: lager onderwijs;D Energievoorziening;2010;0.0;0.0
617;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: lager onderwijs;E Waterbedrijven en afvalbeheer;2010;3.1;18.5
618;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: lager onderwijs;F Bouwnijverheid;2010;20.4;22.0
619;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: lager onderwijs;G-N Commerciële dienstverlening;2010;145.8;16.8
620;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: lager onderwijs;G-I Handel, vervoer en horeca;2010;96.0;16.7
621;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: lager onderwijs;G Handel;2010;52.6;16.5
622;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: lager onderwijs;H Vervoer en opslag;2010;31.2;17.4
623;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: lager onderwijs;I Horeca;2010;12.2;14.3
624;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: lager onderwijs;J Informatie en communicatie;2010;3.3;19.6
625;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: lager onderwijs;K Financiële dienstverlening;2010;5.8;23.6
626;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: lager onderwijs;L Verhuur en handel van onroerend goed;2010;0.0;0.0
627;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: lager onderwijs;M-N Zakelijke dienstverlening;2010;38.9;15.5
628;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: lager onderwijs;M Specialistische zakelijke diensten;2010;7.8;19.1
629;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: lager onderwijs;N Verhuur en overige zakelijke diensten;2010;31.1;14.5
630;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: lager onderwijs;O-U Niet-commerciële dienstverlening;2010;76.7;17.2
631;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: lager onderwijs;O-Q Overheid en zorg;2010;67.7;17.4
632;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: lager onderwijs;O Openbaar bestuur en overheidsdiensten;2010;15.3;18.9
633;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: lager onderwijs;P Onderwijs;2010;8.7;17.2
634;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: lager onderwijs;Q Gezondheids- en welzijnszorg;2010;43.7;16.5
635;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: lager onderwijs;R-U Cultuur, recreatie, overige diensten;2010;9.0;15.9
636;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: lager onderwijs;R Cultuur, sport en recreatie;2010;3.9;15.4
637;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: lager onderwijs;S Overige dienstverlening;2010;5.1;16.3
638;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: middelbaar;A-U Alle economische activiteiten;2010;363.7;21.8
639;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: middelbaar;A-F Landbouw en nijverheid;2010;79.1;22.8
640;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: middelbaar;A Landbouw, bosbouw en visserij;2010;3.0;18.9
641;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: middelbaar;B-F Nijverheid en energie;2010;76.1;22.9
642;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: middelbaar;B-E Nijverheid (geen bouw) en energie;2010;52.9;22.0
643;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: middelbaar;B Delfstoffenwinning;2010;0.0;0.0
644;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: middelbaar;C Industrie;2010;47.9;21.5
645;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: middelbaar;D Energievoorziening;2010;0.0;0.0
646;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: middelbaar;E Waterbedrijven en afvalbeheer;2010;0.0;0.0
647;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: middelbaar;F Bouwnijverheid;2010;23.3;24.8
648;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: middelbaar;G-N Commerciële dienstverlening;2010;136.4;21.4
649;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: middelbaar;G-I Handel, vervoer en horeca;2010;75.8;20.1
650;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: middelbaar;G Handel;2010;43.7;20.5
651;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: middelbaar;H Vervoer en opslag;2010;24.7;20.4
652;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: middelbaar;I Horeca;2010;7.5;16.6
653;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: middelbaar;J Informatie en communicatie;2010;6.9;26.7
654;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: middelbaar;K Financiële dienstverlening;2010;11.0;26.6
655;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: middelbaar;L Verhuur en handel van onroerend goed;2010;3.5;23.5
656;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: middelbaar;M-N Zakelijke dienstverlening;2010;39.1;21.0
657;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: middelbaar;M Specialistische zakelijke diensten;2010;16.9;24.5
658;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: middelbaar;N Verhuur en overige zakelijke diensten;2010;22.2;17.9
659;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: middelbaar;O-U Niet-commerciële dienstverlening;2010;148.2;21.4
660;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: middelbaar;O-Q Overheid en zorg;2010;135.8;21.4
661;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: middelbaar;O Openbaar bestuur en overheidsdiensten;2010;38.5;23.4
662;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: middelbaar;P Onderwijs;2010;14.1;21.3
663;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: middelbaar;Q Gezondheids- en welzijnszorg;2010;83.1;20.1
664;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: middelbaar;R-U Cultuur, recreatie, overige diensten;2010;12.4;20.8
665;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: middelbaar;R Cultuur, sport en recreatie;2010;6.1;20.5
666;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: middelbaar;S Overige dienstverlening;2010;6.3;21.1
667;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: hoog;A-U Alle economische activiteiten;2010;304.3;33.0
668;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: hoog;A-F Landbouw en nijverheid;2010;26.0;35.0
669;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: hoog;A Landbouw, bosbouw en visserij;2010;0.0;0.0
670;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: hoog;B-F Nijverheid en energie;2010;25.4;35.1
671;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: hoog;B-E Nijverheid (geen bouw) en energie;2010;21.3;35.6
672;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: hoog;B Delfstoffenwinning;2010;0.0;0.0
673;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: hoog;C Industrie;2010;18.5;35.1
674;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: hoog;D Energievoorziening;2010;0.0;0.0
675;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: hoog;E Waterbedrijven en afvalbeheer;2010;0.0;0.0
676;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: hoog;F Bouwnijverheid;2010;4.1;33.0
677;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: hoog;G-N Commerciële dienstverlening;2010;63.8;36.4
678;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: hoog;G-I Handel, vervoer en horeca;2010;19.8;33.5
679;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: hoog;G Handel;2010;11.7;34.8
680;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: hoog;H Vervoer en opslag;2010;7.3;32.8
681;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: hoog;I Horeca;2010;0.0;0.0
682;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: hoog;J Informatie en communicatie;2010;6.7;34.2
683;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: hoog;K Financiële dienstverlening;2010;8.7;42.7
684;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: hoog;L Verhuur en handel van onroerend goed;2010;2.5;41.3
685;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: hoog;M-N Zakelijke dienstverlening;2010;26.1;36.3
686;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: hoog;M Specialistische zakelijke diensten;2010;17.5;40.4
687;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: hoog;N Verhuur en overige zakelijke diensten;2010;8.7;25.7
688;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: hoog;O-U Niet-commerciële dienstverlening;2010;214.4;31.6
689;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: hoog;O-Q Overheid en zorg;2010;198.5;31.7
690;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: hoog;O Openbaar bestuur en overheidsdiensten;2010;42.4;32.9
691;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: hoog;P Onderwijs;2010;93.5;31.3
692;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: hoog;Q Gezondheids- en welzijnszorg;2010;62.6;31.2
693;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: hoog;R-U Cultuur, recreatie, overige diensten;2010;15.9;30.5
694;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: hoog;R Cultuur, sport en recreatie;2010;5.8;30.0
695;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: hoog;S Overige dienstverlening;2010;10.1;30.8
696;Totaal mannen en vrouwen;Herkomst: autochtoon;Totaal;A-U Alle economische activiteiten;2010;6053.6;20.6
697;Totaal mannen en vrouwen;Herkomst: autochtoon;Totaal;A-F Landbouw en nijverheid;2010;1032.2;20.7
698;Totaal mannen en vrouwen;Herkomst: autochtoon;Totaal;A Landbouw, bosbouw en visserij;2010;73.9;15.5
699;Totaal mannen en vrouwen;Herkomst: autochtoon;Totaal;B-F Nijverheid en energie;2010;958.3;21.0
700;Totaal mannen en vrouwen;Herkomst: autochtoon;Totaal;B-E Nijverheid (geen bouw) en energie;2010;646.9;21.2
701;Totaal mannen en vrouwen;Herkomst: autochtoon;Totaal;B Delfstoffenwinning;2010;6.4;35.2
702;Totaal mannen en vrouwen;Herkomst: autochtoon;Totaal;C Industrie;2010;592.5;20.8
703;Totaal mannen en vrouwen;Herkomst: autochtoon;Totaal;D Energievoorziening;2010;19.2;27.5
704;Totaal mannen en vrouwen;Herkomst: autochtoon;Totaal;E Waterbedrijven en afvalbeheer;2010;28.8;21.2
705;Totaal mannen en vrouwen;Herkomst: autochtoon;Totaal;F Bouwnijverheid;2010;311.4;20.6
706;Totaal mannen en vrouwen;Herkomst: autochtoon;Totaal;G-N Commerciële dienstverlening;2010;2810.6;19.7
707;Totaal mannen en vrouwen;Herkomst: autochtoon;Totaal;G-I Handel, vervoer en horeca;2010;1531.8;17.1
708;Totaal mannen en vrouwen;Herkomst: autochtoon;Totaal;G Handel;2010;1013.0;17.0
709;Totaal mannen en vrouwen;Herkomst: autochtoon;Totaal;H Vervoer en opslag;2010;287.3;19.3
710;Totaal mannen en vrouwen;Herkomst: autochtoon;Totaal;I Horeca;2010;231.5;12.7
711;Totaal mannen en vrouwen;Herkomst: autochtoon;Totaal;J Informatie en communicatie;2010;171.0;25.2
712;Totaal mannen en vrouwen;Herkomst: autochtoon;Totaal;K Financiële dienstverlening;2010;198.6;28.3
713;Totaal mannen en vrouwen;Herkomst: autochtoon;Totaal;L Verhuur en handel van onroerend goed;2010;54.3;24.3
714;Totaal mannen en vrouwen;Herkomst: autochtoon;Totaal;M-N Zakelijke dienstverlening;2010;854.9;20.1
715;Totaal mannen en vrouwen;Herkomst: autochtoon;Totaal;M Specialistische zakelijke diensten;2010;356.8;24.6
716;Totaal mannen en vrouwen;Herkomst: autochtoon;Totaal;N Verhuur en overige zakelijke diensten;2010;498.1;16.0
717;Totaal mannen en vrouwen;Herkomst: autochtoon;Totaal;O-U Niet-commerciële dienstverlening;2010;2210.8;21.8
718;Totaal mannen en vrouwen;Herkomst: autochtoon;Totaal;O-Q Overheid en zorg;2010;1983.8;22.1
719;Totaal mannen en vrouwen;Herkomst: autochtoon;Totaal;O Openbaar bestuur en overheidsdiensten;2010;431.4;23.8
720;Totaal mannen en vrouwen;Herkomst: autochtoon;Totaal;P Onderwijs;2010;443.8;24.6
721;Totaal mannen en vrouwen;Herkomst: autochtoon;Totaal;Q Gezondheids- en welzijnszorg;2010;1108.6;20.1
722;Totaal mannen en vrouwen;Herkomst: autochtoon;Totaal;R-U Cultuur, recreatie, overige diensten;2010;226.9;18.8
723;Totaal mannen en vrouwen;Herkomst: autochtoon;Totaal;R Cultuur, sport en recreatie;2010;107.4;18.2
724;Totaal mannen en vrouwen;Herkomst: autochtoon;Totaal;S Overige dienstverlening;2010;119.5;19.2
725;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: lager onderwijs;A-U Alle economische activiteiten;2010;1580.6;14.6
726;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: lager onderwijs;A-F Landbouw en nijverheid;2010;362.7;16.5
727;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: lager onderwijs;A Landbouw, bosbouw en visserij;2010;36.3;13.1
728;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: lager onderwijs;B-F Nijverheid en energie;2010;326.4;16.8
729;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: lager onderwijs;B-E Nijverheid (geen bouw) en energie;2010;217.7;15.9
730;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: lager onderwijs;B Delfstoffenwinning;2010;0.0;0.0
731;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: lager onderwijs;C Industrie;2010;203.4;15.7
732;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: lager onderwijs;D Energievoorziening;2010;0.0;0.0
