ID;Geslacht;Persoonskenmerken;Onderwijsvolgend;KenmerkenArbeid;Uitkering;IngeschrevenUWVWerkbedrijf;Perioden;Jongeren15Tot27Jaar_1
3225;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: werkzame beroepsbevolking;Met uitkering sociale zekerheid;Niet ingeschreven bij UWV werkbedrijf;2010;2100
3226;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: werkzame beroepsbevolking;Met uitkering sociale zekerheid;Niet ingeschreven bij UWV werkbedrijf;2011;2300
3227;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: werkzame beroepsbevolking;Met uitkering sociale zekerheid;Niet ingeschreven bij UWV werkbedrijf;2012;1900
3228;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: werkzame beroepsbevolking;Met uitkering sociale zekerheid;Niet ingeschreven bij UWV werkbedrijf;2013;1600
3229;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: werkzame beroepsbevolking;Met uitkering sociale zekerheid;Niet ingeschreven bij UWV werkbedrijf;2014;1300
3230;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: werkzame beroepsbevolking;Met uitkering sociale zekerheid;Niet ingeschreven bij UWV werkbedrijf;2015;900
3231;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: werkzame beroepsbevolking;Met uitkering sociale zekerheid;Niet ingeschreven bij UWV werkbedrijf;2016;500
3232;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: werkzame beroepsbevolking;Met uitkering sociale zekerheid;Niet ingeschreven bij UWV werkbedrijf;2017;400
3233;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: werkzame beroepsbevolking;Met uitkering sociale zekerheid;Niet ingeschreven bij UWV werkbedrijf;2018;500
3234;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: werkzame beroepsbevolking;Zonder uitkering sociale zekerheid;Totaal;2005;410800
3235;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: werkzame beroepsbevolking;Zonder uitkering sociale zekerheid;Totaal;2006;427600
3236;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: werkzame beroepsbevolking;Zonder uitkering sociale zekerheid;Totaal;2007;466300
3237;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: werkzame beroepsbevolking;Zonder uitkering sociale zekerheid;Totaal;2008;486000
3238;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: werkzame beroepsbevolking;Zonder uitkering sociale zekerheid;Totaal;2009;471100
3239;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: werkzame beroepsbevolking;Zonder uitkering sociale zekerheid;Totaal;2010;467800
3240;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: werkzame beroepsbevolking;Zonder uitkering sociale zekerheid;Totaal;2011;473200
3241;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: werkzame beroepsbevolking;Zonder uitkering sociale zekerheid;Totaal;2012;453700
3242;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: werkzame beroepsbevolking;Zonder uitkering sociale zekerheid;Totaal;2013;444400
3243;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: werkzame beroepsbevolking;Zonder uitkering sociale zekerheid;Totaal;2014;451300
3244;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: werkzame beroepsbevolking;Zonder uitkering sociale zekerheid;Totaal;2015;471300
3245;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: werkzame beroepsbevolking;Zonder uitkering sociale zekerheid;Totaal;2016;501600
3246;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: werkzame beroepsbevolking;Zonder uitkering sociale zekerheid;Totaal;2017;537700
3247;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: werkzame beroepsbevolking;Zonder uitkering sociale zekerheid;Totaal;2018;566800
3248;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: werkzame beroepsbevolking;Zonder uitkering sociale zekerheid;Ingeschreven bij UWV werkbedrijf;2005;2500
3249;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: werkzame beroepsbevolking;Zonder uitkering sociale zekerheid;Ingeschreven bij UWV werkbedrijf;2006;2100
3250;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: werkzame beroepsbevolking;Zonder uitkering sociale zekerheid;Ingeschreven bij UWV werkbedrijf;2007;1800
3251;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: werkzame beroepsbevolking;Zonder uitkering sociale zekerheid;Ingeschreven bij UWV werkbedrijf;2008;2300
3252;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: werkzame beroepsbevolking;Zonder uitkering sociale zekerheid;Ingeschreven bij UWV werkbedrijf;2009;2900
3253;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: werkzame beroepsbevolking;Zonder uitkering sociale zekerheid;Ingeschreven bij UWV werkbedrijf;2010;2500
3254;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: werkzame beroepsbevolking;Zonder uitkering sociale zekerheid;Ingeschreven bij UWV werkbedrijf;2011;2300
3255;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: werkzame beroepsbevolking;Zonder uitkering sociale zekerheid;Ingeschreven bij UWV werkbedrijf;2012;2000
3256;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: werkzame beroepsbevolking;Zonder uitkering sociale zekerheid;Ingeschreven bij UWV werkbedrijf;2013;1800
3257;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: werkzame beroepsbevolking;Zonder uitkering sociale zekerheid;Ingeschreven bij UWV werkbedrijf;2014;800
3258;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: werkzame beroepsbevolking;Zonder uitkering sociale zekerheid;Ingeschreven bij UWV werkbedrijf;2015;700
3259;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: werkzame beroepsbevolking;Zonder uitkering sociale zekerheid;Ingeschreven bij UWV werkbedrijf;2016;2000
3260;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: werkzame beroepsbevolking;Zonder uitkering sociale zekerheid;Ingeschreven bij UWV werkbedrijf;2017;1800
3261;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: werkzame beroepsbevolking;Zonder uitkering sociale zekerheid;Ingeschreven bij UWV werkbedrijf;2018;2000
3262;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: werkzame beroepsbevolking;Zonder uitkering sociale zekerheid;Niet ingeschreven bij UWV werkbedrijf;2005;408300
3263;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: werkzame beroepsbevolking;Zonder uitkering sociale zekerheid;Niet ingeschreven bij UWV werkbedrijf;2006;425500
3264;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: werkzame beroepsbevolking;Zonder uitkering sociale zekerheid;Niet ingeschreven bij UWV werkbedrijf;2007;464400
3265;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: werkzame beroepsbevolking;Zonder uitkering sociale zekerheid;Niet ingeschreven bij UWV werkbedrijf;2008;483700
3266;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: werkzame beroepsbevolking;Zonder uitkering sociale zekerheid;Niet ingeschreven bij UWV werkbedrijf;2009;468200
3267;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: werkzame beroepsbevolking;Zonder uitkering sociale zekerheid;Niet ingeschreven bij UWV werkbedrijf;2010;465200
3268;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: werkzame beroepsbevolking;Zonder uitkering sociale zekerheid;Niet ingeschreven bij UWV werkbedrijf;2011;470900
3269;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: werkzame beroepsbevolking;Zonder uitkering sociale zekerheid;Niet ingeschreven bij UWV werkbedrijf;2012;451700
3270;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: werkzame beroepsbevolking;Zonder uitkering sociale zekerheid;Niet ingeschreven bij UWV werkbedrijf;2013;442600
3271;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: werkzame beroepsbevolking;Zonder uitkering sociale zekerheid;Niet ingeschreven bij UWV werkbedrijf;2014;450500
3272;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: werkzame beroepsbevolking;Zonder uitkering sociale zekerheid;Niet ingeschreven bij UWV werkbedrijf;2015;470600
3273;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: werkzame beroepsbevolking;Zonder uitkering sociale zekerheid;Niet ingeschreven bij UWV werkbedrijf;2016;499500
3274;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: werkzame beroepsbevolking;Zonder uitkering sociale zekerheid;Niet ingeschreven bij UWV werkbedrijf;2017;535900
3275;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: werkzame beroepsbevolking;Zonder uitkering sociale zekerheid;Niet ingeschreven bij UWV werkbedrijf;2018;564800
3276;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Totaal met of zonder uitkering;Totaal;2005;461800
3277;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Totaal met of zonder uitkering;Totaal;2006;458100
3278;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Totaal met of zonder uitkering;Totaal;2007;428700
3279;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Totaal met of zonder uitkering;Totaal;2008;412600
3280;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Totaal met of zonder uitkering;Totaal;2009;445000
3281;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Totaal met of zonder uitkering;Totaal;2010;448500
3282;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Totaal met of zonder uitkering;Totaal;2011;438000
3283;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Totaal met of zonder uitkering;Totaal;2012;450300
3284;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Totaal met of zonder uitkering;Totaal;2013;467700
3285;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Totaal met of zonder uitkering;Totaal;2014;469000
3286;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Totaal met of zonder uitkering;Totaal;2015;456700
3287;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Totaal met of zonder uitkering;Totaal;2016;442700
3288;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Totaal met of zonder uitkering;Totaal;2017;418500
3289;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Totaal met of zonder uitkering;Totaal;2018;391500
3290;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Totaal met of zonder uitkering;Ingeschreven bij UWV werkbedrijf;2005;3000
3291;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Totaal met of zonder uitkering;Ingeschreven bij UWV werkbedrijf;2006;2000
3292;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Totaal met of zonder uitkering;Ingeschreven bij UWV werkbedrijf;2007;1700
3293;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Totaal met of zonder uitkering;Ingeschreven bij UWV werkbedrijf;2008;1400
3294;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Totaal met of zonder uitkering;Ingeschreven bij UWV werkbedrijf;2009;2100
3295;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Totaal met of zonder uitkering;Ingeschreven bij UWV werkbedrijf;2010;1800
3296;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Totaal met of zonder uitkering;Ingeschreven bij UWV werkbedrijf;2011;1500
3297;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Totaal met of zonder uitkering;Ingeschreven bij UWV werkbedrijf;2012;1400
3298;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Totaal met of zonder uitkering;Ingeschreven bij UWV werkbedrijf;2013;1700
3299;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Totaal met of zonder uitkering;Ingeschreven bij UWV werkbedrijf;2014;1000
3300;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Totaal met of zonder uitkering;Ingeschreven bij UWV werkbedrijf;2015;1300
3301;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Totaal met of zonder uitkering;Ingeschreven bij UWV werkbedrijf;2016;2900
3302;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Totaal met of zonder uitkering;Ingeschreven bij UWV werkbedrijf;2017;3200
3303;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Totaal met of zonder uitkering;Ingeschreven bij UWV werkbedrijf;2018;3200
3304;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Totaal met of zonder uitkering;Niet ingeschreven bij UWV werkbedrijf;2005;458800
3305;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Totaal met of zonder uitkering;Niet ingeschreven bij UWV werkbedrijf;2006;456100
3306;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Totaal met of zonder uitkering;Niet ingeschreven bij UWV werkbedrijf;2007;427000
3307;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Totaal met of zonder uitkering;Niet ingeschreven bij UWV werkbedrijf;2008;411300
3308;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Totaal met of zonder uitkering;Niet ingeschreven bij UWV werkbedrijf;2009;443000
3309;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Totaal met of zonder uitkering;Niet ingeschreven bij UWV werkbedrijf;2010;446700
3310;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Totaal met of zonder uitkering;Niet ingeschreven bij UWV werkbedrijf;2011;436500
3311;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Totaal met of zonder uitkering;Niet ingeschreven bij UWV werkbedrijf;2012;448900
3312;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Totaal met of zonder uitkering;Niet ingeschreven bij UWV werkbedrijf;2013;466100
3313;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Totaal met of zonder uitkering;Niet ingeschreven bij UWV werkbedrijf;2014;468000
3314;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Totaal met of zonder uitkering;Niet ingeschreven bij UWV werkbedrijf;2015;455400
3315;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Totaal met of zonder uitkering;Niet ingeschreven bij UWV werkbedrijf;2016;439800
3316;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Totaal met of zonder uitkering;Niet ingeschreven bij UWV werkbedrijf;2017;415300
3317;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Totaal met of zonder uitkering;Niet ingeschreven bij UWV werkbedrijf;2018;388400
3318;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Met uitkering sociale zekerheid;Totaal;2005;2500
3319;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Met uitkering sociale zekerheid;Totaal;2006;2500
3320;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Met uitkering sociale zekerheid;Totaal;2007;4300
3321;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Met uitkering sociale zekerheid;Totaal;2008;3600
3322;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Met uitkering sociale zekerheid;Totaal;2009;7500
3323;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Met uitkering sociale zekerheid;Totaal;2010;7600
3324;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Met uitkering sociale zekerheid;Totaal;2011;7000
3325;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Met uitkering sociale zekerheid;Totaal;2012;6700
3326;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Met uitkering sociale zekerheid;Totaal;2013;6800
3327;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Met uitkering sociale zekerheid;Totaal;2014;6200
3328;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Met uitkering sociale zekerheid;Totaal;2015;3400
3329;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Met uitkering sociale zekerheid;Totaal;2016;1800
3330;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Met uitkering sociale zekerheid;Totaal;2017;1600
3331;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Met uitkering sociale zekerheid;Totaal;2018;1500
3332;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Met uitkering sociale zekerheid;Ingeschreven bij UWV werkbedrijf;2005;600
3333;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Met uitkering sociale zekerheid;Ingeschreven bij UWV werkbedrijf;2006;400
3334;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Met uitkering sociale zekerheid;Ingeschreven bij UWV werkbedrijf;2007;300
3335;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Met uitkering sociale zekerheid;Ingeschreven bij UWV werkbedrijf;2008;200
3336;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Met uitkering sociale zekerheid;Ingeschreven bij UWV werkbedrijf;2009;500
3337;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Met uitkering sociale zekerheid;Ingeschreven bij UWV werkbedrijf;2010;400
3338;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Met uitkering sociale zekerheid;Ingeschreven bij UWV werkbedrijf;2011;300
3339;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Met uitkering sociale zekerheid;Ingeschreven bij UWV werkbedrijf;2012;300
3340;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Met uitkering sociale zekerheid;Ingeschreven bij UWV werkbedrijf;2013;400
3341;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Met uitkering sociale zekerheid;Ingeschreven bij UWV werkbedrijf;2014;200
3342;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Met uitkering sociale zekerheid;Ingeschreven bij UWV werkbedrijf;2015;400
3343;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Met uitkering sociale zekerheid;Ingeschreven bij UWV werkbedrijf;2016;500
3344;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Met uitkering sociale zekerheid;Ingeschreven bij UWV werkbedrijf;2017;800
3345;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Met uitkering sociale zekerheid;Ingeschreven bij UWV werkbedrijf;2018;800
3346;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Met uitkering sociale zekerheid;Niet ingeschreven bij UWV werkbedrijf;2005;1900
3347;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Met uitkering sociale zekerheid;Niet ingeschreven bij UWV werkbedrijf;2006;2200
3348;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Met uitkering sociale zekerheid;Niet ingeschreven bij UWV werkbedrijf;2007;4000
3349;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Met uitkering sociale zekerheid;Niet ingeschreven bij UWV werkbedrijf;2008;3300
3350;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Met uitkering sociale zekerheid;Niet ingeschreven bij UWV werkbedrijf;2009;7000
3351;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Met uitkering sociale zekerheid;Niet ingeschreven bij UWV werkbedrijf;2010;7200
3352;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Met uitkering sociale zekerheid;Niet ingeschreven bij UWV werkbedrijf;2011;6700
3353;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Met uitkering sociale zekerheid;Niet ingeschreven bij UWV werkbedrijf;2012;6400
3354;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;Volgt formeel onderwijs;Arb.pos.: niet-werkzame bevolking;Met uitkering sociale zekerheid;Niet ingeschreven bij UWV werkbedrijf;2013;6400
