ID;Geslacht;Migratieachtergrond;Regiokenmerken;Perioden;LeerlingenSpeciaalBasisonderwijs_1;TotaalLeerlingenBasisonderwijs_2;TotaalLeerlingenAchterstandscategorie_3;Achterstandscategorie030_4;Achterstandscategorie120_5;LeerlingenGeenAchterstandscategorie_6;LeerlingenSpeciaalBasisonderwijs_7
648;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Oost-Nederland (LD);2021/'22;43479;41903;;;;;1576
649;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;West-Nederland (LD);2011/'12;168106;162893;57282.0;13769.0;43513.0;105611.0;5213
650;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;West-Nederland (LD);2012/'13;166465;161445;53785.0;12981.0;40804.0;107660.0;5020
651;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;West-Nederland (LD);2013/'14;164680;159834;49462.0;11800.0;37662.0;110372.0;4846
652;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;West-Nederland (LD);2014/'15;163715;158988;45013.0;10503.0;34510.0;113975.0;4727
653;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;West-Nederland (LD);2015/'16;164599;160050;41698.0;9876.0;31822.0;118352.0;4549
654;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;West-Nederland (LD);2016/'17;166029;161516;38841.0;9324.0;29517.0;122675.0;4513
655;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;West-Nederland (LD);2017/'18;167414;162783;37482.0;9157.0;28325.0;125301.0;4631
656;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;West-Nederland (LD);2018/'19;168924;164049;36049.0;8800.0;27249.0;128000.0;4875
657;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;West-Nederland (LD);2019/'20;169911;164718;;;;;5193
658;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;West-Nederland (LD);2020/'21;169835;164482;;;;;5353
659;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;West-Nederland (LD);2021/'22;169461;164066;;;;;5395
660;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Zuid-Nederland (LD);2011/'12;37328;35862;13734.0;3657.0;10077.0;22128.0;1466
661;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Zuid-Nederland (LD);2012/'13;36932;35504;12964.0;3452.0;9512.0;22540.0;1428
662;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Zuid-Nederland (LD);2013/'14;36659;35305;11973.0;2936.0;9037.0;23332.0;1354
663;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Zuid-Nederland (LD);2014/'15;36521;35228;11399.0;2708.0;8691.0;23829.0;1293
664;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Zuid-Nederland (LD);2015/'16;36940;35716;10889.0;2573.0;8316.0;24827.0;1224
665;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Zuid-Nederland (LD);2016/'17;37301;36108;10545.0;2532.0;8013.0;25563.0;1193
666;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Zuid-Nederland (LD);2017/'18;38108;36958;10544.0;2563.0;7981.0;26414.0;1150
667;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Zuid-Nederland (LD);2018/'19;38569;37390;10236.0;2441.0;7795.0;27154.0;1179
668;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Zuid-Nederland (LD);2019/'20;38937;37732;;;;;1205
669;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Zuid-Nederland (LD);2020/'21;39053;37822;;;;;1231
670;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Zuid-Nederland (LD);2021/'22;39156;37852;;;;;1304
671;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Niet in te delen (LD);2011/'12;606;587;221.0;88.0;133.0;366.0;19
672;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Niet in te delen (LD);2012/'13;680;655;245.0;87.0;158.0;410.0;25
673;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Niet in te delen (LD);2013/'14;763;735;248.0;81.0;167.0;487.0;28
674;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Niet in te delen (LD);2014/'15;758;734;270.0;99.0;171.0;464.0;24
675;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Niet in te delen (LD);2015/'16;689;656;239.0;69.0;170.0;417.0;33
676;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Niet in te delen (LD);2016/'17;717;692;209.0;64.0;145.0;483.0;25
677;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Niet in te delen (LD);2017/'18;686;673;190.0;54.0;136.0;483.0;13
678;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Niet in te delen (LD);2018/'19;696;680;204.0;47.0;157.0;476.0;16
679;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Niet in te delen (LD);2019/'20;668;653;;;;;15
680;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Niet in te delen (LD);2020/'21;640;623;;;;;17
681;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Niet in te delen (LD);2021/'22;701;686;;;;;15
682;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Vier grootste gemeenten (G4);2011/'12;89574;87014;35292.0;7911.0;27381.0;51722.0;2560
683;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Vier grootste gemeenten (G4);2012/'13;88032;85643;32688.0;7369.0;25319.0;52955.0;2389
684;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Vier grootste gemeenten (G4);2013/'14;86554;84243;29764.0;6621.0;23143.0;54479.0;2311
685;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Vier grootste gemeenten (G4);2014/'15;85212;82998;26399.0;5711.0;20688.0;56599.0;2214
686;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Vier grootste gemeenten (G4);2015/'16;84461;82364;23814.0;5235.0;18579.0;58550.0;2097
687;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Vier grootste gemeenten (G4);2016/'17;83874;81867;21527.0;4807.0;16720.0;60340.0;2007
688;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Vier grootste gemeenten (G4);2017/'18;82929;80873;19908.0;4576.0;15332.0;60965.0;2056
689;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Vier grootste gemeenten (G4);2018/'19;82547;80327;18805.0;4452.0;14353.0;61522.0;2220
690;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Vier grootste gemeenten (G4);2019/'20;81801;79416;;;;;2385
691;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Vier grootste gemeenten (G4);2020/'21;80094;77655;;;;;2439
692;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Vier grootste gemeenten (G4);2021/'22;78067;75675;;;;;2392
693;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Gemeenten >=100 000 inwoners (excl. G4);2011/'12;59990;57689;17374.0;4727.0;12647.0;40315.0;2301
694;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Gemeenten >=100 000 inwoners (excl. G4);2012/'13;60678;58299;16624.0;4532.0;12092.0;41675.0;2379
695;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Gemeenten >=100 000 inwoners (excl. G4);2013/'14;61706;59413;15905.0;4159.0;11746.0;43508.0;2293
696;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Gemeenten >=100 000 inwoners (excl. G4);2014/'15;65689;63285;15776.0;4155.0;11621.0;47509.0;2404
697;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Gemeenten >=100 000 inwoners (excl. G4);2015/'16;67198;64930;15060.0;4008.0;11052.0;49870.0;2268
698;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Gemeenten >=100 000 inwoners (excl. G4);2016/'17;67606;65321;14153.0;3749.0;10404.0;51168.0;2285
699;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Gemeenten >=100 000 inwoners (excl. G4);2017/'18;68304;66005;13775.0;3650.0;10125.0;52230.0;2299
700;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Gemeenten >=100 000 inwoners (excl. G4);2018/'19;69176;66853;13290.0;3522.0;9768.0;53563.0;2323
701;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Gemeenten >=100 000 inwoners (excl. G4);2019/'20;70150;67702;;;;;2448
702;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Gemeenten >=100 000 inwoners (excl. G4);2020/'21;71847;69315;;;;;2532
703;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Gemeenten >=100 000 inwoners (excl. G4);2021/'22;71943;69344;;;;;2599
704;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Gemeenten < 100 000 inwoners;2011/'12;108959;105109;33684.0;9176.0;24508.0;71425.0;3850
705;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Gemeenten < 100 000 inwoners;2012/'13;107685;103951;31908.0;8599.0;23309.0;72043.0;3734
706;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Gemeenten < 100 000 inwoners;2013/'14;105381;101821;29443.0;7640.0;21803.0;72378.0;3560
707;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Gemeenten < 100 000 inwoners;2014/'15;101593;98248;27062.0;6787.0;20275.0;71186.0;3345
708;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Gemeenten < 100 000 inwoners;2015/'16;102549;99348;25784.0;6430.0;19354.0;73564.0;3201
709;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Gemeenten < 100 000 inwoners;2016/'17;105442;102241;25827.0;6461.0;19366.0;76414.0;3201
710;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Gemeenten < 100 000 inwoners;2017/'18;109733;106492;27042.0;6810.0;20232.0;79450.0;3241
711;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Gemeenten < 100 000 inwoners;2018/'19;111866;108465;26767.0;6602.0;20165.0;81698.0;3401
712;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Gemeenten < 100 000 inwoners;2019/'20;113538;109972;;;;;3566
713;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Gemeenten < 100 000 inwoners;2020/'21;113734;110103;;;;;3631
714;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Gemeenten < 100 000 inwoners;2021/'22;116097;112301;;;;;3796
715;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;"Gemeenten; niet in te delen";2011/'12;606;587;221.0;88.0;133.0;366.0;19
716;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;"Gemeenten; niet in te delen";2012/'13;680;655;245.0;87.0;158.0;410.0;25
717;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;"Gemeenten; niet in te delen";2013/'14;763;735;248.0;81.0;167.0;487.0;28
718;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;"Gemeenten; niet in te delen";2014/'15;758;734;270.0;99.0;171.0;464.0;24
719;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;"Gemeenten; niet in te delen";2015/'16;689;656;239.0;69.0;170.0;417.0;33
720;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;"Gemeenten; niet in te delen";2016/'17;717;692;209.0;64.0;145.0;483.0;25
721;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;"Gemeenten; niet in te delen";2017/'18;686;673;190.0;54.0;136.0;483.0;13
722;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;"Gemeenten; niet in te delen";2018/'19;696;680;204.0;47.0;157.0;476.0;16
723;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;"Gemeenten; niet in te delen";2019/'20;668;653;;;;;15
724;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;"Gemeenten; niet in te delen";2020/'21;640;623;;;;;17
725;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;"Gemeenten; niet in te delen";2021/'22;701;686;;;;;15
726;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Amsterdam;2011/'12;32225;31352;12295.0;3061.0;9234.0;19057.0;873
727;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Amsterdam;2012/'13;31671;30875;11412.0;2846.0;8566.0;19463.0;796
728;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Amsterdam;2013/'14;31146;30423;10246.0;2536.0;7710.0;20177.0;723
729;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Amsterdam;2014/'15;30654;29966;8888.0;2159.0;6729.0;21078.0;688
730;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Amsterdam;2015/'16;30167;29502;7886.0;1931.0;5955.0;21616.0;665
731;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Amsterdam;2016/'17;29767;29137;6981.0;1670.0;5311.0;22156.0;630
732;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Amsterdam;2017/'18;29024;28394;6461.0;1598.0;4863.0;21933.0;630
733;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Amsterdam;2018/'19;28580;27902;6136.0;1552.0;4584.0;21766.0;678
734;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Amsterdam;2019/'20;28261;27524;;;;;737
735;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Amsterdam;2020/'21;27518;26776;;;;;742
736;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Amsterdam;2021/'22;26593;25859;;;;;734
737;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;'s-Gravenhage;2011/'12;20847;20324;8080.0;1507.0;6573.0;12244.0;523
738;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;'s-Gravenhage;2012/'13;20518;19994;7481.0;1378.0;6103.0;12513.0;524
739;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;'s-Gravenhage;2013/'14;20312;19774;6761.0;1208.0;5553.0;13013.0;538
740;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;'s-Gravenhage;2014/'15;19995;19478;6121.0;1089.0;5032.0;13357.0;517
741;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;'s-Gravenhage;2015/'16;20053;19548;5655.0;1033.0;4622.0;13893.0;505
742;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;'s-Gravenhage;2016/'17;20029;19508;5025.0;950.0;4075.0;14483.0;521
743;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;'s-Gravenhage;2017/'18;20016;19459;4643.0;908.0;3735.0;14816.0;557
744;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;'s-Gravenhage;2018/'19;20139;19525;4400.0;891.0;3509.0;15125.0;614
745;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;'s-Gravenhage;2019/'20;19961;19303;;;;;658
746;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;'s-Gravenhage;2020/'21;19604;18938;;;;;666
747;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;'s-Gravenhage;2021/'22;19243;18599;;;;;644
748;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Rotterdam;2011/'12;27014;26088;11083.0;2795.0;8288.0;15005.0;926
749;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Rotterdam;2012/'13;26308;25472;10245.0;2628.0;7617.0;15227.0;836
750;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Rotterdam;2013/'14;25556;24761;9379.0;2378.0;7001.0;15382.0;795
751;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Rotterdam;2014/'15;25075;24331;8247.0;1960.0;6287.0;16084.0;744
752;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Rotterdam;2015/'16;24816;24161;7435.0;1784.0;5651.0;16726.0;655
753;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Rotterdam;2016/'17;24551;23979;6857.0;1704.0;5153.0;17122.0;572
754;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Rotterdam;2017/'18;24326;23757;6361.0;1594.0;4767.0;17396.0;569
755;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Rotterdam;2018/'19;24246;23652;5976.0;1549.0;4427.0;17676.0;594
756;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Rotterdam;2019/'20;24037;23409;;;;;628
757;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Rotterdam;2020/'21;23543;22867;;;;;676
758;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Rotterdam;2021/'22;23006;22339;;;;;667
759;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Utrecht;2011/'12;9488;9250;3834.0;548.0;3286.0;5416.0;238
760;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Utrecht;2012/'13;9535;9302;3550.0;517.0;3033.0;5752.0;233
761;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Utrecht;2013/'14;9540;9285;3378.0;499.0;2879.0;5907.0;255
762;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Utrecht;2014/'15;9488;9223;3143.0;503.0;2640.0;6080.0;265
763;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Utrecht;2015/'16;9425;9153;2838.0;487.0;2351.0;6315.0;272
764;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Utrecht;2016/'17;9527;9243;2664.0;483.0;2181.0;6579.0;284
765;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Utrecht;2017/'18;9563;9263;2443.0;476.0;1967.0;6820.0;300
766;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Utrecht;2018/'19;9582;9248;2293.0;460.0;1833.0;6955.0;334
767;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Utrecht;2019/'20;9542;9180;;;;;362
768;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Utrecht;2020/'21;9429;9074;;;;;355
769;Totaal mannen en vrouwen;Niet-westerse migratieachtergrond;Utrecht;2021/'22;9225;8878;;;;;347
770;Totaal mannen en vrouwen;Onbekende migratieachtergrond;Nederland;2011/'12;5708;5601;2051.0;383.0;1668.0;3550.0;107
771;Totaal mannen en vrouwen;Onbekende migratieachtergrond;Nederland;2012/'13;5663;5564;1925.0;364.0;1561.0;3639.0;99
772;Totaal mannen en vrouwen;Onbekende migratieachtergrond;Nederland;2013/'14;5886;5768;1885.0;325.0;1560.0;3883.0;118
773;Totaal mannen en vrouwen;Onbekende migratieachtergrond;Nederland;2014/'15;5950;5836;1863.0;360.0;1503.0;3973.0;114
774;Totaal mannen en vrouwen;Onbekende migratieachtergrond;Nederland;2015/'16;6125;6044;1744.0;385.0;1359.0;4300.0;81
775;Totaal mannen en vrouwen;Onbekende migratieachtergrond;Nederland;2016/'17;5640;5571;1558.0;368.0;1190.0;4013.0;69
776;Totaal mannen en vrouwen;Onbekende migratieachtergrond;Nederland;2017/'18;4077;4021;960.0;297.0;663.0;3061.0;56
777;Totaal mannen en vrouwen;Onbekende migratieachtergrond;Nederland;2018/'19;3697;3640;994.0;250.0;744.0;2646.0;57
778;Totaal mannen en vrouwen;Onbekende migratieachtergrond;Nederland;2019/'20;3848;3782;;;;;66
779;Totaal mannen en vrouwen;Onbekende migratieachtergrond;Nederland;2020/'21;3347;3306;;;;;41
780;Totaal mannen en vrouwen;Onbekende migratieachtergrond;Nederland;2021/'22;3246;3208;;;;;38
781;Totaal mannen en vrouwen;Onbekende migratieachtergrond;Noord-Nederland (LD);2011/'12;308;300;178.0;19.0;159.0;122.0;8
782;Totaal mannen en vrouwen;Onbekende migratieachtergrond;Noord-Nederland (LD);2012/'13;345;340;212.0;16.0;196.0;128.0;5
783;Totaal mannen en vrouwen;Onbekende migratieachtergrond;Noord-Nederland (LD);2013/'14;431;424;291.0;25.0;266.0;133.0;7
784;Totaal mannen en vrouwen;Onbekende migratieachtergrond;Noord-Nederland (LD);2014/'15;500;494;361.0;34.0;327.0;133.0;6
785;Totaal mannen en vrouwen;Onbekende migratieachtergrond;Noord-Nederland (LD);2015/'16;578;574;338.0;44.0;294.0;236.0;4
786;Totaal mannen en vrouwen;Onbekende migratieachtergrond;Noord-Nederland (LD);2016/'17;565;561;336.0;65.0;271.0;225.0;4
787;Totaal mannen en vrouwen;Onbekende migratieachtergrond;Noord-Nederland (LD);2017/'18;393;390;197.0;44.0;153.0;193.0;3
788;Totaal mannen en vrouwen;Onbekende migratieachtergrond;Noord-Nederland (LD);2018/'19;420;417;192.0;25.0;167.0;225.0;3
789;Totaal mannen en vrouwen;Onbekende migratieachtergrond;Noord-Nederland (LD);2019/'20;414;411;;;;;3
790;Totaal mannen en vrouwen;Onbekende migratieachtergrond;Noord-Nederland (LD);2020/'21;383;382;;;;;1
791;Totaal mannen en vrouwen;Onbekende migratieachtergrond;Noord-Nederland (LD);2021/'22;366;365;;;;;1
792;Totaal mannen en vrouwen;Onbekende migratieachtergrond;Oost-Nederland (LD);2011/'12;526;522;276.0;34.0;242.0;246.0;4
793;Totaal mannen en vrouwen;Onbekende migratieachtergrond;Oost-Nederland (LD);2012/'13;457;446;245.0;31.0;214.0;201.0;11
794;Totaal mannen en vrouwen;Onbekende migratieachtergrond;Oost-Nederland (LD);2013/'14;487;475;262.0;25.0;237.0;213.0;12
795;Totaal mannen en vrouwen;Onbekende migratieachtergrond;Oost-Nederland (LD);2014/'15;463;456;200.0;28.0;172.0;256.0;7
796;Totaal mannen en vrouwen;Onbekende migratieachtergrond;Oost-Nederland (LD);2015/'16;607;604;268.0;49.0;219.0;336.0;3
797;Totaal mannen en vrouwen;Onbekende migratieachtergrond;Oost-Nederland (LD);2016/'17;551;548;267.0;44.0;223.0;281.0;3
798;Totaal mannen en vrouwen;Onbekende migratieachtergrond;Oost-Nederland (LD);2017/'18;358;353;156.0;30.0;126.0;197.0;5
799;Totaal mannen en vrouwen;Onbekende migratieachtergrond;Oost-Nederland (LD);2018/'19;377;373;177.0;30.0;147.0;196.0;4
800;Totaal mannen en vrouwen;Onbekende migratieachtergrond;Oost-Nederland (LD);2019/'20;368;364;;;;;4
801;Totaal mannen en vrouwen;Onbekende migratieachtergrond;Oost-Nederland (LD);2020/'21;392;387;;;;;5
802;Totaal mannen en vrouwen;Onbekende migratieachtergrond;Oost-Nederland (LD);2021/'22;473;469;;;;;4
803;Totaal mannen en vrouwen;Onbekende migratieachtergrond;West-Nederland (LD);2011/'12;2543;2499;1091.0;205.0;886.0;1408.0;44
804;Totaal mannen en vrouwen;Onbekende migratieachtergrond;West-Nederland (LD);2012/'13;2514;2476;1014.0;206.0;808.0;1462.0;38
805;Totaal mannen en vrouwen;Onbekende migratieachtergrond;West-Nederland (LD);2013/'14;2433;2376;874.0;166.0;708.0;1502.0;57
806;Totaal mannen en vrouwen;Onbekende migratieachtergrond;West-Nederland (LD);2014/'15;2301;2244;764.0;165.0;599.0;1480.0;57
807;Totaal mannen en vrouwen;Onbekende migratieachtergrond;West-Nederland (LD);2015/'16;2188;2151;644.0;165.0;479.0;1507.0;37
808;Totaal mannen en vrouwen;Onbekende migratieachtergrond;West-Nederland (LD);2016/'17;1977;1945;557.0;141.0;416.0;1388.0;32
809;Totaal mannen en vrouwen;Onbekende migratieachtergrond;West-Nederland (LD);2017/'18;1556;1528;377.0;138.0;239.0;1151.0;28
810;Totaal mannen en vrouwen;Onbekende migratieachtergrond;West-Nederland (LD);2018/'19;1170;1148;376.0;128.0;248.0;772.0;22
811;Totaal mannen en vrouwen;Onbekende migratieachtergrond;West-Nederland (LD);2019/'20;1337;1310;;;;;27
812;Totaal mannen en vrouwen;Onbekende migratieachtergrond;West-Nederland (LD);2020/'21;1415;1396;;;;;19
813;Totaal mannen en vrouwen;Onbekende migratieachtergrond;West-Nederland (LD);2021/'22;1379;1356;;;;;23
814;Totaal mannen en vrouwen;Onbekende migratieachtergrond;Zuid-Nederland (LD);2011/'12;700;694;311.0;54.0;257.0;383.0;6
815;Totaal mannen en vrouwen;Onbekende migratieachtergrond;Zuid-Nederland (LD);2012/'13;670;666;271.0;39.0;232.0;395.0;4
816;Totaal mannen en vrouwen;Onbekende migratieachtergrond;Zuid-Nederland (LD);2013/'14;774;770;285.0;37.0;248.0;485.0;4
817;Totaal mannen en vrouwen;Onbekende migratieachtergrond;Zuid-Nederland (LD);2014/'15;900;893;395.0;73.0;322.0;498.0;7
818;Totaal mannen en vrouwen;Onbekende migratieachtergrond;Zuid-Nederland (LD);2015/'16;885;880;357.0;69.0;288.0;523.0;5
819;Totaal mannen en vrouwen;Onbekende migratieachtergrond;Zuid-Nederland (LD);2016/'17;745;739;279.0;62.0;217.0;460.0;6
820;Totaal mannen en vrouwen;Onbekende migratieachtergrond;Zuid-Nederland (LD);2017/'18;457;454;131.0;37.0;94.0;323.0;3
821;Totaal mannen en vrouwen;Onbekende migratieachtergrond;Zuid-Nederland (LD);2018/'19;446;441;163.0;30.0;133.0;278.0;5
822;Totaal mannen en vrouwen;Onbekende migratieachtergrond;Zuid-Nederland (LD);2019/'20;594;586;;;;;8
823;Totaal mannen en vrouwen;Onbekende migratieachtergrond;Zuid-Nederland (LD);2020/'21;452;446;;;;;6
824;Totaal mannen en vrouwen;Onbekende migratieachtergrond;Zuid-Nederland (LD);2021/'22;516;512;;;;;4
825;Totaal mannen en vrouwen;Onbekende migratieachtergrond;Niet in te delen (LD);2011/'12;1631;1586;195.0;71.0;124.0;1391.0;45
826;Totaal mannen en vrouwen;Onbekende migratieachtergrond;Niet in te delen (LD);2012/'13;1677;1636;183.0;72.0;111.0;1453.0;41
827;Totaal mannen en vrouwen;Onbekende migratieachtergrond;Niet in te delen (LD);2013/'14;1761;1723;173.0;72.0;101.0;1550.0;38
828;Totaal mannen en vrouwen;Onbekende migratieachtergrond;Niet in te delen (LD);2014/'15;1786;1749;143.0;60.0;83.0;1606.0;37
829;Totaal mannen en vrouwen;Onbekende migratieachtergrond;Niet in te delen (LD);2015/'16;1867;1835;137.0;58.0;79.0;1698.0;32
830;Totaal mannen en vrouwen;Onbekende migratieachtergrond;Niet in te delen (LD);2016/'17;1802;1778;119.0;56.0;63.0;1659.0;24
831;Totaal mannen en vrouwen;Onbekende migratieachtergrond;Niet in te delen (LD);2017/'18;1313;1296;99.0;48.0;51.0;1197.0;17
832;Totaal mannen en vrouwen;Onbekende migratieachtergrond;Niet in te delen (LD);2018/'19;1284;1261;86.0;37.0;49.0;1175.0;23
833;Totaal mannen en vrouwen;Onbekende migratieachtergrond;Niet in te delen (LD);2019/'20;1135;1111;;;;;24
834;Totaal mannen en vrouwen;Onbekende migratieachtergrond;Niet in te delen (LD);2020/'21;705;695;;;;;10
835;Totaal mannen en vrouwen;Onbekende migratieachtergrond;Niet in te delen (LD);2021/'22;512;506;;;;;6
836;Totaal mannen en vrouwen;Onbekende migratieachtergrond;Vier grootste gemeenten (G4);2011/'12;1513;1484;614.0;145.0;469.0;870.0;29
837;Totaal mannen en vrouwen;Onbekende migratieachtergrond;Vier grootste gemeenten (G4);2012/'13;1451;1428;566.0;140.0;426.0;862.0;23
838;Totaal mannen en vrouwen;Onbekende migratieachtergrond;Vier grootste gemeenten (G4);2013/'14;1364;1335;449.0;99.0;350.0;886.0;29
839;Totaal mannen en vrouwen;Onbekende migratieachtergrond;Vier grootste gemeenten (G4);2014/'15;1325;1294;389.0;95.0;294.0;905.0;31
840;Totaal mannen en vrouwen;Onbekende migratieachtergrond;Vier grootste gemeenten (G4);2015/'16;1152;1134;320.0;89.0;231.0;814.0;18
841;Totaal mannen en vrouwen;Onbekende migratieachtergrond;Vier grootste gemeenten (G4);2016/'17;1166;1146;280.0;82.0;198.0;866.0;20
