ID;Geslacht;Leeftijd;SBI93;Herkomstgroepering;Perioden;OndernemersTotaal_1;DirecteurGrootaandeelhouders_2;ZelfstandigenTotaal_3;ZonderBaanAlsWerknemer_4;MetBaanAlsWerknemer_5;OndernemersTotaal_6;DirecteurGrootaandeelhouders_7;ZelfstandigenTotaal_8;ZonderBaanAlsWerknemer_9;MetBaanAlsWerknemer_10
457;Totaal mannen en vrouwen;0;1;3;2006, vrijdag 29 september;1.7;0.0;1.6;1.4;0.2;22.5;;22.2;23.1;15.6
458;Totaal mannen en vrouwen;0;1;3;2007, vrijdag 28 september;1.8;0.0;1.8;1.6;0.2;24.2;;23.9;25.5;12.3
459;Totaal mannen en vrouwen;0;1;3;2008, vrijdag 26 september;2.1;0.1;2.0;1.8;0.2;24.0;36.0;23.7;25.0;12.3
460;Totaal mannen en vrouwen;0;1;4;1999, vrijdag 24 september;2.6;0.1;2.5;2.1;0.4;16.3;26.8;16.0;18.0;6.3
461;Totaal mannen en vrouwen;0;1;4;2000, vrijdag 29 september;2.5;0.1;2.4;2.0;0.4;20.1;27.4;19.9;21.6;11.2
462;Totaal mannen en vrouwen;0;1;4;2001, vrijdag 28 september;2.3;0.1;2.2;1.8;0.4;14.6;28.7;14.2;16.5;2.8
463;Totaal mannen en vrouwen;0;1;4;2002, vrijdag 27 september;2.2;0.1;2.1;1.7;0.4;13.0;28.9;12.4;14.2;4.2
464;Totaal mannen en vrouwen;0;1;4;2003, vrijdag 26 september;2.1;0.1;2.0;1.7;0.4;14.6;30.0;14.0;15.5;7.1
465;Totaal mannen en vrouwen;0;1;4;2004, vrijdag 24 september;2.0;0.1;1.9;1.6;0.3;16.9;28.0;16.4;18.2;7.5
466;Totaal mannen en vrouwen;0;1;4;2005, vrijdag 30 september;2.0;0.1;1.9;1.6;0.3;16.7;28.8;16.3;18.5;5.4
467;Totaal mannen en vrouwen;0;1;4;2006, vrijdag 29 september;1.9;0.1;1.9;1.5;0.3;19.5;37.5;18.8;20.8;9.3
468;Totaal mannen en vrouwen;0;1;4;2007, vrijdag 28 september;1.9;0.1;1.9;1.5;0.4;21.3;39.2;20.6;23.0;10.3
469;Totaal mannen en vrouwen;0;1;4;2008, vrijdag 26 september;1.9;0.1;1.8;1.5;0.3;20.3;43.4;19.5;20.9;12.6
470;Totaal mannen en vrouwen;0;1;5;1999, vrijdag 24 september;2.5;0.1;2.4;2.0;0.4;16.6;26.9;16.2;18.4;6.0
471;Totaal mannen en vrouwen;0;1;5;2000, vrijdag 29 september;2.3;0.1;2.3;1.9;0.4;20.3;27.5;20.0;21.9;11.2
472;Totaal mannen en vrouwen;0;1;5;2001, vrijdag 28 september;2.2;0.1;2.1;1.7;0.4;14.4;28.9;13.9;16.2;2.8
473;Totaal mannen en vrouwen;0;1;5;2002, vrijdag 27 september;2.1;0.1;2.0;1.6;0.4;12.8;28.9;12.2;14.0;4.2
474;Totaal mannen en vrouwen;0;1;5;2003, vrijdag 26 september;2.0;0.1;1.9;1.6;0.3;14.7;28.8;14.2;15.7;6.9
475;Totaal mannen en vrouwen;0;1;5;2004, vrijdag 24 september;1.9;0.1;1.8;1.5;0.3;16.5;26.9;16.1;18.0;6.4
476;Totaal mannen en vrouwen;0;1;5;2005, vrijdag 30 september;1.9;0.1;1.8;1.5;0.3;16.3;29.4;15.9;18.3;4.0
477;Totaal mannen en vrouwen;0;1;5;2006, vrijdag 29 september;1.8;0.1;1.7;1.4;0.3;19.1;38.2;18.4;20.4;9.3
478;Totaal mannen en vrouwen;0;1;5;2007, vrijdag 28 september;1.8;0.1;1.7;1.4;0.3;21.2;41.1;20.4;22.9;9.8
479;Totaal mannen en vrouwen;0;1;5;2008, vrijdag 26 september;1.7;0.1;1.7;1.4;0.3;20.4;45.0;19.5;20.9;13.0
480;Totaal mannen en vrouwen;0;1;6;1999, vrijdag 24 september;0.1;0.0;0.1;0.1;0.0;12.3;;12.1;12.4;
481;Totaal mannen en vrouwen;0;1;6;2000, vrijdag 29 september;0.1;0.0;0.1;0.1;0.0;17.0;;16.8;17.4;
482;Totaal mannen en vrouwen;0;1;6;2001, vrijdag 28 september;0.1;0.0;0.1;0.1;0.0;17.7;;17.8;20.8;
483;Totaal mannen en vrouwen;0;1;6;2002, vrijdag 27 september;0.1;0.0;0.1;0.1;0.0;16.0;;15.7;17.8;
484;Totaal mannen en vrouwen;0;1;6;2003, vrijdag 26 september;0.1;0.0;0.1;0.1;0.0;13.4;;11.8;12.0;
485;Totaal mannen en vrouwen;0;1;6;2004, vrijdag 24 september;0.1;0.0;0.1;0.1;0.0;22.5;;21.5;20.7;
486;Totaal mannen en vrouwen;0;1;6;2005, vrijdag 30 september;0.1;0.0;0.1;0.1;0.0;22.4;;22.5;20.6;
487;Totaal mannen en vrouwen;0;1;6;2006, vrijdag 29 september;0.1;0.0;0.1;0.1;0.0;24.5;;24.2;26.5;
488;Totaal mannen en vrouwen;0;1;6;2007, vrijdag 28 september;0.1;0.0;0.1;0.1;0.0;23.2;;23.2;24.6;
489;Totaal mannen en vrouwen;0;1;6;2008, vrijdag 26 september;0.1;0.0;0.1;0.1;0.0;19.2;;18.8;21.1;
490;Totaal mannen en vrouwen;0;1;7;1999, vrijdag 24 september;3.2;0.1;3.1;2.6;0.5;15.6;26.1;15.3;17.2;5.8
491;Totaal mannen en vrouwen;0;1;7;2000, vrijdag 29 september;3.1;0.1;3.0;2.5;0.5;19.7;27.2;19.5;21.2;10.8
492;Totaal mannen en vrouwen;0;1;7;2001, vrijdag 28 september;2.9;0.1;2.8;2.3;0.5;14.8;28.4;14.3;16.4;3.5
493;Totaal mannen en vrouwen;0;1;7;2002, vrijdag 27 september;2.7;0.1;2.6;2.2;0.5;12.8;27.9;12.3;14.0;4.1
494;Totaal mannen en vrouwen;0;1;7;2003, vrijdag 26 september;2.6;0.1;2.5;2.1;0.4;14.5;29.3;14.0;15.6;6.6
495;Totaal mannen en vrouwen;0;1;7;2004, vrijdag 24 september;2.5;0.1;2.4;2.0;0.4;16.2;28.9;15.8;17.3;7.5
496;Totaal mannen en vrouwen;0;1;7;2005, vrijdag 30 september;2.6;0.1;2.5;2.1;0.4;16.5;29.6;16.1;18.0;6.1
497;Totaal mannen en vrouwen;0;1;7;2006, vrijdag 29 september;2.7;0.1;2.6;2.2;0.4;19.2;35.2;18.6;20.2;10.1
498;Totaal mannen en vrouwen;0;1;7;2007, vrijdag 28 september;2.8;0.1;2.7;2.2;0.5;21.0;38.3;20.4;22.6;9.8
499;Totaal mannen en vrouwen;0;1;7;2008, vrijdag 26 september;2.9;0.1;2.8;2.4;0.4;20.4;41.5;19.7;21.2;11.4
500;Totaal mannen en vrouwen;0;1;8;1999, vrijdag 24 september;0.6;0.0;0.6;0.5;0.1;13.4;;13.2;14.8;4.2
501;Totaal mannen en vrouwen;0;1;8;2000, vrijdag 29 september;0.6;0.0;0.6;0.5;0.1;18.3;;18.2;19.9;8.3
502;Totaal mannen en vrouwen;0;1;8;2001, vrijdag 28 september;0.6;0.0;0.6;0.5;0.1;15.8;;15.5;17.0;6.6
503;Totaal mannen en vrouwen;0;1;8;2002, vrijdag 27 september;0.6;0.0;0.6;0.5;0.1;13.5;;13.2;14.8;4.0
504;Totaal mannen en vrouwen;0;1;8;2003, vrijdag 26 september;0.6;0.0;0.5;0.5;0.1;14.7;;14.6;16.2;5.3
505;Totaal mannen en vrouwen;0;1;8;2004, vrijdag 24 september;0.6;0.0;0.6;0.5;0.1;14.6;;14.2;15.6;6.8
506;Totaal mannen en vrouwen;0;1;8;2005, vrijdag 30 september;0.6;0.0;0.6;0.5;0.1;16.5;;16.2;17.6;8.7
507;Totaal mannen en vrouwen;0;1;8;2006, vrijdag 29 september;0.9;0.0;0.8;0.8;0.1;19.0;;18.8;19.5;12.5
508;Totaal mannen en vrouwen;0;1;8;2007, vrijdag 28 september;0.9;0.0;0.9;0.8;0.1;20.9;;20.6;22.5;8.7
509;Totaal mannen en vrouwen;0;1;8;2008, vrijdag 26 september;1.1;0.0;1.1;0.9;0.1;21.3;;20.9;22.3;9.4
510;Totaal mannen en vrouwen;0;1;9;1999, vrijdag 24 september;2.6;0.1;2.5;2.1;0.4;16.1;27.0;15.8;17.8;6.1
511;Totaal mannen en vrouwen;0;1;9;2000, vrijdag 29 september;2.4;0.1;2.3;1.9;0.4;20.1;27.6;19.8;21.6;11.4
512;Totaal mannen en vrouwen;0;1;9;2001, vrijdag 28 september;2.2;0.1;2.2;1.8;0.4;14.5;28.7;14.0;16.3;2.8
513;Totaal mannen en vrouwen;0;1;9;2002, vrijdag 27 september;2.1;0.1;2.1;1.7;0.4;12.6;28.8;12.0;13.8;4.1
514;Totaal mannen en vrouwen;0;1;9;2003, vrijdag 26 september;2.1;0.1;2.0;1.6;0.3;14.5;30.2;13.9;15.4;6.9
515;Totaal mannen en vrouwen;0;1;9;2004, vrijdag 24 september;1.9;0.1;1.9;1.6;0.3;16.7;28.6;16.2;17.9;7.7
516;Totaal mannen en vrouwen;0;1;9;2005, vrijdag 30 september;1.9;0.1;1.8;1.5;0.3;16.5;29.6;16.0;18.2;5.3
517;Totaal mannen en vrouwen;0;1;9;2006, vrijdag 29 september;1.9;0.1;1.8;1.5;0.3;19.3;37.4;18.6;20.5;9.5
518;Totaal mannen en vrouwen;0;1;9;2007, vrijdag 28 september;1.8;0.1;1.8;1.4;0.3;21.1;39.9;20.3;22.6;10.2
519;Totaal mannen en vrouwen;0;1;9;2008, vrijdag 26 september;1.8;0.1;1.7;1.4;0.3;19.8;43.9;19.0;20.4;12.2
520;Totaal mannen en vrouwen;0;1;West. alloch. 2e gen. 1 ouder buitenl.;1999, vrijdag 24 september;2.4;0.1;2.4;2.0;0.4;16.4;27.1;16.1;18.2;6.0
521;Totaal mannen en vrouwen;0;1;West. alloch. 2e gen. 1 ouder buitenl.;2000, vrijdag 29 september;2.3;0.1;2.2;1.8;0.4;20.3;27.7;20.0;21.8;11.3
522;Totaal mannen en vrouwen;0;1;West. alloch. 2e gen. 1 ouder buitenl.;2001, vrijdag 28 september;2.1;0.1;2.1;1.7;0.4;14.3;28.9;13.8;16.1;2.8
523;Totaal mannen en vrouwen;0;1;West. alloch. 2e gen. 1 ouder buitenl.;2002, vrijdag 27 september;2.0;0.1;2.0;1.6;0.4;12.5;28.7;11.9;13.7;4.0
524;Totaal mannen en vrouwen;0;1;West. alloch. 2e gen. 1 ouder buitenl.;2003, vrijdag 26 september;1.9;0.1;1.9;1.5;0.3;14.6;28.8;14.1;15.6;6.9
525;Totaal mannen en vrouwen;0;1;West. alloch. 2e gen. 1 ouder buitenl.;2004, vrijdag 24 september;1.8;0.1;1.8;1.5;0.3;16.3;27.4;15.9;17.8;6.5
526;Totaal mannen en vrouwen;0;1;West. alloch. 2e gen. 1 ouder buitenl.;2005, vrijdag 30 september;1.8;0.1;1.8;1.5;0.3;16.2;30.2;15.7;18.2;3.9
527;Totaal mannen en vrouwen;0;1;West. alloch. 2e gen. 1 ouder buitenl.;2006, vrijdag 29 september;1.8;0.1;1.7;1.4;0.3;18.9;38.2;18.2;20.1;9.4
528;Totaal mannen en vrouwen;0;1;West. alloch. 2e gen. 1 ouder buitenl.;2007, vrijdag 28 september;1.7;0.1;1.7;1.4;0.3;20.9;41.4;20.1;22.6;9.8
529;Totaal mannen en vrouwen;0;1;West. alloch. 2e gen. 1 ouder buitenl.;2008, vrijdag 26 september;1.7;0.1;1.6;1.3;0.3;19.9;45.7;19.0;20.4;12.2
530;Totaal mannen en vrouwen;0;1;West. alloch, 2e gen. 2 ouders buitenl.;1999, vrijdag 24 september;0.1;0.0;0.1;0.1;0.0;11.2;;11.0;11.3;
531;Totaal mannen en vrouwen;0;1;West. alloch, 2e gen. 2 ouders buitenl.;2000, vrijdag 29 september;0.1;0.0;0.1;0.1;0.0;16.3;;16.1;16.3;
532;Totaal mannen en vrouwen;0;1;West. alloch, 2e gen. 2 ouders buitenl.;2001, vrijdag 28 september;0.1;0.0;0.1;0.1;0.0;17.1;;17.2;19.6;
533;Totaal mannen en vrouwen;0;1;West. alloch, 2e gen. 2 ouders buitenl.;2002, vrijdag 27 september;0.1;0.0;0.1;0.1;0.0;14.5;;14.2;15.6;
534;Totaal mannen en vrouwen;0;1;West. alloch, 2e gen. 2 ouders buitenl.;2003, vrijdag 26 september;0.1;0.0;0.1;0.1;0.0;12.1;;10.4;10.7;
535;Totaal mannen en vrouwen;0;1;West. alloch, 2e gen. 2 ouders buitenl.;2004, vrijdag 24 september;0.1;0.0;0.1;0.1;0.0;23.0;;21.8;19.4;
536;Totaal mannen en vrouwen;0;1;West. alloch, 2e gen. 2 ouders buitenl.;2005, vrijdag 30 september;0.1;0.0;0.1;0.1;0.0;21.2;;21.2;18.2;
537;Totaal mannen en vrouwen;0;1;West. alloch, 2e gen. 2 ouders buitenl.;2006, vrijdag 29 september;0.1;0.0;0.1;0.1;0.0;25.1;;25.2;26.6;
538;Totaal mannen en vrouwen;0;1;West. alloch, 2e gen. 2 ouders buitenl.;2007, vrijdag 28 september;0.1;0.0;0.1;0.1;0.0;23.7;;23.9;24.0;
539;Totaal mannen en vrouwen;0;1;West. alloch, 2e gen. 2 ouders buitenl.;2008, vrijdag 26 september;0.1;0.0;0.1;0.1;0.0;19.4;;19.1;20.3;
540;Totaal mannen en vrouwen;0;1;Niet-westerse allochtonen;1999, vrijdag 24 september;0.7;0.0;0.7;0.5;0.1;32.9;;32.9;35.7;22.8
541;Totaal mannen en vrouwen;0;1;Niet-westerse allochtonen;2000, vrijdag 29 september;0.8;0.0;0.8;0.6;0.1;34.7;;34.7;38.0;20.7
542;Totaal mannen en vrouwen;0;1;Niet-westerse allochtonen;2001, vrijdag 28 september;0.8;0.0;0.8;0.7;0.1;29.6;;29.6;32.4;15.9
543;Totaal mannen en vrouwen;0;1;Niet-westerse allochtonen;2002, vrijdag 27 september;0.8;0.0;0.8;0.6;0.1;26.8;;26.3;28.6;13.8
544;Totaal mannen en vrouwen;0;1;Niet-westerse allochtonen;2003, vrijdag 26 september;0.8;0.0;0.8;0.6;0.1;25.5;;25.2;27.2;14.5
545;Totaal mannen en vrouwen;0;1;Niet-westerse allochtonen;2004, vrijdag 24 september;0.7;0.0;0.7;0.6;0.1;24.5;;24.5;26.6;10.3
546;Totaal mannen en vrouwen;0;1;Niet-westerse allochtonen;2005, vrijdag 30 september;0.7;0.0;0.7;0.7;0.1;25.6;;25.6;26.8;13.4
547;Totaal mannen en vrouwen;0;1;Niet-westerse allochtonen;2006, vrijdag 29 september;0.9;0.0;0.8;0.7;0.1;26.2;;25.9;27.2;17.1
548;Totaal mannen en vrouwen;0;1;Niet-westerse allochtonen;2007, vrijdag 28 september;1.0;0.0;1.0;0.8;0.1;27.4;;27.2;28.8;15.8
549;Totaal mannen en vrouwen;0;1;Niet-westerse allochtonen;2008, vrijdag 26 september;1.1;0.0;1.0;0.9;0.1;27.3;;27.1;28.3;17.0
550;Totaal mannen en vrouwen;0;1;Niet-westerse allochtonen, 1e generatie;1999, vrijdag 24 september;0.6;0.0;0.6;0.5;0.1;33.7;;33.6;36.4;23.6
551;Totaal mannen en vrouwen;0;1;Niet-westerse allochtonen, 1e generatie;2000, vrijdag 29 september;0.7;0.0;0.7;0.6;0.1;35.8;;35.8;39.0;22.1
552;Totaal mannen en vrouwen;0;1;Niet-westerse allochtonen, 1e generatie;2001, vrijdag 28 september;0.8;0.0;0.8;0.6;0.1;30.3;;30.3;33.0;16.9
553;Totaal mannen en vrouwen;0;1;Niet-westerse allochtonen, 1e generatie;2002, vrijdag 27 september;0.7;0.0;0.7;0.6;0.1;26.8;;26.2;28.4;14.2
554;Totaal mannen en vrouwen;0;1;Niet-westerse allochtonen, 1e generatie;2003, vrijdag 26 september;0.7;0.0;0.7;0.6;0.1;26.1;;25.7;27.7;14.8
555;Totaal mannen en vrouwen;0;1;Niet-westerse allochtonen, 1e generatie;2004, vrijdag 24 september;0.7;0.0;0.7;0.6;0.1;24.6;;24.6;26.5;11.3
556;Totaal mannen en vrouwen;0;1;Niet-westerse allochtonen, 1e generatie;2005, vrijdag 30 september;0.7;0.0;0.7;0.6;0.1;25.8;;25.7;26.9;13.7
557;Totaal mannen en vrouwen;0;1;Niet-westerse allochtonen, 1e generatie;2006, vrijdag 29 september;0.8;0.0;0.8;0.7;0.1;26.3;;26.0;27.0;18.6
558;Totaal mannen en vrouwen;0;1;Niet-westerse allochtonen, 1e generatie;2007, vrijdag 28 september;0.9;0.0;0.9;0.8;0.1;27.5;;27.3;28.6;16.7
559;Totaal mannen en vrouwen;0;1;Niet-westerse allochtonen, 1e generatie;2008, vrijdag 26 september;1.0;0.0;0.9;0.9;0.1;27.1;;26.9;27.9;16.4
560;Totaal mannen en vrouwen;0;1;Niet-westerse allochtonen, 2e generatie;1999, vrijdag 24 september;0.1;0.0;0.1;0.0;0.0;24.6;;24.8;;
561;Totaal mannen en vrouwen;0;1;Niet-westerse allochtonen, 2e generatie;2000, vrijdag 29 september;0.1;0.0;0.1;0.0;0.0;20.1;;20.3;;
562;Totaal mannen en vrouwen;0;1;Niet-westerse allochtonen, 2e generatie;2001, vrijdag 28 september;0.1;0.0;0.1;0.0;0.0;20.7;;20.7;;
563;Totaal mannen en vrouwen;0;1;Niet-westerse allochtonen, 2e generatie;2002, vrijdag 27 september;0.1;0.0;0.1;0.0;0.0;26.9;;26.7;;
564;Totaal mannen en vrouwen;0;1;Niet-westerse allochtonen, 2e generatie;2003, vrijdag 26 september;0.1;0.0;0.1;0.0;0.0;19.2;;18.9;;
565;Totaal mannen en vrouwen;0;1;Niet-westerse allochtonen, 2e generatie;2004, vrijdag 24 september;0.1;0.0;0.1;0.1;0.0;23.7;;24.1;27.7;
566;Totaal mannen en vrouwen;0;1;Niet-westerse allochtonen, 2e generatie;2005, vrijdag 30 september;0.1;0.0;0.1;0.1;0.0;23.9;;24.4;26.2;
567;Totaal mannen en vrouwen;0;1;Niet-westerse allochtonen, 2e generatie;2006, vrijdag 29 september;0.1;0.0;0.1;0.1;0.0;25.5;;25.1;29.5;
568;Totaal mannen en vrouwen;0;1;Niet-westerse allochtonen, 2e generatie;2007, vrijdag 28 september;0.1;0.0;0.1;0.1;0.0;26.7;;26.6;31.3;
569;Totaal mannen en vrouwen;0;1;Niet-westerse allochtonen, 2e generatie;2008, vrijdag 26 september;0.1;0.0;0.1;0.1;0.0;30.7;;30.5;33.8;
570;Totaal mannen en vrouwen;0;1;Niet-westers, 2e gen. 1 ouder buitenl.;1999, vrijdag 24 september;0.0;0.0;0.0;0.0;0.0;;;;;
571;Totaal mannen en vrouwen;0;1;Niet-westers, 2e gen. 1 ouder buitenl.;2000, vrijdag 29 september;0.0;0.0;0.0;0.0;0.0;;;;;
572;Totaal mannen en vrouwen;0;1;Niet-westers, 2e gen. 1 ouder buitenl.;2001, vrijdag 28 september;0.0;0.0;0.0;0.0;0.0;;;;;
573;Totaal mannen en vrouwen;0;1;Niet-westers, 2e gen. 1 ouder buitenl.;2002, vrijdag 27 september;0.0;0.0;0.0;0.0;0.0;;;;;
574;Totaal mannen en vrouwen;0;1;Niet-westers, 2e gen. 1 ouder buitenl.;2003, vrijdag 26 september;0.0;0.0;0.0;0.0;0.0;;;;;
575;Totaal mannen en vrouwen;0;1;Niet-westers, 2e gen. 1 ouder buitenl.;2004, vrijdag 24 september;0.0;0.0;0.0;0.0;0.0;;;;;
576;Totaal mannen en vrouwen;0;1;Niet-westers, 2e gen. 1 ouder buitenl.;2005, vrijdag 30 september;0.0;0.0;0.0;0.0;0.0;;;;;
577;Totaal mannen en vrouwen;0;1;Niet-westers, 2e gen. 1 ouder buitenl.;2006, vrijdag 29 september;0.0;0.0;0.0;0.0;0.0;;;;;
578;Totaal mannen en vrouwen;0;1;Niet-westers, 2e gen. 1 ouder buitenl.;2007, vrijdag 28 september;0.0;0.0;0.0;0.0;0.0;;;;;
579;Totaal mannen en vrouwen;0;1;Niet-westers, 2e gen. 1 ouder buitenl.;2008, vrijdag 26 september;0.0;0.0;0.0;0.0;0.0;;;;;
580;Totaal mannen en vrouwen;0;1;Niet-westers, 2e gen. 2 ouders buitenl.;1999, vrijdag 24 september;0.0;0.0;0.0;0.0;0.0;;;;;
581;Totaal mannen en vrouwen;0;1;Niet-westers, 2e gen. 2 ouders buitenl.;2000, vrijdag 29 september;0.0;0.0;0.0;0.0;0.0;;;;;
582;Totaal mannen en vrouwen;0;1;Niet-westers, 2e gen. 2 ouders buitenl.;2001, vrijdag 28 september;0.0;0.0;0.0;0.0;0.0;;;;;
583;Totaal mannen en vrouwen;0;1;Niet-westers, 2e gen. 2 ouders buitenl.;2002, vrijdag 27 september;0.0;0.0;0.0;0.0;0.0;;;;;
584;Totaal mannen en vrouwen;0;1;Niet-westers, 2e gen. 2 ouders buitenl.;2003, vrijdag 26 september;0.0;0.0;0.0;0.0;0.0;;;;;
585;Totaal mannen en vrouwen;0;1;Niet-westers, 2e gen. 2 ouders buitenl.;2004, vrijdag 24 september;0.0;0.0;0.0;0.0;0.0;;;;;
586;Totaal mannen en vrouwen;0;1;Niet-westers, 2e gen. 2 ouders buitenl.;2005, vrijdag 30 september;0.0;0.0;0.0;0.0;0.0;;;;;
587;Totaal mannen en vrouwen;0;1;Niet-westers, 2e gen. 2 ouders buitenl.;2006, vrijdag 29 september;0.0;0.0;0.0;0.0;0.0;;;;;
588;Totaal mannen en vrouwen;0;1;Niet-westers, 2e gen. 2 ouders buitenl.;2007, vrijdag 28 september;0.0;0.0;0.0;0.0;0.0;;;;;
589;Totaal mannen en vrouwen;0;1;Niet-westers, 2e gen. 2 ouders buitenl.;2008, vrijdag 26 september;0.0;0.0;0.0;0.0;0.0;;;;;
590;Totaal mannen en vrouwen;0;1;Turkije;1999, vrijdag 24 september;0.5;0.0;0.5;0.4;0.1;36.0;;35.9;38.8;25.9
591;Totaal mannen en vrouwen;0;1;Turkije;2000, vrijdag 29 september;0.6;0.0;0.5;0.4;0.1;37.5;;37.7;41.3;22.0
592;Totaal mannen en vrouwen;0;1;Turkije;2001, vrijdag 28 september;0.6;0.0;0.6;0.5;0.1;31.2;;31.2;34.6;15.9
593;Totaal mannen en vrouwen;0;1;Turkije;2002, vrijdag 27 september;0.6;0.0;0.5;0.5;0.1;29.6;;28.9;31.5;15.6
594;Totaal mannen en vrouwen;0;1;Turkije;2003, vrijdag 26 september;0.5;0.0;0.5;0.4;0.1;27.0;;26.5;28.2;16.6
595;Totaal mannen en vrouwen;0;1;Turkije;2004, vrijdag 24 september;0.5;0.0;0.5;0.4;0.1;25.2;;25.1;26.7;13.1
596;Totaal mannen en vrouwen;0;1;Turkije;2005, vrijdag 30 september;0.5;0.0;0.5;0.5;0.0;26.1;;26.0;27.0;
597;Totaal mannen en vrouwen;0;1;Turkije;2006, vrijdag 29 september;0.6;0.0;0.6;0.5;0.1;26.5;;26.1;27.3;17.8
598;Totaal mannen en vrouwen;0;1;Turkije;2007, vrijdag 28 september;0.7;0.0;0.7;0.6;0.1;26.9;;26.7;27.8;17.2
599;Totaal mannen en vrouwen;0;1;Turkije;2008, vrijdag 26 september;0.8;0.0;0.7;0.7;0.1;27.3;;27.1;27.9;16.6
600;Totaal mannen en vrouwen;0;1;Turkije, 1e generatie;1999, vrijdag 24 september;0.5;0.0;0.5;0.4;0.1;36.7;;36.7;39.4;26.7
601;Totaal mannen en vrouwen;0;1;Turkije, 1e generatie;2000, vrijdag 29 september;0.5;0.0;0.5;0.4;0.1;38.0;;38.1;41.7;22.4
602;Totaal mannen en vrouwen;0;1;Turkije, 1e generatie;2001, vrijdag 28 september;0.6;0.0;0.6;0.5;0.1;31.6;;31.5;34.7;16.7
603;Totaal mannen en vrouwen;0;1;Turkije, 1e generatie;2002, vrijdag 27 september;0.5;0.0;0.5;0.4;0.1;29.5;;28.8;31.2;16.0
604;Totaal mannen en vrouwen;0;1;Turkije, 1e generatie;2003, vrijdag 26 september;0.5;0.0;0.5;0.4;0.1;27.2;;26.8;28.4;17.0
605;Totaal mannen en vrouwen;0;1;Turkije, 1e generatie;2004, vrijdag 24 september;0.5;0.0;0.5;0.4;0.1;25.3;;25.2;26.7;14.1
606;Totaal mannen en vrouwen;0;1;Turkije, 1e generatie;2005, vrijdag 30 september;0.5;0.0;0.5;0.4;0.0;26.0;;25.8;26.9;
607;Totaal mannen en vrouwen;0;1;Turkije, 1e generatie;2006, vrijdag 29 september;0.6;0.0;0.6;0.5;0.1;26.6;;26.2;27.3;18.4
608;Totaal mannen en vrouwen;0;1;Turkije, 1e generatie;2007, vrijdag 28 september;0.7;0.0;0.7;0.6;0.1;26.9;;26.7;27.7;17.6
609;Totaal mannen en vrouwen;0;1;Turkije, 1e generatie;2008, vrijdag 26 september;0.7;0.0;0.7;0.7;0.1;27.5;;27.3;28.0;18.1
610;Totaal mannen en vrouwen;0;1;Turkije, 2e generatie;1999, vrijdag 24 september;0.0;0.0;0.0;0.0;0.0;;;;;
611;Totaal mannen en vrouwen;0;1;Turkije, 2e generatie;2000, vrijdag 29 september;0.0;0.0;0.0;0.0;0.0;;;;;
612;Totaal mannen en vrouwen;0;1;Turkije, 2e generatie;2001, vrijdag 28 september;0.0;0.0;0.0;0.0;0.0;;;;;
613;Totaal mannen en vrouwen;0;1;Turkije, 2e generatie;2002, vrijdag 27 september;0.0;0.0;0.0;0.0;0.0;;;;;
614;Totaal mannen en vrouwen;0;1;Turkije, 2e generatie;2003, vrijdag 26 september;0.0;0.0;0.0;0.0;0.0;;;;;
615;Totaal mannen en vrouwen;0;1;Turkije, 2e generatie;2004, vrijdag 24 september;0.0;0.0;0.0;0.0;0.0;;;;;
616;Totaal mannen en vrouwen;0;1;Turkije, 2e generatie;2005, vrijdag 30 september;0.0;0.0;0.0;0.0;0.0;;;;;
617;Totaal mannen en vrouwen;0;1;Turkije, 2e generatie;2006, vrijdag 29 september;0.0;0.0;0.0;0.0;0.0;;;;;
618;Totaal mannen en vrouwen;0;1;Turkije, 2e generatie;2007, vrijdag 28 september;0.0;0.0;0.0;0.0;0.0;;;;;
619;Totaal mannen en vrouwen;0;1;Turkije, 2e generatie;2008, vrijdag 26 september;0.0;0.0;0.0;0.0;0.0;;;;;
620;Totaal mannen en vrouwen;0;1;Turkije, 2e generatie 1 ouder buitenl.;1999, vrijdag 24 september;0.0;0.0;0.0;0.0;0.0;;;;;
621;Totaal mannen en vrouwen;0;1;Turkije, 2e generatie 1 ouder buitenl.;2000, vrijdag 29 september;0.0;0.0;0.0;0.0;0.0;;;;;
622;Totaal mannen en vrouwen;0;1;Turkije, 2e generatie 1 ouder buitenl.;2001, vrijdag 28 september;0.0;0.0;0.0;0.0;0.0;;;;;
623;Totaal mannen en vrouwen;0;1;Turkije, 2e generatie 1 ouder buitenl.;2002, vrijdag 27 september;0.0;0.0;0.0;0.0;0.0;;;;;
624;Totaal mannen en vrouwen;0;1;Turkije, 2e generatie 1 ouder buitenl.;2003, vrijdag 26 september;0.0;0.0;0.0;0.0;0.0;;;;;
625;Totaal mannen en vrouwen;0;1;Turkije, 2e generatie 1 ouder buitenl.;2004, vrijdag 24 september;0.0;0.0;0.0;0.0;0.0;;;;;
626;Totaal mannen en vrouwen;0;1;Turkije, 2e generatie 1 ouder buitenl.;2005, vrijdag 30 september;0.0;0.0;0.0;0.0;0.0;;;;;
627;Totaal mannen en vrouwen;0;1;Turkije, 2e generatie 1 ouder buitenl.;2006, vrijdag 29 september;0.0;0.0;0.0;0.0;0.0;;;;;
628;Totaal mannen en vrouwen;0;1;Turkije, 2e generatie 1 ouder buitenl.;2007, vrijdag 28 september;0.0;0.0;0.0;0.0;0.0;;;;;
