ID;RegioS;SamenstellingVanHetHuishouden;AantalHuishoudens_1;GemiddBesteedbInkomenPerHuishouden_2;GemiddGestandaardiseerdInkPerHuish_3
409;Zwolle;Eenoudergezin;3.4;22.3;15.2
410;Enschede;Totaal particulier huishouden;126.4;25.5;17.8
411;Enschede;Eenpersoonshuishouden;39.3;15.6;15.6
412;Enschede;Paar zonder kinderen;39.6;27.4;20.0
413;Enschede;Paar met kinderen;36.7;34.0;18.2
414;Enschede;Eenoudergezin;6.8;21.1;14.4
415;Apeldoorn;Totaal particulier huishouden;85.5;28.8;19.7
416;Apeldoorn;Eenpersoonshuishouden;24.8;17.2;17.2
417;Apeldoorn;Paar zonder kinderen;27.2;30.6;22.3
418;Apeldoorn;Paar met kinderen;26.6;37.1;19.8
419;Apeldoorn;Eenoudergezin;4.1;24.4;16.5
420;Arnhem;Totaal particulier huishouden;146.8;27.3;19.1
421;Arnhem;Eenpersoonshuishouden;47.2;16.7;16.7
422;Arnhem;Paar zonder kinderen;44.7;30.4;22.2
423;Arnhem;Paar met kinderen;42.1;36.3;19.5
424;Arnhem;Eenoudergezin;8.7;22.1;15.1
425;Nijmegen;Totaal particulier huishouden;113.5;27.0;18.9
426;Nijmegen;Eenpersoonshuishouden;38.8;16.1;16.1
427;Nijmegen;Paar zonder kinderen;32.7;29.9;21.9
428;Nijmegen;Paar met kinderen;31.8;37.1;20.0
429;Nijmegen;Eenoudergezin;7.1;22.6;15.5
430;Amersfoort;Totaal particulier huishouden;104.9;30.6;20.9
431;Amersfoort;Eenpersoonshuishouden;31.4;17.9;17.9
432;Amersfoort;Paar zonder kinderen;30.5;33.4;24.4
433;Amersfoort;Paar met kinderen;34.6;39.9;21.2
434;Amersfoort;Eenoudergezin;5.7;24.3;16.5
435;Utrecht;Totaal particulier huishouden;233.2;29.1;20.7
436;Utrecht;Eenpersoonshuishouden;85.2;18.1;18.1
437;Utrecht;Paar zonder kinderen;65.1;33.5;24.4
438;Utrecht;Paar met kinderen;61.5;40.1;21.5
439;Utrecht;Eenoudergezin;13.9;23.7;16.1
440;Amsterdam;Totaal particulier huishouden;651.4;26.6;19.6
441;Amsterdam;Eenpersoonshuishouden;274.8;17.6;17.6
442;Amsterdam;Paar zonder kinderen;155.8;32.7;23.8
443;Amsterdam;Paar met kinderen;143.6;37.9;20.5
444;Amsterdam;Eenoudergezin;54.6;21.8;14.9
445;Haarlem;Totaal particulier huishouden;175.0;29.6;20.9
446;Haarlem;Eenpersoonshuishouden;60.7;18.1;18.1
447;Haarlem;Paar zonder kinderen;51.3;33.2;24.3
448;Haarlem;Paar met kinderen;48.3;40.4;21.7
449;Haarlem;Eenoudergezin;10.3;23.9;16.3
450;Leiden;Totaal particulier huishouden;134.0;30.5;21.1
451;Leiden;Eenpersoonshuishouden;44.6;18.3;18.3
452;Leiden;Paar zonder kinderen;37.6;33.7;24.6
453;Leiden;Paar met kinderen;41.4;41.0;21.8
454;Leiden;Eenoudergezin;7.3;24.5;16.7
455;'s-Gravenhage;Totaal particulier huishouden;391.1;27.2;19.8
456;'s-Gravenhage;Eenpersoonshuishouden;157.0;17.9;17.9
457;'s-Gravenhage;Paar zonder kinderen;100.0;32.4;23.6
458;'s-Gravenhage;Paar met kinderen;89.9;38.2;20.6
459;'s-Gravenhage;Eenoudergezin;30.0;21.8;14.9
460;Rotterdam;Totaal particulier huishouden;528.8;25.7;18.4
461;Rotterdam;Eenpersoonshuishouden;195.2;16.1;16.1
462;Rotterdam;Paar zonder kinderen;144.7;29.7;21.7
463;Rotterdam;Paar met kinderen;128.0;36.3;19.6
464;Rotterdam;Eenoudergezin;42.4;20.5;14.0
465;Dordrecht;Totaal particulier huishouden;116.0;27.6;18.9
466;Dordrecht;Eenpersoonshuishouden;34.3;16.1;16.1
467;Dordrecht;Paar zonder kinderen;35.3;29.6;21.6
468;Dordrecht;Paar met kinderen;36.2;37.0;19.7
469;Dordrecht;Eenoudergezin;6.9;21.6;14.8
470;Breda;Totaal particulier huishouden;124.7;28.5;19.7
471;Breda;Eenpersoonshuishouden;36.2;16.8;16.8
472;Breda;Paar zonder kinderen;40.5;30.3;22.1
473;Breda;Paar met kinderen;37.7;37.7;20.3
474;Breda;Eenoudergezin;6.8;23.1;15.7
475;Tilburg;Totaal particulier huishouden;115.4;27.5;18.9
476;Tilburg;Eenpersoonshuishouden;34.3;16.2;16.2
477;Tilburg;Paar zonder kinderen;35.8;29.2;21.3
478;Tilburg;Paar met kinderen;35.1;37.3;20.0
479;Tilburg;Eenoudergezin;6.9;21.6;14.7
480;'s-Hertogenbosch;Totaal particulier huishouden;77.5;29.0;20.2
481;'s-Hertogenbosch;Eenpersoonshuishouden;24.9;17.5;17.5
482;'s-Hertogenbosch;Paar zonder kinderen;22.8;32.3;23.6
483;'s-Hertogenbosch;Paar met kinderen;22.9;38.5;20.6
484;'s-Hertogenbosch;Eenoudergezin;4.4;23.1;15.8
485;Eindhoven;Totaal particulier huishouden;165.6;28.2;19.8
486;Eindhoven;Eenpersoonshuishouden;52.8;17.4;17.4
487;Eindhoven;Paar zonder kinderen;53.4;31.0;22.6
488;Eindhoven;Paar met kinderen;46.0;37.6;20.2
489;Eindhoven;Eenoudergezin;9.0;23.1;15.8
490;Geleen/Sittard;Totaal particulier huishouden;69.9;27.5;18.8
491;Geleen/Sittard;Eenpersoonshuishouden;18.6;15.9;15.9
492;Geleen/Sittard;Paar zonder kinderen;23.1;28.7;20.9
493;Geleen/Sittard;Paar met kinderen;21.9;35.8;19.4
494;Geleen/Sittard;Eenoudergezin;4.0;22.7;15.6
495;Heerlen;Totaal particulier huishouden;115.9;25.0;17.6
496;Heerlen;Eenpersoonshuishouden;36.4;15.3;15.3
497;Heerlen;Paar zonder kinderen;36.9;26.8;19.5
498;Heerlen;Paar met kinderen;32.0;33.7;18.4
499;Heerlen;Eenoudergezin;7.2;21.5;14.9
500;Maastricht;Totaal particulier huishouden;77.3;26.6;18.7
501;Maastricht;Eenpersoonshuishouden;24.6;16.0;16.0
502;Maastricht;Paar zonder kinderen;24.3;28.7;21.0
503;Maastricht;Paar met kinderen;21.2;36.2;19.7
504;Maastricht;Eenoudergezin;4.7;21.8;15.0
505;Appingedam;Totaal particulier huishouden;5.4;24.6;17.4
506;Appingedam;Eenpersoonshuishouden;1.7;15.9;15.9
507;Appingedam;Paar zonder kinderen;1.8;26.7;19.5
508;Appingedam;Paar met kinderen;1.5;32.5;17.6
509;Appingedam;Eenoudergezin;0.3;18.9;13.3
510;Bedum;Totaal particulier huishouden;4.1;27.5;18.2
511;Bedum;Eenpersoonshuishouden;1.0;16.6;16.6
512;Bedum;Paar zonder kinderen;1.3;26.5;19.4
513;Bedum;Paar met kinderen;1.6;35.6;18.8
514;Bedum;Eenoudergezin;0.2;20.9;14.5
515;Bellingwedde;Totaal particulier huishouden;4.1;24.1;16.6
516;Bellingwedde;Eenpersoonshuishouden;1.1;13.4;13.4
517;Bellingwedde;Paar zonder kinderen;1.6;25.6;18.7
518;Bellingwedde;Paar met kinderen;1.2;31.0;16.7
519;Bellingwedde;Eenoudergezin;0.2;23.5;15.9
520;Ten Boer;Totaal particulier huishouden;2.8;27.6;18.2
521;Ten Boer;Eenpersoonshuishouden;0.6;15.9;15.9
522;Ten Boer;Paar zonder kinderen;0.8;28.5;20.8
523;Ten Boer;Paar met kinderen;1.1;33.7;17.7
524;Ten Boer;Eenoudergezin;0.1;24.1;16.7
525;Delfzijl;Totaal particulier huishouden;12.2;24.8;17.2
526;Delfzijl;Eenpersoonshuishouden;3.5;14.9;14.9
527;Delfzijl;Paar zonder kinderen;4.2;26.7;19.5
528;Delfzijl;Paar met kinderen;3.5;32.4;17.5
529;Delfzijl;Eenoudergezin;0.7;20.2;13.7
530;Groningen;Totaal particulier huishouden;78.6;22.6;17.2
531;Groningen;Eenpersoonshuishouden;35.3;15.7;15.7
532;Groningen;Paar zonder kinderen;21.9;27.4;20.0
533;Groningen;Paar met kinderen;13.6;33.4;18.2
534;Groningen;Eenoudergezin;5.8;20.0;13.9
535;Grootegast;Totaal particulier huishouden;4.5;26.0;17.1
536;Grootegast;Eenpersoonshuishouden;1.0;14.7;14.7
537;Grootegast;Paar zonder kinderen;1.4;25.8;18.8
538;Grootegast;Paar met kinderen;1.8;32.7;17.1
539;Grootegast;Eenoudergezin;0.2;23.5;15.8
540;Haren;Totaal particulier huishouden;7.9;32.9;23.3
541;Haren;Eenpersoonshuishouden;2.5;20.0;20.0
542;Haren;Paar zonder kinderen;2.8;38.0;27.8
543;Haren;Paar met kinderen;2.2;41.5;22.2
544;Haren;Eenoudergezin;0.3;25.8;18.0
545;Hoogezand-Sappemeer;Totaal particulier huishouden;14.1;24.2;16.9
546;Hoogezand-Sappemeer;Eenpersoonshuishouden;4.2;14.4;14.4
547;Hoogezand-Sappemeer;Paar zonder kinderen;4.7;26.0;19.0
548;Hoogezand-Sappemeer;Paar met kinderen;4.1;32.4;17.5
549;Hoogezand-Sappemeer;Eenoudergezin;0.8;20.5;14.0
550;Leek;Totaal particulier huishouden;7.4;27.1;18.1
551;Leek;Eenpersoonshuishouden;1.9;15.3;15.3
552;Leek;Paar zonder kinderen;2.4;27.9;20.4
553;Leek;Paar met kinderen;2.6;34.8;18.4
554;Leek;Eenoudergezin;0.4;23.4;15.9
555;Loppersum;Totaal particulier huishouden;4.3;26.4;17.8
556;Loppersum;Eenpersoonshuishouden;1.1;15.4;15.4
557;Loppersum;Paar zonder kinderen;1.4;27.3;19.9
558;Loppersum;Paar met kinderen;1.5;33.8;17.9
559;Loppersum;Eenoudergezin;0.2;24.1;16.2
560;Marum;Totaal particulier huishouden;3.8;27.3;18.0
561;Marum;Eenpersoonshuishouden;0.9;15.9;15.9
562;Marum;Paar zonder kinderen;1.2;27.3;19.9
563;Marum;Paar met kinderen;1.5;33.7;17.8
564;Marum;Eenoudergezin;0.2;22.6;15.0
565;Almere;Totaal particulier huishouden;61.6;29.1;19.6
566;Almere;Eenpersoonshuishouden;15.3;17.6;17.6
567;Almere;Paar zonder kinderen;16.4;31.7;23.2
568;Almere;Paar met kinderen;22.8;36.1;19.5
569;Almere;Eenoudergezin;5.0;20.8;14.2
570;Stadskanaal;Totaal particulier huishouden;14.1;23.5;16.2
571;Stadskanaal;Eenpersoonshuishouden;4.1;13.9;13.9
572;Stadskanaal;Paar zonder kinderen;4.9;24.1;17.6
573;Stadskanaal;Paar met kinderen;4.2;32.2;17.2
574;Stadskanaal;Eenoudergezin;0.8;20.7;13.8
575;Scheemda;Totaal particulier huishouden;5.8;25.4;17.2
576;Scheemda;Eenpersoonshuishouden;1.4;15.2;15.2
577;Scheemda;Paar zonder kinderen;2.0;25.8;18.9
578;Scheemda;Paar met kinderen;2.0;32.3;17.4
579;Scheemda;Eenoudergezin;0.3;21.7;14.8
580;Slochteren;Totaal particulier huishouden;5.9;27.4;18.3
581;Slochteren;Eenpersoonshuishouden;1.3;15.6;15.6
582;Slochteren;Paar zonder kinderen;2.0;27.9;20.3
583;Slochteren;Paar met kinderen;2.1;34.3;18.3
584;Slochteren;Eenoudergezin;0.3;21.5;15.1
585;Veendam;Totaal particulier huishouden;11.7;25.2;17.3
586;Veendam;Eenpersoonshuishouden;3.1;15.0;15.0
587;Veendam;Paar zonder kinderen;3.9;26.4;19.3
588;Veendam;Paar met kinderen;3.6;32.4;17.6
589;Veendam;Eenoudergezin;0.7;21.3;14.8
590;Vlagtwedde;Totaal particulier huishouden;7.0;23.4;16.2
591;Vlagtwedde;Eenpersoonshuishouden;1.8;14.2;14.2
592;Vlagtwedde;Paar zonder kinderen;2.5;23.9;17.5
593;Vlagtwedde;Paar met kinderen;2.2;30.0;16.3
594;Vlagtwedde;Eenoudergezin;0.3;21.6;15.1
595;Zeewolde;Totaal particulier huishouden;7.2;29.4;19.8
596;Zeewolde;Eenpersoonshuishouden;1.9;19.0;19.0
597;Zeewolde;Paar zonder kinderen;1.9;30.6;22.3
598;Zeewolde;Paar met kinderen;2.9;36.0;19.0
599;Zeewolde;Eenoudergezin;0.4;22.5;15.5
600;Skarsterlân;Totaal particulier huishouden;10.6;27.4;18.5
601;Skarsterlân;Eenpersoonshuishouden;2.7;16.3;16.3
602;Skarsterlân;Paar zonder kinderen;3.4;28.6;20.9
603;Skarsterlân;Paar met kinderen;3.8;34.4;18.2
604;Skarsterlân;Eenoudergezin;0.5;24.7;16.6
605;Winschoten;Totaal particulier huishouden;8.6;22.8;16.4
606;Winschoten;Eenpersoonshuishouden;3.1;13.9;13.9
607;Winschoten;Paar zonder kinderen;2.7;25.5;18.6
608;Winschoten;Paar met kinderen;2.1;32.3;17.5
609;Winschoten;Eenoudergezin;0.5;20.4;13.9
610;Winsum;Totaal particulier huishouden;5.4;27.5;18.5
611;Winsum;Eenpersoonshuishouden;1.4;16.1;16.1
612;Winsum;Paar zonder kinderen;1.7;29.8;21.7
613;Winsum;Paar met kinderen;2.0;34.4;18.2
614;Winsum;Eenoudergezin;0.3;20.3;14.0
615;Boarnsterhim;Totaal particulier huishouden;7.7;26.4;18.1
616;Boarnsterhim;Eenpersoonshuishouden;2.1;15.7;15.7
617;Boarnsterhim;Paar zonder kinderen;2.6;27.3;19.9
618;Boarnsterhim;Paar met kinderen;2.5;34.8;18.6
619;Boarnsterhim;Eenoudergezin;0.3;19.8;13.7
620;Zuidhorn;Totaal particulier huishouden;6.8;28.5;18.9
621;Zuidhorn;Eenpersoonshuishouden;1.6;16.3;16.3
622;Zuidhorn;Paar zonder kinderen;2.1;30.1;22.0
623;Zuidhorn;Paar met kinderen;2.7;34.4;18.1
624;Zuidhorn;Eenoudergezin;0.3;25.1;17.3
625;Dongeradeel;Totaal particulier huishouden;9.9;24.0;16.4
626;Dongeradeel;Eenpersoonshuishouden;2.9;14.6;14.6
627;Dongeradeel;Paar zonder kinderen;3.0;25.1;18.3
628;Dongeradeel;Paar met kinderen;3.5;31.0;16.3
629;Dongeradeel;Eenoudergezin;0.4;23.1;15.8
630;Achtkarspelen;Totaal particulier huishouden;10.8;25.1;16.6
631;Achtkarspelen;Eenpersoonshuishouden;2.6;14.5;14.5
632;Achtkarspelen;Paar zonder kinderen;3.2;24.2;17.7
633;Achtkarspelen;Paar met kinderen;4.2;32.2;17.1
634;Achtkarspelen;Eenoudergezin;0.6;23.3;15.8
635;Ameland;Totaal particulier huishouden;1.4;26.2;17.8
636;Ameland;Eenpersoonshuishouden;0.4;15.0;15.0
637;Ameland;Paar zonder kinderen;0.4;26.9;19.6
638;Ameland;Paar met kinderen;0.5;34.8;18.3
639;Ameland;Eenoudergezin;0.1;30.1;20.3
640;het Bildt;Totaal particulier huishouden;4.2;25.0;17.0
641;het Bildt;Eenpersoonshuishouden;1.2;14.2;14.2
642;het Bildt;Paar zonder kinderen;1.3;27.8;20.3
643;het Bildt;Paar met kinderen;1.4;31.1;16.4
644;het Bildt;Eenoudergezin;0.2;21.6;14.8
645;Bolsward;Totaal particulier huishouden;3.9;24.5;17.3
646;Bolsward;Eenpersoonshuishouden;1.3;15.3;15.3
647;Bolsward;Paar zonder kinderen;1.3;26.9;19.6
648;Bolsward;Paar met kinderen;1.1;32.1;16.9
649;Bolsward;Eenoudergezin;0.2;24.7;16.7
650;Dantumadeel;Totaal particulier huishouden;7.3;25.3;16.5
651;Dantumadeel;Eenpersoonshuishouden;1.7;14.4;14.4
652;Dantumadeel;Paar zonder kinderen;2.2;24.5;17.9
653;Dantumadeel;Paar met kinderen;2.9;32.0;16.7
654;Dantumadeel;Eenoudergezin;0.3;23.4;15.6
655;Franekeradeel;Totaal particulier huishouden;8.4;24.5;16.9
656;Franekeradeel;Eenpersoonshuishouden;2.5;14.5;14.5
657;Franekeradeel;Paar zonder kinderen;2.5;26.3;19.2
658;Franekeradeel;Paar met kinderen;2.7;32.2;17.1
659;Franekeradeel;Eenoudergezin;0.4;22.9;15.6
660;Harlingen;Totaal particulier huishouden;6.6;24.1;16.9
661;Harlingen;Eenpersoonshuishouden;2.1;14.7;14.7
662;Harlingen;Paar zonder kinderen;2.0;26.2;19.1
663;Harlingen;Paar met kinderen;1.9;33.2;17.8
664;Harlingen;Eenoudergezin;0.4;19.6;13.3
665;Heerenveen;Totaal particulier huishouden;17.9;26.2;18.4
666;Heerenveen;Eenpersoonshuishouden;5.7;16.3;16.3
667;Heerenveen;Paar zonder kinderen;5.9;28.6;20.9
668;Heerenveen;Paar met kinderen;5.1;34.7;18.5
669;Heerenveen;Eenoudergezin;0.9;22.3;15.1
670;Kollumerland c.a.;Totaal particulier huishouden;5.1;25.1;16.7
671;Kollumerland c.a.;Eenpersoonshuishouden;1.3;14.1;14.1
672;Kollumerland c.a.;Paar zonder kinderen;1.6;25.9;18.9
673;Kollumerland c.a.;Paar met kinderen;1.9;31.4;16.5
674;Kollumerland c.a.;Eenoudergezin;0.2;25.6;17.5
675;Leeuwarden;Totaal particulier huishouden;40.4;23.2;17.1
676;Leeuwarden;Eenpersoonshuishouden;16.0;15.4;15.4
677;Leeuwarden;Paar zonder kinderen;11.9;27.2;19.8
678;Leeuwarden;Paar met kinderen;8.6;32.7;17.6
679;Leeuwarden;Eenoudergezin;2.9;19.7;13.5
680;Leeuwarderadeel;Totaal particulier huishouden;3.9;27.9;18.4
681;Leeuwarderadeel;Eenpersoonshuishouden;0.8;16.6;16.6
682;Leeuwarderadeel;Paar zonder kinderen;1.3;27.6;20.2
683;Leeuwarderadeel;Paar met kinderen;1.6;34.0;18.0
684;Leeuwarderadeel;Eenoudergezin;0.2;23.7;16.5
685;Lemsterland;Totaal particulier huishouden;5.2;27.1;18.3
686;Lemsterland;Eenpersoonshuishouden;1.3;15.7;15.7
687;Lemsterland;Paar zonder kinderen;1.8;28.3;20.6
688;Lemsterland;Paar met kinderen;1.8;35.0;18.5
689;Lemsterland;Eenoudergezin;0.3;20.2;14.0
690;Menaldumadeel;Totaal particulier huishouden;5.4;27.3;18.1
691;Menaldumadeel;Eenpersoonshuishouden;1.2;15.0;15.0
692;Menaldumadeel;Paar zonder kinderen;1.9;27.5;20.1
693;Menaldumadeel;Paar met kinderen;2.1;34.6;18.4
694;Menaldumadeel;Eenoudergezin;0.2;21.9;15.2
695;Ooststellingwerf;Totaal particulier huishouden;10.9;25.3;17.3
696;Ooststellingwerf;Eenpersoonshuishouden;3.0;14.8;14.8
697;Ooststellingwerf;Paar zonder kinderen;3.6;27.2;19.9
698;Ooststellingwerf;Paar met kinderen;3.5;32.6;17.4
699;Ooststellingwerf;Eenoudergezin;0.6;21.1;14.3
700;Opsterland;Totaal particulier huishouden;11.4;26.5;17.9
701;Opsterland;Eenpersoonshuishouden;3.0;15.4;15.4
702;Opsterland;Paar zonder kinderen;3.7;27.7;20.2
703;Opsterland;Paar met kinderen;3.9;34.1;18.1
704;Opsterland;Eenoudergezin;0.5;20.5;14.2
705;Schiermonnikoog;Totaal particulier huishouden;0.5;25.0;19.1
706;Schiermonnikoog;Eenpersoonshuishouden;0.2;18.9;18.9
707;Schiermonnikoog;Paar zonder kinderen;0.1;29.8;21.8
708;Schiermonnikoog;Paar met kinderen;0.1;32.5;17.5
709;Schiermonnikoog;Eenoudergezin;;;
710;Smallingerland;Totaal particulier huishouden;22.1;25.0;17.4
711;Smallingerland;Eenpersoonshuishouden;6.6;15.2;15.2
712;Smallingerland;Paar zonder kinderen;7.0;27.2;19.8
713;Smallingerland;Paar met kinderen;6.6;33.0;17.5
714;Smallingerland;Eenoudergezin;1.4;20.9;14.2
715;Sneek;Totaal particulier huishouden;13.9;24.5;17.3
716;Sneek;Eenpersoonshuishouden;4.6;15.1;15.1
717;Sneek;Paar zonder kinderen;4.2;27.7;20.2
718;Sneek;Paar met kinderen;3.9;32.7;17.6
719;Sneek;Eenoudergezin;0.9;20.2;13.8
720;Terschelling;Totaal particulier huishouden;1.9;29.1;20.2
721;Terschelling;Eenpersoonshuishouden;0.6;17.4;17.4
722;Terschelling;Paar zonder kinderen;0.6;29.8;21.8
723;Terschelling;Paar met kinderen;0.5;39.3;21.0
724;Terschelling;Eenoudergezin;0.1;31.8;21.6
725;Vlieland;Totaal particulier huishouden;0.5;24.2;17.3
726;Vlieland;Eenpersoonshuishouden;0.2;14.4;14.4
727;Vlieland;Paar zonder kinderen;0.2;29.3;21.4
728;Vlieland;Paar met kinderen;0.1;33.1;17.3
729;Vlieland;Eenoudergezin;;;
730;Weststellingwerf;Totaal particulier huishouden;10.5;25.8;17.6
731;Weststellingwerf;Eenpersoonshuishouden;2.9;14.5;14.5
732;Weststellingwerf;Paar zonder kinderen;3.5;26.2;19.2
733;Weststellingwerf;Paar met kinderen;3.3;35.5;18.8
734;Weststellingwerf;Eenoudergezin;0.5;22.5;15.2
735;Nijefurd;Totaal particulier huishouden;4.5;25.1;17.4
736;Nijefurd;Eenpersoonshuishouden;1.4;14.9;14.9
737;Nijefurd;Paar zonder kinderen;1.4;27.0;19.7
738;Nijefurd;Paar met kinderen;1.4;33.0;17.5
739;Nijefurd;Eenoudergezin;0.2;24.0;16.4
740;Assen;Totaal particulier huishouden;25.0;25.7;18.0
741;Assen;Eenpersoonshuishouden;8.0;15.8;15.8
742;Assen;Paar zonder kinderen;7.6;28.4;20.8
743;Assen;Paar met kinderen;7.3;34.3;18.4
744;Assen;Eenoudergezin;1.5;21.0;14.3
745;Coevorden;Totaal particulier huishouden;14.5;26.0;17.7
746;Coevorden;Eenpersoonshuishouden;3.7;15.8;15.8
747;Coevorden;Paar zonder kinderen;5.0;26.7;19.5
748;Coevorden;Paar met kinderen;4.8;32.4;17.4
749;Coevorden;Eenoudergezin;0.6;25.0;16.9
750;Emmen;Totaal particulier huishouden;44.5;25.1;17.1
751;Emmen;Eenpersoonshuishouden;11.8;14.9;14.9
752;Emmen;Paar zonder kinderen;14.9;25.8;18.8
753;Emmen;Paar met kinderen;14.1;32.5;17.5
754;Emmen;Eenoudergezin;2.3;21.0;14.4
755;Hoogeveen;Totaal particulier huishouden;21.2;26.0;17.7
756;Hoogeveen;Eenpersoonshuishouden;5.8;16.0;16.0
757;Hoogeveen;Paar zonder kinderen;6.7;26.7;19.5
758;Hoogeveen;Paar met kinderen;7.1;33.2;17.5
759;Hoogeveen;Eenoudergezin;1.1;22.1;15.1
760;Meppel;Totaal particulier huishouden;12.6;26.6;18.5
761;Meppel;Eenpersoonshuishouden;3.9;16.1;16.1
762;Meppel;Paar zonder kinderen;3.9;28.8;21.1
763;Meppel;Paar met kinderen;3.8;35.2;18.8
764;Meppel;Eenoudergezin;0.7;21.7;14.9
765;Littenseradiel;Totaal particulier huishouden;4.0;27.8;18.3
766;Littenseradiel;Eenpersoonshuishouden;0.9;15.7;15.7
767;Littenseradiel;Paar zonder kinderen;1.3;27.3;20.0
768;Littenseradiel;Paar met kinderen;1.6;35.2;18.6
769;Littenseradiel;Eenoudergezin;0.2;24.6;16.9
770;Almelo;Totaal particulier huishouden;28.9;25.3;17.4
771;Almelo;Eenpersoonshuishouden;8.3;15.3;15.3
772;Almelo;Paar zonder kinderen;9.0;26.9;19.6
773;Almelo;Paar met kinderen;8.9;32.9;17.6
774;Almelo;Eenoudergezin;1.8;21.1;14.2
775;Bathmen;Totaal particulier huishouden;2.1;32.3;21.7
776;Bathmen;Eenpersoonshuishouden;0.4;19.1;19.1
777;Bathmen;Paar zonder kinderen;0.8;33.2;24.3
778;Bathmen;Paar met kinderen;0.8;39.3;21.0
779;Bathmen;Eenoudergezin;;;
780;Borne;Totaal particulier huishouden;8.1;29.1;19.4
781;Borne;Eenpersoonshuishouden;1.9;16.3;16.3
782;Borne;Paar zonder kinderen;2.7;29.9;21.8
783;Borne;Paar met kinderen;2.9;36.6;19.5
784;Borne;Eenoudergezin;0.4;24.1;16.7
785;Dalfsen;Totaal particulier huishouden;9.4;30.2;19.5
786;Dalfsen;Eenpersoonshuishouden;1.9;16.5;16.5
787;Dalfsen;Paar zonder kinderen;3.0;29.0;21.2
788;Dalfsen;Paar met kinderen;3.9;36.8;19.3
789;Dalfsen;Eenoudergezin;0.4;30.2;20.3
790;Denekamp;Totaal particulier huishouden;9.2;30.7;19.4
791;Denekamp;Eenpersoonshuishouden;1.8;16.3;16.3
792;Denekamp;Paar zonder kinderen;2.7;27.9;20.4
793;Denekamp;Paar met kinderen;3.9;37.7;19.8
794;Denekamp;Eenoudergezin;0.4;31.3;20.5
795;Deventer;Totaal particulier huishouden;36.1;25.8;18.2
796;Deventer;Eenpersoonshuishouden;11.8;16.1;16.1
797;Deventer;Paar zonder kinderen;11.1;28.8;21.0
798;Deventer;Paar met kinderen;10.0;33.8;18.1
799;Deventer;Eenoudergezin;1.9;21.7;14.9
800;Enschede;Totaal particulier huishouden;62.9;23.9;17.0
801;Enschede;Eenpersoonshuishouden;21.1;15.2;15.2
802;Enschede;Paar zonder kinderen;19.3;26.2;19.1
803;Enschede;Paar met kinderen;16.6;32.4;17.5
804;Enschede;Eenoudergezin;3.8;19.8;13.5
805;Haaksbergen;Totaal particulier huishouden;9.1;29.0;18.9
806;Haaksbergen;Eenpersoonshuishouden;1.9;15.4;15.4
807;Haaksbergen;Paar zonder kinderen;3.0;28.3;20.6
808;Haaksbergen;Paar met kinderen;3.4;35.9;19.2
809;Haaksbergen;Eenoudergezin;0.4;27.8;18.5
810;Hardenberg;Totaal particulier huishouden;20.7;27.9;18.0
811;Hardenberg;Eenpersoonshuishouden;4.5;15.7;15.7
812;Hardenberg;Paar zonder kinderen;6.3;26.4;19.3
813;Hardenberg;Paar met kinderen;8.2;34.6;18.1
814;Hardenberg;Eenoudergezin;0.9;26.8;17.8
815;Hellendoorn;Totaal particulier huishouden;13.4;28.5;18.6
816;Hellendoorn;Eenpersoonshuishouden;2.9;16.2;16.2
817;Hellendoorn;Paar zonder kinderen;4.3;27.8;20.3
818;Hellendoorn;Paar met kinderen;5.2;35.3;18.6
819;Hellendoorn;Eenoudergezin;0.5;25.9;17.5
820;Hengelo;Totaal particulier huishouden;34.5;26.0;18.2
821;Hengelo;Eenpersoonshuishouden;11.2;16.0;16.0
822;Hengelo;Paar zonder kinderen;10.8;28.3;20.7
823;Hengelo;Paar met kinderen;9.8;34.8;18.6
824;Hengelo;Eenoudergezin;1.7;22.0;15.0
825;Kampen;Totaal particulier huishouden;18.2;26.9;17.9
826;Kampen;Eenpersoonshuishouden;5.0;15.2;15.2
827;Kampen;Paar zonder kinderen;5.3;27.2;19.9
828;Kampen;Paar met kinderen;6.8;35.2;18.4
829;Kampen;Eenoudergezin;0.7;23.0;15.3
830;Losser;Totaal particulier huishouden;8.4;28.2;18.4
831;Losser;Eenpersoonshuishouden;1.8;15.8;15.8
832;Losser;Paar zonder kinderen;2.7;27.3;19.9
833;Losser;Paar met kinderen;3.1;34.8;18.5
834;Losser;Eenoudergezin;0.4;22.7;15.3
835;Noordoostpolder;Totaal particulier huishouden;17.0;26.7;17.9
836;Noordoostpolder;Eenpersoonshuishouden;4.3;15.9;15.9
837;Noordoostpolder;Paar zonder kinderen;5.4;27.7;20.2
838;Noordoostpolder;Paar met kinderen;6.1;33.7;17.8
839;Noordoostpolder;Eenoudergezin;0.8;21.9;14.8
840;Oldenzaal;Totaal particulier huishouden;12.5;27.7;18.9
841;Oldenzaal;Eenpersoonshuishouden;3.3;16.4;16.4
842;Oldenzaal;Paar zonder kinderen;4.1;28.7;21.0
843;Oldenzaal;Paar met kinderen;4.2;35.7;19.2
844;Oldenzaal;Eenoudergezin;0.6;24.5;16.6
845;Olst;Totaal particulier huishouden;6.4;29.0;19.1
846;Olst;Eenpersoonshuishouden;1.4;15.8;15.8
847;Olst;Paar zonder kinderen;2.0;29.4;21.5
848;Olst;Paar met kinderen;2.5;35.5;18.8
849;Olst;Eenoudergezin;0.3;28.6;19.3
