ID;RegioS;Inkomensbron;AantalHuishoudens_1;GemiddBesteedbInkomenPerHuishouden_2
437;Utrecht (SG);Winst;22.1;40.4
438;Utrecht (SG);Werkloosheid,bijstand,arbeidsongeschikt;23.0;17.5
439;Utrecht (SG);Pensioen;49.0;24.1
440;Amsterdam (SG);Totaal particulier huishouden;655.4;29.0
441;Amsterdam (SG);Loon;364.2;33.2
442;Amsterdam (SG);Winst;70.5;34.9
443;Amsterdam (SG);Werkloosheid,bijstand,arbeidsongeschikt;86.7;16.3
444;Amsterdam (SG);Pensioen;124.1;22.0
445;Haarlem (SG);Totaal particulier huishouden;176.2;31.9
446;Haarlem (SG);Loon;93.3;35.7
447;Haarlem (SG);Winst;17.2;40.6
448;Haarlem (SG);Werkloosheid,bijstand,arbeidsongeschikt;15.6;17.7
449;Haarlem (SG);Pensioen;47.3;24.9
450;Leiden (SG);Totaal particulier huishouden;134.4;32.9
451;Leiden (SG);Loon;78.4;36.2
452;Leiden (SG);Winst;12.8;43.1
453;Leiden (SG);Werkloosheid,bijstand,arbeidsongeschikt;9.5;17.4
454;Leiden (SG);Pensioen;31.5;24.5
455;'s-Gravenhage (SG);Totaal particulier huishouden;430.0;30.1
456;'s-Gravenhage (SG);Loon;235.0;34.0
457;'s-Gravenhage (SG);Winst;38.7;38.3
458;'s-Gravenhage (SG);Werkloosheid,bijstand,arbeidsongeschikt;48.8;16.6
459;'s-Gravenhage (SG);Pensioen;100.3;23.9
460;Rotterdam (SG);Totaal particulier huishouden;514.8;28.1
461;Rotterdam (SG);Loon;276.3;32.6
462;Rotterdam (SG);Winst;38.6;37.0
463;Rotterdam (SG);Werkloosheid,bijstand,arbeidsongeschikt;67.2;16.3
464;Rotterdam (SG);Pensioen;126.2;21.5
465;Dordrecht (SG);Totaal particulier huishouden;119.0;30.2
466;Dordrecht (SG);Loon;66.9;34.0
467;Dordrecht (SG);Winst;9.4;40.7
468;Dordrecht (SG);Werkloosheid,bijstand,arbeidsongeschikt;10.1;17.1
469;Dordrecht (SG);Pensioen;31.4;22.4
470;Breda (SG);Totaal particulier huishouden;128.5;30.9
471;Breda (SG);Loon;71.9;34.5
472;Breda (SG);Winst;12.0;40.4
473;Breda (SG);Werkloosheid,bijstand,arbeidsongeschikt;11.2;18.0
474;Breda (SG);Pensioen;31.6;23.1
475;Tilburg (SG);Totaal particulier huishouden;116.9;29.4
476;Tilburg (SG);Loon;66.1;33.2
477;Tilburg (SG);Winst;10.2;38.3
478;Tilburg (SG);Werkloosheid,bijstand,arbeidsongeschikt;11.4;17.3
479;Tilburg (SG);Pensioen;27.5;21.9
480;'s-Hertogenbosch (SG);Totaal particulier huishouden;78.6;31.4
481;'s-Hertogenbosch (SG);Loon;43.1;35.2
482;'s-Hertogenbosch (SG);Winst;8.3;38.7
483;'s-Hertogenbosch (SG);Werkloosheid,bijstand,arbeidsongeschikt;7.5;18.2
484;'s-Hertogenbosch (SG);Pensioen;18.5;23.8
485;Eindhoven (SG);Totaal particulier huishouden;173.6;30.1
486;Eindhoven (SG);Loon;94.5;33.8
487;Eindhoven (SG);Winst;14.4;36.3
488;Eindhoven (SG);Werkloosheid,bijstand,arbeidsongeschikt;16.9;17.5
489;Eindhoven (SG);Pensioen;45.3;24.7
490;Geleen/Sittard (SG);Totaal particulier huishouden;65.9;28.7
491;Geleen/Sittard (SG);Loon;33.2;33.9
492;Geleen/Sittard (SG);Winst;5.0;35.6
493;Geleen/Sittard (SG);Werkloosheid,bijstand,arbeidsongeschikt;8.3;18.2
494;Geleen/Sittard (SG);Pensioen;18.3;22.5
495;Heerlen (SG);Totaal particulier huishouden;114.9;26.5
496;Heerlen (SG);Loon;56.2;31.3
497;Heerlen (SG);Winst;8.0;34.6
498;Heerlen (SG);Werkloosheid,bijstand,arbeidsongeschikt;16.5;17.0
499;Heerlen (SG);Pensioen;32.7;21.3
500;Maastricht (SG);Totaal particulier huishouden;77.0;28.3
501;Maastricht (SG);Loon;38.2;33.0
502;Maastricht (SG);Winst;6.8;36.4
503;Maastricht (SG);Werkloosheid,bijstand,arbeidsongeschikt;9.4;17.4
504;Maastricht (SG);Pensioen;21.3;22.3
505;Aa en Hunze;Totaal particulier huishouden;10.4;30.5
506;Aa en Hunze;Loon;5.2;35.0
507;Aa en Hunze;Winst;1.4;35.8
508;Aa en Hunze;Werkloosheid,bijstand,arbeidsongeschikt;0.7;19.2
509;Aa en Hunze;Pensioen;3.0;22.9
510;Aalburg;Totaal particulier huishouden;4.1;34.4
511;Aalburg;Loon;2.2;37.6
512;Aalburg;Winst;0.8;36.4
513;Aalburg;Werkloosheid,bijstand,arbeidsongeschikt;0.2;20.9
514;Aalburg;Pensioen;1.0;20.8
515;Aalsmeer;Totaal particulier huishouden;9.8;34.0
516;Aalsmeer;Loon;5.5;38.4
517;Aalsmeer;Winst;1.1;42.3
518;Aalsmeer;Werkloosheid,bijstand,arbeidsongeschikt;0.6;19.6
519;Aalsmeer;Pensioen;2.5;23.0
520;Aalten;Totaal particulier huishouden;10.7;29.0
521;Aalten;Loon;6.0;32.0
522;Aalten;Winst;1.1;41.0
523;Aalten;Werkloosheid,bijstand,arbeidsongeschikt;0.6;19.4
524;Aalten;Pensioen;2.9;20.1
525;Abcoude;Totaal particulier huishouden;3.3;45.3
526;Abcoude;Loon;1.7;51.7
527;Abcoude;Winst;0.6;49.2
528;Abcoude;Werkloosheid,bijstand,arbeidsongeschikt;0.1;19.1
529;Abcoude;Pensioen;0.9;29.4
530;Achtkarspelen;Totaal particulier huishouden;11.1;26.9
531;Achtkarspelen;Loon;5.6;30.1
532;Achtkarspelen;Winst;1.3;36.3
533;Achtkarspelen;Werkloosheid,bijstand,arbeidsongeschikt;1.2;17.6
534;Achtkarspelen;Pensioen;2.8;19.5
535;Alblasserdam;Totaal particulier huishouden;7.3;30.0
536;Alblasserdam;Loon;3.9;34.8
537;Alblasserdam;Winst;0.6;43.4
538;Alblasserdam;Werkloosheid,bijstand,arbeidsongeschikt;0.5;18.3
539;Alblasserdam;Pensioen;2.2;20.9
540;Albrandswaard;Totaal particulier huishouden;8.3;36.0
541;Albrandswaard;Loon;5.1;39.9
542;Albrandswaard;Winst;0.8;41.9
543;Albrandswaard;Werkloosheid,bijstand,arbeidsongeschikt;0.4;19.2
544;Albrandswaard;Pensioen;1.9;25.3
545;Alkemade;Totaal particulier huishouden;5.4;33.7
546;Alkemade;Loon;3.1;37.9
547;Alkemade;Winst;0.8;41.7
548;Alkemade;Werkloosheid,bijstand,arbeidsongeschikt;0.2;18.8
549;Alkemade;Pensioen;1.3;20.9
550;Alkmaar;Totaal particulier huishouden;41.9;27.9
551;Alkmaar;Loon;23.9;31.4
552;Alkmaar;Winst;3.4;35.3
553;Alkmaar;Werkloosheid,bijstand,arbeidsongeschikt;4.5;16.9
554;Alkmaar;Pensioen;9.3;22.2
555;Almelo;Totaal particulier huishouden;30.0;27.0
556;Almelo;Loon;15.3;31.0
557;Almelo;Winst;2.4;37.1
558;Almelo;Werkloosheid,bijstand,arbeidsongeschikt;4.2;17.7
559;Almelo;Pensioen;7.6;21.0
560;Almere;Totaal particulier huishouden;68.8;30.5
561;Almere;Loon;45.5;33.8
562;Almere;Winst;5.8;34.0
563;Almere;Werkloosheid,bijstand,arbeidsongeschikt;7.3;18.0
564;Almere;Pensioen;9.5;21.9
565;Alphen aan den Rijn;Totaal particulier huishouden;28.4;32.8
566;Alphen aan den Rijn;Loon;17.9;35.7
567;Alphen aan den Rijn;Winst;2.5;40.1
568;Alphen aan den Rijn;Werkloosheid,bijstand,arbeidsongeschikt;1.7;21.7
569;Alphen aan den Rijn;Pensioen;6.0;24.0
570;Alphen-Chaam;Totaal particulier huishouden;3.6;34.8
571;Alphen-Chaam;Loon;1.8;38.7
572;Alphen-Chaam;Winst;0.6;41.6
573;Alphen-Chaam;Werkloosheid,bijstand,arbeidsongeschikt;0.2;21.9
574;Alphen-Chaam;Pensioen;0.9;23.8
575;Ambt Montfort;Totaal particulier huishouden;4.4;29.7
576;Ambt Montfort;Loon;2.3;33.9
577;Ambt Montfort;Winst;0.5;37.9
578;Ambt Montfort;Werkloosheid,bijstand,arbeidsongeschikt;0.4;20.3
579;Ambt Montfort;Pensioen;1.2;21.8
580;Ameland;Totaal particulier huishouden;1.4;27.7
581;Ameland;Loon;0.7;27.5
582;Ameland;Winst;0.3;36.4
583;Ameland;Werkloosheid,bijstand,arbeidsongeschikt;;
584;Ameland;Pensioen;0.3;20.3
585;Amersfoort;Totaal particulier huishouden;56.3;31.8
586;Amersfoort;Loon;33.9;35.6
587;Amersfoort;Winst;4.7;40.9
588;Amersfoort;Werkloosheid,bijstand,arbeidsongeschikt;5.4;17.5
589;Amersfoort;Pensioen;11.3;23.6
590;Amstelveen;Totaal particulier huishouden;34.9;35.0
591;Amstelveen;Loon;18.7;39.6
592;Amstelveen;Winst;3.2;44.4
593;Amstelveen;Werkloosheid,bijstand,arbeidsongeschikt;2.3;18.9
594;Amstelveen;Pensioen;10.0;26.3
595;Amsterdam;Totaal particulier huishouden;361.8;26.4
596;Amsterdam;Loon;190.8;30.6
597;Amsterdam;Winst;41.5;31.7
598;Amsterdam;Werkloosheid,bijstand,arbeidsongeschikt;61.7;15.5
599;Amsterdam;Pensioen;61.6;20.3
600;Andijk;Totaal particulier huishouden;2.5;31.1
601;Andijk;Loon;1.3;34.1
602;Andijk;Winst;0.5;39.7
603;Andijk;Werkloosheid,bijstand,arbeidsongeschikt;0.2;19.9
604;Andijk;Pensioen;0.6;20.6
605;Anna Paulowna;Totaal particulier huishouden;5.5;29.3
606;Anna Paulowna;Loon;2.9;33.3
607;Anna Paulowna;Winst;0.8;32.5
608;Anna Paulowna;Werkloosheid,bijstand,arbeidsongeschikt;0.4;20.3
609;Anna Paulowna;Pensioen;1.4;22.0
610;Apeldoorn;Totaal particulier huishouden;64.2;30.3
611;Apeldoorn;Loon;35.9;33.8
612;Apeldoorn;Winst;4.7;40.1
613;Apeldoorn;Werkloosheid,bijstand,arbeidsongeschikt;5.6;18.4
614;Apeldoorn;Pensioen;16.9;23.4
615;Appingedam;Totaal particulier huishouden;5.4;26.0
616;Appingedam;Loon;2.7;29.9
617;Appingedam;Winst;0.4;38.9
618;Appingedam;Werkloosheid,bijstand,arbeidsongeschikt;0.5;17.3
619;Appingedam;Pensioen;1.7;20.0
620;Arcen en Velden;Totaal particulier huishouden;3.5;31.7
621;Arcen en Velden;Loon;1.9;35.6
622;Arcen en Velden;Winst;0.4;42.1
623;Arcen en Velden;Werkloosheid,bijstand,arbeidsongeschikt;0.2;20.1
624;Arcen en Velden;Pensioen;0.9;22.0
625;Arnhem;Totaal particulier huishouden;63.7;26.1
626;Arnhem;Loon;34.8;29.5
627;Arnhem;Winst;5.1;33.1
628;Arnhem;Werkloosheid,bijstand,arbeidsongeschikt;10.0;15.9
629;Arnhem;Pensioen;12.6;22.2
630;Assen;Totaal particulier huishouden;26.4;27.9
631;Assen;Loon;15.0;30.9
632;Assen;Winst;1.8;37.2
633;Assen;Werkloosheid,bijstand,arbeidsongeschikt;2.8;17.0
634;Assen;Pensioen;6.2;23.4
635;Asten;Totaal particulier huishouden;6.2;32.5
636;Asten;Loon;3.3;36.3
637;Asten;Winst;0.9;42.2
638;Asten;Werkloosheid,bijstand,arbeidsongeschikt;0.5;18.6
639;Asten;Pensioen;1.6;21.6
640;Baarle-Nassau;Totaal particulier huishouden;2.8;29.5
641;Baarle-Nassau;Loon;1.3;34.3
642;Baarle-Nassau;Winst;0.5;33.2
643;Baarle-Nassau;Werkloosheid,bijstand,arbeidsongeschikt;0.2;16.1
644;Baarle-Nassau;Pensioen;0.8;21.8
645;Baarn;Totaal particulier huishouden;10.4;32.8
646;Baarn;Loon;5.3;35.8
647;Baarn;Winst;1.1;43.6
648;Baarn;Werkloosheid,bijstand,arbeidsongeschikt;0.7;17.9
649;Baarn;Pensioen;3.0;26.2
650;Barendrecht;Totaal particulier huishouden;15.8;35.9
651;Barendrecht;Loon;10.0;39.0
652;Barendrecht;Winst;1.5;46.7
653;Barendrecht;Werkloosheid,bijstand,arbeidsongeschikt;0.6;20.5
654;Barendrecht;Pensioen;3.4;24.1
655;Barneveld;Totaal particulier huishouden;17.1;33.9
656;Barneveld;Loon;9.4;35.6
657;Barneveld;Winst;2.8;44.7
658;Barneveld;Werkloosheid,bijstand,arbeidsongeschikt;0.9;20.1
659;Barneveld;Pensioen;3.8;23.0
660;Bedum;Totaal particulier huishouden;4.1;30.6
661;Bedum;Loon;2.3;32.8
662;Bedum;Winst;0.5;38.3
663;Bedum;Werkloosheid,bijstand,arbeidsongeschikt;0.2;18.2
664;Bedum;Pensioen;1.0;21.8
665;Beek (L.);Totaal particulier huishouden;7.1;30.1
666;Beek (L.);Loon;3.7;35.1
667;Beek (L.);Winst;0.6;35.8
668;Beek (L.);Werkloosheid,bijstand,arbeidsongeschikt;0.7;21.4
669;Beek (L.);Pensioen;2.0;22.6
670;Beemster;Totaal particulier huishouden;3.4;35.9
671;Beemster;Loon;1.6;39.1
672;Beemster;Winst;0.6;45.6
673;Beemster;Werkloosheid,bijstand,arbeidsongeschikt;0.1;18.4
674;Beemster;Pensioen;1.0;24.1
675;Beesel;Totaal particulier huishouden;5.4;28.9
676;Beesel;Loon;3.1;32.5
677;Beesel;Winst;0.4;38.6
678;Beesel;Werkloosheid,bijstand,arbeidsongeschikt;0.4;20.1
679;Beesel;Pensioen;1.4;20.8
680;Bellingwedde;Totaal particulier huishouden;4.1;25.6
681;Bellingwedde;Loon;1.8;30.1
682;Bellingwedde;Winst;0.6;30.3
683;Bellingwedde;Werkloosheid,bijstand,arbeidsongeschikt;0.5;18.5
684;Bellingwedde;Pensioen;1.2;19.5
685;Bennebroek;Totaal particulier huishouden;2.1;40.2
686;Bennebroek;Loon;0.9;45.0
687;Bennebroek;Winst;0.2;52.5
688;Bennebroek;Werkloosheid,bijstand,arbeidsongeschikt;0.1;21.3
689;Bennebroek;Pensioen;0.8;31.5
690;Bergambacht;Totaal particulier huishouden;3.6;34.4
691;Bergambacht;Loon;2.0;37.6
692;Bergambacht;Winst;0.5;48.6
693;Bergambacht;Werkloosheid,bijstand,arbeidsongeschikt;0.1;21.3
694;Bergambacht;Pensioen;1.0;22.2
695;Bergeijk;Totaal particulier huishouden;6.9;33.9
696;Bergeijk;Loon;3.6;37.6
697;Bergeijk;Winst;1.0;41.0
698;Bergeijk;Werkloosheid,bijstand,arbeidsongeschikt;0.4;22.4
699;Bergeijk;Pensioen;1.8;23.6
700;Bergen (L.);Totaal particulier huishouden;5.3;29.2
701;Bergen (L.);Loon;2.8;33.7
702;Bergen (L.);Winst;0.6;35.3
703;Bergen (L.);Werkloosheid,bijstand,arbeidsongeschikt;0.4;20.6
704;Bergen (L.);Pensioen;1.4;19.5
705;Bergen (NH.);Totaal particulier huishouden;13.2;34.4
706;Bergen (NH.);Loon;5.9;38.3
707;Bergen (NH.);Winst;1.9;42.2
708;Bergen (NH.);Werkloosheid,bijstand,arbeidsongeschikt;1.0;18.7
709;Bergen (NH.);Pensioen;4.0;26.2
710;Bergen op Zoom;Totaal particulier huishouden;27.7;29.2
711;Bergen op Zoom;Loon;15.1;33.6
712;Bergen op Zoom;Winst;2.3;34.8
713;Bergen op Zoom;Werkloosheid,bijstand,arbeidsongeschikt;2.7;19.7
714;Bergen op Zoom;Pensioen;7.3;22.0
715;Bergschenhoek;Totaal particulier huishouden;5.9;39.4
716;Bergschenhoek;Loon;4.0;41.9
717;Bergschenhoek;Winst;0.7;45.2
718;Bergschenhoek;Werkloosheid,bijstand,arbeidsongeschikt;0.2;23.0
719;Bergschenhoek;Pensioen;0.9;24.7
720;Berkel en Rodenrijs;Totaal particulier huishouden;7.4;35.4
721;Berkel en Rodenrijs;Loon;4.3;39.4
722;Berkel en Rodenrijs;Winst;0.9;41.2
723;Berkel en Rodenrijs;Werkloosheid,bijstand,arbeidsongeschikt;0.4;18.6
724;Berkel en Rodenrijs;Pensioen;1.7;24.5
725;Berkelland;Totaal particulier huishouden;17.5;30.5
726;Berkelland;Loon;8.9;34.0
727;Berkelland;Winst;2.5;39.9
728;Berkelland;Werkloosheid,bijstand,arbeidsongeschikt;1.2;19.8
729;Berkelland;Pensioen;4.7;21.8
730;Bernheze;Totaal particulier huishouden;10.7;34.1
731;Bernheze;Loon;5.9;37.9
732;Bernheze;Winst;1.5;41.8
733;Bernheze;Werkloosheid,bijstand,arbeidsongeschikt;0.7;20.1
734;Bernheze;Pensioen;2.4;22.8
735;Bernisse;Totaal particulier huishouden;5.0;33.5
736;Bernisse;Loon;2.8;37.5
737;Bernisse;Winst;0.6;39.6
738;Bernisse;Werkloosheid,bijstand,arbeidsongeschikt;0.2;19.7
739;Bernisse;Pensioen;1.4;23.9
740;Best;Totaal particulier huishouden;11.4;33.2
741;Best;Loon;6.9;37.0
742;Best;Winst;1.0;41.0
743;Best;Werkloosheid,bijstand,arbeidsongeschikt;0.8;18.9
744;Best;Pensioen;2.6;23.5
745;Beuningen;Totaal particulier huishouden;9.6;32.7
746;Beuningen;Loon;5.7;36.0
747;Beuningen;Winst;1.1;39.4
748;Beuningen;Werkloosheid,bijstand,arbeidsongeschikt;0.7;18.0
749;Beuningen;Pensioen;2.0;22.1
750;Beverwijk;Totaal particulier huishouden;16.2;28.7
751;Beverwijk;Loon;8.8;32.4
752;Beverwijk;Winst;1.4;36.8
753;Beverwijk;Werkloosheid,bijstand,arbeidsongeschikt;1.5;17.9
754;Beverwijk;Pensioen;4.3;22.4
755;Binnenmaas;Totaal particulier huishouden;8.0;35.0
756;Binnenmaas;Loon;4.5;37.3
757;Binnenmaas;Winst;1.0;45.8
758;Binnenmaas;Werkloosheid,bijstand,arbeidsongeschikt;0.3;19.9
759;Binnenmaas;Pensioen;2.1;25.2
760;Bladel;Totaal particulier huishouden;7.2;32.6
761;Bladel;Loon;3.9;35.9
762;Bladel;Winst;1.0;42.3
763;Bladel;Werkloosheid,bijstand,arbeidsongeschikt;0.4;20.3
764;Bladel;Pensioen;1.7;23.2
765;Blaricum;Totaal particulier huishouden;3.8;46.5
766;Blaricum;Loon;1.7;54.6
767;Blaricum;Winst;0.6;45.2
768;Blaricum;Werkloosheid,bijstand,arbeidsongeschikt;0.3;18.5
769;Blaricum;Pensioen;0.9;32.5
770;Bleiswijk;Totaal particulier huishouden;3.8;37.7
771;Bleiswijk;Loon;2.2;40.2
772;Bleiswijk;Winst;0.5;40.7
773;Bleiswijk;Werkloosheid,bijstand,arbeidsongeschikt;0.2;26.1
774;Bleiswijk;Pensioen;0.9;26.9
775;Bloemendaal;Totaal particulier huishouden;6.7;50.5
776;Bloemendaal;Loon;3.0;57.5
777;Bloemendaal;Winst;1.0;57.0
778;Bloemendaal;Werkloosheid,bijstand,arbeidsongeschikt;0.3;19.4
779;Bloemendaal;Pensioen;2.1;38.2
780;Boarnsterhim;Totaal particulier huishouden;7.9;28.5
781;Boarnsterhim;Loon;4.1;31.7
782;Boarnsterhim;Winst;1.3;33.7
783;Boarnsterhim;Werkloosheid,bijstand,arbeidsongeschikt;0.5;19.0
784;Boarnsterhim;Pensioen;1.9;21.1
785;Bodegraven;Totaal particulier huishouden;7.3;34.1
786;Bodegraven;Loon;4.3;37.1
787;Bodegraven;Winst;0.9;42.1
788;Bodegraven;Werkloosheid,bijstand,arbeidsongeschikt;0.3;21.1
789;Bodegraven;Pensioen;1.7;23.7
790;Boekel;Totaal particulier huishouden;3.2;32.8
791;Boekel;Loon;1.8;36.1
792;Boekel;Winst;0.6;37.8
793;Boekel;Werkloosheid,bijstand,arbeidsongeschikt;0.2;21.9
794;Boekel;Pensioen;0.7;20.3
795;Bolsward;Totaal particulier huishouden;4.1;27.1
796;Bolsward;Loon;2.1;29.8
797;Bolsward;Winst;0.4;37.2
798;Bolsward;Werkloosheid,bijstand,arbeidsongeschikt;0.3;17.8
799;Bolsward;Pensioen;1.2;19.8
800;Borger-Odoorn;Totaal particulier huishouden;10.6;28.4
801;Borger-Odoorn;Loon;5.1;32.8
802;Borger-Odoorn;Winst;1.4;31.0
803;Borger-Odoorn;Werkloosheid,bijstand,arbeidsongeschikt;1.1;20.0
804;Borger-Odoorn;Pensioen;3.0;21.7
805;Borne;Totaal particulier huishouden;8.1;31.5
806;Borne;Loon;4.4;35.0
807;Borne;Winst;0.8;43.5
808;Borne;Werkloosheid,bijstand,arbeidsongeschikt;0.5;19.6
809;Borne;Pensioen;2.2;23.3
810;Borsele;Totaal particulier huishouden;8.7;31.2
811;Borsele;Loon;4.7;34.1
812;Borsele;Winst;1.3;40.2
813;Borsele;Werkloosheid,bijstand,arbeidsongeschikt;0.5;18.6
814;Borsele;Pensioen;2.2;21.6
815;Boskoop;Totaal particulier huishouden;5.9;33.2
816;Boskoop;Loon;3.2;34.9
817;Boskoop;Winst;1.0;43.5
818;Boskoop;Werkloosheid,bijstand,arbeidsongeschikt;0.3;17.7
819;Boskoop;Pensioen;1.3;22.4
820;Boxmeer;Totaal particulier huishouden;11.1;31.9
821;Boxmeer;Loon;6.2;35.6
822;Boxmeer;Winst;1.3;40.4
823;Boxmeer;Werkloosheid,bijstand,arbeidsongeschikt;0.8;21.8
824;Boxmeer;Pensioen;2.7;22.1
825;Boxtel;Totaal particulier huishouden;11.8;31.8
826;Boxtel;Loon;6.5;35.5
827;Boxtel;Winst;1.2;39.5
828;Boxtel;Werkloosheid,bijstand,arbeidsongeschikt;1.0;19.7
829;Boxtel;Pensioen;2.8;22.8
830;Breda;Totaal particulier huishouden;72.0;30.2
831;Breda;Loon;40.1;33.7
832;Breda;Winst;6.2;40.1
833;Breda;Werkloosheid,bijstand,arbeidsongeschikt;7.2;16.8
834;Breda;Pensioen;17.4;23.6
835;Breukelen;Totaal particulier huishouden;5.8;35.4
836;Breukelen;Loon;2.9;40.2
837;Breukelen;Winst;0.9;43.1
838;Breukelen;Werkloosheid,bijstand,arbeidsongeschikt;0.3;18.4
839;Breukelen;Pensioen;1.6;23.3
840;Brielle;Totaal particulier huishouden;6.6;33.3
841;Brielle;Loon;3.8;36.6
842;Brielle;Winst;0.8;35.7
843;Brielle;Werkloosheid,bijstand,arbeidsongeschikt;0.3;16.7
844;Brielle;Pensioen;1.7;26.2
845;Bronckhorst;Totaal particulier huishouden;14.6;32.1
846;Bronckhorst;Loon;7.2;35.8
847;Bronckhorst;Winst;2.3;40.1
848;Bronckhorst;Werkloosheid,bijstand,arbeidsongeschikt;0.8;21.3
849;Bronckhorst;Pensioen;4.2;22.6
850;Brummen;Totaal particulier huishouden;8.4;32.0
851;Brummen;Loon;4.3;35.8
852;Brummen;Winst;0.9;37.3
853;Brummen;Werkloosheid,bijstand,arbeidsongeschikt;0.6;21.3
854;Brummen;Pensioen;2.4;24.1
855;Brunssum;Totaal particulier huishouden;13.2;25.9
856;Brunssum;Loon;6.5;30.4
857;Brunssum;Winst;0.7;35.3
858;Brunssum;Werkloosheid,bijstand,arbeidsongeschikt;1.8;17.7
859;Brunssum;Pensioen;4.0;20.9
860;Bunnik;Totaal particulier huishouden;5.5;38.4
861;Bunnik;Loon;3.0;41.3
862;Bunnik;Winst;0.7;47.5
863;Bunnik;Werkloosheid,bijstand,arbeidsongeschikt;0.2;24.0
864;Bunnik;Pensioen;1.6;30.0
865;Bunschoten;Totaal particulier huishouden;6.7;33.6
866;Bunschoten;Loon;3.9;36.2
867;Bunschoten;Winst;1.0;44.6
868;Bunschoten;Werkloosheid,bijstand,arbeidsongeschikt;0.3;21.0
869;Bunschoten;Pensioen;1.4;22.0
870;Buren;Totaal particulier huishouden;9.7;33.5
871;Buren;Loon;5.3;37.3
872;Buren;Winst;1.7;39.1
873;Buren;Werkloosheid,bijstand,arbeidsongeschikt;0.5;19.4
874;Buren;Pensioen;2.1;21.5
875;Bussum;Totaal particulier huishouden;14.0;36.8
876;Bussum;Loon;6.8;42.6
877;Bussum;Winst;1.7;44.9
878;Bussum;Werkloosheid,bijstand,arbeidsongeschikt;0.9;18.3
879;Bussum;Pensioen;4.2;26.3
880;Capelle aan den IJssel;Totaal particulier huishouden;28.1;30.9
881;Capelle aan den IJssel;Loon;16.3;35.4
882;Capelle aan den IJssel;Winst;2.2;40.4
883;Capelle aan den IJssel;Werkloosheid,bijstand,arbeidsongeschikt;2.6;17.1
884;Capelle aan den IJssel;Pensioen;6.6;22.5
885;Castricum;Totaal particulier huishouden;14.2;35.3
886;Castricum;Loon;7.4;38.6
887;Castricum;Winst;1.6;43.2
888;Castricum;Werkloosheid,bijstand,arbeidsongeschikt;0.8;21.0
889;Castricum;Pensioen;4.3;28.2
890;Coevorden;Totaal particulier huishouden;14.6;28.6
891;Coevorden;Loon;7.2;32.4
892;Coevorden;Winst;1.7;33.7
893;Coevorden;Werkloosheid,bijstand,arbeidsongeschikt;1.3;19.3
894;Coevorden;Pensioen;4.2;22.0
895;Cranendonck;Totaal particulier huishouden;8.1;31.1
896;Cranendonck;Loon;4.4;34.4
897;Cranendonck;Winst;0.9;41.4
898;Cranendonck;Werkloosheid,bijstand,arbeidsongeschikt;0.6;19.8
899;Cranendonck;Pensioen;2.1;22.8
900;Cromstrijen;Totaal particulier huishouden;5.3;33.3
901;Cromstrijen;Loon;3.0;37.7
902;Cromstrijen;Winst;0.6;41.1
903;Cromstrijen;Werkloosheid,bijstand,arbeidsongeschikt;0.2;20.2
904;Cromstrijen;Pensioen;1.4;22.7
905;Cuijk;Totaal particulier huishouden;9.6;30.0
906;Cuijk;Loon;5.5;33.1
907;Cuijk;Winst;0.8;40.8
908;Cuijk;Werkloosheid,bijstand,arbeidsongeschikt;1.0;19.8
909;Cuijk;Pensioen;2.2;21.6
910;Culemborg;Totaal particulier huishouden;10.7;32.4
911;Culemborg;Loon;6.5;35.5
912;Culemborg;Winst;1.0;41.6
913;Culemborg;Werkloosheid,bijstand,arbeidsongeschikt;0.7;19.3
914;Culemborg;Pensioen;2.3;22.1
915;Dalfsen;Totaal particulier huishouden;9.7;33.0
916;Dalfsen;Loon;5.1;35.7
917;Dalfsen;Winst;1.6;43.2
918;Dalfsen;Werkloosheid,bijstand,arbeidsongeschikt;0.4;22.0
919;Dalfsen;Pensioen;2.5;22.9
920;Dantumadeel;Totaal particulier huishouden;7.4;27.5
921;Dantumadeel;Loon;3.7;31.4
922;Dantumadeel;Winst;0.9;37.7
923;Dantumadeel;Werkloosheid,bijstand,arbeidsongeschikt;0.6;17.4
924;Dantumadeel;Pensioen;2.1;19.7
925;De Bilt;Totaal particulier huishouden;17.6;37.3
926;De Bilt;Loon;8.7;41.7
927;De Bilt;Winst;2.1;46.5
928;De Bilt;Werkloosheid,bijstand,arbeidsongeschikt;0.8;22.7
929;De Bilt;Pensioen;5.5;28.1
930;De Marne;Totaal particulier huishouden;4.7;26.4
931;De Marne;Loon;2.1;28.7
932;De Marne;Winst;0.8;36.6
933;De Marne;Werkloosheid,bijstand,arbeidsongeschikt;0.5;16.6
934;De Marne;Pensioen;1.2;19.5
935;De Ronde Venen;Totaal particulier huishouden;13.3;37.0
936;De Ronde Venen;Loon;7.6;40.9
937;De Ronde Venen;Winst;1.8;42.6
938;De Ronde Venen;Werkloosheid,bijstand,arbeidsongeschikt;0.7;20.0
939;De Ronde Venen;Pensioen;2.9;24.9
940;De Wolden;Totaal particulier huishouden;9.1;30.9
941;De Wolden;Loon;4.3;34.6
942;De Wolden;Winst;1.6;37.4
943;De Wolden;Werkloosheid,bijstand,arbeidsongeschikt;0.5;18.8
944;De Wolden;Pensioen;2.5;22.6
945;Delft;Totaal particulier huishouden;40.3;28.0
946;Delft;Loon;23.3;31.1
947;Delft;Winst;2.8;36.7
948;Delft;Werkloosheid,bijstand,arbeidsongeschikt;4.4;17.1
