ID;Geslacht;Leeftijd;Diagnose;RegioS;Perioden;AantalPatienten_1;AantalPatientenPer100000Inwoners_2;AantalPatienten_3;AantalPatientenPer100000Inwoners_4
3012;Totaal mannen en vrouwen;Totaal alle leeftijden;OG15 Totaal bulbus / sclera;GGD Midden-Nederland (GG);2008;370.0;41.0;300;33
3013;Totaal mannen en vrouwen;Totaal alle leeftijden;OG15 Totaal bulbus / sclera;GGD Midden-Nederland (GG);2009;355.0;39.0;310;34
3014;Totaal mannen en vrouwen;Totaal alle leeftijden;OG15 Totaal bulbus / sclera;GGD Midden-Nederland (GG);2010;365.0;40.0;285;31
3015;Totaal mannen en vrouwen;Totaal alle leeftijden;OG15 Totaal bulbus / sclera;GGD Midden-Nederland (GG);2011;;;360;39
3016;Totaal mannen en vrouwen;Totaal alle leeftijden;OG15 Totaal bulbus / sclera;GGD Regio Nijmegen (GG);2008;175.0;56.0;150;48
3017;Totaal mannen en vrouwen;Totaal alle leeftijden;OG15 Totaal bulbus / sclera;GGD Regio Nijmegen (GG);2009;150.0;48.0;120;38
3018;Totaal mannen en vrouwen;Totaal alle leeftijden;OG15 Totaal bulbus / sclera;GGD Regio Nijmegen (GG);2010;185.0;59.0;145;46
3019;Totaal mannen en vrouwen;Totaal alle leeftijden;OG15 Totaal bulbus / sclera;GGD Regio Nijmegen (GG);2011;;;130;41
3020;Totaal mannen en vrouwen;Totaal alle leeftijden;OG15 Totaal bulbus / sclera;GGD Regio Twente (GG);2008;255.0;41.0;200;32
3021;Totaal mannen en vrouwen;Totaal alle leeftijden;OG15 Totaal bulbus / sclera;GGD Regio Twente (GG);2009;275.0;45.0;220;36
3022;Totaal mannen en vrouwen;Totaal alle leeftijden;OG15 Totaal bulbus / sclera;GGD Regio Twente (GG);2010;260.0;42.0;205;33
3023;Totaal mannen en vrouwen;Totaal alle leeftijden;OG15 Totaal bulbus / sclera;GGD Regio Twente (GG);2011;;;235;37
3024;Totaal mannen en vrouwen;Totaal alle leeftijden;OG15 Totaal bulbus / sclera;GGD Rivierenland (GG);2008;90.0;42.0;75;34
3025;Totaal mannen en vrouwen;Totaal alle leeftijden;OG15 Totaal bulbus / sclera;GGD Rivierenland (GG);2009;85.0;39.0;65;31
3026;Totaal mannen en vrouwen;Totaal alle leeftijden;OG15 Totaal bulbus / sclera;GGD Rivierenland (GG);2010;90.0;41.0;70;33
3027;Totaal mannen en vrouwen;Totaal alle leeftijden;OG15 Totaal bulbus / sclera;GGD Rivierenland (GG);2011;;;80;37
3028;Totaal mannen en vrouwen;Totaal alle leeftijden;OG15 Totaal bulbus / sclera;GGD Rotterdam-Rijnmond (GG);2008;785.0;63.0;625;51
3029;Totaal mannen en vrouwen;Totaal alle leeftijden;OG15 Totaal bulbus / sclera;GGD Rotterdam-Rijnmond (GG);2009;900.0;72.0;720;58
3030;Totaal mannen en vrouwen;Totaal alle leeftijden;OG15 Totaal bulbus / sclera;GGD Rotterdam-Rijnmond (GG);2010;945.0;76.0;800;64
3031;Totaal mannen en vrouwen;Totaal alle leeftijden;OG15 Totaal bulbus / sclera;GGD Rotterdam-Rijnmond (GG);2011;;;870;69
3032;Totaal mannen en vrouwen;Totaal alle leeftijden;OG15 Totaal bulbus / sclera;GG en GD Utrecht (GG);2008;130.0;43.0;105;36
3033;Totaal mannen en vrouwen;Totaal alle leeftijden;OG15 Totaal bulbus / sclera;GG en GD Utrecht (GG);2009;125.0;42.0;95;31
3034;Totaal mannen en vrouwen;Totaal alle leeftijden;OG15 Totaal bulbus / sclera;GG en GD Utrecht (GG);2010;130.0;42.0;100;32
3035;Totaal mannen en vrouwen;Totaal alle leeftijden;OG15 Totaal bulbus / sclera;GG en GD Utrecht (GG);2011;;;115;36
3036;Totaal mannen en vrouwen;Totaal alle leeftijden;OG15 Totaal bulbus / sclera;GGD West-Brabant (GG);2008;325.0;48.0;260;39
3037;Totaal mannen en vrouwen;Totaal alle leeftijden;OG15 Totaal bulbus / sclera;GGD West-Brabant (GG);2009;335.0;49.0;275;40
3038;Totaal mannen en vrouwen;Totaal alle leeftijden;OG15 Totaal bulbus / sclera;GGD West-Brabant (GG);2010;320.0;47.0;260;38
3039;Totaal mannen en vrouwen;Totaal alle leeftijden;OG15 Totaal bulbus / sclera;GGD West-Brabant (GG);2011;;;215;31
3040;Totaal mannen en vrouwen;Totaal alle leeftijden;OG15 Totaal bulbus / sclera;GGD Zaanstreek/Waterland (GG);2008;185.0;59.0;140;45
3041;Totaal mannen en vrouwen;Totaal alle leeftijden;OG15 Totaal bulbus / sclera;GGD Zaanstreek/Waterland (GG);2009;190.0;60.0;150;48
3042;Totaal mannen en vrouwen;Totaal alle leeftijden;OG15 Totaal bulbus / sclera;GGD Zaanstreek/Waterland (GG);2010;190.0;60.0;150;46
3043;Totaal mannen en vrouwen;Totaal alle leeftijden;OG15 Totaal bulbus / sclera;GGD Zaanstreek/Waterland (GG);2011;;;160;50
3044;Totaal mannen en vrouwen;Totaal alle leeftijden;OG15 Totaal bulbus / sclera;GGD Zeeland (GG);2008;125.0;33.0;110;28
3045;Totaal mannen en vrouwen;Totaal alle leeftijden;OG15 Totaal bulbus / sclera;GGD Zeeland (GG);2009;125.0;33.0;105;28
3046;Totaal mannen en vrouwen;Totaal alle leeftijden;OG15 Totaal bulbus / sclera;GGD Zeeland (GG);2010;135.0;35.0;120;31
3047;Totaal mannen en vrouwen;Totaal alle leeftijden;OG15 Totaal bulbus / sclera;GGD Zeeland (GG);2011;;;110;29
3048;Totaal mannen en vrouwen;Totaal alle leeftijden;OG15 Totaal bulbus / sclera;GGD Zuid-Holland-West (GG);2008;245.0;47.0;215;41
3049;Totaal mannen en vrouwen;Totaal alle leeftijden;OG15 Totaal bulbus / sclera;GGD Zuid-Holland-West (GG);2009;250.0;47.0;220;42
3050;Totaal mannen en vrouwen;Totaal alle leeftijden;OG15 Totaal bulbus / sclera;GGD Zuid-Holland-West (GG);2010;235.0;45.0;200;38
3051;Totaal mannen en vrouwen;Totaal alle leeftijden;OG15 Totaal bulbus / sclera;GGD Zuid-Holland-West (GG);2011;;;205;38
3052;Totaal mannen en vrouwen;Totaal alle leeftijden;OG15 Totaal bulbus / sclera;GGD Zuid-Holland-Zuid (GG);2008;150.0;31.0;125;26
3053;Totaal mannen en vrouwen;Totaal alle leeftijden;OG15 Totaal bulbus / sclera;GGD Zuid-Holland-Zuid (GG);2009;160.0;33.0;135;28
3054;Totaal mannen en vrouwen;Totaal alle leeftijden;OG15 Totaal bulbus / sclera;GGD Zuid-Holland-Zuid (GG);2010;145.0;31.0;125;26
3055;Totaal mannen en vrouwen;Totaal alle leeftijden;OG15 Totaal bulbus / sclera;GGD Zuid-Holland-Zuid (GG);2011;;;160;33
3056;Totaal mannen en vrouwen;Totaal alle leeftijden;OG15 Totaal bulbus / sclera;GGD Zuid-Limburg (GG);2008;295.0;48.0;215;35
3057;Totaal mannen en vrouwen;Totaal alle leeftijden;OG15 Totaal bulbus / sclera;GGD Zuid-Limburg (GG);2009;285.0;47.0;205;34
3058;Totaal mannen en vrouwen;Totaal alle leeftijden;OG15 Totaal bulbus / sclera;GGD Zuid-Limburg (GG);2010;265.0;44.0;205;34
3059;Totaal mannen en vrouwen;Totaal alle leeftijden;OG15 Totaal bulbus / sclera;GGD Zuid-Limburg (GG);2011;;;195;32
3060;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;Nederland;2008;35910.0;218.0;29170;177
3061;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;Nederland;2009;36975.0;224.0;30135;182
3062;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;Nederland;2010;38535.0;232.0;31045;187
3063;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;Nederland;2011;;;33195;199
3064;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;Noord-Nederland (LD);2008;3320.0;194.0;2700;158
3065;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;Noord-Nederland (LD);2009;3400.0;199.0;2780;163
3066;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;Noord-Nederland (LD);2010;3630.0;212.0;2985;174
3067;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;Noord-Nederland (LD);2011;;;3325;193
3068;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;Oost-Nederland (LD);2008;6480.0;186.0;5285;151
3069;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;Oost-Nederland (LD);2009;6830.0;195.0;5525;157
3070;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;Oost-Nederland (LD);2010;7125.0;202.0;5780;164
3071;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;Oost-Nederland (LD);2011;;;6155;174
3072;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;West-Nederland (LD);2008;17375.0;226.0;14175;184
3073;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;West-Nederland (LD);2009;17395.0;224.0;14260;184
3074;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;West-Nederland (LD);2010;18305.0;235.0;14565;187
3075;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;West-Nederland (LD);2011;;;15935;203
3076;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;Zuid-Nederland (LD);2008;8745.0;246.0;7010;197
3077;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;Zuid-Nederland (LD);2009;9360.0;263.0;7570;213
3078;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;Zuid-Nederland (LD);2010;9485.0;266.0;7715;216
3079;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;Zuid-Nederland (LD);2011;;;7790;217
3080;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;Groningen (PV);2008;995.0;173.0;775;135
3081;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;Groningen (PV);2009;975.0;170.0;745;130
3082;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;Groningen (PV);2010;1105.0;191.0;875;152
3083;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;Groningen (PV);2011;;;950;163
3084;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;Friesland (PV);2008;1420.0;220.0;1195;185
3085;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;Friesland (PV);2009;1445.0;224.0;1255;195
3086;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;Friesland (PV);2010;1530.0;237.0;1285;199
3087;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;Friesland (PV);2011;;;1475;228
3088;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;Drenthe (PV);2008;905.0;185.0;730;149
3089;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;Drenthe (PV);2009;980.0;200.0;780;159
3090;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;Drenthe (PV);2010;995.0;203.0;820;167
3091;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;Drenthe (PV);2011;;;900;183
3092;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;Overijssel (PV);2008;1475.0;131.0;1180;105
3093;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;Overijssel (PV);2009;1550.0;137.0;1210;107
3094;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;Overijssel (PV);2010;1655.0;146.0;1335;118
3095;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;Overijssel (PV);2011;;;1455;128
3096;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;Flevoland (PV);2008;765.0;200.0;620;163
3097;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;Flevoland (PV);2009;825.0;214.0;675;175
3098;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;Flevoland (PV);2010;795.0;204.0;620;159
3099;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;Flevoland (PV);2011;;;735;186
3100;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;Gelderland (PV);2008;4245.0;214.0;3485;175
3101;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;Gelderland (PV);2009;4450.0;223.0;3640;182
3102;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;Gelderland (PV);2010;4680.0;234.0;3830;191
3103;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;Gelderland (PV);2011;;;3965;198
3104;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;Utrecht (PV);2008;2565.0;213.0;2165;180
3105;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;Utrecht (PV);2009;2515.0;207.0;2165;178
3106;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;Utrecht (PV);2010;2705.0;221.0;2245;183
3107;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;Utrecht (PV);2011;;;2425;197
3108;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;Noord-Holland (PV);2008;5475.0;208.0;4285;163
3109;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;Noord-Holland (PV);2009;5680.0;214.0;4465;168
3110;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;Noord-Holland (PV);2010;5900.0;220.0;4455;166
3111;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;Noord-Holland (PV);2011;;;5090;188
3112;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;Zuid-Holland (PV);2008;8385.0;241.0;6880;198
3113;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;Zuid-Holland (PV);2009;8310.0;238.0;6865;197
3114;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;Zuid-Holland (PV);2010;8745.0;249.0;7025;200
3115;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;Zuid-Holland (PV);2011;;;7585;214
3116;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;Zeeland (PV);2008;955.0;250.0;845;221
3117;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;Zeeland (PV);2009;890.0;233.0;765;201
3118;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;Zeeland (PV);2010;950.0;249.0;840;220
3119;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;Zeeland (PV);2011;;;840;220
3120;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;Noord-Brabant (PV);2008;5605.0;231.0;4425;182
3121;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;Noord-Brabant (PV);2009;6395.0;262.0;5105;209
3122;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;Noord-Brabant (PV);2010;6660.0;272.0;5390;220
3123;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;Noord-Brabant (PV);2011;;;5240;213
3124;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;Limburg (PV);2008;3145.0;280.0;2580;230
3125;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;Limburg (PV);2009;2965.0;264.0;2465;220
3126;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;Limburg (PV);2010;2825.0;252.0;2330;207
3127;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;Limburg (PV);2011;;;2550;227
3128;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;GGD Amsterdam (GG);2008;1845.0;200.0;1295;141
3129;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;GGD Amsterdam (GG);2009;1995.0;213.0;1525;163
3130;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;GGD Amsterdam (GG);2010;2010.0;211.0;1445;152
3131;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;GGD Amsterdam (GG);2011;;;1585;164
3132;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;GGD Brabant-Zuidoost (GG);2008;1630.0;223.0;1315;180
3133;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;GGD Brabant-Zuidoost (GG);2009;1730.0;236.0;1390;190
3134;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;GGD Brabant-Zuidoost (GG);2010;1885.0;256.0;1645;223
3135;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;GGD Brabant-Zuidoost (GG);2011;;;1465;198
3136;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;GGD Den Haag (GG);2008;1110.0;231.0;935;196
3137;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;GGD Den Haag (GG);2009;1110.0;229.0;950;196
3138;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;GGD Den Haag (GG);2010;1190.0;242.0;1020;208
3139;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;GGD Den Haag (GG);2011;;;1215;244
3140;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;GGD Drenthe (GG);2008;905.0;185.0;730;149
3141;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;GGD Drenthe (GG);2009;980.0;200.0;780;159
3142;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;GGD Drenthe (GG);2010;995.0;203.0;820;167
3143;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;GGD Drenthe (GG);2011;;;900;183
3144;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;GGD Flevoland (GG);2008;765.0;200.0;620;163
3145;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;GGD Flevoland (GG);2009;825.0;214.0;675;175
3146;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;GGD Flevoland (GG);2010;795.0;204.0;620;159
3147;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;GGD Flevoland (GG);2011;;;735;186
3148;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;GGD Fryslân (GG);2008;1420.0;220.0;1195;185
3149;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;GGD Fryslân (GG);2009;1445.0;224.0;1255;195
3150;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;GGD Fryslân (GG);2010;1530.0;237.0;1285;199
3151;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;GGD Fryslân (GG);2011;;;1475;228
3152;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;GGD Noord- en Oost-Gelderland (GG);2008;1660.0;205.0;1345;167
3153;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;GGD Noord- en Oost-Gelderland (GG);2009;1885.0;233.0;1525;188
3154;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;GGD Noord- en Oost-Gelderland (GG);2010;1835.0;227.0;1530;189
3155;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;GGD Noord- en Oost-Gelderland (GG);2011;;;1515;187
3156;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;GGD Gooi en Vechtstreek (GG);2008;710.0;292.0;600;247
3157;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;GGD Gooi en Vechtstreek (GG);2009;655.0;270.0;570;234
3158;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;GGD Gooi en Vechtstreek (GG);2010;730.0;299.0;615;252
3159;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;GGD Gooi en Vechtstreek (GG);2011;;;725;295
3160;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;GGD Groningen (GG);2008;995.0;173.0;775;135
3161;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;GGD Groningen (GG);2009;975.0;170.0;745;130
3162;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;GGD Groningen (GG);2010;1105.0;191.0;875;152
3163;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;GGD Groningen (GG);2011;;;950;163
3164;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;GGD Hart voor Brabant (GG);2008;2365.0;232.0;1845;181
3165;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;GGD Hart voor Brabant (GG);2009;2655.0;259.0;2075;203
3166;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;GGD Hart voor Brabant (GG);2010;2965.0;289.0;2325;227
3167;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;GGD Hart voor Brabant (GG);2011;;;2455;238
3168;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;GGD Hollands-Midden (GG);2008;1900.0;251.0;1530;202
3169;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;GGD Hollands-Midden (GG);2009;1845.0;243.0;1505;198
3170;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;GGD Hollands-Midden (GG);2010;2060.0;270.0;1570;206
3171;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;GGD Hollands-Midden (GG);2011;;;1690;221
3172;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;GGD Hollands-Noorden (GG);2008;1135.0;178.0;935;147
3173;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;GGD Hollands-Noorden (GG);2009;1155.0;180.0;955;149
3174;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;GGD Hollands-Noorden (GG);2010;1080.0;168.0;875;136
3175;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;GGD Hollands-Noorden (GG);2011;;;1050;163
3176;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;Veiligh. en Gez. Gelderland-Midden (GG);2008;1330.0;205.0;1140;175
3177;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;Veiligh. en Gez. Gelderland-Midden (GG);2009;1345.0;205.0;1140;174
3178;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;Veiligh. en Gez. Gelderland-Midden (GG);2010;1550.0;236.0;1310;199
3179;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;Veiligh. en Gez. Gelderland-Midden (GG);2011;;;1415;214
3180;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;GGD IJsselland (GG);2008;670.0;134.0;565;112
3181;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;GGD IJsselland (GG);2009;725.0;144.0;590;116
3182;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;GGD IJsselland (GG);2010;760.0;150.0;650;128
3183;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;GGD IJsselland (GG);2011;;;690;135
3184;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;GGD Kennemerland (GG);2008;1205.0;234.0;1010;196
3185;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;GGD Kennemerland (GG);2009;1260.0;243.0;925;178
3186;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;GGD Kennemerland (GG);2010;1450.0;278.0;1070;205
3187;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;GGD Kennemerland (GG);2011;;;1100;210
3188;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;GGD Limburg-Noord (GG);2008;1690.0;329.0;1450;283
3189;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;GGD Limburg-Noord (GG);2009;1570.0;305.0;1380;268
3190;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;GGD Limburg-Noord (GG);2010;1405.0;273.0;1225;238
3191;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;GGD Limburg-Noord (GG);2011;;;1290;250
3192;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;GGD Midden-Nederland (GG);2008;2030.0;223.0;1720;189
3193;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;GGD Midden-Nederland (GG);2009;2030.0;223.0;1770;194
3194;Totaal mannen en vrouwen;Totaal alle leeftijden;OG16 Totaal neuro-ophthalmologie;GGD Midden-Nederland (GG);2010;2195.0;240.0;1845;202
