ID;Kenmerken;Perioden;PersonenInParticuliereHuishoudens_1;MediaanInkomen_2;GemiddeldInkomen_3;Theilcoefficient_4;Ginicoefficient_5;PolarisatieIndex_6;RelatieveInterkwartielafstand_7;Ratio8020_8;k_1eDeciel_9;k_2eDeciel_10;k_3eDeciel_11;k_4eDeciel_12;k_5eDeciel_13;k_6eDeciel_14;k_7eDeciel_15;k_8eDeciel_16;k_9eDeciel_17;k_10eDeciel_18
174;30;2009;11613;23.4;26.0;0.13;0.256;0.192;0.541;3.65;3.7;6.0;6.9;7.7;8.6;9.4;10.5;11.8;13.8;21.6
175;30;2010;11950;23.3;26.0;0.127;0.254;0.192;0.539;3.578;3.9;6.0;6.9;7.7;8.5;9.4;10.4;11.7;13.7;21.7
176;30;2011;11942;23.6;26.3;0.127;0.253;0.19;0.537;3.578;3.8;6.1;6.9;7.7;8.5;9.4;10.4;11.8;13.7;21.6
177;30;2012;11941;23.7;26.4;0.127;0.254;0.19;0.534;3.6;3.8;6.0;6.9;7.7;8.6;9.4;10.4;11.7;13.7;21.7
178;30;2013;11942;24.0;26.7;0.129;0.256;0.193;0.542;3.651;3.7;6.0;6.9;7.7;8.6;9.5;10.5;11.8;13.8;21.6
179;30;2014;11916;24.7;28.0;0.144;0.268;0.197;0.552;3.803;3.8;5.8;6.7;7.6;8.4;9.3;10.3;11.6;13.6;22.9
180;31;2000;3940;18.0;20.4;0.213;0.282;0.203;0.579;4.063;3.5;5.7;6.5;7.4;8.4;9.3;10.3;11.6;13.6;23.7
181;31;2001;3965;19.6;22.2;0.149;0.27;0.211;0.6;3.791;4.0;5.7;6.5;7.4;8.3;9.3;10.4;11.8;13.9;22.7
182;31;2002;3968;20.4;23.0;0.141;0.265;0.208;0.588;3.701;4.1;5.8;6.6;7.4;8.4;9.4;10.4;11.8;13.9;22.4
183;31;2003;3980;20.7;23.3;0.132;0.26;0.205;0.576;3.616;4.1;5.8;6.6;7.5;8.4;9.4;10.4;11.8;13.9;22.1
184;31;2004;4002;20.9;23.7;0.143;0.267;0.205;0.576;3.746;3.9;5.8;6.6;7.4;8.3;9.3;10.4;11.7;13.8;22.7
185;31;2005;4039;21.3;24.2;0.142;0.265;0.203;0.576;3.702;4.0;5.8;6.6;7.5;8.3;9.3;10.3;11.7;13.8;22.7
186;31;2006;4069;21.8;25.0;0.14;0.262;0.201;0.562;3.588;4.3;5.9;6.6;7.4;8.3;9.2;10.3;11.6;13.7;22.7
187;31;2007;4113;22.9;26.8;0.162;0.279;0.205;0.572;3.847;4.1;5.7;6.5;7.3;8.1;9.0;10.1;11.4;13.5;24.3
188;31;2008;4139;23.8;27.2;0.135;0.262;0.201;0.565;3.609;4.2;5.9;6.6;7.5;8.3;9.2;10.3;11.6;13.7;22.7
189;31;2009;4165;24.2;27.6;0.13;0.26;0.205;0.578;3.584;4.2;5.9;6.6;7.5;8.3;9.3;10.4;11.7;13.8;22.3
190;31;2010;4229;23.9;27.2;0.133;0.261;0.203;0.571;3.603;4.1;5.9;6.7;7.5;8.3;9.3;10.3;11.7;13.8;22.3
191;31;2011;4231;24.2;27.4;0.128;0.257;0.2;0.566;3.536;4.2;6.0;6.7;7.5;8.4;9.3;10.3;11.8;13.8;22.0
192;31;2012;4249;24.3;27.5;0.127;0.256;0.199;0.563;3.529;4.1;6.0;6.7;7.5;8.4;9.3;10.4;11.7;13.8;22.0
193;31;2013;4286;24.3;27.6;0.134;0.26;0.204;0.577;3.597;4.0;6.0;6.7;7.5;8.3;9.3;10.4;11.8;13.9;22.1
194;31;2014;4294;25.0;29.0;0.148;0.272;0.209;0.587;3.729;4.1;5.8;6.5;7.3;8.2;9.2;10.2;11.6;13.7;23.4
195;32;2000;2731;19.7;21.9;0.2;0.274;0.183;0.509;4.095;3.2;5.8;6.9;7.8;8.6;9.4;10.3;11.5;13.4;23.1
196;32;2001;2731;21.6;24.0;0.143;0.262;0.189;0.526;3.837;3.5;5.8;6.9;7.8;8.6;9.5;10.5;11.7;13.7;22.1
197;32;2002;2718;22.4;24.8;0.138;0.26;0.188;0.529;3.765;3.6;5.8;6.9;7.8;8.6;9.5;10.4;11.7;13.7;22.0
198;32;2003;2703;22.7;25.0;0.13;0.255;0.186;0.523;3.696;3.7;5.9;7.0;7.8;8.7;9.5;10.4;11.7;13.7;21.6
199;32;2004;2693;22.9;25.5;0.143;0.265;0.189;0.53;3.91;3.4;5.8;6.9;7.8;8.6;9.4;10.4;11.7;13.7;22.3
200;32;2005;2697;23.2;25.9;0.141;0.263;0.187;0.519;3.827;3.5;5.9;6.9;7.8;8.6;9.4;10.3;11.6;13.7;22.3
201;32;2006;2692;23.9;26.7;0.135;0.256;0.185;0.515;3.64;3.9;6.0;6.9;7.8;8.6;9.4;10.3;11.5;13.6;22.1
202;32;2007;2699;25.1;28.8;0.155;0.273;0.19;0.525;3.882;3.8;5.8;6.7;7.6;8.3;9.2;10.1;11.4;13.4;23.8
203;32;2008;2678;26.0;29.1;0.131;0.257;0.186;0.517;3.639;3.9;5.9;6.9;7.7;8.5;9.4;10.3;11.6;13.6;22.2
204;32;2009;2654;26.6;29.5;0.128;0.257;0.192;0.534;3.721;3.7;5.9;6.9;7.8;8.6;9.5;10.5;11.8;13.7;21.7
205;32;2010;2666;26.3;29.0;0.132;0.26;0.192;0.536;3.787;3.5;5.8;6.9;7.8;8.6;9.5;10.5;11.8;13.8;21.8
206;32;2011;2579;26.5;29.3;0.13;0.257;0.191;0.535;3.748;3.6;5.9;6.9;7.8;8.6;9.5;10.5;11.8;13.8;21.6
207;32;2012;2527;26.6;29.3;0.128;0.258;0.191;0.54;3.772;3.5;5.8;6.9;7.8;8.7;9.5;10.6;11.8;13.7;21.6
208;32;2013;2512;27.1;29.7;0.132;0.262;0.196;0.55;3.877;3.4;5.7;6.9;7.8;8.7;9.6;10.6;11.9;13.8;21.7
209;32;2014;2469;28.1;31.3;0.147;0.273;0.197;0.548;4.049;3.4;5.6;6.7;7.6;8.5;9.4;10.4;11.7;13.6;23.0
210;33;2000;1209;14.1;17.1;0.227;0.264;0.184;0.52;3.421;4.6;6.4;6.8;7.3;7.9;8.7;9.7;11.1;13.2;24.3
211;33;2001;1234;15.1;18.2;0.137;0.241;0.174;0.485;3.051;5.4;6.5;7.0;7.4;8.0;8.7;9.6;11.0;13.3;23.1
212;33;2002;1249;16.0;19.1;0.124;0.238;0.179;0.508;3.03;5.3;6.5;7.0;7.5;8.0;8.8;9.7;11.3;13.5;22.4
213;33;2003;1276;16.5;19.6;0.116;0.234;0.177;0.498;2.979;5.5;6.5;7.0;7.5;8.1;8.8;9.7;11.2;13.5;22.2
214;33;2004;1309;16.9;20.0;0.122;0.236;0.177;0.496;2.992;5.4;6.5;7.0;7.5;8.1;8.8;9.8;11.2;13.4;22.4
215;33;2005;1342;17.4;20.7;0.124;0.241;0.183;0.51;3.072;5.3;6.4;6.9;7.4;8.0;8.8;9.8;11.2;13.5;22.6
216;33;2006;1377;17.9;21.5;0.133;0.243;0.178;0.491;3.082;5.4;6.4;6.9;7.4;8.0;8.7;9.7;11.1;13.2;23.2
217;33;2007;1414;18.9;23.0;0.16;0.262;0.183;0.499;3.348;5.0;6.2;6.8;7.2;7.9;8.6;9.5;10.9;13.1;24.7
218;33;2008;1462;19.9;23.7;0.131;0.248;0.184;0.502;3.206;5.1;6.3;6.9;7.4;8.0;8.8;9.8;11.1;13.5;23.1
219;33;2009;1511;20.3;24.2;0.122;0.241;0.181;0.5;3.066;5.3;6.4;6.9;7.4;8.0;8.8;9.8;11.1;13.3;22.8
220;33;2010;1563;20.2;24.0;0.123;0.239;0.177;0.486;3.052;5.3;6.5;7.0;7.5;8.1;8.8;9.8;11.1;13.3;22.7
221;33;2011;1652;20.8;24.4;0.114;0.234;0.177;0.48;3.0;5.3;6.5;7.0;7.5;8.2;8.9;9.9;11.2;13.4;22.1
222;33;2012;1722;21.2;24.9;0.117;0.236;0.178;0.491;3.033;5.3;6.5;7.0;7.5;8.2;8.9;9.9;11.2;13.3;22.3
223;33;2013;1774;21.1;24.7;0.124;0.236;0.174;0.485;3.037;5.1;6.6;7.1;7.6;8.2;8.9;9.9;11.2;13.4;22.0
224;33;2014;1825;21.3;25.8;0.138;0.247;0.179;0.489;3.123;5.3;6.4;6.9;7.4;8.0;8.7;9.7;11.0;13.1;23.5
225;34;2000;5262;14.8;16.3;0.146;0.249;0.173;0.484;3.559;3.5;6.3;7.2;7.9;8.7;9.5;10.4;11.6;13.4;21.5
226;34;2001;5293;16.4;18.2;0.131;0.248;0.174;0.48;3.51;3.7;6.3;7.1;7.9;8.6;9.4;10.3;11.5;13.4;21.6
227;34;2002;5316;17.0;18.5;0.14;0.252;0.171;0.477;3.761;2.8;6.4;7.3;8.1;8.8;9.6;10.5;11.7;13.6;21.0
228;34;2003;5304;17.1;18.6;0.127;0.246;0.172;0.483;3.57;3.3;6.4;7.3;8.1;8.8;9.6;10.5;11.7;13.6;20.8
229;34;2004;5302;17.7;19.5;0.144;0.258;0.174;0.482;3.804;3.1;6.3;7.2;8.0;8.7;9.5;10.4;11.6;13.5;21.9
230;34;2005;5288;18.0;20.0;0.137;0.252;0.175;0.487;3.601;3.6;6.2;7.1;7.9;8.6;9.4;10.3;11.5;13.5;21.8
231;34;2006;5240;19.1;21.3;0.119;0.242;0.172;0.474;3.385;4.0;6.3;7.2;7.9;8.6;9.4;10.3;11.5;13.5;21.3
232;34;2007;5227;20.3;23.2;0.149;0.265;0.179;0.49;3.737;3.7;6.1;7.0;7.7;8.4;9.1;10.0;11.3;13.4;23.3
233;34;2008;5197;21.0;23.6;0.133;0.254;0.179;0.491;3.592;3.7;6.2;7.1;7.8;8.5;9.3;10.2;11.5;13.5;22.1
234;34;2009;5172;21.5;23.8;0.138;0.258;0.182;0.503;3.789;3.2;6.2;7.1;7.9;8.6;9.5;10.4;11.7;13.7;21.8
235;34;2010;5263;21.5;24.0;0.13;0.256;0.185;0.509;3.65;3.7;6.1;7.0;7.8;8.5;9.4;10.3;11.6;13.7;21.9
236;34;2011;5247;21.8;24.4;0.134;0.257;0.184;0.505;3.709;3.5;6.1;7.1;7.8;8.5;9.4;10.3;11.6;13.7;22.0
237;34;2012;5203;22.1;24.7;0.137;0.26;0.185;0.51;3.778;3.5;6.0;7.0;7.8;8.6;9.4;10.3;11.6;13.6;22.2
238;34;2013;5158;22.5;25.0;0.135;0.261;0.189;0.525;3.803;3.5;5.9;6.9;7.8;8.6;9.4;10.4;11.7;13.7;22.0
239;34;2014;5092;23.3;26.3;0.148;0.27;0.191;0.525;3.922;3.6;5.7;6.8;7.7;8.5;9.3;10.2;11.5;13.6;23.2
240;35;2000;2468;20.1;22.2;0.207;0.249;0.149;0.414;3.497;3.6;6.4;7.3;8.0;8.7;9.4;10.2;11.1;12.6;22.6
241;35;2001;2453;21.8;23.5;0.097;0.215;0.153;0.425;2.965;4.4;6.6;7.5;8.2;8.9;9.6;10.4;11.5;13.1;19.7
242;35;2002;2407;22.6;24.3;0.095;0.212;0.149;0.409;2.931;4.4;6.7;7.6;8.3;9.0;9.7;10.5;11.4;13.0;19.5
243;35;2003;2380;22.8;23.9;0.126;0.233;0.151;0.422;3.505;2.6;6.8;7.7;8.5;9.2;9.9;10.8;11.8;13.3;19.5
244;35;2004;2370;23.0;24.7;0.106;0.221;0.152;0.424;3.12;3.9;6.6;7.6;8.3;9.0;9.7;10.5;11.5;13.1;19.8
245;35;2005;2312;23.2;25.1;0.105;0.222;0.156;0.433;3.076;4.3;6.5;7.4;8.2;8.9;9.6;10.5;11.5;13.1;20.1
246;35;2006;2287;24.2;26.0;0.103;0.219;0.157;0.437;3.036;4.3;6.5;7.4;8.2;8.9;9.7;10.5;11.6;13.1;19.7
247;35;2007;2261;25.5;28.1;0.131;0.237;0.161;0.444;3.284;4.1;6.3;7.3;8.0;8.7;9.5;10.3;11.3;12.9;21.5
248;35;2008;2293;26.4;28.5;0.099;0.221;0.159;0.441;3.085;4.2;6.5;7.4;8.2;8.9;9.7;10.5;11.6;13.2;19.8
249;35;2009;2277;26.5;28.2;0.102;0.225;0.161;0.449;3.205;3.9;6.4;7.4;8.3;9.0;9.8;10.7;11.7;13.3;19.6
250;35;2010;2458;26.2;28.1;0.099;0.223;0.163;0.459;3.129;4.1;6.4;7.4;8.2;9.0;9.8;10.6;11.7;13.3;19.6
251;35;2011;2463;26.7;28.5;0.103;0.225;0.163;0.457;3.166;4.1;6.4;7.4;8.2;9.0;9.8;10.6;11.7;13.2;19.8
252;35;2012;2489;26.3;28.2;0.101;0.225;0.165;0.462;3.17;4.1;6.4;7.4;8.2;8.9;9.7;10.6;11.7;13.3;19.7
253;35;2013;2498;26.5;28.4;0.102;0.229;0.169;0.476;3.259;3.9;6.3;7.3;8.2;8.9;9.7;10.7;11.8;13.4;19.8
254;35;2014;2530;27.1;29.6;0.123;0.247;0.175;0.488;3.532;3.8;6.1;7.1;8.0;8.8;9.6;10.5;11.6;13.3;21.4
255;36;2000;1018;12.3;14.3;0.165;0.271;0.218;0.615;3.88;3.4;6.0;6.8;7.4;8.2;9.2;10.5;12.1;14.3;22.2
256;36;2001;1038;13.6;15.6;0.153;0.274;0.224;0.631;3.981;3.2;5.9;6.7;7.4;8.2;9.3;10.6;12.2;14.6;21.9
257;36;2002;1075;14.1;16.4;0.194;0.28;0.217;0.621;4.008;3.4;5.9;6.6;7.3;8.1;9.1;10.4;12.0;14.1;23.1
258;36;2003;1106;14.1;16.0;0.159;0.27;0.212;0.585;3.962;3.1;6.1;6.9;7.5;8.3;9.4;10.6;12.1;14.3;21.9
259;36;2004;1108;14.5;16.4;0.136;0.262;0.21;0.592;3.766;3.4;6.1;6.9;7.5;8.4;9.4;10.6;12.1;14.4;21.3
260;36;2005;1108;14.5;16.2;0.123;0.258;0.209;0.571;3.725;3.4;6.1;6.9;7.6;8.4;9.5;10.7;12.1;14.3;21.0
261;36;2006;1129;15.0;16.7;0.129;0.26;0.208;0.583;3.861;3.1;6.1;7.0;7.7;8.5;9.5;10.7;12.2;14.3;20.9
262;36;2007;1140;15.7;17.7;0.147;0.27;0.208;0.585;4.007;3.0;6.0;6.9;7.6;8.4;9.4;10.6;12.1;14.2;21.9
263;36;2008;1167;16.4;18.3;0.136;0.263;0.2;0.567;3.864;3.2;6.0;6.9;7.7;8.5;9.4;10.5;12.0;14.2;21.5
264;36;2009;1198;16.5;18.4;0.142;0.265;0.198;0.553;3.926;3.1;6.1;7.0;7.7;8.5;9.4;10.4;11.9;14.3;21.6
265;36;2010;1195;16.7;18.6;0.134;0.26;0.197;0.539;3.802;3.2;6.1;7.0;7.7;8.6;9.4;10.5;12.0;14.3;21.2
266;36;2011;1237;16.6;18.6;0.141;0.266;0.203;0.569;3.926;3.1;6.0;6.9;7.6;8.4;9.4;10.4;12.0;14.3;21.7
267;36;2012;1254;16.6;18.5;0.133;0.259;0.197;0.548;3.783;3.3;6.1;7.0;7.7;8.5;9.4;10.5;11.9;14.2;21.4
268;36;2013;1285;16.6;18.8;0.145;0.265;0.201;0.56;3.861;3.3;6.0;6.9;7.6;8.4;9.4;10.4;11.9;14.1;21.9
269;36;2014;1310;17.0;19.3;0.142;0.264;0.2;0.552;3.8;3.4;6.1;7.0;7.6;8.4;9.3;10.4;11.8;14.1;22.0
270;37;2000;590;10.4;11.2;0.094;0.216;0.143;0.376;3.096;3.7;6.9;7.8;8.5;9.0;9.6;10.3;11.4;13.4;19.4
271;37;2001;602;11.3;12.3;0.108;0.227;0.152;0.405;3.29;3.3;6.8;7.8;8.4;8.9;9.6;10.4;11.5;13.4;20.0
272;37;2002;617;11.8;12.9;0.119;0.226;0.152;0.42;3.195;3.6;6.8;7.7;8.3;8.8;9.5;10.4;11.6;13.2;20.0
273;37;2003;629;11.9;12.9;0.122;0.231;0.151;0.419;3.41;2.9;6.8;7.8;8.4;9.0;9.6;10.5;11.7;13.5;19.8
274;37;2004;636;12.2;13.3;0.104;0.223;0.154;0.421;3.216;3.4;6.8;7.8;8.4;8.9;9.6;10.5;11.7;13.4;19.4
275;37;2005;641;12.2;13.4;0.108;0.23;0.158;0.446;3.336;3.3;6.7;7.7;8.3;8.9;9.5;10.5;11.8;13.4;19.9
276;37;2006;647;12.9;13.9;0.118;0.238;0.161;0.444;3.556;3.0;6.5;7.7;8.3;8.9;9.6;10.6;11.8;13.6;20.1
277;37;2007;658;13.4;14.8;0.146;0.255;0.166;0.452;3.854;2.8;6.3;7.5;8.2;8.8;9.4;10.4;11.6;13.4;21.7
278;37;2008;668;14.2;15.3;0.128;0.243;0.163;0.44;3.622;2.9;6.5;7.5;8.3;8.9;9.7;10.6;11.7;13.3;20.8
279;37;2009;680;14.3;15.6;0.16;0.259;0.164;0.437;4.004;2.3;6.5;7.5;8.2;8.8;9.6;10.5;11.6;13.3;21.8
280;37;2010;661;14.4;15.8;0.138;0.247;0.166;0.45;3.639;3.1;6.4;7.4;8.2;8.8;9.5;10.5;11.6;13.2;21.3
281;37;2011;684;14.5;15.9;0.131;0.246;0.167;0.447;3.658;3.1;6.4;7.5;8.2;8.8;9.5;10.5;11.6;13.4;21.1
282;37;2012;697;14.6;16.0;0.129;0.242;0.166;0.446;3.555;3.1;6.5;7.5;8.2;8.8;9.6;10.6;11.6;13.3;20.9
283;37;2013;708;14.7;16.3;0.137;0.249;0.17;0.461;3.68;3.0;6.5;7.4;8.1;8.7;9.4;10.5;11.6;13.5;21.2
284;37;2014;716;14.9;16.8;0.137;0.248;0.167;0.458;3.565;3.3;6.5;7.4;8.1;8.6;9.3;10.3;11.5;13.3;21.6
285;38;2000;429;16.9;18.6;0.165;0.245;0.167;0.481;3.427;3.9;6.2;7.2;7.9;8.7;9.5;10.4;11.6;13.1;21.5
286;38;2001;436;18.6;20.1;0.135;0.241;0.172;0.495;3.434;3.8;6.1;7.2;8.0;8.8;9.6;10.6;11.8;13.3;20.7
287;38;2002;458;19.2;21.1;0.2;0.261;0.175;0.496;3.682;3.8;5.9;6.9;7.8;8.6;9.5;10.4;11.4;12.9;22.8
288;38;2003;477;18.5;20.2;0.144;0.246;0.18;0.521;3.516;3.7;6.0;7.1;7.9;8.8;9.6;10.7;11.8;13.4;20.9
289;38;2004;472;19.1;20.6;0.119;0.237;0.182;0.531;3.322;4.0;6.1;7.1;7.9;8.8;9.7;10.7;12.0;13.5;20.1
290;38;2005;468;18.9;20.1;0.097;0.227;0.176;0.51;3.21;4.1;6.2;7.2;8.1;9.0;9.8;10.7;12.0;13.6;19.3
291;38;2006;481;19.1;20.4;0.104;0.232;0.181;0.52;3.342;3.7;6.2;7.2;8.1;9.0;9.9;10.9;12.1;13.7;19.4
292;38;2007;481;20.1;21.5;0.114;0.237;0.179;0.507;3.35;3.9;6.2;7.1;8.0;8.9;9.8;10.7;11.9;13.4;20.3
293;38;2008;498;20.4;22.3;0.11;0.237;0.184;0.523;3.327;4.0;6.1;7.1;7.9;8.8;9.7;10.7;11.9;13.6;20.2
294;38;2009;518;20.2;22.1;0.097;0.232;0.189;0.547;3.219;4.3;6.1;7.1;7.9;8.7;9.6;10.7;12.1;13.9;19.6
295;38;2010;534;20.3;21.9;0.106;0.234;0.187;0.533;3.315;3.9;6.2;7.1;8.0;8.8;9.7;10.8;12.1;13.9;19.5
296;38;2011;553;20.1;22.1;0.123;0.25;0.199;0.565;3.588;3.6;6.0;6.9;7.8;8.6;9.6;10.8;12.2;14.0;20.5
297;38;2012;557;19.8;21.5;0.116;0.247;0.199;0.568;3.544;3.7;6.0;6.9;7.8;8.7;9.7;10.7;12.2;14.1;20.2
298;38;2013;577;19.8;21.9;0.131;0.253;0.198;0.553;3.593;3.8;6.0;6.9;7.7;8.6;9.5;10.6;11.9;13.9;21.2
299;38;2014;594;20.2;22.3;0.126;0.252;0.195;0.552;3.591;3.7;6.0;6.9;7.7;8.6;9.5;10.6;12.0;13.9;20.9
300;39;2000;712;17.5;18.7;0.151;0.264;0.186;0.523;4.098;2.6;5.9;7.0;8.0;8.9;9.8;10.7;11.9;13.8;21.3
301;39;2001;749;18.7;20.1;0.119;0.249;0.186;0.512;3.705;3.3;6.0;7.1;8.0;8.9;9.8;10.7;11.9;13.8;20.6
302;39;2002;772;19.3;20.7;0.124;0.253;0.187;0.523;3.827;3.1;5.9;7.1;8.0;8.9;9.8;10.8;12.0;13.8;20.7
303;39;2003;795;19.2;20.5;0.118;0.25;0.191;0.547;3.766;3.1;5.9;7.0;8.0;8.9;9.8;10.9;12.2;14.0;20.1
304;39;2004;805;19.7;21.1;0.128;0.256;0.189;0.53;3.919;2.9;5.9;7.1;8.0;8.9;9.8;10.9;12.0;13.9;20.6
305;39;2005;823;20.0;21.8;0.121;0.255;0.194;0.538;3.798;3.4;5.8;7.0;7.9;8.8;9.7;10.7;12.0;13.9;20.9
306;39;2006;836;21.0;22.5;0.112;0.246;0.186;0.526;3.646;3.5;5.9;7.1;8.1;8.9;9.8;10.7;12.0;13.8;20.3
307;39;2007;837;22.1;24.2;0.148;0.271;0.193;0.537;4.145;3.0;5.7;6.9;7.8;8.7;9.6;10.5;11.8;13.7;22.3
308;39;2008;829;22.7;24.4;0.139;0.264;0.195;0.535;4.077;2.9;5.8;7.0;7.9;8.8;9.8;10.8;12.0;13.9;21.2
309;39;2009;848;22.8;24.5;0.148;0.266;0.192;0.531;4.207;2.5;5.8;7.0;8.0;8.9;9.8;10.8;12.1;13.8;21.2
310;39;2010;542;23.6;25.5;0.134;0.263;0.197;0.547;4.069;3.0;5.7;7.0;7.9;8.8;9.7;10.8;12.0;13.9;21.2
311;39;2011;534;24.0;25.5;0.136;0.265;0.197;0.545;4.24;2.6;5.6;6.9;8.0;9.0;9.9;10.9;12.2;14.1;20.8
312;39;2012;530;23.9;25.4;0.126;0.261;0.201;0.567;4.124;2.9;5.5;6.9;8.0;8.9;9.9;11.0;12.3;14.2;20.5
313;39;2013;509;23.7;25.3;0.136;0.27;0.208;0.575;4.296;2.8;5.5;6.8;7.8;8.8;9.8;10.9;12.3;14.3;21.1
314;39;2014;523;24.3;26.8;0.169;0.29;0.211;0.585;4.732;2.6;5.3;6.6;7.6;8.6;9.6;10.6;12.0;14.1;23.0
315;381;2000;2944;14.1;15.5;0.149;0.257;0.183;0.514;3.749;3.2;6.2;7.0;7.9;8.7;9.6;10.6;11.8;13.7;21.5
316;381;2001;2971;15.5;17.1;0.139;0.258;0.184;0.514;3.74;3.4;6.1;7.0;7.8;8.6;9.5;10.5;11.7;13.6;21.8
317;381;2002;2982;16.1;17.5;0.138;0.255;0.181;0.511;3.781;3.1;6.2;7.1;8.0;8.8;9.6;10.6;11.8;13.7;21.2
318;381;2003;2987;16.2;17.5;0.137;0.256;0.182;0.513;3.846;2.9;6.2;7.1;8.0;8.8;9.7;10.6;11.9;13.8;21.0
319;381;2004;2982;16.8;18.4;0.15;0.266;0.185;0.517;4.001;2.9;6.0;7.0;7.9;8.7;9.5;10.5;11.7;13.7;22.1
320;381;2005;2959;17.1;18.9;0.142;0.262;0.186;0.519;3.839;3.3;6.0;7.0;7.8;8.6;9.5;10.4;11.7;13.7;22.0
321;381;2006;2933;18.1;20.0;0.131;0.256;0.185;0.513;3.716;3.5;6.0;7.0;7.9;8.6;9.5;10.4;11.7;13.7;21.6
322;381;2007;2911;19.1;21.7;0.16;0.278;0.192;0.527;4.116;3.2;5.8;6.8;7.6;8.4;9.2;10.2;11.5;13.6;23.6
323;381;2008;2904;19.7;22.1;0.145;0.267;0.191;0.53;3.948;3.3;5.9;6.9;7.7;8.5;9.4;10.4;11.7;13.8;22.4
324;381;2009;2893;20.1;22.3;0.151;0.271;0.195;0.542;4.135;2.9;5.9;6.9;7.8;8.6;9.5;10.5;11.8;13.9;22.2
325;381;2010;2878;20.1;22.6;0.142;0.268;0.197;0.548;3.947;3.4;5.8;6.8;7.7;8.5;9.4;10.4;11.8;13.9;22.4
326;381;2011;2880;20.5;22.8;0.147;0.271;0.197;0.546;4.052;3.2;5.8;6.8;7.7;8.5;9.4;10.5;11.8;13.9;22.4
327;381;2012;2858;20.7;23.1;0.149;0.272;0.198;0.55;4.073;3.2;5.7;6.8;7.7;8.5;9.4;10.4;11.8;13.8;22.6
328;381;2013;2830;21.0;23.3;0.147;0.273;0.203;0.569;4.101;3.2;5.7;6.7;7.7;8.5;9.5;10.5;11.9;14.0;22.4
329;381;2014;2807;21.7;24.4;0.158;0.282;0.206;0.578;4.178;3.5;5.5;6.5;7.5;8.4;9.3;10.3;11.7;13.8;23.5
330;382;2000;1862;16.8;18.0;0.233;0.293;0.194;0.548;4.993;2.0;5.3;6.8;7.9;8.9;9.8;10.7;11.9;13.6;23.2
331;382;2001;1876;18.4;19.4;0.146;0.269;0.192;0.541;4.455;2.4;5.5;7.0;8.1;9.0;10.0;10.9;12.1;13.9;21.1
332;382;2002;1887;19.1;19.8;0.177;0.283;0.195;0.547;5.146;1.5;5.4;7.0;8.1;9.1;10.1;11.1;12.3;14.0;21.4
333;382;2003;1896;18.9;19.4;0.183;0.291;0.202;0.569;5.8;0.8;5.3;7.0;8.2;9.2;10.2;11.3;12.6;14.3;21.0
334;382;2004;1902;19.1;19.9;0.163;0.283;0.204;0.572;5.155;1.6;5.2;6.9;8.1;9.1;10.1;11.2;12.4;14.2;21.2
335;382;2005;1915;19.0;19.9;0.157;0.283;0.209;0.589;5.008;2.0;5.1;6.7;8.0;9.0;10.0;11.1;12.4;14.3;21.3
336;382;2006;1923;19.7;20.7;0.149;0.278;0.206;0.583;4.839;2.1;5.2;6.8;8.0;9.1;10.1;11.1;12.4;14.2;21.0
337;382;2007;1942;20.7;22.3;0.189;0.299;0.212;0.592;5.331;1.9;5.0;6.6;7.8;8.8;9.8;10.9;12.2;14.1;23.0
338;382;2008;1966;21.4;22.6;0.168;0.293;0.217;0.603;5.403;1.8;5.0;6.7;7.9;8.9;10.0;11.1;12.4;14.4;21.9
339;382;2009;1982;21.4;22.5;0.174;0.296;0.222;0.621;5.532;1.6;5.0;6.6;7.8;8.9;10.0;11.2;12.6;14.5;21.8
340;382;2010;1986;21.2;22.4;0.167;0.295;0.224;0.632;5.502;1.7;4.9;6.6;7.8;8.9;10.0;11.2;12.6;14.6;21.7
341;382;2011;1991;21.3;22.6;0.165;0.296;0.229;0.65;5.462;1.8;4.8;6.5;7.8;8.9;10.0;11.2;12.6;14.6;21.7
342;382;2012;1993;21.1;22.3;0.176;0.307;0.234;0.654;6.059;1.5;4.6;6.4;7.7;8.9;10.0;11.2;12.7;14.8;22.2
343;382;2013;2000;21.1;22.3;0.185;0.312;0.24;0.672;6.383;1.3;4.5;6.4;7.7;8.9;10.1;11.3;12.8;14.9;22.3
344;382;2014;2010;21.6;23.3;0.211;0.33;0.248;0.694;6.999;1.2;4.3;6.1;7.4;8.6;9.9;11.1;12.6;14.7;24.0
345;383;2000;4915;16.3;17.7;0.139;0.256;0.192;0.546;3.823;3.1;6.0;7.0;7.9;8.8;9.7;10.8;12.0;13.9;20.8
346;383;2001;4897;18.0;19.7;0.127;0.255;0.194;0.548;3.757;3.4;5.9;7.0;7.8;8.7;9.6;10.7;12.0;14.0;20.9
347;383;2002;4851;18.6;20.1;0.128;0.253;0.19;0.539;3.772;3.2;6.0;7.1;7.9;8.8;9.7;10.8;12.1;14.0;20.6
348;383;2003;4781;18.6;20.1;0.128;0.253;0.192;0.541;3.795;3.1;6.0;7.0;7.9;8.8;9.7;10.8;12.1;14.0;20.5
349;383;2004;4714;18.9;20.6;0.14;0.262;0.191;0.539;3.976;2.9;5.9;7.0;7.9;8.8;9.6;10.7;12.0;13.9;21.2
350;383;2005;4658;19.0;20.9;0.13;0.257;0.192;0.537;3.792;3.3;5.9;7.0;7.9;8.7;9.6;10.6;11.9;13.9;21.2
