ID;Geslacht;Persoonskenmerken;Perioden;WerkzameBeroepsbevolking_1;Deeltijd_2;MinderDan20UurPerWeek_3;MinderDan12UurPerWeek_4;k_12Tot20UurPerWeek_5;k_20Tot35UurPerWeek_6;k_20Tot28UurPerWeek_7;k_28Tot35UurPerWeek_8;Voltijd_9;GemiddeldeArbeidsduurInUren_10
1418;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2017;5206;2271;549;213;337;1722;786;936;2936;32.5
1419;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2018 1e kwartaal;5283;2317;526;209;317;1791;812;979;2966;32.6
1420;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2018 2e kwartaal;5333;2355;543;210;333;1813;830;983;2978;32.5
1421;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2018 3e kwartaal;5367;2360;534;197;337;1826;815;1011;3007;32.6
1422;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2018 4e kwartaal;5425;2397;536;202;334;1861;828;1032;3028;32.6
1423;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2018;5352;2357;535;204;330;1823;821;1001;2995;32.6
1424;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2019 1e kwartaal;5472;2431;546;207;339;1885;843;1042;3041;32.5
1425;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2019 2e kwartaal;5526;2444;547;213;333;1897;815;1082;3082;32.6
1426;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2019 3e kwartaal;5580;2484;540;206;334;1945;835;1110;3096;32.6
1427;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2019 4e kwartaal;5630;2485;540;200;340;1946;839;1107;3145;32.7
1428;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2019;5552;2461;543;206;336;1918;833;1085;3091;32.6
1429;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2020 1e kwartaal;5681;2541;552;207;345;1989;834;1155;3140;32.6
1430;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2020 2e kwartaal;5683;2545;551;209;342;1994;845;1148;3138;32.6
1431;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2020 3e kwartaal;5728;2567;568;213;355;1999;845;1155;3161;32.6
1432;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2020 4e kwartaal;5725;2597;565;228;337;2032;841;1190;3128;32.5
1433;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2020;5704;2562;559;214;345;2003;841;1162;3142;32.6
1434;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2021 1e kwartaal;5180;2265;457;153;304;1808;789;1019;2914;33.4
1435;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2021 2e kwartaal;5247;2277;437;152;285;1840;799;1041;2971;33.6
1436;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2021 3e kwartaal;5234;2231;378;123;255;1854;802;1052;3002;33.9
1437;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2021 4e kwartaal;5261;2253;379;126;253;1874;803;1072;3008;33.8
1438;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2021;5230;2257;413;139;274;1844;798;1046;2974;33.7
1439;Totaal mannen en vrouwen;Werkkring: vaste arbeidsrelatie;2022 1e kwartaal;5296;2248;381;136;245;1866;785;1082;3048;33.8
1440;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2003 1e kwartaal;1097;741;506;372;133;235;128;107;356;22.5
1441;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2003 2e kwartaal;1088;747;516;374;142;231;122;110;341;22.2
1442;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2003 3e kwartaal;1115;738;496;349;148;242;129;113;377;23.2
1443;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2003 4e kwartaal;1070;723;507;374;133;217;119;98;347;22.2
1444;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2003;1092;737;506;367;139;231;124;107;355;22.5
1445;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2004 1e kwartaal;1026;691;490;359;132;200;108;92;336;22.3
1446;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2004 2e kwartaal;1062;718;503;365;139;215;120;95;344;22.3
1447;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2004 3e kwartaal;1125;736;496;351;145;240;126;115;389;23.3
1448;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2004 4e kwartaal;1103;749;522;381;141;227;116;111;354;22.3
1449;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2004;1079;723;503;364;139;221;117;103;356;22.6
1450;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2005 1e kwartaal;1076;736;523;380;143;213;117;96;340;22.0
1451;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2005 2e kwartaal;1114;749;527;380;147;222;122;100;365;22.3
1452;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2005 3e kwartaal;1175;776;522;365;157;254;135;119;399;23.2
1453;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2005 4e kwartaal;1183;794;556;392;164;239;125;114;388;22.6
1454;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2005;1137;764;532;379;153;232;125;107;373;22.5
1455;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2006 1e kwartaal;1152;782;549;397;152;233;120;113;370;22.3
1456;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2006 2e kwartaal;1196;810;566;403;163;244;129;116;385;22.3
1457;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2006 3e kwartaal;1288;839;561;386;175;279;151;128;449;23.6
1458;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2006 4e kwartaal;1288;853;583;412;171;270;144;126;435;23.0
1459;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2006;1231;821;565;399;165;257;136;121;410;22.8
1460;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2007 1e kwartaal;1295;866;606;430;176;260;137;123;429;22.7
1461;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2007 2e kwartaal;1380;919;627;436;191;292;160;132;460;23.0
1462;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2007 3e kwartaal;1447;944;619;413;206;325;179;146;503;23.7
1463;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2007 4e kwartaal;1418;958;643;450;193;315;165;150;460;22.8
1464;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2007;1385;922;624;432;192;298;160;138;463;23.0
1465;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2008 1e kwartaal;1411;969;653;454;199;316;169;148;442;22.4
1466;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2008 2e kwartaal;1449;989;670;454;216;319;171;148;461;22.7
1467;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2008 3e kwartaal;1462;981;636;424;212;345;191;154;481;23.3
1468;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2008 4e kwartaal;1451;1002;659;464;195;344;184;160;449;22.6
1469;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2008;1444;985;654;449;206;331;178;152;458;22.8
1470;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2009 1e kwartaal;1427;1000;673;472;201;327;173;154;427;22.1
1471;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2009 2e kwartaal;1434;1026;675;462;213;350;186;164;409;22.1
1472;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2009 3e kwartaal;1448;1013;646;444;201;367;205;161;435;22.7
1473;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2009 4e kwartaal;1415;1011;673;482;191;338;176;162;404;21.9
1474;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2009;1431;1012;667;465;202;345;185;160;419;22.2
1475;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2010 1e kwartaal;1393;1006;690;486;203;316;160;156;388;21.5
1476;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2010 2e kwartaal;1458;1040;691;483;208;349;185;164;418;22.0
1477;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2010 3e kwartaal;1493;1035;655;446;209;380;211;169;458;22.9
1478;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2010 4e kwartaal;1455;1032;683;476;207;349;189;160;423;22.0
1479;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2010;1450;1028;680;473;207;349;186;162;422;22.1
1480;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2011 1e kwartaal;1402;993;665;480;186;328;177;151;409;21.8
1481;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2011 2e kwartaal;1462;1039;696;490;207;343;189;155;422;21.8
1482;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2011 3e kwartaal;1501;1055;689;470;219;366;196;170;447;22.4
1483;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2011 4e kwartaal;1518;1086;717;508;209;369;198;171;432;21.9
1484;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2011;1471;1043;692;487;205;351;190;162;427;22.0
1485;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2012 1e kwartaal;1480;1062;712;508;204;350;183;167;417;21.7
1486;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2012 2e kwartaal;1531;1094;725;512;213;369;193;176;437;21.9
1487;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2012 3e kwartaal;1592;1135;735;509;226;400;209;191;457;22.1
1488;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2012 4e kwartaal;1620;1156;761;549;213;395;204;191;464;21.8
1489;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2012;1556;1112;733;519;214;378;197;181;444;21.9
1490;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2013 1e kwartaal;1590;1145;771;548;223;374;209;165;445;21.4
1491;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2013 2e kwartaal;1627;1175;785;553;232;390;209;181;452;21.5
1492;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2013 3e kwartaal;1659;1166;758;531;227;408;221;187;493;22.2
1493;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2013 4e kwartaal;1678;1194;796;574;222;398;204;193;485;21.7
1494;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2013;1639;1170;778;552;226;392;211;182;469;21.7
1495;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2014 1e kwartaal;1617;1154;764;569;196;390;205;184;463;21.6
1496;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2014 2e kwartaal;1669;1183;768;556;212;415;218;196;487;22.0
1497;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2014 3e kwartaal;1742;1218;773;538;235;446;226;219;524;22.7
1498;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2014 4e kwartaal;1723;1239;799;579;219;441;226;214;484;21.9
1499;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2014;1688;1199;776;561;215;423;219;204;489;22.0
1500;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2015 1e kwartaal;1699;1227;811;592;219;415;218;197;473;21.6
1501;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2015 2e kwartaal;1764;1266;835;593;242;430;231;200;498;21.8
1502;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2015 3e kwartaal;1820;1272;794;547;247;477;255;222;549;22.8
1503;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2015 4e kwartaal;1783;1258;800;569;231;458;239;219;525;22.4
1504;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2015;1767;1256;810;575;235;445;236;209;511;22.1
1505;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2016 1e kwartaal;1748;1240;801;578;223;439;224;215;508;22.1
1506;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2016 2e kwartaal;1836;1297;826;584;242;471;247;225;539;22.4
1507;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2016 3e kwartaal;1889;1313;797;557;240;515;267;249;576;23.1
1508;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2016 4e kwartaal;1892;1308;820;575;245;488;250;238;584;22.9
1509;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2016;1841;1289;811;574;237;478;247;231;552;22.6
1510;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2017 1e kwartaal ;1891;1322;836;600;237;486;246;240;569;22.6
1511;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2017 2e kwartaal;1959;1360;856;603;253;504;257;247;598;22.9
1512;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2017 3e kwartaal;1987;1367;834;570;264;533;272;261;620;23.4
1513;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2017 4e kwartaal;1955;1366;850;600;250;517;256;261;589;22.8
1514;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2017;1948;1354;844;593;251;510;258;252;594;22.9
1515;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2018 1e kwartaal;1929;1368;868;607;260;501;246;254;561;22.6
1516;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2018 2e kwartaal;1962;1398;854;588;267;543;270;273;564;22.7
1517;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2018 3e kwartaal;2008;1389;818;551;267;571;294;278;619;23.6
1518;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2018 4e kwartaal;1981;1400;865;594;271;535;268;267;581;22.7
1519;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2018;1970;1389;851;585;266;538;270;268;581;22.9
1520;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2019 1e kwartaal;1922;1380;857;596;261;523;269;254;542;22.4
1521;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2019 2e kwartaal;1944;1397;868;594;274;529;266;262;547;22.4
1522;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2019 3e kwartaal;1948;1385;820;551;270;565;289;275;563;23.0
1523;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2019 4e kwartaal;1879;1360;853;587;266;507;249;258;519;22.2
1524;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2019;1923;1381;850;582;268;531;268;262;543;22.5
1525;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2020 1e kwartaal;1820;1330;835;581;254;495;235;261;490;22.0
1526;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2020 2e kwartaal;1672;1208;763;544;220;445;222;223;464;22.0
1527;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2020 3e kwartaal;1674;1209;743;515;227;467;243;223;465;22.3
1528;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2020 4e kwartaal;1702;1236;791;576;215;444;220;225;466;21.7
1529;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2020;1717;1246;783;554;229;463;230;233;471;22.0
1530;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2021 1e kwartaal;2519;1647;962;607;355;685;326;360;872;25.3
1531;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2021 2e kwartaal;2529;1653;944;593;352;709;344;365;877;25.3
1532;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2021 3e kwartaal;2632;1718;946;574;372;773;368;404;913;25.7
1533;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2021 4e kwartaal;2639;1754;999;634;365;756;360;396;885;25.1
1534;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2021;2580;1693;963;602;361;731;349;381;887;25.4
1535;Totaal mannen en vrouwen;Werkkring: flexibele arbeidsrelatie;2022 1e kwartaal;2630;1749;995;637;358;754;360;394;881;25.0
1536;Totaal mannen en vrouwen;Werkkring: zelfstandige;2003 1e kwartaal;1018;368;181;124;57;187;110;77;650;40.2
1537;Totaal mannen en vrouwen;Werkkring: zelfstandige;2003 2e kwartaal;995;355;166;113;53;189;105;84;640;40.9
1538;Totaal mannen en vrouwen;Werkkring: zelfstandige;2003 3e kwartaal;992;346;158;109;49;188;104;83;646;41.0
1539;Totaal mannen en vrouwen;Werkkring: zelfstandige;2003 4e kwartaal;996;353;162;110;52;191;106;85;643;40.7
1540;Totaal mannen en vrouwen;Werkkring: zelfstandige;2003;1000;356;167;114;53;189;106;82;645;40.7
1541;Totaal mannen en vrouwen;Werkkring: zelfstandige;2004 1e kwartaal;1017;361;172;123;49;189;105;84;656;40.3
1542;Totaal mannen en vrouwen;Werkkring: zelfstandige;2004 2e kwartaal;1028;366;167;113;54;200;108;91;662;40.7
1543;Totaal mannen en vrouwen;Werkkring: zelfstandige;2004 3e kwartaal;1023;358;161;108;54;197;112;84;665;40.8
1544;Totaal mannen en vrouwen;Werkkring: zelfstandige;2004 4e kwartaal;1022;358;169;113;57;189;111;78;664;40.5
1545;Totaal mannen en vrouwen;Werkkring: zelfstandige;2004;1022;361;167;114;53;193;109;84;662;40.6
1546;Totaal mannen en vrouwen;Werkkring: zelfstandige;2005 1e kwartaal;1047;375;181;126;55;193;111;83;672;40.1
1547;Totaal mannen en vrouwen;Werkkring: zelfstandige;2005 2e kwartaal;1062;375;183;124;59;193;112;80;686;40.4
1548;Totaal mannen en vrouwen;Werkkring: zelfstandige;2005 3e kwartaal;1055;380;181;125;56;198;115;84;676;40.3
1549;Totaal mannen en vrouwen;Werkkring: zelfstandige;2005 4e kwartaal;1053;367;179;122;57;188;105;83;687;40.7
1550;Totaal mannen en vrouwen;Werkkring: zelfstandige;2005;1054;374;181;124;57;193;111;82;680;40.4
1551;Totaal mannen en vrouwen;Werkkring: zelfstandige;2006 1e kwartaal;1077;371;186;124;61;186;106;79;706;40.7
1552;Totaal mannen en vrouwen;Werkkring: zelfstandige;2006 2e kwartaal;1089;378;189;132;57;189;107;82;710;40.5
1553;Totaal mannen en vrouwen;Werkkring: zelfstandige;2006 3e kwartaal;1087;362;176;118;58;186;99;87;724;41.2
1554;Totaal mannen en vrouwen;Werkkring: zelfstandige;2006 4e kwartaal;1112;378;183;126;56;195;105;90;734;40.7
1555;Totaal mannen en vrouwen;Werkkring: zelfstandige;2006;1091;372;183;125;58;189;104;85;719;40.8
1556;Totaal mannen en vrouwen;Werkkring: zelfstandige;2007 1e kwartaal;1142;389;196;136;61;193;106;87;753;40.6
1557;Totaal mannen en vrouwen;Werkkring: zelfstandige;2007 2e kwartaal;1152;396;192;130;63;203;111;92;756;40.5
1558;Totaal mannen en vrouwen;Werkkring: zelfstandige;2007 3e kwartaal;1150;391;185;121;64;206;117;90;759;40.8
1559;Totaal mannen en vrouwen;Werkkring: zelfstandige;2007 4e kwartaal;1150;387;184;120;64;203;113;90;764;40.7
1560;Totaal mannen en vrouwen;Werkkring: zelfstandige;2007;1149;391;189;127;63;201;112;90;758;40.6
1561;Totaal mannen en vrouwen;Werkkring: zelfstandige;2008 1e kwartaal;1177;399;187;126;61;211;118;93;779;40.5
1562;Totaal mannen en vrouwen;Werkkring: zelfstandige;2008 2e kwartaal;1192;400;185;122;63;215;118;97;792;40.5
1563;Totaal mannen en vrouwen;Werkkring: zelfstandige;2008 3e kwartaal;1195;406;179;110;69;228;126;102;788;40.7
1564;Totaal mannen en vrouwen;Werkkring: zelfstandige;2008 4e kwartaal;1210;413;188;121;67;225;122;104;796;40.3
1565;Totaal mannen en vrouwen;Werkkring: zelfstandige;2008;1194;405;185;120;65;220;121;99;789;40.5
1566;Totaal mannen en vrouwen;Werkkring: zelfstandige;2009 1e kwartaal;1227;426;194;128;66;232;125;107;801;40.1
1567;Totaal mannen en vrouwen;Werkkring: zelfstandige;2009 2e kwartaal;1220;422;187;123;64;235;127;108;798;40.2
1568;Totaal mannen en vrouwen;Werkkring: zelfstandige;2009 3e kwartaal;1223;424;193;128;65;231;121;110;799;39.9
1569;Totaal mannen en vrouwen;Werkkring: zelfstandige;2009 4e kwartaal;1236;429;196;135;60;233;124;109;807;40.1
1570;Totaal mannen en vrouwen;Werkkring: zelfstandige;2009;1226;425;192;129;64;233;124;109;801;40.0
1571;Totaal mannen en vrouwen;Werkkring: zelfstandige;2010 1e kwartaal;1239;430;199;138;62;231;122;109;809;39.8
1572;Totaal mannen en vrouwen;Werkkring: zelfstandige;2010 2e kwartaal;1241;433;199;134;65;234;122;112;808;40.0
1573;Totaal mannen en vrouwen;Werkkring: zelfstandige;2010 3e kwartaal;1241;445;190;130;60;255;132;123;797;39.3
1574;Totaal mannen en vrouwen;Werkkring: zelfstandige;2010 4e kwartaal;1249;453;192;130;62;261;138;124;796;39.0
1575;Totaal mannen en vrouwen;Werkkring: zelfstandige;2010;1242;440;195;133;62;245;128;117;802;39.5
1576;Totaal mannen en vrouwen;Werkkring: zelfstandige;2011 1e kwartaal;1245;455;190;127;64;265;136;129;790;38.6
1577;Totaal mannen en vrouwen;Werkkring: zelfstandige;2011 2e kwartaal;1232;434;179;121;58;255;134;121;798;39.1
1578;Totaal mannen en vrouwen;Werkkring: zelfstandige;2011 3e kwartaal;1250;447;189;128;61;258;134;124;803;39.0
1579;Totaal mannen en vrouwen;Werkkring: zelfstandige;2011 4e kwartaal;1269;457;205;142;63;252;129;123;811;38.4
1580;Totaal mannen en vrouwen;Werkkring: zelfstandige;2011;1249;448;191;130;61;257;133;124;800;38.8
1581;Totaal mannen en vrouwen;Werkkring: zelfstandige;2012 1e kwartaal;1273;462;199;130;69;262;140;122;811;38.3
1582;Totaal mannen en vrouwen;Werkkring: zelfstandige;2012 2e kwartaal;1268;448;188;125;63;260;134;125;821;38.9
1583;Totaal mannen en vrouwen;Werkkring: zelfstandige;2012 3e kwartaal;1268;456;188;130;58;267;141;127;812;38.5
1584;Totaal mannen en vrouwen;Werkkring: zelfstandige;2012 4e kwartaal;1284;487;207;145;62;279;143;136;797;37.6
1585;Totaal mannen en vrouwen;Werkkring: zelfstandige;2012;1273;463;196;133;63;267;140;128;810;38.3
1586;Totaal mannen en vrouwen;Werkkring: zelfstandige;2013 1e kwartaal;1299;511;236;166;70;275;135;140;789;36.9
1587;Totaal mannen en vrouwen;Werkkring: zelfstandige;2013 2e kwartaal;1312;512;233;172;61;279;143;136;800;37.0
1588;Totaal mannen en vrouwen;Werkkring: zelfstandige;2013 3e kwartaal;1332;527;236;170;66;291;151;140;805;36.9
1589;Totaal mannen en vrouwen;Werkkring: zelfstandige;2013 4e kwartaal;1333;516;233;161;72;283;149;134;816;37.1
1590;Totaal mannen en vrouwen;Werkkring: zelfstandige;2013;1319;517;235;167;67;282;145;137;802;37.0
1591;Totaal mannen en vrouwen;Werkkring: zelfstandige;2014 1e kwartaal;1331;515;229;160;69;286;149;138;816;37.3
1592;Totaal mannen en vrouwen;Werkkring: zelfstandige;2014 2e kwartaal;1353;524;235;162;72;289;147;143;829;37.4
1593;Totaal mannen en vrouwen;Werkkring: zelfstandige;2014 3e kwartaal;1357;515;227;162;65;288;146;142;843;38.0
1594;Totaal mannen en vrouwen;Werkkring: zelfstandige;2014 4e kwartaal;1375;528;242;169;73;285;148;137;847;37.6
1595;Totaal mannen en vrouwen;Werkkring: zelfstandige;2014;1354;520;233;163;70;287;147;140;834;37.6
1596;Totaal mannen en vrouwen;Werkkring: zelfstandige;2015 1e kwartaal;1368;543;242;171;71;301;152;149;825;37.1
1597;Totaal mannen en vrouwen;Werkkring: zelfstandige;2015 2e kwartaal;1385;540;240;176;64;300;159;141;845;37.2
1598;Totaal mannen en vrouwen;Werkkring: zelfstandige;2015 3e kwartaal;1391;542;246;175;71;296;151;145;848;37.1
1599;Totaal mannen en vrouwen;Werkkring: zelfstandige;2015 4e kwartaal;1395;540;240;163;76;300;154;146;855;37.3
1600;Totaal mannen en vrouwen;Werkkring: zelfstandige;2015;1384;541;242;171;71;299;154;145;843;37.1
1601;Totaal mannen en vrouwen;Werkkring: zelfstandige;2016 1e kwartaal;1394;539;240;170;70;299;150;149;854;37.1
1602;Totaal mannen en vrouwen;Werkkring: zelfstandige;2016 2e kwartaal;1386;518;225;156;69;294;145;149;867;37.8
1603;Totaal mannen en vrouwen;Werkkring: zelfstandige;2016 3e kwartaal;1403;521;220;144;76;301;145;156;883;38.0
1604;Totaal mannen en vrouwen;Werkkring: zelfstandige;2016 4e kwartaal;1431;539;227;154;72;313;148;164;892;37.9
1605;Totaal mannen en vrouwen;Werkkring: zelfstandige;2016;1403;529;228;156;72;302;147;155;874;37.7
1606;Totaal mannen en vrouwen;Werkkring: zelfstandige;2017 1e kwartaal ;1424;555;226;154;72;329;158;172;869;37.4
1607;Totaal mannen en vrouwen;Werkkring: zelfstandige;2017 2e kwartaal;1421;533;216;145;71;317;159;158;888;37.7
1608;Totaal mannen en vrouwen;Werkkring: zelfstandige;2017 3e kwartaal;1426;549;229;150;79;320;153;167;877;37.3
1609;Totaal mannen en vrouwen;Werkkring: zelfstandige;2017 4e kwartaal;1429;545;228;147;82;317;152;165;884;37.4
1610;Totaal mannen en vrouwen;Werkkring: zelfstandige;2017;1425;546;225;149;76;321;156;165;879;37.5
1611;Totaal mannen en vrouwen;Werkkring: zelfstandige;2018 1e kwartaal;1442;542;225;151;74;317;156;161;900;37.3
1612;Totaal mannen en vrouwen;Werkkring: zelfstandige;2018 2e kwartaal;1452;547;224;151;72;324;163;160;905;37.5
1613;Totaal mannen en vrouwen;Werkkring: zelfstandige;2018 3e kwartaal;1460;544;221;152;70;323;163;160;915;37.8
1614;Totaal mannen en vrouwen;Werkkring: zelfstandige;2018 4e kwartaal;1455;539;217;148;69;322;160;162;917;37.7
1615;Totaal mannen en vrouwen;Werkkring: zelfstandige;2018;1452;543;222;151;71;321;160;161;909;37.6
1616;Totaal mannen en vrouwen;Werkkring: zelfstandige;2019 1e kwartaal;1472;557;226;155;71;331;156;175;915;37.3
1617;Totaal mannen en vrouwen;Werkkring: zelfstandige;2019 2e kwartaal;1471;548;225;155;70;323;146;177;923;37.7
1618;Totaal mannen en vrouwen;Werkkring: zelfstandige;2019 3e kwartaal;1464;546;225;156;69;321;145;176;917;37.6
1619;Totaal mannen en vrouwen;Werkkring: zelfstandige;2019 4e kwartaal;1503;564;229;162;67;334;155;180;939;37.3
1620;Totaal mannen en vrouwen;Werkkring: zelfstandige;2019;1477;554;226;157;69;327;151;177;924;37.5
1621;Totaal mannen en vrouwen;Werkkring: zelfstandige;2020 1e kwartaal;1512;596;245;166;79;351;161;190;916;36.7
1622;Totaal mannen en vrouwen;Werkkring: zelfstandige;2020 2e kwartaal;1528;630;260;191;69;370;174;196;897;35.6
1623;Totaal mannen en vrouwen;Werkkring: zelfstandige;2020 3e kwartaal;1533;631;272;196;76;360;173;186;902;35.7
