ID;Woonplaatsen;Code_1;Naam_2;Code_3;Naam_4;Code_5;Naam_6;Code_7
2053;Tjerkwerd;2324; Súdwest-Fryslân                   ;1900; Friesland               ;21; Noord-Nederland         ;1
2054;Tjuchem;1360; Slochteren                        ;40; Groningen               ;20; Noord-Nederland         ;1
2055;Tolbert;2345; Leek                              ;22; Groningen               ;20; Noord-Nederland         ;1
2056;Toldijk;1531; Bronckhorst                       ;1876; Gelderland              ;25; Oost-Nederland          ;2
2057;Tolkamer;2981; Rijnwaarden                       ;196; Gelderland              ;25; Oost-Nederland          ;2
2058;Tollebeek;1279; Noordoostpolder                   ;171; Flevoland               ;24; Oost-Nederland          ;2
2059;Tonden;1110; Brummen                           ;213; Gelderland              ;25; Oost-Nederland          ;2
2060;Toornwerd;3454; Loppersum                         ;24; Groningen               ;20; Noord-Nederland         ;1
2061;Tricht;3531; Geldermalsen                      ;236; Gelderland              ;25; Oost-Nederland          ;2
2062;Triemen;3314; Kollumerland en Nieuwkruisland    ;79; Friesland               ;21; Noord-Nederland         ;1
2063;Tripscompagnie;2276; Menterwolde                       ;1987; Groningen               ;20; Noord-Nederland         ;1
2064;Tubbergen;1294; Tubbergen                         ;183; Overijssel              ;23; Oost-Nederland          ;2
2065;Tuil;3366; Neerijnen                         ;304; Gelderland              ;25; Oost-Nederland          ;2
2066;Tuitjenhorn;3292; Harenkarspel                      ;395; Noord-Holland           ;27; West-Nederland          ;3
2067;Tuk;2715; Steenwijkerland                   ;1708; Overijssel              ;23; Oost-Nederland          ;2
2068;Tull en 't Waal;2055; Houten                            ;321; Utrecht                 ;26; West-Nederland          ;3
2069;Twello;2611; Voorst                            ;285; Gelderland              ;25; Oost-Nederland          ;2
2070;Twijzel;3183; Achtkarspelen                     ;59; Friesland               ;21; Noord-Nederland         ;1
2071;Twijzelerheide;3184; Achtkarspelen                     ;59; Friesland               ;21; Noord-Nederland         ;1
2072;Twisk;3157; Medemblik                         ;420; Noord-Holland           ;27; West-Nederland          ;3
2073;Tynaarlo;2919; Tynaarlo                          ;1730; Drenthe                 ;22; Noord-Nederland         ;1
2074;Tytsjerk;2447; Tytsjerksteradiel                 ;737; Friesland               ;21; Noord-Nederland         ;1
2075;Tzum;1362; Franekeradeel                     ;70; Friesland               ;21; Noord-Nederland         ;1
2076;Tzummarum;1377; Franekeradeel                     ;70; Friesland               ;21; Noord-Nederland         ;1
2077;Ubbena;2395; Assen                             ;106; Drenthe                 ;22; Noord-Nederland         ;1
2078;Ubbergen;2879; Ubbergen                          ;282; Gelderland              ;25; Oost-Nederland          ;2
2079;Uddel;2255; Apeldoorn                         ;200; Gelderland              ;25; Oost-Nederland          ;2
2080;Uden;1847; Uden                              ;856; Noord-Brabant           ;30; Zuid-Nederland          ;4
2081;Udenhout;1045; Tilburg                           ;855; Noord-Brabant           ;30; Zuid-Nederland          ;4
2082;Uffelte;3121; Westerveld                        ;1701; Drenthe                 ;22; Noord-Nederland         ;1
2083;Ugchelen;2256; Apeldoorn                         ;200; Gelderland              ;25; Oost-Nederland          ;2
2084;Uitdam;1947; Waterland                         ;852; Noord-Holland           ;27; West-Nederland          ;3
2085;Uitgeest;2755; Uitgeest                          ;450; Noord-Holland           ;27; West-Nederland          ;3
2086;Uithoorn;2062; Uithoorn                          ;451; Noord-Holland           ;27; West-Nederland          ;3
2087;Uithuizen;3483; Eemsmond                          ;1651; Groningen               ;20; Noord-Nederland         ;1
2088;Uithuizermeeden;3484; Eemsmond                          ;1651; Groningen               ;20; Noord-Nederland         ;1
2089;Uitwellingerga;2423; Súdwest-Fryslân                   ;1900; Friesland               ;21; Noord-Nederland         ;1
2090;Uitwijk;3304; Woudrichem                        ;874; Noord-Brabant           ;30; Zuid-Nederland          ;4
2091;Ulestraten;1465; Meerssen                          ;938; Limburg                 ;31; Zuid-Nederland          ;4
2092;Ulft;1580; Oude IJsselstreek                 ;1509; Gelderland              ;25; Oost-Nederland          ;2
2093;Ulicoten;2884; Baarle-Nassau                     ;744; Noord-Brabant           ;30; Zuid-Nederland          ;4
2094;Ulrum;3425; De Marne                          ;1663; Groningen               ;20; Noord-Nederland         ;1
2095;Ulvenhout;1704; Breda                             ;758; Noord-Brabant           ;30; Zuid-Nederland          ;4
2096;Ulvenhout AC;3436; Alphen-Chaam                      ;1723; Noord-Brabant           ;30; Zuid-Nederland          ;4
2097;Ureterp;3357; Opsterland                        ;86; Friesland               ;21; Noord-Nederland         ;1
2098;Urk;2143; Urk                               ;184; Flevoland               ;24; Oost-Nederland          ;2
2099;Urmond;1915; Stein                             ;971; Limburg                 ;31; Zuid-Nederland          ;4
2100;Ursem;1191; Koggenland                        ;1598; Noord-Holland           ;27; West-Nederland          ;3
2101;Ursem gem. S;1891; Schermer                          ;458; Noord-Holland           ;27; West-Nederland          ;3
2102;Usquert;3485; Eemsmond                          ;1651; Groningen               ;20; Noord-Nederland         ;1
2103;Utrecht;3295; Utrecht                           ;344; Utrecht                 ;26; West-Nederland          ;3
2104;Vaals;1429; Vaals                             ;981; Limburg                 ;31; Zuid-Nederland          ;4
2105;Vaassen;1345; Epe                               ;232; Gelderland              ;25; Oost-Nederland          ;2
2106;Valburg;1872; Overbetuwe                        ;1734; Gelderland              ;25; Oost-Nederland          ;2
2107;Valkenburg;1718; Valkenburg aan de Geul            ;994; Limburg                 ;31; Zuid-Nederland          ;4
2108;Valkenburg;1709; Katwijk                           ;537; Zuid-Holland            ;28; West-Nederland          ;3
2109;Valkenswaard;1100; Valkenswaard                      ;858; Noord-Brabant           ;30; Zuid-Nederland          ;4
2110;Valthe;1800; Borger-Odoorn                     ;1681; Drenthe                 ;22; Noord-Nederland         ;1
2111;Valthermond;1801; Borger-Odoorn                     ;1681; Drenthe                 ;22; Noord-Nederland         ;1
2112;2e Valthermond;1781; Borger-Odoorn                     ;1681; Drenthe                 ;22; Noord-Nederland         ;1
2113;Varik;3367; Neerijnen                         ;304; Gelderland              ;25; Oost-Nederland          ;2
2114;Varsselder;1582; Oude IJsselstreek                 ;1509; Gelderland              ;25; Oost-Nederland          ;2
2115;Varsseveld;1574; Oude IJsselstreek                 ;1509; Gelderland              ;25; Oost-Nederland          ;2
2116;Vasse;1295; Tubbergen                         ;183; Overijssel              ;23; Oost-Nederland          ;2
2117;Veelerveen;2234; Bellingwedde                      ;7; Groningen               ;20; Noord-Nederland         ;1
2118;Veen;1956; Aalburg                           ;738; Noord-Brabant           ;30; Zuid-Nederland          ;4
2119;Veendam;1240; Veendam                           ;47; Groningen               ;20; Noord-Nederland         ;1
2120;Veenendaal;2048; Veenendaal                        ;345; Utrecht                 ;26; West-Nederland          ;3
2121;De Veenhoop;3277; Smallingerland                    ;90; Friesland               ;21; Noord-Nederland         ;1
2122;Veenhuizen;1651; Noordenveld                       ;1699; Drenthe                 ;22; Noord-Nederland         ;1
2123;Veeningen;3171; De Wolden                         ;1690; Drenthe                 ;22; Noord-Nederland         ;1
2124;Veenklooster;3315; Kollumerland en Nieuwkruisland    ;79; Friesland               ;21; Noord-Nederland         ;1
2125;Veenoord;1999; Emmen                             ;114; Drenthe                 ;22; Noord-Nederland         ;1
2126;Veere;2783; Veere                             ;717; Zeeland                 ;29; West-Nederland          ;3
2127;Veessen;2866; Heerde                            ;246; Gelderland              ;25; Oost-Nederland          ;2
2128;Vegelinsoord;2513; Skarsterlân                       ;51; Friesland               ;21; Noord-Nederland         ;1
2129;Veghel;2827; Veghel                            ;860; Noord-Brabant           ;30; Zuid-Nederland          ;4
2130;'t Veld;2520; Niedorp                           ;412; Noord-Holland           ;27; West-Nederland          ;3
2131;Velddriel;1631; Maasdriel                         ;263; Gelderland              ;25; Oost-Nederland          ;2
2132;Den Velde;1547; Hardenberg                        ;160; Overijssel              ;23; Oost-Nederland          ;2
2133;Velden;3142; Venlo                             ;983; Limburg                 ;31; Zuid-Nederland          ;4
2134;Veldhoven;1384; Veldhoven                         ;861; Noord-Brabant           ;30; Zuid-Nederland          ;4
2135;Velp;3198; Grave                             ;786; Noord-Brabant           ;30; Zuid-Nederland          ;4
2136;Velp;1500; Rheden                            ;275; Gelderland              ;25; Oost-Nederland          ;2
2137;Velsen-Noord;2833; Velsen                            ;453; Noord-Holland           ;27; West-Nederland          ;3
2138;Velsen-Zuid;2834; Velsen                            ;453; Noord-Holland           ;27; West-Nederland          ;3
2139;Velserbroek;2839; Velsen                            ;453; Noord-Holland           ;27; West-Nederland          ;3
2140;Venebrugge;1565; Hardenberg                        ;160; Overijssel              ;23; Oost-Nederland          ;2
2141;Venhorst;3139; Boekel                            ;755; Noord-Brabant           ;30; Zuid-Nederland          ;4
2142;Venhuizen;1512; Drechterland                      ;498; Noord-Holland           ;27; West-Nederland          ;3
2143;Venlo;1473; Venlo                             ;983; Limburg                 ;31; Zuid-Nederland          ;4
2144;Venray;2335; Venray                            ;984; Limburg                 ;31; Zuid-Nederland          ;4
2145;Ven-Zelderheide;2481; Gennep                            ;907; Limburg                 ;31; Zuid-Nederland          ;4
2146;Vessem;2996; Eersel                            ;770; Noord-Brabant           ;30; Zuid-Nederland          ;4
2147;Vethuizen;2211; Montferland                       ;1955; Gelderland              ;25; Oost-Nederland          ;2
2148;Veulen;2336; Venray                            ;984; Limburg                 ;31; Zuid-Nederland          ;4
2149;Vianen;2843; Vianen                            ;620; Utrecht                 ;26; West-Nederland          ;3
2150;Vianen NB;1455; Cuijk                             ;1684; Noord-Brabant           ;30; Zuid-Nederland          ;4
2151;Vierakker;1532; Bronckhorst                       ;1876; Gelderland              ;25; Oost-Nederland          ;2
2152;Vierhouten;2985; Nunspeet                          ;302; Gelderland              ;25; Oost-Nederland          ;2
2153;Vierhuizen;3426; De Marne                          ;1663; Groningen               ;20; Noord-Nederland         ;1
2154;Vierlingsbeek;1223; Boxmeer                           ;756; Noord-Brabant           ;30; Zuid-Nederland          ;4
2155;Vierpolders;2369; Brielle                           ;501; Zuid-Holland            ;28; West-Nederland          ;3
2156;Vijfhuizen;1613; Haarlemmermeer                    ;394; Noord-Holland           ;27; West-Nederland          ;3
2157;Vijlen;1431; Vaals                             ;981; Limburg                 ;31; Zuid-Nederland          ;4
2158;Vilsteren;2554; Ommen                             ;175; Overijssel              ;23; Oost-Nederland          ;2
2159;Vinkega;1743; Weststellingwerf                  ;98; Friesland               ;21; Noord-Nederland         ;1
2160;Vinkel;3063; Bernheze                          ;1721; Noord-Brabant           ;30; Zuid-Nederland          ;4
2161;Vinkel;2749; Maasdonk                          ;1671; Noord-Brabant           ;30; Zuid-Nederland          ;4
2162;Vinkenbuurt;2555; Ommen                             ;175; Overijssel              ;23; Oost-Nederland          ;2
2163;Vinkeveen;1930; De Ronde Venen                    ;736; Utrecht                 ;26; West-Nederland          ;3
2164;Visvliet;2127; Zuidhorn                          ;56; Groningen               ;20; Noord-Nederland         ;1
2165;Vlaardingen;1015; Vlaardingen                       ;622; Zuid-Holland            ;28; West-Nederland          ;3
2166;Vlagtwedde;2298; Vlagtwedde                        ;48; Groningen               ;20; Noord-Nederland         ;1
2167;Vledder;3122; Westerveld                        ;1701; Drenthe                 ;22; Noord-Nederland         ;1
2168;Vledderveen;3078; Stadskanaal                       ;37; Groningen               ;20; Noord-Nederland         ;1
2169;Vledderveen;3123; Westerveld                        ;1701; Drenthe                 ;22; Noord-Nederland         ;1
2170;Vleuten;3296; Utrecht                           ;344; Utrecht                 ;26; West-Nederland          ;3
2171;Vlieland;3299; Vlieland                          ;96; Friesland               ;21; Noord-Nederland         ;1
2172;Vlierden;1775; Deurne                            ;762; Noord-Brabant           ;30; Zuid-Nederland          ;4
2173;Vlijmen;3503; Heusden                           ;797; Noord-Brabant           ;30; Zuid-Nederland          ;4
2174;Vlissingen;1078; Vlissingen                        ;718; Zeeland                 ;29; West-Nederland          ;3
2175;Vlist;2389; Vlist                             ;623; Zuid-Holland            ;28; West-Nederland          ;3
2176;Vlodrop;2595; Roerdalen                         ;1669; Limburg                 ;31; Zuid-Nederland          ;4
2177;Voerendaal;1855; Voerendaal                        ;986; Limburg                 ;31; Zuid-Nederland          ;4
2178;Vogelenzang;2651; Bloemendaal                       ;377; Noord-Holland           ;27; West-Nederland          ;3
2179;Vogelwaarde;3095; Hulst                             ;677; Zeeland                 ;29; West-Nederland          ;3
2180;Volendam;1748; Edam-Volendam                     ;385; Noord-Holland           ;27; West-Nederland          ;3
2181;Volkel;1848; Uden                              ;856; Noord-Brabant           ;30; Zuid-Nederland          ;4
2182;Vollenhove;2716; Steenwijkerland                   ;1708; Overijssel              ;23; Oost-Nederland          ;2
2183;Vondelingenplaat Rotterdam;3087; Rotterdam                         ;599; Zuid-Holland            ;28; West-Nederland          ;3
2184;Voorburg;1622; Leidschendam-Voorburg             ;1916; Zuid-Holland            ;28; West-Nederland          ;3
2185;Voorhout;2004; Teylingen                         ;1525; Zuid-Holland            ;28; West-Nederland          ;3
2186;Voorschoten;3231; Voorschoten                       ;626; Zuid-Holland            ;28; West-Nederland          ;3
2187;Voorst;1586; Oude IJsselstreek                 ;1509; Gelderland              ;25; Oost-Nederland          ;2
2188;Voorst;2612; Voorst                            ;285; Gelderland              ;25; Oost-Nederland          ;2
2189;Voorthuizen;1055; Barneveld                         ;203; Gelderland              ;25; Oost-Nederland          ;2
2190;Vorchten;2867; Heerde                            ;246; Gelderland              ;25; Oost-Nederland          ;2
2191;Vorden;1534; Bronckhorst                       ;1876; Gelderland              ;25; Oost-Nederland          ;2
2192;Vorstenbosch;3064; Bernheze                          ;1721; Noord-Brabant           ;30; Zuid-Nederland          ;4
2193;Vortum-Mullem;1224; Boxmeer                           ;756; Noord-Brabant           ;30; Zuid-Nederland          ;4
2194;Vragender;2226; Oost Gelre                        ;1586; Gelderland              ;25; Oost-Nederland          ;2
2195;Vredenheim;1181; Aa en Hunze                       ;1680; Drenthe                 ;22; Noord-Nederland         ;1
2196;Vredepeel;2337; Venray                            ;984; Limburg                 ;31; Zuid-Nederland          ;4
2197;Vreeland;2223; Stichtse Vecht                    ;1904; Utrecht                 ;26; West-Nederland          ;3
2198;Vries;2912; Tynaarlo                          ;1730; Drenthe                 ;22; Noord-Nederland         ;1
2199;Vriescheloo;2235; Bellingwedde                      ;7; Groningen               ;20; Noord-Nederland         ;1
2200;Vriezenveen;3325; Twenterand                        ;1700; Overijssel              ;23; Oost-Nederland          ;2
2201;Vroomshoop;3326; Twenterand                        ;1700; Overijssel              ;23; Oost-Nederland          ;2
2202;Vrouwenakker;2672; Nieuwkoop                         ;569; Zuid-Holland            ;28; West-Nederland          ;3
2203;Vrouwenparochie;3334; het Bildt                         ;63; Friesland               ;21; Noord-Nederland         ;1
2204;Vrouwenpolder;2784; Veere                             ;717; Zeeland                 ;29; West-Nederland          ;3
2205;Vught;1619; Vught                             ;865; Noord-Brabant           ;30; Zuid-Nederland          ;4
2206;Vuren;2357; Lingewaal                         ;733; Gelderland              ;25; Oost-Nederland          ;2
2207;Waaksens;2031; Littenseradiel                    ;140; Friesland               ;21; Noord-Nederland         ;1
2208;Waal;1809; Liesveld                          ;694; Zuid-Holland            ;28; West-Nederland          ;3
2209;De Waal;2739; Texel                             ;448; Noord-Holland           ;27; West-Nederland          ;3
2210;Waalre;1006; Waalre                            ;866; Noord-Brabant           ;30; Zuid-Nederland          ;4
2211;Waalwijk;2597; Waalwijk                          ;867; Noord-Brabant           ;30; Zuid-Nederland          ;4
2212;'t Waar;1895; Oldambt                           ;1895; Groningen               ;20; Noord-Nederland         ;1
2213;Waarde;3466; Reimerswaal                       ;703; Zeeland                 ;29; West-Nederland          ;3
2214;Waardenburg;3368; Neerijnen                         ;304; Gelderland              ;25; Oost-Nederland          ;2
2215;Waarder;2478; Bodegraven-Reeuwijk               ;1901; Zuid-Holland            ;28; West-Nederland          ;3
2216;Waardhuizen;3305; Woudrichem                        ;874; Noord-Brabant           ;30; Zuid-Nederland          ;4
2217;Waarland;3293; Harenkarspel                      ;395; Noord-Holland           ;27; West-Nederland          ;3
2218;Waaxens;3412; Dongeradeel                       ;58; Friesland               ;21; Noord-Nederland         ;1
2219;Wachtum;2165; Coevorden                         ;109; Drenthe                 ;22; Noord-Nederland         ;1
2220;Waddinxveen;3051; Waddinxveen                       ;627; Zuid-Holland            ;28; West-Nederland          ;3
2221;Wadenoijen;2559; Tiel                              ;281; Gelderland              ;25; Oost-Nederland          ;2
2222;Wagenberg;2579; Drimmelen                         ;1719; Noord-Brabant           ;30; Zuid-Nederland          ;4
2223;Wagenborgen;3244; Delfzijl                          ;10; Groningen               ;20; Noord-Nederland         ;1
2224;Wageningen;2006; Wageningen                        ;289; Gelderland              ;25; Oost-Nederland          ;2
2225;Walem;1719; Valkenburg aan de Geul            ;994; Limburg                 ;31; Zuid-Nederland          ;4
2226;Walsoorden;3101; Hulst                             ;677; Zeeland                 ;29; West-Nederland          ;3
2227;Wâlterswâld;3269; Dantumadiel                       ;1891; Friesland               ;21; Noord-Nederland         ;1
2228;Wamel;1773; West Maas en Waal                 ;668; Gelderland              ;25; Oost-Nederland          ;2
2229;Wanneperveen;2717; Steenwijkerland                   ;1708; Overijssel              ;23; Oost-Nederland          ;2
2230;Wanroij;2085; Sint Anthonis                     ;1702; Noord-Brabant           ;30; Zuid-Nederland          ;4
2231;Wanssum;1861; Venray                            ;984; Limburg                 ;31; Zuid-Nederland          ;4
2232;Wânswert;3210; Ferwerderadiel                    ;1722; Friesland               ;21; Noord-Nederland         ;1
2233;Wapenveld;2868; Heerde                            ;246; Gelderland              ;25; Oost-Nederland          ;2
2234;Wapse;3124; Westerveld                        ;1701; Drenthe                 ;22; Noord-Nederland         ;1
2235;Wapserveen;3125; Westerveld                        ;1701; Drenthe                 ;22; Noord-Nederland         ;1
2236;Warder;1843; Zeevang                           ;478; Noord-Holland           ;27; West-Nederland          ;3
2237;Warffum;3486; Eemsmond                          ;1651; Groningen               ;20; Noord-Nederland         ;1
2238;Warfhuizen;3427; De Marne                          ;1663; Groningen               ;20; Noord-Nederland         ;1
2239;Warfstermolen;3316; Kollumerland en Nieuwkruisland    ;79; Friesland               ;21; Noord-Nederland         ;1
2240;Warmenhuizen;3294; Harenkarspel                      ;395; Noord-Holland           ;27; West-Nederland          ;3
2241;Warmond;2005; Teylingen                         ;1525; Zuid-Holland            ;28; West-Nederland          ;3
2242;Warns;1971; Súdwest-Fryslân                   ;1900; Friesland               ;21; Noord-Nederland         ;1
2243;Warnsveld;1396; Zutphen                           ;301; Gelderland              ;25; Oost-Nederland          ;2
2244;Warstiens;2540; Boarnsterhim                      ;55; Friesland               ;21; Noord-Nederland         ;1
2245;Warten;2541; Boarnsterhim                      ;55; Friesland               ;21; Noord-Nederland         ;1
2246;Waskemeer;1765; Ooststellingwerf                  ;85; Friesland               ;21; Noord-Nederland         ;1
2247;Waspik;2598; Waalwijk                          ;867; Noord-Brabant           ;30; Zuid-Nederland          ;4
2248;Wassenaar;1821; Wassenaar                         ;629; Zuid-Holland            ;28; West-Nederland          ;3
2249;Wateren;3126; Westerveld                        ;1701; Drenthe                 ;22; Noord-Nederland         ;1
2250;Watergang;1945; Waterland                         ;852; Noord-Holland           ;27; West-Nederland          ;3
2251;Waterhuizen;1022; Hoogezand-Sappemeer               ;18; Groningen               ;20; Noord-Nederland         ;1
2252;Wateringen;2664; Westland                          ;1783; Zuid-Holland            ;28; West-Nederland          ;3
2253;Waterlandkerkje;2963; Sluis                             ;1714; Zeeland                 ;29; West-Nederland          ;3
2254;Waverveen;1933; De Ronde Venen                    ;736; Utrecht                 ;26; West-Nederland          ;3
2255;Wedde;2236; Bellingwedde                      ;7; Groningen               ;20; Noord-Nederland         ;1
2256;De Weere;2789; Opmeer                            ;432; Noord-Holland           ;27; West-Nederland          ;3
2257;Weerselo;1417; Dinkelland                        ;1774; Overijssel              ;23; Oost-Nederland          ;2
2258;Weert;1974; Weert                             ;988; Limburg                 ;31; Zuid-Nederland          ;4
2259;Weesp;1012; Weesp                             ;457; Noord-Holland           ;27; West-Nederland          ;3
2260;Wehe-den Hoorn;3428; De Marne                          ;1663; Groningen               ;20; Noord-Nederland         ;1
2261;Wehl;3248; Doetinchem                        ;222; Gelderland              ;25; Oost-Nederland          ;2
2262;Weidum;2032; Littenseradiel                    ;140; Friesland               ;21; Noord-Nederland         ;1
2263;Weiteveen;2000; Emmen                             ;114; Drenthe                 ;22; Noord-Nederland         ;1
2264;Wekerom;2771; Ede                               ;228; Gelderland              ;25; Oost-Nederland          ;2
2265;Well;1632; Maasdriel                         ;263; Gelderland              ;25; Oost-Nederland          ;2
2266;Well L;1124; Bergen (L.)                       ;893; Limburg                 ;31; Zuid-Nederland          ;4
2267;Wellerlooi;1125; Bergen (L.)                       ;893; Limburg                 ;31; Zuid-Nederland          ;4
2268;Welsum;1382; Olst-Wijhe                        ;1773; Overijssel              ;23; Oost-Nederland          ;2
2269;Wemeldinge;1470; Kapelle                           ;678; Zeeland                 ;29; West-Nederland          ;3
2270;Wenum Wiesel;2253; Apeldoorn                         ;200; Gelderland              ;25; Oost-Nederland          ;2
2271;Wergea;2539; Boarnsterhim                      ;55; Friesland               ;21; Noord-Nederland         ;1
2272;Werkendam;2218; Werkendam                         ;870; Noord-Brabant           ;30; Zuid-Nederland          ;4
2273;Werkhoven;2605; Bunnik                            ;312; Utrecht                 ;26; West-Nederland          ;3
2274;Wernhout;3491; Zundert                           ;879; Noord-Brabant           ;30; Zuid-Nederland          ;4
2275;Wervershoof;1106; Medemblik                         ;420; Noord-Holland           ;27; West-Nederland          ;3
2276;Wesepe;1381; Olst-Wijhe                        ;1773; Overijssel              ;23; Oost-Nederland          ;2
2277;Wessem;1919; Maasgouw                          ;1641; Limburg                 ;31; Zuid-Nederland          ;4
2278;Westbeemster;2172; Beemster                          ;370; Noord-Holland           ;27; West-Nederland          ;3
2279;Westbroek;2939; De Bilt                           ;310; Utrecht                 ;26; West-Nederland          ;3
2280;Westdorp;1802; Borger-Odoorn                     ;1681; Drenthe                 ;22; Noord-Nederland         ;1
2281;Westdorpe;1138; Terneuzen                         ;715; Zeeland                 ;29; West-Nederland          ;3
2282;Westendorp;1575; Oude IJsselstreek                 ;1509; Gelderland              ;25; Oost-Nederland          ;2
2283;Westerbeek;2086; Sint Anthonis                     ;1702; Noord-Brabant           ;30; Zuid-Nederland          ;4
2284;Westerbork;3025; Midden-Drenthe                    ;1731; Drenthe                 ;22; Noord-Nederland         ;1
2285;Westerbroek;1023; Hoogezand-Sappemeer               ;18; Groningen               ;20; Noord-Nederland         ;1
2286;De Westereen;3273; Dantumadiel                       ;1891; Friesland               ;21; Noord-Nederland         ;1
2287;Westeremden;3455; Loppersum                         ;24; Groningen               ;20; Noord-Nederland         ;1
2288;Westergeest;3317; Kollumerland en Nieuwkruisland    ;79; Friesland               ;21; Noord-Nederland         ;1
2289;Westerhaar-Vriezenveensewijk;3327; Twenterand                        ;1700; Overijssel              ;23; Oost-Nederland          ;2
2290;Westerhoven;1460; Bergeijk                          ;1724; Noord-Brabant           ;30; Zuid-Nederland          ;4
2291;Westerland;1490; Wieringen                         ;462; Noord-Holland           ;27; West-Nederland          ;3
2292;Westerlee;1900; Oldambt                           ;1895; Groningen               ;20; Noord-Nederland         ;1
2293;Westernieland;3429; De Marne                          ;1663; Groningen               ;20; Noord-Nederland         ;1
2294;Westervelde;1652; Noordenveld                       ;1699; Drenthe                 ;22; Noord-Nederland         ;1
2295;Westervoort;1936; Westervoort                       ;293; Gelderland              ;25; Oost-Nederland          ;2
2296;Westerwijtwerd;3456; Loppersum                         ;24; Groningen               ;20; Noord-Nederland         ;1
2297;West-Graftdijk;1908; Graft-De Rijp                     ;365; Noord-Holland           ;27; West-Nederland          ;3
2298;Westhem;2424; Súdwest-Fryslân                   ;1900; Friesland               ;21; Noord-Nederland         ;1
2299;Westhoek;3329; het Bildt                         ;63; Friesland               ;21; Noord-Nederland         ;1
2300;Westkapelle;2785; Veere                             ;717; Zeeland                 ;29; West-Nederland          ;3
2301;Westknollendam;1881; Zaanstad                          ;479; Noord-Holland           ;27; West-Nederland          ;3
2302;Westmaas;2385; Binnenmaas                        ;585; Zuid-Holland            ;28; West-Nederland          ;3
2303;West-Terschelling;2625; Terschelling                      ;93; Friesland               ;21; Noord-Nederland         ;1
2304;Westwoud;1513; Drechterland                      ;498; Noord-Holland           ;27; West-Nederland          ;3
2305;Westzaan;1882; Zaanstad                          ;479; Noord-Holland           ;27; West-Nederland          ;3
2306;Wetering;2718; Steenwijkerland                   ;1708; Overijssel              ;23; Oost-Nederland          ;2
2307;Weteringbrug;1606; Haarlemmermeer                    ;394; Noord-Holland           ;27; West-Nederland          ;3
2308;Wetsens;3413; Dongeradeel                       ;58; Friesland               ;21; Noord-Nederland         ;1
2309;Wetsinge;2474; Winsum                            ;53; Groningen               ;20; Noord-Nederland         ;1
2310;Weurt;2750; Beuningen                         ;209; Gelderland              ;25; Oost-Nederland          ;2
2311;Wezep;3073; Oldebroek                         ;269; Gelderland              ;25; Oost-Nederland          ;2
2312;Wezup;2166; Coevorden                         ;109; Drenthe                 ;22; Noord-Nederland         ;1
2313;Wezuperbrug;2167; Coevorden                         ;109; Drenthe                 ;22; Noord-Nederland         ;1
2314;Wichmond;1533; Bronckhorst                       ;1876; Gelderland              ;25; Oost-Nederland          ;2
2315;Wier;2734; Menameradiel                      ;1908; Friesland               ;21; Noord-Nederland         ;1
2316;Wierden;1087; Wierden                           ;189; Overijssel              ;23; Oost-Nederland          ;2
2317;Wieringerwaard;3187; Anna Paulowna                     ;366; Noord-Holland           ;27; West-Nederland          ;3
2318;Wieringerwerf;2436; Wieringermeer                     ;463; Noord-Holland           ;27; West-Nederland          ;3
2319;Wierum;3414; Dongeradeel                       ;58; Friesland               ;21; Noord-Nederland         ;1
2320;Wijchen;2564; Wijchen                           ;296; Gelderland              ;25; Oost-Nederland          ;2
2321;Wijckel;1686; Gaasterlân-Sleat                  ;653; Friesland               ;21; Noord-Nederland         ;1
2322;Wijdenes;1514; Drechterland                      ;498; Noord-Holland           ;27; West-Nederland          ;3
2323;Wijdewormer;2288; Wormerland                        ;880; Noord-Holland           ;27; West-Nederland          ;3
2324;Wijhe;1380; Olst-Wijhe                        ;1773; Overijssel              ;23; Oost-Nederland          ;2
2325;Wijk aan Zee;2736; Beverwijk                         ;375; Noord-Holland           ;27; West-Nederland          ;3
2326;Wijk bij Duurstede;1302; Wijk bij Duurstede                ;352; Utrecht                 ;26; West-Nederland          ;3
2327;Wijk en Aalburg;1957; Aalburg                           ;738; Noord-Brabant           ;30; Zuid-Nederland          ;4
2328;de Wijk;3162; De Wolden                         ;1690; Drenthe                 ;22; Noord-Nederland         ;1
2329;Wijlre;1236; Gulpen-Wittem                     ;1729; Limburg                 ;31; Zuid-Nederland          ;4
2330;Wijnaldum;2893; Harlingen                         ;72; Friesland               ;21; Noord-Nederland         ;1
2331;Wijnandsrade;2361; Nuth                              ;951; Limburg                 ;31; Zuid-Nederland          ;4
2332;Wijnbergen;2212; Montferland                       ;1955; Gelderland              ;25; Oost-Nederland          ;2
2333;Wijngaarden;1986; Graafstroom                       ;693; Zuid-Holland            ;28; West-Nederland          ;3
2334;Wijnjewoude;3358; Opsterland                        ;86; Friesland               ;21; Noord-Nederland         ;1
2335;Wijster;3026; Midden-Drenthe                    ;1731; Drenthe                 ;22; Noord-Nederland         ;1
2336;Wilbertoord;1979; Mill en Sint Hubert               ;815; Noord-Brabant           ;30; Zuid-Nederland          ;4
2337;Wildervank;1241; Veendam                           ;47; Groningen               ;20; Noord-Nederland         ;1
2338;De Wilgen;3278; Smallingerland                    ;90; Friesland               ;21; Noord-Nederland         ;1
2339;Wilhelminadorp;1827; Goes                              ;664; Zeeland                 ;29; West-Nederland          ;3
