ID;Benefits;Periods;SocialBenefits_1
648;Early childhood education and care;2005;124
649;Early childhood education and care;2006;123
650;Early childhood education and care;2007;128
651;Early childhood education and care;2008;146
652;Early childhood education and care;2009;136
653;Early childhood education and care;2010;139
654;Early childhood education and care;2011;143
655;Early childhood education and care;2012;153
656;Early childhood education and care;2013;163
657;Early childhood education and care;2014;156
658;Early childhood education and care;2015;155
659;Early childhood education and care;2016;157
660;Early childhood education and care;2017;185
661;Early childhood education and care;2018;189
662;Early childhood education and care;2019;193
663;Early childhood education and care;2020;198
664;Early childhood education and care;2021;203
665;Early childhood education and care;2022;208
666;Early childhood education and care;2023;213
667;General Family Allowance Act (AKW);1995;2955
668;General Family Allowance Act (AKW);1996;2898
669;General Family Allowance Act (AKW);1997;2832
670;General Family Allowance Act (AKW);1998;2868
671;General Family Allowance Act (AKW);1999;2828
672;General Family Allowance Act (AKW);2000;2911
673;General Family Allowance Act (AKW);2001;3001
674;General Family Allowance Act (AKW);2002;3118
675;General Family Allowance Act (AKW);2003;3199
676;General Family Allowance Act (AKW);2004;3232
677;General Family Allowance Act (AKW);2005;3191
678;General Family Allowance Act (AKW);2006;3263
679;General Family Allowance Act (AKW);2007;3348
680;General Family Allowance Act (AKW);2008;3390
681;General Family Allowance Act (AKW);2009;3401
682;General Family Allowance Act (AKW);2010;3371
683;General Family Allowance Act (AKW);2011;3346
684;General Family Allowance Act (AKW);2012;3236
685;General Family Allowance Act (AKW);2013;3229
686;General Family Allowance Act (AKW);2014;3203
687;General Family Allowance Act (AKW);2015;3216
688;General Family Allowance Act (AKW);2016;3310
689;General Family Allowance Act (AKW);2017;3330
690;General Family Allowance Act (AKW);2018;3349
691;General Family Allowance Act (AKW);2019;3628
692;General Family Allowance Act (AKW);2020;3657
693;General Family Allowance Act (AKW);2021;3680
694;General Family Allowance Act (AKW);2022;3930
695;General Family Allowance Act (AKW);2023;4365
696;Health care allowance;1995;0
697;Health care allowance;1996;0
698;Health care allowance;1997;0
699;Health care allowance;1998;0
700;Health care allowance;1999;0
701;Health care allowance;2000;0
702;Health care allowance;2001;0
703;Health care allowance;2002;0
704;Health care allowance;2003;0
705;Health care allowance;2004;0
706;Health care allowance;2005;0
707;Health care allowance;2006;2503
708;Health care allowance;2007;2706
709;Health care allowance;2008;3357
710;Health care allowance;2009;3570
711;Health care allowance;2010;3835
712;Health care allowance;2011;4714
713;Health care allowance;2012;4589
714;Health care allowance;2013;5137
715;Health care allowance;2014;4030
716;Health care allowance;2015;3899
717;Health care allowance;2016;4204
718;Health care allowance;2017;4240
719;Health care allowance;2018;4594
720;Health care allowance;2019;4909
721;Health care allowance;2020;5230
722;Health care allowance;2021;5473
723;Health care allowance;2022;5616
724;Health care allowance;2023;7950
725;Reintegration benefits;1995;39
726;Reintegration benefits;1996;88
727;Reintegration benefits;1997;156
728;Reintegration benefits;1998;234
729;Reintegration benefits;1999;244
730;Reintegration benefits;2000;394
731;Reintegration benefits;2001;403
732;Reintegration benefits;2002;466
733;Reintegration benefits;2003;535
734;Reintegration benefits;2004;583
735;Reintegration benefits;2005;635
736;Reintegration benefits;2006;424
737;Reintegration benefits;2007;415
738;Reintegration benefits;2008;343
739;Reintegration benefits;2009;337
740;Reintegration benefits;2010;333
741;Reintegration benefits;2011;267
742;Reintegration benefits;2012;166
743;Reintegration benefits;2013;180
744;Reintegration benefits;2014;174
745;Reintegration benefits;2015;163
746;Reintegration benefits;2016;177
747;Reintegration benefits;2017;213
748;Reintegration benefits;2018;224
749;Reintegration benefits;2019;212
750;Reintegration benefits;2020;194
751;Reintegration benefits;2021;186
752;Reintegration benefits;2022;180
753;Reintegration benefits;2023;144
754;Rent benefit;1995;924
755;Rent benefit;1996;1021
756;Rent benefit;1997;1185
757;Rent benefit;1998;1364
758;Rent benefit;1999;1459
759;Rent benefit;2000;1462
760;Rent benefit;2001;1505
761;Rent benefit;2002;1717
762;Rent benefit;2003;1603
763;Rent benefit;2004;1649
764;Rent benefit;2005;1686
765;Rent benefit;2006;2026
766;Rent benefit;2007;2148
767;Rent benefit;2008;2159
768;Rent benefit;2009;2135
769;Rent benefit;2010;2213
770;Rent benefit;2011;2311
771;Rent benefit;2012;2288
772;Rent benefit;2013;2435
773;Rent benefit;2014;2814
774;Rent benefit;2015;3094
775;Rent benefit;2016;3339
776;Rent benefit;2017;3434
777;Rent benefit;2018;3504
778;Rent benefit;2019;3551
779;Rent benefit;2020;3811
780;Rent benefit;2021;4001
781;Rent benefit;2022;3948
782;Rent benefit;2023;4198
783;Social Support Act (Wmo);1995;0
784;Social Support Act (Wmo);1996;0
785;Social Support Act (Wmo);1997;0
786;Social Support Act (Wmo);1998;0
787;Social Support Act (Wmo);1999;0
788;Social Support Act (Wmo);2000;0
789;Social Support Act (Wmo);2001;0
790;Social Support Act (Wmo);2002;0
791;Social Support Act (Wmo);2003;0
792;Social Support Act (Wmo);2004;0
793;Social Support Act (Wmo);2005;0
794;Social Support Act (Wmo);2006;0
795;Social Support Act (Wmo);2007;1915
796;Social Support Act (Wmo);2008;1993
797;Social Support Act (Wmo);2009;2154
798;Social Support Act (Wmo);2010;2340
799;Social Support Act (Wmo);2011;2291
800;Social Support Act (Wmo);2012;2233
801;Social Support Act (Wmo);2013;2027
802;Social Support Act (Wmo);2014;1835
803;Social Support Act (Wmo);2015;5265
804;Social Support Act (Wmo);2016;5338
805;Social Support Act (Wmo);2017;5481
806;Social Support Act (Wmo);2018;5880
807;Social Support Act (Wmo);2019;6341
808;Social Support Act (Wmo);2020;6552
809;Social Support Act (Wmo);2021;6226
810;Social Support Act (Wmo);2022;6550
811;Social Support Act (Wmo);2023;7190
812;Student finance;1995;1691
813;Student finance;1996;1538
814;Student finance;1997;1458
815;Student finance;1998;1309
816;Student finance;1999;1391
817;Student finance;2000;1624
818;Student finance;2001;1488
819;Student finance;2002;1533
820;Student finance;2003;2034
821;Student finance;2004;2149
822;Student finance;2005;2083
823;Student finance;2006;2471
824;Student finance;2007;2582
825;Student finance;2008;2881
826;Student finance;2009;2388
827;Student finance;2010;2342
828;Student finance;2011;2383
829;Student finance;2012;2891
830;Student finance;2013;2711
831;Student finance;2014;2748
832;Student finance;2015;2709
833;Student finance;2016;2666
834;Student finance;2017;2468
835;Student finance;2018;2506
836;Student finance;2019;2374
837;Student finance;2020;2212
838;Student finance;2021;2621
839;Student finance;2022;2562
840;Student finance;2023;2981
841;Supplementary Fund (Tf);1995;300
842;Supplementary Fund (Tf);1996;292
843;Supplementary Fund (Tf);1997;284
844;Supplementary Fund (Tf);1998;282
845;Supplementary Fund (Tf);1999;302
846;Supplementary Fund (Tf);2000;289
847;Supplementary Fund (Tf);2001;274
848;Supplementary Fund (Tf);2002;287
849;Supplementary Fund (Tf);2003;303
850;Supplementary Fund (Tf);2004;336
851;Supplementary Fund (Tf);2005;331
852;Supplementary Fund (Tf);2006;372
853;Supplementary Fund (Tf);2007;356
854;Supplementary Fund (Tf);2008;363
855;Supplementary Fund (Tf);2009;768
856;Supplementary Fund (Tf);2010;799
857;Supplementary Fund (Tf);2011;815
858;Supplementary Fund (Tf);2012;852
859;Supplementary Fund (Tf);2013;966
860;Supplementary Fund (Tf);2014;865
861;Supplementary Fund (Tf);2015;763
862;Supplementary Fund (Tf);2016;788
863;Supplementary Fund (Tf);2017;731
864;Supplementary Fund (Tf);2018;739
865;Supplementary Fund (Tf);2019;754
866;Supplementary Fund (Tf);2020;799
867;Supplementary Fund (Tf);2021;770
868;Supplementary Fund (Tf);2022;730
869;Supplementary Fund (Tf);2023;793
870;Supplementary income for the elderly ...;1995;0
871;Supplementary income for the elderly ...;1996;0
872;Supplementary income for the elderly ...;1997;0
873;Supplementary income for the elderly ...;1998;0
874;Supplementary income for the elderly ...;1999;0
875;Supplementary income for the elderly ...;2000;0
876;Supplementary income for the elderly ...;2001;0
877;Supplementary income for the elderly ...;2002;0
878;Supplementary income for the elderly ...;2003;0
879;Supplementary income for the elderly ...;2004;0
880;Supplementary income for the elderly ...;2005;0
881;Supplementary income for the elderly ...;2006;0
882;Supplementary income for the elderly ...;2007;0
883;Supplementary income for the elderly ...;2008;0
884;Supplementary income for the elderly ...;2009;0
885;Supplementary income for the elderly ...;2010;202
886;Supplementary income for the elderly ...;2011;212
887;Supplementary income for the elderly ...;2012;200
888;Supplementary income for the elderly ...;2013;195
889;Supplementary income for the elderly ...;2014;216
890;Supplementary income for the elderly ...;2015;234
891;Supplementary income for the elderly ...;2016;239
892;Supplementary income for the elderly ...;2017;268
893;Supplementary income for the elderly ...;2018;296
894;Supplementary income for the elderly ...;2019;308
895;Supplementary income for the elderly ...;2020;330
896;Supplementary income for the elderly ...;2021;350
897;Supplementary income for the elderly ...;2022;361
898;Supplementary income for the elderly ...;2023;406
899;Welfare;1995;4713
900;Welfare;1996;4879
901;Welfare;1997;4718
902;Welfare;1998;4546
903;Welfare;1999;4202
904;Welfare;2000;4097
905;Welfare;2001;4127
906;Welfare;2002;4225
907;Welfare;2003;4458
908;Welfare;2004;4475
909;Welfare;2005;4485
910;Welfare;2006;4377
911;Welfare;2007;4186
912;Welfare;2008;4109
913;Welfare;2009;4336
914;Welfare;2010;4352
915;Welfare;2011;4429
916;Welfare;2012;4955
917;Welfare;2013;5345
918;Welfare;2014;5928
919;Welfare;2015;5789
920;Welfare;2016;6181
921;Welfare;2017;6213
922;Welfare;2018;6089
923;Welfare;2019;5938
924;Welfare;2020;6099
925;Welfare;2021;6171
926;Welfare;2022;5977
927;Welfare;2023;6627
928;Youth Act;1995;568
929;Youth Act;1996;532
930;Youth Act;1997;572
931;Youth Act;1998;734
932;Youth Act;1999;843
933;Youth Act;2000;944
934;Youth Act;2001;1044
935;Youth Act;2002;1046
936;Youth Act;2003;1029
937;Youth Act;2004;909
938;Youth Act;2005;871
939;Youth Act;2006;928
940;Youth Act;2007;1032
941;Youth Act;2008;1047
942;Youth Act;2009;1386
943;Youth Act;2010;1490
944;Youth Act;2011;1436
945;Youth Act;2012;1457
946;Youth Act;2013;1435
947;Youth Act;2014;1481
948;Youth Act;2015;2663
949;Youth Act;2016;2738
950;Youth Act;2017;2936
951;Youth Act;2018;3283
952;Youth Act;2019;3642
953;Youth Act;2020;3803
954;Youth Act;2021;3995
955;Youth Act;2022;4152
956;Youth Act;2023;4613
957;Other social assistance benefits;1995;4034
958;Other social assistance benefits;1996;3811
959;Other social assistance benefits;1997;2451
960;Other social assistance benefits;1998;2669
961;Other social assistance benefits;1999;2905
962;Other social assistance benefits;2000;3235
963;Other social assistance benefits;2001;3505
964;Other social assistance benefits;2002;3742
965;Other social assistance benefits;2003;3544
966;Other social assistance benefits;2004;3442
967;Other social assistance benefits;2005;3410
968;Other social assistance benefits;2006;3324
969;Other social assistance benefits;2007;2884
970;Other social assistance benefits;2008;3221
971;Other social assistance benefits;2009;3750
972;Other social assistance benefits;2010;4443
973;Other social assistance benefits;2011;4504
974;Other social assistance benefits;2012;4108
975;Other social assistance benefits;2013;3866
976;Other social assistance benefits;2014;3671
977;Other social assistance benefits;2015;2502
978;Other social assistance benefits;2016;2394
979;Other social assistance benefits;2017;2479
980;Other social assistance benefits;2018;2457
981;Other social assistance benefits;2019;2521
982;Other social assistance benefits;2020;2632
983;Other social assistance benefits;2021;4017
984;Other social assistance benefits;2022;5203
985;Other social assistance benefits;2023;4731
