ID;WerknemerWelNietIngezeten;KenmerkenWerknemer;BedrijfstakkenBranchesSBI2008;KenmerkenBaan;Herkomstland;Perioden;BanenWerknemersGeborenInBuitenland_1
2349;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Polen;2017;33.5
2350;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Polen;2018 1e kwartaal;14.1
2351;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Polen;2018 2e kwartaal;16.3
2352;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Polen;2018 3e kwartaal;20.4
2353;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Polen;2018 4e kwartaal;16.3
2354;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Polen;2018;16.8
2355;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Polen;2019 1e kwartaal;10.0
2356;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Polen;2019 2e kwartaal;11.7
2357;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Polen;2019 3e kwartaal;14.1
2358;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Polen;2019 4e kwartaal;11.9
2359;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Polen;2019;11.9
2360;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Polen;2020 1e kwartaal;7.1
2361;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Polen;2020 2e kwartaal;7.1
2362;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Polen;2020 3e kwartaal;9.6
2363;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Polen;2020 4e kwartaal;8.8
2364;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Polen;2020;8.2
2365;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Polen;2021 1e kwartaal;5.6
2366;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Polen;2021 2e kwartaal;6.4
2367;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Polen;2021 3e kwartaal;8.4
2368;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Polen;2021 4e kwartaal;6.9
2369;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Polen;2021;6.9
2370;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Polen;2022 1e kwartaal;4.5
2371;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Polen;2022 2e kwartaal;5.1
2372;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Polen;2022 3e kwartaal;6.9
2373;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Polen;2022 4e kwartaal;7.4
2374;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Polen;2022;6.0
2375;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Polen;2023 1e kwartaal;3.4
2376;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Polen;2023 2e kwartaal;3.7
2377;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Polen;2023 3e kwartaal;4.3
2378;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Polen;2023 4e kwartaal;4.8
2379;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Polen;2023;4.1
2380;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Portugal;2010 1e kwartaal;1.2
2381;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Portugal;2010 2e kwartaal;1.3
2382;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Portugal;2010 3e kwartaal;1.2
2383;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Portugal;2010 4e kwartaal;1.2
2384;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Portugal;2010;1.2
2385;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Portugal;2011 1e kwartaal;1.0
2386;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Portugal;2011 2e kwartaal;1.2
2387;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Portugal;2011 3e kwartaal;1.3
2388;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Portugal;2011 4e kwartaal;1.2
2389;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Portugal;2011;1.2
2390;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Portugal;2012 1e kwartaal;0.9
2391;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Portugal;2012 2e kwartaal;1.0
2392;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Portugal;2012 3e kwartaal;0.9
2393;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Portugal;2012 4e kwartaal;0.9
2394;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Portugal;2012 ;1.0
2395;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Portugal;2013 1e kwartaal;0.6
2396;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Portugal;2013 2e kwartaal;0.7
2397;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Portugal;2013 3e kwartaal;0.6
2398;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Portugal;2013 4e kwartaal;0.6
2399;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Portugal;2013;0.6
2400;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Portugal;2014 1e kwartaal;0.6
2401;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Portugal;2014 2e kwartaal;0.6
2402;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Portugal;2014 3e kwartaal;0.6
2403;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Portugal;2014 4e kwartaal;0.7
2404;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Portugal;2014;0.6
2405;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Portugal;2015 1e kwartaal;0.5
2406;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Portugal;2015 2e kwartaal;0.5
2407;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Portugal;2015 3e kwartaal;0.5
2408;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Portugal;2015 4e kwartaal;0.6
2409;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Portugal;2015;0.5
2410;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Portugal;2016 1e kwartaal;0.4
2411;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Portugal;2016 2e kwartaal;0.4
2412;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Portugal;2016 3e kwartaal;0.4
2413;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Portugal;2016 4e kwartaal;0.4
2414;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Portugal;2016;0.4
2415;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Portugal;2017 1e kwartaal;0.4
2416;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Portugal;2017 2e kwartaal;0.4
2417;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Portugal;2017 3e kwartaal;0.4
2418;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Portugal;2017 4e kwartaal;0.4
2419;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Portugal;2017;0.4
2420;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Portugal;2018 1e kwartaal;0.3
2421;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Portugal;2018 2e kwartaal;0.4
2422;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Portugal;2018 3e kwartaal;0.4
2423;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Portugal;2018 4e kwartaal;0.4
2424;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Portugal;2018;0.4
2425;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Portugal;2019 1e kwartaal;0.3
2426;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Portugal;2019 2e kwartaal;0.3
2427;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Portugal;2019 3e kwartaal;0.3
2428;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Portugal;2019 4e kwartaal;0.4
2429;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Portugal;2019;0.3
2430;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Portugal;2020 1e kwartaal;0.3
2431;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Portugal;2020 2e kwartaal;0.3
2432;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Portugal;2020 3e kwartaal;0.2
2433;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Portugal;2020 4e kwartaal;0.3
2434;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Portugal;2020;0.3
2435;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Portugal;2021 1e kwartaal;0.2
2436;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Portugal;2021 2e kwartaal;0.3
2437;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Portugal;2021 3e kwartaal;0.3
2438;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Portugal;2021 4e kwartaal;0.3
2439;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Portugal;2021;0.3
2440;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Portugal;2022 1e kwartaal;0.3
2441;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Portugal;2022 2e kwartaal;0.4
2442;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Portugal;2022 3e kwartaal;0.3
2443;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Portugal;2022 4e kwartaal;0.5
2444;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Portugal;2022;0.4
2445;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Portugal;2023 1e kwartaal;0.3
2446;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Portugal;2023 2e kwartaal;0.4
2447;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Portugal;2023 3e kwartaal;0.4
2448;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Portugal;2023 4e kwartaal;0.4
2449;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Portugal;2023;0.4
2450;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Roemenië;2010 1e kwartaal;0.5
2451;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Roemenië;2010 2e kwartaal;0.8
2452;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Roemenië;2010 3e kwartaal;0.7
2453;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Roemenië;2010 4e kwartaal;0.6
2454;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Roemenië;2010;0.6
2455;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Roemenië;2011 1e kwartaal;0.7
2456;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Roemenië;2011 2e kwartaal;0.7
2457;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Roemenië;2011 3e kwartaal;0.6
2458;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Roemenië;2011 4e kwartaal;0.5
2459;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Roemenië;2011;0.6
2460;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Roemenië;2012 1e kwartaal;0.3
2461;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Roemenië;2012 2e kwartaal;0.4
2462;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Roemenië;2012 3e kwartaal;0.4
2463;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Roemenië;2012 4e kwartaal;0.5
2464;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Roemenië;2012 ;0.4
2465;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Roemenië;2013 1e kwartaal;0.4
2466;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Roemenië;2013 2e kwartaal;0.5
2467;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Roemenië;2013 3e kwartaal;0.5
2468;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Roemenië;2013 4e kwartaal;0.4
2469;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Roemenië;2013;0.5
2470;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Roemenië;2014 1e kwartaal;0.6
2471;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Roemenië;2014 2e kwartaal;1.2
2472;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Roemenië;2014 3e kwartaal;1.5
2473;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Roemenië;2014 4e kwartaal;1.4
2474;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Roemenië;2014;1.2
2475;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Roemenië;2015 1e kwartaal;1.1
2476;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Roemenië;2015 2e kwartaal;1.8
2477;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Roemenië;2015 3e kwartaal;2.1
2478;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Roemenië;2015 4e kwartaal;2.0
2479;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Roemenië;2015;1.7
2480;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Roemenië;2016 1e kwartaal;1.8
2481;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Roemenië;2016 2e kwartaal;2.8
2482;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Roemenië;2016 3e kwartaal;3.3
2483;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Roemenië;2016 4e kwartaal;3.2
2484;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Roemenië;2016;2.8
2485;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Roemenië;2017 1e kwartaal;2.9
2486;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Roemenië;2017 2e kwartaal;4.5
2487;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Roemenië;2017 3e kwartaal;4.8
2488;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Roemenië;2017 4e kwartaal;4.6
2489;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Roemenië;2017;4.2
2490;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Roemenië;2018 1e kwartaal;2.4
2491;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Roemenië;2018 2e kwartaal;3.6
2492;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Roemenië;2018 3e kwartaal;3.7
2493;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Roemenië;2018 4e kwartaal;3.8
2494;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Roemenië;2018;3.4
2495;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Roemenië;2019 1e kwartaal;2.6
2496;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Roemenië;2019 2e kwartaal;3.2
2497;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Roemenië;2019 3e kwartaal;2.9
2498;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Roemenië;2019 4e kwartaal;3.0
2499;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Roemenië;2019;2.9
2500;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Roemenië;2020 1e kwartaal;2.2
2501;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Roemenië;2020 2e kwartaal;2.3
2502;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Roemenië;2020 3e kwartaal;2.3
2503;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Roemenië;2020 4e kwartaal;2.6
2504;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Roemenië;2020;2.3
2505;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Roemenië;2021 1e kwartaal;1.9
2506;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Roemenië;2021 2e kwartaal;2.8
2507;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Roemenië;2021 3e kwartaal;3.0
2508;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Roemenië;2021 4e kwartaal;3.3
2509;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Roemenië;2021;2.7
2510;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Roemenië;2022 1e kwartaal;2.4
2511;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Roemenië;2022 2e kwartaal;2.8
2512;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Roemenië;2022 3e kwartaal;2.6
2513;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Roemenië;2022 4e kwartaal;2.9
2514;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Roemenië;2022;2.7
2515;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Roemenië;2023 1e kwartaal;1.5
2516;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Roemenië;2023 2e kwartaal;1.8
2517;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Roemenië;2023 3e kwartaal;1.8
2518;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Roemenië;2023 4e kwartaal;2.1
2519;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Roemenië;2023;1.8
2520;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Spanje;2010 1e kwartaal;0.5
2521;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Spanje;2010 2e kwartaal;0.6
2522;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Spanje;2010 3e kwartaal;0.5
2523;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Spanje;2010 4e kwartaal;0.6
2524;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Spanje;2010;0.5
2525;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Spanje;2011 1e kwartaal;0.5
2526;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Spanje;2011 2e kwartaal;0.6
2527;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Spanje;2011 3e kwartaal;0.5
2528;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Spanje;2011 4e kwartaal;0.6
2529;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Spanje;2011;0.6
2530;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Spanje;2012 1e kwartaal;0.5
2531;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Spanje;2012 2e kwartaal;0.5
2532;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Spanje;2012 3e kwartaal;0.5
2533;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Spanje;2012 4e kwartaal;0.5
2534;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Spanje;2012 ;0.5
2535;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Spanje;2013 1e kwartaal;0.4
2536;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Spanje;2013 2e kwartaal;0.5
2537;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Spanje;2013 3e kwartaal;0.5
2538;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Spanje;2013 4e kwartaal;0.5
2539;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Spanje;2013;0.5
2540;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Spanje;2014 1e kwartaal;0.5
2541;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Spanje;2014 2e kwartaal;0.5
2542;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Spanje;2014 3e kwartaal;0.5
2543;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Spanje;2014 4e kwartaal;0.5
2544;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Spanje;2014;0.5
2545;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Spanje;2015 1e kwartaal;0.5
2546;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Spanje;2015 2e kwartaal;0.5
2547;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Spanje;2015 3e kwartaal;0.6
2548;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Spanje;2015 4e kwartaal;0.6
2549;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Spanje;2015;0.5
2550;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Spanje;2016 1e kwartaal;0.6
2551;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Spanje;2016 2e kwartaal;0.6
2552;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Spanje;2016 3e kwartaal;0.5
2553;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: minder dan 10 euro;Spanje;2016 4e kwartaal;0.6
