ID;CaoSectoren;SBI93;Versie;Perioden;CaoLonenPerMaandExclBijzBeloningen_1;CaoLonenPerMaandInclBijzBeloningen_2;CaoLonenPerUurExclBijzBeloningen_3;CaoLonenPerUurInclBijzBeloningen_4;ContractueleLoonkostenPerMaand_5;ContractueleLoonkostenPerUur_6;ContractueleArbeidsduur_7;CaoLonenPerMaandExclBijzBeloningen_8;CaoLonenPerMaandInclBijzBeloningen_9;CaoLonenPerUurExclBijzBeloningen_10;CaoLonenPerUurInclBijzBeloningen_11;ContractueleLoonkostenPerMaand_12;ContractueleLoonkostenPerUur_13;ContractueleArbeidsduur_14;PercentageAfgeslotenCaoS_15
2339;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2004 1e kwartaal;111.3;111.5;111.3;111.6;113.0;113.0;100.0;1.7;1.6;1.6;1.6;2.5;2.4;0.0;100.0
2340;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2004 april;112.2;112.4;112.2;112.4;113.9;113.9;100.0;2.1;2.0;2.0;2.0;2.9;2.9;0.0;100.0
2341;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2004 mei;112.2;112.5;112.3;112.5;114.0;114.1;100.0;2.0;2.0;2.1;1.9;2.9;2.9;0.0;100.0
2342;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2004 juni;112.2;112.5;112.3;112.5;114.0;114.1;100.0;1.9;1.7;2.0;1.7;2.6;2.7;0.0;100.0
2343;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2004 2e kwartaal;112.2;112.5;112.2;112.5;114.0;114.0;100.0;2.0;2.0;2.0;1.9;2.8;2.8;0.0;100.0
2344;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2004 juli;112.3;112.5;112.3;112.6;114.4;114.5;100.0;1.7;1.5;1.7;1.5;2.6;2.6;0.0;100.0
2345;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2004 augustus;112.3;112.5;112.3;112.6;114.4;114.5;100.0;1.6;1.4;1.5;1.4;2.5;2.5;0.0;100.0
2346;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2004 september;112.3;112.5;112.3;112.6;114.4;114.5;100.0;1.6;1.4;1.5;1.4;2.5;2.5;0.0;100.0
2347;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2004 3e kwartaal;112.3;112.5;112.3;112.6;114.4;114.5;100.0;1.6;1.4;1.6;1.4;2.5;2.6;0.0;100.0
2348;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2004 oktober;112.3;112.6;112.3;112.6;114.5;114.5;100.0;1.5;1.4;1.5;1.4;2.5;2.5;0.0;100.0
2349;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2004 november;112.3;112.6;112.3;112.6;114.5;114.5;100.0;1.4;1.4;1.4;1.3;2.4;2.3;0.0;100.0
2350;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2004 december;112.3;112.6;112.3;112.6;114.5;114.5;100.0;1.4;1.4;1.4;1.3;2.4;2.3;0.0;100.0
2351;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2004 4e kwartaal;112.3;112.6;112.3;112.6;114.5;114.5;100.0;1.5;1.4;1.4;1.4;2.4;2.4;0.0;100.0
2352;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2004 jaar;112.0;112.3;112.0;112.3;114.0;114.0;100.0;1.7;1.6;1.6;1.5;2.6;2.5;0.0;100.0
2353;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2005 januari;112.4;112.7;112.5;112.7;114.9;115.0;100.0;1.3;1.3;1.3;1.3;2.0;2.0;0.0;100.0
2354;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2005 februari;112.7;113.0;112.7;113.0;115.2;115.3;100.0;1.2;1.3;1.2;1.2;1.9;1.9;0.0;100.0
2355;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2005 maart;112.7;113.0;112.7;113.0;115.3;115.3;100.0;1.2;1.3;1.2;1.2;1.9;1.9;0.0;100.0
2356;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2005 1e kwartaal;112.6;112.9;112.6;112.9;115.1;115.2;100.0;1.2;1.3;1.2;1.2;1.9;1.9;0.0;100.0
2357;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2005 april;112.8;113.1;112.8;113.2;115.4;115.4;100.0;0.5;0.6;0.5;0.7;1.3;1.3;0.0;100.0
2358;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2005 mei;112.8;113.0;112.8;113.1;115.3;115.3;100.0;0.5;0.4;0.4;0.5;1.1;1.1;0.0;100.0
2359;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2005 juni;112.9;113.2;112.9;113.2;115.4;115.4;100.0;0.6;0.6;0.5;0.6;1.2;1.1;0.0;100.0
2360;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2005 2e kwartaal;112.8;113.1;112.9;113.2;115.4;115.4;100.0;0.5;0.5;0.6;0.6;1.2;1.2;0.0;100.0
2361;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2005 juli;113.3;113.5;113.3;113.6;115.8;115.8;100.0;0.9;0.9;0.9;0.9;1.2;1.1;0.0;100.0
2362;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2005 augustus;113.3;113.5;113.3;113.6;115.8;115.8;100.0;0.9;0.9;0.9;0.9;1.2;1.1;0.0;100.0
2363;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2005 september;113.3;113.5;113.3;113.6;115.8;115.8;100.0;0.9;0.9;0.9;0.9;1.2;1.1;0.0;100.0
2364;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2005 3e kwartaal;113.3;113.5;113.3;113.6;115.8;115.8;100.0;0.9;0.9;0.9;0.9;1.2;1.1;0.0;100.0
2365;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2005 oktober;113.3;113.6;113.3;113.6;115.8;115.9;100.0;0.9;0.9;0.9;0.9;1.1;1.2;0.0;100.0
2366;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2005 november;113.3;113.6;113.4;113.6;115.9;115.9;100.0;0.9;0.9;1.0;0.9;1.2;1.2;0.0;100.0
2367;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2005 december;113.3;113.6;113.4;113.6;115.9;115.9;100.0;0.9;0.9;1.0;0.9;1.2;1.2;0.0;100.0
2368;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2005 4e kwartaal;113.3;113.6;113.4;113.6;115.8;115.9;100.0;0.9;0.9;1.0;0.9;1.1;1.2;0.0;100.0
2369;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2005 jaar;113.0;113.3;113.0;113.3;115.5;115.6;100.0;0.9;0.9;0.9;0.9;1.3;1.4;0.0;100.0
2370;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2006 januari;114.1;114.8;114.1;114.8;116.4;116.4;100.1;1.5;1.9;1.4;1.9;1.3;1.2;0.1;100.0
2371;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2006 februari;114.2;114.9;114.1;114.8;116.5;116.4;100.1;1.3;1.7;1.2;1.6;1.1;1.0;0.1;100.0
2372;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2006 maart;114.3;115.0;114.3;114.9;116.6;116.5;100.1;1.4;1.8;1.4;1.7;1.1;1.0;0.1;100.0
2373;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2006 1e kwartaal;114.2;114.9;114.2;114.8;116.5;116.4;100.1;1.4;1.8;1.4;1.7;1.2;1.0;0.1;100.0
2374;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2006 april;114.6;115.3;114.5;115.2;116.9;116.8;100.1;1.6;1.9;1.5;1.8;1.3;1.2;0.1;100.0
2375;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2006 mei;114.6;115.3;114.5;115.2;116.9;116.8;100.1;1.6;2.0;1.5;1.9;1.4;1.3;0.1;100.0
2376;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2006 juni;114.7;115.4;114.7;115.3;117.0;117.0;100.1;1.6;1.9;1.6;1.9;1.4;1.4;0.1;100.0
2377;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2006 2e kwartaal;114.6;115.3;114.6;115.2;116.9;116.9;100.1;1.6;1.9;1.5;1.8;1.3;1.3;0.1;100.0
2378;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2006 juli;114.9;115.6;114.9;115.5;117.2;117.2;100.1;1.4;1.9;1.4;1.7;1.2;1.2;0.1;100.0
2379;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2006 augustus;114.9;115.6;114.9;115.5;117.2;117.2;100.1;1.4;1.9;1.4;1.7;1.2;1.2;0.1;100.0
2380;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2006 september;114.9;115.6;114.9;115.5;117.2;117.2;100.1;1.4;1.9;1.4;1.7;1.2;1.2;0.1;100.0
2381;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2006 3e kwartaal;114.9;115.6;114.9;115.5;117.2;117.2;100.1;1.4;1.9;1.4;1.7;1.2;1.2;0.1;100.0
2382;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2006 oktober;115.0;115.7;115.0;115.6;117.3;117.3;100.1;1.5;1.8;1.5;1.8;1.3;1.2;0.1;100.0
2383;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2006 november;115.1;115.7;115.0;115.6;117.4;117.3;100.1;1.6;1.8;1.4;1.8;1.3;1.2;0.1;100.0
2384;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2006 december;115.1;115.7;115.0;115.7;117.4;117.3;100.1;1.6;1.8;1.4;1.8;1.3;1.2;0.1;100.0
2385;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2006 4e kwartaal;115.1;115.7;115.0;115.6;117.4;117.3;100.1;1.6;1.8;1.4;1.8;1.4;1.2;0.1;100.0
2386;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2006 jaar;114.7;115.4;114.6;115.3;117.0;116.9;100.1;1.5;1.9;1.4;1.8;1.3;1.1;0.1;100.0
2387;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2007 januari;115.6;116.3;115.5;116.2;118.2;118.1;100.1;1.3;1.3;1.2;1.2;1.5;1.5;0.0;100.0
2388;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2007 februari;115.6;116.3;115.5;116.2;118.2;118.1;100.1;1.2;1.2;1.2;1.2;1.5;1.5;0.0;100.0
2389;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2007 maart;115.8;116.5;115.7;116.4;118.3;118.3;100.1;1.3;1.3;1.2;1.3;1.5;1.5;0.0;100.0
2390;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2007 1e kwartaal;115.6;116.4;115.6;116.3;118.2;118.2;100.1;1.2;1.3;1.2;1.3;1.5;1.5;0.0;100.0
2391;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2007 april;116.0;116.6;115.9;116.6;118.5;118.5;100.1;1.2;1.1;1.2;1.2;1.4;1.5;0.0;100.0
2392;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2007 mei;116.0;116.6;116.0;116.5;118.5;118.5;100.1;1.2;1.1;1.3;1.1;1.4;1.5;0.0;100.0
2393;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2007 juni;116.4;117.0;116.3;116.9;118.9;118.8;100.1;1.5;1.4;1.4;1.4;1.6;1.5;0.0;100.0
2394;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2007 2e kwartaal;116.1;116.7;116.1;116.7;118.7;118.6;100.1;1.3;1.2;1.3;1.3;1.5;1.5;0.0;100.0
2395;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2007 juli;117.3;117.9;117.3;117.8;119.9;119.8;100.1;2.1;2.0;2.1;2.0;2.3;2.2;0.0;100.0
2396;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2007 augustus;117.4;117.9;117.3;117.9;119.9;119.8;100.1;2.2;2.0;2.1;2.1;2.3;2.2;0.0;100.0
2397;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2007 september;117.4;117.9;117.3;117.9;119.9;119.8;100.1;2.2;2.0;2.1;2.1;2.3;2.2;0.0;100.0
2398;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2007 3e kwartaal;117.4;117.9;117.3;117.8;119.9;119.8;100.1;2.2;2.0;2.1;2.0;2.3;2.2;0.0;100.0
2399;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2007 oktober;117.6;118.1;117.5;118.1;120.1;120.0;100.1;2.3;2.1;2.2;2.2;2.4;2.3;0.0;100.0
2400;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2007 november;117.6;118.2;117.5;118.1;120.1;120.0;100.1;2.2;2.2;2.2;2.2;2.3;2.3;0.0;100.0
2401;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2007 december;117.6;118.2;117.5;118.1;120.1;120.0;100.1;2.2;2.2;2.2;2.1;2.3;2.3;0.0;100.0
2402;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2007 4e kwartaal;117.6;118.2;117.5;118.1;120.1;120.0;100.1;2.2;2.2;2.2;2.2;2.3;2.3;0.0;100.0
2403;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2007 jaar;116.7;117.3;116.6;117.2;119.2;119.1;100.1;1.7;1.6;1.7;1.6;1.9;1.9;0.0;100.0
2404;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2008 januari;118.9;119.6;118.8;119.5;121.9;121.8;100.1;2.9;2.8;2.9;2.8;3.1;3.1;0.0;100.0
2405;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2008 februari;118.9;119.8;118.8;119.7;122.1;122.0;100.1;2.9;3.0;2.9;3.0;3.3;3.3;0.0;100.0
2406;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2008 maart;119.4;120.3;119.3;120.2;122.6;122.5;100.1;3.1;3.3;3.1;3.3;3.6;3.6;0.0;100.0
2407;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2008 1e kwartaal;119.1;119.9;119.0;119.8;122.2;122.1;100.1;3.0;3.0;2.9;3.0;3.4;3.3;0.0;100.0
2408;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2008 april;120.3;121.2;120.2;121.1;123.5;123.4;100.1;3.7;3.9;3.7;3.9;4.2;4.1;0.0;100.0
2409;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2008 mei;120.4;121.3;120.3;121.2;123.7;123.5;100.1;3.8;4.0;3.7;4.0;4.4;4.2;0.0;100.0
2410;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2008 juni;120.8;121.9;120.7;121.8;124.3;124.2;100.1;3.8;4.2;3.8;4.2;4.5;4.5;0.0;100.0
2411;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2008 2e kwartaal;120.5;121.5;120.4;121.4;123.8;123.7;100.1;3.8;4.1;3.7;4.0;4.3;4.3;0.0;100.0
2412;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2008 juli;121.5;122.6;121.4;122.5;125.0;124.9;100.1;3.6;4.0;3.5;4.0;4.3;4.3;0.0;100.0
2413;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2008 augustus;121.5;122.6;121.4;122.5;125.0;124.9;100.1;3.5;4.0;3.5;3.9;4.3;4.3;0.0;100.0
2414;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2008 september;121.5;122.6;121.4;122.5;125.0;124.9;100.1;3.5;4.0;3.5;3.9;4.3;4.3;0.0;100.0
2415;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2008 3e kwartaal;121.5;122.6;121.4;122.5;125.0;124.9;100.1;3.5;4.0;3.5;4.0;4.3;4.3;0.0;100.0
2416;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2008 oktober;121.6;122.7;121.5;122.6;125.1;125.0;100.1;3.4;3.9;3.4;3.8;4.2;4.2;0.0;100.0
2417;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2008 november;121.6;122.7;121.5;122.6;125.1;125.0;100.1;3.4;3.8;3.4;3.8;4.2;4.2;0.0;100.0
2418;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2008 december;121.6;122.7;121.5;122.6;125.2;125.0;100.1;3.4;3.8;3.4;3.8;4.2;4.2;0.0;100.0
2419;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2008 4e kwartaal;121.6;122.7;121.5;122.6;125.2;125.0;100.1;3.4;3.8;3.4;3.8;4.2;4.2;0.0;100.0
2420;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2008 jaar;120.7;121.7;120.6;121.6;124.0;123.9;100.1;3.4;3.8;3.4;3.8;4.0;4.0;0.0;100.0
2421;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2009 januari;122.7;123.9;122.6;123.8;125.9;125.8;100.1;3.2;3.6;3.2;3.6;3.3;3.3;0.0;100.0
2422;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2009 februari;123.1;124.3;123.0;124.2;126.3;126.2;100.1;3.5;3.8;3.5;3.8;3.4;3.4;0.0;100.0
2423;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2009 maart;123.4;124.6;123.2;124.5;126.6;126.5;100.1;3.4;3.6;3.3;3.6;3.3;3.3;0.0;100.0
2424;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2009 1e kwartaal;123.0;124.3;122.9;124.2;126.3;126.1;100.1;3.3;3.7;3.3;3.7;3.4;3.3;0.0;100.0
2425;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2009 april;123.6;124.9;123.5;124.7;126.9;126.8;100.1;2.7;3.1;2.7;3.0;2.8;2.8;0.0;100.0
2426;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2009 mei;123.7;124.9;123.6;124.8;127.0;126.8;100.1;2.7;3.0;2.7;3.0;2.7;2.7;0.0;100.0
2427;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2009 juni;123.7;124.9;123.6;124.8;127.0;126.8;100.1;2.4;2.5;2.4;2.5;2.2;2.1;0.0;100.0
2428;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2009 2e kwartaal;123.7;124.9;123.6;124.8;126.9;126.8;100.1;2.7;2.8;2.7;2.8;2.5;2.5;0.0;100.0
2429;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2009 juli;124.4;125.6;124.3;125.5;127.8;127.7;100.1;2.4;2.4;2.4;2.4;2.2;2.2;0.0;100.0
2430;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2009 augustus;124.4;125.6;124.3;125.5;127.9;127.7;100.1;2.4;2.4;2.4;2.4;2.3;2.2;0.0;100.0
2431;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2009 september;124.4;125.6;124.3;125.5;127.9;127.7;100.1;2.4;2.4;2.4;2.4;2.3;2.2;0.0;100.0
2432;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2009 3e kwartaal;124.4;125.6;124.3;125.5;127.8;127.7;100.1;2.4;2.4;2.4;2.4;2.2;2.2;0.0;100.0
2433;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2009 oktober;124.5;125.8;124.4;125.6;128.0;127.9;100.1;2.4;2.5;2.4;2.4;2.3;2.3;0.0;100.0
2434;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2009 november;124.5;125.8;124.4;125.6;128.0;127.9;100.1;2.4;2.5;2.4;2.4;2.3;2.3;0.0;100.0
2435;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2009 december;124.5;125.6;124.4;125.5;127.8;127.7;100.1;2.4;2.4;2.4;2.4;2.1;2.2;0.0;100.0
2436;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2009 4e kwartaal;124.5;125.7;124.4;125.6;127.9;127.8;100.1;2.4;2.4;2.4;2.4;2.2;2.2;0.0;100.0
2437;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2009 jaar;123.9;125.1;123.8;125.0;127.2;127.1;100.1;2.7;2.8;2.7;2.8;2.6;2.6;0.0;100.0
2438;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2010 januari;125.0;126.1;125.1;126.2;128.4;128.5;99.9;1.9;1.8;2.0;1.9;2.0;2.1;-0.2;100.0
2439;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2010 februari;125.1;126.0;125.2;126.2;128.4;128.5;99.9;1.6;1.4;1.8;1.6;1.7;1.8;-0.2;100.0
2440;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2010 maart;125.1;126.1;125.2;126.2;128.4;128.5;99.9;1.4;1.2;1.6;1.4;1.4;1.6;-0.2;100.0
2441;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2010 1e kwartaal;125.0;126.1;125.2;126.2;128.4;128.5;99.9;1.6;1.4;1.9;1.6;1.7;1.9;-0.2;100.0
2442;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2010 april;125.2;126.3;125.3;126.4;128.6;128.7;99.9;1.3;1.1;1.5;1.4;1.3;1.5;-0.2;100.0
2443;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2010 mei;125.2;126.3;125.4;126.4;128.6;128.7;99.9;1.2;1.1;1.5;1.3;1.3;1.5;-0.2;100.0
2444;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2010 juni;125.3;126.3;125.4;126.4;128.7;128.8;99.9;1.3;1.1;1.5;1.3;1.3;1.6;-0.2;100.0
2445;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2010 2e kwartaal;125.2;126.3;125.4;126.4;128.6;128.7;99.9;1.2;1.1;1.5;1.3;1.3;1.5;-0.2;100.0
2446;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2010 juli;125.6;126.7;125.7;126.8;129.0;129.1;99.9;1.0;0.9;1.1;1.0;0.9;1.1;-0.2;100.0
2447;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2010 augustus;125.7;126.7;125.8;126.8;129.1;129.2;99.9;1.0;0.9;1.2;1.0;0.9;1.2;-0.2;100.0
2448;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2010 september;125.7;126.7;125.8;126.8;129.1;129.2;99.9;1.0;0.9;1.2;1.0;0.9;1.2;-0.2;100.0
2449;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2010 3e kwartaal;125.6;126.7;125.8;126.8;129.0;129.2;99.9;1.0;0.9;1.2;1.0;0.9;1.2;-0.2;100.0
2450;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2010 oktober;125.7;126.7;125.8;126.9;129.1;129.2;99.9;1.0;0.7;1.1;1.0;0.9;1.0;-0.2;100.0
2451;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2010 november;125.8;126.8;125.9;126.9;129.2;129.3;99.9;1.0;0.8;1.2;1.0;0.9;1.1;-0.2;100.0
2452;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2010 december;125.8;126.8;125.9;126.9;129.2;129.3;99.9;1.0;1.0;1.2;1.1;1.1;1.3;-0.2;100.0
2453;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2010 4e kwartaal;125.7;126.8;125.9;126.9;129.2;129.3;99.9;1.0;0.9;1.2;1.0;1.0;1.2;-0.2;100.0
2454;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2010 jaar;125.4;126.5;125.5;126.6;128.8;128.9;99.9;1.2;1.1;1.4;1.3;1.3;1.4;-0.2;100.0
2455;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2011 januari;126.5;127.5;126.3;127.4;130.2;130.1;100.1;1.2;1.1;1.0;1.0;1.4;1.2;0.2;100.0
2456;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2011 februari;126.7;127.7;126.5;127.5;130.4;130.2;100.1;1.3;1.3;1.0;1.0;1.6;1.3;0.2;100.0
2457;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2011 maart;126.7;127.7;126.6;127.6;130.4;130.3;100.1;1.3;1.3;1.1;1.1;1.6;1.4;0.2;100.0
2458;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2011 1e kwartaal;126.6;127.6;126.5;127.5;130.3;130.2;100.1;1.3;1.2;1.0;1.0;1.5;1.3;0.2;100.0
2459;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2011 april;126.8;127.8;126.7;127.6;130.5;130.3;100.1;1.3;1.2;1.1;0.9;1.5;1.2;0.2;100.0
2460;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2011 mei;126.9;127.8;126.7;127.7;130.5;130.4;100.1;1.4;1.2;1.0;1.0;1.5;1.3;0.2;100.0
2461;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2011 juni;126.9;127.9;126.8;127.7;130.6;130.4;100.1;1.3;1.3;1.1;1.0;1.5;1.2;0.2;100.0
2462;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2011 2e kwartaal;126.9;127.8;126.7;127.7;130.5;130.4;100.1;1.4;1.2;1.0;1.0;1.5;1.3;0.2;100.0
2463;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2011 juli;127.6;128.6;127.5;128.4;131.4;131.2;100.1;1.6;1.5;1.4;1.3;1.9;1.6;0.2;100.0
2464;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2011 augustus;127.6;128.6;127.5;128.4;131.4;131.2;100.1;1.5;1.5;1.4;1.3;1.8;1.5;0.2;100.0
2465;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2011 september;127.6;128.6;127.5;128.4;131.4;131.2;100.1;1.5;1.5;1.4;1.3;1.8;1.5;0.2;100.0
2466;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2011 3e kwartaal;127.6;128.6;127.5;128.4;131.4;131.2;100.1;1.6;1.5;1.4;1.3;1.9;1.5;0.2;100.0
2467;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2011 oktober;127.9;128.9;127.8;128.7;131.7;131.6;100.1;1.8;1.7;1.6;1.4;2.0;1.9;0.2;100.0
2468;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2011 november;127.9;128.9;127.8;128.7;131.7;131.6;100.1;1.7;1.7;1.5;1.4;1.9;1.8;0.2;100.0
2469;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2011 december;127.9;128.9;127.8;128.7;131.7;131.6;100.1;1.7;1.7;1.5;1.4;1.9;1.8;0.2;100.0
2470;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2011 4e kwartaal;127.9;128.9;127.8;128.7;131.7;131.6;100.1;1.8;1.7;1.5;1.4;1.9;1.8;0.2;100.0
2471;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2011 jaar;127.2;128.2;127.1;128.1;131.0;130.8;100.1;1.4;1.3;1.3;1.2;1.7;1.5;0.2;100.0
2472;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2012 januari;128.4;129.4;128.3;129.3;132.3;132.2;100.1;1.5;1.5;1.6;1.5;1.6;1.6;0.0;100.0
2473;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2012 februari;128.6;129.6;128.5;129.5;132.5;132.4;100.1;1.5;1.5;1.6;1.6;1.6;1.7;0.0;100.0
2474;Totaal cao-sectoren;15-37 Industrie;Huidige cijfers;2012 maart;128.7;129.6;128.6;129.5;132.6;132.5;100.1;1.6;1.5;1.6;1.5;1.7;1.7;0.0;100.0
