ID;Arbeidspositie;Arbeidsverleden;Geslacht;Persoonskenmerken;Perioden;NietWerkzameBevolking_1
3142;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 35 tot 45 jaar;2021 3e kwartaal;28
3143;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 35 tot 45 jaar;2021 4e kwartaal;26
3144;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 35 tot 45 jaar;2021;25
3145;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 35 tot 45 jaar;2022 1e kwartaal;19
3146;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 35 tot 45 jaar;2022 2e kwartaal;20
3147;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 35 tot 45 jaar;2022 3e kwartaal;22
3148;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 35 tot 45 jaar;2022 4e kwartaal;15
3149;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 35 tot 45 jaar;2022;19
3150;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 35 tot 45 jaar;2023 1e kwartaal;8
3151;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 35 tot 45 jaar;2023 2e kwartaal;10
3152;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 35 tot 45 jaar;2023 3e kwartaal;15
3153;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 35 tot 45 jaar;2023 4e kwartaal;23
3154;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 35 tot 45 jaar;2023;14
3155;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 35 tot 45 jaar;2024 1e kwartaal;14
3156;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 35 tot 45 jaar;2024 2e kwartaal;16
3157;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 35 tot 45 jaar;2024 3e kwartaal;17
3158;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 35 tot 45 jaar;2024 4e kwartaal;21
3159;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 35 tot 45 jaar;2024;17
3160;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 45 tot 55 jaar;2021 1e kwartaal;10
3161;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 45 tot 55 jaar;2021 2e kwartaal;16
3162;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 45 tot 55 jaar;2021 3e kwartaal;16
3163;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 45 tot 55 jaar;2021 4e kwartaal;18
3164;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 45 tot 55 jaar;2021;15
3165;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 45 tot 55 jaar;2022 1e kwartaal;13
3166;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 45 tot 55 jaar;2022 2e kwartaal;19
3167;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 45 tot 55 jaar;2022 3e kwartaal;20
3168;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 45 tot 55 jaar;2022 4e kwartaal;19
3169;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 45 tot 55 jaar;2022;18
3170;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 45 tot 55 jaar;2023 1e kwartaal;12
3171;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 45 tot 55 jaar;2023 2e kwartaal;12
3172;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 45 tot 55 jaar;2023 3e kwartaal;13
3173;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 45 tot 55 jaar;2023 4e kwartaal;17
3174;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 45 tot 55 jaar;2023;13
3175;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 45 tot 55 jaar;2024 1e kwartaal;14
3176;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 45 tot 55 jaar;2024 2e kwartaal;16
3177;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 45 tot 55 jaar;2024 3e kwartaal;20
3178;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 45 tot 55 jaar;2024 4e kwartaal;18
3179;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 45 tot 55 jaar;2024;17
3180;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 55 tot 65 jaar;2021 1e kwartaal;32
3181;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 55 tot 65 jaar;2021 2e kwartaal;43
3182;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 55 tot 65 jaar;2021 3e kwartaal;48
3183;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 55 tot 65 jaar;2021 4e kwartaal;51
3184;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 55 tot 65 jaar;2021;43
3185;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 55 tot 65 jaar;2022 1e kwartaal;40
3186;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 55 tot 65 jaar;2022 2e kwartaal;43
3187;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 55 tot 65 jaar;2022 3e kwartaal;49
3188;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 55 tot 65 jaar;2022 4e kwartaal;48
3189;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 55 tot 65 jaar;2022;45
3190;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 55 tot 65 jaar;2023 1e kwartaal;26
3191;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 55 tot 65 jaar;2023 2e kwartaal;31
3192;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 55 tot 65 jaar;2023 3e kwartaal;36
3193;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 55 tot 65 jaar;2023 4e kwartaal;43
3194;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 55 tot 65 jaar;2023;34
3195;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 55 tot 65 jaar;2024 1e kwartaal;25
3196;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 55 tot 65 jaar;2024 2e kwartaal;31
3197;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 55 tot 65 jaar;2024 3e kwartaal;38
3198;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 55 tot 65 jaar;2024 4e kwartaal;40
3199;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 55 tot 65 jaar;2024;34
3200;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 65 tot 75 jaar;2021 1e kwartaal;34
3201;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 65 tot 75 jaar;2021 2e kwartaal;46
3202;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 65 tot 75 jaar;2021 3e kwartaal;68
3203;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 65 tot 75 jaar;2021 4e kwartaal;81
3204;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 65 tot 75 jaar;2021;57
3205;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 65 tot 75 jaar;2022 1e kwartaal;46
3206;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 65 tot 75 jaar;2022 2e kwartaal;63
3207;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 65 tot 75 jaar;2022 3e kwartaal;73
3208;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 65 tot 75 jaar;2022 4e kwartaal;80
3209;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 65 tot 75 jaar;2022;66
3210;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 65 tot 75 jaar;2023 1e kwartaal;55
3211;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 65 tot 75 jaar;2023 2e kwartaal;67
3212;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 65 tot 75 jaar;2023 3e kwartaal;86
3213;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 65 tot 75 jaar;2023 4e kwartaal;99
3214;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 65 tot 75 jaar;2023;77
3215;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 65 tot 75 jaar;2024 1e kwartaal;65
3216;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 65 tot 75 jaar;2024 2e kwartaal;77
3217;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 65 tot 75 jaar;2024 3e kwartaal;80
3218;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 65 tot 75 jaar;2024 4e kwartaal;100
3219;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Leeftijd: 65 tot 75 jaar;2024;80
3220;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;1 Basisonderwijs, vmbo, mbo1;2021 1e kwartaal;36
3221;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;1 Basisonderwijs, vmbo, mbo1;2021 2e kwartaal;42
3222;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;1 Basisonderwijs, vmbo, mbo1;2021 3e kwartaal;55
3223;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;1 Basisonderwijs, vmbo, mbo1;2021 4e kwartaal;61
3224;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;1 Basisonderwijs, vmbo, mbo1;2021;49
3225;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;1 Basisonderwijs, vmbo, mbo1;2022 1e kwartaal;47
3226;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;1 Basisonderwijs, vmbo, mbo1;2022 2e kwartaal;51
3227;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;1 Basisonderwijs, vmbo, mbo1;2022 3e kwartaal;64
3228;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;1 Basisonderwijs, vmbo, mbo1;2022 4e kwartaal;69
3229;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;1 Basisonderwijs, vmbo, mbo1;2022;58
3230;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;1 Basisonderwijs, vmbo, mbo1;2023 1e kwartaal;38
3231;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;1 Basisonderwijs, vmbo, mbo1;2023 2e kwartaal;47
3232;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;1 Basisonderwijs, vmbo, mbo1;2023 3e kwartaal;55
3233;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;1 Basisonderwijs, vmbo, mbo1;2023 4e kwartaal;65
3234;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;1 Basisonderwijs, vmbo, mbo1;2023;51
3235;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;1 Basisonderwijs, vmbo, mbo1;2024 1e kwartaal;46
3236;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;1 Basisonderwijs, vmbo, mbo1;2024 2e kwartaal;52
3237;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;1 Basisonderwijs, vmbo, mbo1;2024 3e kwartaal;55
3238;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;1 Basisonderwijs, vmbo, mbo1;2024 4e kwartaal;64
3239;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;1 Basisonderwijs, vmbo, mbo1;2024;54
3240;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;2 Havo, vwo, mbo2-4;2021 1e kwartaal;55
3241;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;2 Havo, vwo, mbo2-4;2021 2e kwartaal;74
3242;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;2 Havo, vwo, mbo2-4;2021 3e kwartaal;85
3243;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;2 Havo, vwo, mbo2-4;2021 4e kwartaal;94
3244;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;2 Havo, vwo, mbo2-4;2021;77
3245;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;2 Havo, vwo, mbo2-4;2022 1e kwartaal;59
3246;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;2 Havo, vwo, mbo2-4;2022 2e kwartaal;77
3247;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;2 Havo, vwo, mbo2-4;2022 3e kwartaal;89
3248;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;2 Havo, vwo, mbo2-4;2022 4e kwartaal;85
3249;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;2 Havo, vwo, mbo2-4;2022;77
3250;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;2 Havo, vwo, mbo2-4;2023 1e kwartaal;53
3251;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;2 Havo, vwo, mbo2-4;2023 2e kwartaal;62
3252;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;2 Havo, vwo, mbo2-4;2023 3e kwartaal;75
3253;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;2 Havo, vwo, mbo2-4;2023 4e kwartaal;83
3254;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;2 Havo, vwo, mbo2-4;2023;68
3255;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;2 Havo, vwo, mbo2-4;2024 1e kwartaal;57
3256;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;2 Havo, vwo, mbo2-4;2024 2e kwartaal;69
3257;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;2 Havo, vwo, mbo2-4;2024 3e kwartaal;79
3258;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;2 Havo, vwo, mbo2-4;2024 4e kwartaal;93
3259;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;2 Havo, vwo, mbo2-4;2024;74
3260;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;3 Hbo, wo;2021 1e kwartaal;40
3261;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;3 Hbo, wo;2021 2e kwartaal;57
3262;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;3 Hbo, wo;2021 3e kwartaal;74
3263;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;3 Hbo, wo;2021 4e kwartaal;74
3264;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;3 Hbo, wo;2021;61
3265;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;3 Hbo, wo;2022 1e kwartaal;53
3266;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;3 Hbo, wo;2022 2e kwartaal;63
3267;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;3 Hbo, wo;2022 3e kwartaal;65
3268;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;3 Hbo, wo;2022 4e kwartaal;61
3269;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;3 Hbo, wo;2022;61
3270;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;3 Hbo, wo;2023 1e kwartaal;34
3271;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;3 Hbo, wo;2023 2e kwartaal;42
3272;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;3 Hbo, wo;2023 3e kwartaal;50
3273;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;3 Hbo, wo;2023 4e kwartaal;66
3274;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;3 Hbo, wo;2023;48
3275;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;3 Hbo, wo;2024 1e kwartaal;44
3276;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;3 Hbo, wo;2024 2e kwartaal;46
3277;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;3 Hbo, wo;2024 3e kwartaal;57
3278;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;3 Hbo, wo;2024 4e kwartaal;59
3279;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;3 Hbo, wo;2024;52
3280;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Onderwijsniveau: weet niet of onbekend;2021 1e kwartaal;1
3281;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Onderwijsniveau: weet niet of onbekend;2021 2e kwartaal;1
3282;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Onderwijsniveau: weet niet of onbekend;2021 3e kwartaal;1
3283;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Onderwijsniveau: weet niet of onbekend;2021 4e kwartaal;2
3284;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Onderwijsniveau: weet niet of onbekend;2021;1
3285;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Onderwijsniveau: weet niet of onbekend;2022 1e kwartaal;1
3286;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Onderwijsniveau: weet niet of onbekend;2022 2e kwartaal;2
3287;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Onderwijsniveau: weet niet of onbekend;2022 3e kwartaal;2
3288;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Onderwijsniveau: weet niet of onbekend;2022 4e kwartaal;2
3289;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Onderwijsniveau: weet niet of onbekend;2022;2
3290;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Onderwijsniveau: weet niet of onbekend;2023 1e kwartaal;1
3291;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Onderwijsniveau: weet niet of onbekend;2023 2e kwartaal;2
3292;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Onderwijsniveau: weet niet of onbekend;2023 3e kwartaal;2
3293;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Onderwijsniveau: weet niet of onbekend;2023 4e kwartaal;2
3294;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Onderwijsniveau: weet niet of onbekend;2023;2
3295;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Onderwijsniveau: weet niet of onbekend;2024 1e kwartaal;1
3296;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Onderwijsniveau: weet niet of onbekend;2024 2e kwartaal;1
3297;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Onderwijsniveau: weet niet of onbekend;2024 3e kwartaal;0
3298;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Onderwijsniveau: weet niet of onbekend;2024 4e kwartaal;1
3299;Niet-werkzame bevolking;Gewerkt: 2 tot 4 jaar geleden;Vrouwen;Onderwijsniveau: weet niet of onbekend;2024;1
3300;Niet-werkzame bevolking;Gewerkt: 4 tot 8 jaar geleden;Totaal mannen en vrouwen;Totaal personen;2021 1e kwartaal;638
3301;Niet-werkzame bevolking;Gewerkt: 4 tot 8 jaar geleden;Totaal mannen en vrouwen;Totaal personen;2021 2e kwartaal;596
3302;Niet-werkzame bevolking;Gewerkt: 4 tot 8 jaar geleden;Totaal mannen en vrouwen;Totaal personen;2021 3e kwartaal;577
3303;Niet-werkzame bevolking;Gewerkt: 4 tot 8 jaar geleden;Totaal mannen en vrouwen;Totaal personen;2021 4e kwartaal;579
3304;Niet-werkzame bevolking;Gewerkt: 4 tot 8 jaar geleden;Totaal mannen en vrouwen;Totaal personen;2021;598
3305;Niet-werkzame bevolking;Gewerkt: 4 tot 8 jaar geleden;Totaal mannen en vrouwen;Totaal personen;2022 1e kwartaal;641
3306;Niet-werkzame bevolking;Gewerkt: 4 tot 8 jaar geleden;Totaal mannen en vrouwen;Totaal personen;2022 2e kwartaal;599
3307;Niet-werkzame bevolking;Gewerkt: 4 tot 8 jaar geleden;Totaal mannen en vrouwen;Totaal personen;2022 3e kwartaal;594
3308;Niet-werkzame bevolking;Gewerkt: 4 tot 8 jaar geleden;Totaal mannen en vrouwen;Totaal personen;2022 4e kwartaal;578
3309;Niet-werkzame bevolking;Gewerkt: 4 tot 8 jaar geleden;Totaal mannen en vrouwen;Totaal personen;2022;603
3310;Niet-werkzame bevolking;Gewerkt: 4 tot 8 jaar geleden;Totaal mannen en vrouwen;Totaal personen;2023 1e kwartaal;650
3311;Niet-werkzame bevolking;Gewerkt: 4 tot 8 jaar geleden;Totaal mannen en vrouwen;Totaal personen;2023 2e kwartaal;619
3312;Niet-werkzame bevolking;Gewerkt: 4 tot 8 jaar geleden;Totaal mannen en vrouwen;Totaal personen;2023 3e kwartaal;592
3313;Niet-werkzame bevolking;Gewerkt: 4 tot 8 jaar geleden;Totaal mannen en vrouwen;Totaal personen;2023 4e kwartaal;576
3314;Niet-werkzame bevolking;Gewerkt: 4 tot 8 jaar geleden;Totaal mannen en vrouwen;Totaal personen;2023;609
3315;Niet-werkzame bevolking;Gewerkt: 4 tot 8 jaar geleden;Totaal mannen en vrouwen;Totaal personen;2024 1e kwartaal;646
3316;Niet-werkzame bevolking;Gewerkt: 4 tot 8 jaar geleden;Totaal mannen en vrouwen;Totaal personen;2024 2e kwartaal;613
3317;Niet-werkzame bevolking;Gewerkt: 4 tot 8 jaar geleden;Totaal mannen en vrouwen;Totaal personen;2024 3e kwartaal;616
3318;Niet-werkzame bevolking;Gewerkt: 4 tot 8 jaar geleden;Totaal mannen en vrouwen;Totaal personen;2024 4e kwartaal;582
3319;Niet-werkzame bevolking;Gewerkt: 4 tot 8 jaar geleden;Totaal mannen en vrouwen;Totaal personen;2024;614
3320;Niet-werkzame bevolking;Gewerkt: 4 tot 8 jaar geleden;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2021 1e kwartaal;18
3321;Niet-werkzame bevolking;Gewerkt: 4 tot 8 jaar geleden;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2021 2e kwartaal;16
3322;Niet-werkzame bevolking;Gewerkt: 4 tot 8 jaar geleden;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2021 3e kwartaal;13
3323;Niet-werkzame bevolking;Gewerkt: 4 tot 8 jaar geleden;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2021 4e kwartaal;11
3324;Niet-werkzame bevolking;Gewerkt: 4 tot 8 jaar geleden;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2021;15
3325;Niet-werkzame bevolking;Gewerkt: 4 tot 8 jaar geleden;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2022 1e kwartaal;27
3326;Niet-werkzame bevolking;Gewerkt: 4 tot 8 jaar geleden;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2022 2e kwartaal;23
3327;Niet-werkzame bevolking;Gewerkt: 4 tot 8 jaar geleden;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2022 3e kwartaal;15
3328;Niet-werkzame bevolking;Gewerkt: 4 tot 8 jaar geleden;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2022 4e kwartaal;14
