ID;Herkomst;Kenmerken;ParticuliereHuishoudensMetInkomen_1;BesteedbaarInkomen_2;GestandaardiseerdInkomen_3;AantalHuishoudensMet52WekenInkomen_4;BesteedbaarInkomen_5;GestandaardiseerdInkomen_6;MetLaagInkomen_7;MetLangdurigLaagInkomen_8;OnderOfRondSociaalMinimum_9
205;Suriname;Meerpersoonshuishoudens zonder kinderen;27.9;29.6;19.7;27.5;29.9;19.9;2.9;1.2;2.7
206;Suriname;Meerpersoonshuishoudens met kinderen;48.9;25.4;14.3;47.7;25.8;14.5;12.6;5.6;8.7
207;Suriname;Leeftijd hoofdkostwinner: tot 45 jaar;82.9;21.5;14.8;78.3;22.3;15.4;18.6;6.9;13.0
208;Suriname;Leeftijd hoofdkostwinner: 45-65 jaar;36.2;23.1;16.2;35.6;23.4;16.3;9.7;5.4;7.1
209;Suriname;Leeftijd hoofdkostwinner: 65 jr en ouder;8.1;14.7;12.6;8.1;14.8;12.6;5.0;3.6;4.9
210;Nederlandse Antillen en Aruba;Totaal Kenmerken;45.8;18.4;13.4;40.6;20.2;14.6;13.1;4.0;9.7
211;Nederlandse Antillen en Aruba;Sociaal economische categorie: actief;30.4;21.7;15.5;27.6;23.4;16.7;3.7;0.5;2.3
212;Nederlandse Antillen en Aruba;Sociaal economische categorie: pensioen;1.5;17.7;14.4;1.5;17.8;14.6;0.7;0.4;0.6
213;Nederlandse Antillen en Aruba;Soc. econ. categorie:overige uitkeringen;14.0;11.6;8.8;11.5;12.7;9.6;8.8;3.1;6.8
214;Nederlandse Antillen en Aruba;Eenpersoonshuishoudens;20.5;11.9;11.9;17.1;13.6;13.6;6.3;2.0;4.9
215;Nederlandse Antillen en Aruba;Meerpersoonshuishoudens zonder kinderen;8.9;27.1;18.6;8.4;28.3;19.4;1.0;0.2;0.9
216;Nederlandse Antillen en Aruba;Meerpersoonshuishoudens met kinderen;16.4;21.9;12.4;15.1;23.2;13.1;5.8;1.8;3.8
217;Nederlandse Antillen en Aruba;Leeftijd hoofdkostwinner: tot 45 jaar;32.8;17.5;12.7;28.2;19.6;14.1;9.2;2.3;6.5
218;Nederlandse Antillen en Aruba;Leeftijd hoofdkostwinner: 45-65 jaar;11.3;21.7;15.6;10.8;22.4;16.0;3.0;1.2;2.3
219;Nederlandse Antillen en Aruba;Leeftijd hoofdkostwinner: 65 jr en ouder;1.6;15.4;12.9;1.6;15.7;13.2;0.9;0.5;0.9
220;Afghanistan;Totaal Kenmerken;6.9;12.2;8.0;5.0;15.2;9.8;3.2;0.6;2.5
221;Afghanistan;Sociaal economische categorie: actief;3.4;12.6;8.7;2.3;16.8;11.5;0.9;0.1;0.6
222;Afghanistan;Sociaal economische categorie: pensioen;;;;;;;;0.0;
223;Afghanistan;Soc. econ. categorie:overige uitkeringen;3.6;11.8;7.3;2.8;13.8;8.4;2.3;0.4;1.9
224;Afghanistan;Eenpersoonshuishoudens;2.9;7.4;7.4;1.9;9.8;9.8;1.1;0.1;0.9
225;Afghanistan;Meerpersoonshuishoudens zonder kinderen;1.0;14.2;9.6;0.7;17.8;12.0;0.3;0.0;0.2
226;Afghanistan;Meerpersoonshuishoudens met kinderen;3.1;16.0;8.1;2.5;18.4;9.2;1.9;0.4;1.4
227;Afghanistan;Leeftijd hoofdkostwinner: tot 45 jaar;5.7;11.6;7.8;4.0;14.7;9.9;2.5;0.4;1.9
228;Afghanistan;Leeftijd hoofdkostwinner: 45-65 jaar;1.1;15.0;8.4;0.9;17.1;9.6;0.6;0.1;0.4
229;Afghanistan;Leeftijd hoofdkostwinner: 65 jr en ouder;0.2;14.7;9.6;0.2;15.5;10.2;0.1;;0.1
230;China;Totaal Kenmerken;9.6;18.5;11.9;8.7;19.9;12.7;4.2;1.7;3.1
231;China;Sociaal economische categorie: actief;6.6;21.6;13.4;6.1;23.0;14.2;2.1;0.7;1.5
232;China;Sociaal economische categorie: pensioen;0.8;13.4;10.4;0.8;13.4;10.4;0.6;0.4;0.6
233;China;Soc. econ. categorie:overige uitkeringen;2.2;11.3;8.0;1.8;12.2;8.7;1.5;0.6;1.0
234;China;Eenpersoonshuishoudens;2.8;9.8;9.8;2.2;11.5;11.5;1.2;0.5;0.9
235;China;Meerpersoonshuishoudens zonder kinderen;2.6;22.4;14.5;2.5;23.2;15.0;1.0;0.5;1.0
236;China;Meerpersoonshuishoudens met kinderen;4.2;21.9;11.6;4.0;22.6;12.0;1.9;0.8;1.3
237;China;Leeftijd hoofdkostwinner: tot 45 jaar;6.0;17.6;11.3;5.2;19.6;12.4;2.4;0.7;1.5
238;China;Leeftijd hoofdkostwinner: 45-65 jaar;2.9;21.9;13.6;2.7;22.4;13.9;1.2;0.6;1.0
239;China;Leeftijd hoofdkostwinner: 65 jr en ouder;0.7;13.0;10.3;0.7;13.0;10.3;0.6;0.4;0.6
240;Filipijnen;Totaal Kenmerken;1.8;19.8;13.9;1.6;21.8;15.2;0.4;0.1;0.3
241;Filipijnen;Sociaal economische categorie: actief;1.5;21.6;15.0;1.4;23.4;16.2;0.2;;0.2
242;Filipijnen;Sociaal economische categorie: pensioen;0.1;14.5;11.3;0.1;14.5;11.3;;;
243;Filipijnen;Soc. econ. categorie:overige uitkeringen;0.3;11.6;8.3;0.2;13.6;9.5;0.1;0.1;0.1
244;Filipijnen;Eenpersoonshuishoudens;0.7;10.7;10.7;0.5;13.1;13.1;0.1;;0.1
245;Filipijnen;Meerpersoonshuishoudens zonder kinderen;0.5;27.3;18.5;0.5;28.0;18.9;0.0;;0.0
246;Filipijnen;Meerpersoonshuishoudens met kinderen;0.7;23.6;13.7;0.7;24.1;14.0;0.2;0.1;0.1
247;Filipijnen;Leeftijd hoofdkostwinner: tot 45 jaar;1.3;18.4;13.1;1.1;20.7;14.7;0.3;0.1;0.2
248;Filipijnen;Leeftijd hoofdkostwinner: 45-65 jaar;0.6;23.2;15.7;0.5;24.1;16.3;0.1;;0.1
249;Filipijnen;Leeftijd hoofdkostwinner: 65 jr en ouder;;;;;;;;;0.0
250;Hongkong;Totaal Kenmerken;5.5;21.9;13.7;5.3;22.5;14.0;1.9;0.9;1.6
251;Hongkong;Sociaal economische categorie: actief;4.4;24.1;14.9;4.2;24.6;15.2;1.2;0.5;0.9
252;Hongkong;Sociaal economische categorie: pensioen;0.4;13.2;9.8;0.4;13.2;9.8;0.3;0.2;0.3
253;Hongkong;Soc. econ. categorie:overige uitkeringen;0.8;13.5;8.7;0.7;14.1;9.1;0.5;0.2;0.4
254;Hongkong;Eenpersoonshuishoudens;1.2;13.3;13.3;1.2;13.9;13.9;0.4;0.1;0.4
255;Hongkong;Meerpersoonshuishoudens zonder kinderen;1.8;25.9;16.1;1.8;26.5;16.5;0.5;0.2;0.6
256;Hongkong;Meerpersoonshuishoudens met kinderen;2.4;23.3;12.0;2.3;23.8;12.3;1.0;0.5;0.7
257;Hongkong;Leeftijd hoofdkostwinner: tot 45 jaar;3.3;22.3;14.3;3.2;23.1;14.8;0.9;0.3;0.7
258;Hongkong;Leeftijd hoofdkostwinner: 45-65 jaar;1.8;22.2;12.9;1.7;22.6;13.1;0.7;0.4;0.6
259;Hongkong;Leeftijd hoofdkostwinner: 65 jr en ouder;0.4;16.1;11.5;0.4;16.3;11.6;0.3;0.2;0.3
260;India;Totaal Kenmerken;4.4;23.5;16.1;4.1;24.5;16.7;1.1;0.4;0.9
261;India;Sociaal economische categorie: actief;3.3;25.5;17.3;3.2;26.3;17.8;0.6;0.1;0.4
262;India;Sociaal economische categorie: pensioen;0.2;25.9;20.2;0.2;25.9;20.2;0.1;0.0;0.1
263;India;Soc. econ. categorie:overige uitkeringen;0.8;14.7;9.9;0.7;15.4;9.9;0.5;0.3;0.4
264;India;Eenpersoonshuishoudens;1.5;15.6;15.6;1.3;16.8;16.8;0.3;0.1;0.2
265;India;Meerpersoonshuishoudens zonder kinderen;1.1;30.8;20.9;1.0;31.8;21.6;0.2;0.1;0.2
266;India;Meerpersoonshuishoudens met kinderen;1.9;25.4;13.6;1.8;25.7;13.8;0.6;0.2;0.4
267;India;Leeftijd hoofdkostwinner: tot 45 jaar;2.8;21.7;15.2;2.6;22.9;15.9;0.7;0.2;0.5
268;India;Leeftijd hoofdkostwinner: 45-65 jaar;1.4;26.5;17.2;1.3;27.0;17.5;0.4;0.2;0.3
269;India;Leeftijd hoofdkostwinner: 65 jr en ouder;0.2;27.5;21.1;0.2;27.5;21.1;0.1;;0.1
270;Irak;Totaal Kenmerken;12.1;14.3;9.7;10.4;16.0;10.7;6.2;2.0;4.8
271;Irak;Sociaal economische categorie: actief;6.0;15.9;11.1;4.8;18.9;13.0;1.4;0.3;1.0
272;Irak;Sociaal economische categorie: pensioen;0.1;13.4;9.6;0.1;13.4;9.6;0.0;;
273;Irak;Soc. econ. categorie:overige uitkeringen;6.0;12.7;8.2;5.5;13.4;8.6;4.7;1.7;3.8
274;Irak;Eenpersoonshuishoudens;4.9;9.5;9.5;3.8;11.3;11.3;2.0;0.6;1.6
275;Irak;Meerpersoonshuishoudens zonder kinderen;1.9;15.9;10.8;1.6;17.6;12.0;0.7;0.1;0.7
276;Irak;Meerpersoonshuishoudens met kinderen;5.3;18.2;9.4;5.0;18.9;9.7;3.4;1.3;2.5
277;Irak;Leeftijd hoofdkostwinner: tot 45 jaar;9.7;13.8;9.5;8.2;15.6;10.7;4.7;1.5;3.6
278;Irak;Leeftijd hoofdkostwinner: 45-65 jaar;2.1;17.1;10.2;1.9;18.1;10.7;1.2;0.5;1.0
279;Irak;Leeftijd hoofdkostwinner: 65 jr en ouder;0.3;12.0;9.4;0.3;13.0;10.1;0.2;0.1;0.2
280;Iran;Totaal Kenmerken;9.5;16.7;12.1;8.3;18.1;13.1;3.6;1.4;2.6
281;Iran;Sociaal economische categorie: actief;5.3;21.0;14.9;4.9;22.1;15.7;0.7;0.2;0.4
282;Iran;Sociaal economische categorie: pensioen;0.1;21.1;15.4;0.1;21.1;15.4;0.1;;0.0
283;Iran;Soc. econ. categorie:overige uitkeringen;4.1;11.1;8.4;3.3;12.1;9.2;2.8;1.1;2.2
284;Iran;Eenpersoonshuishoudens;4.3;11.4;11.4;3.6;12.8;12.8;1.7;0.7;1.2
285;Iran;Meerpersoonshuishoudens zonder kinderen;1.6;22.3;15.3;1.4;23.3;16.0;0.4;0.1;0.4
286;Iran;Meerpersoonshuishoudens met kinderen;3.6;20.6;11.5;3.3;21.6;12.1;1.5;0.5;1.1
287;Iran;Leeftijd hoofdkostwinner: tot 45 jaar;7.1;16.5;12.1;6.2;18.1;13.3;2.4;0.8;1.7
288;Iran;Leeftijd hoofdkostwinner: 45-65 jaar;2.0;17.9;12.2;1.9;18.7;12.7;0.9;0.4;0.7
289;Iran;Leeftijd hoofdkostwinner: 65 jr en ouder;0.3;13.5;11.0;0.3;14.4;11.6;0.2;0.1;0.2
290;Pakistan;Totaal Kenmerken;5.1;20.0;12.9;4.7;21.0;13.5;1.8;0.7;1.4
291;Pakistan;Sociaal economische categorie: actief;3.6;22.8;14.8;3.4;23.6;15.3;0.7;0.2;0.5
292;Pakistan;Sociaal economische categorie: pensioen;0.1;20.4;11.3;0.1;20.4;11.3;0.0;;
293;Pakistan;Soc. econ. categorie:overige uitkeringen;1.5;13.3;8.6;1.3;14.3;9.2;1.0;0.5;0.8
294;Pakistan;Eenpersoonshuishoudens;1.8;12.9;12.9;1.5;14.3;14.3;0.5;0.1;0.4
295;Pakistan;Meerpersoonshuishoudens zonder kinderen;0.8;25.4;17.0;0.8;26.2;17.5;0.2;0.0;0.1
296;Pakistan;Meerpersoonshuishoudens met kinderen;2.6;23.2;11.7;2.5;23.7;11.9;1.2;0.5;0.8
297;Pakistan;Leeftijd hoofdkostwinner: tot 45 jaar;3.7;19.7;13.0;3.4;20.9;13.8;1.2;0.4;0.9
298;Pakistan;Leeftijd hoofdkostwinner: 45-65 jaar;1.4;20.8;12.6;1.4;21.4;12.9;0.6;0.3;0.5
299;Pakistan;Leeftijd hoofdkostwinner: 65 jr en ouder;;;;;;;;;
300;Sri Lanka;Totaal Kenmerken;2.8;17.3;12.0;2.6;18.2;12.6;1.0;0.3;0.6
301;Sri Lanka;Sociaal economische categorie: actief;2.1;19.0;13.1;2.0;19.6;13.5;0.5;0.1;0.2
302;Sri Lanka;Sociaal economische categorie: pensioen;;;;;;;;;
303;Sri Lanka;Soc. econ. categorie:overige uitkeringen;0.7;12.1;8.6;0.6;13.1;9.2;0.5;0.2;0.4
304;Sri Lanka;Eenpersoonshuishoudens;1.1;12.5;12.5;0.9;13.7;13.7;0.3;0.1;0.2
305;Sri Lanka;Meerpersoonshuishoudens zonder kinderen;0.5;21.2;14.3;0.5;21.6;14.5;0.1;;0.1
306;Sri Lanka;Meerpersoonshuishoudens met kinderen;1.3;19.9;10.7;1.2;20.4;11.0;0.6;0.2;0.3
307;Sri Lanka;Leeftijd hoofdkostwinner: tot 45 jaar;2.3;16.6;11.7;2.1;17.6;12.3;0.7;0.2;0.4
308;Sri Lanka;Leeftijd hoofdkostwinner: 45-65 jaar;0.5;20.6;13.3;0.5;21.0;13.5;0.2;0.1;0.2
309;Sri Lanka;Leeftijd hoofdkostwinner: 65 jr en ouder;;;;;;;;;
310;Vietnam;Totaal Kenmerken;5.4;21.6;13.8;5.2;22.4;14.2;1.5;0.8;1.1
311;Vietnam;Sociaal economische categorie: actief;4.2;24.0;15.0;4.0;25.0;15.6;0.5;0.2;0.3
312;Vietnam;Sociaal economische categorie: pensioen;0.2;15.3;11.1;0.2;15.3;11.1;0.1;0.1;0.1
313;Vietnam;Soc. econ. categorie:overige uitkeringen;1.0;13.0;9.1;1.0;13.3;9.2;0.8;0.5;0.7
314;Vietnam;Eenpersoonshuishoudens;1.5;12.5;12.5;1.3;13.7;13.7;0.4;0.2;0.4
315;Vietnam;Meerpersoonshuishoudens zonder kinderen;1.1;26.3;17.1;1.1;26.8;17.4;0.2;0.1;0.2
316;Vietnam;Meerpersoonshuishoudens met kinderen;2.8;24.7;13.2;2.8;24.9;13.3;0.9;0.5;0.6
317;Vietnam;Leeftijd hoofdkostwinner: tot 45 jaar;4.1;22.0;14.1;3.9;23.0;14.7;0.9;0.4;0.6
318;Vietnam;Leeftijd hoofdkostwinner: 45-65 jaar;1.1;22.0;13.2;1.1;22.2;13.4;0.4;0.3;0.3
319;Vietnam;Leeftijd hoofdkostwinner: 65 jr en ouder;0.2;12.5;10.4;0.2;12.7;10.5;0.2;0.1;0.2
320;Overig Azië;Totaal Kenmerken;10.6;20.0;13.9;9.5;21.5;14.8;3.5;1.2;2.6
321;Overig Azië;Sociaal economische categorie: actief;7.6;22.6;15.5;7.1;24.0;16.4;1.7;0.4;1.1
322;Overig Azië;Sociaal economische categorie: pensioen;0.4;19.6;16.2;0.4;19.6;16.2;0.1;;0.1
323;Overig Azië;Soc. econ. categorie:overige uitkeringen;2.6;12.5;8.6;2.1;13.5;9.2;1.7;0.7;1.3
324;Overig Azië;Eenpersoonshuishoudens;4.2;12.3;12.3;3.5;13.8;13.8;1.4;0.4;1.0
325;Overig Azië;Meerpersoonshuishoudens zonder kinderen;2.3;27.3;18.6;2.2;28.1;19.1;0.5;0.1;0.4
326;Overig Azië;Meerpersoonshuishoudens met kinderen;4.0;24.0;12.8;3.8;24.7;13.2;1.6;0.7;1.1
327;Overig Azië;Leeftijd hoofdkostwinner: tot 45 jaar;8.0;19.0;13.4;7.1;20.8;14.6;2.6;0.8;1.8
328;Overig Azië;Leeftijd hoofdkostwinner: 45-65 jaar;2.2;23.7;14.9;2.1;24.1;15.2;0.8;0.4;0.6
329;Overig Azië;Leeftijd hoofdkostwinner: 65 jr en ouder;0.4;20.1;16.4;0.4;20.4;16.6;0.1;;0.1
330;Egypte;Totaal Kenmerken;5.6;18.6;13.1;5.3;19.2;13.4;2.1;0.8;1.4
331;Egypte;Sociaal economische categorie: actief;4.2;20.7;14.3;4.1;21.1;14.6;1.1;0.3;0.7
332;Egypte;Sociaal economische categorie: pensioen;0.1;19.8;15.8;0.1;19.8;15.8;;;
333;Egypte;Soc. econ. categorie:overige uitkeringen;1.4;12.2;9.0;1.2;12.4;9.2;0.9;0.4;0.7
334;Egypte;Eenpersoonshuishoudens;2.3;12.9;12.9;2.1;13.5;13.5;0.8;0.3;0.6
335;Egypte;Meerpersoonshuishoudens zonder kinderen;0.8;23.7;16.6;0.8;24.4;17.0;0.2;0.1;0.2
336;Egypte;Meerpersoonshuishoudens met kinderen;2.5;22.0;12.0;2.4;22.4;12.2;1.1;0.4;0.6
337;Egypte;Leeftijd hoofdkostwinner: tot 45 jaar;4.3;17.7;12.6;4.1;18.4;13.0;1.6;0.5;1.1
338;Egypte;Leeftijd hoofdkostwinner: 45-65 jaar;1.3;21.3;14.2;1.2;21.7;14.4;0.5;0.2;0.4
339;Egypte;Leeftijd hoofdkostwinner: 65 jr en ouder;0.1;24.2;19.5;0.1;24.2;19.5;;;
340;Ethiopië;Totaal Kenmerken;3.5;15.6;12.0;3.3;16.5;12.6;1.4;0.7;1.0
341;Ethiopië;Sociaal economische categorie: actief;2.1;18.2;14.1;1.9;19.2;14.8;0.3;0.1;0.1
342;Ethiopië;Sociaal economische categorie: pensioen;;;;;;;;;
343;Ethiopië;Soc. econ. categorie:overige uitkeringen;1.4;11.9;8.9;1.3;12.6;9.4;1.1;0.6;0.8
344;Ethiopië;Eenpersoonshuishoudens;1.8;12.1;12.1;1.7;13.0;13.0;0.6;0.2;0.5
345;Ethiopië;Meerpersoonshuishoudens zonder kinderen;0.5;22.2;15.6;0.5;22.8;16.0;0.1;;0.1
346;Ethiopië;Meerpersoonshuishoudens met kinderen;1.2;18.4;10.3;1.1;19.1;10.6;0.7;0.4;0.4
347;Ethiopië;Leeftijd hoofdkostwinner: tot 45 jaar;3.0;15.2;11.8;2.7;16.2;12.6;1.1;0.5;0.8
348;Ethiopië;Leeftijd hoofdkostwinner: 45-65 jaar;0.6;17.8;12.6;0.6;18.3;13.0;0.2;0.1;0.2
349;Ethiopië;Leeftijd hoofdkostwinner: 65 jr en ouder;;;;;;;;;
350;Ghana;Totaal Kenmerken;7.0;20.0;15.2;6.6;20.6;15.6;1.7;0.5;1.1
351;Ghana;Sociaal economische categorie: actief;5.5;21.6;16.5;5.3;22.5;17.1;0.6;0.1;0.3
352;Ghana;Sociaal economische categorie: pensioen;0.0;15.0;10.3;0.0;15.0;10.3;;;
353;Ghana;Soc. econ. categorie:overige uitkeringen;1.4;13.8;10.2;1.3;13.3;9.5;1.0;0.5;0.8
354;Ghana;Eenpersoonshuishoudens;3.2;15.7;15.7;2.8;16.6;16.6;0.5;0.1;0.3
355;Ghana;Meerpersoonshuishoudens zonder kinderen;1.0;28.6;20.2;1.0;29.0;20.5;0.1;;0.1
356;Ghana;Meerpersoonshuishoudens met kinderen;2.8;21.7;12.8;2.8;21.9;12.9;1.1;0.4;0.7
357;Ghana;Leeftijd hoofdkostwinner: tot 45 jaar;5.7;19.7;15.0;5.3;20.4;15.4;1.4;0.5;0.9
358;Ghana;Leeftijd hoofdkostwinner: 45-65 jaar;1.3;21.0;16.0;1.3;21.5;16.3;0.2;0.1;0.2
359;Ghana;Leeftijd hoofdkostwinner: 65 jr en ouder;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
360;Kaapverdië;Totaal Kenmerken;7.2;21.0;14.2;6.9;21.6;14.6;1.8;0.7;1.3
361;Kaapverdië;Sociaal economische categorie: actief;5.2;23.5;15.7;5.0;24.2;16.1;0.5;0.1;0.3
362;Kaapverdië;Sociaal economische categorie: pensioen;0.4;15.5;11.6;0.4;15.5;11.6;0.2;0.1;0.2
363;Kaapverdië;Soc. econ. categorie:overige uitkeringen;1.6;13.9;9.9;1.5;14.5;10.3;1.0;0.5;0.8
364;Kaapverdië;Eenpersoonshuishoudens;2.6;13.3;13.3;2.4;14.0;14.0;0.6;0.3;0.5
365;Kaapverdië;Meerpersoonshuishoudens zonder kinderen;1.3;28.2;18.3;1.3;28.6;18.6;0.1;0.0;0.1
366;Kaapverdië;Meerpersoonshuishoudens met kinderen;3.3;24.0;13.3;3.3;24.4;13.5;1.0;0.4;0.6
367;Kaapverdië;Leeftijd hoofdkostwinner: tot 45 jaar;4.5;20.0;13.5;4.2;20.8;14.0;1.2;0.4;0.8
368;Kaapverdië;Leeftijd hoofdkostwinner: 45-65 jaar;2.5;23.7;15.9;2.4;24.1;16.1;0.4;0.2;0.3
369;Kaapverdië;Leeftijd hoofdkostwinner: 65 jr en ouder;0.3;12.8;10.5;0.3;12.8;10.5;0.2;0.1;0.2
370;Somalië;Totaal Kenmerken;10.7;13.4;9.9;9.3;14.7;10.8;5.3;1.9;3.8
371;Somalië;Sociaal economische categorie: actief;4.9;15.2;12.0;4.2;17.1;13.5;1.0;0.2;0.5
372;Somalië;Sociaal economische categorie: pensioen;;;;;;;;;
373;Somalië;Soc. econ. categorie:overige uitkeringen;5.7;11.8;8.1;5.0;12.6;8.6;4.3;1.8;3.3
374;Somalië;Eenpersoonshuishoudens;5.4;10.3;10.3;4.4;11.8;11.8;2.0;0.5;1.5
375;Somalië;Meerpersoonshuishoudens zonder kinderen;1.1;18.3;12.9;1.0;19.4;13.7;0.3;0.1;0.3
376;Somalië;Meerpersoonshuishoudens met kinderen;4.2;16.0;8.6;3.8;16.7;9.0;3.0;1.4;2.1
377;Somalië;Leeftijd hoofdkostwinner: tot 45 jaar;9.5;13.2;9.9;8.1;14.6;10.9;4.6;1.6;3.2
378;Somalië;Leeftijd hoofdkostwinner: 45-65 jaar;1.1;15.1;10.1;1.0;15.6;10.4;0.6;0.3;0.5
379;Somalië;Leeftijd hoofdkostwinner: 65 jr en ouder;0.1;11.5;9.1;0.1;12.0;9.6;0.1;;0.1
380;Tunesië;Totaal Kenmerken;2.3;20.7;13.9;2.2;21.4;14.3;0.6;0.3;0.5
381;Tunesië;Sociaal economische categorie: actief;1.5;23.7;15.5;1.5;24.4;16.0;0.2;0.1;0.1
382;Tunesië;Sociaal economische categorie: pensioen;0.0;15.8;12.7;0.0;15.8;12.7;;;
383;Tunesië;Soc. econ. categorie:overige uitkeringen;0.7;14.8;10.5;0.7;15.3;10.8;0.4;0.2;0.3
384;Tunesië;Eenpersoonshuishoudens;0.8;13.4;13.4;0.8;14.2;14.2;0.2;0.1;0.2
385;Tunesië;Meerpersoonshuishoudens zonder kinderen;0.5;24.9;16.6;0.5;25.1;16.7;0.1;;0.1
386;Tunesië;Meerpersoonshuishoudens met kinderen;1.0;24.5;13.0;1.0;25.1;13.4;0.4;0.2;0.2
387;Tunesië;Leeftijd hoofdkostwinner: tot 45 jaar;1.4;19.5;13.6;1.3;20.5;14.3;0.4;0.1;0.3
388;Tunesië;Leeftijd hoofdkostwinner: 45-65 jaar;0.9;22.8;14.4;0.9;22.9;14.5;0.3;0.1;0.2
389;Tunesië;Leeftijd hoofdkostwinner: 65 jr en ouder;;;;;;;;0.0;
390;Overig Afrika;Totaal Kenmerken;19.5;18.9;14.0;17.1;20.9;15.4;5.2;1.3;3.4
391;Overig Afrika;Sociaal economische categorie: actief;13.8;21.6;15.9;12.4;23.6;17.3;1.9;0.2;1.0
392;Overig Afrika;Sociaal economische categorie: pensioen;0.6;24.7;19.3;0.6;24.7;19.3;0.2;0.1;0.1
393;Overig Afrika;Soc. econ. categorie:overige uitkeringen;5.1;11.1;8.6;4.2;12.1;9.3;3.2;1.0;2.3
394;Overig Afrika;Eenpersoonshuishoudens;9.5;12.9;12.9;7.8;14.7;14.7;2.6;0.5;1.6
395;Overig Afrika;Meerpersoonshuishoudens zonder kinderen;3.6;27.0;19.0;3.4;28.7;20.1;0.5;0.0;0.4
396;Overig Afrika;Meerpersoonshuishoudens met kinderen;6.3;23.4;13.0;5.9;24.5;13.6;2.2;0.7;1.4
397;Overig Afrika;Leeftijd hoofdkostwinner: tot 45 jaar;16.4;17.8;13.3;14.3;19.8;14.7;4.5;0.9;2.9
398;Overig Afrika;Leeftijd hoofdkostwinner: 45-65 jaar;2.5;24.9;17.6;2.4;26.2;18.5;0.6;0.3;0.4
399;Overig Afrika;Leeftijd hoofdkostwinner: 65 jr en ouder;0.5;25.9;21.0;0.5;25.9;21.0;0.1;0.1;0.1
400;Brazilië;Totaal Kenmerken;1.8;20.7;15.3;1.6;21.8;16.2;0.4;0.1;0.3
401;Brazilië;Sociaal economische categorie: actief;1.4;22.4;16.5;1.2;24.1;17.7;0.1;;0.1
402;Brazilië;Sociaal economische categorie: pensioen;0.1;21.1;15.2;0.1;21.1;15.2;;;
403;Brazilië;Soc. econ. categorie:overige uitkeringen;0.3;13.9;10.6;0.3;11.7;9.8;0.2;0.1;0.2
404;Brazilië;Eenpersoonshuishoudens;0.8;13.2;13.2;0.7;14.9;14.9;0.2;0.1;0.1
405;Brazilië;Meerpersoonshuishoudens zonder kinderen;0.4;27.8;19.3;0.4;28.2;19.6;0.1;;0.1
406;Brazilië;Meerpersoonshuishoudens met kinderen;0.5;26.8;15.1;0.4;26.5;15.0;0.1;0.1;0.1
407;Brazilië;Leeftijd hoofdkostwinner: tot 45 jaar;1.3;19.4;14.6;1.2;21.7;16.2;0.2;0.1;0.2
408;Brazilië;Leeftijd hoofdkostwinner: 45-65 jaar;0.4;24.4;17.3;0.4;21.9;16.1;0.1;0.1;0.1
409;Brazilië;Leeftijd hoofdkostwinner: 65 jr en ouder;0.0;23.4;17.0;0.0;23.4;17.0;0.0;0.0;0.0
410;Dominicaanse Republiek;Totaal Kenmerken;2.5;13.0;9.5;2.1;14.9;10.8;1.3;0.5;0.9
411;Dominicaanse Republiek;Sociaal economische categorie: actief;1.0;16.7;11.8;0.8;19.3;13.5;0.3;0.1;0.1
412;Dominicaanse Republiek;Sociaal economische categorie: pensioen;0.0;11.5;9.7;0.0;11.5;9.7;;;
413;Dominicaanse Republiek;Soc. econ. categorie:overige uitkeringen;1.5;10.6;8.0;1.2;12.1;8.9;1.0;0.4;0.8
414;Dominicaanse Republiek;Eenpersoonshuishoudens;1.2;8.4;8.4;0.8;10.5;10.5;0.6;0.2;0.4
415;Dominicaanse Republiek;Meerpersoonshuishoudens zonder kinderen;0.3;20.0;13.5;0.2;21.8;14.7;0.1;;0.1
416;Dominicaanse Republiek;Meerpersoonshuishoudens met kinderen;1.1;16.3;9.7;1.0;16.9;10.1;0.7;0.2;0.5
417;Dominicaanse Republiek;Leeftijd hoofdkostwinner: tot 45 jaar;1.9;13.2;9.4;1.5;15.9;11.0;0.9;0.3;0.6
418;Dominicaanse Republiek;Leeftijd hoofdkostwinner: 45-65 jaar;0.6;12.4;10.0;0.5;12.7;10.2;0.4;0.2;0.3
419;Dominicaanse Republiek;Leeftijd hoofdkostwinner: 65 jr en ouder;;;;;;;;;
420;Colombia;Totaal Kenmerken;1.7;15.6;11.9;1.4;17.6;13.4;0.6;0.2;0.4
421;Colombia;Sociaal economische categorie: actief;1.1;17.6;13.4;0.9;20.6;15.5;0.2;0.0;0.1
422;Colombia;Sociaal economische categorie: pensioen;;;;;;;;;
423;Colombia;Soc. econ. categorie:overige uitkeringen;0.5;11.0;8.7;0.5;11.7;9.2;0.4;0.1;0.3
424;Colombia;Eenpersoonshuishoudens;0.8;10.4;10.4;0.6;12.4;12.4;0.3;0.1;0.2
425;Colombia;Meerpersoonshuishoudens zonder kinderen;0.3;26.0;18.2;0.3;27.0;18.9;0.1;;0.0
426;Colombia;Meerpersoonshuishoudens met kinderen;0.6;18.2;11.1;0.5;19.6;12.0;0.2;0.1;0.2
427;Colombia;Leeftijd hoofdkostwinner: tot 45 jaar;1.3;16.0;12.2;1.0;18.4;14.0;0.4;0.1;0.3
428;Colombia;Leeftijd hoofdkostwinner: 45-65 jaar;0.4;14.7;11.1;0.3;15.6;11.8;0.2;0.1;0.1
