ID;Geslacht;Leeftijdsklassen;Herkomstgroepering;Perioden;TotaleBevolking_1;Werknemers_2;Zelfstandigen_3;PersonenMetEenUitkeringTotaal_4;PersonenMetEenAOUitkering_5;PersonenMetEenWWUitkering_6;PersonenMetEenBijstandsuitkering_7;PersonenMetEenAndereUitkering_8;PersonenMetPensioen_9;TotaleBevolking_10;Werknemers_11;Zelfstandigen_12;PersonenMetEenUitkeringTotaal_13;PersonenMetEenAOUitkering_14;PersonenMetEenWWUitkering_15;PersonenMetEenBijstandsuitkering_16;PersonenMetEenAndereUitkering_17;PersonenMetPensioen_18
2884;Totaal mannen en vrouwen;5;Antillen, 2e gen. 2 ouders buitenl.;2003, vrijdag 26 september;0.9;0.7;0.0;0.1;0.0;0.0;0.1;0.0;0.0;100.0;72.0;;15.0;;;9.0;;
2885;Totaal mannen en vrouwen;5;Antillen, 2e gen. 2 ouders buitenl.;2004, vrijdag 24 september;1.1;0.7;0.0;0.2;0.0;0.0;0.1;0.0;0.0;100.0;69.0;;16.0;;;8.0;;
2886;Totaal mannen en vrouwen;5;Antillen, 2e gen. 2 ouders buitenl.;2005, vrijdag 30 september;1.2;0.8;0.0;0.2;0.0;0.0;0.1;0.0;0.0;100.0;69.0;;18.0;;;11.0;;
2887;Totaal mannen en vrouwen;5;Antillen, 2e gen. 2 ouders buitenl.;2006, vrijdag 29 september;1.5;1.0;0.0;0.3;0.0;0.0;0.1;0.1;0.0;100.0;72.0;;18.0;;;9.0;5.0;
2888;Totaal mannen en vrouwen;5;Antillen, 2e gen. 2 ouders buitenl.;2007, vrijdag 28 september;1.7;1.3;0.0;0.2;0.1;0.0;0.1;;0.0;100.0;74.0;;14.0;3.0;;7.0;;
2889;Totaal mannen en vrouwen;5;Antillen, 2e gen. 2 ouders buitenl.;2008, vrijdag 26 september;1.8;1.4;0.0;0.3;0.1;0.0;0.1;;0.0;100.0;74.0;;14.0;3.0;;7.0;;
2890;Totaal mannen en vrouwen;5;Overige niet-westerse allochtonen;1999, vrijdag 24 september;41.3;18.4;1.4;9.0;0.3;0.4;7.3;1.2;0.0;100.0;45.0;4.0;22.0;1.0;1.0;18.0;3.0;
2891;Totaal mannen en vrouwen;5;Overige niet-westerse allochtonen;2000, vrijdag 29 september;42.3;19.7;1.6;7.6;0.4;0.3;6.1;1.0;0.0;100.0;46.0;4.0;18.0;1.0;1.0;14.0;2.0;
2892;Totaal mannen en vrouwen;5;Overige niet-westerse allochtonen;2001, vrijdag 28 september;45.5;20.8;1.7;7.3;0.4;0.3;5.8;1.0;0.0;100.0;46.0;4.0;16.0;1.0;1.0;13.0;2.0;
2893;Totaal mannen en vrouwen;5;Overige niet-westerse allochtonen;2002, vrijdag 27 september;47.6;21.1;1.6;7.8;0.5;0.5;6.1;0.9;0.0;100.0;44.0;3.0;16.0;1.0;1.0;13.0;2.0;
2894;Totaal mannen en vrouwen;5;Overige niet-westerse allochtonen;2003, vrijdag 26 september;49.3;21.5;1.7;8.6;0.5;0.8;6.7;0.8;0.0;100.0;44.0;3.0;17.0;1.0;2.0;14.0;2.0;
2895;Totaal mannen en vrouwen;5;Overige niet-westerse allochtonen;2004, vrijdag 24 september;49.9;21.6;1.7;8.6;0.6;0.8;6.7;0.7;0.0;100.0;43.0;3.0;17.0;1.0;2.0;13.0;1.0;
2896;Totaal mannen en vrouwen;5;Overige niet-westerse allochtonen;2005, vrijdag 30 september;51.2;23.1;1.8;8.4;0.6;0.7;6.6;0.7;0.0;100.0;45.0;3.0;16.0;1.0;1.0;13.0;1.0;
2897;Totaal mannen en vrouwen;5;Overige niet-westerse allochtonen;2006, vrijdag 29 september;53.2;26.2;2.0;8.4;0.6;0.4;6.1;1.4;0.0;100.0;49.0;4.0;16.0;1.0;1.0;11.0;3.0;
2898;Totaal mannen en vrouwen;5;Overige niet-westerse allochtonen;2007, vrijdag 28 september;56.9;30.2;2.5;7.8;0.7;0.3;5.4;;0.0;100.0;53.0;4.0;14.0;1.0;0.0;10.0;;
2899;Totaal mannen en vrouwen;5;Overige niet-westerse allochtonen;2008, vrijdag 26 september;62.4;34.4;2.7;8.5;0.8;0.3;6.0;;0.0;100.0;55.0;4.0;14.0;1.0;1.0;10.0;;
2900;Totaal mannen en vrouwen;5;Overig niet-westers, 1e generatie;1999, vrijdag 24 september;37.9;15.9;1.3;8.5;0.2;0.4;7.1;1.1;0.0;100.0;42.0;3.0;23.0;1.0;1.0;19.0;3.0;
2901;Totaal mannen en vrouwen;5;Overig niet-westers, 1e generatie;2000, vrijdag 29 september;38.6;16.8;1.4;7.2;0.3;0.3;5.9;0.9;0.0;100.0;44.0;4.0;19.0;1.0;1.0;15.0;2.0;
2902;Totaal mannen en vrouwen;5;Overig niet-westers, 1e generatie;2001, vrijdag 28 september;41.3;17.5;1.5;6.9;0.3;0.2;5.6;0.9;0.0;100.0;42.0;4.0;17.0;1.0;1.0;14.0;2.0;
2903;Totaal mannen en vrouwen;5;Overig niet-westers, 1e generatie;2002, vrijdag 27 september;42.7;17.4;1.4;7.2;0.4;0.4;5.9;0.7;0.0;100.0;41.0;3.0;17.0;1.0;1.0;14.0;2.0;
2904;Totaal mannen en vrouwen;5;Overig niet-westers, 1e generatie;2003, vrijdag 26 september;43.5;17.2;1.4;8.0;0.4;0.7;6.4;0.7;0.0;100.0;39.0;3.0;18.0;1.0;2.0;15.0;2.0;
2905;Totaal mannen en vrouwen;5;Overig niet-westers, 1e generatie;2004, vrijdag 24 september;43.0;16.6;1.3;7.8;0.4;0.7;6.3;0.6;0.0;100.0;39.0;3.0;18.0;1.0;2.0;15.0;1.0;
2906;Totaal mannen en vrouwen;5;Overig niet-westers, 1e generatie;2005, vrijdag 30 september;43.0;17.1;1.3;7.5;0.4;0.6;6.2;0.5;0.0;100.0;40.0;3.0;17.0;1.0;1.0;14.0;1.0;
2907;Totaal mannen en vrouwen;5;Overig niet-westers, 1e generatie;2006, vrijdag 29 september;43.8;19.0;1.5;7.4;0.4;0.3;5.7;1.1;0.0;100.0;44.0;4.0;17.0;1.0;1.0;13.0;3.0;
2908;Totaal mannen en vrouwen;5;Overig niet-westers, 1e generatie;2007, vrijdag 28 september;46.4;22.1;1.8;6.8;0.4;0.2;5.1;;0.0;100.0;48.0;4.0;15.0;1.0;0.0;11.0;;
2909;Totaal mannen en vrouwen;5;Overig niet-westers, 1e generatie;2008, vrijdag 26 september;50.8;25.5;2.0;7.5;0.5;0.3;5.7;;0.0;100.0;50.0;4.0;15.0;1.0;1.0;11.0;;
2910;Totaal mannen en vrouwen;5;Overig niet-westers, 2e generatie;1999, vrijdag 24 september;3.3;2.5;0.2;0.4;0.1;0.0;0.2;0.1;0.0;100.0;74.0;5.0;12.0;3.0;;6.0;3.0;
2911;Totaal mannen en vrouwen;5;Overig niet-westers, 2e generatie;2000, vrijdag 29 september;3.8;2.8;0.2;0.4;0.1;0.0;0.2;0.1;0.0;100.0;76.0;6.0;11.0;3.0;;6.0;2.0;
2912;Totaal mannen en vrouwen;5;Overig niet-westers, 2e generatie;2001, vrijdag 28 september;4.3;3.3;0.2;0.4;0.1;0.0;0.2;0.1;0.0;100.0;77.0;6.0;10.0;3.0;;4.0;3.0;
2913;Totaal mannen en vrouwen;5;Overig niet-westers, 2e generatie;2002, vrijdag 27 september;4.9;3.7;0.3;0.5;0.2;0.1;0.2;0.1;0.0;100.0;75.0;5.0;11.0;3.0;1.0;4.0;2.0;
2914;Totaal mannen en vrouwen;5;Overig niet-westers, 2e generatie;2003, vrijdag 26 september;5.8;4.3;0.3;0.7;0.2;0.1;0.3;0.1;0.0;100.0;74.0;5.0;11.0;3.0;2.0;5.0;2.0;
2915;Totaal mannen en vrouwen;5;Overig niet-westers, 2e generatie;2004, vrijdag 24 september;6.9;5.1;0.4;0.8;0.2;0.1;0.4;0.1;0.0;100.0;73.0;5.0;12.0;3.0;2.0;5.0;2.0;
2916;Totaal mannen en vrouwen;5;Overig niet-westers, 2e generatie;2005, vrijdag 30 september;8.1;6.0;0.4;0.9;0.2;0.1;0.4;0.2;0.0;100.0;73.0;5.0;11.0;3.0;1.0;5.0;2.0;
2917;Totaal mannen en vrouwen;5;Overig niet-westers, 2e generatie;2006, vrijdag 29 september;9.5;7.2;0.5;1.0;0.2;0.1;0.4;0.3;0.0;100.0;76.0;5.0;10.0;3.0;1.0;4.0;3.0;
2918;Totaal mannen en vrouwen;5;Overig niet-westers, 2e generatie;2007, vrijdag 28 september;10.6;8.1;0.6;0.9;0.3;0.1;0.3;;0.0;100.0;77.0;6.0;9.0;3.0;0.0;3.0;;
2919;Totaal mannen en vrouwen;5;Overig niet-westers, 2e generatie;2008, vrijdag 26 september;11.6;9.0;0.7;1.0;0.3;0.1;0.3;;0.0;100.0;77.0;6.0;8.0;3.0;1.0;2.0;;
2920;Totaal mannen en vrouwen;5;Ov. niet-west. 2e gen. 1 ouder buitenl.;1999, vrijdag 24 september;1.9;1.4;0.1;0.3;0.1;0.0;0.1;0.1;0.0;100.0;75.0;5.0;13.0;3.0;;6.0;3.0;
2921;Totaal mannen en vrouwen;5;Ov. niet-west. 2e gen. 1 ouder buitenl.;2000, vrijdag 29 september;2.1;1.6;0.1;0.2;0.1;0.0;0.1;0.1;0.0;100.0;76.0;5.0;12.0;3.0;;5.0;3.0;
2922;Totaal mannen en vrouwen;5;Ov. niet-west. 2e gen. 1 ouder buitenl.;2001, vrijdag 28 september;2.2;1.7;0.1;0.2;0.1;0.0;0.1;0.1;0.0;100.0;78.0;5.0;11.0;3.0;;4.0;3.0;
2923;Totaal mannen en vrouwen;5;Ov. niet-west. 2e gen. 1 ouder buitenl.;2002, vrijdag 27 september;2.4;1.8;0.1;0.3;0.1;0.0;0.1;0.1;0.0;100.0;76.0;5.0;11.0;4.0;;4.0;3.0;
2924;Totaal mannen en vrouwen;5;Ov. niet-west. 2e gen. 1 ouder buitenl.;2003, vrijdag 26 september;2.7;2.1;0.1;0.3;0.1;0.1;0.1;0.1;0.0;100.0;77.0;5.0;11.0;3.0;2.0;4.0;2.0;
2925;Totaal mannen en vrouwen;5;Ov. niet-west. 2e gen. 1 ouder buitenl.;2004, vrijdag 24 september;3.1;2.3;0.2;0.4;0.1;0.1;0.2;0.1;0.0;100.0;75.0;5.0;13.0;4.0;2.0;5.0;2.0;
2926;Totaal mannen en vrouwen;5;Ov. niet-west. 2e gen. 1 ouder buitenl.;2005, vrijdag 30 september;3.6;2.7;0.2;0.4;0.1;0.1;0.2;0.1;0.0;100.0;75.0;5.0;12.0;3.0;1.0;5.0;3.0;
2927;Totaal mannen en vrouwen;5;Ov. niet-west. 2e gen. 1 ouder buitenl.;2006, vrijdag 29 september;4.1;3.2;0.2;0.5;0.1;0.0;0.1;0.2;0.0;100.0;77.0;5.0;11.0;3.0;;3.0;4.0;
2928;Totaal mannen en vrouwen;5;Ov. niet-west. 2e gen. 1 ouder buitenl.;2007, vrijdag 28 september;4.7;3.6;0.3;0.4;0.2;0.0;0.1;;0.0;100.0;77.0;6.0;10.0;4.0;;3.0;;
2929;Totaal mannen en vrouwen;5;Ov. niet-west. 2e gen. 1 ouder buitenl.;2008, vrijdag 26 september;5.2;4.0;0.3;0.5;0.2;0.0;0.1;;0.0;100.0;77.0;6.0;9.0;4.0;;2.0;;
2930;Totaal mannen en vrouwen;5;Ov. niet-west. 2e gen. 2 ouders buitenl.;1999, vrijdag 24 september;1.4;1.0;0.1;0.2;0.0;0.0;0.1;0.0;0.0;100.0;73.0;6.0;11.0;;;7.0;;
2931;Totaal mannen en vrouwen;5;Ov. niet-west. 2e gen. 2 ouders buitenl.;2000, vrijdag 29 september;1.7;1.3;0.1;0.2;0.0;0.0;0.1;0.0;0.0;100.0;74.0;6.0;10.0;;;6.0;;
2932;Totaal mannen en vrouwen;5;Ov. niet-west. 2e gen. 2 ouders buitenl.;2001, vrijdag 28 september;2.1;1.6;0.1;0.2;0.1;0.0;0.1;0.1;0.0;100.0;76.0;6.0;10.0;3.0;;5.0;3.0;
2933;Totaal mannen en vrouwen;5;Ov. niet-west. 2e gen. 2 ouders buitenl.;2002, vrijdag 27 september;2.5;1.9;0.2;0.3;0.1;0.0;0.1;0.1;0.0;100.0;74.0;6.0;10.0;3.0;;4.0;2.0;
2934;Totaal mannen en vrouwen;5;Ov. niet-west. 2e gen. 2 ouders buitenl.;2003, vrijdag 26 september;3.1;2.2;0.2;0.4;0.1;0.1;0.2;0.1;0.0;100.0;72.0;6.0;11.0;3.0;2.0;5.0;2.0;
2935;Totaal mannen en vrouwen;5;Ov. niet-west. 2e gen. 2 ouders buitenl.;2004, vrijdag 24 september;3.8;2.8;0.2;0.4;0.1;0.1;0.2;0.1;0.0;100.0;72.0;5.0;11.0;2.0;2.0;6.0;1.0;
2936;Totaal mannen en vrouwen;5;Ov. niet-west. 2e gen. 2 ouders buitenl.;2005, vrijdag 30 september;4.6;3.3;0.2;0.5;0.1;0.1;0.3;0.1;0.0;100.0;72.0;5.0;11.0;2.0;1.0;6.0;1.0;
2937;Totaal mannen en vrouwen;5;Ov. niet-west. 2e gen. 2 ouders buitenl.;2006, vrijdag 29 september;5.3;4.0;0.3;0.5;0.1;0.0;0.2;0.2;0.0;100.0;75.0;5.0;10.0;2.0;;4.0;3.0;
2938;Totaal mannen en vrouwen;5;Ov. niet-west. 2e gen. 2 ouders buitenl.;2007, vrijdag 28 september;5.9;4.5;0.4;0.5;0.1;0.0;0.2;;0.0;100.0;77.0;6.0;8.0;2.0;;3.0;;
2939;Totaal mannen en vrouwen;5;Ov. niet-west. 2e gen. 2 ouders buitenl.;2008, vrijdag 26 september;6.4;4.9;0.4;0.5;0.1;0.0;0.2;;0.0;100.0;77.0;6.0;7.0;2.0;;2.0;;
2940;Totaal mannen en vrouwen;25 tot 35 jaar;0;1999, vrijdag 24 september;2506.1;1903.8;168.7;275.7;89.0;30.1;112.9;63.0;0.0;100.0;76.0;7.0;11.0;4.0;1.0;5.0;3.0;
2941;Totaal mannen en vrouwen;25 tot 35 jaar;0;2000, vrijdag 29 september;2451.8;1875.0;169.2;251.5;92.1;22.5;96.4;59.6;0.0;100.0;76.0;7.0;10.0;4.0;1.0;4.0;2.0;
2942;Totaal mannen en vrouwen;25 tot 35 jaar;0;2001, vrijdag 28 september;2399.8;1838.2;166.8;240.3;94.6;19.9;86.6;58.2;0.0;100.0;77.0;7.0;10.0;4.0;1.0;4.0;2.0;
2943;Totaal mannen en vrouwen;25 tot 35 jaar;0;2002, vrijdag 27 september;2342.7;1788.9;157.6;238.7;95.6;28.3;83.1;53.3;0.0;100.0;76.0;7.0;10.0;4.0;1.0;4.0;2.0;
2944;Totaal mannen en vrouwen;25 tot 35 jaar;0;2003, vrijdag 26 september;2280.4;1727.1;148.6;253.7;92.5;45.4;87.1;52.2;0.0;100.0;76.0;7.0;11.0;4.0;2.0;4.0;2.0;
2945;Totaal mannen en vrouwen;25 tot 35 jaar;0;2004, vrijdag 24 september;2202.1;1655.1;136.0;251.6;85.8;50.6;87.3;50.0;0.0;100.0;75.0;6.0;11.0;4.0;2.0;4.0;2.0;
2946;Totaal mannen en vrouwen;25 tot 35 jaar;0;2005, vrijdag 30 september;2131.0;1610.2;130.3;232.1;72.1;38.4;86.3;53.1;0.0;100.0;76.0;6.0;11.0;3.0;2.0;4.0;2.0;
2947;Totaal mannen en vrouwen;25 tot 35 jaar;0;2006, vrijdag 29 september;2070.6;1590.2;137.3;214.5;63.0;22.6;75.2;68.0;0.0;100.0;77.0;7.0;10.0;3.0;1.0;4.0;3.0;
2948;Totaal mannen en vrouwen;25 tot 35 jaar;0;2007, vrijdag 28 september;2023.1;1580.8;139.2;175.3;61.6;14.2;60.6;;0.0;100.0;78.0;7.0;9.0;3.0;1.0;3.0;;
2949;Totaal mannen en vrouwen;25 tot 35 jaar;0;2008, vrijdag 26 september;2000.7;1564.4;140.0;167.5;62.3;13.1;54.6;;0.0;100.0;78.0;7.0;8.0;3.0;1.0;3.0;;
2950;Totaal mannen en vrouwen;25 tot 35 jaar;1;1999, vrijdag 24 september;1992.0;1587.3;145.3;176.5;72.4;21.3;52.2;45.0;0.0;100.0;80.0;7.0;9.0;4.0;1.0;3.0;2.0;
2951;Totaal mannen en vrouwen;25 tot 35 jaar;1;2000, vrijdag 29 september;1930.8;1549.9;144.5;160.1;73.9;15.3;42.6;42.7;0.0;100.0;80.0;7.0;8.0;4.0;1.0;2.0;2.0;
2952;Totaal mannen en vrouwen;25 tot 35 jaar;1;2001, vrijdag 28 september;1868.5;1510.2;140.6;152.7;74.9;13.2;36.9;41.6;0.0;100.0;81.0;8.0;8.0;4.0;1.0;2.0;2.0;
2953;Totaal mannen en vrouwen;25 tot 35 jaar;1;2002, vrijdag 27 september;1805.2;1463.2;131.8;149.6;74.7;18.4;34.3;38.2;0.0;100.0;81.0;7.0;8.0;4.0;1.0;2.0;2.0;
2954;Totaal mannen en vrouwen;25 tot 35 jaar;1;2003, vrijdag 26 september;1742.3;1410.0;123.4;157.4;71.6;29.9;35.2;37.8;0.0;100.0;81.0;7.0;9.0;4.0;2.0;2.0;2.0;
2955;Totaal mannen en vrouwen;25 tot 35 jaar;1;2004, vrijdag 24 september;1670.1;1348.8;112.2;154.5;66.1;33.2;34.9;36.3;0.0;100.0;81.0;7.0;9.0;4.0;2.0;2.0;2.0;
2956;Totaal mannen en vrouwen;25 tot 35 jaar;1;2005, vrijdag 30 september;1604.5;1304.0;106.8;141.2;55.9;25.3;34.5;38.3;0.0;100.0;81.0;7.0;9.0;3.0;2.0;2.0;2.0;
2957;Totaal mannen en vrouwen;25 tot 35 jaar;1;2006, vrijdag 29 september;1548.0;1272.7;111.2;129.6;49.0;14.8;29.3;46.4;0.0;100.0;82.0;7.0;8.0;3.0;1.0;2.0;3.0;
2958;Totaal mannen en vrouwen;25 tot 35 jaar;1;2007, vrijdag 28 september;1497.5;1248.6;110.8;103.9;47.5;9.1;23.0;;0.0;100.0;83.0;7.0;7.0;3.0;1.0;2.0;;
2959;Totaal mannen en vrouwen;25 tot 35 jaar;1;2008, vrijdag 26 september;1460.9;1219.3;110.0;99.0;47.7;8.1;19.5;;0.0;100.0;83.0;8.0;7.0;3.0;1.0;1.0;;
2960;Totaal mannen en vrouwen;25 tot 35 jaar;2;1999, vrijdag 24 september;514.0;316.5;23.4;99.2;16.6;8.8;60.7;18.0;0.0;100.0;62.0;5.0;19.0;3.0;2.0;12.0;4.0;
2961;Totaal mannen en vrouwen;25 tot 35 jaar;2;2000, vrijdag 29 september;521.0;325.1;24.7;91.4;18.2;7.2;53.8;16.9;0.0;100.0;62.0;5.0;18.0;3.0;1.0;10.0;3.0;
2962;Totaal mannen en vrouwen;25 tot 35 jaar;2;2001, vrijdag 28 september;531.2;328.0;26.2;87.6;19.7;6.7;49.7;16.5;0.0;100.0;62.0;5.0;16.0;4.0;1.0;9.0;3.0;
2963;Totaal mannen en vrouwen;25 tot 35 jaar;2;2002, vrijdag 27 september;537.5;325.7;25.7;89.1;20.9;9.9;48.8;15.2;0.0;100.0;61.0;5.0;17.0;4.0;2.0;9.0;3.0;
2964;Totaal mannen en vrouwen;25 tot 35 jaar;2;2003, vrijdag 26 september;538.1;317.0;25.2;96.3;20.9;15.5;51.8;14.4;0.0;100.0;59.0;5.0;18.0;4.0;3.0;10.0;3.0;
2965;Totaal mannen en vrouwen;25 tot 35 jaar;2;2004, vrijdag 24 september;532.0;306.3;23.8;97.1;19.7;17.4;52.4;13.7;0.0;100.0;58.0;4.0;18.0;4.0;3.0;10.0;3.0;
2966;Totaal mannen en vrouwen;25 tot 35 jaar;2;2005, vrijdag 30 september;526.5;306.2;23.5;90.9;16.2;13.1;51.7;14.8;0.0;100.0;58.0;4.0;17.0;3.0;2.0;10.0;3.0;
2967;Totaal mannen en vrouwen;25 tot 35 jaar;2;2006, vrijdag 29 september;522.6;317.5;26.1;84.9;14.0;7.8;45.9;21.5;0.0;100.0;61.0;5.0;16.0;3.0;1.0;9.0;4.0;
2968;Totaal mannen en vrouwen;25 tot 35 jaar;2;2007, vrijdag 28 september;525.5;332.2;28.4;71.4;14.1;5.1;37.6;;0.0;100.0;63.0;5.0;14.0;3.0;1.0;7.0;;
2969;Totaal mannen en vrouwen;25 tot 35 jaar;2;2008, vrijdag 26 september;539.7;345.0;30.0;68.5;14.6;5.0;35.1;;0.0;100.0;64.0;6.0;13.0;3.0;1.0;7.0;;
2970;Totaal mannen en vrouwen;25 tot 35 jaar;3;1999, vrijdag 24 september;349.9;190.1;13.7;78.4;10.3;6.5;51.9;13.3;0.0;100.0;54.0;4.0;22.0;3.0;2.0;15.0;4.0;
2971;Totaal mannen en vrouwen;25 tot 35 jaar;3;2000, vrijdag 29 september;356.9;197.9;14.7;71.6;11.5;5.4;45.9;12.2;0.0;100.0;55.0;4.0;20.0;3.0;2.0;13.0;3.0;
2972;Totaal mannen en vrouwen;25 tot 35 jaar;3;2001, vrijdag 28 september;365.9;200.0;16.0;67.7;12.4;5.1;42.3;11.6;0.0;100.0;55.0;4.0;19.0;3.0;1.0;12.0;3.0;
2973;Totaal mannen en vrouwen;25 tot 35 jaar;3;2002, vrijdag 27 september;370.7;198.0;15.7;68.2;13.3;7.0;41.3;10.6;0.0;100.0;53.0;4.0;18.0;4.0;2.0;11.0;3.0;
2974;Totaal mannen en vrouwen;25 tot 35 jaar;3;2003, vrijdag 26 september;368.4;189.8;15.4;72.1;13.0;10.7;43.2;9.7;0.0;100.0;52.0;4.0;20.0;4.0;3.0;12.0;3.0;
2975;Totaal mannen en vrouwen;25 tot 35 jaar;3;2004, vrijdag 24 september;359.3;179.0;14.4;70.8;11.8;11.7;42.6;8.8;0.0;100.0;50.0;4.0;20.0;3.0;3.0;12.0;2.0;
2976;Totaal mannen en vrouwen;25 tot 35 jaar;3;2005, vrijdag 30 september;348.4;174.9;14.0;64.7;9.0;8.7;41.1;9.2;0.0;100.0;50.0;4.0;19.0;3.0;2.0;12.0;3.0;
2977;Totaal mannen en vrouwen;25 tot 35 jaar;3;2006, vrijdag 29 september;337.4;177.8;15.6;58.4;7.0;5.1;36.0;13.0;0.0;100.0;53.0;5.0;17.0;2.0;2.0;11.0;4.0;
2978;Totaal mannen en vrouwen;25 tot 35 jaar;3;2007, vrijdag 28 september;333.5;184.8;17.0;48.2;6.7;3.2;29.3;;0.0;100.0;55.0;5.0;14.0;2.0;1.0;9.0;;
2979;Totaal mannen en vrouwen;25 tot 35 jaar;3;2008, vrijdag 26 september;339.4;192.1;17.6;45.1;6.5;3.0;27.3;;0.0;100.0;57.0;5.0;13.0;2.0;1.0;8.0;;
2980;Totaal mannen en vrouwen;25 tot 35 jaar;4;1999, vrijdag 24 september;164.1;126.5;9.7;20.8;6.3;2.3;8.8;4.8;0.0;100.0;77.0;6.0;13.0;4.0;1.0;5.0;3.0;
2981;Totaal mannen en vrouwen;25 tot 35 jaar;4;2000, vrijdag 29 september;164.1;127.1;10.0;19.7;6.7;1.8;7.9;4.7;0.0;100.0;77.0;6.0;12.0;4.0;1.0;5.0;3.0;
2982;Totaal mannen en vrouwen;25 tot 35 jaar;4;2001, vrijdag 28 september;165.3;128.1;10.2;19.8;7.2;1.7;7.4;4.9;0.0;100.0;77.0;6.0;12.0;4.0;1.0;4.0;3.0;
2983;Totaal mannen en vrouwen;25 tot 35 jaar;4;2002, vrijdag 27 september;166.7;127.6;10.0;20.9;7.6;2.8;7.5;4.6;0.0;100.0;77.0;6.0;13.0;5.0;2.0;5.0;3.0;
2984;Totaal mannen en vrouwen;25 tot 35 jaar;4;2003, vrijdag 26 september;169.7;127.2;9.8;24.1;7.9;4.8;8.7;4.7;0.0;100.0;75.0;6.0;14.0;5.0;3.0;5.0;3.0;
2985;Totaal mannen en vrouwen;25 tot 35 jaar;4;2004, vrijdag 24 september;172.7;127.3;9.4;26.3;8.0;5.7;9.8;4.9;0.0;100.0;74.0;5.0;15.0;5.0;3.0;6.0;3.0;
2986;Totaal mannen en vrouwen;25 tot 35 jaar;4;2005, vrijdag 30 september;178.1;131.3;9.6;26.2;7.2;4.4;10.6;5.6;0.0;100.0;74.0;5.0;15.0;4.0;2.0;6.0;3.0;
2987;Totaal mannen en vrouwen;25 tot 35 jaar;4;2006, vrijdag 29 september;185.2;139.6;10.5;26.4;6.9;2.8;9.9;8.5;0.0;100.0;75.0;6.0;14.0;4.0;1.0;5.0;5.0;
2988;Totaal mannen en vrouwen;25 tot 35 jaar;4;2007, vrijdag 28 september;192.0;147.4;11.4;23.2;7.4;1.9;8.3;;0.0;100.0;77.0;6.0;12.0;4.0;1.0;4.0;;
2989;Totaal mannen en vrouwen;25 tot 35 jaar;4;2008, vrijdag 26 september;200.3;153.0;12.5;23.4;8.0;2.0;7.8;;0.0;100.0;76.0;6.0;12.0;4.0;1.0;4.0;;
2990;Totaal mannen en vrouwen;25 tot 35 jaar;5;1999, vrijdag 24 september;123.6;95.5;7.8;14.8;4.9;1.7;5.9;3.4;0.0;100.0;77.0;6.0;12.0;4.0;1.0;5.0;3.0;
2991;Totaal mannen en vrouwen;25 tot 35 jaar;5;2000, vrijdag 29 september;121.0;94.4;7.9;13.5;5.0;1.2;4.9;3.4;0.0;100.0;78.0;7.0;11.0;4.0;1.0;4.0;3.0;
2992;Totaal mannen en vrouwen;25 tot 35 jaar;5;2001, vrijdag 28 september;118.3;92.8;7.8;13.0;5.1;1.1;4.4;3.3;0.0;100.0;78.0;7.0;11.0;4.0;1.0;4.0;3.0;
2993;Totaal mannen en vrouwen;25 tot 35 jaar;5;2002, vrijdag 27 september;115.3;90.0;7.4;12.8;5.2;1.7;4.0;3.0;0.0;100.0;78.0;6.0;11.0;5.0;1.0;4.0;3.0;
2994;Totaal mannen en vrouwen;25 tot 35 jaar;5;2003, vrijdag 26 september;112.7;87.3;7.0;13.6;5.1;2.6;4.2;2.9;0.0;100.0;77.0;6.0;12.0;4.0;2.0;4.0;3.0;
2995;Totaal mannen en vrouwen;25 tot 35 jaar;5;2004, vrijdag 24 september;109.4;84.1;6.5;13.7;4.8;2.9;4.4;2.8;0.0;100.0;77.0;6.0;13.0;4.0;3.0;4.0;3.0;
2996;Totaal mannen en vrouwen;25 tot 35 jaar;5;2005, vrijdag 30 september;107.1;82.9;6.3;12.8;4.1;2.2;4.3;3.1;0.0;100.0;77.0;6.0;12.0;4.0;2.0;4.0;3.0;
2997;Totaal mannen en vrouwen;25 tot 35 jaar;5;2006, vrijdag 29 september;105.8;83.6;6.7;12.0;3.7;1.3;3.6;4.1;0.0;100.0;79.0;6.0;11.0;4.0;1.0;3.0;4.0;
2998;Totaal mannen en vrouwen;25 tot 35 jaar;5;2007, vrijdag 28 september;104.8;84.2;6.9;9.9;3.8;0.8;2.9;;0.0;100.0;80.0;7.0;9.0;4.0;1.0;3.0;;
2999;Totaal mannen en vrouwen;25 tot 35 jaar;5;2008, vrijdag 26 september;105.0;84.1;7.2;9.5;3.9;0.8;2.5;;0.0;100.0;80.0;7.0;9.0;4.0;1.0;2.0;;
3000;Totaal mannen en vrouwen;25 tot 35 jaar;6;1999, vrijdag 24 september;40.6;30.9;1.9;6.0;1.4;0.7;2.9;1.3;0.0;100.0;76.0;5.0;15.0;4.0;2.0;7.0;3.0;
3001;Totaal mannen en vrouwen;25 tot 35 jaar;6;2000, vrijdag 29 september;43.1;32.7;2.1;6.2;1.7;0.6;2.9;1.4;0.0;100.0;76.0;5.0;14.0;4.0;1.0;7.0;3.0;
3002;Totaal mannen en vrouwen;25 tot 35 jaar;6;2001, vrijdag 28 september;47.0;35.3;2.4;6.9;2.1;0.6;3.0;1.6;0.0;100.0;75.0;5.0;15.0;4.0;1.0;6.0;3.0;
