ID;Zorgfuncties;Zorgaanbieders;Perioden;UitgavenGezondheidsEnWelzijnszorg_1
308;Uitvoer en R&D buitenlands gefinancierd;HP34: Ambulante zorgcentra;2023;3
309;Uitvoer en R&D buitenlands gefinancierd;HP35: Aanbieders van thuiszorg;2021;0
310;Uitvoer en R&D buitenlands gefinancierd;HP35: Aanbieders van thuiszorg;2022;0
311;Uitvoer en R&D buitenlands gefinancierd;HP35: Aanbieders van thuiszorg;2023;0
312;Uitvoer en R&D buitenlands gefinancierd;HP4: Ondersteunende diensten;2021;0
313;Uitvoer en R&D buitenlands gefinancierd;HP4: Ondersteunende diensten;2022;1
314;Uitvoer en R&D buitenlands gefinancierd;HP4: Ondersteunende diensten;2023;1
315;Uitvoer en R&D buitenlands gefinancierd;HP41: Ambulance, ziekenvervoer;2021;0
316;Uitvoer en R&D buitenlands gefinancierd;HP41: Ambulance, ziekenvervoer;2022;1
317;Uitvoer en R&D buitenlands gefinancierd;HP41: Ambulance, ziekenvervoer;2023;1
318;Uitvoer en R&D buitenlands gefinancierd;HP42-49: Laboratoria en ov ondersteunend;2021;0
319;Uitvoer en R&D buitenlands gefinancierd;HP42-49: Laboratoria en ov ondersteunend;2022;0
320;Uitvoer en R&D buitenlands gefinancierd;HP42-49: Laboratoria en ov ondersteunend;2023;0
321;Uitvoer en R&D buitenlands gefinancierd;HP5: Leveranciers genees-en hulpmiddelen;2021;4
322;Uitvoer en R&D buitenlands gefinancierd;HP5: Leveranciers genees-en hulpmiddelen;2022;7
323;Uitvoer en R&D buitenlands gefinancierd;HP5: Leveranciers genees-en hulpmiddelen;2023;7
324;Uitvoer en R&D buitenlands gefinancierd;HP51: Apotheken;2021;4
325;Uitvoer en R&D buitenlands gefinancierd;HP51: Apotheken;2022;7
326;Uitvoer en R&D buitenlands gefinancierd;HP51: Apotheken;2023;7
327;Uitvoer en R&D buitenlands gefinancierd;HP52-59: Leveranciers hulpmiddelen;2021;0
328;Uitvoer en R&D buitenlands gefinancierd;HP52-59: Leveranciers hulpmiddelen;2022;0
329;Uitvoer en R&D buitenlands gefinancierd;HP52-59: Leveranciers hulpmiddelen;2023;0
330;Uitvoer en R&D buitenlands gefinancierd;HP6: Aanbieders van preventieve zorg;2021;6
331;Uitvoer en R&D buitenlands gefinancierd;HP6: Aanbieders van preventieve zorg;2022;6
332;Uitvoer en R&D buitenlands gefinancierd;HP6: Aanbieders van preventieve zorg;2023;6
333;Uitvoer en R&D buitenlands gefinancierd;HP7: Organisaties beheer en financiering;2021;0
334;Uitvoer en R&D buitenlands gefinancierd;HP7: Organisaties beheer en financiering;2022;0
335;Uitvoer en R&D buitenlands gefinancierd;HP7: Organisaties beheer en financiering;2023;0
336;Uitvoer en R&D buitenlands gefinancierd;HP71: Overheidsbeleid en beheer org.;2021;0
337;Uitvoer en R&D buitenlands gefinancierd;HP71: Overheidsbeleid en beheer org.;2022;0
338;Uitvoer en R&D buitenlands gefinancierd;HP71: Overheidsbeleid en beheer org.;2023;0
339;Uitvoer en R&D buitenlands gefinancierd;HP72: Zorgverzekeraars, ziekenfondsen;2021;0
340;Uitvoer en R&D buitenlands gefinancierd;HP72: Zorgverzekeraars, ziekenfondsen;2022;0
341;Uitvoer en R&D buitenlands gefinancierd;HP72: Zorgverzekeraars, ziekenfondsen;2023;0
342;Uitvoer en R&D buitenlands gefinancierd;HP73: Particuliere verzekeraars;2021;0
343;Uitvoer en R&D buitenlands gefinancierd;HP73: Particuliere verzekeraars;2022;0
344;Uitvoer en R&D buitenlands gefinancierd;HP73: Particuliere verzekeraars;2023;0
345;Uitvoer en R&D buitenlands gefinancierd;HP79: Ov. instellingen beheer en financ.;2021;0
346;Uitvoer en R&D buitenlands gefinancierd;HP79: Ov. instellingen beheer en financ.;2022;0
347;Uitvoer en R&D buitenlands gefinancierd;HP79: Ov. instellingen beheer en financ.;2023;0
348;Uitvoer en R&D buitenlands gefinancierd;HP8: Overige sectoren;2021;0
349;Uitvoer en R&D buitenlands gefinancierd;HP8: Overige sectoren;2022;0
350;Uitvoer en R&D buitenlands gefinancierd;HP8: Overige sectoren;2023;0
351;Uitvoer en R&D buitenlands gefinancierd;HP81: Huishoudens;2021;0
352;Uitvoer en R&D buitenlands gefinancierd;HP81: Huishoudens;2022;0
353;Uitvoer en R&D buitenlands gefinancierd;HP81: Huishoudens;2023;0
354;Uitvoer en R&D buitenlands gefinancierd;HP82: Gezondheidszorg als nevenactiv.;2021;0
355;Uitvoer en R&D buitenlands gefinancierd;HP82: Gezondheidszorg als nevenactiv.;2022;0
356;Uitvoer en R&D buitenlands gefinancierd;HP82: Gezondheidszorg als nevenactiv.;2023;0
357;Uitvoer en R&D buitenlands gefinancierd;HP9: Buitenland;2021;43
358;Uitvoer en R&D buitenlands gefinancierd;HP9: Buitenland;2022;46
359;Uitvoer en R&D buitenlands gefinancierd;HP9: Buitenland;2023;50
360;Uitgaven gezondheidszorg ingezetenen;Totaal aanbieders gezondheidszorg;2021;100183
361;Uitgaven gezondheidszorg ingezetenen;Totaal aanbieders gezondheidszorg;2022;100607
362;Uitgaven gezondheidszorg ingezetenen;Totaal aanbieders gezondheidszorg;2023;106359
363;Uitgaven gezondheidszorg ingezetenen;HP1: Ziekenhuizen;2021;32424
364;Uitgaven gezondheidszorg ingezetenen;HP1: Ziekenhuizen;2022;33212
365;Uitgaven gezondheidszorg ingezetenen;HP1: Ziekenhuizen;2023;35430
366;Uitgaven gezondheidszorg ingezetenen;HP11:Algemene en academ. ziekenhuizen;2021;26351
367;Uitgaven gezondheidszorg ingezetenen;HP11:Algemene en academ. ziekenhuizen;2022;26787
368;Uitgaven gezondheidszorg ingezetenen;HP11:Algemene en academ. ziekenhuizen;2023;28453
369;Uitgaven gezondheidszorg ingezetenen;HP12: Geestelijke gez., verslavingszorg;2021;4656
370;Uitgaven gezondheidszorg ingezetenen;HP12: Geestelijke gez., verslavingszorg;2022;4985
371;Uitgaven gezondheidszorg ingezetenen;HP12: Geestelijke gez., verslavingszorg;2023;5431
372;Uitgaven gezondheidszorg ingezetenen;HP13: Categorale ziekenhuizen;2021;1417
373;Uitgaven gezondheidszorg ingezetenen;HP13: Categorale ziekenhuizen;2022;1440
374;Uitgaven gezondheidszorg ingezetenen;HP13: Categorale ziekenhuizen;2023;1546
375;Uitgaven gezondheidszorg ingezetenen;HP2: Instellingen langdurige zorg;2021;26735
376;Uitgaven gezondheidszorg ingezetenen;HP2: Instellingen langdurige zorg;2022;27254
377;Uitgaven gezondheidszorg ingezetenen;HP2: Instellingen langdurige zorg;2023;29738
378;Uitgaven gezondheidszorg ingezetenen;HP21: Verpleeg-,verzorgingsh., thuiszorg;2021;19234
379;Uitgaven gezondheidszorg ingezetenen;HP21: Verpleeg-,verzorgingsh., thuiszorg;2022;19499
380;Uitgaven gezondheidszorg ingezetenen;HP21: Verpleeg-,verzorgingsh., thuiszorg;2023;21331
381;Uitgaven gezondheidszorg ingezetenen;HP22-29: Instellingen gehandicaptenzorg;2021;7501
382;Uitgaven gezondheidszorg ingezetenen;HP22-29: Instellingen gehandicaptenzorg;2022;7755
383;Uitgaven gezondheidszorg ingezetenen;HP22-29: Instellingen gehandicaptenzorg;2023;8407
384;Uitgaven gezondheidszorg ingezetenen;HP3: Aanbieders ambulante zorg;2021;17713
385;Uitgaven gezondheidszorg ingezetenen;HP3: Aanbieders ambulante zorg;2022;19052
386;Uitgaven gezondheidszorg ingezetenen;HP3: Aanbieders ambulante zorg;2023;20876
387;Uitgaven gezondheidszorg ingezetenen;HP31: Medische praktijken;2021;3956
388;Uitgaven gezondheidszorg ingezetenen;HP31: Medische praktijken;2022;3913
389;Uitgaven gezondheidszorg ingezetenen;HP31: Medische praktijken;2023;4296
390;Uitgaven gezondheidszorg ingezetenen;HP32: Tandheelkundige praktijken;2021;3073
391;Uitgaven gezondheidszorg ingezetenen;HP32: Tandheelkundige praktijken;2022;3124
392;Uitgaven gezondheidszorg ingezetenen;HP32: Tandheelkundige praktijken;2023;3395
393;Uitgaven gezondheidszorg ingezetenen;HP33: Overige praktijken gezondheidszorg;2021;5542
394;Uitgaven gezondheidszorg ingezetenen;HP33: Overige praktijken gezondheidszorg;2022;5980
395;Uitgaven gezondheidszorg ingezetenen;HP33: Overige praktijken gezondheidszorg;2023;6499
396;Uitgaven gezondheidszorg ingezetenen;HP34: Ambulante zorgcentra;2021;4150
397;Uitgaven gezondheidszorg ingezetenen;HP34: Ambulante zorgcentra;2022;4960
398;Uitgaven gezondheidszorg ingezetenen;HP34: Ambulante zorgcentra;2023;5508
399;Uitgaven gezondheidszorg ingezetenen;HP35: Aanbieders van thuiszorg;2021;993
400;Uitgaven gezondheidszorg ingezetenen;HP35: Aanbieders van thuiszorg;2022;1074
401;Uitgaven gezondheidszorg ingezetenen;HP35: Aanbieders van thuiszorg;2023;1178
402;Uitgaven gezondheidszorg ingezetenen;HP4: Ondersteunende diensten;2021;1120
403;Uitgaven gezondheidszorg ingezetenen;HP4: Ondersteunende diensten;2022;933
404;Uitgaven gezondheidszorg ingezetenen;HP4: Ondersteunende diensten;2023;878
405;Uitgaven gezondheidszorg ingezetenen;HP41: Ambulance, ziekenvervoer;2021;500
406;Uitgaven gezondheidszorg ingezetenen;HP41: Ambulance, ziekenvervoer;2022;487
407;Uitgaven gezondheidszorg ingezetenen;HP41: Ambulance, ziekenvervoer;2023;592
408;Uitgaven gezondheidszorg ingezetenen;HP42-49: Laboratoria en ov ondersteunend;2021;620
409;Uitgaven gezondheidszorg ingezetenen;HP42-49: Laboratoria en ov ondersteunend;2022;446
410;Uitgaven gezondheidszorg ingezetenen;HP42-49: Laboratoria en ov ondersteunend;2023;286
411;Uitgaven gezondheidszorg ingezetenen;HP5: Leveranciers genees-en hulpmiddelen;2021;8230
412;Uitgaven gezondheidszorg ingezetenen;HP5: Leveranciers genees-en hulpmiddelen;2022;8319
413;Uitgaven gezondheidszorg ingezetenen;HP5: Leveranciers genees-en hulpmiddelen;2023;8604
414;Uitgaven gezondheidszorg ingezetenen;HP51: Apotheken;2021;4759
415;Uitgaven gezondheidszorg ingezetenen;HP51: Apotheken;2022;5008
416;Uitgaven gezondheidszorg ingezetenen;HP51: Apotheken;2023;5193
417;Uitgaven gezondheidszorg ingezetenen;HP52-59: Leveranciers hulpmiddelen;2021;3471
418;Uitgaven gezondheidszorg ingezetenen;HP52-59: Leveranciers hulpmiddelen;2022;3311
419;Uitgaven gezondheidszorg ingezetenen;HP52-59: Leveranciers hulpmiddelen;2023;3410
420;Uitgaven gezondheidszorg ingezetenen;HP6: Aanbieders van preventieve zorg;2021;6901
421;Uitgaven gezondheidszorg ingezetenen;HP6: Aanbieders van preventieve zorg;2022;4667
422;Uitgaven gezondheidszorg ingezetenen;HP6: Aanbieders van preventieve zorg;2023;3698
423;Uitgaven gezondheidszorg ingezetenen;HP7: Organisaties beheer en financiering;2021;3686
424;Uitgaven gezondheidszorg ingezetenen;HP7: Organisaties beheer en financiering;2022;3774
425;Uitgaven gezondheidszorg ingezetenen;HP7: Organisaties beheer en financiering;2023;3844
426;Uitgaven gezondheidszorg ingezetenen;HP71: Overheidsbeleid en beheer org.;2021;1394
427;Uitgaven gezondheidszorg ingezetenen;HP71: Overheidsbeleid en beheer org.;2022;1398
428;Uitgaven gezondheidszorg ingezetenen;HP71: Overheidsbeleid en beheer org.;2023;1370
429;Uitgaven gezondheidszorg ingezetenen;HP72: Zorgverzekeraars, ziekenfondsen;2021;1797
430;Uitgaven gezondheidszorg ingezetenen;HP72: Zorgverzekeraars, ziekenfondsen;2022;1849
431;Uitgaven gezondheidszorg ingezetenen;HP72: Zorgverzekeraars, ziekenfondsen;2023;1939
432;Uitgaven gezondheidszorg ingezetenen;HP73: Particuliere verzekeraars;2021;462
433;Uitgaven gezondheidszorg ingezetenen;HP73: Particuliere verzekeraars;2022;488
434;Uitgaven gezondheidszorg ingezetenen;HP73: Particuliere verzekeraars;2023;492
435;Uitgaven gezondheidszorg ingezetenen;HP79: Ov. instellingen beheer en financ.;2021;34
436;Uitgaven gezondheidszorg ingezetenen;HP79: Ov. instellingen beheer en financ.;2022;38
437;Uitgaven gezondheidszorg ingezetenen;HP79: Ov. instellingen beheer en financ.;2023;43
438;Uitgaven gezondheidszorg ingezetenen;HP8: Overige sectoren;2021;2777
439;Uitgaven gezondheidszorg ingezetenen;HP8: Overige sectoren;2022;2751
440;Uitgaven gezondheidszorg ingezetenen;HP8: Overige sectoren;2023;2685
441;Uitgaven gezondheidszorg ingezetenen;HP81: Huishoudens;2021;157
442;Uitgaven gezondheidszorg ingezetenen;HP81: Huishoudens;2022;139
443;Uitgaven gezondheidszorg ingezetenen;HP81: Huishoudens;2023;145
444;Uitgaven gezondheidszorg ingezetenen;HP82: Gezondheidszorg als nevenactiv.;2021;2620
445;Uitgaven gezondheidszorg ingezetenen;HP82: Gezondheidszorg als nevenactiv.;2022;2612
446;Uitgaven gezondheidszorg ingezetenen;HP82: Gezondheidszorg als nevenactiv.;2023;2540
447;Uitgaven gezondheidszorg ingezetenen;HP9: Buitenland;2021;597
448;Uitgaven gezondheidszorg ingezetenen;HP9: Buitenland;2022;645
449;Uitgaven gezondheidszorg ingezetenen;HP9: Buitenland;2023;607
450;Totaal gezondheidsverwante uitgaven;Totaal aanbieders gezondheidszorg;2021;10517
451;Totaal gezondheidsverwante uitgaven;Totaal aanbieders gezondheidszorg;2022;10858
452;Totaal gezondheidsverwante uitgaven;Totaal aanbieders gezondheidszorg;2023;11813
453;Totaal gezondheidsverwante uitgaven;HP1: Ziekenhuizen;2021;1583
454;Totaal gezondheidsverwante uitgaven;HP1: Ziekenhuizen;2022;1695
455;Totaal gezondheidsverwante uitgaven;HP1: Ziekenhuizen;2023;1910
456;Totaal gezondheidsverwante uitgaven;HP11:Algemene en academ. ziekenhuizen;2021;75
457;Totaal gezondheidsverwante uitgaven;HP11:Algemene en academ. ziekenhuizen;2022;79
458;Totaal gezondheidsverwante uitgaven;HP11:Algemene en academ. ziekenhuizen;2023;86
459;Totaal gezondheidsverwante uitgaven;HP12: Geestelijke gez., verslavingszorg;2021;1508
460;Totaal gezondheidsverwante uitgaven;HP12: Geestelijke gez., verslavingszorg;2022;1615
461;Totaal gezondheidsverwante uitgaven;HP12: Geestelijke gez., verslavingszorg;2023;1823
462;Totaal gezondheidsverwante uitgaven;HP13: Categorale ziekenhuizen;2021;0
463;Totaal gezondheidsverwante uitgaven;HP13: Categorale ziekenhuizen;2022;1
464;Totaal gezondheidsverwante uitgaven;HP13: Categorale ziekenhuizen;2023;1
465;Totaal gezondheidsverwante uitgaven;HP2: Instellingen langdurige zorg;2021;5499
466;Totaal gezondheidsverwante uitgaven;HP2: Instellingen langdurige zorg;2022;5579
467;Totaal gezondheidsverwante uitgaven;HP2: Instellingen langdurige zorg;2023;6057
468;Totaal gezondheidsverwante uitgaven;HP21: Verpleeg-,verzorgingsh., thuiszorg;2021;1946
469;Totaal gezondheidsverwante uitgaven;HP21: Verpleeg-,verzorgingsh., thuiszorg;2022;1930
470;Totaal gezondheidsverwante uitgaven;HP21: Verpleeg-,verzorgingsh., thuiszorg;2023;2109
471;Totaal gezondheidsverwante uitgaven;HP22-29: Instellingen gehandicaptenzorg;2021;3554
472;Totaal gezondheidsverwante uitgaven;HP22-29: Instellingen gehandicaptenzorg;2022;3649
473;Totaal gezondheidsverwante uitgaven;HP22-29: Instellingen gehandicaptenzorg;2023;3948
474;Totaal gezondheidsverwante uitgaven;HP3: Aanbieders ambulante zorg;2021;523
475;Totaal gezondheidsverwante uitgaven;HP3: Aanbieders ambulante zorg;2022;627
476;Totaal gezondheidsverwante uitgaven;HP3: Aanbieders ambulante zorg;2023;587
477;Totaal gezondheidsverwante uitgaven;HP31: Medische praktijken;2021;0
478;Totaal gezondheidsverwante uitgaven;HP31: Medische praktijken;2022;0
479;Totaal gezondheidsverwante uitgaven;HP31: Medische praktijken;2023;0
480;Totaal gezondheidsverwante uitgaven;HP32: Tandheelkundige praktijken;2021;0
481;Totaal gezondheidsverwante uitgaven;HP32: Tandheelkundige praktijken;2022;0
482;Totaal gezondheidsverwante uitgaven;HP32: Tandheelkundige praktijken;2023;0
483;Totaal gezondheidsverwante uitgaven;HP33: Overige praktijken gezondheidszorg;2021;54
484;Totaal gezondheidsverwante uitgaven;HP33: Overige praktijken gezondheidszorg;2022;51
485;Totaal gezondheidsverwante uitgaven;HP33: Overige praktijken gezondheidszorg;2023;54
486;Totaal gezondheidsverwante uitgaven;HP34: Ambulante zorgcentra;2021;148
487;Totaal gezondheidsverwante uitgaven;HP34: Ambulante zorgcentra;2022;163
488;Totaal gezondheidsverwante uitgaven;HP34: Ambulante zorgcentra;2023;178
489;Totaal gezondheidsverwante uitgaven;HP35: Aanbieders van thuiszorg;2021;321
490;Totaal gezondheidsverwante uitgaven;HP35: Aanbieders van thuiszorg;2022;413
491;Totaal gezondheidsverwante uitgaven;HP35: Aanbieders van thuiszorg;2023;355
492;Totaal gezondheidsverwante uitgaven;HP4: Ondersteunende diensten;2021;0
493;Totaal gezondheidsverwante uitgaven;HP4: Ondersteunende diensten;2022;0
494;Totaal gezondheidsverwante uitgaven;HP4: Ondersteunende diensten;2023;0
495;Totaal gezondheidsverwante uitgaven;HP41: Ambulance, ziekenvervoer;2021;0
496;Totaal gezondheidsverwante uitgaven;HP41: Ambulance, ziekenvervoer;2022;0
497;Totaal gezondheidsverwante uitgaven;HP41: Ambulance, ziekenvervoer;2023;0
498;Totaal gezondheidsverwante uitgaven;HP42-49: Laboratoria en ov ondersteunend;2021;0
499;Totaal gezondheidsverwante uitgaven;HP42-49: Laboratoria en ov ondersteunend;2022;0
500;Totaal gezondheidsverwante uitgaven;HP42-49: Laboratoria en ov ondersteunend;2023;0
501;Totaal gezondheidsverwante uitgaven;HP5: Leveranciers genees-en hulpmiddelen;2021;662
502;Totaal gezondheidsverwante uitgaven;HP5: Leveranciers genees-en hulpmiddelen;2022;694
503;Totaal gezondheidsverwante uitgaven;HP5: Leveranciers genees-en hulpmiddelen;2023;784
504;Totaal gezondheidsverwante uitgaven;HP51: Apotheken;2021;0
505;Totaal gezondheidsverwante uitgaven;HP51: Apotheken;2022;0
506;Totaal gezondheidsverwante uitgaven;HP51: Apotheken;2023;0
507;Totaal gezondheidsverwante uitgaven;HP52-59: Leveranciers hulpmiddelen;2021;662
508;Totaal gezondheidsverwante uitgaven;HP52-59: Leveranciers hulpmiddelen;2022;694
509;Totaal gezondheidsverwante uitgaven;HP52-59: Leveranciers hulpmiddelen;2023;784
510;Totaal gezondheidsverwante uitgaven;HP6: Aanbieders van preventieve zorg;2021;17
511;Totaal gezondheidsverwante uitgaven;HP6: Aanbieders van preventieve zorg;2022;4
512;Totaal gezondheidsverwante uitgaven;HP6: Aanbieders van preventieve zorg;2023;17
513;Totaal gezondheidsverwante uitgaven;HP7: Organisaties beheer en financiering;2021;17
514;Totaal gezondheidsverwante uitgaven;HP7: Organisaties beheer en financiering;2022;15
515;Totaal gezondheidsverwante uitgaven;HP7: Organisaties beheer en financiering;2023;15
516;Totaal gezondheidsverwante uitgaven;HP71: Overheidsbeleid en beheer org.;2021;0
517;Totaal gezondheidsverwante uitgaven;HP71: Overheidsbeleid en beheer org.;2022;0
518;Totaal gezondheidsverwante uitgaven;HP71: Overheidsbeleid en beheer org.;2023;0
519;Totaal gezondheidsverwante uitgaven;HP72: Zorgverzekeraars, ziekenfondsen;2021;0
520;Totaal gezondheidsverwante uitgaven;HP72: Zorgverzekeraars, ziekenfondsen;2022;0
521;Totaal gezondheidsverwante uitgaven;HP72: Zorgverzekeraars, ziekenfondsen;2023;0
522;Totaal gezondheidsverwante uitgaven;HP73: Particuliere verzekeraars;2021;0
523;Totaal gezondheidsverwante uitgaven;HP73: Particuliere verzekeraars;2022;0
524;Totaal gezondheidsverwante uitgaven;HP73: Particuliere verzekeraars;2023;0
525;Totaal gezondheidsverwante uitgaven;HP79: Ov. instellingen beheer en financ.;2021;17
526;Totaal gezondheidsverwante uitgaven;HP79: Ov. instellingen beheer en financ.;2022;15
527;Totaal gezondheidsverwante uitgaven;HP79: Ov. instellingen beheer en financ.;2023;15
528;Totaal gezondheidsverwante uitgaven;HP8: Overige sectoren;2021;2217
529;Totaal gezondheidsverwante uitgaven;HP8: Overige sectoren;2022;2244
530;Totaal gezondheidsverwante uitgaven;HP8: Overige sectoren;2023;2442
531;Totaal gezondheidsverwante uitgaven;HP81: Huishoudens;2021;1497
532;Totaal gezondheidsverwante uitgaven;HP81: Huishoudens;2022;1553
533;Totaal gezondheidsverwante uitgaven;HP81: Huishoudens;2023;1663
534;Totaal gezondheidsverwante uitgaven;HP82: Gezondheidszorg als nevenactiv.;2021;719
535;Totaal gezondheidsverwante uitgaven;HP82: Gezondheidszorg als nevenactiv.;2022;691
536;Totaal gezondheidsverwante uitgaven;HP82: Gezondheidszorg als nevenactiv.;2023;779
537;Totaal gezondheidsverwante uitgaven;HP9: Buitenland;2021;0
538;Totaal gezondheidsverwante uitgaven;HP9: Buitenland;2022;0
539;Totaal gezondheidsverwante uitgaven;HP9: Buitenland;2023;0
540;HCR1: Langdurige zorg (welzijn);Totaal aanbieders gezondheidszorg;2021;10517
541;HCR1: Langdurige zorg (welzijn);Totaal aanbieders gezondheidszorg;2022;10858
542;HCR1: Langdurige zorg (welzijn);Totaal aanbieders gezondheidszorg;2023;11813
543;HCR1: Langdurige zorg (welzijn);HP1: Ziekenhuizen;2021;1583
544;HCR1: Langdurige zorg (welzijn);HP1: Ziekenhuizen;2022;1695
545;HCR1: Langdurige zorg (welzijn);HP1: Ziekenhuizen;2023;1910
546;HCR1: Langdurige zorg (welzijn);HP11:Algemene en academ. ziekenhuizen;2021;75
547;HCR1: Langdurige zorg (welzijn);HP11:Algemene en academ. ziekenhuizen;2022;79
548;HCR1: Langdurige zorg (welzijn);HP11:Algemene en academ. ziekenhuizen;2023;86
549;HCR1: Langdurige zorg (welzijn);HP12: Geestelijke gez., verslavingszorg;2021;1508
550;HCR1: Langdurige zorg (welzijn);HP12: Geestelijke gez., verslavingszorg;2022;1615
551;HCR1: Langdurige zorg (welzijn);HP12: Geestelijke gez., verslavingszorg;2023;1823
552;HCR1: Langdurige zorg (welzijn);HP13: Categorale ziekenhuizen;2021;0
553;HCR1: Langdurige zorg (welzijn);HP13: Categorale ziekenhuizen;2022;1
554;HCR1: Langdurige zorg (welzijn);HP13: Categorale ziekenhuizen;2023;1
555;HCR1: Langdurige zorg (welzijn);HP2: Instellingen langdurige zorg;2021;5499
556;HCR1: Langdurige zorg (welzijn);HP2: Instellingen langdurige zorg;2022;5579
557;HCR1: Langdurige zorg (welzijn);HP2: Instellingen langdurige zorg;2023;6057
558;HCR1: Langdurige zorg (welzijn);HP21: Verpleeg-,verzorgingsh., thuiszorg;2021;1946
559;HCR1: Langdurige zorg (welzijn);HP21: Verpleeg-,verzorgingsh., thuiszorg;2022;1930
560;HCR1: Langdurige zorg (welzijn);HP21: Verpleeg-,verzorgingsh., thuiszorg;2023;2109
561;HCR1: Langdurige zorg (welzijn);HP22-29: Instellingen gehandicaptenzorg;2021;3554
562;HCR1: Langdurige zorg (welzijn);HP22-29: Instellingen gehandicaptenzorg;2022;3649
563;HCR1: Langdurige zorg (welzijn);HP22-29: Instellingen gehandicaptenzorg;2023;3948
564;HCR1: Langdurige zorg (welzijn);HP3: Aanbieders ambulante zorg;2021;523
565;HCR1: Langdurige zorg (welzijn);HP3: Aanbieders ambulante zorg;2022;627
566;HCR1: Langdurige zorg (welzijn);HP3: Aanbieders ambulante zorg;2023;587
567;HCR1: Langdurige zorg (welzijn);HP31: Medische praktijken;2021;0
568;HCR1: Langdurige zorg (welzijn);HP31: Medische praktijken;2022;0
569;HCR1: Langdurige zorg (welzijn);HP31: Medische praktijken;2023;0
570;HCR1: Langdurige zorg (welzijn);HP32: Tandheelkundige praktijken;2021;0
571;HCR1: Langdurige zorg (welzijn);HP32: Tandheelkundige praktijken;2022;0
572;HCR1: Langdurige zorg (welzijn);HP32: Tandheelkundige praktijken;2023;0
573;HCR1: Langdurige zorg (welzijn);HP33: Overige praktijken gezondheidszorg;2021;54
574;HCR1: Langdurige zorg (welzijn);HP33: Overige praktijken gezondheidszorg;2022;51
575;HCR1: Langdurige zorg (welzijn);HP33: Overige praktijken gezondheidszorg;2023;54
576;HCR1: Langdurige zorg (welzijn);HP34: Ambulante zorgcentra;2021;148
577;HCR1: Langdurige zorg (welzijn);HP34: Ambulante zorgcentra;2022;163
578;HCR1: Langdurige zorg (welzijn);HP34: Ambulante zorgcentra;2023;178
579;HCR1: Langdurige zorg (welzijn);HP35: Aanbieders van thuiszorg;2021;321
580;HCR1: Langdurige zorg (welzijn);HP35: Aanbieders van thuiszorg;2022;413
581;HCR1: Langdurige zorg (welzijn);HP35: Aanbieders van thuiszorg;2023;355
582;HCR1: Langdurige zorg (welzijn);HP4: Ondersteunende diensten;2021;0
583;HCR1: Langdurige zorg (welzijn);HP4: Ondersteunende diensten;2022;0
584;HCR1: Langdurige zorg (welzijn);HP4: Ondersteunende diensten;2023;0
585;HCR1: Langdurige zorg (welzijn);HP41: Ambulance, ziekenvervoer;2021;0
586;HCR1: Langdurige zorg (welzijn);HP41: Ambulance, ziekenvervoer;2022;0
587;HCR1: Langdurige zorg (welzijn);HP41: Ambulance, ziekenvervoer;2023;0
588;HCR1: Langdurige zorg (welzijn);HP42-49: Laboratoria en ov ondersteunend;2021;0
589;HCR1: Langdurige zorg (welzijn);HP42-49: Laboratoria en ov ondersteunend;2022;0
590;HCR1: Langdurige zorg (welzijn);HP42-49: Laboratoria en ov ondersteunend;2023;0
591;HCR1: Langdurige zorg (welzijn);HP5: Leveranciers genees-en hulpmiddelen;2021;662
592;HCR1: Langdurige zorg (welzijn);HP5: Leveranciers genees-en hulpmiddelen;2022;694
593;HCR1: Langdurige zorg (welzijn);HP5: Leveranciers genees-en hulpmiddelen;2023;784
594;HCR1: Langdurige zorg (welzijn);HP51: Apotheken;2021;0
595;HCR1: Langdurige zorg (welzijn);HP51: Apotheken;2022;0
596;HCR1: Langdurige zorg (welzijn);HP51: Apotheken;2023;0
597;HCR1: Langdurige zorg (welzijn);HP52-59: Leveranciers hulpmiddelen;2021;662
598;HCR1: Langdurige zorg (welzijn);HP52-59: Leveranciers hulpmiddelen;2022;694
599;HCR1: Langdurige zorg (welzijn);HP52-59: Leveranciers hulpmiddelen;2023;784
600;HCR1: Langdurige zorg (welzijn);HP6: Aanbieders van preventieve zorg;2021;17
601;HCR1: Langdurige zorg (welzijn);HP6: Aanbieders van preventieve zorg;2022;4
602;HCR1: Langdurige zorg (welzijn);HP6: Aanbieders van preventieve zorg;2023;17
603;HCR1: Langdurige zorg (welzijn);HP7: Organisaties beheer en financiering;2021;17
604;HCR1: Langdurige zorg (welzijn);HP7: Organisaties beheer en financiering;2022;15
605;HCR1: Langdurige zorg (welzijn);HP7: Organisaties beheer en financiering;2023;15
606;HCR1: Langdurige zorg (welzijn);HP71: Overheidsbeleid en beheer org.;2021;0
607;HCR1: Langdurige zorg (welzijn);HP71: Overheidsbeleid en beheer org.;2022;0
608;HCR1: Langdurige zorg (welzijn);HP71: Overheidsbeleid en beheer org.;2023;0
609;HCR1: Langdurige zorg (welzijn);HP72: Zorgverzekeraars, ziekenfondsen;2021;0
610;HCR1: Langdurige zorg (welzijn);HP72: Zorgverzekeraars, ziekenfondsen;2022;0
611;HCR1: Langdurige zorg (welzijn);HP72: Zorgverzekeraars, ziekenfondsen;2023;0
612;HCR1: Langdurige zorg (welzijn);HP73: Particuliere verzekeraars;2021;0
613;HCR1: Langdurige zorg (welzijn);HP73: Particuliere verzekeraars;2022;0
