ID;Bedrijfsomvang;BedrijfstakBranchesSBI2008;Perioden;IndexcijfersOmzet_1;OmzetontwikkelingTOVEenJaarEerder_2
356;1 tot 10 werkzame personen;350400;2011 2e kwartaal;118.8;11.6
357;1 tot 10 werkzame personen;350400;2011 3e kwartaal;107.3;14.2
358;1 tot 10 werkzame personen;350400;2011 4e kwartaal;114.7;-2.9
359;1 tot 10 werkzame personen;350400;2011;108.6;8.6
360;1 tot 10 werkzame personen;350400;2012 1e kwartaal;84.3;-10.1
361;1 tot 10 werkzame personen;350400;2012 2e kwartaal;104.3;-12.2
362;1 tot 10 werkzame personen;350400;2012 3e kwartaal;101.1;-5.8
363;1 tot 10 werkzame personen;350400;2012 4e kwartaal;99.7;-13.0
364;1 tot 10 werkzame personen;350400;2012;97.4;-10.4
365;1 tot 10 werkzame personen;350400;2013 1e kwartaal;75.5;-10.5
366;1 tot 10 werkzame personen;350400;2013 2e kwartaal;99.2;-4.8
367;1 tot 10 werkzame personen;350400;2013 3e kwartaal;97.3;-3.7
368;1 tot 10 werkzame personen;350400;2013 4e kwartaal;119.7;20.0
369;1 tot 10 werkzame personen;350400;2013;97.9;0.6
370;1 tot 10 werkzame personen;350400;2014 1e kwartaal;87.2;15.5
371;1 tot 10 werkzame personen;350400;2014 2e kwartaal;105.3;6.1
372;1 tot 10 werkzame personen;350400;2014 3e kwartaal;99.7;2.5
373;1 tot 10 werkzame personen;350400;2014 4e kwartaal;130.8;9.3
374;1 tot 10 werkzame personen;350400;2014;105.8;8.0
375;1 tot 10 werkzame personen;350400;2015 1e kwartaal;103.1;18.3
376;1 tot 10 werkzame personen;350400;2015 2e kwartaal;142.2;35.0
377;1 tot 10 werkzame personen;350400;2015 3e kwartaal;108.7;9.0
378;1 tot 10 werkzame personen;350400;2015 4e kwartaal;142.3;8.8
379;1 tot 10 werkzame personen;350400;2015;124.1;17.3
380;1 tot 10 werkzame personen;350400;2016 1e kwartaal;112.6;9.2
381;1 tot 10 werkzame personen;350400;2016 2e kwartaal;136.5;-4.0
382;1 tot 10 werkzame personen;350400;2016 3e kwartaal;130.0;19.6
383;1 tot 10 werkzame personen;350400;2016 4e kwartaal;163.3;14.8
384;1 tot 10 werkzame personen;350400;2016;135.6;9.3
385;1 tot 10 werkzame personen;350400;2017 1e kwartaal;125.1;11.1
386;1 tot 10 werkzame personen;350400;2017 2e kwartaal;155.1;13.6
387;1 tot 10 werkzame personen;350400;2017 3e kwartaal;144.7;11.4
388;1 tot 10 werkzame personen;350400;2017 4e kwartaal;183.0;12.0
389;1 tot 10 werkzame personen;350400;2017;152.0;12.1
390;1 tot 10 werkzame personen;350600;2005 1e kwartaal;50.5;-3.5
391;1 tot 10 werkzame personen;350600;2005 2e kwartaal;83.7;10.1
392;1 tot 10 werkzame personen;350600;2005 3e kwartaal;77.6;16.3
393;1 tot 10 werkzame personen;350600;2005 4e kwartaal;103.7;11.5
394;1 tot 10 werkzame personen;350600;2005;78.9;9.5
395;1 tot 10 werkzame personen;350600;2006 1e kwartaal;59.0;16.9
396;1 tot 10 werkzame personen;350600;2006 2e kwartaal;95.7;14.2
397;1 tot 10 werkzame personen;350600;2006 3e kwartaal;88.4;13.9
398;1 tot 10 werkzame personen;350600;2006 4e kwartaal;120.5;16.3
399;1 tot 10 werkzame personen;350600;2006;90.9;15.2
400;1 tot 10 werkzame personen;350600;2007 1e kwartaal;75.2;27.5
401;1 tot 10 werkzame personen;350600;2007 2e kwartaal;107.5;12.4
402;1 tot 10 werkzame personen;350600;2007 3e kwartaal;100.5;13.8
403;1 tot 10 werkzame personen;350600;2007 4e kwartaal;126.8;5.2
404;1 tot 10 werkzame personen;350600;2007;102.5;12.8
405;1 tot 10 werkzame personen;350600;2008 1e kwartaal;95.6;27.2
406;1 tot 10 werkzame personen;350600;2008 2e kwartaal;125.8;17.0
407;1 tot 10 werkzame personen;350600;2008 3e kwartaal;111.0;10.4
408;1 tot 10 werkzame personen;350600;2008 4e kwartaal;143.6;13.3
409;1 tot 10 werkzame personen;350600;2008;119.0;16.1
410;1 tot 10 werkzame personen;350600;2009 1e kwartaal;101.1;5.7
411;1 tot 10 werkzame personen;350600;2009 2e kwartaal;130.3;3.5
412;1 tot 10 werkzame personen;350600;2009 3e kwartaal;118.5;6.8
413;1 tot 10 werkzame personen;350600;2009 4e kwartaal;149.8;4.3
414;1 tot 10 werkzame personen;350600;2009;124.9;4.9
415;1 tot 10 werkzame personen;350600;2010 1e kwartaal;63.3;-37.4
416;1 tot 10 werkzame personen;350600;2010 2e kwartaal;114.8;-11.9
417;1 tot 10 werkzame personen;350600;2010 3e kwartaal;102.7;-13.3
418;1 tot 10 werkzame personen;350600;2010 4e kwartaal;119.2;-20.4
419;1 tot 10 werkzame personen;350600;2010;100.0;-19.9
420;1 tot 10 werkzame personen;350600;2011 1e kwartaal;88.8;40.3
421;1 tot 10 werkzame personen;350600;2011 2e kwartaal;119.9;4.4
422;1 tot 10 werkzame personen;350600;2011 3e kwartaal;106.2;3.4
423;1 tot 10 werkzame personen;350600;2011 4e kwartaal;133.7;12.2
424;1 tot 10 werkzame personen;350600;2011;112.1;12.1
425;1 tot 10 werkzame personen;350600;2012 1e kwartaal;79.2;-10.7
426;1 tot 10 werkzame personen;350600;2012 2e kwartaal;119.0;-0.8
427;1 tot 10 werkzame personen;350600;2012 3e kwartaal;109.5;3.1
428;1 tot 10 werkzame personen;350600;2012 4e kwartaal;127.4;-4.7
429;1 tot 10 werkzame personen;350600;2012;108.8;-3.0
430;1 tot 10 werkzame personen;350600;2013 1e kwartaal;72.3;-8.7
431;1 tot 10 werkzame personen;350600;2013 2e kwartaal;122.7;3.1
432;1 tot 10 werkzame personen;350600;2013 3e kwartaal;119.4;9.1
433;1 tot 10 werkzame personen;350600;2013 4e kwartaal;144.9;13.8
434;1 tot 10 werkzame personen;350600;2013;114.8;5.6
435;1 tot 10 werkzame personen;350600;2014 1e kwartaal;86.1;19.1
436;1 tot 10 werkzame personen;350600;2014 2e kwartaal;114.0;-7.1
437;1 tot 10 werkzame personen;350600;2014 3e kwartaal;111.7;-6.5
438;1 tot 10 werkzame personen;350600;2014 4e kwartaal;157.2;8.5
439;1 tot 10 werkzame personen;350600;2014;117.3;2.1
440;1 tot 10 werkzame personen;350600;2015 1e kwartaal;86.9;0.9
441;1 tot 10 werkzame personen;350600;2015 2e kwartaal;118.7;4.1
442;1 tot 10 werkzame personen;350600;2015 3e kwartaal;109.9;-1.6
443;1 tot 10 werkzame personen;350600;2015 4e kwartaal;146.6;-6.8
444;1 tot 10 werkzame personen;350600;2015;115.5;-1.5
445;1 tot 10 werkzame personen;350600;2016 1e kwartaal;95.6;10.0
446;1 tot 10 werkzame personen;350600;2016 2e kwartaal;132.8;11.8
447;1 tot 10 werkzame personen;350600;2016 3e kwartaal;127.5;16.0
448;1 tot 10 werkzame personen;350600;2016 4e kwartaal;162.5;10.8
449;1 tot 10 werkzame personen;350600;2016;129.6;12.2
450;1 tot 10 werkzame personen;350600;2017 1e kwartaal;102.1;6.9
451;1 tot 10 werkzame personen;350600;2017 2e kwartaal;145.3;9.5
452;1 tot 10 werkzame personen;350600;2017 3e kwartaal;135.3;6.1
453;1 tot 10 werkzame personen;350600;2017 4e kwartaal;172.6;6.2
454;1 tot 10 werkzame personen;350600;2017;138.8;7.1
455;1 tot 10 werkzame personen;351900;2005 1e kwartaal;58.2;0.4
456;1 tot 10 werkzame personen;351900;2005 2e kwartaal;76.6;8.5
457;1 tot 10 werkzame personen;351900;2005 3e kwartaal;70.5;10.1
458;1 tot 10 werkzame personen;351900;2005 4e kwartaal;89.4;8.5
459;1 tot 10 werkzame personen;351900;2005;73.7;7.2
460;1 tot 10 werkzame personen;351900;2006 1e kwartaal;65.9;13.3
461;1 tot 10 werkzame personen;351900;2006 2e kwartaal;84.5;10.3
462;1 tot 10 werkzame personen;351900;2006 3e kwartaal;78.3;11.1
463;1 tot 10 werkzame personen;351900;2006 4e kwartaal;101.6;13.6
464;1 tot 10 werkzame personen;351900;2006;82.6;12.1
465;1 tot 10 werkzame personen;351900;2007 1e kwartaal;75.3;14.2
466;1 tot 10 werkzame personen;351900;2007 2e kwartaal;93.9;11.2
467;1 tot 10 werkzame personen;351900;2007 3e kwartaal;85.7;9.4
468;1 tot 10 werkzame personen;351900;2007 4e kwartaal;108.6;6.9
469;1 tot 10 werkzame personen;351900;2007;90.9;10.0
470;1 tot 10 werkzame personen;351900;2008 1e kwartaal;89.1;18.4
471;1 tot 10 werkzame personen;351900;2008 2e kwartaal;108.9;16.0
472;1 tot 10 werkzame personen;351900;2008 3e kwartaal;99.7;16.3
473;1 tot 10 werkzame personen;351900;2008 4e kwartaal;122.3;12.7
474;1 tot 10 werkzame personen;351900;2008;105.0;15.6
475;1 tot 10 werkzame personen;351900;2009 1e kwartaal;90.9;2.0
476;1 tot 10 werkzame personen;351900;2009 2e kwartaal;107.4;-1.4
477;1 tot 10 werkzame personen;351900;2009 3e kwartaal;96.3;-3.4
478;1 tot 10 werkzame personen;351900;2009 4e kwartaal;114.7;-6.2
479;1 tot 10 werkzame personen;351900;2009;102.3;-2.6
480;1 tot 10 werkzame personen;351900;2010 1e kwartaal;82.6;-9.1
481;1 tot 10 werkzame personen;351900;2010 2e kwartaal;104.9;-2.3
482;1 tot 10 werkzame personen;351900;2010 3e kwartaal;96.2;-0.2
483;1 tot 10 werkzame personen;351900;2010 4e kwartaal;116.3;1.4
484;1 tot 10 werkzame personen;351900;2010;100.0;-2.3
485;1 tot 10 werkzame personen;351900;2011 1e kwartaal;91.3;10.5
486;1 tot 10 werkzame personen;351900;2011 2e kwartaal;113.6;8.3
487;1 tot 10 werkzame personen;351900;2011 3e kwartaal;101.5;5.5
488;1 tot 10 werkzame personen;351900;2011 4e kwartaal;117.2;0.8
489;1 tot 10 werkzame personen;351900;2011;105.9;5.9
490;1 tot 10 werkzame personen;351900;2012 1e kwartaal;85.0;-6.8
491;1 tot 10 werkzame personen;351900;2012 2e kwartaal;103.4;-9.0
492;1 tot 10 werkzame personen;351900;2012 3e kwartaal;98.9;-2.5
493;1 tot 10 werkzame personen;351900;2012 4e kwartaal;103.4;-11.8
494;1 tot 10 werkzame personen;351900;2012;97.7;-7.7
495;1 tot 10 werkzame personen;351900;2013 1e kwartaal;77.2;-9.2
496;1 tot 10 werkzame personen;351900;2013 2e kwartaal;99.8;-3.6
497;1 tot 10 werkzame personen;351900;2013 3e kwartaal;97.3;-1.6
498;1 tot 10 werkzame personen;351900;2013 4e kwartaal;116.2;12.4
499;1 tot 10 werkzame personen;351900;2013;97.6;-0.1
500;1 tot 10 werkzame personen;351900;2014 1e kwartaal;85.1;10.2
501;1 tot 10 werkzame personen;351900;2014 2e kwartaal;102.3;2.5
502;1 tot 10 werkzame personen;351900;2014 3e kwartaal;96.6;-0.7
503;1 tot 10 werkzame personen;351900;2014 4e kwartaal;123.2;6.0
504;1 tot 10 werkzame personen;351900;2014;101.8;4.3
505;1 tot 10 werkzame personen;351900;2015 1e kwartaal;94.6;11.2
506;1 tot 10 werkzame personen;351900;2015 2e kwartaal;121.8;19.1
507;1 tot 10 werkzame personen;351900;2015 3e kwartaal;102.7;6.3
508;1 tot 10 werkzame personen;351900;2015 4e kwartaal;127.4;3.4
509;1 tot 10 werkzame personen;351900;2015;111.6;9.7
510;1 tot 10 werkzame personen;351900;2016 1e kwartaal;101.4;7.1
511;1 tot 10 werkzame personen;351900;2016 2e kwartaal;122.9;0.9
512;1 tot 10 werkzame personen;351900;2016 3e kwartaal;115.8;12.7
513;1 tot 10 werkzame personen;351900;2016 4e kwartaal;141.1;10.8
514;1 tot 10 werkzame personen;351900;2016;120.3;7.8
515;1 tot 10 werkzame personen;351900;2017 1e kwartaal;106.9;5.5
516;1 tot 10 werkzame personen;351900;2017 2e kwartaal;131.0;6.6
517;1 tot 10 werkzame personen;351900;2017 3e kwartaal;122.2;5.6
518;1 tot 10 werkzame personen;351900;2017 4e kwartaal;150.4;6.6
519;1 tot 10 werkzame personen;351900;2017;127.6;6.1
520;10 tot 100 werkzame personen;900063;2005 1e kwartaal;75.3;
521;10 tot 100 werkzame personen;900063;2005 2e kwartaal;103.8;
522;10 tot 100 werkzame personen;900063;2005 3e kwartaal;87.6;
523;10 tot 100 werkzame personen;900063;2005 4e kwartaal;119.4;
524;10 tot 100 werkzame personen;900063;2005;96.5;
525;10 tot 100 werkzame personen;900063;2006 1e kwartaal;87.7;16.4
526;10 tot 100 werkzame personen;900063;2006 2e kwartaal;115.4;11.2
527;10 tot 100 werkzame personen;900063;2006 3e kwartaal;96.5;10.1
528;10 tot 100 werkzame personen;900063;2006 4e kwartaal;132.8;11.2
529;10 tot 100 werkzame personen;900063;2006;108.1;12.0
530;10 tot 100 werkzame personen;900063;2007 1e kwartaal;97.4;11.0
531;10 tot 100 werkzame personen;900063;2007 2e kwartaal;125.1;8.4
532;10 tot 100 werkzame personen;900063;2007 3e kwartaal;106.3;10.2
533;10 tot 100 werkzame personen;900063;2007 4e kwartaal;141.9;6.9
534;10 tot 100 werkzame personen;900063;2007;117.7;8.9
535;10 tot 100 werkzame personen;900063;2008 1e kwartaal;109.3;12.2
536;10 tot 100 werkzame personen;900063;2008 2e kwartaal;136.7;9.2
537;10 tot 100 werkzame personen;900063;2008 3e kwartaal;114.7;7.9
538;10 tot 100 werkzame personen;900063;2008 4e kwartaal;144.5;1.8
539;10 tot 100 werkzame personen;900063;2008;126.3;7.3
540;10 tot 100 werkzame personen;900063;2009 1e kwartaal;107.2;-1.9
541;10 tot 100 werkzame personen;900063;2009 2e kwartaal;129.0;-5.6
542;10 tot 100 werkzame personen;900063;2009 3e kwartaal;108.0;-5.8
543;10 tot 100 werkzame personen;900063;2009 4e kwartaal;127.2;-11.9
544;10 tot 100 werkzame personen;900063;2009;117.9;-6.7
545;10 tot 100 werkzame personen;900063;2010 1e kwartaal;79.9;-25.5
546;10 tot 100 werkzame personen;900063;2010 2e kwartaal;109.0;-15.5
547;10 tot 100 werkzame personen;900063;2010 3e kwartaal;94.9;-12.2
548;10 tot 100 werkzame personen;900063;2010 4e kwartaal;116.2;-8.7
549;10 tot 100 werkzame personen;900063;2010;100.0;-15.2
550;10 tot 100 werkzame personen;900063;2011 1e kwartaal;90.0;12.7
551;10 tot 100 werkzame personen;900063;2011 2e kwartaal;113.1;3.8
552;10 tot 100 werkzame personen;900063;2011 3e kwartaal;96.8;2.0
553;10 tot 100 werkzame personen;900063;2011 4e kwartaal;119.0;2.3
554;10 tot 100 werkzame personen;900063;2011;104.7;4.7
555;10 tot 100 werkzame personen;900063;2012 1e kwartaal;78.4;-12.9
556;10 tot 100 werkzame personen;900063;2012 2e kwartaal;99.6;-11.9
557;10 tot 100 werkzame personen;900063;2012 3e kwartaal;89.1;-7.9
558;10 tot 100 werkzame personen;900063;2012 4e kwartaal;103.8;-12.7
559;10 tot 100 werkzame personen;900063;2012;92.7;-11.4
560;10 tot 100 werkzame personen;900063;2013 1e kwartaal;68.7;-12.4
561;10 tot 100 werkzame personen;900063;2013 2e kwartaal;91.5;-8.2
562;10 tot 100 werkzame personen;900063;2013 3e kwartaal;82.6;-7.3
563;10 tot 100 werkzame personen;900063;2013 4e kwartaal;102.7;-1.1
564;10 tot 100 werkzame personen;900063;2013;86.4;-6.9
565;10 tot 100 werkzame personen;900063;2014 1e kwartaal;74.4;8.4
566;10 tot 100 werkzame personen;900063;2014 2e kwartaal;90.1;-1.5
567;10 tot 100 werkzame personen;900063;2014 3e kwartaal;82.6;0.0
568;10 tot 100 werkzame personen;900063;2014 4e kwartaal;109.2;6.3
569;10 tot 100 werkzame personen;900063;2014;89.1;3.2
570;10 tot 100 werkzame personen;900063;2015 1e kwartaal;75.7;1.7
571;10 tot 100 werkzame personen;900063;2015 2e kwartaal;97.0;7.6
572;10 tot 100 werkzame personen;900063;2015 3e kwartaal;86.4;4.6
573;10 tot 100 werkzame personen;900063;2015 4e kwartaal;111.2;1.8
574;10 tot 100 werkzame personen;900063;2015;92.6;3.9
575;10 tot 100 werkzame personen;900063;2016 1e kwartaal;80.2;6.0
576;10 tot 100 werkzame personen;900063;2016 2e kwartaal;100.9;4.1
577;10 tot 100 werkzame personen;900063;2016 3e kwartaal;95.2;10.1
578;10 tot 100 werkzame personen;900063;2016 4e kwartaal;123.6;11.2
579;10 tot 100 werkzame personen;900063;2016;100.0;8.0
580;10 tot 100 werkzame personen;900063;2017 1e kwartaal;85.6;6.7
581;10 tot 100 werkzame personen;900063;2017 2e kwartaal;110.0;9.0
582;10 tot 100 werkzame personen;900063;2017 3e kwartaal;99.5;4.5
583;10 tot 100 werkzame personen;900063;2017 4e kwartaal;130.8;5.8
584;10 tot 100 werkzame personen;900063;2017;106.5;6.5
585;10 tot 100 werkzame personen;350400;2005 1e kwartaal;80.4;
586;10 tot 100 werkzame personen;350400;2005 2e kwartaal;113.8;
587;10 tot 100 werkzame personen;350400;2005 3e kwartaal;91.3;
588;10 tot 100 werkzame personen;350400;2005 4e kwartaal;127.9;
589;10 tot 100 werkzame personen;350400;2005;103.4;
590;10 tot 100 werkzame personen;350400;2006 1e kwartaal;95.6;19.0
591;10 tot 100 werkzame personen;350400;2006 2e kwartaal;128.2;12.6
592;10 tot 100 werkzame personen;350400;2006 3e kwartaal;102.6;12.4
593;10 tot 100 werkzame personen;350400;2006 4e kwartaal;142.0;11.0
594;10 tot 100 werkzame personen;350400;2006;117.1;13.3
595;10 tot 100 werkzame personen;350400;2007 1e kwartaal;104.9;9.7
596;10 tot 100 werkzame personen;350400;2007 2e kwartaal;133.5;4.2
597;10 tot 100 werkzame personen;350400;2007 3e kwartaal;109.9;7.1
598;10 tot 100 werkzame personen;350400;2007 4e kwartaal;149.0;4.9
599;10 tot 100 werkzame personen;350400;2007;124.3;6.2
600;10 tot 100 werkzame personen;350400;2008 1e kwartaal;122.4;16.7
601;10 tot 100 werkzame personen;350400;2008 2e kwartaal;152.4;14.2
602;10 tot 100 werkzame personen;350400;2008 3e kwartaal;122.8;11.7
603;10 tot 100 werkzame personen;350400;2008 4e kwartaal;157.8;5.9
604;10 tot 100 werkzame personen;350400;2008;138.8;11.7
605;10 tot 100 werkzame personen;350400;2009 1e kwartaal;113.5;-7.3
606;10 tot 100 werkzame personen;350400;2009 2e kwartaal;135.2;-11.3
607;10 tot 100 werkzame personen;350400;2009 3e kwartaal;108.1;-12.0
608;10 tot 100 werkzame personen;350400;2009 4e kwartaal;126.1;-20.1
609;10 tot 100 werkzame personen;350400;2009;120.7;-13.1
610;10 tot 100 werkzame personen;350400;2010 1e kwartaal;81.8;-27.9
611;10 tot 100 werkzame personen;350400;2010 2e kwartaal;111.6;-17.4
612;10 tot 100 werkzame personen;350400;2010 3e kwartaal;91.9;-15.0
613;10 tot 100 werkzame personen;350400;2010 4e kwartaal;114.7;-9.0
614;10 tot 100 werkzame personen;350400;2010;100.0;-17.2
615;10 tot 100 werkzame personen;350400;2011 1e kwartaal;95.4;16.6
616;10 tot 100 werkzame personen;350400;2011 2e kwartaal;118.2;5.9
617;10 tot 100 werkzame personen;350400;2011 3e kwartaal;97.1;5.7
618;10 tot 100 werkzame personen;350400;2011 4e kwartaal;118.2;3.1
619;10 tot 100 werkzame personen;350400;2011;107.2;7.2
620;10 tot 100 werkzame personen;350400;2012 1e kwartaal;80.7;-15.4
621;10 tot 100 werkzame personen;350400;2012 2e kwartaal;102.0;-13.7
622;10 tot 100 werkzame personen;350400;2012 3e kwartaal;90.1;-7.2
623;10 tot 100 werkzame personen;350400;2012 4e kwartaal;101.9;-13.8
624;10 tot 100 werkzame personen;350400;2012;93.7;-12.7
625;10 tot 100 werkzame personen;350400;2013 1e kwartaal;70.5;-12.6
626;10 tot 100 werkzame personen;350400;2013 2e kwartaal;93.2;-8.6
627;10 tot 100 werkzame personen;350400;2013 3e kwartaal;81.0;-10.0
628;10 tot 100 werkzame personen;350400;2013 4e kwartaal;99.5;-2.3
629;10 tot 100 werkzame personen;350400;2013;86.1;-8.1
630;10 tot 100 werkzame personen;350400;2014 1e kwartaal;74.1;5.0
631;10 tot 100 werkzame personen;350400;2014 2e kwartaal;89.7;-3.7
632;10 tot 100 werkzame personen;350400;2014 3e kwartaal;79.8;-1.5
633;10 tot 100 werkzame personen;350400;2014 4e kwartaal;104.6;5.1
634;10 tot 100 werkzame personen;350400;2014;87.0;1.1
635;10 tot 100 werkzame personen;350400;2015 1e kwartaal;75.6;2.1
636;10 tot 100 werkzame personen;350400;2015 2e kwartaal;99.7;11.1
637;10 tot 100 werkzame personen;350400;2015 3e kwartaal;83.1;4.1
638;10 tot 100 werkzame personen;350400;2015 4e kwartaal;108.0;3.2
639;10 tot 100 werkzame personen;350400;2015;91.6;5.2
640;10 tot 100 werkzame personen;350400;2016 1e kwartaal;85.3;12.8
641;10 tot 100 werkzame personen;350400;2016 2e kwartaal;105.6;6.0
642;10 tot 100 werkzame personen;350400;2016 3e kwartaal;93.8;12.8
643;10 tot 100 werkzame personen;350400;2016 4e kwartaal;122.8;13.8
644;10 tot 100 werkzame personen;350400;2016;101.9;11.2
645;10 tot 100 werkzame personen;350400;2017 1e kwartaal;88.1;3.4
646;10 tot 100 werkzame personen;350400;2017 2e kwartaal;111.6;5.7
647;10 tot 100 werkzame personen;350400;2017 3e kwartaal;97.0;3.4
648;10 tot 100 werkzame personen;350400;2017 4e kwartaal;130.3;6.1
649;10 tot 100 werkzame personen;350400;2017;106.8;4.8
650;10 tot 100 werkzame personen;350600;2005 1e kwartaal;53.9;
651;10 tot 100 werkzame personen;350600;2005 2e kwartaal;80.5;
652;10 tot 100 werkzame personen;350600;2005 3e kwartaal;73.7;
653;10 tot 100 werkzame personen;350600;2005 4e kwartaal;109.0;
654;10 tot 100 werkzame personen;350600;2005;79.3;
655;10 tot 100 werkzame personen;350600;2006 1e kwartaal;60.2;11.6
656;10 tot 100 werkzame personen;350600;2006 2e kwartaal;96.6;20.0
657;10 tot 100 werkzame personen;350600;2006 3e kwartaal;83.8;13.7
658;10 tot 100 werkzame personen;350600;2006 4e kwartaal;121.0;11.0
659;10 tot 100 werkzame personen;350600;2006;90.4;14.0
660;10 tot 100 werkzame personen;350600;2007 1e kwartaal;71.3;18.6
661;10 tot 100 werkzame personen;350600;2007 2e kwartaal;117.1;21.3
662;10 tot 100 werkzame personen;350600;2007 3e kwartaal;105.1;25.4
663;10 tot 100 werkzame personen;350600;2007 4e kwartaal;150.2;24.1
664;10 tot 100 werkzame personen;350600;2007;110.9;22.7
665;10 tot 100 werkzame personen;350600;2008 1e kwartaal;75.6;6.0
666;10 tot 100 werkzame personen;350600;2008 2e kwartaal;108.5;-7.4
667;10 tot 100 werkzame personen;350600;2008 3e kwartaal;98.1;-6.6
668;10 tot 100 werkzame personen;350600;2008 4e kwartaal;131.5;-12.4
669;10 tot 100 werkzame personen;350600;2008;103.4;-6.8
670;10 tot 100 werkzame personen;350600;2009 1e kwartaal;73.6;-2.7
671;10 tot 100 werkzame personen;350600;2009 2e kwartaal;110.3;1.7
672;10 tot 100 werkzame personen;350600;2009 3e kwartaal;102.8;4.8
673;10 tot 100 werkzame personen;350600;2009 4e kwartaal;127.6;-2.9
674;10 tot 100 werkzame personen;350600;2009;103.6;0.1
675;10 tot 100 werkzame personen;350600;2010 1e kwartaal;61.3;-16.8
676;10 tot 100 werkzame personen;350600;2010 2e kwartaal;110.7;0.4
677;10 tot 100 werkzame personen;350600;2010 3e kwartaal;101.3;-1.4
678;10 tot 100 werkzame personen;350600;2010 4e kwartaal;126.7;-0.7
679;10 tot 100 werkzame personen;350600;2010;100.0;-3.5
680;10 tot 100 werkzame personen;350600;2011 1e kwartaal;79.1;29.1
681;10 tot 100 werkzame personen;350600;2011 2e kwartaal;117.5;6.1
682;10 tot 100 werkzame personen;350600;2011 3e kwartaal;109.5;8.1
683;10 tot 100 werkzame personen;350600;2011 4e kwartaal;149.8;18.2
684;10 tot 100 werkzame personen;350600;2011;114.0;14.0
685;10 tot 100 werkzame personen;350600;2012 1e kwartaal;70.8;-10.5
686;10 tot 100 werkzame personen;350600;2012 2e kwartaal;110.1;-6.3
687;10 tot 100 werkzame personen;350600;2012 3e kwartaal;98.6;-9.9
688;10 tot 100 werkzame personen;350600;2012 4e kwartaal;123.1;-17.8
689;10 tot 100 werkzame personen;350600;2012;100.6;-11.7
690;10 tot 100 werkzame personen;350600;2013 1e kwartaal;58.5;-17.4
691;10 tot 100 werkzame personen;350600;2013 2e kwartaal;93.5;-15.1
692;10 tot 100 werkzame personen;350600;2013 3e kwartaal;85.6;-13.2
693;10 tot 100 werkzame personen;350600;2013 4e kwartaal;120.1;-2.4
694;10 tot 100 werkzame personen;350600;2013;89.4;-11.2
695;10 tot 100 werkzame personen;350600;2014 1e kwartaal;71.4;22.2
696;10 tot 100 werkzame personen;350600;2014 2e kwartaal;102.4;9.5
697;10 tot 100 werkzame personen;350600;2014 3e kwartaal;98.2;14.7
698;10 tot 100 werkzame personen;350600;2014 4e kwartaal;140.9;17.3
699;10 tot 100 werkzame personen;350600;2014;103.2;15.5
700;10 tot 100 werkzame personen;350600;2015 1e kwartaal;77.7;8.8
701;10 tot 100 werkzame personen;350600;2015 2e kwartaal;105.6;3.1
702;10 tot 100 werkzame personen;350600;2015 3e kwartaal;107.9;9.8
703;10 tot 100 werkzame personen;350600;2015 4e kwartaal;145.3;3.1
704;10 tot 100 werkzame personen;350600;2015;109.1;5.7
705;10 tot 100 werkzame personen;350600;2016 1e kwartaal;77.9;0.2
706;10 tot 100 werkzame personen;350600;2016 2e kwartaal;115.3;9.2
707;10 tot 100 werkzame personen;350600;2016 3e kwartaal;119.7;10.9
708;10 tot 100 werkzame personen;350600;2016 4e kwartaal;165.7;14.1
709;10 tot 100 werkzame personen;350600;2016;119.6;9.6
710;10 tot 100 werkzame personen;350600;2017 1e kwartaal;85.8;10.2
711;10 tot 100 werkzame personen;350600;2017 2e kwartaal;132.9;15.3
712;10 tot 100 werkzame personen;350600;2017 3e kwartaal;135.3;13.0
713;10 tot 100 werkzame personen;350600;2017 4e kwartaal;177.4;7.1
714;10 tot 100 werkzame personen;350600;2017;132.9;11.1
715;10 tot 100 werkzame personen;351900;2005 1e kwartaal;75.8;
716;10 tot 100 werkzame personen;351900;2005 2e kwartaal;100.4;
717;10 tot 100 werkzame personen;351900;2005 3e kwartaal;87.6;
718;10 tot 100 werkzame personen;351900;2005 4e kwartaal;114.4;
719;10 tot 100 werkzame personen;351900;2005;94.6;
720;10 tot 100 werkzame personen;351900;2006 1e kwartaal;87.1;14.9
721;10 tot 100 werkzame personen;351900;2006 2e kwartaal;108.7;8.3
722;10 tot 100 werkzame personen;351900;2006 3e kwartaal;94.1;7.4
723;10 tot 100 werkzame personen;351900;2006 4e kwartaal;127.5;11.5
724;10 tot 100 werkzame personen;351900;2006;104.4;10.4
725;10 tot 100 werkzame personen;351900;2007 1e kwartaal;96.8;11.1
726;10 tot 100 werkzame personen;351900;2007 2e kwartaal;119.8;10.2
727;10 tot 100 werkzame personen;351900;2007 3e kwartaal;103.5;10.0
728;10 tot 100 werkzame personen;351900;2007 4e kwartaal;134.0;5.1
729;10 tot 100 werkzame personen;351900;2007;113.5;8.8
730;10 tot 100 werkzame personen;351900;2008 1e kwartaal;105.7;9.1
731;10 tot 100 werkzame personen;351900;2008 2e kwartaal;129.6;8.2
732;10 tot 100 werkzame personen;351900;2008 3e kwartaal;111.5;7.7
733;10 tot 100 werkzame personen;351900;2008 4e kwartaal;136.1;1.5
734;10 tot 100 werkzame personen;351900;2008;120.7;6.3
735;10 tot 100 werkzame personen;351900;2009 1e kwartaal;109.3;3.4
736;10 tot 100 werkzame personen;351900;2009 2e kwartaal;128.0;-1.3
