ID;Geslacht;Niveau;Leerweg;Migratieachtergrond;Perioden;GediplomeerdenMbo_1
1868;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol voltijd;Marokko;2017/'18;424
1869;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol voltijd;Marokko;2018/'19;424
1870;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol voltijd;Marokko;2019/'20;380
1871;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol voltijd;Marokko;2020/'21;442
1872;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol voltijd;Suriname;2005/'06;365
1873;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol voltijd;Suriname;2006/'07;345
1874;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol voltijd;Suriname;2007/'08;356
1875;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol voltijd;Suriname;2008/'09;272
1876;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol voltijd;Suriname;2009/'10;314
1877;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol voltijd;Suriname;2010/'11;275
1878;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol voltijd;Suriname;2011/'12;338
1879;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol voltijd;Suriname;2012/'13;360
1880;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol voltijd;Suriname;2013/'14;350
1881;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol voltijd;Suriname;2014/'15;308
1882;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol voltijd;Suriname;2015/'16;299
1883;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol voltijd;Suriname;2016/'17;284
1884;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol voltijd;Suriname;2017/'18;257
1885;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol voltijd;Suriname;2018/'19;277
1886;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol voltijd;Suriname;2019/'20;287
1887;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol voltijd;Suriname;2020/'21;258
1888;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol voltijd;(voormalige) Nederlandse Antillen, Aruba;2005/'06;287
1889;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol voltijd;(voormalige) Nederlandse Antillen, Aruba;2006/'07;308
1890;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol voltijd;(voormalige) Nederlandse Antillen, Aruba;2007/'08;303
1891;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol voltijd;(voormalige) Nederlandse Antillen, Aruba;2008/'09;258
1892;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol voltijd;(voormalige) Nederlandse Antillen, Aruba;2009/'10;260
1893;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol voltijd;(voormalige) Nederlandse Antillen, Aruba;2010/'11;293
1894;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol voltijd;(voormalige) Nederlandse Antillen, Aruba;2011/'12;364
1895;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol voltijd;(voormalige) Nederlandse Antillen, Aruba;2012/'13;454
1896;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol voltijd;(voormalige) Nederlandse Antillen, Aruba;2013/'14;423
1897;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol voltijd;(voormalige) Nederlandse Antillen, Aruba;2014/'15;436
1898;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol voltijd;(voormalige) Nederlandse Antillen, Aruba;2015/'16;391
1899;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol voltijd;(voormalige) Nederlandse Antillen, Aruba;2016/'17;349
1900;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol voltijd;(voormalige) Nederlandse Antillen, Aruba;2017/'18;357
1901;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol voltijd;(voormalige) Nederlandse Antillen, Aruba;2018/'19;368
1902;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol voltijd;(voormalige) Nederlandse Antillen, Aruba;2019/'20;387
1903;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol voltijd;(voormalige) Nederlandse Antillen, Aruba;2020/'21;406
1904;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol voltijd;Overige niet-westerse migratieachterg...;2005/'06;1461
1905;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol voltijd;Overige niet-westerse migratieachterg...;2006/'07;1296
1906;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol voltijd;Overige niet-westerse migratieachterg...;2007/'08;1165
1907;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol voltijd;Overige niet-westerse migratieachterg...;2008/'09;964
1908;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol voltijd;Overige niet-westerse migratieachterg...;2009/'10;1021
1909;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol voltijd;Overige niet-westerse migratieachterg...;2010/'11;1121
1910;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol voltijd;Overige niet-westerse migratieachterg...;2011/'12;1327
1911;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol voltijd;Overige niet-westerse migratieachterg...;2012/'13;1724
1912;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol voltijd;Overige niet-westerse migratieachterg...;2013/'14;1720
1913;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol voltijd;Overige niet-westerse migratieachterg...;2014/'15;1569
1914;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol voltijd;Overige niet-westerse migratieachterg...;2015/'16;1599
1915;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol voltijd;Overige niet-westerse migratieachterg...;2016/'17;1935
1916;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol voltijd;Overige niet-westerse migratieachterg...;2017/'18;2844
1917;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol voltijd;Overige niet-westerse migratieachterg...;2018/'19;3884
1918;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol voltijd;Overige niet-westerse migratieachterg...;2019/'20;3994
1919;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol voltijd;Overige niet-westerse migratieachterg...;2020/'21;3707
1920;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol voltijd;Onbekende migratieachtergrond;2005/'06;13
1921;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol voltijd;Onbekende migratieachtergrond;2006/'07;16
1922;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol voltijd;Onbekende migratieachtergrond;2007/'08;14
1923;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol voltijd;Onbekende migratieachtergrond;2008/'09;8
1924;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol voltijd;Onbekende migratieachtergrond;2009/'10;7
1925;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol voltijd;Onbekende migratieachtergrond;2010/'11;11
1926;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol voltijd;Onbekende migratieachtergrond;2011/'12;8
1927;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol voltijd;Onbekende migratieachtergrond;2012/'13;18
1928;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol voltijd;Onbekende migratieachtergrond;2013/'14;19
1929;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol voltijd;Onbekende migratieachtergrond;2014/'15;11
1930;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol voltijd;Onbekende migratieachtergrond;2015/'16;13
1931;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol voltijd;Onbekende migratieachtergrond;2016/'17;14
1932;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol voltijd;Onbekende migratieachtergrond;2017/'18;9
1933;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol voltijd;Onbekende migratieachtergrond;2018/'19;16
1934;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol voltijd;Onbekende migratieachtergrond;2019/'20;15
1935;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol voltijd;Onbekende migratieachtergrond;2020/'21;5
1936;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Totaal;2005/'06;568
1937;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Totaal;2006/'07;591
1938;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Totaal;2007/'08;457
1939;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Totaal;2008/'09;581
1940;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Totaal;2009/'10;446
1941;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Totaal;2010/'11;389
1942;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Totaal;2011/'12;333
1943;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Totaal;2012/'13;159
1944;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Totaal;2013/'14;133
1945;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Totaal;2014/'15;23
1946;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Totaal;2015/'16;10
1947;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Totaal;2016/'17;0
1948;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Totaal;2017/'18;0
1949;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Totaal;2018/'19;0
1950;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Totaal;2019/'20;0
1951;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Totaal;2020/'21;0
1952;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Nederlandse achtergrond;2005/'06;111
1953;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Nederlandse achtergrond;2006/'07;138
1954;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Nederlandse achtergrond;2007/'08;93
1955;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Nederlandse achtergrond;2008/'09;149
1956;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Nederlandse achtergrond;2009/'10;108
1957;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Nederlandse achtergrond;2010/'11;110
1958;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Nederlandse achtergrond;2011/'12;88
1959;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Nederlandse achtergrond;2012/'13;48
1960;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Nederlandse achtergrond;2013/'14;55
1961;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Nederlandse achtergrond;2014/'15;14
1962;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Nederlandse achtergrond;2015/'16;6
1963;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Nederlandse achtergrond;2016/'17;0
1964;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Nederlandse achtergrond;2017/'18;0
1965;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Nederlandse achtergrond;2018/'19;0
1966;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Nederlandse achtergrond;2019/'20;0
1967;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Nederlandse achtergrond;2020/'21;0
1968;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Met migratieachtergrond;2005/'06;455
1969;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Met migratieachtergrond;2006/'07;452
1970;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Met migratieachtergrond;2007/'08;364
1971;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Met migratieachtergrond;2008/'09;429
1972;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Met migratieachtergrond;2009/'10;335
1973;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Met migratieachtergrond;2010/'11;279
1974;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Met migratieachtergrond;2011/'12;245
1975;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Met migratieachtergrond;2012/'13;111
1976;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Met migratieachtergrond;2013/'14;77
1977;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Met migratieachtergrond;2014/'15;9
1978;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Met migratieachtergrond;2015/'16;4
1979;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Met migratieachtergrond;2016/'17;0
1980;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Met migratieachtergrond;2017/'18;0
1981;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Met migratieachtergrond;2018/'19;0
1982;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Met migratieachtergrond;2019/'20;0
1983;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Met migratieachtergrond;2020/'21;0
1984;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Westerse migratieachtergrond;2005/'06;65
1985;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Westerse migratieachtergrond;2006/'07;62
1986;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Westerse migratieachtergrond;2007/'08;38
1987;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Westerse migratieachtergrond;2008/'09;65
1988;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Westerse migratieachtergrond;2009/'10;52
1989;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Westerse migratieachtergrond;2010/'11;38
1990;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Westerse migratieachtergrond;2011/'12;40
1991;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Westerse migratieachtergrond;2012/'13;18
1992;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Westerse migratieachtergrond;2013/'14;12
1993;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Westerse migratieachtergrond;2014/'15;5
1994;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Westerse migratieachtergrond;2015/'16;1
1995;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Westerse migratieachtergrond;2016/'17;0
1996;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Westerse migratieachtergrond;2017/'18;0
1997;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Westerse migratieachtergrond;2018/'19;0
1998;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Westerse migratieachtergrond;2019/'20;0
1999;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Westerse migratieachtergrond;2020/'21;0
2000;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Niet-westerse migratieachtergrond;2005/'06;390
2001;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Niet-westerse migratieachtergrond;2006/'07;390
2002;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Niet-westerse migratieachtergrond;2007/'08;326
2003;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Niet-westerse migratieachtergrond;2008/'09;364
2004;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Niet-westerse migratieachtergrond;2009/'10;283
2005;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Niet-westerse migratieachtergrond;2010/'11;241
2006;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Niet-westerse migratieachtergrond;2011/'12;205
2007;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Niet-westerse migratieachtergrond;2012/'13;93
2008;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Niet-westerse migratieachtergrond;2013/'14;65
2009;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Niet-westerse migratieachtergrond;2014/'15;4
2010;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Niet-westerse migratieachtergrond;2015/'16;3
2011;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Niet-westerse migratieachtergrond;2016/'17;0
2012;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Niet-westerse migratieachtergrond;2017/'18;0
2013;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Niet-westerse migratieachtergrond;2018/'19;0
2014;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Niet-westerse migratieachtergrond;2019/'20;0
2015;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Niet-westerse migratieachtergrond;2020/'21;0
2016;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Turkije;2005/'06;57
2017;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Turkije;2006/'07;61
2018;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Turkije;2007/'08;39
2019;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Turkije;2008/'09;53
2020;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Turkije;2009/'10;32
2021;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Turkije;2010/'11;23
2022;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Turkije;2011/'12;20
2023;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Turkije;2012/'13;7
2024;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Turkije;2013/'14;10
2025;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Turkije;2014/'15;1
2026;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Turkije;2015/'16;0
2027;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Turkije;2016/'17;0
2028;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Turkije;2017/'18;0
2029;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Turkije;2018/'19;0
2030;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Turkije;2019/'20;0
2031;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Turkije;2020/'21;0
2032;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Marokko;2005/'06;63
2033;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Marokko;2006/'07;58
2034;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Marokko;2007/'08;40
2035;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Marokko;2008/'09;51
2036;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Marokko;2009/'10;37
2037;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Marokko;2010/'11;23
2038;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Marokko;2011/'12;31
2039;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Marokko;2012/'13;20
2040;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Marokko;2013/'14;8
2041;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Marokko;2014/'15;1
2042;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Marokko;2015/'16;1
2043;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Marokko;2016/'17;0
2044;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Marokko;2017/'18;0
2045;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Marokko;2018/'19;0
2046;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Marokko;2019/'20;0
2047;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Marokko;2020/'21;0
2048;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Suriname;2005/'06;31
2049;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Suriname;2006/'07;25
2050;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Suriname;2007/'08;35
2051;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Suriname;2008/'09;32
2052;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Suriname;2009/'10;13
2053;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Suriname;2010/'11;9
2054;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Suriname;2011/'12;20
2055;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Suriname;2012/'13;5
2056;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Suriname;2013/'14;8
2057;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Suriname;2014/'15;0
2058;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Suriname;2015/'16;0
2059;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Suriname;2016/'17;0
2060;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Suriname;2017/'18;0
2061;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Suriname;2018/'19;0
2062;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Suriname;2019/'20;0
2063;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Suriname;2020/'21;0
2064;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;(voormalige) Nederlandse Antillen, Aruba;2005/'06;39
2065;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;(voormalige) Nederlandse Antillen, Aruba;2006/'07;28
2066;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;(voormalige) Nederlandse Antillen, Aruba;2007/'08;17
2067;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;(voormalige) Nederlandse Antillen, Aruba;2008/'09;27
2068;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;(voormalige) Nederlandse Antillen, Aruba;2009/'10;12
2069;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;(voormalige) Nederlandse Antillen, Aruba;2010/'11;12
2070;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;(voormalige) Nederlandse Antillen, Aruba;2011/'12;11
2071;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;(voormalige) Nederlandse Antillen, Aruba;2012/'13;5
2072;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;(voormalige) Nederlandse Antillen, Aruba;2013/'14;6
2073;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;(voormalige) Nederlandse Antillen, Aruba;2014/'15;0
2074;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;(voormalige) Nederlandse Antillen, Aruba;2015/'16;1
2075;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;(voormalige) Nederlandse Antillen, Aruba;2016/'17;0
2076;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;(voormalige) Nederlandse Antillen, Aruba;2017/'18;0
2077;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;(voormalige) Nederlandse Antillen, Aruba;2018/'19;0
2078;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;(voormalige) Nederlandse Antillen, Aruba;2019/'20;0
2079;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;(voormalige) Nederlandse Antillen, Aruba;2020/'21;0
2080;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Overige niet-westerse migratieachterg...;2005/'06;200
2081;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Overige niet-westerse migratieachterg...;2006/'07;218
2082;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Overige niet-westerse migratieachterg...;2007/'08;195
2083;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Overige niet-westerse migratieachterg...;2008/'09;201
2084;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Overige niet-westerse migratieachterg...;2009/'10;189
2085;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Overige niet-westerse migratieachterg...;2010/'11;174
2086;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Overige niet-westerse migratieachterg...;2011/'12;123
2087;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Overige niet-westerse migratieachterg...;2012/'13;56
2088;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Overige niet-westerse migratieachterg...;2013/'14;33
2089;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Overige niet-westerse migratieachterg...;2014/'15;2
2090;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Overige niet-westerse migratieachterg...;2015/'16;1
2091;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Overige niet-westerse migratieachterg...;2016/'17;0
2092;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Overige niet-westerse migratieachterg...;2017/'18;0
2093;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Overige niet-westerse migratieachterg...;2018/'19;0
2094;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Overige niet-westerse migratieachterg...;2019/'20;0
2095;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Overige niet-westerse migratieachterg...;2020/'21;0
2096;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Onbekende migratieachtergrond;2005/'06;2
2097;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Onbekende migratieachtergrond;2006/'07;1
2098;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Onbekende migratieachtergrond;2007/'08;0
2099;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Onbekende migratieachtergrond;2008/'09;3
2100;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Onbekende migratieachtergrond;2009/'10;3
2101;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Onbekende migratieachtergrond;2010/'11;0
2102;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Onbekende migratieachtergrond;2011/'12;0
2103;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Onbekende migratieachtergrond;2012/'13;0
2104;Totaal mannen en vrouwen;Mbo-entreeopleiding;Bol deeltijd;Onbekende migratieachtergrond;2013/'14;1
