ID;TotaalHerkomstgroeperingen;Leeftijdsgroepen;Geslacht;Perioden;Vermogensmisdrijven_1;VernielingEnOpenbareOrde_2;Geweldsmisdrijven_3;Verkeersmisdrijven_4;OverigeMisdrijven_5;Firstoffender_6;Meerpleger_7;Veelpleger_8;EnkelsoortigeVerdachte_9;TweesoortigeVerdachte_10;MeersoortigeVerdachte_11;Vermogensmisdrijven_12;VernielingEnOpenbareOrde_13;Geweldsmisdrijven_14;Verkeersmisdrijven_15;OverigeMisdrijven_16;Firstoffender_17;Meerpleger_18;Veelpleger_19;EnkelsoortigeVerdachte_20;TweesoortigeVerdachte_21;MeersoortigeVerdachte_22
866;China;12 tot 18 jaar;Totaal mannen en vrouwen;2001;;;;;;77.8;;;100.0;;;;;;;;77.6;;;100.0;;
867;China;12 tot 18 jaar;Totaal mannen en vrouwen;2002;80.0;;;;;55.0;;;75.0;;;80.4;;;;;55.1;;;74.8;;
868;China;12 tot 18 jaar;Totaal mannen en vrouwen;2003;;;;;;85.7;;;92.9;;;;;;;;86.1;;;93.1;;
869;China;12 tot 18 jaar;Totaal mannen en vrouwen;2004;;;;;;84.6;;;100.0;;;;;;;;85.3;;;100.0;;
870;China;12 tot 18 jaar;Totaal mannen en vrouwen;2005;;;;;;;;;92.3;;;;;;;;;;;92.3;;
871;China;12 tot 18 jaar;Totaal mannen en vrouwen;2006*;;;;;;;;;;;;;;;;;;;;;;
872;China;12 tot 18 jaar;Mannen;1999;52.6;;;;;57.9;;;94.7;;;52.6;;;;;57.9;;;94.7;;
873;China;12 tot 18 jaar;Mannen;2000;;;;;;;;;;;;;;;;;;;;;;
874;China;12 tot 18 jaar;Mannen;2001;;;;;;78.6;;;100.0;;;;;;;;78.6;;;100.0;;
875;China;12 tot 18 jaar;Mannen;2002;76.9;;;;;;;;76.9;;;76.9;;;;;;;;76.9;;
876;China;12 tot 18 jaar;Mannen;2003;;;;;;;;;90.9;;;;;;;;;;;90.9;;
877;China;12 tot 18 jaar;Mannen;2004;;;;;;;;;100.0;;;;;;;;;;;100.0;;
878;China;12 tot 18 jaar;Mannen;2005;;;;;;;;;92.3;;;;;;;;;;;92.3;;
879;China;12 tot 18 jaar;Mannen;2006*;;;;;;;;;;;;;;;;;;;;;;
880;China;12 tot 18 jaar;Vrouwen;1999;;;;;;;;;;;;;;;;;;;;;;
881;China;12 tot 18 jaar;Vrouwen;2000;;;;;;;;;;;;;;;;;;;;;;
882;China;12 tot 18 jaar;Vrouwen;2001;;;;;;;;;;;;;;;;;;;;;;
883;China;12 tot 18 jaar;Vrouwen;2002;;;;;;;;;;;;;;;;;;;;;;
884;China;12 tot 18 jaar;Vrouwen;2003;;;;;;;;;;;;;;;;;;;;;;
885;China;12 tot 18 jaar;Vrouwen;2004;;;;;;;;;;;;;;;;;;;;;;
886;China;12 tot 18 jaar;Vrouwen;2005;;;;;;;;;;;;;;;;;;;;;;
887;China;12 tot 18 jaar;Vrouwen;2006*;;;;;;;;;;;;;;;;;;;;;;
888;China;18 tot 25 jaar;Totaal mannen en vrouwen;1999;64.0;;;;;68.0;;;96.0;;;64.3;;;;;68.1;;;96.0;;
889;China;18 tot 25 jaar;Totaal mannen en vrouwen;2000;45.5;;29.5;;;68.2;31.8;;93.2;;;46.0;;29.2;;;68.3;31.7;;93.2;;
890;China;18 tot 25 jaar;Totaal mannen en vrouwen;2001;45.3;;26.4;;;69.8;30.2;;90.6;;;45.5;;26.3;;;69.9;30.1;;90.6;;
891;China;18 tot 25 jaar;Totaal mannen en vrouwen;2002;48.2;;20.0;15.3;14.1;75.3;23.5;;98.8;;;47.9;;20.1;15.4;14.2;75.2;23.6;;98.8;;
892;China;18 tot 25 jaar;Totaal mannen en vrouwen;2003;57.6;;21.2;;;71.8;25.9;;96.5;;;57.0;;21.6;;;71.7;25.9;;96.5;;
893;China;18 tot 25 jaar;Totaal mannen en vrouwen;2004;46.1;;24.7;16.9;11.2;68.5;31.5;;92.1;;;45.2;;25.1;17.0;11.5;67.9;32.1;;92.0;;
894;China;18 tot 25 jaar;Totaal mannen en vrouwen;2005;54.0;17.2;14.9;14.9;;78.2;21.8;;93.1;;;53.1;17.6;15.2;15.7;;77.7;22.3;;92.7;;
895;China;18 tot 25 jaar;Totaal mannen en vrouwen;2006*;44.0;;21.3;25.3;;66.7;33.3;;94.7;;;42.6;;21.7;26.4;;65.9;34.1;;94.6;;
896;China;18 tot 25 jaar;Mannen;1999;;;;;;64.7;;;94.1;;;;;;;;64.7;;;94.1;;
897;China;18 tot 25 jaar;Mannen;2000;;;40.6;;;65.6;34.4;;93.8;;;;;40.6;;;65.6;34.4;;93.8;;
898;China;18 tot 25 jaar;Mannen;2001;29.7;;32.4;;;64.9;35.1;;86.5;;;29.7;;32.4;;;64.9;35.1;;86.5;;
899;China;18 tot 25 jaar;Mannen;2002;27.8;;27.8;22.2;18.5;70.4;27.8;;98.1;;;27.8;;27.8;22.2;18.5;70.4;27.8;;98.1;;
900;China;18 tot 25 jaar;Mannen;2003;41.8;;32.7;;;70.9;25.5;;96.4;;;41.8;;32.7;;;70.9;25.5;;96.4;;
901;China;18 tot 25 jaar;Mannen;2004;35.0;;30.0;18.3;;60.0;40.0;;90.0;;;35.0;;30.0;18.3;;60.0;40.0;;90.0;;
902;China;18 tot 25 jaar;Mannen;2005;44.6;21.4;17.9;23.2;;73.2;26.8;;89.3;;;44.6;21.4;17.9;23.2;;73.2;26.8;;89.3;;
903;China;18 tot 25 jaar;Mannen;2006*;32.1;;24.5;34.0;;60.4;39.6;;94.3;;;32.1;;24.5;34.0;;60.4;39.6;;94.3;;
904;China;18 tot 25 jaar;Vrouwen;1999;;;;;;;;;;;;;;;;;;;;;;
905;China;18 tot 25 jaar;Vrouwen;2000;91.7;;;;;;;;91.7;;;91.7;;;;;;;;91.7;;
906;China;18 tot 25 jaar;Vrouwen;2001;81.3;;;;;81.3;;;100.0;;;81.3;;;;;81.3;;;100.0;;
907;China;18 tot 25 jaar;Vrouwen;2002;83.9;;;;;83.9;;;100.0;;;83.9;;;;;83.9;;;100.0;;
908;China;18 tot 25 jaar;Vrouwen;2003;86.7;;;;;73.3;;;96.7;;;86.7;;;;;73.3;;;96.7;;
909;China;18 tot 25 jaar;Vrouwen;2004;69.0;;;;;86.2;;;96.6;;;69.0;;;;;86.2;;;96.6;;
910;China;18 tot 25 jaar;Vrouwen;2005;71.0;;;;;87.1;;;100.0;;;71.0;;;;;87.1;;;100.0;;
911;China;18 tot 25 jaar;Vrouwen;2006*;72.7;;;;;81.8;;;95.5;;;72.7;;;;;81.8;;;95.5;;
912;China;25 tot 45 jaar;Totaal mannen en vrouwen;1999;43.2;;13.7;31.6;13.7;67.4;31.6;;93.7;;;40.5;;14.1;33.6;14.3;67.0;31.9;;93.3;;
913;China;25 tot 45 jaar;Totaal mannen en vrouwen;2000;43.0;14.0;11.0;26.0;15.0;64.0;35.0;;92.0;;;40.6;14.4;12.0;27.5;15.0;63.8;35.1;;91.6;;
914;China;25 tot 45 jaar;Totaal mannen en vrouwen;2001;38.2;;10.9;23.6;27.3;66.4;33.6;;93.6;;;36.5;;11.9;25.2;26.4;65.2;34.8;;93.6;;
915;China;25 tot 45 jaar;Totaal mannen en vrouwen;2002;36.2;7.1;18.4;24.8;19.9;65.2;34.0;;93.6;;;34.1;7.2;18.8;27.1;19.6;65.3;33.9;;93.2;;
916;China;25 tot 45 jaar;Totaal mannen en vrouwen;2003;39.0;;14.9;27.7;17.7;62.4;37.6;;95.0;;;37.3;;15.8;28.9;17.4;61.4;38.6;;94.7;;
917;China;25 tot 45 jaar;Totaal mannen en vrouwen;2004;26.9;10.3;18.6;31.4;21.2;66.0;33.3;;91.7;8.3;;25.4;10.4;19.4;32.3;21.0;64.5;34.8;;91.5;8.5;
918;China;25 tot 45 jaar;Totaal mannen en vrouwen;2005;32.7;14.5;21.2;23.0;19.4;61.2;38.8;;89.7;9.7;;30.4;15.0;22.2;24.6;19.3;60.2;39.8;;89.2;10.1;
919;China;25 tot 45 jaar;Totaal mannen en vrouwen;2006*;26.1;9.5;20.1;31.7;21.1;64.8;34.7;;91.5;8.5;;25.0;9.7;21.0;32.3;20.9;63.7;35.8;;91.0;9.0;
920;China;25 tot 45 jaar;Mannen;1999;27.5;;15.9;43.5;17.4;65.2;33.3;;91.3;;;27.5;;15.9;43.5;17.4;65.2;33.3;;91.3;;
921;China;25 tot 45 jaar;Mannen;2000;29.9;16.4;16.4;34.3;14.9;62.7;35.8;;89.6;;;29.9;16.4;16.4;34.3;14.9;62.7;35.8;;89.6;;
922;China;25 tot 45 jaar;Mannen;2001;29.3;;16.0;32.0;22.7;60.0;40.0;;93.3;;;29.3;;16.0;32.0;22.7;60.0;40.0;;93.3;;
923;China;25 tot 45 jaar;Mannen;2002;24.7;;20.4;37.6;18.3;65.6;33.3;;91.4;;;24.7;;20.4;37.6;18.3;65.6;33.3;;91.4;;
924;China;25 tot 45 jaar;Mannen;2003;30.8;;19.2;33.7;16.3;57.7;42.3;;93.3;;;30.8;;19.2;33.7;16.3;57.7;42.3;;93.3;;
925;China;25 tot 45 jaar;Mannen;2004;19.6;10.7;22.3;35.7;20.5;58.9;40.2;;91.1;8.9;;19.6;10.7;22.3;35.7;20.5;58.9;40.2;;91.1;8.9;
926;China;25 tot 45 jaar;Mannen;2005;21.4;17.0;25.9;30.4;18.8;56.3;43.8;;87.5;11.6;;21.4;17.0;25.9;30.4;18.8;56.2;43.7;;87.5;11.6;
927;China;25 tot 45 jaar;Mannen;2006*;20.8;10.4;24.3;34.7;20.1;59.7;39.6;;89.6;10.4;;20.8;10.4;24.3;34.7;20.1;59.7;39.6;;89.6;10.4;
928;China;25 tot 45 jaar;Vrouwen;1999;84.6;;;;;73.1;;;100.0;;;84.6;;;;;73.1;;;100.0;;
929;China;25 tot 45 jaar;Vrouwen;2000;69.7;;;;;66.7;33.3;;97.0;;;69.7;;;;;66.7;33.3;;97.0;;
930;China;25 tot 45 jaar;Vrouwen;2001;57.1;;;;37.1;80.0;;;94.3;;;57.1;;;;37.1;80.0;;;94.3;;
931;China;25 tot 45 jaar;Vrouwen;2002;58.3;;;;22.9;64.6;35.4;;97.9;;;58.3;;;;22.9;64.6;35.4;;97.9;;
932;China;25 tot 45 jaar;Vrouwen;2003;62.2;;;;;75.7;;;100.0;;;62.2;;;;;75.7;;;100.0;;
933;China;25 tot 45 jaar;Vrouwen;2004;45.5;;;;22.7;84.1;;;93.2;;;45.5;;;;22.7;84.1;;;93.2;;
934;China;25 tot 45 jaar;Vrouwen;2005;56.6;;;;20.8;71.7;28.3;;94.3;;;56.6;;;;20.8;71.7;28.3;;94.3;;
935;China;25 tot 45 jaar;Vrouwen;2006*;40.0;;;23.6;23.6;78.2;21.8;;96.4;;;40.0;;;23.6;23.6;78.2;21.8;;96.4;;
936;China;45 tot 80 jaar;Totaal mannen en vrouwen;1999;;;;;;73.7;;;94.7;;;;;;;;72.0;;;95.0;;
937;China;45 tot 80 jaar;Totaal mannen en vrouwen;2000;58.3;;;;;62.5;;;95.8;;;59.0;;;;;62.2;;;96.0;;
938;China;45 tot 80 jaar;Totaal mannen en vrouwen;2001;32.4;;;;;79.4;;;97.1;;;33.7;;;;;79.5;;;96.7;;
939;China;45 tot 80 jaar;Totaal mannen en vrouwen;2002;34.9;;;37.2;;65.1;32.6;;95.3;;;35.3;;;36.4;;65.5;32.2;;95.4;;
940;China;45 tot 80 jaar;Totaal mannen en vrouwen;2003;36.5;;19.2;28.8;;59.6;36.5;;92.3;;;37.0;;19.0;28.4;;60.0;36.2;;92.5;;
941;China;45 tot 80 jaar;Totaal mannen en vrouwen;2004;26.1;;;34.8;24.6;65.2;33.3;;98.6;;;26.5;;;34.6;24.5;65.6;33.0;;98.6;;
942;China;45 tot 80 jaar;Totaal mannen en vrouwen;2005;32.3;;16.9;26.2;23.1;67.7;30.8;;89.2;;;32.7;;16.8;25.9;23.2;67.8;30.7;;89.0;;
943;China;45 tot 80 jaar;Totaal mannen en vrouwen;2006*;36.0;;24.0;20.0;18.7;66.7;29.3;;92.0;;;36.2;;23.9;19.9;18.7;66.7;29.3;;92.0;;
944;China;45 tot 80 jaar;Mannen;1999;;;;;;85.7;;;92.9;;;;;;;;85.7;;;92.9;;
945;China;45 tot 80 jaar;Mannen;2000;;;;;;64.7;;;94.1;;;;;;;;64.7;;;94.1;;
946;China;45 tot 80 jaar;Mannen;2001;;;;;;78.6;;;100.0;;;;;;;;78.6;;;100.0;;
947;China;45 tot 80 jaar;Mannen;2002;30.6;;;44.4;;61.1;36.1;;94.4;;;30.6;;;44.4;;61.1;36.1;;94.4;;
948;China;45 tot 80 jaar;Mannen;2003;31.0;;;33.3;;54.8;40.5;;90.5;;;31.0;;;33.3;;54.8;40.5;;90.5;;
949;China;45 tot 80 jaar;Mannen;2004;20.7;;;37.9;25.9;60.3;37.9;;98.3;;;20.7;;;37.9;25.9;60.3;37.9;;98.3;;
950;China;45 tot 80 jaar;Mannen;2005;21.3;;;34.0;;66.0;31.9;;95.7;;;21.3;;;34.0;;66.0;31.9;;95.7;;
951;China;45 tot 80 jaar;Mannen;2006*;24.5;;28.3;26.4;18.9;62.3;32.1;;94.3;;;24.5;;28.3;26.4;18.9;62.3;32.1;;94.3;;
952;China;45 tot 80 jaar;Vrouwen;1999;;;;;;;;;;;;;;;;;;;;;;
953;China;45 tot 80 jaar;Vrouwen;2000;;;;;;;;;;;;;;;;;;;;;;
954;China;45 tot 80 jaar;Vrouwen;2001;;;;;;;;;;;;;;;;;;;;;;
955;China;45 tot 80 jaar;Vrouwen;2002;;;;;;;;;;;;;;;;;;;;;;
956;China;45 tot 80 jaar;Vrouwen;2003;;;;;;;;;100.0;;;;;;;;;;;100.0;;
957;China;45 tot 80 jaar;Vrouwen;2004;;;;;;90.9;;;100.0;;;;;;;;90.9;;;100.0;;
958;China;45 tot 80 jaar;Vrouwen;2005;61.1;;;;;72.2;;;72.2;;;61.1;;;;;72.2;;;72.2;;
959;China;45 tot 80 jaar;Vrouwen;2006*;63.6;;;;;77.3;;;86.4;;;63.6;;;;;77.3;;;86.4;;
960;China;12 tot 80 jaar;Totaal mannen en vrouwen;1999;46.6;7.5;15.5;26.1;11.2;67.1;31.7;;94.4;;;44.1;7.0;15.3;27.6;12.9;67.1;31.3;;94.3;;
961;China;12 tot 80 jaar;Totaal mannen en vrouwen;2000;45.3;9.4;17.7;21.0;14.4;65.7;33.7;;92.8;6.6;;45.7;9.5;16.5;21.6;14.5;65.2;34.2;;92.8;6.6;
962;China;12 tot 80 jaar;Totaal mannen en vrouwen;2001;39.5;10.7;17.7;18.6;20.5;70.2;28.8;;94.0;5.1;;37.8;10.1;16.3;20.6;21.3;70.9;27.5;;94.6;4.7;
963;China;12 tot 80 jaar;Totaal mannen en vrouwen;2002;42.6;6.9;17.0;22.8;16.6;67.5;31.5;;94.1;5.9;;40.6;7.7;15.2;26.7;16.8;65.8;33.0;;92.9;7.1;
964;China;12 tot 80 jaar;Totaal mannen en vrouwen;2003;44.5;8.6;18.5;19.9;14.0;65.8;32.9;;94.9;4.8;;40.6;9.4;19.3;23.5;13.7;64.3;34.1;;94.0;5.7;
965;China;12 tot 80 jaar;Totaal mannen en vrouwen;2004;33.0;9.2;18.7;26.9;18.7;67.3;32.1;;93.6;6.4;;30.6;8.8;16.5;28.7;20.2;67.3;31.9;;95.2;4.8;
966;China;12 tot 80 jaar;Totaal mannen en vrouwen;2005;37.9;14.8;20.6;20.6;16.1;67.3;32.4;;90.6;8.8;;32.8;14.3;24.5;21.5;17.4;65.8;33.6;;89.8;9.8;
967;China;12 tot 80 jaar;Totaal mannen en vrouwen;2006*;32.7;9.8;21.5;27.1;16.8;65.4;33.5;;92.5;7.3;;33.5;9.8;23.1;24.3;16.9;64.6;33.6;;92.4;7.5;
968;China;12 tot 80 jaar;Mannen;1999;32.8;8.4;19.3;35.3;13.4;66.4;31.9;;92.4;;;31.0;7.7;19.0;36.6;14.9;67.8;30.1;;92.4;;
969;China;12 tot 80 jaar;Mannen;2000;32.0;10.4;24.0;26.4;16.0;64.0;35.2;;92.0;;;34.1;11.0;20.8;26.5;16.4;63.9;35.3;;92.0;;
970;China;12 tot 80 jaar;Mannen;2001;27.9;13.6;22.7;24.0;19.5;66.2;32.5;;93.5;;;26.9;12.4;19.8;26.1;20.7;67.7;30.1;;95.0;;
971;China;12 tot 80 jaar;Mannen;2002;30.1;8.2;19.4;32.7;16.8;65.3;33.2;;92.9;7.1;;31.0;8.8;16.1;35.7;16.4;63.8;34.6;;92.1;7.9;
972;China;12 tot 80 jaar;Mannen;2003;34.4;9.0;24.5;24.5;14.6;61.8;36.3;;93.4;6.1;;33.2;8.7;23.6;27.9;14.7;60.1;37.9;;92.4;7.2;
973;China;12 tot 80 jaar;Mannen;2004;24.6;10.4;21.7;30.4;20.0;60.4;38.8;;92.9;7.1;;23.2;10.0;18.6;32.0;21.4;61.5;37.4;;94.8;5.2;
974;China;12 tot 80 jaar;Mannen;2005;27.2;16.7;25.0;27.6;14.5;63.2;36.4;;89.9;9.2;;23.7;14.9;29.0;26.7;15.0;63.2;36.1;;91.3;8.1;
975;China;12 tot 80 jaar;Mannen;2006*;24.5;10.1;25.7;31.9;16.0;59.9;38.5;;91.8;8.2;;25.0;9.7;27.3;28.8;16.6;59.4;38.1;;92.6;7.4;
976;China;12 tot 80 jaar;Vrouwen;1999;85.7;;;;;69.0;31.0;;100.0;;;84.3;;;;;64.9;35.1;;100.0;;
977;China;12 tot 80 jaar;Vrouwen;2000;75.0;;;;;69.6;30.4;;94.6;;;74.1;;;;;68.5;31.5;;94.9;;
978;China;12 tot 80 jaar;Vrouwen;2001;68.9;;;;23.0;80.3;19.7;;95.1;;;70.8;;;;23.1;80.5;19.5;;93.2;;
979;China;12 tot 80 jaar;Vrouwen;2002;68.8;;11.8;;16.1;72.0;28.0;;96.8;;;66.3;;13.0;;18.0;71.1;28.9;;95.2;;
980;China;12 tot 80 jaar;Vrouwen;2003;71.3;;;;12.5;76.3;23.8;;98.8;;;66.0;;;;10.2;79.0;21.0;;99.4;;
981;China;12 tot 80 jaar;Vrouwen;2004;56.3;;;17.2;14.9;86.2;13.8;;95.4;;;58.1;;;16.4;16.0;88.5;11.5;;96.6;;
982;China;12 tot 80 jaar;Vrouwen;2005;61.8;10.8;10.8;;19.6;76.5;23.5;;92.2;;;60.5;12.7;11.0;;24.9;74.0;26.0;;85.2;;
983;China;12 tot 80 jaar;Vrouwen;2006*;53.5;;10.9;14.9;18.8;79.2;20.8;;94.1;;;58.6;;11.0;11.1;18.0;79.7;20.3;;91.8;;
984;China;12 tot 25 jaar;Totaal mannen en vrouwen;1999;59.6;;21.3;;;63.8;36.2;;95.7;;;59.3;;21.9;;;63.4;36.6;;95.8;;
985;China;12 tot 25 jaar;Totaal mannen en vrouwen;2000;43.9;;33.3;;;70.2;29.8;;93.0;;;44.3;;34.1;;;71.4;28.6;;92.6;;
986;China;12 tot 25 jaar;Totaal mannen en vrouwen;2001;45.1;15.5;31.0;;;71.8;28.2;;93.0;;;46.2;14.5;32.4;;;72.8;27.2;;94.2;;
987;China;12 tot 25 jaar;Totaal mannen en vrouwen;2002;54.3;;19.0;14.3;11.4;71.4;27.6;;94.3;;;61.0;;18.0;13.3;8.4;67.1;32.2;;89.1;;
988;China;12 tot 25 jaar;Totaal mannen en vrouwen;2003;56.6;11.1;23.2;;;73.7;24.2;;96.0;;;54.1;15.0;27.5;;;78.2;20.5;;94.9;;
989;China;12 tot 25 jaar;Totaal mannen en vrouwen;2004;47.1;9.8;24.5;14.7;10.8;70.6;29.4;;93.1;;;50.6;11.9;23.6;8.5;9.4;76.6;23.4;;96.0;;
990;China;12 tot 25 jaar;Totaal mannen en vrouwen;2005;50.0;17.0;22.0;13.0;;77.0;23.0;;93.0;;;37.5;16.5;43.3;7.5;;73.3;26.7;;92.5;;
991;China;12 tot 25 jaar;Totaal mannen en vrouwen;2006*;45.2;;22.6;22.6;;65.5;34.5;;95.2;;;49.1;;26.6;14.3;;61.8;38.2;;97.1;;
992;China;12 tot 25 jaar;Mannen;1999;50.0;;27.8;;;61.1;38.9;;94.4;;;50.3;;28.8;;;60.7;39.3;;94.5;;
993;China;12 tot 25 jaar;Mannen;2000;26.8;;43.9;;;65.9;34.1;;95.1;;;26.4;;45.0;;;65.9;34.1;;95.6;;
994;China;12 tot 25 jaar;Mannen;2001;29.4;21.6;39.2;;;68.6;31.4;;90.2;;;29.3;20.4;42.2;;;70.3;29.7;;91.8;;
995;China;12 tot 25 jaar;Mannen;2002;37.3;;25.4;19.4;14.9;67.2;31.3;;94.0;;;47.1;;22.9;16.5;11.3;63.9;35.0;;89.8;;
996;China;12 tot 25 jaar;Mannen;2003;42.4;;34.8;;;72.7;24.2;;95.5;;;43.6;;38.9;;;76.2;21.9;;93.7;;
997;China;12 tot 25 jaar;Mannen;2004;35.7;;30.0;15.7;14.3;62.9;37.1;;91.4;;;37.6;;30.0;8.9;12.4;70.3;29.7;;95.1;;
998;China;12 tot 25 jaar;Mannen;2005;40.6;20.3;27.5;18.8;;72.5;27.5;;89.9;;;31.4;17.7;49.5;8.9;;70.8;29.2;;91.1;;
999;China;12 tot 25 jaar;Mannen;2006*;33.3;;26.7;30.0;;58.3;41.7;;95.0;;;37.1;;33.0;18.3;;52.3;47.7;;97.0;;
1000;China;12 tot 25 jaar;Vrouwen;1999;90.9;;;;;;;;100.0;;;87.9;;;;;;;;100.0;;
1001;China;12 tot 25 jaar;Vrouwen;2000;87.5;;;;;81.3;;;87.5;;;85.7;;;;;84.0;;;85.7;;
1002;China;12 tot 25 jaar;Vrouwen;2001;85.0;;;;;80.0;;;100.0;;;87.7;;;;;79.1;;;100.0;;
1003;China;12 tot 25 jaar;Vrouwen;2002;84.2;;;;;78.9;;;94.7;;;84.7;;;;;72.4;;;87.8;;
1004;China;12 tot 25 jaar;Vrouwen;2003;84.8;;;;;75.8;;;97.0;;;79.4;;;;;83.0;;;97.9;;
1005;China;12 tot 25 jaar;Vrouwen;2004;71.9;;;;;87.5;;;96.9;;;83.6;;;;;92.7;;;98.2;;
1006;China;12 tot 25 jaar;Vrouwen;2005;71.0;;;;;87.1;;;100.0;;;71.0;;;;;87.1;;;100.0;;
1007;China;12 tot 25 jaar;Vrouwen;2006*;75.0;;;;;83.3;;;95.8;;;84.8;;;;;89.9;;;97.5;;
1008;Duitsland;12 tot 18 jaar;Totaal mannen en vrouwen;1999;52.3;15.4;30.8;;;66.2;30.8;;86.2;;;52.4;15.4;30.8;;;66.2;30.7;;86.1;;
1009;Duitsland;12 tot 18 jaar;Totaal mannen en vrouwen;2000;42.9;35.7;30.4;;;48.2;51.8;;80.4;17.9;;42.8;35.7;30.4;;;48.2;51.8;;80.4;17.9;
1010;Duitsland;12 tot 18 jaar;Totaal mannen en vrouwen;2001;39.6;29.2;39.6;;;62.5;33.3;;83.3;;;39.6;29.2;39.6;;;62.4;33.5;;83.2;;
1011;Duitsland;12 tot 18 jaar;Totaal mannen en vrouwen;2002;49.2;41.0;26.2;;;63.9;32.8;;75.4;18.0;;49.2;41.0;26.2;;;63.9;32.8;;75.4;18.0;
1012;Duitsland;12 tot 18 jaar;Totaal mannen en vrouwen;2003;41.1;33.9;28.6;;;62.5;33.9;;82.1;;;41.1;33.9;28.5;;;62.5;33.9;;82.1;;
1013;Duitsland;12 tot 18 jaar;Totaal mannen en vrouwen;2004;40.6;38.5;34.4;;10.4;66.7;29.2;;79.2;15.6;;40.6;38.4;34.3;;10.4;66.7;29.2;;79.2;15.6;
1014;Duitsland;12 tot 18 jaar;Totaal mannen en vrouwen;2005;33.3;40.9;38.7;;;67.7;30.1;;83.9;11.8;;33.4;40.8;38.7;;;67.8;30.1;;83.9;11.8;
1015;Duitsland;12 tot 18 jaar;Totaal mannen en vrouwen;2006*;44.0;35.7;29.8;;;64.3;34.5;;85.7;;;44.0;35.8;29.8;;;64.3;34.5;;85.7;;
1016;Duitsland;12 tot 18 jaar;Mannen;1999;54.7;;30.2;;;67.9;28.3;;84.9;;;54.7;;30.2;;;67.9;28.3;;84.9;;
1017;Duitsland;12 tot 18 jaar;Mannen;2000;39.1;39.1;28.3;;;47.8;52.2;;82.6;;;39.1;39.1;28.3;;;47.8;52.2;;82.6;;
1018;Duitsland;12 tot 18 jaar;Mannen;2001;39.0;31.7;39.0;;;58.5;39.0;;80.5;;;39.0;31.7;39.0;;;58.5;39.0;;80.5;;
1019;Duitsland;12 tot 18 jaar;Mannen;2002;46.0;44.0;28.0;;;64.0;34.0;;74.0;;;46.0;44.0;28.0;;;64.0;34.0;;74.0;;
1020;Duitsland;12 tot 18 jaar;Mannen;2003;34.1;34.1;34.1;;;58.5;36.6;;82.9;;;34.1;34.1;34.1;;;58.5;36.6;;82.9;;
1021;Duitsland;12 tot 18 jaar;Mannen;2004;39.2;45.9;36.5;;;66.2;29.7;;74.3;18.9;;39.2;45.9;36.5;;;66.2;29.7;;74.3;18.9;
1022;Duitsland;12 tot 18 jaar;Mannen;2005;26.2;46.2;43.1;;;64.6;32.3;;80.0;;;26.2;46.2;43.1;;;64.6;32.3;;80.0;;
1023;Duitsland;12 tot 18 jaar;Mannen;2006*;39.1;42.2;31.3;;;64.1;34.4;;81.3;;;39.1;42.2;31.3;;;64.1;34.4;;81.3;;
1024;Duitsland;12 tot 18 jaar;Vrouwen;1999;;;;;;;;;91.7;;;;;;;;;;;91.7;;
1025;Duitsland;12 tot 18 jaar;Vrouwen;2000;;;;;;;;;;;;;;;;;;;;;;
1026;Duitsland;12 tot 18 jaar;Vrouwen;2001;;;;;;;;;;;;;;;;;;;;;;
1027;Duitsland;12 tot 18 jaar;Vrouwen;2002;;;;;;;;;;;;;;;;;;;;;;
1028;Duitsland;12 tot 18 jaar;Vrouwen;2003;;;;;;73.3;;;80.0;;;;;;;;73.3;;;80.0;;
1029;Duitsland;12 tot 18 jaar;Vrouwen;2004;45.5;;;;;68.2;;;95.5;;;45.5;;;;;68.2;;;95.5;;
1030;Duitsland;12 tot 18 jaar;Vrouwen;2005;50.0;;;;;75.0;;;92.9;;;50.0;;;;;75.0;;;92.9;;
1031;Duitsland;12 tot 18 jaar;Vrouwen;2006*;60.0;;;;;65.0;;;100.0;;;60.0;;;;;65.0;;;100.0;;
1032;Duitsland;18 tot 25 jaar;Totaal mannen en vrouwen;1999;38.9;23.8;20.6;19.8;19.8;42.1;47.6;10.3;82.5;11.9;;38.4;23.9;21.1;20.0;19.8;41.9;47.6;10.4;82.4;11.9;
1033;Duitsland;18 tot 25 jaar;Totaal mannen en vrouwen;2000;36.3;24.8;26.5;21.2;10.6;46.0;47.8;;84.1;12.4;;35.4;25.8;26.7;21.6;10.8;45.0;48.5;;83.4;12.9;
1034;Duitsland;18 tot 25 jaar;Totaal mannen en vrouwen;2001;34.7;25.0;25.0;22.6;16.1;44.4;50.8;;79.8;17.7;;33.9;25.5;25.5;22.9;16.5;42.8;52.2;;79.1;18.4;
1035;Duitsland;18 tot 25 jaar;Totaal mannen en vrouwen;2002;31.5;19.8;23.4;30.6;20.7;44.1;50.5;;81.1;13.5;;30.1;20.6;23.4;31.9;21.0;43.0;51.2;;80.6;13.6;
1036;Duitsland;18 tot 25 jaar;Totaal mannen en vrouwen;2003;37.5;27.3;22.7;21.1;15.6;46.9;48.4;;80.5;15.6;;36.9;28.0;23.6;21.1;15.9;45.7;49.4;;79.5;16.4;
1037;Duitsland;18 tot 25 jaar;Totaal mannen en vrouwen;2004;37.1;25.8;26.5;24.2;15.9;45.5;51.5;;77.3;16.7;;37.3;26.4;25.4;25.1;16.1;44.5;52.3;;76.7;16.9;
