ID;WoonregioS;WerkregioS;Perioden;TotaalHoofdbanenVanWerknemers_1;HoofdbaanBinnenWoongemeente_2;HoofdbaanBuitenWoongemeente_3;HoofdbaanBinnenWoonCOROP_4;HoofdbaanBuitenWoonCOROP_5;HoofdbaanBinnenWoonprovincie_6;HoofdbaanBuitenWoonprovincie_7;GemiddeldeWoonwerkafstand_8
4485;Nederland exclusief buitenland;Schagen;31 december 2000;7.2;2.7;4.4;6.2;1.0;7.0;0.2;9.6
4486;Nederland exclusief buitenland;Schagen;30 september 2004;7.7;3.2;4.5;6.5;1.3;7.5;0.2;9.9
4487;Nederland exclusief buitenland;Schagen;30 september 2005;8.2;3.2;5.0;6.9;1.3;8.0;0.2;10.6
4488;Nederland exclusief buitenland;Scheemda;31 december 1998;1.8;1.1;0.7;1.6;0.2;1.8;0.1;6.8
4489;Nederland exclusief buitenland;Scheemda;31 december 2000;2.2;1.1;1.1;1.8;0.4;2.1;0.1;9.8
4490;Nederland exclusief buitenland;Scheemda;30 september 2004;2.4;1.4;1.1;2.0;0.4;2.3;0.1;9.0
4491;Nederland exclusief buitenland;Scheemda;30 september 2005;2.4;1.4;1.0;2.1;0.4;2.3;0.1;8.9
4492;Nederland exclusief buitenland;Schermer;31 december 1998;0.7;0.3;0.4;0.4;0.3;0.7;0.0;10.5
4493;Nederland exclusief buitenland;Schermer;31 december 2000;0.7;0.3;0.4;0.4;0.3;0.7;0.0;10.4
4494;Nederland exclusief buitenland;Schermer;30 september 2004;0.9;0.4;0.5;0.6;0.3;0.8;0.0;9.6
4495;Nederland exclusief buitenland;Schermer;30 september 2005;0.8;0.3;0.5;0.5;0.3;0.7;0.0;10.1
4496;Nederland exclusief buitenland;Scherpenzeel;31 december 1998;3.3;1.2;2.1;1.7;1.6;1.8;1.5;12.9
4497;Nederland exclusief buitenland;Scherpenzeel;31 december 2000;3.3;1.1;2.2;1.7;1.6;1.9;1.5;13.6
4498;Nederland exclusief buitenland;Scherpenzeel;30 september 2004;3.3;1.1;2.2;1.8;1.5;1.9;1.4;12.6
4499;Nederland exclusief buitenland;Scherpenzeel;30 september 2005;3.2;1.1;2.1;1.7;1.5;1.8;1.4;12.2
4500;Nederland exclusief buitenland;Schiedam;31 december 1998;29.1;10.3;18.8;22.7;6.4;26.4;2.7;14.1
4501;Nederland exclusief buitenland;Schiedam;31 december 2000;27.6;10.6;17.0;23.0;4.6;25.7;1.8;10.9
4502;Nederland exclusief buitenland;Schiedam;30 september 2004;30.7;11.2;19.6;24.4;6.3;27.8;3.0;12.7
4503;Nederland exclusief buitenland;Schiedam;30 september 2005;29.6;10.9;18.8;23.4;6.2;26.7;2.9;13.3
4504;Nederland exclusief buitenland;Schiermonnikoog;31 december 1998;0.3;0.3;0.0;0.3;0.0;0.3;0.0;7.5
4505;Nederland exclusief buitenland;Schiermonnikoog;31 december 2000;0.3;0.3;0.1;0.3;0.1;0.3;0.0;9.8
4506;Nederland exclusief buitenland;Schiermonnikoog;30 september 2004;0.4;0.3;0.1;0.3;0.1;0.3;0.1;13.1
4507;Nederland exclusief buitenland;Schiermonnikoog;30 september 2005;0.4;0.3;0.1;0.3;0.1;0.3;0.1;11.1
4508;Nederland exclusief buitenland;Schijndel;31 december 1998;7.6;3.6;3.9;5.0;2.5;7.2;0.4;8.7
4509;Nederland exclusief buitenland;Schijndel;31 december 2000;7.8;3.5;4.3;6.5;1.2;7.4;0.4;9.4
4510;Nederland exclusief buitenland;Schijndel;30 september 2004;8.2;3.8;4.4;7.0;1.3;7.8;0.5;9.4
4511;Nederland exclusief buitenland;Schijndel;30 september 2005;8.3;3.7;4.6;6.9;1.4;7.7;0.6;10.8
4512;Nederland exclusief buitenland;Schinnen;31 december 1998;1.9;0.5;1.4;1.7;0.1;1.8;0.1;11.4
4513;Nederland exclusief buitenland;Schinnen;31 december 2000;1.9;0.5;1.4;1.8;0.1;1.9;0.0;9.8
4514;Nederland exclusief buitenland;Schinnen;30 september 2004;2.0;0.8;1.2;1.9;0.1;2.0;0.0;7.1
4515;Nederland exclusief buitenland;Schinnen;30 september 2005;2.1;0.8;1.3;2.0;0.1;2.1;0.0;7.0
4516;Nederland exclusief buitenland;Schipluiden;31 december 1998;2.9;1.0;1.8;2.1;0.8;2.8;0.1;7.9
4517;Nederland exclusief buitenland;Schipluiden;31 december 2000;2.9;1.0;1.9;2.0;0.8;2.7;0.1;8.6
4518;Nederland exclusief buitenland;Schipluiden;30 september 2004;0.0;;;;;;;0.0
4519;Nederland exclusief buitenland;Schipluiden;30 september 2005;0.0;;;;;;;0.0
4520;Nederland exclusief buitenland;Schoonhoven;31 december 1998;3.7;1.6;2.2;2.4;1.4;3.2;0.6;10.3
4521;Nederland exclusief buitenland;Schoonhoven;31 december 2000;3.8;1.6;2.1;2.3;1.4;3.1;0.6;9.7
4522;Nederland exclusief buitenland;Schoonhoven;30 september 2004;4.1;1.8;2.3;2.6;1.5;3.5;0.6;10.0
4523;Nederland exclusief buitenland;Schoonhoven;30 september 2005;4.6;1.9;2.7;2.7;1.9;3.9;0.7;12.3
4524;Nederland exclusief buitenland;Schoorl;31 december 1998;1.4;0.6;0.9;1.0;0.5;1.4;0.1;12.2
4525;Nederland exclusief buitenland;Schoorl;31 december 2000;1.4;0.5;0.8;0.9;0.5;1.3;0.1;12.5
4526;Nederland exclusief buitenland;Schoorl;30 september 2004;0.0;;;;;;;0.0
4527;Nederland exclusief buitenland;Schoorl;30 september 2005;0.0;;;;;;;0.0
4528;Nederland exclusief buitenland;Schouwen-Duiveland;31 december 1998;8.4;6.7;1.7;7.5;0.8;7.5;0.8;8.1
4529;Nederland exclusief buitenland;Schouwen-Duiveland;31 december 2000;9.1;7.1;2.0;8.1;1.0;8.1;1.0;9.2
4530;Nederland exclusief buitenland;Schouwen-Duiveland;30 september 2004;10.6;8.2;2.4;9.3;1.3;9.4;1.2;9.4
4531;Nederland exclusief buitenland;Schouwen-Duiveland;30 september 2005;10.5;8.1;2.5;9.2;1.4;9.2;1.3;10.1
4532;Nederland exclusief buitenland;Sevenum;31 december 1998;2.0;0.8;1.2;1.8;0.2;1.8;0.2;8.3
4533;Nederland exclusief buitenland;Sevenum;31 december 2000;2.0;0.8;1.2;1.8;0.2;1.8;0.2;9.4
4534;Nederland exclusief buitenland;Sevenum;30 september 2004;2.5;1.0;1.5;2.2;0.3;2.2;0.3;9.1
4535;Nederland exclusief buitenland;Sevenum;30 september 2005;2.5;1.0;1.5;2.1;0.3;2.2;0.3;10.2
4536;Nederland exclusief buitenland;Simpelveld;31 december 1998;1.6;0.6;0.9;1.5;0.1;1.6;0.0;8.7
4537;Nederland exclusief buitenland;Simpelveld;31 december 2000;1.6;0.6;1.0;1.5;0.1;1.6;0.0;8.7
4538;Nederland exclusief buitenland;Simpelveld;30 september 2004;1.5;0.6;0.9;1.4;0.1;1.5;0.0;8.8
4539;Nederland exclusief buitenland;Simpelveld;30 september 2005;1.3;0.6;0.7;1.3;0.1;1.3;0.0;8.9
4540;Nederland exclusief buitenland;Sint-Michielsgestel;31 december 1998;5.3;2.5;2.9;4.0;1.4;5.1;0.3;8.5
4541;Nederland exclusief buitenland;Sint-Michielsgestel;31 december 2000;5.2;2.4;2.7;4.5;0.6;4.9;0.2;7.9
4542;Nederland exclusief buitenland;Sint-Michielsgestel;30 september 2004;6.0;2.9;3.1;5.1;0.9;5.6;0.4;10.0
4543;Nederland exclusief buitenland;Sint-Michielsgestel;30 september 2005;5.9;2.9;3.0;5.0;0.9;5.5;0.4;9.6
4544;Nederland exclusief buitenland;Sint-Oedenrode;31 december 1998;4.3;2.2;2.0;2.7;1.6;4.1;0.2;8.7
4545;Nederland exclusief buitenland;Sint-Oedenrode;31 december 2000;4.2;2.2;2.0;3.2;1.0;4.1;0.2;8.2
4546;Nederland exclusief buitenland;Sint-Oedenrode;30 september 2004;4.7;2.5;2.2;3.5;1.2;4.5;0.3;8.9
4547;Nederland exclusief buitenland;Sint-Oedenrode;30 september 2005;4.8;2.5;2.3;3.5;1.3;4.5;0.3;10.0
4548;Nederland exclusief buitenland;Sittard;31 december 1998;26.5;8.7;17.9;22.8;3.7;25.4;1.1;11.6
4549;Nederland exclusief buitenland;Sittard;31 december 2000;26.7;8.8;18.0;23.1;3.6;25.6;1.1;11.9
4550;Nederland exclusief buitenland;Sittard;30 september 2004;0.0;;;;;;;0.0
4551;Nederland exclusief buitenland;Sittard;30 september 2005;0.0;;;;;;;0.0
4552;Nederland exclusief buitenland;Sittard-Geleen;31 december 1998;0.0;;;;;;;0.0
4553;Nederland exclusief buitenland;Sittard-Geleen;31 december 2000;0.0;;;;;;;0.0
4554;Nederland exclusief buitenland;Sittard-Geleen;30 september 2004;49.3;22.0;27.3;41.2;8.1;47.5;1.8;11.5
4555;Nederland exclusief buitenland;Sittard-Geleen;30 september 2005;47.6;21.7;25.9;39.9;7.7;46.0;1.6;11.0
4556;Nederland exclusief buitenland;Skarsterlân;31 december 1998;7.1;4.2;2.9;5.2;1.9;6.6;0.5;12.3
4557;Nederland exclusief buitenland;Skarsterlân;31 december 2000;8.1;4.5;3.6;5.7;2.4;7.5;0.6;12.8
4558;Nederland exclusief buitenland;Skarsterlân;30 september 2004;8.6;4.6;4.0;5.9;2.7;7.8;0.9;14.3
4559;Nederland exclusief buitenland;Skarsterlân;30 september 2005;8.7;4.6;4.1;6.0;2.7;7.9;0.8;14.2
4560;Nederland exclusief buitenland;Sliedrecht;31 december 1998;9.9;3.8;6.1;7.8;2.0;8.7;1.2;11.3
4561;Nederland exclusief buitenland;Sliedrecht;31 december 2000;10.9;3.8;7.1;8.6;2.4;9.5;1.4;11.2
4562;Nederland exclusief buitenland;Sliedrecht;30 september 2004;12.8;4.4;8.3;9.6;3.2;11.0;1.8;13.6
4563;Nederland exclusief buitenland;Sliedrecht;30 september 2005;12.7;4.4;8.3;9.5;3.2;11.0;1.7;13.2
4564;Nederland exclusief buitenland;Slochteren;31 december 1998;1.8;0.9;1.0;1.3;0.6;1.6;0.2;12.2
4565;Nederland exclusief buitenland;Slochteren;31 december 2000;2.0;0.8;1.1;1.3;0.7;1.7;0.3;17.0
4566;Nederland exclusief buitenland;Slochteren;30 september 2004;2.6;1.1;1.5;1.7;0.9;2.3;0.3;17.4
4567;Nederland exclusief buitenland;Slochteren;30 september 2005;2.6;1.1;1.6;1.7;0.9;2.3;0.3;17.3
4568;Nederland exclusief buitenland;Sluis;31 december 1998;0.0;;;;;;;0.0
4569;Nederland exclusief buitenland;Sluis;31 december 2000;0.0;;;;;;;0.0
4570;Nederland exclusief buitenland;Sluis;30 september 2004;7.1;5.9;1.2;6.5;0.6;6.7;0.4;11.1
4571;Nederland exclusief buitenland;Sluis;30 september 2005;7.1;5.9;1.2;6.5;0.6;6.6;0.4;11.3
4572;Nederland exclusief buitenland;Sluis-Aardenburg;31 december 1998;1.3;0.7;0.5;1.1;0.1;1.2;0.1;14.0
4573;Nederland exclusief buitenland;Sluis-Aardenburg;31 december 2000;1.4;0.8;0.5;1.3;0.1;1.3;0.0;8.7
4574;Nederland exclusief buitenland;Sluis-Aardenburg;30 september 2004;0.0;;;;;;;0.0
4575;Nederland exclusief buitenland;Sluis-Aardenburg;30 september 2005;0.0;;;;;;;0.0
4576;Nederland exclusief buitenland;Smallingerland;31 december 1998;20.6;11.3;9.3;14.6;6.0;18.5;2.1;11.6
4577;Nederland exclusief buitenland;Smallingerland;31 december 2000;22.0;11.8;10.2;15.3;6.7;19.7;2.3;11.1
4578;Nederland exclusief buitenland;Smallingerland;30 september 2004;25.1;12.8;12.2;16.8;8.2;22.1;3.0;12.0
4579;Nederland exclusief buitenland;Smallingerland;30 september 2005;25.0;12.8;12.2;16.9;8.1;21.9;3.1;12.5
4580;Nederland exclusief buitenland;Sneek;31 december 1998;13.4;6.6;6.8;10.0;3.4;12.7;0.7;10.6
4581;Nederland exclusief buitenland;Sneek;31 december 2000;14.4;6.7;7.7;10.4;4.0;13.5;0.9;11.6
4582;Nederland exclusief buitenland;Sneek;30 september 2004;15.6;7.3;8.3;11.0;4.6;14.6;1.1;12.0
4583;Nederland exclusief buitenland;Sneek;30 september 2005;16.3;7.5;8.8;11.5;4.9;15.3;1.0;12.0
4584;Nederland exclusief buitenland;Soest;31 december 1998;16.4;6.6;9.8;12.2;4.1;12.2;4.1;14.3
4585;Nederland exclusief buitenland;Soest;31 december 2000;15.8;6.3;9.5;11.5;4.3;11.5;4.3;15.5
4586;Nederland exclusief buitenland;Soest;30 september 2004;15.0;6.9;8.1;12.0;3.0;12.0;3.0;11.2
4587;Nederland exclusief buitenland;Soest;30 september 2005;14.9;6.7;8.2;11.6;3.3;11.6;3.3;12.2
4588;Nederland exclusief buitenland;Someren;31 december 1998;5.3;2.7;2.6;4.7;0.6;4.8;0.4;8.3
4589;Nederland exclusief buitenland;Someren;31 december 2000;5.5;2.8;2.7;4.9;0.6;5.0;0.4;8.7
4590;Nederland exclusief buitenland;Someren;30 september 2004;6.0;3.1;2.9;5.3;0.7;5.4;0.6;8.2
4591;Nederland exclusief buitenland;Someren;30 september 2005;6.3;3.0;3.3;5.2;1.1;5.4;0.9;11.2
4592;Nederland exclusief buitenland;Son en Breugel;31 december 1998;8.7;1.4;7.4;6.1;2.6;7.5;1.2;21.8
4593;Nederland exclusief buitenland;Son en Breugel;31 december 2000;10.0;1.4;8.6;6.9;3.1;8.6;1.4;22.3
4594;Nederland exclusief buitenland;Son en Breugel;30 september 2004;9.6;1.7;7.8;6.8;2.8;8.3;1.2;19.1
4595;Nederland exclusief buitenland;Son en Breugel;30 september 2005;9.7;1.7;8.0;6.7;3.0;8.4;1.3;20.5
4596;Nederland exclusief buitenland;Spijkenisse;31 december 1998;19.1;8.6;10.4;15.3;3.8;17.5;1.6;12.8
4597;Nederland exclusief buitenland;Spijkenisse;31 december 2000;18.5;8.9;9.6;16.3;2.2;17.1;1.3;11.8
4598;Nederland exclusief buitenland;Spijkenisse;30 september 2004;19.2;9.8;9.5;17.0;2.2;17.8;1.4;10.9
4599;Nederland exclusief buitenland;Spijkenisse;30 september 2005;18.9;9.7;9.2;16.8;2.1;17.6;1.3;10.8
4600;Nederland exclusief buitenland;Stad Delden;31 december 1998;2.5;0.7;1.9;2.4;0.2;2.4;0.1;9.4
4601;Nederland exclusief buitenland;Stad Delden;31 december 2000;2.4;0.6;1.7;2.2;0.1;2.3;0.1;9.1
4602;Nederland exclusief buitenland;Stad Delden;30 september 2004;0.0;;;;;;;0.0
4603;Nederland exclusief buitenland;Stad Delden;30 september 2005;0.0;;;;;;;0.0
4604;Nederland exclusief buitenland;Stadskanaal;31 december 1998;10.0;5.7;4.3;7.3;2.7;7.8;2.2;8.4
4605;Nederland exclusief buitenland;Stadskanaal;31 december 2000;10.4;5.7;4.7;7.6;2.8;8.0;2.4;9.3
4606;Nederland exclusief buitenland;Stadskanaal;30 september 2004;10.6;6.1;4.5;7.9;2.7;8.3;2.2;10.9
4607;Nederland exclusief buitenland;Stadskanaal;30 september 2005;10.8;6.2;4.6;8.0;2.8;8.6;2.2;11.3
4608;Nederland exclusief buitenland;Staphorst;31 december 1998;3.9;2.1;1.8;2.9;1.0;2.9;1.0;9.7
4609;Nederland exclusief buitenland;Staphorst;31 december 2000;4.0;2.1;1.9;2.9;1.1;2.9;1.1;10.4
4610;Nederland exclusief buitenland;Staphorst;30 september 2004;5.0;2.5;2.4;3.4;1.5;3.5;1.4;12.7
4611;Nederland exclusief buitenland;Staphorst;30 september 2005;4.9;2.5;2.3;3.4;1.5;3.5;1.4;12.1
4612;Nederland exclusief buitenland;Stede Broec;31 december 1998;4.0;2.1;1.9;3.8;0.2;4.0;0.1;5.5
4613;Nederland exclusief buitenland;Stede Broec;31 december 2000;4.0;2.0;2.0;3.8;0.2;3.9;0.1;6.1
4614;Nederland exclusief buitenland;Stede Broec;30 september 2004;4.5;2.7;1.9;4.3;0.3;4.4;0.1;6.6
4615;Nederland exclusief buitenland;Stede Broec;30 september 2005;4.5;2.6;1.9;4.3;0.2;4.4;0.1;6.1
4616;Nederland exclusief buitenland;Steenbergen;31 december 1998;4.9;2.8;2.1;4.3;0.6;4.3;0.6;8.9
4617;Nederland exclusief buitenland;Steenbergen;31 december 2000;4.9;2.7;2.2;4.2;0.7;4.2;0.6;10.1
4618;Nederland exclusief buitenland;Steenbergen;30 september 2004;5.1;2.8;2.3;4.3;0.8;4.4;0.7;9.4
4619;Nederland exclusief buitenland;Steenbergen;30 september 2005;5.3;2.9;2.4;4.4;0.9;4.5;0.8;11.1
4620;Nederland exclusief buitenland;Steenderen;31 december 1998;1.2;0.4;0.8;1.0;0.2;1.1;0.0;10.3
4621;Nederland exclusief buitenland;Steenderen;31 december 2000;1.3;0.4;0.9;1.0;0.3;1.2;0.1;11.6
4622;Nederland exclusief buitenland;Steenderen;30 september 2004;1.4;0.5;0.9;1.1;0.3;1.3;0.1;11.1
4623;Nederland exclusief buitenland;Steenderen;30 september 2005;0.0;;;;;;;0.0
4624;Nederland exclusief buitenland;Steenwijk;31 december 1998;6.3;3.7;2.6;4.6;1.7;4.6;1.7;10.6
4625;Nederland exclusief buitenland;Steenwijk;31 december 2000;6.5;3.8;2.7;4.7;1.9;4.7;1.8;10.0
4626;Nederland exclusief buitenland;Steenwijk;30 september 2004;0.0;;;;;;;0.0
4627;Nederland exclusief buitenland;Steenwijk;30 september 2005;0.0;;;;;;;0.0
4628;Nederland exclusief buitenland;Steenwijkerland;31 december 1998;0.0;;;;;;;0.0
4629;Nederland exclusief buitenland;Steenwijkerland;31 december 2000;0.0;;;;;;;0.0
4630;Nederland exclusief buitenland;Steenwijkerland;30 september 2004;11.6;7.5;4.1;8.0;3.6;8.1;3.5;12.5
4631;Nederland exclusief buitenland;Steenwijkerland;30 september 2005;12.0;7.5;4.5;8.1;3.9;8.2;3.8;13.5
4632;Nederland exclusief buitenland;Stein;31 december 1998;5.0;1.9;3.0;4.6;0.4;4.9;0.1;9.3
4633;Nederland exclusief buitenland;Stein;31 december 2000;5.2;2.0;3.2;4.8;0.4;5.0;0.1;10.5
4634;Nederland exclusief buitenland;Stein;30 september 2004;5.6;2.2;3.5;5.1;0.6;5.4;0.2;10.7
4635;Nederland exclusief buitenland;Stein;30 september 2005;5.6;2.2;3.4;5.0;0.6;5.4;0.2;11.2
4636;Nederland exclusief buitenland;Strijen;31 december 1998;1.9;0.9;1.0;1.3;0.6;1.7;0.1;7.9
4637;Nederland exclusief buitenland;Strijen;31 december 2000;2.1;0.9;1.2;1.6;0.4;1.9;0.2;8.5
4638;Nederland exclusief buitenland;Strijen;30 september 2004;2.2;1.0;1.2;1.7;0.5;2.1;0.2;9.4
4639;Nederland exclusief buitenland;Strijen;30 september 2005;2.2;1.0;1.2;1.7;0.5;2.0;0.2;9.8
4640;Nederland exclusief buitenland;Susteren;31 december 1998;2.0;0.7;1.3;1.5;0.5;1.9;0.1;11.9
4641;Nederland exclusief buitenland;Susteren;31 december 2000;1.9;0.7;1.3;1.4;0.5;1.9;0.1;11.7
4642;Nederland exclusief buitenland;Susteren;30 september 2004;0.0;;;;;;;0.0
4643;Nederland exclusief buitenland;Susteren;30 september 2005;0.0;;;;;;;0.0
4644;Nederland exclusief buitenland;Swalmen;31 december 1998;1.6;0.7;0.9;1.2;0.4;1.6;0.0;8.0
4645;Nederland exclusief buitenland;Swalmen;31 december 2000;1.6;0.7;0.9;1.2;0.4;1.5;0.1;9.4
4646;Nederland exclusief buitenland;Swalmen;30 september 2004;1.6;0.8;0.8;1.2;0.4;1.5;0.0;8.3
4647;Nederland exclusief buitenland;Swalmen;30 september 2005;1.5;0.7;0.8;1.2;0.3;1.5;0.0;7.4
4648;Nederland exclusief buitenland;Tegelen;31 december 1998;5.6;2.4;3.2;4.9;0.7;5.3;0.4;13.0
4649;Nederland exclusief buitenland;Tegelen;31 december 2000;5.3;2.2;3.1;4.6;0.7;5.0;0.3;11.3
4650;Nederland exclusief buitenland;Tegelen;30 september 2004;0.0;;;;;;;0.0
4651;Nederland exclusief buitenland;Tegelen;30 september 2005;0.0;;;;;;;0.0
4652;Nederland exclusief buitenland;Terneuzen;31 december 1998;18.9;9.9;9.0;17.5;1.4;18.0;0.9;11.3
4653;Nederland exclusief buitenland;Terneuzen;31 december 2000;18.0;9.4;8.6;16.8;1.2;17.3;0.7;10.4
4654;Nederland exclusief buitenland;Terneuzen;30 september 2004;23.2;16.6;6.7;21.3;1.9;22.3;0.9;8.8
4655;Nederland exclusief buitenland;Terneuzen;30 september 2005;23.0;16.6;6.4;21.2;1.8;22.1;0.9;8.5
4656;Nederland exclusief buitenland;Terschelling;31 december 1998;1.4;1.2;0.3;1.2;0.2;1.2;0.2;15.7
4657;Nederland exclusief buitenland;Terschelling;31 december 2000;1.3;1.2;0.1;1.3;0.1;1.3;0.0;5.5
4658;Nederland exclusief buitenland;Terschelling;30 september 2004;1.7;1.5;0.2;1.6;0.1;1.6;0.1;7.1
4659;Nederland exclusief buitenland;Terschelling;30 september 2005;1.6;1.4;0.2;1.5;0.1;1.5;0.1;8.0
4660;Nederland exclusief buitenland;Texel;31 december 1998;4.2;3.6;0.6;3.9;0.3;4.0;0.2;10.9
4661;Nederland exclusief buitenland;Texel;31 december 2000;4.3;3.7;0.7;4.0;0.3;4.1;0.2;8.7
4662;Nederland exclusief buitenland;Texel;30 september 2004;5.3;4.4;0.8;4.8;0.5;4.9;0.3;10.0
4663;Nederland exclusief buitenland;Texel;30 september 2005;5.2;4.3;0.9;4.6;0.6;4.8;0.4;12.2
4664;Nederland exclusief buitenland;Tholen;31 december 1998;4.6;3.0;1.6;3.3;1.3;3.3;1.3;11.2
4665;Nederland exclusief buitenland;Tholen;31 december 2000;4.6;3.2;1.5;3.5;1.1;3.5;1.1;9.1
4666;Nederland exclusief buitenland;Tholen;30 september 2004;5.4;3.7;1.7;4.1;1.3;4.1;1.3;9.0
4667;Nederland exclusief buitenland;Tholen;30 september 2005;5.4;3.7;1.6;4.1;1.3;4.1;1.3;8.8
4668;Nederland exclusief buitenland;Thorn;31 december 1998;0.5;0.2;0.4;0.5;0.1;0.5;0.0;9.8
4669;Nederland exclusief buitenland;Thorn;31 december 2000;0.6;0.2;0.4;0.5;0.1;0.6;0.0;10.3
4670;Nederland exclusief buitenland;Thorn;30 september 2004;0.6;0.2;0.4;0.5;0.1;0.6;0.0;10.6
4671;Nederland exclusief buitenland;Thorn;30 september 2005;0.6;0.2;0.4;0.5;0.1;0.5;0.0;15.1
4672;Nederland exclusief buitenland;Tiel;31 december 1998;16.7;7.8;8.9;12.5;4.2;14.1;2.6;13.1
4673;Nederland exclusief buitenland;Tiel;31 december 2000;16.8;7.9;8.8;12.6;4.1;14.2;2.6;12.6
4674;Nederland exclusief buitenland;Tiel;30 september 2004;18.6;8.5;10.2;13.7;4.9;15.7;2.9;12.6
4675;Nederland exclusief buitenland;Tiel;30 september 2005;19.0;8.5;10.5;13.9;5.1;15.8;3.2;13.3
4676;Nederland exclusief buitenland;Tilburg (GM);31 december 1998;91.8;54.6;37.3;71.8;20.0;85.4;6.5;11.0
4677;Nederland exclusief buitenland;Tilburg (GM);31 december 2000;94.2;56.0;38.2;73.4;20.8;86.9;7.3;11.4
4678;Nederland exclusief buitenland;Tilburg (GM);30 september 2004;102.6;57.9;44.7;76.2;26.4;92.4;10.1;13.8
4679;Nederland exclusief buitenland;Tilburg (GM);30 september 2005;104.7;57.8;46.9;75.8;28.9;92.6;12.1;15.4
4680;Nederland exclusief buitenland;Tubbergen;31 december 1998;4.8;2.6;2.1;4.5;0.3;4.6;0.1;7.7
4681;Nederland exclusief buitenland;Tubbergen;31 december 2000;4.9;2.7;2.2;4.6;0.3;4.8;0.1;8.3
4682;Nederland exclusief buitenland;Tubbergen;30 september 2004;5.4;3.1;2.3;5.0;0.4;5.2;0.2;9.1
4683;Nederland exclusief buitenland;Tubbergen;30 september 2005;5.3;3.2;2.1;5.0;0.3;5.1;0.2;8.9
4684;Nederland exclusief buitenland;Twenterand;31 december 1998;0.0;;;;;;;0.0
4685;Nederland exclusief buitenland;Twenterand;31 december 2000;0.0;;;;;;;0.0
4686;Nederland exclusief buitenland;Twenterand;30 september 2004;8.5;5.3;3.2;7.3;1.2;8.1;0.4;8.8
4687;Nederland exclusief buitenland;Twenterand;30 september 2005;8.5;5.3;3.2;7.4;1.1;8.1;0.4;8.6
4688;Nederland exclusief buitenland;Tynaarlo;31 december 1998;0.0;;;;;;;0.0
4689;Nederland exclusief buitenland;Tynaarlo;31 december 2000;8.0;3.2;4.8;5.0;3.0;5.3;2.7;13.8
4690;Nederland exclusief buitenland;Tynaarlo;30 september 2004;9.3;3.7;5.6;5.6;3.6;5.9;3.3;19.2
4691;Nederland exclusief buitenland;Tynaarlo;30 september 2005;9.0;3.6;5.4;5.6;3.4;5.9;3.1;14.9
4692;Nederland exclusief buitenland;Tytsjerksteradiel;31 december 1998;6.8;3.7;3.2;5.7;1.1;6.3;0.5;10.0
4693;Nederland exclusief buitenland;Tytsjerksteradiel;31 december 2000;7.0;3.9;3.1;6.0;1.0;6.7;0.3;8.4
4694;Nederland exclusief buitenland;Tytsjerksteradiel;30 september 2004;7.5;4.2;3.3;6.4;1.1;7.1;0.5;9.8
4695;Nederland exclusief buitenland;Tytsjerksteradiel;30 september 2005;7.3;4.1;3.2;6.2;1.1;6.9;0.4;9.7
4696;Nederland exclusief buitenland;Ubbergen;31 december 1998;1.8;0.6;1.2;1.6;0.2;1.6;0.2;9.3
4697;Nederland exclusief buitenland;Ubbergen;31 december 2000;2.1;0.6;1.5;1.8;0.3;1.8;0.3;10.5
4698;Nederland exclusief buitenland;Ubbergen;30 september 2004;2.3;0.8;1.5;2.1;0.3;2.1;0.2;9.2
4699;Nederland exclusief buitenland;Ubbergen;30 september 2005;2.4;0.8;1.6;2.1;0.3;2.2;0.2;10.0
4700;Nederland exclusief buitenland;Uden;31 december 1998;19.0;8.8;10.1;14.8;4.1;17.1;1.9;11.1
4701;Nederland exclusief buitenland;Uden;31 december 2000;18.9;8.8;10.0;15.5;3.4;16.9;2.0;11.8
4702;Nederland exclusief buitenland;Uden;30 september 2004;18.8;9.0;9.8;15.5;3.2;16.9;1.9;11.2
4703;Nederland exclusief buitenland;Uden;30 september 2005;19.1;8.9;10.3;15.6;3.6;17.1;2.0;12.7
4704;Nederland exclusief buitenland;Uitgeest;31 december 1998;2.6;0.8;1.7;1.4;1.2;2.5;0.1;9.9
4705;Nederland exclusief buitenland;Uitgeest;31 december 2000;2.6;0.9;1.7;1.4;1.2;2.5;0.1;10.7
4706;Nederland exclusief buitenland;Uitgeest;30 september 2004;2.8;1.0;1.7;1.8;1.0;2.7;0.1;9.2
4707;Nederland exclusief buitenland;Uitgeest;30 september 2005;2.7;1.0;1.8;1.7;1.0;2.6;0.1;10.1
4708;Nederland exclusief buitenland;Uithoorn;31 december 1998;9.1;3.2;6.0;4.8;4.3;6.0;3.1;12.8
4709;Nederland exclusief buitenland;Uithoorn;31 december 2000;9.4;3.2;6.2;5.5;3.9;6.0;3.4;13.9
4710;Nederland exclusief buitenland;Uithoorn;30 september 2004;10.0;3.6;6.4;6.2;3.8;6.8;3.2;13.0
4711;Nederland exclusief buitenland;Uithoorn;30 september 2005;10.0;3.5;6.5;6.2;3.8;6.7;3.3;14.6
4712;Nederland exclusief buitenland;Urk;31 december 1998;3.9;3.2;0.7;3.6;0.3;3.6;0.3;5.4
4713;Nederland exclusief buitenland;Urk;31 december 2000;4.3;3.5;0.8;4.0;0.3;4.0;0.3;5.3
4714;Nederland exclusief buitenland;Urk;30 september 2004;5.0;4.0;1.0;4.7;0.3;4.7;0.3;6.2
