ID;Inkomensbestanddelen;KenmerkenVanPersonen;Populatie;Perioden;AantalPersonen_1;Percentage_2;Bedrag_3;GemiddeldBedrag_4;AandeelInBrutoInkomen_5
832;Primair inkomen;Laagste 25%-groep van bruto inkomens;Personen met 52 weken inkomen;1997;1498;60.3;5882.0;3.9;36.5
833;Primair inkomen;Laagste 25%-groep van bruto inkomens;Personen met 52 weken inkomen;1998;1538;61.0;5571.0;3.6;33.9
834;Primair inkomen;Laagste 25%-groep van bruto inkomens;Personen met 52 weken inkomen;1999;1549;60.9;6096.0;3.9;35.2
835;Primair inkomen;Laagste 25%-groep van bruto inkomens;Personen met 52 weken inkomen;2000;1586;61.1;6656.0;4.2;36.2
836;Primair inkomen;2e 25%-groep van bruto inkomens;Personen met inkomen;1990;1643;64.6;11822.0;7.2;42.6
837;Primair inkomen;2e 25%-groep van bruto inkomens;Personen met inkomen;1991;1645;63.6;12732.0;7.7;43.1
838;Primair inkomen;2e 25%-groep van bruto inkomens;Personen met inkomen;1992;1716;65.2;13827.0;8.1;43.7
839;Primair inkomen;2e 25%-groep van bruto inkomens;Personen met inkomen;1993;1714;64.6;13885.0;8.1;43.0
840;Primair inkomen;2e 25%-groep van bruto inkomens;Personen met inkomen;1994;1720;64.3;13659.0;7.9;42.1
841;Primair inkomen;2e 25%-groep van bruto inkomens;Personen met inkomen;1995;1764;64.8;14124.0;8.0;42.5
842;Primair inkomen;2e 25%-groep van bruto inkomens;Personen met inkomen;1996;1810;65.6;15223.0;8.4;43.7
843;Primair inkomen;2e 25%-groep van bruto inkomens;Personen met inkomen;1997;1887;67.4;16440.0;8.7;45.7
844;Primair inkomen;2e 25%-groep van bruto inkomens;Personen met inkomen;1998;1932;68.0;17748.0;9.2;46.8
845;Primair inkomen;2e 25%-groep van bruto inkomens;Personen met inkomen;1999;1968;68.6;19491.0;9.9;48.7
846;Primair inkomen;2e 25%-groep van bruto inkomens;Personen met inkomen;2000;2033;69.7;21124.0;10.4;49.6
847;Primair inkomen;2e 25%-groep van bruto inkomens;Personen met 52 weken inkomen;1990;1627;74.6;14660.0;9.0;50.5
848;Primair inkomen;2e 25%-groep van bruto inkomens;Personen met 52 weken inkomen;1991;1649;73.4;15673.0;9.5;50.8
849;Primair inkomen;2e 25%-groep van bruto inkomens;Personen met 52 weken inkomen;1992;1701;74.0;16849.0;9.9;51.3
850;Primair inkomen;2e 25%-groep van bruto inkomens;Personen met 52 weken inkomen;1993;1700;73.1;16796.0;9.9;50.1
851;Primair inkomen;2e 25%-groep van bruto inkomens;Personen met 52 weken inkomen;1994;1686;71.9;16386.0;9.7;49.0
852;Primair inkomen;2e 25%-groep van bruto inkomens;Personen met 52 weken inkomen;1995;1762;73.8;17238.0;9.8;50.3
853;Primair inkomen;2e 25%-groep van bruto inkomens;Personen met 52 weken inkomen;1996;1777;73.0;17994.0;10.1;50.3
854;Primair inkomen;2e 25%-groep van bruto inkomens;Personen met 52 weken inkomen;1997;1852;74.5;18978.0;10.2;51.6
855;Primair inkomen;2e 25%-groep van bruto inkomens;Personen met 52 weken inkomen;1998;1898;75.2;20490.0;10.8;52.9
856;Primair inkomen;2e 25%-groep van bruto inkomens;Personen met 52 weken inkomen;1999;1923;75.6;22263.0;11.6;54.7
857;Primair inkomen;2e 25%-groep van bruto inkomens;Personen met 52 weken inkomen;2000;1964;75.7;23517.0;12.0;54.7
858;Primair inkomen;3e 25%-groep van bruto inkomens;Personen met inkomen;1990;2358;92.8;37923.0;16.1;75.3
859;Primair inkomen;3e 25%-groep van bruto inkomens;Personen met inkomen;1991;2398;92.7;40232.0;16.8;75.5
860;Primair inkomen;3e 25%-groep van bruto inkomens;Personen met inkomen;1992;2450;93.1;42697.0;17.4;75.4
861;Primair inkomen;3e 25%-groep van bruto inkomens;Personen met inkomen;1993;2465;92.9;43195.0;17.5;74.7
862;Primair inkomen;3e 25%-groep van bruto inkomens;Personen met inkomen;1994;2482;92.7;42856.0;17.3;74.0
863;Primair inkomen;3e 25%-groep van bruto inkomens;Personen met inkomen;1995;2545;93.5;44709.0;17.6;75.1
864;Primair inkomen;3e 25%-groep van bruto inkomens;Personen met inkomen;1996;2581;93.6;46503.0;18.0;75.5
865;Primair inkomen;3e 25%-groep van bruto inkomens;Personen met inkomen;1997;2633;94.0;47441.0;18.0;75.6
866;Primair inkomen;3e 25%-groep van bruto inkomens;Personen met inkomen;1998;2690;94.7;50434.0;18.7;77.0
867;Primair inkomen;3e 25%-groep van bruto inkomens;Personen met inkomen;1999;2729;95.1;54383.0;19.9;78.9
868;Primair inkomen;3e 25%-groep van bruto inkomens;Personen met inkomen;2000;2767;94.8;57156.0;20.7;78.2
869;Primair inkomen;3e 25%-groep van bruto inkomens;Personen met 52 weken inkomen;1990;2089;95.8;37838.0;18.1;79.9
870;Primair inkomen;3e 25%-groep van bruto inkomens;Personen met 52 weken inkomen;1991;2149;95.7;40124.0;18.7;79.7
871;Primair inkomen;3e 25%-groep van bruto inkomens;Personen met 52 weken inkomen;1992;2201;95.7;42521.0;19.3;79.2
872;Primair inkomen;3e 25%-groep van bruto inkomens;Personen met 52 weken inkomen;1993;2222;95.6;43139.0;19.4;78.6
873;Primair inkomen;3e 25%-groep van bruto inkomens;Personen met 52 weken inkomen;1994;2236;95.4;43029.0;19.2;78.3
874;Primair inkomen;3e 25%-groep van bruto inkomens;Personen met 52 weken inkomen;1995;2287;95.8;44637.0;19.5;78.9
875;Primair inkomen;3e 25%-groep van bruto inkomens;Personen met 52 weken inkomen;1996;2332;95.8;46135.0;19.8;78.8
876;Primair inkomen;3e 25%-groep van bruto inkomens;Personen met 52 weken inkomen;1997;2386;96.0;47059.0;19.7;78.7
877;Primair inkomen;3e 25%-groep van bruto inkomens;Personen met 52 weken inkomen;1998;2431;96.4;49570.0;20.4;79.5
878;Primair inkomen;3e 25%-groep van bruto inkomens;Personen met 52 weken inkomen;1999;2455;96.5;53060.0;21.6;81.1
879;Primair inkomen;3e 25%-groep van bruto inkomens;Personen met 52 weken inkomen;2000;2496;96.2;55500.0;22.2;80.2
880;Primair inkomen;Hoogste 25%-groep van bruto inkomens;Personen met inkomen;1990;2529;99.5;84254.0;33.3;88.0
881;Primair inkomen;Hoogste 25%-groep van bruto inkomens;Personen met inkomen;1991;2573;99.5;87956.0;34.2;87.7
882;Primair inkomen;Hoogste 25%-groep van bruto inkomens;Personen met inkomen;1992;2621;99.6;93057.0;35.5;87.2
883;Primair inkomen;Hoogste 25%-groep van bruto inkomens;Personen met inkomen;1993;2641;99.5;93603.0;35.4;86.7
884;Primair inkomen;Hoogste 25%-groep van bruto inkomens;Personen met inkomen;1994;2663;99.5;95076.0;35.7;86.9
885;Primair inkomen;Hoogste 25%-groep van bruto inkomens;Personen met inkomen;1995;2709;99.6;98746.0;36.5;87.3
886;Primair inkomen;Hoogste 25%-groep van bruto inkomens;Personen met inkomen;1996;2745;99.5;100404.0;36.6;87.0
887;Primair inkomen;Hoogste 25%-groep van bruto inkomens;Personen met inkomen;1997;2789;99.6;103952.0;37.3;87.2
888;Primair inkomen;Hoogste 25%-groep van bruto inkomens;Personen met inkomen;1998;2830;99.7;109332.0;38.6;88.1
889;Primair inkomen;Hoogste 25%-groep van bruto inkomens;Personen met inkomen;1999;2859;99.6;116373.0;40.7;88.7
890;Primair inkomen;Hoogste 25%-groep van bruto inkomens;Personen met inkomen;2000;2908;99.6;123087.0;42.3;88.3
891;Primair inkomen;Hoogste 25%-groep van bruto inkomens;Personen met 52 weken inkomen;1990;2172;99.6;75995.0;35.0;88.2
892;Primair inkomen;Hoogste 25%-groep van bruto inkomens;Personen met 52 weken inkomen;1991;2237;99.6;79970.0;35.7;87.9
893;Primair inkomen;Hoogste 25%-groep van bruto inkomens;Personen met 52 weken inkomen;1992;2292;99.7;85049.0;37.1;87.5
894;Primair inkomen;Hoogste 25%-groep van bruto inkomens;Personen met 52 weken inkomen;1993;2316;99.6;85668.0;37.0;87.0
895;Primair inkomen;Hoogste 25%-groep van bruto inkomens;Personen met 52 weken inkomen;1994;2336;99.7;86940.0;37.2;87.1
896;Primair inkomen;Hoogste 25%-groep van bruto inkomens;Personen met 52 weken inkomen;1995;2379;99.7;90504.0;38.0;87.6
897;Primair inkomen;Hoogste 25%-groep van bruto inkomens;Personen met 52 weken inkomen;1996;2427;99.7;92179.0;38.0;87.3
898;Primair inkomen;Hoogste 25%-groep van bruto inkomens;Personen met 52 weken inkomen;1997;2477;99.7;96021.0;38.8;87.5
899;Primair inkomen;Hoogste 25%-groep van bruto inkomens;Personen met 52 weken inkomen;1998;2515;99.7;101051.0;40.2;88.4
900;Primair inkomen;Hoogste 25%-groep van bruto inkomens;Personen met 52 weken inkomen;1999;2538;99.7;107283.0;42.3;88.9
901;Primair inkomen;Hoogste 25%-groep van bruto inkomens;Personen met 52 weken inkomen;2000;2587;99.7;113392.0;43.8;88.5
902;Winst uit onderneming;Totaal personen;Personen met inkomen;1990;571;5.6;13081.0;22.9;7.2
903;Winst uit onderneming;Totaal personen;Personen met inkomen;1991;590;5.7;12757.0;21.6;6.6
904;Winst uit onderneming;Totaal personen;Personen met inkomen;1992;629;6.0;12586.0;20.0;6.1
905;Winst uit onderneming;Totaal personen;Personen met inkomen;1993;647;6.1;11558.0;17.9;5.6
906;Winst uit onderneming;Totaal personen;Personen met inkomen;1994;660;6.2;12395.0;18.8;5.9
907;Winst uit onderneming;Totaal personen;Personen met inkomen;1995;717;6.6;14036.0;19.6;6.5
908;Winst uit onderneming;Totaal personen;Personen met inkomen;1996;715;6.5;13152.0;18.4;5.9
909;Winst uit onderneming;Totaal personen;Personen met inkomen;1997;744;6.6;13554.0;18.2;5.9
910;Winst uit onderneming;Totaal personen;Personen met inkomen;1998;767;6.8;13951.0;18.2;5.8
911;Winst uit onderneming;Totaal personen;Personen met inkomen;1999;763;6.6;14589.0;19.1;5.8
912;Winst uit onderneming;Totaal personen;Personen met inkomen;2000;767;6.6;15555.0;20.3;5.8
913;Winst uit onderneming;Totaal personen;Personen met 52 weken inkomen;1990;571;6.5;13081.0;22.9;7.5
914;Winst uit onderneming;Totaal personen;Personen met 52 weken inkomen;1991;590;6.6;12757.0;21.6;6.9
915;Winst uit onderneming;Totaal personen;Personen met 52 weken inkomen;1992;629;6.8;12586.0;20.0;6.4
916;Winst uit onderneming;Totaal personen;Personen met 52 weken inkomen;1993;647;7.0;11558.0;17.9;5.7
917;Winst uit onderneming;Totaal personen;Personen met 52 weken inkomen;1994;660;7.0;12395.0;18.8;6.1
918;Winst uit onderneming;Totaal personen;Personen met 52 weken inkomen;1995;717;7.5;14036.0;19.6;6.7
919;Winst uit onderneming;Totaal personen;Personen met 52 weken inkomen;1996;715;7.3;13152.0;18.4;6.1
920;Winst uit onderneming;Totaal personen;Personen met 52 weken inkomen;1997;744;7.5;13554.0;18.2;6.1
921;Winst uit onderneming;Totaal personen;Personen met 52 weken inkomen;1998;767;7.6;13951.0;18.2;6.0
922;Winst uit onderneming;Totaal personen;Personen met 52 weken inkomen;1999;763;7.5;14589.0;19.1;6.0
923;Winst uit onderneming;Totaal personen;Personen met 52 weken inkomen;2000;767;7.4;15555.0;20.3;6.0
924;Winst uit onderneming;Actief;Personen met inkomen;1990;571;8.7;13081.0;22.9;9.5
925;Winst uit onderneming;Actief;Personen met inkomen;1991;590;8.7;12757.0;21.6;8.7
926;Winst uit onderneming;Actief;Personen met inkomen;1992;629;9.2;12586.0;20.0;8.1
927;Winst uit onderneming;Actief;Personen met inkomen;1993;647;9.5;11558.0;17.9;7.4
928;Winst uit onderneming;Actief;Personen met inkomen;1994;660;9.7;12395.0;18.8;7.9
929;Winst uit onderneming;Actief;Personen met inkomen;1995;717;10.2;14036.0;19.6;8.6
930;Winst uit onderneming;Actief;Personen met inkomen;1996;715;9.9;13152.0;18.4;7.8
931;Winst uit onderneming;Actief;Personen met inkomen;1997;744;10.0;13554.0;18.2;7.8
932;Winst uit onderneming;Actief;Personen met inkomen;1998;767;9.9;13951.0;18.2;7.6
933;Winst uit onderneming;Actief;Personen met inkomen;1999;763;9.6;14589.0;19.1;7.4
934;Winst uit onderneming;Actief;Personen met inkomen;2000;767;9.5;15555.0;20.3;7.5
935;Winst uit onderneming;Actief;Personen met 52 weken inkomen;1990;571;10.2;13081.0;22.9;9.8
936;Winst uit onderneming;Actief;Personen met 52 weken inkomen;1991;590;10.1;12757.0;21.6;9.0
937;Winst uit onderneming;Actief;Personen met 52 weken inkomen;1992;629;10.6;12586.0;20.0;8.4
938;Winst uit onderneming;Actief;Personen met 52 weken inkomen;1993;647;10.8;11558.0;17.9;7.6
939;Winst uit onderneming;Actief;Personen met 52 weken inkomen;1994;660;11.0;12395.0;18.8;8.1
940;Winst uit onderneming;Actief;Personen met 52 weken inkomen;1995;717;11.6;14036.0;19.6;8.8
941;Winst uit onderneming;Actief;Personen met 52 weken inkomen;1996;715;11.2;13152.0;18.4;8.1
942;Winst uit onderneming;Actief;Personen met 52 weken inkomen;1997;744;11.3;13554.0;18.2;8.0
943;Winst uit onderneming;Actief;Personen met 52 weken inkomen;1998;767;11.3;13951.0;18.2;7.8
944;Winst uit onderneming;Actief;Personen met 52 weken inkomen;1999;763;11.0;14589.0;19.1;7.7
945;Winst uit onderneming;Actief;Personen met 52 weken inkomen;2000;767;10.9;15555.0;20.3;7.8
946;Winst uit onderneming;Zelfstandige;Personen met inkomen;1990;571;100.0;13081.0;22.9;76.1
947;Winst uit onderneming;Zelfstandige;Personen met inkomen;1991;590;99.8;12757.0;21.6;73.7
948;Winst uit onderneming;Zelfstandige;Personen met inkomen;1992;629;99.9;12586.0;20.0;70.6
949;Winst uit onderneming;Zelfstandige;Personen met inkomen;1993;647;99.9;11558.0;17.9;69.1
950;Winst uit onderneming;Zelfstandige;Personen met inkomen;1994;660;100.0;12395.0;18.8;71.9
951;Winst uit onderneming;Zelfstandige;Personen met inkomen;1995;717;100.0;14036.0;19.6;71.5
952;Winst uit onderneming;Zelfstandige;Personen met inkomen;1996;715;100.0;13152.0;18.4;69.7
953;Winst uit onderneming;Zelfstandige;Personen met inkomen;1997;744;99.9;13554.0;18.2;67.6
954;Winst uit onderneming;Zelfstandige;Personen met inkomen;1998;767;99.9;13951.0;18.2;67.4
955;Winst uit onderneming;Zelfstandige;Personen met inkomen;1999;763;99.9;14589.0;19.1;66.3
956;Winst uit onderneming;Zelfstandige;Personen met inkomen;2000;767;99.9;15555.0;20.3;66.7
957;Winst uit onderneming;Zelfstandige;Personen met 52 weken inkomen;1990;571;100.0;13081.0;22.9;76.1
958;Winst uit onderneming;Zelfstandige;Personen met 52 weken inkomen;1991;590;99.8;12757.0;21.6;73.7
959;Winst uit onderneming;Zelfstandige;Personen met 52 weken inkomen;1992;629;99.9;12586.0;20.0;70.6
960;Winst uit onderneming;Zelfstandige;Personen met 52 weken inkomen;1993;647;99.9;11558.0;17.9;69.1
961;Winst uit onderneming;Zelfstandige;Personen met 52 weken inkomen;1994;660;100.0;12395.0;18.8;71.9
962;Winst uit onderneming;Zelfstandige;Personen met 52 weken inkomen;1995;717;100.0;14036.0;19.6;71.5
963;Winst uit onderneming;Zelfstandige;Personen met 52 weken inkomen;1996;715;100.0;13152.0;18.4;69.7
964;Winst uit onderneming;Zelfstandige;Personen met 52 weken inkomen;1997;744;99.9;13554.0;18.2;67.6
965;Winst uit onderneming;Zelfstandige;Personen met 52 weken inkomen;1998;767;99.9;13951.0;18.2;67.4
966;Winst uit onderneming;Zelfstandige;Personen met 52 weken inkomen;1999;763;99.9;14589.0;19.1;66.3
967;Winst uit onderneming;Zelfstandige;Personen met 52 weken inkomen;2000;767;99.9;15555.0;20.3;66.7
968;Winst uit onderneming;Ambtenaar;Personen met inkomen;1990;0;;;;
969;Winst uit onderneming;Ambtenaar;Personen met inkomen;1991;0;;;;
970;Winst uit onderneming;Ambtenaar;Personen met inkomen;1992;0;;;;
971;Winst uit onderneming;Ambtenaar;Personen met inkomen;1993;0;;;;
972;Winst uit onderneming;Ambtenaar;Personen met inkomen;1994;0;;;;
973;Winst uit onderneming;Ambtenaar;Personen met inkomen;1995;0;;;;
974;Winst uit onderneming;Ambtenaar;Personen met inkomen;1996;0;;;;
975;Winst uit onderneming;Ambtenaar;Personen met inkomen;1997;0;;;;
976;Winst uit onderneming;Ambtenaar;Personen met inkomen;1998;0;;;;
977;Winst uit onderneming;Ambtenaar;Personen met inkomen;1999;0;;;;
978;Winst uit onderneming;Ambtenaar;Personen met inkomen;2000;0;;;;
979;Winst uit onderneming;Ambtenaar;Personen met 52 weken inkomen;1990;0;;;;
980;Winst uit onderneming;Ambtenaar;Personen met 52 weken inkomen;1991;0;;;;
981;Winst uit onderneming;Ambtenaar;Personen met 52 weken inkomen;1992;0;;;;
982;Winst uit onderneming;Ambtenaar;Personen met 52 weken inkomen;1993;0;;;;
983;Winst uit onderneming;Ambtenaar;Personen met 52 weken inkomen;1994;0;;;;
984;Winst uit onderneming;Ambtenaar;Personen met 52 weken inkomen;1995;0;;;;
985;Winst uit onderneming;Ambtenaar;Personen met 52 weken inkomen;1996;0;;;;
986;Winst uit onderneming;Ambtenaar;Personen met 52 weken inkomen;1997;0;;;;
987;Winst uit onderneming;Ambtenaar;Personen met 52 weken inkomen;1998;0;;;;
988;Winst uit onderneming;Ambtenaar;Personen met 52 weken inkomen;1999;0;;;;
989;Winst uit onderneming;Ambtenaar;Personen met 52 weken inkomen;2000;0;;;;
990;Winst uit onderneming;Overige werknemer;Personen met inkomen;1990;0;;;;
991;Winst uit onderneming;Overige werknemer;Personen met inkomen;1991;0;;;;
992;Winst uit onderneming;Overige werknemer;Personen met inkomen;1992;0;;;;
993;Winst uit onderneming;Overige werknemer;Personen met inkomen;1993;0;;;;
994;Winst uit onderneming;Overige werknemer;Personen met inkomen;1994;0;;;;
995;Winst uit onderneming;Overige werknemer;Personen met inkomen;1995;0;;;;
996;Winst uit onderneming;Overige werknemer;Personen met inkomen;1996;0;;;;
997;Winst uit onderneming;Overige werknemer;Personen met inkomen;1997;0;;;;
998;Winst uit onderneming;Overige werknemer;Personen met inkomen;1998;0;;;;
999;Winst uit onderneming;Overige werknemer;Personen met inkomen;1999;0;;;;
1000;Winst uit onderneming;Overige werknemer;Personen met inkomen;2000;0;;;;
1001;Winst uit onderneming;Overige werknemer;Personen met 52 weken inkomen;1990;0;;;;
1002;Winst uit onderneming;Overige werknemer;Personen met 52 weken inkomen;1991;0;;;;
1003;Winst uit onderneming;Overige werknemer;Personen met 52 weken inkomen;1992;0;;;;
1004;Winst uit onderneming;Overige werknemer;Personen met 52 weken inkomen;1993;0;;;;
1005;Winst uit onderneming;Overige werknemer;Personen met 52 weken inkomen;1994;0;;;;
1006;Winst uit onderneming;Overige werknemer;Personen met 52 weken inkomen;1995;0;;;;
1007;Winst uit onderneming;Overige werknemer;Personen met 52 weken inkomen;1996;0;;;;
1008;Winst uit onderneming;Overige werknemer;Personen met 52 weken inkomen;1997;0;;;;
1009;Winst uit onderneming;Overige werknemer;Personen met 52 weken inkomen;1998;0;;;;
1010;Winst uit onderneming;Overige werknemer;Personen met 52 weken inkomen;1999;0;;;;
1011;Winst uit onderneming;Overige werknemer;Personen met 52 weken inkomen;2000;0;;;;
1012;Winst uit onderneming;Overig actief;Personen met inkomen;1990;0;;;;
1013;Winst uit onderneming;Overig actief;Personen met inkomen;1991;0;;;;
1014;Winst uit onderneming;Overig actief;Personen met inkomen;1992;0;;;;
1015;Winst uit onderneming;Overig actief;Personen met inkomen;1993;0;;;;
1016;Winst uit onderneming;Overig actief;Personen met inkomen;1994;0;;;;
1017;Winst uit onderneming;Overig actief;Personen met inkomen;1995;0;;;;
1018;Winst uit onderneming;Overig actief;Personen met inkomen;1996;0;;;;
1019;Winst uit onderneming;Overig actief;Personen met inkomen;1997;0;;;;
1020;Winst uit onderneming;Overig actief;Personen met inkomen;1998;0;;;;
1021;Winst uit onderneming;Overig actief;Personen met inkomen;1999;0;;;;
1022;Winst uit onderneming;Overig actief;Personen met inkomen;2000;0;;;;
1023;Winst uit onderneming;Overig actief;Personen met 52 weken inkomen;1990;0;;;;
1024;Winst uit onderneming;Overig actief;Personen met 52 weken inkomen;1991;0;;;;
1025;Winst uit onderneming;Overig actief;Personen met 52 weken inkomen;1992;0;;;;
1026;Winst uit onderneming;Overig actief;Personen met 52 weken inkomen;1993;0;;;;
1027;Winst uit onderneming;Overig actief;Personen met 52 weken inkomen;1994;0;;;;
1028;Winst uit onderneming;Overig actief;Personen met 52 weken inkomen;1995;0;;;;
1029;Winst uit onderneming;Overig actief;Personen met 52 weken inkomen;1996;0;;;;
1030;Winst uit onderneming;Overig actief;Personen met 52 weken inkomen;1997;0;;;;
1031;Winst uit onderneming;Overig actief;Personen met 52 weken inkomen;1998;0;;;;
1032;Winst uit onderneming;Overig actief;Personen met 52 weken inkomen;1999;0;;;;
1033;Winst uit onderneming;Overig actief;Personen met 52 weken inkomen;2000;0;;;;
1034;Winst uit onderneming;Niet-actief;Personen met inkomen;1990;0;;;;
1035;Winst uit onderneming;Niet-actief;Personen met inkomen;1991;0;;;;
1036;Winst uit onderneming;Niet-actief;Personen met inkomen;1992;0;;;;
1037;Winst uit onderneming;Niet-actief;Personen met inkomen;1993;0;;;;
1038;Winst uit onderneming;Niet-actief;Personen met inkomen;1994;0;;;;
1039;Winst uit onderneming;Niet-actief;Personen met inkomen;1995;0;;;;
1040;Winst uit onderneming;Niet-actief;Personen met inkomen;1996;0;;;;
1041;Winst uit onderneming;Niet-actief;Personen met inkomen;1997;0;;;;
1042;Winst uit onderneming;Niet-actief;Personen met inkomen;1998;0;;;;
1043;Winst uit onderneming;Niet-actief;Personen met inkomen;1999;0;;;;
1044;Winst uit onderneming;Niet-actief;Personen met inkomen;2000;0;;;;
1045;Winst uit onderneming;Niet-actief;Personen met 52 weken inkomen;1990;0;;;;
1046;Winst uit onderneming;Niet-actief;Personen met 52 weken inkomen;1991;0;;;;
1047;Winst uit onderneming;Niet-actief;Personen met 52 weken inkomen;1992;0;;;;
1048;Winst uit onderneming;Niet-actief;Personen met 52 weken inkomen;1993;0;;;;
1049;Winst uit onderneming;Niet-actief;Personen met 52 weken inkomen;1994;0;;;;
1050;Winst uit onderneming;Niet-actief;Personen met 52 weken inkomen;1995;0;;;;
1051;Winst uit onderneming;Niet-actief;Personen met 52 weken inkomen;1996;0;;;;
1052;Winst uit onderneming;Niet-actief;Personen met 52 weken inkomen;1997;0;;;;
1053;Winst uit onderneming;Niet-actief;Personen met 52 weken inkomen;1998;0;;;;
1054;Winst uit onderneming;Niet-actief;Personen met 52 weken inkomen;1999;0;;;;
1055;Winst uit onderneming;Niet-actief;Personen met 52 weken inkomen;2000;0;;;;
1056;Winst uit onderneming;Arbeidsongeschikte;Personen met inkomen;1990;0;;;;
1057;Winst uit onderneming;Arbeidsongeschikte;Personen met inkomen;1991;0;;;;
1058;Winst uit onderneming;Arbeidsongeschikte;Personen met inkomen;1992;0;;;;
1059;Winst uit onderneming;Arbeidsongeschikte;Personen met inkomen;1993;0;;;;
1060;Winst uit onderneming;Arbeidsongeschikte;Personen met inkomen;1994;0;;;;
1061;Winst uit onderneming;Arbeidsongeschikte;Personen met inkomen;1995;0;;;;
1062;Winst uit onderneming;Arbeidsongeschikte;Personen met inkomen;1996;0;;;;
1063;Winst uit onderneming;Arbeidsongeschikte;Personen met inkomen;1997;0;;;;
1064;Winst uit onderneming;Arbeidsongeschikte;Personen met inkomen;1998;0;;;;
1065;Winst uit onderneming;Arbeidsongeschikte;Personen met inkomen;1999;0;;;;
1066;Winst uit onderneming;Arbeidsongeschikte;Personen met inkomen;2000;0;;;;
1067;Winst uit onderneming;Arbeidsongeschikte;Personen met 52 weken inkomen;1990;0;;;;
1068;Winst uit onderneming;Arbeidsongeschikte;Personen met 52 weken inkomen;1991;0;;;;
1069;Winst uit onderneming;Arbeidsongeschikte;Personen met 52 weken inkomen;1992;0;;;;
1070;Winst uit onderneming;Arbeidsongeschikte;Personen met 52 weken inkomen;1993;0;;;;
1071;Winst uit onderneming;Arbeidsongeschikte;Personen met 52 weken inkomen;1994;0;;;;
1072;Winst uit onderneming;Arbeidsongeschikte;Personen met 52 weken inkomen;1995;0;;;;
1073;Winst uit onderneming;Arbeidsongeschikte;Personen met 52 weken inkomen;1996;0;;;;
1074;Winst uit onderneming;Arbeidsongeschikte;Personen met 52 weken inkomen;1997;0;;;;
1075;Winst uit onderneming;Arbeidsongeschikte;Personen met 52 weken inkomen;1998;0;;;;
1076;Winst uit onderneming;Arbeidsongeschikte;Personen met 52 weken inkomen;1999;0;;;;
1077;Winst uit onderneming;Arbeidsongeschikte;Personen met 52 weken inkomen;2000;0;;;;
1078;Winst uit onderneming;Pensioenontvanger, tot 65 jaar;Personen met inkomen;1990;0;;;;
1079;Winst uit onderneming;Pensioenontvanger, tot 65 jaar;Personen met inkomen;1991;0;;;;
1080;Winst uit onderneming;Pensioenontvanger, tot 65 jaar;Personen met inkomen;1992;0;;;;
1081;Winst uit onderneming;Pensioenontvanger, tot 65 jaar;Personen met inkomen;1993;0;;;;
1082;Winst uit onderneming;Pensioenontvanger, tot 65 jaar;Personen met inkomen;1994;0;;;;
1083;Winst uit onderneming;Pensioenontvanger, tot 65 jaar;Personen met inkomen;1995;0;;;;
1084;Winst uit onderneming;Pensioenontvanger, tot 65 jaar;Personen met inkomen;1996;0;;;;
1085;Winst uit onderneming;Pensioenontvanger, tot 65 jaar;Personen met inkomen;1997;0;;;;
1086;Winst uit onderneming;Pensioenontvanger, tot 65 jaar;Personen met inkomen;1998;0;;;;
1087;Winst uit onderneming;Pensioenontvanger, tot 65 jaar;Personen met inkomen;1999;0;;;;
1088;Winst uit onderneming;Pensioenontvanger, tot 65 jaar;Personen met inkomen;2000;0;;;;
1089;Winst uit onderneming;Pensioenontvanger, tot 65 jaar;Personen met 52 weken inkomen;1990;0;;;;
1090;Winst uit onderneming;Pensioenontvanger, tot 65 jaar;Personen met 52 weken inkomen;1991;0;;;;
1091;Winst uit onderneming;Pensioenontvanger, tot 65 jaar;Personen met 52 weken inkomen;1992;0;;;;
1092;Winst uit onderneming;Pensioenontvanger, tot 65 jaar;Personen met 52 weken inkomen;1993;0;;;;
1093;Winst uit onderneming;Pensioenontvanger, tot 65 jaar;Personen met 52 weken inkomen;1994;0;;;;
1094;Winst uit onderneming;Pensioenontvanger, tot 65 jaar;Personen met 52 weken inkomen;1995;0;;;;
1095;Winst uit onderneming;Pensioenontvanger, tot 65 jaar;Personen met 52 weken inkomen;1996;0;;;;
1096;Winst uit onderneming;Pensioenontvanger, tot 65 jaar;Personen met 52 weken inkomen;1997;0;;;;
1097;Winst uit onderneming;Pensioenontvanger, tot 65 jaar;Personen met 52 weken inkomen;1998;0;;;;
1098;Winst uit onderneming;Pensioenontvanger, tot 65 jaar;Personen met 52 weken inkomen;1999;0;;;;
1099;Winst uit onderneming;Pensioenontvanger, tot 65 jaar;Personen met 52 weken inkomen;2000;0;;;;
1100;Winst uit onderneming;Pensioenontvanger, 65 jaar en ouder;Personen met inkomen;1990;0;;;;
1101;Winst uit onderneming;Pensioenontvanger, 65 jaar en ouder;Personen met inkomen;1991;0;;;;
1102;Winst uit onderneming;Pensioenontvanger, 65 jaar en ouder;Personen met inkomen;1992;0;;;;
1103;Winst uit onderneming;Pensioenontvanger, 65 jaar en ouder;Personen met inkomen;1993;0;;;;
1104;Winst uit onderneming;Pensioenontvanger, 65 jaar en ouder;Personen met inkomen;1994;0;;;;
1105;Winst uit onderneming;Pensioenontvanger, 65 jaar en ouder;Personen met inkomen;1995;0;;;;
1106;Winst uit onderneming;Pensioenontvanger, 65 jaar en ouder;Personen met inkomen;1996;0;;;;
