ID;Begrotingshoofdstukken;Perioden;Uitgaven_1;Ontvangsten_2;Saldo_3
471;Volksgezondheid, Welzijn en Sport;2007;13881.0;226.0;-13655.0
472;Volksgezondheid, Welzijn en Sport;2008;14248.0;466.0;-13782.0
473;Volksgezondheid, Welzijn en Sport;2009;15268.0;569.0;-14699.0
474;Volksgezondheid, Welzijn en Sport;2010;21748.0;849.0;-20899.0
475;Volksgezondheid, Welzijn en Sport;2011;19145.0;811.0;-18334.0
476;Volksgezondheid, Welzijn en Sport;2012;18814.0;901.0;-17913.0
477;Volksgezondheid, Welzijn en Sport;2013;16376.0;810.0;-15566.0
478;Volksgezondheid, Welzijn en Sport;2014;16066.0;1038.0;-15028.0
479;Volksgezondheid, Welzijn en Sport;2015;15329.0;1011.0;-14318.0
480;Volksgezondheid, Welzijn en Sport;2016;15193.0;1011.0;-14182.0
481;Volksgezondheid, Welzijn en Sport;2017;14993.0;867.0;-14126.0
482;Volksgezondheid, Welzijn en Sport;2018;15374.0;838.0;-14536.0
483;Jeugd en Gezin;1998;;;
484;Jeugd en Gezin;1999;;;
485;Jeugd en Gezin;2000;;;
486;Jeugd en Gezin;2001;;;
487;Jeugd en Gezin;2002;;;
488;Jeugd en Gezin;2003;;;
489;Jeugd en Gezin;2004;;;
490;Jeugd en Gezin;2005;;;
491;Jeugd en Gezin;2006;;;
492;Jeugd en Gezin;2007;;;
493;Jeugd en Gezin;2008;6056.0;35.0;-6022.0
494;Jeugd en Gezin;2009;6499.0;140.0;-6359.0
495;Jeugd en Gezin;2010;6730.0;240.0;-6491.0
496;Jeugd en Gezin;2011;;;
497;Jeugd en Gezin;2012;;;
498;Jeugd en Gezin;2013;;;
499;Jeugd en Gezin;2014;;;
500;Jeugd en Gezin;2015;;;
501;Jeugd en Gezin;2016;;;
502;Jeugd en Gezin;2017;;;
503;Jeugd en Gezin;2018;;;
504;Buitenlandse Handel;1998;;;
505;Buitenlandse Handel;1999;;;
506;Buitenlandse Handel;2000;;;
507;Buitenlandse Handel;2001;;;
508;Buitenlandse Handel;2002;;;
509;Buitenlandse Handel;2003;;;
510;Buitenlandse Handel;2004;;;
511;Buitenlandse Handel;2005;;;
512;Buitenlandse Handel;2006;;;
513;Buitenlandse Handel;2007;;;
514;Buitenlandse Handel;2008;;;
515;Buitenlandse Handel;2009;;;
516;Buitenlandse Handel;2010;;;
517;Buitenlandse Handel;2011;;;
518;Buitenlandse Handel;2012;;;
519;Buitenlandse Handel;2013;3018.0;80.0;-2938.0
520;Buitenlandse Handel;2014;2813.0;132.0;-2681.0
521;Buitenlandse Handel;2015;2903.0;104.0;-2799.0
522;Buitenlandse Handel;2016;2885.0;252.0;-2633.0
523;Buitenlandse Handel;2017;2822.0;107.0;-2715.0
524;Buitenlandse Handel;2018;3071.0;86.0;-2985.0
525;Wonen, Wijken en Integratie;1998;;;
526;Wonen, Wijken en Integratie;1999;;;
527;Wonen, Wijken en Integratie;2000;;;
528;Wonen, Wijken en Integratie;2001;;;
529;Wonen, Wijken en Integratie;2002;;;
530;Wonen, Wijken en Integratie;2003;;;
531;Wonen, Wijken en Integratie;2004;;;
532;Wonen, Wijken en Integratie;2005;;;
533;Wonen, Wijken en Integratie;2006;;;
534;Wonen, Wijken en Integratie;2007;;;
535;Wonen, Wijken en Integratie;2008;4432.0;892.0;-3540.0
536;Wonen, Wijken en Integratie;2009;5061.0;997.0;-4065.0
537;Wonen, Wijken en Integratie;2010;3833.0;561.0;-3272.0
538;Wonen, Wijken en Integratie;2011;;;
539;Wonen, Wijken en Integratie;2012;;;
540;Wonen, Wijken en Integratie;2013;;;
541;Wonen, Wijken en Integratie;2014;;;
542;Wonen, Wijken en Integratie;2015;;;
543;Wonen, Wijken en Integratie;2016;;;
544;Wonen, Wijken en Integratie;2017;;;
545;Wonen, Wijken en Integratie;2018;;;
546;Wonen en Rijksdienst;1998;;;
547;Wonen en Rijksdienst;1999;;;
548;Wonen en Rijksdienst;2000;;;
549;Wonen en Rijksdienst;2001;;;
550;Wonen en Rijksdienst;2002;;;
551;Wonen en Rijksdienst;2003;;;
552;Wonen en Rijksdienst;2004;;;
553;Wonen en Rijksdienst;2005;;;
554;Wonen en Rijksdienst;2006;;;
555;Wonen en Rijksdienst;2007;;;
556;Wonen en Rijksdienst;2008;;;
557;Wonen en Rijksdienst;2009;;;
558;Wonen en Rijksdienst;2010;;;
559;Wonen en Rijksdienst;2011;;;
560;Wonen en Rijksdienst;2012;;;
561;Wonen en Rijksdienst;2013;3146.0;580.0;-2566.0
562;Wonen en Rijksdienst;2014;3687.0;654.0;-3033.0
563;Wonen en Rijksdienst;2015;4266.0;974.0;-3292.0
564;Wonen en Rijksdienst;2016;4209.0;955.0;-3254.0
565;Wonen en Rijksdienst;2017;4272.0;783.0;-3489.0
566;Wonen en Rijksdienst;2018;;;
567;Landbouwegalisatiefonds;1998;44.0;44.0;0.0
568;Landbouwegalisatiefonds;1999;75.0;75.0;0.0
569;Landbouwegalisatiefonds;2000;;;
570;Landbouwegalisatiefonds;2001;;;
571;Landbouwegalisatiefonds;2002;;;
572;Landbouwegalisatiefonds;2003;;;
573;Landbouwegalisatiefonds;2004;;;
574;Landbouwegalisatiefonds;2005;;;
575;Landbouwegalisatiefonds;2006;;;
576;Landbouwegalisatiefonds;2007;;;
577;Landbouwegalisatiefonds;2008;;;
578;Landbouwegalisatiefonds;2009;;;
579;Landbouwegalisatiefonds;2010;;;
580;Landbouwegalisatiefonds;2011;;;
581;Landbouwegalisatiefonds;2012;;;
582;Landbouwegalisatiefonds;2013;;;
583;Landbouwegalisatiefonds;2014;;;
584;Landbouwegalisatiefonds;2015;;;
585;Landbouwegalisatiefonds;2016;;;
586;Landbouwegalisatiefonds;2017;;;
587;Landbouwegalisatiefonds;2018;;;
588;Gemeentefonds;1998;10154.0;10154.0;0.0
589;Gemeentefonds;1999;10876.0;10876.0;0.0
590;Gemeentefonds;2000;11543.0;11543.0;0.0
591;Gemeentefonds;2001;12159.0;12159.0;0.0
592;Gemeentefonds;2002;13032.0;13032.0;0.0
593;Gemeentefonds;2003;13831.0;13831.0;0.0
594;Gemeentefonds;2004;11818.0;11818.0;0.0
595;Gemeentefonds;2005;11996.0;11996.0;0.0
596;Gemeentefonds;2006;13436.0;13436.0;0.0
597;Gemeentefonds;2007;15094.0;15094.0;0.0
598;Gemeentefonds;2008;16247.0;16247.0;0.0
599;Gemeentefonds;2009;17683.0;17683.0;0.0
600;Gemeentefonds;2010;18381.0;18381.0;0.0
601;Gemeentefonds;2011;18576.0;18576.0;0.0
602;Gemeentefonds;2012;18501.0;18501.0;0.0
603;Gemeentefonds;2013;17989.0;17989.0;0.0
604;Gemeentefonds;2014;18741.0;18741.0;0.0
605;Gemeentefonds;2015;27267.0;27267.0;0.0
606;Gemeentefonds;2016;28125.0;28125.0;0.0
607;Gemeentefonds;2017;27906.0;27906.0;0.0
608;Gemeentefonds;2018;29083.0;29083.0;0.0
609;Provinciefonds;1998;779.0;779.0;0.0
610;Provinciefonds;1999;825.0;825.0;0.0
611;Provinciefonds;2000;940.0;940.0;0.0
612;Provinciefonds;2001;1013.0;1013.0;0.0
613;Provinciefonds;2002;1084.0;1084.0;0.0
614;Provinciefonds;2003;1145.0;1145.0;0.0
615;Provinciefonds;2004;983.0;983.0;0.0
616;Provinciefonds;2005;1004.0;1004.0;0.0
617;Provinciefonds;2006;1090.0;1090.0;0.0
618;Provinciefonds;2007;1128.0;1128.0;0.0
619;Provinciefonds;2008;1205.0;1205.0;0.0
620;Provinciefonds;2009;1329.0;1329.0;0.0
621;Provinciefonds;2010;1483.0;1483.0;0.0
622;Provinciefonds;2011;1268.0;1268.0;0.0
623;Provinciefonds;2012;1686.0;1686.0;0.0
624;Provinciefonds;2013;1553.0;1553.0;0.0
625;Provinciefonds;2014;1296.0;1296.0;0.0
626;Provinciefonds;2015;1115.0;1115.0;0.0
627;Provinciefonds;2016;2494.0;2494.0;0.0
628;Provinciefonds;2017;2570.0;2570.0;0.0
629;Provinciefonds;2018;2454.0;2454.0;0.0
630;Infrastructuurfonds;1998;4368.0;4164.0;-205.0
631;Infrastructuurfonds;1999;4630.0;4657.0;27.0
632;Infrastructuurfonds;2000;5169.0;5375.0;206.0
633;Infrastructuurfonds;2001;6677.0;6725.0;48.0
634;Infrastructuurfonds;2002;6836.0;6682.0;-154.0
635;Infrastructuurfonds;2003;6797.0;6952.0;155.0
636;Infrastructuurfonds;2004;6265.0;6179.0;-86.0
637;Infrastructuurfonds;2005;6076.0;6164.0;88.0
638;Infrastructuurfonds;2006;6290.0;6528.0;239.0
639;Infrastructuurfonds;2007;6330.0;6644.0;314.0
640;Infrastructuurfonds;2008;7074.0;6539.0;-535.0
641;Infrastructuurfonds;2009;7352.0;7476.0;124.0
642;Infrastructuurfonds;2010;8783.0;8765.0;-18.0
643;Infrastructuurfonds;2011;8372.0;8121.0;-252.0
644;Infrastructuurfonds;2012;7599.0;7643.0;44.0
645;Infrastructuurfonds;2013;6249.0;6089.0;-160.0
646;Infrastructuurfonds;2014;6108.0;6145.0;37.0
647;Infrastructuurfonds;2015;5718.0;5902.0;184.0
648;Infrastructuurfonds;2016;5238.0;5581.0;343.0
649;Infrastructuurfonds;2017;5636.0;5164.0;-472.0
650;Infrastructuurfonds;2018;5810.0;6005.0;195.0
651;Deltafonds;1998;;;
652;Deltafonds;1999;;;
653;Deltafonds;2000;;;
654;Deltafonds;2001;;;
655;Deltafonds;2002;;;
656;Deltafonds;2003;;;
657;Deltafonds;2004;;;
658;Deltafonds;2005;;;
659;Deltafonds;2006;;;
660;Deltafonds;2007;;;
661;Deltafonds;2008;;;
662;Deltafonds;2009;;;
663;Deltafonds;2010;;;
664;Deltafonds;2011;;;
665;Deltafonds;2012;;;
666;Deltafonds;2013;1064.0;1066.0;2.0
667;Deltafonds;2014;1267.0;1227.0;-40.0
668;Deltafonds;2015;1165.0;1263.0;98.0
669;Deltafonds;2016;1147.0;1215.0;68.0
670;Deltafonds;2017;950.0;851.0;-99.0
671;Deltafonds;2018;1084.0;1114.0;30.0
672;Fonds Economische Structuurversterking;1998;1077.0;946.0;-131.0
673;Fonds Economische Structuurversterking;1999;1328.0;809.0;-519.0
674;Fonds Economische Structuurversterking;2000;1928.0;1286.0;-642.0
675;Fonds Economische Structuurversterking;2001;2174.0;1988.0;-185.0
676;Fonds Economische Structuurversterking;2002;2445.0;2004.0;-441.0
677;Fonds Economische Structuurversterking;2003;2737.0;2048.0;-689.0
678;Fonds Economische Structuurversterking;2004;1873.0;2198.0;326.0
679;Fonds Economische Structuurversterking;2005;1856.0;3072.0;1216.0
680;Fonds Economische Structuurversterking;2006;2309.0;3941.0;1632.0
681;Fonds Economische Structuurversterking;2007;2289.0;2807.0;518.0
682;Fonds Economische Structuurversterking;2008;2383.0;2383.0;0.0
683;Fonds Economische Structuurversterking;2009;1724.0;1724.0;0.0
684;Fonds Economische Structuurversterking;2010;2314.0;2314.0;0.0
685;Fonds Economische Structuurversterking;2011;;;
686;Fonds Economische Structuurversterking;2012;;;
687;Fonds Economische Structuurversterking;2013;;;
688;Fonds Economische Structuurversterking;2014;;;
689;Fonds Economische Structuurversterking;2015;;;
690;Fonds Economische Structuurversterking;2016;;;
691;Fonds Economische Structuurversterking;2017;;;
692;Fonds Economische Structuurversterking;2018;;;
693;Spaarfonds AOW;1998;0.0;1966.0;1966.0
694;Spaarfonds AOW;1999;0.0;2280.0;2280.0
695;Spaarfonds AOW;2000;0.0;2449.0;2449.0
696;Spaarfonds AOW;2001;0.0;2695.0;2695.0
697;Spaarfonds AOW;2002;0.0;2942.0;2942.0
698;Spaarfonds AOW;2003;0.0;3199.0;3199.0
699;Spaarfonds AOW;2004;0.0;3443.0;3443.0
700;Spaarfonds AOW;2005;0.0;3696.0;3696.0
701;Spaarfonds AOW;2006;0.0;3933.0;3933.0
702;Spaarfonds AOW;2007;0.0;4196.0;4196.0
703;Spaarfonds AOW;2008;0.0;4490.0;4490.0
704;Spaarfonds AOW;2009;0.0;4794.0;4794.0
705;Spaarfonds AOW;2010;0.0;5084.0;5084.0
706;Spaarfonds AOW;2011;;;
707;Spaarfonds AOW;2012;;;
708;Spaarfonds AOW;2013;;;
709;Spaarfonds AOW;2014;;;
710;Spaarfonds AOW;2015;;;
711;Spaarfonds AOW;2016;;;
712;Spaarfonds AOW;2017;;;
713;Spaarfonds AOW;2018;;;
714;Diergezondheidsfonds;1998;0.0;14.0;14.0
715;Diergezondheidsfonds;1999;0.0;0.0;0.0
716;Diergezondheidsfonds;2000;5.0;159.0;153.0
717;Diergezondheidsfonds;2001;371.0;247.0;-124.0
718;Diergezondheidsfonds;2002;76.0;38.0;-38.0
719;Diergezondheidsfonds;2003;273.0;277.0;4.0
720;Diergezondheidsfonds;2004;24.0;22.0;-2.0
721;Diergezondheidsfonds;2005;18.0;23.0;4.0
722;Diergezondheidsfonds;2006;19.0;37.0;18.0
723;Diergezondheidsfonds;2007;16.0;11.0;-5.0
724;Diergezondheidsfonds;2008;41.0;33.0;-8.0
725;Diergezondheidsfonds;2009;15.0;4.0;-11.0
726;Diergezondheidsfonds;2010;55.0;60.0;5.0
727;Diergezondheidsfonds;2011;16.0;11.0;-5.0
728;Diergezondheidsfonds;2012;15.0;13.0;-3.0
729;Diergezondheidsfonds;2013;11.0;16.0;5.0
730;Diergezondheidsfonds;2014;14.0;24.0;10.0
731;Diergezondheidsfonds;2015;33.0;27.0;-6.0
732;Diergezondheidsfonds;2016;32.0;30.0;-2.0
733;Diergezondheidsfonds;2017;39.0;46.0;7.0
734;Diergezondheidsfonds;2018;32.0;35.0;3.0
735;BTW-compensatiefonds;1998;;;
736;BTW-compensatiefonds;1999;;;
737;BTW-compensatiefonds;2000;;;
738;BTW-compensatiefonds;2001;;;
739;BTW-compensatiefonds;2002;;;
740;BTW-compensatiefonds;2003;106.0;106.0;0.0
741;BTW-compensatiefonds;2004;1687.0;1687.0;0.0
742;BTW-compensatiefonds;2005;1871.0;1871.0;0.0
743;BTW-compensatiefonds;2006;1939.0;1939.0;0.0
744;BTW-compensatiefonds;2007;2069.0;2069.0;0.0
745;BTW-compensatiefonds;2008;2348.0;2348.0;0.0
746;BTW-compensatiefonds;2009;2577.0;2577.0;0.0
747;BTW-compensatiefonds;2010;2789.0;2789.0;0.0
748;BTW-compensatiefonds;2011;2788.0;2788.0;0.0
749;BTW-compensatiefonds;2012;;;
750;BTW-compensatiefonds;2013;;;
751;BTW-compensatiefonds;2014;;;
752;BTW-compensatiefonds;2015;;;
753;BTW-compensatiefonds;2016;;;
754;BTW-compensatiefonds;2017;;;
755;BTW-compensatiefonds;2018;;;
756;Waddenfonds;1998;;;
757;Waddenfonds;1999;;;
758;Waddenfonds;2000;;;
759;Waddenfonds;2001;;;
760;Waddenfonds;2002;;;
761;Waddenfonds;2003;;;
762;Waddenfonds;2004;;;
763;Waddenfonds;2005;;;
764;Waddenfonds;2006;;;
765;Waddenfonds;2007;0.0;34.0;34.0
766;Waddenfonds;2008;4.0;34.0;30.0
767;Waddenfonds;2009;15.0;34.0;19.0
768;Waddenfonds;2010;6.0;4.0;-2.0
769;Waddenfonds;2011;15.0;1.0;-15.0
770;Waddenfonds;2012;;;
771;Waddenfonds;2013;;;
772;Waddenfonds;2014;;;
773;Waddenfonds;2015;;;
774;Waddenfonds;2016;;;
775;Waddenfonds;2017;;;
776;Waddenfonds;2018;;;
777;BES-fonds;1998;;;
778;BES-fonds;1999;;;
779;BES-fonds;2000;;;
780;BES-fonds;2001;;;
781;BES-fonds;2002;;;
782;BES-fonds;2003;;;
783;BES-fonds;2004;;;
784;BES-fonds;2005;;;
785;BES-fonds;2006;;;
786;BES-fonds;2007;;;
787;BES-fonds;2008;;;
788;BES-fonds;2009;;;
789;BES-fonds;2010;;;
790;BES-fonds;2011;25.0;25.0;0.0
791;BES-fonds;2012;39.0;39.0;0.0
792;BES-fonds;2013;36.0;36.0;0.0
793;BES-fonds;2014;39.0;39.0;0.0
794;BES-fonds;2015;47.0;47.0;0.0
795;BES-fonds;2016;42.0;42.0;0.0
796;BES-fonds;2017;41.0;41.0;0.0
797;BES-fonds;2018;39.0;39.0;0.0
