ID;RegioS;SociaalEconomischeCategorie;AantalPersonenMet52WekenInkomen_1;GemiddeldBesteedbaarInkomen_2
975;Ooststellingwerf;Werknemer;8.7;16.7
976;Ooststellingwerf;Zelfstandige;2.0;19.4
977;Ooststellingwerf;Totaal niet-actief;6.4;12.5
978;Ooststellingwerf;Werkloosheids- en bijstandsuitk. ontv.;0.5;11.3
979;Ooststellingwerf;Pensioenontvanger;4.5;13.3
980;Opsterland;Totaal sociaal-economische categorie;18.7;15.8
981;Opsterland;Totaal actief;12.0;17.7
982;Opsterland;Werknemer;9.9;17.2
983;Opsterland;Zelfstandige;2.1;20.2
984;Opsterland;Totaal niet-actief;6.7;12.4
985;Opsterland;Werkloosheids- en bijstandsuitk. ontv.;0.5;11.6
986;Opsterland;Pensioenontvanger;4.5;13.4
987;Schiermonnikoog;Totaal sociaal-economische categorie;0.7;17.0
988;Schiermonnikoog;Totaal actief;0.5;17.0
989;Schiermonnikoog;Werknemer;0.3;16.6
990;Schiermonnikoog;Zelfstandige;;
991;Schiermonnikoog;Totaal niet-actief;0.3;17.0
992;Schiermonnikoog;Werkloosheids- en bijstandsuitk. ontv.;;
993;Schiermonnikoog;Pensioenontvanger;;
994;Smallingerland;Totaal sociaal-economische categorie;34.7;15.6
995;Smallingerland;Totaal actief;21.0;17.6
996;Smallingerland;Werknemer;18.7;16.8
997;Smallingerland;Zelfstandige;2.3;23.7
998;Smallingerland;Totaal niet-actief;13.7;12.6
999;Smallingerland;Werkloosheids- en bijstandsuitk. ontv.;1.6;10.8
1000;Smallingerland;Pensioenontvanger;8.5;13.9
1001;Sneek;Totaal sociaal-economische categorie;21.3;15.7
1002;Sneek;Totaal actief;12.9;17.5
1003;Sneek;Werknemer;11.4;16.9
1004;Sneek;Zelfstandige;1.5;22.3
1005;Sneek;Totaal niet-actief;8.4;12.8
1006;Sneek;Werkloosheids- en bijstandsuitk. ontv.;0.9;11.0
1007;Sneek;Pensioenontvanger;5.4;14.0
1008;Terschelling;Totaal sociaal-economische categorie;3.1;17.5
1009;Terschelling;Totaal actief;2.1;18.8
1010;Terschelling;Werknemer;1.5;17.5
1011;Terschelling;Zelfstandige;0.5;22.5
1012;Terschelling;Totaal niet-actief;1.0;14.9
1013;Terschelling;Werkloosheids- en bijstandsuitk. ontv.;;
1014;Terschelling;Pensioenontvanger;0.8;16.2
1015;Vlieland;Totaal sociaal-economische categorie;0.8;15.5
1016;Vlieland;Totaal actief;0.6;15.5
1017;Vlieland;Werknemer;0.4;16.4
1018;Vlieland;Zelfstandige;;
1019;Vlieland;Totaal niet-actief;0.2;15.6
1020;Vlieland;Werkloosheids- en bijstandsuitk. ontv.;;
1021;Vlieland;Pensioenontvanger;;
1022;Weststellingwerf;Totaal sociaal-economische categorie;16.9;15.6
1023;Weststellingwerf;Totaal actief;10.2;17.8
1024;Weststellingwerf;Werknemer;8.2;16.3
1025;Weststellingwerf;Zelfstandige;2.1;23.7
1026;Weststellingwerf;Totaal niet-actief;6.7;12.2
1027;Weststellingwerf;Werkloosheids- en bijstandsuitk. ontv.;0.5;10.6
1028;Weststellingwerf;Pensioenontvanger;4.6;13.0
1029;Nijefurd;Totaal sociaal-economische categorie;7.0;15.6
1030;Nijefurd;Totaal actief;4.2;17.5
1031;Nijefurd;Werknemer;3.0;16.4
1032;Nijefurd;Zelfstandige;1.2;20.3
1033;Nijefurd;Totaal niet-actief;2.8;12.7
1034;Nijefurd;Werkloosheids- en bijstandsuitk. ontv.;0.3;10.6
1035;Nijefurd;Pensioenontvanger;2.0;13.5
1036;Assen;Totaal sociaal-economische categorie;39.8;16.0
1037;Assen;Totaal actief;24.6;17.8
1038;Assen;Werknemer;22.7;17.7
1039;Assen;Zelfstandige;2.0;20.0
1040;Assen;Totaal niet-actief;15.1;13.0
1041;Assen;Werkloosheids- en bijstandsuitk. ontv.;1.7;10.8
1042;Assen;Pensioenontvanger;9.2;14.7
1043;Coevorden;Totaal sociaal-economische categorie;23.8;15.4
1044;Coevorden;Totaal actief;15.0;17.1
1045;Coevorden;Werknemer;12.6;17.2
1046;Coevorden;Zelfstandige;2.3;17.0
1047;Coevorden;Totaal niet-actief;8.9;12.5
1048;Coevorden;Werkloosheids- en bijstandsuitk. ontv.;0.6;10.7
1049;Coevorden;Pensioenontvanger;6.1;13.5
1050;Emmen;Totaal sociaal-economische categorie;72.4;14.8
1051;Emmen;Totaal actief;43.6;16.6
1052;Emmen;Werknemer;38.9;16.4
1053;Emmen;Zelfstandige;4.6;18.2
1054;Emmen;Totaal niet-actief;28.8;12.2
1055;Emmen;Werkloosheids- en bijstandsuitk. ontv.;3.1;10.4
1056;Emmen;Pensioenontvanger;18.2;13.2
1057;Hoogeveen;Totaal sociaal-economische categorie;34.7;15.4
1058;Hoogeveen;Totaal actief;21.0;17.2
1059;Hoogeveen;Werknemer;18.5;16.6
1060;Hoogeveen;Zelfstandige;2.4;21.6
1061;Hoogeveen;Totaal niet-actief;13.7;12.7
1062;Hoogeveen;Werkloosheids- en bijstandsuitk. ontv.;1.3;10.9
1063;Hoogeveen;Pensioenontvanger;8.8;13.7
1064;Meppel;Totaal sociaal-economische categorie;20.3;16.2
1065;Meppel;Totaal actief;13.3;17.8
1066;Meppel;Werknemer;11.9;17.3
1067;Meppel;Zelfstandige;1.4;22.7
1068;Meppel;Totaal niet-actief;7.0;13.1
1069;Meppel;Werkloosheids- en bijstandsuitk. ontv.;0.5;11.6
1070;Meppel;Pensioenontvanger;4.6;14.3
1071;Littenseradiel;Totaal sociaal-economische categorie;6.8;16.1
1072;Littenseradiel;Totaal actief;4.8;17.6
1073;Littenseradiel;Werknemer;3.7;17.2
1074;Littenseradiel;Zelfstandige;1.1;19.0
1075;Littenseradiel;Totaal niet-actief;1.9;12.3
1076;Littenseradiel;Werkloosheids- en bijstandsuitk. ontv.;;
1077;Littenseradiel;Pensioenontvanger;1.3;13.0
1078;Almelo;Totaal sociaal-economische categorie;46.8;15.3
1079;Almelo;Totaal actief;28.1;17.2
1080;Almelo;Werknemer;25.2;16.7
1081;Almelo;Zelfstandige;2.9;22.0
1082;Almelo;Totaal niet-actief;18.7;12.4
1083;Almelo;Werkloosheids- en bijstandsuitk. ontv.;3.0;10.0
1084;Almelo;Pensioenontvanger;10.9;13.9
1085;Bathmen;Totaal sociaal-economische categorie;3.6;17.9
1086;Bathmen;Totaal actief;2.5;19.4
1087;Bathmen;Werknemer;2.1;19.6
1088;Bathmen;Zelfstandige;0.4;18.4
1089;Bathmen;Totaal niet-actief;1.1;14.6
1090;Bathmen;Werkloosheids- en bijstandsuitk. ontv.;;
1091;Bathmen;Pensioenontvanger;0.9;15.6
1092;Borne;Totaal sociaal-economische categorie;13.6;16.8
1093;Borne;Totaal actief;9.2;18.6
1094;Borne;Werknemer;8.1;18.1
1095;Borne;Zelfstandige;1.1;21.6
1096;Borne;Totaal niet-actief;4.4;13.1
1097;Borne;Werkloosheids- en bijstandsuitk. ontv.;0.3;10.8
1098;Borne;Pensioenontvanger;3.0;14.2
1099;Dalfsen;Totaal sociaal-economische categorie;16.5;16.7
1100;Dalfsen;Totaal actief;11.5;18.5
1101;Dalfsen;Werknemer;9.3;18.2
1102;Dalfsen;Zelfstandige;2.1;19.7
1103;Dalfsen;Totaal niet-actief;5.1;12.8
1104;Dalfsen;Werkloosheids- en bijstandsuitk. ontv.;;
1105;Dalfsen;Pensioenontvanger;3.7;13.6
1106;Denekamp;Totaal sociaal-economische categorie;16.9;16.2
1107;Denekamp;Totaal actief;11.5;17.9
1108;Denekamp;Werknemer;9.3;17.3
1109;Denekamp;Zelfstandige;2.2;20.8
1110;Denekamp;Totaal niet-actief;5.3;12.6
1111;Denekamp;Werkloosheids- en bijstandsuitk. ontv.;;
1112;Denekamp;Pensioenontvanger;4.0;13.1
1113;Deventer;Totaal sociaal-economische categorie;57.9;15.9
1114;Deventer;Totaal actief;36.9;17.7
1115;Deventer;Werknemer;33.8;17.2
1116;Deventer;Zelfstandige;3.1;22.8
1117;Deventer;Totaal niet-actief;20.9;12.8
1118;Deventer;Werkloosheids- en bijstandsuitk. ontv.;2.2;10.8
1119;Deventer;Pensioenontvanger;13.1;14.1
1120;Enschede;Totaal sociaal-economische categorie;99.1;14.8
1121;Enschede;Totaal actief;59.0;16.8
1122;Enschede;Werknemer;53.2;16.4
1123;Enschede;Zelfstandige;5.7;20.3
1124;Enschede;Totaal niet-actief;40.1;12.0
1125;Enschede;Werkloosheids- en bijstandsuitk. ontv.;6.1;10.1
1126;Enschede;Pensioenontvanger;22.6;13.5
1127;Haaksbergen;Totaal sociaal-economische categorie;16.2;15.9
1128;Haaksbergen;Totaal actief;10.6;17.5
1129;Haaksbergen;Werknemer;9.2;17.3
1130;Haaksbergen;Zelfstandige;1.4;19.0
1131;Haaksbergen;Totaal niet-actief;5.5;12.9
1132;Haaksbergen;Werkloosheids- en bijstandsuitk. ontv.;0.3;12.1
1133;Haaksbergen;Pensioenontvanger;3.8;13.8
1134;Hardenberg;Totaal sociaal-economische categorie;36.1;15.5
1135;Hardenberg;Totaal actief;24.2;17.0
1136;Hardenberg;Werknemer;20.7;16.7
1137;Hardenberg;Zelfstandige;3.5;19.1
1138;Hardenberg;Totaal niet-actief;11.9;12.3
1139;Hardenberg;Werkloosheids- en bijstandsuitk. ontv.;0.7;11.8
1140;Hardenberg;Pensioenontvanger;8.2;13.1
1141;Hellendoorn;Totaal sociaal-economische categorie;23.5;15.8
1142;Hellendoorn;Totaal actief;15.6;17.5
1143;Hellendoorn;Werknemer;13.7;17.2
1144;Hellendoorn;Zelfstandige;1.8;20.5
1145;Hellendoorn;Totaal niet-actief;7.9;12.5
1146;Hellendoorn;Werkloosheids- en bijstandsuitk. ontv.;0.4;12.2
1147;Hellendoorn;Pensioenontvanger;5.6;13.5
1148;Hengelo;Totaal sociaal-economische categorie;54.4;16.1
1149;Hengelo;Totaal actief;34.5;18.0
1150;Hengelo;Werknemer;31.3;17.7
1151;Hengelo;Zelfstandige;3.1;21.8
1152;Hengelo;Totaal niet-actief;19.9;12.9
1153;Hengelo;Werkloosheids- en bijstandsuitk. ontv.;2.0;10.4
1154;Hengelo;Pensioenontvanger;13.1;14.3
1155;Kampen;Totaal sociaal-economische categorie;30.3;15.9
1156;Kampen;Totaal actief;20.3;17.9
1157;Kampen;Werknemer;17.6;17.5
1158;Kampen;Zelfstandige;2.7;20.6
1159;Kampen;Totaal niet-actief;10.0;11.9
1160;Kampen;Werkloosheids- en bijstandsuitk. ontv.;0.7;11.1
1161;Kampen;Pensioenontvanger;6.6;12.6
1162;Losser;Totaal sociaal-economische categorie;15.1;15.1
1163;Losser;Totaal actief;9.7;16.9
1164;Losser;Werknemer;8.6;16.6
1165;Losser;Zelfstandige;1.2;18.6
1166;Losser;Totaal niet-actief;5.4;12.0
1167;Losser;Werkloosheids- en bijstandsuitk. ontv.;0.3;10.2
1168;Losser;Pensioenontvanger;3.4;13.0
1169;Noordoostpolder;Totaal sociaal-economische categorie;27.9;15.8
1170;Noordoostpolder;Totaal actief;18.8;17.6
1171;Noordoostpolder;Werknemer;15.1;17.8
1172;Noordoostpolder;Zelfstandige;3.6;17.1
1173;Noordoostpolder;Totaal niet-actief;9.1;12.1
1174;Noordoostpolder;Werkloosheids- en bijstandsuitk. ontv.;0.6;10.8
1175;Noordoostpolder;Pensioenontvanger;6.1;12.9
1176;Oldenzaal;Totaal sociaal-economische categorie;21.1;16.2
1177;Oldenzaal;Totaal actief;13.6;17.8
1178;Oldenzaal;Werknemer;12.5;17.4
1179;Oldenzaal;Zelfstandige;1.2;22.3
1180;Oldenzaal;Totaal niet-actief;7.4;13.1
1181;Oldenzaal;Werkloosheids- en bijstandsuitk. ontv.;0.6;10.6
1182;Oldenzaal;Pensioenontvanger;4.9;14.4
1183;Olst;Totaal sociaal-economische categorie;11.3;16.0
1184;Olst;Totaal actief;7.5;18.0
1185;Olst;Werknemer;6.3;17.8
1186;Olst;Zelfstandige;1.2;18.9
1187;Olst;Totaal niet-actief;3.9;12.3
1188;Olst;Werkloosheids- en bijstandsuitk. ontv.;;
1189;Olst;Pensioenontvanger;2.6;13.2
1190;Ommen;Totaal sociaal-economische categorie;10.8;16.5
1191;Ommen;Totaal actief;7.2;18.4
1192;Ommen;Werknemer;5.7;18.4
1193;Ommen;Zelfstandige;1.4;18.2
1194;Ommen;Totaal niet-actief;3.7;12.8
1195;Ommen;Werkloosheids- en bijstandsuitk. ontv.;;
1196;Ommen;Pensioenontvanger;2.7;13.7
1197;Raalte;Totaal sociaal-economische categorie;23.9;16.1
1198;Raalte;Totaal actief;16.3;18.1
1199;Raalte;Werknemer;14.1;17.9
1200;Raalte;Zelfstandige;2.2;19.1
1201;Raalte;Totaal niet-actief;7.6;11.9
1202;Raalte;Werkloosheids- en bijstandsuitk. ontv.;0.4;12.0
1203;Raalte;Pensioenontvanger;5.2;12.7
1204;Rijssen;Totaal sociaal-economische categorie;21.6;16.3
1205;Rijssen;Totaal actief;14.1;18.0
1206;Rijssen;Werknemer;12.5;17.5
1207;Rijssen;Zelfstandige;1.6;22.3
1208;Rijssen;Totaal niet-actief;7.5;13.0
1209;Rijssen;Werkloosheids- en bijstandsuitk. ontv.;0.4;11.9
1210;Rijssen;Pensioenontvanger;5.3;13.9
1211;Staphorst;Totaal sociaal-economische categorie;8.6;16.4
1212;Staphorst;Totaal actief;6.4;18.1
1213;Staphorst;Werknemer;5.0;18.1
1214;Staphorst;Zelfstandige;1.4;18.3
1215;Staphorst;Totaal niet-actief;2.2;11.6
1216;Staphorst;Werkloosheids- en bijstandsuitk. ontv.;;
1217;Staphorst;Pensioenontvanger;1.6;12.3
1218;Steenwijk;Totaal sociaal-economische categorie;26.9;16.2
1219;Steenwijk;Totaal actief;16.9;18.4
1220;Steenwijk;Werknemer;13.9;18.2
1221;Steenwijk;Zelfstandige;3.0;19.5
1222;Steenwijk;Totaal niet-actief;10.1;12.6
1223;Steenwijk;Werkloosheids- en bijstandsuitk. ontv.;0.7;9.9
1224;Steenwijk;Pensioenontvanger;7.2;13.5
1225;Tubbergen;Totaal sociaal-economische categorie;12.9;16.0
1226;Tubbergen;Totaal actief;9.2;17.6
1227;Tubbergen;Werknemer;7.3;17.3
1228;Tubbergen;Zelfstandige;1.9;18.5
1229;Tubbergen;Totaal niet-actief;3.7;12.1
1230;Tubbergen;Werkloosheids- en bijstandsuitk. ontv.;;
1231;Tubbergen;Pensioenontvanger;2.7;12.8
1232;Urk;Totaal sociaal-economische categorie;8.2;15.7
1233;Urk;Totaal actief;6.3;17.3
1234;Urk;Werknemer;5.0;16.2
1235;Urk;Zelfstandige;1.3;21.5
1236;Urk;Totaal niet-actief;1.9;10.5
1237;Urk;Werkloosheids- en bijstandsuitk. ontv.;;
1238;Urk;Pensioenontvanger;1.2;11.4
1239;Vriezenveen;Totaal sociaal-economische categorie;20.6;15.3
1240;Vriezenveen;Totaal actief;13.9;17.0
1241;Vriezenveen;Werknemer;12.1;16.7
1242;Vriezenveen;Zelfstandige;1.7;19.7
1243;Vriezenveen;Totaal niet-actief;6.7;11.7
1244;Vriezenveen;Werkloosheids- en bijstandsuitk. ontv.;0.4;10.7
1245;Vriezenveen;Pensioenontvanger;4.4;12.4
1246;Wierden;Totaal sociaal-economische categorie;14.8;16.6
1247;Wierden;Totaal actief;10.0;18.6
1248;Wierden;Werknemer;8.5;18.3
1249;Wierden;Zelfstandige;1.4;20.0
1250;Wierden;Totaal niet-actief;4.8;12.6
1251;Wierden;Werkloosheids- en bijstandsuitk. ontv.;0.3;11.7
1252;Wierden;Pensioenontvanger;3.3;13.7
1253;Zwolle;Totaal sociaal-economische categorie;73.8;16.9
1254;Zwolle;Totaal actief;48.5;19.0
1255;Zwolle;Werknemer;44.6;18.5
1256;Zwolle;Zelfstandige;3.9;24.3
1257;Zwolle;Totaal niet-actief;25.3;12.9
1258;Zwolle;Werkloosheids- en bijstandsuitk. ontv.;2.9;10.9
1259;Zwolle;Pensioenontvanger;15.0;14.6
1260;Rijnwaarden;Totaal sociaal-economische categorie;7.3;15.3
1261;Rijnwaarden;Totaal actief;4.9;17.0
1262;Rijnwaarden;Werknemer;4.4;16.9
1263;Rijnwaarden;Zelfstandige;0.5;17.4
1264;Rijnwaarden;Totaal niet-actief;2.3;11.7
1265;Rijnwaarden;Werkloosheids- en bijstandsuitk. ontv.;;
1266;Rijnwaarden;Pensioenontvanger;1.4;12.8
1267;Aalten;Totaal sociaal-economische categorie;12.4;15.5
1268;Aalten;Totaal actief;8.1;17.2
1269;Aalten;Werknemer;6.8;16.7
1270;Aalten;Zelfstandige;1.2;19.8
1271;Aalten;Totaal niet-actief;4.3;12.4
1272;Aalten;Werkloosheids- en bijstandsuitk. ontv.;;
1273;Aalten;Pensioenontvanger;3.1;13.1
1274;Angerlo;Totaal sociaal-economische categorie;3.2;17.0
1275;Angerlo;Totaal actief;2.3;18.7
1276;Angerlo;Werknemer;2.0;18.5
1277;Angerlo;Zelfstandige;0.3;20.4
1278;Angerlo;Totaal niet-actief;0.9;12.5
1279;Angerlo;Werkloosheids- en bijstandsuitk. ontv.;;
1280;Angerlo;Pensioenontvanger;0.6;13.8
1281;Apeldoorn;Totaal sociaal-economische categorie;105.3;17.0
1282;Apeldoorn;Totaal actief;66.6;18.9
1283;Apeldoorn;Werknemer;60.5;18.5
1284;Apeldoorn;Zelfstandige;6.1;23.2
1285;Apeldoorn;Totaal niet-actief;38.6;13.7
1286;Apeldoorn;Werkloosheids- en bijstandsuitk. ontv.;3.2;11.4
1287;Apeldoorn;Pensioenontvanger;25.6;15.2
1288;Arnhem;Totaal sociaal-economische categorie;96.5;16.0
1289;Arnhem;Totaal actief;59.4;18.0
1290;Arnhem;Werknemer;53.7;17.8
1291;Arnhem;Zelfstandige;5.7;19.9
1292;Arnhem;Totaal niet-actief;37.1;12.9
1293;Arnhem;Werkloosheids- en bijstandsuitk. ontv.;6.9;10.3
1294;Arnhem;Pensioenontvanger;20.0;15.2
1295;Barneveld;Totaal sociaal-economische categorie;29.0;17.5
1296;Barneveld;Totaal actief;20.6;19.1
1297;Barneveld;Werknemer;17.0;18.4
1298;Barneveld;Zelfstandige;3.6;22.2
1299;Barneveld;Totaal niet-actief;8.4;13.6
1300;Barneveld;Werkloosheids- en bijstandsuitk. ontv.;0.4;11.5
1301;Barneveld;Pensioenontvanger;5.9;15.0
1302;Bemmel;Totaal sociaal-economische categorie;28.0;16.5
1303;Bemmel;Totaal actief;19.8;18.2
1304;Bemmel;Werknemer;17.5;17.9
1305;Bemmel;Zelfstandige;2.2;21.1
1306;Bemmel;Totaal niet-actief;8.2;12.5
1307;Bemmel;Werkloosheids- en bijstandsuitk. ontv.;0.6;11.2
1308;Bemmel;Pensioenontvanger;5.4;13.6
1309;Bergh;Totaal sociaal-economische categorie;12.1;15.7
1310;Bergh;Totaal actief;7.7;17.7
1311;Bergh;Werknemer;6.5;17.4
1312;Bergh;Zelfstandige;1.2;19.6
1313;Bergh;Totaal niet-actief;4.4;12.3
1314;Bergh;Werkloosheids- en bijstandsuitk. ontv.;0.2;9.8
1315;Bergh;Pensioenontvanger;3.0;13.1
1316;Beuningen;Totaal sociaal-economische categorie;16.5;17.3
1317;Beuningen;Totaal actief;12.1;18.9
1318;Beuningen;Werknemer;10.8;18.6
1319;Beuningen;Zelfstandige;1.3;22.0
1320;Beuningen;Totaal niet-actief;4.4;12.7
1321;Beuningen;Werkloosheids- en bijstandsuitk. ontv.;0.4;12.4
1322;Beuningen;Pensioenontvanger;2.8;14.0
1323;Borculo;Totaal sociaal-economische categorie;7.0;15.7
1324;Borculo;Totaal actief;4.6;17.1
1325;Borculo;Werknemer;3.7;17.2
1326;Borculo;Zelfstandige;0.8;17.2
1327;Borculo;Totaal niet-actief;2.4;12.9
1328;Borculo;Werkloosheids- en bijstandsuitk. ontv.;;
1329;Borculo;Pensioenontvanger;1.8;13.8
1330;Brummen;Totaal sociaal-economische categorie;14.4;17.1
1331;Brummen;Totaal actief;9.2;19.2
1332;Brummen;Werknemer;8.1;18.9
1333;Brummen;Zelfstandige;1.1;21.1
1334;Brummen;Totaal niet-actief;5.1;13.4
1335;Brummen;Werkloosheids- en bijstandsuitk. ontv.;0.3;13.0
1336;Brummen;Pensioenontvanger;3.5;14.5
1337;Buren;Totaal sociaal-economische categorie;16.4;18.0
1338;Buren;Totaal actief;11.9;19.6
1339;Buren;Werknemer;9.8;19.5
1340;Buren;Zelfstandige;2.1;19.7
1341;Buren;Totaal niet-actief;4.4;13.7
1342;Buren;Werkloosheids- en bijstandsuitk. ontv.;0.2;12.3
1343;Buren;Pensioenontvanger;3.1;14.6
1344;Culemborg;Totaal sociaal-economische categorie;16.8;17.8
1345;Culemborg;Totaal actief;11.9;19.9
1346;Culemborg;Werknemer;10.8;19.6
1347;Culemborg;Zelfstandige;1.1;22.4
1348;Culemborg;Totaal niet-actief;4.8;12.9
1349;Culemborg;Werkloosheids- en bijstandsuitk. ontv.;0.5;10.2
1350;Culemborg;Pensioenontvanger;3.1;14.2
1351;Didam;Totaal sociaal-economische categorie;11.0;16.1
1352;Didam;Totaal actief;7.3;17.8
1353;Didam;Werknemer;6.5;17.4
1354;Didam;Zelfstandige;0.8;21.0
1355;Didam;Totaal niet-actief;3.7;12.9
1356;Didam;Werkloosheids- en bijstandsuitk. ontv.;0.3;11.5
1357;Didam;Pensioenontvanger;2.4;14.1
1358;Dinxperlo;Totaal sociaal-economische categorie;5.5;15.5
1359;Dinxperlo;Totaal actief;3.7;16.8
1360;Dinxperlo;Werknemer;3.3;16.1
1361;Dinxperlo;Zelfstandige;0.4;22.9
1362;Dinxperlo;Totaal niet-actief;1.8;12.9
1363;Dinxperlo;Werkloosheids- en bijstandsuitk. ontv.;;
1364;Dinxperlo;Pensioenontvanger;1.3;13.2
1365;Doesburg;Totaal sociaal-economische categorie;7.6;15.9
1366;Doesburg;Totaal actief;4.9;17.8
1367;Doesburg;Werknemer;4.4;17.5
1368;Doesburg;Zelfstandige;0.5;20.5
1369;Doesburg;Totaal niet-actief;2.7;12.5
1370;Doesburg;Werkloosheids- en bijstandsuitk. ontv.;0.3;10.5
1371;Doesburg;Pensioenontvanger;1.6;13.7
1372;Doetinchem;Totaal sociaal-economische categorie;32.4;16.2
1373;Doetinchem;Totaal actief;21.0;17.9
1374;Doetinchem;Werknemer;18.7;17.5
1375;Doetinchem;Zelfstandige;2.2;21.6
1376;Doetinchem;Totaal niet-actief;11.5;13.0
1377;Doetinchem;Werkloosheids- en bijstandsuitk. ontv.;1.0;11.4
1378;Doetinchem;Pensioenontvanger;7.4;14.3
1379;Druten;Totaal sociaal-economische categorie;11.4;16.3
1380;Druten;Totaal actief;8.0;18.2
1381;Druten;Werknemer;7.1;18.0
1382;Druten;Zelfstandige;0.9;20.1
1383;Druten;Totaal niet-actief;3.5;11.7
1384;Druten;Werkloosheids- en bijstandsuitk. ontv.;;
1385;Druten;Pensioenontvanger;2.1;12.9
1386;Duiven;Totaal sociaal-economische categorie;16.7;16.7
1387;Duiven;Totaal actief;12.2;18.3
1388;Duiven;Werknemer;11.1;18.3
1389;Duiven;Zelfstandige;1.1;18.2
1390;Duiven;Totaal niet-actief;4.5;12.4
1391;Duiven;Werkloosheids- en bijstandsuitk. ontv.;0.4;10.9
1392;Duiven;Pensioenontvanger;2.9;13.7
1393;Ede;Totaal sociaal-economische categorie;66.3;17.2
1394;Ede;Totaal actief;43.6;18.8
1395;Ede;Werknemer;37.8;18.4
1396;Ede;Zelfstandige;5.7;21.4
1397;Ede;Totaal niet-actief;22.7;14.1
1398;Ede;Werkloosheids- en bijstandsuitk. ontv.;1.6;11.3
1399;Ede;Pensioenontvanger;15.3;15.9
1400;Eibergen;Totaal sociaal-economische categorie;11.1;15.4
1401;Eibergen;Totaal actief;7.6;17.0
1402;Eibergen;Werknemer;6.0;17.0
1403;Eibergen;Zelfstandige;1.5;17.3
1404;Eibergen;Totaal niet-actief;3.5;12.1
1405;Eibergen;Werkloosheids- en bijstandsuitk. ontv.;;
1406;Eibergen;Pensioenontvanger;2.5;12.7
1407;Elburg;Totaal sociaal-economische categorie;13.3;16.7
1408;Elburg;Totaal actief;9.0;18.1
1409;Elburg;Werknemer;7.9;17.6
1410;Elburg;Zelfstandige;1.0;22.0
1411;Elburg;Totaal niet-actief;4.3;13.7
1412;Elburg;Werkloosheids- en bijstandsuitk. ontv.;0.2;12.0
1413;Elburg;Pensioenontvanger;2.9;15.1
1414;Epe;Totaal sociaal-economische categorie;22.4;16.6
1415;Epe;Totaal actief;13.7;18.1
1416;Epe;Werknemer;12.0;18.0
1417;Epe;Zelfstandige;1.7;19.2
1418;Epe;Totaal niet-actief;8.6;14.3
1419;Epe;Werkloosheids- en bijstandsuitk. ontv.;0.4;12.0
1420;Epe;Pensioenontvanger;6.2;15.7
1421;Ermelo;Totaal sociaal-economische categorie;17.7;17.2
1422;Ermelo;Totaal actief;10.9;19.2
1423;Ermelo;Werknemer;9.3;18.6
1424;Ermelo;Zelfstandige;1.6;23.0
1425;Ermelo;Totaal niet-actief;6.8;14.0
1426;Ermelo;Werkloosheids- en bijstandsuitk. ontv.;0.3;10.1
1427;Ermelo;Pensioenontvanger;4.4;15.9
1428;Geldermalsen;Totaal sociaal-economische categorie;16.0;18.2
1429;Geldermalsen;Totaal actief;11.4;20.2
1430;Geldermalsen;Werknemer;9.7;19.8
1431;Geldermalsen;Zelfstandige;1.7;22.3
1432;Geldermalsen;Totaal niet-actief;4.6;13.4
1433;Geldermalsen;Werkloosheids- en bijstandsuitk. ontv.;0.2;12.6
1434;Geldermalsen;Pensioenontvanger;3.3;14.4
1435;Gendringen;Totaal sociaal-economische categorie;13.5;15.3
1436;Gendringen;Totaal actief;9.0;17.0
1437;Gendringen;Werknemer;7.9;16.6
1438;Gendringen;Zelfstandige;1.1;20.2
1439;Gendringen;Totaal niet-actief;4.5;11.9
1440;Gendringen;Werkloosheids- en bijstandsuitk. ontv.;0.3;11.0
1441;Gendringen;Pensioenontvanger;3.0;12.7
1442;Gorssel;Totaal sociaal-economische categorie;9.1;19.0
1443;Gorssel;Totaal actief;5.2;20.9
1444;Gorssel;Werknemer;4.2;20.0
1445;Gorssel;Zelfstandige;1.0;24.7
1446;Gorssel;Totaal niet-actief;3.9;16.5
1447;Gorssel;Werkloosheids- en bijstandsuitk. ontv.;;
1448;Gorssel;Pensioenontvanger;3.0;17.9
1449;Groenlo;Totaal sociaal-economische categorie;6.6;15.6
1450;Groenlo;Totaal actief;4.3;17.3
1451;Groenlo;Werknemer;3.9;17.3
1452;Groenlo;Zelfstandige;0.4;17.6
1453;Groenlo;Totaal niet-actief;2.3;12.3
1454;Groenlo;Werkloosheids- en bijstandsuitk. ontv.;;
1455;Groenlo;Pensioenontvanger;1.6;13.1
1456;Groesbeek;Totaal sociaal-economische categorie;13.0;16.1
1457;Groesbeek;Totaal actief;7.7;18.6
1458;Groesbeek;Werknemer;6.8;17.9
1459;Groesbeek;Zelfstandige;0.9;23.9
1460;Groesbeek;Totaal niet-actief;5.4;12.7
1461;Groesbeek;Werkloosheids- en bijstandsuitk. ontv.;0.4;10.9
1462;Groesbeek;Pensioenontvanger;3.5;13.9
1463;Harderwijk;Totaal sociaal-economische categorie;25.9;17.1
1464;Harderwijk;Totaal actief;17.3;18.6
1465;Harderwijk;Werknemer;15.7;18.0
1466;Harderwijk;Zelfstandige;1.6;23.9
1467;Harderwijk;Totaal niet-actief;8.6;14.0
1468;Harderwijk;Werkloosheids- en bijstandsuitk. ontv.;0.7;11.4
1469;Harderwijk;Pensioenontvanger;5.5;16.0
1470;Hattem;Totaal sociaal-economische categorie;7.5;17.8
1471;Hattem;Totaal actief;4.9;19.9
