ID;Geslacht;Migratieachtergrond;Onderwijssoort;Opleidingsfase;Opleidingsvorm;Perioden;TotaalIngeschrevenen_1
1151;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2007/'08;272196
1152;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2008/'09;276613
1153;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2009/'10;288207
1154;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2010/'11;296728
1155;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2011/'12;301775
1156;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2012/'13;300261
1157;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2013/'14;313575
1158;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2014/'15;318897
1159;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2015/'16;315484
1160;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2016/'17;318315
1161;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2017/'18;321666
1162;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2018/'19;321887
1163;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2019/'20;324929
1164;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2020/'21;341281
1165;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2021/'22;339070
1166;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2000/'01;194695
1167;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2001/'02;192773
1168;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2002/'03;190685
1169;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2003/'04;195879
1170;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2004/'05;203680
1171;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2005/'06;212042
1172;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2006/'07;219967
1173;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2007/'08;224462
1174;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2008/'09;228229
1175;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2009/'10;239050
1176;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2010/'11;247622
1177;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2011/'12;255080
1178;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2012/'13;258808
1179;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2013/'14;274428
1180;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2014/'15;282845
1181;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2015/'16;280887
1182;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2016/'17;283301
1183;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2017/'18;284855
1184;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2018/'19;283240
1185;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2019/'20;283043
1186;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2020/'21;295841
1187;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2021/'22;291473
1188;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2000/'01;37025
1189;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2001/'02;40577
1190;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2002/'03;42433
1191;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2003/'04;44937
1192;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2004/'05;43631
1193;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2005/'06;41481
1194;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2006/'07;39503
1195;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2007/'08;39236
1196;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2008/'09;39588
1197;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2009/'10;40368
1198;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2010/'11;40339
1199;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2011/'12;38328
1200;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2012/'13;33760
1201;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2013/'14;31998
1202;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2014/'15;29628
1203;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2015/'16;28444
1204;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2016/'17;28944
1205;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2017/'18;30416
1206;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2018/'19;31800
1207;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2019/'20;34350
1208;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2020/'21;37158
1209;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2021/'22;39111
1210;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Duaal;2000/'01;5612
1211;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Duaal;2001/'02;7058
1212;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Duaal;2002/'03;8161
1213;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Duaal;2003/'04;9347
1214;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Duaal;2004/'05;8915
1215;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Duaal;2005/'06;8771
1216;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Duaal;2006/'07;8537
1217;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Duaal;2007/'08;8498
1218;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Duaal;2008/'09;8796
1219;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Duaal;2009/'10;8789
1220;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Duaal;2010/'11;8767
1221;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Duaal;2011/'12;8367
1222;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Duaal;2012/'13;7693
1223;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Duaal;2013/'14;7149
1224;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Duaal;2014/'15;6424
1225;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Duaal;2015/'16;6153
1226;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Duaal;2016/'17;6070
1227;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Duaal;2017/'18;6395
1228;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Duaal;2018/'19;6847
1229;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Duaal;2019/'20;7536
1230;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Duaal;2020/'21;8282
1231;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Duaal;2021/'22;8486
1232;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2000/'01;5961
1233;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2001/'02;7027
1234;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2002/'03;7506
1235;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2003/'04;8729
1236;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2004/'05;9486
1237;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2005/'06;10510
1238;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2006/'07;10812
1239;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2007/'08;10179
1240;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2008/'09;9783
1241;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2009/'10;10700
1242;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2010/'11;11055
1243;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2011/'12;9798
1244;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2012/'13;8737
1245;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2013/'14;9031
1246;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2014/'15;9189
1247;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2015/'16;9233
1248;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2016/'17;8941
1249;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2017/'18;8492
1250;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2018/'19;8625
1251;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2019/'20;8843
1252;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2020/'21;8922
1253;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2021/'22;9528
1254;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Voltijd;2000/'01;648
1255;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Voltijd;2001/'02;628
1256;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Voltijd;2002/'03;623
1257;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Voltijd;2003/'04;681
1258;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Voltijd;2004/'05;733
1259;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Voltijd;2005/'06;813
1260;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Voltijd;2006/'07;810
1261;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Voltijd;2007/'08;780
1262;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Voltijd;2008/'09;730
1263;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Voltijd;2009/'10;688
1264;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Voltijd;2010/'11;700
1265;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Voltijd;2011/'12;689
1266;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Voltijd;2012/'13;636
1267;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Voltijd;2013/'14;734
1268;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Voltijd;2014/'15;803
1269;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Voltijd;2015/'16;642
1270;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Voltijd;2016/'17;668
1271;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Voltijd;2017/'18;724
1272;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Voltijd;2018/'19;782
1273;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Voltijd;2019/'20;890
1274;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Voltijd;2020/'21;1173
1275;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Voltijd;2021/'22;1376
1276;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Deeltijd;2000/'01;5313
1277;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Deeltijd;2001/'02;6399
1278;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Deeltijd;2002/'03;6883
1279;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Deeltijd;2003/'04;8048
1280;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Deeltijd;2004/'05;8551
1281;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Deeltijd;2005/'06;9223
1282;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Deeltijd;2006/'07;9401
1283;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Deeltijd;2007/'08;8763
1284;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Deeltijd;2008/'09;8361
1285;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Deeltijd;2009/'10;9204
1286;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Deeltijd;2010/'11;9442
1287;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Deeltijd;2011/'12;8147
1288;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Deeltijd;2012/'13;7067
1289;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Deeltijd;2013/'14;7263
1290;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Deeltijd;2014/'15;7363
1291;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Deeltijd;2015/'16;7536
1292;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Deeltijd;2016/'17;7093
1293;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Deeltijd;2017/'18;6435
1294;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Deeltijd;2018/'19;6322
1295;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Deeltijd;2019/'20;6267
1296;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Deeltijd;2020/'21;6000
1297;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Deeltijd;2021/'22;6441
1298;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Duaal;2000/'01;0
1299;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Duaal;2001/'02;0
1300;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Duaal;2002/'03;0
1301;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Duaal;2003/'04;0
1302;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Duaal;2004/'05;202
1303;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Duaal;2005/'06;474
1304;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Duaal;2006/'07;601
1305;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Duaal;2007/'08;636
1306;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Duaal;2008/'09;692
1307;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Duaal;2009/'10;808
1308;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Duaal;2010/'11;913
1309;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Duaal;2011/'12;962
1310;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Duaal;2012/'13;1034
1311;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Duaal;2013/'14;1034
1312;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Duaal;2014/'15;1023
1313;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Duaal;2015/'16;1055
1314;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Duaal;2016/'17;1180
1315;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Duaal;2017/'18;1333
1316;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Duaal;2018/'19;1521
1317;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Duaal;2019/'20;1686
1318;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Duaal;2020/'21;1749
1319;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Duaal;2021/'22;1711
1320;Totaal mannen en vrouwen;Nederlandse achtergrond;Wetenschappelijk onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2000/'01;132415
1321;Totaal mannen en vrouwen;Nederlandse achtergrond;Wetenschappelijk onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2001/'02;136797
1322;Totaal mannen en vrouwen;Nederlandse achtergrond;Wetenschappelijk onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2002/'03;140888
1323;Totaal mannen en vrouwen;Nederlandse achtergrond;Wetenschappelijk onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2003/'04;146519
1324;Totaal mannen en vrouwen;Nederlandse achtergrond;Wetenschappelijk onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2004/'05;152556
1325;Totaal mannen en vrouwen;Nederlandse achtergrond;Wetenschappelijk onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2005/'06;155809
1326;Totaal mannen en vrouwen;Nederlandse achtergrond;Wetenschappelijk onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2006/'07;156232
1327;Totaal mannen en vrouwen;Nederlandse achtergrond;Wetenschappelijk onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2007/'08;157337
1328;Totaal mannen en vrouwen;Nederlandse achtergrond;Wetenschappelijk onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2008/'09;161247
1329;Totaal mannen en vrouwen;Nederlandse achtergrond;Wetenschappelijk onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2009/'10;168503
1330;Totaal mannen en vrouwen;Nederlandse achtergrond;Wetenschappelijk onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2010/'11;173202
1331;Totaal mannen en vrouwen;Nederlandse achtergrond;Wetenschappelijk onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2011/'12;173306
1332;Totaal mannen en vrouwen;Nederlandse achtergrond;Wetenschappelijk onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2012/'13;168732
1333;Totaal mannen en vrouwen;Nederlandse achtergrond;Wetenschappelijk onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2013/'14;173682
1334;Totaal mannen en vrouwen;Nederlandse achtergrond;Wetenschappelijk onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2014/'15;176358
