ID;Leeftijd;BeroepenEnSpecialismen;SociaaleconomischeCategorie;RegioS;Perioden;MedischGeschoolden_1
809;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Achterhoek (RA);2019;5665
810;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Achterhoek (RA);2020;5975
811;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Achterhoek (RA);2021;6295
812;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Achterhoek (RA);2022;6595
813;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Achterhoek (RA);2023;6200
814;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Zuid-West Gelderland (RA);2013;16825
815;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Zuid-West Gelderland (RA);2014;13585
816;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Zuid-West Gelderland (RA);2015;14060
817;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Zuid-West Gelderland (RA);2016;14560
818;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Zuid-West Gelderland (RA);2017;14790
819;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Zuid-West Gelderland (RA);2018;14955
820;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Zuid-West Gelderland (RA);2019;14410
821;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Zuid-West Gelderland (RA);2020;15180
822;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Zuid-West Gelderland (RA);2021;15840
823;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Zuid-West Gelderland (RA);2022;16485
824;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Zuid-West Gelderland (RA);2023;15845
825;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Midden-Gelderland (RA);2013;14750
826;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Midden-Gelderland (RA);2014;11130
827;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Midden-Gelderland (RA);2015;11615
828;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Midden-Gelderland (RA);2016;11995
829;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Midden-Gelderland (RA);2017;12270
830;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Midden-Gelderland (RA);2018;12230
831;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Midden-Gelderland (RA);2019;11650
832;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Midden-Gelderland (RA);2020;12230
833;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Midden-Gelderland (RA);2021;12865
834;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Midden-Gelderland (RA);2022;13475
835;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Midden-Gelderland (RA);2023;12620
836;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Flevoland (RA);2013;7300
837;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Flevoland (RA);2014;5600
838;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Flevoland (RA);2015;5785
839;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Flevoland (RA);2016;5910
840;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Flevoland (RA);2017;6080
841;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Flevoland (RA);2018;6175
842;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Flevoland (RA);2019;5910
843;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Flevoland (RA);2020;6220
844;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Flevoland (RA);2021;6635
845;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Flevoland (RA);2022;6965
846;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Flevoland (RA);2023;6630
847;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Gooi- en Vechtstreek (RA);2013;6650
848;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Gooi- en Vechtstreek (RA);2014;5035
849;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Gooi- en Vechtstreek (RA);2015;5225
850;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Gooi- en Vechtstreek (RA);2016;5440
851;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Gooi- en Vechtstreek (RA);2017;5430
852;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Gooi- en Vechtstreek (RA);2018;5220
853;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Gooi- en Vechtstreek (RA);2019;5005
854;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Gooi- en Vechtstreek (RA);2020;5265
855;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Gooi- en Vechtstreek (RA);2021;5570
856;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Gooi- en Vechtstreek (RA);2022;5310
857;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Gooi- en Vechtstreek (RA);2023;4930
858;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Utrecht en omgeving (RA);2013;29060
859;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Utrecht en omgeving (RA);2014;23455
860;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Utrecht en omgeving (RA);2015;24170
861;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Utrecht en omgeving (RA);2016;24895
862;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Utrecht en omgeving (RA);2017;25035
863;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Utrecht en omgeving (RA);2018;24965
864;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Utrecht en omgeving (RA);2019;24655
865;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Utrecht en omgeving (RA);2020;25840
866;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Utrecht en omgeving (RA);2021;26775
867;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Utrecht en omgeving (RA);2022;27735
868;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Utrecht en omgeving (RA);2023;26460
869;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Amersfoort en omgeving (RA);2013;8955
870;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Amersfoort en omgeving (RA);2014;6685
871;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Amersfoort en omgeving (RA);2015;6955
872;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Amersfoort en omgeving (RA);2016;7225
873;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Amersfoort en omgeving (RA);2017;7215
874;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Amersfoort en omgeving (RA);2018;7220
875;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Amersfoort en omgeving (RA);2019;6805
876;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Amersfoort en omgeving (RA);2020;7260
877;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Amersfoort en omgeving (RA);2021;7675
878;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Amersfoort en omgeving (RA);2022;8040
879;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Amersfoort en omgeving (RA);2023;7700
880;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Noord-Holland Noord (RA);2013;15435
881;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Noord-Holland Noord (RA);2014;11180
882;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Noord-Holland Noord (RA);2015;11635
883;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Noord-Holland Noord (RA);2016;12010
884;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Noord-Holland Noord (RA);2017;12160
885;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Noord-Holland Noord (RA);2018;12195
886;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Noord-Holland Noord (RA);2019;11435
887;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Noord-Holland Noord (RA);2020;11970
888;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Noord-Holland Noord (RA);2021;12565
889;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Noord-Holland Noord (RA);2022;13120
890;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Noord-Holland Noord (RA);2023;12250
891;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Zaanstreek en Waterland (RA);2013;6240
892;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Zaanstreek en Waterland (RA);2014;4920
893;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Zaanstreek en Waterland (RA);2015;4980
894;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Zaanstreek en Waterland (RA);2016;5175
895;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Zaanstreek en Waterland (RA);2017;5280
896;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Zaanstreek en Waterland (RA);2018;5295
897;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Zaanstreek en Waterland (RA);2019;5030
898;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Zaanstreek en Waterland (RA);2020;5255
899;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Zaanstreek en Waterland (RA);2021;5455
900;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Zaanstreek en Waterland (RA);2022;5685
901;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Zaanstreek en Waterland (RA);2023;5445
902;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Amsterdam (RA);2013;19955
903;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Amsterdam (RA);2014;17550
904;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Amsterdam (RA);2015;18070
905;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Amsterdam (RA);2016;18570
906;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Amsterdam (RA);2017;18235
907;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Amsterdam (RA);2018;17710
908;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Amsterdam (RA);2019;17110
909;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Amsterdam (RA);2020;17385
910;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Amsterdam (RA);2021;17600
911;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Amsterdam (RA);2022;18280
912;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Amsterdam (RA);2023;17500
913;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Amstelland, Kennemerland en Meerl. (RA);2013;18640
914;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Amstelland, Kennemerland en Meerl. (RA);2014;14610
915;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Amstelland, Kennemerland en Meerl. (RA);2015;15210
916;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Amstelland, Kennemerland en Meerl. (RA);2016;15505
917;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Amstelland, Kennemerland en Meerl. (RA);2017;15510
918;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Amstelland, Kennemerland en Meerl. (RA);2018;15130
919;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Amstelland, Kennemerland en Meerl. (RA);2019;14330
920;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Amstelland, Kennemerland en Meerl. (RA);2020;14860
921;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Amstelland, Kennemerland en Meerl. (RA);2021;15405
922;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Amstelland, Kennemerland en Meerl. (RA);2022;15865
923;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Amstelland, Kennemerland en Meerl. (RA);2023;14820
924;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Rijnstreek (RA);2013;20645
925;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Rijnstreek (RA);2014;16220
926;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Rijnstreek (RA);2015;16775
927;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Rijnstreek (RA);2016;17345
928;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Rijnstreek (RA);2017;17625
929;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Rijnstreek (RA);2018;17625
930;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Rijnstreek (RA);2019;16855
931;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Rijnstreek (RA);2020;17735
932;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Rijnstreek (RA);2021;18620
933;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Rijnstreek (RA);2022;19450
934;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Rijnstreek (RA);2023;18515
935;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Rijnmond (RA);2013;22625
936;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Rijnmond (RA);2014;18670
937;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Rijnmond (RA);2015;19460
938;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Rijnmond (RA);2016;20135
939;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Rijnmond (RA);2017;20625
940;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Rijnmond (RA);2018;20770
941;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Rijnmond (RA);2019;20125
942;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Rijnmond (RA);2020;20990
943;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Rijnmond (RA);2021;21690
944;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Rijnmond (RA);2022;22430
945;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Rijnmond (RA);2023;21580
946;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Haaglanden en Nieuwe Waterweg Noord (RA);2013;23350
947;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Haaglanden en Nieuwe Waterweg Noord (RA);2014;18755
948;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Haaglanden en Nieuwe Waterweg Noord (RA);2015;19360
949;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Haaglanden en Nieuwe Waterweg Noord (RA);2016;19930
950;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Haaglanden en Nieuwe Waterweg Noord (RA);2017;20205
951;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Haaglanden en Nieuwe Waterweg Noord (RA);2018;20020
952;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Haaglanden en Nieuwe Waterweg Noord (RA);2019;19280
953;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Haaglanden en Nieuwe Waterweg Noord (RA);2020;20150
954;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Haaglanden en Nieuwe Waterweg Noord (RA);2021;21045
955;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Haaglanden en Nieuwe Waterweg Noord (RA);2022;21805
956;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Haaglanden en Nieuwe Waterweg Noord (RA);2023;20820
957;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Zuid-Holland Zuid (RA);2013;8270
958;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Zuid-Holland Zuid (RA);2014;6210
959;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Zuid-Holland Zuid (RA);2015;6465
960;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Zuid-Holland Zuid (RA);2016;6650
961;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Zuid-Holland Zuid (RA);2017;6800
962;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Zuid-Holland Zuid (RA);2018;6930
963;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Zuid-Holland Zuid (RA);2019;6150
964;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Zuid-Holland Zuid (RA);2020;6465
965;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Zuid-Holland Zuid (RA);2021;6755
966;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Zuid-Holland Zuid (RA);2022;7035
967;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Zuid-Holland Zuid (RA);2023;6730
968;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Zeeland (RA);2013;9155
969;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Zeeland (RA);2014;6585
970;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Zeeland (RA);2015;6825
971;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Zeeland (RA);2016;7015
972;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Zeeland (RA);2017;7120
973;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Zeeland (RA);2018;7140
974;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Zeeland (RA);2019;6610
975;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Zeeland (RA);2020;6955
976;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Zeeland (RA);2021;7285
977;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Zeeland (RA);2022;7605
978;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Zeeland (RA);2023;7105
979;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;West-Brabant (RA);2013;15130
980;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;West-Brabant (RA);2014;11655
981;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;West-Brabant (RA);2015;12145
982;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;West-Brabant (RA);2016;12540
983;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;West-Brabant (RA);2017;12805
984;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;West-Brabant (RA);2018;12885
985;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;West-Brabant (RA);2019;12115
986;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;West-Brabant (RA);2020;12675
987;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;West-Brabant (RA);2021;13270
988;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;West-Brabant (RA);2022;13805
989;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;West-Brabant (RA);2023;13075
990;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Midden-Brabant (RA);2013;9615
991;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Midden-Brabant (RA);2014;7150
992;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Midden-Brabant (RA);2015;7365
993;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Midden-Brabant (RA);2016;7600
994;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Midden-Brabant (RA);2017;7760
995;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Midden-Brabant (RA);2018;7795
996;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Midden-Brabant (RA);2019;7310
997;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Midden-Brabant (RA);2020;7690
998;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Midden-Brabant (RA);2021;8250
999;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Midden-Brabant (RA);2022;8605
1000;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Midden-Brabant (RA);2023;8040
1001;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Noordoost-Brabant (RA);2013;15275
1002;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Noordoost-Brabant (RA);2014;11250
1003;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Noordoost-Brabant (RA);2015;11680
1004;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Noordoost-Brabant (RA);2016;12020
1005;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Noordoost-Brabant (RA);2017;12250
1006;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Noordoost-Brabant (RA);2018;12270
1007;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Noordoost-Brabant (RA);2019;11580
1008;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Noordoost-Brabant (RA);2020;12180
1009;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Noordoost-Brabant (RA);2021;12595
1010;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Noordoost-Brabant (RA);2022;13255
1011;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Noordoost-Brabant (RA);2023;12620
1012;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Zuidoost-Brabant (RA);2013;18155
1013;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Zuidoost-Brabant (RA);2014;14100
1014;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Zuidoost-Brabant (RA);2015;14560
1015;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Zuidoost-Brabant (RA);2016;15045
1016;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Zuidoost-Brabant (RA);2017;15365
1017;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Zuidoost-Brabant (RA);2018;15455
1018;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Zuidoost-Brabant (RA);2019;14640
1019;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;Totaal BIG-geregistreerd;Zuidoost-Brabant (RA);2020;15310
