ID;Zorgfuncties;Zorgaanbieders;Perioden;UitgavenAanZorgVoorIngezetenen_1
2597;HC11: Intramurale geneeskundige zorg;HP31: Medische praktijken;2020;888
2598;HC11: Intramurale geneeskundige zorg;HP31: Medische praktijken;2021;908
2599;HC11: Intramurale geneeskundige zorg;HP31: Medische praktijken;2022;951
2600;HC11: Intramurale geneeskundige zorg;HP32: Tandheelkundige praktijken;1998;0
2601;HC11: Intramurale geneeskundige zorg;HP32: Tandheelkundige praktijken;1999;0
2602;HC11: Intramurale geneeskundige zorg;HP32: Tandheelkundige praktijken;2000;0
2603;HC11: Intramurale geneeskundige zorg;HP32: Tandheelkundige praktijken;2001;0
2604;HC11: Intramurale geneeskundige zorg;HP32: Tandheelkundige praktijken;2002;0
2605;HC11: Intramurale geneeskundige zorg;HP32: Tandheelkundige praktijken;2003;0
2606;HC11: Intramurale geneeskundige zorg;HP32: Tandheelkundige praktijken;2004;0
2607;HC11: Intramurale geneeskundige zorg;HP32: Tandheelkundige praktijken;2005;0
2608;HC11: Intramurale geneeskundige zorg;HP32: Tandheelkundige praktijken;2006;0
2609;HC11: Intramurale geneeskundige zorg;HP32: Tandheelkundige praktijken;2007;0
2610;HC11: Intramurale geneeskundige zorg;HP32: Tandheelkundige praktijken;2008;0
2611;HC11: Intramurale geneeskundige zorg;HP32: Tandheelkundige praktijken;2009;0
2612;HC11: Intramurale geneeskundige zorg;HP32: Tandheelkundige praktijken;2010;0
2613;HC11: Intramurale geneeskundige zorg;HP32: Tandheelkundige praktijken;2011;0
2614;HC11: Intramurale geneeskundige zorg;HP32: Tandheelkundige praktijken;2012;0
2615;HC11: Intramurale geneeskundige zorg;HP32: Tandheelkundige praktijken;2013;0
2616;HC11: Intramurale geneeskundige zorg;HP32: Tandheelkundige praktijken;2014;0
2617;HC11: Intramurale geneeskundige zorg;HP32: Tandheelkundige praktijken;2015;0
2618;HC11: Intramurale geneeskundige zorg;HP32: Tandheelkundige praktijken;2016;0
2619;HC11: Intramurale geneeskundige zorg;HP32: Tandheelkundige praktijken;2017;0
2620;HC11: Intramurale geneeskundige zorg;HP32: Tandheelkundige praktijken;2018;0
2621;HC11: Intramurale geneeskundige zorg;HP32: Tandheelkundige praktijken;2019;0
2622;HC11: Intramurale geneeskundige zorg;HP32: Tandheelkundige praktijken;2020;0
2623;HC11: Intramurale geneeskundige zorg;HP32: Tandheelkundige praktijken;2021;0
2624;HC11: Intramurale geneeskundige zorg;HP32: Tandheelkundige praktijken;2022;0
2625;HC11: Intramurale geneeskundige zorg;HP33: Overige praktijken gezondheidszorg;1998;0
2626;HC11: Intramurale geneeskundige zorg;HP33: Overige praktijken gezondheidszorg;1999;0
2627;HC11: Intramurale geneeskundige zorg;HP33: Overige praktijken gezondheidszorg;2000;0
2628;HC11: Intramurale geneeskundige zorg;HP33: Overige praktijken gezondheidszorg;2001;0
2629;HC11: Intramurale geneeskundige zorg;HP33: Overige praktijken gezondheidszorg;2002;0
2630;HC11: Intramurale geneeskundige zorg;HP33: Overige praktijken gezondheidszorg;2003;0
2631;HC11: Intramurale geneeskundige zorg;HP33: Overige praktijken gezondheidszorg;2004;0
2632;HC11: Intramurale geneeskundige zorg;HP33: Overige praktijken gezondheidszorg;2005;0
2633;HC11: Intramurale geneeskundige zorg;HP33: Overige praktijken gezondheidszorg;2006;0
2634;HC11: Intramurale geneeskundige zorg;HP33: Overige praktijken gezondheidszorg;2007;0
2635;HC11: Intramurale geneeskundige zorg;HP33: Overige praktijken gezondheidszorg;2008;0
2636;HC11: Intramurale geneeskundige zorg;HP33: Overige praktijken gezondheidszorg;2009;0
2637;HC11: Intramurale geneeskundige zorg;HP33: Overige praktijken gezondheidszorg;2010;0
2638;HC11: Intramurale geneeskundige zorg;HP33: Overige praktijken gezondheidszorg;2011;0
2639;HC11: Intramurale geneeskundige zorg;HP33: Overige praktijken gezondheidszorg;2012;0
2640;HC11: Intramurale geneeskundige zorg;HP33: Overige praktijken gezondheidszorg;2013;0
2641;HC11: Intramurale geneeskundige zorg;HP33: Overige praktijken gezondheidszorg;2014;0
2642;HC11: Intramurale geneeskundige zorg;HP33: Overige praktijken gezondheidszorg;2015;0
2643;HC11: Intramurale geneeskundige zorg;HP33: Overige praktijken gezondheidszorg;2016;0
2644;HC11: Intramurale geneeskundige zorg;HP33: Overige praktijken gezondheidszorg;2017;0
2645;HC11: Intramurale geneeskundige zorg;HP33: Overige praktijken gezondheidszorg;2018;0
2646;HC11: Intramurale geneeskundige zorg;HP33: Overige praktijken gezondheidszorg;2019;0
2647;HC11: Intramurale geneeskundige zorg;HP33: Overige praktijken gezondheidszorg;2020;0
2648;HC11: Intramurale geneeskundige zorg;HP33: Overige praktijken gezondheidszorg;2021;0
2649;HC11: Intramurale geneeskundige zorg;HP33: Overige praktijken gezondheidszorg;2022;0
2650;HC11: Intramurale geneeskundige zorg;HP34: Ambulante zorgcentra;1998;0
2651;HC11: Intramurale geneeskundige zorg;HP34: Ambulante zorgcentra;1999;0
2652;HC11: Intramurale geneeskundige zorg;HP34: Ambulante zorgcentra;2000;0
2653;HC11: Intramurale geneeskundige zorg;HP34: Ambulante zorgcentra;2001;0
2654;HC11: Intramurale geneeskundige zorg;HP34: Ambulante zorgcentra;2002;0
2655;HC11: Intramurale geneeskundige zorg;HP34: Ambulante zorgcentra;2003;0
2656;HC11: Intramurale geneeskundige zorg;HP34: Ambulante zorgcentra;2004;0
2657;HC11: Intramurale geneeskundige zorg;HP34: Ambulante zorgcentra;2005;0
2658;HC11: Intramurale geneeskundige zorg;HP34: Ambulante zorgcentra;2006;0
2659;HC11: Intramurale geneeskundige zorg;HP34: Ambulante zorgcentra;2007;0
2660;HC11: Intramurale geneeskundige zorg;HP34: Ambulante zorgcentra;2008;0
2661;HC11: Intramurale geneeskundige zorg;HP34: Ambulante zorgcentra;2009;0
2662;HC11: Intramurale geneeskundige zorg;HP34: Ambulante zorgcentra;2010;0
2663;HC11: Intramurale geneeskundige zorg;HP34: Ambulante zorgcentra;2011;0
2664;HC11: Intramurale geneeskundige zorg;HP34: Ambulante zorgcentra;2012;0
2665;HC11: Intramurale geneeskundige zorg;HP34: Ambulante zorgcentra;2013;0
2666;HC11: Intramurale geneeskundige zorg;HP34: Ambulante zorgcentra;2014;0
2667;HC11: Intramurale geneeskundige zorg;HP34: Ambulante zorgcentra;2015;0
2668;HC11: Intramurale geneeskundige zorg;HP34: Ambulante zorgcentra;2016;0
2669;HC11: Intramurale geneeskundige zorg;HP34: Ambulante zorgcentra;2017;0
2670;HC11: Intramurale geneeskundige zorg;HP34: Ambulante zorgcentra;2018;0
2671;HC11: Intramurale geneeskundige zorg;HP34: Ambulante zorgcentra;2019;0
2672;HC11: Intramurale geneeskundige zorg;HP34: Ambulante zorgcentra;2020;0
2673;HC11: Intramurale geneeskundige zorg;HP34: Ambulante zorgcentra;2021;0
2674;HC11: Intramurale geneeskundige zorg;HP34: Ambulante zorgcentra;2022;0
2675;HC11: Intramurale geneeskundige zorg;HP4: Ondersteunende diensten;1998;0
2676;HC11: Intramurale geneeskundige zorg;HP4: Ondersteunende diensten;1999;0
2677;HC11: Intramurale geneeskundige zorg;HP4: Ondersteunende diensten;2000;0
2678;HC11: Intramurale geneeskundige zorg;HP4: Ondersteunende diensten;2001;0
2679;HC11: Intramurale geneeskundige zorg;HP4: Ondersteunende diensten;2002;0
2680;HC11: Intramurale geneeskundige zorg;HP4: Ondersteunende diensten;2003;0
2681;HC11: Intramurale geneeskundige zorg;HP4: Ondersteunende diensten;2004;0
2682;HC11: Intramurale geneeskundige zorg;HP4: Ondersteunende diensten;2005;0
2683;HC11: Intramurale geneeskundige zorg;HP4: Ondersteunende diensten;2006;0
2684;HC11: Intramurale geneeskundige zorg;HP4: Ondersteunende diensten;2007;0
2685;HC11: Intramurale geneeskundige zorg;HP4: Ondersteunende diensten;2008;0
2686;HC11: Intramurale geneeskundige zorg;HP4: Ondersteunende diensten;2009;0
2687;HC11: Intramurale geneeskundige zorg;HP4: Ondersteunende diensten;2010;0
2688;HC11: Intramurale geneeskundige zorg;HP4: Ondersteunende diensten;2011;0
2689;HC11: Intramurale geneeskundige zorg;HP4: Ondersteunende diensten;2012;0
2690;HC11: Intramurale geneeskundige zorg;HP4: Ondersteunende diensten;2013;0
2691;HC11: Intramurale geneeskundige zorg;HP4: Ondersteunende diensten;2014;0
2692;HC11: Intramurale geneeskundige zorg;HP4: Ondersteunende diensten;2015;0
2693;HC11: Intramurale geneeskundige zorg;HP4: Ondersteunende diensten;2016;0
2694;HC11: Intramurale geneeskundige zorg;HP4: Ondersteunende diensten;2017;0
2695;HC11: Intramurale geneeskundige zorg;HP4: Ondersteunende diensten;2018;0
2696;HC11: Intramurale geneeskundige zorg;HP4: Ondersteunende diensten;2019;0
2697;HC11: Intramurale geneeskundige zorg;HP4: Ondersteunende diensten;2020;0
2698;HC11: Intramurale geneeskundige zorg;HP4: Ondersteunende diensten;2021;0
2699;HC11: Intramurale geneeskundige zorg;HP4: Ondersteunende diensten;2022;0
2700;HC11: Intramurale geneeskundige zorg;HP41: Ambulance, ziekenvervoer;1998;0
2701;HC11: Intramurale geneeskundige zorg;HP41: Ambulance, ziekenvervoer;1999;0
2702;HC11: Intramurale geneeskundige zorg;HP41: Ambulance, ziekenvervoer;2000;0
2703;HC11: Intramurale geneeskundige zorg;HP41: Ambulance, ziekenvervoer;2001;0
2704;HC11: Intramurale geneeskundige zorg;HP41: Ambulance, ziekenvervoer;2002;0
2705;HC11: Intramurale geneeskundige zorg;HP41: Ambulance, ziekenvervoer;2003;0
2706;HC11: Intramurale geneeskundige zorg;HP41: Ambulance, ziekenvervoer;2004;0
2707;HC11: Intramurale geneeskundige zorg;HP41: Ambulance, ziekenvervoer;2005;0
2708;HC11: Intramurale geneeskundige zorg;HP41: Ambulance, ziekenvervoer;2006;0
2709;HC11: Intramurale geneeskundige zorg;HP41: Ambulance, ziekenvervoer;2007;0
2710;HC11: Intramurale geneeskundige zorg;HP41: Ambulance, ziekenvervoer;2008;0
2711;HC11: Intramurale geneeskundige zorg;HP41: Ambulance, ziekenvervoer;2009;0
2712;HC11: Intramurale geneeskundige zorg;HP41: Ambulance, ziekenvervoer;2010;0
2713;HC11: Intramurale geneeskundige zorg;HP41: Ambulance, ziekenvervoer;2011;0
2714;HC11: Intramurale geneeskundige zorg;HP41: Ambulance, ziekenvervoer;2012;0
2715;HC11: Intramurale geneeskundige zorg;HP41: Ambulance, ziekenvervoer;2013;0
2716;HC11: Intramurale geneeskundige zorg;HP41: Ambulance, ziekenvervoer;2014;0
2717;HC11: Intramurale geneeskundige zorg;HP41: Ambulance, ziekenvervoer;2015;0
2718;HC11: Intramurale geneeskundige zorg;HP41: Ambulance, ziekenvervoer;2016;0
2719;HC11: Intramurale geneeskundige zorg;HP41: Ambulance, ziekenvervoer;2017;0
2720;HC11: Intramurale geneeskundige zorg;HP41: Ambulance, ziekenvervoer;2018;0
2721;HC11: Intramurale geneeskundige zorg;HP41: Ambulance, ziekenvervoer;2019;0
2722;HC11: Intramurale geneeskundige zorg;HP41: Ambulance, ziekenvervoer;2020;0
2723;HC11: Intramurale geneeskundige zorg;HP41: Ambulance, ziekenvervoer;2021;0
2724;HC11: Intramurale geneeskundige zorg;HP41: Ambulance, ziekenvervoer;2022;0
2725;HC11: Intramurale geneeskundige zorg;HP42-49: Laboratoria en ov ondersteunend;1998;0
2726;HC11: Intramurale geneeskundige zorg;HP42-49: Laboratoria en ov ondersteunend;1999;0
2727;HC11: Intramurale geneeskundige zorg;HP42-49: Laboratoria en ov ondersteunend;2000;0
2728;HC11: Intramurale geneeskundige zorg;HP42-49: Laboratoria en ov ondersteunend;2001;0
2729;HC11: Intramurale geneeskundige zorg;HP42-49: Laboratoria en ov ondersteunend;2002;0
2730;HC11: Intramurale geneeskundige zorg;HP42-49: Laboratoria en ov ondersteunend;2003;0
2731;HC11: Intramurale geneeskundige zorg;HP42-49: Laboratoria en ov ondersteunend;2004;0
2732;HC11: Intramurale geneeskundige zorg;HP42-49: Laboratoria en ov ondersteunend;2005;0
2733;HC11: Intramurale geneeskundige zorg;HP42-49: Laboratoria en ov ondersteunend;2006;0
2734;HC11: Intramurale geneeskundige zorg;HP42-49: Laboratoria en ov ondersteunend;2007;0
2735;HC11: Intramurale geneeskundige zorg;HP42-49: Laboratoria en ov ondersteunend;2008;0
2736;HC11: Intramurale geneeskundige zorg;HP42-49: Laboratoria en ov ondersteunend;2009;0
2737;HC11: Intramurale geneeskundige zorg;HP42-49: Laboratoria en ov ondersteunend;2010;0
2738;HC11: Intramurale geneeskundige zorg;HP42-49: Laboratoria en ov ondersteunend;2011;0
2739;HC11: Intramurale geneeskundige zorg;HP42-49: Laboratoria en ov ondersteunend;2012;0
2740;HC11: Intramurale geneeskundige zorg;HP42-49: Laboratoria en ov ondersteunend;2013;0
2741;HC11: Intramurale geneeskundige zorg;HP42-49: Laboratoria en ov ondersteunend;2014;0
2742;HC11: Intramurale geneeskundige zorg;HP42-49: Laboratoria en ov ondersteunend;2015;0
2743;HC11: Intramurale geneeskundige zorg;HP42-49: Laboratoria en ov ondersteunend;2016;0
2744;HC11: Intramurale geneeskundige zorg;HP42-49: Laboratoria en ov ondersteunend;2017;0
2745;HC11: Intramurale geneeskundige zorg;HP42-49: Laboratoria en ov ondersteunend;2018;0
2746;HC11: Intramurale geneeskundige zorg;HP42-49: Laboratoria en ov ondersteunend;2019;0
2747;HC11: Intramurale geneeskundige zorg;HP42-49: Laboratoria en ov ondersteunend;2020;0
2748;HC11: Intramurale geneeskundige zorg;HP42-49: Laboratoria en ov ondersteunend;2021;0
2749;HC11: Intramurale geneeskundige zorg;HP42-49: Laboratoria en ov ondersteunend;2022;0
2750;HC11: Intramurale geneeskundige zorg;HP5: Leveranciers genees-en hulpmiddelen;1998;0
2751;HC11: Intramurale geneeskundige zorg;HP5: Leveranciers genees-en hulpmiddelen;1999;0
2752;HC11: Intramurale geneeskundige zorg;HP5: Leveranciers genees-en hulpmiddelen;2000;0
2753;HC11: Intramurale geneeskundige zorg;HP5: Leveranciers genees-en hulpmiddelen;2001;0
2754;HC11: Intramurale geneeskundige zorg;HP5: Leveranciers genees-en hulpmiddelen;2002;0
2755;HC11: Intramurale geneeskundige zorg;HP5: Leveranciers genees-en hulpmiddelen;2003;0
2756;HC11: Intramurale geneeskundige zorg;HP5: Leveranciers genees-en hulpmiddelen;2004;0
2757;HC11: Intramurale geneeskundige zorg;HP5: Leveranciers genees-en hulpmiddelen;2005;0
2758;HC11: Intramurale geneeskundige zorg;HP5: Leveranciers genees-en hulpmiddelen;2006;0
2759;HC11: Intramurale geneeskundige zorg;HP5: Leveranciers genees-en hulpmiddelen;2007;0
2760;HC11: Intramurale geneeskundige zorg;HP5: Leveranciers genees-en hulpmiddelen;2008;0
2761;HC11: Intramurale geneeskundige zorg;HP5: Leveranciers genees-en hulpmiddelen;2009;0
2762;HC11: Intramurale geneeskundige zorg;HP5: Leveranciers genees-en hulpmiddelen;2010;0
2763;HC11: Intramurale geneeskundige zorg;HP5: Leveranciers genees-en hulpmiddelen;2011;0
2764;HC11: Intramurale geneeskundige zorg;HP5: Leveranciers genees-en hulpmiddelen;2012;0
2765;HC11: Intramurale geneeskundige zorg;HP5: Leveranciers genees-en hulpmiddelen;2013;0
2766;HC11: Intramurale geneeskundige zorg;HP5: Leveranciers genees-en hulpmiddelen;2014;0
2767;HC11: Intramurale geneeskundige zorg;HP5: Leveranciers genees-en hulpmiddelen;2015;0
2768;HC11: Intramurale geneeskundige zorg;HP5: Leveranciers genees-en hulpmiddelen;2016;0
2769;HC11: Intramurale geneeskundige zorg;HP5: Leveranciers genees-en hulpmiddelen;2017;0
2770;HC11: Intramurale geneeskundige zorg;HP5: Leveranciers genees-en hulpmiddelen;2018;0
2771;HC11: Intramurale geneeskundige zorg;HP5: Leveranciers genees-en hulpmiddelen;2019;0
2772;HC11: Intramurale geneeskundige zorg;HP5: Leveranciers genees-en hulpmiddelen;2020;0
2773;HC11: Intramurale geneeskundige zorg;HP5: Leveranciers genees-en hulpmiddelen;2021;0
2774;HC11: Intramurale geneeskundige zorg;HP5: Leveranciers genees-en hulpmiddelen;2022;0
2775;HC11: Intramurale geneeskundige zorg;HP51: Leveranciers geneesmiddelen;1998;0
2776;HC11: Intramurale geneeskundige zorg;HP51: Leveranciers geneesmiddelen;1999;0
2777;HC11: Intramurale geneeskundige zorg;HP51: Leveranciers geneesmiddelen;2000;0
2778;HC11: Intramurale geneeskundige zorg;HP51: Leveranciers geneesmiddelen;2001;0
2779;HC11: Intramurale geneeskundige zorg;HP51: Leveranciers geneesmiddelen;2002;0
2780;HC11: Intramurale geneeskundige zorg;HP51: Leveranciers geneesmiddelen;2003;0
2781;HC11: Intramurale geneeskundige zorg;HP51: Leveranciers geneesmiddelen;2004;0
2782;HC11: Intramurale geneeskundige zorg;HP51: Leveranciers geneesmiddelen;2005;0
2783;HC11: Intramurale geneeskundige zorg;HP51: Leveranciers geneesmiddelen;2006;0
2784;HC11: Intramurale geneeskundige zorg;HP51: Leveranciers geneesmiddelen;2007;0
2785;HC11: Intramurale geneeskundige zorg;HP51: Leveranciers geneesmiddelen;2008;0
2786;HC11: Intramurale geneeskundige zorg;HP51: Leveranciers geneesmiddelen;2009;0
2787;HC11: Intramurale geneeskundige zorg;HP51: Leveranciers geneesmiddelen;2010;0
2788;HC11: Intramurale geneeskundige zorg;HP51: Leveranciers geneesmiddelen;2011;0
2789;HC11: Intramurale geneeskundige zorg;HP51: Leveranciers geneesmiddelen;2012;0
2790;HC11: Intramurale geneeskundige zorg;HP51: Leveranciers geneesmiddelen;2013;0
2791;HC11: Intramurale geneeskundige zorg;HP51: Leveranciers geneesmiddelen;2014;0
2792;HC11: Intramurale geneeskundige zorg;HP51: Leveranciers geneesmiddelen;2015;0
2793;HC11: Intramurale geneeskundige zorg;HP51: Leveranciers geneesmiddelen;2016;0
2794;HC11: Intramurale geneeskundige zorg;HP51: Leveranciers geneesmiddelen;2017;0
2795;HC11: Intramurale geneeskundige zorg;HP51: Leveranciers geneesmiddelen;2018;0
2796;HC11: Intramurale geneeskundige zorg;HP51: Leveranciers geneesmiddelen;2019;0
2797;HC11: Intramurale geneeskundige zorg;HP51: Leveranciers geneesmiddelen;2020;0
2798;HC11: Intramurale geneeskundige zorg;HP51: Leveranciers geneesmiddelen;2021;0
2799;HC11: Intramurale geneeskundige zorg;HP51: Leveranciers geneesmiddelen;2022;0
2800;HC11: Intramurale geneeskundige zorg;HP52-59: Leveranciers hulpmiddelen;1998;0
2801;HC11: Intramurale geneeskundige zorg;HP52-59: Leveranciers hulpmiddelen;1999;0
2802;HC11: Intramurale geneeskundige zorg;HP52-59: Leveranciers hulpmiddelen;2000;0
2803;HC11: Intramurale geneeskundige zorg;HP52-59: Leveranciers hulpmiddelen;2001;0
2804;HC11: Intramurale geneeskundige zorg;HP52-59: Leveranciers hulpmiddelen;2002;0
2805;HC11: Intramurale geneeskundige zorg;HP52-59: Leveranciers hulpmiddelen;2003;0
2806;HC11: Intramurale geneeskundige zorg;HP52-59: Leveranciers hulpmiddelen;2004;0
2807;HC11: Intramurale geneeskundige zorg;HP52-59: Leveranciers hulpmiddelen;2005;0
2808;HC11: Intramurale geneeskundige zorg;HP52-59: Leveranciers hulpmiddelen;2006;0
2809;HC11: Intramurale geneeskundige zorg;HP52-59: Leveranciers hulpmiddelen;2007;0
2810;HC11: Intramurale geneeskundige zorg;HP52-59: Leveranciers hulpmiddelen;2008;0
2811;HC11: Intramurale geneeskundige zorg;HP52-59: Leveranciers hulpmiddelen;2009;0
2812;HC11: Intramurale geneeskundige zorg;HP52-59: Leveranciers hulpmiddelen;2010;0
2813;HC11: Intramurale geneeskundige zorg;HP52-59: Leveranciers hulpmiddelen;2011;0
2814;HC11: Intramurale geneeskundige zorg;HP52-59: Leveranciers hulpmiddelen;2012;0
2815;HC11: Intramurale geneeskundige zorg;HP52-59: Leveranciers hulpmiddelen;2013;0
2816;HC11: Intramurale geneeskundige zorg;HP52-59: Leveranciers hulpmiddelen;2014;0
2817;HC11: Intramurale geneeskundige zorg;HP52-59: Leveranciers hulpmiddelen;2015;0
2818;HC11: Intramurale geneeskundige zorg;HP52-59: Leveranciers hulpmiddelen;2016;0
2819;HC11: Intramurale geneeskundige zorg;HP52-59: Leveranciers hulpmiddelen;2017;0
2820;HC11: Intramurale geneeskundige zorg;HP52-59: Leveranciers hulpmiddelen;2018;0
2821;HC11: Intramurale geneeskundige zorg;HP52-59: Leveranciers hulpmiddelen;2019;0
2822;HC11: Intramurale geneeskundige zorg;HP52-59: Leveranciers hulpmiddelen;2020;0
2823;HC11: Intramurale geneeskundige zorg;HP52-59: Leveranciers hulpmiddelen;2021;0
2824;HC11: Intramurale geneeskundige zorg;HP52-59: Leveranciers hulpmiddelen;2022;0
2825;HC11: Intramurale geneeskundige zorg;HP6: Aanbieders van preventieve zorg;1998;0
2826;HC11: Intramurale geneeskundige zorg;HP6: Aanbieders van preventieve zorg;1999;0
2827;HC11: Intramurale geneeskundige zorg;HP6: Aanbieders van preventieve zorg;2000;0
2828;HC11: Intramurale geneeskundige zorg;HP6: Aanbieders van preventieve zorg;2001;0
2829;HC11: Intramurale geneeskundige zorg;HP6: Aanbieders van preventieve zorg;2002;0
2830;HC11: Intramurale geneeskundige zorg;HP6: Aanbieders van preventieve zorg;2003;0
2831;HC11: Intramurale geneeskundige zorg;HP6: Aanbieders van preventieve zorg;2004;0
2832;HC11: Intramurale geneeskundige zorg;HP6: Aanbieders van preventieve zorg;2005;0
2833;HC11: Intramurale geneeskundige zorg;HP6: Aanbieders van preventieve zorg;2006;0
2834;HC11: Intramurale geneeskundige zorg;HP6: Aanbieders van preventieve zorg;2007;0
2835;HC11: Intramurale geneeskundige zorg;HP6: Aanbieders van preventieve zorg;2008;0
2836;HC11: Intramurale geneeskundige zorg;HP6: Aanbieders van preventieve zorg;2009;0
2837;HC11: Intramurale geneeskundige zorg;HP6: Aanbieders van preventieve zorg;2010;0
2838;HC11: Intramurale geneeskundige zorg;HP6: Aanbieders van preventieve zorg;2011;0
2839;HC11: Intramurale geneeskundige zorg;HP6: Aanbieders van preventieve zorg;2012;0
2840;HC11: Intramurale geneeskundige zorg;HP6: Aanbieders van preventieve zorg;2013;0
2841;HC11: Intramurale geneeskundige zorg;HP6: Aanbieders van preventieve zorg;2014;0
2842;HC11: Intramurale geneeskundige zorg;HP6: Aanbieders van preventieve zorg;2015;0
2843;HC11: Intramurale geneeskundige zorg;HP6: Aanbieders van preventieve zorg;2016;0
2844;HC11: Intramurale geneeskundige zorg;HP6: Aanbieders van preventieve zorg;2017;0
2845;HC11: Intramurale geneeskundige zorg;HP6: Aanbieders van preventieve zorg;2018;0
2846;HC11: Intramurale geneeskundige zorg;HP6: Aanbieders van preventieve zorg;2019;0
2847;HC11: Intramurale geneeskundige zorg;HP6: Aanbieders van preventieve zorg;2020;0
2848;HC11: Intramurale geneeskundige zorg;HP6: Aanbieders van preventieve zorg;2021;0
2849;HC11: Intramurale geneeskundige zorg;HP6: Aanbieders van preventieve zorg;2022;0
2850;HC11: Intramurale geneeskundige zorg;HP7: Organisaties beheer en financiering;1998;0
2851;HC11: Intramurale geneeskundige zorg;HP7: Organisaties beheer en financiering;1999;0
2852;HC11: Intramurale geneeskundige zorg;HP7: Organisaties beheer en financiering;2000;0
2853;HC11: Intramurale geneeskundige zorg;HP7: Organisaties beheer en financiering;2001;0
2854;HC11: Intramurale geneeskundige zorg;HP7: Organisaties beheer en financiering;2002;0
2855;HC11: Intramurale geneeskundige zorg;HP7: Organisaties beheer en financiering;2003;0
2856;HC11: Intramurale geneeskundige zorg;HP7: Organisaties beheer en financiering;2004;0
2857;HC11: Intramurale geneeskundige zorg;HP7: Organisaties beheer en financiering;2005;0
2858;HC11: Intramurale geneeskundige zorg;HP7: Organisaties beheer en financiering;2006;0
2859;HC11: Intramurale geneeskundige zorg;HP7: Organisaties beheer en financiering;2007;0
2860;HC11: Intramurale geneeskundige zorg;HP7: Organisaties beheer en financiering;2008;0
2861;HC11: Intramurale geneeskundige zorg;HP7: Organisaties beheer en financiering;2009;0
2862;HC11: Intramurale geneeskundige zorg;HP7: Organisaties beheer en financiering;2010;0
2863;HC11: Intramurale geneeskundige zorg;HP7: Organisaties beheer en financiering;2011;0
2864;HC11: Intramurale geneeskundige zorg;HP7: Organisaties beheer en financiering;2012;0
2865;HC11: Intramurale geneeskundige zorg;HP7: Organisaties beheer en financiering;2013;0
2866;HC11: Intramurale geneeskundige zorg;HP7: Organisaties beheer en financiering;2014;0
2867;HC11: Intramurale geneeskundige zorg;HP7: Organisaties beheer en financiering;2015;0
2868;HC11: Intramurale geneeskundige zorg;HP7: Organisaties beheer en financiering;2016;0
2869;HC11: Intramurale geneeskundige zorg;HP7: Organisaties beheer en financiering;2017;0
2870;HC11: Intramurale geneeskundige zorg;HP7: Organisaties beheer en financiering;2018;0
2871;HC11: Intramurale geneeskundige zorg;HP7: Organisaties beheer en financiering;2019;0
2872;HC11: Intramurale geneeskundige zorg;HP7: Organisaties beheer en financiering;2020;0
2873;HC11: Intramurale geneeskundige zorg;HP7: Organisaties beheer en financiering;2021;0
2874;HC11: Intramurale geneeskundige zorg;HP7: Organisaties beheer en financiering;2022;0
2875;HC11: Intramurale geneeskundige zorg;HP71: Overheidsbeleid en beheer org.;1998;0
2876;HC11: Intramurale geneeskundige zorg;HP71: Overheidsbeleid en beheer org.;1999;0
2877;HC11: Intramurale geneeskundige zorg;HP71: Overheidsbeleid en beheer org.;2000;0
2878;HC11: Intramurale geneeskundige zorg;HP71: Overheidsbeleid en beheer org.;2001;0
2879;HC11: Intramurale geneeskundige zorg;HP71: Overheidsbeleid en beheer org.;2002;0
2880;HC11: Intramurale geneeskundige zorg;HP71: Overheidsbeleid en beheer org.;2003;0
2881;HC11: Intramurale geneeskundige zorg;HP71: Overheidsbeleid en beheer org.;2004;0
2882;HC11: Intramurale geneeskundige zorg;HP71: Overheidsbeleid en beheer org.;2005;0
2883;HC11: Intramurale geneeskundige zorg;HP71: Overheidsbeleid en beheer org.;2006;0
2884;HC11: Intramurale geneeskundige zorg;HP71: Overheidsbeleid en beheer org.;2007;0
2885;HC11: Intramurale geneeskundige zorg;HP71: Overheidsbeleid en beheer org.;2008;0
2886;HC11: Intramurale geneeskundige zorg;HP71: Overheidsbeleid en beheer org.;2009;0
2887;HC11: Intramurale geneeskundige zorg;HP71: Overheidsbeleid en beheer org.;2010;0
2888;HC11: Intramurale geneeskundige zorg;HP71: Overheidsbeleid en beheer org.;2011;0
2889;HC11: Intramurale geneeskundige zorg;HP71: Overheidsbeleid en beheer org.;2012;0
2890;HC11: Intramurale geneeskundige zorg;HP71: Overheidsbeleid en beheer org.;2013;0
2891;HC11: Intramurale geneeskundige zorg;HP71: Overheidsbeleid en beheer org.;2014;0
2892;HC11: Intramurale geneeskundige zorg;HP71: Overheidsbeleid en beheer org.;2015;0
2893;HC11: Intramurale geneeskundige zorg;HP71: Overheidsbeleid en beheer org.;2016;0
2894;HC11: Intramurale geneeskundige zorg;HP71: Overheidsbeleid en beheer org.;2017;0
2895;HC11: Intramurale geneeskundige zorg;HP71: Overheidsbeleid en beheer org.;2018;0
2896;HC11: Intramurale geneeskundige zorg;HP71: Overheidsbeleid en beheer org.;2019;0
2897;HC11: Intramurale geneeskundige zorg;HP71: Overheidsbeleid en beheer org.;2020;0
2898;HC11: Intramurale geneeskundige zorg;HP71: Overheidsbeleid en beheer org.;2021;0
2899;HC11: Intramurale geneeskundige zorg;HP71: Overheidsbeleid en beheer org.;2022;0
