ID;SBI93;Perioden;Productie_1;GemiddeldeDagproductie_2;DagproductieSeizoengecorrigeerd_3;OntwikkelingProductie_4;OntwikkelingGemiddeldeDagproductie_5;OntwikkelingSeizoengecorDagproductie_6;KortetermijnOntwikkelingGemDag_7;KortetermijnOntwikkelingSeizGecor_8;TotaleOmzet_9;OmzetBinnenland_10;OmzetBuitenland_11;TotaleOrderontvangst_12;OrderontvangstBinnenland_13;OrderontvangstBuitenland_14
3733;22 Drukkerijen en uitgeverijen;2004 september;94.1;92.4;;0.5;-0.8;;;;97.5;96.5;103.5;;;
3734;22 Drukkerijen en uitgeverijen;2004 3e kwartaal;84.2;84.2;87.8;-2.1;-1.8;0.6;;;88.9;87.0;100.9;;;
3735;22 Drukkerijen en uitgeverijen;2004 oktober;92.5;95.7;;-8.4;-2.7;;;;98.8;97.5;107.0;;;
3736;22 Drukkerijen en uitgeverijen;2004 november;102.3;102.2;;1.9;-1.5;;;;102.5;102.4;103.5;;;
3737;22 Drukkerijen en uitgeverijen;2004 december;105.3;99.8;;6.8;2.7;;;;117.2;115.2;128.9;;;
3738;22 Drukkerijen en uitgeverijen;2004 4e kwartaal;100.1;99.2;90.4;0.0;-0.5;3.0;;;106.2;105.0;113.1;;;
3739;22 Drukkerijen en uitgeverijen;2004;88.2;88.2;88.2;-1.3;-1.3;-1.3;;;94.2;91.5;110.7;;;
3740;22 Drukkerijen en uitgeverijen;2005 januari;74.5;76.7;;-2.5;-0.1;;;;81.1;79.6;90.0;;;
3741;22 Drukkerijen en uitgeverijen;2005 februari;78.9;79.2;;-0.1;-2.5;;;;84.1;81.8;98.0;;;
3742;22 Drukkerijen en uitgeverijen;2005 maart;93.0;91.5;;3.2;3.2;;;;99.7;96.5;119.2;;;
3743;22 Drukkerijen en uitgeverijen;2005 1e kwartaal;82.1;82.5;87.7;0.3;0.3;-3.0;;;88.3;86.0;102.4;;;
3744;22 Drukkerijen en uitgeverijen;2005 april;88.4;86.9;;2.0;0.7;;;;97.8;92.9;127.4;;;
3745;22 Drukkerijen en uitgeverijen;2005 mei;88.0;90.5;;6.9;4.9;;;;94.2;92.1;106.5;;;
3746;22 Drukkerijen en uitgeverijen;2005 juni;96.2;93.6;;5.0;4.7;;;;102.6;99.9;119.3;;;
3747;22 Drukkerijen en uitgeverijen;2005 2e kwartaal;90.9;90.4;90.9;4.6;3.5;3.7;;;98.2;95.0;117.7;;;
3748;22 Drukkerijen en uitgeverijen;2005 juli;78.9;81.5;;0.0;3.4;;;;88.7;84.9;111.9;;;
3749;22 Drukkerijen en uitgeverijen;2005 augustus;84.2;82.7;;6.0;1.9;;;;91.8;86.9;121.4;;;
3750;22 Drukkerijen en uitgeverijen;2005 september;97.9;96.8;;4.0;4.7;;;;104.7;100.6;129.2;;;
3751;22 Drukkerijen en uitgeverijen;2005 3e kwartaal;87.0;87.0;90.5;3.4;3.4;-0.4;;;95.1;90.8;120.8;;;
3752;22 Drukkerijen en uitgeverijen;2005 oktober;92.7;96.4;;0.1;0.7;;;;102.7;98.8;126.0;;;
3753;22 Drukkerijen en uitgeverijen;2005 november;96.9;95.2;;-5.2;-6.9;;;;100.8;98.4;115.0;;;
3754;22 Drukkerijen en uitgeverijen;2005 december;97.6;96.2;;-7.4;-3.6;;;;111.9;106.0;147.3;;;
3755;22 Drukkerijen en uitgeverijen;2005 4e kwartaal;95.7;95.9;86.6;-4.3;-3.4;-4.3;;;105.1;101.1;129.4;;;
3756;22 Drukkerijen en uitgeverijen;2005;88.9;88.9;88.9;0.8;0.8;0.8;;;96.7;93.2;117.6;;;
3757;22 Drukkerijen en uitgeverijen;2006 januari;76.1;76.9;;2.2;0.3;;;;82.4;81.0;91.1;;;
3758;22 Drukkerijen en uitgeverijen;2006 februari;79.7;79.8;;1.0;0.7;;;;85.7;82.8;103.5;;;
3759;22 Drukkerijen en uitgeverijen;2006 maart;95.5;92.5;;2.7;1.0;;;;104.4;100.9;125.6;;;
3760;22 Drukkerijen en uitgeverijen;2006 1e kwartaal;83.8;83.0;89.0;2.0;0.7;2.8;;;90.8;88.2;106.7;;;
3761;22 Drukkerijen en uitgeverijen;2006 april;82.7;84.9;;-6.5;-2.3;;;;92.7;91.4;101.1;;;
3762;22 Drukkerijen en uitgeverijen;2006 mei;92.0;89.4;;4.6;-1.3;;;;98.3;97.7;102.0;;;
3763;22 Drukkerijen en uitgeverijen;2006 juni;100.7;100.0;;4.7;6.8;;;;107.6;100.8;148.9;;;
3764;22 Drukkerijen en uitgeverijen;2006 2e kwartaal;91.8;91.4;91.6;1.0;1.2;2.9;;;99.5;96.6;117.3;;;
3765;22 Drukkerijen en uitgeverijen;2006 juli;78.2;81.1;;-0.9;-0.5;;;;89.4;86.7;105.8;;;
3766;22 Drukkerijen en uitgeverijen;2006 augustus;81.4;79.0;;-3.4;-4.5;;;;91.1;87.2;114.9;;;
3767;22 Drukkerijen en uitgeverijen;2006 september;94.5;94.9;;-3.4;-2.0;;;;103.8;99.2;131.9;;;
3768;22 Drukkerijen en uitgeverijen;2006 3e kwartaal;84.7;85.0;88.6;-2.6;-2.3;-3.3;;;94.8;91.0;117.5;;;
3769;22 Drukkerijen en uitgeverijen;2006 oktober;95.2;97.1;;2.7;0.8;;;;106.9;102.5;133.9;;;
3770;22 Drukkerijen en uitgeverijen;2006 november;104.8;102.4;;8.1;7.6;;;;110.4;106.8;132.9;;;
3771;22 Drukkerijen en uitgeverijen;2006 december;95.9;99.0;;-1.7;2.9;;;;110.8;103.6;154.5;;;
3772;22 Drukkerijen en uitgeverijen;2006 4e kwartaal;98.6;99.5;89.7;3.0;3.7;1.2;;;109.4;104.3;140.4;;;
3773;22 Drukkerijen en uitgeverijen;2006;89.7;89.7;89.7;0.9;0.9;0.9;;;98.6;95.1;120.5;;;
3774;22 Drukkerijen en uitgeverijen;2007 januari;78.4;76.9;;3.0;0.0;;;;88.4;84.7;111.0;;;
3775;22 Drukkerijen en uitgeverijen;2007 februari;82.5;82.2;;3.4;3.0;;;;92.1;86.6;125.1;;;
3776;22 Drukkerijen en uitgeverijen;2007 maart;96.9;95.8;;1.5;3.6;;;;109.1;104.0;140.4;;;
3777;22 Drukkerijen en uitgeverijen;2007 1e kwartaal;85.9;85.0;91.0;2.5;2.3;1.4;;;96.5;91.8;125.5;;;
3778;22 Drukkerijen en uitgeverijen;2007 april;87.4;89.9;;5.8;6.0;;;;101.1;96.0;131.9;;;
3779;22 Drukkerijen en uitgeverijen;2007 mei;93.3;90.8;;1.4;1.6;;;;103.5;97.6;139.4;;;
3780;22 Drukkerijen en uitgeverijen;2007 juni;103.2;102.5;;2.5;2.5;;;;113.9;109.2;142.4;;;
3781;22 Drukkerijen en uitgeverijen;2007 2e kwartaal;94.7;94.4;94.4;3.1;3.3;3.8;;;106.2;100.9;137.9;;;
3782;22 Drukkerijen en uitgeverijen;2007 juli;81.0;82.4;;3.6;1.7;;;;95.4;89.8;129.4;;;
3783;22 Drukkerijen en uitgeverijen;2007 augustus;84.3;81.6;;3.6;3.4;;;;96.9;91.1;132.3;;;
3784;22 Drukkerijen en uitgeverijen;2007 september;92.4;95.4;;-2.3;0.6;;;;104.8;99.5;137.4;;;
3785;22 Drukkerijen en uitgeverijen;2007 3e kwartaal;85.9;86.5;90.8;1.4;1.8;-3.8;;;99.0;93.5;133.0;;;
3786;22 Drukkerijen en uitgeverijen;2007 oktober;99.7;97.4;;4.8;0.3;;;;115.6;108.0;161.5;;;
3787;22 Drukkerijen en uitgeverijen;2007 november;103.2;101.4;;-1.5;-1.0;;;;113.0;107.5;146.7;;;
3788;22 Drukkerijen en uitgeverijen;2007 december;94.6;100.7;;-1.4;1.8;;;;112.3;105.0;156.2;;;
3789;22 Drukkerijen en uitgeverijen;2007 4e kwartaal;99.2;99.8;89.5;0.5;0.3;-1.4;;;113.6;106.8;154.8;;;
3790;22 Drukkerijen en uitgeverijen;2007;91.4;91.4;91.4;1.9;1.9;1.9;;;103.8;98.3;137.8;;;
3791;22 Drukkerijen en uitgeverijen;2008 januari;78.2;76.3;;-0.3;-0.8;;;;88.9;84.7;114.9;;;
3792;22 Drukkerijen en uitgeverijen;2008 februari;84.2;83.7;;2.1;1.9;;;;94.3;90.1;120.2;;;
3793;22 Drukkerijen en uitgeverijen;2008 maart;91.3;95.8;;-5.8;0.0;;;;102.6;99.0;124.5;;;
3794;22 Drukkerijen en uitgeverijen;2008 1e kwartaal;84.6;85.3;90.6;-1.6;0.3;1.2;;;95.3;91.3;119.9;;;
3795;22 Drukkerijen en uitgeverijen;2008 april;90.6;87.9;;3.6;-2.3;;;;104.1;96.6;149.9;;;
3796;22 Drukkerijen en uitgeverijen;2008 mei;93.9;93.9;;0.6;3.5;;;;102.8;95.7;146.0;;;
3797;22 Drukkerijen en uitgeverijen;2008 juni;100.8;102.9;;-2.3;0.4;;;;111.8;104.8;154.4;;;
3798;22 Drukkerijen en uitgeverijen;2008 2e kwartaal;95.1;94.9;94.8;0.5;0.5;4.7;;;106.2;99.0;150.1;;;
3799;22 Drukkerijen en uitgeverijen;2008 juli;83.4;81.0;;2.9;-1.7;;;;99.0;92.7;137.4;;;
3800;22 Drukkerijen en uitgeverijen;2008 augustus;80.2;82.6;;-4.9;1.2;;;;92.8;85.1;139.8;;;
3801;22 Drukkerijen en uitgeverijen;2008 september;93.4;92.9;;1.1;-2.6;;;;107.6;100.6;150.0;;;
3802;22 Drukkerijen en uitgeverijen;2008 3e kwartaal;85.7;85.5;89.5;-0.3;-1.1;-5.6;;;99.8;92.8;142.4;;;
3803;22 Drukkerijen en uitgeverijen;2008 oktober;96.4;93.6;;-3.4;-3.8;;;;112.0;106.3;146.4;;;
3804;22 Drukkerijen en uitgeverijen;2008 november;97.7;101.2;;-5.4;-0.1;;;;106.9;100.9;143.7;;;
3805;22 Drukkerijen en uitgeverijen;2008 december;93.4;91.7;;-1.2;-9.0;;;;116.1;107.9;165.7;;;
3806;22 Drukkerijen en uitgeverijen;2008 4e kwartaal;95.8;95.5;86.3;-3.4;-4.3;-3.6;;;111.7;105.0;151.9;;;
3807;22 Drukkerijen en uitgeverijen;2008;90.3;90.3;90.3;-1.2;-1.2;-1.2;;;103.2;97.0;141.1;;;
3808;2300b Aardolie/chemie/rubber/kunstst.ind;1995 januari;88.4;88.2;87.9;;;;;;64.2;61.0;65.8;;;
3809;2300b Aardolie/chemie/rubber/kunstst.ind;1995 februari;84.3;84.2;87.8;;;-0.2;;;62.3;58.8;64.1;;;
3810;2300b Aardolie/chemie/rubber/kunstst.ind;1995 maart;95.8;93.2;88.5;;;0.9;;;68.8;64.9;70.8;;;
3811;2300b Aardolie/chemie/rubber/kunstst.ind;1995 1e kwartaal;89.5;88.5;88.1;;;;;;65.1;61.6;66.9;;;
3812;2300b Aardolie/chemie/rubber/kunstst.ind;1995 april;83.3;85.9;87.3;;;-1.4;;;61.3;59.3;62.3;;;
3813;2300b Aardolie/chemie/rubber/kunstst.ind;1995 mei;90.8;88.5;88.0;;;0.8;;;65.8;65.3;66.0;;;
3814;2300b Aardolie/chemie/rubber/kunstst.ind;1995 juni;88.8;87.8;86.9;;;-1.2;;;66.2;63.0;67.9;;;
3815;2300b Aardolie/chemie/rubber/kunstst.ind;1995 2e kwartaal;87.6;87.4;87.4;;;-0.8;;;64.4;62.5;65.4;;;
3816;2300b Aardolie/chemie/rubber/kunstst.ind;1995 juli;88.0;90.6;88.9;;;2.3;;;58.7;57.9;59.1;;;
3817;2300b Aardolie/chemie/rubber/kunstst.ind;1995 augustus;85.5;83.8;87.7;;;-1.4;;;60.2;59.4;60.5;;;
3818;2300b Aardolie/chemie/rubber/kunstst.ind;1995 september;88.4;89.1;86.9;;;-0.9;;;61.6;61.0;62.0;;;
3819;2300b Aardolie/chemie/rubber/kunstst.ind;1995 3e kwartaal;87.3;87.8;87.8;;;0.5;;;60.2;59.4;60.5;;;
3820;2300b Aardolie/chemie/rubber/kunstst.ind;1995 oktober;91.2;91.8;87.8;;;1.0;;;62.9;62.3;63.2;;;
3821;2300b Aardolie/chemie/rubber/kunstst.ind;1995 november;89.8;88.4;89.5;;;1.9;;;62.7;61.0;63.5;;;
3822;2300b Aardolie/chemie/rubber/kunstst.ind;1995 december;79.9;82.8;87.0;;;-2.8;;;53.3;55.7;52.1;;;
3823;2300b Aardolie/chemie/rubber/kunstst.ind;1995 4e kwartaal;87.0;87.7;88.1;;;0.3;;;59.6;59.7;59.6;;;
3824;2300b Aardolie/chemie/rubber/kunstst.ind;1995;87.8;87.8;87.8;;;;;;62.3;60.8;63.1;;;
3825;2300b Aardolie/chemie/rubber/kunstst.ind;1996 januari;88.8;87.5;87.3;0.5;-0.8;0.4;;;61.5;59.6;62.5;;;
3826;2300b Aardolie/chemie/rubber/kunstst.ind;1996 februari;87.1;86.3;89.8;3.3;2.4;2.8;;;61.4;59.4;62.5;;;
3827;2300b Aardolie/chemie/rubber/kunstst.ind;1996 maart;89.3;91.7;87.0;-6.7;-1.6;-3.2;;;64.8;63.9;65.3;;;
3828;2300b Aardolie/chemie/rubber/kunstst.ind;1996 1e kwartaal;88.4;88.5;88.0;-1.2;-0.1;0.0;;;62.6;61.0;63.4;;;
3829;2300b Aardolie/chemie/rubber/kunstst.ind;1996 april;85.8;85.2;87.0;2.9;-0.7;0.0;;;64.5;62.3;65.7;;;
3830;2300b Aardolie/chemie/rubber/kunstst.ind;1996 mei;91.4;89.7;89.0;0.6;1.4;2.3;;;66.0;66.2;65.9;;;
3831;2300b Aardolie/chemie/rubber/kunstst.ind;1996 juni;85.8;88.6;88.0;-3.3;0.9;-1.2;;;62.2;62.6;62.0;;;
3832;2300b Aardolie/chemie/rubber/kunstst.ind;1996 2e kwartaal;87.7;87.8;88.0;0.0;0.5;-0.1;;;64.2;63.7;64.5;;;
3833;2300b Aardolie/chemie/rubber/kunstst.ind;1996 juli;95.0;93.2;91.3;7.9;2.9;3.8;;;66.2;63.2;67.8;;;
3834;2300b Aardolie/chemie/rubber/kunstst.ind;1996 augustus;85.1;85.0;89.2;-0.4;1.5;-2.3;;;60.9;62.9;59.8;;;
3835;2300b Aardolie/chemie/rubber/kunstst.ind;1996 september;92.3;93.5;91.0;4.5;4.9;2.0;;;66.4;67.5;65.8;;;
3836;2300b Aardolie/chemie/rubber/kunstst.ind;1996 3e kwartaal;90.8;90.6;90.5;4.0;3.2;2.9;;;64.5;64.5;64.5;;;
3837;2300b Aardolie/chemie/rubber/kunstst.ind;1996 oktober;98.1;96.1;91.5;7.6;4.6;0.5;;;71.2;72.7;70.4;;;
3838;2300b Aardolie/chemie/rubber/kunstst.ind;1996 november;89.3;90.1;90.8;-0.5;1.9;-0.7;;;67.6;69.4;66.7;;;
3839;2300b Aardolie/chemie/rubber/kunstst.ind;1996 december;84.7;86.0;90.9;6.0;3.9;0.0;;;61.8;66.3;59.4;;;
3840;2300b Aardolie/chemie/rubber/kunstst.ind;1996 4e kwartaal;90.7;90.7;91.1;4.3;3.5;0.6;;;66.9;69.5;65.5;;;
3841;2300b Aardolie/chemie/rubber/kunstst.ind;1996;89.4;89.4;89.4;1.8;1.8;1.8;;;64.5;64.7;64.5;;;
3842;2300b Aardolie/chemie/rubber/kunstst.ind;1997 januari;84.8;83.1;83.0;-4.5;-5.0;-8.6;;;71.7;71.7;71.7;;;
3843;2300b Aardolie/chemie/rubber/kunstst.ind;1997 februari;81.9;81.9;85.0;-5.9;-5.1;2.4;;;68.3;67.7;68.6;;;
3844;2300b Aardolie/chemie/rubber/kunstst.ind;1997 maart;86.4;89.8;85.2;-3.3;-2.0;0.2;;;71.7;73.9;70.6;;;
3845;2300b Aardolie/chemie/rubber/kunstst.ind;1997 1e kwartaal;84.4;84.9;84.4;-4.5;-4.0;-7.3;;;70.6;71.1;70.3;;;
3846;2300b Aardolie/chemie/rubber/kunstst.ind;1997 april;89.7;88.1;90.0;4.5;3.3;5.7;;;74.6;74.9;74.4;;;
3847;2300b Aardolie/chemie/rubber/kunstst.ind;1997 mei;88.5;88.9;88.1;-3.2;-0.9;-2.1;;;73.8;75.0;73.2;;;
3848;2300b Aardolie/chemie/rubber/kunstst.ind;1997 juni;88.5;89.1;88.4;3.1;0.6;0.3;;;74.9;76.5;74.1;;;
3849;2300b Aardolie/chemie/rubber/kunstst.ind;1997 2e kwartaal;88.9;88.7;88.8;1.4;1.0;5.2;;;74.4;75.5;73.9;;;
3850;2300b Aardolie/chemie/rubber/kunstst.ind;1997 juli;92.4;90.5;88.5;-2.8;-2.9;0.1;;;76.3;72.3;78.4;;;
3851;2300b Aardolie/chemie/rubber/kunstst.ind;1997 augustus;81.9;84.2;88.4;-3.8;-1.0;-0.1;;;69.0;70.9;68.1;;;
3852;2300b Aardolie/chemie/rubber/kunstst.ind;1997 september;94.4;93.2;90.7;2.2;-0.3;2.5;;;77.9;79.4;77.1;;;
3853;2300b Aardolie/chemie/rubber/kunstst.ind;1997 3e kwartaal;89.5;89.3;89.2;-1.4;-1.4;0.4;;;74.4;74.2;74.5;;;
3854;2300b Aardolie/chemie/rubber/kunstst.ind;1997 oktober;97.1;94.8;90.0;-0.9;-1.4;-0.8;;;80.6;79.0;81.5;;;
3855;2300b Aardolie/chemie/rubber/kunstst.ind;1997 november;86.9;90.1;90.6;-2.8;0.0;0.8;;;74.5;76.7;73.4;;;
3856;2300b Aardolie/chemie/rubber/kunstst.ind;1997 december;87.5;86.5;92.0;3.3;0.5;1.5;;;71.3;70.3;71.8;;;
3857;2300b Aardolie/chemie/rubber/kunstst.ind;1997 4e kwartaal;90.5;90.4;90.9;-0.2;-0.3;1.9;;;75.5;75.3;75.6;;;
3858;2300b Aardolie/chemie/rubber/kunstst.ind;1997;88.3;88.3;88.3;-1.2;-1.2;-1.2;;;73.7;74.0;73.6;;;
3859;2300b Aardolie/chemie/rubber/kunstst.ind;1998 januari;90.8;91.1;91.2;7.1;9.7;-0.9;;;73.6;70.0;75.6;;;
3860;2300b Aardolie/chemie/rubber/kunstst.ind;1998 februari;88.6;88.6;91.9;8.1;8.3;0.8;;;71.7;68.9;73.1;;;
3861;2300b Aardolie/chemie/rubber/kunstst.ind;1998 maart;96.0;96.5;91.5;11.1;7.4;-0.4;;;77.9;74.1;79.9;;;
3862;2300b Aardolie/chemie/rubber/kunstst.ind;1998 1e kwartaal;91.8;92.1;91.5;8.8;8.4;0.7;;;74.4;71.0;76.2;;;
3863;2300b Aardolie/chemie/rubber/kunstst.ind;1998 april;90.6;89.8;91.8;1.0;2.0;0.3;;;73.9;70.4;75.8;;;
3864;2300b Aardolie/chemie/rubber/kunstst.ind;1998 mei;90.1;92.1;91.3;1.8;3.6;-0.5;;;71.0;70.2;71.5;;;
3865;2300b Aardolie/chemie/rubber/kunstst.ind;1998 juni;90.4;90.0;88.9;2.1;1.0;-2.7;;;71.9;69.6;73.1;;;
3866;2300b Aardolie/chemie/rubber/kunstst.ind;1998 2e kwartaal;90.4;90.6;90.7;1.6;2.2;-0.9;;;72.3;70.1;73.5;;;
3867;2300b Aardolie/chemie/rubber/kunstst.ind;1998 juli;94.5;92.3;90.4;2.3;2.0;1.6;;;72.9;68.3;75.3;;;
3868;2300b Aardolie/chemie/rubber/kunstst.ind;1998 augustus;82.9;85.4;89.7;1.3;1.5;-0.7;;;63.0;61.5;63.8;;;
3869;2300b Aardolie/chemie/rubber/kunstst.ind;1998 september;92.8;91.8;89.4;-1.7;-1.5;-0.3;;;71.0;69.1;71.9;;;
3870;2300b Aardolie/chemie/rubber/kunstst.ind;1998 3e kwartaal;90.1;89.8;89.8;0.6;0.6;-0.9;;;69.0;66.3;70.3;;;
3871;2300b Aardolie/chemie/rubber/kunstst.ind;1998 oktober;94.5;94.4;89.7;-2.8;-0.3;0.4;;;70.6;65.4;73.4;;;
3872;2300b Aardolie/chemie/rubber/kunstst.ind;1998 november;88.0;89.2;89.7;1.3;-1.0;-0.1;;;65.5;61.1;67.8;;;
3873;2300b Aardolie/chemie/rubber/kunstst.ind;1998 december;85.0;82.9;88.9;-2.8;-4.1;-0.9;;;60.8;58.5;62.0;;;
3874;2300b Aardolie/chemie/rubber/kunstst.ind;1998 4e kwartaal;89.2;88.8;89.4;-1.5;-1.8;-0.5;;;65.6;61.7;67.7;;;
3875;2300b Aardolie/chemie/rubber/kunstst.ind;1998;90.3;90.3;90.3;2.3;2.3;2.3;;;70.3;67.3;71.9;;;
3876;2300b Aardolie/chemie/rubber/kunstst.ind;1999 januari;88.0;91.0;90.9;-3.2;-0.2;2.3;;;62.4;57.1;65.1;;;
3877;2300b Aardolie/chemie/rubber/kunstst.ind;1999 februari;88.3;88.4;91.4;-0.3;-0.2;0.6;;;62.0;56.1;65.0;;;
3878;2300b Aardolie/chemie/rubber/kunstst.ind;1999 maart;100.3;98.4;93.2;4.5;1.9;1.9;;;73.1;68.3;75.6;;;
3879;2300b Aardolie/chemie/rubber/kunstst.ind;1999 1e kwartaal;92.2;92.6;91.8;0.4;0.5;2.7;;;65.8;60.5;68.6;;;
3880;2300b Aardolie/chemie/rubber/kunstst.ind;1999 april;92.2;91.3;93.0;1.7;1.6;-0.2;;;70.1;69.2;70.5;;;
3881;2300b Aardolie/chemie/rubber/kunstst.ind;1999 mei;91.1;94.5;93.6;1.1;2.6;0.7;;;69.3;67.7;70.1;;;
3882;2300b Aardolie/chemie/rubber/kunstst.ind;1999 juni;98.5;97.1;95.5;9.0;7.9;2.1;;;76.2;76.1;76.3;;;
3883;2300b Aardolie/chemie/rubber/kunstst.ind;1999 2e kwartaal;93.9;94.3;94.0;3.9;4.0;2.4;;;71.9;71.0;72.3;;;
3884;2300b Aardolie/chemie/rubber/kunstst.ind;1999 juli;99.0;99.1;97.3;4.7;7.3;1.9;;;77.5;74.9;78.9;;;
3885;2300b Aardolie/chemie/rubber/kunstst.ind;1999 augustus;90.1;91.0;95.3;8.7;6.5;-2.1;;;71.1;73.8;69.7;;;
3886;2300b Aardolie/chemie/rubber/kunstst.ind;1999 september;101.2;99.9;97.4;9.1;8.8;2.2;;;80.0;80.2;79.9;;;
3887;2300b Aardolie/chemie/rubber/kunstst.ind;1999 3e kwartaal;96.8;96.6;96.7;7.4;7.6;2.8;;;76.2;76.3;76.2;;;
3888;2300b Aardolie/chemie/rubber/kunstst.ind;1999 oktober;99.8;102.9;98.0;5.7;9.0;0.6;;;82.2;83.3;81.6;;;
3889;2300b Aardolie/chemie/rubber/kunstst.ind;1999 november;101.3;100.3;100.7;15.1;12.4;2.8;;;85.2;85.8;84.8;;;
3890;2300b Aardolie/chemie/rubber/kunstst.ind;1999 december;97.6;93.7;101.2;14.8;13.0;0.5;;;86.4;91.4;83.8;;;
3891;2300b Aardolie/chemie/rubber/kunstst.ind;1999 4e kwartaal;99.6;98.9;100.0;11.7;11.4;3.4;;;84.6;86.8;83.4;;;
3892;2300b Aardolie/chemie/rubber/kunstst.ind;1999;95.6;95.6;95.6;5.8;5.8;5.8;;;74.6;73.7;75.1;;;
3893;2300b Aardolie/chemie/rubber/kunstst.ind;2000 januari;94.5;96.2;96.1;7.4;5.8;-5.1;;;85.5;84.9;85.8;;;
3894;2300b Aardolie/chemie/rubber/kunstst.ind;2000 februari;97.6;97.0;100.1;10.6;9.7;4.2;;;91.3;93.0;90.4;;;
3895;2300b Aardolie/chemie/rubber/kunstst.ind;2000 maart;107.8;104.8;99.2;7.5;6.5;-0.9;;;102.8;103.0;102.7;;;
3896;2300b Aardolie/chemie/rubber/kunstst.ind;2000 1e kwartaal;100.0;99.3;98.5;8.5;7.3;-1.5;;;93.2;93.6;93.0;;;
3897;2300b Aardolie/chemie/rubber/kunstst.ind;2000 april;91.1;93.8;95.2;-1.1;2.8;-4.1;;;87.7;87.2;88.0;;;
3898;2300b Aardolie/chemie/rubber/kunstst.ind;2000 mei;102.7;98.7;97.4;12.8;4.4;2.4;;;102.5;98.8;104.4;;;
3899;2300b Aardolie/chemie/rubber/kunstst.ind;2000 juni;100.9;100.9;99.0;2.4;4.0;1.6;;;102.6;100.3;103.8;;;
3900;2300b Aardolie/chemie/rubber/kunstst.ind;2000 2e kwartaal;98.3;97.8;97.2;4.6;3.7;-1.3;;;97.6;95.4;98.7;;;
3901;2300b Aardolie/chemie/rubber/kunstst.ind;2000 juli;98.6;101.4;99.9;-0.4;2.3;0.9;;;99.1;98.6;99.3;;;
3902;2300b Aardolie/chemie/rubber/kunstst.ind;2000 augustus;99.4;97.2;101.7;10.3;6.9;1.8;;;101.7;105.1;99.9;;;
3903;2300b Aardolie/chemie/rubber/kunstst.ind;2000 september;103.4;104.0;101.8;2.1;4.2;0.1;;;108.7;112.5;106.7;;;
3904;2300b Aardolie/chemie/rubber/kunstst.ind;2000 3e kwartaal;100.5;100.9;101.1;3.8;4.4;4.0;;;103.2;105.4;102.0;;;
3905;2300b Aardolie/chemie/rubber/kunstst.ind;2000 oktober;107.5;108.1;103.3;7.6;5.1;1.5;;;114.3;114.2;114.4;;;
3906;2300b Aardolie/chemie/rubber/kunstst.ind;2000 november;104.2;102.4;102.8;2.9;2.1;-0.5;;;111.8;109.3;113.1;;;
3907;2300b Aardolie/chemie/rubber/kunstst.ind;2000 december;92.3;95.5;103.7;-5.5;1.9;0.9;;;92.0;93.1;91.5;;;
3908;2300b Aardolie/chemie/rubber/kunstst.ind;2000 4e kwartaal;101.3;102.0;103.3;1.7;3.1;2.1;;;106.0;105.5;106.3;;;
3909;2300b Aardolie/chemie/rubber/kunstst.ind;2000;100.0;100.0;100.0;4.6;4.6;4.6;;;100.0;100.0;100.0;;;
3910;2300b Aardolie/chemie/rubber/kunstst.ind;2001 januari;107.3;105.7;105.5;13.6;9.9;1.7;;;97.6;94.7;99.1;;;
3911;2300b Aardolie/chemie/rubber/kunstst.ind;2001 februari;103.0;103.0;106.0;5.6;6.2;0.5;;;96.0;95.3;96.4;;;
3912;2300b Aardolie/chemie/rubber/kunstst.ind;2001 maart;112.4;112.0;106.1;4.2;6.8;0.1;;;98.2;95.2;99.9;;;
3913;2300b Aardolie/chemie/rubber/kunstst.ind;2001 1e kwartaal;107.6;106.9;105.9;7.6;7.6;2.5;;;97.3;95.1;98.5;;;
3914;2300b Aardolie/chemie/rubber/kunstst.ind;2001 april;104.0;105.9;107.1;14.1;12.9;0.9;;;96.8;95.4;97.5;;;
3915;2300b Aardolie/chemie/rubber/kunstst.ind;2001 mei;112.9;109.8;107.9;9.8;11.3;0.7;;;103.9;98.7;106.6;;;
3916;2300b Aardolie/chemie/rubber/kunstst.ind;2001 juni;108.7;110.4;107.8;7.7;9.3;0.0;;;101.6;95.6;104.7;;;
3917;2300b Aardolie/chemie/rubber/kunstst.ind;2001 2e kwartaal;108.5;108.7;107.6;10.4;11.1;1.6;;;100.8;96.6;102.9;;;
3918;2300b Aardolie/chemie/rubber/kunstst.ind;2001 juli;107.7;108.5;107.3;9.2;7.1;-0.5;;;97.1;87.6;102.2;;;
3919;2300b Aardolie/chemie/rubber/kunstst.ind;2001 augustus;106.0;103.4;108.0;6.6;6.3;0.7;;;93.6;88.6;96.2;;;
3920;2300b Aardolie/chemie/rubber/kunstst.ind;2001 september;106.7;110.7;108.7;3.2;6.4;0.7;;;95.9;91.2;98.4;;;
3921;2300b Aardolie/chemie/rubber/kunstst.ind;2001 3e kwartaal;106.8;107.5;108.0;6.3;6.6;0.3;;;95.5;89.1;98.9;;;
3922;2300b Aardolie/chemie/rubber/kunstst.ind;2001 oktober;115.4;113.2;108.5;7.3;4.7;-0.2;;;96.7;91.1;99.6;;;
3923;2300b Aardolie/chemie/rubber/kunstst.ind;2001 november;109.4;107.4;107.6;5.0;4.9;-0.8;;;87.2;78.4;91.7;;;
