ID;Geslacht;Leeftijd;Migratieachtergrond;Startkwalificatie;Perioden;BeroepsEnNietBeroepsbevolking_1;Beroepsbevolking_2;WerkzameBeroepsbevolking_3;Werknemer_4;WerknemerMetVasteArbeidsrelatie_5;WerknemerMetFlexibeleArbeidsrelatie_6;Zelfstandige_7;ZelfstandigeZonderPersoneelZzp_8;ZelfstandigeMetPersoneel_9;MeewerkendGezinslid_10;PositieInDeWerkkringOnbekend_11;Deeltijd_12;MinderDan20UurPerWeek_13;MinderDan12UurPerWeek_14;k_12Tot20UurPerWeek_15;k_20Tot35UurPerWeek_16;k_20Tot28UurPerWeek_17;k_28Tot35UurPerWeek_18;Voltijd_19;WerklozeBeroepsbevolking_20;Werkloosheidspercentage_21;NietBeroepsbevolking_22;BrutoArbeidsparticipatie_23;NettoArbeidsparticipatie_24
1564;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Totaal;2018 4e kwartaal;534;369;328;317;64;253;11;11;0;0;0;265;191;138;53;74;41;34;62;41;11.1;166;69.0;61.4
1565;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Totaal;2018;514;352;308;297;56;241;11;10;0;0;0;251;186;135;50;65;36;29;57;44;12.6;161;68.6;59.9
1566;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Totaal;2019 1e kwartaal;528;362;315;303;62;242;12;11;0;0;0;258;195;141;54;63;38;25;58;46;12.8;167;68.4;59.7
1567;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Totaal;2019 2e kwartaal;534;360;315;305;66;239;11;10;1;0;0;262;197;142;55;65;40;26;53;45;12.4;174;67.4;59.1
1568;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Totaal;2019 3e kwartaal;516;352;305;294;63;231;11;10;1;0;0;247;173;126;48;74;41;33;58;47;13.4;165;68.1;59.0
1569;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Totaal;2019 4e kwartaal;541;385;330;315;60;255;15;13;1;0;0;272;207;145;62;64;38;26;58;55;14.3;156;71.2;61.0
1570;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Totaal;2019;530;365;316;304;63;242;12;11;1;0;0;260;193;138;55;67;39;27;57;48;13.2;165;68.8;59.7
1571;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Totaal;2020 1e kwartaal;545;384;337;320;63;256;18;16;1;1;0;284;209;153;56;75;42;33;54;47;12.2;161;70.4;61.8
1572;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Totaal;2020 2e kwartaal;530;341;287;271;58;213;16;14;1;1;0;233;172;119;52;61;33;28;55;53;15.7;189;64.3;54.3
1573;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Totaal;2020 3e kwartaal;545;367;297;283;66;216;15;14;0;0;0;246;188;127;61;58;38;20;51;69;18.9;178;67.3;54.6
1574;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Totaal;2020 4e kwartaal;541;373;318;304;75;229;13;13;0;1;0;257;189;133;55;69;41;27;60;55;14.8;169;68.8;58.7
1575;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Totaal;2020;540;366;310;294;66;229;16;14;0;1;0;255;189;133;56;66;39;27;55;56;15.3;174;67.7;57.3
1576;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Totaal;2021 1e kwartaal;565;398;318;300;39;261;18;17;0;1;0;255;181;118;63;75;43;31;63;80;20.0;167;70.4;56.3
1577;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Totaal;2021 2e kwartaal;566;397;332;314;42;272;18;13;2;3;0;264;196;120;76;68;34;33;68;65;16.4;169;70.1;58.6
1578;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Totaal;2021 3e kwartaal;582;428;365;345;47;298;20;15;2;3;0;288;200;114;86;88;50;38;78;63;14.7;154;73.5;62.7
1579;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Totaal;2021 4e kwartaal;592;432;391;372;58;314;20;17;2;1;0;320;237;151;86;83;46;37;71;40;9.3;160;73.0;66.1
1580;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Totaal;2021;576;414;352;333;46;286;19;16;2;2;0;282;203;126;78;78;43;35;70;62;15.0;163;71.8;61.0
1581;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Totaal;2022 1e kwartaal;594;422;374;355;57;298;19;16;2;1;0;306;226;142;84;80;50;31;68;48;11.4;172;71.0;63.0
1582;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Totaal;2022 2e kwartaal;608;449;401;370;69;301;31;27;1;3;0;325;235;137;98;91;52;38;76;48;10.6;159;73.8;66.0
1583;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Totaal;2022 3e kwartaal;611;452;397;370;70;301;27;23;1;2;0;319;205;127;78;114;65;49;78;55;12.2;159;74.0;64.9
1584;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Met startkwalificatie;2013 1e kwartaal;191;152;129;124;30;94;4;3;1;1;0;98;69;50;19;29;19;10;31;23;15.1;40;79.1;67.2
1585;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Met startkwalificatie;2013 2e kwartaal;184;148;126;119;33;86;7;6;1;0;0;97;73;47;26;25;15;9;29;22;14.9;36;80.6;68.6
1586;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Met startkwalificatie;2013 3e kwartaal;204;162;134;126;29;97;8;7;0;0;0;104;73;53;20;31;20;11;30;28;17.2;42;79.2;65.6
1587;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Met startkwalificatie;2013 4e kwartaal;200;149;124;117;27;90;7;7;0;0;0;98;71;47;24;27;15;11;26;25;16.5;51;74.5;62.2
1588;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Met startkwalificatie;2013;195;153;128;122;30;92;6;6;0;0;0;99;72;49;22;28;17;10;29;24;16.0;42;78.3;65.8
1589;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Met startkwalificatie;2014 1e kwartaal;207;157;128;121;30;91;7;6;1;0;0;100;72;51;20;29;18;11;28;28;18.2;50;75.9;62.1
1590;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Met startkwalificatie;2014 2e kwartaal;207;159;134;125;29;96;8;7;0;0;0;103;73;51;21;30;20;10;31;26;16.1;48;76.9;64.5
1591;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Met startkwalificatie;2014 3e kwartaal;231;176;146;138;31;107;8;5;1;2;0;110;76;53;23;34;20;14;35;30;17.1;55;76.3;63.2
1592;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Met startkwalificatie;2014 4e kwartaal;213;161;134;129;31;98;6;4;1;1;0;104;72;50;22;33;17;15;30;26;16.3;53;75.3;63.1
1593;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Met startkwalificatie;2014;214;163;136;128;30;98;7;6;1;1;0;104;73;51;22;31;19;12;31;28;16.9;51;76.1;63.2
1594;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Met startkwalificatie;2015 1e kwartaal;208;161;137;130;30;100;7;7;0;0;0;106;75;49;27;31;19;13;31;25;15.2;47;77.5;65.7
1595;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Met startkwalificatie;2015 2e kwartaal;208;161;139;129;25;104;10;9;0;1;0;108;74;52;22;34;22;12;31;22;13.7;47;77.4;66.8
1596;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Met startkwalificatie;2015 3e kwartaal;220;166;140;133;32;100;7;6;0;1;0;107;70;51;20;37;19;17;32;26;15.8;55;75.2;63.3
1597;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Met startkwalificatie;2015 4e kwartaal;217;160;136;130;35;95;5;5;0;1;0;104;70;50;20;34;20;15;31;25;15.4;57;73.7;62.3
1598;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Met startkwalificatie;2015 ;214;162;138;130;31;100;7;6;0;1;0;106;72;50;22;34;20;14;31;24;15.1;51;75.9;64.5
1599;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Met startkwalificatie;2016 1e kwartaal;203;152;131;123;31;92;8;7;0;1;0;98;68;47;21;30;16;14;33;22;14.3;50;75.2;64.4
1600;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Met startkwalificatie;2016 2e kwartaal;207;161;145;136;31;104;9;6;1;3;0;111;75;50;25;36;20;16;34;16;9.9;46;77.9;70.1
1601;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Met startkwalificatie;2016 3e kwartaal;220;167;143;135;36;99;8;4;1;2;0;108;71;42;29;37;17;20;34;24;14.5;53;76.0;65.0
1602;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Met startkwalificatie;2016 4e kwartaal;226;167;146;141;35;106;5;3;1;1;0;108;75;47;28;33;19;14;38;22;12.9;59;73.8;64.3
1603;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Met startkwalificatie;2016;214;162;141;133;33;100;7;5;1;2;0;106;72;46;26;34;18;16;35;21;12.9;52;75.7;65.9
1604;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Met startkwalificatie;2017 1e kwartaal;214;156;135;131;30;100;4;3;1;0;0;100;66;45;22;34;17;16;35;21;13.5;58;72.7;62.9
1605;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Met startkwalificatie;2017 2e kwartaal;219;164;143;138;30;107;6;5;0;0;0;110;74;47;27;36;20;17;33;20;12.5;55;74.8;65.5
1606;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Met startkwalificatie;2017 3e kwartaal;232;176;154;149;27;121;6;6;0;0;0;114;75;51;24;39;22;17;40;22;12.5;56;76.1;66.5
1607;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Met startkwalificatie;2017 4e kwartaal;233;176;160;154;35;119;5;5;0;0;0;119;84;57;27;36;20;16;40;16;9.1;58;75.2;68.4
1608;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Met startkwalificatie;2017;225;168;148;143;31;112;5;5;0;0;0;111;75;50;25;36;20;16;37;20;11.8;57;74.8;65.9
1609;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Met startkwalificatie;2018 1e kwartaal;229;175;160;153;33;120;7;7;0;0;0;123;83;56;27;40;21;19;37;15;8.8;54;76.6;69.9
1610;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Met startkwalificatie;2018 2e kwartaal;228;174;161;153;34;119;8;8;0;0;0;123;82;52;30;41;22;19;38;14;7.8;54;76.5;70.5
1611;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Met startkwalificatie;2018 3e kwartaal;250;192;175;168;39;128;7;7;0;0;0;133;88;56;32;44;25;19;42;17;9.1;58;76.9;70.0
1612;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Met startkwalificatie;2018 4e kwartaal;259;198;181;172;40;132;9;8;0;0;0;138;87;57;30;51;28;23;42;17;8.6;61;76.5;69.9
1613;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Met startkwalificatie;2018;241;185;169;161;36;125;8;7;0;0;0;129;85;55;30;44;24;20;40;16;8.6;56;76.6;70.0
1614;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Met startkwalificatie;2019 1e kwartaal;242;183;164;157;40;117;7;7;0;0;0;125;84;58;26;41;24;17;39;18;10.0;59;75.6;68.0
1615;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Met startkwalificatie;2019 2e kwartaal;234;177;164;157;42;115;7;7;0;0;0;123;81;53;28;42;25;17;41;13;7.2;57;75.6;70.1
1616;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Met startkwalificatie;2019 3e kwartaal;245;188;169;162;43;119;7;6;1;0;0;125;76;52;24;49;27;22;43;19;10.2;57;76.7;68.9
1617;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Met startkwalificatie;2019 4e kwartaal;244;191;167;159;40;119;8;7;1;0;0;124;84;54;31;39;21;18;44;24;12.4;53;78.4;68.7
1618;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Met startkwalificatie;2019;241;185;166;159;41;118;7;7;1;0;0;124;81;54;27;43;25;18;42;18;10.0;56;76.6;68.9
1619;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Met startkwalificatie;2020 1e kwartaal;245;187;171;161;41;119;11;9;0;1;0;130;83;59;25;47;25;22;41;16;8.7;57;76.6;69.9
1620;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Met startkwalificatie;2020 2e kwartaal;251;175;147;137;38;99;9;8;0;1;0;110;72;45;26;39;18;21;36;28;16.1;76;69.7;58.4
1621;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Met startkwalificatie;2020 3e kwartaal;265;195;159;150;40;110;9;9;0;0;0;124;88;55;33;36;25;12;36;36;18.3;70;73.6;60.1
1622;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Met startkwalificatie;2020 4e kwartaal;268;197;172;165;44;121;7;7;0;0;0;133;91;60;31;42;23;19;40;25;12.6;70;73.7;64.4
1623;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Met startkwalificatie;2020;257;189;162;153;41;112;9;8;0;1;0;124;83;55;29;41;23;18;38;26;13.9;68;73.4;63.1
1624;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Met startkwalificatie;2021 1e kwartaal;287;217;179;164;31;132;16;15;0;1;0;137;90;55;36;47;25;22;42;38;17.5;70;75.6;62.4
1625;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Met startkwalificatie;2021 2e kwartaal;284;212;185;175;35;139;10;8;2;0;0;136;89;48;41;47;20;27;49;27;13.0;72;74.6;64.9
1626;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Met startkwalificatie;2021 3e kwartaal;298;237;210;197;37;160;13;10;2;1;0;158;97;49;48;60;34;26;52;27;11.6;61;79.5;70.3
1627;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Met startkwalificatie;2021 4e kwartaal;301;234;219;205;45;159;15;12;1;1;0;170;116;67;50;54;29;25;49;15;6.2;67;77.6;72.8
1628;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Met startkwalificatie;2021;293;225;198;185;37;148;13;11;1;1;0;150;98;55;44;52;27;25;48;27;11.9;68;76.9;67.7
1629;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Met startkwalificatie;2022 1e kwartaal;288;219;201;189;41;147;12;11;1;1;0;153;100;56;44;53;32;21;48;18;8.2;70;75.8;69.6
1630;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Met startkwalificatie;2022 2e kwartaal;302;241;216;196;48;147;20;17;0;3;0;162;104;56;49;57;32;26;54;25;10.5;61;79.7;71.4
1631;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Met startkwalificatie;2022 3e kwartaal;312;248;225;206;49;156;20;16;1;2;0;169;94;52;42;74;41;33;57;23;9.3;64;79.5;72.1
1632;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Zonder startkwalificatie;2013 1e kwartaal;268;161;117;114;19;94;3;3;0;0;0;102;87;72;15;15;9;6;15;44;27.4;106;60.3;43.8
1633;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Zonder startkwalificatie;2013 2e kwartaal;267;166;122;119;24;95;3;2;0;0;0;106;90;73;17;16;10;6;16;44;26.7;101;62.1;45.5
1634;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Zonder startkwalificatie;2013 3e kwartaal;258;160;113;110;20;90;3;3;0;0;0;97;78;59;19;19;12;7;16;47;29.4;98;62.1;43.8
1635;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Zonder startkwalificatie;2013 4e kwartaal;265;166;117;114;19;95;3;3;0;0;0;106;92;73;18;14;6;8;12;49;29.4;99;62.8;44.3
1636;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Zonder startkwalificatie;2013;265;163;117;114;21;94;3;3;0;0;0;103;87;69;17;16;9;7;15;46;28.2;101;61.8;44.4
1637;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Zonder startkwalificatie;2014 1e kwartaal;277;162;111;109;20;89;2;2;0;0;0;101;89;70;18;13;9;4;10;51;31.3;115;58.4;40.2
1638;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Zonder startkwalificatie;2014 2e kwartaal;266;156;114;110;19;91;4;4;0;0;0;102;87;67;19;15;9;6;12;42;26.7;110;58.6;43.0
1639;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Zonder startkwalificatie;2014 3e kwartaal;248;148;109;105;21;84;4;3;0;1;0;96;81;65;16;16;10;5;13;39;26.6;100;59.9;43.9
1640;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Zonder startkwalificatie;2014 4e kwartaal;271;162;117;112;22;89;5;5;0;1;0;103;89;75;14;14;10;4;14;45;27.8;109;59.7;43.1
1641;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Zonder startkwalificatie;2014;266;157;113;109;21;88;4;3;0;0;0;101;86;69;17;14;10;5;12;44;28.1;109;59.1;42.5
1642;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Zonder startkwalificatie;2015 1e kwartaal;286;176;126;122;23;100;4;3;0;1;0;115;100;83;17;15;8;7;12;49;27.9;110;61.5;44.3
1643;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Zonder startkwalificatie;2015 2e kwartaal;279;174;133;128;22;106;5;4;0;1;0;117;104;86;18;13;6;7;16;42;23.9;104;62.5;47.6
1644;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Zonder startkwalificatie;2015 3e kwartaal;255;160;121;116;17;99;5;4;0;1;0;108;89;70;19;19;12;7;13;39;24.5;96;62.5;47.2
1645;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Zonder startkwalificatie;2015 4e kwartaal;267;168;126;121;16;105;4;3;0;1;0;112;96;74;22;16;9;7;14;42;24.9;99;62.9;47.2
1646;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Zonder startkwalificatie;2015 ;272;169;126;122;19;102;5;4;0;1;0;113;97;78;19;16;9;7;13;43;25.3;102;62.3;46.5
1647;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Zonder startkwalificatie;2016 1e kwartaal;281;172;130;124;14;110;6;5;0;2;0;122;103;82;22;19;11;8;8;41;24.1;109;61.1;46.4
1648;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Zonder startkwalificatie;2016 2e kwartaal;271;162;122;115;13;101;7;6;0;1;0;111;95;74;21;16;9;7;11;40;24.8;110;59.6;44.9
1649;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Zonder startkwalificatie;2016 3e kwartaal;266;162;127;122;14;107;5;5;0;0;0;107;89;68;21;18;11;7;20;35;21.6;104;60.9;47.8
1650;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Zonder startkwalificatie;2016 4e kwartaal;267;156;121;116;17;99;4;4;0;0;0;110;92;72;20;18;10;8;11;35;22.6;111;58.4;45.2
1651;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Zonder startkwalificatie;2016;271;163;125;119;15;104;6;5;0;1;0;113;95;74;21;18;10;7;12;38;23.3;108;60.0;46.0
1652;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Zonder startkwalificatie;2017 1e kwartaal;286;167;129;125;17;108;5;4;0;0;0;116;99;77;22;17;7;10;14;38;22.5;119;58.3;45.2
1653;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Zonder startkwalificatie;2017 2e kwartaal;277;161;130;126;16;111;3;3;0;0;0;119;98;77;21;21;14;7;11;31;19.2;117;57.9;46.8
1654;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Zonder startkwalificatie;2017 3e kwartaal;259;163;130;127;15;113;3;2;0;0;0;119;98;76;23;20;13;8;11;33;20.4;95;63.2;50.3
1655;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Zonder startkwalificatie;2017 4e kwartaal;261;161;130;128;16;112;3;2;1;0;0;117;101;80;21;16;11;5;13;31;19.3;99;61.9;50.0
1656;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Zonder startkwalificatie;2017;271;163;130;127;16;111;3;3;0;0;0;118;99;77;22;19;11;8;12;33;20.4;108;60.2;48.0
1657;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Zonder startkwalificatie;2018 1e kwartaal;281;169;138;136;21;115;3;2;0;0;0;127;106;86;20;21;14;7;12;30;17.9;112;60.1;49.3
1658;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Zonder startkwalificatie;2018 2e kwartaal;271;170;141;137;19;118;4;4;0;1;0;126;105;84;21;21;13;8;15;28;16.6;101;62.6;52.2
1659;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Zonder startkwalificatie;2018 3e kwartaal;249;154;123;120;16;104;3;3;0;0;0;106;86;67;19;20;10;9;17;31;20.0;95;61.8;49.4
1660;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Zonder startkwalificatie;2018 4e kwartaal;271;167;143;141;23;118;2;2;0;0;0;126;103;80;23;23;12;10;17;24;14.1;104;61.5;52.8
1661;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Zonder startkwalificatie;2018;268;165;137;133;20;114;3;3;0;0;0;121;100;79;21;21;12;9;15;28;17.1;103;61.5;51.0
1662;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Zonder startkwalificatie;2019 1e kwartaal;282;176;148;144;21;123;4;3;0;0;0;132;111;83;28;21;14;8;16;28;15.9;106;62.3;52.4
1663;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Zonder startkwalificatie;2019 2e kwartaal;295;181;150;146;23;123;3;3;0;0;0;138;115;89;26;23;15;9;11;31;17.1;115;61.2;50.7
1664;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Zonder startkwalificatie;2019 3e kwartaal;266;161;133;130;20;111;3;3;0;0;0;121;96;73;23;24;14;11;13;28;17.3;105;60.6;50.1
1665;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Zonder startkwalificatie;2019 4e kwartaal;291;190;159;152;19;133;7;6;0;0;0;144;122;91;31;22;14;8;14;31;16.5;101;65.2;54.5
1666;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Zonder startkwalificatie;2019;284;177;147;143;21;123;4;4;0;0;0;134;111;84;27;23;14;9;14;30;16.7;107;62.4;52.0
1667;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Zonder startkwalificatie;2020 1e kwartaal;296;193;163;156;21;135;7;6;0;0;0;150;125;94;31;26;16;10;13;30;15.4;103;65.1;55.1
1668;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Zonder startkwalificatie;2020 2e kwartaal;273;163;138;132;20;111;6;5;1;0;0;120;99;73;26;21;15;7;18;25;15.2;111;59.5;50.4
1669;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Zonder startkwalificatie;2020 3e kwartaal;278;171;137;132;26;106;6;5;0;0;0;122;100;72;28;21;14;8;16;34;19.6;107;61.5;49.4
1670;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Zonder startkwalificatie;2020 4e kwartaal;271;174;144;138;30;107;6;6;0;0;0;124;98;73;25;26;18;8;20;30;17.2;97;64.0;53.0
1671;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Zonder startkwalificatie;2020;280;175;145;139;25;115;6;6;0;0;0;129;105;78;27;24;15;8;17;29;16.9;105;62.6;52.0
1672;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Zonder startkwalificatie;2021 1e kwartaal;275;179;138;136;8;128;2;2;0;0;0;117;90;63;27;27;18;9;21;41;22.9;96;65.1;50.2
1673;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Zonder startkwalificatie;2021 2e kwartaal;279;185;147;139;6;133;8;5;1;3;0;128;107;73;34;21;15;6;20;38;20.4;94;66.2;52.7
1674;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Zonder startkwalificatie;2021 3e kwartaal;283;190;155;148;9;138;7;5;0;2;0;130;102;64;38;28;16;12;25;35;18.6;93;67.2;54.7
1675;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Zonder startkwalificatie;2021 4e kwartaal;288;196;171;165;12;153;5;5;1;0;0;149;119;83;36;29;17;12;22;25;12.8;92;67.9;59.3
1676;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Zonder startkwalificatie;2021;281;187;153;147;9;138;6;4;0;1;0;131;105;71;34;26;16;10;22;35;18.5;94;66.6;54.3
1677;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Zonder startkwalificatie;2022 1e kwartaal;304;202;172;166;16;150;7;6;1;0;0;153;127;87;40;26;17;10;19;30;14.9;102;66.5;56.5
1678;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Zonder startkwalificatie;2022 2e kwartaal;304;206;184;173;21;152;11;10;0;0;0;163;130;82;49;32;20;12;21;22;10.8;98;67.8;60.5
1679;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Zonder startkwalificatie;2022 3e kwartaal;298;203;171;164;20;144;7;7;0;0;0;151;111;75;35;40;24;16;21;32;15.8;95;68.3;57.5
1680;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Startkwalificatie onbekend;2013 1e kwartaal;10;7;5;5;1;3;0;0;0;0;0;4;3;2;0;2;1;1;1;2;;3;;
1681;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Startkwalificatie onbekend;2013 2e kwartaal;16;11;8;7;1;6;0;0;0;0;0;7;5;4;1;1;1;1;1;3;;6;;
1682;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Startkwalificatie onbekend;2013 3e kwartaal;13;8;6;6;1;4;0;0;0;0;0;5;2;2;1;2;2;1;1;2;;4;;
1683;Totaal mannen en vrouwen;15 tot 25 jaar;Met migratieachtergrond;Startkwalificatie onbekend;2013 4e kwartaal;14;9;7;6;0;6;1;1;0;0;0;5;3;3;1;1;1;0;2;2;;5;;
