ID;Geslacht;Inkomensklassen;Populatie;Inkomensbegrippen;Perioden;TotaalPersonen_1;TotaalActief_2;Zelfstandige_3;Ambtenaar_4;OverigeWerknemer_5;OverigActief_6;TotaalNietActief_7;Arbeidsongeschikte_8;PensioenontvangerTot65Jaar_9;Pensioenontvanger65JaarEnOuder_10;Bijstandontvanger_11;OverigNietActief_12;GeenInkomen_13;Tot18Jaar_14;k_18Tot25Jaar_15;k_25Tot35Jaar_16;k_35Tot45Jaar_17;k_45Tot55Jaar_18;k_55Tot65Jaar_19;k_65JaarEnOuder_20;NooitGehuwd_21;Gehuwd_22;GehuwdGeweest_23
885;Totaal mannen en vrouwen;4;Personen met inkomen;Persoonlijk inkomen;1995;538;381;25;3;331;21;157;17;15;12;46;66;0;24;269;75;67;55;32;15;325;201;11
886;Totaal mannen en vrouwen;4;Personen met inkomen;Persoonlijk inkomen;1996;524;387;22;3;340;22;137;16;16;14;45;46;0;30;246;74;68;56;34;17;307;206;11
887;Totaal mannen en vrouwen;4;Personen met inkomen;Persoonlijk inkomen;1997;512;390;22;3;340;25;122;16;17;15;39;35;0;36;231;64;72;57;36;17;293;207;12
888;Totaal mannen en vrouwen;4;Personen met inkomen;Persoonlijk inkomen;1998;496;392;23;3;339;27;104;16;13;11;33;31;0;41;214;61;73;59;36;12;284;205;7
889;Totaal mannen en vrouwen;4;Personen met inkomen;Persoonlijk inkomen;1999;498;395;20;3;341;31;103;15;13;13;29;32;0;52;202;58;74;59;39;14;279;210;9
890;Totaal mannen en vrouwen;4;Personen met inkomen;Persoonlijk inkomen;2000;474;381;20;2;330;28;93;15;15;11;25;27;0;68;171;53;71;62;37;13;264;201;10
891;Totaal mannen en vrouwen;4;Personen met inkomen;Belastbaar inkomen;1990;428;322;26;5;284;7;106;17;12;18;50;8;0;24;159;74;73;50;28;20;209;201;18
892;Totaal mannen en vrouwen;4;Personen met inkomen;Belastbaar inkomen;1991;426;325;28;4;285;7;101;16;13;15;51;6;0;22;167;76;67;49;29;17;210;199;18
893;Totaal mannen en vrouwen;4;Personen met inkomen;Belastbaar inkomen;1992;437;343;31;3;299;10;94;17;12;13;45;7;0;22;179;75;64;52;29;15;228;194;14
894;Totaal mannen en vrouwen;4;Personen met inkomen;Belastbaar inkomen;1993;461;357;33;4;309;11;104;18;14;13;51;8;0;21;189;78;69;57;32;15;240;206;14
895;Totaal mannen en vrouwen;4;Personen met inkomen;Belastbaar inkomen;1994;469;367;34;4;316;13;102;18;14;13;47;9;0;20;190;82;72;57;33;15;245;208;16
896;Totaal mannen en vrouwen;4;Personen met inkomen;Belastbaar inkomen;1995;487;381;40;3;315;22;106;19;15;15;49;9;0;20;188;85;74;62;39;18;245;224;18
897;Totaal mannen en vrouwen;4;Personen met inkomen;Belastbaar inkomen;1996;512;405;44;4;334;22;107;17;15;20;49;6;0;25;195;86;79;68;39;22;259;235;18
898;Totaal mannen en vrouwen;4;Personen met inkomen;Belastbaar inkomen;1997;515;413;41;2;344;26;102;17;16;19;42;8;0;30;196;74;84;70;40;20;260;238;18
899;Totaal mannen en vrouwen;4;Personen met inkomen;Belastbaar inkomen;1998;531;440;46;4;362;28;92;18;14;17;36;6;0;32;198;79;91;73;41;19;268;249;14
900;Totaal mannen en vrouwen;4;Personen met inkomen;Belastbaar inkomen;1999;557;470;46;4;388;31;87;20;13;18;29;8;0;42;212;73;91;75;46;19;287;254;17
901;Totaal mannen en vrouwen;4;Personen met inkomen;Belastbaar inkomen;2000;566;483;43;3;406;30;83;17;14;18;26;8;0;52;214;68;92;76;44;20;302;245;19
902;Totaal mannen en vrouwen;4;Personen met inkomen;Besteedbaar inkomen;1990;810;493;16;7;462;7;317;27;16;112;76;87;0;24;367;103;97;65;38;116;427;367;17
903;Totaal mannen en vrouwen;4;Personen met inkomen;Besteedbaar inkomen;1991;788;486;19;8;451;8;302;29;17;113;71;73;0;23;344;105;93;68;39;115;399;371;18
904;Totaal mannen en vrouwen;4;Personen met inkomen;Besteedbaar inkomen;1992;648;457;20;6;421;10;191;26;16;14;61;75;0;24;332;96;79;66;36;16;384;250;14
905;Totaal mannen en vrouwen;4;Personen met inkomen;Besteedbaar inkomen;1993;622;420;20;5;387;9;202;26;15;14;67;80;0;23;315;95;74;63;36;16;379;228;16
906;Totaal mannen en vrouwen;4;Personen met inkomen;Besteedbaar inkomen;1994;595;395;21;5;360;9;200;26;14;14;66;80;0;23;306;87;69;57;36;16;368;210;16
907;Totaal mannen en vrouwen;4;Personen met inkomen;Besteedbaar inkomen;1995;561;382;27;4;336;14;179;22;17;13;58;70;0;24;293;77;60;52;38;16;354;193;14
908;Totaal mannen en vrouwen;4;Personen met inkomen;Besteedbaar inkomen;1996;512;370;23;5;329;13;142;21;16;16;53;35;0;28;258;71;55;48;32;19;324;174;13
909;Totaal mannen en vrouwen;4;Personen met inkomen;Besteedbaar inkomen;1997;484;358;22;4;319;13;127;18;16;17;45;31;0;35;238;61;53;46;31;19;306;164;15
910;Totaal mannen en vrouwen;4;Personen met inkomen;Besteedbaar inkomen;1998;449;349;22;3;310;14;100;14;12;12;35;27;0;37;215;57;54;45;28;13;285;153;11
911;Totaal mannen en vrouwen;4;Personen met inkomen;Besteedbaar inkomen;1999;449;353;19;4;313;17;96;13;12;12;31;27;0;48;203;52;57;44;30;14;277;158;13
912;Totaal mannen en vrouwen;4;Personen met inkomen;Besteedbaar inkomen;2000;454;360;22;3;320;16;94;13;13;13;23;32;0;60;186;52;63;49;29;14;277;163;14
913;Totaal mannen en vrouwen;4;Personen met inkomen;Gestandaardiseerd inkomen;1990;174;92;10;2;80;0;82;2;3;3;33;41;0;3;100;40;14;8;6;4;133;24;17
914;Totaal mannen en vrouwen;4;Personen met inkomen;Gestandaardiseerd inkomen;1991;182;103;10;2;89;1;79;2;3;2;30;42;0;3;109;39;15;7;6;3;139;25;18
915;Totaal mannen en vrouwen;4;Personen met inkomen;Gestandaardiseerd inkomen;1992;153;88;10;2;74;2;65;1;2;1;20;41;0;3;97;29;11;7;4;2;121;21;11
916;Totaal mannen en vrouwen;4;Personen met inkomen;Gestandaardiseerd inkomen;1993;166;88;11;1;74;1;78;1;3;2;28;44;0;3;94;39;14;8;5;3;127;25;14
917;Totaal mannen en vrouwen;4;Personen met inkomen;Gestandaardiseerd inkomen;1994;154;80;12;1;66;1;74;2;2;2;25;43;0;2;89;33;13;9;5;3;118;24;12
918;Totaal mannen en vrouwen;4;Personen met inkomen;Gestandaardiseerd inkomen;1995;144;84;10;1;71;1;60;1;4;1;18;36;0;2;92;29;9;7;4;2;117;16;11
919;Totaal mannen en vrouwen;4;Personen met inkomen;Gestandaardiseerd inkomen;1996;135;92;14;1;75;2;43;1;4;2;20;16;0;2;73;29;15;7;5;3;101;24;9
920;Totaal mannen en vrouwen;4;Personen met inkomen;Gestandaardiseerd inkomen;1997;111;78;12;2;63;1;32;1;4;2;16;11;0;2;61;23;11;6;4;3;86;16;9
921;Totaal mannen en vrouwen;4;Personen met inkomen;Gestandaardiseerd inkomen;1998;99;74;10;1;62;1;25;1;1;1;12;9;0;2;53;19;12;5;5;2;77;16;6
922;Totaal mannen en vrouwen;4;Personen met inkomen;Gestandaardiseerd inkomen;1999;101;74;10;2;61;2;27;2;2;2;12;10;0;2;51;19;13;7;7;2;72;22;7
923;Totaal mannen en vrouwen;4;Personen met inkomen;Gestandaardiseerd inkomen;2000;96;69;12;1;54;2;27;1;2;1;8;16;0;2;46;21;11;8;5;2;68;18;9
924;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;Primair inkomen;1990;463;190;21;2;161;6;273;34;43;147;44;5;0;9;76;51;57;47;70;151;137;229;97
925;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;Primair inkomen;1991;494;203;22;2;173;7;291;34;48;159;45;5;0;11;87;53;53;47;79;163;153;239;103
926;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;Primair inkomen;1992;511;212;22;1;180;9;299;34;48;165;46;6;0;13;92;54;51;50;81;170;159;240;111
927;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;Primair inkomen;1993;521;222;24;2;187;10;298;34;47;163;48;6;0;11;102;53;52;53;81;168;169;242;110
928;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;Primair inkomen;1994;541;235;27;3;197;8;306;35;46;170;51;4;0;13;105;56;56;55;81;174;174;251;116
929;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;Primair inkomen;1995;559;251;32;2;211;6;308;33;42;171;59;2;0;13;115;63;59;54;79;176;190;260;110
930;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;Primair inkomen;1996;567;267;29;2;229;7;299;34;41;169;54;1;0;18;122;61;59;56;77;173;200;257;110
931;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;Primair inkomen;1997;560;268;28;2;230;8;292;35;48;160;47;3;0;21;125;50;60;55;85;164;198;258;104
932;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;Primair inkomen;1998;560;270;29;1;232;8;291;34;44;169;43;1;0;26;122;47;59;55;78;174;201;255;105
933;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;Primair inkomen;1999;524;269;25;2;234;9;254;34;39;147;33;1;0;34;122;40;53;50;72;151;196;232;95
934;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;Primair inkomen;2000;539;277;27;2;241;7;262;33;44;151;34;2;0;43;123;40;51;54;74;154;212;233;95
935;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;Bruto inkomen;1990;207;162;13;2;141;6;45;10;9;4;16;7;0;13;66;30;42;31;19;6;83;118;5
936;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;Bruto inkomen;1991;225;179;15;1;156;6;46;8;11;4;15;7;0;15;84;30;38;33;19;6;105;114;5
937;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;Bruto inkomen;1992;212;171;15;1;147;9;41;8;10;3;13;6;0;16;74;30;34;33;20;5;95;114;4
938;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;Bruto inkomen;1993;221;175;16;1;149;9;46;9;11;3;16;7;0;14;74;31;38;37;21;5;96;121;5
939;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;Bruto inkomen;1994;231;185;18;2;157;8;46;10;10;3;16;6;0;16;76;35;42;36;21;5;101;126;4
940;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;Bruto inkomen;1995;252;205;24;1;174;6;47;10;13;3;18;3;0;16;93;34;43;36;24;5;120;127;5
941;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;Bruto inkomen;1996;265;217;21;2;187;8;48;13;14;4;16;2;0;22;93;37;43;38;26;6;128;132;5
942;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;Bruto inkomen;1997;269;220;21;2;189;8;49;14;14;4;14;3;0;25;95;32;46;39;27;5;133;133;4
943;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;Bruto inkomen;1998;255;212;21;1;182;8;43;13;12;3;13;1;0;31;82;29;43;39;27;4;124;127;4
944;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;Bruto inkomen;1999;251;210;19;1;182;8;40;12;11;3;13;2;0;38;80;26;39;35;28;4;127;118;6
945;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;Bruto inkomen;2000;245;205;19;1;177;8;40;11;14;3;10;2;0;50;70;22;37;35;28;4;128;112;5
946;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;Persoonlijk inkomen;1990;227;178;13;2;157;6;50;11;10;4;19;6;0;13;74;33;47;35;21;5;93;129;6
947;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;Persoonlijk inkomen;1991;244;193;17;1;168;7;50;10;11;5;18;7;0;14;90;35;42;36;21;6;112;125;7
948;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;Persoonlijk inkomen;1992;231;187;18;1;160;9;44;9;10;3;15;6;0;13;80;34;38;39;22;5;101;125;5
949;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;Persoonlijk inkomen;1993;239;190;18;1;161;10;49;11;11;3;18;6;0;12;82;34;43;40;23;4;103;131;5
950;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;Persoonlijk inkomen;1994;241;193;18;2;164;8;48;11;11;3;18;5;0;14;82;37;43;38;23;5;107;128;6
951;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;Persoonlijk inkomen;1995;264;216;25;1;183;6;48;11;14;3;19;3;0;15;99;37;46;39;24;5;126;132;6
952;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;Persoonlijk inkomen;1996;280;229;22;2;198;7;51;14;14;4;18;1;0;20;101;40;46;40;27;6;136;138;6
953;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;Persoonlijk inkomen;1997;279;229;22;2;197;8;51;15;14;4;15;3;0;25;101;33;47;40;29;5;139;135;5
954;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;Persoonlijk inkomen;1998;270;225;23;1;192;8;46;15;12;3;15;1;0;26;90;32;47;42;29;4;131;136;4
955;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;Persoonlijk inkomen;1999;271;228;20;1;198;9;43;14;12;3;13;1;0;36;88;30;45;39;29;4;135;130;5
956;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;Persoonlijk inkomen;2000;265;221;20;1;192;8;44;14;14;3;12;2;0;46;79;25;43;38;29;4;136;124;5
957;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;Belastbaar inkomen;1990;251;194;26;2;159;6;57;11;10;11;20;5;0;12;76;39;51;40;22;12;100;140;11
958;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;Belastbaar inkomen;1991;259;204;28;2;167;7;55;10;11;9;21;4;0;13;83;42;48;39;23;10;108;140;10
959;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;Belastbaar inkomen;1992;267;217;31;1;175;10;51;10;10;8;17;5;0;11;91;45;45;42;23;10;117;142;8
960;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;Belastbaar inkomen;1993;288;232;33;2;187;10;56;11;11;8;20;6;0;11;103;45;49;46;24;10;129;151;9
961;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;Belastbaar inkomen;1994;300;246;34;3;200;9;54;12;11;7;20;5;0;13;111;49;51;43;26;8;142;149;9
962;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;Belastbaar inkomen;1995;322;266;40;2;217;7;56;12;14;7;22;2;0;13;120;53;53;45;30;10;155;155;12
963;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;Belastbaar inkomen;1996;350;292;44;2;237;8;59;15;14;8;21;0;0;17;129;56;57;50;31;10;172;166;12
964;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;Belastbaar inkomen;1997;350;293;41;2;242;9;57;17;14;7;18;2;0;22;133;44;59;52;33;8;174;166;10
965;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;Belastbaar inkomen;1998;364;309;46;2;251;9;56;16;13;9;17;1;0;21;135;49;63;54;33;10;179;175;10
966;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;Belastbaar inkomen;1999;376;324;46;3;266;9;52;19;12;7;14;1;0;29;143;44;62;54;36;9;191;173;12
967;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;Belastbaar inkomen;2000;384;332;43;2;278;9;52;15;13;9;13;1;0;35;149;39;63;52;36;10;204;167;13
968;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;Besteedbaar inkomen;1990;442;262;16;4;235;6;180;20;14;105;33;8;0;15;115;50;71;52;31;108;141;294;7
969;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;Besteedbaar inkomen;1991;457;277;19;4;247;7;180;20;14;106;32;7;0;15;127;54;68;53;31;109;153;296;8
970;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;Besteedbaar inkomen;1992;329;255;20;4;223;8;75;19;13;8;28;8;0;13;114;52;58;53;29;10;137;186;7
971;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;Besteedbaar inkomen;1993;314;240;20;3;210;7;75;17;13;8;29;8;0;13;112;48;53;51;28;10;137;169;8
972;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;Besteedbaar inkomen;1994;296;225;21;3;194;6;71;18;11;7;28;6;0;15;107;46;47;44;28;9;136;152;8
973;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;Besteedbaar inkomen;1995;283;221;27;2;186;6;62;14;15;6;25;3;0;16;116;37;42;39;26;8;145;132;7
974;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;Besteedbaar inkomen;1996;289;225;23;3;193;6;64;19;14;7;22;1;0;19;122;40;37;36;26;9;160;122;6
975;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;Besteedbaar inkomen;1997;277;217;22;2;189;4;59;17;14;6;18;4;0;25;117;33;35;34;25;8;158;112;7
976;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;Besteedbaar inkomen;1998;248;204;22;1;177;4;45;13;11;5;14;1;0;24;101;30;34;32;22;6;140;103;5
977;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;Besteedbaar inkomen;1999;251;208;19;2;183;4;43;12;12;5;13;1;0;33;97;26;34;31;23;6;143;101;7
978;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;Besteedbaar inkomen;2000;260;222;22;2;194;4;39;11;12;4;10;2;0;40;93;25;41;32;23;6;146;106;8
979;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;Gestandaardiseerd inkomen;1990;55;33;10;1;22;0;21;2;1;3;13;2;0;1;22;12;8;4;4;3;30;17;7
980;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;Gestandaardiseerd inkomen;1991;65;44;10;1;33;1;21;2;1;2;13;4;0;1;31;15;8;4;4;2;41;17;8
981;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;Gestandaardiseerd inkomen;1992;48;35;10;1;23;1;13;1;1;1;7;3;0;1;22;9;6;5;4;1;29;14;5
982;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;Gestandaardiseerd inkomen;1993;56;39;11;0;26;1;17;1;2;2;9;4;0;1;24;12;8;5;4;3;33;16;7
983;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;Gestandaardiseerd inkomen;1994;51;35;12;0;22;1;16;1;1;2;9;3;0;1;18;15;7;5;4;2;28;17;6
984;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;Gestandaardiseerd inkomen;1995;49;37;10;0;25;1;13;1;3;1;6;1;0;1;25;10;5;5;2;1;33;11;5
985;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;Gestandaardiseerd inkomen;1996;61;50;14;0;34;2;11;0;3;2;6;1;0;0;27;15;9;5;3;2;41;16;4
986;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;Gestandaardiseerd inkomen;1997;51;40;12;1;26;1;11;1;2;1;5;1;0;0;23;11;7;4;2;2;35;12;4
987;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;Gestandaardiseerd inkomen;1998;42;35;10;0;24;1;7;1;1;1;3;1;0;0;20;8;6;3;3;1;30;11;2
988;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;Gestandaardiseerd inkomen;1999;45;36;10;1;24;1;9;1;2;1;4;1;0;1;19;7;6;5;5;2;28;14;3
989;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;Gestandaardiseerd inkomen;2000;42;37;12;1;23;1;5;1;1;1;2;1;0;1;16;8;7;5;3;2;25;12;6
990;Totaal mannen en vrouwen;5;Alle personen;Primair inkomen;1990;398;250;22;7;217;4;147;15;23;72;29;8;0;8;97;65;64;43;43;78;147;194;57
991;Totaal mannen en vrouwen;5;Alle personen;Primair inkomen;1991;390;244;25;6;208;5;146;19;21;76;26;5;0;8;90;65;61;45;40;80;138;198;55
992;Totaal mannen en vrouwen;5;Alle personen;Primair inkomen;1992;408;246;24;7;211;5;162;19;22;82;33;5;0;5;96;68;61;49;42;87;143;208;57
993;Totaal mannen en vrouwen;5;Alle personen;Primair inkomen;1993;417;242;27;4;207;5;175;19;23;89;36;7;0;4;96;69;59;49;47;92;152;202;63
994;Totaal mannen en vrouwen;5;Alle personen;Primair inkomen;1994;436;247;29;5;209;4;189;18;27;92;44;7;0;5;103;67;60;52;52;97;160;208;67
995;Totaal mannen en vrouwen;5;Alle personen;Primair inkomen;1995;436;254;34;5;208;7;183;17;28;96;36;6;0;5;99;65;60;51;55;101;157;211;69
996;Totaal mannen en vrouwen;5;Alle personen;Primair inkomen;1996;442;260;28;5;221;6;182;15;28;96;40;4;0;6;109;66;58;50;53;100;169;202;71
997;Totaal mannen en vrouwen;5;Alle personen;Primair inkomen;1997;490;266;30;3;228;5;223;18;34;131;35;6;0;7;111;66;58;52;60;134;174;230;85
998;Totaal mannen en vrouwen;5;Alle personen;Primair inkomen;1998;486;265;28;5;227;5;222;21;31;137;26;6;0;9;111;58;58;51;58;140;175;229;82
999;Totaal mannen en vrouwen;5;Alle personen;Primair inkomen;1999;514;287;25;4;251;6;226;23;33;139;25;6;0;13;128;58;59;49;63;143;195;231;88
1000;Totaal mannen en vrouwen;5;Alle personen;Primair inkomen;2000;513;303;26;4;269;5;210;23;30;130;20;6;0;17;130;57;65;51;59;134;193;230;90
1001;Totaal mannen en vrouwen;5;Alle personen;Bruto inkomen;1990;799;314;15;7;287;4;486;17;12;374;62;20;0;10;208;74;60;44;26;378;250;527;22
1002;Totaal mannen en vrouwen;5;Alle personen;Bruto inkomen;1991;768;306;19;6;276;5;461;18;12;367;49;16;0;9;186;74;60;44;25;369;220;525;23
1003;Totaal mannen en vrouwen;5;Alle personen;Bruto inkomen;1992;758;303;18;6;274;5;455;16;13;364;45;17;0;8;195;68;55;43;24;365;227;515;17
1004;Totaal mannen en vrouwen;5;Alle personen;Bruto inkomen;1993;762;298;20;4;269;5;464;17;13;362;51;21;0;7;195;72;54;45;24;364;234;508;20
1005;Totaal mannen en vrouwen;5;Alle personen;Bruto inkomen;1994;763;287;20;5;258;5;476;20;13;371;51;22;0;8;192;65;51;47;27;373;228;516;19
1006;Totaal mannen en vrouwen;5;Alle personen;Bruto inkomen;1995;755;291;26;4;254;7;464;19;14;365;49;17;0;8;182;65;54;46;33;367;223;517;15
1007;Totaal mannen en vrouwen;5;Alle personen;Bruto inkomen;1996;734;281;23;4;249;5;452;18;13;360;48;14;0;8;174;66;51;43;29;362;217;501;16
1008;Totaal mannen en vrouwen;5;Alle personen;Bruto inkomen;1997;397;287;24;3;256;4;110;20;10;27;40;14;0;8;172;60;52;45;31;29;210;174;13
1009;Totaal mannen en vrouwen;5;Alle personen;Bruto inkomen;1998;391;287;24;4;254;5;105;19;14;20;37;14;0;10;170;56;55;46;32;22;212;168;11
1010;Totaal mannen en vrouwen;5;Alle personen;Bruto inkomen;1999;390;296;20;3;265;6;94;18;12;19;28;17;0;15;173;49;53;46;33;21;212;165;13
1011;Totaal mannen en vrouwen;5;Alle personen;Bruto inkomen;2000;394;304;22;3;274;5;90;21;12;18;23;16;0;19;165;52;58;47;33;20;210;167;17
1012;Totaal mannen en vrouwen;5;Alle personen;Persoonlijk inkomen;1990;880;335;18;7;305;4;545;21;12;422;74;16;0;8;220;82;67;50;26;427;262;589;28
1013;Totaal mannen en vrouwen;5;Alle personen;Persoonlijk inkomen;1991;840;321;20;6;290;5;519;22;13;420;53;12;0;9;191;77;64;48;28;424;230;586;24
1014;Totaal mannen en vrouwen;5;Alle personen;Persoonlijk inkomen;1992;828;319;20;6;289;5;509;18;14;415;48;13;0;8;201;71;59;46;26;417;234;573;21
1015;Totaal mannen en vrouwen;5;Alle personen;Persoonlijk inkomen;1993;828;313;22;4;282;4;515;20;13;409;57;17;0;7;199;77;59;47;27;412;242;561;25
1016;Totaal mannen en vrouwen;5;Alle personen;Persoonlijk inkomen;1994;826;301;23;5;268;5;525;21;14;418;55;17;0;7;195;69;56;49;29;421;232;573;21
1017;Totaal mannen en vrouwen;5;Alle personen;Persoonlijk inkomen;1995;826;309;28;4;268;8;517;22;14;409;58;14;0;8;189;70;61;50;35;412;231;577;18
1018;Totaal mannen en vrouwen;5;Alle personen;Persoonlijk inkomen;1996;790;296;25;4;261;5;493;21;13;397;52;10;0;7;178;70;55;49;31;400;221;553;16
1019;Totaal mannen en vrouwen;5;Alle personen;Persoonlijk inkomen;1997;404;289;24;3;258;4;115;21;11;28;44;12;0;8;172;62;55;47;31;30;210;179;15
1020;Totaal mannen en vrouwen;5;Alle personen;Persoonlijk inkomen;1998;415;303;25;4;269;4;112;21;16;21;42;11;0;11;175;59;60;49;37;24;216;183;16
1021;Totaal mannen en vrouwen;5;Alle personen;Persoonlijk inkomen;1999;408;308;21;4;277;6;100;21;14;20;31;14;0;13;180;53;57;47;37;21;218;173;17
1022;Totaal mannen en vrouwen;5;Alle personen;Persoonlijk inkomen;2000;410;315;21;3;286;5;94;23;14;19;27;13;0;16;176;55;58;48;36;21;220;173;17
1023;Totaal mannen en vrouwen;5;Alle personen;Belastbaar inkomen;1990;800;254;28;6;215;5;546;22;9;427;80;8;0;8;121;79;72;54;33;432;162;602;35
1024;Totaal mannen en vrouwen;5;Alle personen;Belastbaar inkomen;1991;766;252;30;6;211;5;514;23;9;418;59;4;0;8;107;71;70;57;32;421;139;596;31
1025;Totaal mannen en vrouwen;5;Alle personen;Belastbaar inkomen;1992;746;254;32;7;210;5;492;20;9;403;55;5;0;7;109;73;65;56;31;405;141;579;26
1026;Totaal mannen en vrouwen;5;Alle personen;Belastbaar inkomen;1993;740;245;36;4;199;5;496;22;9;397;60;7;0;6;102;78;67;55;32;400;141;568;31
1027;Totaal mannen en vrouwen;5;Alle personen;Belastbaar inkomen;1994;768;254;39;5;205;5;514;23;9;412;65;5;0;6;108;77;68;62;33;415;145;595;28
1028;Totaal mannen en vrouwen;5;Alle personen;Belastbaar inkomen;1995;791;267;44;5;212;7;524;22;11;417;69;5;0;7;112;78;73;62;38;421;156;609;26
1029;Totaal mannen en vrouwen;5;Alle personen;Belastbaar inkomen;1996;794;275;45;5;219;6;518;24;10;416;65;4;0;6;118;79;69;65;39;418;166;600;28
1030;Totaal mannen en vrouwen;5;Alle personen;Belastbaar inkomen;1997;760;283;48;5;226;5;477;23;11;385;53;5;0;6;117;77;71;63;38;387;165;568;27
1031;Totaal mannen en vrouwen;5;Alle personen;Belastbaar inkomen;1998;781;290;47;5;233;5;491;25;15;386;60;4;0;8;121;77;75;65;47;389;172;582;27
1032;Totaal mannen en vrouwen;5;Alle personen;Belastbaar inkomen;1999;430;300;40;5;249;6;130;26;17;39;44;4;0;10;127;69;71;63;48;42;173;229;27
1033;Totaal mannen en vrouwen;5;Alle personen;Belastbaar inkomen;2000;437;312;46;5;257;5;124;28;15;41;36;4;0;13;134;72;69;61;45;43;188;220;28
1034;Totaal mannen en vrouwen;5;Alle personen;Besteedbaar inkomen;1990;1089;499;24;15;453;7;590;30;18;342;184;16;0;5;309;159;115;91;63;347;391;645;54
1035;Totaal mannen en vrouwen;5;Alle personen;Besteedbaar inkomen;1991;1042;472;25;14;428;7;570;31;18;330;179;11;0;5;276;149;117;97;64;333;344;652;46
1036;Totaal mannen en vrouwen;5;Alle personen;Besteedbaar inkomen;1992;1135;477;25;12;434;7;658;32;17;413;180;16;0;6;284;148;116;98;67;416;352;739;44
1037;Totaal mannen en vrouwen;5;Alle personen;Besteedbaar inkomen;1993;1123;464;28;10;417;9;659;34;17;408;181;18;0;6;281;145;117;96;66;412;351;728;44
1038;Totaal mannen en vrouwen;5;Alle personen;Besteedbaar inkomen;1994;1096;436;29;10;389;7;660;34;17;408;182;18;0;5;265;145;107;95;68;411;337;720;39
