ID;Geslacht;OnderwijsPositieBasisjaar;OnderwijsPositieVolgendSchooljaar;GeboortelandOuders;Herkomstland;Regiokenmerken;Perioden;Leerlingen_1
1491;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Europa (exclusief Nederland);Rotterdam;2019/'20 naar 2020/'21;
1492;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Europa (exclusief Nederland);Rotterdam;2020/'21 naar 2021/'22;
1493;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Europa (exclusief Nederland);Rotterdam;2021/'22 naar 2022/'23;
1494;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Europa (exclusief Nederland);Rotterdam;2022/'23 naar 2023/'24;
1495;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Europa (exclusief Nederland);Utrecht;2010/'11 naar 2011/'12;
1496;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Europa (exclusief Nederland);Utrecht;2011/'12 naar 2012/'13;
1497;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Europa (exclusief Nederland);Utrecht;2012/'13 naar 2013/'14;
1498;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Europa (exclusief Nederland);Utrecht;2013/'14 naar 2014/'15;
1499;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Europa (exclusief Nederland);Utrecht;2014/'15 naar 2015/'16;
1500;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Europa (exclusief Nederland);Utrecht;2015/'16 naar 2016/'17;
1501;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Europa (exclusief Nederland);Utrecht;2016/'17 naar 2017/'18;
1502;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Europa (exclusief Nederland);Utrecht;2017/'18 naar 2018/'19;
1503;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Europa (exclusief Nederland);Utrecht;2018/'19 naar 2019/'20;
1504;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Europa (exclusief Nederland);Utrecht;2019/'20 naar 2020/'21;
1505;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Europa (exclusief Nederland);Utrecht;2020/'21 naar 2021/'22;
1506;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Europa (exclusief Nederland);Utrecht;2021/'22 naar 2022/'23;
1507;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Europa (exclusief Nederland);Utrecht;2022/'23 naar 2023/'24;
1508;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Europa (exclusief Nederland);"Gemeenten; niet in te delen";2010/'11 naar 2011/'12;
1509;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Europa (exclusief Nederland);"Gemeenten; niet in te delen";2011/'12 naar 2012/'13;
1510;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Europa (exclusief Nederland);"Gemeenten; niet in te delen";2012/'13 naar 2013/'14;
1511;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Europa (exclusief Nederland);"Gemeenten; niet in te delen";2013/'14 naar 2014/'15;
1512;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Europa (exclusief Nederland);"Gemeenten; niet in te delen";2014/'15 naar 2015/'16;
1513;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Europa (exclusief Nederland);"Gemeenten; niet in te delen";2015/'16 naar 2016/'17;
1514;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Europa (exclusief Nederland);"Gemeenten; niet in te delen";2016/'17 naar 2017/'18;
1515;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Europa (exclusief Nederland);"Gemeenten; niet in te delen";2017/'18 naar 2018/'19;
1516;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Europa (exclusief Nederland);"Gemeenten; niet in te delen";2018/'19 naar 2019/'20;
1517;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Europa (exclusief Nederland);"Gemeenten; niet in te delen";2019/'20 naar 2020/'21;
1518;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Europa (exclusief Nederland);"Gemeenten; niet in te delen";2020/'21 naar 2021/'22;
1519;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Europa (exclusief Nederland);"Gemeenten; niet in te delen";2021/'22 naar 2022/'23;
1520;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Europa (exclusief Nederland);"Gemeenten; niet in te delen";2022/'23 naar 2023/'24;
1521;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Nederland;2010/'11 naar 2011/'12;
1522;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Nederland;2011/'12 naar 2012/'13;
1523;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Nederland;2012/'13 naar 2013/'14;
1524;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Nederland;2013/'14 naar 2014/'15;
1525;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Nederland;2014/'15 naar 2015/'16;
1526;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Nederland;2015/'16 naar 2016/'17;
1527;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Nederland;2016/'17 naar 2017/'18;
1528;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Nederland;2017/'18 naar 2018/'19;
1529;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Nederland;2018/'19 naar 2019/'20;
1530;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Nederland;2019/'20 naar 2020/'21;
1531;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Nederland;2020/'21 naar 2021/'22;
1532;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Nederland;2021/'22 naar 2022/'23;
1533;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Nederland;2022/'23 naar 2023/'24;
1534;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;G4     ;2010/'11 naar 2011/'12;
1535;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;G4     ;2011/'12 naar 2012/'13;
1536;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;G4     ;2012/'13 naar 2013/'14;
1537;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;G4     ;2013/'14 naar 2014/'15;
1538;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;G4     ;2014/'15 naar 2015/'16;
1539;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;G4     ;2015/'16 naar 2016/'17;
1540;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;G4     ;2016/'17 naar 2017/'18;
1541;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;G4     ;2017/'18 naar 2018/'19;
1542;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;G4     ;2018/'19 naar 2019/'20;
1543;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;G4     ;2019/'20 naar 2020/'21;
1544;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;G4     ;2020/'21 naar 2021/'22;
1545;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;G4     ;2021/'22 naar 2022/'23;
1546;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;G4     ;2022/'23 naar 2023/'24;
1547;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Meer dan 100 000 inwoners;2010/'11 naar 2011/'12;
1548;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Meer dan 100 000 inwoners;2011/'12 naar 2012/'13;
1549;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Meer dan 100 000 inwoners;2012/'13 naar 2013/'14;
1550;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Meer dan 100 000 inwoners;2013/'14 naar 2014/'15;
1551;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Meer dan 100 000 inwoners;2014/'15 naar 2015/'16;
1552;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Meer dan 100 000 inwoners;2015/'16 naar 2016/'17;
1553;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Meer dan 100 000 inwoners;2016/'17 naar 2017/'18;
1554;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Meer dan 100 000 inwoners;2017/'18 naar 2018/'19;
1555;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Meer dan 100 000 inwoners;2018/'19 naar 2019/'20;
1556;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Meer dan 100 000 inwoners;2019/'20 naar 2020/'21;
1557;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Meer dan 100 000 inwoners;2020/'21 naar 2021/'22;
1558;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Meer dan 100 000 inwoners;2021/'22 naar 2022/'23;
1559;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Meer dan 100 000 inwoners;2022/'23 naar 2023/'24;
1560;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Minder dan 100 000 inwoners;2010/'11 naar 2011/'12;
1561;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Minder dan 100 000 inwoners;2011/'12 naar 2012/'13;
1562;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Minder dan 100 000 inwoners;2012/'13 naar 2013/'14;
1563;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Minder dan 100 000 inwoners;2013/'14 naar 2014/'15;
1564;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Minder dan 100 000 inwoners;2014/'15 naar 2015/'16;
1565;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Minder dan 100 000 inwoners;2015/'16 naar 2016/'17;
1566;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Minder dan 100 000 inwoners;2016/'17 naar 2017/'18;
1567;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Minder dan 100 000 inwoners;2017/'18 naar 2018/'19;
1568;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Minder dan 100 000 inwoners;2018/'19 naar 2019/'20;
1569;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Minder dan 100 000 inwoners;2019/'20 naar 2020/'21;
1570;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Minder dan 100 000 inwoners;2020/'21 naar 2021/'22;
1571;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Minder dan 100 000 inwoners;2021/'22 naar 2022/'23;
1572;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Minder dan 100 000 inwoners;2022/'23 naar 2023/'24;
1573;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Amsterdam;2010/'11 naar 2011/'12;
1574;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Amsterdam;2011/'12 naar 2012/'13;
1575;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Amsterdam;2012/'13 naar 2013/'14;
1576;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Amsterdam;2013/'14 naar 2014/'15;
1577;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Amsterdam;2014/'15 naar 2015/'16;
1578;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Amsterdam;2015/'16 naar 2016/'17;
1579;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Amsterdam;2016/'17 naar 2017/'18;
1580;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Amsterdam;2017/'18 naar 2018/'19;
1581;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Amsterdam;2018/'19 naar 2019/'20;
1582;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Amsterdam;2019/'20 naar 2020/'21;
1583;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Amsterdam;2020/'21 naar 2021/'22;
1584;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Amsterdam;2021/'22 naar 2022/'23;
1585;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Amsterdam;2022/'23 naar 2023/'24;
1586;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;'s-Gravenhage;2010/'11 naar 2011/'12;
1587;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;'s-Gravenhage;2011/'12 naar 2012/'13;
1588;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;'s-Gravenhage;2012/'13 naar 2013/'14;
1589;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;'s-Gravenhage;2013/'14 naar 2014/'15;
1590;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;'s-Gravenhage;2014/'15 naar 2015/'16;
1591;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;'s-Gravenhage;2015/'16 naar 2016/'17;
1592;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;'s-Gravenhage;2016/'17 naar 2017/'18;
1593;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;'s-Gravenhage;2017/'18 naar 2018/'19;
1594;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;'s-Gravenhage;2018/'19 naar 2019/'20;
1595;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;'s-Gravenhage;2019/'20 naar 2020/'21;
1596;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;'s-Gravenhage;2020/'21 naar 2021/'22;
1597;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;'s-Gravenhage;2021/'22 naar 2022/'23;
1598;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;'s-Gravenhage;2022/'23 naar 2023/'24;
1599;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Rotterdam;2010/'11 naar 2011/'12;
1600;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Rotterdam;2011/'12 naar 2012/'13;
1601;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Rotterdam;2012/'13 naar 2013/'14;
1602;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Rotterdam;2013/'14 naar 2014/'15;
1603;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Rotterdam;2014/'15 naar 2015/'16;
1604;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Rotterdam;2015/'16 naar 2016/'17;
1605;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Rotterdam;2016/'17 naar 2017/'18;
1606;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Rotterdam;2017/'18 naar 2018/'19;
1607;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Rotterdam;2018/'19 naar 2019/'20;
1608;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Rotterdam;2019/'20 naar 2020/'21;
1609;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Rotterdam;2020/'21 naar 2021/'22;
1610;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Rotterdam;2021/'22 naar 2022/'23;
1611;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Rotterdam;2022/'23 naar 2023/'24;
1612;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Utrecht;2010/'11 naar 2011/'12;
1613;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Utrecht;2011/'12 naar 2012/'13;
1614;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Utrecht;2012/'13 naar 2013/'14;
1615;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Utrecht;2013/'14 naar 2014/'15;
1616;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Utrecht;2014/'15 naar 2015/'16;
1617;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Utrecht;2015/'16 naar 2016/'17;
1618;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Utrecht;2016/'17 naar 2017/'18;
1619;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Utrecht;2017/'18 naar 2018/'19;
1620;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Utrecht;2018/'19 naar 2019/'20;
1621;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Utrecht;2019/'20 naar 2020/'21;
1622;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Utrecht;2020/'21 naar 2021/'22;
1623;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Utrecht;2021/'22 naar 2022/'23;
1624;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;Utrecht;2022/'23 naar 2023/'24;
1625;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;"Gemeenten; niet in te delen";2010/'11 naar 2011/'12;
1626;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;"Gemeenten; niet in te delen";2011/'12 naar 2012/'13;
1627;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;"Gemeenten; niet in te delen";2012/'13 naar 2013/'14;
1628;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;"Gemeenten; niet in te delen";2013/'14 naar 2014/'15;
1629;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;"Gemeenten; niet in te delen";2014/'15 naar 2015/'16;
1630;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;"Gemeenten; niet in te delen";2015/'16 naar 2016/'17;
1631;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;"Gemeenten; niet in te delen";2016/'17 naar 2017/'18;
1632;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;"Gemeenten; niet in te delen";2017/'18 naar 2018/'19;
1633;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;"Gemeenten; niet in te delen";2018/'19 naar 2019/'20;
1634;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;"Gemeenten; niet in te delen";2019/'20 naar 2020/'21;
1635;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;"Gemeenten; niet in te delen";2020/'21 naar 2021/'22;
1636;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;"Gemeenten; niet in te delen";2021/'22 naar 2022/'23;
1637;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Buiten Europa;"Gemeenten; niet in te delen";2022/'23 naar 2023/'24;
1638;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Onbekend herkomstland;Nederland;2010/'11 naar 2011/'12;
1639;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Onbekend herkomstland;Nederland;2011/'12 naar 2012/'13;
1640;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Onbekend herkomstland;Nederland;2012/'13 naar 2013/'14;
1641;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Onbekend herkomstland;Nederland;2013/'14 naar 2014/'15;
1642;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Onbekend herkomstland;Nederland;2014/'15 naar 2015/'16;
1643;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Onbekend herkomstland;Nederland;2015/'16 naar 2016/'17;
1644;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Onbekend herkomstland;Nederland;2016/'17 naar 2017/'18;
1645;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Geboren in NL, ouders in NL;Onbekend herkomstland;Nederland;2017/'18 naar 2018/'19;
