ID;Geslacht;Leeftijd;Onderwijssoort;Opleidingsvorm;Studierichting;Perioden;Ingeschrevenen_1
2910;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;321;2014/'15;3058
2911;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;321;2015/'16;0
2912;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32103 Journalistiek en voorlichting;1990/'91;2345
2913;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32103 Journalistiek en voorlichting;1991/'92;2600
2914;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32103 Journalistiek en voorlichting;1992/'93;2874
2915;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32103 Journalistiek en voorlichting;1993/'94;3040
2916;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32103 Journalistiek en voorlichting;1994/'95;3208
2917;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32103 Journalistiek en voorlichting;1995/'96;3426
2918;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32103 Journalistiek en voorlichting;1996/'97;3757
2919;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32103 Journalistiek en voorlichting;1997/'98;3799
2920;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32103 Journalistiek en voorlichting;1998/'99;3847
2921;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32103 Journalistiek en voorlichting;1999/'00;3758
2922;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32103 Journalistiek en voorlichting;2000/'01;3666
2923;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32103 Journalistiek en voorlichting;2001/'02;3717
2924;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32103 Journalistiek en voorlichting;2002/'03;3747
2925;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32103 Journalistiek en voorlichting;2003/'04;3765
2926;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32103 Journalistiek en voorlichting;2004/'05;3947
2927;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32103 Journalistiek en voorlichting;2005/'06;3944
2928;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32103 Journalistiek en voorlichting;2006/'07;3921
2929;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32103 Journalistiek en voorlichting;2007/'08;3915
2930;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32103 Journalistiek en voorlichting;2008/'09;3977
2931;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32103 Journalistiek en voorlichting;2009/'10;4079
2932;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32103 Journalistiek en voorlichting;2010/'11;4144
2933;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32103 Journalistiek en voorlichting;2011/'12;4039
2934;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32103 Journalistiek en voorlichting;2012/'13;3527
2935;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32103 Journalistiek en voorlichting;2013/'14;3281
2936;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32103 Journalistiek en voorlichting;2014/'15;3053
2937;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32103 Journalistiek en voorlichting;2015/'16;0
2938;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32106 Boekhandel en uitgeverij;1990/'91;380
2939;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32106 Boekhandel en uitgeverij;1991/'92;449
2940;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32106 Boekhandel en uitgeverij;1992/'93;479
2941;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32106 Boekhandel en uitgeverij;1993/'94;505
2942;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32106 Boekhandel en uitgeverij;1994/'95;542
2943;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32106 Boekhandel en uitgeverij;1995/'96;548
2944;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32106 Boekhandel en uitgeverij;1996/'97;530
2945;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32106 Boekhandel en uitgeverij;1997/'98;513
2946;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32106 Boekhandel en uitgeverij;1998/'99;518
2947;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32106 Boekhandel en uitgeverij;1999/'00;490
2948;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32106 Boekhandel en uitgeverij;2000/'01;504
2949;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32106 Boekhandel en uitgeverij;2001/'02;534
2950;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32106 Boekhandel en uitgeverij;2002/'03;620
2951;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32106 Boekhandel en uitgeverij;2003/'04;676
2952;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32106 Boekhandel en uitgeverij;2004/'05;754
2953;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32106 Boekhandel en uitgeverij;2005/'06;16
2954;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32106 Boekhandel en uitgeverij;2006/'07;18
2955;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32106 Boekhandel en uitgeverij;2007/'08;22
2956;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32106 Boekhandel en uitgeverij;2008/'09;20
2957;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32106 Boekhandel en uitgeverij;2009/'10;31
2958;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32106 Boekhandel en uitgeverij;2010/'11;47
2959;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32106 Boekhandel en uitgeverij;2011/'12;52
2960;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32106 Boekhandel en uitgeverij;2012/'13;25
2961;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32106 Boekhandel en uitgeverij;2013/'14;9
2962;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32106 Boekhandel en uitgeverij;2014/'15;5
2963;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32106 Boekhandel en uitgeverij;2015/'16;0
2964;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;322;1990/'91;2019
2965;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;322;1991/'92;2059
2966;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;322;1992/'93;1959
2967;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;322;1993/'94;1898
2968;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;322;1994/'95;1859
2969;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;322;1995/'96;1621
2970;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;322;1996/'97;1486
2971;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;322;1997/'98;1410
2972;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;322;1998/'99;1330
2973;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;322;1999/'00;1327
2974;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;322;2000/'01;1258
2975;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;322;2001/'02;1111
2976;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;322;2002/'03;948
2977;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;322;2003/'04;875
2978;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;322;2004/'05;887
2979;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;322;2005/'06;634
2980;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;322;2006/'07;630
2981;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;322;2007/'08;563
2982;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;322;2008/'09;489
2983;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;322;2009/'10;460
2984;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;322;2010/'11;444
2985;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;322;2011/'12;440
2986;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;322;2012/'13;411
2987;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;322;2013/'14;382
2988;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;322;2014/'15;301
2989;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;322;2015/'16;0
2990;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32203 Bibliotheek en archief;1990/'91;2019
2991;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32203 Bibliotheek en archief;1991/'92;2059
2992;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32203 Bibliotheek en archief;1992/'93;1959
2993;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32203 Bibliotheek en archief;1993/'94;1898
2994;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32203 Bibliotheek en archief;1994/'95;1859
2995;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32203 Bibliotheek en archief;1995/'96;1621
2996;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32203 Bibliotheek en archief;1996/'97;1486
2997;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32203 Bibliotheek en archief;1997/'98;1410
2998;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32203 Bibliotheek en archief;1998/'99;1330
2999;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32203 Bibliotheek en archief;1999/'00;1327
3000;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32203 Bibliotheek en archief;2000/'01;1258
3001;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32203 Bibliotheek en archief;2001/'02;1111
3002;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32203 Bibliotheek en archief;2002/'03;948
3003;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32203 Bibliotheek en archief;2003/'04;875
3004;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32203 Bibliotheek en archief;2004/'05;887
3005;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32203 Bibliotheek en archief;2005/'06;634
3006;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32203 Bibliotheek en archief;2006/'07;630
3007;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32203 Bibliotheek en archief;2007/'08;563
3008;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32203 Bibliotheek en archief;2008/'09;489
3009;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32203 Bibliotheek en archief;2009/'10;460
3010;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32203 Bibliotheek en archief;2010/'11;444
3011;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32203 Bibliotheek en archief;2011/'12;440
3012;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32203 Bibliotheek en archief;2012/'13;411
3013;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32203 Bibliotheek en archief;2013/'14;382
3014;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32203 Bibliotheek en archief;2014/'15;301
3015;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;32203 Bibliotheek en archief;2015/'16;0
3016;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34;1990/'91;68322
3017;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34;1991/'92;74311
3018;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34;1992/'93;79484
3019;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34;1993/'94;84933
3020;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34;1994/'95;86177
3021;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34;1995/'96;85886
3022;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34;1996/'97;85630
3023;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34;1997/'98;86331
3024;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34;1998/'99;90555
3025;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34;1999/'00;97488
3026;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34;2000/'01;101600
3027;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34;2001/'02;105883
3028;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34;2002/'03;108351
3029;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34;2003/'04;112649
3030;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34;2004/'05;114499
3031;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34;2005/'06;116593
3032;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34;2006/'07;120005
3033;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34;2007/'08;124155
3034;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34;2008/'09;131102
3035;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34;2009/'10;139655
3036;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34;2010/'11;144690
3037;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34;2011/'12;149258
3038;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34;2012/'13;148089
3039;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34;2013/'14;152949
3040;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34;2014/'15;154918
3041;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34;2015/'16;0
3042;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;340;1990/'91;30241
3043;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;340;1991/'92;30672
3044;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;340;1992/'93;31070
3045;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;340;1993/'94;25882
3046;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;340;1994/'95;25290
3047;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;340;1995/'96;24157
3048;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;340;1996/'97;22709
3049;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;340;1997/'98;21556
3050;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;340;1998/'99;22025
3051;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;340;1999/'00;23725
3052;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;340;2000/'01;23760
3053;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;340;2001/'02;22873
3054;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;340;2002/'03;23355
3055;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;340;2003/'04;24388
3056;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;340;2004/'05;24550
3057;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;340;2005/'06;24260
3058;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;340;2006/'07;24800
3059;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;340;2007/'08;25492
3060;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;340;2008/'09;28043
3061;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;340;2009/'10;30457
3062;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;340;2010/'11;31260
3063;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;340;2011/'12;32511
3064;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;340;2012/'13;32344
3065;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;340;2013/'14;33876
3066;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;340;2014/'15;34455
3067;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;340;2015/'16;0
3068;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34003 Heao ongedifferentieerd;1990/'91;11222
3069;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34003 Heao ongedifferentieerd;1991/'92;9745
3070;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34003 Heao ongedifferentieerd;1992/'93;9060
3071;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34003 Heao ongedifferentieerd;1993/'94;0
3072;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34003 Heao ongedifferentieerd;1994/'95;0
3073;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34003 Heao ongedifferentieerd;1995/'96;0
3074;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34003 Heao ongedifferentieerd;1996/'97;0
3075;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34003 Heao ongedifferentieerd;1997/'98;0
3076;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34003 Heao ongedifferentieerd;1998/'99;0
3077;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34003 Heao ongedifferentieerd;1999/'00;0
3078;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34003 Heao ongedifferentieerd;2000/'01;0
3079;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34003 Heao ongedifferentieerd;2001/'02;0
3080;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34003 Heao ongedifferentieerd;2002/'03;0
3081;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34003 Heao ongedifferentieerd;2003/'04;0
3082;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34003 Heao ongedifferentieerd;2004/'05;0
3083;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34003 Heao ongedifferentieerd;2005/'06;0
3084;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34003 Heao ongedifferentieerd;2006/'07;0
3085;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34003 Heao ongedifferentieerd;2007/'08;0
3086;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34003 Heao ongedifferentieerd;2008/'09;0
3087;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34003 Heao ongedifferentieerd;2009/'10;0
3088;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34003 Heao ongedifferentieerd;2010/'11;0
3089;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34003 Heao ongedifferentieerd;2011/'12;0
3090;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34003 Heao ongedifferentieerd;2012/'13;0
3091;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34003 Heao ongedifferentieerd;2013/'14;0
3092;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34003 Heao ongedifferentieerd;2014/'15;0
3093;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34003 Heao ongedifferentieerd;2015/'16;0
3094;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34006 Bedrijfskader;1990/'91;644
3095;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34006 Bedrijfskader;1991/'92;858
3096;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34006 Bedrijfskader;1992/'93;1121
3097;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34006 Bedrijfskader;1993/'94;1317
3098;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34006 Bedrijfskader;1994/'95;1668
3099;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34006 Bedrijfskader;1995/'96;1791
3100;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34006 Bedrijfskader;1996/'97;1783
3101;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34006 Bedrijfskader;1997/'98;1657
3102;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34006 Bedrijfskader;1998/'99;2149
3103;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34006 Bedrijfskader;1999/'00;2837
3104;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34006 Bedrijfskader;2000/'01;2547
3105;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34006 Bedrijfskader;2001/'02;1900
3106;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34006 Bedrijfskader;2002/'03;1460
3107;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34006 Bedrijfskader;2003/'04;1218
3108;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34006 Bedrijfskader;2004/'05;922
3109;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34006 Bedrijfskader;2005/'06;372
3110;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34006 Bedrijfskader;2006/'07;199
3111;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34006 Bedrijfskader;2007/'08;113
3112;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34006 Bedrijfskader;2008/'09;0
3113;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34006 Bedrijfskader;2009/'10;0
3114;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34006 Bedrijfskader;2010/'11;0
3115;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34006 Bedrijfskader;2011/'12;0
3116;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34006 Bedrijfskader;2012/'13;0
3117;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34006 Bedrijfskader;2013/'14;0
3118;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34006 Bedrijfskader;2014/'15;0
3119;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34006 Bedrijfskader;2015/'16;0
3120;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34009 Bedrijfseconomie;1990/'91;10729
3121;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34009 Bedrijfseconomie;1991/'92;11794
3122;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34009 Bedrijfseconomie;1992/'93;12393
3123;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34009 Bedrijfseconomie;1993/'94;15992
3124;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34009 Bedrijfseconomie;1994/'95;15194
3125;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34009 Bedrijfseconomie;1995/'96;14031
3126;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34009 Bedrijfseconomie;1996/'97;13557
3127;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34009 Bedrijfseconomie;1997/'98;12825
3128;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34009 Bedrijfseconomie;1998/'99;12982
3129;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34009 Bedrijfseconomie;1999/'00;13803
3130;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34009 Bedrijfseconomie;2000/'01;13971
3131;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34009 Bedrijfseconomie;2001/'02;13560
3132;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34009 Bedrijfseconomie;2002/'03;14650
3133;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34009 Bedrijfseconomie;2003/'04;15829
3134;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34009 Bedrijfseconomie;2004/'05;16553
3135;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34009 Bedrijfseconomie;2005/'06;16868
3136;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34009 Bedrijfseconomie;2006/'07;17690
3137;Totaal mannen en vrouwen;0;Hoger onderwijs;Totaal opleidingsvormen;34009 Bedrijfseconomie;2007/'08;18532
