ID;Geslacht;Nationaliteit;Perioden;InternationaleStudenten_1
2038;Totaal mannen en vrouwen;Lesothaans;2023/'24;0.0
2039;Totaal mannen en vrouwen;Lesothaans;2024/'25;0.0
2040;Totaal mannen en vrouwen;Lets;2005/'06;70.0
2041;Totaal mannen en vrouwen;Lets;2006/'07;90.0
2042;Totaal mannen en vrouwen;Lets;2007/'08;100.0
2043;Totaal mannen en vrouwen;Lets;2008/'09;130.0
2044;Totaal mannen en vrouwen;Lets;2009/'10;210.0
2045;Totaal mannen en vrouwen;Lets;2010/'11;320.0
2046;Totaal mannen en vrouwen;Lets;2011/'12;410.0
2047;Totaal mannen en vrouwen;Lets;2012/'13;500.0
2048;Totaal mannen en vrouwen;Lets;2013/'14;540.0
2049;Totaal mannen en vrouwen;Lets;2014/'15;550.0
2050;Totaal mannen en vrouwen;Lets;2015/'16;590.0
2051;Totaal mannen en vrouwen;Lets;2016/'17;580.0
2052;Totaal mannen en vrouwen;Lets;2017/'18;580.0
2053;Totaal mannen en vrouwen;Lets;2018/'19;620.0
2054;Totaal mannen en vrouwen;Lets;2019/'20;700.0
2055;Totaal mannen en vrouwen;Lets;2020/'21;810.0
2056;Totaal mannen en vrouwen;Lets;2021/'22;1020.0
2057;Totaal mannen en vrouwen;Lets;2022/'23;1220.0
2058;Totaal mannen en vrouwen;Lets;2023/'24;1330.0
2059;Totaal mannen en vrouwen;Lets;2024/'25;1400.0
2060;Totaal mannen en vrouwen;Libanees;2005/'06;20.0
2061;Totaal mannen en vrouwen;Libanees;2006/'07;20.0
2062;Totaal mannen en vrouwen;Libanees;2007/'08;20.0
2063;Totaal mannen en vrouwen;Libanees;2008/'09;20.0
2064;Totaal mannen en vrouwen;Libanees;2009/'10;20.0
2065;Totaal mannen en vrouwen;Libanees;2010/'11;20.0
2066;Totaal mannen en vrouwen;Libanees;2011/'12;20.0
2067;Totaal mannen en vrouwen;Libanees;2012/'13;20.0
2068;Totaal mannen en vrouwen;Libanees;2013/'14;30.0
2069;Totaal mannen en vrouwen;Libanees;2014/'15;20.0
2070;Totaal mannen en vrouwen;Libanees;2015/'16;50.0
2071;Totaal mannen en vrouwen;Libanees;2016/'17;60.0
2072;Totaal mannen en vrouwen;Libanees;2017/'18;80.0
2073;Totaal mannen en vrouwen;Libanees;2018/'19;80.0
2074;Totaal mannen en vrouwen;Libanees;2019/'20;100.0
2075;Totaal mannen en vrouwen;Libanees;2020/'21;130.0
2076;Totaal mannen en vrouwen;Libanees;2021/'22;130.0
2077;Totaal mannen en vrouwen;Libanees;2022/'23;150.0
2078;Totaal mannen en vrouwen;Libanees;2023/'24;160.0
2079;Totaal mannen en vrouwen;Libanees;2024/'25;140.0
2080;Totaal mannen en vrouwen;Liberiaans;2005/'06;10.0
2081;Totaal mannen en vrouwen;Liberiaans;2006/'07;10.0
2082;Totaal mannen en vrouwen;Liberiaans;2007/'08;10.0
2083;Totaal mannen en vrouwen;Liberiaans;2008/'09;10.0
2084;Totaal mannen en vrouwen;Liberiaans;2009/'10;10.0
2085;Totaal mannen en vrouwen;Liberiaans;2010/'11;10.0
2086;Totaal mannen en vrouwen;Liberiaans;2011/'12;10.0
2087;Totaal mannen en vrouwen;Liberiaans;2012/'13;0.0
2088;Totaal mannen en vrouwen;Liberiaans;2013/'14;0.0
2089;Totaal mannen en vrouwen;Liberiaans;2014/'15;0.0
2090;Totaal mannen en vrouwen;Liberiaans;2015/'16;0.0
2091;Totaal mannen en vrouwen;Liberiaans;2016/'17;0.0
2092;Totaal mannen en vrouwen;Liberiaans;2017/'18;10.0
2093;Totaal mannen en vrouwen;Liberiaans;2018/'19;10.0
2094;Totaal mannen en vrouwen;Liberiaans;2019/'20;0.0
2095;Totaal mannen en vrouwen;Liberiaans;2020/'21;10.0
2096;Totaal mannen en vrouwen;Liberiaans;2021/'22;10.0
2097;Totaal mannen en vrouwen;Liberiaans;2022/'23;10.0
2098;Totaal mannen en vrouwen;Liberiaans;2023/'24;10.0
2099;Totaal mannen en vrouwen;Liberiaans;2024/'25;10.0
2100;Totaal mannen en vrouwen;Libisch;2005/'06;0.0
2101;Totaal mannen en vrouwen;Libisch;2006/'07;0.0
2102;Totaal mannen en vrouwen;Libisch;2007/'08;0.0
2103;Totaal mannen en vrouwen;Libisch;2008/'09;0.0
2104;Totaal mannen en vrouwen;Libisch;2009/'10;0.0
2105;Totaal mannen en vrouwen;Libisch;2010/'11;0.0
2106;Totaal mannen en vrouwen;Libisch;2011/'12;0.0
2107;Totaal mannen en vrouwen;Libisch;2012/'13;0.0
2108;Totaal mannen en vrouwen;Libisch;2013/'14;0.0
2109;Totaal mannen en vrouwen;Libisch;2014/'15;0.0
2110;Totaal mannen en vrouwen;Libisch;2015/'16;10.0
2111;Totaal mannen en vrouwen;Libisch;2016/'17;10.0
2112;Totaal mannen en vrouwen;Libisch;2017/'18;20.0
2113;Totaal mannen en vrouwen;Libisch;2018/'19;20.0
2114;Totaal mannen en vrouwen;Libisch;2019/'20;20.0
2115;Totaal mannen en vrouwen;Libisch;2020/'21;20.0
2116;Totaal mannen en vrouwen;Libisch;2021/'22;10.0
2117;Totaal mannen en vrouwen;Libisch;2022/'23;20.0
2118;Totaal mannen en vrouwen;Libisch;2023/'24;20.0
2119;Totaal mannen en vrouwen;Libisch;2024/'25;20.0
2120;Totaal mannen en vrouwen;Liechtensteins;2005/'06;0.0
2121;Totaal mannen en vrouwen;Liechtensteins;2006/'07;0.0
2122;Totaal mannen en vrouwen;Liechtensteins;2007/'08;0.0
2123;Totaal mannen en vrouwen;Liechtensteins;2008/'09;0.0
2124;Totaal mannen en vrouwen;Liechtensteins;2009/'10;0.0
2125;Totaal mannen en vrouwen;Liechtensteins;2010/'11;10.0
2126;Totaal mannen en vrouwen;Liechtensteins;2011/'12;0.0
2127;Totaal mannen en vrouwen;Liechtensteins;2012/'13;0.0
2128;Totaal mannen en vrouwen;Liechtensteins;2013/'14;0.0
2129;Totaal mannen en vrouwen;Liechtensteins;2014/'15;0.0
2130;Totaal mannen en vrouwen;Liechtensteins;2015/'16;0.0
2131;Totaal mannen en vrouwen;Liechtensteins;2016/'17;0.0
2132;Totaal mannen en vrouwen;Liechtensteins;2017/'18;0.0
2133;Totaal mannen en vrouwen;Liechtensteins;2018/'19;0.0
2134;Totaal mannen en vrouwen;Liechtensteins;2019/'20;10.0
2135;Totaal mannen en vrouwen;Liechtensteins;2020/'21;0.0
2136;Totaal mannen en vrouwen;Liechtensteins;2021/'22;10.0
2137;Totaal mannen en vrouwen;Liechtensteins;2022/'23;0.0
2138;Totaal mannen en vrouwen;Liechtensteins;2023/'24;10.0
2139;Totaal mannen en vrouwen;Liechtensteins;2024/'25;0.0
2140;Totaal mannen en vrouwen;Litouws;2005/'06;80.0
2141;Totaal mannen en vrouwen;Litouws;2006/'07;100.0
2142;Totaal mannen en vrouwen;Litouws;2007/'08;120.0
2143;Totaal mannen en vrouwen;Litouws;2008/'09;170.0
2144;Totaal mannen en vrouwen;Litouws;2009/'10;240.0
2145;Totaal mannen en vrouwen;Litouws;2010/'11;390.0
2146;Totaal mannen en vrouwen;Litouws;2011/'12;500.0
2147;Totaal mannen en vrouwen;Litouws;2012/'13;650.0
2148;Totaal mannen en vrouwen;Litouws;2013/'14;840.0
2149;Totaal mannen en vrouwen;Litouws;2014/'15;830.0
2150;Totaal mannen en vrouwen;Litouws;2015/'16;900.0
2151;Totaal mannen en vrouwen;Litouws;2016/'17;920.0
2152;Totaal mannen en vrouwen;Litouws;2017/'18;1010.0
2153;Totaal mannen en vrouwen;Litouws;2018/'19;1150.0
2154;Totaal mannen en vrouwen;Litouws;2019/'20;1280.0
2155;Totaal mannen en vrouwen;Litouws;2020/'21;1360.0
2156;Totaal mannen en vrouwen;Litouws;2021/'22;1570.0
2157;Totaal mannen en vrouwen;Litouws;2022/'23;1750.0
2158;Totaal mannen en vrouwen;Litouws;2023/'24;1940.0
2159;Totaal mannen en vrouwen;Litouws;2024/'25;2110.0
2160;Totaal mannen en vrouwen;Luxemburgs;2005/'06;40.0
2161;Totaal mannen en vrouwen;Luxemburgs;2006/'07;40.0
2162;Totaal mannen en vrouwen;Luxemburgs;2007/'08;50.0
2163;Totaal mannen en vrouwen;Luxemburgs;2008/'09;70.0
2164;Totaal mannen en vrouwen;Luxemburgs;2009/'10;80.0
2165;Totaal mannen en vrouwen;Luxemburgs;2010/'11;90.0
2166;Totaal mannen en vrouwen;Luxemburgs;2011/'12;100.0
2167;Totaal mannen en vrouwen;Luxemburgs;2012/'13;130.0
2168;Totaal mannen en vrouwen;Luxemburgs;2013/'14;140.0
2169;Totaal mannen en vrouwen;Luxemburgs;2014/'15;160.0
2170;Totaal mannen en vrouwen;Luxemburgs;2015/'16;210.0
2171;Totaal mannen en vrouwen;Luxemburgs;2016/'17;300.0
2172;Totaal mannen en vrouwen;Luxemburgs;2017/'18;430.0
2173;Totaal mannen en vrouwen;Luxemburgs;2018/'19;560.0
2174;Totaal mannen en vrouwen;Luxemburgs;2019/'20;690.0
2175;Totaal mannen en vrouwen;Luxemburgs;2020/'21;840.0
2176;Totaal mannen en vrouwen;Luxemburgs;2021/'22;940.0
2177;Totaal mannen en vrouwen;Luxemburgs;2022/'23;940.0
2178;Totaal mannen en vrouwen;Luxemburgs;2023/'24;980.0
2179;Totaal mannen en vrouwen;Luxemburgs;2024/'25;1000.0
2180;Totaal mannen en vrouwen;Madagaskisch;2005/'06;0.0
2181;Totaal mannen en vrouwen;Madagaskisch;2006/'07;0.0
2182;Totaal mannen en vrouwen;Madagaskisch;2007/'08;0.0
2183;Totaal mannen en vrouwen;Madagaskisch;2008/'09;0.0
2184;Totaal mannen en vrouwen;Madagaskisch;2009/'10;0.0
2185;Totaal mannen en vrouwen;Madagaskisch;2010/'11;0.0
2186;Totaal mannen en vrouwen;Madagaskisch;2011/'12;0.0
2187;Totaal mannen en vrouwen;Madagaskisch;2012/'13;0.0
2188;Totaal mannen en vrouwen;Madagaskisch;2013/'14;0.0
2189;Totaal mannen en vrouwen;Madagaskisch;2014/'15;0.0
2190;Totaal mannen en vrouwen;Madagaskisch;2015/'16;0.0
2191;Totaal mannen en vrouwen;Madagaskisch;2016/'17;0.0
2192;Totaal mannen en vrouwen;Madagaskisch;2017/'18;0.0
2193;Totaal mannen en vrouwen;Madagaskisch;2018/'19;0.0
2194;Totaal mannen en vrouwen;Madagaskisch;2019/'20;0.0
2195;Totaal mannen en vrouwen;Madagaskisch;2020/'21;0.0
2196;Totaal mannen en vrouwen;Madagaskisch;2021/'22;0.0
2197;Totaal mannen en vrouwen;Madagaskisch;2022/'23;0.0
2198;Totaal mannen en vrouwen;Madagaskisch;2023/'24;0.0
2199;Totaal mannen en vrouwen;Madagaskisch;2024/'25;0.0
2200;Totaal mannen en vrouwen;Malawisch;2005/'06;0.0
2201;Totaal mannen en vrouwen;Malawisch;2006/'07;10.0
2202;Totaal mannen en vrouwen;Malawisch;2007/'08;10.0
2203;Totaal mannen en vrouwen;Malawisch;2008/'09;10.0
2204;Totaal mannen en vrouwen;Malawisch;2009/'10;10.0
2205;Totaal mannen en vrouwen;Malawisch;2010/'11;0.0
2206;Totaal mannen en vrouwen;Malawisch;2011/'12;10.0
2207;Totaal mannen en vrouwen;Malawisch;2012/'13;0.0
2208;Totaal mannen en vrouwen;Malawisch;2013/'14;0.0
2209;Totaal mannen en vrouwen;Malawisch;2014/'15;0.0
2210;Totaal mannen en vrouwen;Malawisch;2015/'16;0.0
2211;Totaal mannen en vrouwen;Malawisch;2016/'17;0.0
2212;Totaal mannen en vrouwen;Malawisch;2017/'18;10.0
2213;Totaal mannen en vrouwen;Malawisch;2018/'19;0.0
2214;Totaal mannen en vrouwen;Malawisch;2019/'20;10.0
2215;Totaal mannen en vrouwen;Malawisch;2020/'21;10.0
2216;Totaal mannen en vrouwen;Malawisch;2021/'22;10.0
2217;Totaal mannen en vrouwen;Malawisch;2022/'23;10.0
2218;Totaal mannen en vrouwen;Malawisch;2023/'24;10.0
2219;Totaal mannen en vrouwen;Malawisch;2024/'25;10.0
2220;Totaal mannen en vrouwen;Maledivisch;2005/'06;0.0
2221;Totaal mannen en vrouwen;Maledivisch;2006/'07;0.0
2222;Totaal mannen en vrouwen;Maledivisch;2007/'08;0.0
2223;Totaal mannen en vrouwen;Maledivisch;2008/'09;0.0
2224;Totaal mannen en vrouwen;Maledivisch;2009/'10;0.0
2225;Totaal mannen en vrouwen;Maledivisch;2010/'11;0.0
2226;Totaal mannen en vrouwen;Maledivisch;2011/'12;0.0
2227;Totaal mannen en vrouwen;Maledivisch;2012/'13;0.0
2228;Totaal mannen en vrouwen;Maledivisch;2013/'14;0.0
2229;Totaal mannen en vrouwen;Maledivisch;2014/'15;0.0
2230;Totaal mannen en vrouwen;Maledivisch;2015/'16;0.0
2231;Totaal mannen en vrouwen;Maledivisch;2016/'17;0.0
2232;Totaal mannen en vrouwen;Maledivisch;2017/'18;0.0
2233;Totaal mannen en vrouwen;Maledivisch;2018/'19;0.0
2234;Totaal mannen en vrouwen;Maledivisch;2019/'20;0.0
2235;Totaal mannen en vrouwen;Maledivisch;2020/'21;0.0
2236;Totaal mannen en vrouwen;Maledivisch;2021/'22;0.0
2237;Totaal mannen en vrouwen;Maledivisch;2022/'23;0.0
2238;Totaal mannen en vrouwen;Maledivisch;2023/'24;0.0
2239;Totaal mannen en vrouwen;Maledivisch;2024/'25;0.0
2240;Totaal mannen en vrouwen;Maleisisch;2005/'06;30.0
2241;Totaal mannen en vrouwen;Maleisisch;2006/'07;40.0
2242;Totaal mannen en vrouwen;Maleisisch;2007/'08;50.0
2243;Totaal mannen en vrouwen;Maleisisch;2008/'09;60.0
2244;Totaal mannen en vrouwen;Maleisisch;2009/'10;50.0
2245;Totaal mannen en vrouwen;Maleisisch;2010/'11;40.0
2246;Totaal mannen en vrouwen;Maleisisch;2011/'12;50.0
2247;Totaal mannen en vrouwen;Maleisisch;2012/'13;50.0
2248;Totaal mannen en vrouwen;Maleisisch;2013/'14;50.0
2249;Totaal mannen en vrouwen;Maleisisch;2014/'15;70.0
2250;Totaal mannen en vrouwen;Maleisisch;2015/'16;90.0
2251;Totaal mannen en vrouwen;Maleisisch;2016/'17;110.0
2252;Totaal mannen en vrouwen;Maleisisch;2017/'18;120.0
2253;Totaal mannen en vrouwen;Maleisisch;2018/'19;130.0
2254;Totaal mannen en vrouwen;Maleisisch;2019/'20;160.0
2255;Totaal mannen en vrouwen;Maleisisch;2020/'21;160.0
2256;Totaal mannen en vrouwen;Maleisisch;2021/'22;170.0
2257;Totaal mannen en vrouwen;Maleisisch;2022/'23;170.0
2258;Totaal mannen en vrouwen;Maleisisch;2023/'24;150.0
2259;Totaal mannen en vrouwen;Maleisisch;2024/'25;130.0
2260;Totaal mannen en vrouwen;Malinees;2005/'06;0.0
2261;Totaal mannen en vrouwen;Malinees;2006/'07;0.0
2262;Totaal mannen en vrouwen;Malinees;2007/'08;0.0
2263;Totaal mannen en vrouwen;Malinees;2008/'09;0.0
2264;Totaal mannen en vrouwen;Malinees;2009/'10;0.0
2265;Totaal mannen en vrouwen;Malinees;2010/'11;0.0
2266;Totaal mannen en vrouwen;Malinees;2011/'12;0.0
2267;Totaal mannen en vrouwen;Malinees;2012/'13;0.0
2268;Totaal mannen en vrouwen;Malinees;2013/'14;0.0
2269;Totaal mannen en vrouwen;Malinees;2014/'15;0.0
2270;Totaal mannen en vrouwen;Malinees;2015/'16;0.0
2271;Totaal mannen en vrouwen;Malinees;2016/'17;0.0
2272;Totaal mannen en vrouwen;Malinees;2017/'18;0.0
2273;Totaal mannen en vrouwen;Malinees;2018/'19;0.0
2274;Totaal mannen en vrouwen;Malinees;2019/'20;0.0
2275;Totaal mannen en vrouwen;Malinees;2020/'21;0.0
2276;Totaal mannen en vrouwen;Malinees;2021/'22;0.0
2277;Totaal mannen en vrouwen;Malinees;2022/'23;0.0
2278;Totaal mannen en vrouwen;Malinees;2023/'24;0.0
2279;Totaal mannen en vrouwen;Malinees;2024/'25;0.0
2280;Totaal mannen en vrouwen;Maltees;2005/'06;0.0
2281;Totaal mannen en vrouwen;Maltees;2006/'07;10.0
2282;Totaal mannen en vrouwen;Maltees;2007/'08;10.0
2283;Totaal mannen en vrouwen;Maltees;2008/'09;10.0
2284;Totaal mannen en vrouwen;Maltees;2009/'10;10.0
2285;Totaal mannen en vrouwen;Maltees;2010/'11;20.0
2286;Totaal mannen en vrouwen;Maltees;2011/'12;10.0
2287;Totaal mannen en vrouwen;Maltees;2012/'13;10.0
2288;Totaal mannen en vrouwen;Maltees;2013/'14;10.0
2289;Totaal mannen en vrouwen;Maltees;2014/'15;20.0
2290;Totaal mannen en vrouwen;Maltees;2015/'16;20.0
2291;Totaal mannen en vrouwen;Maltees;2016/'17;30.0
2292;Totaal mannen en vrouwen;Maltees;2017/'18;50.0
2293;Totaal mannen en vrouwen;Maltees;2018/'19;60.0
2294;Totaal mannen en vrouwen;Maltees;2019/'20;50.0
2295;Totaal mannen en vrouwen;Maltees;2020/'21;60.0
2296;Totaal mannen en vrouwen;Maltees;2021/'22;90.0
2297;Totaal mannen en vrouwen;Maltees;2022/'23;140.0
2298;Totaal mannen en vrouwen;Maltees;2023/'24;140.0
2299;Totaal mannen en vrouwen;Maltees;2024/'25;160.0
2300;Totaal mannen en vrouwen;Marokkaans;2005/'06;530.0
2301;Totaal mannen en vrouwen;Marokkaans;2006/'07;410.0
2302;Totaal mannen en vrouwen;Marokkaans;2007/'08;350.0
2303;Totaal mannen en vrouwen;Marokkaans;2008/'09;280.0
2304;Totaal mannen en vrouwen;Marokkaans;2009/'10;220.0
2305;Totaal mannen en vrouwen;Marokkaans;2010/'11;190.0
2306;Totaal mannen en vrouwen;Marokkaans;2011/'12;140.0
2307;Totaal mannen en vrouwen;Marokkaans;2012/'13;110.0
2308;Totaal mannen en vrouwen;Marokkaans;2013/'14;100.0
2309;Totaal mannen en vrouwen;Marokkaans;2014/'15;90.0
2310;Totaal mannen en vrouwen;Marokkaans;2015/'16;70.0
2311;Totaal mannen en vrouwen;Marokkaans;2016/'17;70.0
2312;Totaal mannen en vrouwen;Marokkaans;2017/'18;100.0
2313;Totaal mannen en vrouwen;Marokkaans;2018/'19;120.0
2314;Totaal mannen en vrouwen;Marokkaans;2019/'20;130.0
2315;Totaal mannen en vrouwen;Marokkaans;2020/'21;150.0
2316;Totaal mannen en vrouwen;Marokkaans;2021/'22;170.0
2317;Totaal mannen en vrouwen;Marokkaans;2022/'23;150.0
2318;Totaal mannen en vrouwen;Marokkaans;2023/'24;160.0
2319;Totaal mannen en vrouwen;Marokkaans;2024/'25;150.0
2320;Totaal mannen en vrouwen;Marshalleilands;2005/'06;0.0
2321;Totaal mannen en vrouwen;Marshalleilands;2006/'07;0.0
2322;Totaal mannen en vrouwen;Marshalleilands;2007/'08;0.0
2323;Totaal mannen en vrouwen;Marshalleilands;2008/'09;0.0
2324;Totaal mannen en vrouwen;Marshalleilands;2009/'10;0.0
2325;Totaal mannen en vrouwen;Marshalleilands;2010/'11;0.0
2326;Totaal mannen en vrouwen;Marshalleilands;2011/'12;0.0
2327;Totaal mannen en vrouwen;Marshalleilands;2012/'13;0.0
2328;Totaal mannen en vrouwen;Marshalleilands;2013/'14;0.0
2329;Totaal mannen en vrouwen;Marshalleilands;2014/'15;0.0
2330;Totaal mannen en vrouwen;Marshalleilands;2015/'16;0.0
2331;Totaal mannen en vrouwen;Marshalleilands;2016/'17;0.0
2332;Totaal mannen en vrouwen;Marshalleilands;2017/'18;0.0
2333;Totaal mannen en vrouwen;Marshalleilands;2018/'19;0.0
2334;Totaal mannen en vrouwen;Marshalleilands;2019/'20;0.0
2335;Totaal mannen en vrouwen;Marshalleilands;2020/'21;0.0
2336;Totaal mannen en vrouwen;Marshalleilands;2021/'22;0.0
2337;Totaal mannen en vrouwen;Marshalleilands;2022/'23;0.0
2338;Totaal mannen en vrouwen;Marshalleilands;2023/'24;0.0
2339;Totaal mannen en vrouwen;Marshalleilands;2024/'25;0.0
2340;Totaal mannen en vrouwen;Mauritaans;2005/'06;0.0
2341;Totaal mannen en vrouwen;Mauritaans;2006/'07;0.0
2342;Totaal mannen en vrouwen;Mauritaans;2007/'08;0.0
2343;Totaal mannen en vrouwen;Mauritaans;2008/'09;0.0
2344;Totaal mannen en vrouwen;Mauritaans;2009/'10;0.0
2345;Totaal mannen en vrouwen;Mauritaans;2010/'11;0.0
2346;Totaal mannen en vrouwen;Mauritaans;2011/'12;0.0
2347;Totaal mannen en vrouwen;Mauritaans;2012/'13;0.0
2348;Totaal mannen en vrouwen;Mauritaans;2013/'14;0.0
2349;Totaal mannen en vrouwen;Mauritaans;2014/'15;0.0
2350;Totaal mannen en vrouwen;Mauritaans;2015/'16;0.0
2351;Totaal mannen en vrouwen;Mauritaans;2016/'17;0.0
2352;Totaal mannen en vrouwen;Mauritaans;2017/'18;0.0
2353;Totaal mannen en vrouwen;Mauritaans;2018/'19;0.0
2354;Totaal mannen en vrouwen;Mauritaans;2019/'20;0.0
2355;Totaal mannen en vrouwen;Mauritaans;2020/'21;0.0
2356;Totaal mannen en vrouwen;Mauritaans;2021/'22;0.0
2357;Totaal mannen en vrouwen;Mauritaans;2022/'23;0.0
2358;Totaal mannen en vrouwen;Mauritaans;2023/'24;0.0
2359;Totaal mannen en vrouwen;Mauritaans;2024/'25;0.0
2360;Totaal mannen en vrouwen;Mauritiaans;2005/'06;0.0
2361;Totaal mannen en vrouwen;Mauritiaans;2006/'07;0.0
2362;Totaal mannen en vrouwen;Mauritiaans;2007/'08;0.0
2363;Totaal mannen en vrouwen;Mauritiaans;2008/'09;0.0
2364;Totaal mannen en vrouwen;Mauritiaans;2009/'10;0.0
2365;Totaal mannen en vrouwen;Mauritiaans;2010/'11;0.0
2366;Totaal mannen en vrouwen;Mauritiaans;2011/'12;0.0
2367;Totaal mannen en vrouwen;Mauritiaans;2012/'13;0.0
2368;Totaal mannen en vrouwen;Mauritiaans;2013/'14;0.0
2369;Totaal mannen en vrouwen;Mauritiaans;2014/'15;10.0
2370;Totaal mannen en vrouwen;Mauritiaans;2015/'16;10.0
2371;Totaal mannen en vrouwen;Mauritiaans;2016/'17;20.0
2372;Totaal mannen en vrouwen;Mauritiaans;2017/'18;10.0
2373;Totaal mannen en vrouwen;Mauritiaans;2018/'19;20.0
2374;Totaal mannen en vrouwen;Mauritiaans;2019/'20;20.0
2375;Totaal mannen en vrouwen;Mauritiaans;2020/'21;20.0
2376;Totaal mannen en vrouwen;Mauritiaans;2021/'22;20.0
2377;Totaal mannen en vrouwen;Mauritiaans;2022/'23;20.0
2378;Totaal mannen en vrouwen;Mauritiaans;2023/'24;20.0
2379;Totaal mannen en vrouwen;Mauritiaans;2024/'25;30.0
2380;Totaal mannen en vrouwen;Mexicaans;2005/'06;160.0
2381;Totaal mannen en vrouwen;Mexicaans;2006/'07;150.0
2382;Totaal mannen en vrouwen;Mexicaans;2007/'08;180.0
2383;Totaal mannen en vrouwen;Mexicaans;2008/'09;180.0
2384;Totaal mannen en vrouwen;Mexicaans;2009/'10;190.0
2385;Totaal mannen en vrouwen;Mexicaans;2010/'11;230.0
2386;Totaal mannen en vrouwen;Mexicaans;2011/'12;250.0
2387;Totaal mannen en vrouwen;Mexicaans;2012/'13;270.0
2388;Totaal mannen en vrouwen;Mexicaans;2013/'14;290.0
2389;Totaal mannen en vrouwen;Mexicaans;2014/'15;310.0
2390;Totaal mannen en vrouwen;Mexicaans;2015/'16;390.0
2391;Totaal mannen en vrouwen;Mexicaans;2016/'17;450.0
2392;Totaal mannen en vrouwen;Mexicaans;2017/'18;440.0
2393;Totaal mannen en vrouwen;Mexicaans;2018/'19;420.0
2394;Totaal mannen en vrouwen;Mexicaans;2019/'20;410.0
2395;Totaal mannen en vrouwen;Mexicaans;2020/'21;390.0
2396;Totaal mannen en vrouwen;Mexicaans;2021/'22;410.0
2397;Totaal mannen en vrouwen;Mexicaans;2022/'23;410.0
2398;Totaal mannen en vrouwen;Mexicaans;2023/'24;380.0
2399;Totaal mannen en vrouwen;Mexicaans;2024/'25;360.0
2400;Totaal mannen en vrouwen;Micronesische;2005/'06;0.0
2401;Totaal mannen en vrouwen;Micronesische;2006/'07;0.0
2402;Totaal mannen en vrouwen;Micronesische;2007/'08;0.0
2403;Totaal mannen en vrouwen;Micronesische;2008/'09;0.0
2404;Totaal mannen en vrouwen;Micronesische;2009/'10;0.0
2405;Totaal mannen en vrouwen;Micronesische;2010/'11;0.0
2406;Totaal mannen en vrouwen;Micronesische;2011/'12;0.0
2407;Totaal mannen en vrouwen;Micronesische;2012/'13;0.0
2408;Totaal mannen en vrouwen;Micronesische;2013/'14;0.0
2409;Totaal mannen en vrouwen;Micronesische;2014/'15;0.0
2410;Totaal mannen en vrouwen;Micronesische;2015/'16;0.0
2411;Totaal mannen en vrouwen;Micronesische;2016/'17;0.0
2412;Totaal mannen en vrouwen;Micronesische;2017/'18;0.0
2413;Totaal mannen en vrouwen;Micronesische;2018/'19;0.0
2414;Totaal mannen en vrouwen;Micronesische;2019/'20;0.0
2415;Totaal mannen en vrouwen;Micronesische;2020/'21;0.0
2416;Totaal mannen en vrouwen;Micronesische;2021/'22;0.0
2417;Totaal mannen en vrouwen;Micronesische;2022/'23;0.0
2418;Totaal mannen en vrouwen;Micronesische;2023/'24;0.0
2419;Totaal mannen en vrouwen;Micronesische;2024/'25;0.0
2420;Totaal mannen en vrouwen;Moldavisch;2005/'06;30.0
2421;Totaal mannen en vrouwen;Moldavisch;2006/'07;40.0
2422;Totaal mannen en vrouwen;Moldavisch;2007/'08;30.0
2423;Totaal mannen en vrouwen;Moldavisch;2008/'09;40.0
2424;Totaal mannen en vrouwen;Moldavisch;2009/'10;50.0
2425;Totaal mannen en vrouwen;Moldavisch;2010/'11;60.0
2426;Totaal mannen en vrouwen;Moldavisch;2011/'12;50.0
2427;Totaal mannen en vrouwen;Moldavisch;2012/'13;50.0
2428;Totaal mannen en vrouwen;Moldavisch;2013/'14;50.0
2429;Totaal mannen en vrouwen;Moldavisch;2014/'15;50.0
2430;Totaal mannen en vrouwen;Moldavisch;2015/'16;50.0
2431;Totaal mannen en vrouwen;Moldavisch;2016/'17;50.0
2432;Totaal mannen en vrouwen;Moldavisch;2017/'18;50.0
2433;Totaal mannen en vrouwen;Moldavisch;2018/'19;60.0
2434;Totaal mannen en vrouwen;Moldavisch;2019/'20;70.0
2435;Totaal mannen en vrouwen;Moldavisch;2020/'21;90.0
2436;Totaal mannen en vrouwen;Moldavisch;2021/'22;110.0
2437;Totaal mannen en vrouwen;Moldavisch;2022/'23;120.0
2438;Totaal mannen en vrouwen;Moldavisch;2023/'24;130.0
2439;Totaal mannen en vrouwen;Moldavisch;2024/'25;20.0
2440;Totaal mannen en vrouwen;Monegaskisch;2005/'06;0.0
2441;Totaal mannen en vrouwen;Monegaskisch;2006/'07;0.0
2442;Totaal mannen en vrouwen;Monegaskisch;2007/'08;0.0
2443;Totaal mannen en vrouwen;Monegaskisch;2008/'09;0.0
2444;Totaal mannen en vrouwen;Monegaskisch;2009/'10;0.0
2445;Totaal mannen en vrouwen;Monegaskisch;2010/'11;0.0
2446;Totaal mannen en vrouwen;Monegaskisch;2011/'12;0.0
2447;Totaal mannen en vrouwen;Monegaskisch;2012/'13;0.0
2448;Totaal mannen en vrouwen;Monegaskisch;2013/'14;0.0
2449;Totaal mannen en vrouwen;Monegaskisch;2014/'15;0.0
2450;Totaal mannen en vrouwen;Monegaskisch;2015/'16;0.0
2451;Totaal mannen en vrouwen;Monegaskisch;2016/'17;0.0
2452;Totaal mannen en vrouwen;Monegaskisch;2017/'18;0.0
