ID;Geslacht;TypeZelfstandigeInStartjaar;ArbeidsmarktpositiePeiljaar;Persoonskenmerken;BedrijfstakkenBranchesSBI2008;Peiljaar;Perioden;StartendeZelfstandigen_1
1976;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;D Energievoorziening;5 jaar na startjaar;2013;
1977;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;D Energievoorziening;5 jaar na startjaar;2014;
1978;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;D Energievoorziening;5 jaar na startjaar;2015;
1979;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;D Energievoorziening;5 jaar na startjaar;2016;
1980;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;E Waterbedrijven en afvalbeheer;1 jaar na startjaar;2008;0.0
1981;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;E Waterbedrijven en afvalbeheer;1 jaar na startjaar;2009;0.0
1982;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;E Waterbedrijven en afvalbeheer;1 jaar na startjaar;2010;0.0
1983;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;E Waterbedrijven en afvalbeheer;1 jaar na startjaar;2011;0.0
1984;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;E Waterbedrijven en afvalbeheer;1 jaar na startjaar;2012;0.0
1985;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;E Waterbedrijven en afvalbeheer;1 jaar na startjaar;2013;0.0
1986;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;E Waterbedrijven en afvalbeheer;1 jaar na startjaar;2014;0.0
1987;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;E Waterbedrijven en afvalbeheer;1 jaar na startjaar;2015;0.0
1988;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;E Waterbedrijven en afvalbeheer;1 jaar na startjaar;2016;0.0
1989;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;E Waterbedrijven en afvalbeheer;2 jaar na startjaar;2008;0.0
1990;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;E Waterbedrijven en afvalbeheer;2 jaar na startjaar;2009;0.0
1991;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;E Waterbedrijven en afvalbeheer;2 jaar na startjaar;2010;0.0
1992;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;E Waterbedrijven en afvalbeheer;2 jaar na startjaar;2011;0.0
1993;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;E Waterbedrijven en afvalbeheer;2 jaar na startjaar;2012;0.0
1994;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;E Waterbedrijven en afvalbeheer;2 jaar na startjaar;2013;0.0
1995;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;E Waterbedrijven en afvalbeheer;2 jaar na startjaar;2014;0.0
1996;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;E Waterbedrijven en afvalbeheer;2 jaar na startjaar;2015;0.0
1997;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;E Waterbedrijven en afvalbeheer;2 jaar na startjaar;2016;
1998;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;E Waterbedrijven en afvalbeheer;3 jaar na startjaar;2008;0.0
1999;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;E Waterbedrijven en afvalbeheer;3 jaar na startjaar;2009;0.0
2000;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;E Waterbedrijven en afvalbeheer;3 jaar na startjaar;2010;0.0
2001;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;E Waterbedrijven en afvalbeheer;3 jaar na startjaar;2011;0.0
2002;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;E Waterbedrijven en afvalbeheer;3 jaar na startjaar;2012;0.0
2003;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;E Waterbedrijven en afvalbeheer;3 jaar na startjaar;2013;0.0
2004;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;E Waterbedrijven en afvalbeheer;3 jaar na startjaar;2014;0.0
2005;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;E Waterbedrijven en afvalbeheer;3 jaar na startjaar;2015;
2006;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;E Waterbedrijven en afvalbeheer;3 jaar na startjaar;2016;
2007;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;E Waterbedrijven en afvalbeheer;4 jaar na startjaar;2008;0.0
2008;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;E Waterbedrijven en afvalbeheer;4 jaar na startjaar;2009;0.0
2009;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;E Waterbedrijven en afvalbeheer;4 jaar na startjaar;2010;0.0
2010;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;E Waterbedrijven en afvalbeheer;4 jaar na startjaar;2011;0.0
2011;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;E Waterbedrijven en afvalbeheer;4 jaar na startjaar;2012;0.0
2012;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;E Waterbedrijven en afvalbeheer;4 jaar na startjaar;2013;0.0
2013;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;E Waterbedrijven en afvalbeheer;4 jaar na startjaar;2014;
2014;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;E Waterbedrijven en afvalbeheer;4 jaar na startjaar;2015;
2015;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;E Waterbedrijven en afvalbeheer;4 jaar na startjaar;2016;
2016;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;E Waterbedrijven en afvalbeheer;5 jaar na startjaar;2008;0.0
2017;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;E Waterbedrijven en afvalbeheer;5 jaar na startjaar;2009;0.0
2018;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;E Waterbedrijven en afvalbeheer;5 jaar na startjaar;2010;0.0
2019;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;E Waterbedrijven en afvalbeheer;5 jaar na startjaar;2011;0.0
2020;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;E Waterbedrijven en afvalbeheer;5 jaar na startjaar;2012;0.0
2021;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;E Waterbedrijven en afvalbeheer;5 jaar na startjaar;2013;
2022;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;E Waterbedrijven en afvalbeheer;5 jaar na startjaar;2014;
2023;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;E Waterbedrijven en afvalbeheer;5 jaar na startjaar;2015;
2024;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;E Waterbedrijven en afvalbeheer;5 jaar na startjaar;2016;
2025;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;F Bouwnijverheid;1 jaar na startjaar;2008;1.6
2026;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;F Bouwnijverheid;1 jaar na startjaar;2009;1.3
2027;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;F Bouwnijverheid;1 jaar na startjaar;2010;1.9
2028;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;F Bouwnijverheid;1 jaar na startjaar;2011;2.0
2029;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;F Bouwnijverheid;1 jaar na startjaar;2012;1.9
2030;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;F Bouwnijverheid;1 jaar na startjaar;2013;1.9
2031;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;F Bouwnijverheid;1 jaar na startjaar;2014;2.0
2032;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;F Bouwnijverheid;1 jaar na startjaar;2015;2.1
2033;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;F Bouwnijverheid;1 jaar na startjaar;2016;2.1
2034;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;F Bouwnijverheid;2 jaar na startjaar;2008;1.6
2035;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;F Bouwnijverheid;2 jaar na startjaar;2009;1.3
2036;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;F Bouwnijverheid;2 jaar na startjaar;2010;1.9
2037;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;F Bouwnijverheid;2 jaar na startjaar;2011;2.0
2038;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;F Bouwnijverheid;2 jaar na startjaar;2012;1.9
2039;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;F Bouwnijverheid;2 jaar na startjaar;2013;1.9
2040;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;F Bouwnijverheid;2 jaar na startjaar;2014;2.0
2041;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;F Bouwnijverheid;2 jaar na startjaar;2015;2.1
2042;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;F Bouwnijverheid;2 jaar na startjaar;2016;
2043;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;F Bouwnijverheid;3 jaar na startjaar;2008;1.6
2044;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;F Bouwnijverheid;3 jaar na startjaar;2009;1.3
2045;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;F Bouwnijverheid;3 jaar na startjaar;2010;1.9
2046;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;F Bouwnijverheid;3 jaar na startjaar;2011;2.0
2047;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;F Bouwnijverheid;3 jaar na startjaar;2012;1.9
2048;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;F Bouwnijverheid;3 jaar na startjaar;2013;1.9
2049;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;F Bouwnijverheid;3 jaar na startjaar;2014;2.0
2050;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;F Bouwnijverheid;3 jaar na startjaar;2015;
2051;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;F Bouwnijverheid;3 jaar na startjaar;2016;
2052;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;F Bouwnijverheid;4 jaar na startjaar;2008;1.6
2053;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;F Bouwnijverheid;4 jaar na startjaar;2009;1.3
2054;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;F Bouwnijverheid;4 jaar na startjaar;2010;1.9
2055;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;F Bouwnijverheid;4 jaar na startjaar;2011;2.0
2056;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;F Bouwnijverheid;4 jaar na startjaar;2012;1.9
2057;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;F Bouwnijverheid;4 jaar na startjaar;2013;1.9
2058;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;F Bouwnijverheid;4 jaar na startjaar;2014;
2059;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;F Bouwnijverheid;4 jaar na startjaar;2015;
2060;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;F Bouwnijverheid;4 jaar na startjaar;2016;
2061;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;F Bouwnijverheid;5 jaar na startjaar;2008;1.6
2062;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;F Bouwnijverheid;5 jaar na startjaar;2009;1.3
2063;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;F Bouwnijverheid;5 jaar na startjaar;2010;1.9
2064;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;F Bouwnijverheid;5 jaar na startjaar;2011;2.0
2065;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;F Bouwnijverheid;5 jaar na startjaar;2012;1.9
2066;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;F Bouwnijverheid;5 jaar na startjaar;2013;
2067;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;F Bouwnijverheid;5 jaar na startjaar;2014;
2068;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;F Bouwnijverheid;5 jaar na startjaar;2015;
2069;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;F Bouwnijverheid;5 jaar na startjaar;2016;
2070;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;G Handel;1 jaar na startjaar;2008;1.2
2071;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;G Handel;1 jaar na startjaar;2009;1.3
2072;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;G Handel;1 jaar na startjaar;2010;2.1
2073;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;G Handel;1 jaar na startjaar;2011;2.2
2074;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;G Handel;1 jaar na startjaar;2012;2.2
2075;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;G Handel;1 jaar na startjaar;2013;2.3
2076;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;G Handel;1 jaar na startjaar;2014;2.4
2077;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;G Handel;1 jaar na startjaar;2015;2.7
2078;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;G Handel;1 jaar na startjaar;2016;2.7
2079;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;G Handel;2 jaar na startjaar;2008;1.2
2080;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;G Handel;2 jaar na startjaar;2009;1.3
2081;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;G Handel;2 jaar na startjaar;2010;2.1
2082;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;G Handel;2 jaar na startjaar;2011;2.2
2083;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;G Handel;2 jaar na startjaar;2012;2.2
2084;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;G Handel;2 jaar na startjaar;2013;2.3
2085;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;G Handel;2 jaar na startjaar;2014;2.4
2086;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;G Handel;2 jaar na startjaar;2015;2.7
2087;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;G Handel;2 jaar na startjaar;2016;
2088;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;G Handel;3 jaar na startjaar;2008;1.2
2089;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;G Handel;3 jaar na startjaar;2009;1.3
2090;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;G Handel;3 jaar na startjaar;2010;2.1
2091;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;G Handel;3 jaar na startjaar;2011;2.2
2092;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;G Handel;3 jaar na startjaar;2012;2.2
2093;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;G Handel;3 jaar na startjaar;2013;2.3
2094;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;G Handel;3 jaar na startjaar;2014;2.4
2095;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;G Handel;3 jaar na startjaar;2015;
2096;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;G Handel;3 jaar na startjaar;2016;
2097;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;G Handel;4 jaar na startjaar;2008;1.2
2098;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;G Handel;4 jaar na startjaar;2009;1.3
2099;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;G Handel;4 jaar na startjaar;2010;2.1
2100;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;G Handel;4 jaar na startjaar;2011;2.2
2101;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;G Handel;4 jaar na startjaar;2012;2.2
2102;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;G Handel;4 jaar na startjaar;2013;2.3
2103;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;G Handel;4 jaar na startjaar;2014;
2104;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;G Handel;4 jaar na startjaar;2015;
2105;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;G Handel;4 jaar na startjaar;2016;
2106;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;G Handel;5 jaar na startjaar;2008;1.2
2107;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;G Handel;5 jaar na startjaar;2009;1.3
2108;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;G Handel;5 jaar na startjaar;2010;2.1
2109;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;G Handel;5 jaar na startjaar;2011;2.2
2110;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;G Handel;5 jaar na startjaar;2012;2.2
2111;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;G Handel;5 jaar na startjaar;2013;
2112;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;G Handel;5 jaar na startjaar;2014;
2113;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;G Handel;5 jaar na startjaar;2015;
2114;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;G Handel;5 jaar na startjaar;2016;
2115;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;H Vervoer en opslag;1 jaar na startjaar;2008;0.5
2116;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;H Vervoer en opslag;1 jaar na startjaar;2009;0.6
2117;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;H Vervoer en opslag;1 jaar na startjaar;2010;0.7
2118;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;H Vervoer en opslag;1 jaar na startjaar;2011;0.8
2119;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;H Vervoer en opslag;1 jaar na startjaar;2012;0.8
2120;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;H Vervoer en opslag;1 jaar na startjaar;2013;0.8
2121;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;H Vervoer en opslag;1 jaar na startjaar;2014;0.9
2122;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;H Vervoer en opslag;1 jaar na startjaar;2015;0.9
2123;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;H Vervoer en opslag;1 jaar na startjaar;2016;1.2
2124;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;H Vervoer en opslag;2 jaar na startjaar;2008;0.5
2125;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;H Vervoer en opslag;2 jaar na startjaar;2009;0.6
2126;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;H Vervoer en opslag;2 jaar na startjaar;2010;0.7
2127;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;H Vervoer en opslag;2 jaar na startjaar;2011;0.8
2128;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;H Vervoer en opslag;2 jaar na startjaar;2012;0.8
2129;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;H Vervoer en opslag;2 jaar na startjaar;2013;0.8
2130;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;H Vervoer en opslag;2 jaar na startjaar;2014;0.9
2131;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;H Vervoer en opslag;2 jaar na startjaar;2015;0.9
2132;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;H Vervoer en opslag;2 jaar na startjaar;2016;
2133;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;H Vervoer en opslag;3 jaar na startjaar;2008;0.5
2134;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;H Vervoer en opslag;3 jaar na startjaar;2009;0.6
2135;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;H Vervoer en opslag;3 jaar na startjaar;2010;0.7
2136;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;H Vervoer en opslag;3 jaar na startjaar;2011;0.8
2137;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;H Vervoer en opslag;3 jaar na startjaar;2012;0.8
2138;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;H Vervoer en opslag;3 jaar na startjaar;2013;0.8
2139;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;H Vervoer en opslag;3 jaar na startjaar;2014;0.9
2140;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;H Vervoer en opslag;3 jaar na startjaar;2015;
2141;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;H Vervoer en opslag;3 jaar na startjaar;2016;
2142;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;H Vervoer en opslag;4 jaar na startjaar;2008;0.5
2143;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;H Vervoer en opslag;4 jaar na startjaar;2009;0.6
2144;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;H Vervoer en opslag;4 jaar na startjaar;2010;0.7
2145;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;H Vervoer en opslag;4 jaar na startjaar;2011;0.8
2146;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;H Vervoer en opslag;4 jaar na startjaar;2012;0.8
2147;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;H Vervoer en opslag;4 jaar na startjaar;2013;0.8
2148;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;H Vervoer en opslag;4 jaar na startjaar;2014;
2149;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;H Vervoer en opslag;4 jaar na startjaar;2015;
2150;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;H Vervoer en opslag;4 jaar na startjaar;2016;
2151;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;H Vervoer en opslag;5 jaar na startjaar;2008;0.5
2152;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: Jonger dan 25 jaar;H Vervoer en opslag;5 jaar na startjaar;2009;0.6
