ID;Geslacht;Herkomstland;Perioden;Immigratie_1;EmigratieInclusiefCorrecties_2;MigratiesaldoInclusiefCorrecties_3
344;Totaal mannen en vrouwen;Totaal buiten Europa;2031;141517;85173;56344
345;Totaal mannen en vrouwen;Totaal buiten Europa;2032;142231;86439;55793
346;Totaal mannen en vrouwen;Totaal buiten Europa;2033;142231;87480;54752
347;Totaal mannen en vrouwen;Totaal buiten Europa;2034;142231;88298;53933
348;Totaal mannen en vrouwen;Totaal buiten Europa;2035;142231;89026;53205
349;Totaal mannen en vrouwen;Totaal buiten Europa;2036;142231;89688;52545
350;Totaal mannen en vrouwen;Totaal buiten Europa;2037;142231;90279;51952
351;Totaal mannen en vrouwen;Totaal buiten Europa;2038;142231;90793;51438
352;Totaal mannen en vrouwen;Totaal buiten Europa;2039;142231;91231;51000
353;Totaal mannen en vrouwen;Totaal buiten Europa;2040;142231;91619;50612
354;Totaal mannen en vrouwen;Totaal buiten Europa;2041;142231;91957;50274
355;Totaal mannen en vrouwen;Totaal buiten Europa;2042;142231;92263;49969
356;Totaal mannen en vrouwen;Totaal buiten Europa;2043;142231;92556;49676
357;Totaal mannen en vrouwen;Totaal buiten Europa;2044;142231;92816;49417
358;Totaal mannen en vrouwen;Totaal buiten Europa;2045;142231;93043;49188
359;Totaal mannen en vrouwen;Totaal buiten Europa;2046;142231;93228;49004
360;Totaal mannen en vrouwen;Totaal buiten Europa;2047;142231;93370;48862
361;Totaal mannen en vrouwen;Totaal buiten Europa;2048;142231;93491;48741
362;Totaal mannen en vrouwen;Totaal buiten Europa;2049;142231;93613;48618
363;Totaal mannen en vrouwen;Totaal buiten Europa;2050;142231;93710;48521
364;Totaal mannen en vrouwen;Totaal buiten Europa;2051;142231;93850;48381
365;Totaal mannen en vrouwen;Totaal buiten Europa;2052;142231;93932;48298
366;Totaal mannen en vrouwen;Totaal buiten Europa;2053;142231;93947;48285
367;Totaal mannen en vrouwen;Totaal buiten Europa;2054;142231;93961;48269
368;Totaal mannen en vrouwen;Totaal buiten Europa;2055;142231;93982;48249
369;Totaal mannen en vrouwen;Totaal buiten Europa;2056;142231;94011;48219
370;Totaal mannen en vrouwen;Totaal buiten Europa;2057;142231;94051;48180
371;Totaal mannen en vrouwen;Totaal buiten Europa;2058;142231;94094;48137
372;Totaal mannen en vrouwen;Totaal buiten Europa;2059;142231;94137;48094
373;Totaal mannen en vrouwen;Totaal buiten Europa;2060;142231;94175;48056
374;Totaal mannen en vrouwen;Totaal buiten Europa;2061;142231;94213;48018
375;Totaal mannen en vrouwen;Totaal buiten Europa;2062;142231;94248;47982
376;Totaal mannen en vrouwen;Totaal buiten Europa;2063;142231;94280;47949
377;Totaal mannen en vrouwen;Totaal buiten Europa;2064;142231;94316;47914
378;Totaal mannen en vrouwen;Totaal buiten Europa;2065;142231;94352;47879
379;Totaal mannen en vrouwen;Totaal buiten Europa;2066;142231;94389;47841
380;Totaal mannen en vrouwen;Totaal buiten Europa;2067;142231;94424;47807
381;Totaal mannen en vrouwen;Totaal buiten Europa;2068;142231;94459;47772
382;Totaal mannen en vrouwen;Totaal buiten Europa;2069;142231;94493;47738
383;Totaal mannen en vrouwen;Totaal buiten Europa;2070;142231;94527;47703
384;Totaal mannen en vrouwen;Indonesië;2023;2534;1325;1209
385;Totaal mannen en vrouwen;Indonesië;2024;2490;1441;1049
386;Totaal mannen en vrouwen;Indonesië;2025;2483;1536;946
387;Totaal mannen en vrouwen;Indonesië;2026;2476;1620;856
388;Totaal mannen en vrouwen;Indonesië;2027;2474;1704;770
389;Totaal mannen en vrouwen;Indonesië;2028;2454;1781;673
390;Totaal mannen en vrouwen;Indonesië;2029;2470;1780;690
391;Totaal mannen en vrouwen;Indonesië;2030;2482;1789;693
392;Totaal mannen en vrouwen;Indonesië;2031;2487;1799;688
393;Totaal mannen en vrouwen;Indonesië;2032;2491;1805;686
394;Totaal mannen en vrouwen;Indonesië;2033;2491;1812;679
395;Totaal mannen en vrouwen;Indonesië;2034;2491;1817;674
396;Totaal mannen en vrouwen;Indonesië;2035;2491;1820;671
397;Totaal mannen en vrouwen;Indonesië;2036;2491;1824;668
398;Totaal mannen en vrouwen;Indonesië;2037;2491;1826;665
399;Totaal mannen en vrouwen;Indonesië;2038;2491;1829;662
400;Totaal mannen en vrouwen;Indonesië;2039;2491;1832;659
401;Totaal mannen en vrouwen;Indonesië;2040;2491;1834;657
402;Totaal mannen en vrouwen;Indonesië;2041;2491;1837;654
403;Totaal mannen en vrouwen;Indonesië;2042;2491;1838;653
404;Totaal mannen en vrouwen;Indonesië;2043;2491;1840;651
405;Totaal mannen en vrouwen;Indonesië;2044;2491;1842;649
406;Totaal mannen en vrouwen;Indonesië;2045;2491;1843;648
407;Totaal mannen en vrouwen;Indonesië;2046;2491;1844;647
408;Totaal mannen en vrouwen;Indonesië;2047;2491;1845;646
409;Totaal mannen en vrouwen;Indonesië;2048;2491;1845;646
410;Totaal mannen en vrouwen;Indonesië;2049;2491;1845;646
411;Totaal mannen en vrouwen;Indonesië;2050;2491;1845;646
412;Totaal mannen en vrouwen;Indonesië;2051;2491;1846;645
413;Totaal mannen en vrouwen;Indonesië;2052;2491;1846;644
414;Totaal mannen en vrouwen;Indonesië;2053;2491;1847;644
415;Totaal mannen en vrouwen;Indonesië;2054;2491;1847;644
416;Totaal mannen en vrouwen;Indonesië;2055;2491;1847;644
417;Totaal mannen en vrouwen;Indonesië;2056;2491;1847;644
418;Totaal mannen en vrouwen;Indonesië;2057;2491;1847;644
419;Totaal mannen en vrouwen;Indonesië;2058;2491;1847;644
420;Totaal mannen en vrouwen;Indonesië;2059;2491;1848;644
421;Totaal mannen en vrouwen;Indonesië;2060;2491;1848;643
422;Totaal mannen en vrouwen;Indonesië;2061;2491;1848;643
423;Totaal mannen en vrouwen;Indonesië;2062;2491;1848;643
424;Totaal mannen en vrouwen;Indonesië;2063;2491;1848;643
425;Totaal mannen en vrouwen;Indonesië;2064;2491;1848;643
426;Totaal mannen en vrouwen;Indonesië;2065;2491;1848;643
427;Totaal mannen en vrouwen;Indonesië;2066;2491;1848;643
428;Totaal mannen en vrouwen;Indonesië;2067;2491;1848;643
429;Totaal mannen en vrouwen;Indonesië;2068;2491;1848;643
430;Totaal mannen en vrouwen;Indonesië;2069;2491;1848;643
431;Totaal mannen en vrouwen;Indonesië;2070;2491;1848;643
432;Totaal mannen en vrouwen;Marokko;2023;3122;929;2193
433;Totaal mannen en vrouwen;Marokko;2024;2952;949;2003
434;Totaal mannen en vrouwen;Marokko;2025;2887;970;1917
435;Totaal mannen en vrouwen;Marokko;2026;2828;996;1832
436;Totaal mannen en vrouwen;Marokko;2027;2757;1018;1739
437;Totaal mannen en vrouwen;Marokko;2028;2672;1048;1624
438;Totaal mannen en vrouwen;Marokko;2029;2672;1040;1632
439;Totaal mannen en vrouwen;Marokko;2030;2672;1036;1636
440;Totaal mannen en vrouwen;Marokko;2031;2672;1029;1643
441;Totaal mannen en vrouwen;Marokko;2032;2672;1026;1646
442;Totaal mannen en vrouwen;Marokko;2033;2672;1024;1648
443;Totaal mannen en vrouwen;Marokko;2034;2672;1016;1656
444;Totaal mannen en vrouwen;Marokko;2035;2672;1014;1658
445;Totaal mannen en vrouwen;Marokko;2036;2672;1013;1659
446;Totaal mannen en vrouwen;Marokko;2037;2672;1012;1660
447;Totaal mannen en vrouwen;Marokko;2038;2672;1013;1659
448;Totaal mannen en vrouwen;Marokko;2039;2672;1014;1658
449;Totaal mannen en vrouwen;Marokko;2040;2672;1016;1656
450;Totaal mannen en vrouwen;Marokko;2041;2672;1018;1654
451;Totaal mannen en vrouwen;Marokko;2042;2672;1019;1653
452;Totaal mannen en vrouwen;Marokko;2043;2672;1022;1650
453;Totaal mannen en vrouwen;Marokko;2044;2672;1025;1647
454;Totaal mannen en vrouwen;Marokko;2045;2672;1028;1644
455;Totaal mannen en vrouwen;Marokko;2046;2672;1032;1640
456;Totaal mannen en vrouwen;Marokko;2047;2672;1034;1638
457;Totaal mannen en vrouwen;Marokko;2048;2672;1037;1635
458;Totaal mannen en vrouwen;Marokko;2049;2672;1039;1633
459;Totaal mannen en vrouwen;Marokko;2050;2672;1042;1630
460;Totaal mannen en vrouwen;Marokko;2051;2672;1044;1628
461;Totaal mannen en vrouwen;Marokko;2052;2672;1047;1625
462;Totaal mannen en vrouwen;Marokko;2053;2672;1050;1622
463;Totaal mannen en vrouwen;Marokko;2054;2672;1052;1620
464;Totaal mannen en vrouwen;Marokko;2055;2672;1054;1618
465;Totaal mannen en vrouwen;Marokko;2056;2672;1056;1616
466;Totaal mannen en vrouwen;Marokko;2057;2672;1058;1614
467;Totaal mannen en vrouwen;Marokko;2058;2672;1060;1612
468;Totaal mannen en vrouwen;Marokko;2059;2672;1061;1611
469;Totaal mannen en vrouwen;Marokko;2060;2672;1062;1610
470;Totaal mannen en vrouwen;Marokko;2061;2672;1062;1610
471;Totaal mannen en vrouwen;Marokko;2062;2672;1062;1610
472;Totaal mannen en vrouwen;Marokko;2063;2672;1061;1611
473;Totaal mannen en vrouwen;Marokko;2064;2672;1060;1612
474;Totaal mannen en vrouwen;Marokko;2065;2672;1059;1613
475;Totaal mannen en vrouwen;Marokko;2066;2672;1058;1614
476;Totaal mannen en vrouwen;Marokko;2067;2672;1056;1616
477;Totaal mannen en vrouwen;Marokko;2068;2672;1055;1617
478;Totaal mannen en vrouwen;Marokko;2069;2672;1053;1619
479;Totaal mannen en vrouwen;Marokko;2070;2672;1052;1620
480;Totaal mannen en vrouwen;Nederlandse Cariben;2023;4936;1910;3026
481;Totaal mannen en vrouwen;Nederlandse Cariben;2024;4481;2093;2388
482;Totaal mannen en vrouwen;Nederlandse Cariben;2025;4295;2263;2032
483;Totaal mannen en vrouwen;Nederlandse Cariben;2026;4119;2430;1690
484;Totaal mannen en vrouwen;Nederlandse Cariben;2027;3928;2586;1342
485;Totaal mannen en vrouwen;Nederlandse Cariben;2028;3702;2723;979
486;Totaal mannen en vrouwen;Nederlandse Cariben;2029;3703;2645;1058
487;Totaal mannen en vrouwen;Nederlandse Cariben;2030;3703;2588;1115
488;Totaal mannen en vrouwen;Nederlandse Cariben;2031;3703;2527;1176
489;Totaal mannen en vrouwen;Nederlandse Cariben;2032;3703;2476;1227
490;Totaal mannen en vrouwen;Nederlandse Cariben;2033;3703;2438;1265
491;Totaal mannen en vrouwen;Nederlandse Cariben;2034;3703;2417;1286
492;Totaal mannen en vrouwen;Nederlandse Cariben;2035;3703;2401;1302
493;Totaal mannen en vrouwen;Nederlandse Cariben;2036;3703;2390;1313
494;Totaal mannen en vrouwen;Nederlandse Cariben;2037;3703;2384;1319
495;Totaal mannen en vrouwen;Nederlandse Cariben;2038;3703;2378;1325
496;Totaal mannen en vrouwen;Nederlandse Cariben;2039;3703;2370;1333
497;Totaal mannen en vrouwen;Nederlandse Cariben;2040;3703;2362;1341
498;Totaal mannen en vrouwen;Nederlandse Cariben;2041;3703;2355;1348
499;Totaal mannen en vrouwen;Nederlandse Cariben;2042;3703;2350;1353
500;Totaal mannen en vrouwen;Nederlandse Cariben;2043;3703;2348;1356
501;Totaal mannen en vrouwen;Nederlandse Cariben;2044;3703;2348;1356
502;Totaal mannen en vrouwen;Nederlandse Cariben;2045;3703;2348;1355
503;Totaal mannen en vrouwen;Nederlandse Cariben;2046;3703;2349;1354
504;Totaal mannen en vrouwen;Nederlandse Cariben;2047;3703;2351;1352
505;Totaal mannen en vrouwen;Nederlandse Cariben;2048;3703;2349;1354
506;Totaal mannen en vrouwen;Nederlandse Cariben;2049;3703;2347;1356
507;Totaal mannen en vrouwen;Nederlandse Cariben;2050;3703;2343;1360
508;Totaal mannen en vrouwen;Nederlandse Cariben;2051;3703;2341;1362
509;Totaal mannen en vrouwen;Nederlandse Cariben;2052;3703;2336;1367
510;Totaal mannen en vrouwen;Nederlandse Cariben;2053;3703;2331;1372
511;Totaal mannen en vrouwen;Nederlandse Cariben;2054;3703;2328;1374
512;Totaal mannen en vrouwen;Nederlandse Cariben;2055;3703;2327;1376
513;Totaal mannen en vrouwen;Nederlandse Cariben;2056;3703;2327;1376
514;Totaal mannen en vrouwen;Nederlandse Cariben;2057;3703;2328;1375
515;Totaal mannen en vrouwen;Nederlandse Cariben;2058;3703;2329;1374
516;Totaal mannen en vrouwen;Nederlandse Cariben;2059;3703;2331;1372
517;Totaal mannen en vrouwen;Nederlandse Cariben;2060;3703;2333;1370
518;Totaal mannen en vrouwen;Nederlandse Cariben;2061;3703;2335;1368
519;Totaal mannen en vrouwen;Nederlandse Cariben;2062;3703;2336;1366
520;Totaal mannen en vrouwen;Nederlandse Cariben;2063;3703;2338;1364
521;Totaal mannen en vrouwen;Nederlandse Cariben;2064;3703;2341;1362
522;Totaal mannen en vrouwen;Nederlandse Cariben;2065;3703;2343;1360
523;Totaal mannen en vrouwen;Nederlandse Cariben;2066;3703;2345;1358
524;Totaal mannen en vrouwen;Nederlandse Cariben;2067;3703;2347;1356
525;Totaal mannen en vrouwen;Nederlandse Cariben;2068;3703;2349;1354
526;Totaal mannen en vrouwen;Nederlandse Cariben;2069;3703;2351;1352
527;Totaal mannen en vrouwen;Nederlandse Cariben;2070;3703;2353;1350
528;Totaal mannen en vrouwen;Suriname;2023;3512;689;2823
529;Totaal mannen en vrouwen;Suriname;2024;3355;784;2571
530;Totaal mannen en vrouwen;Suriname;2025;3296;904;2392
531;Totaal mannen en vrouwen;Suriname;2026;3237;1046;2191
532;Totaal mannen en vrouwen;Suriname;2027;3174;1210;1964
533;Totaal mannen en vrouwen;Suriname;2028;3088;1401;1687
534;Totaal mannen en vrouwen;Suriname;2029;3086;1398;1688
535;Totaal mannen en vrouwen;Suriname;2030;3086;1405;1681
536;Totaal mannen en vrouwen;Suriname;2031;3086;1413;1673
537;Totaal mannen en vrouwen;Suriname;2032;3086;1420;1666
538;Totaal mannen en vrouwen;Suriname;2033;3086;1423;1663
539;Totaal mannen en vrouwen;Suriname;2034;3086;1426;1660
540;Totaal mannen en vrouwen;Suriname;2035;3086;1431;1655
541;Totaal mannen en vrouwen;Suriname;2036;3086;1438;1648
542;Totaal mannen en vrouwen;Suriname;2037;3086;1447;1639
543;Totaal mannen en vrouwen;Suriname;2038;3086;1455;1631
544;Totaal mannen en vrouwen;Suriname;2039;3086;1462;1624
545;Totaal mannen en vrouwen;Suriname;2040;3086;1470;1616
546;Totaal mannen en vrouwen;Suriname;2041;3086;1477;1609
547;Totaal mannen en vrouwen;Suriname;2042;3086;1484;1602
548;Totaal mannen en vrouwen;Suriname;2043;3086;1492;1594
549;Totaal mannen en vrouwen;Suriname;2044;3086;1499;1587
550;Totaal mannen en vrouwen;Suriname;2045;3086;1506;1580
551;Totaal mannen en vrouwen;Suriname;2046;3086;1513;1573
552;Totaal mannen en vrouwen;Suriname;2047;3086;1519;1567
553;Totaal mannen en vrouwen;Suriname;2048;3086;1523;1563
554;Totaal mannen en vrouwen;Suriname;2049;3086;1525;1561
555;Totaal mannen en vrouwen;Suriname;2050;3086;1527;1559
556;Totaal mannen en vrouwen;Suriname;2051;3086;1531;1555
557;Totaal mannen en vrouwen;Suriname;2052;3086;1534;1552
558;Totaal mannen en vrouwen;Suriname;2053;3086;1536;1550
559;Totaal mannen en vrouwen;Suriname;2054;3086;1536;1550
560;Totaal mannen en vrouwen;Suriname;2055;3086;1536;1550
561;Totaal mannen en vrouwen;Suriname;2056;3086;1535;1551
562;Totaal mannen en vrouwen;Suriname;2057;3086;1535;1551
563;Totaal mannen en vrouwen;Suriname;2058;3086;1534;1552
564;Totaal mannen en vrouwen;Suriname;2059;3086;1534;1552
565;Totaal mannen en vrouwen;Suriname;2060;3086;1533;1553
566;Totaal mannen en vrouwen;Suriname;2061;3086;1532;1554
567;Totaal mannen en vrouwen;Suriname;2062;3086;1531;1555
568;Totaal mannen en vrouwen;Suriname;2063;3086;1530;1556
569;Totaal mannen en vrouwen;Suriname;2064;3086;1529;1557
570;Totaal mannen en vrouwen;Suriname;2065;3086;1529;1557
571;Totaal mannen en vrouwen;Suriname;2066;3086;1529;1557
572;Totaal mannen en vrouwen;Suriname;2067;3086;1529;1557
573;Totaal mannen en vrouwen;Suriname;2068;3086;1529;1557
574;Totaal mannen en vrouwen;Suriname;2069;3086;1529;1557
575;Totaal mannen en vrouwen;Suriname;2070;3086;1530;1556
576;Totaal mannen en vrouwen;Turkije;2023;14542;3401;11141
577;Totaal mannen en vrouwen;Turkije;2024;13153;3910;9243
578;Totaal mannen en vrouwen;Turkije;2025;11828;4356;7472
579;Totaal mannen en vrouwen;Turkije;2026;10542;4736;5806
580;Totaal mannen en vrouwen;Turkije;2027;9307;5062;4244
581;Totaal mannen en vrouwen;Turkije;2028;9357;5266;4090
582;Totaal mannen en vrouwen;Turkije;2029;9424;5472;3952
583;Totaal mannen en vrouwen;Turkije;2030;9475;5449;4026
584;Totaal mannen en vrouwen;Turkije;2031;9519;5446;4073
585;Totaal mannen en vrouwen;Turkije;2032;9549;5422;4127
586;Totaal mannen en vrouwen;Turkije;2033;9549;5428;4122
587;Totaal mannen en vrouwen;Turkije;2034;9549;5447;4102
588;Totaal mannen en vrouwen;Turkije;2035;9549;5485;4064
589;Totaal mannen en vrouwen;Turkije;2036;9549;5531;4018
590;Totaal mannen en vrouwen;Turkije;2037;9549;5586;3963
591;Totaal mannen en vrouwen;Turkije;2038;9549;5643;3906
592;Totaal mannen en vrouwen;Turkije;2039;9549;5689;3860
593;Totaal mannen en vrouwen;Turkije;2040;9549;5734;3815
594;Totaal mannen en vrouwen;Turkije;2041;9549;5774;3775
595;Totaal mannen en vrouwen;Turkije;2042;9549;5813;3736
596;Totaal mannen en vrouwen;Turkije;2043;9549;5857;3692
597;Totaal mannen en vrouwen;Turkije;2044;9549;5902;3647
598;Totaal mannen en vrouwen;Turkije;2045;9549;5945;3604
599;Totaal mannen en vrouwen;Turkije;2046;9549;5989;3560
600;Totaal mannen en vrouwen;Turkije;2047;9549;6025;3524
601;Totaal mannen en vrouwen;Turkije;2048;9549;6049;3500
602;Totaal mannen en vrouwen;Turkije;2049;9549;6072;3477
603;Totaal mannen en vrouwen;Turkije;2050;9549;6088;3461
604;Totaal mannen en vrouwen;Turkije;2051;9549;6113;3436
605;Totaal mannen en vrouwen;Turkije;2052;9549;6120;3429
606;Totaal mannen en vrouwen;Turkije;2053;9549;6093;3456
607;Totaal mannen en vrouwen;Turkije;2054;9549;6067;3482
608;Totaal mannen en vrouwen;Turkije;2055;9549;6049;3500
609;Totaal mannen en vrouwen;Turkije;2056;9549;6040;3509
610;Totaal mannen en vrouwen;Turkije;2057;9549;6039;3510
611;Totaal mannen en vrouwen;Turkije;2058;9549;6045;3504
612;Totaal mannen en vrouwen;Turkije;2059;9549;6049;3500
613;Totaal mannen en vrouwen;Turkije;2060;9549;6052;3497
614;Totaal mannen en vrouwen;Turkije;2061;9549;6055;3494
615;Totaal mannen en vrouwen;Turkije;2062;9549;6058;3491
616;Totaal mannen en vrouwen;Turkije;2063;9549;6060;3489
617;Totaal mannen en vrouwen;Turkije;2064;9549;6062;3486
618;Totaal mannen en vrouwen;Turkije;2065;9549;6066;3483
619;Totaal mannen en vrouwen;Turkije;2066;9549;6070;3479
620;Totaal mannen en vrouwen;Turkije;2067;9549;6074;3475
621;Totaal mannen en vrouwen;Turkije;2068;9549;6078;3471
622;Totaal mannen en vrouwen;Turkije;2069;9549;6082;3467
623;Totaal mannen en vrouwen;Turkije;2070;9549;6086;3463
624;Totaal mannen en vrouwen;Afrika;2023;19204;4853;14351
625;Totaal mannen en vrouwen;Afrika;2024;19829;5870;13959
626;Totaal mannen en vrouwen;Afrika;2025;20740;7010;13730
627;Totaal mannen en vrouwen;Afrika;2026;21593;8268;13325
628;Totaal mannen en vrouwen;Afrika;2027;22410;9691;12719
629;Totaal mannen en vrouwen;Afrika;2028;22307;11333;10974
630;Totaal mannen en vrouwen;Afrika;2029;22478;11694;10784
631;Totaal mannen en vrouwen;Afrika;2030;22627;12000;10628
632;Totaal mannen en vrouwen;Afrika;2031;22747;12334;10413
633;Totaal mannen en vrouwen;Afrika;2032;22827;12630;10197
634;Totaal mannen en vrouwen;Afrika;2033;22827;12881;9946
635;Totaal mannen en vrouwen;Afrika;2034;22827;13107;9720
636;Totaal mannen en vrouwen;Afrika;2035;22827;13303;9524
637;Totaal mannen en vrouwen;Afrika;2036;22827;13483;9344
638;Totaal mannen en vrouwen;Afrika;2037;22827;13640;9187
639;Totaal mannen en vrouwen;Afrika;2038;22827;13776;9051
640;Totaal mannen en vrouwen;Afrika;2039;22827;13895;8932
641;Totaal mannen en vrouwen;Afrika;2040;22827;13998;8828
642;Totaal mannen en vrouwen;Afrika;2041;22827;14090;8737
643;Totaal mannen en vrouwen;Afrika;2042;22827;14172;8655
644;Totaal mannen en vrouwen;Afrika;2043;22827;14246;8581
645;Totaal mannen en vrouwen;Afrika;2044;22827;14306;8521
646;Totaal mannen en vrouwen;Afrika;2045;22827;14358;8469
647;Totaal mannen en vrouwen;Afrika;2046;22827;14402;8425
648;Totaal mannen en vrouwen;Afrika;2047;22827;14439;8388
649;Totaal mannen en vrouwen;Afrika;2048;22827;14470;8357
650;Totaal mannen en vrouwen;Afrika;2049;22827;14496;8331
651;Totaal mannen en vrouwen;Afrika;2050;22827;14516;8311
652;Totaal mannen en vrouwen;Afrika;2051;22827;14539;8288
653;Totaal mannen en vrouwen;Afrika;2052;22827;14558;8269
654;Totaal mannen en vrouwen;Afrika;2053;22827;14572;8255
655;Totaal mannen en vrouwen;Afrika;2054;22827;14585;8242
656;Totaal mannen en vrouwen;Afrika;2055;22827;14596;8231
657;Totaal mannen en vrouwen;Afrika;2056;22827;14606;8220
658;Totaal mannen en vrouwen;Afrika;2057;22827;14615;8212
659;Totaal mannen en vrouwen;Afrika;2058;22827;14623;8204
660;Totaal mannen en vrouwen;Afrika;2059;22827;14630;8196
661;Totaal mannen en vrouwen;Afrika;2060;22827;14638;8189
662;Totaal mannen en vrouwen;Afrika;2061;22827;14646;8181
663;Totaal mannen en vrouwen;Afrika;2062;22827;14654;8173
664;Totaal mannen en vrouwen;Afrika;2063;22827;14662;8165
665;Totaal mannen en vrouwen;Afrika;2064;22827;14671;8156
666;Totaal mannen en vrouwen;Afrika;2065;22827;14678;8149
667;Totaal mannen en vrouwen;Afrika;2066;22827;14687;8140
668;Totaal mannen en vrouwen;Afrika;2067;22827;14695;8132
669;Totaal mannen en vrouwen;Afrika;2068;22827;14702;8125
670;Totaal mannen en vrouwen;Afrika;2069;22827;14710;8117
671;Totaal mannen en vrouwen;Afrika;2070;22827;14717;8110
672;Totaal mannen en vrouwen;Latijns-Amerika;2023;13296;5971;7325
673;Totaal mannen en vrouwen;Latijns-Amerika;2024;13522;6634;6888
674;Totaal mannen en vrouwen;Latijns-Amerika;2025;13881;7284;6597
675;Totaal mannen en vrouwen;Latijns-Amerika;2026;14216;7956;6260
676;Totaal mannen en vrouwen;Latijns-Amerika;2027;14499;8646;5853
677;Totaal mannen en vrouwen;Latijns-Amerika;2028;14736;9343;5393
678;Totaal mannen en vrouwen;Latijns-Amerika;2029;15074;9598;5476
679;Totaal mannen en vrouwen;Latijns-Amerika;2030;15354;9854;5500
680;Totaal mannen en vrouwen;Latijns-Amerika;2031;15578;10082;5496
681;Totaal mannen en vrouwen;Latijns-Amerika;2032;15743;10284;5460
682;Totaal mannen en vrouwen;Latijns-Amerika;2033;15743;10456;5287
683;Totaal mannen en vrouwen;Latijns-Amerika;2034;15743;10580;5163
684;Totaal mannen en vrouwen;Latijns-Amerika;2035;15743;10676;5067
685;Totaal mannen en vrouwen;Latijns-Amerika;2036;15743;10758;4986
686;Totaal mannen en vrouwen;Latijns-Amerika;2037;15743;10822;4921
687;Totaal mannen en vrouwen;Latijns-Amerika;2038;15743;10877;4866
688;Totaal mannen en vrouwen;Latijns-Amerika;2039;15743;10923;4820
689;Totaal mannen en vrouwen;Latijns-Amerika;2040;15743;10962;4781
690;Totaal mannen en vrouwen;Latijns-Amerika;2041;15743;10995;4748
691;Totaal mannen en vrouwen;Latijns-Amerika;2042;15743;11026;4718
692;Totaal mannen en vrouwen;Latijns-Amerika;2043;15743;11053;4690
693;Totaal mannen en vrouwen;Latijns-Amerika;2044;15743;11076;4667
694;Totaal mannen en vrouwen;Latijns-Amerika;2045;15743;11097;4646
695;Totaal mannen en vrouwen;Latijns-Amerika;2046;15743;11116;4628
696;Totaal mannen en vrouwen;Latijns-Amerika;2047;15743;11132;4611
697;Totaal mannen en vrouwen;Latijns-Amerika;2048;15743;11146;4597
698;Totaal mannen en vrouwen;Latijns-Amerika;2049;15743;11156;4587
699;Totaal mannen en vrouwen;Latijns-Amerika;2050;15743;11165;4578
700;Totaal mannen en vrouwen;Latijns-Amerika;2051;15743;11177;4566
701;Totaal mannen en vrouwen;Latijns-Amerika;2052;15743;11186;4557
702;Totaal mannen en vrouwen;Latijns-Amerika;2053;15743;11193;4550
703;Totaal mannen en vrouwen;Latijns-Amerika;2054;15743;11201;4542
704;Totaal mannen en vrouwen;Latijns-Amerika;2055;15743;11208;4535
705;Totaal mannen en vrouwen;Latijns-Amerika;2056;15743;11215;4528
706;Totaal mannen en vrouwen;Latijns-Amerika;2057;15743;11222;4521
707;Totaal mannen en vrouwen;Latijns-Amerika;2058;15743;11228;4515
708;Totaal mannen en vrouwen;Latijns-Amerika;2059;15743;11235;4508
709;Totaal mannen en vrouwen;Latijns-Amerika;2060;15743;11240;4503
710;Totaal mannen en vrouwen;Latijns-Amerika;2061;15743;11246;4497
711;Totaal mannen en vrouwen;Latijns-Amerika;2062;15743;11251;4492
712;Totaal mannen en vrouwen;Latijns-Amerika;2063;15743;11256;4486
713;Totaal mannen en vrouwen;Latijns-Amerika;2064;15743;11262;4481
714;Totaal mannen en vrouwen;Latijns-Amerika;2065;15743;11267;4476
715;Totaal mannen en vrouwen;Latijns-Amerika;2066;15743;11272;4471
716;Totaal mannen en vrouwen;Latijns-Amerika;2067;15743;11277;4466
717;Totaal mannen en vrouwen;Latijns-Amerika;2068;15743;11282;4461
718;Totaal mannen en vrouwen;Latijns-Amerika;2069;15743;11287;4456
719;Totaal mannen en vrouwen;Latijns-Amerika;2070;15743;11292;4451
720;Totaal mannen en vrouwen;Noord-Amerika en Oceanië;2023;10583;6303;4280
721;Totaal mannen en vrouwen;Noord-Amerika en Oceanië;2024;10885;7038;3847
722;Totaal mannen en vrouwen;Noord-Amerika en Oceanië;2025;11145;7692;3453
723;Totaal mannen en vrouwen;Noord-Amerika en Oceanië;2026;11375;8292;3082
724;Totaal mannen en vrouwen;Noord-Amerika en Oceanië;2027;11563;8873;2690
725;Totaal mannen en vrouwen;Noord-Amerika en Oceanië;2028;11694;9439;2255
726;Totaal mannen en vrouwen;Noord-Amerika en Oceanië;2029;11698;9629;2069
727;Totaal mannen en vrouwen;Noord-Amerika en Oceanië;2030;11698;9756;1942
728;Totaal mannen en vrouwen;Noord-Amerika en Oceanië;2031;11698;9842;1856
729;Totaal mannen en vrouwen;Noord-Amerika en Oceanië;2032;11698;9913;1785
730;Totaal mannen en vrouwen;Noord-Amerika en Oceanië;2033;11698;9970;1728
731;Totaal mannen en vrouwen;Noord-Amerika en Oceanië;2034;11698;10014;1684
732;Totaal mannen en vrouwen;Noord-Amerika en Oceanië;2035;11698;10054;1644
733;Totaal mannen en vrouwen;Noord-Amerika en Oceanië;2036;11698;10083;1615
734;Totaal mannen en vrouwen;Noord-Amerika en Oceanië;2037;11698;10110;1588
735;Totaal mannen en vrouwen;Noord-Amerika en Oceanië;2038;11698;10134;1564
736;Totaal mannen en vrouwen;Noord-Amerika en Oceanië;2039;11698;10154;1544
