ID;RegioS;Perioden;TotaalAlarmeringenVanDeBrandweer_1;Alarmeringen_2;Uitrukken_3;TerPlaatse_4;Alarmeringen_5;Uitrukken_6;TerPlaatse_7;Alarmeringen_8;Uitrukken_9;TerPlaatse_10;Alarmeringen_11;Uitrukken_12;TerPlaatse_13
244;Friesland (PV);2019;3280;1900;1500;1400;660;360;280;1240;1140;1120;1380;1240;1200
245;Drenthe (PV);2013 1e kwartaal;1060;820;540;460;460;180;120;360;340;340;240;240;200
246;Drenthe (PV);2013 2e kwartaal;1140;840;560;480;480;220;140;360;340;320;300;280;260
247;Drenthe (PV);2013 3e kwartaal;1060;800;540;440;520;280;200;280;260;260;260;240;220
248;Drenthe (PV);2013 4e kwartaal;1220;840;560;460;500;240;160;340;320;300;400;340;320
249;Drenthe (PV);2013;4480;3280;2200;1840;1940;920;620;1340;1280;1220;1200;1080;1020
250;Drenthe (PV);2014 1e kwartaal;980;780;500;420;460;200;140;320;300;280;220;180;180
251;Drenthe (PV);2014 2e kwartaal;1080;820;500;380;560;260;160;260;240;220;280;240;240
252;Drenthe (PV);2014 3e kwartaal;1020;780;480;380;540;240;160;240;240;220;240;240;220
253;Drenthe (PV);2014 4e kwartaal;1040;740;460;380;480;220;140;260;240;240;300;280;260
254;Drenthe (PV);2014;4140;3120;1920;1560;2040;920;600;1080;1020;980;1020;940;880
255;Drenthe (PV);2015 1e kwartaal;940;660;380;340;380;140;100;260;240;240;280;260;240
256;Drenthe (PV);2015 2e kwartaal;880;600;400;340;340;140;100;260;240;240;280;260;240
257;Drenthe (PV);2015 3e kwartaal;900;600;400;340;360;160;120;240;240;240;300;280;240
258;Drenthe (PV);2015 4e kwartaal;880;620;400;340;360;160;120;260;240;220;260;240;220
259;Drenthe (PV);2015;3600;2480;1600;1360;1460;620;440;1020;960;920;1120;1040;960
260;Drenthe (PV);2016 1e kwartaal;760;540;360;320;300;140;100;240;240;220;220;200;200
261;Drenthe (PV);2016 2e kwartaal;860;520;360;300;300;140;100;220;200;200;340;300;280
262;Drenthe (PV);2016 3e kwartaal;860;560;380;340;340;160;120;240;220;220;280;260;240
263;Drenthe (PV);2016 4e kwartaal;780;560;420;380;240;120;80;320;300;280;220;200;200
264;Drenthe (PV);2016;3240;2180;1500;1340;1180;540;400;1000;960;920;1080;1000;920
265;Drenthe (PV);2017 1e kwartaal;660;440;320;300;200;100;80;240;220;220;220;200;180
266;Drenthe (PV);2017 2e kwartaal;800;500;360;340;220;100;80;280;280;260;280;260;240
267;Drenthe (PV);2017 3e kwartaal;700;440;320;280;240;120;80;200;200;180;260;240;220
268;Drenthe (PV);2017 4e kwartaal;740;460;320;300;220;100;80;240;240;220;280;260;240
269;Drenthe (PV);2017;2900;1840;1340;1200;880;400;300;980;920;900;1040;960;900
270;Drenthe (PV);2018 1e kwartaal;780;480;360;340;200;80;80;280;280;280;300;280;260
271;Drenthe (PV);2018 2e kwartaal;780;480;380;340;200;100;80;280;280;260;300;280;260
272;Drenthe (PV);2018 3e kwartaal;980;720;560;500;280;120;100;440;420;400;260;240;240
273;Drenthe (PV);2018 4e kwartaal;800;540;420;380;220;120;80;320;300;300;260;240;220
274;Drenthe (PV);2018;3320;2200;1700;1560;900;440;340;1320;1280;1220;1120;1040;980
275;Drenthe (PV);2019 1e kwartaal;740;480;340;300;240;100;80;240;220;220;260;240;220
276;Drenthe (PV);2019 2e kwartaal;820;520;420;380;180;80;60;340;320;320;300;280;260
277;Drenthe (PV);2019 3e kwartaal;780;520;400;360;240;120;100;280;280;260;260;240;220
278;Drenthe (PV);2019 4e kwartaal;760;500;360;320;220;100;60;280;260;240;260;240;220
279;Drenthe (PV);2019;3080;2000;1500;1340;880;420;300;1140;1080;1040;1080;980;940
280;Overijssel (PV);2013 1e kwartaal;2160;1640;1540;1400;1040;960;860;600;560;560;540;500;480
281;Overijssel (PV);2013 2e kwartaal;2260;1680;1600;1480;1040;980;860;640;620;600;600;560;540
282;Overijssel (PV);2013 3e kwartaal;2320;1640;1540;1420;1080;1000;900;560;520;520;680;660;620
283;Overijssel (PV);2013 4e kwartaal;2460;1700;1620;1460;1040;980;860;660;620;600;780;720;700
284;Overijssel (PV);2013;9220;6640;6280;5760;4220;3940;3480;2440;2340;2280;2580;2440;2340
285;Overijssel (PV);2014 1e kwartaal;2040;1540;1440;1340;940;860;780;600;580;560;500;460;440
286;Overijssel (PV);2014 2e kwartaal;2160;1520;1420;1280;1020;920;820;500;480;480;640;620;580
287;Overijssel (PV);2014 3e kwartaal;2220;1520;1440;1340;1100;1040;940;420;400;400;700;660;620
288;Overijssel (PV);2014 4e kwartaal;2040;1480;1420;1260;1020;960;820;480;460;440;540;520;500
289;Overijssel (PV);2014;8440;6060;5720;5200;4060;3780;3360;1980;1940;1860;2400;2260;2140
290;Overijssel (PV);2015 1e kwartaal;1940;1220;1160;1020;760;700;580;460;460;440;720;700;660
291;Overijssel (PV);2015 2e kwartaal;1800;1180;1080;900;660;580;400;520;520;480;620;580;560
292;Overijssel (PV);2015 3e kwartaal;2200;1240;1160;940;760;680;480;480;480;460;960;900;860
293;Overijssel (PV);2015 4e kwartaal;1800;1240;1140;980;680;600;460;560;540;520;560;540;500
294;Overijssel (PV);2015;7760;4900;4540;3820;2860;2540;1920;2040;2000;1900;2860;2740;2580
295;Overijssel (PV);2016 1e kwartaal;1780;1260;1160;960;680;600;420;580;560;540;520;500;460
296;Overijssel (PV);2016 2e kwartaal;1780;1120;1020;860;580;500;360;540;520;500;660;620;600
297;Overijssel (PV);2016 3e kwartaal;1900;1240;1160;1000;700;620;480;540;520;500;680;640;600
298;Overijssel (PV);2016 4e kwartaal;1880;1200;1120;940;640;560;400;560;560;540;680;640;620
299;Overijssel (PV);2016;7340;4800;4460;3740;2580;2300;1680;2220;2160;2080;2540;2420;2260
300;Overijssel (PV);2017 1e kwartaal;1840;1060;1000;840;540;480;340;520;520;500;780;740;700
301;Overijssel (PV);2017 2e kwartaal;1900;1220;1140;980;560;500;360;660;640;640;680;660;620
302;Overijssel (PV);2017 3e kwartaal;1800;1020;980;820;540;500;360;480;480;460;760;740;700
303;Overijssel (PV);2017 4e kwartaal;1880;1060;1000;820;560;520;340;480;480;460;820;800;760
304;Overijssel (PV);2017;7400;4360;4120;3460;2200;2000;1420;2160;2120;2040;3040;2940;2780
305;Overijssel (PV);2018 1e kwartaal;2040;1080;1040;880;500;440;320;600;600;580;960;920;840
306;Overijssel (PV);2018 2e kwartaal;1760;1020;980;860;440;380;300;600;580;560;740;700;680
307;Overijssel (PV);2018 3e kwartaal;2140;1340;1280;1140;480;440;340;860;840;820;800;760;720
308;Overijssel (PV);2018 4e kwartaal;1840;1140;1060;920;500;440;320;620;620;600;720;700;660
309;Overijssel (PV);2018;7800;4580;4340;3800;1920;1720;1260;2680;2640;2560;3200;3080;2900
310;Overijssel (PV);2019 1e kwartaal;1760;1020;960;820;460;400;280;560;560;520;740;720;680
311;Overijssel (PV);2019 2e kwartaal;1960;1120;1040;900;480;420;300;640;620;600;860;800;780
312;Overijssel (PV);2019 3e kwartaal;1860;1120;1080;900;500;460;320;620;620;600;720;700;680
313;Overijssel (PV);2019 4e kwartaal;1860;1120;1040;880;480;420;280;640;620;600;740;720;680
314;Overijssel (PV);2019;7440;4380;4120;3480;1900;1700;1180;2480;2420;2320;3060;2960;2820
315;Flevoland (PV);2013 1e kwartaal;840;600;520;340;380;320;160;220;200;180;240;220;200
316;Flevoland (PV);2013 2e kwartaal;860;600;520;380;320;240;120;280;280;260;260;240;220
317;Flevoland (PV);2013 3e kwartaal;860;580;500;340;340;280;140;240;240;220;280;260;240
318;Flevoland (PV);2013 4e kwartaal;960;580;520;380;340;280;160;240;240;220;380;360;340
319;Flevoland (PV);2013;3500;2360;2060;1440;1400;1120;560;960;940;880;1140;1100;1000
320;Flevoland (PV);2014 1e kwartaal;720;520;440;360;300;240;160;220;200;200;220;200;180
321;Flevoland (PV);2014 2e kwartaal;760;520;440;340;280;220;140;240;220;200;240;240;220
322;Flevoland (PV);2014 3e kwartaal;740;500;440;300;320;260;140;180;180;160;240;240;220
323;Flevoland (PV);2014 4e kwartaal;820;580;500;380;340;280;160;240;220;220;240;240;220
324;Flevoland (PV);2014;3060;2120;1820;1380;1260;1000;600;860;840;780;940;920;840
325;Flevoland (PV);2015 1e kwartaal;760;460;420;320;260;220;140;200;200;180;300;280;280
326;Flevoland (PV);2015 2e kwartaal;800;580;520;380;320;280;140;240;240;240;240;220;200
327;Flevoland (PV);2015 3e kwartaal;860;480;440;340;300;240;160;200;180;180;380;340;320
328;Flevoland (PV);2015 4e kwartaal;780;540;500;340;340;300;160;200;200;180;240;240;220
329;Flevoland (PV);2015;3200;2060;1860;1380;1220;1040;600;840;820;760;1140;1080;1000
330;Flevoland (PV);2016 1e kwartaal;740;460;400;280;260;200;100;220;200;180;260;260;240
331;Flevoland (PV);2016 2e kwartaal;780;480;440;320;260;220;120;220;220;200;300;300;260
332;Flevoland (PV);2016 3e kwartaal;820;500;440;320;300;240;140;200;200;180;320;320;280
333;Flevoland (PV);2016 4e kwartaal;780;440;400;320;220;200;120;220;200;200;320;320;300
334;Flevoland (PV);2016;3100;1880;1680;1220;1040;860;460;860;820;760;1220;1180;1080
335;Flevoland (PV);2017 1e kwartaal;660;360;320;260;160;140;80;180;180;180;300;300;280
336;Flevoland (PV);2017 2e kwartaal;760;420;400;320;180;160;100;240;240;220;320;320;300
337;Flevoland (PV);2017 3e kwartaal;700;360;340;280;140;120;80;220;220;200;340;340;300
338;Flevoland (PV);2017 4e kwartaal;740;380;340;280;180;160;80;200;200;180;340;340;320
339;Flevoland (PV);2017;2840;1520;1400;1140;680;580;360;840;820;780;1320;1280;1180
340;Flevoland (PV);2018 1e kwartaal;740;340;300;260;140;100;60;200;200;180;400;380;360
341;Flevoland (PV);2018 2e kwartaal;800;440;420;360;160;160;100;280;280;260;360;340;300
342;Flevoland (PV);2018 3e kwartaal;920;540;500;440;180;140;100;360;360;340;380;360;340
343;Flevoland (PV);2018 4e kwartaal;740;420;380;300;180;140;80;240;240;220;320;300;280
344;Flevoland (PV);2018;3180;1740;1600;1340;660;560;340;1080;1060;1000;1440;1400;1280
345;Flevoland (PV);2019 1e kwartaal;720;380;340;260;140;120;60;240;220;200;340;320;320
346;Flevoland (PV);2019 2e kwartaal;880;460;420;340;180;160;80;280;260;260;420;400;380
347;Flevoland (PV);2019 3e kwartaal;840;420;380;300;180;160;100;240;220;200;420;400;380
348;Flevoland (PV);2019 4e kwartaal;800;440;400;320;200;180;100;240;240;220;340;340;320
349;Flevoland (PV);2019;3220;1700;1540;1220;700;580;320;980;960;900;1520;1480;1400
350;Gelderland (PV);2013 1e kwartaal;3780;2600;2400;2180;1420;1300;1100;1180;1120;1080;1180;1120;1060
351;Gelderland (PV);2013 2e kwartaal;3780;2560;2400;2160;1380;1240;1040;1180;1160;1100;1220;1160;1100
352;Gelderland (PV);2013 3e kwartaal;4280;2620;2480;2260;1500;1400;1200;1120;1080;1060;1680;1580;1500
353;Gelderland (PV);2013 4e kwartaal;4620;2600;2440;2180;1460;1360;1120;1140;1080;1060;2020;1880;1760
354;Gelderland (PV);2013;16460;10360;9720;8760;5740;5280;4480;4620;4440;4300;6100;5740;5440
355;Gelderland (PV);2014 1e kwartaal;3580;2340;2180;1960;1160;1040;860;1180;1140;1100;1240;1160;1100
356;Gelderland (PV);2014 2e kwartaal;3720;2200;2000;1740;1120;940;720;1100;1060;1020;1500;1420;1340
357;Gelderland (PV);2014 3e kwartaal;3780;2100;1920;1700;1220;1060;860;880;860;840;1680;1560;1440
358;Gelderland (PV);2014 4e kwartaal;3520;2140;1940;1660;1180;1020;760;960;920;900;1400;1320;1220
359;Gelderland (PV);2014;14600;8780;8040;7060;4680;4060;3200;4120;3980;3860;5820;5460;5120
360;Gelderland (PV);2015 1e kwartaal;3820;2020;1840;1600;940;800;600;1060;1040;1000;1820;1740;1660
361;Gelderland (PV);2015 2e kwartaal;3500;2040;1900;1620;900;780;560;1140;1120;1060;1460;1380;1320
362;Gelderland (PV);2015 3e kwartaal;4480;2080;1900;1680;1160;1000;820;920;900;860;2400;2240;2100
363;Gelderland (PV);2015 4e kwartaal;3700;2140;1980;1720;1040;900;700;1100;1080;1040;1560;1520;1420
364;Gelderland (PV);2015;15520;8300;7620;6640;4060;3500;2660;4240;4120;3960;7220;6880;6480
365;Gelderland (PV);2016 1e kwartaal;3360;2020;1880;1660;940;820;660;1080;1060;1020;1340;1300;1240
366;Gelderland (PV);2016 2e kwartaal;3580;1960;1820;1600;980;860;680;980;940;920;1620;1560;1480
367;Gelderland (PV);2016 3e kwartaal;3800;2160;2000;1760;1120;980;780;1040;1020;980;1640;1580;1480
368;Gelderland (PV);2016 4e kwartaal;3920;2280;2100;1840;1060;920;700;1220;1180;1140;1640;1580;1500
369;Gelderland (PV);2016;14660;8420;7780;6860;4120;3580;2800;4300;4200;4040;6240;6000;5700
370;Gelderland (PV);2017 1e kwartaal;3920;1980;1820;1600;860;720;560;1120;1100;1040;1940;1880;1780
371;Gelderland (PV);2017 2e kwartaal;3860;2140;1960;1740;900;760;580;1260;1200;1160;1700;1620;1540
372;Gelderland (PV);2017 3e kwartaal;3460;1700;1540;1360;860;720;560;840;820;780;1760;1680;1600
373;Gelderland (PV);2017 4e kwartaal;3620;1740;1560;1400;720;560;460;1020;1000;960;1880;1800;1720
374;Gelderland (PV);2017;14840;7560;6880;6100;3320;2780;2160;4240;4120;3940;7280;6980;6620
375;Gelderland (PV);2018 1e kwartaal;3820;1640;1480;1360;620;480;400;1020;1000;980;2160;2040;1960
376;Gelderland (PV);2018 2e kwartaal;3500;1720;1520;1420;640;480;400;1080;1040;1020;1780;1680;1640
377;Gelderland (PV);2018 3e kwartaal;4280;2300;2100;1960;640;480;380;1660;1620;1580;1980;1880;1800
378;Gelderland (PV);2018 4e kwartaal;3580;2020;1780;1660;700;520;420;1320;1260;1240;1560;1480;1420
379;Gelderland (PV);2018;15180;7680;6880;6400;2600;1960;1580;5100;4920;4820;7500;7080;6820
380;Gelderland (PV);2019 1e kwartaal;3440;1620;1380;1300;600;420;340;1000;960;940;1820;1720;1660
381;Gelderland (PV);2019 2e kwartaal;3940;1900;1700;1600;640;480;400;1280;1220;1200;2040;1900;1840
382;Gelderland (PV);2019 3e kwartaal;3500;1800;1580;1480;700;520;440;1100;1060;1040;1700;1600;1540
383;Gelderland (PV);2019 4e kwartaal;3620;1940;1760;1560;700;540;400;1240;1220;1160;1680;1600;1580
384;Gelderland (PV);2019;14500;7260;6420;5940;2640;1960;1580;4620;4460;4360;7240;6800;6620
385;Utrecht (PV);2013 1e kwartaal;2440;1820;1740;1480;1080;1040;820;720;700;660;620;600;560
386;Utrecht (PV);2013 2e kwartaal;2360;1600;1560;1300;960;920;700;640;640;600;740;720;660
387;Utrecht (PV);2013 3e kwartaal;2780;1820;1740;1480;1120;1060;840;700;680;640;960;940;860
388;Utrecht (PV);2013 4e kwartaal;3080;1900;1820;1480;1080;1040;740;800;780;740;1180;1120;1020
389;Utrecht (PV);2013;10660;7140;6860;5720;4260;4060;3100;2880;2820;2640;3540;3400;3120
390;Utrecht (PV);2014 1e kwartaal;2300;1580;1520;1260;860;820;600;700;680;640;720;720;660
391;Utrecht (PV);2014 2e kwartaal;2520;1600;1540;1260;940;900;660;660;640;600;940;900;820
392;Utrecht (PV);2014 3e kwartaal;2640;1620;1580;1300;1040;1000;780;600;580;540;1000;960;860
393;Utrecht (PV);2014 4e kwartaal;2620;1780;1720;1400;960;920;660;820;800;740;860;840;760
394;Utrecht (PV);2014;10080;6560;6340;5220;3800;3640;2700;2760;2700;2500;3520;3400;3080
395;Utrecht (PV);2015 1e kwartaal;2460;1520;1460;1180;860;800;580;660;640;620;940;900;840
396;Utrecht (PV);2015 2e kwartaal;2400;1520;1460;1200;860;820;600;660;640;600;880;840;800
397;Utrecht (PV);2015 3e kwartaal;2420;1260;1100;940;660;540;420;600;580;520;1160;1120;1020
398;Utrecht (PV);2015 4e kwartaal;2240;1440;1200;1080;640;460;360;800;760;720;800;780;740
399;Utrecht (PV);2015;9500;5720;5240;4400;3000;2620;1960;2720;2620;2440;3780;3660;3400
400;Utrecht (PV);2016 1e kwartaal;2000;1220;1020;900;560;380;300;680;640;600;760;740;700
401;Utrecht (PV);2016 2e kwartaal;2040;1180;980;860;560;380;280;620;600;560;860;780;740
402;Utrecht (PV);2016 3e kwartaal;2200;1260;1080;920;640;480;360;620;600;560;940;880;800
403;Utrecht (PV);2016 4e kwartaal;2360;1300;1120;980;560;400;300;740;720;680;1040;980;900
404;Utrecht (PV);2016;8580;4980;4180;3640;2300;1640;1240;2680;2560;2420;3600;3380;3140
405;Utrecht (PV);2017 1e kwartaal;2140;1160;980;860;500;360;260;660;620;600;1000;920;860
406;Utrecht (PV);2017 2e kwartaal;2140;1120;1000;860;460;360;260;680;640;620;1000;940;860
407;Utrecht (PV);2017 3e kwartaal;2100;1060;900;760;540;400;280;520;500;480;1040;980;900
408;Utrecht (PV);2017 4e kwartaal;2340;1280;1100;960;580;460;340;680;660;620;1060;960;920
409;Utrecht (PV);2017;8720;4600;3980;3440;2080;1560;1140;2520;2420;2300;4100;3800;3540
410;Utrecht (PV);2018 1e kwartaal;2500;1120;980;860;480;360;260;640;620;600;1380;1140;1080
411;Utrecht (PV);2018 2e kwartaal;2220;1160;1020;880;520;420;300;640;620;580;1060;1000;900
412;Utrecht (PV);2018 3e kwartaal;2360;1380;1220;1100;480;360;280;880;860;820;980;940;860
413;Utrecht (PV);2018 4e kwartaal;2080;1200;1020;900;480;340;240;720;680;640;880;820;760
414;Utrecht (PV);2018;9160;4860;4260;3720;1980;1500;1080;2880;2760;2640;4300;3900;3600
415;Utrecht (PV);2019 1e kwartaal;2100;1080;940;800;400;280;200;680;660;600;1020;960;900
416;Utrecht (PV);2019 2e kwartaal;2080;1040;920;820;420;320;240;620;600;580;1060;960;900
417;Utrecht (PV);2019 3e kwartaal;2100;1060;920;760;520;400;280;540;540;500;1040;960;900
418;Utrecht (PV);2019 4e kwartaal;2160;1240;1080;920;480;340;240;760;740;700;920;860;820
419;Utrecht (PV);2019;8440;4420;3840;3320;1820;1340;940;2600;2500;2360;4020;3760;3500
420;Noord-Holland (PV);2013 1e kwartaal;7360;3920;3580;3020;2120;1820;1340;1820;1760;1660;3440;3280;3000
421;Noord-Holland (PV);2013 2e kwartaal;7060;3580;3280;2800;1940;1700;1280;1640;1580;1520;3500;3360;2980
422;Noord-Holland (PV);2013 3e kwartaal;7420;3680;3400;2840;2060;1820;1340;1620;1580;1500;3740;3580;3160
423;Noord-Holland (PV);2013 4e kwartaal;9360;3880;3580;3080;2100;1840;1400;1780;1740;1680;5480;5120;4660
424;Noord-Holland (PV);2013;31200;15060;13820;11720;8200;7160;5380;6860;6660;6360;16140;15320;13780
425;Noord-Holland (PV);2014 1e kwartaal;7100;3680;3340;2920;1900;1620;1260;1780;1720;1640;3420;3300;3040
426;Noord-Holland (PV);2014 2e kwartaal;7820;3780;3520;3020;2040;1820;1420;1740;1700;1620;4040;3860;3480
427;Noord-Holland (PV);2014 3e kwartaal;8440;3840;3560;3060;2360;2120;1680;1480;1440;1380;4600;4400;3960
428;Noord-Holland (PV);2014 4e kwartaal;8400;4340;4000;3380;2480;2200;1640;1860;1820;1720;4040;3860;3560
429;Noord-Holland (PV);2014;31760;15640;14420;12360;8800;7740;6000;6860;6680;6360;16100;15420;14020
430;Noord-Holland (PV);2015 1e kwartaal;8180;3900;3640;3100;2080;1860;1400;1820;1780;1700;4280;4120;3740
431;Noord-Holland (PV);2015 2e kwartaal;8040;3920;3640;3060;2180;1940;1420;1740;1700;1620;4100;3900;3420
432;Noord-Holland (PV);2015 3e kwartaal;9620;3800;3520;2980;2280;2020;1540;1520;1500;1440;5820;5380;4740
433;Noord-Holland (PV);2015 4e kwartaal;8580;4180;3860;3300;2320;2060;1560;1840;1800;1740;4400;4200;3800
434;Noord-Holland (PV);2015;34400;15800;14680;12420;8860;7900;5940;6940;6780;6480;18600;17580;15680
435;Noord-Holland (PV);2016 1e kwartaal;7780;3700;3440;2900;1980;1760;1300;1720;1680;1620;4080;3940;3600
436;Noord-Holland (PV);2016 2e kwartaal;7900;3700;3400;2920;2040;1800;1380;1660;1620;1560;4200;3980;3620
437;Noord-Holland (PV);2016 3e kwartaal;8100;3840;3580;3040;2200;1960;1500;1660;1620;1540;4260;4040;3620
438;Noord-Holland (PV);2016 4e kwartaal;8660;4180;3820;3420;2200;1880;1540;1980;1920;1900;4460;4260;3980
439;Noord-Holland (PV);2016;32460;15440;14220;12300;8400;7380;5700;7020;6840;6600;17020;16200;14820
440;Noord-Holland (PV);2017 1e kwartaal;8040;3660;3280;2920;1880;1580;1260;1780;1700;1660;4380;4160;3880
441;Noord-Holland (PV);2017 2e kwartaal;8320;3840;3420;3060;1940;1600;1320;1900;1820;1760;4480;4160;3780
442;Noord-Holland (PV);2017 3e kwartaal;8560;3660;3240;2920;2080;1740;1460;1580;1500;1460;4900;4500;4080
443;Noord-Holland (PV);2017 4e kwartaal;8120;3780;3320;2980;2020;1620;1320;1780;1700;1660;4340;4040;3720
444;Noord-Holland (PV);2017;33040;14940;13260;11880;7920;6520;5380;7020;6740;6500;18100;16860;15480
445;Noord-Holland (PV);2018 1e kwartaal;9600;3760;3340;3080;1900;1560;1380;1860;1780;1700;5840;5300;4880
446;Noord-Holland (PV);2018 2e kwartaal;8400;3640;3280;3100;1880;1600;1440;1780;1680;1640;4760;4360;3880
447;Noord-Holland (PV);2018 3e kwartaal;9140;3980;3660;3440;1900;1640;1480;2080;2020;1960;5160;4720;4220
448;Noord-Holland (PV);2018 4e kwartaal;8060;3760;3420;2820;1820;1540;1060;1940;1880;1760;4300;4000;3460
449;Noord-Holland (PV);2018;35200;15140;13700;12440;7480;6340;5380;7660;7360;7060;20060;18360;16440
450;Noord-Holland (PV);2019 1e kwartaal;8020;3460;3100;2500;1700;1420;960;1760;1680;1560;4560;4220;3720
451;Noord-Holland (PV);2019 2e kwartaal;8140;3420;3080;2580;1680;1380;960;1760;1700;1620;4720;4300;3920
452;Noord-Holland (PV);2019 3e kwartaal;7960;3180;2920;2440;1560;1340;960;1620;1580;1480;4800;4360;3980
453;Noord-Holland (PV);2019 4e kwartaal;7740;3520;3260;2760;1560;1340;940;1960;1920;1820;4200;3880;3560
454;Noord-Holland (PV);2019;31880;13600;12360;10280;6500;5480;3800;7100;6880;6480;18280;16760;15180
455;Zuid-Holland (PV);2013 1e kwartaal;9780;6120;5880;5220;3520;3340;2880;2600;2520;2340;3660;3520;3320
456;Zuid-Holland (PV);2013 2e kwartaal;9480;5760;5540;4900;3520;3380;2840;2240;2180;2060;3720;3520;3280
457;Zuid-Holland (PV);2013 3e kwartaal;10340;6300;6060;5380;3860;3700;3180;2440;2360;2200;4060;3800;3500
458;Zuid-Holland (PV);2013 4e kwartaal;13040;7020;6720;5920;3980;3800;3200;3040;2920;2720;6020;5700;5340
459;Zuid-Holland (PV);2013;42620;25180;24200;21440;14860;14220;12100;10300;9980;9320;17460;16560;15460
460;Zuid-Holland (PV);2014 1e kwartaal;9320;5980;5600;4860;3260;3040;2480;2740;2560;2380;3320;3180;3000
461;Zuid-Holland (PV);2014 2e kwartaal;9640;5680;5340;4400;3360;3100;2300;2300;2240;2100;3960;3760;3500
462;Zuid-Holland (PV);2014 3e kwartaal;10140;5760;5380;4400;3640;3340;2460;2100;2040;1940;4380;4120;3860
463;Zuid-Holland (PV);2014 4e kwartaal;10480;6380;5980;4820;3640;3340;2360;2740;2640;2460;4100;3920;3680
464;Zuid-Holland (PV);2014;39580;23780;22300;18460;13900;12820;9600;9880;9480;8860;15780;14980;14020
465;Zuid-Holland (PV);2015 1e kwartaal;9740;5320;4960;4040;2860;2600;1860;2460;2360;2180;4400;4220;3960
466;Zuid-Holland (PV);2015 2e kwartaal;9180;5180;4860;3900;2980;2700;1880;2220;2160;2020;4000;3800;3500
467;Zuid-Holland (PV);2015 3e kwartaal;11140;5660;5300;4220;3400;3100;2200;2260;2200;2040;5480;5100;4680
468;Zuid-Holland (PV);2015 4e kwartaal;10280;6240;5820;4540;3480;3140;2100;2760;2680;2440;4040;3880;3580
469;Zuid-Holland (PV);2015;40340;22400;20960;16700;12720;11560;8020;9700;9400;8680;17920;16980;15720
470;Zuid-Holland (PV);2016 1e kwartaal;9180;5300;4980;3880;2880;2640;1740;2420;2360;2140;3880;3740;3500
471;Zuid-Holland (PV);2016 2e kwartaal;9280;4900;4560;3520;2880;2600;1700;2020;1980;1820;4380;4140;3880
472;Zuid-Holland (PV);2016 3e kwartaal;8760;4800;4560;3600;2640;2460;1640;2160;2100;1960;3960;3740;3420
473;Zuid-Holland (PV);2016 4e kwartaal;9740;5440;5180;4280;2380;2200;1520;3060;2980;2780;4300;4060;3800
474;Zuid-Holland (PV);2016;36960;20440;19300;15280;10780;9900;6580;9660;9400;8700;16520;15700;14600
475;Zuid-Holland (PV);2017 1e kwartaal;8760;4580;4360;3540;2080;1940;1320;2500;2440;2220;4180;3960;3720
476;Zuid-Holland (PV);2017 2e kwartaal;9040;4560;4360;3540;2000;1860;1200;2580;2500;2340;4460;4220;3960
477;Zuid-Holland (PV);2017 3e kwartaal;9020;4120;3900;3100;2160;2000;1320;1960;1920;1780;4900;4660;4320
478;Zuid-Holland (PV);2017 4e kwartaal;9280;4860;4600;3740;2200;2020;1320;2660;2600;2400;4420;4200;3980
479;Zuid-Holland (PV);2017;36100;18140;17220;13920;8440;7780;5180;9700;9440;8740;17960;17040;15980
480;Zuid-Holland (PV);2018 1e kwartaal;10080;4320;4080;3340;1960;1800;1200;2360;2280;2140;5760;5420;5100
481;Zuid-Holland (PV);2018 2e kwartaal;8940;4320;4080;3360;2000;1840;1240;2320;2240;2120;4620;4300;4020
482;Zuid-Holland (PV);2018 3e kwartaal;10020;4960;4760;3900;2160;2040;1400;2800;2720;2500;5040;4700;4340
483;Zuid-Holland (PV);2018 4e kwartaal;9340;4960;4680;3820;2180;2000;1340;2780;2680;2500;4380;4100;3840
484;Zuid-Holland (PV);2018;38360;18560;17600;14420;8300;7680;5180;10260;9920;9240;19800;18520;17320
485;Zuid-Holland (PV);2019 1e kwartaal;9100;4440;4220;3420;1900;1780;1160;2540;2440;2260;4660;4420;4120
486;Zuid-Holland (PV);2019 2e kwartaal;9900;4520;4280;3500;2100;1940;1300;2440;2360;2200;5380;5000;4640
487;Zuid-Holland (PV);2019 3e kwartaal;9560;4380;4140;3340;2200;2000;1340;2180;2120;1980;5180;4820;4460
488;Zuid-Holland (PV);2019 4e kwartaal;10420;5880;5560;4640;2140;1960;1280;3760;3620;3340;4540;4340;4080
489;Zuid-Holland (PV);2019;38980;19220;18200;14880;8320;7660;5100;10920;10540;9780;19740;18560;17320
490;Zeeland (PV);2013 1e kwartaal;680;460;420;380;220;200;180;220;220;220;220;220;220
491;Zeeland (PV);2013 2e kwartaal;780;500;460;440;260;220;200;240;240;240;280;260;240
492;Zeeland (PV);2013 3e kwartaal;940;540;500;480;280;260;220;260;260;260;420;400;380
493;Zeeland (PV);2013 4e kwartaal;840;500;460;420;260;240;200;240;240;220;340;320;300
494;Zeeland (PV);2013;3220;1980;1860;1720;1020;920;800;960;940;920;1240;1180;1140
495;Zeeland (PV);2014 1e kwartaal;680;480;440;400;260;240;200;220;200;200;220;200;200
496;Zeeland (PV);2014 2e kwartaal;760;480;440;420;240;220;200;240;220;220;280;260;240
497;Zeeland (PV);2014 3e kwartaal;860;480;460;420;240;220;180;260;240;240;360;320;320
498;Zeeland (PV);2014 4e kwartaal;700;460;440;420;240;200;180;240;220;220;240;220;220
