ID;Beroep;Marges;Perioden;RegelmatigVeelKrachtZetten_1;RegelmatigHardPraten_2;RegelmatigTeMakenMetTrillingen_3;GevaarlijkWerkTot2018_4;GevaarlijkWerkVanaf2018_5;Vallen_6;Struikelen_7;Bekneld_8;Snijden_9;Botsen_10;GevaarlijkeStoffen_11;Geweld_12;Verbranden_13;Verstikking_14;Anders_15;WaterigeOplossingen_16;StoffenOpHuid_17;AdemtStoffenIn_18;BesmettePersonen_19;WerktMetOfDichtbijOngezondeStoffen_20;Besmettingskans_21;BesmettingskansViaPatienten_22;BesmettingskansViaAndereMensen_23;BesmettingskansViaDieren_24;BesmettingskansViaWater_25;BesmettingskansViaOnderzoeksmateriaal_26;BesmettingskansViaAnderMateriaal_27;InOngemakkelijkeWerkhoudingWerken_28;TijdensWerkRepeterendeBewegingMaken_29;UurPerDagAanBeeldschermVoorWerk_30
1399;0432 Secretaresses;Ondergrens 95%-interval;2016;0.3;0.2;0.0;0.0;;;;;;;;;;;;0.2;0.3;0.7;0.3;;;;;;;;;1.6;27.8;6.4
1400;0432 Secretaresses;Ondergrens 95%-interval;2017;0.8;0.2;0.1;0.2;;;;;;;;;;;;1.4;1.0;1.0;1.1;;;;;;;;;0.8;25.7;6.5
1401;0432 Secretaresses;Ondergrens 95%-interval;2018;0.3;0.4;0.0;;0.9;0.0;0.0;0.0;0.1;0.0;0.1;0.3;0.0;0.0;0.3;0.8;0.4;0.2;0.9;;;;;;;;;1.1;28.2;6.5
1402;0432 Secretaresses;Ondergrens 95%-interval;2019;0.1;0.3;0.1;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.2;0.9;1.1;1.3;;;;;;;;;0.0;25.4;6.6
1403;0432 Secretaresses;Ondergrens 95%-interval;2020;0.0;0.1;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.6;1.2;1.3;1.8;;;;;;;;;0.0;19.0;6.4
1404;0432 Secretaresses;Ondergrens 95%-interval;2021;0.1;0.2;0.4;;0.1;0.0;0.0;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.9;0.4;0.4;1.7;;;;;;;;;0.3;22.7;6.6
1405;0432 Secretaresses;Ondergrens 95%-interval;2022;0.0;0.1;0.0;;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;;;;;0.2;38.7;9.7;33.3;0.6;0.0;0.0;0.0;0.9;21.9;6.5
1406;0432 Secretaresses;Ondergrens 95%-interval;2023;0.7;0.4;0.3;;0.2;0.0;0.1;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;;;;;0.3;30.8;5.3;24.4;0.1;0.0;0.1;0.0;0.0;21.5;6.4
1407;0432 Secretaresses;Ondergrens 95%-interval;2024;0.4;1.2;0.2;;1.0;0.0;0.1;0.0;0.0;0.2;0.5;0.0;0.0;0.0;0.1;;;;;0.7;36.4;12.0;25.4;0.1;0.3;0.1;0.1;1.2;21.3;6.6
1408;0432 Secretaresses;Bovengrens 95%-interval;2014;2.3;4.6;;1.6;;;;;;;;;;;;2.8;3.0;3.2;4.9;;;;;;;;;4.9;40.8;6.7
1409;0432 Secretaresses;Bovengrens 95%-interval;2015;2.9;3.3;;1.5;;;;;;;;;;;;2.8;4.2;3.0;4.7;;;;;;;;;2.8;35.4;6.7
1410;0432 Secretaresses;Bovengrens 95%-interval;2016;2.5;3.3;2.0;;;;;;;;;;;;;3.9;3.9;4.7;3.8;;;;;;;;;6.1;38.7;6.7
1411;0432 Secretaresses;Bovengrens 95%-interval;2017;4.6;2.6;3.5;3.2;;;;;;;;;;;;5.3;4.3;4.3;4.5;;;;;;;;;4.4;36.4;6.9
1412;0432 Secretaresses;Bovengrens 95%-interval;2018;2.7;2.5;;;4.3;;2.1;;2.9;;2.9;3.0;;;3.0;3.9;3.1;2.3;3.8;;;;;;;;;4.6;37.6;6.8
1413;0432 Secretaresses;Bovengrens 95%-interval;2019;1.9;2.4;2.4;;1.9;;;;1.9;;;;;;;5.1;4.7;5.0;5.3;;;;;;;;;;35.2;7.0
1414;0432 Secretaresses;Bovengrens 95%-interval;2020;;2.2;2.0;;;;;;;;;;;;;5.2;4.6;4.7;5.6;;;;;;;;;;28.3;6.8
1415;0432 Secretaresses;Bovengrens 95%-interval;2021;3.7;2.6;4.1;;2.5;;1.8;2.5;;;2.5;;;;;5.4;3.8;3.8;7.0;;;;;;;;;2.9;34.6;7.0
1416;0432 Secretaresses;Bovengrens 95%-interval;2022;;2.3;;;3.2;;2.3;;;;;2.8;;;;;;;;3.0;51.2;18.3;45.4;4.4;2.4;;;5.6;32.8;7.0
1417;0432 Secretaresses;Bovengrens 95%-interval;2023;5.4;4.1;5.2;;3.5;;3.9;;;;3.9;2.0;;;;;;;;5.0;43.8;12.7;36.7;3.4;;4.9;;2.0;33.5;6.9
1418;0432 Secretaresses;Bovengrens 95%-interval;2024;4.0;5.6;3.1;;5.0;;3.0;;1.9;3.2;3.8;1.9;1.9;;3.2;;;;;4.4;50.8;22.9;38.9;3.2;4.2;3.2;3.0;6.8;34.0;7.1
1419;0433 Receptionisten en telefonisten;Waarde;2014;3.7;2.5;0.6;1.0;;;;;;;;;;;;2.9;1.3;1.7;2.0;;;;;;;;;3.0;35.5;6.5
1420;0433 Receptionisten en telefonisten;Waarde;2015;3.8;2.8;0.8;0.2;;;;;;;;;;;;2.2;2.0;1.0;1.2;;;;;;;;;4.2;32.9;6.4
1421;0433 Receptionisten en telefonisten;Waarde;2016;4.1;4.1;0.9;0.6;;;;;;;;;;;;3.4;1.9;2.6;2.9;;;;;;;;;3.7;31.6;6.4
1422;0433 Receptionisten en telefonisten;Waarde;2017;3.3;4.6;0.9;0.5;;;;;;;;;;;;3.5;2.5;3.0;3.0;;;;;;;;;4.2;33.5;6.5
1423;0433 Receptionisten en telefonisten;Waarde;2018;3.2;3.1;0.9;;3.6;0.2;1.2;0.1;0.5;1.5;0.0;1.0;0.2;0.0;0.6;3.9;2.9;3.6;4.1;;;;;;;;;3.9;28.2;6.5
1424;0433 Receptionisten en telefonisten;Waarde;2019;4.2;3.7;1.2;;3.2;0.2;1.1;0.3;1.0;0.7;0.6;1.1;0.2;0.0;0.6;3.8;2.7;2.9;2.3;;;;;;;;;4.5;29.0;6.5
1425;0433 Receptionisten en telefonisten;Waarde;2020;2.9;2.2;0.9;;1.9;0.2;0.5;0.2;0.4;0.1;0.1;0.8;0.0;0.1;0.5;2.9;2.5;2.6;4.9;;;;;;;;;3.4;26.7;6.7
1426;0433 Receptionisten en telefonisten;Waarde;2021;2.7;2.3;1.3;;2.9;0.2;0.7;0.1;0.7;0.4;0.0;1.0;0.2;0.0;0.7;2.6;2.1;2.3;4.4;;;;;;;;;3.3;27.9;6.8
1427;0433 Receptionisten en telefonisten;Waarde;2022;4.4;3.0;1.2;;2.6;0.4;0.9;0.5;0.7;0.4;0.5;1.2;0.5;0.1;0.6;;;;;1.6;42.5;4.7;39.5;0.2;0.4;0.3;0.8;4.1;26.9;6.7
1428;0433 Receptionisten en telefonisten;Waarde;2023;3.4;2.3;0.7;;2.7;0.1;0.3;0.0;0.4;0.6;0.1;1.0;0.4;0.1;0.6;;;;;1.5;38.7;4.0;35.6;0.4;1.0;0.4;1.2;3.2;23.5;6.6
1429;0433 Receptionisten en telefonisten;Waarde;2024;3.1;3.4;1.1;;3.3;0.1;0.7;0.2;0.6;0.9;0.4;0.7;0.3;0.0;0.9;;;;;1.9;35.5;3.9;33.2;0.1;0.6;0.2;0.8;3.6;24.4;6.7
1430;0433 Receptionisten en telefonisten;Ondergrens 95%-interval;2014;2.4;1.6;0.3;0.5;;;;;;;;;;;;1.9;0.7;1.0;1.2;;;;;;;;;2.0;32.1;6.4
1431;0433 Receptionisten en telefonisten;Ondergrens 95%-interval;2015;2.8;1.9;0.4;0.1;;;;;;;;;;;;1.5;1.3;0.5;0.7;;;;;;;;;3.1;29.9;6.3
1432;0433 Receptionisten en telefonisten;Ondergrens 95%-interval;2016;3.1;3.1;0.5;0.2;;;;;;;;;;;;2.4;1.2;1.7;2.0;;;;;;;;;2.7;28.8;6.3
1433;0433 Receptionisten en telefonisten;Ondergrens 95%-interval;2017;2.3;3.4;0.4;0.2;;;;;;;;;;;;2.5;1.6;2.0;2.0;;;;;;;;;3.0;30.5;6.3
1434;0433 Receptionisten en telefonisten;Ondergrens 95%-interval;2018;2.3;2.2;0.5;;2.7;0.1;0.8;0.0;0.2;0.9;0.0;0.5;0.1;0.0;0.3;2.8;2.0;2.6;3.0;;;;;;;;;2.9;25.7;6.4
1435;0433 Receptionisten en telefonisten;Ondergrens 95%-interval;2019;3.1;2.8;0.7;;2.3;0.1;0.6;0.1;0.6;0.4;0.3;0.6;0.1;0.0;0.2;2.8;1.9;2.1;1.5;;;;;;;;;3.4;26.4;6.3
1436;0433 Receptionisten en telefonisten;Ondergrens 95%-interval;2020;2.0;1.5;0.5;;1.3;0.0;0.2;0.1;0.1;0.0;0.0;0.4;0.0;0.0;0.2;2.0;1.7;1.7;3.8;;;;;;;;;2.4;24.1;6.6
1437;0433 Receptionisten en telefonisten;Ondergrens 95%-interval;2021;1.8;1.5;0.7;;2.0;0.1;0.3;0.0;0.3;0.2;0.0;0.5;0.1;0.0;0.3;1.8;1.3;1.5;3.2;;;;;;;;;2.3;25.1;6.6
1438;0433 Receptionisten en telefonisten;Ondergrens 95%-interval;2022;3.4;2.1;0.7;;1.8;0.2;0.5;0.3;0.4;0.2;0.2;0.7;0.2;0.0;0.3;;;;;1.0;39.6;3.6;36.7;0.1;0.2;0.1;0.4;3.1;24.4;6.6
1439;0433 Receptionisten en telefonisten;Ondergrens 95%-interval;2023;2.4;1.5;0.4;;1.9;0.0;0.1;0.0;0.1;0.3;0.0;0.5;0.1;0.0;0.3;;;;;0.9;35.7;2.9;32.7;0.2;0.5;0.1;0.7;2.2;20.9;6.5
1440;0433 Receptionisten en telefonisten;Ondergrens 95%-interval;2024;2.2;2.4;0.6;;2.3;0.0;0.3;0.1;0.2;0.4;0.1;0.4;0.1;0.0;0.4;;;;;1.2;32.5;2.9;30.2;0.0;0.3;0.0;0.4;2.6;21.7;6.6
1441;0433 Receptionisten en telefonisten;Bovengrens 95%-interval;2014;5.6;4.0;1.5;2.3;;;;;;;;;;;;4.3;2.4;2.8;3.3;;;;;;;;;4.3;39.0;6.7
1442;0433 Receptionisten en telefonisten;Bovengrens 95%-interval;2015;5.1;4.1;1.7;1.1;;;;;;;;;;;;3.4;3.1;1.8;2.0;;;;;;;;;5.7;36.1;6.6
1443;0433 Receptionisten en telefonisten;Bovengrens 95%-interval;2016;5.6;5.6;1.7;1.4;;;;;;;;;;;;4.7;3.0;3.8;4.2;;;;;;;;;5.1;34.6;6.5
1444;0433 Receptionisten en telefonisten;Bovengrens 95%-interval;2017;4.8;6.2;1.8;1.3;;;;;;;;;;;;5.0;3.8;4.4;4.4;;;;;;;;;5.8;36.7;6.6
1445;0433 Receptionisten en telefonisten;Bovengrens 95%-interval;2018;4.3;4.2;1.7;;4.8;0.6;2.1;0.6;1.0;2.3;;1.8;0.8;;1.2;5.2;4.2;4.9;5.5;;;;;;;;;5.3;30.8;6.6
1446;0433 Receptionisten en telefonisten;Bovengrens 95%-interval;2019;5.6;5.0;2.0;;4.4;0.8;1.8;0.8;1.8;1.4;1.2;2.0;0.6;;1.3;5.0;3.9;4.1;3.4;;;;;;;;;5.9;31.7;6.6
1447;0433 Receptionisten en telefonisten;Bovengrens 95%-interval;2020;4.3;3.3;1.8;;2.9;0.7;1.3;1.0;1.0;0.5;0.5;1.5;;0.5;1.1;4.2;3.7;3.9;6.4;;;;;;;;;4.7;29.4;6.8
1448;0433 Receptionisten en telefonisten;Bovengrens 95%-interval;2021;4.0;3.6;2.3;;4.3;0.9;1.6;1.0;1.6;1.2;0.2;2.0;1.0;;1.4;3.9;3.2;3.5;5.9;;;;;;;;;4.8;30.9;6.9
1449;0433 Receptionisten en telefonisten;Bovengrens 95%-interval;2022;5.7;4.3;2.0;;3.7;0.9;1.6;1.1;1.4;1.0;1.1;2.0;1.0;0.5;1.4;;;;;2.7;45.4;6.2;42.4;0.6;1.0;0.8;1.6;5.5;29.5;6.8
1450;0433 Receptionisten en telefonisten;Bovengrens 95%-interval;2023;4.7;3.4;1.5;;4.0;0.7;1.0;;1.0;1.3;0.5;1.9;1.1;0.7;1.3;;;;;2.6;41.8;5.3;38.7;1.0;1.8;1.2;2.2;4.7;26.3;6.8
1451;0433 Receptionisten en telefonisten;Bovengrens 95%-interval;2024;4.4;4.8;1.9;;4.6;0.5;1.4;0.7;1.4;1.9;1.0;1.5;1.0;;1.9;;;;;3.0;38.6;5.4;36.2;0.5;1.4;0.6;1.7;5.0;27.3;6.9
1452;0434 Boekhoudkundig medewerkers;Waarde;2014;0.8;1.3;0.7;0.1;;;;;;;;;;;;1.2;0.7;1.6;1.2;;;;;;;;;1.1;32.5;6.7
1453;0434 Boekhoudkundig medewerkers;Waarde;2015;1.1;0.5;0.1;0.3;;;;;;;;;;;;1.1;0.9;0.9;0.7;;;;;;;;;1.4;30.0;6.6
1454;0434 Boekhoudkundig medewerkers;Waarde;2016;0.4;1.4;0.3;0.1;;;;;;;;;;;;2.0;1.5;1.7;1.5;;;;;;;;;1.2;32.5;6.7
1455;0434 Boekhoudkundig medewerkers;Waarde;2017;1.5;1.1;0.6;0.2;;;;;;;;;;;;2.2;1.0;1.5;0.8;;;;;;;;;1.5;32.7;6.8
1456;0434 Boekhoudkundig medewerkers;Waarde;2018;0.4;1.1;0.3;;0.4;0.0;0.1;0.0;0.0;0.1;0.1;0.2;0.1;0.0;0.1;1.5;1.4;1.6;1.4;;;;;;;;;1.2;27.4;6.7
1457;0434 Boekhoudkundig medewerkers;Waarde;2019;1.6;1.3;0.6;;1.2;0.0;0.4;0.1;0.5;0.1;0.0;0.3;0.1;0.0;0.6;1.4;1.4;1.9;1.3;;;;;;;;;1.9;25.7;6.8
1458;0434 Boekhoudkundig medewerkers;Waarde;2020;0.7;0.5;0.4;;0.3;0.0;0.1;0.0;0.1;0.1;0.0;0.0;0.0;0.0;0.1;2.8;2.8;2.7;3.4;;;;;;;;;1.9;23.2;6.9
1459;0434 Boekhoudkundig medewerkers;Waarde;2021;0.7;0.2;0.3;;0.3;0.0;0.2;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.1;3.9;3.2;3.4;3.2;;;;;;;;;1.3;25.0;6.9
1460;0434 Boekhoudkundig medewerkers;Waarde;2022;0.8;0.4;0.3;;0.2;0.0;0.1;0.1;0.1;0.2;0.0;0.0;0.0;0.0;0.1;;;;;0.3;30.3;1.0;29.4;0.1;0.6;0.1;0.4;1.4;23.7;6.9
1461;0434 Boekhoudkundig medewerkers;Waarde;2023;0.8;0.1;0.4;;0.3;0.1;0.2;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.1;;;;;0.6;22.6;1.6;21.1;0.1;0.2;0.1;0.1;1.1;21.7;7.0
1462;0434 Boekhoudkundig medewerkers;Waarde;2024;0.6;0.7;0.2;;0.9;0.3;0.5;0.2;0.3;0.0;0.0;0.0;0.1;0.0;0.4;;;;;0.0;26.7;0.8;25.9;0.2;0.5;0.0;0.0;1.0;22.1;7.0
1463;0434 Boekhoudkundig medewerkers;Ondergrens 95%-interval;2014;0.4;0.7;0.3;0.0;;;;;;;;;;;;0.7;0.3;0.9;0.6;;;;;;;;;0.6;29.3;6.6
1464;0434 Boekhoudkundig medewerkers;Ondergrens 95%-interval;2015;0.6;0.2;0.0;0.1;;;;;;;;;;;;0.6;0.5;0.5;0.3;;;;;;;;;0.8;26.9;6.5
1465;0434 Boekhoudkundig medewerkers;Ondergrens 95%-interval;2016;0.1;0.8;0.1;0.0;;;;;;;;;;;;1.2;0.8;1.0;0.9;;;;;;;;;0.6;29.4;6.6
1466;0434 Boekhoudkundig medewerkers;Ondergrens 95%-interval;2017;0.7;0.5;0.2;0.1;;;;;;;;;;;;1.3;0.4;0.8;0.3;;;;;;;;;0.8;29.5;6.7
1467;0434 Boekhoudkundig medewerkers;Ondergrens 95%-interval;2018;0.2;0.6;0.1;;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.9;0.8;1.0;0.8;;;;;;;;;0.6;24.7;6.6
1468;0434 Boekhoudkundig medewerkers;Ondergrens 95%-interval;2019;0.9;0.7;0.2;;0.7;0.0;0.1;0.0;0.2;0.0;0.0;0.1;0.0;0.0;0.2;0.8;0.8;1.2;0.7;;;;;;;;;1.1;23.0;6.7
1469;0434 Boekhoudkundig medewerkers;Ondergrens 95%-interval;2020;0.4;0.2;0.1;;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;1.8;2.4;;;;;;;;;1.2;20.7;6.8
1470;0434 Boekhoudkundig medewerkers;Ondergrens 95%-interval;2021;0.3;0.1;0.1;;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.7;2.1;2.3;2.2;;;;;;;;;0.7;22.2;6.8
1471;0434 Boekhoudkundig medewerkers;Ondergrens 95%-interval;2022;0.4;0.1;0.1;;0.1;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;;;;;0.1;27.4;0.5;26.5;0.0;0.3;0.0;0.1;0.8;21.1;6.8
1472;0434 Boekhoudkundig medewerkers;Ondergrens 95%-interval;2023;0.4;0.0;0.1;;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.2;19.9;0.9;18.6;0.0;0.1;0.0;0.0;0.6;19.1;6.9
1473;0434 Boekhoudkundig medewerkers;Ondergrens 95%-interval;2024;0.2;0.3;0.0;;0.4;0.1;0.1;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.1;;;;;0.0;23.7;0.3;23.0;0.1;0.2;0.0;0.0;0.5;19.4;6.8
1474;0434 Boekhoudkundig medewerkers;Bovengrens 95%-interval;2014;1.9;2.3;1.8;0.9;;;;;;;;;;;;2.2;1.6;2.6;2.2;;;;;;;;;2.2;35.9;6.8
1475;0434 Boekhoudkundig medewerkers;Bovengrens 95%-interval;2015;2.1;1.3;0.8;1.1;;;;;;;;;;;;2.1;1.8;1.8;1.5;;;;;;;;;2.5;33.2;6.8
1476;0434 Boekhoudkundig medewerkers;Bovengrens 95%-interval;2016;1.0;2.4;0.9;0.8;;;;;;;;;;;;3.2;2.5;2.8;2.6;;;;;;;;;2.2;35.7;6.8
1477;0434 Boekhoudkundig medewerkers;Bovengrens 95%-interval;2017;3.3;2.1;1.4;0.9;;;;;;;;;;;;3.7;2.3;2.9;2.0;;;;;;;;;2.9;36.0;6.9
1478;0434 Boekhoudkundig medewerkers;Bovengrens 95%-interval;2018;1.1;2.1;0.9;;1.0;;0.6;;;0.6;0.6;0.9;0.6;;0.6;2.4;2.3;2.5;2.3;;;;;;;;;2.1;30.2;6.8
1479;0434 Boekhoudkundig medewerkers;Bovengrens 95%-interval;2019;2.7;2.3;1.5;;2.3;;1.1;0.9;1.4;0.7;;1.2;0.7;;1.3;2.3;2.5;3.0;2.3;;;;;;;;;3.2;28.5;6.9
1480;0434 Boekhoudkundig medewerkers;Bovengrens 95%-interval;2020;1.6;1.2;1.3;;0.9;;0.9;;0.9;0.5;;;;;0.7;4.1;4.1;3.9;4.8;;;;;;;;;3.0;25.9;7.0
1481;0434 Boekhoudkundig medewerkers;Bovengrens 95%-interval;2021;1.6;0.8;1.0;;1.1;;1.3;;1.3;;;;;;0.6;5.6;4.7;5.0;4.7;;;;;;;;;2.4;28.1;7.0
1482;0434 Boekhoudkundig medewerkers;Bovengrens 95%-interval;2022;1.7;1.1;1.0;;0.8;;0.9;0.9;0.9;0.8;;;;;0.9;;;;;0.9;33.4;1.8;32.5;0.7;1.6;0.9;1.1;2.5;26.5;7.0
1483;0434 Boekhoudkundig medewerkers;Bovengrens 95%-interval;2023;1.8;0.6;1.2;;0.9;0.7;0.7;;0.7;;;;;;0.8;;;;;1.6;25.5;2.8;24.0;1.1;0.9;0.6;0.4;2.1;24.5;7.1
1484;0434 Boekhoudkundig medewerkers;Bovengrens 95%-interval;2024;1.5;1.5;1.3;;2.1;1.1;1.5;1.3;1.2;;;;0.6;;1.6;;;;;;29.8;1.8;29.1;0.9;1.3;;;2.0;25.0;7.1
1485;0435 Transportplanners en logistiek m.;Waarde;2014;18.5;7.1;10.8;2.7;;;;;;;;;;;;4.5;2.8;6.1;1.5;;;;;;;;;7.4;34.2;5.4
1486;0435 Transportplanners en logistiek m.;Waarde;2015;19.3;6.3;11.5;2.5;;;;;;;;;;;;3.9;2.5;5.4;0.7;;;;;;;;;5.5;32.6;5.4
1487;0435 Transportplanners en logistiek m.;Waarde;2016;20.7;9.0;13.4;2.7;;;;;;;;;;;;5.3;3.8;6.6;2.4;;;;;;;;;7.7;32.9;5.3
1488;0435 Transportplanners en logistiek m.;Waarde;2017;25.6;9.1;16.8;3.6;;;;;;;;;;;;5.1;4.7;9.3;2.6;;;;;;;;;9.7;34.3;5.1
1489;0435 Transportplanners en logistiek m.;Waarde;2018;20.6;8.1;12.4;;14.0;1.7;4.2;2.3;4.0;7.5;3.3;0.2;0.6;0.3;1.8;5.4;3.5;7.0;1.3;;;;;;;;;7.4;33.9;5.4
1490;0435 Transportplanners en logistiek m.;Waarde;2019;21.2;8.2;12.5;;15.5;2.1;5.6;3.2;4.5;9.1;2.5;0.3;0.6;0.4;1.5;4.8;3.9;9.6;1.7;;;;;;;;;7.3;31.5;5.2
1491;0435 Transportplanners en logistiek m.;Waarde;2020;17.7;7.1;11.8;;11.4;1.1;4.3;2.7;3.3;6.7;2.3;0.2;0.3;0.2;1.1;3.7;2.1;5.0;3.9;;;;;;;;;6.1;28.8;5.5
1492;0435 Transportplanners en logistiek m.;Waarde;2021;20.5;6.3;13.0;;12.6;1.3;4.9;2.8;4.0;7.0;1.9;1.3;0.6;0.3;1.2;5.3;3.6;6.6;3.8;;;;;;;;;6.6;30.8;5.6
1493;0435 Transportplanners en logistiek m.;Waarde;2022;23.0;6.7;10.9;;13.5;1.5;4.8;2.5;4.1;8.2;2.1;0.4;0.6;0.5;1.2;;;;;5.7;36.9;1.7;34.0;0.6;1.3;0.1;2.8;6.4;29.8;5.4
1494;0435 Transportplanners en logistiek m.;Waarde;2023;23.7;6.1;12.0;;12.7;1.4;5.9;2.9;4.1;7.6;2.2;0.3;0.6;0.1;1.0;;;;;6.4;29.9;1.5;26.7;0.6;0.9;0.5;2.3;6.7;30.1;5.4
1495;0435 Transportplanners en logistiek m.;Waarde;2024;22.6;7.3;12.2;;13.6;1.8;5.9;2.6;4.9;8.2;2.9;0.4;1.1;0.5;1.0;;;;;5.8;29.3;2.0;25.6;0.6;2.1;0.2;2.8;7.4;30.5;5.4
1496;0435 Transportplanners en logistiek m.;Ondergrens 95%-interval;2014;15.9;5.5;8.8;1.7;;;;;;;;;;;;3.2;1.8;4.6;0.8;;;;;;;;;5.7;30.9;5.3
1497;0435 Transportplanners en logistiek m.;Ondergrens 95%-interval;2015;16.9;4.9;9.6;1.7;;;;;;;;;;;;2.8;1.6;4.1;0.3;;;;;;;;;4.3;29.8;5.2
1498;0435 Transportplanners en logistiek m.;Ondergrens 95%-interval;2016;18.2;7.3;11.3;1.9;;;;;;;;;;;;4.0;2.7;5.1;1.5;;;;;;;;;6.1;30.0;5.1
1499;0435 Transportplanners en logistiek m.;Ondergrens 95%-interval;2017;22.8;7.3;14.4;2.6;;;;;;;;;;;;3.8;3.5;7.4;1.7;;;;;;;;;7.8;31.2;4.9
1500;0435 Transportplanners en logistiek m.;Ondergrens 95%-interval;2018;18.4;6.7;10.7;;12.2;1.1;3.2;1.6;3.0;6.2;2.4;0.1;0.3;0.1;1.2;4.3;2.6;5.7;0.8;;;;;;;;;6.1;31.4;5.2
1501;0435 Transportplanners en logistiek m.;Ondergrens 95%-interval;2019;18.9;6.7;10.7;;13.5;1.4;4.4;2.3;3.4;7.5;1.8;0.1;0.2;0.2;0.9;3.7;2.9;8.0;1.1;;;;;;;;;5.9;28.9;5.1
1502;0435 Transportplanners en logistiek m.;Ondergrens 95%-interval;2020;15.6;5.8;10.0;;9.7;0.6;3.2;1.9;2.4;5.4;1.5;0.1;0.1;0.0;0.7;2.8;1.5;3.9;3.0;;;;;;;;;4.8;26.3;5.4
1503;0435 Transportplanners en logistiek m.;Ondergrens 95%-interval;2021;18.1;5.0;11.0;;10.7;0.8;3.7;2.0;2.9;5.6;1.2;0.8;0.3;0.1;0.7;4.1;2.6;5.2;2.8;;;;;;;;;5.2;28.1;5.4
1504;0435 Transportplanners en logistiek m.;Ondergrens 95%-interval;2022;20.8;5.5;9.3;;11.8;1.0;3.8;1.8;3.1;6.8;1.4;0.2;0.3;0.2;0.7;;;;;4.5;34.3;1.1;31.5;0.3;0.8;0.0;2.0;5.2;27.4;5.3
1505;0435 Transportplanners en logistiek m.;Ondergrens 95%-interval;2023;21.5;4.9;10.4;;11.0;0.9;4.8;2.1;3.1;6.3;1.6;0.1;0.3;0.0;0.6;;;;;5.2;27.5;0.9;24.4;0.3;0.5;0.2;1.6;5.4;27.8;5.2
1506;0435 Transportplanners en logistiek m.;Ondergrens 95%-interval;2024;20.3;6.0;10.5;;11.8;1.2;4.7;1.8;3.8;6.8;2.0;0.2;0.6;0.2;0.6;;;;;4.6;26.9;1.3;23.3;0.3;1.4;0.1;2.0;6.1;28.0;5.2
1507;0435 Transportplanners en logistiek m.;Bovengrens 95%-interval;2014;21.4;9.1;13.2;4.1;;;;;;;;;;;;6.2;4.1;7.9;2.6;;;;;;;;;9.6;37.6;5.6
1508;0435 Transportplanners en logistiek m.;Bovengrens 95%-interval;2015;21.9;8.0;13.7;3.7;;;;;;;;;;;;5.3;3.7;7.0;1.4;;;;;;;;;7.1;35.6;5.6
1509;0435 Transportplanners en logistiek m.;Bovengrens 95%-interval;2016;23.5;11.1;15.8;4.0;;;;;;;;;;;;7.0;5.3;8.4;3.6;;;;;;;;;9.7;36.0;5.4
1510;0435 Transportplanners en logistiek m.;Bovengrens 95%-interval;2017;28.8;11.4;19.5;5.1;;;;;;;;;;;;6.9;6.4;11.5;4.0;;;;;;;;;11.8;37.5;5.3
1511;0435 Transportplanners en logistiek m.;Bovengrens 95%-interval;2018;22.9;9.7;14.4;;16.1;2.6;5.3;3.3;5.2;9.1;4.5;0.6;1.2;0.8;2.8;6.8;4.7;8.6;2.1;;;;;;;;;9.0;36.5;5.5
1512;0435 Transportplanners en logistiek m.;Bovengrens 95%-interval;2019;23.7;9.9;14.5;;17.7;3.0;7.0;4.4;5.8;10.8;3.5;0.8;1.3;0.9;2.4;6.2;5.2;11.4;2.7;;;;;;;;;9.0;34.2;5.4
1513;0435 Transportplanners en logistiek m.;Bovengrens 95%-interval;2020;20.0;8.8;13.8;;13.4;1.8;5.6;3.8;4.5;8.4;3.4;0.8;0.9;0.7;1.9;4.9;3.1;6.4;5.2;;;;;;;;;7.6;31.4;5.7
1514;0435 Transportplanners en logistiek m.;Bovengrens 95%-interval;2021;23.1;7.9;15.3;;14.8;2.2;6.3;4.1;5.4;8.8;3.0;2.2;1.2;0.8;2.1;6.8;5.0;8.3;5.2;;;;;;;;;8.3;33.7;5.7
1515;0435 Transportplanners en logistiek m.;Bovengrens 95%-interval;2022;25.4;8.2;12.7;;15.5;2.4;6.2;3.5;5.4;9.9;3.1;1.0;1.2;1.3;2.0;;;;;7.1;39.5;2.6;36.6;1.2;2.0;0.5;3.9;7.9;32.3;5.6
