ID;Feedstocks;Destination;Periods;TotalSupply_1;IndigenousProduction_2;ProductionFromOtherSources_3;Imports_4;Exports_5;StockChange_6;TotalConsumption_7;Processing_8;FinalConsumption_9;OpeningStock_10;ClosingStock_11;StockChange_12
1650;Natural gas liquids;Destined for processing the Netherlands;2018 4th quarter;1506.0;71.0;;1470.0;8.0;-27.0;1506.0;1159.0;347.0;308.0;335.0;-27.0
1651;Natural gas liquids;Destined for processing the Netherlands;2019 January;575.0;16.0;;601.0;;-41.0;575.0;453.0;123.0;335.0;376.0;-41.0
1652;Natural gas liquids;Destined for processing the Netherlands;2019 February;421.0;10.0;;357.0;;53.0;421.0;257.0;164.0;376.0;323.0;53.0
1653;Natural gas liquids;Destined for processing the Netherlands;2019 March;516.0;13.0;;592.0;0.0;-89.0;516.0;389.0;127.0;323.0;413.0;-89.0
1654;Natural gas liquids;Destined for processing the Netherlands;2019 1st quarter;1512.0;40.0;;1550.0;0.0;-78.0;1512.0;1099.0;413.0;335.0;413.0;-78.0
1655;Natural gas liquids;Destined for processing the Netherlands;2019 April;451.0;12.0;;358.0;18.0;99.0;451.0;344.0;108.0;413.0;314.0;99.0
1656;Natural gas liquids;Destined for processing the Netherlands;2019 May;557.0;10.0;;582.0;;-35.0;557.0;431.0;127.0;314.0;349.0;-35.0
1657;Natural gas liquids;Destined for processing the Netherlands;2019 June;344.0;10.0;;334.0;21.0;21.0;344.0;251.0;93.0;349.0;328.0;21.0
1658;Natural gas liquids;Destined for processing the Netherlands;2019 2nd quarter;1352.0;33.0;;1274.0;39.0;85.0;1352.0;1025.0;327.0;413.0;328.0;85.0
1659;Natural gas liquids;Destined for processing the Netherlands;2019 July;210.0;8.0;;283.0;3.0;-77.0;210.0;123.0;88.0;328.0;405.0;-77.0
1660;Natural gas liquids;Destined for processing the Netherlands;2019 August;409.0;11.0;;300.0;9.0;107.0;409.0;312.0;97.0;405.0;297.0;107.0
1661;Natural gas liquids;Destined for processing the Netherlands;2019 September;405.0;8.0;;381.0;36.0;51.0;405.0;273.0;131.0;297.0;246.0;51.0
1662;Natural gas liquids;Destined for processing the Netherlands;2019 3rd quarter;1024.0;27.0;;965.0;49.0;82.0;1024.0;708.0;316.0;328.0;246.0;82.0
1663;Natural gas liquids;Destined for processing the Netherlands;2019 October;399.0;11.0;;508.0;;-121.0;399.0;265.0;134.0;246.0;367.0;-121.0
1664;Natural gas liquids;Destined for processing the Netherlands;2019 November;346.0;12.0;;214.0;;120.0;346.0;263.0;83.0;367.0;247.0;120.0
1665;Natural gas liquids;Destined for processing the Netherlands;2019 December;511.0;10.0;;337.0;;164.0;511.0;397.0;114.0;247.0;83.0;164.0
1666;Natural gas liquids;Destined for processing the Netherlands;2019 4th quarter;1255.0;33.0;;1059.0;;163.0;1255.0;925.0;330.0;246.0;83.0;163.0
1667;Natural gas liquids;Destined for processing the Netherlands;2020 January;313.0;13.0;;381.0;;-80.0;313.0;223.0;90.0;83.0;163.0;-80.0
1668;Natural gas liquids;Destined for processing the Netherlands;2020 February;528.0;12.0;;609.0;4.0;-89.0;528.0;437.0;91.0;163.0;252.0;-89.0
1669;Natural gas liquids;Destined for processing the Netherlands;2020 March;568.0;14.0;;548.0;6.0;12.0;568.0;476.0;92.0;252.0;240.0;12.0
1670;Natural gas liquids;Destined for processing the Netherlands;2020 1st quarter;1458.0;38.0;;1587.0;9.0;-157.0;1458.0;1184.0;274.0;83.0;240.0;-157.0
1671;Natural gas liquids;Destined for processing the Netherlands;2020 April;637.0;11.0;;744.0;1.0;-117.0;637.0;476.0;161.0;240.0;357.0;-117.0
1672;Natural gas liquids;Destined for processing the Netherlands;2020 May;624.0;7.0;;586.0;9.0;39.0;624.0;495.0;129.0;357.0;317.0;39.0
1673;Natural gas liquids;Destined for processing the Netherlands;2020 June;643.0;10.0;;543.0;1.0;90.0;643.0;471.0;172.0;317.0;227.0;90.0
1674;Natural gas liquids;Destined for processing the Netherlands;2020 2nd quarter;1903.0;28.0;;1873.0;10.0;13.0;1903.0;1442.0;461.0;240.0;227.0;13.0
1675;Natural gas liquids;Destined for processing the Netherlands;2020 July;457.0;7.0;;449.0;1.0;2.0;457.0;311.0;146.0;227.0;225.0;2.0
1676;Natural gas liquids;Destined for processing the Netherlands;2020 August;418.0;8.0;;407.0;2.0;5.0;418.0;341.0;77.0;225.0;221.0;5.0
1677;Natural gas liquids;Destined for processing the Netherlands;2020 September;362.0;7.0;;659.0;11.0;-293.0;362.0;208.0;154.0;221.0;514.0;-293.0
1678;Natural gas liquids;Destined for processing the Netherlands;2020 3rd quarter;1237.0;22.0;;1515.0;14.0;-287.0;1237.0;860.0;377.0;227.0;514.0;-287.0
1679;Natural gas liquids;Destined for processing the Netherlands;2020 October;698.0;6.0;;502.0;1.0;191.0;698.0;608.0;91.0;514.0;322.0;191.0
1680;Natural gas liquids;Destined for processing the Netherlands;2020 November;444.0;9.0;;570.0;12.0;-124.0;444.0;271.0;172.0;322.0;446.0;-124.0
1681;Natural gas liquids;Destined for processing the Netherlands;2020 December;495.0;9.0;;521.0;20.0;-15.0;495.0;312.0;183.0;446.0;461.0;-15.0
1682;Natural gas liquids;Destined for processing the Netherlands;2020 4th quarter;1637.0;24.0;;1593.0;33.0;53.0;1637.0;1191.0;446.0;514.0;461.0;53.0
1683;Natural gas liquids;Destined for processing the Netherlands;2021 January;561.0;11.0;;341.0;0.0;209.0;561.0;487.0;75.0;461.0;252.0;209.0
1684;Natural gas liquids;Destined for processing the Netherlands;2021 February;195.0;9.0;;223.0;5.0;-32.0;195.0;142.0;53.0;252.0;284.0;-32.0
1685;Natural gas liquids;Destined for processing the Netherlands;2021 March;330.0;11.0;;341.0;3.0;-18.0;330.0;213.0;117.0;284.0;302.0;-18.0
1686;Natural gas liquids;Destined for processing the Netherlands;2021 1st quater;1087.0;31.0;;905.0;8.0;159.0;1087.0;842.0;244.0;461.0;302.0;159.0
1687;Natural gas liquids;Destined for processing the Netherlands;2021 April;320.0;7.0;;414.0;5.0;-97.0;320.0;206.0;114.0;302.0;399.0;-97.0
1688;Natural gas liquids;Destined for transit to other countries;1944;;;;;;;;;;;;
1689;Natural gas liquids;Destined for transit to other countries;1945;;;;;;;;;;;;
1690;Natural gas liquids;Destined for transit to other countries;1946;;;;;;;;;;;;
1691;Natural gas liquids;Destined for transit to other countries;1947;;;;;;;;;;;;
1692;Natural gas liquids;Destined for transit to other countries;1948;;;;;;;;;;;;
1693;Natural gas liquids;Destined for transit to other countries;1949;;;;;;;;;;;;
1694;Natural gas liquids;Destined for transit to other countries;1950;;;;;;;;;;;;
1695;Natural gas liquids;Destined for transit to other countries;1951;;;;;;;;;;;;
1696;Natural gas liquids;Destined for transit to other countries;1952;;;;;;;;;;;;
1697;Natural gas liquids;Destined for transit to other countries;1953;;;;;;;;;;;;
1698;Natural gas liquids;Destined for transit to other countries;1954;;;;;;;;;;;;
1699;Natural gas liquids;Destined for transit to other countries;1955;;;;;;;;;;;;
1700;Natural gas liquids;Destined for transit to other countries;1956;;;;;;;;;;;;
1701;Natural gas liquids;Destined for transit to other countries;1957;;;;;;;;;;;;
1702;Natural gas liquids;Destined for transit to other countries;1958;;;;;;;;;;;;
1703;Natural gas liquids;Destined for transit to other countries;1959;;;;;;;;;;;;
1704;Natural gas liquids;Destined for transit to other countries;1960;;;;;;;;;;;;
1705;Natural gas liquids;Destined for transit to other countries;1961;;;;;;;;;;;;
1706;Natural gas liquids;Destined for transit to other countries;1962;;;;;;;;;;;;
1707;Natural gas liquids;Destined for transit to other countries;1963;;;;;;;;;;;;
1708;Natural gas liquids;Destined for transit to other countries;1964;;;;;;;;;;;;
1709;Natural gas liquids;Destined for transit to other countries;1965;;;;;;;;;;;;
1710;Natural gas liquids;Destined for transit to other countries;1966;;;;;;;;;;;;
1711;Natural gas liquids;Destined for transit to other countries;1967;;;;;;;;;;;;
1712;Natural gas liquids;Destined for transit to other countries;1968;;;;;;;;;;;;
1713;Natural gas liquids;Destined for transit to other countries;1969;;;;;;;;;;;;
1714;Natural gas liquids;Destined for transit to other countries;1970;;;;;;;;;;;;
1715;Natural gas liquids;Destined for transit to other countries;1971;;;;;;;;;;;;
1716;Natural gas liquids;Destined for transit to other countries;1972;;;;;;;;;;;;
1717;Natural gas liquids;Destined for transit to other countries;1973;;;;;;;;;;;;
1718;Natural gas liquids;Destined for transit to other countries;1974;;;;;;;;;;;;
1719;Natural gas liquids;Destined for transit to other countries;1975;;;;;;;;;;;;
1720;Natural gas liquids;Destined for transit to other countries;1976;;;;;;;;;;;;
1721;Natural gas liquids;Destined for transit to other countries;1977;;;;;;;;;;;;
1722;Natural gas liquids;Destined for transit to other countries;1978;0.0;;;53.0;;-53.0;;;;125.0;178.0;-53.0
1723;Natural gas liquids;Destined for transit to other countries;1979;;;;28.0;;;-41.0;-41.0;;;69.0;
1724;Natural gas liquids;Destined for transit to other countries;1980;24.0;;;25.0;1.0;-1.0;25.0;25.0;;;1.0;-1.0
1725;Natural gas liquids;Destined for transit to other countries;1981;11.0;;;74.0;62.0;-1.0;11.0;11.0;;;1.0;-1.0
1726;Natural gas liquids;Destined for transit to other countries;1982;28.0;;;116.0;88.0;0.0;28.0;28.0;;;0.0;0.0
1727;Natural gas liquids;Destined for transit to other countries;1983;1.0;;;164.0;163.0;0.0;1.0;1.0;;0.0;0.0;0.0
1728;Natural gas liquids;Destined for transit to other countries;1984;101.0;;;248.0;152.0;5.0;101.0;101.0;;0.0;-5.0;5.0
1729;Natural gas liquids;Destined for transit to other countries;1985;1.0;;;294.0;258.0;-36.0;1.0;1.0;;-5.0;30.0;-36.0
1730;Natural gas liquids;Destined for transit to other countries;1986;3.0;;;95.0;98.0;6.0;3.0;3.0;;30.0;24.0;6.0
1731;Natural gas liquids;Destined for transit to other countries;1987;7.0;;;202.0;201.0;6.0;7.0;7.0;;24.0;19.0;6.0
1732;Natural gas liquids;Destined for transit to other countries;1988;-3.0;;;748.0;706.0;-46.0;-3.0;-3.0;;19.0;64.0;-46.0
1733;Natural gas liquids;Destined for transit to other countries;1989;-64.0;;;788.0;868.0;16.0;-64.0;-64.0;;64.0;49.0;16.0
1734;Natural gas liquids;Destined for transit to other countries;1990;19.0;;;69.0;62.0;12.0;;;;33.0;21.0;12.0
1735;Natural gas liquids;Destined for transit to other countries;1991;4.0;;;21.0;21.0;4.0;;;;21.0;17.0;4.0
1736;Natural gas liquids;Destined for transit to other countries;1992;;;;-11.0;;11.0;;;;17.0;6.0;11.0
1737;Natural gas liquids;Destined for transit to other countries;1993;;;;91.0;2.0;-89.0;;;;6.0;94.0;-89.0
1738;Natural gas liquids;Destined for transit to other countries;1994;0.0;;;34.0;39.0;6.0;;;;94.0;89.0;6.0
1739;Natural gas liquids;Destined for transit to other countries;1995;;;;25.0;81.0;56.0;;;;89.0;68.0;56.0
1740;Natural gas liquids;Destined for transit to other countries;1996;;;;209.0;140.0;-69.0;;;;68.0;138.0;-69.0
1741;Natural gas liquids;Destined for transit to other countries;1997;;;;-93.0;45.0;138.0;;;;138.0;0.0;138.0
1742;Natural gas liquids;Destined for transit to other countries;1998;;;;30.0;23.0;-7.0;;;;0.0;7.0;-7.0
1743;Natural gas liquids;Destined for transit to other countries;1999;;;;46.0;53.0;7.0;;;;7.0;0.0;7.0
1744;Natural gas liquids;Destined for transit to other countries;2000;;;;32.0;32.0;;;;;0.0;0.0;0.0
1745;Natural gas liquids;Destined for transit to other countries;2001;;;;;;;;;;;;
1746;Natural gas liquids;Destined for transit to other countries;2002;;;;0.0;0.0;0.0;;;;0.0;0.0;0.0
1747;Natural gas liquids;Destined for transit to other countries;2003;;;;88.0;9.0;-79.0;;;;0.0;79.0;-79.0
1748;Natural gas liquids;Destined for transit to other countries;2004;;;;315.0;394.0;79.0;;;;79.0;0.0;79.0
1749;Natural gas liquids;Destined for transit to other countries;2005;;;;410.0;410.0;;;;;0.0;;
1750;Natural gas liquids;Destined for transit to other countries;2006;;;;324.0;324.0;;;;;;;
1751;Natural gas liquids;Destined for transit to other countries;2007;;;;239.0;229.0;-10.0;;;;;10.0;-10.0
1752;Natural gas liquids;Destined for transit to other countries;2008;;;;165.0;175.0;10.0;;;;10.0;0.0;10.0
1753;Natural gas liquids;Destined for transit to other countries;2009;;;;203.0;183.0;-20.0;;;;0.0;20.0;-20.0
1754;Natural gas liquids;Destined for transit to other countries;2010;;;;208.0;162.0;-46.0;;;;20.0;66.0;-46.0
1755;Natural gas liquids;Destined for transit to other countries;2011;;;;134.0;201.0;66.0;;;;66.0;0.0;66.0
1756;Natural gas liquids;Destined for transit to other countries;2012;;;;114.0;108.0;-6.0;;;;0.0;6.0;-6.0
1757;Natural gas liquids;Destined for transit to other countries;2013;;;;14.0;15.0;1.0;;;;6.0;5.0;1.0
1758;Natural gas liquids;Destined for transit to other countries;2014;;;;156.0;134.0;-22.0;;;;5.0;27.0;-22.0
1759;Natural gas liquids;Destined for transit to other countries;2015;;;;667.0;664.0;-3.0;;;;27.0;30.0;-3.0
1760;Natural gas liquids;Destined for transit to other countries;2016;;;;509.0;491.0;-18.0;;;;30.0;48.0;-18.0
1761;Natural gas liquids;Destined for transit to other countries;2017;;;;146.0;177.0;31.0;;;;48.0;18.0;31.0
1762;Natural gas liquids;Destined for transit to other countries;2018;;;;30.0;40.0;9.0;;;;18.0;8.0;9.0
1763;Natural gas liquids;Destined for transit to other countries;2019;;;;58.0;54.0;-3.0;;;;8.0;12.0;-3.0
1764;Natural gas liquids;Destined for transit to other countries;2020;;;;241.0;88.0;-153.0;;;;12.0;164.0;-153.0
1765;Natural gas liquids;Destined for transit to other countries;2021;;;;;;;;;;;;
1766;Natural gas liquids;Destined for transit to other countries;2013 January;;;;13.0;13.0;;;;;6.0;6.0;
1767;Natural gas liquids;Destined for transit to other countries;2013 February;;;;;;;;;;6.0;6.0;
1768;Natural gas liquids;Destined for transit to other countries;2013 March;;;;;;;;;;6.0;6.0;
1769;Natural gas liquids;Destined for transit to other countries;2013 1st quarter;;;;13.0;13.0;;;;;6.0;6.0;
1770;Natural gas liquids;Destined for transit to other countries;2013 April;;;;;;;;;;6.0;6.0;
1771;Natural gas liquids;Destined for transit to other countries;2013 May;;;;;;;;;;6.0;6.0;
1772;Natural gas liquids;Destined for transit to other countries;2013 June;;;;;;;;;;6.0;6.0;
1773;Natural gas liquids;Destined for transit to other countries;2013 2nd quarter;;;;;;;;;;6.0;6.0;
1774;Natural gas liquids;Destined for transit to other countries;2013 July;;;;;;;;;;6.0;6.0;
1775;Natural gas liquids;Destined for transit to other countries;2013 August;;;;;1.0;1.0;;;;6.0;5.0;1.0
1776;Natural gas liquids;Destined for transit to other countries;2013 September;;;;;;;;;;5.0;5.0;
1777;Natural gas liquids;Destined for transit to other countries;2013 3rd quarter;;;;;1.0;1.0;;;;6.0;5.0;1.0
1778;Natural gas liquids;Destined for transit to other countries;2013 October;;;;;;;;;;5.0;5.0;
1779;Natural gas liquids;Destined for transit to other countries;2013 November;;;;1.0;1.0;;;;;5.0;5.0;
1780;Natural gas liquids;Destined for transit to other countries;2013 December;;;;;;;;;;5.0;5.0;
1781;Natural gas liquids;Destined for transit to other countries;2013 4th quarter;;;;1.0;1.0;;;;;5.0;5.0;
1782;Natural gas liquids;Destined for transit to other countries;2014 January;;;;;;;;;;5.0;5.0;
1783;Natural gas liquids;Destined for transit to other countries;2014 February;;;;;;;;;;5.0;5.0;
1784;Natural gas liquids;Destined for transit to other countries;2014 March;;;;;;;;;;5.0;5.0;
1785;Natural gas liquids;Destined for transit to other countries;2014 1st quarter;;;;;;;;;;5.0;5.0;
1786;Natural gas liquids;Destined for transit to other countries;2014 April;;;;3.0;3.0;0.0;;;;5.0;5.0;0.0
1787;Natural gas liquids;Destined for transit to other countries;2014 May;;;;43.0;;-43.0;;;;5.0;48.0;-43.0
1788;Natural gas liquids;Destined for transit to other countries;2014 June;;;;-9.0;4.0;12.0;;;;48.0;36.0;12.0
1789;Natural gas liquids;Destined for transit to other countries;2014 2nd quarter;;;;38.0;6.0;-31.0;;;;5.0;36.0;-31.0
1790;Natural gas liquids;Destined for transit to other countries;2014 July;;;;9.0;36.0;27.0;;;;36.0;9.0;27.0
1791;Natural gas liquids;Destined for transit to other countries;2014 August;;;;18.0;18.0;;;;;9.0;9.0;
1792;Natural gas liquids;Destined for transit to other countries;2014 September;;;;29.0;35.0;6.0;;;;9.0;3.0;6.0
1793;Natural gas liquids;Destined for transit to other countries;2014 3rd quarter;;;;56.0;89.0;33.0;;;;36.0;3.0;33.0
1794;Natural gas liquids;Destined for transit to other countries;2014 October;;;;29.0;28.0;-1.0;;;;3.0;4.0;-1.0
1795;Natural gas liquids;Destined for transit to other countries;2014 November;;;;;;;;;;4.0;4.0;
1796;Natural gas liquids;Destined for transit to other countries;2014 December;;;;33.0;10.0;-23.0;;;;4.0;27.0;-23.0
1797;Natural gas liquids;Destined for transit to other countries;2014 4th quarter;;;;62.0;38.0;-24.0;;;;3.0;27.0;-24.0
1798;Natural gas liquids;Destined for transit to other countries;2015 January;;;;142.0;70.0;-72.0;;;;27.0;99.0;-72.0
1799;Natural gas liquids;Destined for transit to other countries;2015 February;;;;46.0;103.0;57.0;;;;99.0;42.0;57.0
1800;Natural gas liquids;Destined for transit to other countries;2015 March;;;;34.0;64.0;30.0;;;;42.0;12.0;30.0
1801;Natural gas liquids;Destined for transit to other countries;2015 1st quarter;;;;221.0;237.0;15.0;;;;27.0;12.0;15.0
1802;Natural gas liquids;Destined for transit to other countries;2015 April;;;;36.0;39.0;2.0;;;;12.0;10.0;2.0
1803;Natural gas liquids;Destined for transit to other countries;2015 May;;;;186.0;71.0;-115.0;;;;10.0;125.0;-115.0
1804;Natural gas liquids;Destined for transit to other countries;2015 June;;;;34.0;106.0;72.0;;;;125.0;53.0;72.0
1805;Natural gas liquids;Destined for transit to other countries;2015 2nd quarter;;;;257.0;215.0;-41.0;;;;12.0;53.0;-41.0
1806;Natural gas liquids;Destined for transit to other countries;2015 July;;;;142.0;72.0;-70.0;;;;53.0;123.0;-70.0
1807;Natural gas liquids;Destined for transit to other countries;2015 August;;;;;96.0;96.0;;;;123.0;27.0;96.0
1808;Natural gas liquids;Destined for transit to other countries;2015 September;;;;12.0;11.0;-1.0;;;;27.0;28.0;-1.0
1809;Natural gas liquids;Destined for transit to other countries;2015 3rd quarter;;;;153.0;179.0;26.0;;;;53.0;28.0;26.0
1810;Natural gas liquids;Destined for transit to other countries;2015 October;;;;;17.0;17.0;;;;28.0;10.0;17.0
1811;Natural gas liquids;Destined for transit to other countries;2015 November;;;;17.0;0.0;-17.0;;;;10.0;27.0;-17.0
1812;Natural gas liquids;Destined for transit to other countries;2015 December;;;;18.0;15.0;-3.0;;;;27.0;30.0;-3.0
1813;Natural gas liquids;Destined for transit to other countries;2015 4th quarter;;;;36.0;33.0;-2.0;;;;28.0;30.0;-2.0
1814;Natural gas liquids;Destined for transit to other countries;2016 January;;;;75.0;23.0;-52.0;;;;30.0;82.0;-52.0
1815;Natural gas liquids;Destined for transit to other countries;2016 February;;;;38.0;106.0;68.0;;;;82.0;14.0;68.0
1816;Natural gas liquids;Destined for transit to other countries;2016 March;;;;79.0;43.0;-35.0;;;;14.0;49.0;-35.0
1817;Natural gas liquids;Destined for transit to other countries;2016 1st quarter;;;;191.0;172.0;-19.0;;;;30.0;49.0;-19.0
1818;Natural gas liquids;Destined for transit to other countries;2016 April;;;;7.0;32.0;24.0;;;;49.0;25.0;24.0
1819;Natural gas liquids;Destined for transit to other countries;2016 May;;;;65.0;19.0;-46.0;;;;25.0;71.0;-46.0
1820;Natural gas liquids;Destined for transit to other countries;2016 June;;;;42.0;1.0;-41.0;;;;71.0;112.0;-41.0
1821;Natural gas liquids;Destined for transit to other countries;2016 2nd quarter;;;;115.0;53.0;-62.0;;;;49.0;112.0;-62.0
1822;Natural gas liquids;Destined for transit to other countries;2016 July;;;;;55.0;55.0;;;;112.0;56.0;55.0
1823;Natural gas liquids;Destined for transit to other countries;2016 August;;;;;;;;;;;;
1824;Natural gas liquids;Destined for transit to other countries;2016 September;;;;111.0;49.0;-62.0;;;;102.0;165.0;-62.0
1825;Natural gas liquids;Destined for transit to other countries;2016 3rd quarter;;;;157.0;104.0;-53.0;;;;112.0;165.0;-53.0
1826;Natural gas liquids;Destined for transit to other countries;2016 October;;;;;119.0;119.0;;;;165.0;45.0;119.0
1827;Natural gas liquids;Destined for transit to other countries;2016 November;;;;46.0;9.0;-36.0;;;;45.0;82.0;-36.0
1828;Natural gas liquids;Destined for transit to other countries;2016 December;;;;;33.0;33.0;;;;82.0;48.0;33.0
1829;Natural gas liquids;Destined for transit to other countries;2016 4th quarter;;;;46.0;162.0;116.0;;;;165.0;48.0;116.0
1830;Natural gas liquids;Destined for transit to other countries;2017 January;;;;57.0;2.0;-55.0;;;;48.0;103.0;-55.0
1831;Natural gas liquids;Destined for transit to other countries;2017 February;;;;;40.0;40.0;;;;103.0;63.0;40.0
1832;Natural gas liquids;Destined for transit to other countries;2017 March;;;;45.0;30.0;-15.0;;;;63.0;78.0;-15.0
1833;Natural gas liquids;Destined for transit to other countries;2017 1st quarter;;;;102.0;72.0;-30.0;;;;48.0;78.0;-30.0
1834;Natural gas liquids;Destined for transit to other countries;2017 April;;;;;45.0;45.0;;;;78.0;33.0;45.0
1835;Natural gas liquids;Destined for transit to other countries;2017 May;;;;;20.0;20.0;;;;33.0;13.0;20.0
1836;Natural gas liquids;Destined for transit to other countries;2017 June;;;;0.0;7.0;7.0;;;;13.0;6.0;7.0
1837;Natural gas liquids;Destined for transit to other countries;2017 2nd quarter;;;;0.0;72.0;72.0;;;;78.0;6.0;72.0
1838;Natural gas liquids;Destined for transit to other countries;2017 July;;;;1.0;;-1.0;;;;6.0;7.0;-1.0
1839;Natural gas liquids;Destined for transit to other countries;2017 August;;;;;-2.0;-2.0;;;;7.0;9.0;-2.0
1840;Natural gas liquids;Destined for transit to other countries;2017 September;;;;2.0;0.0;-2.0;;;;9.0;11.0;-2.0
1841;Natural gas liquids;Destined for transit to other countries;2017 3rd quarter;;;;3.0;-2.0;-5.0;;;;6.0;11.0;-5.0
1842;Natural gas liquids;Destined for transit to other countries;2017 October;;;;38.0;14.0;-24.0;;;;11.0;35.0;-24.0
1843;Natural gas liquids;Destined for transit to other countries;2017 November;;;;3.0;15.0;12.0;;;;35.0;23.0;12.0
1844;Natural gas liquids;Destined for transit to other countries;2017 December;;;;;5.0;5.0;;;;23.0;18.0;5.0
1845;Natural gas liquids;Destined for transit to other countries;2017 4th quarter;;;;41.0;35.0;-6.0;;;;11.0;18.0;-6.0
1846;Natural gas liquids;Destined for transit to other countries;2018 January;;;;1.0;3.0;3.0;;;;18.0;15.0;3.0
1847;Natural gas liquids;Destined for transit to other countries;2018 February;;;;0.0;;0.0;;;;15.0;15.0;0.0
1848;Natural gas liquids;Destined for transit to other countries;2018 March;;;;18.0;21.0;3.0;;;;15.0;13.0;3.0
1849;Natural gas liquids;Destined for transit to other countries;2018 1st quarter;;;;19.0;24.0;5.0;;;;18.0;13.0;5.0
1850;Natural gas liquids;Destined for transit to other countries;2018 April;;;;6.0;;-6.0;;;;13.0;19.0;-6.0
1851;Natural gas liquids;Destined for transit to other countries;2018 May;;;;0.0;2.0;2.0;;;;19.0;17.0;2.0
1852;Natural gas liquids;Destined for transit to other countries;2018 June;;;;0.0;3.0;2.0;;;;17.0;15.0;2.0
1853;Natural gas liquids;Destined for transit to other countries;2018 2nd quarter;;;;6.0;4.0;-2.0;;;;13.0;15.0;-2.0
1854;Natural gas liquids;Destined for transit to other countries;2018 July;;;;15.0;1.0;-13.0;;;;15.0;28.0;-13.0
1855;Natural gas liquids;Destined for transit to other countries;2018 August;;;;-14.0;2.0;16.0;;;;28.0;12.0;16.0
1856;Natural gas liquids;Destined for transit to other countries;2018 September;;;;;4.0;4.0;;;;12.0;7.0;4.0
1857;Natural gas liquids;Destined for transit to other countries;2018 3rd quarter;;;;0.0;8.0;7.0;;;;15.0;7.0;7.0
1858;Natural gas liquids;Destined for transit to other countries;2018 October;;;;2.0;;-2.0;;;;7.0;10.0;-2.0
1859;Natural gas liquids;Destined for transit to other countries;2018 November;;;;18.0;;-18.0;;;;10.0;28.0;-18.0
1860;Natural gas liquids;Destined for transit to other countries;2018 December;;;;-16.0;3.0;20.0;;;;28.0;8.0;20.0
1861;Natural gas liquids;Destined for transit to other countries;2018 4th quarter;;;;4.0;3.0;-1.0;;;;7.0;8.0;-1.0
1862;Natural gas liquids;Destined for transit to other countries;2019 January;;;;0.0;;0.0;;;;8.0;9.0;0.0
1863;Natural gas liquids;Destined for transit to other countries;2019 February;;;;3.0;;-3.0;;;;9.0;12.0;-3.0
1864;Natural gas liquids;Destined for transit to other countries;2019 March;;;;5.0;4.0;-1.0;;;;12.0;13.0;-1.0
1865;Natural gas liquids;Destined for transit to other countries;2019 1st quarter;;;;8.0;4.0;-5.0;;;;8.0;13.0;-5.0
1866;Natural gas liquids;Destined for transit to other countries;2019 April;;;;22.0;4.0;-18.0;;;;13.0;31.0;-18.0
1867;Natural gas liquids;Destined for transit to other countries;2019 May;;;;10.0;27.0;16.0;;;;31.0;15.0;16.0
1868;Natural gas liquids;Destined for transit to other countries;2019 June;;;;3.0;4.0;1.0;;;;15.0;14.0;1.0
1869;Natural gas liquids;Destined for transit to other countries;2019 2nd quarter;;;;36.0;34.0;-1.0;;;;13.0;14.0;-1.0
1870;Natural gas liquids;Destined for transit to other countries;2019 July;;;;4.0;2.0;-2.0;;;;14.0;16.0;-2.0
1871;Natural gas liquids;Destined for transit to other countries;2019 August;;;;2.0;0.0;-2.0;;;;16.0;18.0;-2.0
1872;Natural gas liquids;Destined for transit to other countries;2019 September;;;;;2.0;2.0;;;;18.0;15.0;2.0
1873;Natural gas liquids;Destined for transit to other countries;2019 3rd quarter;;;;6.0;5.0;-1.0;;;;14.0;15.0;-1.0
1874;Natural gas liquids;Destined for transit to other countries;2019 October;;;;8.0;;-8.0;;;;15.0;23.0;-8.0
1875;Natural gas liquids;Destined for transit to other countries;2019 November;;;;;8.0;8.0;;;;23.0;16.0;8.0
1876;Natural gas liquids;Destined for transit to other countries;2019 December;;;;;4.0;4.0;;;;16.0;12.0;4.0
1877;Natural gas liquids;Destined for transit to other countries;2019 4th quarter;;;;8.0;11.0;4.0;;;;15.0;12.0;4.0
1878;Natural gas liquids;Destined for transit to other countries;2020 January;;;;;0.0;0.0;;;;12.0;12.0;0.0
1879;Natural gas liquids;Destined for transit to other countries;2020 February;;;;-2.0;;2.0;;;;12.0;10.0;2.0
1880;Natural gas liquids;Destined for transit to other countries;2020 March;;;;11.0;;-11.0;;;;10.0;21.0;-11.0
1881;Natural gas liquids;Destined for transit to other countries;2020 1st quarter;;;;9.0;0.0;-9.0;;;;12.0;21.0;-9.0
1882;Natural gas liquids;Destined for transit to other countries;2020 April;;;;185.0;5.0;-180.0;;;;21.0;201.0;-180.0
1883;Natural gas liquids;Destined for transit to other countries;2020 May;;;;7.0;16.0;8.0;;;;201.0;193.0;8.0
1884;Natural gas liquids;Destined for transit to other countries;2020 June;;;;;19.0;19.0;;;;193.0;175.0;19.0
1885;Natural gas liquids;Destined for transit to other countries;2020 2nd quarter;;;;193.0;39.0;-154.0;;;;21.0;175.0;-154.0
1886;Natural gas liquids;Destined for transit to other countries;2020 July;;;;;5.0;5.0;;;;175.0;170.0;5.0
1887;Natural gas liquids;Destined for transit to other countries;2020 August;;;;;3.0;3.0;;;;170.0;167.0;3.0
1888;Natural gas liquids;Destined for transit to other countries;2020 September;;;;20.0;21.0;1.0;;;;167.0;166.0;1.0
1889;Natural gas liquids;Destined for transit to other countries;2020 3rd quarter;;;;20.0;28.0;8.0;;;;175.0;166.0;8.0
