ID;Geslacht;TypeZefstandigenInStartjaar;SociaaleconomischePositieInPeiljaar;Persoonskenmerken;BedrijfstakkenBranchesSBI2008;Peiljaar;Perioden;StartendeZelfstandigen_1
522;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B Delfstoffenwinning;3 jaar na startjaar;2014;0.0
523;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B Delfstoffenwinning;3 jaar na startjaar;2015;0.0
524;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B Delfstoffenwinning;3 jaar na startjaar;2016;0.0
525;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B Delfstoffenwinning;3 jaar na startjaar;2017;0.0
526;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B Delfstoffenwinning;3 jaar na startjaar;2018;0.0
527;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B Delfstoffenwinning;3 jaar na startjaar;2019;0.1
528;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B Delfstoffenwinning;3 jaar na startjaar;2020;
529;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B Delfstoffenwinning;3 jaar na startjaar;2021;
530;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B Delfstoffenwinning;4 jaar na startjaar;2012;0.0
531;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B Delfstoffenwinning;4 jaar na startjaar;2013;0.0
532;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B Delfstoffenwinning;4 jaar na startjaar;2014;0.0
533;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B Delfstoffenwinning;4 jaar na startjaar;2015;0.0
534;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B Delfstoffenwinning;4 jaar na startjaar;2016;0.0
535;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B Delfstoffenwinning;4 jaar na startjaar;2017;0.0
536;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B Delfstoffenwinning;4 jaar na startjaar;2018;0.0
537;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B Delfstoffenwinning;4 jaar na startjaar;2019;
538;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B Delfstoffenwinning;4 jaar na startjaar;2020;
539;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B Delfstoffenwinning;4 jaar na startjaar;2021;
540;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B Delfstoffenwinning;5 jaar na startjaar;2012;0.0
541;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B Delfstoffenwinning;5 jaar na startjaar;2013;0.0
542;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B Delfstoffenwinning;5 jaar na startjaar;2014;0.0
543;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B Delfstoffenwinning;5 jaar na startjaar;2015;0.0
544;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B Delfstoffenwinning;5 jaar na startjaar;2016;0.0
545;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B Delfstoffenwinning;5 jaar na startjaar;2017;0.0
546;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B Delfstoffenwinning;5 jaar na startjaar;2018;
547;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B Delfstoffenwinning;5 jaar na startjaar;2019;
548;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B Delfstoffenwinning;5 jaar na startjaar;2020;
549;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B Delfstoffenwinning;5 jaar na startjaar;2021;
550;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;1 jaar na startjaar;2012;3.2
551;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;1 jaar na startjaar;2013;3.2
552;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;1 jaar na startjaar;2014;3.5
553;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;1 jaar na startjaar;2015;4.0
554;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;1 jaar na startjaar;2016;4.0
555;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;1 jaar na startjaar;2017;4.2
556;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;1 jaar na startjaar;2018;4.4
557;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;1 jaar na startjaar;2019;5.3
558;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;1 jaar na startjaar;2020;5.5
559;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;1 jaar na startjaar;2021;6.1
560;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;2 jaar na startjaar;2012;3.2
561;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;2 jaar na startjaar;2013;3.2
562;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;2 jaar na startjaar;2014;3.5
563;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;2 jaar na startjaar;2015;4.0
564;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;2 jaar na startjaar;2016;4.0
565;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;2 jaar na startjaar;2017;4.2
566;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;2 jaar na startjaar;2018;4.4
567;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;2 jaar na startjaar;2019;5.3
568;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;2 jaar na startjaar;2020;5.5
569;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;2 jaar na startjaar;2021;
570;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;3 jaar na startjaar;2012;3.2
571;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;3 jaar na startjaar;2013;3.2
572;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;3 jaar na startjaar;2014;3.5
573;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;3 jaar na startjaar;2015;4.0
574;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;3 jaar na startjaar;2016;4.0
575;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;3 jaar na startjaar;2017;4.2
576;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;3 jaar na startjaar;2018;4.4
577;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;3 jaar na startjaar;2019;5.3
578;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;3 jaar na startjaar;2020;
579;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;3 jaar na startjaar;2021;
580;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;4 jaar na startjaar;2012;3.2
581;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;4 jaar na startjaar;2013;3.2
582;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;4 jaar na startjaar;2014;3.5
583;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;4 jaar na startjaar;2015;4.0
584;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;4 jaar na startjaar;2016;4.0
585;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;4 jaar na startjaar;2017;4.2
586;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;4 jaar na startjaar;2018;4.4
587;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;4 jaar na startjaar;2019;
588;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;4 jaar na startjaar;2020;
589;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;4 jaar na startjaar;2021;
590;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;5 jaar na startjaar;2012;3.2
591;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;5 jaar na startjaar;2013;3.2
592;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;5 jaar na startjaar;2014;3.5
593;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;5 jaar na startjaar;2015;4.0
594;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;5 jaar na startjaar;2016;4.0
595;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;5 jaar na startjaar;2017;4.2
596;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;5 jaar na startjaar;2018;
597;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;5 jaar na startjaar;2019;
598;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;5 jaar na startjaar;2020;
599;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;5 jaar na startjaar;2021;
600;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;1 jaar na startjaar;2012;0.0
601;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;1 jaar na startjaar;2013;0.1
602;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;1 jaar na startjaar;2014;0.1
603;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;1 jaar na startjaar;2015;0.2
604;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;1 jaar na startjaar;2016;0.0
605;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;1 jaar na startjaar;2017;0.0
606;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;1 jaar na startjaar;2018;0.2
607;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;1 jaar na startjaar;2019;1.2
608;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;1 jaar na startjaar;2020;1.0
609;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;1 jaar na startjaar;2021;2.0
610;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;2 jaar na startjaar;2012;0.0
611;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;2 jaar na startjaar;2013;0.1
612;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;2 jaar na startjaar;2014;0.1
613;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;2 jaar na startjaar;2015;0.2
614;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;2 jaar na startjaar;2016;0.0
615;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;2 jaar na startjaar;2017;0.0
616;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;2 jaar na startjaar;2018;0.2
617;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;2 jaar na startjaar;2019;1.2
618;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;2 jaar na startjaar;2020;1.0
619;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;2 jaar na startjaar;2021;
620;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;3 jaar na startjaar;2012;0.0
621;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;3 jaar na startjaar;2013;0.1
622;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;3 jaar na startjaar;2014;0.1
623;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;3 jaar na startjaar;2015;0.2
624;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;3 jaar na startjaar;2016;0.0
625;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;3 jaar na startjaar;2017;0.0
626;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;3 jaar na startjaar;2018;0.2
627;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;3 jaar na startjaar;2019;1.2
628;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;3 jaar na startjaar;2020;
629;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;3 jaar na startjaar;2021;
630;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;4 jaar na startjaar;2012;0.0
631;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;4 jaar na startjaar;2013;0.1
632;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;4 jaar na startjaar;2014;0.1
633;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;4 jaar na startjaar;2015;0.2
634;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;4 jaar na startjaar;2016;0.0
635;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;4 jaar na startjaar;2017;0.0
636;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;4 jaar na startjaar;2018;0.2
637;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;4 jaar na startjaar;2019;
638;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;4 jaar na startjaar;2020;
639;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;4 jaar na startjaar;2021;
640;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;5 jaar na startjaar;2012;0.0
641;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;5 jaar na startjaar;2013;0.1
642;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;5 jaar na startjaar;2014;0.1
643;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;5 jaar na startjaar;2015;0.2
644;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;5 jaar na startjaar;2016;0.0
645;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;5 jaar na startjaar;2017;0.0
646;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;5 jaar na startjaar;2018;
647;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;5 jaar na startjaar;2019;
648;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;5 jaar na startjaar;2020;
649;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;5 jaar na startjaar;2021;
650;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;1 jaar na startjaar;2012;0.1
651;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;1 jaar na startjaar;2013;0.1
652;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;1 jaar na startjaar;2014;0.1
653;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;1 jaar na startjaar;2015;0.2
654;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;1 jaar na startjaar;2016;0.1
655;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;1 jaar na startjaar;2017;0.1
656;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;1 jaar na startjaar;2018;0.2
657;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;1 jaar na startjaar;2019;0.2
658;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;1 jaar na startjaar;2020;0.1
659;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;1 jaar na startjaar;2021;0.1
660;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;2 jaar na startjaar;2012;0.1
661;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;2 jaar na startjaar;2013;0.1
662;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;2 jaar na startjaar;2014;0.1
663;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;2 jaar na startjaar;2015;0.2
664;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;2 jaar na startjaar;2016;0.1
665;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;2 jaar na startjaar;2017;0.1
666;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;2 jaar na startjaar;2018;0.2
667;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;2 jaar na startjaar;2019;0.2
668;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;2 jaar na startjaar;2020;0.1
669;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;2 jaar na startjaar;2021;
670;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;3 jaar na startjaar;2012;0.1
671;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;3 jaar na startjaar;2013;0.1
672;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;3 jaar na startjaar;2014;0.1
673;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;3 jaar na startjaar;2015;0.2
674;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;3 jaar na startjaar;2016;0.1
675;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;3 jaar na startjaar;2017;0.1
676;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;3 jaar na startjaar;2018;0.2
677;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;3 jaar na startjaar;2019;0.2
678;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;3 jaar na startjaar;2020;
679;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;3 jaar na startjaar;2021;
680;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;4 jaar na startjaar;2012;0.1
681;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;4 jaar na startjaar;2013;0.1
682;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;4 jaar na startjaar;2014;0.1
683;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;4 jaar na startjaar;2015;0.2
684;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;4 jaar na startjaar;2016;0.1
685;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;4 jaar na startjaar;2017;0.1
686;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;4 jaar na startjaar;2018;0.2
687;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;4 jaar na startjaar;2019;
688;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;4 jaar na startjaar;2020;
689;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;4 jaar na startjaar;2021;
690;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;5 jaar na startjaar;2012;0.1
691;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;5 jaar na startjaar;2013;0.1
692;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;5 jaar na startjaar;2014;0.1
693;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;5 jaar na startjaar;2015;0.2
694;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;5 jaar na startjaar;2016;0.1
695;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;5 jaar na startjaar;2017;0.1
696;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;5 jaar na startjaar;2018;
697;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;5 jaar na startjaar;2019;
698;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;5 jaar na startjaar;2020;
699;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;5 jaar na startjaar;2021;
700;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;F Bouwnijverheid;1 jaar na startjaar;2012;10.5
701;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;F Bouwnijverheid;1 jaar na startjaar;2013;10.7
702;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;F Bouwnijverheid;1 jaar na startjaar;2014;12.4
703;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;F Bouwnijverheid;1 jaar na startjaar;2015;13.8
704;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;F Bouwnijverheid;1 jaar na startjaar;2016;13.3
705;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;F Bouwnijverheid;1 jaar na startjaar;2017;14.8
706;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;F Bouwnijverheid;1 jaar na startjaar;2018;18.7
707;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;F Bouwnijverheid;1 jaar na startjaar;2019;21.2
708;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;F Bouwnijverheid;1 jaar na startjaar;2020;21.6
709;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;F Bouwnijverheid;1 jaar na startjaar;2021;25.6
710;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;F Bouwnijverheid;2 jaar na startjaar;2012;10.5
711;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;F Bouwnijverheid;2 jaar na startjaar;2013;10.7
712;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;F Bouwnijverheid;2 jaar na startjaar;2014;12.4
713;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;F Bouwnijverheid;2 jaar na startjaar;2015;13.8
714;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;F Bouwnijverheid;2 jaar na startjaar;2016;13.3
715;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;F Bouwnijverheid;2 jaar na startjaar;2017;14.8
716;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;F Bouwnijverheid;2 jaar na startjaar;2018;18.7
717;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;F Bouwnijverheid;2 jaar na startjaar;2019;21.2
718;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;F Bouwnijverheid;2 jaar na startjaar;2020;21.6
719;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;F Bouwnijverheid;2 jaar na startjaar;2021;
720;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;F Bouwnijverheid;3 jaar na startjaar;2012;10.5
721;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;F Bouwnijverheid;3 jaar na startjaar;2013;10.7
722;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;F Bouwnijverheid;3 jaar na startjaar;2014;12.4
723;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;F Bouwnijverheid;3 jaar na startjaar;2015;13.8
724;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;F Bouwnijverheid;3 jaar na startjaar;2016;13.3
725;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;F Bouwnijverheid;3 jaar na startjaar;2017;14.8
726;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;F Bouwnijverheid;3 jaar na startjaar;2018;18.7
727;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;F Bouwnijverheid;3 jaar na startjaar;2019;21.2
728;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;F Bouwnijverheid;3 jaar na startjaar;2020;
729;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;F Bouwnijverheid;3 jaar na startjaar;2021;
730;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;F Bouwnijverheid;4 jaar na startjaar;2012;10.5
731;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;F Bouwnijverheid;4 jaar na startjaar;2013;10.7
732;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;F Bouwnijverheid;4 jaar na startjaar;2014;12.4
733;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;F Bouwnijverheid;4 jaar na startjaar;2015;13.8
734;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;F Bouwnijverheid;4 jaar na startjaar;2016;13.3
735;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;F Bouwnijverheid;4 jaar na startjaar;2017;14.8
736;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;F Bouwnijverheid;4 jaar na startjaar;2018;18.7
