ID;JaarImmigratie;Geslacht;Leeftijdsgroep;LandVanHerkomst;TotaalAllochtoneImmigranten_1;GeremigreerdBinnen1Jaar_2;GeremigreerdIn12Jaar_3;GeremigreerdIn23Jaar_4;GeremigreerdIn35Jaar_5;GeremigreerdInMeerDan5Jaar_6;NietGeremigreerd_7
3148;Jaar immigratie: 1996;Vrouwen;65 jaar en ouder;Verenigde Staten van Amerika;0.0;;25.0;13.0;;;63.0
3149;Jaar immigratie: 1996;Vrouwen;65 jaar en ouder;Voormalig Tsjecho-Slowakije;0.0;;;;;;100.0
3150;Jaar immigratie: 1996;Vrouwen;65 jaar en ouder;Zwitserland;0.0;33.0;;;;;67.0
3151;Jaar immigratie: 1996;Vrouwen;65 jaar en ouder;Zuid-Afrika;0.0;;25.0;;25.0;;50.0
3152;Jaar immigratie: 1996;Vrouwen;65 jaar en ouder;Zuid-Korea;0.0;;100.0;;;;
3153;Jaar immigratie: 1996;Vrouwen;65 jaar en ouder;Zweden;;;;;;;
3154;Jaar immigratie: 1996;Vrouwen;65 jaar en ouder;Onbekend;0.0;11.0;23.0;2.0;2.0;2.0;60.0
3155;Jaar immigratie: 1996;Vrouwen;65 jaar en ouder;Overig niet-westers;0.0;8.0;;15.0;8.0;15.0;54.0
3156;Jaar immigratie: 1996;Vrouwen;65 jaar en ouder;Overig westers;0.0;;;;;;100.0
3157;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;0;33.7;9.0;9.0;6.0;7.0;14.0;56.0
3158;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;1;;;;;;;
3159;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;2;32.2;9.0;9.0;6.0;7.0;14.0;56.0
3160;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;4;17.2;7.0;6.0;3.0;4.0;13.0;68.0
3161;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;3;15.0;13.0;12.0;9.0;10.0;14.0;43.0
3162;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;Afghanistan;0.7;1.0;2.0;2.0;2.0;11.0;83.0
3163;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;Algerije;0.0;11.0;8.0;;5.0;11.0;66.0
3164;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;Angola;0.1;10.0;8.0;5.0;;30.0;47.0
3165;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;Argentinië;0.1;15.0;9.0;15.0;4.0;13.0;43.0
3166;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;Australië;0.2;27.0;18.0;9.0;12.0;20.0;14.0
3167;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;België;0.9;13.0;10.0;6.0;9.0;13.0;50.0
3168;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;Brazilië;0.3;12.0;10.0;6.0;5.0;16.0;50.0
3169;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;Bulgarije;0.1;5.0;10.0;6.0;3.0;16.0;59.0
3170;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;Canada;0.3;17.0;16.0;10.0;9.0;21.0;26.0
3171;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;Chili;0.0;18.0;15.0;3.0;3.0;9.0;52.0
3172;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;China;0.5;7.0;5.0;4.0;4.0;10.0;69.0
3173;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;Colombia;0.2;11.0;7.0;3.0;5.0;12.0;62.0
3174;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;Congo (DR);0.1;4.0;7.0;2.0;4.0;29.0;54.0
3175;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;Denemarken;0.2;20.0;21.0;11.0;10.0;9.0;28.0
3176;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;Dominicaanse Republiek;0.3;6.0;5.0;1.0;7.0;17.0;63.0
3177;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;Duitsland;2.4;11.0;11.0;8.0;11.0;17.0;43.0
3178;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;Egypte;0.2;4.0;6.0;3.0;4.0;15.0;69.0
3179;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;Ethiopië;0.1;7.0;4.0;;4.0;25.0;60.0
3180;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;Filippijnen;0.4;18.0;16.0;5.0;3.0;7.0;50.0
3181;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;Frankrijk;0.8;12.0;12.0;11.0;13.0;17.0;35.0
3182;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;Ghana;0.3;6.0;4.0;1.0;3.0;17.0;70.0
3183;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;Griekenland;0.2;13.0;10.0;13.0;11.0;21.0;34.0
3184;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;Guyana;0.0;4.0;4.0;4.0;4.0;9.0;74.0
3185;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;Hongarije;0.2;18.0;13.0;10.0;10.0;12.0;37.0
3186;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;Hongkong;0.1;8.0;5.0;8.0;7.0;8.0;64.0
3187;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;Ierland;0.2;16.0;15.0;15.0;11.0;20.0;21.0
3188;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;India;0.2;10.0;7.0;6.0;5.0;14.0;58.0
3189;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;Indonesië;0.6;6.0;9.0;3.0;3.0;9.0;69.0
3190;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;Irak;1.0;1.0;1.0;1.0;1.0;15.0;80.0
3191;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;Iran;0.8;2.0;3.0;2.0;3.0;7.0;84.0
3192;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;Israël;0.1;9.0;9.0;13.0;11.0;14.0;44.0
3193;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;Italië;0.4;20.0;11.0;7.0;8.0;15.0;39.0
3194;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;Japan;0.5;18.0;13.0;17.0;22.0;20.0;11.0
3195;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;Kaapverdië;0.1;1.0;1.0;1.0;4.0;9.0;84.0
3196;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;Libanon;0.0;6.0;6.0;;13.0;16.0;58.0
3197;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;Maleisië;0.1;17.0;21.0;4.0;13.0;8.0;38.0
3198;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;Marokko;1.7;2.0;2.0;1.0;1.0;5.0;88.0
3199;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;Nederlandse Antillen en Aruba;1.5;10.0;7.0;4.0;5.0;19.0;55.0
3200;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;Nieuw-Zeeland;0.1;29.0;12.0;11.0;10.0;17.0;22.0
3201;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;Nigeria;0.1;10.0;9.0;6.0;14.0;15.0;46.0
3202;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;Noorwegen;0.1;10.0;16.0;17.0;11.0;31.0;15.0
3203;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;Oostenrijk;0.1;13.0;10.0;4.0;9.0;19.0;45.0
3204;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;Pakistan;0.2;3.0;2.0;2.0;5.0;14.0;73.0
3205;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;Peru;0.1;11.0;7.0;3.0;5.0;4.0;71.0
3206;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;Polen;0.9;13.0;10.0;3.0;3.0;9.0;62.0
3207;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;Portugal;0.2;15.0;8.0;8.0;6.0;12.0;50.0
3208;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;Roemenië;0.2;10.0;8.0;1.0;5.0;8.0;68.0
3209;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;Sierra Leone;0.0;;4.0;;;42.0;54.0
3210;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;Singapore;0.1;9.0;10.0;19.0;10.0;16.0;36.0
3211;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;Soedan;0.1;4.0;9.0;2.0;5.0;18.0;63.0
3212;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;Somalië;0.9;2.0;5.0;3.0;7.0;49.0;33.0
3213;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;Spanje;0.5;14.0;14.0;8.0;12.0;17.0;35.0
3214;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;Sri Lanka;0.1;8.0;7.0;4.0;4.0;17.0;61.0
3215;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;Suriname;1.4;5.0;3.0;2.0;1.0;6.0;82.0
3216;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;Syrië;0.1;1.0;5.0;4.0;2.0;12.0;76.0
3217;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;Thailand;0.3;9.0;7.0;4.0;4.0;11.0;64.0
3218;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;Tunesië;0.0;7.0;;2.0;4.0;4.0;82.0
3219;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;Turkije;2.5;3.0;2.0;2.0;2.0;5.0;86.0
3220;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;Venezuela;0.1;20.0;10.0;4.0;5.0;9.0;52.0
3221;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;Verenigd Koninkrijk;1.4;13.0;18.0;13.0;15.0;18.0;22.0
3222;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;Vietnam;0.1;3.0;2.0;1.0;3.0;4.0;86.0
3223;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;Voormalig Joegoslavië;1.2;3.0;3.0;1.0;3.0;8.0;81.0
3224;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;Voormalig Sovjet-Unie;1.1;7.0;7.0;3.0;4.0;7.0;73.0
3225;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;Verenigde Staten van Amerika;1.3;15.0;22.0;18.0;14.0;14.0;17.0
3226;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;Voormalig Tsjecho-Slowakije;0.2;17.0;10.0;6.0;6.0;11.0;51.0
3227;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;Zwitserland;0.2;18.0;11.0;7.0;11.0;18.0;35.0
3228;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;Zuid-Afrika;0.5;34.0;20.0;8.0;8.0;8.0;22.0
3229;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;Zuid-Korea;0.1;12.0;16.0;15.0;15.0;16.0;25.0
3230;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;Zweden;0.3;18.0;17.0;14.0;17.0;13.0;20.0
3231;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;Onbekend;1.5;10.0;10.0;6.0;6.0;15.0;53.0
3232;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;Overig niet-westers;1.2;11.0;11.0;6.0;7.0;16.0;49.0
3233;Jaar immigratie: 1996;Vrouwen;15 tot 65 jaar;Overig westers;0.3;21.0;15.0;9.0;9.0;17.0;29.0
3234;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;0;92.9;10.0;9.0;6.0;7.0;15.0;53.0
3235;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;1;;;;;;;
3236;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;2;86.0;10.0;9.0;6.0;7.0;15.0;53.0
3237;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;4;49.6;7.0;6.0;4.0;4.0;15.0;65.0
3238;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;3;36.4;14.0;13.0;9.0;11.0;15.0;38.0
3239;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;Afghanistan;3.2;1.0;1.0;1.0;1.0;14.0;82.0
3240;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;Algerije;0.3;9.0;5.0;4.0;7.0;27.0;47.0
3241;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;Angola;0.3;3.0;3.0;2.0;1.0;25.0;66.0
3242;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;Argentinië;0.1;6.0;22.0;13.0;9.0;14.0;35.0
3243;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;Australië;0.5;18.0;20.0;11.0;14.0;22.0;15.0
3244;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;België;2.6;11.0;9.0;7.0;10.0;15.0;47.0
3245;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;Brazilië;0.7;11.0;9.0;8.0;6.0;13.0;54.0
3246;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;Bulgarije;0.2;12.0;7.0;6.0;5.0;12.0;58.0
3247;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;Canada;0.6;16.0;19.0;12.0;14.0;16.0;23.0
3248;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;Chili;0.1;18.0;4.0;3.0;7.0;18.0;50.0
3249;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;China;1.6;6.0;7.0;3.0;4.0;12.0;67.0
3250;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;Colombia;0.6;6.0;8.0;5.0;4.0;9.0;68.0
3251;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;Congo (DR);0.4;1.0;3.0;2.0;4.0;31.0;59.0
3252;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;Denemarken;0.4;15.0;12.0;15.0;15.0;20.0;23.0
3253;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;Dominicaanse Republiek;0.3;6.0;6.0;4.0;6.0;12.0;66.0
3254;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;Duitsland;6.1;15.0;12.0;8.0;10.0;14.0;41.0
3255;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;Egypte;0.9;10.0;7.0;5.0;5.0;17.0;55.0
3256;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;Ethiopië;0.3;7.0;9.0;3.0;5.0;17.0;58.0
3257;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;Filippijnen;0.6;16.0;11.0;4.0;3.0;9.0;58.0
3258;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;Frankrijk;2.2;14.0;15.0;9.0;14.0;17.0;32.0
3259;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;Ghana;0.7;9.0;6.0;3.0;4.0;15.0;63.0
3260;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;Griekenland;0.7;33.0;10.0;6.0;8.0;14.0;29.0
3261;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;Guyana;0.0;6.0;10.0;;6.0;3.0;74.0
3262;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;Hongarije;0.4;22.0;13.0;8.0;7.0;13.0;38.0
3263;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;Hongkong;0.1;8.0;13.0;4.0;10.0;14.0;50.0
3264;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;Ierland;0.5;16.0;23.0;14.0;10.0;16.0;20.0
3265;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;India;0.7;11.0;12.0;9.0;8.0;15.0;45.0
3266;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;Indonesië;1.0;10.0;7.0;5.0;4.0;11.0;63.0
3267;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;Irak;5.5;1.0;4.0;2.0;3.0;19.0;71.0
3268;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;Iran;1.6;2.0;2.0;1.0;2.0;10.0;82.0
3269;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;Israël;0.4;10.0;17.0;12.0;15.0;14.0;32.0
3270;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;Italië;1.3;18.0;16.0;8.0;10.0;15.0;33.0
3271;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;Japan;1.2;12.0;16.0;20.0;25.0;19.0;8.0
3272;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;Kaapverdië;0.3;5.0;4.0;3.0;4.0;9.0;75.0
3273;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;Libanon;0.1;7.0;5.0;3.0;5.0;16.0;63.0
3274;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;Maleisië;0.2;13.0;14.0;9.0;17.0;10.0;36.0
3275;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;Marokko;4.6;3.0;3.0;2.0;2.0;8.0;82.0
3276;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;Nederlandse Antillen en Aruba;4.9;8.0;6.0;3.0;6.0;21.0;56.0
3277;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;Nieuw-Zeeland;0.2;26.0;12.0;10.0;15.0;14.0;23.0
3278;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;Nigeria;0.5;7.0;10.0;8.0;15.0;17.0;43.0
3279;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;Noorwegen;0.4;12.0;17.0;12.0;12.0;26.0;20.0
3280;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;Oostenrijk;0.4;16.0;12.0;11.0;14.0;15.0;33.0
3281;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;Pakistan;0.8;5.0;5.0;5.0;5.0;15.0;65.0
3282;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;Peru;0.1;5.0;5.0;4.0;7.0;10.0;68.0
3283;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;Polen;1.4;17.0;11.0;3.0;5.0;9.0;55.0
3284;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;Portugal;0.6;11.0;9.0;8.0;9.0;15.0;48.0
3285;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;Roemenië;0.4;9.0;6.0;6.0;6.0;10.0;63.0
3286;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;Sierra Leone;0.2;4.0;3.0;1.0;3.0;31.0;58.0
3287;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;Singapore;0.1;7.0;23.0;13.0;8.0;12.0;38.0
3288;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;Soedan;0.6;3.0;4.0;4.0;4.0;36.0;50.0
3289;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;Somalië;1.4;4.0;6.0;5.0;11.0;38.0;37.0
3290;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;Spanje;1.3;16.0;15.0;10.0;10.0;17.0;32.0
3291;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;Sri Lanka;0.5;9.0;5.0;8.0;4.0;19.0;54.0
3292;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;Suriname;3.2;6.0;3.0;2.0;3.0;8.0;77.0
3293;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;Syrië;0.4;2.0;1.0;3.0;3.0;12.0;78.0
3294;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;Thailand;0.5;10.0;6.0;2.0;5.0;9.0;68.0
3295;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;Tunesië;0.2;11.0;5.0;5.0;6.0;14.0;58.0
3296;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;Turkije;6.6;5.0;4.0;3.0;3.0;7.0;78.0
3297;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;Venezuela;0.2;23.0;7.0;4.0;6.0;11.0;50.0
3298;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;Verenigd Koninkrijk;4.5;14.0;17.0;11.0;13.0;18.0;26.0
3299;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;Vietnam;0.2;6.0;11.0;7.0;2.0;6.0;68.0
3300;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;Voormalig Joegoslavië;1.7;4.0;4.0;4.0;4.0;12.0;72.0
3301;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;Voormalig Sovjet-Unie;2.0;8.0;5.0;3.0;3.0;8.0;72.0
3302;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;Verenigde Staten van Amerika;3.4;15.0;20.0;15.0;15.0;14.0;21.0
3303;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;Voormalig Tsjecho-Slowakije;0.4;18.0;11.0;7.0;10.0;13.0;41.0
3304;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;Zwitserland;0.5;14.0;10.0;9.0;10.0;17.0;40.0
3305;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;Zuid-Afrika;1.0;27.0;21.0;5.0;6.0;13.0;27.0
3306;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;Zuid-Korea;0.2;6.0;23.0;8.0;18.0;19.0;26.0
3307;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;Zweden;0.6;19.0;19.0;17.0;11.0;14.0;21.0
3308;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;Onbekend;6.9;10.0;11.0;5.0;6.0;16.0;53.0
3309;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;Overig niet-westers;4.2;16.0;11.0;8.0;7.0;17.0;41.0
3310;Jaar immigratie: 1997;Totaal mannen en vrouwen;Totaal leeftijden;Overig westers;0.6;21.0;20.0;11.0;11.0;12.0;25.0
3311;Jaar immigratie: 1997;Totaal mannen en vrouwen;0 tot 15 jaar;0;19.8;6.0;6.0;5.0;6.0;13.0;64.0
3312;Jaar immigratie: 1997;Totaal mannen en vrouwen;0 tot 15 jaar;1;;;;;;;
3313;Jaar immigratie: 1997;Totaal mannen en vrouwen;0 tot 15 jaar;2;18.2;5.0;6.0;5.0;6.0;13.0;64.0
3314;Jaar immigratie: 1997;Totaal mannen en vrouwen;0 tot 15 jaar;4;12.1;4.0;4.0;3.0;4.0;13.0;73.0
3315;Jaar immigratie: 1997;Totaal mannen en vrouwen;0 tot 15 jaar;3;6.1;8.0;10.0;10.0;11.0;12.0;48.0
3316;Jaar immigratie: 1997;Totaal mannen en vrouwen;0 tot 15 jaar;Afghanistan;1.2;1.0;1.0;1.0;1.0;14.0;83.0
3317;Jaar immigratie: 1997;Totaal mannen en vrouwen;0 tot 15 jaar;Algerije;0.0;;;;11.0;28.0;61.0
3318;Jaar immigratie: 1997;Totaal mannen en vrouwen;0 tot 15 jaar;Angola;0.1;1.0;1.0;2.0;;14.0;82.0
3319;Jaar immigratie: 1997;Totaal mannen en vrouwen;0 tot 15 jaar;Argentinië;0.0;;29.0;5.0;10.0;14.0;43.0
3320;Jaar immigratie: 1997;Totaal mannen en vrouwen;0 tot 15 jaar;Australië;0.1;12.0;21.0;17.0;17.0;9.0;23.0
3321;Jaar immigratie: 1997;Totaal mannen en vrouwen;0 tot 15 jaar;België;0.5;7.0;6.0;7.0;9.0;14.0;56.0
3322;Jaar immigratie: 1997;Totaal mannen en vrouwen;0 tot 15 jaar;Brazilië;0.2;5.0;7.0;7.0;3.0;8.0;70.0
3323;Jaar immigratie: 1997;Totaal mannen en vrouwen;0 tot 15 jaar;Bulgarije;0.0;5.0;;5.0;5.0;5.0;80.0
3324;Jaar immigratie: 1997;Totaal mannen en vrouwen;0 tot 15 jaar;Canada;0.1;10.0;23.0;15.0;12.0;14.0;26.0
3325;Jaar immigratie: 1997;Totaal mannen en vrouwen;0 tot 15 jaar;Chili;0.0;23.0;;;8.0;15.0;54.0
3326;Jaar immigratie: 1997;Totaal mannen en vrouwen;0 tot 15 jaar;China;0.3;2.0;3.0;2.0;1.0;7.0;84.0
3327;Jaar immigratie: 1997;Totaal mannen en vrouwen;0 tot 15 jaar;Colombia;0.2;2.0;6.0;4.0;3.0;6.0;79.0
3328;Jaar immigratie: 1997;Totaal mannen en vrouwen;0 tot 15 jaar;Congo (DR);0.1;;2.0;;1.0;25.0;72.0
3329;Jaar immigratie: 1997;Totaal mannen en vrouwen;0 tot 15 jaar;Denemarken;0.1;11.0;9.0;18.0;11.0;16.0;36.0
3330;Jaar immigratie: 1997;Totaal mannen en vrouwen;0 tot 15 jaar;Dominicaanse Republiek;0.1;5.0;2.0;5.0;8.0;13.0;67.0
3331;Jaar immigratie: 1997;Totaal mannen en vrouwen;0 tot 15 jaar;Duitsland;1.0;8.0;7.0;7.0;10.0;12.0;56.0
3332;Jaar immigratie: 1997;Totaal mannen en vrouwen;0 tot 15 jaar;Egypte;0.1;2.0;5.0;2.0;4.0;31.0;56.0
3333;Jaar immigratie: 1997;Totaal mannen en vrouwen;0 tot 15 jaar;Ethiopië;0.1;3.0;;1.0;5.0;14.0;77.0
3334;Jaar immigratie: 1997;Totaal mannen en vrouwen;0 tot 15 jaar;Filippijnen;0.1;1.0;4.0;3.0;1.0;7.0;84.0
3335;Jaar immigratie: 1997;Totaal mannen en vrouwen;0 tot 15 jaar;Frankrijk;0.3;9.0;10.0;11.0;20.0;14.0;37.0
3336;Jaar immigratie: 1997;Totaal mannen en vrouwen;0 tot 15 jaar;Ghana;0.1;;3.0;3.0;1.0;15.0;77.0
3337;Jaar immigratie: 1997;Totaal mannen en vrouwen;0 tot 15 jaar;Griekenland;0.1;15.0;4.0;3.0;10.0;13.0;54.0
3338;Jaar immigratie: 1997;Totaal mannen en vrouwen;0 tot 15 jaar;Guyana;0.0;;;;;;100.0
3339;Jaar immigratie: 1997;Totaal mannen en vrouwen;0 tot 15 jaar;Hongarije;0.1;6.0;16.0;11.0;16.0;6.0;44.0
3340;Jaar immigratie: 1997;Totaal mannen en vrouwen;0 tot 15 jaar;Hongkong;0.0;;10.0;;14.0;19.0;57.0
3341;Jaar immigratie: 1997;Totaal mannen en vrouwen;0 tot 15 jaar;Ierland;0.0;;20.0;29.0;11.0;6.0;34.0
3342;Jaar immigratie: 1997;Totaal mannen en vrouwen;0 tot 15 jaar;India;0.1;4.0;3.0;5.0;4.0;11.0;73.0
3343;Jaar immigratie: 1997;Totaal mannen en vrouwen;0 tot 15 jaar;Indonesië;0.2;7.0;5.0;;1.0;7.0;81.0
