ID;Geslacht;Leeftijd;ZorgvormZvwZorgkosten;Perioden;PersonenMetZvwZorgkostenRelatief_1;GemiddeldeZorgkostenAllePersonen_2;GemiddeldeZorgkostenGebruikers_3;Zorgkosten50ePercentielGebruikers_4;Zorgkosten95ePercentielGebruikers_5;Zorgkosten99ePercentielGebruikers_6
867;Totaal mannen en vrouwen;70700;Farmacie;2020;54.6;138.0;264.0;54.0;686.0;2923.0
868;Totaal mannen en vrouwen;70700;Farmacie;2021;55.2;135.0;259.0;57.0;692.0;2856.0
869;Totaal mannen en vrouwen;70700;Farmacie;2022;56.2;154.0;295.0;59.0;720.0;2970.0
870;Totaal mannen en vrouwen;70700;Mondzorg;2020;0.6;5.0;755.0;482.0;2384.0;4416.0
871;Totaal mannen en vrouwen;70700;Mondzorg;2021;0.7;6.0;812.0;536.0;2542.0;4713.0
872;Totaal mannen en vrouwen;70700;Mondzorg;2022;0.7;6.0;829.0;553.0;2499.0;4733.0
873;Totaal mannen en vrouwen;70700;Geboortezorg;2020;11.1;251.0;2244.0;1994.0;4857.0;7144.0
874;Totaal mannen en vrouwen;70700;Geboortezorg;2021;11.2;263.0;2342.0;2131.0;5055.0;7411.0
875;Totaal mannen en vrouwen;70700;Geboortezorg;2022;10.6;245.0;2319.0;2081.0;5086.0;7594.0
876;Totaal mannen en vrouwen;70700;Paramedische zorg;2020;3.4;12.0;344.0;149.0;1520.0;2986.0
877;Totaal mannen en vrouwen;70700;Paramedische zorg;2021;4.1;17.0;419.0;168.0;1822.0;3305.0
878;Totaal mannen en vrouwen;70700;Paramedische zorg;2022;4.4;20.0;448.0;188.0;1879.0;3403.0
879;Totaal mannen en vrouwen;70700;Hulpmiddelen;2020;8.5;36.0;424.0;104.0;2141.0;5545.0
880;Totaal mannen en vrouwen;70700;Hulpmiddelen;2021;8.9;41.0;459.0;104.0;2196.0;6748.0
881;Totaal mannen en vrouwen;70700;Hulpmiddelen;2022;8.6;42.0;493.0;105.0;2328.0;6836.0
882;Totaal mannen en vrouwen;70700;Ziekenvervoer;2020;1.6;16.0;1009.0;779.0;2248.0;5444.0
883;Totaal mannen en vrouwen;70700;Ziekenvervoer;2021;1.8;19.0;1057.0;810.0;2375.0;5539.0
884;Totaal mannen en vrouwen;70700;Ziekenvervoer;2022;1.7;19.0;1085.0;829.0;2420.0;5650.0
885;Totaal mannen en vrouwen;70700;Buitenland;2020;0.8;8.0;922.0;167.0;4772.0;10678.0
886;Totaal mannen en vrouwen;70700;Buitenland;2021;0.9;9.0;967.0;158.0;5060.0;11610.0
887;Totaal mannen en vrouwen;70700;Buitenland;2022;1.3;12.0;908.0;165.0;4214.0;11468.0
888;Totaal mannen en vrouwen;70700;Geriatrische revalidatiezorg;2020;0.0;0.0;;;;
889;Totaal mannen en vrouwen;70700;Geriatrische revalidatiezorg;2021;0.0;0.0;;;;
890;Totaal mannen en vrouwen;70700;Geriatrische revalidatiezorg;2022;0.0;0.0;;;;
891;Totaal mannen en vrouwen;70700;Geestelijke gezondheidszorg-ZPM;2020;;;;;;
892;Totaal mannen en vrouwen;70700;Geestelijke gezondheidszorg-ZPM;2021;;;;;;
893;Totaal mannen en vrouwen;70700;Geestelijke gezondheidszorg-ZPM;2022;9.5;465.0;4749.0;1866.0;16076.0;52057.0
894;Totaal mannen en vrouwen;70700;Verpleging en verzorging;2020;0.3;12.0;4277.0;925.0;21716.0;43138.0
895;Totaal mannen en vrouwen;70700;Verpleging en verzorging;2021;0.3;12.0;4123.0;910.0;20827.0;46207.0
896;Totaal mannen en vrouwen;70700;Verpleging en verzorging;2022;0.3;11.0;4023.0;897.0;19796.0;46981.0
897;Totaal mannen en vrouwen;70700;Zorg zintuiglijk gehandicapten;2020;0.0;1.0;3424.0;1074.0;10056.0;45627.0
898;Totaal mannen en vrouwen;70700;Zorg zintuiglijk gehandicapten;2021;0.0;2.0;3633.0;993.0;9644.0;78188.0
899;Totaal mannen en vrouwen;70700;Zorg zintuiglijk gehandicapten;2022;0.0;2.0;3634.0;1087.0;12148.0;65573.0
900;Totaal mannen en vrouwen;70700;Eerstelijnsverblijf;2020;0.0;0.0;;;;
901;Totaal mannen en vrouwen;70700;Eerstelijnsverblijf;2021;0.0;0.0;;;;
902;Totaal mannen en vrouwen;70700;Eerstelijnsverblijf;2022;0.0;0.0;;;;
903;Totaal mannen en vrouwen;70700;Generalistische basis GGZ;2020;2.4;27.0;1059.0;1193.0;1522.0;2601.0
904;Totaal mannen en vrouwen;70700;Generalistische basis GGZ;2021;2.5;23.0;933.0;885.0;1469.0;2301.0
905;Totaal mannen en vrouwen;70700;Generalistische basis GGZ;2022;;;;;;
906;Totaal mannen en vrouwen;70700;Gespecialiseerde GGZ;2020;5.3;404.0;7188.0;2988.0;23707.0;75711.0
907;Totaal mannen en vrouwen;70700;Gespecialiseerde GGZ;2021;5.3;274.0;5052.0;2532.0;18018.0;55973.0
908;Totaal mannen en vrouwen;70700;Gespecialiseerde GGZ;2022;;;;;;
909;Totaal mannen en vrouwen;70700;Overige zorgvormen;2020;0.5;7.0;1266.0;280.0;2332.0;2714.0
910;Totaal mannen en vrouwen;70700;Overige zorgvormen;2021;0.5;8.0;1212.0;150.0;2798.0;15175.0
911;Totaal mannen en vrouwen;70700;Overige zorgvormen;2022;0.5;4.0;931.0;80.0;3208.0;20482.0
912;Totaal mannen en vrouwen;70800;Totaal alle zorgvormen;2020;97.9;1740.0;1777.0;270.0;7800.0;20131.0
913;Totaal mannen en vrouwen;70800;Totaal alle zorgvormen;2021;97.9;1733.0;1778.0;300.0;7793.0;19455.0
914;Totaal mannen en vrouwen;70800;Totaal alle zorgvormen;2022;97.7;1918.0;1975.0;326.0;8477.0;21853.0
915;Totaal mannen en vrouwen;70800;Huisartsenzorg;2020;97.5;154.0;159.0;122.0;360.0;619.0
916;Totaal mannen en vrouwen;70800;Huisartsenzorg;2021;97.5;166.0;170.0;132.0;378.0;632.0
917;Totaal mannen en vrouwen;70800;Huisartsenzorg;2022;97.3;172.0;176.0;137.0;387.0;634.0
918;Totaal mannen en vrouwen;70800;Multidisciplinaire zorg;2020;54.4;16.0;30.0;12.0;102.0;387.0
919;Totaal mannen en vrouwen;70800;Multidisciplinaire zorg;2021;55.3;16.0;29.0;12.0;90.0;377.0
920;Totaal mannen en vrouwen;70800;Multidisciplinaire zorg;2022;61.0;17.0;28.0;17.0;76.0;337.0
921;Totaal mannen en vrouwen;70800;Ziekenhuiszorg;2020;46.8;770.0;1669.0;418.0;6409.0;17389.0
922;Totaal mannen en vrouwen;70800;Ziekenhuiszorg;2021;48.9;860.0;1770.0;447.0;6801.0;18364.0
923;Totaal mannen en vrouwen;70800;Ziekenhuiszorg;2022;50.1;877.0;1772.0;442.0;6969.0;18372.0
924;Totaal mannen en vrouwen;70800;Farmacie;2020;56.9;164.0;300.0;59.0;826.0;3843.0
925;Totaal mannen en vrouwen;70800;Farmacie;2021;57.2;157.0;292.0;62.0;826.0;3748.0
926;Totaal mannen en vrouwen;70800;Farmacie;2022;58.2;173.0;319.0;64.0;857.0;3791.0
927;Totaal mannen en vrouwen;70800;Mondzorg;2020;0.8;6.0;766.0;474.0;2302.0;4581.0
928;Totaal mannen en vrouwen;70800;Mondzorg;2021;0.9;7.0;804.0;515.0;2579.0;4835.0
929;Totaal mannen en vrouwen;70800;Mondzorg;2022;0.8;7.0;789.0;502.0;2491.0;4746.0
930;Totaal mannen en vrouwen;70800;Geboortezorg;2020;5.8;126.0;2158.0;1982.0;4763.0;7173.0
931;Totaal mannen en vrouwen;70800;Geboortezorg;2021;6.1;137.0;2239.0;2078.0;4978.0;7523.0
932;Totaal mannen en vrouwen;70800;Geboortezorg;2022;5.9;128.0;2181.0;2027.0;4950.0;7462.0
933;Totaal mannen en vrouwen;70800;Paramedische zorg;2020;3.5;13.0;363.0;160.0;1557.0;3093.0
934;Totaal mannen en vrouwen;70800;Paramedische zorg;2021;4.4;20.0;452.0;184.0;1889.0;3451.0
935;Totaal mannen en vrouwen;70800;Paramedische zorg;2022;4.6;22.0;475.0;202.0;1953.0;3473.0
936;Totaal mannen en vrouwen;70800;Hulpmiddelen;2020;7.7;39.0;504.0;112.0;2395.0;5913.0
937;Totaal mannen en vrouwen;70800;Hulpmiddelen;2021;7.9;43.0;539.0;115.0;2463.0;6847.0
938;Totaal mannen en vrouwen;70800;Hulpmiddelen;2022;7.9;44.0;559.0;117.0;2504.0;6980.0
939;Totaal mannen en vrouwen;70800;Ziekenvervoer;2020;1.6;17.0;1037.0;783.0;2413.0;5727.0
940;Totaal mannen en vrouwen;70800;Ziekenvervoer;2021;1.8;19.0;1085.0;810.0;2522.0;6100.0
941;Totaal mannen en vrouwen;70800;Ziekenvervoer;2022;1.8;19.0;1098.0;829.0;2474.0;6040.0
942;Totaal mannen en vrouwen;70800;Buitenland;2020;0.8;10.0;1134.0;184.0;5437.0;13148.0
943;Totaal mannen en vrouwen;70800;Buitenland;2021;1.0;11.0;1108.0;170.0;5512.0;12847.0
944;Totaal mannen en vrouwen;70800;Buitenland;2022;1.3;14.0;984.0;171.0;5000.0;12456.0
945;Totaal mannen en vrouwen;70800;Geriatrische revalidatiezorg;2020;0.0;1.0;;;;
946;Totaal mannen en vrouwen;70800;Geriatrische revalidatiezorg;2021;0.0;1.0;;;;
947;Totaal mannen en vrouwen;70800;Geriatrische revalidatiezorg;2022;0.0;1.0;;;;
948;Totaal mannen en vrouwen;70800;Geestelijke gezondheidszorg-ZPM;2020;;;;;;
949;Totaal mannen en vrouwen;70800;Geestelijke gezondheidszorg-ZPM;2021;;;;;;
950;Totaal mannen en vrouwen;70800;Geestelijke gezondheidszorg-ZPM;2022;8.5;422.0;4844.0;1903.0;16405.0;55128.0
951;Totaal mannen en vrouwen;70800;Verpleging en verzorging;2020;0.4;18.0;4691.0;996.0;22517.0;46219.0
952;Totaal mannen en vrouwen;70800;Verpleging en verzorging;2021;0.4;16.0;4310.0;977.0;19825.0;44678.0
953;Totaal mannen en vrouwen;70800;Verpleging en verzorging;2022;0.4;15.0;4228.0;957.0;19757.0;41726.0
954;Totaal mannen en vrouwen;70800;Zorg zintuiglijk gehandicapten;2020;0.0;2.0;3625.0;1140.0;10699.0;42696.0
955;Totaal mannen en vrouwen;70800;Zorg zintuiglijk gehandicapten;2021;0.1;2.0;3639.0;1114.0;10661.0;79198.0
956;Totaal mannen en vrouwen;70800;Zorg zintuiglijk gehandicapten;2022;0.1;2.0;2986.0;967.0;11017.0;34560.0
957;Totaal mannen en vrouwen;70800;Eerstelijnsverblijf;2020;0.0;1.0;;;;
958;Totaal mannen en vrouwen;70800;Eerstelijnsverblijf;2021;0.0;1.0;;;;
959;Totaal mannen en vrouwen;70800;Eerstelijnsverblijf;2022;0.0;1.0;;;;
960;Totaal mannen en vrouwen;70800;Generalistische basis GGZ;2020;2.2;24.0;1069.0;1204.0;1522.0;2582.0
961;Totaal mannen en vrouwen;70800;Generalistische basis GGZ;2021;2.2;20.0;926.0;884.0;1469.0;2320.0
962;Totaal mannen en vrouwen;70800;Generalistische basis GGZ;2022;;;;;;
963;Totaal mannen en vrouwen;70800;Gespecialiseerde GGZ;2020;5.1;377.0;7036.0;2780.0;22764.0;74717.0
964;Totaal mannen en vrouwen;70800;Gespecialiseerde GGZ;2021;4.9;250.0;4954.0;2495.0;17941.0;54090.0
965;Totaal mannen en vrouwen;70800;Gespecialiseerde GGZ;2022;;;;;;
966;Totaal mannen en vrouwen;70800;Overige zorgvormen;2020;0.5;6.0;1046.0;243.0;2332.0;2714.0
967;Totaal mannen en vrouwen;70800;Overige zorgvormen;2021;0.6;8.0;1206.0;117.0;2815.0;14038.0
968;Totaal mannen en vrouwen;70800;Overige zorgvormen;2022;0.5;4.0;933.0;81.0;4402.0;16756.0
969;Totaal mannen en vrouwen;70900;Totaal alle zorgvormen;2020;98.3;1674.0;1705.0;274.0;7076.0;21677.0
970;Totaal mannen en vrouwen;70900;Totaal alle zorgvormen;2021;98.4;1675.0;1714.0;302.0;6965.0;21146.0
971;Totaal mannen en vrouwen;70900;Totaal alle zorgvormen;2022;98.1;1862.0;1912.0;326.0;7834.0;23997.0
972;Totaal mannen en vrouwen;70900;Huisartsenzorg;2020;98.0;154.0;159.0;122.0;359.0;618.0
973;Totaal mannen en vrouwen;70900;Huisartsenzorg;2021;98.0;167.0;170.0;131.0;376.0;632.0
974;Totaal mannen en vrouwen;70900;Huisartsenzorg;2022;97.8;172.0;175.0;136.0;382.0;631.0
975;Totaal mannen en vrouwen;70900;Multidisciplinaire zorg;2020;55.8;19.0;35.0;13.0;168.0;408.0
976;Totaal mannen en vrouwen;70900;Multidisciplinaire zorg;2021;56.7;19.0;34.0;12.0;167.0;405.0
977;Totaal mannen en vrouwen;70900;Multidisciplinaire zorg;2022;62.2;20.0;33.0;17.0;141.0;367.0
978;Totaal mannen en vrouwen;70900;Ziekenhuiszorg;2020;47.2;772.0;1659.0;400.0;6327.0;19496.0
979;Totaal mannen en vrouwen;70900;Ziekenhuiszorg;2021;49.5;868.0;1767.0;424.0;6781.0;20769.0
980;Totaal mannen en vrouwen;70900;Ziekenhuiszorg;2022;50.5;896.0;1794.0;428.0;6878.0;21616.0
981;Totaal mannen en vrouwen;70900;Farmacie;2020;59.7;196.0;342.0;69.0;1010.0;4694.0
982;Totaal mannen en vrouwen;70900;Farmacie;2021;59.7;190.0;338.0;71.0;1016.0;4482.0
983;Totaal mannen en vrouwen;70900;Farmacie;2022;60.4;204.0;362.0;72.0;1059.0;4773.0
984;Totaal mannen en vrouwen;70900;Mondzorg;2020;1.0;7.0;737.0;452.0;2409.0;4951.0
985;Totaal mannen en vrouwen;70900;Mondzorg;2021;1.1;9.0;809.0;499.0;2781.0;5134.0
986;Totaal mannen en vrouwen;70900;Mondzorg;2022;1.1;9.0;803.0;499.0;2762.0;5045.0
987;Totaal mannen en vrouwen;70900;Geboortezorg;2020;1.3;24.0;1832.0;1707.0;4556.0;6989.0
988;Totaal mannen en vrouwen;70900;Geboortezorg;2021;1.4;26.0;1896.0;1775.0;4756.0;7375.0
989;Totaal mannen en vrouwen;70900;Geboortezorg;2022;1.4;26.0;1865.0;1708.0;4806.0;7486.0
990;Totaal mannen en vrouwen;70900;Paramedische zorg;2020;3.9;16.0;407.0;174.0;1704.0;3212.0
991;Totaal mannen en vrouwen;70900;Paramedische zorg;2021;4.9;25.0;517.0;196.0;2073.0;3608.0
992;Totaal mannen en vrouwen;70900;Paramedische zorg;2022;5.2;28.0;535.0;210.0;2121.0;3619.0
993;Totaal mannen en vrouwen;70900;Hulpmiddelen;2020;7.6;46.0;611.0;147.0;2728.0;6475.0
994;Totaal mannen en vrouwen;70900;Hulpmiddelen;2021;7.7;49.0;644.0;157.0;2812.0;7265.0
995;Totaal mannen en vrouwen;70900;Hulpmiddelen;2022;7.8;51.0;651.0;160.0;2887.0;7197.0
996;Totaal mannen en vrouwen;70900;Ziekenvervoer;2020;1.8;19.0;1061.0;783.0;2448.0;5849.0
997;Totaal mannen en vrouwen;70900;Ziekenvervoer;2021;1.9;22.0;1111.0;814.0;2574.0;6219.0
998;Totaal mannen en vrouwen;70900;Ziekenvervoer;2022;1.9;22.0;1138.0;834.0;2662.0;6049.0
999;Totaal mannen en vrouwen;70900;Buitenland;2020;0.8;10.0;1247.0;179.0;5901.0;15812.0
1000;Totaal mannen en vrouwen;70900;Buitenland;2021;0.9;11.0;1187.0;159.0;5374.0;15089.0
1001;Totaal mannen en vrouwen;70900;Buitenland;2022;1.3;14.0;1017.0;162.0;4802.0;13849.0
1002;Totaal mannen en vrouwen;70900;Geriatrische revalidatiezorg;2020;0.0;1.0;;;;
1003;Totaal mannen en vrouwen;70900;Geriatrische revalidatiezorg;2021;0.0;2.0;;;;
1004;Totaal mannen en vrouwen;70900;Geriatrische revalidatiezorg;2022;0.0;2.0;;;;
1005;Totaal mannen en vrouwen;70900;Geestelijke gezondheidszorg-ZPM;2020;;;;;;
1006;Totaal mannen en vrouwen;70900;Geestelijke gezondheidszorg-ZPM;2021;;;;;;
1007;Totaal mannen en vrouwen;70900;Geestelijke gezondheidszorg-ZPM;2022;7.7;389.0;4896.0;1913.0;16773.0;55653.0
1008;Totaal mannen en vrouwen;70900;Verpleging en verzorging;2020;0.5;27.0;5002.0;1147.0;23540.0;46047.0
1009;Totaal mannen en vrouwen;70900;Verpleging en verzorging;2021;0.5;25.0;4620.0;1053.0;22360.0;44934.0
1010;Totaal mannen en vrouwen;70900;Verpleging en verzorging;2022;0.5;24.0;4586.0;1117.0;20699.0;44145.0
1011;Totaal mannen en vrouwen;70900;Zorg zintuiglijk gehandicapten;2020;0.1;2.0;3573.0;1279.0;9981.0;59005.0
1012;Totaal mannen en vrouwen;70900;Zorg zintuiglijk gehandicapten;2021;0.1;2.0;2961.0;975.0;8791.0;26996.0
1013;Totaal mannen en vrouwen;70900;Zorg zintuiglijk gehandicapten;2022;0.1;2.0;2875.0;1092.0;8354.0;24173.0
1014;Totaal mannen en vrouwen;70900;Eerstelijnsverblijf;2020;0.0;1.0;;;;
1015;Totaal mannen en vrouwen;70900;Eerstelijnsverblijf;2021;0.0;1.0;;;;
1016;Totaal mannen en vrouwen;70900;Eerstelijnsverblijf;2022;0.0;1.0;;;;
1017;Totaal mannen en vrouwen;70900;Generalistische basis GGZ;2020;1.9;22.0;1073.0;1218.0;1521.0;2606.0
1018;Totaal mannen en vrouwen;70900;Generalistische basis GGZ;2021;1.9;18.0;917.0;877.0;1469.0;2320.0
1019;Totaal mannen en vrouwen;70900;Generalistische basis GGZ;2022;;;;;;
1020;Totaal mannen en vrouwen;70900;Gespecialiseerde GGZ;2020;4.8;353.0;7015.0;2764.0;23282.0;72080.0
1021;Totaal mannen en vrouwen;70900;Gespecialiseerde GGZ;2021;4.6;234.0;4928.0;2478.0;17943.0;53460.0
1022;Totaal mannen en vrouwen;70900;Gespecialiseerde GGZ;2022;;;;;;
1023;Totaal mannen en vrouwen;70900;Overige zorgvormen;2020;0.6;6.0;828.0;162.0;2332.0;2714.0
1024;Totaal mannen en vrouwen;70900;Overige zorgvormen;2021;0.6;7.0;940.0;108.0;2480.0;12447.0
1025;Totaal mannen en vrouwen;70900;Overige zorgvormen;2022;0.6;4.0;775.0;81.0;3346.0;15351.0
1026;Totaal mannen en vrouwen;71000;Totaal alle zorgvormen;2020;98.7;1830.0;1863.0;314.0;7430.0;25381.0
1027;Totaal mannen en vrouwen;71000;Totaal alle zorgvormen;2021;98.7;1859.0;1898.0;349.0;7458.0;24902.0
1028;Totaal mannen en vrouwen;71000;Totaal alle zorgvormen;2022;98.5;2027.0;2077.0;374.0;8393.0;27115.0
1029;Totaal mannen en vrouwen;71000;Huisartsenzorg;2020;98.4;157.0;161.0;122.0;365.0;631.0
1030;Totaal mannen en vrouwen;71000;Huisartsenzorg;2021;98.3;170.0;172.0;133.0;382.0;649.0
1031;Totaal mannen en vrouwen;71000;Huisartsenzorg;2022;98.1;175.0;177.0;137.0;388.0;644.0
1032;Totaal mannen en vrouwen;71000;Multidisciplinaire zorg;2020;57.4;25.0;45.0;13.0;254.0;461.0
1033;Totaal mannen en vrouwen;71000;Multidisciplinaire zorg;2021;58.2;25.0;44.0;13.0;250.0;454.0
1034;Totaal mannen en vrouwen;71000;Multidisciplinaire zorg;2022;63.9;27.0;42.0;17.0;214.0;416.0
1035;Totaal mannen en vrouwen;71000;Ziekenhuiszorg;2020;50.5;915.0;1840.0;419.0;7057.0;24535.0
1036;Totaal mannen en vrouwen;71000;Ziekenhuiszorg;2021;53.0;1013.0;1925.0;447.0;7431.0;25189.0
1037;Totaal mannen en vrouwen;71000;Ziekenhuiszorg;2022;53.9;1031.0;1935.0;451.0;7492.0;25382.0
1038;Totaal mannen en vrouwen;71000;Farmacie;2020;63.6;229.0;376.0;83.0;1210.0;5084.0
1039;Totaal mannen en vrouwen;71000;Farmacie;2021;63.5;227.0;378.0;85.0;1227.0;5168.0
1040;Totaal mannen en vrouwen;71000;Farmacie;2022;64.0;238.0;398.0;87.0;1284.0;5591.0
1041;Totaal mannen en vrouwen;71000;Mondzorg;2020;1.4;11.0;758.0;452.0;2689.0;4947.0
1042;Totaal mannen en vrouwen;71000;Mondzorg;2021;1.5;12.0;803.0;481.0;2885.0;4910.0
1043;Totaal mannen en vrouwen;71000;Mondzorg;2022;1.5;12.0;808.0;474.0;2937.0;5119.0
1044;Totaal mannen en vrouwen;71000;Geboortezorg;2020;0.1;1.0;1019.0;293.0;3526.0;5839.0
1045;Totaal mannen en vrouwen;71000;Geboortezorg;2021;0.1;1.0;1095.0;289.0;3846.0;7335.0
1046;Totaal mannen en vrouwen;71000;Geboortezorg;2022;0.1;1.0;963.0;255.0;3693.0;5905.0
1047;Totaal mannen en vrouwen;71000;Paramedische zorg;2020;4.5;20.0;441.0;184.0;1810.0;3288.0
1048;Totaal mannen en vrouwen;71000;Paramedische zorg;2021;5.7;32.0;566.0;212.0;2199.0;3676.0
1049;Totaal mannen en vrouwen;71000;Paramedische zorg;2022;6.0;34.0;566.0;222.0;2221.0;3728.0
1050;Totaal mannen en vrouwen;71000;Hulpmiddelen;2020;9.1;58.0;631.0;191.0;2726.0;6416.0
1051;Totaal mannen en vrouwen;71000;Hulpmiddelen;2021;9.2;61.0;669.0;200.0;2857.0;7112.0
1052;Totaal mannen en vrouwen;71000;Hulpmiddelen;2022;9.5;63.0;676.0;199.0;2814.0;7187.0
1053;Totaal mannen en vrouwen;71000;Ziekenvervoer;2020;2.2;24.0;1087.0;787.0;2603.0;6280.0
1054;Totaal mannen en vrouwen;71000;Ziekenvervoer;2021;2.4;28.0;1147.0;819.0;2818.0;6549.0
1055;Totaal mannen en vrouwen;71000;Ziekenvervoer;2022;2.3;26.0;1142.0;834.0;2698.0;6654.0
1056;Totaal mannen en vrouwen;71000;Buitenland;2020;0.8;9.0;1199.0;179.0;5030.0;16666.0
1057;Totaal mannen en vrouwen;71000;Buitenland;2021;0.8;9.0;1137.0;144.0;5162.0;14947.0
1058;Totaal mannen en vrouwen;71000;Buitenland;2022;1.3;13.0;1006.0;165.0;4464.0;14601.0
1059;Totaal mannen en vrouwen;71000;Geriatrische revalidatiezorg;2020;0.0;3.0;16364.0;14139.0;36472.0;45582.0
1060;Totaal mannen en vrouwen;71000;Geriatrische revalidatiezorg;2021;0.0;4.0;17352.0;13682.0;37793.0;61382.0
1061;Totaal mannen en vrouwen;71000;Geriatrische revalidatiezorg;2022;0.0;3.0;16528.0;14007.0;38889.0;57078.0
1062;Totaal mannen en vrouwen;71000;Geestelijke gezondheidszorg-ZPM;2020;;;;;;
1063;Totaal mannen en vrouwen;71000;Geestelijke gezondheidszorg-ZPM;2021;;;;;;
1064;Totaal mannen en vrouwen;71000;Geestelijke gezondheidszorg-ZPM;2022;6.9;356.0;5001.0;1920.0;17407.0;56489.0
1065;Totaal mannen en vrouwen;71000;Verpleging en verzorging;2020;0.8;41.0;5280.0;1240.0;24361.0;50066.0
1066;Totaal mannen en vrouwen;71000;Verpleging en verzorging;2021;0.8;39.0;5052.0;1210.0;22552.0;51241.0
1067;Totaal mannen en vrouwen;71000;Verpleging en verzorging;2022;0.7;36.0;4929.0;1193.0;20999.0;47781.0
1068;Totaal mannen en vrouwen;71000;Zorg zintuiglijk gehandicapten;2020;0.1;2.0;2485.0;1074.0;7571.0;16515.0
1069;Totaal mannen en vrouwen;71000;Zorg zintuiglijk gehandicapten;2021;0.1;2.0;3124.0;1114.0;8575.0;34247.0
1070;Totaal mannen en vrouwen;71000;Zorg zintuiglijk gehandicapten;2022;0.1;2.0;2654.0;1089.0;8343.0;17775.0
1071;Totaal mannen en vrouwen;71000;Eerstelijnsverblijf;2020;0.0;2.0;8873.0;5658.0;25896.0;64980.0
1072;Totaal mannen en vrouwen;71000;Eerstelijnsverblijf;2021;0.0;3.0;9884.0;5577.0;30840.0;60535.0
1073;Totaal mannen en vrouwen;71000;Eerstelijnsverblijf;2022;0.0;2.0;10981.0;5155.0;41041.0;79442.0
1074;Totaal mannen en vrouwen;71000;Generalistische basis GGZ;2020;1.7;19.0;1068.0;1218.0;1464.0;2657.0
1075;Totaal mannen en vrouwen;71000;Generalistische basis GGZ;2021;1.7;15.0;902.0;867.0;1469.0;2252.0
1076;Totaal mannen en vrouwen;71000;Generalistische basis GGZ;2022;;;;;;
1077;Totaal mannen en vrouwen;71000;Gespecialiseerde GGZ;2020;4.2;310.0;7057.0;2736.0;24181.0;74889.0
1078;Totaal mannen en vrouwen;71000;Gespecialiseerde GGZ;2021;4.1;207.0;4911.0;2459.0;18073.0;53548.0
1079;Totaal mannen en vrouwen;71000;Gespecialiseerde GGZ;2022;;;;;;
1080;Totaal mannen en vrouwen;71000;Overige zorgvormen;2020;0.7;5.0;662.0;151.0;2275.0;2714.0
1081;Totaal mannen en vrouwen;71000;Overige zorgvormen;2021;0.8;8.0;839.0;106.0;2429.0;11799.0
1082;Totaal mannen en vrouwen;71000;Overige zorgvormen;2022;0.8;6.0;740.0;81.0;2906.0;14140.0
1083;Totaal mannen en vrouwen;71100;Totaal alle zorgvormen;2020;99.1;2166.0;2203.0;400.0;8919.0;30063.0
1084;Totaal mannen en vrouwen;71100;Totaal alle zorgvormen;2021;99.1;2235.0;2275.0;447.0;9142.0;30376.0
1085;Totaal mannen en vrouwen;71100;Totaal alle zorgvormen;2022;99.0;2383.0;2434.0;482.0;9946.0;31650.0
1086;Totaal mannen en vrouwen;71100;Huisartsenzorg;2020;98.7;161.0;164.0;125.0;371.0;648.0
1087;Totaal mannen en vrouwen;71100;Huisartsenzorg;2021;98.7;175.0;176.0;136.0;391.0;665.0
1088;Totaal mannen en vrouwen;71100;Huisartsenzorg;2022;98.6;180.0;182.0;141.0;400.0;667.0
1089;Totaal mannen en vrouwen;71100;Multidisciplinaire zorg;2020;59.6;35.0;60.0;15.0;321.0;505.0
1090;Totaal mannen en vrouwen;71100;Multidisciplinaire zorg;2021;60.5;36.0;60.0;15.0;315.0;520.0
1091;Totaal mannen en vrouwen;71100;Multidisciplinaire zorg;2022;66.1;37.0;56.0;17.0;287.0;459.0
1092;Totaal mannen en vrouwen;71100;Ziekenhuiszorg;2020;56.1;1171.0;2119.0;457.0;8510.0;28951.0
1093;Totaal mannen en vrouwen;71100;Ziekenhuiszorg;2021;58.7;1302.0;2232.0;486.0;9068.0;30163.0
1094;Totaal mannen en vrouwen;71100;Ziekenhuiszorg;2022;59.7;1312.0;2221.0;498.0;9122.0;29423.0
1095;Totaal mannen en vrouwen;71100;Farmacie;2020;68.1;277.0;425.0;103.0;1422.0;5419.0
1096;Totaal mannen en vrouwen;71100;Farmacie;2021;68.3;271.0;420.0;106.0;1442.0;5393.0
1097;Totaal mannen en vrouwen;71100;Farmacie;2022;69.0;288.0;447.0;109.0;1528.0;5712.0
1098;Totaal mannen en vrouwen;71100;Mondzorg;2020;1.9;15.0;762.0;437.0;2912.0;5089.0
1099;Totaal mannen en vrouwen;71100;Mondzorg;2021;2.0;17.0;818.0;466.0;3133.0;5174.0
1100;Totaal mannen en vrouwen;71100;Mondzorg;2022;2.0;17.0;812.0;462.0;3012.0;5325.0
1101;Totaal mannen en vrouwen;71100;Geboortezorg;2020;0.0;0.0;;;;
1102;Totaal mannen en vrouwen;71100;Geboortezorg;2021;0.0;0.0;;;;
1103;Totaal mannen en vrouwen;71100;Geboortezorg;2022;0.0;0.0;;;;
1104;Totaal mannen en vrouwen;71100;Paramedische zorg;2020;5.4;26.0;474.0;187.0;1905.0;3380.0
1105;Totaal mannen en vrouwen;71100;Paramedische zorg;2021;6.7;40.0;593.0;227.0;2259.0;3767.0
1106;Totaal mannen en vrouwen;71100;Paramedische zorg;2022;7.0;41.0;583.0;241.0;2240.0;3795.0
