ID;Geslacht;Leeftijd;Marges;Perioden;TotaalWerknemersMetEenOngeval_1;WerknemersOngevalZonderVerzuim_2;WerknemersOngeval1DagOfMeerVerzuim_3;WerknemersOngeval4DgnOfMeerVerzuim_4;LichamelijkLetsel_5;GeestelijkLetsel_6;OnderscheidNietTeMaken_7;LetselOnbekend_8
189;Totaal mannen en vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2016;3.1;1.7;1.6;1.2;1.8;0.6;0.6;0.5
190;Totaal mannen en vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2017;3.5;1.6;1.9;1.7;2.2;0.7;0.5;0.4
191;Totaal mannen en vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2018;3.2;1.7;1.7;1.4;2.0;0.9;0.5;0.2
192;Totaal mannen en vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2019;3.8;1.9;2.1;1.8;2.5;0.8;0.5;0.3
193;Totaal mannen en vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2020;2.7;1.2;1.5;1.2;1.7;0.5;0.5;0.2
194;Totaal mannen en vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2021;3.0;1.4;1.6;1.4;1.8;0.7;0.5;0.3
195;Totaal mannen en vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2022;3.0;1.5;1.6;1.4;1.8;0.7;0.5;0.2
196;Totaal mannen en vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2023;3.0;1.6;1.5;1.2;2.0;0.6;0.5;0.2
197;Totaal mannen en vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2024;2.8;1.4;1.5;1.2;1.7;0.7;0.4;0.2
198;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2014;2.3;0.6;0.8;0.6;0.9;0.0;0.5;0.9
199;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2015;0.2;0.2;0.0;0.0;0.0;0.0;0.0;0.2
200;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2016;1.2;0.1;0.8;0.5;0.4;0.0;0.5;0.2
201;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2017;1.6;0.5;1.2;0.8;1.0;0.3;0.3;0.0
202;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2018;1.6;0.8;0.6;0.5;1.2;0.0;0.2;0.2
203;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2019;1.9;0.9;0.9;0.8;1.2;0.2;0.1;0.4
204;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2020;1.4;0.4;0.8;0.7;0.8;0.1;0.1;0.3
205;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2021;1.3;0.6;0.7;0.6;0.8;0.2;0.2;0.1
206;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2022;1.8;0.9;0.8;0.8;1.3;0.1;0.3;0.0
207;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2023;2.1;0.7;1.4;1.1;1.3;0.2;0.2;0.4
208;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2024;1.7;0.9;0.8;0.7;1.1;0.3;0.2;0.1
209;Totaal mannen en vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2014;1.2;0.2;0.3;0.2;0.4;0.0;0.1;0.3
210;Totaal mannen en vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
211;Totaal mannen en vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2016;0.6;0.0;0.4;0.2;0.1;0.0;0.2;0.1
212;Totaal mannen en vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2017;0.9;0.2;0.6;0.4;0.5;0.1;0.1;0.0
213;Totaal mannen en vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2018;1.0;0.4;0.3;0.2;0.7;0.0;0.1;0.1
214;Totaal mannen en vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2019;1.3;0.5;0.5;0.4;0.8;0.1;0.0;0.2
215;Totaal mannen en vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2020;0.9;0.2;0.5;0.4;0.5;0.0;0.0;0.1
216;Totaal mannen en vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2021;0.8;0.3;0.4;0.3;0.4;0.1;0.1;0.0
217;Totaal mannen en vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2022;1.3;0.5;0.5;0.5;0.9;0.0;0.1;0.0
218;Totaal mannen en vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2023;1.6;0.4;0.9;0.7;0.9;0.1;0.1;0.2
219;Totaal mannen en vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2024;1.3;0.6;0.6;0.5;0.8;0.1;0.1;0.0
220;Totaal mannen en vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2014;4.3;1.7;2.1;1.9;2.1;;1.9;2.9
221;Totaal mannen en vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2015;1.2;1.2;;;;;;1.2
222;Totaal mannen en vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2016;2.1;0.7;1.6;1.2;1.0;;1.3;0.9
223;Totaal mannen en vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2017;2.7;1.3;2.3;1.8;1.9;1.2;1.1;
224;Totaal mannen en vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2018;2.6;1.6;1.2;1.0;2.1;0.1;0.5;0.6
225;Totaal mannen en vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2019;2.7;1.5;1.5;1.4;1.9;0.5;0.4;0.9
226;Totaal mannen en vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2020;2.1;0.8;1.4;1.3;1.4;0.4;0.5;0.8
227;Totaal mannen en vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2021;2.0;1.2;1.3;1.2;1.4;0.6;0.6;0.7
228;Totaal mannen en vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2022;2.4;1.4;1.3;1.2;1.9;0.6;0.6;0.3
229;Totaal mannen en vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2023;2.8;1.1;2.0;1.6;1.9;0.5;0.6;0.7
230;Totaal mannen en vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2024;2.3;1.4;1.3;1.1;1.6;0.6;0.5;0.4
231;Mannen;15 tot 75 jaar;Waarde;2014;3.9;1.9;2.0;1.3;2.5;0.5;0.5;0.3
232;Mannen;15 tot 75 jaar;Waarde;2015;3.4;1.8;1.7;1.2;2.4;0.3;0.5;0.2
233;Mannen;15 tot 75 jaar;Waarde;2016;3.3;1.7;1.7;1.1;2.2;0.4;0.5;0.2
234;Mannen;15 tot 75 jaar;Waarde;2017;3.9;2.0;1.9;1.3;2.7;0.4;0.4;0.2
235;Mannen;15 tot 75 jaar;Waarde;2018;3.4;1.7;1.7;1.2;2.3;0.4;0.4;0.2
236;Mannen;15 tot 75 jaar;Waarde;2019;3.8;2.0;1.9;1.4;2.8;0.4;0.4;0.2
237;Mannen;15 tot 75 jaar;Waarde;2020;2.8;1.4;1.5;1.1;2.0;0.3;0.3;0.1
238;Mannen;15 tot 75 jaar;Waarde;2021;3.0;1.4;1.6;1.1;2.0;0.4;0.4;0.1
239;Mannen;15 tot 75 jaar;Waarde;2022;3.0;1.4;1.6;1.2;2.0;0.4;0.4;0.1
240;Mannen;15 tot 75 jaar;Waarde;2023;2.9;1.4;1.5;1.0;2.0;0.4;0.3;0.1
241;Mannen;15 tot 75 jaar;Waarde;2024;2.7;1.4;1.4;1.0;1.9;0.5;0.3;0.1
242;Mannen;15 tot 75 jaar;Ondergrens 95%-interval;2014;3.6;1.7;1.8;1.2;2.3;0.4;0.4;0.2
243;Mannen;15 tot 75 jaar;Ondergrens 95%-interval;2015;3.2;1.6;1.5;1.0;2.2;0.3;0.4;0.1
244;Mannen;15 tot 75 jaar;Ondergrens 95%-interval;2016;3.1;1.5;1.5;1.0;2.0;0.3;0.4;0.2
245;Mannen;15 tot 75 jaar;Ondergrens 95%-interval;2017;3.6;1.8;1.7;1.2;2.5;0.4;0.3;0.2
246;Mannen;15 tot 75 jaar;Ondergrens 95%-interval;2018;3.2;1.6;1.6;1.1;2.2;0.4;0.4;0.1
247;Mannen;15 tot 75 jaar;Ondergrens 95%-interval;2019;3.6;1.8;1.7;1.2;2.6;0.4;0.3;0.1
248;Mannen;15 tot 75 jaar;Ondergrens 95%-interval;2020;2.6;1.2;1.4;0.9;1.9;0.2;0.2;0.1
249;Mannen;15 tot 75 jaar;Ondergrens 95%-interval;2021;2.7;1.2;1.4;1.0;1.8;0.3;0.4;0.1
250;Mannen;15 tot 75 jaar;Ondergrens 95%-interval;2022;2.8;1.3;1.5;1.1;1.8;0.4;0.3;0.1
251;Mannen;15 tot 75 jaar;Ondergrens 95%-interval;2023;2.7;1.3;1.4;0.9;1.8;0.4;0.3;0.1
252;Mannen;15 tot 75 jaar;Ondergrens 95%-interval;2024;2.5;1.2;1.3;0.9;1.7;0.4;0.2;0.1
253;Mannen;15 tot 75 jaar;Bovengrens 95%-interval;2014;4.3;2.1;2.2;1.5;2.8;0.6;0.7;0.4
254;Mannen;15 tot 75 jaar;Bovengrens 95%-interval;2015;3.7;2.0;1.9;1.3;2.6;0.4;0.6;0.2
255;Mannen;15 tot 75 jaar;Bovengrens 95%-interval;2016;3.6;1.9;1.9;1.3;2.4;0.5;0.6;0.3
256;Mannen;15 tot 75 jaar;Bovengrens 95%-interval;2017;4.1;2.2;2.2;1.5;3.0;0.5;0.5;0.3
257;Mannen;15 tot 75 jaar;Bovengrens 95%-interval;2018;3.7;1.9;1.9;1.4;2.5;0.5;0.5;0.2
258;Mannen;15 tot 75 jaar;Bovengrens 95%-interval;2019;4.1;2.2;2.1;1.5;3.0;0.5;0.5;0.2
259;Mannen;15 tot 75 jaar;Bovengrens 95%-interval;2020;3.0;1.5;1.7;1.2;2.2;0.4;0.4;0.2
260;Mannen;15 tot 75 jaar;Bovengrens 95%-interval;2021;3.2;1.6;1.7;1.3;2.2;0.5;0.5;0.1
261;Mannen;15 tot 75 jaar;Bovengrens 95%-interval;2022;3.2;1.6;1.8;1.3;2.2;0.5;0.5;0.2
262;Mannen;15 tot 75 jaar;Bovengrens 95%-interval;2023;3.1;1.5;1.7;1.2;2.1;0.5;0.4;0.2
263;Mannen;15 tot 75 jaar;Bovengrens 95%-interval;2024;2.9;1.5;1.6;1.2;2.0;0.6;0.3;0.2
264;Mannen;15 tot 25 jaar;Waarde;2014;5.6;3.5;2.0;0.9;4.2;0.2;0.8;0.3
265;Mannen;15 tot 25 jaar;Waarde;2015;4.8;3.1;1.8;0.8;4.0;0.2;0.4;0.2
266;Mannen;15 tot 25 jaar;Waarde;2016;4.7;3.4;1.4;0.6;3.4;0.2;0.6;0.5
267;Mannen;15 tot 25 jaar;Waarde;2017;5.1;3.2;2.2;1.1;4.1;0.1;0.4;0.3
268;Mannen;15 tot 25 jaar;Waarde;2018;4.5;2.8;1.7;0.9;3.7;0.1;0.4;0.2
269;Mannen;15 tot 25 jaar;Waarde;2019;4.7;2.8;2.0;1.2;3.7;0.2;0.5;0.2
270;Mannen;15 tot 25 jaar;Waarde;2020;3.7;1.9;1.7;1.2;3.1;0.1;0.3;0.1
271;Mannen;15 tot 25 jaar;Waarde;2021;3.9;2.3;1.6;0.9;2.9;0.2;0.5;0.2
272;Mannen;15 tot 25 jaar;Waarde;2022;3.6;1.9;1.7;1.1;2.7;0.2;0.5;0.2
273;Mannen;15 tot 25 jaar;Waarde;2023;4.2;2.3;1.8;1.0;3.1;0.3;0.4;0.3
274;Mannen;15 tot 25 jaar;Waarde;2024;3.4;2.0;1.3;0.8;2.4;0.4;0.3;0.2
275;Mannen;15 tot 25 jaar;Ondergrens 95%-interval;2014;4.6;2.7;1.5;0.6;3.3;0.1;0.4;0.1
276;Mannen;15 tot 25 jaar;Ondergrens 95%-interval;2015;4.0;2.5;1.3;0.6;3.3;0.1;0.2;0.1
277;Mannen;15 tot 25 jaar;Ondergrens 95%-interval;2016;3.9;2.7;1.0;0.3;2.7;0.1;0.4;0.3
278;Mannen;15 tot 25 jaar;Ondergrens 95%-interval;2017;4.3;2.6;1.6;0.8;3.4;0.0;0.2;0.2
279;Mannen;15 tot 25 jaar;Ondergrens 95%-interval;2018;3.8;2.3;1.3;0.6;3.1;0.0;0.2;0.1
280;Mannen;15 tot 25 jaar;Ondergrens 95%-interval;2019;4.1;2.3;1.6;0.9;3.1;0.1;0.3;0.1
281;Mannen;15 tot 25 jaar;Ondergrens 95%-interval;2020;3.1;1.5;1.3;0.9;2.6;0.0;0.2;0.0
282;Mannen;15 tot 25 jaar;Ondergrens 95%-interval;2021;3.2;1.8;1.2;0.6;2.3;0.1;0.3;0.1
283;Mannen;15 tot 25 jaar;Ondergrens 95%-interval;2022;3.0;1.5;1.3;0.7;2.2;0.1;0.3;0.1
284;Mannen;15 tot 25 jaar;Ondergrens 95%-interval;2023;3.5;1.8;1.4;0.7;2.5;0.1;0.3;0.1
285;Mannen;15 tot 25 jaar;Ondergrens 95%-interval;2024;2.8;1.6;1.0;0.5;2.0;0.2;0.2;0.1
286;Mannen;15 tot 25 jaar;Bovengrens 95%-interval;2014;6.8;4.4;2.8;1.4;5.2;0.6;1.3;0.7
287;Mannen;15 tot 25 jaar;Bovengrens 95%-interval;2015;5.6;3.8;2.3;1.2;4.8;0.4;0.7;0.6
288;Mannen;15 tot 25 jaar;Bovengrens 95%-interval;2016;5.7;4.2;2.0;1.0;4.2;0.5;1.0;0.9
289;Mannen;15 tot 25 jaar;Bovengrens 95%-interval;2017;6.1;4.0;2.9;1.7;5.0;0.4;0.8;0.6
290;Mannen;15 tot 25 jaar;Bovengrens 95%-interval;2018;5.2;3.4;2.2;1.3;4.4;0.3;0.7;0.4
291;Mannen;15 tot 25 jaar;Bovengrens 95%-interval;2019;5.5;3.4;2.5;1.6;4.4;0.5;0.8;0.5
292;Mannen;15 tot 25 jaar;Bovengrens 95%-interval;2020;4.4;2.4;2.3;1.6;3.7;0.3;0.6;0.3
293;Mannen;15 tot 25 jaar;Bovengrens 95%-interval;2021;4.7;3.0;2.2;1.3;3.6;0.5;0.9;0.5
294;Mannen;15 tot 25 jaar;Bovengrens 95%-interval;2022;4.3;2.4;2.3;1.5;3.3;0.4;0.8;0.4
295;Mannen;15 tot 25 jaar;Bovengrens 95%-interval;2023;4.9;2.8;2.3;1.5;3.7;0.5;0.7;0.5
296;Mannen;15 tot 25 jaar;Bovengrens 95%-interval;2024;4.0;2.5;1.7;1.2;3.0;0.6;0.6;0.4
297;Mannen;25 tot 35 jaar;Waarde;2014;4.0;2.2;1.8;1.0;2.7;0.5;0.4;0.3
298;Mannen;25 tot 35 jaar;Waarde;2015;3.9;2.4;1.7;1.0;2.8;0.2;0.6;0.3
299;Mannen;25 tot 35 jaar;Waarde;2016;3.7;2.1;1.8;1.1;2.6;0.3;0.5;0.2
300;Mannen;25 tot 35 jaar;Waarde;2017;4.4;2.4;2.3;1.3;3.2;0.5;0.5;0.2
301;Mannen;25 tot 35 jaar;Waarde;2018;3.6;1.6;2.0;1.3;2.4;0.5;0.5;0.1
302;Mannen;25 tot 35 jaar;Waarde;2019;3.9;2.4;1.7;1.2;2.9;0.4;0.4;0.1
303;Mannen;25 tot 35 jaar;Waarde;2020;3.1;1.6;1.8;1.1;2.3;0.3;0.3;0.1
304;Mannen;25 tot 35 jaar;Waarde;2021;3.5;1.7;1.8;1.2;2.2;0.8;0.4;0.0
305;Mannen;25 tot 35 jaar;Waarde;2022;2.9;1.5;1.5;1.0;2.0;0.5;0.4;0.0
306;Mannen;25 tot 35 jaar;Waarde;2023;2.9;1.4;1.5;0.9;1.9;0.5;0.3;0.1
307;Mannen;25 tot 35 jaar;Waarde;2024;2.8;1.5;1.3;0.8;2.0;0.5;0.2;0.1
308;Mannen;25 tot 35 jaar;Ondergrens 95%-interval;2014;3.3;1.7;1.3;0.7;2.1;0.3;0.2;0.2
309;Mannen;25 tot 35 jaar;Ondergrens 95%-interval;2015;3.2;1.9;1.3;0.7;2.3;0.1;0.4;0.1
310;Mannen;25 tot 35 jaar;Ondergrens 95%-interval;2016;3.1;1.6;1.4;0.8;2.1;0.2;0.3;0.1
311;Mannen;25 tot 35 jaar;Ondergrens 95%-interval;2017;3.7;1.9;1.8;1.0;2.6;0.3;0.3;0.1
312;Mannen;25 tot 35 jaar;Ondergrens 95%-interval;2018;3.1;1.2;1.6;1.0;2.0;0.3;0.3;0.0
313;Mannen;25 tot 35 jaar;Ondergrens 95%-interval;2019;3.3;2.0;1.3;0.9;2.4;0.3;0.2;0.0
314;Mannen;25 tot 35 jaar;Ondergrens 95%-interval;2020;2.5;1.2;1.4;0.8;1.8;0.2;0.2;0.0
315;Mannen;25 tot 35 jaar;Ondergrens 95%-interval;2021;2.9;1.3;1.3;0.9;1.8;0.6;0.2;0.0
316;Mannen;25 tot 35 jaar;Ondergrens 95%-interval;2022;2.5;1.2;1.2;0.8;1.6;0.3;0.2;0.0
317;Mannen;25 tot 35 jaar;Ondergrens 95%-interval;2023;2.4;1.1;1.2;0.7;1.6;0.4;0.2;0.0
318;Mannen;25 tot 35 jaar;Ondergrens 95%-interval;2024;2.3;1.2;1.0;0.6;1.6;0.3;0.1;0.0
319;Mannen;25 tot 35 jaar;Bovengrens 95%-interval;2014;4.9;2.9;2.4;1.5;3.4;0.9;0.8;0.7
320;Mannen;25 tot 35 jaar;Bovengrens 95%-interval;2015;4.6;3.0;2.2;1.4;3.4;0.5;0.9;0.5
321;Mannen;25 tot 35 jaar;Bovengrens 95%-interval;2016;4.4;2.6;2.4;1.5;3.3;0.6;0.8;0.5
322;Mannen;25 tot 35 jaar;Bovengrens 95%-interval;2017;5.2;2.9;2.9;1.8;3.9;0.8;0.8;0.5
323;Mannen;25 tot 35 jaar;Bovengrens 95%-interval;2018;4.2;2.0;2.5;1.7;2.9;0.8;0.8;0.3
324;Mannen;25 tot 35 jaar;Bovengrens 95%-interval;2019;4.6;3.0;2.1;1.5;3.5;0.7;0.6;0.3
325;Mannen;25 tot 35 jaar;Bovengrens 95%-interval;2020;3.7;2.0;2.2;1.5;2.8;0.6;0.6;0.2
326;Mannen;25 tot 35 jaar;Bovengrens 95%-interval;2021;4.3;2.3;2.3;1.7;2.8;1.3;0.7;0.3
327;Mannen;25 tot 35 jaar;Bovengrens 95%-interval;2022;3.5;1.9;2.0;1.4;2.4;0.8;0.6;0.2
328;Mannen;25 tot 35 jaar;Bovengrens 95%-interval;2023;3.4;1.8;1.9;1.3;2.4;0.8;0.5;0.3
329;Mannen;25 tot 35 jaar;Bovengrens 95%-interval;2024;3.3;1.9;1.7;1.1;2.4;0.7;0.4;0.2
330;Mannen;35 tot 45 jaar;Waarde;2014;3.8;1.5;2.1;1.4;2.6;0.3;0.5;0.3
331;Mannen;35 tot 45 jaar;Waarde;2015;3.2;1.7;1.6;1.2;2.0;0.3;0.8;0.1
332;Mannen;35 tot 45 jaar;Waarde;2016;2.8;1.2;1.7;1.3;1.8;0.6;0.4;0.0
333;Mannen;35 tot 45 jaar;Waarde;2017;4.1;2.0;2.0;1.5;2.9;0.5;0.4;0.2
334;Mannen;35 tot 45 jaar;Waarde;2018;3.2;1.6;1.8;1.4;2.1;0.5;0.4;0.2
335;Mannen;35 tot 45 jaar;Waarde;2019;3.5;1.8;1.8;1.2;2.5;0.5;0.3;0.1
336;Mannen;35 tot 45 jaar;Waarde;2020;2.7;1.4;1.4;1.0;1.9;0.3;0.3;0.1
337;Mannen;35 tot 45 jaar;Waarde;2021;2.0;1.1;1.0;0.7;1.3;0.1;0.4;0.1
338;Mannen;35 tot 45 jaar;Waarde;2022;2.9;1.0;1.9;1.5;1.9;0.5;0.4;0.1
339;Mannen;35 tot 45 jaar;Waarde;2023;2.3;1.3;1.1;0.8;1.6;0.5;0.2;0.1
340;Mannen;35 tot 45 jaar;Waarde;2024;2.6;1.2;1.7;1.3;1.7;0.6;0.2;0.1
341;Mannen;35 tot 45 jaar;Ondergrens 95%-interval;2014;3.2;1.2;1.7;1.0;2.2;0.2;0.3;0.2
342;Mannen;35 tot 45 jaar;Ondergrens 95%-interval;2015;2.7;1.3;1.3;0.9;1.6;0.2;0.5;0.0
343;Mannen;35 tot 45 jaar;Ondergrens 95%-interval;2016;2.3;0.9;1.3;1.0;1.4;0.4;0.2;0.0
344;Mannen;35 tot 45 jaar;Ondergrens 95%-interval;2017;3.4;1.6;1.6;1.1;2.4;0.3;0.3;0.1
345;Mannen;35 tot 45 jaar;Ondergrens 95%-interval;2018;2.8;1.3;1.4;1.1;1.8;0.3;0.2;0.1
346;Mannen;35 tot 45 jaar;Ondergrens 95%-interval;2019;3.0;1.4;1.4;0.9;2.1;0.3;0.2;0.1
347;Mannen;35 tot 45 jaar;Ondergrens 95%-interval;2020;2.3;1.1;1.1;0.7;1.6;0.2;0.2;0.1
348;Mannen;35 tot 45 jaar;Ondergrens 95%-interval;2021;1.6;0.8;0.7;0.5;1.0;0.1;0.3;0.0
349;Mannen;35 tot 45 jaar;Ondergrens 95%-interval;2022;2.4;0.8;1.6;1.1;1.5;0.3;0.2;0.0
350;Mannen;35 tot 45 jaar;Ondergrens 95%-interval;2023;1.9;1.0;0.8;0.6;1.3;0.3;0.1;0.0
351;Mannen;35 tot 45 jaar;Ondergrens 95%-interval;2024;2.2;0.9;1.3;1.0;1.3;0.4;0.1;0.0
352;Mannen;35 tot 45 jaar;Bovengrens 95%-interval;2014;4.5;2.0;2.7;1.8;3.2;0.6;0.8;0.6
353;Mannen;35 tot 45 jaar;Bovengrens 95%-interval;2015;3.9;2.1;2.1;1.6;2.5;0.5;1.1;0.3
354;Mannen;35 tot 45 jaar;Bovengrens 95%-interval;2016;3.4;1.6;2.2;1.8;2.3;0.8;0.6;0.2
355;Mannen;35 tot 45 jaar;Bovengrens 95%-interval;2017;4.8;2.5;2.6;2.0;3.5;0.8;0.7;0.4
356;Mannen;35 tot 45 jaar;Bovengrens 95%-interval;2018;3.8;2.0;2.2;1.8;2.6;0.7;0.6;0.3
357;Mannen;35 tot 45 jaar;Bovengrens 95%-interval;2019;4.1;2.2;2.3;1.6;3.0;0.8;0.5;0.3
358;Mannen;35 tot 45 jaar;Bovengrens 95%-interval;2020;3.3;1.8;1.9;1.3;2.4;0.6;0.5;0.3
359;Mannen;35 tot 45 jaar;Bovengrens 95%-interval;2021;2.5;1.5;1.4;1.0;1.8;0.3;0.7;0.2
360;Mannen;35 tot 45 jaar;Bovengrens 95%-interval;2022;3.4;1.4;2.4;1.9;2.3;0.8;0.6;0.2
361;Mannen;35 tot 45 jaar;Bovengrens 95%-interval;2023;2.8;1.7;1.4;1.1;2.0;0.7;0.3;0.2
362;Mannen;35 tot 45 jaar;Bovengrens 95%-interval;2024;3.1;1.5;2.1;1.6;2.1;0.9;0.4;0.2
363;Mannen;45 tot 55 jaar;Waarde;2014;3.8;1.7;2.2;1.7;2.3;0.6;0.5;0.4
364;Mannen;45 tot 55 jaar;Waarde;2015;2.9;1.2;1.7;1.3;2.0;0.3;0.3;0.2
365;Mannen;45 tot 55 jaar;Waarde;2016;3.1;1.2;2.0;1.3;2.0;0.5;0.5;0.2
366;Mannen;45 tot 55 jaar;Waarde;2017;3.1;1.6;1.6;1.3;2.1;0.5;0.4;0.2
367;Mannen;45 tot 55 jaar;Waarde;2018;3.4;1.6;1.7;1.3;2.1;0.5;0.5;0.2
368;Mannen;45 tot 55 jaar;Waarde;2019;3.4;1.6;1.8;1.5;2.5;0.4;0.3;0.2
369;Mannen;45 tot 55 jaar;Waarde;2020;2.5;1.3;1.3;0.9;1.7;0.4;0.3;0.0
370;Mannen;45 tot 55 jaar;Waarde;2021;2.9;1.2;1.8;1.4;2.1;0.3;0.4;0.0
371;Mannen;45 tot 55 jaar;Waarde;2022;2.9;1.3;1.5;1.3;2.0;0.5;0.3;0.1
372;Mannen;45 tot 55 jaar;Waarde;2023;2.6;1.0;1.7;1.3;1.5;0.5;0.5;0.1
373;Mannen;45 tot 55 jaar;Waarde;2024;2.5;1.2;1.4;1.0;1.8;0.5;0.2;0.1
374;Mannen;45 tot 55 jaar;Ondergrens 95%-interval;2014;3.3;1.4;1.8;1.3;1.9;0.4;0.3;0.3
375;Mannen;45 tot 55 jaar;Ondergrens 95%-interval;2015;2.4;1.0;1.4;1.0;1.7;0.2;0.2;0.1
376;Mannen;45 tot 55 jaar;Ondergrens 95%-interval;2016;2.7;1.0;1.6;1.0;1.7;0.3;0.3;0.1
377;Mannen;45 tot 55 jaar;Ondergrens 95%-interval;2017;2.7;1.3;1.3;1.0;1.7;0.3;0.2;0.1
378;Mannen;45 tot 55 jaar;Ondergrens 95%-interval;2018;3.0;1.4;1.4;1.0;1.8;0.4;0.4;0.1
379;Mannen;45 tot 55 jaar;Ondergrens 95%-interval;2019;3.0;1.3;1.5;1.2;2.1;0.3;0.2;0.1
380;Mannen;45 tot 55 jaar;Ondergrens 95%-interval;2020;2.1;1.0;1.1;0.7;1.4;0.3;0.2;0.0
381;Mannen;45 tot 55 jaar;Ondergrens 95%-interval;2021;2.5;0.9;1.4;1.1;1.7;0.2;0.2;0.0
382;Mannen;45 tot 55 jaar;Ondergrens 95%-interval;2022;2.4;1.1;1.2;1.0;1.6;0.3;0.2;0.0
383;Mannen;45 tot 55 jaar;Ondergrens 95%-interval;2023;2.2;0.8;1.3;1.0;1.2;0.3;0.3;0.0
384;Mannen;45 tot 55 jaar;Ondergrens 95%-interval;2024;2.1;1.0;1.1;0.8;1.5;0.3;0.1;0.0
385;Mannen;45 tot 55 jaar;Bovengrens 95%-interval;2014;4.4;2.1;2.7;2.1;2.7;0.8;0.8;0.7
386;Mannen;45 tot 55 jaar;Bovengrens 95%-interval;2015;3.4;1.6;2.1;1.7;2.4;0.5;0.5;0.4
387;Mannen;45 tot 55 jaar;Bovengrens 95%-interval;2016;3.6;1.5;2.4;1.7;2.4;0.7;0.7;0.4
388;Mannen;45 tot 55 jaar;Bovengrens 95%-interval;2017;3.7;2.0;2.0;1.6;2.5;0.7;0.6;0.4
389;Mannen;45 tot 55 jaar;Bovengrens 95%-interval;2018;3.8;2.0;2.0;1.6;2.5;0.7;0.7;0.3
390;Mannen;45 tot 55 jaar;Bovengrens 95%-interval;2019;3.9;2.0;2.2;1.8;3.0;0.6;0.5;0.3
391;Mannen;45 tot 55 jaar;Bovengrens 95%-interval;2020;3.0;1.6;1.7;1.2;2.1;0.6;0.5;0.2
392;Mannen;45 tot 55 jaar;Bovengrens 95%-interval;2021;3.5;1.6;2.2;1.8;2.6;0.6;0.6;0.1
393;Mannen;45 tot 55 jaar;Bovengrens 95%-interval;2022;3.4;1.7;1.9;1.6;2.4;0.7;0.5;0.3
394;Mannen;45 tot 55 jaar;Bovengrens 95%-interval;2023;3.1;1.3;2.1;1.6;1.9;0.7;0.7;0.2
395;Mannen;45 tot 55 jaar;Bovengrens 95%-interval;2024;3.0;1.6;1.7;1.3;2.2;0.7;0.3;0.2
396;Mannen;55 tot 65 jaar;Waarde;2014;3.2;1.3;2.1;1.6;1.6;0.8;0.6;0.2
397;Mannen;55 tot 65 jaar;Waarde;2015;3.2;1.2;2.0;1.6;2.0;0.7;0.4;0.1
398;Mannen;55 tot 65 jaar;Waarde;2016;2.7;1.4;1.4;1.0;1.6;0.4;0.4;0.3
399;Mannen;55 tot 65 jaar;Waarde;2017;3.4;1.5;1.8;1.6;2.1;0.5;0.5;0.3
400;Mannen;55 tot 65 jaar;Waarde;2018;3.0;1.4;1.5;1.2;1.9;0.5;0.4;0.1
