ID;Leeftijd;Perioden;TotaalLevendgeborenen_1;k_1eKind_2;k_2eKind_3;k_3eKind_4;k_4eOfVolgendeKinderen_5;TotaalOverledenen_6;OverledenMannen_7;OverledenVrouwen_8;TotaalImmigratie_9;ImmigratieMannen_10;ImmigratieVrouwen_11;TotaalEmigratie_12;EmigratieMannen_13;EmigratieVrouwen_14;TotaalMigratieSaldo_15;MigratieSaldoMannen_16;MigratieSaldoVrouwen_17
1028;22;2022;3628.0;2768.0;735.0;113.0;12.0;67;45;22;4762;2059;2703;2585;1198;1387;2177;861;1316
1029;22;2023;3566.0;2720.0;722.0;112.0;11.0;65;44;21;4757;2057;2700;2533;1175;1358;2224;882;1342
1030;22;2024;3527.0;2691.0;713.0;112.0;11.0;64;43;21;4752;2055;2697;2502;1164;1338;2250;891;1359
1031;22;2025;3501.0;2672.0;707.0;111.0;11.0;62;42;20;4745;2052;2693;2479;1155;1324;2266;897;1369
1032;22;2026;3400.0;2594.0;686.0;109.0;11.0;59;40;19;4739;2049;2690;2425;1126;1299;2314;923;1391
1033;22;2027;3297.0;2516.0;665.0;105.0;11.0;57;38;19;4735;2047;2688;2364;1099;1265;2371;948;1423
1034;22;2028;3269.0;2495.0;659.0;105.0;10.0;55;37;18;4729;2045;2684;2324;1082;1242;2405;963;1442
1035;22;2029;3237.0;2471.0;652.0;104.0;10.0;54;37;18;4725;2043;2682;2290;1068;1221;2435;975;1461
1036;22;2030;3215.0;2455.0;647.0;103.0;10.0;53;36;17;4720;2041;2679;2257;1056;1201;2463;985;1478
1037;22;2031;3201.0;2443.0;644.0;104.0;10.0;52;35;17;4715;2039;2676;2228;1045;1183;2487;994;1493
1038;22;2032;3190.0;2435.0;641.0;103.0;10.0;51;35;17;4711;2037;2674;2200;1035;1165;2511;1002;1509
1039;22;2033;3180.0;2427.0;639.0;104.0;10.0;50;34;16;4708;2036;2672;2172;1025;1147;2536;1011;1525
1040;22;2034;3176.0;2424.0;638.0;104.0;10.0;50;34;16;4703;2034;2669;2147;1016;1131;2556;1018;1538
1041;22;2035;3177.0;2425.0;638.0;104.0;10.0;49;33;16;4699;2032;2667;2124;1008;1116;2575;1024;1551
1042;22;2036;3186.0;2432.0;639.0;105.0;10.0;49;33;16;4695;2030;2665;2103;1002;1101;2592;1028;1564
1043;22;2037;3199.0;2442.0;641.0;105.0;10.0;48;33;16;4691;2028;2663;2084;996;1088;2607;1032;1575
1044;22;2038;3214.0;2454.0;644.0;106.0;10.0;48;32;16;4689;2027;2662;2068;992;1076;2621;1035;1586
1045;22;2039;3232.0;2468.0;647.0;106.0;10.0;48;32;16;4686;2026;2660;2052;988;1065;2634;1038;1595
1046;22;2040;3254.0;2484.0;651.0;108.0;10.0;48;32;16;4683;2026;2657;2039;985;1054;2644;1041;1603
1047;22;2041;3275.0;2501.0;655.0;108.0;10.0;47;32;15;4681;2024;2657;2025;982;1044;2656;1042;1613
1048;22;2042;3296.0;2517.0;659.0;109.0;10.0;47;32;15;4676;2022;2654;2013;979;1034;2663;1043;1620
1049;22;2043;3314.0;2531.0;663.0;110.0;10.0;47;32;15;4675;2022;2653;2002;977;1025;2674;1045;1628
1050;22;2044;3330.0;2543.0;666.0;110.0;11.0;47;31;15;4673;2021;2652;1990;974;1016;2683;1047;1636
1051;22;2045;3344.0;2554.0;669.0;111.0;11.0;46;31;15;4671;2021;2650;1979;971;1007;2692;1050;1643
1052;22;2046;3356.0;2563.0;671.0;111.0;11.0;46;31;15;4668;2018;2650;1967;969;999;2701;1049;1651
1053;22;2047;3366.0;2570.0;673.0;111.0;11.0;46;31;15;4667;2018;2649;1956;966;991;2711;1052;1658
1054;22;2048;3373.0;2576.0;675.0;112.0;11.0;46;31;15;4666;2018;2648;1946;962;984;2720;1056;1664
1055;22;2049;3379.0;2581.0;676.0;112.0;11.0;45;30;15;4666;2018;2648;1938;960;978;2728;1058;1670
1056;23;2006;3934.0;2791.0;976.0;153.0;13.0;65;42;23;4232;1856;2376;3551;1762;1789;681;94;587
1057;23;2007;4014.0;2847.0;997.0;156.0;14.0;67;43;23;4472;1972;2500;3600;1765;1835;872;207;665
1058;23;2008;4086.0;2899.0;1015.0;158.0;14.0;67;44;23;4687;2083;2604;3551;1704;1846;1136;379;758
1059;23;2009;4192.0;2975.0;1040.0;161.0;15.0;69;45;24;4867;2183;2684;3474;1646;1828;1393;537;856
1060;23;2010;4159.0;2955.0;1031.0;159.0;15.0;69;46;24;4998;2259;2739;3397;1594;1803;1601;665;936
1061;23;2011;4174.0;2966.0;1029.0;162.0;16.0;69;45;23;5081;2309;2772;3365;1570;1795;1716;739;977
1062;23;2012;4243.0;3018.0;1041.0;167.0;16.0;70;46;24;5121;2333;2788;3353;1557;1796;1768;776;992
1063;23;2013;4394.0;3126.0;1075.0;176.0;17.0;72;48;24;5132;2338;2794;3367;1570;1797;1765;768;997
1064;23;2014;4417.0;3145.0;1077.0;178.0;18.0;72;48;24;5126;2334;2792;3308;1532;1776;1818;802;1016
1065;23;2015;4365.0;3110.0;1060.0;178.0;18.0;71;47;24;5119;2329;2790;3243;1501;1741;1876;828;1049
1066;23;2016;4348.0;3100.0;1052.0;179.0;17.0;70;47;23;5114;2326;2788;3167;1461;1705;1947;865;1083
1067;23;2017;4360.0;3109.0;1051.0;181.0;19.0;70;47;23;5107;2323;2784;3126;1443;1683;1981;880;1101
1068;23;2018;4261.0;3040.0;1024.0;179.0;18.0;68;45;22;5101;2320;2781;3039;1401;1638;2062;919;1143
1069;23;2019;4233.0;3022.0;1014.0;180.0;18.0;67;45;22;5094;2317;2777;3012;1393;1619;2082;924;1158
1070;23;2020;4302.0;3073.0;1027.0;183.0;19.0;66;44;22;5088;2314;2774;2979;1373;1605;2109;941;1169
1071;23;2021;4415.0;3154.0;1051.0;190.0;20.0;68;45;22;5081;2311;2770;2969;1378;1591;2112;933;1179
1072;23;2022;4435.0;3170.0;1053.0;192.0;20.0;67;45;22;5074;2309;2765;2936;1363;1573;2138;946;1192
1073;23;2023;4547.0;3251.0;1077.0;199.0;20.0;68;46;22;5066;2305;2761;2934;1364;1570;2132;941;1191
1074;23;2024;4473.0;3198.0;1057.0;196.0;21.0;66;44;22;5061;2303;2758;2878;1339;1539;2183;964;1219
1075;23;2025;4426.0;3166.0;1044.0;196.0;21.0;64;43;21;5055;2299;2756;2842;1326;1517;2213;973;1239
1076;23;2026;4393.0;3143.0;1033.0;196.0;21.0;63;43;21;5050;2297;2753;2814;1312;1501;2236;985;1252
1077;23;2027;4267.0;3055.0;1001.0;191.0;20.0;60;41;20;5043;2294;2749;2753;1280;1473;2290;1014;1276
1078;23;2028;4141.0;2965.0;970.0;186.0;19.0;58;39;19;5039;2292;2747;2685;1249;1436;2354;1043;1311
1079;23;2029;4108.0;2942.0;960.0;186.0;20.0;56;38;18;5031;2289;2742;2642;1230;1412;2389;1059;1330
1080;23;2030;4068.0;2915.0;948.0;185.0;20.0;55;37;18;5028;2288;2740;2604;1214;1390;2424;1074;1350
1081;23;2031;4041.0;2896.0;941.0;184.0;20.0;54;36;18;5023;2285;2738;2567;1199;1368;2456;1086;1370
1082;23;2032;4024.0;2885.0;935.0;184.0;20.0;53;36;17;5019;2283;2736;2534;1186;1348;2485;1097;1388
1083;23;2033;4009.0;2876.0;929.0;185.0;20.0;52;35;17;5014;2281;2733;2503;1174;1329;2511;1107;1404
1084;23;2034;3998.0;2868.0;925.0;185.0;21.0;51;35;17;5009;2278;2731;2472;1162;1310;2537;1116;1421
1085;23;2035;3994.0;2866.0;921.0;186.0;21.0;51;34;17;5005;2277;2728;2443;1151;1292;2562;1126;1436
1086;23;2036;3995.0;2868.0;920.0;187.0;21.0;50;34;16;5001;2275;2726;2417;1142;1275;2584;1133;1451
1087;23;2037;4005.0;2876.0;921.0;188.0;21.0;50;34;16;4998;2274;2724;2394;1134;1260;2604;1140;1464
1088;23;2038;4019.0;2888.0;922.0;189.0;21.0;49;33;16;4995;2272;2723;2373;1127;1246;2622;1145;1477
1089;23;2039;4038.0;2903.0;924.0;190.0;21.0;49;33;16;4991;2270;2721;2354;1121;1234;2637;1149;1487
1090;23;2040;4063.0;2920.0;928.0;192.0;22.0;49;33;16;4988;2269;2719;2338;1116;1222;2650;1153;1497
1091;23;2041;4088.0;2940.0;932.0;194.0;22.0;49;33;16;4985;2268;2717;2322;1112;1210;2663;1156;1507
1092;23;2042;4114.0;2960.0;937.0;196.0;22.0;49;33;16;4982;2266;2716;2308;1108;1200;2674;1158;1516
1093;23;2043;4140.0;2980.0;940.0;198.0;22.0;48;32;16;4980;2265;2715;2294;1104;1190;2686;1161;1525
1094;23;2044;4162.0;2996.0;945.0;199.0;22.0;48;32;16;4978;2264;2714;2282;1101;1180;2696;1163;1534
1095;23;2045;4182.0;3010.0;950.0;200.0;22.0;48;32;16;4976;2264;2712;2268;1097;1172;2708;1167;1540
1096;23;2046;4200.0;3023.0;954.0;201.0;22.0;48;32;16;4974;2263;2711;2257;1093;1163;2717;1170;1548
1097;23;2047;4215.0;3034.0;957.0;201.0;23.0;47;32;16;4971;2261;2710;2245;1090;1155;2726;1171;1555
1098;23;2048;4227.0;3043.0;960.0;202.0;23.0;47;31;15;4970;2261;2709;2234;1086;1149;2736;1175;1560
1099;23;2049;4237.0;3050.0;962.0;202.0;23.0;47;31;15;4969;2260;2709;2225;1083;1142;2744;1177;1567
1100;24;2006;5125.0;3469.0;1363.0;252.0;40.0;66;43;23;4216;1931;2285;3808;1955;1853;408;-24;432
1101;24;2007;5088.0;3449.0;1343.0;255.0;41.0;65;42;23;4442;2042;2400;3791;1936;1855;651;106;545
1102;24;2008;5213.0;3538.0;1362.0;268.0;44.0;67;44;23;4652;2155;2497;3846;1946;1900;806;209;597
1103;24;2009;5326.0;3623.0;1378.0;279.0;46.0;68;44;24;4826;2254;2572;3801;1891;1909;1025;363;663
1104;24;2010;5463.0;3728.0;1387.0;300.0;48.0;69;45;24;4953;2329;2624;3733;1841;1892;1220;488;732
1105;24;2011;5463.0;3728.0;1382.0;304.0;50.0;70;46;24;5032;2379;2653;3657;1793;1865;1375;586;788
1106;24;2012;5478.0;3738.0;1381.0;307.0;51.0;69;46;24;5076;2405;2671;3623;1768;1855;1453;637;816
1107;24;2013;5559.0;3794.0;1399.0;315.0;52.0;70;46;24;5087;2409;2678;3609;1755;1854;1478;654;824
1108;24;2014;5753.0;3926.0;1444.0;328.0;55.0;73;48;25;5080;2405;2675;3624;1769;1856;1456;636;819
1109;24;2015;5776.0;3943.0;1446.0;332.0;55.0;73;48;24;5073;2401;2672;3567;1730;1838;1506;671;834
1110;24;2016;5707.0;3896.0;1426.0;330.0;55.0;71;48;24;5067;2398;2669;3507;1701;1806;1560;697;863
1111;24;2017;5677.0;3875.0;1416.0;330.0;55.0;70;47;23;5060;2394;2666;3434;1660;1774;1626;734;892
1112;24;2018;5690.0;3884.0;1417.0;333.0;56.0;70;47;23;5054;2391;2663;3392;1639;1753;1662;752;910
1113;24;2019;5557.0;3794.0;1381.0;327.0;55.0;68;45;23;5047;2388;2659;3304;1594;1710;1743;794;949
1114;24;2020;5515.0;3765.0;1368.0;326.0;55.0;67;45;22;5040;2385;2655;3274;1585;1689;1766;800;966
1115;24;2021;5599.0;3822.0;1387.0;333.0;56.0;66;44;22;5034;2382;2652;3238;1561;1676;1796;821;976
1116;24;2022;5737.0;3916.0;1421.0;342.0;59.0;68;45;22;5026;2377;2649;3229;1566;1664;1797;811;985
1117;24;2023;5757.0;3929.0;1424.0;345.0;59.0;67;45;22;5021;2375;2646;3197;1551;1646;1824;824;1000
1118;24;2024;5895.0;4023.0;1457.0;354.0;60.0;68;45;22;5014;2372;2642;3195;1550;1645;1819;822;997
1119;24;2025;5794.0;3953.0;1432.0;349.0;59.0;66;44;22;5009;2369;2640;3137;1523;1614;1872;846;1026
1120;24;2026;5728.0;3908.0;1414.0;346.0;60.0;64;43;21;5003;2367;2636;3098;1507;1591;1905;860;1045
1121;24;2027;5683.0;3876.0;1403.0;345.0;59.0;63;42;21;4996;2363;2633;3067;1492;1575;1929;871;1058
1122;24;2028;5515.0;3762.0;1360.0;335.0;58.0;60;40;20;4990;2360;2630;3001;1456;1545;1989;904;1085
1123;24;2029;5351.0;3649.0;1319.0;326.0;56.0;58;39;19;4986;2358;2628;2930;1423;1507;2056;935;1121
1124;24;2030;5304.0;3617.0;1307.0;323.0;57.0;56;38;19;4982;2356;2626;2885;1402;1483;2097;954;1143
1125;24;2031;5249.0;3579.0;1293.0;321.0;56.0;55;37;18;4976;2354;2622;2844;1384;1460;2132;970;1162
1126;24;2032;5210.0;3552.0;1283.0;319.0;56.0;54;36;18;4970;2350;2620;2806;1368;1438;2164;982;1182
1127;24;2033;5183.0;3534.0;1276.0;318.0;55.0;53;36;18;4967;2349;2618;2772;1353;1419;2195;996;1199
1128;24;2034;5160.0;3518.0;1270.0;317.0;55.0;52;35;17;4964;2347;2617;2738;1339;1399;2226;1008;1218
1129;24;2035;5142.0;3504.0;1265.0;317.0;56.0;52;35;17;4959;2345;2614;2706;1325;1380;2253;1020;1234
1130;24;2036;5129.0;3496.0;1261.0;316.0;56.0;51;34;17;4954;2343;2611;2677;1313;1363;2277;1030;1248
1131;24;2037;5127.0;3495.0;1261.0;316.0;56.0;50;34;17;4951;2341;2610;2651;1303;1347;2300;1038;1263
1132;24;2038;5135.0;3500.0;1262.0;317.0;56.0;50;34;17;4948;2339;2609;2626;1294;1333;2322;1045;1276
1133;24;2039;5149.0;3510.0;1265.0;318.0;56.0;50;33;16;4944;2338;2606;2605;1286;1319;2339;1052;1287
1134;24;2040;5169.0;3523.0;1270.0;319.0;56.0;49;33;16;4942;2337;2605;2587;1280;1307;2355;1057;1298
1135;24;2041;5191.0;3538.0;1275.0;321.0;57.0;49;33;16;4939;2335;2604;2570;1275;1295;2369;1060;1309
1136;24;2042;5218.0;3557.0;1281.0;323.0;57.0;49;33;16;4934;2333;2601;2555;1270;1285;2379;1063;1316
1137;24;2043;5245.0;3576.0;1288.0;324.0;57.0;49;33;16;4933;2332;2601;2542;1266;1277;2391;1066;1324
1138;24;2044;5273.0;3594.0;1295.0;326.0;59.0;49;33;16;4931;2331;2600;2528;1261;1268;2403;1070;1332
1139;24;2045;5302.0;3614.0;1302.0;328.0;59.0;48;32;16;4929;2330;2599;2518;1258;1260;2411;1072;1339
1140;24;2046;5328.0;3631.0;1308.0;329.0;59.0;48;32;16;4926;2328;2598;2506;1254;1252;2420;1074;1346
1141;24;2047;5350.0;3646.0;1314.0;331.0;60.0;48;32;16;4925;2328;2597;2494;1249;1245;2431;1079;1352
1142;24;2048;5370.0;3659.0;1318.0;332.0;60.0;48;32;16;4923;2327;2596;2485;1246;1239;2438;1081;1357
1143;24;2049;5385.0;3670.0;1322.0;333.0;60.0;47;32;16;4922;2327;2595;2476;1242;1234;2446;1085;1361
1144;25;2006;6543.0;4307.0;1772.0;388.0;76.0;68;45;23;4071;1912;2159;3916;2021;1896;155;-109;263
1145;25;2007;6356.0;4179.0;1721.0;379.0;77.0;66;44;22;4286;2020;2266;3947;2060;1887;339;-40;379
1146;25;2008;6340.0;4165.0;1712.0;382.0;80.0;65;43;22;4483;2128;2355;3939;2050;1889;544;78;466
1147;25;2009;6514.0;4279.0;1754.0;396.0;86.0;67;45;22;4649;2227;2422;3993;2066;1927;656;161;495
1148;25;2010;6676.0;4379.0;1789.0;415.0;93.0;68;45;22;4768;2303;2465;3955;2023;1932;813;280;533
1149;25;2011;6865.0;4503.0;1835.0;430.0;97.0;69;46;23;4848;2354;2494;3898;1983;1915;950;371;579
1150;25;2012;6873.0;4512.0;1832.0;432.0;96.0;70;47;23;4888;2378;2510;3827;1941;1886;1061;437;624
1151;25;2013;6894.0;4527.0;1835.0;436.0;96.0;69;47;23;4899;2382;2517;3792;1918;1873;1107;464;644
1152;25;2014;7009.0;4605.0;1861.0;446.0;98.0;70;47;23;4894;2379;2515;3779;1908;1871;1115;471;644
1153;25;2015;7258.0;4772.0;1923.0;464.0;100.0;73;49;23;4887;2373;2514;3799;1924;1875;1088;449;639
1154;25;2016;7295.0;4798.0;1928.0;469.0;100.0;72;49;23;4879;2370;2509;3748;1889;1859;1131;481;650
1155;25;2017;7213.0;4745.0;1903.0;466.0;99.0;71;48;23;4873;2367;2506;3691;1861;1830;1182;506;676
1156;25;2018;7186.0;4731.0;1892.0;466.0;97.0;70;47;22;4867;2364;2503;3617;1818;1799;1250;546;704
1157;25;2019;7212.0;4750.0;1895.0;470.0;98.0;69;47;22;4861;2361;2500;3576;1797;1778;1285;564;722
1158;25;2020;7051.0;4645.0;1849.0;462.0;95.0;67;46;21;4854;2357;2497;3486;1750;1735;1368;607;762
1159;25;2021;7005.0;4616.0;1833.0;461.0;95.0;66;45;21;4848;2354;2494;3454;1741;1713;1394;614;781
1160;25;2022;7115.0;4690.0;1859.0;471.0;95.0;66;45;21;4840;2350;2490;3417;1716;1701;1423;634;789
1161;25;2023;7293.0;4808.0;1903.0;485.0;97.0;67;46;21;4833;2347;2486;3409;1720;1689;1424;627;797
1162;25;2024;7329.0;4832.0;1910.0;490.0;98.0;67;46;21;4827;2343;2484;3378;1706;1672;1449;637;812
1163;25;2025;7508.0;4951.0;1954.0;504.0;99.0;67;46;21;4821;2340;2481;3374;1704;1670;1447;636;811
1164;25;2026;7388.0;4873.0;1920.0;498.0;97.0;65;45;21;4817;2338;2479;3316;1677;1638;1501;661;841
1165;25;2027;7314.0;4823.0;1898.0;496.0;96.0;64;44;20;4812;2336;2476;3274;1659;1615;1538;677;861
1166;25;2028;7261.0;4789.0;1882.0;494.0;96.0;63;43;20;4805;2332;2473;3241;1644;1598;1564;688;875
1167;25;2029;7057.0;4657.0;1826.0;483.0;92.0;60;41;19;4800;2329;2471;3171;1604;1567;1629;725;904
1168;25;2030;6856.0;4524.0;1772.0;471.0;89.0;57;39;18;4794;2326;2468;3100;1570;1530;1694;756;938
1169;25;2031;6802.0;4489.0;1756.0;469.0;89.0;56;38;18;4790;2324;2466;3054;1547;1506;1736;777;960
1170;25;2032;6739.0;4448.0;1737.0;466.0;87.0;55;38;17;4786;2322;2464;3011;1528;1483;1775;794;981
1171;25;2033;6697.0;4421.0;1724.0;465.0;86.0;54;37;17;4781;2320;2461;2973;1511;1462;1808;809;999
1172;25;2034;6669.0;4403.0;1715.0;465.0;86.0;53;36;17;4777;2317;2460;2938;1496;1442;1839;821;1018
1173;25;2035;6646.0;4388.0;1707.0;466.0;86.0;52;36;17;4773;2316;2457;2904;1481;1423;1869;835;1034
1174;25;2036;6627.0;4376.0;1700.0;466.0;84.0;52;35;16;4768;2312;2456;2871;1467;1404;1897;845;1052
1175;25;2037;6618.0;4372.0;1695.0;468.0;84.0;51;35;16;4766;2311;2455;2841;1454;1387;1925;857;1068
1176;25;2038;6622.0;4374.0;1694.0;470.0;84.0;50;34;16;4762;2309;2453;2815;1444;1371;1947;865;1082
1177;25;2039;6637.0;4385.0;1696.0;473.0;84.0;50;34;16;4758;2308;2450;2792;1434;1358;1966;874;1092
1178;25;2040;6660.0;4400.0;1700.0;476.0;84.0;50;34;16;4755;2305;2450;2772;1427;1345;1983;878;1105
1179;25;2041;6691.0;4422.0;1706.0;479.0;84.0;50;34;16;4753;2304;2449;2754;1420;1333;1999;884;1116
1180;25;2042;6726.0;4445.0;1713.0;484.0;85.0;49;34;16;4750;2302;2448;2737;1415;1323;2013;887;1125
1181;25;2043;6766.0;4473.0;1720.0;489.0;84.0;49;34;16;4747;2301;2446;2725;1411;1314;2022;890;1132
1182;25;2044;6807.0;4500.0;1729.0;494.0;85.0;49;33;15;4745;2300;2445;2711;1406;1305;2034;894;1140
1183;25;2045;6846.0;4527.0;1737.0;498.0;85.0;49;33;15;4742;2298;2444;2700;1403;1297;2042;895;1147
1184;25;2046;6884.0;4551.0;1746.0;500.0;86.0;48;33;15;4741;2298;2443;2690;1399;1290;2051;899;1153
1185;25;2047;6917.0;4573.0;1755.0;503.0;86.0;48;33;15;4739;2297;2442;2680;1395;1284;2059;902;1158
1186;25;2048;6946.0;4592.0;1762.0;505.0;86.0;48;33;15;4737;2295;2442;2671;1393;1278;2066;902;1164
1187;25;2049;6972.0;4609.0;1769.0;507.0;87.0;48;32;15;4737;2295;2442;2664;1389;1274;2073;906;1168
1188;26;2006;8204.0;5132.0;2396.0;568.0;108.0;70;47;23;3921;1865;2056;3969;2085;1884;-48;-220;172
1189;26;2007;8132.0;5074.0;2385.0;561.0;112.0;69;46;23;4127;1972;2155;3963;2076;1887;164;-104;268
1190;26;2008;7890.0;4913.0;2318.0;545.0;114.0;67;45;22;4313;2078;2235;3988;2110;1878;325;-32;357
1191;26;2009;7860.0;4882.0;2313.0;545.0;121.0;66;44;22;4469;2172;2297;3978;2102;1876;491;70;421
1192;26;2010;8027.0;4963.0;2372.0;559.0;133.0;68;46;22;4586;2247;2339;4025;2120;1906;561;127;433
1193;26;2011;8205.0;5078.0;2416.0;574.0;138.0;69;46;22;4660;2297;2363;3992;2085;1907;668;212;456
1194;26;2012;8441.0;5229.0;2478.0;594.0;140.0;70;47;23;4695;2318;2377;3942;2053;1889;753;265;488
1195;26;2013;8455.0;5242.0;2475.0;597.0;140.0;71;48;22;4707;2323;2384;3879;2019;1860;828;304;524
1196;26;2014;8495.0;5273.0;2479.0;603.0;140.0;70;48;22;4702;2319;2383;3844;1996;1848;859;323;535
1197;26;2015;8641.0;5370.0;2514.0;616.0;142.0;71;48;23;4695;2315;2380;3834;1988;1846;861;327;534
1198;26;2016;8955.0;5571.0;2596.0;642.0;146.0;73;50;23;4688;2312;2376;3862;2008;1854;826;304;522
1199;26;2017;9001.0;5604.0;2603.0;647.0;147.0;73;50;23;4681;2308;2373;3817;1977;1840;864;331;533
1200;26;2018;8914.0;5557.0;2570.0;644.0;144.0;72;49;22;4675;2305;2370;3759;1948;1811;916;357;559
1201;26;2019;8894.0;5550.0;2555.0;645.0;143.0;70;48;22;4669;2302;2367;3688;1907;1781;981;395;586
1202;26;2020;8929.0;5577.0;2559.0;649.0;144.0;70;48;22;4663;2299;2364;3648;1887;1761;1015;412;603
1203;26;2021;8742.0;5466.0;2498.0;639.0;139.0;68;46;21;4656;2295;2361;3559;1840;1719;1097;455;642
1204;26;2022;8691.0;5438.0;2478.0;637.0;138.0;67;46;21;4650;2292;2358;3527;1829;1698;1123;463;660
1205;26;2023;8834.0;5532.0;2512.0;651.0;139.0;66;46;21;4644;2289;2355;3490;1804;1686;1154;485;669
1206;26;2024;9063.0;5679.0;2571.0;670.0;143.0;67;46;21;4638;2286;2352;3485;1810;1676;1153;476;676
1207;26;2025;9114.0;5715.0;2579.0;677.0;143.0;67;46;21;4631;2282;2349;3455;1796;1659;1176;486;690
1208;26;2026;9343.0;5863.0;2638.0;696.0;146.0;68;46;21;4627;2280;2347;3452;1795;1657;1175;485;690
1209;26;2027;9205.0;5780.0;2592.0;688.0;143.0;66;45;20;4621;2277;2344;3392;1766;1626;1229;511;718
1210;26;2028;9120.0;5731.0;2563.0;684.0;142.0;64;44;20;4616;2275;2341;3352;1748;1604;1264;527;737
1211;26;2029;9065.0;5700.0;2541.0;683.0;141.0;63;43;20;4611;2272;2339;3316;1730;1586;1295;542;753
1212;26;2030;8823.0;5552.0;2468.0;667.0;136.0;60;42;19;4607;2270;2337;3245;1689;1556;1362;581;781
1213;26;2031;8583.0;5404.0;2396.0;651.0;132.0;58;40;18;4602;2267;2335;3173;1654;1520;1429;613;815
1214;26;2032;8525.0;5370.0;2374.0;649.0;131.0;57;39;18;4597;2265;2332;3128;1631;1497;1469;634;835
1215;26;2033;8455.0;5329.0;2350.0;646.0;129.0;56;38;17;4591;2261;2330;3086;1611;1475;1505;650;855
1216;26;2034;8409.0;5304.0;2332.0;644.0;128.0;55;38;17;4588;2260;2328;3048;1593;1454;1540;667;874
1217;26;2035;8383.0;5290.0;2320.0;645.0;128.0;54;37;17;4585;2258;2327;3013;1578;1435;1572;680;892
1218;26;2036;8361.0;5279.0;2310.0;645.0;126.0;53;37;16;4580;2255;2325;2980;1563;1417;1600;692;908
1219;26;2037;8342.0;5271.0;2299.0;646.0;126.0;52;36;16;4577;2254;2323;2948;1548;1400;1629;706;923
1220;26;2038;8340.0;5272.0;2294.0;648.0;126.0;52;36;16;4575;2253;2322;2919;1535;1384;1656;718;938
1221;26;2039;8349.0;5281.0;2292.0;650.0;125.0;51;35;16;4570;2250;2320;2893;1524;1370;1677;726;950
1222;26;2040;8375.0;5300.0;2295.0;655.0;125.0;51;35;16;4567;2248;2319;2872;1515;1357;1695;733;962
1223;26;2041;8410.0;5325.0;2300.0;659.0;126.0;51;35;16;4566;2248;2318;2853;1507;1345;1713;741;973
1224;26;2042;8453.0;5356.0;2307.0;665.0;125.0;50;35;16;4563;2246;2317;2836;1501;1335;1727;745;982
1225;26;2043;8502.0;5390.0;2316.0;670.0;126.0;50;34;16;4561;2245;2316;2821;1495;1326;1740;750;990
1226;26;2044;8558.0;5427.0;2327.0;676.0;127.0;50;34;15;4557;2243;2314;2810;1491;1318;1747;752;996
1227;26;2045;8615.0;5466.0;2339.0;684.0;127.0;50;34;15;4556;2242;2314;2799;1487;1311;1757;755;1003
1228;26;2046;8670.0;5504.0;2350.0;690.0;127.0;49;34;15;4554;2241;2313;2790;1484;1306;1765;757;1007
1229;26;2047;8718.0;5534.0;2362.0;693.0;128.0;49;34;15;4552;2240;2312;2781;1482;1300;1771;758;1012
1230;26;2048;8759.0;5560.0;2374.0;697.0;129.0;49;34;15;4550;2239;2311;2773;1478;1295;1777;761;1016
1231;26;2049;8796.0;5584.0;2384.0;700.0;129.0;49;34;15;4549;2239;2310;2767;1475;1292;1782;764;1018
1232;27;2006;9567.0;5719.0;2948.0;744.0;155.0;74;49;25;3710;1821;1889;3870;2074;1797;-160;-253;92
1233;27;2007;9852.0;5866.0;3043.0;780.0;164.0;76;50;25;3903;1924;1979;3942;2113;1829;-39;-189;150
1234;27;2008;9790.0;5808.0;3023.0;790.0;168.0;74;49;25;4077;2025;2052;3936;2104;1832;141;-79;220
1235;27;2009;9519.0;5627.0;2939.0;782.0;171.0;72;48;24;4228;2117;2111;3951;2131;1820;277;-14;291
1236;27;2010;9463.0;5555.0;2922.0;811.0;174.0;71;48;24;4337;2190;2147;3938;2121;1817;399;69;330
1237;27;2011;9679.0;5680.0;2988.0;831.0;180.0;73;49;24;4408;2236;2172;3981;2140;1841;427;96;331
1238;27;2012;9877.0;5797.0;3048.0;849.0;183.0;74;50;24;4444;2259;2185;3953;2112;1841;491;147;344
1239;27;2013;10142.0;5951.0;3132.0;873.0;187.0;76;51;25;4454;2263;2191;3912;2085;1827;542;178;364
1240;27;2014;10157.0;5960.0;3135.0;875.0;187.0;76;52;25;4448;2260;2188;3856;2055;1801;592;205;387
1241;27;2015;10190.0;5981.0;3145.0;878.0;186.0;76;51;25;4443;2256;2187;3825;2033;1792;618;223;395
1242;27;2016;10352.0;6078.0;3193.0;892.0;189.0;77;52;25;4437;2253;2184;3820;2027;1793;617;226;391
1243;27;2017;10704.0;6284.0;3302.0;924.0;194.0;79;54;25;4431;2250;2181;3853;2050;1803;578;200;378
1244;27;2018;10756.0;6317.0;3316.0;928.0;195.0;78;53;25;4424;2246;2178;3811;2021;1790;613;225;388
1245;27;2019;10644.0;6255.0;3280.0;919.0;191.0;77;52;25;4418;2243;2175;3757;1993;1764;661;250;411
1246;27;2020;10609.0;6235.0;3268.0;916.0;191.0;76;51;24;4412;2240;2172;3689;1952;1737;723;288;435
1247;27;2021;10642.0;6257.0;3276.0;918.0;191.0;75;51;24;4405;2237;2168;3653;1933;1720;752;304;448
1248;27;2022;10413.0;6123.0;3206.0;899.0;186.0;73;49;23;4399;2233;2166;3567;1887;1681;832;346;485
