ID;Geslacht;Migratieachtergrond;Onderwijssoort;Vooropleiding;Opleidingsfase;Perioden;Eerstejaarsstudenten_1
907;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma natuur en techniek;Master- en vervolgopleidingen;2005/'06;0.0
908;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma natuur en techniek;Master- en vervolgopleidingen;2006/'07;4.0
909;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma natuur en techniek;Master- en vervolgopleidingen;2007/'08;0.0
910;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma natuur en techniek;Master- en vervolgopleidingen;2008/'09;2.0
911;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma natuur en techniek;Master- en vervolgopleidingen;2009/'10;2.0
912;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma natuur en techniek;Master- en vervolgopleidingen;2010/'11;1.0
913;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma natuur en techniek;Master- en vervolgopleidingen;2011/'12;8.0
914;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma natuur en techniek;Master- en vervolgopleidingen;2012/'13;2.0
915;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma natuur en techniek;Master- en vervolgopleidingen;2013/'14;5.0
916;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma natuur en techniek;Master- en vervolgopleidingen;2014/'15;2.0
917;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma natuur en techniek;Master- en vervolgopleidingen;2015/'16;3.0
918;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma natuur en techniek;Master- en vervolgopleidingen;2016/'17;5.0
919;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma natuur en techniek;Master- en vervolgopleidingen;2017/'18;4.0
920;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma natuur en techniek;Master- en vervolgopleidingen;2018/'19;6.0
921;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma natuur en techniek;Master- en vervolgopleidingen;2019/'20;1.0
922;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma natuur en techniek;Master- en vervolgopleidingen;2020/'21;12.0
923;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma natuur en techniek;Master- en vervolgopleidingen;2021/'22;5.0
924;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Opleidingsfase totaal;2000/'01;0.0
925;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Opleidingsfase totaal;2001/'02;14.0
926;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Opleidingsfase totaal;2002/'03;64.0
927;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Opleidingsfase totaal;2003/'04;82.0
928;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Opleidingsfase totaal;2004/'05;100.0
929;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Opleidingsfase totaal;2005/'06;206.0
930;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Opleidingsfase totaal;2006/'07;209.0
931;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Opleidingsfase totaal;2007/'08;214.0
932;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Opleidingsfase totaal;2008/'09;266.0
933;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Opleidingsfase totaal;2009/'10;363.0
934;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Opleidingsfase totaal;2010/'11;3099.0
935;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Opleidingsfase totaal;2011/'12;3906.0
936;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Opleidingsfase totaal;2012/'13;4215.0
937;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Opleidingsfase totaal;2013/'14;4717.0
938;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Opleidingsfase totaal;2014/'15;5070.0
939;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Opleidingsfase totaal;2015/'16;4774.0
940;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Opleidingsfase totaal;2016/'17;5003.0
941;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Opleidingsfase totaal;2017/'18;5089.0
942;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Opleidingsfase totaal;2018/'19;5300.0
943;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Opleidingsfase totaal;2019/'20;5035.0
944;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Opleidingsfase totaal;2020/'21;6075.0
945;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Opleidingsfase totaal;2021/'22;5033.0
946;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Bachelor- en doctoraalopleidingen;2000/'01;0.0
947;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Bachelor- en doctoraalopleidingen;2001/'02;14.0
948;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Bachelor- en doctoraalopleidingen;2002/'03;64.0
949;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Bachelor- en doctoraalopleidingen;2003/'04;82.0
950;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Bachelor- en doctoraalopleidingen;2004/'05;100.0
951;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Bachelor- en doctoraalopleidingen;2005/'06;206.0
952;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Bachelor- en doctoraalopleidingen;2006/'07;209.0
953;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Bachelor- en doctoraalopleidingen;2007/'08;214.0
954;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Bachelor- en doctoraalopleidingen;2008/'09;265.0
955;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Bachelor- en doctoraalopleidingen;2009/'10;363.0
956;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Bachelor- en doctoraalopleidingen;2010/'11;3098.0
957;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Bachelor- en doctoraalopleidingen;2011/'12;3906.0
958;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Bachelor- en doctoraalopleidingen;2012/'13;4214.0
959;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Bachelor- en doctoraalopleidingen;2013/'14;4717.0
960;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Bachelor- en doctoraalopleidingen;2014/'15;5069.0
961;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Bachelor- en doctoraalopleidingen;2015/'16;4767.0
962;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Bachelor- en doctoraalopleidingen;2016/'17;4994.0
963;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Bachelor- en doctoraalopleidingen;2017/'18;5083.0
964;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Bachelor- en doctoraalopleidingen;2018/'19;5292.0
965;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Bachelor- en doctoraalopleidingen;2019/'20;5021.0
966;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Bachelor- en doctoraalopleidingen;2020/'21;6059.0
967;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Bachelor- en doctoraalopleidingen;2021/'22;5017.0
968;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Master- en vervolgopleidingen;2000/'01;0.0
969;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Master- en vervolgopleidingen;2001/'02;0.0
970;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Master- en vervolgopleidingen;2002/'03;0.0
971;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Master- en vervolgopleidingen;2003/'04;0.0
972;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Master- en vervolgopleidingen;2004/'05;0.0
973;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Master- en vervolgopleidingen;2005/'06;0.0
974;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Master- en vervolgopleidingen;2006/'07;0.0
975;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Master- en vervolgopleidingen;2007/'08;0.0
976;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Master- en vervolgopleidingen;2008/'09;1.0
977;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Master- en vervolgopleidingen;2009/'10;0.0
978;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Master- en vervolgopleidingen;2010/'11;1.0
979;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Master- en vervolgopleidingen;2011/'12;0.0
980;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Master- en vervolgopleidingen;2012/'13;1.0
981;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Master- en vervolgopleidingen;2013/'14;0.0
982;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Master- en vervolgopleidingen;2014/'15;1.0
983;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Master- en vervolgopleidingen;2015/'16;7.0
984;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Master- en vervolgopleidingen;2016/'17;9.0
985;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Master- en vervolgopleidingen;2017/'18;6.0
986;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Master- en vervolgopleidingen;2018/'19;8.0
987;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Master- en vervolgopleidingen;2019/'20;14.0
988;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Master- en vervolgopleidingen;2020/'21;16.0
989;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Master- en vervolgopleidingen;2021/'22;16.0
990;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie natuur;Opleidingsfase totaal;2000/'01;0.0
991;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie natuur;Opleidingsfase totaal;2001/'02;216.0
992;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie natuur;Opleidingsfase totaal;2002/'03;746.0
993;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie natuur;Opleidingsfase totaal;2003/'04;797.0
994;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie natuur;Opleidingsfase totaal;2004/'05;940.0
995;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie natuur;Opleidingsfase totaal;2005/'06;1255.0
996;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie natuur;Opleidingsfase totaal;2006/'07;1465.0
997;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie natuur;Opleidingsfase totaal;2007/'08;2035.0
998;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie natuur;Opleidingsfase totaal;2008/'09;1958.0
999;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie natuur;Opleidingsfase totaal;2009/'10;2707.0
1000;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie natuur;Opleidingsfase totaal;2010/'11;8538.0
1001;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie natuur;Opleidingsfase totaal;2011/'12;10038.0
1002;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie natuur;Opleidingsfase totaal;2012/'13;10473.0
1003;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie natuur;Opleidingsfase totaal;2013/'14;11090.0
1004;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie natuur;Opleidingsfase totaal;2014/'15;10507.0
1005;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie natuur;Opleidingsfase totaal;2015/'16;10649.0
1006;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie natuur;Opleidingsfase totaal;2016/'17;11288.0
1007;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie natuur;Opleidingsfase totaal;2017/'18;12354.0
1008;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie natuur;Opleidingsfase totaal;2018/'19;12770.0
1009;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie natuur;Opleidingsfase totaal;2019/'20;12294.0
1010;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie natuur;Opleidingsfase totaal;2020/'21;14047.0
1011;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie natuur;Opleidingsfase totaal;2021/'22;12141.0
1012;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie natuur;Bachelor- en doctoraalopleidingen;2000/'01;0.0
1013;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie natuur;Bachelor- en doctoraalopleidingen;2001/'02;216.0
1014;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie natuur;Bachelor- en doctoraalopleidingen;2002/'03;746.0
1015;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie natuur;Bachelor- en doctoraalopleidingen;2003/'04;797.0
1016;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie natuur;Bachelor- en doctoraalopleidingen;2004/'05;940.0
1017;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie natuur;Bachelor- en doctoraalopleidingen;2005/'06;1254.0
1018;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie natuur;Bachelor- en doctoraalopleidingen;2006/'07;1465.0
1019;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie natuur;Bachelor- en doctoraalopleidingen;2007/'08;2035.0
1020;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie natuur;Bachelor- en doctoraalopleidingen;2008/'09;1958.0
1021;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie natuur;Bachelor- en doctoraalopleidingen;2009/'10;2706.0
1022;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie natuur;Bachelor- en doctoraalopleidingen;2010/'11;8538.0
1023;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie natuur;Bachelor- en doctoraalopleidingen;2011/'12;10036.0
1024;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie natuur;Bachelor- en doctoraalopleidingen;2012/'13;10473.0
1025;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie natuur;Bachelor- en doctoraalopleidingen;2013/'14;11086.0
1026;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie natuur;Bachelor- en doctoraalopleidingen;2014/'15;10499.0
1027;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie natuur;Bachelor- en doctoraalopleidingen;2015/'16;10637.0
1028;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie natuur;Bachelor- en doctoraalopleidingen;2016/'17;11276.0
1029;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie natuur;Bachelor- en doctoraalopleidingen;2017/'18;12339.0
1030;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie natuur;Bachelor- en doctoraalopleidingen;2018/'19;12753.0
1031;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie natuur;Bachelor- en doctoraalopleidingen;2019/'20;12264.0
1032;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie natuur;Bachelor- en doctoraalopleidingen;2020/'21;14021.0
1033;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie natuur;Bachelor- en doctoraalopleidingen;2021/'22;12116.0
1034;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie natuur;Master- en vervolgopleidingen;2000/'01;0.0
1035;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie natuur;Master- en vervolgopleidingen;2001/'02;0.0
1036;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie natuur;Master- en vervolgopleidingen;2002/'03;0.0
1037;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie natuur;Master- en vervolgopleidingen;2003/'04;0.0
1038;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie natuur;Master- en vervolgopleidingen;2004/'05;0.0
1039;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie natuur;Master- en vervolgopleidingen;2005/'06;1.0
1040;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie natuur;Master- en vervolgopleidingen;2006/'07;0.0
1041;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie natuur;Master- en vervolgopleidingen;2007/'08;0.0
1042;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie natuur;Master- en vervolgopleidingen;2008/'09;0.0
1043;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie natuur;Master- en vervolgopleidingen;2009/'10;1.0
1044;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie natuur;Master- en vervolgopleidingen;2010/'11;0.0
1045;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie natuur;Master- en vervolgopleidingen;2011/'12;2.0
1046;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie natuur;Master- en vervolgopleidingen;2012/'13;0.0
1047;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie natuur;Master- en vervolgopleidingen;2013/'14;4.0
1048;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie natuur;Master- en vervolgopleidingen;2014/'15;8.0
1049;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie natuur;Master- en vervolgopleidingen;2015/'16;12.0
1050;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie natuur;Master- en vervolgopleidingen;2016/'17;12.0
1051;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie natuur;Master- en vervolgopleidingen;2017/'18;15.0
1052;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie natuur;Master- en vervolgopleidingen;2018/'19;17.0
1053;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie natuur;Master- en vervolgopleidingen;2019/'20;30.0
1054;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie natuur;Master- en vervolgopleidingen;2020/'21;26.0
1055;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma combinatie natuur;Master- en vervolgopleidingen;2021/'22;25.0
1056;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Opleidingsfase totaal;2000/'01;0.0
1057;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Opleidingsfase totaal;2001/'02;2.0
1058;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Opleidingsfase totaal;2002/'03;2.0
1059;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Opleidingsfase totaal;2003/'04;11.0
1060;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Opleidingsfase totaal;2004/'05;26.0
1061;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Opleidingsfase totaal;2005/'06;11.0
1062;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Opleidingsfase totaal;2006/'07;17.0
1063;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Opleidingsfase totaal;2007/'08;19.0
1064;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Opleidingsfase totaal;2008/'09;17.0
1065;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Opleidingsfase totaal;2009/'10;21.0
1066;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Opleidingsfase totaal;2010/'11;50.0
1067;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Opleidingsfase totaal;2011/'12;36.0
1068;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Opleidingsfase totaal;2012/'13;82.0
1069;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Opleidingsfase totaal;2013/'14;56.0
1070;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Opleidingsfase totaal;2014/'15;63.0
1071;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Opleidingsfase totaal;2015/'16;59.0
1072;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Opleidingsfase totaal;2016/'17;62.0
1073;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Opleidingsfase totaal;2017/'18;74.0
1074;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Opleidingsfase totaal;2018/'19;53.0
1075;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Opleidingsfase totaal;2019/'20;63.0
1076;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Opleidingsfase totaal;2020/'21;82.0
1077;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Opleidingsfase totaal;2021/'22;69.0
1078;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Bachelor- en doctoraalopleidingen;2000/'01;0.0
1079;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Bachelor- en doctoraalopleidingen;2001/'02;2.0
1080;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Bachelor- en doctoraalopleidingen;2002/'03;2.0
1081;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Bachelor- en doctoraalopleidingen;2003/'04;11.0
1082;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Bachelor- en doctoraalopleidingen;2004/'05;26.0
1083;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Bachelor- en doctoraalopleidingen;2005/'06;11.0
1084;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Bachelor- en doctoraalopleidingen;2006/'07;17.0
1085;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Bachelor- en doctoraalopleidingen;2007/'08;19.0
1086;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Bachelor- en doctoraalopleidingen;2008/'09;17.0
1087;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Bachelor- en doctoraalopleidingen;2009/'10;21.0
1088;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Bachelor- en doctoraalopleidingen;2010/'11;50.0
1089;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Bachelor- en doctoraalopleidingen;2011/'12;35.0
1090;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Bachelor- en doctoraalopleidingen;2012/'13;82.0
1091;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Bachelor- en doctoraalopleidingen;2013/'14;56.0
1092;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Bachelor- en doctoraalopleidingen;2014/'15;63.0
1093;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Bachelor- en doctoraalopleidingen;2015/'16;59.0
1094;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Bachelor- en doctoraalopleidingen;2016/'17;62.0
1095;Totaal mannen en vrouwen;Totaal;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Bachelor- en doctoraalopleidingen;2017/'18;73.0
