ID;Geslacht;Leeftijd;KenmerkenPersonen;Marges;Perioden;Rokers_1;ExRokers_2;NooitRokers_3;Drinkers_4;ExDrinkers_5;NooitDrinkers_6;ZwareDrinkersOnderDrinkers_7;OvermatigeDrinkersOnderDrinkers_8;GlazenAlcoholPerDag_9;Maximaal1GlasPerDagOnderBevolking_10;RichtlijnAlcoholgebruik12JrOfOuder_11;AfgelopenMaand_12;AfgelopenJaar_13;Ooit_14;AfgelopenMaand_15;AfgelopenJaar_16;Ooit_17;AgelopenMaand_18;AfgelopenJaar_19;Ooit_20;AfgelopenMaand_21;AfgelopenJaar_22;Ooit_23;AfgelopenMaand_24;AfgelopenJaar_25;Ooit_26;AfgelopenMaand_27;AfgelopenJaar_28;Ooit_29;AfgelopenMaand_30;AfgelopenJaar_31;Ooit_32;OpgegevenLengte18JaarOfOuder_33;OpgegevenGewicht18JaarOfOuder_34;Ondergewicht_35;NormaalGewicht_36;Overgewicht_37;MatigOvergewicht_38;ErnstigOvergewicht_39;VoldoetAanBeweegrichtlijn_40;VoldoendeMatigIntensieveInspanning_41;VoldoendeBotSpierversterkActiviteit_42;WekelijkseSporters_43;AbonnementSportaanbieder_44;LidSportvereniging_45;Inactief_46;SemiActief_47;Normactief_48;Inactief_49;SemiActief_50;Normactief_51;VoldoenAanCombinorm_52;WekelijkseSporters_53;HeeftRisicovolleSeksGehad_54;RisicoOngeplandeZwangerschap1649Jr_55;HivTest_56;SoaTestExclHivTest_57;AnticonceptiegebruikInclPil1649_58;GebruikAnticonceptiepil1649Jaar_59;k_7DagenPerWeekVoldoendeFruit_60;Minimaal5DagenPWVoldoendeFruit_61;k_7DagenPerWeekVoldoendeGroente_62;Minimaal5DagenPWVoldoendeGroente_63;Minimaal1DagPerWeek_64;Min2DagenPWWaarvan1XVetteVis_65;InDeAfgelopen5Jaar_66;LangerDan5JaarGeleden_67;Nooit_68;WeetNiet_69;InDeAfgelopen2Jaar_70;LangerDan2JaarGeleden_71;Nooit_72;WeetNiet_73;InDeAfgelopen5Jaar_74;NietInDeAfgelopen5Jaar_75;WeetNiet_76;InDeAfgelopen12Maanden_77;LangerDan12MaandenGeleden_78;Nooit_79;WeetNiet_80;InDeAfgelopen12Maanden_81;LangerDan12MaandenGeleden_82;Nooit_83;WeetNiet_84;InDeAfgelopen12Maanden_85;LangerDan12MaandenGeleden_86;Nooit_87;WeetNiet_88;InDeAfgelopen2Jaar_89;LangerDan2JaarGeleden_90;Nooit_91;WeetNiet_92;InDeAfgelopen12Maanden_93;LangerDan12MaandenGeleden_94;Nooit_95;WeetNiet_96;Griepprik16JaarOfOuder_97;Bloeddonoren18Tot70Jaar_98;Mantelzorger_99;UrenMantelzorgPerWeek_100;ZwaarBelasteMantelzorgers_101
307;Totaal mannen en vrouwen;Jonger dan 25 jaar;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2020/2021;8.0;2.6;79.6;26.9;4.6;55.5;11.9;5.2;0.6;73.3;69.0;3.7;9.8;12.7;1.0;2.6;4.4;0.0;0.3;0.3;0.6;2.1;2.7;0.2;0.4;0.6;0.7;1.7;3.3;4.2;9.8;13.1;170.3;67.3;2.5;63.0;25.1;18.9;4.7;41.9;43.2;88.0;51.2;17.6;25.2;;;;;;;;;1.7;;1.9;5.5;;17.8;27.3;40.4;31.0;46.0;52.4;14.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.3;;1.7;;
308;Totaal mannen en vrouwen;Jonger dan 25 jaar;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2014/2015;19.9;7.7;81.4;41.5;15.2;54.9;20.0;13.7;1.5;73.8;71.0;;;;;;;;;;;;;;;;;;;;;;172.9;69.9;6.9;75.7;25.1;18.2;8.3;;;;;;;39.2;39.3;34.1;84.3;14.6;9.8;36.8;58.7;5.6;7.5;9.1;13.3;;36.2;29.4;36.6;37.6;57.5;65.6;17.0;11.0;13.9;86.4;6.2;5.4;4.9;95.6;6.4;;;;29.6;39.3;38.3;10.7;8.4;12.3;77.7;15.5;16.1;14.3;70.4;14.7;4.4;4.4;91.7;9.2;0.9;2.7;97.2;5.4;10.5;4.5;;;
309;Totaal mannen en vrouwen;Jonger dan 25 jaar;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2016/2017;15.3;4.5;87.7;34.7;12.9;63.3;10.7;14.8;1.2;82.6;80.3;8.9;13.2;16.9;2.8;7.1;9.5;1.2;2.8;4.0;2.3;5.1;7.6;0.7;2.0;2.4;1.7;3.6;4.5;9.9;14.2;18.1;172.0;69.2;7.1;74.1;26.4;21.0;6.7;45.6;49.0;88.4;58.0;21.8;34.6;41.4;34.7;36.2;85.2;14.6;8.5;37.5;62.0;6.4;;5.7;7.9;;;34.8;42.7;36.3;55.1;66.6;19.0;10.5;4.8;93.4;5.1;3.7;8.8;97.0;0.0;;;;28.7;37.2;39.2;13.4;6.4;11.4;79.6;16.3;11.6;15.5;72.8;15.6;3.5;4.6;93.5;7.5;2.0;4.1;96.5;4.6;5.0;;6.4;;
310;Totaal mannen en vrouwen;Jonger dan 25 jaar;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2018/2019;20.0;6.2;85.0;41.6;14.1;59.4;;;;80.3;75.5;5.5;10.8;20.1;1.6;4.6;8.4;0.0;0.0;0.0;1.6;3.8;6.5;1.6;1.6;2.4;0.0;2.3;4.5;6.3;13.2;21.8;;;6.5;74.1;29.9;24.2;7.5;48.2;49.3;94.3;62.8;24.0;35.8;;;;;;;;;6.5;;10.0;15.4;;;35.6;44.9;35.0;56.6;64.1;18.6;;;;;;;;;;;;31.3;39.1;36.0;17.3;9.1;16.3;66.0;29.3;16.3;21.5;58.8;25.7;7.3;1.9;86.7;18.4;3.0;3.9;93.6;11.1;7.0;;11.8;;
311;Totaal mannen en vrouwen;Jonger dan 25 jaar;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2020/2021;15.4;7.8;88.1;37.3;10.6;66.5;27.4;17.1;1.1;82.6;78.8;9.2;17.7;21.3;4.5;7.5;10.3;1.5;2.9;2.9;3.7;6.5;7.4;2.7;3.3;3.7;4.0;6.0;8.7;10.1;17.7;21.8;173.4;71.7;5.9;71.2;33.1;26.2;9.1;50.6;51.8;93.2;59.8;24.6;32.9;;;;;;;;;7.9;;7.7;14.0;;34.5;35.2;48.9;39.1;54.6;60.9;21.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.7;;7.3;;
312;Totaal mannen en vrouwen;25 tot 45 jaar;Totaal ;Waarde;2014/2015;29.9;21.7;48.4;82.7;9.8;7.5;11.4;9.4;1.2;34.1;34.1;;;;;;;;;;;;;;;;;;;;;;175.8;77.4;1.9;55.1;43.0;32.2;10.8;;;;;;;9.0;41.5;49.4;64.3;22.6;13.1;51.7;59.6;2.8;17.1;9.2;10.5;68.6;30.9;21.9;32.9;25.9;52.4;52.2;12.9;66.3;7.2;24.5;1.9;9.6;13.8;75.8;0.8;4.2;91.9;3.9;35.2;51.3;7.9;5.6;14.9;25.0;48.0;12.1;20.7;32.4;35.4;11.4;4.4;4.1;85.8;5.7;1.2;8.1;89.0;1.7;6.1;4.9;;;
313;Totaal mannen en vrouwen;25 tot 45 jaar;Totaal ;Waarde;2016/2017;27.8;22.2;50.0;81.0;10.9;8.1;11.4;9.1;1.2;36.2;36.2;6.4;10.2;35.7;2.6;6.3;18.5;0.6;2.1;8.3;1.1;4.2;14.3;1.3;3.2;10.2;0.8;2.0;10.3;8.0;13.2;38.1;175.8;77.3;2.0;56.5;41.5;30.0;11.5;50.3;56.5;79.3;57.9;26.7;19.9;9.9;41.6;48.4;66.6;21.2;12.1;50.6;59.4;2.8;;8.3;9.9;67.4;30.0;25.2;36.9;17.5;38.8;54.3;15.9;61.1;8.5;28.6;1.8;8.1;15.2;75.7;0.9;4.1;94.5;1.4;36.8;50.4;8.6;4.1;14.8;24.8;50.1;10.2;21.0;33.4;36.2;9.5;4.5;4.5;87.0;4.0;1.3;7.9;89.3;1.5;5.3;;9.4;10.3;13.7
314;Totaal mannen en vrouwen;25 tot 45 jaar;Totaal ;Waarde;2018/2019;26.5;22.4;51.1;81.5;9.7;8.8;10.6;7.9;1.1;36.3;36.3;7.2;10.7;38.7;3.7;7.9;21.9;1.2;2.7;9.6;1.9;5.6;17.6;1.8;3.6;10.9;1.1;2.8;12.8;9.1;15.0;42.1;175.9;78.1;1.8;54.0;44.2;31.5;12.7;50.4;56.8;81.0;58.7;29.8;20.2;;;;;;;;;3.0;;7.2;9.4;69.2;30.1;25.4;35.7;19.0;40.4;54.0;14.4;59.1;8.6;29.9;2.4;8.6;12.6;77.8;1.0;;;;36.9;49.9;7.6;5.6;15.8;24.7;45.6;13.8;21.6;32.5;33.3;12.6;5.2;4.7;83.4;6.7;1.4;7.3;90.0;1.4;6.3;;9.2;10.0;16.7
315;Totaal mannen en vrouwen;25 tot 45 jaar;Totaal ;Waarde;2020/2021;25.0;22.5;52.5;79.1;12.4;8.5;10.4;7.2;1.0;40.8;40.8;7.4;11.9;40.0;3.4;8.6;24.1;0.9;2.6;10.2;1.3;5.5;19.3;1.3;3.8;12.0;1.3;3.4;14.7;9.5;16.3;43.1;175.7;78.0;1.8;54.1;44.1;32.0;12.1;51.9;57.1;83.2;60.6;28.4;19.8;;;;;;;;;3.3;9.2;5.3;7.7;70.8;28.2;23.4;35.7;18.8;41.9;53.5;14.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.4;;7.5;12.9;18.1
316;Totaal mannen en vrouwen;25 tot 45 jaar;Totaal ;Ondergrens 95%-interval;2014/2015;28.6;20.6;47.0;81.6;9.0;6.8;10.4;8.5;1.1;32.8;32.8;;;;;;;;;;;;;;;;;;;;;;175.5;76.9;1.5;53.7;41.6;30.9;9.9;;;;;;;8.2;40.1;48.0;62.9;21.4;12.1;50.3;58.2;2.3;15.6;8.4;9.6;66.6;29.1;20.7;31.5;24.6;50.9;50.8;12.0;64.4;6.2;22.8;1.4;8.4;12.4;74.1;0.5;2.7;89.8;2.4;33.8;49.8;7.2;5.0;13.9;23.7;46.6;11.2;19.6;31.1;34.1;10.5;3.8;3.6;84.8;5.1;0.9;7.3;88.2;1.3;5.4;4.2;;;
317;Totaal mannen en vrouwen;25 tot 45 jaar;Totaal ;Ondergrens 95%-interval;2016/2017;26.5;21.0;48.6;79.9;10.1;7.3;10.4;8.2;1.1;34.8;34.8;5.7;9.3;34.4;2.1;5.6;17.4;0.4;1.7;7.5;0.8;3.6;13.3;1.0;2.7;9.3;0.5;1.6;9.4;7.3;12.3;36.8;175.5;76.8;1.6;55.1;40.1;28.7;10.6;48.9;55.1;78.2;56.5;25.4;18.8;9.1;40.2;47.0;65.2;20.1;11.2;49.1;58.0;2.3;;7.5;9.0;65.3;28.1;24.0;35.5;16.4;37.4;52.9;14.9;59.1;7.3;26.8;1.3;7.0;13.8;74.0;0.5;2.5;92.7;0.5;35.4;49.0;7.8;3.5;13.8;23.6;48.7;9.4;19.8;32.1;34.8;8.6;3.9;3.9;86.0;3.5;1.0;7.1;88.4;1.2;4.7;;8.6;8.3;10.5
318;Totaal mannen en vrouwen;25 tot 45 jaar;Totaal ;Ondergrens 95%-interval;2018/2019;25.2;21.2;49.7;80.4;8.9;8.0;9.6;7.1;1.0;35.0;35.0;6.5;9.9;37.4;3.2;7.2;20.8;0.9;2.3;8.8;1.5;5.0;16.6;1.4;3.1;10.0;0.8;2.3;11.9;8.3;14.0;40.7;175.6;77.6;1.4;52.6;42.8;30.2;11.7;49.0;55.4;79.9;57.3;28.6;19.1;;;;;;;;;2.5;;6.5;8.5;67.2;28.0;24.2;34.3;17.9;39.1;52.6;13.5;57.1;7.5;28.1;1.8;7.5;11.3;76.2;0.6;;;;35.5;48.5;6.9;5.0;14.8;23.5;44.2;12.9;20.4;31.2;32.0;11.7;4.6;4.1;82.4;6.0;1.1;6.5;89.2;1.0;5.6;;8.4;8.2;13.3
319;Totaal mannen en vrouwen;25 tot 45 jaar;Totaal ;Ondergrens 95%-interval;2020/2021;23.5;21.1;50.8;77.6;11.3;7.5;9.3;6.2;0.9;39.2;39.2;6.5;10.8;38.4;2.8;7.6;22.6;0.6;2.1;9.2;1.0;4.7;18.0;0.9;3.2;10.9;1.0;2.8;13.5;8.5;15.0;41.4;175.3;77.5;1.4;52.4;42.4;30.4;11.0;50.2;55.4;81.9;58.9;26.9;18.5;;;;;;;;;2.7;7.8;4.5;6.8;68.4;26.1;22.0;34.1;17.5;40.3;51.8;13.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.6;;6.6;9.5;13.8
320;Totaal mannen en vrouwen;25 tot 45 jaar;Totaal ;Bovengrens 95%-interval;2014/2015;31.2;22.9;49.8;83.7;10.7;8.3;12.4;10.3;1.2;35.5;35.5;;;;;;;;;;;;;;;;;;;;;;176.0;77.8;2.3;56.6;44.4;33.5;11.7;;;;;;;9.8;43.0;50.9;65.7;23.8;14.0;53.1;61.0;3.3;18.7;10.1;11.4;70.7;32.8;23.1;34.2;27.1;53.8;53.6;13.9;68.2;8.3;26.2;2.5;10.8;15.2;77.5;1.2;5.8;94.0;5.3;36.5;52.7;8.7;6.3;15.9;26.2;49.4;13.0;21.9;33.8;36.8;12.3;4.9;4.7;86.8;6.4;1.5;8.8;89.9;2.0;6.8;5.5;;;
321;Totaal mannen en vrouwen;25 tot 45 jaar;Totaal ;Bovengrens 95%-interval;2016/2017;29.1;23.4;51.4;82.1;11.8;8.8;12.4;10.0;1.2;37.6;37.6;7.1;11.1;37.1;3.1;7.0;19.6;0.9;2.6;9.1;1.3;4.8;15.3;1.6;3.7;11.0;1.0;2.4;11.1;8.8;14.2;39.5;176.1;77.7;2.4;57.9;42.9;31.3;12.4;51.8;57.9;80.5;59.3;28.0;21.1;10.8;43.1;49.9;68.0;22.4;13.1;52.0;60.8;3.3;;9.1;10.8;69.6;32.0;26.4;38.3;18.6;40.2;55.7;17.0;63.1;9.6;30.4;2.4;9.2;16.7;77.5;1.3;5.6;96.3;2.3;38.2;51.9;9.4;4.7;15.9;26.1;51.5;11.1;22.1;34.8;37.5;10.3;5.1;5.1;87.9;4.6;1.6;8.7;90.2;1.8;6.0;;10.3;12.3;16.9
322;Totaal mannen en vrouwen;25 tot 45 jaar;Totaal ;Bovengrens 95%-interval;2018/2019;27.7;23.6;52.5;82.5;10.5;9.6;11.5;8.8;1.1;37.7;37.7;7.9;11.6;40.1;4.3;8.7;23.1;1.5;3.2;10.5;2.3;6.3;18.7;2.1;4.2;11.8;1.4;3.2;13.7;9.9;16.0;43.5;176.2;78.5;2.2;55.4;45.6;32.8;13.6;51.8;58.2;82.1;60.1;31.1;21.4;;;;;;;;;3.5;;7.9;10.2;71.3;32.1;26.6;37.0;20.1;41.8;55.4;15.4;61.0;9.7;31.7;3.0;9.7;13.9;79.5;1.4;;;;38.3;51.3;8.3;6.3;16.9;26.0;47.0;14.8;22.7;33.8;34.6;13.5;5.8;5.3;84.5;7.4;1.7;8.0;90.8;1.7;7.0;;10.0;11.7;20.2
323;Totaal mannen en vrouwen;25 tot 45 jaar;Totaal ;Bovengrens 95%-interval;2020/2021;26.6;23.9;54.2;80.5;13.6;9.6;11.7;8.3;1.1;42.5;42.5;8.5;13.1;41.7;4.1;9.6;25.6;1.3;3.3;11.3;1.8;6.3;20.7;1.7;4.6;13.2;1.8;4.1;16.0;10.6;17.6;44.8;176.1;78.6;2.3;55.8;45.8;33.6;13.3;53.6;58.8;84.5;62.3;30.0;21.1;;;;;;;;;4.0;10.8;6.1;8.7;73.1;30.5;24.9;37.3;20.2;43.6;55.2;15.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.3;;8.4;16.3;23.4
324;Totaal mannen en vrouwen;25 tot 45 jaar;Onderwijsniveau: 1 laag;Waarde;2014/2015;42.2;20.8;37.0;70.9;14.2;15.0;14.4;12.3;1.4;42.5;42.5;;;;;;;;;;;;;;;;;;;;;;173.8;78.1;1.9;46.7;51.5;36.6;14.9;;;;;;;16.9;38.9;44.2;82.2;12.8;4.9;45.2;40.7;2.7;19.5;8.3;8.7;65.1;36.5;19.9;28.0;18.8;41.9;46.9;11.1;59.1;7.1;29.2;4.7;13.5;16.2;68.3;2.0;;;;37.7;47.3;7.1;7.9;16.2;21.0;48.0;14.9;21.3;27.8;38.1;12.8;7.2;3.8;81.8;7.2;1.9;9.3;86.2;2.7;8.2;2.6;;;
325;Totaal mannen en vrouwen;25 tot 45 jaar;Onderwijsniveau: 1 laag;Waarde;2016/2017;43.7;18.5;37.9;67.4;16.7;15.9;15.4;13.4;1.4;47.8;47.8;10.2;13.1;33.9;2.4;5.5;17.1;0.9;1.7;9.0;0.9;3.4;12.9;1.3;3.4;11.4;0.8;1.3;10.0;11.2;15.4;36.2;174.1;79.2;2.7;41.6;55.7;39.0;16.7;41.8;49.7;70.8;35.7;16.2;10.5;17.6;39.3;43.1;82.4;11.3;6.3;44.2;36.8;2.6;;9.2;10.6;62.1;31.7;24.0;32.4;14.7;28.2;51.7;15.2;54.6;13.9;29.1;2.3;12.2;15.6;71.2;0.9;5.5;92.1;2.5;41.3;45.1;9.2;4.5;18.7;21.6;47.8;11.8;24.0;26.9;38.1;11.0;5.8;3.5;85.5;5.2;0.7;8.2;89.8;1.3;7.1;;10.8;;
326;Totaal mannen en vrouwen;25 tot 45 jaar;Onderwijsniveau: 1 laag;Waarde;2018/2019;46.5;19.4;34.2;64.8;16.8;18.5;11.9;13.0;1.3;50.4;50.4;11.0;14.4;35.0;3.9;7.2;20.0;1.6;2.8;10.3;0.7;2.9;15.7;2.0;3.5;12.4;0.8;2.1;11.3;13.0;17.3;38.6;173.9;79.1;2.5;42.9;54.6;35.7;18.9;39.9;47.2;70.6;33.9;18.0;11.1;;;;;;;;;3.2;;7.8;9.6;69.8;32.6;20.7;30.2;15.2;27.9;50.6;12.2;52.0;13.1;31.9;3.1;9.8;12.0;76.2;2.1;;;;41.6;44.8;8.9;4.8;19.6;21.3;44.1;15.0;25.1;28.1;34.2;12.6;5.3;4.8;83.0;6.9;1.9;8.9;87.0;2.2;7.6;;9.2;;
327;Totaal mannen en vrouwen;25 tot 45 jaar;Onderwijsniveau: 1 laag;Waarde;2020/2021;41.1;20.0;38.9;60.5;17.4;22.1;14.1;11.2;1.2;55.3;55.3;11.9;16.1;35.6;3.5;5.0;21.7;0.9;2.9;9.8;0.8;2.7;16.7;1.6;2.3;11.9;1.1;2.4;12.1;13.0;17.6;38.5;173.0;78.1;3.4;44.5;52.1;35.2;16.9;44.0;51.7;73.9;34.9;15.8;10.4;;;;;;;;;1.7;11.3;3.6;4.9;64.0;26.3;18.3;29.4;13.7;31.0;52.0;11.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.5;;8.3;;
328;Totaal mannen en vrouwen;25 tot 45 jaar;Onderwijsniveau: 1 laag;Ondergrens 95%-interval;2014/2015;38.8;18.0;33.6;67.7;11.7;12.5;11.4;9.5;1.2;39.1;39.1;;;;;;;;;;;;;;;;;;;;;;173.1;77.0;0.9;43.2;48.0;33.2;12.4;;;;;;;14.2;35.5;40.7;79.5;10.5;3.4;41.6;37.2;1.4;15.1;6.3;6.7;59.4;31.6;17.2;24.9;16.1;38.5;43.4;8.9;54.1;4.5;24.7;2.6;10.1;12.5;63.7;0.6;;;;34.4;43.8;5.3;6.0;13.6;18.1;44.5;12.4;18.4;24.6;34.8;10.5;5.4;2.5;79.2;5.4;0.9;7.3;83.8;1.6;6.1;1.5;;;
329;Totaal mannen en vrouwen;25 tot 45 jaar;Onderwijsniveau: 1 laag;Ondergrens 95%-interval;2016/2017;40.1;15.7;34.4;64.1;14.0;13.3;12.2;10.4;1.2;44.2;44.2;8.0;10.7;30.5;1.3;3.9;14.4;0.2;0.8;7.0;0.2;2.1;10.5;0.5;2.1;9.2;0.2;0.5;7.8;9.0;12.8;32.8;173.3;78.0;1.5;38.1;52.1;35.4;14.0;38.2;46.1;67.5;32.2;13.6;8.3;14.8;35.7;39.5;79.6;9.0;4.5;40.6;33.3;1.3;;7.1;8.3;56.0;26.4;20.9;29.1;12.1;25.0;48.1;12.6;49.4;10.3;24.4;0.7;8.8;11.8;66.5;0.0;1.4;87.2;0.0;37.8;41.5;7.1;3.0;15.9;18.7;44.3;9.5;21.0;23.7;34.7;8.8;4.1;2.2;83.0;3.6;0.1;6.2;87.7;0.5;5.3;;8.6;;
330;Totaal mannen en vrouwen;25 tot 45 jaar;Onderwijsniveau: 1 laag;Ondergrens 95%-interval;2018/2019;42.7;16.4;30.6;61.1;14.0;15.5;8.9;9.8;1.1;46.6;46.6;8.7;11.8;31.4;2.5;5.3;17.0;0.6;1.6;8.0;0.1;1.6;13.0;0.9;2.1;9.9;0.1;1.0;8.9;10.5;14.5;35.0;173.1;77.8;1.3;39.1;50.8;32.1;15.9;36.1;43.3;67.0;30.2;15.0;8.8;;;;;;;;;1.8;;5.6;7.3;63.9;26.6;17.7;26.7;12.5;24.5;46.8;9.8;46.5;9.3;26.7;1.2;6.5;8.4;71.5;0.5;;;;37.8;41.0;6.7;3.2;16.6;18.2;40.3;12.3;21.8;24.7;30.6;10.1;3.6;3.2;80.1;5.0;0.8;6.7;84.5;1.1;5.5;;7.0;;
331;Totaal mannen en vrouwen;25 tot 45 jaar;Onderwijsniveau: 1 laag;Ondergrens 95%-interval;2020/2021;36.2;16.3;34.0;55.3;13.8;18.0;10.1;7.7;0.9;50.2;50.2;8.8;12.6;30.9;2.0;3.1;17.8;0.3;1.5;7.2;0.3;1.4;13.2;0.6;1.2;8.9;0.4;1.2;9.1;9.8;13.9;33.7;171.9;76.4;1.9;39.5;46.9;30.4;13.4;38.8;46.4;69.0;30.0;12.5;7.8;;;;;;;;;0.7;6.9;2.0;3.0;54.7;20.4;14.6;25.0;10.5;26.4;46.8;8.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.9;;5.9;;
332;Totaal mannen en vrouwen;25 tot 45 jaar;Onderwijsniveau: 1 laag;Bovengrens 95%-interval;2014/2015;45.6;23.7;40.3;74.0;16.6;17.5;17.3;15.0;1.6;46.0;46.0;;;;;;;;;;;;;;;;;;;;;;174.5;79.2;2.8;50.1;54.9;39.9;17.4;;;;;;;19.5;42.4;47.7;85.0;15.2;6.5;48.7;44.2;3.9;23.9;10.3;10.8;70.9;41.3;22.7;31.2;21.6;45.4;50.3;13.3;64.0;9.6;33.8;6.8;16.9;19.9;73.0;3.4;;;;41.1;50.8;8.9;9.7;18.7;23.8;51.4;17.4;24.1;30.9;41.5;15.2;9.0;5.1;84.5;8.9;2.8;11.3;88.6;3.8;10.2;3.7;;;
333;Totaal mannen en vrouwen;25 tot 45 jaar;Onderwijsniveau: 1 laag;Bovengrens 95%-interval;2016/2017;47.2;21.2;41.3;70.8;19.3;18.5;18.6;16.3;1.6;51.3;51.3;12.4;15.5;37.3;3.4;7.1;19.8;1.5;2.6;11.1;1.5;4.7;15.3;2.1;4.7;13.7;1.4;2.1;12.1;13.5;18.0;39.7;174.9;80.4;3.9;45.2;59.3;42.5;19.4;45.3;53.3;74.1;39.2;18.9;12.6;20.4;42.8;46.7;85.1;13.6;8.1;47.8;40.3;3.8;;11.4;13.0;68.2;37.0;27.0;35.8;17.2;31.4;55.2;17.8;59.8;17.6;33.9;3.8;15.7;19.4;76.0;1.9;9.5;96.9;5.2;44.8;48.6;11.2;6.0;21.5;24.6;51.4;14.1;27.1;30.0;41.6;13.3;7.4;4.8;88.0;6.8;1.2;10.1;92.0;2.1;8.9;;13.0;;
334;Totaal mannen en vrouwen;25 tot 45 jaar;Onderwijsniveau: 1 laag;Bovengrens 95%-interval;2018/2019;50.2;22.4;37.7;68.4;19.6;21.4;15.0;16.1;1.5;54.2;54.2;13.4;17.1;38.6;5.4;9.2;23.1;2.5;4.1;12.6;1.4;4.1;18.5;3.0;4.9;14.9;1.4;3.2;13.7;15.6;20.2;42.3;174.7;80.5;3.7;46.7;58.4;39.4;21.9;43.7;51.1;74.1;37.6;20.9;13.5;;;;;;;;;4.7;;9.9;12.0;75.7;38.6;23.8;33.6;17.9;31.3;54.4;14.7;57.5;16.8;37.0;5.0;13.1;15.5;80.9;3.7;;;;45.3;48.5;11.0;6.4;22.6;24.4;47.9;17.7;28.4;31.5;37.8;15.2;7.0;6.4;85.8;8.8;2.9;11.1;89.6;3.3;9.6;;11.4;;
335;Totaal mannen en vrouwen;25 tot 45 jaar;Onderwijsniveau: 1 laag;Bovengrens 95%-interval;2020/2021;46.3;24.1;44.0;65.5;21.7;26.9;19.3;16.0;1.5;60.3;60.3;15.8;20.4;40.6;6.1;8.0;26.1;2.7;5.5;13.4;2.6;5.2;20.9;3.7;4.7;15.6;3.1;4.7;15.9;17.1;22.0;43.6;174.2;79.9;5.8;49.8;57.3;40.3;21.2;49.3;56.9;78.3;40.0;19.9;13.8;;;;;;;;;4.2;17.8;6.4;8.0;72.4;33.2;22.6;34.2;17.7;36.0;57.0;15.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.0;;11.6;;
336;Totaal mannen en vrouwen;25 tot 45 jaar;Onderwijsniveau: 2 middelbaar;Waarde;2014/2015;33.3;22.6;44.1;81.7;11.3;6.9;11.7;10.0;1.1;35.2;35.2;;;;;;;;;;;;;;;;;;;;;;176.0;78.8;1.7;51.3;47.0;34.1;12.9;;;;;;;9.0;41.2;49.8;70.0;18.8;11.2;51.5;53.4;2.7;18.0;8.1;10.2;69.1;32.2;21.0;31.6;22.8;48.8;48.2;10.4;69.0;7.6;22.3;1.1;9.7;15.3;74.6;0.4;2.9;93.5;3.6;37.0;50.5;8.0;4.6;16.4;25.1;47.6;10.8;21.5;32.0;36.7;9.8;4.3;4.0;86.3;5.4;1.6;9.1;88.1;1.2;6.3;3.6;;;
337;Totaal mannen en vrouwen;25 tot 45 jaar;Onderwijsniveau: 2 middelbaar;Waarde;2016/2017;32.3;23.2;44.5;80.1;12.0;7.9;11.6;9.8;1.2;36.3;36.3;6.8;9.9;33.5;2.3;5.5;17.0;0.7;2.1;8.5;0.6;3.1;12.4;1.4;2.9;9.6;0.6;1.7;9.8;8.4;12.6;35.7;176.1;78.7;1.7;53.1;45.2;31.8;13.4;46.9;54.5;75.6;53.0;24.7;19.4;9.8;42.6;47.6;71.4;17.9;10.7;49.5;54.6;3.0;;8.9;10.3;68.7;33.0;24.0;35.4;15.7;36.8;51.8;14.4;62.4;7.7;28.4;1.4;7.5;16.6;74.9;1.0;3.4;95.7;0.9;38.7;50.6;7.3;3.3;16.2;26.9;47.0;9.9;22.1;34.4;34.1;9.4;4.8;4.5;87.0;3.6;1.9;9.3;87.3;1.5;5.4;;11.6;9.6;15.1
338;Totaal mannen en vrouwen;25 tot 45 jaar;Onderwijsniveau: 2 middelbaar;Waarde;2018/2019;31.6;24.0;44.4;81.3;10.7;8.0;9.8;7.1;1.0;36.8;36.8;8.6;11.4;37.9;3.5;7.1;21.8;1.0;2.2;10.2;1.5;4.8;18.2;1.9;3.5;11.2;1.4;2.7;12.7;9.9;14.6;41.0;176.1;80.4;1.6;46.5;51.9;35.7;16.1;46.8;54.7;77.5;53.6;26.4;19.5;;;;;;;;;3.4;;6.4;9.0;66.3;30.9;24.1;33.9;16.9;36.2;51.2;13.7;59.1;7.8;31.1;2.0;8.3;14.6;76.6;0.4;;;;36.7;50.8;6.7;5.8;16.9;25.5;45.1;12.5;22.3;32.8;32.7;12.3;5.0;4.9;83.1;7.0;1.7;7.6;89.5;1.2;6.5;;11.2;10.4;15.8
